Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28)
7.864310000000001e-10,0.2917521993756032,89.099999999999994,0.0,0.0,0.0,0.99999999999976563,10.999999999999991,9.922551149767406e-14,5.9466837702184308e-15,9.9059869652670849e-14,9.5841783788560102e-14,9.5993882115684721e-14,3.0636995504948124e-14,3.1639463763143011e-14,2.2361285341406979e-15,1.8579883378014079e-15,9.2712529401626955e-16,3.1370208519542552e-16,7.8973295793672304e-16,2.6186267048459799e-16,1.3005931206012442e-16,6.5094140347383264e-16,4.3756712320702226e-16,4.3518826148069951e-16,1.414036608668419e-15,1.6070104173996293e-16,2.558739830072159e-16,4.2136781060429815e-16,1.3589976877380868e-16,3.9701320081689927e-19,1.0390083513692502e-17,4.0023083168068448e-20,2.4913630133137787e-19,1.4115105373359684e-19,1.4190988598761346e-20,5.4868643338420999e-20,5.1805079226375638e-21,6.0894217337200983e-19,8.419417245709393e-18,6.1846224156978046e-20,1.0706250038069003e-23,1.2552614631059056e-21,1.9949775097279019e-23,1.0523571216340553e-21,1.0354662280670192e-17,4.237480372645939e-20,5.3265844673722492e-20,1.9806566103435181e-16,3.7607216151843623e-24,3.7398616511717974e-28,2.0666506308703466e-22,8.6980662668028127e-19,2.8504958940279928e-20
9.999999999999999e-10,0.2917521993756034,89.099999999999994,0.0,0.0,0.0,0.99999999999970191,10.999999999999986,1.2606262705832652e-13,7.5700611171633567e-15,1.2580221496316842e-13,1.216797438907446e-13,1.2191809576737223e-13,3.8456806895342835e-14,4.0013591399971508e-14,2.7606976360954455e-15,2.2936958606333635e-15,1.1440259822976141e-15,4.8094219893841389e-16,1.238792276484296e-15,4.0185277192875895e-16,1.9932511057201001e-16,1.0239427129110391e-15,6.8871027029800922e-16,6.8473725506963616e-16,2.1581133749097201e-15,2.9708792938255521e-16,4.0232548138634425e-16,6.6292612823704479e-16,2.1207886805787303e-16,7.3962961183538404e-19,1.6559342791724694e-17,8.8189316646983263e-20,4.6655034129428959e-19,2.6341377238966795e-19,3.1303617213949068e-20,1.1875079082561908e-19,1.3052890174160669e-20,1.1036136443126309e-18,9.7451076564912844e-18,1.3315876811252637e-19,2.4848320137622148e-23,2.8411153226856168e-21,5.3709118403446681e-23,2.3308716795924625e-21,1.6235388301097603e-17,8.0587920516456109e-20,1.0080369763065192e-19,2.5172635059119683e-16,9.8758214728051252e-24,8.0521569898295602e-28,5.2011946456595947e-22,1.3695210894868745e-18,5.4235591580794817e-20
1.0485750000000002e-09,0.2917521993756034,89.099999999999994,0.0,0.0,0.0,0.99999999999968747,10.999999999999986,1.3216656952356586e-13,7.9392886484429455e-15,1.3188460249814507e-13,1.2755643438404474e-13,1.2781440411797898e-13,4.0235376529926628e-14,4.1918236970999827e-14,2.8800077612889522e-15,2.3927949476804652e-15,1.1933587549999558e-15,5.1897996905048876e-16,1.3409281501291064e-15,4.3369268866597351e-16,2.1507920485870363e-16,1.1087796443285783e-15,7.4583128678422577e-16,7.4149569081444318e-16,2.3273492140070209e-15,3.2810831655128745e-16,4.3563500446210062e-16,7.1786713221707355e-16,2.2940535152562096e-16,8.1755567865792394e-19,1.7962504156110052e-17,9.914444024281555e-20,5.1599987278621272e-19,2.9122170124974923e-19,3.5195782907391239e-20,1.3328040567698175e-19,1.4843416738726396e-20,1.2161237309869182e-18,1.0046628063028426e-17,1.4937838248839923e-19,2.8064849948061864e-23,3.2018083597325903e-21,6.1387480436780671e-23,2.6216622187289015e-21,1.7572924490536444e-17,8.9279266863885302e-20,1.1161589981066337e-19,2.6393115557330458e-16,1.1266664598839012e-23,9.0329629404839273e-28,5.9141280560252792e-22,1.4831781746950764e-18,6.0087871080689561e-20
1.5728630000000002e-09,0.29175219937560387,89.099999999999994,0.0,0.0,0.0,0.99999999999953126,10.999999999999975,1.9790010543979045e-13,1.1935162851759613e-14,1.9731837470487217e-13,1.9072961413943554e-13,1.9125869604256842e-13,5.8793783160493425e-14,6.2186633880424361e-14,4.0746449364004902e-15,3.3842298701317049e-15,1.6862893136490814e-15,1.0220411252430703e-15,2.7547898399150424e-15,8.5556680970176591e-16,4.2326035049433696e-16,2.2899185483487909e-15,1.5420545668180075e-15,1.5321239882203241e-15,4.5443757683817898e-15,8.4961457833326389e-16,8.9900753887964341e-16,1.4830270400854763e-15,4.6676797266485611e-16,2.1479457902982798e-18,3.7949231596700709e-17,3.3348218972562571e-19,1.3677742619401137e-18,7.6745539036328114e-19,1.1861360250655892e-19,4.3387845875906693e-19,6.076658443742073e-20,3.039130545075296e-18,1.2838932615968966e-17,4.8185332261486445e-19,1.009185066344344e-22,1.1269261024056234e-20,2.7717966908398286e-22,8.9019879226029816e-21,3.6085225962061333e-17,2.4339000167991032e-19,3.0154728886863332e-19,3.953262727325655e-16,4.9627628818121383e-23,2.9137847994597483e-27,2.416900730271374e-21,3.0679175236550481e-18,1.6394889285159938e-19
2.0971510000000003e-09,0.29175219937560426,89.099999999999994,0.0,0.0,0.0,0.99999999999937506,10.999999999999963,2.6340122288531909e-13,1.5947493245941695e-14,2.6241512805603051e-13,2.5350316246649907e-13,2.5439510705014039e-13,7.6380664044197963e-14,8.2007705300950964e-14,5.134982734955027e-15,4.2625307352996521e-15,2.1220354984209991e-15,1.6585891707974101e-15,4.6508397028439056e-15,1.3906414061008512e-15,6.8638092123365328e-16,3.8854300732714911e-15,2.6192459168358407e-15,2.600820112403099e-15,7.3144327785442009e-15,1.6958569435491488e-15,1.5243134765938937e-15,2.5170393403116751e-15,7.809030053667849e-16,4.3448598008030181e-18,6.5675251297995647e-17,8.0721614622331807e-19,2.7873574059601571e-18,1.5565157446411536e-18,2.8756001617550253e-19,1.0219139395671703e-18,1.6810892325634566e-19,5.878805275206256e-18,1.5146521829989462e-17,1.12644679430598e-18,2.5464512842990331e-22,2.8251234105874586e-20,8.1834152196562571e-22,2.1717720887654546e-20,6.0916450132423243e-17,5.084044450527646e-19,6.248666490998988e-19,5.2610224021869601e-16,1.4508414958596349e-22,6.8116665747895776e-27,6.678597367806012e-21,5.2120917497941697e-18,3.4272122184850861e-19
2.621439e-09,0.29175219937560465,89.099999999999994,0.0,0.0,0.0,0.99999999999921885,10.999999999999948,3.2865407992634275e-13,1.9977125358759438e-14,3.2715261843486622e-13,3.158517376996944e-13,3.1720245826013654e-13,9.2980476689107463e-14,1.0136048105206186e-13,6.0721545862208552e-15,5.0363865784033301e-15,2.505036706077268e-15,2.41770486539042e-15,7.0523203326296537e-15,2.0302523477808102e-15,9.9974860229762797e-16,5.9218810387786529e-15,3.9963298675282937e-15,3.9657896168545277e-15,1.057298394785546e-14,2.9444324459187243e-15,2.3216169112291895e-15,3.837364757524394e-15,1.173295768886673e-15,7.6491292733343858e-18,1.0195759297800781e-16,1.659183522036767e-18,4.9415722858838667e-18,2.7473709877904e-18,5.9196299977615385e-19,2.0432390116829255e-18,3.8744557519580599e-19,9.8942962324335226e-18,1.7237134822790353e-17,2.2357612189574726e-18,5.4048363749349735e-22,6.0020171109220358e-20,1.9979681986568324e-21,4.4995028156071793e-20,9.2396271152198653e-17,9.2396647265625952e-19,1.1264493762652289e-18,6.560515394656202e-16,3.529887636992268e-22,1.3519734935968962e-26,1.5378131716847806e-20,7.9524019593674202e-18,6.2332879932299713e-19
3.670015e-09,0.2917521993756054,89.099999999999994,0.0,0.0,0.0,0.99999999999890632,10.999999999999908,4.5840469571471686e-13,2.8088641136570438e-14,4.5553951503730445e-13,4.3926796990108407e-13,4.4181538772031019e-13,1.2348380143413332e-13,1.3870293202218429e-13,7.6757434354209777e-15,6.351320183308063e-15,3.1536049242202947e-15,4.2062569451792974e-15,1.3330664512139651e-14,3.542669282355499e-15,1.7360074881335352e-15,1.1325196010218162e-14,7.6613036323244506e-15,7.5920515222228086e-15,1.8064672835228485e-14,6.8946366678631377e-15,4.4333626463355086e-15,7.3432892712451866e-15,2.1732022892871733e-15,1.8590686357590659e-17,2.019287815885068e-16,5.5271910714883717e-18,1.2185435564886386e-17,6.7183067475247965e-18,1.9802486191215657e-18,6.2753431607744068e-18,1.6629011159905082e-18,2.1575560058924124e-17,2.1311366684893682e-17,6.7356747323395282e-18,1.9059496716469637e-21,2.1771405174428044e-19,1.0075915289275915e-20,1.5356713473890495e-19,1.7506395064520079e-16,2.4284070343823956e-18,2.8970226324607968e-18,9.1263019358293205e-16,1.8151310609140062e-21,4.0730895454567152e-26,6.5962048066289556e-20,1.5230476779247703e-17,1.6415886403058016e-18
4.6137334e-09,0.29175219937560615,89.099999999999994,0.0,0.0,0.0,0.9999999999986251,10.999999999999863,5.7432768178516789e-13,3.5448101055788405e-14,5.6986216322153585e-13,5.4890354485659988e-13,5.528355904717999e-13,1.4807576329871441e-13,1.7081152778975659e-13,8.8639378685802987e-15,7.3139376047046263e-15,3.6258955612173954e-15,6.0711806984370962e-15,2.0607130026800299e-14,5.1252330008148153e-15,2.5010999382223595e-15,1.7683413122094976e-14,1.1987365770440022e-14,1.1864590240623452e-14,2.5666552143348331e-14,1.2162857001492847e-14,6.9141361560447933e-15,1.1471974850980565e-14,3.3021095192973431e-15,3.3833788993163195e-17,3.2345192400953732e-16,1.2244731680326671e-17,2.2390085827753549e-17,1.2283117154788164e-17,4.3992092330117465e-18,1.3108450047909317e-17,4.2210443696506462e-18,3.6028501593418967e-17,2.4889736540417201e-17,1.3883653218036408e-17,4.3449643050509409e-21,5.0856984949869228e-19,2.7987805413199537e-20,3.4615064950534148e-19,2.7146933758742884e-16,4.6882090164846342e-18,5.4981988230001674e-18,1.1394412084774109e-15,5.131205600727123e-21,8.3955017187249542e-26,1.675504055940778e-19,2.3796081024043923e-17,3.1742319726775489e-18
5.5574518e-09,0.29175219937560687,89.099999999999994,0.0,0.0,0.0,0.99999999999834388,10.99999999999981,6.8944922348903174e-13,4.2863279984773674e-14,6.8303746439609924e-13,6.5719767158195474e-13,6.6279186432345555e-13,1.7025694063096308e-13,2.0157264505598998e-13,9.8822062563924476e-15,8.1271887517593559e-15,4.0227384581926824e-15,8.1071558316097848e-15,2.9349159913569347e-14,6.8578481921823927e-15,3.3332501003586409e-15,2.5436241989247467e-14,1.7278188062603141e-14,1.708056727197566e-14,3.374994778484988e-14,1.911155237758231e-14,9.9346292925682814e-15,1.6509895087193307e-14,4.625042254636322e-15,5.4876467637484674e-17,4.7541763666983905e-16,2.3348142072236364e-17,3.6586982335288938e-17,2.0006617779357179e-17,8.4096844897573698e-18,2.3602539393863688e-17,8.9527836206083138e-18,5.3830199520090883e-17,2.8438994429208964e-17,2.469595419350211e-17,8.4578350775558357e-21,1.0153780000447085e-18,6.4457217890951081e-20,6.71424674753165e-19,3.8822235114666558e-16,8.0353189756826083e-18,9.2658388341125417e-18,1.3619179407548198e-15,1.2058582706265886e-20,1.4933745296485186e-25,3.5601190799780934e-19,3.4231328357336169e-17,5.4489652027473362e-18
6.5011701999999994e-09,0.29175219937560753,89.099999999999994,0.0,0.0,0.0,0.99999999999806266,10.999999999999748,8.0377464132852758e-13,5.0334008786566667e-14,7.9507706393896772e-13,7.6416867711121999e-13,7.7169127665322541e-13,1.9026446470990307e-13,2.3104772904538162e-13,1.077756347496846e-14,8.8308023200767761e-15,4.3640532096104863e-15,1.0267791335156375e-14,3.9493940701667013e-14,8.7009164478464926e-15,4.2127237533174359e-15,3.4565075119107919e-14,2.3526393092056115e-14,2.3229455608255183e-14,4.2105534592203756e-14,2.7732680881750907e-14,1.3486627627790127e-14,2.2446073209852379e-14,6.1237241966138667e-15,8.2209778317202631e-17,6.5807126522022554e-16,4.0065329498094275e-17,5.5120365431016476e-17,3.0087590119714162e-17,1.4463757340229252e-17,3.8348348328881069e-17,1.6706981779941311e-17,7.4579344558815601e-17,3.196327385397704e-17,3.9684555284130329e-17,1.474079923592696e-20,1.8125652126739345e-18,1.294448549735278e-19,1.171201669896209e-18,5.2497191947976633e-16,1.2670302190963491e-17,1.4372382282170392e-17,1.5798195952970558e-15,2.4693793959140833e-20,2.3997415419691203e-25,6.6605733673686654e-19,4.6499534554951383e-17,8.6051271313328943e-18
7.444888599999999e-09,0.29175219937560815,89.099999999999994,0.0,0.0,0.0,0.99999999999778144,10.999999999999682,9.1730955131588178e-13,5.7860123672533648e-14,9.0599303885890477e-13,8.698352294731462e-13,8.7954157694805902e-13,2.0832034175788674e-13,2.5929800496388119e-13,1.1585882037802081e-14,9.4555123303184601e-15,4.6651916064389652e-15,1.2517695822473445e-14,5.0978833745956297e-14,1.0623837068350459e-14,5.1244250474891926e-15,4.5050782110027668e-14,3.0724291993312262e-14,3.0300348332008137e-14,5.0582133140683925e-14,3.7974150939277613e-14,1.7561935449012715e-14,2.9269159123028145e-14,7.7809235555883005e-15,1.1625152476181884e-16,8.7147276672896245e-16,6.3712393020273e-17,7.826257284848736e-17,4.2698744532602897e-17,2.3048032813863355e-17,5.783954116609619e-17,2.8447612511661876e-17,9.785064187791919e-17,3.5456115677955854e-17,5.9248428805616679e-17,2.3730287583465767e-20,2.9844189155215737e-18,2.3595371009291317e-19,1.8924855770731837e-18,6.8141897529125191e-16,1.8799477309324936e-17,2.0982516792492958e-17,1.7930151622414167e-15,4.5864425943956129e-20,3.5827772429196272e-25,1.1377977643923458e-18,6.0560934688136854e-17,1.2786861057246229e-17
9.332325399999998e-09,0.29175219937560926,89.099999999999994,0.0,0.0,0.0,0.999999999997219,10.999999999999526,1.1420280274598356e-12,7.307793717014079e-14,1.124496784151894e-12,1.077319759376592e-12,1.0921240376954674e-12,2.3925725249642686e-13,3.1232911660697384e-13,1.3021894497375569e-14,1.0538651512169904e-14,5.181939797977404e-15,1.7205933510436248e-14,7.7759001809457759e-14,1.46392700274604e-14,7.0105587055585911e-15,7.0025866069553593e-14,4.7941877010623809e-14,4.7169635731358857e-14,6.7594878955508413e-14,6.2999755219688419e-14,2.7254971686346088e-14,4.5536063969951212e-14,1.1517653551895867e-14,2.0562582997520123e-16,1.3900916221123884e-15,1.3658028463154239e-16,1.3899891076904133e-16,7.6005483904178945e-17,4.9585365301840423e-17,1.1221944020737818e-16,6.7553029767387185e-17,1.5063924779377565e-16,4.2337418507856573e-17,1.1290433307149073e-16,5.1796736555944162e-20,6.7798102288449776e-18,6.3473158850714772e-19,4.1833161020157224e-18,1.0525867352447806e-15,3.6266632029967803e-17,3.9230757257803775e-17,2.20524826906697e-15,1.2771370169511087e-19,6.8273725694918292e-25,2.7242078285243645e-18,9.3918019918314271e-17,2.4738656927559988e-17
9.999999999999999e-09,0.2917521993756104,89.099999999999994,0.0,0.0,0.0,0.99999999999701983,10.999999999999462,1.2207775510319878e-12,7.8513861131017595e-14,1.2007434521633135e-12,1.1495095216079806e-12,1.1663389189204376e-12,2.4875972446814729e-13,3.3004742715028182e-13,1.349403045408211e-14,1.0887952652320856e-14,5.3469764915503702e-15,1.8903031534477024e-14,8.8380864620053539e-14,1.6094782735694452e-14,7.6886058374512299e-15,8.0116685175381438e-14,5.4924285286106603e-14,5.3995022525514261e-14,7.3554648833079016e-14,7.3187605931381045e-14,3.1167333722554952e-14,5.2113794831800905e-14,1.295780448630283e-14,2.4439539665025858e-16,1.6026648712335759e-15,1.7212036330425657e-16,1.6526328716957663e-16,9.0520725356969169e-17,6.2559458200149773e-17,1.3667004677437399e-16,8.7601271312650903e-17,1.7092126946126679e-16,4.4737677839773343e-17,1.3670455839240575e-16,6.5605482434710882e-20,8.698684407014203e-18,8.5843372878799054e-19,5.3285240085689935e-18,1.2022435314803321e-15,4.435008316936513e-17,4.7452798280295985e-17,2.3465856273741362e-15,1.7470742703591918e-19,8.2665823392831089e-25,3.5448678254811275e-18,1.07340536938671e-16,3.0283107972469082e-17
1.1219762199999998e-08,0.2917521993756104,89.099999999999994,0.0,0.0,0.0,0.99999999999665634,10.999999999999339,1.3636495478944003e-12,8.8515451082764436e-14,1.3386430733789885e-12,1.2797937664210351e-12,1.3006053822412932e-12,2.6448132766343252e-13,3.6110810746175849e-13,1.4339953323629118e-14,1.1508394674033749e-14,5.6384061389292783e-15,2.2024270728433707e-14,1.0923656595199411e-13,1.8773378631972973e-14,8.9285514449465949e-15,1.002139722560179e-13,6.8870434655326922e-14,6.7603279100995003e-14,8.425082772436874e-14,9.3433700934665955e-14,3.8954190971541032e-14,6.522227120046392e-14,1.572435119112334e-14,3.2539573962581177e-16,2.0300096143564521e-15,2.5255114493826978e-16,2.1993515329896877e-16,1.2094809439180929e-16,9.1968819696532318e-17,1.8880865265994653e-16,1.3440001740228012e-16,2.0958262825192769e-16,4.9075858342204106e-17,1.8695298091072026e-16,9.702964838749465e-20,1.3146157811378644e-17,1.412596871311943e-18,7.9657547549196368e-18,1.5000627544092927e-15,6.2039421206131949e-17,6.5093019650990321e-17,2.5987801532992017e-15,2.92805156697759e-19,1.1305125910916018e-24,5.4732082131567665e-18,1.3398088164177081e-16,4.2437731073079004e-17
1.3107198999999997e-08,0.29175219937561153,89.099999999999994,0.0,0.0,0.0,0.99999999999609379,10.99999999999913,1.5822213022333683e-12,1.0417138966665408e-13,1.5485295738109301e-12,1.47740260189536e-12,1.5050583980182353e-12,2.8520342102277677e-13,4.0606052154568481e-13,1.5619242909932391e-14,1.243694603781645e-14,6.0702123586531889e-15,2.6894774930778555e-14,1.4497469558534043e-13,2.295499484816488e-14,1.0845204854920966e-14,1.3546398249061588e-13,9.3446943953754225e-14,9.1513227905574996e-14,1.0035043865158782e-13,1.2837041537836735e-13,5.260158030774267e-14,8.8236673108012423e-14,2.0305328311354027e-14,4.7755067920394825e-16,2.7890890184880032e-15,4.2262257829438055e-16,3.2159102791199279e-16,1.7839151849460995e-16,1.54313915428604e-16,2.8842396375307724e-16,2.3735517630720485e-16,2.7276326445823643e-16,5.5675767504029228e-17,2.8145959009436597e-16,1.6399914755202352e-19,2.290694091960883e-17,2.7747351451972735e-18,1.3720690191793838e-17,2.0225228343499824e-15,9.7766739750222212e-17,9.9516001475000269e-17,2.9744466504712307e-15,5.9073413281788608e-19,1.7019981034482157e-24,9.7769848606328784e-18,1.8041694862208033e-16,6.7062839901093439e-17
1.4994635799999996e-08,0.2917521993756124,89.099999999999994,0.0,0.0,0.0,0.99999999999553124,10.999999999998897,1.7977891825507081e-12,1.2004459395661419e-13,1.7542497866254021e-12,1.6702835886817742e-12,1.7055572854218524e-12,3.0231853325985348e-13,4.4755627904664251e-13,1.6879453259407784e-14,1.3344698434400447e-14,6.4872805490148096e-15,3.1798290367691702e-14,1.8459274650048973e-13,2.7164697831172477e-14,1.2752790312475763e-14,1.756328787321775e-13,1.2161057972130743e-13,1.1881527187291904e-13,1.1594896825949996e-13,1.669391677987615e-13,6.8145461976178863e-14,1.1449242956126127e-13,2.5189294347754483e-14,6.636312722294122e-16,3.6648682884449803e-15,6.5716021912614374e-16,4.4389118275815807e-16,2.4901591590025639e-16,2.4051825987047987e-16,4.1066672396440394e-16,3.8381323850496953e-16,3.3920403902020767e-16,6.2141816695202727e-17,3.9541352396445239e-16,2.5704110522508901e-19,3.6891750771501879e-17,4.9784913711387342e-18,2.1958707443541208e-17,2.6189987049591899e-15,1.4501542115292731e-16,1.4321039761145455e-16,3.3335153717364736e-15,1.086344399429075e-18,2.3910824311933482e-24,1.6019387727389746e-17,2.3291680253408232e-16,9.9749770953853652e-17
1.6882072599999995e-08,0.2917521993756134,89.099999999999994,0.0,0.0,0.0,0.99999999999496869,10.999999999998639,2.0103971492858071e-12,1.36134029015594e-13,1.9558922283238732e-12,1.8585656939188559e-12,1.902175580901305e-12,3.1647948511011662e-13,4.8591271382301425e-13,1.8121142077751673e-14,1.4233969588511782e-14,6.8907573940835318e-15,3.673459089500448e-14,2.2776330871089844e-13,3.1401077204126733e-14,1.4652043619195905e-14,2.2058656914007396e-13,1.5330328791853389e-13,1.494297672453884e-13,1.3115488621309896e-13,2.0843737958934667e-13,8.5539834070492054e-14,1.4390770129364285e-13,3.0324047856346448e-14,8.8496018057227328e-16,4.6551559343674563e-15,9.6564761129671936e-16,5.8647872487255691e-16,3.334045660325475e-16,3.541583478167436e-16,5.5462125901427165e-16,5.7964667406936321e-16,4.0850917303461232e-16,6.847742868948929e-17,5.2742109991438788e-16,3.8013642667107782e-19,5.5900573041424478e-17,8.3269928315205136e-18,3.3206946194455992e-17,3.2886763662897409e-15,2.0525767742944042e-16,1.9668767339954174e-16,3.6772952316057209e-15,1.8588639344978966e-18,3.1893379153626346e-24,2.4552490781466377e-17,2.9120394882680326e-16,1.4158077855940927e-16
1.8769509399999994e-08,0.2917521993756143,89.099999999999994,0.0,0.0,0.0,0.99999999999440614,10.999999999998362,2.2200879131370826e-12,1.5243875271210714e-13,2.153542175785804e-12,2.0423726046460948e-12,2.0949860388882743e-12,3.2820106648653831e-13,5.2141020237835783e-13,1.9349942186750051e-14,1.5110276664793862e-14,7.2835290481397291e-15,4.1698477419939562e-14,2.7419636489757801e-13,3.5659485798245372e-14,1.6541750382362208e-14,2.7019680617490072e-13,1.8846872059642174e-13,1.8328005146255676e-13,1.4602347980448818e-13,2.523414042111391e-13,1.047421547066903e-13,1.7640399380705953e-13,3.5668491041682597e-14,1.1427970784113738e-15,5.7582125353092032e-15,1.356845891066049e-15,7.4896040018952006e-16,4.3210907157854287e-16,4.9854128543944461e-16,7.1946222058514986e-16,8.29261989959061e-16,4.8040170147973736e-16,7.4685302768175971e-17,6.7622507333977946e-16,5.3696546028157546e-19,8.0700667560300639e-17,1.316518813893713e-17,4.8009419121776804e-17,4.0307501447764102e-15,2.79902176686134e-16,2.6032780860762666e-16,4.0069452124336227e-15,3.0014473185886328e-18,4.0891619434038619e-24,3.5692695757112436e-17,3.5503065943508418e-16,1.9360470601668275e-16
2.0656946199999994e-08,0.2917521993756151,89.099999999999994,0.0,0.0,0.0,0.99999999999384359,10.999999999998066,2.4269039082418333e-12,1.6895787317222403e-13,2.3472838411019259e-12,2.2218260214244554e-12,2.284061435051605e-12,3.3793590644842952e-13,5.5430974517818876e-13,2.0576203358896243e-14,1.5982958624142816e-14,7.6704010011651183e-15,4.6680120818783782e-14,3.2362144163235418e-13,3.9931443737052672e-14,1.8418700730846805e-14,3.2433756156557057e-13,2.2705093227797122e-13,2.202904665868915e-13,1.6057500711201881e-13,2.9821920160301106e-13,1.2571129959872657e-13,2.1190405853480122e-13,4.1186555564557881e-14,1.438368046950424e-15,6.9725376279630506e-15,1.8391471732995926e-15,9.3096231256429396e-16,5.4566600714769411e-16,6.7683528288460729e-16,9.0455735644932931e-16,1.1362237368923127e-15,5.5455066902463057e-16,8.0768021547432069e-17,8.4074126553019075e-16,7.3105351120062074e-19,1.120456559976382e-16,1.9871162421813626e-17,6.6928966617437985e-17,4.8444004950955787e-15,3.7033317422898576e-16,3.3444189138120785e-16,4.3235284276229473e-15,4.6185360879158361e-18,5.0839984398155091e-24,4.9735225468116044e-17,4.2416529582311113e-16,2.5686172381419921e-16
2.2544382999999993e-08,0.2917521993756159,89.099999999999994,0.0,0.0,0.0,0.99999999999328082,10.999999999997751,2.6308876376569654e-12,1.8569053754462009e-13,2.5372010186338588e-12,2.3970464357812586e-12,2.4694749608861311e-12,3.4608852858244108e-13,5.8485759723063922e-13,2.1806951764318282e-14,1.6858716208823407e-14,8.0548218956962201e-15,5.1672996254502784e-14,3.7578290197203998e-13,4.4211104728678585e-14,2.0281008394710642e-14,3.8288404033993095e-13,2.6899397497627684e-13,2.6038577448669379e-13,1.7484050421787129e-13,3.456719284532164e-13,1.4840706230943939e-13,2.5033128339570781e-13,4.6845963277816942e-14,1.772827274355132e-15,8.2966783347482532e-15,2.420704713027206e-15,1.132090183459387e-15,6.7458335833724835e-16,8.9211983350874446e-16,1.1093368650294485e-15,1.5036289990482665e-15,6.3061890714538136e-16,8.6728466013916868e-17,1.0199169618382171e-15,9.6582790928214366e-19,1.5068740378631569e-16,2.8855137826040159e-17,9.0550057231504919e-17,5.7288284968935651e-15,4.779218009119417e-16,4.1928746641956138e-16,4.6281029629085892e-15,6.8256777622280638e-18,6.1674815936612859e-24,6.6963024317038869e-17,4.9838716240888826e-16,3.3239093555863687e-16
2.4431819799999992e-08,0.2917521993756167,89.099999999999994,0.0,0.0,0.0,0.99999999999271816,10.999999999997415,2.832081191374918e-12,2.0263595402849233e-13,2.7233759513384466e-12,2.5681513060802493e-12,2.6512996947567522e-12,3.5298278045911609e-13,6.1327727313211786e-13,2.3042333266185059e-14,1.7738212860763969e-14,8.4372408256627178e-15,5.6677398177425445e-14,4.3044808017286307e-13,4.8498640935195607e-14,2.2129689423330572e-14,4.4571459310803131e-13,3.1424257332832034e-13,3.034921878359253e-13,1.8887335840762838e-13,3.9435215463486943e-13,1.7279110502115877e-13,2.9161079311216878e-13,5.2620782060582857e-14,2.1472197903219005e-15,9.7292544812242412e-15,3.1092664874686211e-15,1.3518817410247819e-15,8.193232596094523e-16,1.1473250739135931e-15,1.3331565954582552e-15,1.9339839679422958e-15,7.0839594959320639e-16,9.2569564323554557e-17,1.2126383342730515e-15,1.2445509200903944e-18,1.9736930783712337e-16,4.0563920483148144e-17,1.1947823953098743e-16,6.6832864816168986e-15,6.0400566297119255e-16,5.1504313669680452e-16,4.9217311617452153e-15,9.7512739822984546e-18,7.332876038823278e-24,8.7642342288434398e-17,5.7749193062902358e-16,4.2121753651068995e-16
2.8206693399999994e-08,0.29175219937561797,89.099999999999994,0.0,0.0,0.0,0.99999999999159261,10.999999999996696,3.2262614508831236e-12,2.3716225280079923e-13,3.0848151702624121e-12,2.8984621219672119e-12,3.0044692338575772e-12,3.6390975269418412e-13,6.6449711045474635e-13,2.5527202022535628e-14,1.9508851832176581e-14,9.1969511863117403e-15,6.6722458840568886e-14,5.4648971968377772e-13,5.7100111160731649e-14,2.5790495453355114e-14,5.8376472741372952e-13,4.144419679055604e-13,3.9845505829080808e-13,2.1638805263756195e-13,4.9442019832689144e-13,2.2648190443268841e-13,3.8244066358291388e-13,6.4443424187390301e-14,3.0195569514885453e-15,1.291519250069036e-14,4.8355906591504418e-15,1.8455185299208101e-15,1.1579295205121906e-15,1.7881705134239556e-15,1.8355331879524929e-15,2.9898348404590656e-15,8.6858946053421747e-16,1.0390466117744798e-16,1.6346168593286469e-15,1.9457266773383826e-18,3.177153621040828e-16,7.4119236452825382e-17,1.9575547523076055e-16,8.7994302333131616e-15,9.1675506174309845e-16,7.3960513939703159e-16,5.4800173737668194e-15,1.833766977748067e-17,9.8845983772692578e-24,1.4029755665080287e-16,7.4964014571142904e-16,6.4273282876049843e-16
