Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28)
1.9430113179999997e-07,0.29175219937559044,89.099999999999994,0.0,0.0,0.0,0.99999999994171507,10.999999999930207,1.3417219653784867e-11,2.5924559295336502e-12,1.0752655586013864e-11,9.5504777963572774e-12,1.0558917962963949e-11,5.0001224224033034e-13,1.4260380799923223e-12,1.6408379401426069e-13,1.1843950955812631e-13,4.4544116161473033e-14,6.1678150840665593e-13,7.9712864255987944e-12,5.2740991155035811e-13,1.9115931193260655e-13,1.4849611784966872e-11,1.2945398753715502e-11,1.0675120270135739e-11,1.2847815348417476e-12,4.8827382186355876e-12,6.5851228713149861e-12,1.0104905561119801e-11,6.6326864998651337e-13,2.1399294643075962e-13,5.2416388061354912e-13,7.5940028041974213e-13,5.935265733643282e-14,8.5671625265383342e-14,2.8300464546443851e-13,7.040663366941899e-14,2.5507306524650564e-13,1.0010592528149337e-14,3.4884404648932179e-16,3.3137707076050338e-14,3.1294567820445198e-16,9.4754586050121907e-14,1.0519389874280549e-13,1.1277590491851177e-13,3.1889797682407727e-13,1.8446594707636853e-13,3.7726708864323781e-14,3.9115140324704311e-14,4.4713648997758826e-14,2.0038514644026787e-22,2.6692330129368958e-14,2.693001523765836e-14,1.527212676002652e-13
2.0940062619999997e-07,0.2917521993755838,89.099999999999994,0.0,0.0,0.0,0.99999999993712962,10.999999999922423,1.3923107047047136e-11,2.890715870013593e-12,1.104230485499849e-11,9.8253254351010566e-12,1.0847739073513958e-11,5.102734264382233e-13,1.4748528616873513e-12,1.8085282464142689e-13,1.3006582138117475e-13,4.8323583231796927e-14,6.8285276678450511e-13,8.7122074611239275e-12,5.8254197456610195e-13,2.0862421885418289e-13,1.6480881222102481e-11,1.4534551661715905e-11,1.1860827948773357e-11,1.3748455626437885e-12,5.2550996400897162e-12,7.3981793676006965e-12,1.124049856328548e-11,7.2215417511401582e-13,2.4613438693311783e-13,6.0396842500905355e-13,8.8479359475522666e-13,6.6043572560437473e-14,9.8454115784331238e-14,3.2920817708558705e-13,7.9533126168542804e-14,2.9120876494865805e-13,1.0994374420084994e-14,3.5893533012353362e-16,3.6587681703479807e-14,3.6409985895670899e-16,1.1438792871975346e-13,1.3396695235734723e-13,1.4133822717809811e-13,3.6441392068562687e-13,2.2263532806311262e-13,4.2331575748476416e-14,4.4861444432377846e-14,5.8813510462147576e-14,2.212472921341265e-22,3.1863212003802946e-14,3.2174490108512945e-14,1.8622676343597049e-13
2.2450012059999996e-07,0.291752199375577,89.099999999999994,0.0,0.0,0.0,0.9999999999325333,10.9999999999145,1.4391173350213982e-11,3.2035785800545206e-12,1.130272978260285e-11,1.0081626133667156e-11,1.1107874018175266e-11,5.2045115688592481e-13,1.5233964645574633e-12,1.9850510741664223e-13,1.4219089106148563e-13,5.2217543897926565e-14,7.5243054896135546e-13,9.4580024146012654e-12,6.4010051147850552e-13,2.2662473574789531e-13,1.812842919300258e-11,1.6159952201129063e-11,1.3055652852967603e-11,1.4640255994752911e-12,5.6238182439472928e-12,8.2356561012901096e-12,1.2390765919256425e-11,7.8165835694133961e-13,2.7958126877654574e-13,6.8909979517737936e-13,1.0162557728084318e-12,7.2806282134503253e-14,1.1170177242240327e-13,3.7744185105564126e-13,8.8941771794788773e-14,3.286475951291354e-13,1.2008205737848377e-14,3.6817628156143842e-16,4.0142551900062495e-14,4.1750672564222912e-16,1.3580980090311812e-13,1.6718868859008015e-13,1.7394226810522787e-13,4.1242346221976339e-13,2.6480054299987724e-13,4.70097060225524e-14,5.1130918207298974e-14,7.568613757360328e-14,2.4274374586851757e-22,3.7553670371493536e-14,3.8152744594408104e-14,2.2365378391991664e-13
2.39599615e-07,0.2917521993755698,89.099999999999994,0.0,0.0,0.0,0.99999999992792621,10.999999999906457,1.4826036896164007e-11,3.5311245774158713e-12,1.1538399220015486e-11,1.032276213851743e-11,1.1343745539554237e-11,5.3054199738800972e-13,1.5717508074215984e-12,2.1707324372928341e-13,1.5482302916358884e-13,5.6226936790142697e-14,8.2566011534714891e-13,1.0208298037313388e-11,7.0013148844680203e-13,2.4516856923256996e-13,1.9788459239299069e-11,1.7816224747389909e-11,1.4255959075891076e-11,1.5523612774892569e-12,5.9890764618308672e-12,9.0958718669169013e-12,1.355290993687516e-11,8.417618162404484e-13,3.1416975978005665e-13,7.7953668429200752e-13,1.1530562661335982e-12,7.9624268631220338e-14,1.2533941952505379e-13,4.274002905888225e-13,9.8600728122248309e-14,3.6724500788577437e-13,1.3052802362457178e-14,3.766977436459594e-16,4.3805671279846382e-14,4.7282769718663906e-16,1.5893284142697431e-13,2.0503613043707047e-13,2.1072058336129164e-13,4.6287441828819962e-13,3.1099645848655558e-13,5.1747297233482237e-14,5.7913230812138009e-14,9.5567259159151184e-14,2.6489478709280039e-22,4.3779517224833836e-14,4.4924541324664669e-14,2.6508403692097173e-13
2.546991094e-07,0.2917521993755626,89.099999999999994,0.0,0.0,0.0,0.99999999992330746,10.999999999898307,1.5231762019903301e-11,3.8734155247773221e-12,1.175307412446593e-11,1.0551463297335638e-11,1.1559092008423831e-11,5.4054190513274125e-13,1.6199820160151312e-12,2.3658550640457053e-13,1.6796829181955123e-13,6.0351599585232971e-14,9.0267498538807954e-13,1.0962789692897124e-11,7.6267590569863464e-13,2.6426095117979212e-13,2.1457882784348297e-11,1.9498667967040966e-11,1.5458723670892122e-11,1.6398941812582734e-12,6.3510370637954108e-12,9.9774101819201681e-12,1.4724628196025896e-11,9.0244602571702138e-13,3.4975200913577562e-13,8.7526242531509345e-13,1.2945285276806919e-12,8.6484098584584157e-14,1.3929900313834033e-13,4.7880415871632837e-13,1.0848103575571555e-13,4.068699731881007e-13,1.4128715013558878e-14,3.8460932465125892e-16,4.7579539563834891e-14,5.2975302660492235e-16,1.8366035376560239e-13,2.4765871675641646e-13,2.5178349601875272e-13,5.15720854563994e-13,3.6124958327843802e-13,5.6532992516119875e-14,6.519433345005626e-14,1.1868014693953288e-13,2.8771553172810222e-22,5.0557004686382514e-14,5.2547255590025311e-14,3.1058695710595619e-13
2.697986038e-07,0.291752199375555,89.099999999999994,0.0,0.0,0.0,0.99999999991867716,10.999999999890061,1.5611922482947332e-11,4.2304952594911094e-12,1.1949920609650342e-11,1.0769937072087565e-11,1.1757074406173651e-11,5.5045831647185169e-13,1.6681427472859392e-12,2.5706794462230518e-13,1.8163243451844959e-13,6.4591230982603539e-14,9.8359518491452362e-13,1.1721228777089832e-11,8.2776886674018635e-13,2.8390417429621093e-13,2.3134182224790331e-11,2.1203172967550659e-11,1.6661436305522939e-11,1.7266602267578668e-12,6.7098413539616571e-12,1.0879075439297528e-11,1.5904023642819002e-11,9.6369231287398725e-13,3.8619563185959547e-13,9.7626424105668634e-13,1.4400703328875603e-12,9.3374818828720912e-14,1.5351944329881856e-13,5.3140054773584031e-13,1.1855643096228931e-13,4.4740375522658496e-13,1.5236294119560192e-14,3.9200297028139903e-16,5.1465953489345171e-14,5.8800224548729277e-16,2.0988942274552949e-13,2.9518075999781055e-13,2.9722127586431342e-13,5.7092210112357891e-13,4.1557963554439122e-13,6.1357444163457959e-14,7.2957267795616185e-14,1.4523456108280238e-13,3.1121684472281321e-22,5.7902707964018467e-14,6.107546445078564e-14,3.6022125380616296e-13
2.8489809820000004e-07,0.29175219937554747,89.099999999999994,0.0,0.0,0.0,0.99999999991403488,10.999999999881741,1.5969658103115631e-11,4.6023911166502268e-12,1.2131604069585449e-11,1.0979970261895849e-11,1.1940365948655385e-11,5.60300171561862e-13,1.716274311937395e-12,2.785441494578585e-13,1.9582096443711524e-13,6.8945383935006403e-14,1.0685278860235875e-12,1.2483412517198633e-11,8.9544037906467615e-13,3.0409799470306145e-13,2.4815302978924932e-11,2.292615121090561e-11,1.7862016164602099e-11,1.8126908907734862e-12,7.065618549509067e-12,1.1799857091350796e-11,1.7089532415977237e-11,1.0254825959689973e-12,4.2338280744651031e-13,1.0825326431088629e-12,1.5891416408092525e-12,1.0028749584398207e-13,1.6794629460295707e-13,5.8496232873119797e-13,1.2880314177917034e-13,4.8873866825472898e-13,1.6375715733954132e-14,3.9895587991431766e-16,5.5466103306942797e-14,6.4732345214816775e-16,2.3751359433761345e-13,3.4770393403408004e-13,3.4710626890197267e-13,6.2844193876905066e-13,4.7400078791185128e-13,6.6212957490419458e-14,8.1182894216571939e-14,1.7542609500968193e-13,3.3540592357372371e-22,6.5833420445322657e-14,7.0560648932440117e-14,4.140362644991889e-13
2.9999759260000006e-07,0.29175219937553976,89.099999999999994,0.0,0.0,0.0,0.99999999990938071,10.99999999987334,1.6307725276048645e-11,4.9891153606770828e-12,1.23003682325697e-11,1.1183010250994071e-11,1.2111227572043888e-11,5.7006921611990782e-13,1.7644096193440608e-12,3.0103438526268727e-13,2.1053830591287448e-13,7.3413065346168861e-14,1.1575687509511916e-12,1.3249174537857247e-11,9.657169085833532e-13,3.2484038299073932e-13,2.6499566701865261e-11,2.4664470917695023e-11,1.9058742472488682e-11,1.8980165565750721e-12,7.4184917571576007e-12,1.2738899816360066e-11,1.827986499098746e-11,1.087800017498395e-12,4.6120921373308977e-13,1.1940609275302994e-12,1.7412611803266912e-12,1.0721483905166644e-13,1.825313138017553e-13,6.3928692660251919e-13,1.3919961374123558e-13,5.307770386486678e-13,1.7547031872393165e-14,4.0553292131984769e-16,5.9580613934224588e-14,7.0749196029238107e-16,2.6642511333728037e-13,4.0530966951824574e-13,4.0149490386683524e-13,6.8824791704160883e-13,5.3652267492793446e-13,7.1093192040946648e-14,8.9850550834941053e-14,2.0943585703939195e-13,3.6028654718468689e-22,7.4366066509836983e-14,8.1050989221650841e-14,4.7207314173522504e-13
3.150970870000001e-07,0.2917521993755321,89.099999999999994,0.0,0.0,0.0,0.99999999990471389,10.999999999864876,1.6628542039109975e-11,5.3906666190681632e-12,1.2458102090730835e-11,1.1380231094812227e-11,1.2271571814427209e-11,5.7976499842356723e-13,1.8125755199544418e-12,3.2455610954873838e-13,2.2578812922861549e-13,7.7992918645571007e-14,1.2508019812821542e-12,1.4018377215372584e-11,1.0386216670132499e-12,3.4612766625460428e-13,2.8185600322352784e-11,2.6415400853195205e-11,2.0250195894289298e-11,1.982665154778883e-12,7.7685760017044183e-12,1.3695478232436232e-11,1.9473957510958193e-11,1.1506285070147342e-12,4.9958291823894632e-13,1.3108447432679347e-12,1.8960024650218118e-12,1.141508850389142e-13,1.9723199306924643e-13,6.9419480735181714e-13,1.4972629828507397e-13,5.7343033037060412e-13,1.8750178244346288e-14,4.1178865460410382e-16,6.380960976016719e-14,7.6830862673585569e-16,2.9651674463239918e-13,4.6806139493247672e-13,4.6042954263350249e-13,7.5031076785770648e-13,6.0315122137937069e-13,7.5992916701581415e-14,9.8938617993638072e-14,2.4743042431288451e-13,3.8585946774132626e-22,8.3517626311780996e-14,9.2591240389478328e-14,5.3436589699611353e-13
3.301965814000001e-07,0.29175219937552416,89.099999999999994,0.0,0.0,0.0,0.99999999990003463,10.999999999856351,1.6934228199718401e-11,5.8070312894887002e-12,1.2606396424897083e-11,1.1572586913045545e-11,1.2423016901039108e-11,5.8939080567134651e-13,1.860793854798526e-12,3.4912452291808047e-13,2.4157386587653875e-13,8.2683472958564804e-14,1.3483004056112322e-12,1.4790906320011975e-11,1.1141746237882633e-12,3.6795455960672348e-13,2.987227834502303e-11,2.8176560712200858e-11,2.1435209246259351e-11,2.0666615804762233e-12,8.1159745097123068e-12,1.466897565430503e-11,2.0670931698892227e-11,1.2139522710411013e-12,5.3842325305838611e-13,1.4328817231861262e-12,2.0529894575879848e-12,1.2109074560893668e-13,2.1201107424749209e-13,7.4952778131005861e-13,1.6036549309082225e-13,6.1661833405065059e-13,1.9984975155317345e-14,4.1776902324938627e-16,6.8152788136123031e-14,8.2959797368649549e-16,3.2768323067790416e-13,5.360066178066694e-13,5.2394017727841446e-13,8.1460390718549747e-13,6.7388931983069974e-13,8.0907813994338031e-14,1.0842498865135951e-13,2.8956201434054e-13,4.1212285511428716e-22,9.3305067740029715e-14,1.0522267906954216e-13,6.0094231743075475e-13
3.603955702000001e-07,0.2917521993755083,89.099999999999994,0.0,0.0,0.0,0.99999999989063793,10.999999999839156,1.7507396136562691e-11,6.6840932607098886e-12,1.2879795814544028e-11,1.1945644085594597e-11,1.2704459214297915e-11,6.0844308089222514e-13,1.9574533738980632e-12,4.0144993725094491e-13,2.7476445571938033e-13,9.2389659885935594e-14,1.5563324879753674e-12,1.6345582382821639e-11,1.2732924019705741e-12,4.1319984683631038e-13,3.324405870598102e-11,3.1721560561567868e-11,2.3782285049393344e-11,2.2327895825270737e-12,8.8030862169957901e-12,1.6664709391323271e-11,2.3070765444422446e-11,1.3420252921574269e-12,6.1723085283755774e-13,1.6927139994259789e-12,2.3724212271024334e-12,1.3496668496500117e-13,2.4167872235024516e-13,8.6093193553411799e-13,1.8191883748267412e-13,7.0431481545494623e-13,2.2548359668278427e-14,4.2905190973545637e-16,7.7178650828433673e-14,9.5299890004038229e-16,3.9283552098123302e-13,6.8759894171422856e-13,6.6475633704236959e-13,9.4978587390820881e-13,8.2769349017761532e-13,9.0769571408227651e-14,1.2850384879731012e-13,3.8677588312264506e-13,4.667026369598122e-22,1.1485506706150839e-13,1.3390703776193286e-13,7.4703063623960673e-13
3.905945590000001e-07,0.2917521993754923,89.099999999999994,0.0,0.0,0.0,0.99999999988118971,10.999999999821782,1.8039477224775163e-11,7.6199975928484505e-12,1.3128949732612089e-11,1.2306832897555516e-11,1.2964177817970118e-11,6.2725782156692404e-13,2.0544900145105781e-12,4.5808617996793653e-13,3.1012965313331968e-13,1.0251615311181205e-13,1.7820476799694874e-12,1.7912614006458813e-11,1.4431836915519893e-12,4.6051150023587641e-13,3.6609306718164641e-11,3.5285916796608931e-11,2.6094271312571637e-11,2.3965668056133776e-12,9.4804889071672263e-12,1.8722742176963803e-11,2.5474949782728027e-11,1.4719023783546774e-12,6.9717071218425142e-13,1.9735681694344172e-12,2.6973863481109549e-12,1.4881836190704239e-13,2.7132286788695602e-13,9.7259199382433007e-13,2.0374875489558553e-13,7.9336372091701397e-13,2.5234129781207738e-14,4.3962446034815801e-16,8.6649158891507968e-14,1.0766880557940519e-15,4.6111634168579377e-13,8.6021699967809783e-13,8.2399102417499457e-13,1.0936205454861506e-12,9.9791607054006631e-13,1.0065677560713764e-13,1.4991358132678973e-13,5.0202414490634971e-13,5.2397120858637145e-22,1.3914946241714892e-13,1.67366006597183e-13,9.1046395487606855e-13
4.2079354780000007e-07,0.29175219937547625,89.099999999999994,0.0,0.0,0.0,0.99999999987168853,10.999999999804256,1.8539853979476332e-11,8.614323708064295e-12,1.335983489272835e-11,1.2659280149613086e-11,1.3208374348479124e-11,6.4584208047741259e-13,2.1519696566332453e-12,5.1907624764498923e-13,3.4768330943745858e-13,1.1304501956993922e-13,2.0256892767541411e-12,1.9491579259710352e-11,1.6239348061375302e-12,5.0981242117350844e-13,3.9964190536559395e-11,3.8859380037390237e-11,2.8367462522057485e-11,2.5581354904803807e-12,1.0148765338032354e-11,2.0840583863730444e-11,2.7880461014353709e-11,1.6034758429642006e-12,7.7789574617822919e-13,2.2754712552366819e-12,3.026242251215417e-12,1.6262917246098712e-13,3.0078647059271627e-13,1.0838282411586938e-12,2.2576436456531235e-13,8.8335273348556741e-13,2.8038326423325176e-14,4.4966073853471903e-16,9.655140106949324e-14,1.1999112826407586e-15,5.3184021086605808e-13,1.0538426882179645e-12,1.0015786294876778e-12,1.2459566820627288e-12,1.1845155979206345e-12,1.1055456610085832e-13,1.7249120013856057e-13,6.3605675497088995e-13,5.8385049507204084e-22,1.6631833634927049e-13,2.0581019019936311e-13,1.0913107475062669e-12
4.5099253660000005e-07,0.29175219937546026,89.099999999999994,0.0,0.0,0.0,0.99999999986213428,10.999999999786604,1.9015694925340751e-11,9.6665644309793321e-12,1.3576705099887957e-11,1.3005081563299192e-11,1.344149866363337e-11,6.6420121392300908e-13,2.2499355461320952e-12,5.8443668409496532e-13,3.8743598537180945e-13,1.2395723132836607e-13,2.2873791436577391e-12,2.108216834789644e-11,1.8156095710216093e-12,5.61016358514541e-13,4.3306091027858806e-11,4.2434233127073996e-11,3.0599564215916296e-11,2.7176150495756695e-12,1.0808417986675675e-11,2.3016365016988771e-11,3.0285247781117331e-11,1.7366443942028084e-12,8.5914698369906369e-13,2.5984622343270784e-12,3.357756699346485e-12,1.7638777420274364e-13,3.2995470822364064e-13,1.1941392921406729e-12,2.4789137886219363e-13,9.7394437015428155e-13,3.0956301493284902e-14,4.5928546535103033e-16,1.0686967023196883e-13,1.3221122298076297e-15,6.0440737808439408e-13,1.2683474891779287e-12,1.1973699757451249e-12,1.4066589317074595e-12,1.3874350754071209e-12,1.2045283562097445e-13,1.9608824831250891e-13,7.8945009176384937e-13,6.4624551472042021e-22,1.96487494103119e-13,2.4940367691442666e-13,1.2895960131957031e-12
4.811915254000001e-07,0.2917521993754443,89.099999999999994,0.0,0.0,0.0,0.99999999985252686,10.999999999768834,1.9472458511129724e-11,1.0776149731200339e-11,1.3782576574871664e-11,1.3345631018095125e-11,1.3666728812685524e-11,6.8235227767581287e-13,2.3484151725145988e-12,6.5416153615657002e-13,4.2939543200946137e-13,1.3523305666328568e-13,2.5671366832839263e-12,2.2684148871766756e-11,2.0182541460271539e-12,6.1403114529924387e-13,4.6633225981436444e-11,4.6004700285642476e-11,3.2789282625449979e-11,2.8751096758167004e-12,1.1459866710076369e-11,2.5248661821670196e-11,3.268794142452162e-11,1.8713113884612376e-12,9.407329877100466e-13,2.9425885188693782e-12,3.6910140039734577e-12,1.9008645689305631e-13,3.5874526031779536e-13,1.3031619764136339e-12,2.7006920063386841e-13,1.0648631824776424e-12,3.3982934759229951e-14,4.6858779735756435e-16,1.1758626454446291e-13,1.4428878694342006e-15,6.7830226429641651e-13,1.5035217012326417e-12,1.4111549613390394e-12,1.5756034578310168e-12,1.6066066264529836e-12,1.3034481818661771e-13,2.2057243554299514e-13,9.6263048002000887e-13,7.110492237733904e-22,2.2977778297738641e-13,2.9826944890164156e-13,1.5053118467342682e-12
5.113905142000001e-07,0.29175219937542834,89.099999999999994,0.0,0.0,0.0,0.99999999984286547,10.99999999975096,1.9914293275485406e-11,1.1942465302751128e-11,1.3979593939835729e-11,1.3681864049005924e-11,1.3886335760925842e-11,7.0030910684389979e-13,2.4474248852581439e-12,7.2822580460716621e-13,4.7356666189420033e-13,1.4685224290058566e-13,2.8648962934575522e-12,2.4297340540221317e-11,2.2319011292604617e-12,6.6876142360664191e-13,4.9944371132931292e-11,4.9566480680961059e-11,3.4936016317802434e-11,3.0307106230374111e-12,1.2103474762680312e-11,2.7536364506999342e-11,3.5087639401552999e-11,2.0073854416019315e-12,1.022513696502414e-12,3.3079032095609832e-12,4.0253410273642656e-12,2.0371993138536081e-13,3.8710061637463e-13,1.4106394021267413e-12,2.9224849884732784e-13,1.1558847628169794e-12,3.7112822694001501e-14,4.7763175742835665e-16,1.2868216257556056e-13,1.5619530786347268e-15,7.5308857434707233e-13,1.7590971853748866e-12,1.6426801267618748e-12,1.7526746453361807e-12,1.8419549676739827e-12,1.4022602785753276e-13,2.4582791627889928e-13,1.1558961564941638e-12,7.7814659881298092e-22,2.6630460407936192e-13,3.5249471211741538e-13,1.7384257485036162e-12
5.415895030000002e-07,0.29175219937541247,89.099999999999994,0.0,0.0,0.0,0.99999999983315047,10.99999999973299,2.0344352893424415e-11,1.3164867236525388e-11,1.4169298381811691e-11,1.4014425249382628e-11,1.4101952862309284e-11,7.1807628775684027e-13,2.5469742022435505e-12,8.0658927207704319e-13,5.1995273717114248e-13,1.5879451147218967e-13,3.1805222263462897e-12,2.5921596493722475e-11,2.4565719918202628e-12,7.2511044848398825e-13,5.3238665896152063e-11,5.3116384086015403e-11,3.7039631706203053e-11,3.1844959189055272e-12,1.27395668421611e-11,2.9878581354004098e-11,3.7483751025380819e-11,2.1447804233205628e-12,1.1043875412354209e-12,3.6944629693707501e-12,4.3602475813108953e-12,2.1728448237217697e-13,4.1498190230473062e-13,1.5163950705944832e-12,3.1438923324088827e-13,1.2468265725804568e-12,4.0340406528643963e-14,4.8646385389949813e-16,1.4013759688956772e-13,1.6791119292178853e-15,8.2840247013253535e-13,2.0347650917524776e-12,1.8916622722644609e-12,1.9377626831143243e-12,2.0933998600481707e-12,1.5009349508961501e-13,2.7175470630732322e-13,1.3694373935340121e-12,8.474181053010391e-22,3.0617759140208695e-13,4.121359630307348e-13,1.988887079418653e-12
5.717884918000002e-07,0.29175219937539676,89.099999999999994,0.0,0.0,0.0,0.99999999982338172,10.999999999714925,2.0765035516906072e-11,1.4442693353139809e-11,1.435280796143349e-11,1.4343765276044468e-11,1.4314759674389134e-11,7.3565883240199284e-13,2.6470687687477247e-12,8.8919961036306307e-13,5.6855521858382315e-13,1.7103986020331416e-13,3.5138219923322631e-12,2.7556791780481929e-11,2.6922789909064555e-12,7.8298154857013768e-13,5.6515497039774244e-11,5.6652057464345939e-11,3.9100314029213169e-11,3.3365336787287955e-12,1.3368427022330823e-11,3.2274574660855076e-11,3.9875900111037857e-11,2.2834142703034845e-12,1.1862813526563478e-12,4.1023264341061748e-12,4.6953789654274471e-12,2.3077746380116187e-13,4.4236399251796928e-13,1.6203120736496666e-12,3.3645900291819565e-13,1.3375405982056254e-12,4.3660073483414732e-14,4.9511815409856932e-16,1.5193247393192924e-13,1.7942346109603411e-15,9.0394424107584474e-13,2.3301892401885161e-12,2.1577986441520996e-12,2.1307619370061623e-12,2.3608576239498315e-12,1.5994528977625705e-13,2.9826746709444163e-13,1.6033548501931235e-12,9.1874223664452172e-22,3.4950044711686882e-13,4.7722375824344288e-13,2.2566318625170983e-12
