Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144),S(42)
2.62143e-10,0.34812691037089405,89.099999999999994,0.0,0.0,0.0,0.99999999999999289,11.0,3.0332697249100775e-15,3.0837402963372378e-16,3.0324878406950063e-15,2.942107083222084e-15,2.9437096514053402e-15,9.0852667151827858e-16,9.1505490100774955e-16,1.2771272822135432e-16,1.0669647591285208e-16,5.3330728682613887e-17,5.3252685147666685e-18,6.013766309743827e-18,4.4516665701180619e-18,2.2228505991895254e-18,5.6442210651950044e-18,3.797251685990132e-18,3.7807603700098298e-18,1.0669689949970064e-17,3.8040029470799374e-19,1.1906517550853629e-18,3.6695078143404292e-18,1.1347736720372142e-18,7.7902928384294359e-22,5.9449167237753843e-20,2.587996939384692e-23,4.34028482105953e-22,2.8775446275432889e-22,9.5535114338881297e-24,2.2437444598496218e-23,7.2135400226369193e-25,2.4815250365965777e-21,2.4040539142463054e-19,8.251356322791104e-23,3.2381891951702389e-27,1.0205358701487534e-24,1.675976097074035e-27,5.7126092802403887e-25,6.2778933506723101e-20,7.8212393244132347e-23,9.2051596046551553e-23,8.6903112837177226e-18,9.2722055959412139e-28,2.8947154902458581e-31,5.7353933126128423e-26,1.083291661422383e-20,5.2682551273990466e-23,3.9284822955818005e-25,3.980932109496872e-22,5.2398631832363798e-23
5.24287e-10,0.3481269103708941,89.099999999999994,0.0,0.0,0.0,0.99999999999998568,11.0,6.0596871930286683e-15,6.1710448109707842e-16,6.0565688815462312e-15,5.8732001155956397e-15,5.8795802428834688e-15,1.7930508856506573e-15,1.8186922124308898e-15,2.4552151181832445e-16,2.05144221924704e-16,1.0250676614913599e-16,2.0500733549258908e-17,2.3922509891753437e-17,1.7150545949731463e-17,8.5528014675302429e-18,2.2536818228824913e-17,1.5173151982310371e-17,1.5102842483842725e-17,4.0747992044511967e-17,2.9023985516847571e-18,4.7520416518771764e-18,1.4657009975405575e-17,4.4874462413811891e-18,5.9845080418237487e-21,2.3963384998547038e-19,3.9654550664218934e-22,3.3789102778440674e-21,2.2181199189223215e-21,1.4679905687812021e-22,3.319177350210878e-22,2.1285540629602875e-23,1.8200575738177301e-20,3.9835456175570831e-19,1.2081996500702973e-21,7.3044845020677591e-26,1.6513208541996966e-23,7.5817340957248621e-26,8.8175322449005877e-24,2.4866218247919437e-19,6.2466371500669476e-22,7.2927457564329262e-22,1.7383552139406888e-17,3.0003497994785044e-26,4.2385792818503791e-30,1.682057091960794e-24,4.333694875652893e-20,4.2105000299453653e-22,6.0436227031303692e-24,2.9850504452309722e-21,4.186670335047689e-22
9.999999999999999e-10,0.34812691037089416,89.099999999999994,0.0,0.0,0.0,0.99999999999997258,10.999999999999998,1.1533120130595438e-14,1.1782019785647845e-15,1.1521578692442477e-14,1.116247908309958e-14,1.1186014827736239e-14,3.3359629470088234e-15,3.4281362338870952e-15,4.3616745055275026e-16,3.6444876974087449e-16,1.8200997843514451e-16,7.1070992213323419e-17,8.8093482843197456e-17,5.9534577963143854e-17,2.9619412294223127e-17,8.3594494005485963e-17,5.6360282296295829e-17,5.6067340788212624e-17,1.3913206697663835e-16,1.9506068851377493e-17,1.7612012985130052e-17,5.4402289006278648e-17,1.6340037755391111e-17,4.0801180843951155e-20,9.032296638563555e-19,5.3409245405533274e-21,2.3580569154552145e-20,1.5215545988665763e-20,1.987154713603812e-21,4.1796272888293082e-21,5.3127986938123085e-22,1.1389491667027724e-19,5.8257863208705475e-19,1.4953206917493969e-20,1.2874073281367391e-24,2.4318707278418114e-22,2.6755457646133094e-24,1.2042272353500834e-22,9.0936159739329879e-19,4.5772564360304771e-21,5.2601380688021163e-21,3.3140675297544007e-17,8.8101798418295341e-25,5.2458573334790037e-29,4.1597122904610977e-23,1.6123384195034647e-19,3.0893747382613152e-21,8.2048244328744805e-23,1.9416402608147095e-20,3.0702500165173654e-21
1.0485750000000002e-09,0.34812691037089416,89.099999999999994,0.0,0.0,0.0,0.99999999999997125,10.999999999999998,1.2092011741592631e-14,1.2354955798317124e-15,1.2079610218939097e-14,1.1702566753284135e-14,1.1727854256045378e-14,3.4935095210576167e-15,3.5924763787690632e-15,4.5563428554364772e-16,3.8071533889111958e-16,1.9012804234509208e-16,7.6234715539377047e-17,9.4645973548972608e-17,6.3862406622548834e-17,3.177052151534303e-17,8.9829086292960417e-17,6.05658954601191e-17,6.0250221023007101e-17,1.4917805361107565e-16,2.1201467725924921e-17,1.8925143186559826e-17,5.8460674900556657e-17,1.7550304518740096e-17,4.4356307320131859e-20,9.7098935648358765e-19,5.8457945179813882e-21,2.5643358231024938e-20,1.6542711677511332e-20,2.1750732191427634e-21,4.5725164711224881e-21,5.8335533193766827e-22,1.2366625487372509e-19,6.0138973083008935e-19,1.6356708036898125e-20,1.4114057423431263e-24,2.6633271512644251e-22,2.9410037364978154e-24,1.3181871684802907e-22,9.7682553905445341e-19,4.9808552265275444e-21,5.7227840216774662e-21,3.4749633340327191e-17,9.6791497599648499e-25,5.7382311410313645e-29,4.5672845707749627e-23,1.7327228022487278e-19,3.3618370716757577e-21,8.9809067546660327e-23,2.1094206097464511e-20,3.3410028515246866e-21
2.0971510000000003e-09,0.3481269103708942,89.099999999999994,0.0,0.0,0.0,0.99999999999994238,10.999999999999996,2.4075133360728831e-14,2.4756923643604541e-15,2.4026073129042719e-14,2.3231686966408818e-14,2.333108307609624e-14,6.6417071533444635e-15,7.0112485537016943e-15,7.9636695511741743e-16,6.6499977830387569e-16,3.3176754926171283e-16,2.669252164094676e-16,3.7048819178454656e-16,2.240888277481094e-16,1.1099077402556371e-16,3.5680897365068597e-16,2.412546222334531e-16,2.3972110184456331e-16,5.0694520043687724e-16,1.4332125069034709e-16,7.5059348591869848e-17,2.3251767015700482e-16,6.7207295844888462e-17,3.0954077419695204e-19,3.955716933007405e-18,8.0656108353961664e-20,1.8580961985456969e-19,1.1664551055271903e-19,3.0257479875415624e-20,5.5608734450262033e-20,1.4038381764040378e-20,7.3890549177883397e-19,8.4811403865028015e-19,1.9387097822375301e-19,2.313078095857148e-23,4.1834077350604092e-21,9.6853047498915707e-23,1.8664238113834849e-21,3.7879689369770509e-18,3.9587354478849694e-20,4.408475440240892e-20,6.9249433300906251e-17,3.0432309765158714e-23,6.8013512356422174e-28,1.0884917812136997e-21,6.9102186284703888e-19,2.6790153216942888e-20,1.2589244522283835e-21,1.3422507454551479e-19,2.6595606083444481e-20
3.1457270000000003e-09,0.3481269103708943,89.099999999999994,0.0,0.0,0.0,0.99999999999991351,10.999999999999991,3.5977251912786711e-14,3.7191873675732565e-15,3.5873771961072099e-14,3.4632810046421964e-14,3.4841565245920933e-14,9.5569080147589601e-15,1.0306189637552477e-14,1.075161408848073e-15,8.9688150205713765e-16,4.470960439471839e-16,5.1945193709351046e-16,7.7569847229465462e-16,4.3666124833263781e-16,2.1562780188656957e-16,7.5458003067742821e-16,5.1119034765929978e-16,5.0753914319661577e-16,9.6583448797840759e-16,3.7283482465140405e-16,1.5858541218054369e-16,4.921697796047027e-16,1.3864493886692612e-16,8.2181486065551025e-19,8.4844651547115609e-18,2.7730097126357202e-19,5.0269107325700414e-19,3.1138691952307818e-19,1.0439908266838813e-19,1.7965062521304625e-19,5.7139432922182172e-20,1.7944543051017131e-18,1.0379863506688129e-18,6.1953965742394097e-19,8.3167769075605389e-23,1.5143706160950964e-20,4.3451804821981143e-22,6.4969778242815214e-21,7.8973197651816831e-18,1.1277341945390527e-19,1.2336893675484938e-19,1.0340406227792441e-16,1.3709180010314338e-22,2.1734596282964958e-27,4.4209543719819479e-21,1.4639773452262795e-18,7.6432016919388268e-20,4.3628657647906365e-21,3.3714856178588559e-19,7.5830491022831318e-20
4.194303e-09,0.3481269103708943,89.099999999999994,0.0,0.0,0.0,0.99999999999988465,10.999999999999988,4.7798899037803494e-14,4.9659309742118101e-15,4.7623554963289008e-14,4.590751067282479e-14,4.6259892101820092e-14,1.2257132250079339e-14,1.3482071893668944e-14,1.3056980156630073e-15,1.0876920914198263e-15,5.4181911607425417e-16,8.2026534683168815e-16,1.3054431544923142e-15,6.9025479025457907e-16,3.3993376637983245e-16,1.2815648286670197e-15,8.6972117309627279e-16,8.6288298220569551e-16,1.4956196045831376e-15,7.2362531996030298e-16,2.6912302124201418e-16,8.3657212583520472e-16,2.3024798028842077e-16,1.626401115241591e-18,1.4567298488356225e-17,6.6290421439366343e-19,1.0098209036076762e-18,6.1905885089862513e-19,2.5030538772963128e-19,4.0631197814759196e-19,1.5385347726985907e-19,3.2844564113799312e-18,1.2069757464993759e-18,1.389332770911471e-18,2.0449763243265299e-22,3.7699983158025405e-20,1.2647879228393936e-21,1.570284122611983e-20,1.3259359125843223e-17,2.3707156931585027e-19,2.5522979793021915e-19,1.3713018010398463e-16,4.0261867619619252e-22,4.8740365747280167e-27,1.1894083543489877e-20,2.4888434865368065e-18,1.6089092763453936e-19,1.0505677064611891e-20,6.3440289261213834e-19,1.5953635346851001e-19
6.291455e-09,0.34812691037089455,89.099999999999994,0.0,0.0,0.0,0.99999999999982692,10.999999999999975,7.1254998226602398e-14,7.466968573687349e-15,7.0895921047830948e-14,6.8164955640060882e-14,6.8882154774628652e-14,1.7203110423088466e-14,1.9568496167825672e-14,1.6846638539088065e-15,1.3989107562909251e-15,6.9596226303292934e-16,1.50436428907504e-15,2.6429360538641624e-15,1.2677672799350665e-15,6.2160157509031924e-16,2.6339949607645899e-15,1.7927050470498898e-15,1.7764695625720963e-15,2.6552658173656217e-15,1.7308078705392679e-15,5.5246951129516354e-16,1.7216949155603542e-15,4.5624774342911513e-16,4.0245705711725892e-18,3.0379056208267012e-17,2.1095768862891733e-18,2.5508521743825437e-18,1.5422642521242535e-18,8.0001914156801946e-19,1.181149023299871e-18,5.6935010164721717e-19,7.1874242765671159e-18,1.5284342509669743e-18,3.9924212322874377e-18,6.7214965166547524e-22,1.2706336871937807e-19,5.2678618796897966e-21,5.087545220025566e-20,2.6814727228685381e-17,6.4391329565643729e-19,6.7525792169492554e-19,2.0340357033690655e-16,1.7104814161336829e-21,1.4006154107088003e-26,4.4052957117057456e-20,5.117913479533117e-18,4.3796459039557286e-19,3.3845440818198615e-20,1.444530913035746e-18,4.3387911558582288e-19
8.388607e-09,0.34812691037089477,89.099999999999994,0.0,0.0,0.0,0.99999999999976918,10.999999999999963,9.4419647089652436e-14,9.9797792449281032e-15,9.3815156146133869e-14,8.9970101092188287e-14,9.1170641281616927e-14,2.1487384087694031e-14,2.5254112632009032e-14,1.9610598559319701e-15,1.6217204319669911e-15,8.0577243788707889e-16,2.2918528111072265e-15,4.4008730889273956e-15,1.9336234870403412e-15,9.4407714462939302e-16,4.448838678215693e-15,3.0361328903287879e-15,3.0052037075150638e-15,3.9184487438581134e-15,3.2245153807453109e-15,9.3219210248141058e-16,2.9115848159554342e-15,7.4470225766229515e-16,7.7464697697702071e-18,5.1879948905330689e-17,4.8876864108024923e-18,4.987032668059901e-18,2.9851410913456343e-18,1.8597088793570224e-18,2.5345402554879842e-18,1.4569384909613631e-18,1.2399496061931163e-17,1.8364232296125747e-18,8.4959483568334567e-18,1.5891070016386396e-21,3.0700010806950175e-19,1.471659869429301e-20,1.1964288289808731e-19,4.4710335441725731e-17,1.3406572916861267e-18,1.3737028386286233e-18,2.6770149921776525e-16,4.8583333281457167e-21,2.9805364127676396e-26,1.1297081372166529e-19,8.6404324068387913e-18,9.1363490588653219e-19,7.9244744777894791e-20,2.5747385984502015e-18,9.0437831715675539e-19
9.999999999999999e-09,0.3481269103708948,89.099999999999994,0.0,0.0,0.0,0.99999999999972478,10.999999999999948,1.1200902186920773e-13,1.1919058555445906e-14,1.111723493821122e-13,1.064020178621451e-13,1.080564005754088e-13,2.4359042396130232e-14,2.9350012314784033e-14,2.1260644933038083e-15,1.7516113043175125e-15,8.6941324522392435e-16,2.9451635204890197e-15,6.0384177392095018e-15,2.4865906309929573e-15,1.2100563406161385e-15,6.1731034926906565e-15,4.2219094247312746e-15,4.1751095866344869e-15,4.9109078101930946e-15,4.7243866057366786e-15,1.2925907628012794e-15,4.0440011421927344e-15,1.0061726217776944e-15,1.1663498966711612e-17,7.2493406892725641e-17,8.361973851411603e-18,7.585316345156078e-18,4.5128180692659472e-18,3.1893292764199517e-18,4.0779971644301448e-18,2.6598131077130533e-18,1.7168680499719543e-17,2.0689542861937256e-18,1.3596088065015196e-17,2.75305827950788e-21,5.4111553661699565e-19,2.8779328817247434e-20,2.0715343802795243e-19,6.1514233421342886e-17,2.1417008928039301e-18,2.1541446843942481e-18,3.1555184671519215e-16,9.6334799990752953e-21,4.7697602604995582e-26,2.0684120535489941e-19,1.1977765515116937e-17,1.4618074987942575e-18,1.3675437323321903e-19,3.6457728629455731e-18,1.4460498139204379e-18
1.0485759000000001e-08,0.3481269103708948,89.099999999999994,0.0,0.0,0.0,0.99999999999971145,10.999999999999945,1.1727564251114627e-13,1.2505109792284554e-14,1.1636154365912141e-13,1.1130048144674386e-13,1.1310573261115554e-13,2.5153070963306105e-14,3.053823419781171e-14,2.1677304317873215e-15,1.7837252217142566e-15,8.8506339579188334e-16,3.1503270256791258e-15,6.5809499136992731e-15,2.6603316555308104e-15,1.2933387188061705e-15,6.7491069692643835e-15,4.6186346251146915e-15,4.5662697113001966e-15,5.2138146560145889e-15,5.2365574308194384e-15,1.4129333330652114e-15,4.4225570866483844e-15,1.0917833873481306e-15,1.3024522919621116e-17,7.9405083802639545e-17,9.637679319787887e-18,8.4924035262666355e-18,5.0447690301533368e-18,3.6780042554302733e-18,4.6291161786687576e-18,3.1112164422980011e-18,1.873666689183072e-17,2.1383492600279057e-18,1.5413067331996376e-17,3.1822459797635063e-21,6.2803096836141889e-19,3.4178209474846672e-20,2.3944417808800848e-19,6.710032882132302e-17,2.4284688504052589e-18,2.430967428084536e-18,3.2971149540647253e-16,1.147465928683651e-20,5.4071903819366276e-26,2.4211358864291017e-19,1.3091333716381017e-17,1.6581971239126695e-18,1.5794786091733661e-19,4.0031786621128783e-18,1.6400487606489882e-18
1.4680063000000002e-08,0.3481269103708951,89.099999999999994,0.0,0.0,0.0,0.99999999999959599,10.999999999999904,1.6206663431705779e-13,1.7593568627862197e-14,1.603486489198769e-13,1.5257066245423236e-13,1.5592293330912561e-13,3.1064602453710718e-14,4.0043787878301796e-14,2.498660015489208e-15,2.0340436395739054e-15,1.0062650732345756e-15,4.9548052426696337e-15,1.2064454984489102e-14,4.1883792067043898e-15,2.0185699701808657e-15,1.2771437309277361e-14,8.7939382694641668e-15,8.6711988090980997e-15,7.6898712955195393e-15,1.0633128612764094e-14,2.6701480658743061e-15,8.3920961182488684e-15,1.9214480327250372e-15,2.8877315325878332e-17,1.5217391010216915e-16,2.8971804704942991e-17,1.913547769572662e-17,1.1295930036863493e-17,1.112643975825888e-17,1.1449782885791403e-17,1.0697900302964168e-17,3.3414088093275583e-17,2.7272103607318787e-18,3.7799502453899526e-17,9.8157386246316945e-21,2.0377284875393599e-18,1.5008793649300747e-19,7.5024399877018275e-19,1.2500718549617201e-16,6.326547531794542e-18,5.9646759184091571e-18,4.4658692068759945e-16,5.3001492854227831e-20,1.3260768460481808e-25,8.5032333260707098e-19,2.4633794536905751e-17,4.3422273094042461e-18,4.9016264901633393e-19,7.4439504023649693e-18,4.2852389577447052e-18
1.8454936600000002e-08,0.3481269103708953,89.099999999999994,0.0,0.0,0.0,0.99999999999949207,10.999999999999861,2.0135048182528324e-13,2.2215699267968937e-14,1.9870720816374101e-13,1.8817816374844492e-13,1.932846786490652e-13,3.5015144340717458e-14,4.7491975392874458e-14,2.7363328145345018e-15,2.2051161038596279e-15,1.0874946030748325e-15,6.6451444905865352e-15,1.8173533581665649e-14,5.6193735636366438e-15,2.6876212513434343e-15,1.9761611664966986e-14,1.3678614154016301e-14,1.3456962967531423e-14,9.7620505129387617e-15,1.6856259911705378e-14,4.1286595192772153e-15,1.3015657272765502e-14,2.799297209834643e-15,4.9361843620149973e-17,2.3722455759404928e-16,6.0056923950574179e-17,3.2895230648925786e-17,1.9440725503671812e-17,2.315086865014976e-17,2.057921381022467e-17,2.3630151770961032e-17,4.8340543284143475e-17,3.2397732206913971e-18,6.7735481407507585e-17,2.0621465218571838e-20,4.4164321426491802e-18,3.8713373615845525e-19,1.6024896917957556e-18,1.9174372868267142e-16,1.2129682704005311e-17,1.091409188154869e-17,5.4396383090878686e-16,1.4059161256021017e-19,2.3762867289739665e-25,1.9139191773549538e-18,3.788267052231628e-17,8.3587289551372382e-18,1.0406148860586802e-18,1.1031717690826476e-17,8.234738264402403e-18
2.2229810200000004e-08,0.3481269103708956,89.099999999999994,0.0,0.0,0.0,0.99999999999938816,10.999999999999813,2.3968687029433219e-13,2.687756450612265e-14,2.3593922037704847e-13,2.2239654924232876e-13,2.2956772459687183e-13,3.8005447975090883e-14,5.4039389269038051e-14,2.9559831500664613e-15,2.3592756788033252e-15,1.1594035925344543e-15,8.3597558293385748e-15,2.5244292766153574e-14,7.0694275798993222e-15,3.3560069547726775e-15,2.8171989421468303e-14,1.9600572452548881e-14,1.9239425323202461e-14,1.166772980333166e-14,2.4088258706825621e-14,5.8840479052294727e-15,1.8597055267455134e-14,3.7697275647820404e-15,7.6038427246229584e-17,3.3999182373052637e-16,1.0809920105323929e-16,5.0646112438769792e-17,3.0116896121810683e-17,4.1790559730842109e-17,3.2470004036989428e-17,4.4188729543910488e-17,6.4237957174666818e-17,3.7360458703833438e-18,1.0684011706309505e-16,3.7470351675118289e-20,8.2328525537590014e-18,8.3637864868027603e-19,2.9688364914247012e-18,2.7194706570085593e-16,2.0648095581560349e-17,1.7757741011865999e-17,6.3449065081849571e-16,3.1108196076496586e-19,3.7481501817603015e-25,3.6571528846642354e-18,5.3633790675577019e-17,1.4285032979720652e-17,1.9179451384350297e-18,1.4869437318248372e-17,1.404900239392057e-17
2.6004683800000002e-08,0.34812691037089566,89.099999999999994,0.0,0.0,0.0,0.99999999999928424,10.999999999999757,2.770984526060857e-13,3.1578728829510546e-14,2.720774845529853e-13,2.55281245890061e-13,2.6480102211417205e-13,4.026542370519727e-14,5.9800300701369798e-14,3.1721474653778657e-15,2.5096719752961037e-15,1.228491539914389e-15,1.0084319107881601e-14,3.3160206182880268e-14,8.5259159690712246e-15,4.0179878017798327e-15,3.7945914491044661e-14,2.6533943670157857e-14,2.5986943450637701e-14,1.3423155914052878e-14,3.2106001215851234e-14,7.9258808138368104e-15,2.5104160429339962e-14,4.8110915946706359e-15,1.091215048714692e-16,4.5983653553499435e-16,1.7647310021395685e-16,7.2330311206428749e-17,4.3427994809581588e-17,6.8376345135362781e-17,4.6969073532847069e-17,7.3749370937071555e-17,8.0798697139688128e-17,4.2164329433426904e-18,1.5473252311496159e-16,6.1599309084638649e-20,1.3824502059994241e-17,1.5917220359605703e-18,4.9810125936783195e-18,3.6534808389747218e-16,3.2342915916946517e-17,2.6636299996637429e-17,7.1874910337160932e-16,6.0388306799395476e-19,5.4283050042601921e-25,6.2436499342792745e-18,7.1718109765292217e-17,2.2461267183376232e-17,3.2037226000306003e-18,1.8836903230601295e-17,2.2053225383443088e-17
2.97795574e-08,0.34812691037089594,89.099999999999994,0.0,0.0,0.0,0.99999999999918032,10.999999999999694,3.1360837724607045e-13,3.6318770466359999e-14,3.071552721213712e-13,2.8688784516840959e-13,2.9901450635331754e-13,4.1978393407593847e-14,6.4878906901873552e-14,3.3895702658716581e-15,2.6608207751053878e-15,1.2969926669157912e-15,1.1814240333326906e-14,4.1814814587397257e-14,9.984799341265023e-15,4.6720672584822875e-15,4.902661697721067e-14,3.4452340926494543e-14,3.366744412589208e-14,1.5057460491649047e-14,4.0715500103457882e-14,1.0244075024173001e-14,3.2504479802626883e-14,5.906084765069504e-15,1.4880077438715517e-16,5.9617641989799921e-16,2.6851301558373823e-16,9.7836179122492392e-17,5.9465540016475185e-17,1.0422204507610678e-16,6.3882405346985166e-17,1.1347165159892392e-16,9.7871102288102519e-17,4.6815037615830683e-18,2.108688331688463e-16,9.4230033319034927e-20,2.1534431241416866e-17,2.768099219573233e-18,7.7813477541431928e-18,4.7170381897084443e-16,4.767594903114156e-17,3.7650797914888873e-17,7.9737138283639931e-16,1.0682786569030694e-18,7.3976713499925729e-25,9.835741826870383e-18,9.197472232835594e-17,3.3233255857041678e-17,4.985620317306357e-18,2.2863112428971692e-17,3.2575772793081801e-17
3.7329304600000004e-08,0.34812691037089616,89.099999999999994,0.0,0.0,0.0,0.99999999999897249,10.999999999999556,3.8400350579751316e-13,4.5914148191807144e-14,3.7424372241284507e-13,3.4645474576130699e-13,3.6448698395950994e-13,4.4204458873562916e-14,7.3295083468007139e-14,3.8285778205429595e-15,2.9662735234727339e-15,1.4327656701259874e-15,1.5290267263297533e-14,6.1026590861364671e-14,1.2910323463193567e-14,5.9583683841167244e-15,7.491659515296423e-14,5.3152857201779382e-14,5.1717307151610242e-14,1.8057989563966219e-14,5.9218051033114314e-14,1.5676841380569703e-14,4.9873616712178405e-14,8.2152426169444152e-15,2.4853135398860249e-16,9.1667425306748917e-16,5.3456540696214878e-16,1.5980909094291264e-16,9.9999292101341773e-17,2.0800439600638326e-16,1.0431837550679096e-16,2.2623543092308863e-16,1.3337039652510729e-16,5.5676069803274568e-18,3.4579535554541564e-16,1.8900683593474942e-19,4.448000612817026e-17,6.8819468414430446e-18,1.6280302539150046e-17,7.224942369756878e-16,9.0818122654976736e-17,6.6265587318469888e-17,9.3983701689967769e-16,2.7312812478827591e-18,1.213114517176948e-24,2.0566372322012606e-17,1.3850962077130979e-16,6.3760506245428644e-17,1.0364612514890357e-17,3.1002454016200527e-17,6.2299701908637511e-17
4.48790518e-08,0.3481269103708964,89.099999999999994,0.0,0.0,0.0,0.99999999999876465,10.999999999999398,4.5104809132025145e-13,5.566088988535399e-14,4.374540368213668e-13,4.0150455359953824e-13,4.2621557517830175e-13,4.5522149583812425e-14,7.9911770810015877e-14,4.2755056665761132e-15,3.2786086320238105e-15,1.5684376215126115e-15,1.8786558984167867e-14,8.2239207915914271e-14,1.5846172367509613e-14,7.2182614858733428e-15,1.0542656642268124e-13,7.5502027303273335e-14,7.3148863350938928e-14,2.0845680765735554e-14,7.866618225754481e-14,2.2112289664472581e-14,7.0462409415911361e-14,1.0617912240473389e-14,3.7646301247910643e-16,1.2981109348081695e-15,9.2969293117046013e-16,2.3544570508516793e-16,1.523067968543111e-16,3.6232697379025707e-16,1.5254749507570286e-16,3.8773321914173669e-16,1.7037179558570873e-16,6.3984195143300685e-18,5.0721740157370992e-16,3.303485497055792e-19,7.9609458012779655e-17,1.4368629551539919e-17,2.9674914424357048e-17,1.0226001489566296e-15,1.5345712791940671e-16,1.0386722217738215e-16,1.0663708759675247e-15,5.831222249604584e-18,1.7794131365232235e-24,3.6972088806072732e-17,1.9221525995103746e-16,1.0848441367181946e-16,1.8793677031954459e-17,3.9146204753188532e-17,1.0566863517884077e-16
5.2428799e-08,0.34812691037089644,89.099999999999994,0.0,0.0,0.0,0.9999999999985566,10.999999999999224,5.1491937502572422e-13,6.5556520166825246e-14,4.970348055329783e-13,4.5243444892357101e-13,4.8443362820799237e-13,4.6430287996233135e-14,8.5229233329343217e-14,4.7276891234280245e-15,3.595446885400796e-15,1.7031645579037797e-15,2.2307293869432608e-14,1.0493625569160905e-13,1.8797696619796554e-14,8.4573016089531462e-15,1.4015170483674306e-13,1.0129839645197377e-13,9.7723111951345111e-14,2.3534298358163069e-14,9.849852472000569e-14,2.948420461269614e-14,9.4031135819357153e-14,1.3066872500897026e-14,5.3368224456297936e-16,1.7378083730515373e-15,1.4757799592654548e-15,3.2355520787903317e-16,2.1690341820644351e-16,5.7572061253860548e-16,2.076943003501844e-16,6.0076645780304895e-16,2.0869199740824929e-16,7.1779848869863749e-18,6.9098234285912628e-16,5.2619204892484095e-19,1.2941391001078689e-16,2.6715837332442875e-17,4.9298962665355381e-17,1.3703254718109804e-15,2.3889125167486026e-16,1.5038436667576228e-16,1.1810527521566838e-15,1.1050248164524673e-17,2.424094798325539e-24,6.0081965546592956e-17,2.5223391093030721e-16,1.7003527138272751e-16,3.1083229963363188e-17,4.7296381104543895e-17,1.6510784348831591e-16
5.99785462e-08,0.34812691037089655,89.099999999999994,0.0,0.0,0.0,0.99999999999834854,10.999999999999035,5.7578126292141411e-13,7.5599176343058604e-14,5.5321246915952886e-13,4.9959565248070812e-13,5.3935675853636112e-13,4.7109457662661964e-14,8.9579697863013924e-14,5.1832757057837807e-15,3.9148430310562893e-15,1.8362936881840957e-15,2.5856098073448058e-14,1.2877122687642561e-13,2.1769478794288291e-14,9.6800779384146827e-15,1.7873397640365412e-13,1.3035594566651025e-13,1.2522272422606218e-13,2.6166987541527232e-14,1.1851064527069442e-13,3.7735326897790304e-14,1.2036327436907932e-13,1.5544981350259498e-14,7.2100835098428232e-16,2.233911467382383e-15,2.1909600854485562e-15,4.2305075344144613e-16,2.9417496946586115e-16,8.5518752698118625e-16,2.6933830688539469e-16,8.6578518671032893e-16,2.4819548781935288e-16,7.9098676073058056e-18,8.9374335353944276e-16,7.8305396123780412e-19,1.9611293942865914e-16,4.5645847447503237e-17,7.6524114038260481e-17,1.7641219421721869e-15,3.5003889122789411e-16,2.0545434490286309e-16,1.2871227741576809e-15,1.9202410348184049e-17,3.1354182133989093e-24,9.072894399208401e-17,3.1797045515355689e-16,2.5083554534215551e-16,4.806229174649873e-17,5.5502325910385306e-17,2.4280900226137015e-16
6.752829339999999e-08,0.3481269103708966,89.099999999999994,0.0,0.0,0.0,0.99999999999814038,10.999999999998829,6.3378353091197946e-13,8.5787543009544776e-14,6.0619079091111151e-13,5.4329453240167229e-13,5.9118030703801503e-13,4.7607824626905779e-14,9.3177969454650371e-14,5.6427222979920357e-15,4.2370496364478475e-15,1.9681766772573588e-15,2.9434453344807991e-14,1.535168466936964e-13,2.4763648717316153e-14,1.0889494573335494e-14,2.208607209793956e-13,1.6250495701520962e-13,1.5545248951127747e-13,2.8753610666091307e-14,1.3865047362272759e-13,4.6815600991359051e-14,1.4926571767483805e-13,1.8047624458329973e-14,9.3901871194873873e-16,2.785020985493329e-15,3.0898739877191471e-15,5.3300040674008971e-16,3.8439093077560331e-16,1.2063135050228555e-15,3.373015770337439e-16,1.1822381378040286e-15,2.8873425128223826e-16,8.5973218056238006e-18,1.1128996975394567e-15,1.1061347120426626e-18,2.8165956997446004e-16,7.304829857740597e-17,1.1272951328153862e-16,2.202586912558974e-15,4.8944941180519725e-16,2.6859778663111041e-16,1.3871091295740192e-15,3.1208099815172703e-17,3.9042595146740082e-24,1.2957674236404524e-16,3.8904585366862696e-16,3.5308937967235707e-16,7.0561414144048901e-17,6.3781928296459468e-17,3.4072728053231295e-16
