Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527)
1.4353868512700954e-07,0.24946165311596546,89.099999999999994,0.0,0.0,0.0,0.99999999951954932,10.999999999472404,1.294185268823832e-10,1.7814888444831194e-11,9.0576014316244304e-11,9.2204442796332935e-11,8.8023676866867768e-11,5.0099733802966602e-12,1.8916932526100512e-11,9.2400958860682964e-13,7.4156490592500398e-13,3.1726215403597454e-13,1.8331422274227765e-12,7.6302385433805202e-11,1.7607035195738179e-12,7.4352279372091705e-13,1.1457683008736427e-10,1.0223730171538135e-10,7.641783664217448e-11,1.7310227033440939e-11,3.3971531089413667e-11,9.7752621630752933e-11,7.2014912515764713e-11,5.2382697359783539e-12,2.4553021402021219e-12,9.0189336806265753e-12,4.6380952004414287e-12,6.8346777659041956e-13,1.2961638013377435e-12,2.2963677140588212e-12,1.0219207999793288e-12,1.9643070308753613e-12,6.3292795293398395e-14,4.1654404761394331e-15,1.2335395207781654e-13,3.0374366878914723e-15,0.0,1.1108749482187525e-12
1.4872384087467547e-07,0.24946165311595708,89.099999999999994,0.0,0.0,0.0,0.99999999950219365,10.999999999445194,1.3228871515026905e-10,1.8935943944440113e-11,9.1849504593613639e-11,9.3895716695131764e-11,8.9260591111325737e-11,5.0798089194164538e-12,1.9390270009704833e-11,9.5357222632643361e-13,7.6738183102952946e-13,3.2796989193531781e-13,1.8945928149059351e-12,7.9805747745818637e-11,1.8252814127580352e-12,7.7029865131914344e-13,1.2050241040411436e-10,1.0816909430096744e-10,8.0278372861467995e-11,1.7860846386423253e-11,3.5111652210781808e-11,1.0343591457100062e-10,7.570175733691447e-11,5.4628921720516637e-12,2.6122409565884749e-12,9.6580564593352047e-12,4.9521640583772572e-12,7.1974056986762253e-13,1.3870762736643974e-12,2.4663655450945027e-12,1.0735754848502176e-12,2.0695402460846394e-12,6.5782897263060109e-14,4.2516372757178566e-15,1.2844434941645444e-13,3.2625482020968677e-15,0.0,1.2455412280386882e-12
1.539089966223414e-07,0.24946165311594845,89.099999999999994,0.0,0.0,0.0,0.99999999948483798,10.999999999417753,1.3508816107873476e-10,2.0093913556814137e-11,9.3069754284020653e-11,9.555043061946858e-11,9.0446429327144706e-11,5.1491645058147304e-12,1.9864456592716772e-11,9.8295932752987586e-13,7.9319231077076358e-13,3.386775554756729e-13,1.9556770313030281e-12,8.3333372272989137e-11,1.8898453749756045e-12,7.9707446984913725e-13,1.2646557712415849e-10,1.1417944689982865e-10,8.4151661278721503e-11,1.8407179223968099e-11,3.6242898014482467e-11,1.0921438470712889e-10,7.9409210762957983e-11,5.6889785331195082e-12,2.7712906567289838e-12,1.0317643018862125e-11,5.2710414519752622e-12,7.5625866354190808e-13,1.4797213877184363e-12,2.6399820291288561e-12,1.125297610608479e-12,2.1750232304468858e-12,6.8273056999007141e-14,4.3261050076744078e-15,1.3353493155396722e-13,3.4924617384428355e-15,0.0,1.3899364838262934e-12
1.5909415237000734e-07,0.24946165311593957,89.099999999999994,0.0,0.0,0.0,0.9999999994674823,10.999999999390091,1.378206869505655e-10,2.1289000880724753e-11,9.4240792554172709e-11,9.7171686541142787e-11,9.1585166298477789e-11,5.2180656263280236e-12,2.0339616883370422e-11,1.0121726126012135e-12,8.1899586323732719e-13,3.4938520558292468e-13,2.0163983645763756e-12,8.6884609829284669e-11,1.9543940136194347e-12,8.2385030383511077e-13,1.324626708615477e-10,1.2026346424775051e-10,8.8034914654715172e-11,1.8949309321355165e-11,3.7365423143133921e-11,1.1508546001050273e-10,8.3134916507727359e-11,5.9164838628079499e-12,2.9322651011588243e-12,1.0997591480885888e-11,5.594314525364182e-12,7.9299832147843313e-13,1.5739669264959285e-12,2.8169526363429168e-12,1.1770487684149715e-12,2.2806669382644531e-12,7.0763246956078644e-14,4.4047968027876127e-15,1.3862560798838627e-13,3.7268265409390944e-15,0.0,1.5442585639928224e-12
1.6427930811767328e-07,0.2494616531159305,89.099999999999994,0.0,0.0,0.0,0.99999999945012663,10.999999999362226,1.4048992502485541e-10,2.2521414085901248e-11,9.5366327283055863e-11,9.8762304997568499e-11,9.2680462517171897e-11,5.2864883241434527e-12,2.0815851777332141e-11,1.0412137691876195e-12,8.4479200312910119e-13,3.6009288523229751e-13,2.0767602773718591e-12,9.0458878766850946e-11,2.0189259654695811e-12,8.5062618782128444e-13,1.3849034651557569e-10,1.264165242929222e-10,9.1925587475554566e-11,1.9487315067473933e-11,3.8479418435335301e-11,1.2104676798185156e-10,8.6876712896550024e-11,6.1453673777281659e-12,3.0949911920295156e-12,1.1697802497901569e-11,5.9215987112605747e-12,8.2993785788320135e-13,1.6696863430628323e-12,2.9970233788770973e-12,1.22879426912609e-12,2.38639017688156e-12,7.3253448234179243e-14,4.4817867076708657e-15,1.4371631751529896e-13,3.9653058115194144e-15,0.0,1.7086905331454567e-12
1.694644638653392e-07,0.24946165311592122,89.099999999999994,0.0,0.0,0.0,0.99999999943277096,10.999999999334168,1.4309932515216033e-10,2.379134005790149e-11,9.6449769363598408e-11,1.0032484896252046e-10,9.3735686283454758e-11,5.3544184539443211e-12,2.1293236604140901e-11,1.0700844357433812e-12,8.7058020813233312e-13,3.7080059463456873e-13,2.1367662241205792e-12,9.4055663179432038e-11,2.0834399298997662e-12,8.7740213503019278e-13,1.4454554736158197e-10,1.3263426443339858e-10,9.5821356857477905e-11,2.0021270751342515e-11,3.9585055932342938e-11,1.2709611904779309e-10,9.063261832559504e-11,6.3755886078446888e-12,3.2593079181692267e-12,1.2418179058026518e-11,6.2525356651033182e-12,8.6705745467336638e-13,1.7667587200791079e-12,3.1799508498511241e-12,1.2805028108718164e-12,2.492119736122041e-12,7.5743657635495799e-14,4.5559131707756346e-15,1.4880704732414273e-13,4.2075767648874653e-15,0.0,1.8834013325870914e-12
1.7464961961300514e-07,0.2494616531159118,89.099999999999994,0.0,0.0,0.0,0.99999999941541529,10.999999999305937,1.4565216153596181e-10,2.5098946856833049e-11,9.7494253564595911e-11,1.0186164433669153e-10,9.4753933682196503e-11,5.4218650088833621e-12,2.1771833466031626e-11,1.0987862304344121e-12,8.9635995594108308e-13,3.8150832096584141e-13,2.1964196228546766e-12,9.7674497431997959e-11,2.1479346316632278e-12,9.0417814308678576e-13,1.5062548280687572e-10,1.3891256944734586e-10,9.9720106178027261e-11,2.0551246845571673e-11,4.0682477242533301e-11,1.3323149315203442e-10,9.4400818331643189e-11,6.6071065042038196e-12,3.4250656311340357e-12,1.3158626330685394e-11,6.586791740300789e-12,9.0433901891811386e-13,1.8650687232617045e-12,3.3655022311373447e-12,1.3321462160658488e-12,2.597789959261726e-12,7.8233878506608916e-14,4.6290134224192463e-15,1.5389780670450629e-13,4.4533306413422721e-15,0.0,2.0685463620131251e-12
1.7983477536067108e-07,0.24946165311590227,89.099999999999994,0.0,0.0,0.0,0.99999999939805961,10.999999999277536,1.481515411832363e-10,2.6444389379443924e-11,9.850266445918557e-11,1.0337480562179014e-10,9.5738054213325652e-11,5.4888467954530093e-12,2.2251702431954602e-11,1.1273207679139043e-12,9.2213075090076804e-13,3.9221606411978016e-13,2.2557238392328753e-12,1.0131495104942681e-10,2.2124087939737675e-12,9.3095420678540092e-13,1.5672760056915364e-10,1.4524755642312532e-10,1.0361990471211777e-10,2.1077310110680754e-11,4.1771807004113173e-11,1.3945102373766292e-10,9.8179648975075253e-11,6.8398802564044042e-12,3.5921252732098722e-12,1.3919051481428747e-11,6.9240564242103554e-12,9.4176600817701342e-13,1.9645065535777606e-12,3.5534553248288215e-12,1.3836991095697326e-12,2.7033417900020132e-12,8.0724111284247227e-14,4.7011095065928684e-15,1.5898859798361646e-13,4.702272751708093e-15,0.0,2.2642681898861113e-12
1.85019931108337e-07,0.2494616531158926,89.099999999999994,0.0,0.0,0.0,0.99999999938070394,10.999999999248979,1.5060041075609749e-10,2.7827809057973174e-11,9.9477656517352637e-11,1.0486625573974462e-10,9.6690670856456425e-11,5.5553751793213641e-12,2.2732901570048139e-11,1.155689646596913e-12,9.4789210950016359e-13,4.0292383086868453e-13,2.3146821998216097e-12,1.0497662565825944e-10,2.2768611526971859e-12,9.577303272021434e-13,1.62849565185516e-10,1.5163556276759108e-10,1.0751899188488972e-10,2.1599523769309769e-11,4.2853169636929802e-11,1.4575298549701695e-10,1.0196758379930906e-10,7.0738703719168e-12,3.7603578153402639e-12,1.4699363529785965e-11,7.2640412201975599e-12,9.7932329208702325e-13,2.0649678933027154e-12,3.7435985414891891e-12,1.4351386668423132e-12,2.8087219449323621e-12,8.3214353327132349e-14,4.7713897233196431e-15,1.6407941342110058e-13,4.9541224641914125e-15,0.0,2.4706971246938853e-12
1.9539024260366888e-07,0.24946165311587304,89.099999999999994,0.0,0.0,0.0,0.99999999934599249,10.99999999919144,1.553576431343353e-10,3.0709071895566564e-11,1.0133695041160063e-10,1.0779085041832082e-10,9.8510847914166934e-11,5.6871030840298566e-12,2.3699488482202035e-11,1.2119367066660671e-12,9.9938457906764465e-13,4.2433943554480899e-13,2.4315745013342452e-12,1.1236221454736394e-10,2.405695529460571e-12,1.011282745340463e-12,1.751446743441655e-10,1.6455702093018314e-10,1.1530876386008404e-10,2.2632639461861502e-11,4.4992471333410587e-11,1.5859794518165969e-10,1.0956528559859114e-10,7.5453466572210747e-12,4.0998722797853445e-12,1.6319292958689641e-11,7.9511202423563789e-12,1.0547745934324763e-12,2.2685705701824781e-12,4.1296611071716101e-12,1.5375979838130786e-12,3.0187804670913908e-12,8.8194861389110794e-14,4.909374183401881e-15,1.7426110298103042e-13,5.4654912441881771e-15,0.0,2.9161395581404442e-12
2.0576055409900074e-07,0.24946165311585333,89.099999999999994,0.0,0.0,0.0,0.99999999931128103,10.999999999133388,1.5994447471506611e-10,3.3743599091374992e-11,1.0308941264938467e-10,1.1064759322147778e-10,1.0023154588966195e-10,5.8170544233596337e-12,2.4671945311895767e-11,1.2675397850832712e-12,1.0508335458168343e-12,4.4575513750402289e-13,2.5471224692301519e-12,1.1982869838487569e-10,2.5344280841435315e-12,1.0648354288791678e-12,1.8749579313564492e-10,1.7765163511556579e-10,1.2307824103996437e-10,2.36510399760208e-11,4.7101333345668966e-11,1.7175499079736783e-10,1.1718405843341442e-10,8.0212405976541939e-12,4.4427555543770268e-12,1.8017719270114693e-11,8.6461155300408869e-12,1.1305956972115018e-12,2.4751475649410324e-12,4.5222035234347213e-12,1.6393845457564825e-12,3.2276372336841021e-12,9.3175391333812857e-14,5.0434938601707721e-15,1.8444283286126732e-13,5.9854653740124154e-15,0.0,3.4056923845098519e-12
