Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414)
1.6391807381589263e-08,0.2924893376834081,89.099999999999994,0.0,0.0,0.0,0.99999999784028315,10.999999999462183,9.3197089709893213e-10,2.1184515168262634e-11,7.5869851591789645e-10,8.0723073315865003e-10,7.4066896565256023e-10,8.6943313439861413e-11,2.9297635193961594e-10,2.6610991835870205e-12,2.2176508997723335e-12,1.0625476552524026e-12,1.1742460899423979e-12,1.4370703527336547e-10,1.1623633398739847e-12,5.4377120833495428e-13,9.517004536652179e-11,7.0353375775140946e-11,6.0482430416674192e-11,1.5883269362857822e-10,6.7668657990706895e-11,2.8964107546327085e-10,5.7495661856119292e-11,9.4947237973473068e-12,1.8283642151029986e-12,2.1878086089550702e-11,6.8806966721606154e-13,8.6879174310982014e-13,7.7476723653852235e-13,2.8442923621150019e-13,2.1600573268761212e-12,8.4272418561090372e-13,5.9418674165529788e-14,1.9430317643697421e-13,2.4575529207734202e-14,8.7284196996545042e-15
1.71747149705808e-08,0.29248933768365876,89.099999999999994,0.0,0.0,0.0,0.99999999773713044,10.999999999416845,9.7695072665744314e-10,2.285037279059291e-11,7.8827967813461819e-10,8.4256404677839671e-10,7.6966135220482151e-10,8.8229153941482767e-11,3.0556793026818311e-10,2.7746358772074975e-12,2.3185701298578386e-12,1.1094739751608731e-12,1.2304658032862881e-12,1.5577261197467031e-10,1.2226790163726658e-12,5.7171492240387265e-13,1.0382916334008834e-10,7.7066061017850693e-11,6.582923628425142e-11,1.6699495582430534e-10,7.1666215015027121e-11,3.1617224960947056e-10,6.2556143826695346e-11,1.0099801262573353e-11,2.0467289207834205e-12,2.4180987896138542e-11,7.7963834199544223e-13,9.5774591173271374e-13,8.7676859019618733e-13,3.2590763629408014e-13,2.3684272498389351e-12,9.3592237784255536e-13,6.3398286861974521e-14,2.0306613642138849e-13,2.6459916751527142e-14,1.012595457044418e-14
1.7957622559572338e-08,0.2924893376839087,89.099999999999994,0.0,0.0,0.0,0.99999999763397773,10.999999999370106,1.0219375036628028e-09,2.4579714252025738e-11,8.1734718369283227e-10,8.7762850624975395e-10,7.9815246963788227e-10,8.9491635473780956e-11,3.181355849570281e-10,2.8874163390130391e-12,2.4194622835320085e-12,1.1563706926095329e-12,1.2863089228614525e-12,1.6818835191870331e-10,1.282981601621903e-12,5.9965436126083817e-13,1.1280803923840363e-10,8.4067395657090115e-11,7.1353458536834218e-11,1.750940755457216e-10,7.5637504756914841e-11,3.4373477187406739e-10,6.7783351853502184e-11,1.0710691371757517e-11,2.2779916540517667e-12,2.6597545933432572e-11,8.774344776670813e-13,1.0505229747434732e-12,9.8631562975803404e-13,3.70852269374859e-13,2.5822271566264364e-12,1.0323287376836076e-12,6.739722433228677e-14,2.1178854054725978e-13,2.835893336171312e-14,1.1653840103395802e-14
1.8740530148563876e-08,0.29248933768415797,89.099999999999994,0.0,0.0,0.0,0.99999999753082502,10.999999999321995,1.066927436686875e-09,2.6372992446005531e-11,8.4591167196661304e-10,9.1242686964981344e-10,8.2615262557866267e-10,9.0733908003624809e-11,3.3068701189517371e-10,2.9994476913567256e-12,2.5203257437161633e-12,1.2032423992540154e-12,1.3417789054080022e-12,1.8094408012350357e-10,1.3432699420421537e-12,6.2759015381423203e-13,1.221001259805595e-10,9.1355063713120027e-11,7.7049896181226134e-11,1.8312978844373111e-10,7.9581494744780726e-11,3.7231497623326618e-10,7.317254467337178e-11,1.1327191778329146e-11,2.522061971089814e-12,2.9127151549341615e-11,9.8144191242827964e-13,1.1470458349953517e-12,1.103528969062866e-12,4.1933623276535843e-13,2.80096781375483e-12,1.1316781949388012e-12,7.141251066846836e-14,2.2047052244959964e-13,3.0270328122100135e-14,1.3315502595498762e-14
1.9523437737555414e-08,0.2924893376844065,89.099999999999994,0.0,0.0,0.0,0.99999999742767232,10.999999999272543,1.1119168666479632e-09,2.8230652097484903e-11,8.7398355230528538e-10,9.4696188441566124e-10,8.536719331324325e-10,9.1958430049072176e-11,3.4322927812324962e-10,3.1107369511861612e-12,2.6211588616078246e-12,1.2500929636142315e-12,1.3968792049613135e-12,1.940302759688252e-10,1.4035429507734845e-12,6.5552284774324848e-13,1.3169897871634426e-10,9.892673966630736e-11,8.2913480324098056e-11,1.9110210123820673e-10,8.3497477357769451e-11,4.0189948200740924e-10,7.8719119680339177e-11,1.1949122657469875e-11,2.778830810585828e-12,3.1769192048711557e-11,1.091632560521601e-12,1.2472385105667236e-12,1.2285171977572885e-12,4.7142618616279404e-13,3.0241896406426983e-12,1.2337193091210754e-12,7.544162893632693e-14,2.2911222603941549e-13,3.2192195344194947e-14,1.5114091385718402e-14
2.030634532654695e-08,0.2924893376846545,89.099999999999994,0.0,0.0,0.0,0.99999999732451961,10.999999999221782,1.1569022634355858e-09,3.015312989252709e-11,9.0157300911563183e-10,9.8123628851289245e-10,8.8072030864652962e-10,9.316712837826412e-11,3.5576887074589092e-10,3.2212910173959803e-12,2.7219599606333246e-12,1.296925639994502e-12,1.4516132862889858e-12,2.0743802419100873e-10,1.4637996034372946e-12,6.8345292643535491e-13,1.4159825359771994e-10,1.0678008952938331e-10,8.8939270790747815e-11,1.9901122172353676e-10,8.7384990171260351e-11,4.3247518223546804e-10,8.4418607082776566e-11,1.2576321877970915e-11,3.0481726629450315e-12,3.4523053193764608e-11,1.2079677229167073e-12,1.351026144568185e-12,1.3613774067078298e-12,5.2718262783381565e-13,3.251461719862299e-12,1.3382144409548666e-12,7.9482448361888079e-14,2.3771380278619439e-13,3.4122921555382477e-14,1.7052490474281914e-14
2.187216050453003e-08,0.29248933768514884,89.099999999999994,0.0,0.0,0.0,0.9999999971182143,10.999999999116421,1.2468474617604707e-09,3.419424722021452e-11,9.5534429457140933e-10,1.0490141706809533e-09,9.33442946316392e-10,9.5542717945274835e-11,3.8086334219399375e-10,3.4402208402450196e-12,2.9234595134617472e-12,1.3905478833344907e-12,1.5599964509857446e-12,2.3518528472352406e-10,1.5842597971860477e-12,7.393067992171333e-13,1.6227319225274176e-10,1.2332243882709008e-10,1.0145833407516948e-10,2.1464144238378623e-10,9.5073692224467324e-11,4.9654905197201989e-10,9.6259072089735053e-11,1.3845946591447261e-11,3.6240022961329363e-12,4.0363781988593388e-11,1.458870471842557e-12,1.5690925194884525e-12,1.6510476228357522e-12,6.4990772745021712e-13,3.7165687246769256e-12,1.553683714459791e-12,8.7592280715259503e-14,2.5479721861164864e-13,3.8005718557334857e-14,2.1358994807113838e-14
2.3267693858711677e-08,0.29248933768558766,89.099999999999994,0.0,0.0,0.0,0.9999999969343446,10.99999999901835,1.3269651946716691e-09,3.8018558963185051e-11,1.0017378059460603e-09,1.1085695143998573e-09,9.7893834449561287e-10,9.7618553408668058e-11,4.0327363229430194e-10,3.6329304010045953e-12,3.1029220392144662e-12,1.473951508872932e-12,1.655391852838515e-12,2.6092174207859974e-10,1.6915549660044291e-12,7.8908118127328776e-13,1.8165189012809539e-10,1.3899221097271415e-10,1.1311649716848686e-10,2.2836332602292885e-10,1.0182891242279268e-10,5.5687221354730944e-10,1.072857565821923e-10,1.4993906523321412e-11,4.178091050675617e-12,4.5940259509511559e-11,1.7026452124291853e-12,1.7748474179890744e-12,1.9364981783951889e-12,7.7212901958944343e-13,4.1410302899367145e-12,1.7519181861136954e-12,9.4844506549205164e-14,2.6988918853906518e-13,4.148468944197241e-14,2.5691998551592547e-14
2.4663227212893324e-08,0.29248933768602514,89.099999999999994,0.0,0.0,0.0,0.99999999675047491,10.999999998916492,1.4070218699793038e-09,4.2055108669994726e-11,1.0467437535434304e-09,1.1673380192227024e-09,1.0230794083048689e-09,9.9659783318640382e-11,4.2575248683061962e-10,3.8234059120328819e-12,3.2822584159014661e-12,1.5573295166108622e-12,1.7496746225310781e-12,2.8756703712537849e-10,1.7987830509545069e-12,8.3885183651421695e-13,2.0189309780904779e-10,1.5552120860664503e-10,1.2522037053253076e-10,2.4189205848867097e-10,1.0849272774509066e-10,6.2015680806284094e-10,1.1873574827703824e-10,1.6156623724734896e-11,4.7696738105716065e-12,5.186277234363654e-11,1.9649943468405507e-12,1.9909374140926386e-12,2.2479743300692668e-12,9.0667135619501358e-13,4.5729606379504761e-12,1.9549271212789046e-12,1.0211347488932442e-13,2.8485629876452073e-13,4.4976340241649051e-14,3.0502352084420696e-14
2.605876056707497e-08,0.29248933768646146,89.099999999999994,0.0,0.0,0.0,0.99999999656660521,10.999999998810976,1.4870015860622247e-09,4.6306104224076914e-11,1.0904125599514889e-09,1.2253348530415508e-09,1.0659155447414613e-09,1.0166916560345581e-10,4.4832137822455034e-10,4.0116842271284114e-12,3.4614599767668102e-12,1.640688560786318e-12,1.8428630093738229e-12,3.1508682344291932e-10,1.9059385916268104e-12,8.8861969622493987e-13,2.2296426887475576e-10,1.7289604166393176e-10,1.3774607555365065e-10,2.5523126216288238e-10,1.1506607153216076e-10,6.863371343573125e-10,1.3058774500485904e-10,1.7333480518214003e-11,5.3976777245354791e-12,5.8127937047087814e-11,2.2454566125562912e-12,2.2169776530340488e-12,2.5856844540199953e-12,1.0536937394719593e-12,5.010759131685152e-12,2.161803848439408e-12,1.0939484902699223e-13,2.9969966428091237e-13,4.8477383025448984e-14,3.5798456892124038e-14
2.7454293921256618e-08,0.29248933768689667,89.099999999999994,0.0,0.0,0.0,0.99999999638273551,10.999999998701918,1.5668894989537063e-09,5.0773681644017959e-11,1.1327927286189228e-09,1.2825750561342984e-09,1.1074943256648313e-09,1.0364837891809273e-10,4.7099856566834844e-10,4.1978014347949322e-12,3.6405181681339244e-12,1.7240333945394248e-12,1.9349750301903037e-12,3.4345021744970279e-10,2.0130163378668434e-12,9.3838546170606757e-13,2.4483378814059916e-10,1.9110330534551622e-10,1.5067080282688088e-10,2.6838476427882159e-10,1.2155028890576876e-10,7.5534972277359251e-10,1.4282144155516413e-10,1.8523906187535646e-11,6.0609732564642743e-12,6.4732410423549445e-11,2.5435300027703573e-12,2.4525941001196674e-12,2.9497550597356227e-12,1.2133109634586237e-12,5.4530162112239458e-12,2.3717453373527881e-12,1.1668550330429113e-13,3.1442045756685578e-13,5.1985449766640221e-14,4.158679868392029e-14
2.8849827275438264e-08,0.29248933768733093,89.099999999999994,0.0,0.0,0.0,0.99999999619886581,10.999999998589438,1.6466717701774101e-09,5.5459907118621822e-11,1.1739309192749585e-09,1.3390735339779751e-09,1.1478615287609287e-09,1.0559874749427475e-10,4.9379955841784254e-10,4.3817928681853522e-12,3.8194245934214392e-12,1.8073675114729159e-12,2.0260284772774903e-12,3.7262933279331763e-10,2.120011199838862e-12,9.8814968005283015e-13,2.674709509181771e-10,2.1012959452126987e-10,1.6397276348462618e-10,2.8135629410061369e-10,1.2794678569739864e-10,8.2713322816447136e-10,1.5541746476774502e-10,1.9727354637143554e-11,6.7583922959258442e-12,7.1672898635250414e-11,2.858682827544541e-12,2.6974234149508905e-12,3.3402377261107592e-12,1.3855972668525459e-12,5.8984951253069526e-12,2.5840452158578776e-12,1.2398311324908144e-13,3.2901990651017748e-13,5.5498785047798661e-14,4.7872102298787589e-14
3.024536062961991e-08,0.2924893376877645,89.099999999999994,0.0,0.0,0.0,0.99999999601499612,10.999999998473649,1.7263355156681711e-09,6.0366779010409825e-11,1.2138720212694118e-09,1.3948450461895727e-09,1.1870611893285551e-09,1.0752168307096551e-10,5.1673753815834753e-10,4.5636933204482838e-12,3.9981711380358058e-12,1.8906937132197409e-12,2.1160407243909967e-12,4.0259885564087591e-10,2.2269181167941863e-12,1.0379127453380411e-12,2.9084594258469761e-10,2.2996151751610201e-10,1.7763114207229779e-10,2.9414929794867262e-10,1.3425682890821597e-10,9.0162833638714936e-10,1.6835731255587478e-10,2.094329055072878e-11,7.4887443062211982e-12,7.8946161613452506e-11,3.1903635871868166e-12,2.9511127669596008e-12,3.7571157309699976e-12,1.570589822637974e-12,6.3461129612654661e-12,2.7980851465079866e-12,1.3128583702213253e-13,3.4349929155991578e-13,5.9015996005374022e-14,5.4657480096159049e-14
3.164089398380156e-08,0.29248933768819735,89.099999999999994,0.0,0.0,0.0,0.99999999583112642,10.999999998354648,1.8058687566778792e-09,6.5496229805584421e-11,1.2526592224679754e-09,1.4499041836046055e-09,1.225135683329751e-09,1.0941833902324882e-10,5.3982366617620409e-10,4.7435370802827196e-12,4.1767499311731648e-12,1.9740141873422593e-12,2.2050287096668337e-12,4.3333573512674185e-10,2.3337320888714432e-12,1.0876749210805353e-12,3.1492981879670749e-10,2.5058570854842611e-10,1.9162605279596283e-10,3.0676712106598203e-10,1.4048173093553824e-10,9.7877770700324431e-10,1.8162330385902941e-10,2.2171199152521643e-11,8.2508266388390858e-12,8.6549003840467034e-11,3.5380073743125449e-12,3.213319497924017e-12,4.2003099803179372e-12,1.7682918667605301e-12,6.7949200605994689e-12,3.0133215023817163e-12,1.3859225977893708e-13,3.5785993680383433e-13,6.2536007619408935e-14,6.1944565590305982e-14
3.3036427337983205e-08,0.29248933768862967,89.099999999999994,0.0,0.0,0.0,0.99999999564725672,10.999999998232539,1.8852603742914183e-09,7.085012796376564e-11,1.2903340734966816e-09,1.5042653475985125e-09,1.2621258086303951e-09,1.1128919886256091e-10,5.6306729620838085e-10,4.9213577171532333e-12,4.3551531909211729e-12,2.0573303341236837e-12,2.293009164100002e-12,4.6481896764874042e-10,2.4404483262868321e-12,1.1374364090361842e-12,3.3969448565956716e-10,2.7198883874693584e-10,2.059384992416912e-10,3.1921322693273823e-10,1.4662305179879996e-10,1.058525922767733e-09,1.9519853831927805e-10,2.3410598006085628e-11,9.0434303417036577e-12,9.4478264496682046e-11,3.9010395896852305e-12,3.4837108166312598e-12,4.6696842384635781e-12,1.9786754655712946e-12,7.2440834066911818e-12,3.2292739057259896e-12,1.4590144818132831e-13,3.7210320169582151e-13,6.6058112584564924e-14,6.9733631526599117e-14
3.443196069216485e-08,0.29248933768906155,89.099999999999994,0.0,0.0,0.0,0.99999999546338703,10.999999998107416,1.9645000669714714e-09,7.6430279683216794e-11,1.3269365503195844e-09,1.5579427469486845e-09,1.2980708258981352e-09,1.1313451722732027e-10,5.8647620564501112e-10,5.0971880480496326e-12,4.5333732421581904e-12,2.1406429804539408e-12,2.3799986605942235e-12,4.9702936223388151e-10,2.5470622261123987e-12,1.1871973771191389e-12,3.65112679281465e-10,2.9415762667783078e-10,2.2055033521739663e-10,3.3149101352925564e-10,1.5268238288395547e-10,1.1408194057561456e-09,2.0906685532868751e-10,2.4661023388944225e-11,9.8653474535991872e-12,1.0273082320151823e-10,4.2788805135369371e-12,3.7619636844564559e-12,5.1650501820415177e-12,2.2016841857962781e-12,7.6928769063588521e-12,3.4455217910214749e-12,1.532128118029546e-13,3.8623047824253627e-13,6.9581868154455302e-14,7.8023703229265308e-14
3.58274940463465e-08,0.2924893376894932,89.099999999999994,0.0,0.0,0.0,0.99999999527951733,10.99999999797938,2.0435783084815779e-09,8.2238430654168876e-11,1.3625051170383268e-09,1.6109503998676416e-09,1.3330084860419908e-09,1.149550674047022e-10,6.1005688103745563e-10,5.271060400489841e-12,4.7114026907470101e-12,2.2239529320920883e-12,2.466013371616962e-12,5.2994925162645389e-10,2.6535691923067549e-12,1.2369579328546191e-12,3.9115794546880292e-10,3.1707884899968102e-10,2.3544422529909726e-10,3.4360347558290601e-10,1.5866099280085453e-10,1.2256063209088722e-09,2.2321278813162401e-10,2.5922007500269252e-11,1.071538137340233e-11,1.1130361117699952e-10,4.6709516875710581e-12,4.0477647059938262e-12,5.6861725649580509e-12,2.437235817027335e-12,8.1406720559276609e-12,3.6617027032026785e-12,1.6052580874130253e-13,4.0024318918037666e-13,7.3106864946280926e-14,8.6812674342371738e-14
3.7223027400528146e-08,0.2924893376899247,89.099999999999994,0.0,0.0,0.0,0.99999999509564763,10.999999997848509,2.1224863056328847e-09,8.827626781338814e-11,1.3970767864162914e-09,1.6633021183044784e-09,1.3669750998151349e-09,1.1675191277125879e-10,6.3381474630036944e-10,5.4430066927684025e-12,4.8892344168682042e-12,2.3072610988383624e-12,2.5510690070275966e-12,5.6356226110760663e-10,2.7599646363425442e-12,1.2867181356671947e-12,4.1780462052775762e-10,3.4073935048098552e-10,2.5060360707487139e-10,3.5555332448899775e-10,1.6455995248868424e-10,1.3128365216736366e-09,2.3762152283065781e-10,2.7193084829524114e-11,1.1592354187755963e-11,1.201936048988603e-10,5.0766805022695235e-12,4.3408097931645731e-12,6.2327740388094655e-12,2.6852249196868442e-12,8.5869227612946475e-12,3.8775025591983832e-12,1.6783986778003099e-13,4.1414278184027302e-13,7.6632667347357586e-14,9.6097415906612425e-14
