Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237)
8.191e-12,0.1907639301111915,89.099999999999994,0.0,0.0,0.0,0.99999999999999445,11.0,2.352826450112422e-15,1.6218442514351699e-16,2.3527730848524306e-15,2.2775211886696359e-15,2.2775900952382892e-15,7.8297259195551943e-16,7.8322469323794938e-16,7.2127026954628242e-17,5.9777109881387315e-17,2.9888554943617053e-17,1.712321257150304e-19,3.4211626332278371e-19,1.419231868347729e-19,7.0961593422941002e-20,2.648560789502961e-19,1.7738090480797468e-19,1.7669785799078995e-19,5.052116897157327e-19,1.0279556872936353e-21,9.0839211477502651e-20,1.7104965055476231e-19,5.8808499013341954e-20,2.5718683537509188e-24,3.8077460456220226e-21,4.8837979843980121e-27,1.6176280740786834e-24,8.9148800059150225e-25,1.6928613677642089e-27,6.2762090915596491e-27
1e-11,0.1907639301111915,89.099999999999994,0.0,0.0,0.0,0.99999999999999323,11.0,2.8724196529758574e-15,1.9800852249760498e-16,2.8723309344344519e-15,2.7804351112658227e-15,2.7805496527518208e-15,9.5565147042763656e-16,9.5607037465800977e-16,8.7981836355422919e-17,7.291747503519818e-17,3.645873752494023e-17,2.8431776722663504e-19,5.6869004312123642e-19,2.3566289644780788e-19,1.1783144824748048e-19,4.4032329139459661e-19,2.9490365096737678e-19,2.937644320477947e-19,8.3874595131197918e-19,2.6118722307567018e-21,1.5101842825553348e-19,2.8437317918560592e-19,9.7742053273571199e-20,6.5374923368294138e-24,6.3335113982044144e-21,2.1017904188526985e-26,4.1148331637205787e-24,2.2664885091248405e-24,7.2868502326759122e-27,2.7002382719854498e-26
1.6383e-11,0.1907639301111915,89.099999999999994,0.0,0.0,0.0,0.9999999999999889,11.0,4.7057880409677326e-15,3.2441273112731397e-16,4.7055745794770401e-15,4.5549511797740925e-15,4.5552267426406396e-15,1.5649434998845318e-15,1.5659509631070123e-15,1.4392503613722081e-16,1.192828430710051e-16,5.9641421558431533e-17,6.8333692132755924e-19,1.3681485486234598e-18,5.6642053407080517e-19,2.8321026712256907e-19,1.0594538701850715e-18,7.09578990235184e-19,7.0683018229979094e-19,2.0156111761703767e-18,8.2006722843358894e-21,3.6335891509587088e-19,6.8423171055690177e-19,2.3511788347978629e-19,2.0530072703877516e-23,1.524559555825604e-20,7.7946594017689598e-26,1.2926143328001513e-23,7.1181348584716033e-24,2.7025065226999505e-26,1.0013403903240617e-25
3.2767e-11,0.19076393011119155,89.099999999999994,0.0,0.0,0.0,0.9999999999999778,11.0,9.4107977061059532e-15,6.4891005951781244e-16,9.4099440360109498e-15,9.1082613632339723e-15,9.1093628777759278e-15,3.1254504566344569e-15,3.1294719516151221e-15,2.8650354262919173e-16,2.3745462676727744e-16,1.1872731355975783e-16,2.7201302856475505e-18,5.4689152969999253e-18,2.2550976824750838e-18,1.1275488425776076e-18,4.2371613920621156e-18,2.8381622622549807e-18,2.8270364095632008e-18,8.0191736082510798e-18,6.5224416813284033e-20,1.4531470180599558e-18,2.736616427735667e-18,9.3934697840312702e-19,1.6348789914071227e-22,6.1085641145432648e-20,1.2406518969230017e-24,1.0314658263022855e-22,5.6712393245837628e-23,4.3035824339203107e-25,1.5926607021449642e-24
6.5535e-11,0.19076393011119158,89.099999999999994,0.0,0.0,0.0,0.99999999999995548,11.0,1.8817164478912172e-14,1.2980675528064554e-15,1.8813751563514893e-14,1.8208688039824606e-14,1.8213087773883051e-14,6.2327908292235793e-15,6.248808664783868e-15,5.6765975037657211e-16,4.7049475469124912e-16,2.3524737864113434e-16,1.0775087177915557e-17,2.1843997720527473e-17,8.9358897864547003e-18,4.4679449129751116e-18,1.694163899808496e-17,1.1350226906360412e-17,1.1304684058979644e-17,3.1732119643663437e-17,5.1572324002905719e-19,5.8096743350641886e-18,1.0942834047570687e-17,3.7480320825725394e-18,1.295879950902553e-21,2.4512991666686996e-19,1.9643107452229037e-23,8.209005125026834e-22,4.4997188701290203e-22,6.8203499597069317e-24,2.5180070395741529e-23
9.999999999999999e-11,0.19076393011119167,89.099999999999994,0.0,0.0,0.0,0.99999999999993205,10.999999999999998,2.8702994186522587e-14,1.9811862451370398e-15,2.8694204568657391e-14,2.7767404711842268e-14,2.7778719022557714e-14,9.4725657683538776e-15,9.5135696262763412e-15,8.5524213242577083e-16,7.0887968851588507e-16,3.5443984942899745e-16,2.7341876685372117e-17,5.6171844381078441e-17,2.2686616494760432e-17,1.1343308396273923e-17,4.3638883127215944e-17,2.9245843445322847e-17,2.9124088234619923e-17,8.0382841178484378e-17,2.3644410320361062e-18,1.4962649781725809e-17,2.8190683646860069e-17,9.6217629038991744e-18,5.9677948709033773e-21,6.3504584314711122e-19,1.7119712405327411e-22,3.8071934683118673e-21,2.0757996016220825e-21,5.954734925700051e-23,2.1884857423992932e-22
1.31071e-10,0.19076393011119167,89.099999999999994,0.0,0.0,0.0,0.99999999999991085,10.999999999999998,3.7615299854451296e-14,2.597033652344456e-15,3.7601663014117501e-14,3.638481036152342e-14,3.6402358324097558e-14,1.2393298312491916e-14,1.2456827651360708e-14,1.1145043460526578e-15,9.2378925703076315e-16,4.6189463718033054e-16,4.2277223175613896e-17,8.711919745201938e-17,3.5083216800977392e-17,1.7541608665810481e-17,6.7707070341381879e-17,4.5379158445528916e-17,4.5188696014724948e-17,1.2424259944943817e-16,4.0311031679841998e-18,2.3214270269270374e-17,4.3740021668027075e-17,1.4917068006160596e-17,1.0179634954447426e-20,9.8656412986312988e-19,3.0782659887732965e-22,6.4994061022868338e-21,3.541521142913882e-21,1.0708196684487833e-22,3.9344523992809885e-22
2.62143e-10,0.19076393011119183,89.099999999999994,0.0,0.0,0.0,0.99999999999982159,10.999999999999995,7.5153274232727476e-14,5.1975684450143621e-15,7.5098846608923723e-14,7.263847607216563e-14,7.2708266600794948e-14,2.4501690762598869e-14,2.475156634137306e-14,2.1503280850872089e-15,1.7824444505597739e-15,8.9122227076520938e-16,1.6286056396819902e-16,3.4643097005520775e-16,1.3531163356732848e-16,6.7655819612880303e-17,2.7034732681058106e-16,1.8133810558671128e-16,1.8051018813717978e-16,4.7663533707618491e-16,3.0814982472700776e-17,9.2660872895561619e-17,1.7470560053722158e-16,5.9075262591501042e-17,7.8604054309365856e-20,3.9914626066693037e-18,4.7297532901396277e-21,5.0938709694907223e-20,2.744754169622962e-20,1.6512216385036518e-21,6.0092830129784999e-21
3.93215e-10,0.19076393011119197,89.099999999999994,0.0,0.0,0.0,0.99999999999973233,10.999999999999991,1.1263304837567936e-13,7.8007039792260707e-15,1.1251756561785209e-13,1.0879390365406397e-13,1.0894162820161665e-13,3.6401437881140618e-14,3.6926309931434793e-14,3.1320327812659699e-15,2.596173681543575e-15,1.2980869355304978e-15,3.3729151145729231e-16,7.3317971225930539e-16,2.8046598239722792e-16,1.4023299934668425e-16,5.7378211315475025e-16,3.8508020775911221e-16,3.8322414195892424e-16,9.8431316663886192e-16,8.5854432627645258e-17,1.9661745457439886e-16,3.7087508006998707e-16,1.2467426585744352e-16,2.2030458417181432e-19,8.5447454641850668e-18,1.7076694997308493e-20,1.4395364752840071e-19,7.7087369049339498e-20,5.9718135246588632e-21,2.1632218737299008e-20
5.24287e-10,0.19076393011119214,89.099999999999994,0.0,0.0,0.0,0.99999999999964306,10.999999999999988,1.5005471825169565e-13,1.0406438409018206e-14,1.4985799437159895e-13,1.44851429761417e-13,1.4510253118034646e-13,4.8096426673931354e-14,4.8982348466793746e-14,4.0631222275775557e-15,3.3677960766124439e-15,1.6838981759824349e-15,5.6208023056310658e-16,1.2460552277614005e-15,4.6772717513252639e-16,2.3386360340233801e-16,9.7769817841385988e-16,6.5648773149809809e-16,6.531699403391833e-16,1.6360103838147149e-15,1.769146093729469e-16,3.3495787932068654e-16,6.3208164725507339e-16,2.1134182619734513e-16,4.5645141031302407e-19,1.4670633286205236e-17,4.2571046218260239e-20,3.004425030844839e-19,1.6001285119567372e-19,1.4909732759044629e-20,5.378114384477622e-20
7.864310000000001e-10,0.19076393011119244,89.099999999999994,0.0,0.0,0.0,0.99999999999946454,10.999999999999973,2.247619878861533e-13,1.5624001014565313e-14,2.243556487010583e-13,2.1673774231002038e-13,2.1725456137000703e-13,7.1017567424556368e-14,7.2819779140829211e-14,5.8165020407779969e-15,4.8202797165533613e-15,2.4101399807026035e-15,1.1198921898557222e-15,2.5638087329308888e-15,9.3301091677308221e-16,4.6650548791864482e-16,2.0203881687872218e-15,1.357744931290813e-15,1.3503538334599747e-15,3.2454224412560351e-15,4.650159018294818e-16,6.9194917856936178e-16,1.3066172476067426e-15,4.3299574937035323e-16,1.210886736131073e-18,3.0680683843610642e-17,1.4467639300066069e-19,8.0637246452369658e-19,4.2575417958903302e-19,5.0795731253921308e-20,1.819219723076591e-19
9.999999999999999e-10,0.19076393011119278,89.099999999999994,0.0,0.0,0.0,0.9999999999993191,10.999999999999963,2.854687195808727e-13,1.9881808403187316e-14,2.8483721236150559e-13,2.750394924613332e-13,2.7584048835540547e-13,8.9157787567434335e-14,9.1925247868348685e-14,7.1265605086199741e-15,5.9046377368221772e-15,2.9523187748441988e-15,1.6921403968566619e-15,3.9723477224965621e-15,1.4110604891595864e-15,7.0553027176912915e-16,3.141107642831458e-15,2.112278942960286e-15,2.1001293979484759e-15,4.8868434872724232e-15,8.3827096916864921e-16,1.0754973942344285e-15,2.0319379321969078e-15,6.6863683532148462e-16,2.1984186890799942e-18,4.8127273749790757e-17,3.0648336595014585e-19,1.4765550223459195e-18,7.7468526930260329e-19,1.0779396120025395e-19,3.8406791783545499e-19
1.0485750000000002e-09,0.19076393011119278,89.099999999999994,0.0,0.0,0.0,0.99999999999928602,10.999999999999961,2.992563821949646e-13,2.0851105437616994e-14,2.9856684438977852e-13,2.8826677754814194e-13,2.8914089244488189e-13,9.3216787265457851e-14,9.6231203994527699e-14,7.4096832042586691e-15,6.1388627018338129e-15,3.0694311827096603e-15,1.8370589912191132e-15,4.3346939547680129e-15,1.5321959016328654e-15,7.6609797578079129e-16,3.4300041198232567e-15,2.306856823789922e-15,2.2934445270813089e-15,5.3015642178628655e-15,9.4052924122976775e-16,1.1743525142338604e-15,2.2189385266626845e-15,7.2913282385222036e-16,2.4697631589110529e-18,5.2647266429375619e-17,3.5313937822437112e-19,1.6613203885317075e-18,8.7064574495759745e-19,1.2423738068506876e-19,4.4229616140856344e-19
1.3107190000000003e-09,0.19076393011119305,89.099999999999994,0.0,0.0,0.0,0.99999999999910749,10.999999999999945,3.7352333351988686e-13,2.6088421029620467e-14,3.7247227666752072e-13,3.5941518352653543e-13,3.6074317275532313e-13,1.1466662566960659e-13,1.1919450767804526e-13,8.8499524683112655e-15,7.3291585119857069e-15,3.6645782499064399e-15,2.7063078424416389e-15,6.582630628461973e-15,2.2596692845239481e-15,1.1298345997685328e-15,5.2306957823438631e-15,3.5207447323720006e-15,3.4989418117708954e-15,7.7768334901599668e-15,1.6546902379436854e-15,1.7903105392860931e-15,3.3849255889099121e-15,1.1027356365770464e-15,4.3830804548686502e-18,8.1116962420896127e-17,7.3185826307571742e-19,2.977492638095853e-18,1.5491286580794572e-18,2.5799089861017608e-19,9.1288340173164705e-19
1.8350070000000003e-09,0.19076393011119366,89.099999999999994,0.0,0.0,0.0,0.99999999999875056,10.999999999999906,5.2136491832852171e-13,3.6594245219742485e-14,5.1935442627985604e-13,5.0056044586134418e-13,5.0308219654263987e-13,1.5542353541390321e-13,1.6380300078206209e-13,1.13650845117557e-14,9.4007907683038379e-15,4.700389061755703e-15,4.8080763935071672e-15,1.2484333316374933e-14,4.0235843612443742e-15,2.0117911799192306e-15,1.0016126927776371e-14,6.7542051227484898e-15,6.7064768896158719e-15,1.3687851348428722e-14,4.0004174469716017e-15,3.4259232400771246e-15,6.4864084553918705e-15,2.072270949774209e-15,1.0849476381641033e-17,1.5859062338285459e-16,2.4954348062350137e-18,7.5435442287588542e-18,3.8589014344882499e-18,8.8486820816676195e-19,3.0713119164814982e-18
2.3592950000000004e-09,0.1907639301111943,89.099999999999994,0.0,0.0,0.0,0.99999999999839362,10.999999999999858,6.6829228393599144e-13,4.7141360796223391e-14,6.6501198075836335e-13,6.4019108779534432e-13,6.4427766860309772e-13,1.9346548328889055e-13,2.0671054571469622e-13,1.3467005788811355e-14,1.1121406260200181e-14,5.5606849221150569e-15,7.3205034091303281e-15,2.0202506408119902e-14,6.1385334228493168e-15,3.0692627301058596e-15,1.6359527276721184e-14,1.1051341673878539e-14,1.0963890145209857e-14,2.0652190060743141e-14,7.6697737174535413e-15,5.5922155954132708e-15,1.0601695064147732e-14,3.3241049562766215e-15,2.1269346864627865e-17,2.6367083886356555e-16,6.117191205746102e-18,1.5074495296442002e-17,7.6062596845843012e-18,2.1792603217217896e-18,7.4419688847351026e-18
2.8835830000000006e-09,0.19076393011119486,89.099999999999994,0.0,0.0,0.0,0.99999999999803668,10.999999999999801,8.1431127444547962e-13,5.7729654700583441e-14,8.0945544275102862e-13,7.7832561403614626e-13,7.8433616440056214e-13,2.289745475861877e-13,2.4798613430788369e-13,1.5249664227456306e-14,1.2568574674834521e-14,6.2842482878754586e-15,1.0150008382833722e-14,2.9666962508422828e-14,8.5269548577239203e-15,4.2634668021491983e-15,2.4242655379789369e-14,1.640498533515776e-14,1.6261529922018781e-14,2.8382145292041318e-14,1.2787588749251968e-14,8.2822878180100214e-15,1.5720798683484843e-14,4.8401245379964844e-15,3.6250662917271737e-17,3.9681345939899838e-16,1.2430319267024736e-17,2.6122537827805068e-17,1.3027925049957658e-17,4.4467535760089989e-18,1.4953734821578446e-17
3.407871000000001e-09,0.1907639301111954,89.099999999999994,0.0,0.0,0.0,0.99999999999767974,10.999999999999735,9.5942780817739346e-13,6.8359014634544199e-14,9.5269545791105599e-13,9.1498252362439182e-13,9.2326458982142389e-13,2.6212506629345139e-13,2.8769799934836473e-13,1.678922503197998e-14,1.380566537753911e-14,6.9027617896342295e-15,1.3220722272762372e-14,4.0808259275421246e-14,1.1125487558482344e-14,5.5627207743689212e-15,3.3647113276591493e-14,2.2807871012248512e-14,2.2589611160314808e-14,3.6648612656306453e-14,1.9427238116436839e-14,1.1489292237103467e-14,2.1833591248243663e-14,6.6028561223511101e-15,5.630938342492511e-17,5.5832494811480068e-16,2.2366676943503825e-17,4.1178018456123315e-17,2.0329897074788178e-17,8.032336297585131e-18,2.6606558327861316e-17
3.932159000000001e-09,0.1907639301111959,89.099999999999994,0.0,0.0,0.0,0.99999999999732281,10.999999999999661,1.1036467404694685e-12,7.9029349278478731e-14,1.0947407517818362e-12,1.0501767939398685e-12,1.0610687848140514e-12,2.9305208618734787e-13,3.2590058572219089e-13,1.8135737802549352e-14,1.4874642916211929e-14,7.4372063613311735e-15,1.6482788973697518e-14,5.3570962929122497e-14,1.389217354488409e-14,6.9460437199236529e-15,4.4557905235865006e-14,3.0254036954691625e-14,2.9940114659511782e-14,4.5304038050260561e-14,2.7615792280106421e-14,1.5207731129985421e-14,2.8931771599523281e-14,8.5986799234452573e-15,8.1804144999245145e-17,7.4835776026241508e-16,3.6740258984770968e-17,6.0592743539110327e-17,2.9658845221349276e-17,1.3239818308440015e-17,4.3241949595698883e-17
4.456447000000001e-09,0.19076393011119644,89.099999999999994,0.0,0.0,0.0,0.99999999999696587,10.999999999999577,1.2469744886590303e-12,8.9740538582931273e-14,1.2356028378647448e-12,1.1839279771512201e-12,1.1977566779020584e-12,3.2192381233422721e-13,3.6266368170628532e-13,1.9342119240730027e-14,1.5820209028760416e-14,7.9099315892969159e-15,1.9883495235024766e-14,6.7883984003834848e-14,1.6782319191008476e-14,8.3910860612592914e-15,5.6955357455947442e-14,3.8735602781895456e-14,3.8302461286639467e-14,5.4195868955865136e-14,3.7355899537414071e-14,1.9430500281005009e-14,3.7004387585313971e-14,1.08105439298244e-14,1.1314170548988446e-16,9.67011972031882e-16,5.6672477492110592e-17,8.4770440173403844e-17,4.1184862953616003e-17,2.0491155011941545e-17,6.5970731482080038e-17
