Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704)
3.2767e-11,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.1217968758790981e-17,5.4632216095979623e-18,1.1217864246765017e-17,1.0919321788532576e-17,1.0920668953829853e-17,3.0725365642147629e-18,3.0724167454331739e-18,2.3411974488992642e-18,1.9706894585647639e-18,9.8533231967298624e-19,2.0087500397752365e-20,3.5336477859850099e-21,1.6908928845599986e-20,8.4538104432632191e-21,4.0143582037399028e-21,2.7143227020112047e-21,2.7015792618270243e-21,2.6106274551502499e-21,1.918677403743052e-23,1.7076005959470009e-22,2.629982811885413e-21,7.4004754584811553e-22,3.0967871134802706e-26,2.6738581607880244e-23,2.123614580879452e-28,1.4760566559124432e-26,1.2172317924616438e-26,8.3468189050311723e-29,4.1251339008678374e-29,2.7375076090326291e-31,5.589665642841085e-25,5.7839310262174517e-22,3.8339679683915807e-27,2.4122925497517499e-33,1.8796052860577214e-30,8.982726187638998e-35,1.7501305971308185e-30,2.8301246861401925e-23,6.7433012659877387e-27,3.239020820108255e-27,1.2102687354246572e-19,3.0271979500788737e-34,6.112933040542491e-36,1.297774087219111e-31,2.9146069635382462e-23
6.5535e-11,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.2430849669921516e-17,1.0926723891112859e-17,2.2430432118469556e-17,2.1830875197379058e-17,2.1836260699836981e-17,6.1383841522092061e-18,6.1379052193256441e-18,4.6428035519413764e-18,3.9081024638131695e-18,1.9540023383050996e-18,7.9755440722243314e-20,1.412095939804674e-20,6.7137646512411929e-20,3.356364172789619e-20,1.6052519400865883e-20,1.0855234236390914e-20,1.0804137121307149e-20,1.0356471362598507e-20,1.5229129994746874e-22,6.8285652238047701e-22,1.051775364188322e-20,2.9574439453039005e-21,2.4585880810718966e-25,1.0666897324806608e-22,3.3722944269049421e-27,1.1779264527289764e-25,9.6663905583311935e-26,1.3257783416934494e-27,6.5064565887250349e-28,8.6363488893872054e-30,4.4025391938496706e-24,1.0972683894634685e-21,6.041427699634727e-26,7.3679611751783146e-32,3.1884059667789608e-29,5.489294226175227e-33,2.7803253165779969e-29,1.1285571201481283e-22,5.3931212326315448e-26,2.5888226921422091e-26,2.4203993259147701e-19,1.0261712040250366e-32,9.6327578151640986e-35,4.0910682140498931e-30,1.1657925396476641e-22
9.999999999999999e-11,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999989,11.0,3.4216019955831068e-17,1.6673410689657096e-17,3.4214945721248866e-17,3.32949042211879e-17,3.3308772814935175e-17,9.3523903058772552e-18,9.3511572905496196e-18,7.0028961206663892e-18,5.8948150975937274e-18,2.9472845530692688e-18,2.0313007770858436e-19,3.6341429846142429e-20,1.7100342302382618e-19,8.5477868305391958e-20,4.135681922373217e-20,2.7972139309027424e-20,2.7839912278099971e-20,2.6340764665693834e-20,7.0298084060937345e-22,1.7593800892396741e-21,2.7101731205118894e-20,7.6116774414720881e-21,1.1353885575978517e-24,2.7377565108542719e-22,2.9553677419499296e-26,5.4896357548659424e-25,4.4660980109235566e-25,1.162364772596101e-26,5.6300095899030057e-27,1.4538998634922503e-28,2.0046142914741336e-23,1.5650318110511235e-21,5.218504935745606e-25,1.1695377720399258e-30,3.1241627525556533e-28,1.7178405596976648e-31,2.4384239025270973e-28,2.8946004751583397e-22,2.5233173422144572e-25,1.2098540651222263e-25,3.692898162824434e-19,1.9598504818326574e-31,8.320737786062147e-34,6.876987005103886e-29,3.00473842456668e-22
1.31071e-10,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999989,11.0,4.4840625380276036e-17,2.1854182647224715e-17,4.4838959130561386e-17,4.3629993320238077e-17,4.3651509618307177e-17,1.2249891689908012e-17,1.2247978851698616e-17,9.1305745249273736e-18,7.685882796540361e-18,3.8427515977504679e-18,3.1435518566745874e-19,5.6373701347456266e-20,2.6464083901065784e-19,1.3227975236137257e-19,6.4169234711800608e-20,4.3403427790440138e-20,4.3198060251310765e-20,4.0750977264576038e-20,1.1994402840420168e-21,2.7298911510670971e-21,4.2052573127860681e-20,1.1807577309728051e-20,1.9373203390115863e-24,4.2442621214983025e-22,5.3156803807513216e-26,9.3767420867010709e-25,7.6209417420599283e-25,2.0907416756530499e-26,1.01190221156842e-26,2.686765747581797e-28,3.4149215922483252e-23,1.9867314272458149e-21,9.378459871274888e-25,2.1574794200397198e-30,5.6532259965793824e-28,3.2170265577058257e-31,4.3860670269803103e-28,4.4867296811215574e-22,4.3119442436517404e-25,2.0671772820280047e-25,4.8400854937868652e-19,3.634189601896384e-31,1.4953661097921735e-33,1.2707931592009689e-28,4.6625909587410244e-22
2.62143e-10,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999978,11.0,8.9596311495983226e-17,4.371076161733502e-17,8.9589677338194547e-17,8.713248969805833e-17,8.7218349486673077e-17,2.4392713661385919e-17,2.4385087178374307e-17,1.7667459234869825e-17,1.4872574143546562e-17,7.4355712202333981e-18,1.2215671073967158e-18,2.2461580112731278e-19,1.0285172476567126e-18,5.1394521717102811e-19,2.5634768575897229e-19,1.734716487857427e-19,1.7264239886642778e-19,1.5782296792402483e-19,9.3051068358012261e-21,1.0907180070278561e-20,1.6806088283685535e-19,4.7053125525344921e-20,1.5045437082198383e-23,1.6803536255459048e-21,8.2595969077325205e-25,7.4275708838829464e-24,5.9244991659120152e-24,3.2514442076849228e-25,1.5312422882846183e-25,8.1341754269202208e-27,2.5715853038749064e-22,3.3260880019024199e-21,1.4143008427459431e-23,5.8690397722694388e-29,1.0648590694491957e-26,1.7525748990478847e-29,6.8257561560928707e-27,1.7735180820059041e-21,3.445429373535872e-24,1.6475368437235274e-24,9.6766201749991133e-19,1.3667776467253499e-29,2.2550713352569906e-32,3.8365023148663378e-27,1.8644544225845545e-21
5.24287e-10,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999956,11.0,1.7885286374946004e-16,8.7429828410018937e-17,1.7882656097217923e-16,1.7375623331867499e-16,1.7409804740108529e-16,4.8361963604532209e-17,4.833167987053025e-17,3.3153840840426239e-17,2.7910341236809944e-17,1.3952613690451039e-17,4.6212666139707159e-18,8.9150244444521856e-19,3.8918916747962581e-18,1.9436113162446405e-18,1.0227606098902723e-18,6.9274812517173362e-19,6.8936955322088821e-19,5.9306030920172871e-19,7.0143885875705077e-20,4.352983813377223e-20,6.7104708523982855e-19,1.8680937636586156e-19,1.1369117052896188e-22,6.5923254778460215e-21,1.2491421932336742e-23,5.8268715614293685e-23,4.4852681655769086e-23,4.9251688508127102e-24,2.1999248510973522e-24,2.3388015532784526e-25,1.8316940589560798e-21,4.9696801525463441e-21,2.0198086044349712e-22,1.4209521517656279e-27,2.1277867926778701e-25,8.505794547733055e-28,1.0353630437231079e-25,6.937036572011016e-21,2.7497468186749495e-23,1.3081812101788381e-23,1.9334475896312415e-18,5.453594716553926e-28,3.2205492121564298e-31,1.0978773436713163e-25,7.4517253814741966e-21
9.999999999999999e-10,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999911,11.0,3.3990672804178255e-16,1.667860231170377e-16,3.3981036529039171e-16,3.2958101750391298e-16,3.3084172991328156e-16,9.0741358680542275e-17,9.0630516698777051e-17,5.6498411465191809e-17,4.7561933655745678e-17,2.3773210253004157e-17,1.5544409457155857e-17,3.2687694101693143e-18,1.3096163707280307e-17,6.5330004129649505e-18,3.7878107761506386e-18,2.570206469210555e-18,2.5571927405595901e-18,1.9692203693970154e-18,4.618590284584787e-19,1.6130869284831387e-19,2.4890220790466064e-18,6.8534513797369721e-19,7.5293502126339731e-22,2.3719468727413247e-20,1.644772954343163e-22,4.1245205032315729e-22,2.9799731069076749e-22,6.5025788487808958e-23,2.6313399220212036e-23,5.5799934275723398e-24,1.0892106174343327e-20,6.3844535901980721e-21,2.3945595323619295e-21,2.669101244262861e-26,3.9528298850313703e-24,3.1992197987477228e-26,1.3706888638765913e-24,2.4831889560869148e-20,2.0119505313269139e-22,9.4765645652978573e-23,3.6782585414875926e-18,2.0201512522585339e-26,3.8180883554668721e-30,2.6023425336773642e-24,2.7674615311696232e-20
1.0485750000000002e-09,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999911,11.0,3.5635191969725472e-16,1.7488907507881604e-16,3.5624840312992359e-16,3.4549226838795017e-16,3.4684680940034619e-16,9.5068713862799647e-17,9.4949646087572612e-17,5.8882122900653944e-17,4.9568555509152693e-17,2.477599024435613e-17,1.665977032307233e-17,3.5115118680379215e-18,1.4036010871385379e-17,7.0016224085235973e-18,4.0701497322567321e-18,2.761913525905845e-18,2.7479159525066636e-18,2.1097399156864515e-18,5.018570168484499e-19,1.73335078227227e-19,2.674655297655652e-18,7.3625056755014523e-19,8.1820813772106282e-22,2.5468319364977774e-20,1.7999655558772543e-22,4.4861767010542762e-22,3.2384587979729837e-22,7.1162655882366426e-23,2.8775623329033435e-23,6.1258844421111022e-24,1.1817263818773769e-20,6.5289159440415308e-21,2.6184434896816551e-21,2.9271335407585799e-26,4.3347260857237362e-24,3.5172065092698452e-26,1.500077666742859e-24,2.6659130952073068e-20,2.1893129365743885e-22,1.0310637255081212e-22,3.856420988144343e-18,2.2208600061603462e-26,4.1750679294300695e-30,2.8568570190424803e-24,2.973957228861413e-20
2.0971510000000003e-09,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999811,11.0,7.0733667690962723e-16,3.498860708181923e-16,7.0693407792524068e-16,6.8302479246725234e-16,6.8834504761110804e-16,1.8380898642758971e-16,1.8335209477304514e-16,9.5580218814314427e-17,8.0431972440424815e-17,4.0192992650763605e-17,5.5490847630894203e-17,1.3628320291698408e-17,4.6777678251787676e-17,2.3284157914110372e-17,1.6115943846399435e-17,1.0975615541348867e-17,1.0915882052093763e-17,6.8456577971726302e-18,3.2884925946955719e-18,6.8717942724508885e-19,1.0623074124177632e-17,2.8607308456488167e-18,5.4403170884426082e-21,9.6213789188005934e-20,2.3967941330305996e-21,3.3342051760655454e-21,2.1641652733176725e-21,9.5141938336702958e-22,3.2198545580254345e-22,1.3737127918876413e-22,6.4966320286386114e-20,7.8200420448054654e-21,2.9027025449916627e-20,4.9660642938892377e-25,8.3075589179711659e-23,1.1997428095867221e-24,2.0165415148175937e-23,9.9888561268590852e-20,1.7349157461648192e-21,8.0094014439854183e-22,7.6543745998395882e-18,8.5256624664002649e-25,4.6283179191614539e-29,6.3762740278175755e-23,1.1820957347766532e-19
4.194303e-09,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999611,11.0,1.3936003650035029e-15,7.001811844298318e-16,1.3920616099621178e-15,1.3351508285520607e-15,1.3556946666574385e-15,3.4440628843976895e-16,3.4274874775982197e-16,1.3694156926452516e-16,1.1505435147271444e-16,5.7474737728798084e-17,1.6524241678035775e-16,5.1437518629089422e-17,1.3936881858249056e-16,6.9093804907006128e-17,6.3184876068414926e-17,4.3336034216227128e-17,4.3068660458123141e-17,1.9376881370697636e-17,1.889068695099779e-17,2.7011654610305407e-18,4.1899277637882743e-17,1.082105954383477e-17,3.2378311525945751e-20,3.5421982935367766e-19,2.8529008839215373e-20,2.3269181124025759e-20,1.296611863915206e-20,1.1379162833855441e-20,2.8671300362383563e-21,2.4528603972211554e-21,2.8590053792839679e-19,9.2641857896104825e-21,2.5858630306740503e-19,6.854314329349314e-24,1.3646114505376349e-21,3.334726837162457e-23,2.4382391591790705e-22,3.6408689418241281e-19,1.3622218621976679e-20,6.0504524299355167e-21,1.5005620255088644e-17,2.8131711992119364e-23,4.1231232802174486e-28,1.1489192466118469e-21,4.65038457549234e-19
8.388607e-09,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999223,10.999999999999998,2.7060360525936039e-15,1.4019213412150754e-15,2.7003053433020258e-15,2.5537542923299032e-15,2.6305589222130827e-15,6.0988257576283016e-16,6.0451939940307055e-16,1.7194756085245602e-16,1.4378050594983315e-16,7.1782899588738214e-17,4.3287497901013138e-16,1.8470396278085923e-16,3.6509531832827655e-16,1.7962577070331645e-16,2.4307476875850313e-16,1.6896936215012577e-16,1.6769003199151228e-16,4.6151569122192029e-17,9.1531110146331716e-17,1.0449188720315118e-17,1.6302666361656363e-16,3.9006261268237102e-17,1.6969265473412466e-19,1.2751966025865191e-18,2.9717383291400757e-19,1.4654352700407655e-19,6.8449174740735156e-20,1.1898867931198572e-19,1.9267556669938753e-20,3.2986741155732278e-20,9.7947917062592774e-19,1.1659060487809556e-20,1.7916842404673049e-18,7.7578361889620265e-23,1.8042283977420798e-20,7.6105021634668286e-22,2.6052460542609735e-21,1.3020905700064189e-18,1.0508445177926494e-19,4.3395939675317932e-20,2.8636840961663435e-17,7.4947710889250354e-22,2.8568165467177639e-27,1.618651503205233e-20,1.7884809323325571e-18
9.999999999999999e-09,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999999079,10.999999999999998,3.1881827888429027e-15,1.6719435452007198e-15,3.1801771651931404e-15,2.9912084678317107e-15,3.0983784903837469e-15,6.9419831137185143e-16,6.8714650886503729e-16,1.7856877777490236e-16,1.4900007006380849e-16,7.4368870577701892e-17,5.4270252404225183e-16,2.5406909021416693e-16,4.5764702070980599e-16,2.2448086718117111e-16,3.4292653816485544e-16,2.3960198699370693e-16,2.3765819977364581e-16,5.5785742006182717e-17,1.3376652366764069e-16,1.4775363128348209e-17,2.3098701317089226e-16,5.3727692505813901e-17,2.5585342439864308e-19,1.7705750201478164e-18,5.3372938061700685e-19,2.3148166311641262e-19,1.0339727924620093e-19,2.1383329989848869e-19,3.0196810388256913e-20,6.1682217934910918e-20,1.2941273082879552e-18,1.2520097462692515e-20,2.8518687179246248e-18,1.4129629670853112e-22,3.3918656971379297e-20,1.6383124641075907e-21,4.7181430734267304e-21,1.8075861331029145e-18,1.7779454891747708e-19,7.1537100102320179e-20,3.3471713223620695e-17,1.6613584218515661e-21,4.5472666416550629e-27,3.0861872319804142e-20,2.520209259148205e-18
1.2582911e-08,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999998834,10.999999999999996,3.9610185332407085e-15,2.1047636709669147e-15,3.9493664364339894e-15,3.6924062525431687e-15,3.8482491356225315e-15,8.2934848328995765e-16,8.1958997233268179e-16,1.8918196401958191e-16,1.5736653905380174e-16,7.8513938176403889e-17,7.1874572031185198e-16,3.6525484729756763e-16,6.0599867058663861e-16,2.9637935631368712e-16,5.0297950697453219e-16,3.5281942288138884e-16,3.4981057366028842e-16,7.1228412489398982e-17,2.0146590809697468e-16,2.1709812680026276e-17,3.3992104380632444e-16,7.7324758323575788e-17,3.9396101189278713e-19,2.564619901738881e-18,9.1290561277955361e-19,3.6762948433944801e-19,1.5941579462781007e-19,3.6586028140064576e-19,4.7715373302974136e-20,1.0767836078968641e-19,1.7984785968294635e-18,1.3900258524476896e-20,4.5512444436810167e-18,2.4343013664766955e-22,5.9366985495953024e-20,3.0444811080239899e-21,8.1049177166518491e-21,2.6178478447853755e-18,2.9434197695604807e-19,1.1664472612506508e-19,4.1221557457152981e-17,3.1230181621733933e-21,7.2568987085466292e-27,5.4385085941474577e-20,3.6931007538634818e-18
1.6777215e-08,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.99999999999998446,10.999999999999995,5.1610800250137883e-15,2.8086636460190516e-15,5.1419445378493601e-15,4.7564229888655434e-15,5.0113217294722166e-15,1.0108057414529898e-15,9.9641060446748521e-16,1.9979518520550065e-16,1.6529797290250968e-16,8.2402044490454521e-17,1.011707539829272e-15,5.8460173110524842e-16,8.5260356904186477e-16,4.1463693846986438e-16,8.3755033273236658e-16,5.9230927772644892e-16,5.8674233184850553e-16,9.3748574704466505e-17,3.4333386275947193e-16,3.6291296850570698e-17,5.6990281197463278e-16,1.2401594961228562e-16,7.0551030685198028e-19,4.1962603704605512e-18,2.0024462940006618e-18,6.9306664101344729e-19,2.8611342838508597e-19,8.0276544897139139e-19,8.7668633920118116e-20,2.4329433499819214e-19,2.6798791577959314e-18,1.602188225910305e-20,8.5839891555954664e-18,5.4047473681841207e-22,1.3585151051105382e-19,8.1142589392239195e-21,1.7975520049329717e-20,4.2909250429079105e-18,6.0948993333832309e-19,2.3286580772825984e-19,5.2823577820685576e-17,8.5544736193519411e-21,1.3687056848743648e-26,1.2643046408107604e-19,6.1332581222436146e-18
2.5165823e-08,0.21139400080632753,89.099999999999994,0.0,0.0,0.0,0.99999999999997657,10.999999999999986,7.4397405756678382e-15,4.2188184876891934e-15,7.4024351027543636e-15,6.7244133439083768e-15,7.2167955895483748e-15,1.3040656639465462e-15,1.2807163058094978e-15,2.1623584545257904e-16,1.7707484186116286e-16,8.8086227964717386e-17,1.6034724474974969e-15,1.0938036484567963e-15,1.3500383543397988e-15,6.5018018706405013e-16,1.666726868907622e-15,1.1943200734570104e-15,1.1813828370027368e-15,1.3305592747977987e-16,6.8655652057913779e-16,7.2707022397571905e-17,1.1466226701564422e-15,2.3274236702829306e-16,1.5307924126031755e-18,8.1986145614519104e-18,5.6644541642167643e-18,1.5912640409486e-18,6.2250796689048254e-19,2.2704312498456818e-18,1.9138577876532991e-19,7.0094794867268598e-19,4.5130852967553199e-18,2.0009393533344661e-20,1.9619514525209029e-17,1.5477051331797642e-21,4.0219462225502611e-19,2.9861249933161252e-20,5.1762642237399919e-20,8.428448899315228e-18,1.6151430021262686e-18,5.8180793154567253e-19,7.3950864713897495e-17,3.2517880146757715e-20,3.1283056476623011e-26,3.8294986016438389e-19,1.21423413765764e-17
3.3554431e-08,0.21139400080632753,89.099999999999994,0.0,0.0,0.0,0.99999999999996869,10.999999999999977,9.5359279062266691e-15,5.6325318799082828e-15,9.4759027003418563e-15,8.4571512075485291e-15,9.2411245160612646e-15,1.5056492229665991e-15,1.4744552424790626e-15,2.2949405235991735e-16,1.8614626318936781e-16,9.2335361631302769e-17,2.2000086662185766e-15,1.6952977837999045e-15,1.8504258484141012e-15,8.8244915382958692e-16,2.7310666685164668e-15,1.9811413761384145e-15,1.9569907105473296e-15,1.6437412700569788e-16,1.1084253178216062e-15,1.1993374377687016e-16,1.898037263733362e-15,3.6166269835085364e-16,2.6689420229296505e-18,1.3297204919770724e-17,1.2038419864326925e-17,2.8695131812203456e-18,1.0875284858963695e-18,4.822552592049905e-18,3.2880664255119196e-19,1.4903643400046329e-18,6.421420978979739e-18,2.3617433594828789e-20,3.5230006481007341e-17,3.3119267271932541e-21,8.7812535666921614e-19,7.6620828107892994e-20,1.1170807837972494e-19,1.376023933299158e-17,3.2908991468768014e-18,1.125535542911057e-18,9.2072546782712588e-17,8.507319274583933e-20,5.6173780317378893e-26,8.5149047103533056e-19,1.9791168107025412e-17
5.0331647e-08,0.21139400080632753,89.099999999999994,0.0,0.0,0.0,0.99999999999995293,10.999999999999961,1.3213481797446086e-14,8.4702994889639973e-15,1.309778354834965e-14,1.1308041403753503e-14,1.2780293189274886e-14,1.7455432842593564e-15,1.7046506028147858e-15,2.5580408951072183e-16,2.0419946514459773e-16,1.0051412308008407e-16,3.3978036548251772e-15,3.0600955549250899e-15,2.8524027843380249e-15,1.3328988440220381e-15,5.4732912054039552e-15,4.076007506630522e-15,4.0137931939283817e-15,2.1199671110935596e-16,2.0921667524094408e-15,2.4423462492620742e-16,3.8861752972076813e-15,6.5544956574550413e-16,5.9238800485951686e-18,2.6494992114920924e-17,3.7783795342424922e-17,6.4964352254856024e-18,2.4212683086440553e-18,1.5088151413229659e-17,6.8188054969274466e-19,4.4740078157065767e-18,1.0375939031383329e-17,2.9799270282796305e-20,8.0239356504925877e-17,1.0466353814857264e-20,2.8412419348231166e-18,3.6126119262092536e-19,3.6570193175980714e-19,2.7876032800011915e-17,9.6766136362353248e-18,2.9127212398865905e-18,1.2098260759810602e-16,4.1349995607669877e-19,1.2794059695028739e-25,2.8890399591400091e-18,3.9221795286236691e-17
6.7108863e-08,0.21139400080632748,89.099999999999994,0.0,0.0,0.0,0.99999999999993716,10.99999999999994,1.6285750924685601e-14,1.1320613481855943e-14,1.6104589438179337e-14,1.3475793166523039e-14,1.5721976848454616e-14,1.8457196617461322e-15,1.8022154327701974e-15,2.8219337966974944e-16,2.2241357377252666e-16,1.084273348896457e-16,4.6009530501338659e-15,4.5625746716407039e-15,3.8559278711598392e-15,1.7656024159107485e-15,8.8966497030406919e-15,6.7835024337451702e-15,6.6603898241233201e-15,2.4671982909633915e-16,3.1949135769658996e-15,4.0324958370571095e-16,6.4376951873457644e-15,9.7997621210236252e-16,1.0423714297387442e-17,4.318289185320711e-17,8.4104067928436011e-17,1.1332977635470206e-17,4.269089892381601e-18,3.3473786743084394e-17,1.119124608731513e-18,9.480415917832805e-18,1.4494200162739633e-17,3.4795448582320251e-20,1.4218121927934717e-16,2.3338770274173587e-20,6.3893569111313611e-18,1.0399361255287705e-18,8.4311044731890091e-19,4.6140935455498561e-17,2.0732114563463971e-17,5.6076711793446088e-18,1.4220040923690418e-16,1.2041802372684137e-18,2.2670608312094575e-25,6.7504267010808744e-18,6.3168805461809668e-17
8.388607900000001e-08,0.2113940008063275,89.099999999999994,0.0,0.0,0.0,0.9999999999999214,10.999999999999918,1.8846473441424522e-14,1.4182173672811334e-14,1.8594531016699707e-14,1.5115926397859613e-14,1.8160809701593487e-14,1.8809692081979944e-15,1.8401383802266171e-15,3.0882826016664696e-16,2.4090186536474664e-16,1.1615324528520697e-16,5.8087188339472695e-15,6.1286238739164268e-15,4.8611968645227289e-15,2.1817554946589701e-15,1.284476424394603e-14,1.000848614916299e-14,9.7989989351106956e-15,2.7539594022553281e-16,4.3517103370386325e-15,5.9122222220999103e-16,9.4551835710370374e-15,1.3187559604406864e-15,1.6112086515360771e-17,6.2801407028641469e-17,1.554546112827328e-16,1.7118244896413331e-17,6.6078704414796964e-18,6.1655529983969574e-17,1.6218250714512371e-18,1.6683839267540523e-17,1.8754878582041544e-17,3.8827335432989047e-20,2.1941149892848106e-16,4.312380636894506e-20,1.1829479854631497e-17,2.3448578001375767e-18,1.6101515493887854e-18,6.8046013474267692e-17,3.7305775816119296e-17,9.1560415715791079e-18,1.580902957724269e-16,2.7289466323080867e-18,3.498487495178097e-25,1.2948274937550799e-17,9.0553026544399177e-17
9.999999999999998e-08,0.21139400080632742,89.099999999999994,0.0,0.0,0.0,0.9999999999999063,10.999999999999895,2.0903399133660734e-14,1.6940188193699534e-14,2.0581760765562571e-14,1.6314552780451736e-14,2.0109358669914925e-14,1.8906911753072043e-15,1.8553570816940263e-15,3.3449970250889674e-16,2.5876933930178082e-16,1.2334437639201695e-16,6.9728538394571428e-15,7.65679407262461e-15,5.8287476311687711e-15,2.5670973378156788e-15,1.7010006740937609e-14,1.3512947851958511e-14,1.3194823364071763e-14,3.0066691207666798e-16,5.4815057011005542e-15,7.9438118068865751e-16,1.2710577431981856e-14,1.649405887329344e-15,2.2642980433763926e-17,8.3977186060420047e-17,2.5105569876273006e-16,2.3352915585965707e-17,9.2943852997624632e-18,9.9221440429476597e-17,2.156822045812034e-18,2.5750772077484736e-17,2.2965154420443738e-17,4.1970436340924579e-20,3.0647378096190759e-16,6.9544342821167504e-20,1.9048460565904956e-17,4.4462070166601244e-18,2.6808280842646099e-18,9.2083237582158427e-17,5.9060152156859362e-17,1.3277602932258896e-17,1.7007435912220469e-16,5.1824495199308149e-18,4.8866841485790269e-25,2.1550082001571168e-17,1.1934535008714116e-16
1.0066329500000002e-07,0.21139400080632742,89.099999999999994,0.0,0.0,0.0,0.99999999999990563,10.999999999999893,2.0979615778333543e-14,1.705391724903032e-14,2.0655072551618272e-14,1.6355983058717362e-14,2.0181296762058033e-14,1.8905846307569838e-15,1.8555382976940883e-15,3.3555829333022008e-16,2.5950712779588755e-16,1.2363556872029262e-16,7.0208594406758451e-15,7.7202025819491828e-15,5.868617312849282e-15,2.5826576318675301e-15,1.7189296290315724e-14,1.3665746633342152e-14,1.3342611187317523e-14,3.0165944569601184e-16,5.5284046334540239e-15,8.0321867992513799e-16,1.28520787503783e-14,1.6631269077770105e-15,2.2934222615668559e-17,8.4897824089600152e-17,2.5555931706272787e-16,2.3623790706928426e-17,9.4142125538035443e-18,1.0098818887474273e-16,2.1799394564381839e-18,2.6169099663527507e-17,2.3140939932061039e-17,4.2084500864143187e-20,3.1032805981961543e-16,7.0787633365177422e-20,1.938748005382442e-17,4.550509948696419e-18,2.7319121881807949e-18,9.3135629453377109e-17,6.0078159076264753e-17,1.3462238681583959e-17,1.7049883913202803e-16,5.3042086192368169e-18,4.94814011884744e-25,2.1959776484880445e-17,1.2058282132806806e-16
1.34217727e-07,0.21139400080632742,89.099999999999994,0.0,0.0,0.0,0.99999999999987421,10.999999999999842,2.420731669377428e-14,2.2825388414847188e-14,2.3740095393106486e-14,1.7959909508529035e-14,2.3211539477108945e-14,1.8776694210200576e-15,1.8583150347077317e-15,3.8921586597906661e-16,2.969223751503147e-16,1.3786858019352478e-16,9.4577329622411817e-15,1.0938056400608444e-14,7.8906977380986975e-15,3.3427792433145833e-15,2.6741039558727259e-14,2.2029354914952156e-14,2.1394235463323848e-14,3.5108183818804452e-16,7.9026225483283668e-15,1.2856597806973291e-15,2.0535269892633251e-14,2.3587745497038693e-15,3.9804057527955237e-17,1.3538974121453902e-16,5.5181081129356873e-16,3.8200620993950125e-17,1.6350015418700948e-17,2.164143796940189e-16,3.4503718945768963e-18,5.2053004644096809e-17,3.2229767312651655e-17,4.6790853898839664e-20,5.2797982288054057e-16,1.5211332009644598e-19,4.1285391224132991e-17,1.2829093873557504e-17,6.2644474731335649e-18,1.5154819152895154e-16,1.2592101370059214e-16,2.3940952671525612e-17,1.8920124034760256e-16,1.4909104840790766e-17,8.4185689044781062e-25,4.9930048591790194e-17,1.8699810550069574e-16
1.6777215900000002e-07,0.2113940008063274,89.099999999999994,0.0,0.0,0.0,0.99999999999984257,10.999999999999783,2.6442597813227119e-14,2.8630503738200325e-14,2.5847302170125138e-14,1.8886896674049347e-14,2.5285507390045115e-14,1.8794741225806904e-15,1.8749911106560876e-15,4.4326457126964066e-16,3.3461474965858007e-16,1.5125010511468992e-16,1.1910631335295647e-14,1.4147348440379628e-14,9.9234045401414627e-15,4.0541202980569366e-15,3.6947474048072411e-14,3.1393648066041036e-14,3.0330723221626228e-14,4.0165124738162708e-16,1.0254666265953443e-14,1.824477202434219e-15,2.9006652091684896e-14,3.0509331777186201e-15,6.0678528789833347e-17,1.9256186006512254e-16,9.909775788078117e-16,5.3968740698070309e-17,2.4912098854830991e-17,3.8563316864991351e-16,4.9105594036433695e-18,8.7221992321478843e-17,4.1636836492729721e-17,4.9893856315564272e-20,7.844825470866367e-16,2.7151667248568805e-19,7.2716747840553553e-17,2.8487304542187803e-17,1.191244088158529e-17,2.1882129434938254e-16,2.2140095598167087e-16,3.621883698293972e-17,2.0609064135324027e-16,3.2886414683702598e-17,1.2508471171170394e-24,9.3690721642670867e-17,2.5982961953071887e-16
