Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144)
4.1427140508000007e-07,0.21526493782265646,89.099999999999994,0.0,0.0,0.0,0.99999999998936873,10.999999999981954,9.9726094343129603e-13,9.6997946544049578e-13,8.8752511002211097e-13,6.6289685352429694e-13,8.6927598676160228e-13,4.5839797721434574e-14,7.7781777235011205e-14,3.1050796731482034e-14,2.1122082372481038e-14,6.9041633526912999e-15,3.795947700000739e-13,1.3070076629165868e-12,3.0478781114066791e-13,9.2333012478827017e-14,3.4399176514366269e-12,3.3073404050310253e-12,2.8859799389809224e-12,7.2512954238756853e-14,8.9784739155600457e-13,5.9999470666908799e-13,2.6458001396188914e-12,1.84452698760039e-13,3.2299251526161737e-14,6.3423456963278284e-14,3.7608564100760923e-13,9.2302449048600716e-15,1.2261778768198276e-14,1.3035063967205914e-13,5.0670369992164995e-15,5.9100258184382706e-14,2.9672001708838371e-15,6.9147225154568555e-18,3.1448789898111392e-14,1.1953449291278406e-16,2.8649926868686167e-14,6.2769107601736949e-14,2.5525999309100328e-14,5.6940665946343563e-14,9.3447468753954943e-14,6.8785407206470078e-15,1.3391821286170223e-14,4.1561280473801653e-14,1.074034830233598e-22,2.8078260630349684e-14,2.485019019363631e-14,8.5717541322002792e-14,1.6606947403037807e-14,8.1842759582736462e-16
4.414504950000001e-07,0.215264937822655,89.099999999999994,0.0,0.0,0.0,0.99999999998864886,10.999999999980506,1.0075516177199643e-12,1.0513393355457186e-12,8.9473767558665316e-13,6.7059520783433688e-13,8.7610616188609112e-13,4.6275107380130433e-14,7.9401538030528799e-14,3.3667452430011691e-14,2.2769107443832189e-14,7.3126556417594051e-15,4.1357106225787451e-13,1.3978907187580388e-12,3.3050264584917898e-13,9.8383609132623756e-14,3.6937351087295924e-12,3.571127672746055e-12,3.1009825571015679e-12,7.6700252118106143e-14,9.546382176751891e-13,6.531946821279522e-13,2.8399232857447346e-12,1.9717648606537035e-13,3.5933762114897069e-14,7.0841540452707765e-14,4.2320781901103882e-13,9.9219001909393619e-15,1.3563293301966649e-14,1.4568156178378226e-13,5.6559767523617192e-15,6.6612405335805209e-14,3.1860436079097526e-15,6.9774915762141897e-18,3.3952869325747556e-14,1.3360525088936105e-16,3.2263355792197618e-14,7.58411218658738e-14,3.0411662779701779e-14,6.3077624087481487e-14,1.0768469331877768e-13,7.4097630777830943e-15,1.4883741770549545e-14,5.0503120820618848e-14,1.1595538132094421e-22,3.2493383064530809e-14,2.9034360621516958e-14,9.9462135639323751e-14,1.986143076858389e-14,8.8812082870765175e-16
4.686295849200001e-07,0.2152649378226536,89.099999999999994,0.0,0.0,0.0,0.99999999998792588,10.999999999979051,1.0172586408995668e-12,1.1351002676644103e-12,9.0153023904368445e-13,6.7818648730262731e-13,8.825152113743411e-13,4.6706989088975006e-14,8.1019868601893276e-14,3.6380017246321163e-14,2.4460733876317153e-14,7.7233305904860179e-15,4.4883570262669141e-13,1.4888671554956453e-12,3.5694570527503644e-13,1.0446910812850811e-13,3.9465166530000457e-12,3.8341329035838973e-12,3.3138260552580075e-12,8.0854782268487548e-14,1.0109860860919686e-12,7.0725492192464705e-13,3.0325660834466034e-12,2.0992383487883071e-13,3.9653784586947154e-14,7.8636967096114829e-14,4.7172447943840963e-13,1.0610753608185303e-14,1.48813835976541e-14,1.6128969285762347e-13,6.269162044324694e-15,7.4471929617326733e-14,3.4062411119036954e-15,7.0376339963637385e-18,3.6473057606271854e-14,1.4793102455759456e-16,3.5985228226524224e-14,9.038032394699229e-14,3.5793119732089626e-14,6.9450618429299316e-14,1.2293297152657371e-13,7.9368584251743166e-15,1.6430168916961908e-14,6.0522467828629562e-14,1.2456229435575759e-22,3.7247703564158467e-14,3.3655092437095829e-14,1.1425941708416203e-13,2.3466872758905703e-14,9.5979767188864696e-16
5.229877647600001e-07,0.21526493782265066,89.099999999999994,0.0,0.0,0.0,0.99999999998647016,10.999999999976113,1.0354526034523809e-12,1.3098821793721141e-12,9.1422749207448912e-13,6.9312788683521739e-13,8.9446473550211943e-13,4.7560806863590028e-14,8.4253863516617193e-14,4.2095349651186416e-14,2.7977433474484571e-14,8.5507727993223986e-15,5.2327743244724064e-13,1.671094518633323e-12,4.1201263147957602e-13,1.1673914719031048e-13,4.4488900905899559e-12,4.3572679986574993e-12,3.7328586006480325e-12,8.9070222565450679e-14,1.1224166349862133e-12,8.1789087359821276e-13,3.413749730393293e-12,2.3548483363666016e-13,4.7306982486434344e-14,9.5359600794850536e-14,5.722535142710446e-13,1.1979808859509543e-14,1.7550359020565604e-14,1.9309436786528438e-13,7.5642284510915205e-15,9.1175353885589458e-14,3.8505216978870721e-15,7.1523410092819501e-18,4.1559925438519733e-14,1.7712408015916443e-16,4.3697648148406894e-14,1.2394769221062243e-13,4.8063490096804721e-14,8.2892552531684572e-14,1.5644575827187883e-13,8.9794811911576411e-15,1.9665160594873253e-14,8.3908332973366651e-14,1.419348967880811e-22,4.7782429336503163e-14,4.4253616233152372e-14,1.4699761196933588e-13,3.1760061688465705e-14,1.1090918894841196e-15
5.773459446000001e-07,0.21526493782264775,89.099999999999994,0.0,0.0,0.0,0.99999999998500178,10.999999999973149,1.0526450383614019e-12,1.4943940393091118e-12,9.2617808356407462e-13,7.0785315330919416e-13,9.0572535610121974e-13,4.8412408621942609e-14,8.7502814139116786e-14,4.8200345340007084e-14,3.1671388999954241e-14,9.3855681551128563e-15,6.0299206411199863e-13,1.8536635586410728e-12,4.6997877348806579e-13,1.2913102200547816e-13,4.9469118062051703e-12,4.8759597390185683e-12,4.1428749016037256e-12,9.7169537920371874e-14,1.2322499341428076e-12,9.3179600375526411e-13,3.7900217786589642e-12,2.6112580497219833e-13,5.5183793800332972e-14,1.1359133516617391e-13,6.7647889742860954e-13,1.3337028722799879e-14,2.0240189262727807e-14,2.25353437530101e-13,8.9445423637142746e-15,1.0910073531388479e-13,4.2996391851958615e-15,7.2623510707188949e-18,4.6705013377406499e-14,2.0673568977630081e-16,5.1687718998541793e-14,1.6359720462670541e-13,6.2363843251364312e-14,9.7243879901444054e-14,1.9395172109169059e-13,1.0008144731732918e-14,2.3059021778738963e-14,1.1191131567394762e-13,1.5950633174381597e-22,5.969877093320451e-14,5.6724589425603071e-14,1.8390007402108859e-13,4.153642048792063e-14,1.2662834215946649e-15
6.317041244400001e-07,0.21526493782264486,89.099999999999994,0.0,0.0,0.0,0.99999999998352063,10.999999999970157,1.0692261966313244e-12,1.6886407422329645e-12,9.376343042082258e-13,7.2240928725913943e-13,9.1658260478303679e-13,4.9253419218754305e-14,9.0759314852520889e-14,5.469649900040494e-14,3.5541689571653121e-14,1.0226760853709196e-14,6.8801830529559217e-13,2.0365769750464886e-12,5.308309870827269e-13,1.4163111199380937e-13,5.44055611111308e-12,5.3898556508511512e-12,4.5439339002956062e-12,1.0515977847163958e-13,1.3406063609927632e-12,1.0489052607408063e-12,4.1620829684273493e-12,2.8684031792375092e-13,6.3226183951938597e-14,1.3333311350707637e-13,7.834686293373165e-13,1.4682330232697815e-14,2.2930060677092645e-14,2.5776320560133145e-13,1.0403037060195943e-14,1.2814691717537931e-13,4.7531416656494537e-15,7.3692378519349565e-18,5.1903430892667673e-14,2.3648669705205374e-16,5.987614959545272e-14,2.0938435072380495e-13,7.8701488753791954e-14,1.1248489345059166e-13,2.3541603357599316e-13,1.1024775681957528e-14,2.6581030421408571e-14,1.446699156820635e-13,1.7725989714996637e-22,7.3011831393007058e-14,7.112362909341701e-14,2.2492966738739154e-13,5.2832745130717242e-14,1.431337862371341e-15
6.860623042800001e-07,0.21526493782264186,89.099999999999994,0.0,0.0,0.0,0.99999999998202638,10.999999999967145,1.0853785041575153e-12,1.8925797222087952e-12,9.487015823576024e-13,7.3680499469006088e-13,9.2716800075483566e-13,5.0082595667585171e-14,9.4016416675787818e-14,6.1583736585955793e-14,3.9587347713876561e-14,1.1073402689699606e-14,7.783693482134093e-13,2.2198381346130893e-12,5.9455417798930594e-13,1.5422533743360707e-13,5.9298430106567009e-12,5.8988215932031969e-12,4.9362075090836122e-12,1.130482738151684e-13,1.4475904902346046e-12,1.1691736007711898e-12,4.5305656481771375e-12,3.1262147351809208e-13,7.1389430756864165e-14,1.5458646651837832e-13,8.9250001952568538e-13,1.6015765446768016e-14,2.5604917458471447e-14,2.9010178590433671e-13,1.1933201461525082e-14,1.4822080312347946e-13,5.2105500067378087e-15,7.4736483781514725e-18,5.7149907695497323e-14,2.6617313222852843e-16,6.8200543025428293e-14,2.6131357419324517e-13,9.7069817208010653e-14,1.2859746594773189e-13,2.8080368179163511e-13,1.203117459471582e-14,3.0206570829253951e-14,1.8228043484416207e-13,1.9517759398728099e-22,8.7735318148970245e-14,8.7488023941544426e-14,2.7004691254178588e-13,6.5675842512609523e-14,1.6042142024820985e-15
7.404204841200001e-07,0.21526493782263886,89.099999999999994,0.0,0.0,0.0,0.99999999998051936,10.999999999964107,1.1012195834377665e-12,2.1061351387761375e-12,9.5945143555210107e-13,7.5104991990937003e-13,9.3757215184983762e-13,5.0902286705920955e-14,9.7275632644417085e-14,6.8860846233428835e-14,4.3807337357284499e-14,1.19245893173806e-14,8.7403968620420754e-13,2.4034419962597038e-12,6.6113232501766227e-13,1.6689998244931464e-13,6.4147935866690337e-12,6.4027909809030603e-12,5.3198783422204318e-12,1.2084223220853428e-13,1.553295343804396e-12,1.2925610166360574e-12,4.8959762104790166e-12,3.3846236968002703e-13,7.963884615748907e-14,1.7735322128692259e-13,1.0030117568607063e-12,1.7337389457617446e-14,2.8253802234789794e-14,3.2220672599772747e-13,1.35290329009439e-14,1.6923662314408076e-13,5.6713736061038687e-15,7.5760256290267778e-18,6.2438872540533221e-14,2.956456546527862e-16,7.6612118713927271e-14,3.1935458099619683e-13,1.1745288402808302e-13,1.4556413350004312e-13,3.3007988488004337e-13,1.3028806282986397e-14,3.3916188226603722e-14,2.248074290281427e-13,2.1324039541372164e-22,1.038814525569374e-13,1.0584110728840225e-13,3.1921190636549656e-13,8.0085211157049572e-14,1.7848692439951753e-15
7.947786639600001e-07,0.21526493782263592,89.099999999999994,0.0,0.0,0.0,0.99999999997899969,10.999999999961048,1.116833933474838e-12,2.3292071872188918e-12,9.6994022687520445e-13,7.6515710340669911e-13,9.4786503450498846e-13,5.1714677897351493e-14,1.0054028812020267e-13,7.6525746069804281e-14,4.820060478471494e-14,1.277946589275366e-14,9.750094636780827e-13,2.587381678393342e-12,7.3054879794894919e-13,1.7964189705370379e-13,6.8954265292978146e-12,6.9017315764087754e-12,5.6951261140668771e-12,1.2854830520869487e-13,1.6578066944786763e-12,1.4190300482499091e-12,5.2587123483590179e-12,3.6435660693738238e-13,8.7947525303814623e-14,2.0163543410821671e-13,1.1145682420595964e-12,1.8647249594187844e-14,3.0868804265691785e-14,3.5395994105498155e-13,1.518499971956436e-14,1.9111533674463376e-13,6.1351244407122532e-15,7.6767255118565047e-18,6.7764659563027402e-14,3.2479570570427358e-16,8.5072909191971722e-14,3.834520640485303e-13,1.3982808003818166e-13,1.6336792046423716e-13,3.8321013465364296e-13,1.4018826079253346e-14,3.7694593622723739e-14,2.7229083130006818e-13,2.3142895144439028e-22,1.214609347866099e-13,1.2619535032576621e-13,3.7238474187619669e-13,9.6074725667248394e-14,1.9732575328247761e-15
8.491368438000001e-07,0.21526493782263287,89.099999999999994,0.0,0.0,0.0,0.99999999997746714,10.99999999995797,1.1322669415873674e-12,2.5616782229192492e-12,9.8019837820593625e-13,7.7913380251688816e-13,9.5808678679875943e-13,5.2519993497510801e-14,1.038106610730655e-13,8.4575665461650763e-14,5.2766075100981282e-14,1.3637224961827354e-14,1.0812473894792362e-12,2.7716535483716366e-12,8.0278640860242371e-13,1.9243847265555049e-13,7.3717676746332695e-12,7.3956519645427405e-12,6.0621410633526601e-12,1.3617239330762049e-13,1.7612053664812286e-12,1.5485472301785918e-12,5.6190980705845287e-12,3.9029851556482227e-13,9.6294783040478526e-14,2.2743539920515007e-13,1.2268336940830479e-12,1.9945414537012245e-14,3.3444382979025243e-14,3.8527764184257417e-13,1.6896008305127509e-14,2.1378413179120436e-13,6.6013274103346498e-15,7.7759404260678295e-18,7.3121706135304669e-14,3.5354624945083624e-16,9.3553536145791565e-14,4.5353168218421962e-13,1.6416774395705257e-13,1.8199240203379117e-13,4.4016011476348501e-13,1.5002177703857689e-14,4.1529779953967987e-14,3.2475090309829012e-13,2.4972426466824388e-22,1.4048295200849675e-13,1.4855457705331681e-13,4.2952542203294537e-13,1.1365374327853236e-13,2.1693325460217252e-15
9.578532034800002e-07,0.21526493782262682,89.099999999999994,0.0,0.0,0.0,0.99999999997436406,10.999999999951745,1.16266050809434e-12,3.0542949005500383e-12,1.0000683945226807e-12,8.0670040691687198e-13,9.7838821839004256e-13,5.4110280184182035e-14,1.1036599163865748e-13,1.0181721393498601e-13,6.2409257915850898e-14,1.5358403064154896e-14,1.3093647829629666e-12,3.1411838289241064e-12,9.5565464768944335e-13,2.1814842350879784e-13,8.3117060332949301e-12,8.3685803346278149e-12,6.7722529490652783e-12,1.5119603306751723e-13,1.9649578323983564e-12,1.8166048487573913e-12,6.333850897324262e-12,4.4230462721243242e-13,1.1304346023934866e-13,2.8359862622053861e-13,1.4524886851217201e-12,2.2507016792758062e-14,3.8462726193041959e-14,4.4638181789687427e-13,2.0464692297757394e-14,2.6122810286222425e-13,7.5392959294884087e-15,7.9701888103837323e-18,8.3908472803630265e-14,4.0964221477793036e-16,1.1048622378948781e-13,6.1128343260193246e-13,2.1861514100721591e-13,2.2163995829420359e-13,5.6538305523989363e-13,1.6951901917072371e-14,4.9333738121662154e-14,4.4461555683332681e-13,2.8656308475515638e-22,1.8288415972798976e-13,1.9927411079556087e-13,5.5555100384027209e-13,1.5360247988760909e-13,2.5843510168741435e-15
9.999999999999997e-07,0.2152649378226208,89.099999999999994,0.0,0.0,0.0,0.9999999999731477,10.99999999994931,1.1742806151371635e-12,3.2550051646110077e-12,1.0075457281412715e-12,8.1724931337249822e-13,9.8621820008909982e-13,5.4719857160810179e-14,1.1291197927019338e-13,1.0890566607468961e-13,6.6329916026967843e-14,1.6026764677230806e-14,1.4033443990626081e-12,3.2847923304875541e-12,1.0179040180445927e-12,2.2814263601072137e-13,8.6715735379577879e-12,8.7404816268516871e-12,7.039225796562683e-12,1.5694639770960317e-13,2.0429456961095085e-12,1.9237217129602638e-12,6.6090458683873377e-12,4.6250362980975524e-13,1.195412785396657e-13,3.0701202749813688e-13,1.5401332713229456e-12,2.3487760570881552e-14,4.0357841153206414e-14,4.6947704422667963e-13,2.1895135707657295e-14,2.802956507088704e-13,7.9043468755138771e-15,8.0440275290379015e-18,8.8109520062448149e-14,4.3084465373703282e-16,1.1701926634939511e-13,6.7861425250154745e-13,2.4174540697056093e-13,2.3784973398698539e-13,6.1794431880250533e-13,1.7702441117193686e-14,5.2397989763597166e-14,4.9642966011761234e-13,3.0091044471067715e-22,2.0089255975555796e-13,2.2107597074291849e-13,6.0856673742698519e-13,1.7081095974088866e-13,2.7533798267599698e-15
1.0665695631600002e-06,0.2152649378226208,89.099999999999994,0.0,0.0,0.0,0.99999999997121092,10.999999999945443,1.1924348285544645e-12,3.5828519135441052e-12,1.0190941863146928e-12,8.3375362070107786e-13,9.9853496641060421e-13,5.5675268653692722e-14,1.1693820460912984e-13,1.2055479992400805e-13,7.2728061617670514e-14,1.7082658186810185e-14,1.5579991373310303e-12,3.5120115892157287e-12,1.1195939140966356e-12,2.4394255960301572e-13,9.2348802292849931e-12,9.3219824615582517e-12,7.4517313639681775e-12,1.6595183718550796e-13,2.1650808176700719e-12,2.096504128986455e-12,7.0417492518400042e-12,4.9444297421428541e-13,1.2979986831491003e-13,3.4586433676253323e-13,1.6785879814737086e-12,2.5022937603579395e-14,4.3293211049976257e-14,5.0526653596377803e-13,2.4201846275009195e-14,3.1109339061112102e-13,8.4819058646728883e-15,8.1589480382560687e-18,9.4759124533750948e-14,4.6370110829290088e-16,1.2728781241107877e-13,7.9180582169041578e-13,2.8051971199453805e-13,2.643834564431846e-13,7.0547882424349594e-13,1.8882433453153077e-14,5.7275406025420421e-14,5.8431079316659454e-13,3.2362008424457119e-22,2.3113027226864715e-13,2.5791943472174176e-13,6.9697286326791345e-13,1.9994862131448823e-13,3.0295352714996447e-15
1.1752859228400002e-06,0.21526493782261466,89.099999999999994,0.0,0.0,0.0,0.99999999996800837,10.999999999939062,1.2216006339298832e-12,4.1461588541649924e-12,1.0373055378227988e-12,8.6030108799065634e-13,1.0185573712961649e-12,5.7219025292158663e-14,1.2352857459191656e-13,1.4075413119629843e-13,8.3713618453213322e-14,1.8805327295048477e-14,1.8266963869708433e-12,3.8841112852851892e-12,1.2944597834807151e-12,2.6974560806788194e-13,1.0141557933915747e-11,1.0256282167668492e-11,8.1019796875794586e-12,1.8047292918901949e-13,2.3620202737465167e-12,2.3880229067194214e-12,7.7437110518633347e-12,5.4668077268954338e-13,1.4651647974021921e-13,4.1425531397344905e-13,1.9043517810262627e-12,2.7493906506443563e-14,4.7932159582861448e-14,5.6185474705719187e-13,2.8079326297999884e-14,3.6297770063232426e-13,9.4261968867805283e-15,8.3423678690708125e-18,1.0563818841085435e-13,5.156519703416068e-16,1.4388950533788428e-13,9.9422771864348433e-13,3.4959027157973104e-13,3.1010434296772069e-13,8.6018179900599487e-13,2.0796472001671061e-14,6.53231224368744e-14,7.4362993762985039e-13,3.6077411651599232e-22,2.8524598132278253e-13,3.243595865938187e-13,8.5348167787874037e-13,2.5268319006522134e-13,3.5044919140562087e-15
1.2840022825200002e-06,0.21526493782260853,89.099999999999994,0.0,0.0,0.0,0.99999999996475741,10.999999999932612,1.2501950954364662e-12,4.7430271021810917e-12,1.0547539545977309e-12,8.8635735886214273e-13,1.0384947537644867e-12,5.8744189423849897e-14,1.3013756216791783e-13,1.6237941631667976e-13,9.5357088496346047e-14,2.0522488433333586e-14,2.1149756163809402e-12,4.2574584667638659e-12,1.4801080666426897e-12,2.9549385928366424e-13,1.1031997938804953e-11,1.117186711701548e-11,8.7242955068206483e-12,1.9478738021078617e-13,2.5561563565916704e-12,2.6909426386732113e-12,8.440317661338489e-12,5.989898466245364e-13,1.6316532309370929e-13,4.8879501532599385e-13,2.1293192225797952e-12,2.9920626880250543e-14,5.2381067365518818e-14,6.1614645751306787e-13,3.2073256297245033e-14,4.1653971660767007e-13,1.0369637474498509e-14,8.5207339288659593e-18,1.1651516566560721e-13,5.6549467938232042e-16,1.602507930373311e-13,1.2176708576089567e-12,4.2553607856367556e-13,3.5868839714157788e-13,1.0292306628330889e-12,2.2695707246404431e-14,7.3456452100673663e-14,9.2230746403451342e-13,3.9792102258350131e-22,3.4523809046886558e-13,3.9843839903356719e-13,1.0247751502619113e-12,3.1178408803930343e-13,4.0088282877085393e-15
1.3927186422000002e-06,0.21526493782260236,89.099999999999994,0.0,0.0,0.0,0.99999999996145872,10.999999999926088,1.2782508596531786e-12,5.3722924370624325e-12,1.0714853446246286e-12,9.1193480544080418e-13,1.0583745951332458e-12,6.0252514639010602e-14,1.367642070901209e-13,1.8539434033260939e-13,1.0764968384688699e-13,2.2230867048822193e-14,2.4223451809494902e-12,4.6320306204226922e-12,1.67639524730174e-12,3.2113385220821617e-13,1.1906460114445783e-11,1.2069120959043181e-11,9.3199115915112631e-12,2.0891903964724516e-13,2.7478133960837268e-12,3.0050515254506128e-12,9.1319758457446017e-12,6.5134588057753366e-13,1.7972944651870047e-13,5.6950719584037947e-13,2.3532084305065762e-12,3.2303805663578688e-14,5.6643899980280254e-14,6.6817869527415383e-13,3.616335945739725e-14,4.7148955294546302e-13,1.1310091775173754e-14,8.6942983269210824e-18,1.2736425294173578e-13,6.132631497196595e-16,1.7634701638873001e-13,1.4612723501473919e-12,5.0807283050888777e-13,4.1002577515600211e-13,1.2123682939405591e-12,2.458131117203894e-14,8.1661224527122988e-14,1.1200462237698957e-12,4.3497267917256271e-22,4.1109821268378481e-13,4.7998672952619911e-13,1.210557465081494e-12,3.7722219696595305e-13,4.5421535145098697e-15
1.5014350018800003e-06,0.2152649378225963,89.099999999999994,0.0,0.0,0.0,0.99999999995811351,10.999999999919494,1.3057797050344368e-12,6.0328206170282994e-12,1.0875294526877639e-12,9.3704160540296052e-13,1.078204483091349e-12,6.174580606547336e-14,1.4340795463011722e-13,2.0976246571607894e-13,1.2058267845148263e-13,2.3927745842378498e-14,2.7483093203732125e-12,5.0078053939723208e-12,1.8831786525571033e-12,3.466209860369917e-13,1.2765207627838701e-11,1.294844032273607e-11,9.8900123307583168e-12,2.2288826015858748e-13,2.9372673211616204e-12,3.3301455980947217e-12,9.8189842059651692e-12,7.0372775141055003e-13,1.961993885720512e-13,6.5641563940335344e-13,2.5758586802045897e-12,3.4644159969672981e-14,6.072627450090167e-14,7.180133206821594e-13,4.0332426651359214e-14,5.2758117277158889e-13,1.2245769059754885e-14,8.8632136046084452e-18,1.3816376224223637e-13,6.5901412579190431e-16,1.9216434312238655e-13,1.7241903651450344e-12,5.9692410012454772e-13,4.6401097035378872e-13,1.4093417186374359e-12,2.6454144617161639e-14,8.992750445274985e-14,1.3365288495096644e-12,4.7185501772814434e-22,4.8280520441210646e-13,5.6882756008931611e-13,1.4105389367642246e-12,4.4896388809539678e-13,5.104078933368799e-15
1.6101513615600003e-06,0.21526493782259007,89.099999999999994,0.0,0.0,0.0,0.99999999995472211,10.999999999912832,1.3327846952515418e-12,6.7235106548116081e-12,1.102910236438004e-12,9.6168527395937328e-13,1.0979838174855928e-12,6.3225698552318303e-14,1.5006866592820574e-13,2.3544750387368216e-13,1.3414741855721165e-13,2.5610888859537896e-14,3.0923725646109612e-12,5.3847604790931458e-12,2.1003166885360669e-12,3.7191835712077825e-13,1.3608502631852745e-11,1.3810222040603153e-11,1.0435728644923282e-11,2.3671237796984802e-13,3.1247528997009815e-12,3.6660271200635673e-12,1.0501559390415702e-11,7.561171120079828e-13,2.1257089946675988e-13,7.4954392076336215e-13,2.7971938649634965e-12,3.694240432230853e-14,6.4634888526095972e-14,7.6572880944730139e-13,4.4565869747068625e-14,5.8460599973043028e-13,1.3175178144173799e-14,9.0275977701746465e-18,1.488955751549264e-13,7.028196297770414e-16,2.0769680809673266e-13,2.0056078761638653e-12,6.9182227655083216e-13,5.2054261216343434e-13,1.6199021239009783e-12,2.8314829636383501e-14,9.8248455484595706e-14,1.5714253905581926e-12,5.0850616049317583e-22,5.6032724159526581e-13,6.6477932626036772e-13,1.6244360363417682e-12,5.2697268050882715e-13,5.694218798287371e-15
1.8275840809200003e-06,0.21526493782257755,89.099999999999994,0.0,0.0,0.0,0.99999999994780508,10.999999999899314,1.3852653020422776e-12,8.1911649074091149e-12,1.1317964693174979e-12,1.0096193914990416e-12,1.1374047197964544e-12,6.6150326449571734e-14,1.6343973605906776e-13,2.9062572050911892e-13,1.631379502815802e-13,2.8928918558470533e-14,3.8328452672512918e-12,6.1421249776318114e-12,2.5650971798615739e-12,4.2182681563673488e-13,1.5249764885678856e-11,1.5482684788923977e-11,1.1458256654655339e-11,2.639828787569619e-13,3.4945997564615754e-12,4.3693847457010911e-12,1.1854055143106443e-11,8.6085589085177591e-13,2.4501294060503595e-13,9.5455181226484144e-13,3.235800392571985e-12,4.1415368035156832e-14,7.1958519649798484e-14,8.5513391294577639e-13,5.3177656672370484e-14,7.0076567702922144e-13,1.5010432376045745e-14,9.3433711654817397e-18,1.7009808963824187e-13,7.8489854521821062e-16,2.3790271176780569e-13,2.6208267737359852e-12,8.987403609900375e-13,6.4085901590393303e-13,2.0808092949276815e-12,3.2001574281249698e-14,1.1503497988891455e-13,2.0951290924181769e-12,5.8091670208917988e-22,7.3264941496369574e-13,8.7728903477550146e-13,2.0928736636287092e-12,7.0164202823224912e-13,6.9576176578499131e-15
2.0232735283440003e-06,0.21526493782256628,89.099999999999994,0.0,0.0,0.0,0.99999999994143129,10.999999999886937,1.4308038150544619e-12,9.604947704516966e-12,1.1557993714160363e-12,1.0512642623632476e-12,1.1727296120670271e-12,6.8747849846292289e-14,1.7552875245883513e-13,3.4443658153414693e-13,1.9130494365104411e-13,3.185333153823371e-14,4.5563285619968535e-12,6.8275757196411244e-12,3.0174201144622945e-12,4.6584790136401172e-13,1.6676620068297067e-11,1.6931655391210391e-11,1.2305407023059975e-11,2.881568612430764e-13,3.8224492409521124e-12,5.0374160377453967e-12,1.3057474215470667e-11,9.5500631861596532e-13,2.7387618854172398e-13,1.1605568745197819e-12,3.6260172472711117e-12,4.5304011101316098e-14,7.8026124907542757e-14,9.2920597162597909e-13,6.1042710156884355e-14,8.069891552722711e-13,1.6630601089539597e-14,9.6135012995884223e-18,1.8882510084810919e-13,8.529008642976908e-16,2.6413012670606418e-13,3.2302212989096789e-12,1.1031719650031119e-12,7.5691445050416547e-13,2.5396814916687407e-12,3.5281829587650093e-14,1.3029240638367034e-13,2.6260888090132902e-12,6.4487293828293655e-22,9.0714883641713966e-13,1.0910473638116152e-12,2.559338956983283e-12,8.7989813429910239e-13,8.1873766755742504e-15
2.2189629757680004e-06,0.2152649378225549,89.099999999999994,0.0,0.0,0.0,0.99999999993492161,10.999999999874362,1.4748068483848752e-12,1.1101092637689964e-11,1.1780683122289149e-12,1.0915428513527984e-12,1.2079190370574321e-12,7.1317158771217659e-14,1.8766803325063274e-13,4.0197625888783104e-13,2.2138821791183373e-13,3.4714156582901516e-14,5.3310781605683605e-12,7.5165247823733732e-12,3.5011542862128657e-12,5.0893405463833516e-13,1.8057353221407845e-11,1.8329462604221141e-11,1.3088845810891984e-11,3.1203306462763721e-13,4.1462582671806148e-12,5.7375467327525904e-12,1.4248385378815613e-11,1.0489867373605414e-12,3.0243365021997349e-13,1.3870550433282151e-12,4.0120888587087036e-12,4.9066961887887483e-14,8.3637399402537398e-14,9.9770725920459527e-13,6.8973334201203456e-14,9.141910614172254e-13,1.8217304294644625e-14,9.8711378161292215e-18,2.0717156851386075e-13,9.1578890210637107e-16,2.8948128668583787e-13,3.8882568554544451e-12,1.323502841683179e-12,8.7981689737500544e-13,3.0388932535911449e-12,3.852788360010585e-14,1.4567834765504828e-13,3.2115692325493335e-12,7.0752954729606419e-22,1.0996719758536597e-12,1.3250588345487338e-12,3.066755314315734e-12,1.0778757016983312e-12,9.5027261967413706e-15
