Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139)
2.0905825179619893e-10,0.002099464517345516,4.0087334916102468e-17,5.6719652502154644e-13,1.63939994868248e-13,7.4709177285282387e-15,1.6492585061270071e-10,1.2328608344019732e-15,-2.8574789539794358e-30,-7.0503069437644052e-23,6.0669276470383012e-26,6.7460909194845519e-22,-9.5944780732975739e-26,2.1502599143658745e-17,9.6187477657441169e-22,4.8449800244326823e-28,2.7940430769098414e-30,1.496313592636535e-25,1.0774730397031313e-30,1.0841313773795982e-40,4.5641239153615158e-23,1.45234368638898e-25,1.3029904274636595e-19,1.0603776824218173e-22,1.5271999949513757e-10,3.9617765226874096e-19,5.8718198902290147e-21,2.2774247845500863e-17,-1.1743943356906442e-38,1.906888085053047e-30,1.0323027264818017e-21,4.6486219617659323e-28,1.1795444463546653e-36,0.88129999999999997,0.0,0.0,0.0,0.0098861410678686423,0.1088026931406927,9.9999999999978958e-05,1.3853508868156974e-07,1.5978251302753669e-06,1.30225117448544e-06,8.9156820099634811e-13,3.0088864593639032e-07,1.3778897187721417e-09,5.8018021870852806e-09,4.1755627539231408e-15,5.4408211423524138e-17,2.8202001746740982e-12,8.7238317603402567e-11,2.1204450277791319e-07,2.0107909282635502e-09,4.039861196522557e-19,6.4202119134547654e-16,9.8231668736863548e-20,3.4544458172928854e-17,2.9761162810717429e-07,7.4260407042182734e-19,2.9392564080663027e-20,1.9081521442314436e-21,2.4854523137006669e-23,3.3450003818238497e-24,3.3887110496063623e-10,1.5259553426784684e-10,7.6418835582247549e-14,4.7909131138628824e-14,7.7805850629526547e-16,1.3779495536767898e-16,2.484501484453772e-22,1.9511880346921968e-12,3.7547977989281786e-23,5.5515767526142669e-14,6.1402278385811828e-13,2.1883465876912355e-13,1.9858490055250789e-16,1.3619946624714422e-16,4.5395950236886477e-16,1.0952991906150455e-22,1.7476777393682913e-18,3.2372854224232922e-19,6.4092654484536674e-27,5.5717982163714564e-22,3.6607248586524095e-27,4.7303354357865513e-23,7.6611923493613585e-20,8.3562609386091805e-14,3.7290124093363319e-19,5.1188933388582212e-23,8.5268960302404954e-28,7.8723257886586899e-19,7.4453069936998871e-15,1.8894527324910669e-17,6.9458856734794237e-22,1.6223077006949424e-23,5.3273351568682369e-21,2.2531575509521309e-19,3.8163782524985478e-28,8.6432863949026477e-28,1.11912773809446e-33,8.7381420395366281e-26,6.4228573598525366e-30,9.6985821237247589e-29,1.3133432323649657e-31,4.1031521987559995e-27
2.1170654029508017e-10,0.002099464507184341,4.0991351451593458e-17,5.7774220001016232e-13,1.6484770480599003e-13,7.7477866113802268e-15,1.6907820069253008e-10,1.2946986681764328e-15,-2.8312605987879815e-30,3.5235393508063626e-23,6.2531817233101847e-26,6.0480275528012886e-22,-9.4790374781818236e-26,2.1938537321348896e-17,9.9847907541657549e-22,5.0586049747157829e-28,2.930311025671372e-30,1.547405941850333e-25,1.1435892026061526e-30,1.1709717697231548e-40,4.7379847950288237e-23,1.4498758961412774e-25,1.3354284218528354e-19,1.0602920934145142e-22,1.5793851485403703e-10,4.1507640772478617e-19,6.2327710097392029e-21,2.3925526014535746e-17,-1.1807860009770081e-38,1.960080931526235e-30,1.0716071690337031e-21,4.9193358697414936e-28,1.2769519313491683e-36,0.88129999999999997,0.0,0.0,0.0,0.0098860921776439889,0.10880268829097402,9.9999999999978538e-05,1.4028935189522374e-07,1.6180563531708349e-06,1.3177727045836923e-06,9.0285696236527459e-13,3.0566023600708406e-07,1.3778832432014381e-09,5.8756441525986705e-09,4.2417802017876874e-15,5.5100687553064279e-17,2.93654025077325e-12,8.9495455619012955e-11,2.1473717392510134e-07,2.0620423585654593e-09,4.1038688910954742e-19,6.6510762626476768e-16,1.0164658415399647e-19,3.6110951468463365e-17,3.0139095012331781e-07,7.8447068967445888e-19,3.1340559424721326e-20,2.0379331508819828e-21,2.6850106482570708e-23,3.6179496406527198e-24,3.4573670230388564e-10,1.5780978518025211e-10,7.9032108517213236e-14,4.9552228574256853e-14,7.8598815389864961e-16,1.4589366002550168e-16,2.4904688283441987e-22,1.999469092689341e-12,4.012316332913639e-23,5.6254277802638525e-14,6.2527606745868058e-13,2.2560296929915618e-13,2.0473469313583468e-16,1.4041654950025677e-16,4.6867237022952672e-16,1.1307979113525992e-22,1.7929117611875829e-18,3.3390679477583395e-19,6.6107772844531059e-27,5.7162304339312064e-22,3.7758206355904092e-27,4.8788269129930348e-23,7.9519903842654446e-20,8.5532848534245163e-14,3.8169356676509914e-19,5.3784058658127667e-23,8.9592312198739514e-28,8.0579425384267146e-19,7.7216306915083785e-15,1.947612362135142e-17,7.1596950129401262e-22,1.6722445024085486e-23,5.4913815636517868e-21,2.3514602004063067e-19,4.0919203739317883e-28,9.2311780831260831e-28,1.1934397351142461e-33,8.9913722121011819e-26,6.609001927803427e-30,9.9800574491673653e-29,1.3514040144265378e-31,4.1993862204459765e-27
2.143548287939614e-10,0.002099464497018651,4.1904637286386541e-17,5.8834779839251862e-13,1.6579204378234816e-13,8.0311355911825772e-15,1.7328185952745781e-10,1.3588277805972667e-15,-2.805282919803901e-30,-1.2160784035924313e-23,6.4427680565301478e-26,6.8895356785502816e-22,-9.3642919825240836e-26,2.2378245060430272e-17,1.0359883440543673e-21,5.2787481739860052e-28,3.0711868894563059e-30,1.5995720098760574e-25,1.2128353711939757e-30,1.2635611641132638e-40,4.9161496195020618e-23,1.4475013348549585e-25,1.3682442130204177e-19,1.0606732608506816e-22,1.6326199052618586e-10,4.346114868760351e-19,6.6108218901314465e-21,2.5119214565651603e-17,-1.1870235319825643e-38,2.0138142432517806e-30,1.1118836384642092e-21,5.2023156663555083e-28,1.3810311808088454e-36,0.88129999999999997,0.0,0.0,0.0,0.0098860432872517733,0.1088026834389475,9.9999999999978117e-05,1.4204359863339353e-07,1.6382873452193786e-06,1.333291607568221e-06,9.141455940096834e-13,3.1043408020764874e-07,1.3778767676055999e-09,5.9494852696305461e-09,4.3080289312296615e-15,5.5793155725703618e-17,3.0560505795096506e-12,9.1782286763249548e-11,2.1742983079998069e-07,2.1139383802049692e-09,4.1682020452204209e-19,6.8870476153423591e-16,1.0514393670901116e-19,3.7731138207136503e-17,3.0517025382893746e-07,8.2820740694896788e-19,3.3393203202365789e-20,2.1749351569241734e-21,2.8980060073803966e-23,3.9097054632839404e-24,3.5264041890584094e-10,1.6312891026197062e-10,8.1697984802235864e-14,5.1228502245580104e-14,7.939186946295474e-16,1.543574081904071e-16,2.4967776404170628e-22,2.0483009725109863e-12,4.2843268881681914e-23,5.6994943392094432e-14,6.3659286389494595e-13,2.324945271947274e-13,2.109966125635124e-16,1.4471050744837857e-16,4.8366666099044695e-16,1.1669756395005775e-22,1.838774975522685e-18,3.4426377669060899e-19,6.8158276543340872e-27,5.8626742342209041e-22,3.8929374863962648e-27,5.0303379425645774e-23,8.2501687986356029e-20,8.7522057822455731e-14,3.905705484233565e-19,5.6477080288008755e-23,9.407877199419569e-28,8.2453464963202911e-19,8.0044247957302327e-15,2.0068190488932114e-17,7.3773537093451878e-22,1.7230803283100131e-23,5.65838249476862e-21,2.4527697936096807e-19,4.3837966377692845e-28,9.8517814523314055e-28,1.2718252914169641e-33,9.2489023073560383e-26,6.798307466915549e-30,1.0266319333154423e-28,1.390111084397037e-31,4.2969397750468837e-27
2.1700311729284265e-10,0.002099464486848718,4.2827240886690672e-17,5.9901429187615697e-13,1.6673551043549357e-13,8.3210269008961373e-15,1.7753686149547638e-10,1.4253038210647425e-15,-2.7795435898488734e-30,1.8839584321860658e-23,6.635703517728872e-26,6.9558830713843504e-22,-9.2493302730627505e-26,2.2821777063747046e-17,1.0744130420349899e-21,5.5055244274770912e-28,3.2167659927782495e-30,1.6528230220152957e-25,1.2853197365537592e-30,1.362199624444836e-40,5.0986683313169194e-23,1.4451290999868766e-25,1.4014370832365894e-19,1.0611278741998256e-22,1.6869100404637797e-10,4.54795350934194e-19,7.0065430202404781e-21,2.6356299743892846e-17,-1.1931088664550264e-38,2.0680878105216067e-30,1.1531433786919186e-21,5.4979631897543585e-28,1.4921456906850111e-36,0.88129999999999997,0.0,0.0,0.0,0.0098859943966920424,0.10880267858475101,9.999999999997767e-05,1.4379782889612257e-07,1.6585181063753689e-06,1.348808021414624e-06,9.2543409590451809e-13,3.1521004052261018e-07,1.3778702919846333e-09,6.0233255380165997e-09,4.3743070269461124e-15,5.64856159399013e-17,3.1787734204674979e-12,9.4098843302621417e-11,2.201224734025107e-07,2.1664789795088956e-09,4.232861010690039e-19,7.1281664900953339e-16,1.0872481385836036e-19,3.9406285037011566e-17,3.0894953922536671e-07,8.7387695032769493e-19,3.5554855829384253e-20,2.3194743973382649e-21,3.1251741832617906e-23,4.2213310017737796e-24,3.5958165233489318e-10,1.6855348656293113e-10,8.4416754220025309e-14,5.2938135749731379e-14,8.0185018584219586e-16,1.6319769809759671e-16,2.5033465640087212e-22,2.0976823104672922e-12,4.5714744638604856e-23,5.7737740749995816e-14,6.4797250943458149e-13,2.3951002298941203e-13,2.1737128808325236e-16,1.4908177140700048e-16,4.9894405844293899e-16,1.2038364376488354e-22,1.8852699314754391e-18,3.5480025956181467e-19,7.0244318339562874e-27,6.0111377634031249e-22,4.0120841360509499e-27,5.1849009602426236e-23,8.555827710672817e-20,8.9530113291470836e-14,3.9953163271518777e-19,5.9270464631522685e-23,9.8732449364688583e-28,8.4345259836229394e-19,8.2937511478940334e-15,2.0670782926051334e-17,7.5988819826020465e-22,1.7748199007002804e-23,5.8283534775256256e-21,2.5571400931996675e-19,4.6927686109880349e-28,1.0506529132112244e-27,1.3544619569709921e-33,9.510754161429543e-26,6.9907900304138931e-30,1.0557392130090986e-28,1.42946772432623e-31,4.3958306509548632e-27
2.196514057917239e-10,0.0020994644766748525,4.3759213487986717e-17,6.0974271583207348e-13,1.6771273458526643e-13,8.6175223294707264e-15,1.8184316841503775e-10,1.4941831925227174e-15,-2.7540405275202112e-30,4.0226101358141644e-23,6.8320047326667804e-26,7.1267027556518984e-22,-9.1351807295470604e-26,2.3269014029572886e-17,1.1137636331352425e-21,5.7390512068938059e-28,3.3671447150595679e-30,1.7071701477944056e-25,1.3611533386934893e-30,1.4672240420503248e-40,5.2855907716114163e-23,1.4428623862976728e-25,1.4350063182595554e-19,1.0620296512434468e-22,1.7422612265298343e-10,4.7564052851731495e-19,7.4205174280630195e-21,2.7637778475356079e-17,-1.1990439182240914e-38,2.1229017724001109e-30,1.1953976094540936e-21,5.8066897337875864e-28,1.610675943972125e-36,0.88129999999999997,0.0,0.0,0.0,0.0098859455059648466,0.10880267372851343,9.9999999999977237e-05,1.4555204268345437e-07,1.6787486365927805e-06,1.3643220749326523e-06,9.3672246802451482e-13,3.1998798810085018e-07,1.3778638163385461e-09,6.0971649575907821e-09,4.4406127008119884e-15,5.7178068194100174e-17,3.3047510056867635e-12,9.6445157490353484e-11,2.2281510173265073e-07,2.219664142802471e-09,4.2978461391639485e-19,7.3744729571447416e-16,1.1239030317498902e-19,4.113767655504704e-17,3.1272880631393501e-07,9.2154367459370694e-19,3.7830027440168937e-20,2.4718788419045211e-21,3.3672869338684413e-23,4.5539436295633452e-24,3.6655981187898026e-10,1.7408408084484613e-10,8.7188701386176461e-14,5.4681309409097476e-14,8.0978257889425115e-16,1.7242626255937527e-16,2.5103766311785943e-22,2.1476117466717925e-12,4.8744286009214642e-23,5.8482646444443764e-14,6.5941434754401665e-13,2.466501390628276e-13,2.2385934151286282e-16,1.5353076759875317e-16,5.1450622656630023e-16,1.2413843205855186e-22,1.932399199534507e-18,3.6551701612510738e-19,7.2366051221551432e-27,6.1616292361506881e-22,4.1332693226583084e-27,5.3425485550843688e-23,8.8690676651640844e-20,9.1556891893789113e-14,4.0857627051629588e-19,6.2166715673338678e-23,1.0355751669648059e-27,8.625469407519027e-19,8.5896711332794766e-15,2.1283955186954353e-17,7.8242997790258212e-22,1.8274678779854656e-23,6.0013098291460357e-21,2.6646251784550836e-19,5.0196277731589043e-28,1.1196906916090791e-27,1.4415339200928001e-33,9.7769493506489396e-26,7.1864654805204251e-30,1.0853299904662163e-28,1.4694771772148653e-31,4.4960794309154255e-27
2.2229969429060513e-10,0.00209946446649728,4.4700454665564917e-17,6.2053086616382484e-13,1.686241007391905e-13,8.9206831113147644e-15,1.8620087989910131e-10,1.5655229881511864e-15,-2.728771329333601e-30,-4.379912724299782e-23,7.0316881068037379e-26,8.3611204411674943e-22,-9.0198300935751724e-26,2.3719915726805251e-17,1.1540505519979388e-21,5.9794428610133465e-28,3.5224203920234425e-30,1.7626245348080598e-25,1.4404497419529443e-30,1.5789548238062519e-40,5.476966685233941e-23,1.4404997322240684e-25,1.4689512057198706e-19,1.0622643338801193e-22,1.7986790440734168e-10,4.9715960818064734e-19,7.8533395932594672e-21,2.8964657316069111e-17,-1.2048305764917143e-38,2.1782561479440487e-30,1.2386575285988735e-21,6.1289152677365385e-28,1.7370169199309374e-36,0.88129999999999997,0.0,0.0,0.0,0.0098858966150702464,0.10880266887035567,9.9999999999976803e-05,1.4730623999543246e-07,1.698978935822575e-06,1.3798338891456498e-06,9.4801071034268441e-13,3.2476780187637775e-07,1.3778573406673447e-09,6.1710035281820052e-09,4.5069442727399575e-15,5.7870512486695785e-17,3.4340255435284211e-12,9.8821261568209089e-11,2.2550771579036044e-07,2.2734938564094559e-09,4.3631577821734952e-19,7.6260066850429979e-16,1.1614149232406645e-19,4.2926613643819484e-17,3.1650805509596762e-07,9.7127343167097576e-19,4.0223367058360639e-20,2.6324873823280451e-21,3.6251498571871934e-23,4.9087118744438528e-24,3.73574317212834e-10,1.7972125069970728e-10,9.0014106310944437e-14,5.6458200627415632e-14,8.1771579193820745e-16,1.8205504830410253e-16,2.5179403422786556e-22,2.198087924684078e-12,5.1938817078160534e-23,5.9229637412789126e-14,6.7091772820427346e-13,2.5391555046560585e-13,2.3046138799192838e-16,1.5805791766865048e-16,5.3035481153006737e-16,1.279623260128036e-22,1.9801653692979865e-18,3.7641482041700618e-19,7.452362843520893e-27,6.3141569283739209e-22,4.2565017990323253e-27,5.5033134561724017e-23,9.1899895978114852e-20,9.360227140430419e-14,4.1770391637248178e-19,6.5168371729743821e-23,1.0855820358733758e-27,8.818165252674053e-19,8.8922457256313278e-15,2.190776085709596e-17,8.0536267990464743e-22,1.8810288611476957e-23,6.1772666780447047e-21,2.7752794125238773e-19,5.3651934848858249e-28,1.1924450079273826e-27,1.5332315520297251e-33,1.0047509217936045e-25,7.385349507858155e-30,1.1154066461219176e-28,1.5101426509820033e-31,4.5977144935929735e-27
2.2494798278948637e-10,0.0020994644563162544,4.56508830650942e-17,6.3137695222327967e-13,1.6949335812766163e-13,9.2305701131927792e-15,1.9060997289956722e-10,1.6393809956891253e-15,-2.7037338507094586e-30,5.793110984901189e-23,7.2347698348402671e-26,7.7478490294522012e-22,-8.9028086822194824e-26,2.4174831493935325e-17,1.195284144857393e-21,6.2268173693324814e-28,3.6826912992912492e-30,1.8191976945734899e-25,1.523325222661662e-30,1.6977292671113747e-40,5.6728457301540174e-23,1.4379940227970325e-25,1.5032710366139651e-19,1.0621114722503599e-22,1.8561689867328434e-10,5.1936523492839787e-19,8.3056151394951645e-21,3.0337952065845504e-17,-1.2104707137289337e-38,2.2341424144316459e-30,1.2829343128958979e-21,6.465068244291555e-28,1.8715811478012448e-36,0.88129999999999997,0.0,0.0,0.0,0.009885847724008287,0.10880266401039183,9.9999999999976369e-05,1.4906042083210031e-07,1.7192090040171719e-06,1.3953435780806241e-06,9.5929882283284202e-13,3.2954936777840212e-07,1.3778508649710358e-09,6.24484124961803e-09,4.5733001597182366e-15,5.8562948816072927e-17,3.5666392203268829e-12,1.0122718776718235e-10,2.2820031557559917e-07,2.3279681066521695e-09,4.4287962911134062e-19,7.8828069594807831e-16,1.1997946903900632e-19,4.4774412923409873e-17,3.2028728557278625e-07,1.023133542635393e-18,4.273966116466372e-20,2.8016497582874401e-21,3.899602556233527e-23,5.2868556720134735e-24,3.8062459779656615e-10,1.8546554502892163e-10,9.2893244639905733e-14,5.8268984042356057e-14,8.2564992714847059e-16,1.9209620996458194e-16,2.5254775594559227e-22,2.2491094913887566e-12,5.5305489326608866e-23,5.997869158420117e-14,6.8248200781308447e-13,2.613069252393702e-13,2.37178036273211e-16,1.6266363888384561e-16,5.4649144246789363e-16,1.3185571869902397e-22,2.0285710485406677e-18,3.8749444797762337e-19,7.6717203524122755e-27,6.4687291742476725e-22,4.3817903349896087e-27,5.6672285291771883e-23,9.5186948261425997e-20,9.5666130387532073e-14,4.269140283534187e-19,6.827800449337957e-23,1.1373879525463309e-27,9.0126020781476072e-19,9.201535503558322e-15,2.2542252882413855e-17,8.2868825079712092e-22,1.9355073962585881e-23,6.356238972090864e-21,2.8891574292834479e-19,5.7303128153590459e-28,1.269074304307545e-27,1.6297513676350272e-33,1.0322454883371155e-25,7.5874576392156123e-30,1.1459715355497358e-28,1.551467320052756e-31,4.7007522735761627e-27
2.2759627128836761e-10,0.0020994644461319978,4.6610480217577551e-17,6.4228052867812439e-13,1.7041897397168925e-13,9.5472438889627238e-15,1.9507034605901526e-10,1.7158156143002681e-15,-2.6789262502284278e-30,-2.3775919408012019e-23,7.4412659073678867e-26,8.9770675045611229e-22,-8.7875341659529124e-26,2.4633246253385446e-17,1.2374748807759741e-21,6.481295821139762e-28,3.8480566243042903e-30,1.8769007857914925e-25,1.6098987513384503e-30,1.8239562017779239e-40,5.8732774783573606e-23,1.4356873057790083e-25,1.537965105136253e-19,1.062578511071721e-22,1.9147364645652993e-10,5.4227010812438875e-19,8.7779606520415629e-21,3.1758687510400989e-17,-1.2159661799977566e-38,2.29055986470508e-30,1.3282391185683952e-21,6.8155855036245929e-28,2.0147991826556462e-36,0.88129999999999997,0.0,0.0,0.0,0.0098857988327790223,0.10880265914872959,9.9999999999975908e-05,1.5081458519350147e-07,1.7394388411280358e-06,1.4108512493497429e-06,9.705868054682828e-13,3.3433257814993112e-07,1.3778443892496272e-09,6.3186781217234993e-09,4.6396788677422169e-15,5.9255377180587096e-17,3.7026342017483306e-12,1.0366296830805683e-10,2.3089290108832654e-07,2.3830868798514959e-09,4.4947620173099177e-19,8.1449126964154852e-16,1.2390532110777335e-19,4.6682406399194027e-17,3.2406649774570866e-07,1.0771927844457522e-18,4.5383833487198973e-20,2.9797265758394588e-21,4.1915190538906635e-23,5.6896471383308042e-24,3.877100924465861e-10,1.9131750438243119e-10,9.5826387824292127e-14,6.0113831633518195e-14,8.3358479841127659e-16,2.0256210650201687e-16,2.5338315685304309e-22,2.3006750969166817e-12,5.8851682270486876e-23,6.0729785622599071e-14,6.9410654872518905e-13,2.6882492463621676e-13,2.4400988892281696e-16,1.6734834427082535e-16,5.6291773200995231e-16,1.358189992066991e-22,2.077618862772308e-18,3.9875667601620028e-19,7.8946930362338747e-27,6.6253543646395613e-22,4.5091437192212773e-27,5.8343267723861732e-23,9.855285044412192e-20,9.7748348175532577e-14,4.3620606795414883e-19,7.1498218463786491e-23,1.1910363158637989e-27,9.2087685153138053e-19,9.51760066158047e-15,2.3187483589422125e-17,8.5240861433722226e-22,1.9909079762045318e-23,6.5382414842827046e-21,3.0063141241878996e-19,6.115860630134656e-28,1.349741945874879e-27,1.7312960393362321e-33,1.0601807250672413e-25,7.7928052423189977e-30,1.1770269902078253e-28,1.593454326332366e-31,4.8052107108571095e-27
2.3138659801753721e-10,0.002099464431550722,4.8000016006977131e-17,6.5798976104023339e-13,1.7173156852289544e-13,1.0012406655636531e-14,2.0154351757810747e-10,1.8298121616505665e-15,-2.6438161847639557e-30,-7.8721669588983011e-23,7.7427823604725682e-26,1.0132671501339289e-21,-8.6219552719352756e-26,2.52959610234859e-17,1.2995456076967426e-21,6.8581074003437654e-28,4.0937962544757775e-30,1.9614756488001262e-25,1.740481683362303e-30,2.0183015071487126e-40,6.1681620837567771e-23,1.4323696570871082e-25,1.5882702283097568e-19,1.0632291761236563e-22,2.0004456842989633e-10,5.7629435926140018e-19,9.4901688201247822e-21,3.3876694085636919e-17,-1.2235834374712474e-38,2.3722364198302237e-30,1.39489174645574e-21,7.3431383160307584e-28,2.2357171216457797e-36,0.88129999999999997,0.0,0.0,0.0,0.0098857288575841789,0.10880265218778756,9.9999999999975271e-05,1.5332518030356559e-07,1.7683921169468933e-06,1.4330430822377735e-06,9.8674235040764842e-13,3.4118114297373441e-07,1.377835120918185e-09,6.4243546580354995e-09,4.7347194053052456e-15,6.0246391955718961e-17,3.9032419412780159e-12,1.0720115170626846e-10,2.347466024813893e-07,2.4630962084737932e-09,4.5897445650782815e-19,8.5293552136866926e-16,1.2967919672816174e-19,4.9520609095477106e-17,3.294754116878098e-07,1.1585306288028751e-18,4.9400867900227415e-20,3.2508487713766995e-21,4.6415237849150456e-23,6.311672572711192e-24,3.9791128033943154e-10,1.9988141812540747e-10,1.0011889951719385e-13,6.2813847035318964e-14,8.4494291193498286e-16,2.1830530046386498e-16,2.5463694067674978e-22,2.3754215251862256e-12,6.4254667655660832e-23,6.1808285190831666e-14,7.1084760402479194e-13,2.7980656554191473e-13,2.5398950684550163e-16,1.7419149691899638e-16,5.8693476564558176e-16,1.4161374912659591e-22,2.1489403502969848e-18,4.1519483180861827e-19,8.2201401601733504e-27,6.8531106388867676e-22,4.6950265453633022e-27,6.079088014585574e-23,1.0350947007235457e-19,1.0076019684652374e-13,4.496466493979483e-19,7.6304755564437623e-23,1.2711129503789807e-27,9.4925158284942152e-19,9.981871585309401e-15,2.4129747530953962e-17,8.8704871304730863e-22,2.0718123295947297e-23,6.8040311881558648e-21,3.1798072245297596e-19,6.7050177313395239e-28,1.4725588465280019e-27,1.8857903374663483e-33,1.1009334571057202e-25,8.0923725753584316e-30,1.2223327749623399e-28,1.6547061944478218e-31,4.9572649544413457e-27
2.351769247467068e-10,0.0020994644169638425,4.9408858039100462e-17,6.7382775143096014e-13,1.731186878166054e-13,1.0491770581834108e-14,2.0812175465220825e-10,1.9493833144844951e-15,-2.6091665682946609e-30,3.7192339768078494e-22,8.0513707328176424e-26,6.2501617158759257e-22,-8.4586817410814998e-26,2.5966086679556699e-17,1.3636284980106581e-21,7.2500631336480467e-28,4.3504735509049723e-30,2.0484206328339001e-25,1.8792542371880854e-30,2.2298567021346784e-40,6.4726187120393693e-23,1.4293350965537701e-25,1.6393384582745069e-19,1.0648531967931841e-22,2.0883883851989425e-10,6.1181468725406158e-19,1.0246657971599311e-20,3.6097063023097527e-17,-1.2309134157287177e-38,2.4550169146590749e-30,1.4637055906129146e-21,7.9023666828844865e-28,2.4766356188582419e-36,0.88129999999999997,0.0,0.0,0.0,0.0098856588820468699,0.10880264522385003,9.9999999999974594e-05,1.5583574166529317e-07,1.7973449191841459e-06,1.4552312655950589e-06,1.0028976292261144e-12,3.4803259262717433e-07,1.3778258525353594e-09,6.5300294537326516e-09,4.8297999769518017e-15,6.1237390407690711e-17,4.1109858910317963e-12,1.1080065023590175e-10,2.3860027463790371e-07,2.5444257339211623e-09,4.6853991455279114e-19,8.9248562193969264e-16,1.3563849724578041e-19,5.2488886209470287e-17,3.3488428814205561e-07,1.2447289532236338e-18,5.3705628892369863e-20,3.5421273406027858e-21,5.1319756212956044e-23,6.9910103703421533e-24,4.0818188793982027e-10,2.0866849650040914e-10,1.0452335225724311e-13,6.5584474195384298e-14,8.563028602017857e-16,2.3498191598977838e-16,2.5602254474239244e-22,2.4512756890753557e-12,7.0064239174993262e-23,6.2890855657234883e-14,7.2770897976528679e-13,2.9105082271505384e-13,2.6420806037359803e-16,1.8119846348041667e-16,6.1155303331053347e-16,1.4755356270221953e-22,2.2215904408897042e-18,4.3201092091208229e-19,8.5530697126745043e-27,7.0851145240854842e-22,4.8851830456710269e-27,6.3305353229412015e-23,1.0863270729053262e-19,1.0380905819150721e-13,4.6325240275742788e-19,8.1351076014201103e-23,1.3551847516165132e-27,9.7797501620158058e-19,1.0460317848721643e-14,2.5094264157009266e-17,9.2250690087013755e-22,2.1546273434192943e-23,7.0761001439506626e-21,3.3602921709669798e-19,7.3406342994407352e-28,1.6045068532373306e-27,2.0516437273331594e-33,1.1425990957352734e-25,8.3986509070353567e-30,1.2686548519699809e-28,1.717330181859923e-31,5.1124022725595576e-27
