Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379)
2.0903413167196076e-07,0.002997719843590489,1.5816502082808511e-10,7.0860030523372768e-08,3.6765035656871766e-11,5.0027093978390595e-07,1.0455538201641903e-05,2.9954579942907867e-05,2.3349230634495481e-22,1.9776569650807548e-25,4.2446702360557304e-17,1.2825197835396045e-11,1.2950846249194349e-15,3.591457173856963e-10,2.382603013921334e-10,1.3351628528712762e-16,5.4132097469588926e-15,4.9442766758722261e-12,3.1547818098864488e-12,3.6812663148076321e-20,1.0901897448798484e-11,3.0664114859604367e-18,4.2668430197762352e-11,2.8652471482454123e-12,0.00015842433664283169,2.0747165857022805e-11,3.3818965467889703e-10,1.936471516363901e-06,4.5718714948848717e-29,1.7459021755601908e-18,1.421718987054339e-10,5.3130446567998322e-12,6.9219651702928542e-19,0.88129999999999997,0.0,0.0,0.0,0.00744341918395389,0.10850253897311395,0.00010000555190191051,0.00010049826217995133,0.00046631847217161519,0.00026353561756043239,1.8171144427978057e-10,5.7099168032009642e-05,1.0609243673927337e-09,1.188598660984331e-06,7.9231937399485504e-13,1.1145566609907187e-14,0.00019908805768044466,0.00026067818836073551,0.00018175060075009979,0.00049359902800383726,1.9872740772593951e-13,7.2899795754118954e-09,5.3792839038384253e-12,6.7707458629388446e-08,0.00026149383940524687,8.0531127658508036e-07,1.1600319589345934e-07,9.8146999606871136e-08,3.9573109244166364e-08,1.1466019555105834e-06,1.5929305753181018e-07,0.00012480346886523826,4.3731344951449366e-08,2.7612881701598914e-08,1.7933225863570808e-13,3.3550228760807642e-05,7.6283214623214974e-11,1.8693293435842221e-08,1.1597293350066127e-07,2.2336804933894447e-11,4.2505456585836575e-10,2.3541620632458342e-07,1.4965467579773093e-10,1.0259365652174777e-10,3.8428941696393156e-10,9.2699816585169832e-17,5.8229110140284249e-09,1.2620156849290611e-09,2.4983396126927332e-17,1.8629555199625365e-12,1.4269577977651424e-17,6.9546234067209128e-12,2.385085436364789e-08,4.7648984845563615e-10,1.4850932595868951e-15,4.4522812160381431e-09,7.4203520264658201e-14,3.1351906444442769e-15,4.6482899927041043e-08,8.5495791746359856e-10,2.1950923421938277e-14,7.3429461531519174e-16,1.6850713067322049e-13,6.558890302145632e-09,3.7420454898690659e-09,4.447267960537886e-14,8.1697879457417937e-15,7.3071127576466754e-11,3.7514694421217001e-15,5.6841348543902527e-14,1.0985950117761897e-16,7.0003591719939259e-11,6.2037798668815414e-10,6.1803385107706588e-12,7.8277062896678546e-14,2.7008212404761604e-12,4.219075008842258e-12
2.1027131470567577e-07,0.002997718570762844,1.6211462234403203e-10,7.1441234717129367e-08,3.6822991424871082e-11,5.0532948844857169e-07,1.0461463846458195e-05,3.0258332653962231e-05,2.4404587256832115e-22,2.0143011808695505e-25,4.4030174410348897e-17,1.3079029277756703e-11,1.3398455339055153e-15,3.6777548452839801e-10,2.4603464304617028e-10,1.3986199806698377e-16,5.6282103776893885e-15,5.1451473775122007e-12,3.304038711069445e-12,3.8212288367323657e-20,1.1197943298600343e-11,3.2100119612338253e-18,4.345657465846462e-11,2.9622690598517493e-12,0.00015955812196052311,2.0899464728224454e-11,3.4278778675241244e-10,1.9712226108693336e-06,4.8178128530052566e-29,1.8411873754904285e-18,1.4582970186619213e-10,5.4920509181057953e-12,7.1938231712177953e-19,0.88129999999999997,0.0,0.0,0.0,0.0074321401089272312,0.10850063028988198,0.00010000573122916546,0.00010090612358878183,0.0004664014412800576,0.00026312365218995236,1.8174065513961602e-10,5.7009006459912306e-05,1.0594666745255747e-09,1.1887897592857154e-06,7.9106827414869644e-13,1.1147358551056503e-14,0.00020073468047027165,0.00026320644776926263,0.000182667409623073,0.00049726203368648356,2.0065073096384224e-13,7.3607951739991894e-09,5.4238286975284627e-12,6.8284030979200813e-08,0.00026285265829131382,8.1483953788171235e-07,1.1737554451455619e-07,9.9332156977333815e-08,4.0055918780518135e-08,1.1701252268824394e-06,1.5904439480355973e-07,0.000125466776734346,4.3963014754465229e-08,2.7759163599041923e-08,1.7941003024216752e-13,3.4020341647989538e-05,7.8100137216223722e-11,1.8790986950107412e-08,1.1836374783107041e-07,2.2356281223004067e-11,4.2554013009748274e-10,2.37390930338407e-07,1.5090742440214997e-10,1.0345246048434506e-10,3.8750648780534272e-10,9.3475851166181421e-17,5.9480920958789508e-09,1.2891355939682432e-09,2.5520273313714403e-17,1.9030054808055528e-12,1.4576222072086972e-17,7.1117950374313081e-12,2.4390189311976263e-08,4.8060576432270287e-10,1.4978957704789057e-15,4.5717164250680899e-09,7.6194076107276942e-14,3.1622181140000879e-15,4.7213669441251807e-08,8.7497614533340197e-10,2.246450296820292e-14,7.5148759842371741e-16,1.7244964659203974e-13,6.7666480818157162e-09,3.8722423047285351e-09,4.5009701914620801e-14,8.4540442473489024e-15,7.6118442707448749e-11,3.9078514360509721e-15,5.9210815309223787e-14,1.1444101695442262e-16,7.2246895341389349e-11,6.3892510379469207e-10,6.4208844645808303e-12,8.1421790337628808e-14,2.8265990592767772e-12,4.4156879399297398e-12
2.1150849773939078e-07,0.0029977173060956536,1.661324736359659e-10,7.2022463688172798e-08,3.6879999056213087e-11,5.1039085017245831e-07,1.0467212679666775e-05,3.0562115030472496e-05,2.5497907394737495e-22,2.0512654261419597e-25,4.5659884449023177e-17,1.3335677560326468e-11,1.3857567646569375e-15,3.7654127534211122e-10,2.5401377251126396e-10,1.4646357835054183e-16,5.8500818049481153e-15,5.3526947224198332e-12,3.4592506892448751e-12,3.9652650327388067e-20,1.1499565796631395e-11,3.3590928236468155e-18,4.4252229251923184e-11,3.0617534350101576e-12,0.000160690128313303,2.1051525996621943e-11,3.4741254472916195e-10,2.0062988276371096e-06,5.0747265721792835e-29,1.9408337331565187e-18,1.4955108056163394e-10,5.6755599921102933e-12,7.4742222706243136e-19,0.88129999999999997,0.0,0.0,0.0,0.007420891433521295,0.10849872592172671,0.00010000591481631245,0.00010131220546719858,0.00046647272480363335,0.0002627082761850901,1.8176531822728238e-10,5.6918111313256192e-05,1.0580130218722954e-09,1.1889511095360346e-06,7.8980699507653701e-13,1.114887154280464e-14,0.00020237756243399689,0.00026573552956914159,0.00018358263236617253,0.00050092008259428121,2.0257461984851345e-13,7.4316343215276964e-09,5.4682727272939985e-12,6.8859427404365901e-08,0.00026420961059721288,8.2438892436778165e-07,1.1875090766467646e-07,1.0052008484354659e-07,4.0539877214756338e-08,1.1939145593811956e-06,1.5879366086680161e-07,0.00012612604085464023,4.4193261325085671e-08,2.7904546834473075e-08,1.7948345720743756e-13,3.4492721810361503e-05,7.9944844444182924e-11,1.888854610267277e-08,1.2078297478064096e-07,2.2375249023041115e-11,4.2601640298725068e-10,2.3936645632613634e-07,1.5216064534877626e-10,1.0431158825377124e-10,3.9072477227467242e-10,9.4252178503328315e-17,6.074837183139949e-09,1.3165939035115433e-09,2.6063849619973068e-17,1.9435558252468002e-12,1.4886692452076152e-17,7.2710724332086139e-12,2.4936755764503289e-08,4.8471855761852432e-10,1.5106881649709481e-15,4.6933003877500847e-09,7.8220443960349607e-14,3.1892242267546793e-15,4.7950721815600505e-08,8.9527605283024863e-10,2.2985297556817132e-14,7.6892250669886424e-16,1.764475491411023e-13,6.9792599494017715e-09,4.0058154171997926e-09,4.5547979600041371e-14,8.7456721112291908e-15,7.9266795269713877e-11,4.0694152906496079e-15,6.165879670782062e-14,1.191744384485571e-16,7.4542357301239629e-11,6.5788263400448499e-10,6.668752064681244e-12,8.466719019016254e-14,2.9572573470706832e-12,4.6199347760333308e-12
2.1274568077310579e-07,0.002997716049614706,1.702191313405751e-10,7.2603703158788926e-08,3.6935859732742828e-11,5.1545483186252902e-07,1.0472790310457237e-05,3.0865915603518178e-05,2.6630175248790974e-22,2.0887102137535565e-25,4.7336791535232161e-17,1.3595145206863096e-11,1.4328363647561184e-15,3.8544384877589884e-10,2.6220177521079466e-10,1.5332944436377352e-16,6.0789852458479812e-15,5.5670847242016451e-12,3.620606979122262e-12,4.1134543243265348e-20,1.1806818429485962e-11,3.5138130212182378e-18,4.5055380059797435e-11,3.1637400235026121e-12,0.00016182034114724326,2.1203347384765955e-11,3.5206379285116062e-10,2.0416996239209407e-06,5.3429930704212811e-29,2.0450004367713702e-18,1.533365441608437e-10,5.8636430800325378e-12,7.7633575028032781e-19,0.88129999999999997,0.0,0.0,0.0,0.0074096730274614648,0.10849682589886378,0.00010000610272420886,0.00010171651402411955,0.00046653253026687552,0.00026228962100115547,1.8178551469260666e-10,5.6826511103552182e-05,1.0565633917831732e-09,1.1890832425547938e-06,7.8853593240975313e-13,1.1150110562680468e-14,0.00020401665091444071,0.00026826532647861016,0.00018449627310718547,0.0005045730965340039,2.044989928998453e-13,7.5024940031441518e-09,5.5126145640665158e-12,6.9433628054548643e-08,0.0002655647014791966,8.3395897633102008e-07,1.2012921887208291e-07,1.0171072340719845e-07,4.1024959540681302e-08,1.2179698152437986e-06,1.5854093541406075e-07,0.00012678127383320938,4.4422089190649009e-08,2.8049034266511789e-08,1.7955261425040333e-13,3.4967342080328466e-05,8.1817504677059896e-11,1.898597126519908e-08,1.2323064840464624e-07,2.2393716902242751e-11,4.2648353888148241e-10,2.413427364397832e-07,1.5341430837510273e-10,1.0517101908400696e-10,3.939441926460528e-10,9.5028779847268651e-17,6.2031474910777057e-09,1.3443908648435642e-09,2.6614130020239612e-17,1.9846069421105648e-12,1.5200991958887345e-17,7.4324587839521982e-12,2.54905647325579e-08,4.8882812104214434e-10,1.5234701109916227e-15,4.8170495564563617e-09,8.0282898025954251e-14,3.2162082816698097e-15,4.869405222293787e-08,9.1585821652114202e-10,2.3513321683865302e-14,7.8659983533468117e-16,1.8050094960075162e-13,7.196794290381249e-09,4.1428189371835152e-09,4.608748556563337e-14,9.0447896802212227e-15,8.2518595837293671e-11,4.2362845085011353e-15,6.418716403396697e-14,1.2406338986124989e-16,7.6890689933028397e-11,6.7725591971488616e-10,6.9240930125161906e-12,8.8015564886344338e-14,3.0929437351276336e-12,4.8320465639345487e-12
2.139828638068208e-07,0.0029977148013491635,1.7437514862121824e-10,7.3184938626005367e-08,3.6990905438000204e-11,5.2052124534903562e-07,1.0478202142635676e-05,3.1169723258556316e-05,2.7802390858852002e-22,2.1264653865371054e-25,4.9061868686980607e-17,1.3857434607855004e-11,1.4811024472186294e-15,3.9448395057343503e-10,2.706027996378111e-10,1.6046827126671376e-16,6.3150845124022708e-15,5.7884863091863613e-12,3.7883019317813569e-12,4.2658769117825833e-20,1.211975451171362e-11,3.6743436354037667e-18,4.58660127318992e-11,3.2682688180937026e-12,0.00016294874657587209,2.1354926748068515e-11,3.5674139545816537e-10,2.0774244398768515e-06,5.6230030682161357e-29,2.1538518563905266e-18,1.5718659883247626e-10,6.0563717659051441e-12,8.06142693945104e-19,0.88129999999999997,0.0,0.0,0.0,0.0073984847617782189,0.10849493025007823,0.00010000629501387327,0.0001021190554403602,0.00046658106115348065,0.00026186781418503286,1.818013240980431e-10,5.6734233490193681e-05,1.0551177667879369e-09,1.1891866787782032e-06,7.8725546995557124e-13,1.1151080490848036e-14,0.00020565189540834835,0.00027079573365048747,0.0001854083359534393,0.00050822099965256438,2.064237705075774e-13,7.5733712723347644e-09,5.5568528371139168e-12,7.0006613854593271e-08,0.00026691793606723602,8.4354924386947346e-07,1.2151041309869691e-07,1.029040141441612e-07,4.1511141285741743e-08,1.2422908330360987e-06,1.5828629576937244e-07,0.00012743248878005158,4.4649503055077976e-08,2.819262886527861e-08,1.7961757465889885e-13,3.5444175454540072e-05,8.3718285347936162e-11,1.9083262807446155e-08,1.2570680055636405e-07,2.2411693264170163e-11,4.2694168916077508e-10,2.4331972380951054e-07,1.5466838384664885e-10,1.0603073265956752e-10,3.9716467280647438e-10,9.5805636837720598e-17,6.3330240337616469e-09,1.3725266856866429e-09,2.7171118626673262e-17,2.0261591558518446e-12,1.5519122941231529e-17,7.5959569917506414e-12,2.6051626238466728e-08,4.9293435661836215e-10,1.5362413056134408e-15,4.9429801919205137e-09,8.2381709312242152e-14,3.2431696392330097e-15,4.9443655649466941e-08,9.3672317229558533e-10,2.4048588799028093e-14,8.0452004458867698e-16,1.8460995121855804e-13,7.419319674885375e-09,4.2833071905092883e-09,4.6628193292751447e-14,9.3515155686437424e-15,8.5876292806157931e-11,4.4085845340404133e-15,6.6797818004638507e-14,1.2911155225749423e-16,7.9292607387207643e-11,6.9705030449249792e-10,7.1870604955342653e-12,9.146924949009245e-14,3.2338094782913985e-12,5.0522600441249301e-12
2.152200468405358e-07,0.0029977135613195667,1.786010758297994e-10,7.3766155954078503e-08,3.7045375159950949e-11,5.2558990660845533e-07,1.0483453413723291e-05,3.1473527169953573e-05,2.9015570800495064e-22,2.1647649842334468e-25,5.0836100577771024e-17,1.4122548048972646e-11,1.5305731915369341e-15,4.036623146778342e-10,2.7922104741880675e-10,1.6788895425470021e-16,6.5585455880867244e-15,6.017070840114184e-12,3.9625342482367128e-12,4.4226136534107279e-20,1.243842720984553e-11,3.8408134432302358e-18,4.6684112715096615e-11,3.3753800099701252e-12,0.00016407533125773767,2.1506262134645855e-11,3.6144521699383404e-10,2.1134727016795539e-06,5.9151589310978013e-29,2.2675562156686948e-18,1.6110174805356182e-10,6.2538179448885074e-12,8.3686312003947714e-19,0.88129999999999997,0.0,0.0,0.0,0.0073873265085744834,0.10849303900298077,0.00010000649174645222,0.00010251983587329344,0.00046661851761610799,0.00026144298007921009,1.8181282470355756e-10,5.6641305437941841e-05,1.0536761295637453e-09,1.1892619301225015e-06,7.8596598188236225e-13,1.1151786127579057e-14,0.00020728324717534511,0.00027332664824275332,0.00018631882499523813,0.000511863718024105,2.0834887458551531e-13,7.6442632389261237e-09,5.6009862234519438e-12,7.0578366364524946e-08,0.00026826931946943481,8.5315928535537262e-07,1.2289442649972845e-07,1.0409989958738933e-07,4.1998398418251288e-08,1.2668774318087545e-06,1.5802981731522494e-07,0.00012807969921044829,4.4875507762346563e-08,2.833533368932809e-08,1.796784105368672e-13,3.5923195069142671e-05,8.5647353149461158e-11,1.918042109759219e-08,1.2821146127285656e-07,2.242918637729342e-11,4.2739100277978999e-10,2.4529737237214308e-07,1.5592284263946982e-10,1.0689070901495812e-10,4.0038613795449104e-10,9.6582731430782721e-17,6.4644676670228726e-09,1.4010015394316567e-09,2.7734818871793164e-17,2.0682127402976505e-12,1.5841087359634772e-17,7.7615697207970112e-12,2.6619949486681156e-08,4.9703716591953198e-10,1.5490014442974323e-15,5.071108395114559e-09,8.4517146164711139e-14,3.2701076565299825e-15,5.0199526927543264e-08,9.57871422300623e-10,2.4591111489164334e-14,8.2268356573809745e-16,1.8877465061858668e-13,7.6469048194695718e-09,4.4273346734794932e-09,4.7170076741739064e-14,9.6659687630840846e-15,8.9342366224193121e-11,4.5864424233990013e-15,6.9492683757234656e-14,1.343226542896699e-16,8.174882525662754e-11,7.1727113200586719e-10,7.4578089240886282e-12,9.5030606325848758e-14,3.380008912713638e-12,5.2808167685591209e-12
2.1645722987425082e-07,0.0029977123295507435,1.8289746025245898e-10,7.4347341892464952e-08,3.7098820734565087e-11,5.306606357049439e-07,1.0488549195965587e-05,3.1777316800291286e-05,3.027074346997028e-22,2.2031566270093349e-25,5.2660483623862646e-17,1.4390487707612689e-11,1.5812667473197387e-15,4.1297966335542862e-10,2.880607748417734e-10,1.7560061873615881e-16,6.8095366695866547e-15,6.2530121747787032e-12,4.1435071472651575e-12,4.5837460342106576e-20,1.2762889536349394e-11,4.0134426029611822e-18,4.7509665202106021e-11,3.4851139911837577e-12,0.00016520008239294661,2.1657351602982786e-11,3.661751220315119e-10,2.1498438217720449e-06,6.2198709272669399e-29,2.3862869392154022e-18,1.6508249252140875e-10,6.4560538245772416e-12,8.6851735182382304e-19,0.88129999999999997,0.0,0.0,0.0,0.0073761981410399953,0.10849115218401147,0.00010000669298321408,0.00010291886145643186,0.00046664509644937411,0.00026101523982764317,1.8182009345342122e-10,5.654775321691502e-05,1.0522384629371623e-09,1.1893094998976803e-06,7.8466783271949574e-13,1.1152232192443918e-14,0.00020891065923376616,0.00027585796943410142,0.00018722774430560921,0.00051550117964979062,2.1027422858921656e-13,7.7151670695054212e-09,5.6450134477311187e-12,7.1148867778018534e-08,0.00026961885677170448,8.6278866739526697e-07,1.2428119642270374e-07,1.0529832333144181e-07,4.2486707350731149e-08,1.2917294113100968e-06,1.5777157349570134e-07,0.00012872291903244455,4.5100108292705981e-08,2.8477151883265287e-08,1.7973519274679057e-13,3.6404374208843199e-05,8.7604874009469598e-11,1.9277446502210302e-08,1.3074465877968631e-07,2.2446204369335581e-11,4.2783162617702033e-10,2.4727563687491809e-07,1.5717765614519557e-10,1.0775092853812864e-10,4.0360851461286414e-10,9.7360045901984395e-17,6.5974790824784443e-09,1.4298155638549084e-09,2.8305233483077283e-17,2.1107679167360007e-12,1.6166886771930105e-17,7.9292993943513062e-12,2.7195542853528684e-08,5.0113645325831654e-10,1.5617502313281731e-15,5.2014501003630282e-09,8.6689474151442854e-14,3.2970217092739511e-15,5.0961660742413427e-08,9.7930343455080517e-10,2.5140901466930878e-14,8.4109080074493524e-16,1.9299513771404031e-13,7.8796185810545705e-09,4.5749560492052189e-09,4.7713110353977357e-14,9.988268614387016e-15,9.2919328481120841e-11,4.7699868829162127e-15,7.2273711433032798e-14,1.3970047323480778e-16,8.4260060576428097e-11,7.3792374507972409e-10,7.7364939218163887e-12,9.8702025364524288e-14,3.531699560825764e-12,5.5179632726821425e-12
2.1769441290796583e-07,0.0029977111060620594,1.8726484624568598e-10,7.4928483330008747e-08,3.7151043855597042e-11,5.3573325647887373e-07,1.0493494413539331e-05,3.2081081871943178e-05,3.15689469995602e-22,2.2425023027570307e-25,5.4536025399586942e-17,1.46612556734296e-11,1.6332013963396279e-15,4.2243670781281588e-10,2.9712628919278081e-10,1.8361260880123742e-16,7.0682280110438512e-15,6.4964864823820162e-12,4.3314281000565326e-12,4.7493561568449968e-20,1.3093194357488719e-11,4.1923248214445933e-18,4.8342655197241313e-11,3.5975113340613905e-12,0.00016632298767036877,2.1808193166194092e-11,3.7093097528862341e-10,2.1865372002215288e-06,6.5375558299183275e-29,2.510220418498767e-18,1.6912933035305354e-10,6.6631518928672206e-12,9.0112595451976312e-19,0.88129999999999997,0.0,0.0,0.0,0.0073650995333546512,0.10848926981855371,0.00010000689878553252,0.00010331613830125144,0.00046666099138401897,0.00026058471168057353,1.8182320608684456e-10,5.645360246619783e-05,1.0508047498708492e-09,1.1893298835313426e-06,7.8336137823999274e-13,1.1152423331099331e-14,0.0002105340861927706,0.00027838959824466283,0.00018813509794166557,0.00051913331428493062,2.1219975739076219e-13,7.7860799823655864e-09,5.6889332776920051e-12,7.1718100862662783e-08,0.00027096655303951575,8.7243696421371969e-07,1.25670661326654e-07,1.0649922994845059e-07,4.297604490286263e-08,1.3168465537404318e-06,1.5751163600049011e-07,0.0001293621625025778,4.5323309748817608e-08,2.8618086668987045e-08,1.7978799104454557e-13,3.6887686298408627e-05,8.9591013190000279e-11,1.9374339386395295e-08,1.3330641965256281e-07,2.2462755240436152e-11,4.2826370348522663e-10,2.4925447280421142e-07,1.5843279623106616e-10,1.0861137194307743e-10,4.0683173052528061e-10,9.8137562821371479e-17,6.7320588247445638e-09,1.4589688650143785e-09,2.8882364560094274e-17,2.153824859425571e-12,1.6496522377312319e-17,8.0991482161178154e-12,2.7778413960560331e-08,5.052321262715174e-10,1.5744873813052027e-15,5.3340210883031426e-09,8.8898956279104116e-14,3.3239111949538368e-15,5.1730051642063263e-08,1.0010196457660612e-09,2.569796964011932e-14,8.5974212469328423e-16,1.9727149623953875e-13,8.117529938572328e-09,4.7262261251495784e-09,4.825726901380848e-14,1.0318534788591867e-14,9.6609721919541135e-11,4.959348155689432e-15,7.5142874457924739e-14,1.4524883140288906e-16,8.6827031644093216e-11,7.5901348486380167e-10,8.0232722168894243e-12,1.024859221515198e-13,3.6890419283914931e-12,5.7639507729339637e-12
2.1893159594168084e-07,0.0029977098908738993,1.9170377530177351e-10,7.5509566230728261e-08,3.7202760854101569e-11,5.4080759657795578e-07,1.0498293840435255e-05,3.2384812372114748e-05,3.2911242813881004e-22,2.2812606911824859e-25,5.6463745183458528e-17,1.4934853942461786e-11,1.6863953005219356e-15,4.3203414804177381e-10,3.0642195089723388e-10,1.9193449947443567e-16,7.3347920031889708e-15,6.7476723323202744e-12,4.5265090373171294e-12,4.9195267640645686e-20,1.3429394386142972e-11,4.3777978142665133e-18,4.9183067470719133e-11,3.712612798184065e-12,0.00016744403527573212,2.1958785057135669e-11,3.7571264164346158e-10,2.2235522246365648e-06,6.8686426852615871e-29,2.6395403656470477e-18,1.7324275697244527e-10,6.87518492428447e-12,9.3470974512952653e-19,0.88129999999999997,0.0,0.0,0.0,0.007354030560720615,0.10848739193091207,0.00010000710921488427,0.00010371167249643468,0.00046666639300276138,0.00026015151093550042,1.8182223710940525e-10,5.635887818286801e-05,1.0493749734679744e-09,1.1893235683815057e-06,7.8204696530825975e-13,1.1152364113532995e-14,0.00021215348428270132,0.00028092143758526355,0.00018904088994409316,0.00052276005347554001,2.1412538730606697e-13,7.8569992488945122e-09,5.7327445249878026e-12,7.2286048970999692e-08,0.00027231241331723935,8.8210375777275002e-07,1.2706276079607071e-07,1.0770256501063163e-07,4.3466388312342253e-08,1.3422286235477811e-06,1.572500747302836e-07,0.00012999744422471506,4.5545117354058385e-08,2.8758141344615702e-08,1.7983687409887657e-13,3.7373104911925755e-05,9.1605935259646521e-11,1.9471100113716054e-08,1.3589676878701947e-07,2.2478846864397542e-11,4.2868737654158966e-10,2.5123383640371205e-07,1.5968823524676531e-10,1.0947202027453428e-10,4.1005571467494461e-10,9.8915265057990819e-17,6.8682072848471776e-09,1.4884615157003348e-09,2.9466213543831059e-17,2.197383693485246e-12,1.6829994998819058e-17,8.2711181636306038e-12,2.8368569651917765e-08,5.0932409691199272e-10,1.5872126220477574e-15,5.4688369782604893e-09,9.1145852865875664e-14,3.3507755389668364e-15,5.2504694039639078e-08,1.0230204604678978e-09,2.6262326091282968e-14,8.7863788501309529e-16,2.016038035947084e-13,8.360707991186388e-09,4.8811998530896189e-09,4.8802528058735948e-14,1.0656887266871689e-14,1.0041611993205026e-10,5.154658071134948e-15,7.8102170293691568e-14,1.5097159778631808e-16,8.9450458043992714e-11,7.8054569012039065e-10,8.318301659692536e-12,1.0638473862870801e-13,3.8521996463396837e-12,6.0190353805056474e-12
2.2016877897539585e-07,0.0029977086840038748,1.9621478608050853e-10,7.6090577584518978e-08,3.7254012769566995e-11,5.4588348741194596e-07,1.0502952103827374e-05,3.2688498547371296e-05,3.4298701505712818e-22,2.3213450399032799e-25,5.8444674113043122e-17,1.5211284423836553e-11,1.7408668502124158e-15,4.417726728444111e-10,3.1595217353895574e-10,2.0057609957310246e-16,7.6094031671450891e-15,7.0067506850874298e-12,4.7289663753746899e-12,5.094341244107423e-20,1.3771542180299737e-11,4.5699946474174988e-18,5.0030886564222088e-11,3.8304593246631572e-12,0.00016856321388138661,2.2109125663454467e-11,3.8051998613678365e-10,2.2608882704635373e-06,7.2135739151686816e-29,2.7744367451541382e-18,1.7742326511534797e-10,7.0922259733442345e-12,9.6928979236510345e-19,0.88129999999999997,0.0,0.0,0.0,0.0073429910993465103,0.10848551854433135,0.00010000732433284386,0.00010410547010800398,0.00046666148878462182,0.00025971574999003263,1.8181725981385719e-10,5.62636047357652e-05,1.0479491169700288e-09,1.18929103387263e-06,7.8072493207114503e-13,1.1152059035339104e-14,0.00021376881132398386,0.00028345339223089335,0.00018994512433727456,0.00052638133053023776,2.1605104606518631e-13,7.9279221928506299e-09,5.7764460443430098e-12,7.2852696029637279e-08,0.00027365644262830591,8.917886377055227e-07,1.2845743552375085e-07,1.0890827507976887e-07,4.3957715230470764e-08,1.3678753677583085e-06,1.5698695782910256e-07,0.00013062877913847239,4.5765536447100199e-08,2.8897319281077825e-08,1.7988190946707633e-13,3.7860603774154893e-05,9.3649804118769343e-11,1.9567729046227141e-08,1.3851572942567261e-07,2.249448698949078e-11,4.291027849437163e-10,2.5321368466400596e-07,1.6094394601339604e-10,1.1033285490040298e-10,4.1328039725658154e-10,9.969313577313738e-17,7.0059247028140279e-09,1.5182935559184006e-09,3.0056781226255893e-17,2.2414444957217483e-12,1.7167305088792851e-17,8.4452109913062432e-12,2.8966016004800997e-08,5.1341227971482329e-10,1.5999256896743846e-15,5.6059132289801259e-09,9.3430421553635211e-14,3.377614184231209e-15,5.328558221612948e-08,1.0453062513466385e-09,2.6833980090308825e-14,8.9777840179558454e-16,2.0599213094068277e-13,8.6092219525137588e-09,5.0399323222414646e-09,4.9348863274659647e-14,1.100344633054667e-14,1.0434112682314925e-10,5.3560500297144047e-15,8.1153620206790829e-14,1.568726878523076e-16,9.2131060601465435e-11,8.0252569665269536e-10,8.6217412032246896e-12,1.1040094298087362e-13,4.0213394890156243e-12,6.2834781142351284e-12
