Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200)
7.240472095617658e-16,0.001934269013069784,2.5840359251509031e-31,1.3095209379774064e-26,1.8014428776809545e-21,2.5840398039476885e-31,4.7569176424345651e-20,3.7662492904837385e-32,6.8096492244063472e-57,1.4055106775867274e-45,5.1608360915424789e-48,2.0099610171024478e-44,1.9565709252414946e-38,3.9551266537042785e-25,5.2520542134720465e-38,2.6417865342762177e-55,1.0759794872924845e-50,1.1718082942292013e-39,1.6958058035415057e-51,1.0974757071653015e-75,8.4611087037909982e-48,5.7287336962426678e-66,4.9930540331763655e-39,1.6469120849019123e-57,1.7032742964945013e-29,8.9646119695514724e-45,3.7754279349848909e-48,5.0506324691787009e-39,3.976905668690928e-72,2.8588457290908133e-78,2.2545461997954968e-46,9.3284566354421256e-59,6.1185364007243752e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999993014489,0.108803,0.0001,3.495076579534868e-14,3.2781184027076313e-13,3.2781189394038899e-13,3.0666949606252818e-19,8.0710626161815405e-19,7.970635089739495e-15,5.9292168460115134e-19,1.5109421797901087e-26,9.2731901342140199e-27,1.0036249281100555e-30,2.3222803577238307e-23,2.419048304645144e-18,5.6772581767875288e-22,2.8744884836286248e-31,9.3853324054246448e-35,5.7620145017461007e-37,3.9205102381991183e-40,2.276588897123048e-18,3.8209633375417762e-47,1.707327246370129e-53,1.0820535628216566e-55,1.6759443467920549e-62,2.9639426440296206e-60,2.6040166403531252e-23,1.7032715417336815e-29,2.4623833303692291e-35,2.9287646935790914e-36,1.048994698841082e-20,3.2689478395183603e-42,3.2104241831722896e-51,4.6004977394861621e-30,1.905659611168842e-56,4.460920466694736e-23,1.0246847105625464e-27,5.3149484479821921e-34,7.4494880679874646e-40,5.0698885364832399e-40,4.4276572033972167e-41,3.2829925117464628e-47,9.7865799333390388e-33,2.0657896416379228e-38,6.1467300356299217e-46,2.6350537640164813e-40,3.3068955575723903e-46,1.4241302172942846e-37,1.9050940799603216e-39,7.3132249389260239e-30,6.1289355923040602e-36,8.5250534156165861e-48,7.3714163904788446e-55,6.7061213447370574e-36,1.1254375994529582e-36,1.1421915966643432e-38,2.1288642277767541e-44,2.18978731187723e-46,1.5981514821747367e-44,9.5503484760173197e-47,6.4108979714882941e-59,7.8796583710980658e-64,3.1924052674907655e-65,3.2438838856585727e-44,6.3149362237826476e-50,4.6938731928912822e-50,7.0273296149761973e-52
1.4487234783846627e-15,0.001934269013069784,1.0342843627686868e-30,5.2414695020409175e-26,3.6044292361251e-21,1.0342975160005785e-30,9.5272643552023436e-20,1.5087692248565349e-31,2.7256313761595792e-56,1.7201262755532528e-45,2.4146841649522137e-47,8.7310287795637271e-44,3.9148568715090365e-38,7.9136901434365052e-25,2.1021905726522377e-37,2.4397483021910109e-54,8.6143769259593165e-50,4.6902872899104049e-39,1.3576877005365481e-50,3.5132911439015529e-74,1.3542470692832624e-46,2.9189081157193995e-65,3.9955501902109236e-38,3.3698598819463176e-56,1.3636515694739458e-28,1.4355022065815576e-43,1.5131212755774507e-47,4.0436026644920903e-38,3.1839366263674193e-71,2.9652308639658019e-77,3.6085254151917322e-45,2.9862485770590368e-57,3.9208236563052056e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999986022911,0.108803,0.0001,6.9931897136849852e-14,6.5590717203957942e-13,6.5590697827988972e-13,7.4164387045424837e-19,3.2305174433580619e-18,1.5938580064501552e-14,2.3728304248930631e-18,7.4026549849765617e-26,4.001214162994852e-26,8.0351580515432866e-30,9.2951564390297583e-23,9.6774937611863642e-18,2.2723788120969167e-21,2.1915020823770262e-30,7.5139537912091093e-34,4.6099753090522198e-36,6.2737886375149335e-39,9.1075795412612271e-18,1.2229431734798071e-45,1.0929193812609715e-51,6.9266010923955958e-54,2.1456804144702285e-60,1.8976152432743992e-58,1.0422823904940111e-22,1.3636471634766618e-28,3.9375242719924228e-34,4.6887204538390167e-35,2.0900293739363754e-20,5.2345980169329173e-41,2.8123737800766156e-50,3.6814187180241494e-29,1.2198792429587772e-54,1.7790203676187933e-22,8.0690974875108787e-27,8.3644269666231573e-33,2.34245351766707e-38,1.5943502347652746e-38,1.3930615278777045e-39,1.3552896455538184e-45,3.9171709419013578e-32,1.6538871126791272e-37,5.8288332538954855e-45,2.1087901872123517e-39,3.1932301650047483e-45,1.1213449288695083e-36,3.001875877218372e-38,5.8540926634034664e-29,8.5329336493283963e-35,2.6873651241917617e-46,4.6005450723122271e-53,1.0040467293814468e-34,1.8018881767083414e-35,1.797528437890883e-37,6.544145010509206e-43,5.6778689407784966e-45,5.0166776823353298e-43,3.0048448086972135e-45,4.0424014366609294e-57,9.7911871931744535e-62,2.0128445258363386e-63,2.5882550202622109e-43,9.9584270187347516e-49,7.4871428727889597e-49,9.8463910398068506e-51
2.8980760160304565e-15,0.001934269013069784,4.1384597131046588e-30,2.0972489459018462e-25,7.2103369781132228e-21,4.1387107712200954e-30,1.9095858341380682e-19,6.0473499981206624e-31,1.0906060965332636e-55,1.914700306027804e-45,1.5179140884105041e-46,4.0155229412585121e-43,7.8315505591959084e-38,1.5830818876005336e-24,8.4115020571842493e-37,2.979179597863608e-53,6.8941174042625564e-49,1.8767260883825472e-38,1.0865818929557355e-49,1.1237118273248287e-72,2.1656545050390135e-45,1.3366990712798573e-64,3.1945711854874826e-37,9.7913779757046639e-55,1.0913300447919148e-27,2.2977265144033396e-42,6.1173315804511008e-47,3.2362315666369579e-37,2.5481091679427763e-70,2.7506357373729782e-76,5.7706008598731973e-44,9.5512590964917317e-56,2.5109062691649536e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899999972039739,0.10880299999999997,0.0001,1.3989415976203265e-13,1.3120942477743047e-12,1.3120922976271599e-12,1.6405151203942394e-18,1.2926189899971847e-17,3.1845671831988689e-14,9.4912034401818838e-18,3.3226009163335687e-25,1.6638377693023916e-25,6.4306584101064506e-29,3.71926062576785e-22,3.8682595982654215e-17,9.0924456857842082e-21,1.6003717015229792e-29,6.0134180513426489e-33,3.6843655784079116e-35,1.0028933411531099e-37,3.6404551474674819e-17,3.9099905880995004e-44,6.9886716239384457e-50,4.4292154599768083e-52,2.7441339603351652e-58,1.2138042450364429e-56,4.1704640546650617e-22,1.0913230098911656e-27,6.28507670179839e-33,7.5014266902275661e-34,4.1458566341114729e-20,8.3788374785098856e-40,2.5728340477695188e-49,2.9434138944485332e-28,7.8005218870982524e-53,7.0668245174433204e-22,6.3716426567807051e-26,1.3206696921300045e-31,7.3874030953007097e-37,5.0290499709366078e-37,4.3983960283708025e-38,5.068087696499615e-44,1.567369864807126e-31,1.3236104409023468e-36,5.1313701273506608e-44,1.6863065306123545e-38,2.8445853534006497e-44,8.6846714592546005e-36,4.6549013515811601e-37,4.6835633483599059e-28,1.0818112266658587e-33,8.3387468606842777e-45,2.7985520206257703e-51,1.4216908414747255e-33,2.883306620937045e-34,2.8381362651552365e-36,1.9754267436476652e-41,1.3251623105150342e-43,1.5767063125537319e-41,9.4876620469674535e-44,2.5093166876479388e-55,1.1825650409768487e-59,1.2493080628593593e-61,2.0574042863918578e-42,1.5465889360102581e-47,1.1891847311098658e-47,1.2572242135288043e-49
5.796781091322044e-15,0.001934269013069784,1.6556338555502587e-29,8.3901884957471987e-25,1.442189218314688e-20,1.656065340885375e-29,3.8344647216366577e-19,2.4275822130291901e-30,4.3631365063642578e-55,2.0259549514542518e-45,1.4748077491431036e-45,2.366279997855318e-42,1.5665945570799936e-37,3.1665083366371215e-24,3.3651501539169557e-36,5.6129765887462237e-52,5.5163378277424576e-48,7.5081282809283364e-38,8.6946117550604378e-49,3.5901597314790047e-71,3.4592959470847303e-44,5.7595679055122049e-64,2.5512218864720079e-36,3.0825779038472264e-53,8.7322080178627254e-27,3.6770724677483313e-41,2.6484397979562536e-46,2.5899150270744495e-36,2.0388678473594093e-69,2.3901380051156475e-75,9.2176365255352433e-43,3.0514561244042447e-54,1.6074735096511138e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999944073481,0.10880299999999991,0.0001,2.7981868478112004e-13,2.6244541706946305e-12,2.6244435394557822e-12,3.4481070346677315e-18,5.1712474195063161e-17,6.3545078223620301e-14,3.7945349668666289e-17,1.4125881552531903e-24,6.7840600319182746e-25,5.1456476856326288e-28,1.4879365713240553e-21,1.5443656715011778e-16,3.6375475051268495e-20,1.0884218553178802e-28,4.8116032753516211e-32,2.9400571140382537e-34,1.6007428269667294e-36,1.4534169218953743e-16,1.2482248031425939e-42,4.4622248188703183e-48,2.8280290554375562e-50,3.5042690214592744e-56,7.754848230670142e-55,1.668438669232103e-21,8.7320960018141265e-27,1.0002530198417584e-31,1.1993284469085695e-32,8.1551576959384321e-20,1.3409097769411278e-38,2.9580820016888669e-48,2.3506462525571661e-27,4.9805934640666896e-51,2.7867461571431887e-21,5.0134247898057841e-25,2.0787146672608225e-30,2.320233760787035e-35,1.5801132165144779e-35,1.3846472649391443e-36,1.7569504313275937e-42,6.2704315992984292e-31,1.0590838401075725e-35,4.3191918233973201e-43,1.3471200135340376e-37,2.4106572441875152e-43,6.5204792075236718e-35,7.0044976854122155e-36,3.7451864795966213e-27,1.2200908929695741e-32,2.5120684096938181e-43,1.6219256337894226e-49,1.846688388614053e-32,4.6113976988474561e-33,4.4671773899505413e-35,5.7159184155699761e-40,2.7384753703035215e-42,4.918622662777484e-40,2.986968221060293e-42,1.5126229450469429e-53,1.3589404376187831e-57,7.5288960064063071e-60,1.6242861135187889e-41,2.3339129477027708e-46,1.8740689652076025e-46,1.4218274869541391e-48
1.159419124190522e-14,0.0019342690130697828,6.6229187030935726e-29,3.3562098728822639e-24,2.8843958594764985e-20,6.6300510923447019e-29,7.7288617872389031e-19,9.7771251654350686e-30,1.7454193699062951e-54,2.0866443226001832e-45,1.9357383391965799e-44,2.1487597179897734e-41,3.1342726139168177e-37,6.3333640550534007e-24,1.3461714999980607e-35,1.4513709787346856e-50,4.4134836103514805e-47,3.003497245974901e-37,6.9568390429018491e-48,1.144850850793429e-69,5.5148873950023584e-43,2.3987278145190105e-63,2.0333416921956978e-35,9.8095502661926483e-52,6.9862849925264556e-26,5.8837927713550422e-40,1.7028331382626372e-45,2.0736095107187387e-35,1.6312564234315483e-68,2.0011414568998291e-74,1.4694963298157244e-41,9.730104344091769e-53,1.0289256125035361e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999888140983,0.10880299999999964,0.0001,5.5966773389418217e-13,5.2491172743129746e-12,5.2490684393372177e-12,7.0649711330497495e-18,2.0686111258009911e-16,1.2648808320907452e-13,1.5158898591102405e-16,5.8293198459906578e-24,2.7371189966142037e-24,4.1171392978837201e-27,5.9521528753590972e-21,6.1525897372329987e-16,1.455119364599068e-19,6.6778292465094183e-28,3.8495771280711343e-31,2.3395756770427569e-33,2.5480698098007883e-35,5.7902595237879113e-16,3.9741895583574029e-41,2.8415439650165354e-46,1.8008904666225015e-48,4.4631335284603292e-54,4.9443748498575426e-53,6.6741496980287501e-21,6.9861075349775399e-26,1.5830486223493957e-30,1.9154698627646891e-31,1.5784248279424581e-19,2.1457478606104026e-37,5.2008635923519086e-47,1.873483922820474e-26,3.1716501098323094e-49,1.083689505724583e-20,3.9000416808561881e-24,3.2364820810010123e-29,7.1934037416506494e-34,4.902454016065895e-34,4.3126583781312316e-35,5.7631129091671974e-41,2.5083226502936383e-30,8.473332093070443e-35,3.5470025812622446e-42,1.074324247670023e-36,1.9868748263294505e-42,4.62531066814185e-34,9.9771916495085082e-35,2.992647252547239e-26,1.2237412790031168e-31,7.1700189025384384e-42,8.6031367550219592e-48,2.1417915293955927e-31,7.369961494092398e-32,6.9552258965417193e-34,1.5320619784261204e-38,5.0494459611291004e-41,1.5046999564863359e-38,9.3044506741123586e-41,8.6428731197135287e-52,1.4419016212317436e-55,4.2996372877438253e-58,1.2657530192415349e-40,3.3411473939939935e-45,2.9095046209025633e-45,1.4104179309927014e-47
1.7391601392488395e-14,0.0019342690130697828,1.4073809977188129e-28,7.1319126601870807e-24,4.326497826991818e-20,1.4100241175331496e-28,1.1667897074228639e-18,2.0874145379174778e-29,3.7091632384721022e-54,2.08929696978355e-45,6.8476424028346397e-44,7.0513689434176488e-41,4.7031263508121676e-37,9.5002226040676468e-24,2.8606864021279477e-35,6.3870137243551636e-50,1.2620103113818658e-46,6.3825866374678112e-37,1.9893628385328614e-47,5.2194750395898895e-69,2.0262683027797008e-42,5.1627789007525901e-63,5.8014224197262363e-35,4.4714152333772984e-51,1.9976658055003661e-25,2.1656540774519959e-39,5.4130003849378206e-45,5.932788091498405e-35,4.6645215402722157e-68,5.7944170035003007e-74,5.3991924152059743e-41,4.4359273926211262e-52,5.7381919442476112e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999832208641,0.10880299999999922,0.0001,8.3951678208213219e-13,7.8737237713287958e-12,7.8736157591305401e-12,1.0681835547151198e-17,4.3958213320338334e-16,1.8897855744125155e-13,3.2183402592075235e-16,1.2502049825126834e-23,5.8280579144396078e-24,1.1773198774739652e-26,1.2648514107700526e-20,1.3037471808300553e-15,3.0921762355620083e-19,1.6624333780934666e-27,1.1007536920262923e-30,6.6691628951642238e-33,9.3552544637427425e-35,1.2269686185568921e-15,1.8107140264688387e-40,1.5584820359320694e-45,9.8772238159905139e-48,2.8749586555852372e-53,2.7130399202401066e-52,1.4182690013879202e-20,1.9976008005546073e-25,5.7961605329409075e-30,7.0439126974163126e-31,2.3042762132408622e-19,7.8981199173236941e-37,2.129729120527263e-46,5.3453286940977317e-26,1.7395348171207939e-48,2.2586797680170364e-20,1.0980697999474163e-23,1.1763538345532495e-28,3.2436649795707747e-33,2.2112972349777172e-33,1.9483526194969847e-34,2.6307386139065176e-40,5.3302341761763238e-30,2.4228745264159491e-34,1.0211236648705511e-41,3.0662849084369129e-36,5.7253371407190669e-42,1.235726943969477e-33,3.4761248178009654e-34,8.5511039053772234e-26,3.7323155966805252e-31,3.127564790342579e-41,4.430090038354574e-47,6.8702150118871387e-31,2.711102814023395e-31,2.5279948891877595e-33,6.5287523493458449e-38,1.9125324628498246e-40,6.7482508375073906e-38,4.2037391267583414e-40,4.5683528543603613e-51,8.8208189918340792e-55,2.2722249371814386e-57,3.5654425175984313e-40,1.166746265847666e-44,1.0555494134959448e-44,4.2626641615134143e-47
2.318901154307157e-14,0.0019342690130697818,2.4008204574000666e-28,1.2166035635214458e-23,5.768494860822112e-20,2.4075493719510829e-28,1.5651569514600108e-18,3.5762297592972416e-29,6.327599313770619e-54,2.1468124469819693e-45,1.6961968246943461e-43,1.6898761409646576e-40,6.2735139606950849e-37,1.2667083993937732e-23,4.8800621289465421e-35,1.8612858855347278e-49,2.6619793877627965e-46,1.0888082000522123e-36,4.196415414115549e-47,1.5537689126323826e-68,5.1308399178619632e-42,8.8684561709528163e-63,1.2212626057552515e-34,1.3309422350172007e-50,4.2136671228767644e-25,5.492591281416664e-39,1.3513136039823926e-44,1.252215263155621e-34,9.8390565786876956e-68,1.2311751239199142e-73,1.3671630647784548e-40,1.3204669037161269e-51,2.1636806398550168e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999776276386,0.10880299999999869,0.0001,1.1193658293449701e-12,1.0498273795440381e-11,1.049808550252327e-11,1.4298625618934289e-17,7.4987184868361968e-16,2.5101975440426807e-13,5.4854684588492975e-16,2.1430672069827247e-23,9.9487858921428062e-24,2.4834576331638236e-26,2.1576970193090257e-20,2.2182643778853801e-15,5.2749136212991321e-19,3.1272475787202864e-27,2.3218175102899641e-30,1.4027920851451439e-32,2.3673484219566589e-34,2.0876292730345082e-15,5.3870534281785466e-40,5.3497289440465946e-45,3.3905100268687266e-47,1.1211659293595587e-52,9.3198508338238286e-52,2.4193962408577763e-20,4.2135029653469243e-25,1.4630837149183143e-29,1.785035963657328e-30,2.9948713611347932e-19,2.0032253425421154e-36,5.9872735485820257e-46,1.1252506664300247e-25,5.9712259014982844e-48,3.7855435890386275e-20,2.2845107902711622e-23,2.9503711067125764e-28,9.561444736198821e-33,6.520103795791289e-33,5.7530898238447668e-34,7.8187100637639824e-40,9.0927428126403559e-30,5.1105547870993669e-34,2.1619840640285049e-41,6.4569220284537409e-36,1.212850343812996e-41,2.4541628590717606e-33,8.3982074708137933e-34,1.8025142911888588e-25,8.1778549502162884e-31,8.9514071001924833e-41,1.4367605740188644e-46,1.5576876055815538e-30,6.8723846301110201e-31,6.3403789120882169e-33,1.8322250788113877e-37,4.9198320233825858e-40,1.9794528787958961e-37,1.2413377785788104e-39,1.516988080532564e-50,3.2862328939168845e-54,7.5439112588228031e-57,7.4198545410355489e-40,2.8243450621218572e-44,2.6426029955564218e-44,9.2516423054426727e-47
3.478383184423792e-14,0.001934269013069779,4.9705302519614933e-28,2.5187431809659944e-23,8.6522418996858564e-20,4.9941500558683271e-28,2.3723671753168336e-18,7.4572681413088894e-29,1.310122009495696e-53,3.7677398069482684e-45,5.7614792546897572e-43,5.6137070670272406e-40,9.4189321969027776e-37,1.9000813472824604e-23,1.0103700377853823e-34,7.9218072186444484e-49,7.2707835991136446e-46,2.2542681690865514e-36,1.1463184228544287e-46,6.7864886677497309e-68,1.789434976781664e-41,1.8459176017212586e-62,3.3246340722352148e-34,5.8121615506099181e-50,1.1508783773805233e-24,1.9207842471594693e-38,5.1056378151512325e-44,3.4247707826773753e-34,2.6874513091196031e-67,3.3877377642086377e-73,4.7681265075416083e-40,5.7667781412648812e-51,1.5717980990327187e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999664412083,0.1088029999999973,0.0001,1.6790639216994655e-12,1.5747241718492567e-11,1.5746842933684252e-11,2.1532024113711751e-17,1.5524888196490753e-15,3.7405772300952539e-13,1.1340856371022741e-15,4.4582025067349162e-23,2.0599556999897372e-23,6.7839391191406185e-26,4.4672318308411105e-20,4.5727435615467838e-15,1.092103083552031e-18,7.2113802519279578e-27,6.3415907942382753e-30,3.8136725640724256e-32,8.2472784443537637e-34,4.3034515688875514e-15,2.3503856903853862e-39,2.8690514898636625e-44,1.8183265486156656e-46,7.2741756779750836e-52,5.0115185162340396e-51,5.0089964645044256e-20,1.1508213851059614e-24,5.0758850600499939e-29,6.23374943887453e-30,4.2985658935295203e-19,7.0061798947940862e-36,2.4745202078237189e-45,3.0632649240743548e-25,3.2023645354019047e-47,7.612357604192458e-20,6.10096420682302e-23,1.0128505702952956e-27,4.1070974722745712e-32,2.8020226956568392e-32,2.478533373153787e-33,3.3938684949932396e-39,1.8825176136456982e-29,1.3958417680727046e-33,5.9279170122136344e-41,1.758693603790586e-35,3.3273325366113865e-41,6.0828378929656349e-33,2.7125776792879087e-33,4.9179102834199633e-25,2.3257893620644212e-30,3.6613381224869592e-40,6.9937566770440428e-46,4.6147961764512015e-30,2.4011896034937872e-30,2.1766313094287171e-32,7.2689049030972399e-37,1.7375437158377471e-39,8.4317466067563023e-37,5.3483442662968267e-39,7.6887609823967251e-50,1.9745837714568658e-53,3.8223317544470822e-56,1.9821291098580688e-39,9.1503800934647766e-44,9.0429842982653744e-44,2.5859751230179141e-46
4.637865214540427e-14,0.0019342690130697753,8.4534265399259514e-28,4.2835724064673331e-23,1.1535601084630665e-19,8.5125612225249424e-28,3.1959911870295459e-18,1.2768936871422103e-28,2.2283037480355257e-53,-1.6082736782527175e-44,1.4109338098563034e-42,1.3671994955934966e-39,1.2572719033694848e-36,2.5334553483807584e-23,1.71839188849624e-34,2.2669792553850816e-48,1.52130194716401e-45,3.8339486227651013e-36,2.3987503992688027e-46,1.9739262711856374e-67,4.4613349052867891e-41,3.2096631256540506e-62,6.9358619495224857e-34,1.6903467360037464e-49,2.4080036256368802e-24,4.7994967452832671e-38,1.3994257552549382e-43,7.1757579981713378e-34,5.623239691581936e-67,7.1608349363724906e-73,1.1887668074123215e-39,1.6771962885023918e-50,5.7795830892364268e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999552548197,0.1088029999999954,0.0001,2.2387620106519965e-12,2.0996003076003511e-11,2.0995315119382104e-11,2.8765137561242567e-17,2.6403229181341291e-15,4.9547022811617792e-13,1.9261711360958529e-15,7.6028207934635317e-23,3.5017069782176675e-23,1.4195819276727281e-25,7.5975463620360891e-20,7.7449847320848117e-15,1.8573712780845884e-18,1.3132651270250251e-26,1.3268650551591563e-29,7.9466221959454878e-32,2.0543052780125763e-33,7.288877289502549e-15,6.8307488661360415e-39,9.5422126663568501e-44,6.0475968973122595e-46,2.7261697224405686e-51,1.6692610766792806e-50,8.5188597935263033e-20,2.407862064591067e-24,1.2600305996209115e-28,1.5558661979642716e-29,5.4863392396322622e-19,1.7508034099374418e-35,7.0057303764022491e-45,6.3905991936500469e-25,1.06507950659522e-46,1.2595184513599995e-19,1.2515683966386239e-22,2.4928592506642512e-27,1.1794217294413121e-31,8.0494408780491341e-32,7.1338997908432912e-33,9.810546353597792e-39,3.2016232319358583e-29,2.9205359975619775e-33,1.2431313341215117e-40,3.670711793052504e-35,6.9799494256409991e-41,1.1687718813172338e-32,6.3521830587382299e-33,1.0280021092531179e-24,4.9856529255541484e-30,1.0128473584436753e-39,2.1675837194686358e-45,1.0160584199260709e-29,5.9955374096442709e-30,5.3572047459366816e-32,1.9663266498447166e-36,4.3493657555260968e-39,2.4056398799564622e-36,1.5394997234961221e-38,2.4550576726467366e-49,7.0285090483450928e-53,1.2201950544942675e-55,4.0669927480911144e-39,2.1479968102038541e-43,2.2196242540646605e-43,5.4551620715564555e-46
5.797347244657062e-14,0.0019342690130697703,1.291466710867684e-27,6.5440788331705631e-23,1.4418543249864782e-19,1.3040280079795343e-27,4.0372006888345484e-18,1.9642678463325001e-28,3.4045738808239993e-53,2.7461998926281748e-43,2.9395152964759036e-42,2.8528178406398565e-39,1.5737496540364618e-36,3.1668304847810262e-23,2.6253357303216409e-34,5.4172214014076801e-48,2.7694849352612734e-45,5.8574374139743035e-36,4.3673249945805294e-46,4.7844321153731978e-67,9.4437979163873182e-41,4.077827874533743e-62,1.2588863239849251e-33,4.0966219465992842e-49,4.3836322632949159e-24,1.0182588189087063e-37,3.286464685067905e-43,1.3084723034942916e-33,1.0237282988709386e-66,1.2535200678296343e-72,2.5163933309776044e-39,4.0648525772301283e-50,1.7197894068302444e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999440684692,0.108802999999993,0.0001,2.7984600959595675e-12,2.6244543999402259e-11,2.6243481709584937e-11,3.5997947625120124e-17,4.0337221529881531e-15,6.1516239242252299e-13,2.9386705655820571e-15,1.1636099182361643e-22,5.3454217380091789e-23,2.5845783564428346e-25,1.1607234827811393e-19,1.1782720151313782e-14,2.8376207642680117e-18,2.1050695928331585e-26,2.4154864156334901e-29,1.4406028802875038e-31,4.3445816039578088e-33,1.1088827711197383e-14,1.6542595208163356e-38,2.6069641293539688e-43,1.6522243195825965e-45,8.3005417593071867e-51,4.5682450025513942e-50,1.3014654344934642e-19,4.3833337308057939e-24,2.6556257863103034e-28,3.2971132335968358e-29,6.5601052180370683e-19,3.7148455091949553e-35,1.6682721716816722e-44,1.1599201598142937e-24,2.9098360072527407e-46,1.8714163560899008e-19,2.233690585231531e-22,5.2093189179972833e-27,2.8222097886223854e-31,1.9268516200953557e-31,1.7110464419614704e-32,2.3607634320864065e-38,4.8912725027386898e-29,5.3166475701072238e-33,2.2666468224740071e-40,6.6656541309159918e-35,1.2729697654579395e-40,1.9552215955355613e-32,1.263768398943923e-32,1.8696050458025437e-24,9.2321317618588052e-30,2.3357442034338659e-39,5.5185829157513622e-45,1.9202053569655311e-29,1.271074087404189e-29,1.1194962669284984e-31,4.44050893640492e-36,9.2038398479173986e-39,5.7187379010590327e-36,3.6926920177627536e-38,6.4403920177349855e-49,2.0350886645961066e-52,3.2001622921545663e-55,7.2595397805293198e-39,4.2833133595779797e-43,4.6252798569573388e-43,9.932952391111931e-46
8.116311304890332e-14,0.001934269013069758,2.4833156938714532e-27,1.2582838501114329e-22,2.0183141922140457e-19,2.5293761812229822e-27,5.7734759786861866e-18,3.8372829034106548e-28,6.5482164956066752e-53,2.1711829497724875e-45,1.0235517371832512e-41,1.0194071549134772e-38,2.211241942992852e-36,4.4335842813532985e-23,5.048509471541772e-34,2.6632381089228601e-47,7.3122956016449658e-45,1.1263722100657564e-35,1.1534166256822225e-45,2.4585738905384547e-66,3.4345636357912171e-40,8.389948721967758e-62,3.2970355002446182e-33,2.1044035747609816e-48,1.157366217074473e-23,3.7304675642041001e-37,1.6387263548572357e-42,3.4765506453699862e-33,2.7033172563956392e-66,3.208738301751046e-72,9.151734164623171e-39,2.0881957853284489e-49,1.4228491508975551e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899999216958898,0.10880299999998655,0.0001,3.9178562554108884e-12,3.6740956656900116e-11,3.6738879074759944e-11,5.0462645011428982e-17,7.7562428766318584e-15,8.4941818204410529e-13,5.6327968996439824e-15,2.242397110910726e-22,1.0253122630167396e-22,6.8258245081852314e-25,2.2319750871241202e-19,2.243833150019189e-14,5.456515118657814e-18,4.2997079628744918e-26,6.3774012711357189e-29,3.7607470654249841e-31,1.5754030363519877e-32,2.1116922827685081e-14,8.4737797856733576e-38,1.9283070545565272e-42,1.2221123618491544e-44,9.0957436322155258e-50,3.4007311149721399e-49,2.502552742305236e-19,1.1572589333249146e-23,9.5250085667641002e-28,1.2033980020272123e-28,8.4174842437276902e-19,1.361317227331507e-34,8.347317334742689e-44,3.0378505700494319e-24,2.1523459975667122e-45,3.3838784272684714e-19,5.6013057615522732e-22,1.820613736186836e-26,1.3823865550148385e-30,9.4516090217224227e-31,8.4564139920620457e-32,1.1744111615656141e-37,9.4053217980137066e-29,1.4036821611267501e-32,5.9978740629901068e-40,1.7479781301294739e-34,3.3695547455435788e-40,4.2182847901022351e-32,3.8504510289372629e-32,4.9231110488158705e-24,2.4955215557522411e-29,1.0112652413811173e-38,3.0682054439241705e-44,5.3584543482067592e-29,4.6455217429221344e-29,3.9125949483202339e-31,1.8157814538107158e-35,3.2858978566635176e-38,2.7338340620772401e-35,1.8254909906443015e-37,4.0273736162413467e-48,1.7817696498960978e-51,1.9990096819542732e-54,1.8209625885828071e-38,1.312320096783217e-42,1.6017590040020931e-42,2.563183334157281e-45
