Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200)
4.3092612258775285e-07,0.0019340209854923109,7.7913027921274361e-14,3.0011352802079649e-10,7.2329118536225815e-14,5.7887816418133964e-09,2.4902669367348108e-06,3.0605961556996879e-06,4.0383267072149252e-29,6.8351571797769131e-31,4.1228094734674182e-22,1.6290978510042937e-15,2.5094591622290965e-20,5.51521402648914e-13,1.0522603840991031e-13,3.9373639999160163e-21,6.4264511123735269e-20,1.4862975747585354e-15,7.8978448477102264e-16,1.6881646732075036e-26,2.0477350364416979e-15,2.5074512147224168e-23,4.0101770551368916e-15,1.7774809081001142e-15,1.5631200495403531e-06,9.8447650274015815e-15,3.333926152967808e-13,4.271212280114387e-08,4.4954914837557907e-37,2.0408309136926344e-19,3.89986123827605e-14,8.6201427611659662e-16,2.1473758804758552e-24,0.88129999999999997,0.0,0.0,0.0,0.0094355850072917555,0.10866759721162521,0.00010000001029143238,1.8376012770540679e-05,9.6969278732762917e-05,3.0090664019769103e-05,1.3348027184548803e-10,4.9322943486691145e-05,8.4252401009190871e-12,8.9719105979746038e-07,1.4344320975372925e-12,1.6361340251072762e-14,7.9564615468148057e-05,7.5565521745299619e-05,2.3319746637960148e-06,9.7471891054989426e-05,3.2108519664574402e-14,3.6553569588490589e-10,1.4502160068262634e-13,9.5133847920124462e-10,2.1989902132726675e-06,1.0128077026563366e-08,1.2823077640238052e-08,4.3709744307650865e-10,2.8562665351087661e-09,6.6954646508978349e-09,3.1196327889580735e-09,1.3801784435968281e-06,1.3857960027218346e-09,9.7806980005098395e-10,4.0411810866766021e-15,1.8057819098030576e-07,6.1739864310000194e-14,5.8465446276724318e-11,2.3133202543373738e-09,1.9146106444052529e-12,2.4834406593010053e-11,9.8984954120743697e-09,2.2872556271123722e-11,1.8479378815400475e-11,5.1635380353747987e-11,7.2824057289264526e-17,6.1702669815872821e-11,1.0110391158480994e-10,4.3464532404907163e-18,3.8513329529559987e-15,2.4439337050596356e-18,1.6991877922662571e-14,1.0321910225679867e-10,1.8534785494596814e-10,1.0082184274916662e-15,7.8192034529359572e-11,6.4974337650621597e-16,2.3767400828269229e-15,1.2293235825566644e-08,5.441880606892233e-12,4.2373459483207794e-16,4.830011009812737e-19,3.2294053918871113e-15,1.0854786513542396e-11,3.9781599343635076e-11,1.0454482671672478e-16,3.4991342288264679e-18,3.9128328679962662e-14,6.0923627491068701e-18,9.2034086032561343e-17,5.9372009975184714e-21
4.342711358125703e-07,0.001934018998377015,7.9749808039436013e-14,3.0359249846369798e-10,7.2506387255647591e-14,5.869770730868982e-09,2.4989796432425924e-06,3.1134966672425955e-06,4.2376349664090646e-29,-1.6288438369955547e-30,4.2678502013783001e-22,1.6699309405229603e-15,2.596942291883151e-20,5.628445592462211e-13,1.096411695549485e-13,4.112447319089948e-21,6.6232244978704767e-20,1.5290975488589107e-15,8.2206511845695844e-16,1.7355748737268719e-26,2.1150497661441106e-15,2.6165518862734101e-23,4.1033427676053556e-15,1.8160149667592963e-15,1.579605728127392e-06,9.9503115720800829e-15,3.3999840924239761e-13,4.3725308617652125e-08,4.7260359675100936e-37,2.0408351354061934e-19,4.0198286565471256e-14,8.9814152776749815e-16,2.2338725315962075e-24,0.88129999999999997,0.0,0.0,0.0,0.0094320652649948107,0.10866649059805172,0.00010000001069242121,1.8500881221225479e-05,9.7129911197614118e-05,3.0087154701243774e-05,1.3370016167180662e-10,4.9316750078464679e-05,8.4221930503414101e-12,8.9866908089844841e-07,1.4342519780477027e-12,1.6388293714196011e-14,8.0612875005343159e-05,7.6596535938920437e-05,2.3496313882383621e-06,9.8583036664770071e-05,3.254615322396027e-14,3.7053171061693739e-10,1.4693272778966926e-13,9.640616759829352e-10,2.2156708874465771e-06,1.033216247166854e-08,1.3082280321005407e-08,4.4736501762624716e-10,2.9272391713707298e-09,6.9123304233749507e-09,3.1192847943135186e-09,1.3927951303666208e-06,1.3984512498065055e-09,9.8700168908194107e-10,4.0443824306645435e-15,1.8442560584619794e-07,6.390994230755406e-14,5.8914832454568541e-11,2.3848403854234501e-09,1.9162464711977436e-12,2.4856398438697132e-11,1.0007812088588247e-08,2.3124944195275782e-11,1.8683290160356703e-11,5.2205192454351385e-11,7.3627692873398136e-17,6.3256001831516404e-11,1.036505184728892e-10,4.4559317719641562e-18,3.9482884779776261e-15,2.5054915450417288e-18,1.7436767552091241e-14,1.0592301379834551e-10,1.8769924658152751e-10,1.0209997121273365e-15,8.0651532662488416e-11,6.7018078798071353e-16,2.4068702519949578e-15,1.2541689206585103e-08,5.5988768850332088e-12,4.3595519282102326e-16,4.9693550729691718e-19,3.3225421860774788e-15,1.1267743250876743e-11,4.1479605002627074e-11,1.0700062201487772e-16,3.6484904780713018e-18,4.110254021526497e-14,6.3996930523123559e-18,9.6676769704623227e-17,6.2367612182617355e-21
4.376161490373878e-07,0.001934017011789886,8.1620882043422327e-14,3.0707708014408443e-10,7.2618141663502322e-14,5.9509287250202625e-09,2.5075069707064803e-06,3.1666447051880076e-06,4.4446293225495542e-29,7.1864588575397813e-31,4.4165650951463817e-22,1.7113721675669148e-15,2.6866243177459972e-20,5.7430991719808483e-13,1.1420846424855361e-13,4.2936750419509087e-21,6.8239936909078607e-20,1.572656036874575e-15,8.5531219732801944e-16,1.8097706927043033e-26,2.1839306484579945e-15,2.7121781736859318e-23,4.1976798472553478e-15,1.8557548699197848e-15,1.5960893351598622e-06,1.0055849598844686e-14,3.4667218093406676e-13,4.4752536274370484e-08,4.9658885755222902e-37,2.0408395854554287e-19,4.1422723107182996e-14,9.3541997820786947e-16,2.3230793421760496e-24,0.88129999999999997,0.0,0.0,0.0,0.0094285470058057645,0.10866538418323987,0.00010000001110510458,1.8625494996344243e-05,9.728704809995107e-05,3.0082807756366254e-05,1.3391523602696563e-10,4.9309182273166448e-05,8.4191472871417413e-12,9.0011473410604381e-07,1.4340318877222165e-12,1.6414656910495356e-14,8.1662262985882222e-05,7.7629528109984154e-05,2.3672813277416086e-06,9.9695587808645901e-05,3.2984618227877338e-14,3.7553736100533418e-10,1.4884591543127498e-13,9.7679985354756644e-10,2.2323455376106601e-06,1.0537991423738959e-08,1.3343705803314583e-08,4.5775256120645494e-10,2.9991153572406118e-09,7.1338109525975627e-09,3.1188494212644996e-09,1.4053701315116385e-06,1.411064412550043e-09,9.9590387572065344e-10,4.0474607072759832e-15,1.8831270671627699e-07,6.6134120888515022e-14,5.9364056372348093e-11,2.4578153134173041e-09,1.9178241200269114e-12,2.4877636688911497e-11,1.011721400753259e-08,2.3377524498542996e-11,1.8887356934063871e-11,5.2775439008032319e-11,7.4431941189258873e-17,6.48334933297105e-11,1.0623674527150239e-10,4.5671135618577857e-18,4.0467519891756366e-15,2.5680070970781977e-18,1.7888932884958716e-14,1.0867117254525275e-10,1.9005478453359511e-10,1.0338033180249715e-15,8.3163994267808892e-11,6.9105830403795764e-16,2.4370530405557575e-15,1.2793277487121959e-08,5.758818673070209e-12,4.4840491697948734e-16,5.1113134612793162e-19,3.4174252195157625e-15,1.1692566799695887e-11,4.3232830453950291e-11,1.0948511147023262e-16,3.8027039197999478e-18,4.3156239637400991e-14,6.7193939430197453e-18,1.0150632993720037e-16,6.5483826637881115e-21
4.409611622622053e-07,0.001934015025752526,8.3526633648797344e-14,3.1056666404569468e-10,7.2757166579122307e-14,6.0322491687381661e-09,2.5158523234440145e-06,3.2200350305216756e-06,4.6595363558283627e-29,5.4969644115829747e-31,4.5690088937697516e-22,1.753423107692263e-15,2.7785273611294858e-20,5.8591810288831064e-13,1.189320043254701e-13,4.481203210932638e-21,7.0287963173049967e-20,1.6169768852116449e-15,8.8954325746426466e-16,1.9034075563808377e-26,2.2543973031072803e-15,2.8014934430812031e-23,4.2931869147948421e-15,1.8967251704113003e-15,1.6125704199561028e-06,1.0161375980145268e-14,3.5341387199772552e-13,4.579382902683292e-08,5.2153207312910571e-37,2.0408442462794603e-19,4.2672135268324982e-14,9.7387380845638862e-16,2.4150566493847923e-24,0.88129999999999997,0.0,0.0,0.0,0.0094250302381253172,0.10866427798065262,0.00010000001152970283,1.8749854522427315e-05,9.7440767249993901e-05,3.0077654784996894e-05,1.3412560216373196e-10,4.9300291985077452e-05,8.4161028188237381e-12,9.015287403363133e-07,1.4337733363553809e-12,1.644044298672804e-14,8.2712715151938527e-05,7.8664432685363983e-05,2.3849244851683766e-06,0.00010080950387248996,3.3423886822840627e-14,3.8055232800821152e-10,1.507610463829067e-13,9.8955220278080734e-10,2.2490141653820059e-06,1.0745548468098114e-08,1.3607334389310446e-08,4.6825944881748216e-10,3.0718911154688252e-09,7.3599460769222858e-09,3.1183299619954969e-09,1.4179031598765674e-06,1.4236352040022129e-09,1.0047761574368202e-09,4.0504195961424679e-15,1.9223933055458843e-07,6.8413200450559888e-14,5.9813118071371626e-11,2.532257206392702e-09,1.9193453271752459e-12,2.489814381518356e-11,1.0226697879062334e-08,2.3630289577611044e-11,1.9091572993582577e-11,5.3346102845248861e-11,7.5236778021750511e-17,6.6435238420640815e-11,1.0886274591115188e-10,4.6800052276379564e-18,4.1467293607771459e-15,2.6314840820532137e-18,1.8348406743177467e-14,1.1146377843382677e-10,1.9241421501188164e-10,1.0466278642637287e-15,8.5729965415059725e-11,7.1238046229282656e-16,2.4672851931730435e-15,1.3048005974807391e-08,5.9217255616820819e-12,4.6108528651351773e-16,5.2559035627020755e-19,3.5140660705397527e-15,1.2129479265887378e-11,4.5042483097606794e-11,1.1199814559557219e-16,3.9618807599860703e-18,4.5291791833017711e-14,7.0518332914618336e-18,1.065283239815279e-16,6.8724241740516691e-21
4.4430617548702275e-07,0.001934013040286598,8.5467448106635093e-14,3.1406074964136978e-10,7.2866938232640337e-14,6.1137257342709651e-09,2.5240190772460812e-06,3.2736624704442799e-06,4.8825548405044342e-29,2.855755695445098e-30,4.7252364619420129e-22,1.7960853003784513e-15,2.8726872560593319e-20,5.976697382460668e-13,1.2381593013357128e-13,4.6751896797942511e-21,7.2376699602799043e-20,1.6620638959794242e-15,9.2477589502630433e-16,2.1369666704942243e-26,2.3264693288579158e-15,2.8855355777276701e-23,4.389862508198608e-15,1.9389505568881768e-15,1.6290485449581653e-06,1.026688772546219e-14,3.6022342255156938e-13,4.6849209235211569e-08,5.4746061031768685e-37,2.0408491042495636e-19,4.3946734308189805e-14,1.0135273495019828e-15,2.5098653876135112e-24,0.88129999999999997,0.0,0.0,0.0,0.0094215149703274683,0.10866317200348979,0.00010000001196643737,1.8873960225591088e-05,9.7591145013054903e-05,3.007172664606321e-05,1.3433136534096007e-10,4.929012990942224e-05,8.4130596528673573e-12,9.029118071030888e-07,1.4334777982885946e-12,1.646566484524571e-14,8.376416870438032e-05,7.9701185356805278e-05,2.4025608633933626e-06,0.00010192474495161936,3.3863931693837364e-14,3.8557629873132258e-10,1.5267800608059728e-13,1.0023179327349805e-09,2.2656767724146169e-06,1.0954818193722243e-08,1.3873146385356795e-08,4.7888504533126261e-10,3.1455623744629083e-09,7.5907752946238483e-09,3.1177296315646774e-09,1.4303939424000231e-06,1.4361633513834707e-09,1.0136183417017365e-09,4.0532626826889817e-15,1.9620531333078542e-07,7.0747982940150655e-14,6.026201759397582e-11,2.6081781387994792e-09,1.9208117880513514e-12,2.4917941780092949e-11,1.0336260488894039e-08,2.3883232004208298e-11,1.9295932337395509e-11,5.3917167191725822e-11,7.6042179713242024e-17,6.8061329144964779e-11,1.1152867092290845e-10,4.7946132406295827e-18,4.2482263378338943e-15,2.6959261386782073e-18,1.8815221294213479e-14,1.1430102741805956e-10,1.9477728995001368e-10,1.0594720011234528e-15,8.8349988962274642e-11,7.3415177367226031e-16,2.4975635280619656e-15,1.3305879721860876e-08,6.0876168510521173e-12,4.7399779795274247e-16,5.4031425073632924e-19,3.612476144663407e-15,1.257870389359185e-11,4.6909779351562305e-11,1.1453957248116709e-16,4.1261279978641585e-18,4.751159479272245e-14,7.3973841096490347e-18,1.1174838676360407e-16,7.2092496120902491e-21
4.476511887118402e-07,0.0019340110554115287,8.744373404523769e-14,3.1756015689899628e-10,7.3029310696869238e-14,6.1953522768011308e-09,2.5320105654030955e-06,3.3275219462066029e-06,5.1139162575839582e-29,5.9043666909960645e-31,4.8853028928448253e-22,1.8393602168724725e-15,2.9691266919292669e-20,6.095654385770574e-13,1.288644662407254e-13,4.8757949510676046e-21,7.4506521099665242e-20,1.707920808289237e-15,9.6102779021995647e-16,2.1737202043576959e-26,2.4001662940126972e-15,2.9892643071823108e-23,4.4877051596412527e-15,1.9824559518377357e-15,1.6455232910525477e-06,1.03723816962918e-14,3.671007705097316e-13,4.7918697996465891e-08,5.7440211395808943e-37,2.0408541748372835e-19,4.5246728635650699e-14,1.0544051438969117e-15,2.6075673467046859e-24,0.88129999999999997,0.0,0.0,0.0,0.0094180012107445317,0.10866206626458076,0.00010000001241553128,1.8997812531359515e-05,9.7738255719828916e-05,3.0065053154607171e-05,1.3453262801608336e-10,4.9278745027598037e-05,8.4100177967155054e-12,9.0426462308982346e-07,1.4331466980209554e-12,1.6490335045005768e-14,8.4816562896869682e-05,8.0739723597964696e-05,2.4201904653085027e-06,0.00010304127214264611,3.4304726282239996e-14,3.9060896895174205e-10,1.5459668370468891e-13,1.0150962780816835e-09,2.2823333604146553e-06,1.1165785202017785e-08,1.4141122110358647e-08,4.8962870153155974e-10,3.2201249308080013e-09,7.8263376134632596e-09,3.1170515363556576e-09,1.4428422258365693e-06,1.4486486017943503e-09,1.0224302500179358e-09,4.0559934549190526e-15,2.0021048960910554e-07,7.3139272467068686e-14,6.0710754983951164e-11,2.685590050717044e-09,1.9222251483707402e-12,2.4937051882460017e-11,1.0445898729114101e-08,2.4136344595758615e-11,1.9500429162489924e-11,5.4488615828023916e-11,7.6848123388616249e-17,6.9711854675537011e-11,1.1423466610040061e-10,4.9109438684951252e-18,4.3512484863915366e-15,2.7613367911488128e-18,1.9289407775104889e-14,1.1718310978862901e-10,1.9714376784790339e-10,1.07233441459659e-15,9.1024603165191252e-11,7.5637671086001505e-16,2.5278849476254019e-15,1.3566903420462068e-08,6.2565114257548859e-12,4.8714391545523462e-16,5.5530470565099491e-19,3.7126666006872322e-15,1.3040465538039235e-11,4.883594841162087e-11,1.1710923684768306e-16,4.2955537566852737e-18,4.9818093986384493e-14,7.7564267847944315e-18,1.1717226462359179e-16,7.5592300452854443e-21
4.509962019366577e-07,0.0019340090711487056,8.9455884023135802e-14,3.210649113434647e-10,7.3161267684232055e-14,6.2771228077659165e-09,2.5398300847385451e-06,3.3816084616926278e-06,5.353822962247688e-29,8.7918068301822411e-31,5.0492634169840022e-22,1.8832493148663552e-15,3.0678871726605664e-20,6.2160581335184287e-13,1.340819117608097e-13,5.0831817936068477e-21,7.6677802043220464e-20,1.7545513075823441e-15,9.9831669634868238e-16,2.1908372164667317e-26,2.4755077391323712e-15,3.1026089434327622e-23,4.5867132702416267e-15,2.0272664217225332e-15,1.6619942548294941e-06,1.0477855142607096e-14,3.7404585194817229e-13,4.900231532996076e-08,6.0238517006884378e-37,2.0408594839186912e-19,4.6572324153576958e-14,1.0965319180772203e-15,2.7082250680909634e-24,0.88129999999999997,0.0,0.0,0.0,0.0094144889676764341,0.10866096077643528,0.00010000001287720895,1.9121411864736986e-05,9.7882171945285019e-05,3.0057663232402128e-05,1.3472949022075503e-10,4.926618484968196e-05,8.4069772577823428e-12,9.055878606750848e-07,1.4327814172619666e-12,1.6514465847626762e-14,8.5869838745068273e-05,8.1779986417797383e-05,2.4378132938207991e-06,0.00010415904739955668,3.4746244684060265e-14,3.9565004190552153e-10,1.5651697164931431e-13,1.0278864954423612e-09,2.2989839311331864e-06,1.1378434106927815e-08,1.4411241899876084e-08,5.0048975639320866e-10,3.2955744699684082e-09,8.0666716162773973e-09,3.1162986897501549e-09,1.4552477737162221e-06,1.4610907192278551e-09,1.0312117158105517e-09,4.0586152850415782e-15,2.0425469285325974e-07,7.5587874994213971e-14,6.1159330286338883e-11,2.7645047651503266e-09,1.9235870032915691e-12,2.4955494789380701e-11,1.0555609582517561e-08,2.4389620380177596e-11,1.9705057835915416e-11,5.5060433009985608e-11,7.7654586843070536e-17,7.1386901626651145e-11,1.1698087304945643e-10,5.0290031988636591e-18,4.455801212798963e-15,2.8277194624310842e-18,1.9770996613457656e-14,1.2011021091078527e-10,1.9951341437816065e-10,1.0852138298255819e-15,9.3754342114370643e-11,7.7905971192896621e-16,2.5582464465570453e-15,1.3831081455294778e-08,6.428427806014882e-12,5.0052507470763017e-16,5.7056336480054324e-19,3.8146483804223885e-15,1.3514990442317893e-11,5.0822230621130911e-11,1.197069805913296e-16,4.4702671402729858e-18,5.221377669306728e-14,8.1293482054474059e-18,1.2280580211466759e-16,7.922742885005561e-21
4.543412151614752e-07,0.0019340070875173612,9.1504285105330406e-14,3.2457483468792831e-10,7.3294450257966203e-14,6.3590314994230897e-09,2.5474808924423692e-06,3.4359171061963609e-06,5.6025085334822857e-29,6.3132573626215092e-31,5.217173428743656e-22,1.9277540006041017e-15,3.1689996799562984e-20,6.3379146574759338e-13,1.3947264403556113e-13,5.2975153703154831e-21,7.8890916086223673e-20,1.8019590246601808e-15,1.0366604409545488e-15,2.2677736100693763e-26,2.552513174558837e-15,3.2195102173933327e-23,4.6868851878612853e-15,2.0734072035498189e-15,1.6784610487107412e-06,1.0583305410024993e-14,3.810586011562236e-13,5.0100080163923783e-08,6.314389456634399e-37,2.0408650474669355e-19,4.7923724154868653e-14,1.1399325864689108e-15,2.811901878344978e-24,0.88129999999999997,0.0,0.0,0.0,0.0094109782493880609,0.10865985555123746,0.00010000001335169611,1.9244758650187567e-05,9.8022964479929872e-05,3.0049584894819701e-05,1.3492204952981774e-10,4.9252495397501845e-05,8.403938043450904e-12,9.0688217572334505e-07,1.432383294439194e-12,1.6538069213573149e-14,8.6923939050305486e-05,8.282191438565473e-05,2.4554293518528632e-06,0.00010527803354651153,3.5188461657592304e-14,4.0069922842042749e-10,1.5843876556565456e-13,1.0406878637154058e-09,2.3156284863670275e-06,1.1592749542834284e-08,1.4683486113361322e-08,5.1146753718725256e-10,3.3719065666054692e-09,8.3118154439850637e-09,3.1154740108001823e-09,1.4676103664368251e-06,1.4734894845955646e-09,1.0399625844457826e-09,4.0611314601214407e-15,2.083377554617633e-07,7.8094598360664307e-14,6.1607743547455146e-11,2.8449339835017657e-09,1.9248989042371997e-12,2.4973290582288336e-11,1.0665390123539302e-08,2.4643052597022579e-11,1.9909812895713202e-11,5.5632603471420302e-11,7.8461548545903874e-17,7.3086554016795777e-11,1.1976742908976031e-10,5.1487971351031141e-18,4.561889761376177e-15,2.8950774718842916e-18,2.0260017402602162e-14,1.2308251107226266e-10,2.0188600175811773e-10,1.0981090075440409e-15,9.6539735499682843e-11,8.0220517838405803e-16,2.588645103452068e-15,1.4098417900195512e-08,6.6033841335433674e-12,5.141426819167561e-16,5.8609183837588488e-19,3.9184322010053824e-15,1.4002506265707704e-11,5.2869877784322214e-11,1.2233264280900611e-16,4.6503782606218847e-18,5.4701173829077842e-14,8.516542036539506e-18,1.2865494615812278e-16,8.3001721639877086e-21
4.5768622838629265e-07,0.001934005104536695,9.3589322651028481e-14,3.2808971959733395e-10,7.3422168734075795e-14,6.4410726638074572e-09,2.5549662099498571e-06,3.4904430440420047e-06,5.8601939915564585e-29,7.594667571751883e-31,5.3890884723838565e-22,1.9728756379215265e-15,3.2724962712329297e-20,6.4612299330288817e-13,1.4504111005130607e-13,5.5189629655109441e-21,8.1146236313063249e-20,1.8501475431920633e-15,1.0760769157849421e-15,2.3808399891403431e-26,2.6312020830745359e-15,3.3370831911289365e-23,4.7882192178501873e-15,2.1209036823048586e-15,1.6949232986727903e-06,1.0688729942008638e-14,3.8813895092100644e-13,5.1212010489077517e-08,6.6159287052814656e-37,2.0408708744090684e-19,4.9301129630828066e-14,1.1846322268516103e-15,2.9186617984977687e-24,0.88129999999999997,0.0,0.0,0.0,0.0094074690641131262,0.10865875060089071,0.0001000000138392198,1.9367853311698569e-05,9.8160702572492665e-05,3.0040845378019178e-05,1.3511040139127455e-10,4.9237721411669527e-05,8.4009001610765227e-12,9.0814820980337412e-07,1.4319536307193009e-12,1.656115684261037e-14,8.7978808151563807e-05,8.3865449418726894e-05,2.4730386423410295e-06,0.00010639819415752788,3.5631352534650824e-14,4.0575624587974843e-10,1.603619639095832e-13,1.0534996809919142e-09,2.3322670279525805e-06,1.1808716166331305e-08,1.4957835137447601e-08,5.2256136134393943e-10,3.4491167015927007e-09,8.5618068486852655e-09,3.1145803374036063e-09,1.4799297987872715e-06,1.4858446932733827e-09,1.0486827114986315e-09,4.0635451784885137e-15,2.124595089721724e-07,8.0660252009787744e-14,6.2055994814719412e-11,2.9268893001518623e-09,1.926162362465595e-12,2.499045883189671e-11,1.0775237505271439e-08,2.4896634667986364e-11,2.0114689027076964e-11,5.6205112357387463e-11,7.9268987546422481e-17,7.4810893594210495e-11,1.2259446780724935e-10,5.2703314200677663e-18,4.6695192347395161e-15,2.9634140486137221e-18,2.0756499006224107e-14,1.2610018612007739e-10,2.0426130809334817e-10,1.1110187405751505e-15,9.938130906110388e-11,8.2581747890825165e-16,2.6190780725524879e-15,1.4368916562194351e-08,6.7813982164985979e-12,5.2799811726525584e-16,6.0189170696300463e-19,4.0240285812346228e-15,1.4503241894186197e-11,5.4980151715736647e-11,1.2498606024389317e-16,4.8359981102806227e-18,5.7282854953218573e-14,8.9184079461081378e-18,1.3472573436168445e-16,8.6919077784514609e-21
4.610312416111101e-07,0.001934003122225468,9.5711381449990583e-14,3.3160941277060255e-10,7.3549063099065731e-14,6.5232407891322213e-09,2.5622892122087016e-06,3.5451815348910661e-06,6.1271084404595404e-29,7.7603753914632754e-31,5.5650642747922782e-22,2.0186155397860783e-15,3.3784087754619515e-20,6.5860098619976972e-13,1.507918464368807e-13,5.7476945879444544e-21,8.3444134993415993e-20,1.8991203877164464e-15,1.1165840932681519e-15,2.4324077613697855e-26,2.7115939114705089e-15,3.4574499076711451e-23,4.8907136173068844e-15,2.1697814332352125e-15,1.7113806475662797e-06,1.0794126265972831e-14,3.9528683217475669e-13,5.2338123125488935e-08,6.9287665680693995e-37,2.0408769692775836e-19,5.0704738638303905e-14,1.2306561230085148e-15,3.0285697388715366e-24,0.88129999999999997,0.0,0.0,0.0,0.0094039614200449369,0.10865764593694671,0.00010000001434000847,1.9490696272648195e-05,9.8295453538131347e-05,3.0031470944031975e-05,1.352946385878759e-10,4.9221906031654828e-05,8.397863617978647e-12,9.0938658656897678e-07,1.4314936807038173e-12,1.6583740107803266e-14,8.9034392310931843e-05,8.4910535124135689e-05,2.4906411682391121e-06,0.00010751949374539038,3.6074893365422296e-14,4.1082081988623999e-10,1.6228646864476254e-13,1.0663212693771079e-09,2.3488995577759758e-06,1.2026318667113829e-08,1.5234269399620277e-08,5.3377053424679758e-10,3.5272002402649979e-09,8.8166830870196208e-09,3.1136204060345559e-09,1.4922058834237695e-06,1.4981561585833787e-09,1.057371965210423e-09,4.0658595341784829e-15,2.1661978389824485e-07,8.3285647379321834e-14,6.2504084136937498e-11,3.0103821730823385e-09,1.9273788396045768e-12,2.5007018464727232e-11,1.0885148978936023e-08,2.5150360241765131e-11,2.0319681098603074e-11,5.6777945325573927e-11,8.0076883616917655e-17,7.6559999244484925e-11,1.2546211807507348e-10,5.3936115940093507e-18,4.7786945568229419e-15,3.0327323078048391e-18,2.1260469363669639e-14,1.2916340627529154e-10,2.066391185875059e-10,1.123941860396058e-15,1.0227958341945473e-10,8.4990093964644555e-16,2.6495425992218932e-15,1.4642580915362464e-08,6.9624874376274499e-12,5.4209272776981134e-16,6.179645133899535e-19,4.1314477871406223e-15,1.5017427755740844e-11,5.71543269075725e-11,1.2766706675784013e-16,5.0272387969891975e-18,5.9961439129672947e-14,9.3353532953618399e-18,1.4102432055070075e-16,9.0983471363966713e-21
4.643762548359276e-07,0.001934001140601431,9.7870845021448153e-14,3.3513377734528195e-10,7.3672511203515876e-14,6.6055305247903877e-09,2.5694530299890697e-06,3.6001279267452602e-06,6.4034847442022423e-29,7.9677086024179588e-31,5.7451567227030842e-22,2.0649749807047186e-15,3.4867700106815091e-20,6.7122602754054993e-13,1.5672947454063454e-13,5.9838828049134561e-21,8.5784983562259112e-20,1.9488810288575575e-15,1.158200019449661e-15,2.5900218498991055e-26,2.7937080719692754e-15,3.5821897143290461e-23,4.9943666065430503e-15,2.2200662049778055e-15,1.7278327534286585e-06,1.0899491993689351e-14,4.0250217418960912e-13,5.3478433834857629e-08,7.2532078219367276e-37,2.0408833382521177e-19,5.2134746502132154e-14,1.2780297476614063e-15,3.1416914434764859e-24,0.88129999999999997,0.0,0.0,0.0,0.0094004553253382271,0.10865654157063703,0.00010000001485429201,1.9613287955845153e-05,9.8427282933053002e-05,3.0021486973068037e-05,1.3547485147765406e-10,4.9205090947669332e-05,8.3948284214424618e-12,9.1059791337588449e-07,1.4310046568462901e-12,1.6605830085002045e-14,9.009063953287742e-05,8.595711664566126e-05,2.5082369325171904e-06,0.00010864189767496541,3.6519060853361282e-14,4.1589268351728797e-10,1.6421218491302476e-13,1.0791519727459551e-09,2.3655260777687016e-06,1.224554177219177e-08,1.5512769373657428e-08,5.4509435071832299e-10,3.6061524456729454e-09,9.0764809540567782e-09,3.1125968613524633e-09,1.5044384490224171e-06,1.5104237099380647e-09,1.0660302251790138e-09,4.0680775250899231e-15,2.2081840989321275e-07,8.5971597702178542e-14,6.2952011564179743e-11,3.0954239331991454e-09,1.9285497519569746e-12,2.5022987820625109e-11,1.0995121884349572e-08,2.5404223172014708e-11,2.0524784144480761e-11,5.7351088496487461e-11,8.0885217182420998e-17,7.8333947230788625e-11,1.2837050444781713e-10,5.5186430115246437e-18,4.8894204878732763e-15,3.1030352602526104e-18,2.1771955561567681e-14,1.3227233656853075e-10,2.090192246009239e-10,1.1368772320150483e-15,1.0523507431468165e-10,8.7445984618548769e-16,2.6800360078690398e-15,1.4919414132738721e-08,7.1466687831366893e-12,5.5642782953116167e-16,6.3431176528935541e-19,4.2406998491341444e-15,1.5545295685903704e-11,5.9393689551562641e-11,1.303754936867112e-16,5.2242134576390513e-18,6.2739591886995893e-14,9.7677926647934278e-18,1.4755696760934483e-16,9.5198946961708789e-21
