Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504)
1.546195392832479e-07,0.0033331596094022214,1.9347038308612429e-09,5.4039556267927208e-07,4.4362919353837065e-10,1.6908949054370618e-06,1.7959505568922066e-05,5.2513578893242841e-05,3.1517127559535773e-20,1.3115937750689239e-23,2.3574761164247993e-15,2.0202250911701027e-10,4.5325827674368632e-14,3.8995319115963474e-09,2.7102858246419396e-09,7.0017522769197445e-15,3.2776633114490715e-13,1.1052617316329852e-10,6.3535260032005426e-11,4.1513831651604712e-18,1.901347695614521e-10,1.6178349491600697e-16,7.3058280794671436e-10,3.2705988199262898e-11,0.00057286677662647136,2.4554028642633182e-10,2.7869313136187289e-09,5.0474507435295829e-06,2.0796394422137643e-26,8.5283529046361393e-17,1.8370895726861775e-09,6.391161592149754e-11,6.1707425508386135e-17,0.88129999999999997,0.0,0.0,0.0,0.0046621777859890863,0.1085691213111286,0.00010003791591001625,0.00016113815301249931,0.00064372856355304363,0.00026305935899998409,1.6421084979869829e-10,2.729192530075541e-05,5.3552236100292381e-09,1.0564724261414658e-06,2.8586630503822131e-13,7.7155451266410522e-15,0.00012790711236951969,0.00037302389576780568,0.00083876479655956558,0.00070234545212679417,3.9374797483321118e-13,2.1101370599611517e-08,1.0381093902760633e-11,1.7397332032192828e-07,0.0015082069831564352,2.2916404934051342e-06,1.4778835526504817e-07,3.7037355026991368e-07,5.0989130123078271e-08,3.323684535927238e-06,3.2421296336455035e-07,0.00044545863114045124,1.1042568274649981e-07,6.6614675502644442e-08,8.3056984144503262e-13,0.00012723858043770311,8.9426969566238756e-10,1.6085485025675872e-07,3.0685244430619907e-07,6.531295400829479e-11,1.5235324483057209e-09,9.8298079696461293e-07,4.0219246576600218e-10,2.5883524877817306e-10,1.0732162229680066e-09,1.2921411904248079e-16,1.7357942393317202e-08,1.8009188898862234e-09,2.6543352284216941e-17,1.0713924282448209e-11,1.5252577383468342e-17,3.7048526051246617e-11,1.0100370582794907e-07,5.484273030667043e-10,1.4755142865054158e-15,1.4238725674681384e-08,3.1719213623596908e-13,2.9777391689304493e-15,6.5764423425113493e-08,2.9843319671471794e-09,5.3275355423540119e-14,6.4216493569318808e-15,4.10184233668157e-13,4.6373312312165755e-08,1.0873034866177176e-08,2.2003412505872551e-13,8.577933232948618e-14,7.232629134823799e-10,2.5818383103154297e-14,3.9177649996886826e-13,2.7506258066179185e-15,7.438465983447199e-10,4.1288463156429572e-09,5.5070243557957093e-11,1.7013223614030651e-10
1.554157194767682e-07,0.003333166761892979,1.9736472539889429e-09,5.4366168245328259e-07,4.442941805604743e-10,1.7034545152644911e-06,1.7967399450447236e-05,5.2888422322007049e-05,3.2640873938082789e-20,1.3302023266824615e-23,2.4343020114735505e-15,2.0514700484869301e-10,4.6581912209445567e-14,3.9772558332243068e-09,2.7796351668839948e-09,7.3003621253078023e-15,3.3844636600942574e-13,1.1415678274065332e-10,6.5928038938650441e-11,4.2757044871208631e-18,1.9427028268397772e-10,1.6812546928045168e-16,7.4085576329715898e-10,3.3578934988295486e-11,0.00057539298570360639,2.4665590323629776e-10,2.8124534295364851e-09,5.1137609979528188e-06,2.1687458832010623e-26,8.8994822774357835e-17,1.8752714675675274e-09,6.5567220609875675e-11,6.3668193721889681e-17,0.88129999999999997,0.0,0.0,0.0,0.004647042208686258,0.10856827583090656,0.00010003885307651297,0.00016149471668791481,0.00064272342701152216,0.00026174394611174292,1.6395281757969746e-10,2.7155245465746904e-05,5.3403090319516207e-09,1.0548123581292559e-06,2.8443466696304269e-13,7.7034214503921481e-15,0.00012842630725874173,0.00037569196507119981,0.00084147387065511541,0.0007055186287889928,3.9655947840280195e-13,2.125254173396925e-08,1.0423514127000011e-11,1.7475714329791117e-07,0.0015137613240226817,2.3110742832259632e-06,1.4904127228599361e-07,3.7355275679864539e-07,5.1428934471554904e-08,3.3716999564781544e-06,3.2259223353364837e-07,0.0004467858154710216,1.1075358174303124e-07,6.6812482976235863e-08,8.2938743035142426e-13,0.00012843719272001984,9.1235997900475692e-10,1.6144990094823889e-07,3.1163685661158186e-07,6.5292667824543079e-11,1.5240553867452636e-09,9.890831704556092e-07,4.0468527309574551e-10,2.6043952077423662e-10,1.0798685340278654e-09,1.3001505038694682e-16,1.7627797027357816e-08,1.8289072227176294e-09,2.6955866241669244e-17,1.0880488323074526e-11,1.5489619825973769e-17,3.7657441735260017e-11,1.0266481364783597e-07,5.5203493572407758e-10,1.485205675985545e-15,1.4538798729217051e-08,3.2387678157588027e-13,2.9972973871603714e-15,6.6620799276813527e-08,3.0344796409475471e-09,5.4170037874936741e-14,6.5295565145527657e-15,4.1707268845225982e-13,4.7503204240963963e-08,1.1153957683579416e-08,2.21922850649545e-13,8.7995630234380302e-14,7.4619964451326494e-10,2.6636893195766832e-14,4.041968670402627e-13,2.8378560018553628e-15,7.6271883670474408e-10,4.2282088020113528e-09,5.6656704535082406e-11,1.7629493325570543e-10
1.5621189967028849e-07,0.003333173886673501,2.0131004530259604e-09,5.4692204832437587e-07,4.449506553303558e-10,1.7160004812622805e-06,1.7975134174750567e-05,5.3262466580990572e-05,3.3795535113571571e-20,1.3489494045691513e-23,2.5131207213809803e-15,2.082953743153167e-10,4.7862841228694535e-14,4.0559473982830434e-09,2.8503396606880629e-09,7.6098093723005975e-15,3.4939396071069005e-13,1.1787935306323785e-10,6.8392668362750995e-11,4.4027537129780336e-18,1.9846455795479183e-10,1.7466955740504875e-16,7.5118967091806589e-10,3.4468546140389875e-11,0.00057790655239056687,2.4776575262615669e-10,2.8380078605810375e-09,5.180406094833338e-06,2.2609348638781134e-26,9.2839257411111813e-17,1.9139676689035671e-09,6.7252787187310022e-11,6.5676946803933416e-17,0.88129999999999997,0.0,0.0,0.0,0.0046319774832560487,0.1085674352956946,0.00010003980619810668,0.00016184813919978264,0.00064170950638949584,0.00026043278496012127,1.6369255856256077e-10,2.7019010137332292e-05,5.3254648600836392e-09,1.0531379633809614e-06,2.8300768482386317e-13,7.6911931442673806e-15,0.00012894075694082067,0.00037835566134780012,0.00084417153671419458,0.00070867648166922695,3.9936633117145454e-13,2.1403465873152819e-08,1.0465550599279457e-11,1.7553489071228818e-07,0.0015193001896219151,2.3305093832401777e-06,1.5029425987454513e-07,3.7673227975731513e-07,5.1868783748013273e-08,3.4199966959655378e-06,3.2097673035551185e-07,0.00044809989765044956,1.1107823233071826e-07,6.7008330825580732e-08,8.2819344220139056e-13,0.0001296362710413859,9.3068816047582013e-10,1.6204329150765648e-07,3.1645836252050429e-07,6.5271515173503796e-11,1.5245587177173426e-09,9.9517657007023761e-07,4.0717438113182464e-10,2.6204141204997931e-10,1.0865109741242756e-09,1.3081479327766115e-16,1.7899547598462128e-08,1.8570919593701556e-09,2.7371274952375315e-17,1.1048222609205228e-11,1.572832567736346e-17,3.8271067691843366e-11,1.0433878399648656e-07,5.5563472614432272e-10,1.4948758545139066e-15,1.4842853112423209e-08,3.3065011790553137e-13,3.0168127995140862e-15,6.7482783912918521e-08,3.0850298391778815e-09,5.5071891107328363e-14,6.6383298193824307e-15,4.2401635349676246e-13,4.8652118700767194e-08,1.1439797132427935e-08,2.2381176422784544e-13,9.0250718168726093e-14,7.6968030190631472e-10,2.7474804711792065e-14,4.1691163911658741e-13,2.9271547919348941e-15,7.819222506843041e-10,4.3292148086003673e-09,5.8275616421558984e-11,1.8263440346796966e-10
1.5700807986380877e-07,0.003333180983772481,2.0530658227826722e-09,5.501766189520656e-07,4.455989820327644e-10,1.7285326203468689e-06,1.7982713959672939e-05,5.3635705781842174e-05,3.4981689636848207e-20,1.3678245939253241e-23,2.5939707917690708e-15,2.1146756681299733e-10,4.9168884979089726e-14,4.1356099728327148e-09,2.9224171279671447e-09,7.9304174577980065e-15,3.6061357002855582e-13,1.2169543438909844e-10,7.0930695886651979e-11,4.5325666152862322e-18,2.0271791709953188e-10,1.8142065239726046e-16,7.615841663392991e-10,3.5374998115848577e-11,0.00058040751789236009,2.4886985114557556e-10,2.8635936510308953e-09,5.2473833432177368e-06,2.3562859517163368e-26,9.6820539950206424e-17,1.9531808335697102e-09,6.8968589394158737e-11,6.7734476928993857e-17,0.88129999999999997,0.0,0.0,0.0,0.0046169831397694632,0.10856659967854876,0.00010004077540470995,0.00016219843855512557,0.00064068702066688436,0.00025912594195596838,1.6343012858877203e-10,2.6883226167261446e-05,5.3106906170316614e-09,1.0514496011660039e-06,2.8158543038859247e-13,7.6788628320545218e-15,0.00012945048561081071,0.00038101491792474906,0.00084685784745893984,0.00071181904848674027,4.021684633085992e-13,2.1554139223132473e-08,1.0507205263169627e-11,1.7630658992883964e-07,0.0015248236528596667,2.349945385216413e-06,1.5154729176272492e-07,3.799120495589898e-07,5.230866817826469e-08,3.4685724624207797e-06,3.1936653602372419e-07,0.00044940097766727572,1.1139965941499461e-07,6.7202234075008828e-08,8.2698815394794236e-13,0.00013083575658044916,9.492556421080883e-10,1.6263502976731648e-07,3.2131686510514281e-07,6.5249513879478154e-11,1.5250428027667072e-09,1.0012609113756454e-06,4.0965975573343531e-10,2.6364090063376238e-10,1.0931434521300084e-09,1.3161333674299998e-16,1.8173181743468159e-08,1.8854718149951465e-09,2.7789559479229957e-17,1.1217119509849667e-11,1.5968684055829451e-17,3.8889376826698162e-11,1.0602554298546021e-07,5.5922662430540341e-10,1.5045246893190773e-15,1.5150904595692543e-08,3.3751249656017702e-13,3.0362851380452575e-15,6.8350365082223778e-08,3.1359803544755966e-09,5.5980875635908272e-14,6.7479645216447948e-15,4.3101492479522036e-13,4.982021120324278e-08,1.1730589835396581e-08,2.2570082445291253e-13,9.2544885083720571e-14,7.9371284734872155e-10,2.8332401403189365e-14,4.299251219805946e-13,3.0185524557813025e-15,8.0145975789784683e-10,4.4318768544276001e-09,5.9927319116976654e-11,1.8915424763411357e-10
1.5780426005732906e-07,0.003333188053227689,2.0935457353632996e-09,5.5342535375793559e-07,4.4623982976498782e-10,1.7410507554584455e-06,1.7990142913363461e-05,5.4008134247129e-05,3.6199921634278895e-20,1.3868248045476162e-23,2.676891233006766e-15,2.1466353143388171e-10,5.0500313598132021e-14,4.2162468717895971e-09,2.9958854811908677e-09,8.2625168405796335e-15,3.7210967418774542e-13,1.2560658589124353e-10,7.3543685220222156e-11,4.6651790323902673e-18,2.070306790287106e-10,1.88383519663894e-16,7.7203888577691869e-10,3.6298467247227031e-11,0.00058289592399873977,2.4996821581259548e-10,2.8892098546924047e-09,5.3146900600777306e-06,2.4548801196426761e-26,1.0094244962061596e-16,1.9929135986850345e-09,7.0714899881377213e-11,6.9841581501052841e-17,0.88129999999999997,0.0,0.0,0.0,0.0046020587123500479,0.10856576895241427,0.00010004176082555752,0.00016254563265504627,0.00063965618517184428,0.00025782348097083159,1.6316558256444035e-10,2.6747900143703404e-05,5.2959858295814887e-09,1.0497476247358862e-06,2.8016797266429125e-13,7.6664330935917725e-15,0.00012995551772894501,0.00038366966969156284,0.0008495328552944227,0.00071494636783136622,4.0496580663269098e-13,2.1704558078657732e-08,1.0548480084058452e-11,1.7707226875330142e-07,0.0015303317861791736,2.369381891584062e-06,1.5280034237358773e-07,3.8309199841131207e-07,5.27485782396987e-08,3.5174249648205237e-06,3.1776172959400312e-07,0.00045068915528757516,1.1171788784402204e-07,6.7394207714299917e-08,8.2577183804085543e-13,0.00013203559132310348,9.6806382538631614e-10,1.6322512350976979e-07,3.2621226658260834e-07,6.5226681481225977e-11,1.5255079977187753e-09,1.0073361118455842e-06,4.1214136353885164e-10,2.6523796505533175e-10,1.0997658789966891e-09,1.3241067006163158e-16,1.8448687024516943e-08,1.9140454970900578e-09,2.8210700772318896e-17,1.1387171347913394e-11,1.6210684014740425e-17,3.9512341790890889e-11,1.0772501602908556e-07,5.6281058244864667e-10,1.5141520537091005e-15,1.5462968710897746e-08,3.4446426353934963e-13,3.0557141470764489e-15,6.922353046233974e-08,3.187328955457868e-09,5.689695154900761e-14,6.858455819877309e-15,4.3806809505463158e-13,5.1007636559370386e-08,1.2026372017820967e-08,2.2758999105016698e-13,9.487841679570682e-14,8.1830525977274404e-10,2.9209967633758326e-14,4.4324163069948376e-13,3.1120793379037327e-15,8.2133426778824869e-10,4.5362073766983155e-09,6.1612150709913603e-11,1.9585810167272158e-10
1.5860044025084935e-07,0.0033331950950742733,2.1345425387711956e-09,5.5666821425974128e-07,4.4687289027184348e-10,1.753554715714479e-06,1.7997425030547091e-05,5.4379746518248926e-05,3.7450820101887361e-20,1.4059585004498354e-23,2.7619215476799875e-15,2.178832170651963e-10,5.1857396644913267e-14,4.2978613580262868e-09,3.0707627279648993e-09,8.6064455227108953e-15,3.8388677995916406e-13,1.2961437600078404e-10,7.6233217152915122e-11,4.8006268712896161e-18,2.1140315967555973e-10,1.9556322636327e-16,7.8255346609229415e-10,3.7239129723297765e-11,0.00058537181309806458,2.5106086396058468e-10,2.9148555354450104e-09,5.3823235711513633e-06,2.556799599064658e-26,1.052088321052101e-16,2.0331685804686758e-09,7.2491990129716071e-11,7.1999063435551003e-17,0.88129999999999997,0.0,0.0,0.0,0.004587203739377009,0.10856494309012857,0.00010004276258915514,0.00016288973928903656,0.0006386172114154513,0.00025652546324414277,1.6289897441923668e-10,2.6613038381767492e-05,5.2813500289074099e-09,1.0480323810599399e-06,2.7875537779788543e-13,7.6539064628378541e-15,0.00013045587802213489,0.00038631985317091411,0.00085219661229185865,0.00071805847918812661,4.0775829468333862e-13,2.1854718827280482e-08,1.0589377049291045e-11,1.7783195544043868e-07,0.0015358246615370247,2.3888185157632409e-06,1.5405338684159384e-07,3.8627206038353746e-07,5.3188504671426607e-08,3.5665519136560141e-06,3.1616238686932613e-07,0.00045196453002412324,1.1203294240099108e-07,6.7584266694040616e-08,8.2454476215475818e-13,0.000133235718107191,9.8711411118020188e-10,1.6381358046519415e-07,3.3114446830171572e-07,6.5203035216555489e-11,1.5259546523989786e-09,1.0134020909465892e-06,4.1461917199924191e-10,2.6683258436757889e-10,1.1063781678455754e-09,1.3320678277344563e-16,1.8726050925087733e-08,1.9428117050579865e-09,2.8634679662426948e-17,1.1558370397748837e-11,1.6454314538911285e-17,4.0139934973513565e-11,1.094371278244871e-07,5.6638655523844857e-10,1.5237578274769431e-15,1.5779060736278441e-08,3.515057591924634e-13,3.0750995840174949e-15,7.010226765914495e-08,3.2390733860555169e-09,5.7820078496587837e-14,6.9697988594976352e-15,4.4517555360683113e-13,5.2214548828763482e-08,1.2327179480892591e-08,2.2947922485098996e-13,9.7251595774732557e-14,8.4346553527460623e-10,3.0107788375309106e-14,4.5686548956690218e-13,3.2077658480872533e-15,8.415486811296035e-10,4.6422187253122815e-09,6.3330447357089911e-11,2.0274963852753023e-10
1.5939662044436964e-07,0.003333202109352125,2.1760585571034615e-09,5.5990516348674729e-07,4.4749746623329598e-10,1.7660443362493945e-06,1.8004564196341724e-05,5.4750537348441008e-05,3.8734978394749879e-20,1.4252274147875502e-23,2.8491017326351111e-15,2.2112657240834896e-10,5.3240403356020858e-14,4.3804566425048182e-09,3.1470669689382416e-09,8.9625490467285235e-15,3.9594942001083344e-13,1.3372038220060157e-10,7.9000889191369761e-11,4.9389461057071501e-18,2.1583567204007218e-10,2.0296497577091448e-16,7.9312754483869177e-10,3.8197161578222497e-11,0.00058783522815060874,2.5214781305437642e-10,2.9405297670568099e-09,5.4502812110256895e-06,2.6621277126871643e-26,1.0962360260726133e-16,2.0739483745950316e-09,7.4300130443191031e-11,7.4207731041387648e-17,0.88129999999999997,0.0,0.0,0.0,0.0045724177633903098,0.10856412206442934,0.00010004378082328384,0.00016323077613712665,0.00063757030718968575,0.00025523194746984073,1.6263035713289598e-10,2.6478646932954733e-05,5.2667827504739508e-09,1.0463042109958152e-06,2.7734770917516466e-13,7.6412854291171747e-15,0.00013095159146960176,0.00038896540647607064,0.00085484917019524589,0.00072115542290289458,4.105458626701148e-13,2.2004617946933404e-08,1.0629898166995055e-11,1.7858567867216514e-07,0.0015413023504129656,2.4082548818791249e-06,1.5530640099096933e-07,3.8945217135545809e-07,5.3628438467192195e-08,3.6159510212021845e-06,3.1456858050804801e-07,0.00045322720112685183,1.1234484780073433e-07,6.7772425923584714e-08,8.2330718924695764e-13,0.00013443608060536164,1.0064078998647136e-09,1.6440040831244921e-07,3.3611337078301261e-07,6.5178592025995252e-11,1.5263831107073061e-09,1.0194587700853717e-06,4.1709314935300205e-10,2.684247381300216e-10,1.1129802338999413e-09,1.3400166467141222e-16,1.9005260855203577e-08,1.9717691307003727e-09,2.9061476868299751e-17,1.1730708888363913e-11,1.6699564548776021e-17,4.077212851412459e-11,1.1116180238554435e-07,5.6995449873938519e-10,1.5333418941772891e-15,1.6099195701524132e-08,3.5863731833204614e-13,3.0944412138698838e-15,7.0986564209727679e-08,3.2912113665767994e-09,5.8750215711271482e-14,7.0819887350926777e-15,4.5233698657039883e-13,5.3441101322847353e-08,1.2633047603830437e-08,2.3136848776237881e-13,9.9664701161774793e-14,8.6920168591416322e-10,3.1026149160332319e-14,4.7080103138494571e-13,3.3056424568278934e-15,8.6210589000437075e-10,4.7499231634818576e-09,6.5082543246274762e-11,2.0983256751206776e-10
1.6019280063788992e-07,0.0033332090961015115,2.2180960903642827e-09,5.6313616393779449e-07,4.4811449431526866e-10,1.7785194581021978e-06,1.8011564188737823e-05,5.5120501698827889e-05,4.0052995177329133e-20,1.4446233611605054e-23,2.9384722924034042e-15,2.2439354599693168e-10,5.4649602844037934e-14,4.4640358844322352e-09,3.2248163976567178e-09,9.3311807537343083e-15,4.0830215270666907e-13,1.3792619094398091e-10,8.1848315624034809e-11,5.0801727739881862e-18,2.2032852615982473e-10,2.1059397390490431e-16,8.0376076031541544e-10,3.9172738671781205e-11,0.00059028621266557144,2.532290808310208e-10,2.9662316332133494e-09,5.5185603236434267e-06,2.7709492032740008e-26,1.1419075045109275e-16,2.1152555560308426e-09,7.6139589903218644e-11,7.6468398028806886e-17,0.88129999999999997,0.0,0.0,0.0,0.004557700331085675,0.10856330584796606,0.00010004481565497929,0.00016356876076951472,0.00063651567659475368,0.00025394298984894636,1.6235978273915793e-10,2.6344731590014559e-05,5.2522835340302326e-09,1.0445634493150198e-06,2.7594502747165379e-13,7.6285724373062905e-15,0.00013144268328751097,0.0003916062692975508,0.00085749058042060679,0.00072423724015592919,4.133284474684947e-13,2.2154252005175046e-08,1.0670045464832348e-11,1.793334675363003e-07,0.0015467649238089869,2.4276906245892829e-06,1.56559361327735e-07,3.9263226898967362e-07,5.4068370871717939e-08,3.6656200021038052e-06,3.1298038008855501e-07,0.00045447726755731339,1.1265362868455669e-07,6.7958700267927933e-08,8.2205937773605464e-13,0.00013563662332762719,1.0259465914083627e-09,1.649856146789802e-07,3.4111887375742206e-07,6.5153368559904671e-11,1.526793710695709e-09,1.0255060725916326e-06,4.1956326462501821e-10,2.7001440640833415e-10,1.119571994480971e-09,1.3479530580108798e-16,1.9286304155417403e-08,2.000916458700348e-09,2.9491073003767681e-17,1.1904179005889669e-11,1.6946422904481265e-17,4.140889431297703e-11,1.1289896307083129e-07,5.7351437074148216e-10,1.5429041420072354e-15,1.6423388386526365e-08,3.658592702059436e-13,3.1137388110037997e-15,7.1876407585022438e-08,3.3437405945887557e-09,5.9687322021376981e-14,7.1950204923150644e-15,4.5955207695104904e-13,5.4687446583725505e-08,1.2944011333378035e-08,2.3325774275047483e-13,1.0211800868570635e-13,8.9552173829222164e-10,3.1965336037287027e-14,4.8505259678521649e-13,3.4057396899220724e-15,8.8300877755043932e-10,4.85933286574792e-09,6.686877050375652e-11,2.1711063452393807e-10
1.609889808314102e-07,0.003333216055365058,2.2606574146286146e-09,5.6636117976741671e-07,4.4872432340645765e-10,1.7909799281574727e-06,1.801842867963758e-05,5.5489634736944811e-05,4.1405474407676803e-20,1.4641473764810803e-23,3.0300742438446126e-15,2.2768408620343215e-10,5.6085263946240087e-14,4.5486021917329854e-09,3.3040293008572416e-09,9.7127019718258295e-15,4.2094956203314332e-13,1.422333976062461e-10,8.4777127670393729e-11,5.2243429761437598e-18,2.2488202908014983e-10,2.1845547406249101e-16,8.1445275161059692e-10,4.0166036678184952e-11,0.00059272481068978092,2.5430468548553747e-10,2.9919602275965528e-09,5.5871582626639104e-06,2.8833502971869061e-26,1.1891433905648474e-16,2.1570926788374196e-09,7.8010636338139921e-11,7.8781883543051057e-17,0.88129999999999997,0.0,0.0,0.0,0.0045430509933276769,0.1085624944133064,0.00010004586721051528,0.00016390371064585606,0.00063545352004228898,0.00025265864410908958,1.6208730232896594e-10,2.6211297889220063e-05,5.2378519236230477e-09,1.0428104247232322e-06,2.7454739067644326e-13,7.6157698879822874e-15,0.00013192917892055112,0.00039424238290189107,0.00086012089405407624,0.00072730397294967894,4.1610598761260919e-13,2.2303617659122138e-08,1.0709820989315509e-11,1.8007535151510853e-07,0.0015522124522466638,2.4471253890123018e-06,1.578122450347401e-07,3.9581229271913346e-07,5.4508293378813613e-08,3.7155565737572076e-06,3.1139785213300962e-07,0.00045571482797187674,1.1295930961578886e-07,6.8143104545030388e-08,8.2080158148293051e-13,0.0001368372916268763,1.045731585384231e-09,1.6556920714053211e-07,3.4616087618607236e-07,6.5127381181418537e-11,1.5271867846889454e-09,1.0315439237164384e-06,4.2202948762253629e-10,2.7160156977168382e-10,1.1261533689986946e-09,1.3558769645952416e-16,1.9569168098424211e-08,2.0302523667589567e-09,2.99234485797537e-17,1.207877289457121e-11,1.7194878407040061e-17,4.2050204035464988e-11,1.1464853259577067e-07,5.7706613111958242e-10,1.5524444647373943e-15,1.6751653319260782e-08,3.7317193845013611e-13,3.1329921610374302e-15,7.2771785191319926e-08,3.396658745327089e-09,6.0631355859379534e-14,7.308889128765116e-15,4.6682050470674847e-13,5.5953736368072332e-08,1.3260105175878945e-08,2.3514695383316124e-13,1.0461179060087116e-13,9.2243373272395235e-10,3.2925635538516485e-14,4.9962453374236368e-13,3.508088125323032e-15,9.0426021780933559e-10,4.9704599164644868e-09,6.8689459147692415e-11,2.2458762233287173e-10
1.617851610249305e-07,0.0033332229871872914,2.3037447821650621e-09,5.6958017700546919e-07,4.4932648277891872e-10,1.8034255989731118e-06,1.8025161238509477e-05,5.5857931830239697e-05,4.2793024582843683e-20,1.483803380488177e-23,3.1239491156928119e-15,2.3099814125605814e-10,5.7547655064159412e-14,4.6341586218370318e-09,3.3847240568045096e-09,1.0107482104933988e-14,4.3389625696261505e-13,1.4664360625662443e-10,8.778897326850957e-11,5.3714928694620652e-18,2.2949648487823233e-10,2.265548882075511e-16,8.2520315866155106e-10,4.1177231073065708e-11,0.00059515106678038464,2.5537464550572668e-10,3.017714653794448e-09,5.6560723917032909e-06,2.9994184431992696e-26,1.2379850539134328e-16,2.1994622763730008e-09,7.9913536305392766e-11,8.1149012082935195e-17,0.88129999999999997,0.0,0.0,0.0,0.0045284693050775598,0.10856168773294617,0.00010004693561539914,0.00016423564311672965,0.0006343840343383285,0.00025137896158550384,1.6181296607138354e-10,2.6078351118889043e-05,5.2234874675219747e-09,1.0410454599950307e-06,2.731548541814429e-13,7.6028801384067165e-15,0.00013241110402603486,0.00039687369009524902,0.00086274016185656566,0.00073035566407468925,4.1887842325676026e-13,2.2452711653380632e-08,1.0749226804510073e-11,1.8081136046163753e-07,0.0015576450057741111,2.4665588304447272e-06,1.5906502995206435e-07,3.9899218369731705e-07,5.4948197724179801e-08,3.765758456717625e-06,3.0982106020735079e-07,0.00045693998070622105,1.132619150757238e-07,6.8325653523364318e-08,8.1953404978638299e-13,0.00013803803168707689,1.0657642810465612e-09,1.6615119322189916e-07,3.5123927630271706e-07,6.5100645966608177e-11,1.5275626592969429e-09,1.0375722505874802e-06,4.2449178891666307e-10,2.7318620928082781e-10,1.1327242789019434e-09,1.3637882718924161e-16,1.9853839893587799e-08,2.0597755260563815e-09,3.0358584011071203e-17,1.2254482659561802e-11,1.7444919802238141e-17,4.2696029124192006e-11,1.1641043306561209e-07,5.8060974142783037e-10,1.5619627606452998e-15,1.7084004778915289e-08,3.8057564115842485e-13,3.1522010586844187e-15,7.3672684373468413e-08,3.4499634727678136e-09,6.1582275281309643e-14,7.4235895962968192e-15,4.7414194689708018e-13,5.7240121642409445e-08,1.3581363195690636e-08,2.3703608605046622e-13,1.0714631567456644e-13,9.499457217988589e-10,3.3907334628266683e-14,5.14521196785168e-13,3.6127183876642795e-15,9.2586307566700876e-10,5.0833163096823557e-09,7.0544937049309241e-11,2.322673501559231e-10
