Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504)
4.826862395277725e-12,0.0033317710577806343,6.3112133696107084e-19,9.7020844881275401e-15,2.0769322158694603e-13,8.2428730504848012e-19,3.5626877570174628e-13,6.7400149408827545e-21,-4.7935092723581484e-29,2.4328433212124325e-22,6.0471298627777278e-28,-9.8620551009621163e-22,5.2807058112598499e-27,-1.4486943966808697e-18,1.890076899158422e-24,-4.8296076534537841e-29,-2.5517935942376458e-33,-1.2544446786720612e-27,-3.2567824714999501e-35,-2.1505857058821252e-40,4.5350003510068127e-26,7.5005401533823916e-27,8.862922251641045e-21,3.2591508421189173e-24,3.4472430126576104e-14,5.3468631556143121e-24,1.4151596073502173e-27,4.980109433819778e-23,-6.2285263917923e-39,2.2163691982195733e-34,9.5053993563271131e-25,4.9852300719474314e-33,-2.0914407795381545e-44,0.88129999999999997,0.0,0.0,0.0,0.0098897320540710428,0.1088029992736905,0.00010000000000000151,9.2878246057727203e-09,7.5835053216340074e-08,7.5315983517872531e-08,1.9394481786668908e-14,6.212349169490405e-10,1.0550455622795236e-08,1.0469873610780503e-10,6.507009384663996e-18,7.6462624496163433e-19,1.5806740534626215e-17,1.0181978737238692e-13,3.6218347441661569e-08,2.4097923864658059e-12,7.5640495567994243e-21,6.3243513793974279e-20,3.119672902762107e-22,4.990856710619965e-21,6.0007534242286185e-08,3.5760836389021023e-24,2.6047882354148104e-27,5.5255351757762558e-28,1.0773972123100908e-31,1.685752071805983e-32,2.1720808944126037e-12,3.4460629741380061e-14,7.9711631038971065e-18,3.8379474167964223e-18,7.8384252119355195e-16,1.4475877185616724e-22,7.3937530326490459e-22,2.5663493140965181e-14,2.6946915704850342e-30,1.7195242462611571e-14,1.5182769360815368e-14,1.7389608899204963e-16,6.3892930389410862e-20,4.2228874104551172e-20,2.8134897891454397e-20,3.3876534776954268e-27,1.7556482781227747e-20,9.7789573989018167e-23,1.4412852226112911e-30,9.8748336474400818e-24,8.2820467153690708e-31,1.1186441698787219e-24,1.1981602562078959e-22,7.0987397223755661e-17,1.9134283314759329e-22,1.566949232418138e-27,3.447600765367813e-32,3.8586995620226088e-22,1.9849437251073653e-19,2.6951155236115022e-20,4.8098413119561186e-25,5.7966967811635865e-26,3.5776774036790596e-24,1.5837227731644777e-23,1.2817188646170889e-34,3.247938576669971e-34,3.1271474344426662e-38,5.4090315448618656e-27,1.9285690922237751e-31,2.6635724437236961e-30,2.0560175353173639e-32,4.6073187194158068e-29,-4.2494369756386277e-22,-9.9210537990269573e-38,1.032334615500897e-28
4.987851383591521e-12,0.003331771057630866,6.747199269492153e-19,1.0369625907476199e-14,2.1477233600721691e-13,8.905486487044836e-19,3.7510290763391158e-13,7.3886857896597545e-21,-4.7952378989300366e-29,5.3614474441739536e-19,6.623050224872531e-28,-5.3687858523795954e-19,5.5738749149637311e-27,-1.3621787826392691e-18,1.9685320117070481e-24,-4.8321351345178844e-29,-2.7448090590700544e-33,-1.2916951950769853e-27,-3.5289593590546043e-35,-2.1587101534293315e-40,5.0456371188639308e-26,7.5314912968923176e-27,9.521959383170228e-21,3.172131449603118e-24,3.8017849909530422e-14,6.0940285435104569e-24,1.6668252669713958e-27,5.547437719884997e-23,-6.4775302756795055e-39,2.3301030328127475e-34,1.0575725014254059e-24,5.7480420213413056e-33,-2.4203348660683717e-44,0.88129999999999997,0.0,0.0,0.0,0.0098897231236892823,0.10880299922870479,0.00010000000000000141,9.5975922899580109e-09,7.8363623848357093e-08,7.7807733052494988e-08,2.0041162125334301e-14,6.6204815905492276e-10,1.0550551335738724e-08,1.0885170910957668e-10,6.9345017926706534e-18,7.9495590556829592e-19,1.7536836963226848e-17,1.0872277090520452e-13,3.7556373956918087e-08,2.5731860013647721e-12,7.8673994615606462e-21,6.9763560442612437e-20,3.3295762453453327e-22,5.5100752011981372e-21,6.2224416442551132e-08,4.0832496613962912e-24,3.0747743050898917e-27,6.5243855221931687e-28,1.3154488904283309e-31,2.0392260422041778e-32,2.3177561237856809e-12,3.8004777373926437e-14,8.811201676600394e-18,4.2706982997557272e-18,7.872620476717169e-16,1.6569972386591744e-22,7.3048707438369638e-22,2.7570009060755373e-14,3.1820452413167235e-30,1.7504368179683831e-14,1.6039395150938035e-14,1.9045801376629284e-16,7.0246563086994825e-20,4.6385986529026686e-20,3.1779160032580669e-20,3.8264411833895985e-27,1.8742926031665359e-20,1.0773862730243784e-22,1.5879212347624047e-30,1.057382317754554e-23,9.124659967724755e-31,1.1625016966417914e-24,1.2824003644352164e-22,7.6519967445351219e-17,2.0626085760214577e-22,1.7325663442690732e-27,3.8135031185887253e-32,4.1596508650198063e-22,2.2169946243880847e-19,2.9517583820820202e-20,5.2683930645961311e-25,6.3487900010200279e-26,3.9235265303454426e-24,1.7964625042548834e-23,1.4674562920783909e-34,3.836410432852598e-34,3.5365248792783834e-38,5.7423953741371821e-27,2.0476978952467939e-31,2.8374529732800188e-30,2.1827719520020397e-32,4.8231883946470052e-29,-4.3756065381988086e-22,-1.1568430525990001e-37,1.1893840944991755e-28
5.148840371905317e-12,0.003331771057477053,7.1978997099792555e-19,1.1059438880545113e-14,2.2181556737025479e-13,9.6002104322001271e-19,3.9438609521728024e-13,8.0801610367707666e-21,-4.7969359011353982e-29,-3.5431413866336666e-19,7.2308202168125072e-28,3.5358832256562308e-19,5.8711965953805221e-27,-1.2800040709962578e-18,2.0553321581815437e-24,-4.8345500449447767e-29,-2.9432865789646388e-33,-1.3268397047776959e-27,-3.8119975905680568e-35,-2.1656271258978599e-40,5.5935546286887763e-26,7.5628790772144314e-27,1.0204870342509335e-20,3.058191494414025e-24,4.179702652223403e-14,6.9167068330706524e-24,1.9530416368284239e-27,6.1596775998808377e-23,-6.7265614273409457e-39,2.4460780843137284e-34,1.1724192660267393e-24,6.5962840280619148e-33,-2.7722240050368778e-44,0.88129999999999997,0.0,0.0,0.0,0.0098897141933157046,0.10880299918250372,0.00010000000000000136,9.9073595529053067e-09,8.0892188277280855e-08,8.0298259424975642e-08,2.0687840876927423e-14,7.040749085432977e-10,1.0550616604843781e-08,1.1300608709909121e-10,7.3747049608097234e-18,8.2529582705466298e-19,1.939460162928921e-17,1.1585218301088911e-13,3.8894410389241725e-08,2.7419381588477089e-12,8.1710902264962841e-21,7.6715689519432655e-20,3.545920335262912e-22,6.0635969409629147e-21,6.4441315348074352e-08,4.6422245199980371e-24,3.6100115048723005e-27,7.6623047100406113e-28,1.5957326333545403e-31,2.4521166065829669e-32,2.4680526465880133e-12,4.1782593583787015e-14,9.7079871495250899e-18,4.7349764452616087e-18,7.9047924396143949e-16,1.8887728589463157e-22,7.2268689375607801e-22,2.9545395194346007e-14,3.7373018435641169e-30,1.7803916164687669e-14,1.6909625462915212e-14,2.0793592507684578e-16,7.6968450412103938e-20,5.0781317572006691e-20,3.5742381458415333e-20,4.3036323565284221e-27,1.9967903186209318e-20,1.1832955071168157e-22,1.7440176034210581e-30,1.1296616991268979e-23,1.0021635173074428e-30,1.2070607386523595e-24,1.3697992939773396e-22,8.2265279968265928e-17,2.2175272878424114e-22,1.9096449621248666e-27,4.2048237088079766e-32,4.4721830441086633e-22,2.4667915995358434e-19,3.2225894364048365e-20,5.7523259566230915e-25,6.931410869637729e-26,4.2888005926803075e-24,2.0290810988525423e-23,1.6729290566036337e-34,4.5069966113066979e-34,3.9828393956610722e-38,6.083779715037144e-27,2.1696994103617811e-31,3.0157888596167361e-30,2.31257696736126e-32,5.0386363851745162e-29,-4.4946406855576206e-22,-1.3405051373005186e-37,1.3638148782541235e-28
5.309829360219113e-12,0.0033317710573192126,7.6633266825787287e-19,1.1771526210861316e-14,2.2873224662749231e-13,1.0327715981405201e-18,4.1411838816848662e-13,8.8161474500151465e-21,-4.7962281924962755e-29,1.4847306807126445e-19,7.8709313868678435e-28,-1.4919906571632662e-19,6.1716910659804446e-27,-1.2296775044361848e-18,2.1608249894868503e-24,-4.8344778173388241e-29,-3.1468510205709881e-33,-1.359715262664779e-27,-4.105560128154221e-35,-2.1659559782660495e-40,6.1800928981049736e-26,7.5719640260603476e-27,1.0911653035493471e-20,3.1945713403937735e-24,4.5817252018367096e-14,7.8197925730224476e-24,2.2772415790006098e-27,6.8189795695223826e-23,-6.9756019102624495e-39,2.5641723960828561e-34,1.2953582520792064e-24,7.5362357135866141e-33,-3.1594904910862096e-44,0.88129999999999997,0.0,0.0,0.0,0.0098897052629502453,0.10880299913509496,0.00010000000000000129,1.0217126394615046e-08,8.3420746674513811e-08,8.2787570083751112e-08,2.1334518085113532e-14,7.4730771932301487e-10,1.0550660387729122e-08,1.1716160531574766e-10,7.8275408957538843e-18,8.5564407582626007e-19,2.1385286256638199e-17,1.232080293901466e-13,4.0232453426751056e-08,2.916048836498063e-12,8.4751028867424578e-21,8.411360042363607e-20,3.7686702520066504e-22,6.6524538554428229e-21,6.6658225471672993e-08,5.2563692601953061e-24,4.2170150134330521e-27,8.9532447007935471e-28,1.9240220059761017e-31,2.932103638206404e-32,2.6229607823145328e-12,4.5801367509992351e-14,1.0663333871713855e-17,5.2318819965409815e-18,7.9358853936509744e-16,2.1445210933327474e-22,7.2283786917222275e-22,3.1589631810119165e-14,4.3672819927831238e-30,1.8094200793288772e-14,1.7792945615344505e-14,2.2634396830244112e-16,8.4064684401161508e-20,5.5418739615981013e-20,4.0039279712289061e-20,4.8209989762974719e-27,2.1231391685497223e-20,1.2958105220774914e-22,1.9098500617737664e-30,1.2043201052739528e-23,1.0974556773936623e-30,1.2523348475555288e-24,1.460402713041865e-22,8.8223210851296172e-17,2.3781811272434792e-22,2.0986099991306709e-27,4.622507453599939e-32,4.7962893665851894e-22,2.735003968352237e-19,3.5078271854323468e-20,6.2620315177963656e-25,7.545029639313895e-26,4.673805504067497e-24,2.2826563322755811e-23,1.8995400411690512e-34,5.2679530172990145e-34,4.4680173233629817e-38,6.4330849441859571e-27,2.2945379145916506e-31,3.1985196897111608e-30,2.4453946837331362e-32,5.253412023514984e-29,-4.6059874171150581e-22,-1.5453328293543724e-37,1.5568703240781478e-28
5.4708183485329085e-12,0.003331771057157387,8.1429291497947817e-19,1.2505017945535457e-14,2.3527371429713948e-13,1.1088110857243912e-18,4.3429872021816612e-13,9.5983819722542871e-21,-4.7927414137408878e-29,-1.4397783693882702e-18,8.5438565365135953e-28,1.4390258914227945e-18,6.4689446901402555e-27,-1.2839161974311077e-18,2.3119363338252504e-24,-4.8315501479877063e-29,-3.3551513856737662e-33,-1.3923041462982851e-27,-4.4094413726287575e-35,-2.143044401453103e-40,6.8065745835966292e-26,7.5619044573377069e-27,1.1642305318102156e-20,3.5018929672586474e-24,5.0085803184091493e-14,8.8083303698764463e-24,2.6430768022548077e-27,7.5275250041281736e-23,-7.2245026142755702e-39,2.6840720981643978e-34,1.4266674575856188e-24,8.5744163720533517e-33,-3.5798576965202895e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896963325930433,0.10880299908648625,0.00010000000000000133,1.0526892815087685e-08,8.5949299007366073e-08,8.5275672431585181e-08,2.1981193741715802e-14,7.9173919095909783e-10,1.0550688949970215e-08,1.2131804874017521e-10,8.2929320823967894e-18,8.8599908155781358e-19,2.351420616762401e-17,1.3079031566245458e-13,4.1570500752888545e-08,3.0955180118224722e-12,8.7794220516987519e-21,9.1970977764741026e-20,3.9977913623310796e-22,7.2776721581956432e-21,6.887514297524025e-08,5.9291439927420129e-24,4.9027109554116386e-27,1.041204614215762e-27,2.3066594330091175e-31,3.4875800710539531e-32,2.7824708802260157e-12,5.0068373030143957e-14,1.1679052390721914e-17,5.7625128027888618e-18,7.9659574527113933e-16,2.4259125499799036e-22,7.4908497476233249e-22,3.3702699031667979e-14,5.079241837743332e-30,1.8375457555402932e-14,1.8688855478817325e-14,2.4569575295139174e-16,9.154112310700049e-20,6.030197717126928e-20,4.468458241151764e-20,5.3803142337509495e-27,2.2533369094658865e-20,1.4151172285340535e-22,2.0856926196261347e-30,1.2813561405325229e-23,1.1984999309785455e-30,1.2983331453316812e-24,1.5542570395187146e-22,9.4393623653671287e-17,2.5445664167112849e-22,2.2998925356099103e-27,5.0675129795223226e-32,5.1319624166351556e-22,3.0223006395116027e-19,3.8076818026564201e-20,6.7978863640964987e-25,8.1900986454115532e-26,5.0788355296775172e-24,2.5582821360016372e-23,2.1487490515374801e-34,6.1280625484957359e-34,4.9940195645029417e-38,6.7902136842617542e-27,2.4221785187168062e-31,3.385588517716237e-30,2.5811880615419745e-32,5.4726647304411091e-29,-4.7163622404280848e-22,-1.7729724986530138e-37,1.769836387084842e-28
5.631807336846704e-12,0.0033317710569915776,8.6368858341638871e-19,1.3260175563518878e-14,2.4259611267366337e-13,1.1882232163264592e-18,4.5493189016407576e-13,1.042863489975584e-20,-4.7958900840338267e-29,3.7545241238376438e-18,9.2500504880023189e-28,-3.755244699456507e-18,6.7900804965085125e-27,-1.1036611096124272e-18,2.3843720689016844e-24,-4.8351264242752187e-29,-3.5680840203236362e-33,-1.4238288285752556e-27,-4.7236660571026978e-35,-2.1724995247088203e-40,7.4743282174545714e-26,7.6021606386655602e-27,1.2396824999297927e-20,4.0245193528709774e-24,5.4609941585074403e-14,9.8875145629300095e-24,3.054424434744282e-27,8.2875194483623373e-23,-7.473295769074292e-39,2.8058874999895107e-34,1.5666248553120379e-24,9.7175808823079711e-33,-4.0662231128506058e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896874022428582,0.10880299903668496,0.00010000000000000116,1.0836658814323653e-08,8.8477846601239104e-08,8.7762573825853765e-08,2.2627868185190931e-14,8.3736196839298678e-10,1.0550706651945024e-08,1.2547524302514132e-10,8.7708014809227576e-18,9.1635957095988224e-19,2.5786739682475132e-17,1.3859904863607188e-13,4.2908550755501428e-08,3.280345663495489e-12,9.0840352242194046e-21,1.0030149140394814e-19,4.2332493183320216e-22,7.9402723974792994e-21,7.1092065187743738e-08,6.6641073294008445e-24,5.6744478268675828e-27,1.205446389920707e-27,2.7505916370970834e-31,4.1276934941496223e-32,2.9465733192130561e-12,5.4590868807423451e-14,1.2756949464339567e-17,6.3279644217708097e-18,8.0029572165190411e-16,2.7346827023802422e-22,7.1682972081856627e-22,3.5884576881847024e-14,5.8808856757847233e-30,1.8648506985814875e-14,1.9596878314992283e-14,2.6600437061014741e-16,9.9403401279259338e-20,6.543461321877943e-20,4.9693014863432457e-20,5.9833510408588401e-27,2.3873813093030829e-20,1.5414003750037652e-22,2.2718175739734767e-30,1.360768416818166e-23,1.3054527477792462e-30,1.3450834331428254e-24,1.6514097126802799e-22,1.0077637179543845e-16,2.7166792047027881e-22,2.5139299264125889e-27,5.5408128591537549e-32,5.4791942243137414e-22,3.3293500772288618e-19,4.1223554150081886e-20,7.3602526895904634e-25,8.8670529047789425e-26,5.5041736908867759e-24,2.8570679853931925e-23,2.4220739289384747e-34,7.0966502684057301e-34,5.5628418359281988e-38,7.1550736126920227e-27,2.5525879532287612e-31,3.5769409410732361e-30,2.719921953273193e-32,5.694884934651572e-29,-4.8231310076460381e-22,-2.027551144152091e-37,2.0040415308448178e-28
5.7927963251605e-12,0.0033317710568218396,9.1459857680864833e-19,1.4038206756801799e-14,2.4995339074141779e-13,1.2711526899107893e-18,4.7601446901543598e-13,1.1308710420844919e-20,-4.7994353909277824e-29,-5.6545971353277362e-19,9.9899510808830587e-28,5.6477597523962414e-19,7.1163062534172747e-27,-9.0432145897901162e-19,2.4575267943905891e-24,-4.8389953255131036e-29,-3.7853952252261751e-33,-1.4511521931923278e-27,-5.0478099254075008e-35,-2.2057911913735402e-40,8.1846618123977404e-26,7.644748914563527e-27,1.3175209879813149e-20,4.3850081333882435e-24,5.9396913617463555e-14,1.1062688883114327e-23,3.5153942708783955e-27,9.1012355080363669e-23,-7.7221617023193257e-39,2.9300615052405388e-34,1.7155083922730225e-24,1.0972726759748425e-32,-4.525954649288142e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896784719003754,0.10880299898569865,0.00010000000000000098,1.1146424392323371e-08,9.1006388868615551e-08,9.0248281578849348e-08,2.3274541266185646e-14,8.8416874163771735e-10,1.0550716658358395e-08,1.2963304582903165e-10,9.2610725236139791e-18,9.467245044860227e-19,2.8208327467848901e-17,1.4663423511493497e-13,4.4246602264510785e-08,3.4705317711639038e-12,9.3889322409374022e-21,1.0911879652002798e-19,4.4750100553545753e-22,8.6412695071605984e-21,7.3308990170589406e-08,7.4649157696719155e-24,6.5400090233937565e-27,1.3897195104768177e-27,3.2634098379390704e-31,4.8623931914809994e-32,3.1152585076481529e-12,5.9376098341551381e-14,1.3898828073299732e-17,6.9293301234889253e-18,8.0364292459827263e-16,3.0726327463803011e-22,6.7981624928271687e-22,3.8135245322493564e-14,6.780379819738993e-30,1.8914082015633922e-14,2.0516578512428271e-14,2.8728242792814268e-16,1.0765694095482681e-19,7.0820095736002845e-20,5.5079287188220932e-20,6.6318804801753941e-27,2.5252701511482955e-20,1.6748435557914295e-22,2.4684955206413661e-30,1.4425555539138649e-23,1.4184696199716581e-30,1.3926190821654364e-24,1.7519103271252724e-22,1.0737130075639526e-16,2.8945153250731886e-22,2.7411659992632299e-27,6.0433940103463343e-32,5.837976385713121e-22,3.656820268509829e-19,4.4520426147001385e-20,7.9494791655612594e-25,9.576311214032984e-26,5.9500923123748143e-24,3.1801382506175309e-23,2.721091811538146e-34,8.1836000769744949e-34,6.1765149836664757e-38,7.5275830821262102e-27,2.6857367497954111e-31,3.772525717463799e-30,2.8615652741613588e-32,5.9103755934127033e-29,-4.9156663168890144e-22,-2.3024090896179162e-37,2.260856630888627e-28
5.937686414642917e-12,0.0033317710566657132,9.6171604434080639e-19,1.475803675545786e-14,2.5620525319680175e-13,1.3488546161369006e-18,4.9537124716754249e-13,1.2144889969653988e-20,-4.7992353427058347e-29,-8.5510576777313197e-20,1.0685029935341277e-27,8.4833905205494605e-20,7.4040657444331087e-27,-8.3035721975624569e-19,2.5689040423846238e-24,-4.8390115754254041e-29,-3.9842040257898981e-33,-1.4719053257114724e-27,-5.347365088126579e-35,-2.2118748597104374e-40,8.8614582274769936e-26,7.6560005211091876e-27,1.3896159183420115e-20,4.4517477533488358e-24,6.3935888151095375e-14,1.2206954112540073e-23,3.9762822429252289e-27,9.8814490495251931e-23,-7.9462120442480958e-39,3.0438345615698988e-34,1.8573651269540298e-24,1.2204076004164738e-32,-4.894907091727782e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896704345991029,0.10880299893880387,0.0001000000000000009,1.142521305236649e-08,9.3282072037319766e-08,9.2484404000695883e-08,2.3856545792173249e-14,9.2730114842911407e-10,1.055072092538251e-08,1.3337549320457827e-10,9.7128569633024306e-18,9.7405604743120639e-19,3.0519744474127846e-17,1.540595253430402e-13,4.5450849229935758e-08,3.6462807307079785e-12,9.6635753934293539e-21,1.1748185199830418e-19,4.6979556691429712e-22,9.3058305758629977e-21,7.5304223896088833e-08,8.2450415803191975e-24,7.4060240222207219e-27,1.5741495701924249e-27,3.7906597223840466e-31,5.6133895627011824e-32,3.2709855242160576e-12,6.3913416844976374e-14,1.4982710160788352e-17,7.5021675428124717e-18,8.0623142663596807e-16,3.4032786961136702e-22,6.7281549934918807e-22,4.0219646273785384e-14,7.6807157575338933e-30,1.914674844611686e-14,2.1353953797723575e-14,3.0727160303323183e-16,1.1542397262446415e-19,7.588595980708253e-20,6.0262124870931824e-20,7.255914757973902e-27,2.6526552836123849e-20,1.8012150626766904e-22,2.6547507639229505e-30,1.5181933490343859e-23,1.5254973024475827e-30,1.436078808160009e-24,1.8452656722808152e-22,1.134880181743313e-16,3.0594576896408942e-22,2.9573355468909321e-27,6.5215801638447301e-32,6.1707486349966726e-22,3.9695548788884135e-19,4.7617528425352924e-20,8.5030263786588609e-25,1.0242597522588442e-25,6.3692323260462113e-24,3.4926056380721631e-23,3.0135274049136328e-34,9.2716827908941118e-34,6.7688753370077164e-38,7.8693194286614036e-27,2.8078904426952159e-31,3.9521315488335074e-30,2.9915080448342256e-32,6.0975918450902634e-29,-4.9859460244630789e-22,-2.5662103766739894e-37,2.5124888872375567e-28
6.082576504125333e-12,0.003331771056506428,1.0100120603380252e-18,1.5495625731233214e-14,2.6225534862258724e-13,1.429458699126926e-18,5.1509118580132903e-13,1.3024263609260126e-20,-4.797102496813893e-29,-1.3970075591693888e-21,1.1408050617891601e-27,7.1380266058201773e-22,7.6903559192357277e-27,-8.1126054696053512e-19,2.7070448150917228e-24,-4.837013291776889e-29,-4.1855527731990706e-33,-1.490904994816683e-27,-5.6538032506981728e-35,-2.2064331101479709e-40,9.5747864127761458e-26,7.6513610590386612e-27,1.463643586974377e-20,4.4102885844098328e-24,6.8698876585105985e-14,1.3437526010249651e-23,4.4842213508641512e-27,1.0708811388077321e-22,-8.1702052729132408e-39,3.1591959326904869e-34,2.0068797373952633e-24,1.3537423742260276e-32,-5.2655635557742331e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896623973042559,0.10880299889096046,0.00010000000000000087,1.1704001371208922e-08,9.555775081421645e-08,9.4719570727358778e-08,2.4438549194334777e-14,9.7138144109017546e-10,1.0550721919233529e-08,1.3711827133413403e-10,1.017456993749859e-17,1.0013900059330569e-18,3.2960405512822116e-17,1.6166825147188231e-13,4.6655096321063128e-08,3.8263700071024494e-12,9.9384368398489675e-21,1.2626019126474884e-19,4.9259547339168007e-22,1.0003042747550806e-20,7.7299458052238471e-08,9.0843451221558618e-24,8.3610076442626615e-27,1.7775899138546942e-27,4.3869123822863105e-31,6.4581993112651972e-32,3.4304098714096945e-12,6.8674663906188326e-14,1.6121183726984259e-17,8.1057728480267352e-18,8.0889852577092996e-16,3.7604800768184873e-22,6.7950874647817401e-22,4.235973667081485e-14,8.6739338729555981e-30,1.9373371903982071e-14,2.2200159760447504e-14,3.2806443467689149e-16,1.2351582928604182e-19,8.116165707465943e-20,6.5773593051069917e-20,7.9195166977414872e-27,2.783151026907693e-20,1.9336662054385975e-22,2.8499666290655462e-30,1.5957526748008908e-23,1.6376740180266256e-30,1.480177296514876e-24,1.941411823273635e-22,1.1977635008450716e-16,3.2290291589102463e-22,3.1848940432607984e-27,7.0250362389688401e-32,6.5128629630383917e-22,4.2998572216620973e-19,5.0839081505761622e-20,9.0788393107963448e-25,1.0935661488263723e-25,6.8054398016344571e-24,3.8265055515303842e-23,3.329335964544818e-34,1.0472126528865022e-33,7.4007692334846299e-38,8.2171351929930028e-27,2.9322213022507764e-31,4.1350951151369946e-30,3.1237630744871991e-32,6.2840972567292553e-29,-5.0502851178897143e-22,-2.850310114814785e-37,2.7846388722747957e-28
6.22746659360775e-12,0.003331771056344005,1.0594599977534577e-18,1.6250549791900382e-14,2.6842153762700672e-13,1.5129861840672843e-18,5.3517562681776852e-13,1.394820753106544e-20,-4.8038590413619409e-29,5.5582711230497374e-19,1.2159300813110546e-27,-5.5650685763592386e-19,7.9829858614860938e-27,-7.5349068893163376e-19,2.837751607737259e-24,-4.8438053867455957e-29,-4.3891608927626544e-33,-1.5090902184405891e-27,-5.9668721882919125e-35,-2.2098708005352046e-40,1.0325602457580655e-25,7.7545401589517239e-27,1.539603830107002e-20,4.0430469657054424e-24,7.3691130196982794e-14,1.4758609339761782e-23,5.0427153919779851e-27,1.1585064072216773e-22,-8.394251425296141e-39,3.2767059038814972e-34,2.1642547929257724e-24,1.4978369225549342e-32,-5.6583370286020093e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896543600154995,0.1088029988421738,0.00010000000000000083,1.1982789348850994e-08,9.7833425573663076e-08,9.6953786996844767e-08,2.5020551568354011e-14,1.0164043832625052e-09,1.0550720507235642e-08,1.4086132290116653e-10,1.0646156598496983e-17,1.0287259613985547e-18,3.5534404174518437e-17,1.6946041829288157e-13,4.7859343217219712e-08,4.0107995851049648e-12,1.0213512481921251e-20,1.3546373839324905e-19,5.1589829980292573e-22,1.0733634414488655e-20,7.9294692107754175e-08,9.9856933126933646e-24,9.4115792405695762e-27,2.0014629001892062e-27,5.0591828415880957e-31,7.4059068951727351e-32,3.5935246176897478e-12,7.3665088703704132e-14,1.7315555340225397e-17,8.7409382990813552e-18,8.1186397243911129e-16,4.14568935448847e-22,6.7655759141867359e-22,4.4555501837456344e-14,9.7669936649868314e-30,1.9594331998149709e-14,2.3054906584842205e-14,3.4966920810296294e-16,1.3193606634877252e-19,8.664945005716809e-20,7.1624346533598563e-20,8.6239691248589453e-27,2.9167557883448713e-20,2.0723284526065616e-22,3.0543368847990687e-30,1.6752325408327319e-23,1.7551111118168285e-30,1.5249269479544611e-24,2.0403864077724956e-22,1.262361723501137e-16,3.4032263851760509e-22,3.4241792148961767e-27,7.5545132192640164e-32,6.8643126153272455e-22,4.6482131936958875e-19,5.4186363332106733e-20,9.6771469477746792e-25,1.1655778147666946e-25,7.258893531585944e-24,4.1826866417163944e-23,3.6697948311242439e-34,1.1793353392250797e-33,8.0737516035161794e-38,8.5709756262099185e-27,3.0587096342456986e-31,4.3213853767065474e-30,3.2583095255316243e-32,6.4727280426849817e-29,-5.1118647150379655e-22,-3.1576035813564632e-37,3.0783937440286606e-28
