Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332)
1.9585608916903905e-05,0.0015973511961551523,5.421483120175108e-14,3.2606997964263363e-10,1.4970626121533905e-15,6.2431887983235058e-09,1.2232364571252664e-06,4.6804277811903488e-05,3.5764802466770162e-29,3.3096097661359571e-33,2.724248781279224e-22,1.3082658150013603e-16,2.3667407013381668e-20,4.6054190626022239e-13,5.7083813997766782e-14,2.2347219914370844e-19,2.275629421806035e-20,3.4489409798952545e-15,5.3828962497014606e-14,-4.2045942799822619e-30,-1.7441200417639945e-28,4.2621914444510914e-23,-2.2920381193885121e-33,1.9567372141671589e-15,-9.3540248143710065e-25,-1.8189597162913325e-26,-4.0482258416503282e-19,2.5118529472184127e-06,1.2842261885838576e-37,1.3948371302494679e-19,3.141237570182494e-21,6.19849734992455e-21,3.0304913501288248e-33,0.88129999999999997,0.0,0.0,0.0,0.006904031003835482,0.10776864462309461,9.9999999421052389e-05,3.0905219486525359e-05,2.4350005451734325e-05,3.7085136200320551e-06,6.9772163749921682e-11,2.0793830271268101e-05,2.2703134050510666e-13,4.7649593125435195e-07,9.9811880745458794e-13,1.3682621657291649e-14,0.00096047347062919609,0.0010114999275372208,2.9617389766974172e-06,0.00092610377598796221,2.7321194256030598e-13,1.5487856715575062e-09,3.0751352527841725e-13,1.3266429986155611e-09,2.1765527048850622e-06,4.3363966657324439e-07,2.0660238451945332e-06,1.6855035620886822e-08
2.006963136182581e-05,0.0015973243589116704,5.6809385416644829e-14,3.3276051217213141e-10,1.4956152199747924e-15,6.3947396020601637e-09,1.2230401108544212e-06,4.7802845094919873e-05,3.8728478317542309e-29,3.8608523943235198e-33,2.8813623051863258e-22,1.5255654405553607e-16,2.5017106347214293e-20,4.7519164835773191e-13,6.0679412217995683e-14,2.4201559118484455e-19,2.3620227690391562e-20,3.5740700916957939e-15,5.6753643068940169e-14,3.6257029098218778e-30,-1.733592166760061e-28,4.3865839898082626e-23,-2.4471309244194321e-33,1.9567304775344074e-15,-9.7264076573385809e-25,-1.7990329999103696e-26,-3.979327874295173e-19,2.626361145442138e-06,1.3970088135795627e-37,1.395171719309169e-19,3.1200022874781965e-21,6.310371842234042e-21,2.9195046046537955e-33,0.88129999999999997,0.0,0.0,0.0,0.0068534452498124421,0.10775074546083178,9.999999939973547e-05,3.0723066732948164e-05,2.4158591661349808e-05,3.6826193129459201e-06,6.9213354944344746e-11,2.0645825700813559e-05,2.2542068782826323e-13,4.7267965087422548e-07,9.910144816312723e-13,1.3573036837874234e-14,0.00097731738054586512,0.0010295248592538538,3.0228119835849974e-06,0.00094215095967042212,2.780389993942635e-13,1.5763866185078497e-09,3.1290761565696577e-13,1.3504651569112593e-09,2.2218155286242184e-06,4.5344356535512479e-07,2.1600730172760151e-06,1.7625677598434744e-08
2.0553653806747716e-05,0.0015972979180081696,5.9455465688064508e-14,3.393960923325073e-10,1.4941783113631131e-15,6.5460014642673948e-09,1.2228467988726204e-06,4.8793550369366724e-05,4.1859089623248561e-29,4.4178778623189399e-33,3.0437087365587461e-22,1.7451731662231783e-16,2.6410253404362854e-20,4.899838760492349e-13,6.440062360283067e-14,2.6161306159261173e-19,2.4499386871894378e-20,3.7010856934054103e-15,5.9761611640097929e-14,6.7709675596080968e-31,-1.7015995365968118e-28,4.5116952503302757e-23,-2.6059190286288891e-33,1.956723723238254e-15,-1.0093436935480312e-24,-1.7715342500722018e-26,-3.9064582730317046e-19,2.7428480028526112e-06,1.5168792918096696e-37,1.3955137527486303e-19,3.0990566359997682e-21,6.4207355933030659e-21,2.8047978887200841e-33,0.88129999999999997,0.0,0.0,0.0,0.0068036060107308158,0.10773310008145658,9.999999937806506e-05,3.0538016311442924e-05,2.3970071840386758e-05,3.6570967248629183e-06,6.866314413096066e-11,2.0499983421399915e-05,2.2383408763334827e-13,4.6892208888018883e-07,9.8401394733298858e-13,1.3465138121964767e-14,0.00099390954720364076,0.0010472929457874213,3.083427975153185e-06,0.00095795642695990714,2.8279584368935706e-13,1.6035942620440572e-09,3.1822114969661948e-13,1.3739600419433894e-09,2.2667585010395744e-06,4.7359238143790434e-07,2.2557422742149428e-06,1.8409759656600383e-08
2.103767625166962e-05,0.0015972718647422235,6.2152239138294132e-14,3.4597748215555076e-10,1.4928741164376171e-15,6.6969755948336317e-09,1.2226564603565892e-06,4.977651343707538e-05,4.5161993801406667e-29,4.9802570983325661e-33,3.2113793211255544e-22,1.9677573540495991e-16,2.7847275795747885e-20,5.0491822109921153e-13,6.8249107610113142e-14,2.8229914332449434e-19,2.5393849871600608e-20,3.8299899184388101e-15,6.285325499195726e-14,-6.3285727498179437e-30,-1.7185170141170399e-28,4.6374779338554805e-23,-2.7678845428900326e-33,1.9567169518862107e-15,-1.0453511336141214e-24,-1.7359927190574351e-26,-3.8294836117880962e-19,2.8612840566161718e-06,1.644135709513082e-37,1.3958631710098693e-19,3.0783944897804874e-21,6.529626408377488e-21,2.6866123934864793e-33,0.88129999999999997,0.0,0.0,0.0,0.0067544963436067034,0.10771570295150755,9.9999999356039412e-05,3.0350653467176338e-05,2.3784379940929136e-05,3.631937536529643e-06,6.8121331959803985e-11,2.0356254309975178e-05,2.2227099165276518e-13,4.6522188384866934e-07,9.7711484661791701e-13,1.3358886416168346e-14,0.0010102554885004435,0.0010648097855910595,3.1435936088234689e-06,0.00097352556213216443,2.8748403467541303e-13,1.6304171751185108e-09,3.2345589333696946e-13,1.3971349411163344e-09,2.3113863794637466e-06,4.9408107668301658e-07,2.3530073836820673e-06,1.9207085422629149e-08
2.1521698696591526e-05,0.0015972461906683508,6.4898902363915724e-14,3.5250542486441868e-10,1.4914354890854024e-15,6.8476631155316598e-09,1.2224690362989887e-06,5.075185134125133e-05,4.8642352122586091e-29,5.5542259233035662e-33,3.3843707814171779e-22,2.19394182922759e-16,2.9328589084049465e-20,5.1999427947261165e-13,7.222652921289056e-14,3.0410877842902717e-19,2.6303694049314675e-20,3.9607848306567065e-15,6.6028955175477718e-14,4.2621976316679554e-30,-1.7077260828913046e-28,4.7639243379487118e-23,-2.9324442460901353e-33,1.9567101642990527e-15,-1.0804934717630315e-24,-1.6919190468570712e-26,-3.7482688141885973e-19,2.981640487226453e-06,1.7790645614408972e-37,1.3962199159647344e-19,3.0580099115571238e-21,6.6370814352446921e-21,2.5652324089256122e-33,0.88129999999999997,0.0,0.0,0.0,0.0067060998528062025,0.1076985487003498,9.999999933365679e-05,3.016149963075375e-05,2.3601452058038487e-05,3.6071336960583275e-06,6.7587725615168969e-11,2.0214590837889434e-05,2.2073086937252089e-13,4.6157771898060588e-07,9.7031489807668182e-13,1.3254243908486364e-14,0.0010263605594506107,0.0010820808122788048,3.2033153921608501e-06,0.00098886358921562029,2.9210508488376095e-13,1.6568636782602626e-09,3.2861356038455989e-13,1.4199969248420998e-09,2.3557038133209691e-06,5.1490472046279816e-07,2.4518446450712554e-06,2.0017462715016422e-08
2.200572114151343e-05,0.001597220887588265,6.7694675600748904e-14,3.5898065950211728e-10,1.4897271064209909e-15,6.9980651740000748e-09,1.2222844694239722e-06,5.1719678456243643e-05,5.2305391114767101e-29,6.1437405765669822e-33,3.5627725616633498e-22,2.4243106365561248e-16,3.0854596782436549e-20,5.3521160348048876e-13,7.6334558294810423e-14,3.2707730566962843e-19,2.7228994419399253e-20,4.0934721660240663e-15,6.9289089573038779e-14,3.2429682527622504e-30,-1.6482969055744258e-28,4.8911218473747933e-23,-3.0989506550110181e-33,1.9567033617365603e-15,-1.1145912761170166e-24,-1.6388090814532462e-26,-3.6626771745924613e-19,3.1038890994850475e-06,1.9219510771790737e-37,1.396583929697916e-19,3.0378971437923378e-21,6.7431372094894086e-21,2.4409883875411809e-33,0.88129999999999997,0.0,0.0,0.0,0.0066584006652427698,0.10768163211400299,9.9999999310915554e-05,2.9971018849528466e-05,2.3421226331790283e-05,3.582677407011207e-06,6.7062138519573099e-11,2.0074946998136377e-05,2.1921320722648441e-13,4.5798832007974014e-07,9.6361189333988589e-13,1.3151174010263799e-14,0.0010422299583764843,0.0010991113008861559,3.2625996876739389e-06,0.0010039755781058447,2.9666046195034851e-13,1.6829418491622798e-09,3.3369581449469156e-13,1.4425528548347708e-09,2.3997153475978947e-06,5.3605848655752821e-07,2.5522308738095542e-06,2.0840703423481059e-08
2.2489743586435336e-05,0.001597195947541583,7.0538818952203271e-14,3.6540387695289417e-10,1.4884370865766254e-15,7.1481829872441546e-09,1.2221027041662469e-06,5.2680106573228626e-05,5.6156719518717894e-29,6.7378397096845463e-33,3.7467025933113749e-22,2.6594123879563995e-16,3.2425723442791509e-20,5.5056985859964507e-13,8.0574869101367823e-14,3.5124046645615849e-19,2.8169826352345316e-20,4.2280535978032644e-15,7.2634030995244155e-14,-8.860340588497674e-30,-1.6654880792510606e-28,5.0189979016973233e-23,-3.2666610194591758e-33,1.9566965451687786e-15,-1.1474549525732068e-24,-1.5761390704900333e-26,-3.5725703495809548e-19,3.2280023042688785e-06,2.0731254761167923e-37,1.3969551541116953e-19,3.018050603624387e-21,6.8478296987699765e-21,2.3142601379753785e-33,0.88129999999999997,0.0,0.0,0.0,0.0066113834070984437,0.10766494812926659,9.9999999287813944e-05,2.9779623582142656e-05,2.3243642855331702e-05,3.5585611169522782e-06,6.654439005267579e-11,1.993727823741668e-05,2.1771750784017272e-13,4.5445245363301102e-07,9.5700369381712499e-13,1.3049641301067196e-14,0.0010578687328004323,0.0011159063738276458,3.3214527173992449e-06,0.0010188664503837173,3.0115159032106918e-13,1.7086595318045654e-09,3.387042710573251e-13,1.4648093920014954e-09,2.4434254261579237e-06,5.5753765018117299e-07,2.6541433862512297e-06,2.167662339279246e-08
2.297376603135724e-05,0.001597171362796977,7.3430632497022428e-14,3.7177571153437919e-10,1.4875240609978696e-15,7.2980175957184801e-09,1.221923686617439e-06,5.3633244982075587e-05,6.0201724034860863e-29,7.3382207441431209e-33,3.9361386707061101e-22,2.8997642155292765e-16,3.4042399261339816e-20,5.6606876374732134e-13,8.4949139933498695e-14,3.7663442020683604e-19,2.9126268290927455e-20,4.3645312542444706e-15,7.6064147792333835e-14,4.2102082183890264e-30,-1.6638900377660264e-28,5.1473790661884255e-23,-3.4347466934679857e-33,1.9566897150842538e-15,-1.178884321603122e-24,-1.5033564219767249e-26,-3.4778083262347448e-19,3.353953101267446e-06,2.232901018339569e-37,1.3973335338084598e-19,2.9984648748220991e-21,6.9511943462902338e-21,2.1854804113742451e-33,0.88129999999999997,0.0,0.0,0.0,0.0065650331819493866,0.10764849182812493,9.9999999264350088e-05,2.9587679920301941e-05,2.306864358910647e-05,3.5347775064585277e-06,6.6034305285283194e-11,1.9801541392397841e-05,2.1624328932020781e-13,4.5096892499397991e-07,9.5048822763740026e-13,1.2949611476520912e-14,0.0010732817850560349,0.0011324710065701436,3.3798805672831914e-06,0.0010335409848559001,3.0557985287933787e-13,1.734024345142006e-09,3.4364049899310135e-13,1.4867730039573912e-09,2.486838394908867e-06,5.7933758515911458e-07,2.7575599850956843e-06,2.252504231158079e-08
2.3457788476279147e-05,0.0015971471258437592,7.636941093710174e-14,3.7809685924243081e-10,1.4853527530416469e-15,7.4475698863375614e-09,1.2217473643453815e-06,5.4579200549637614e-05,6.4445476654278371e-29,7.9763014617461291e-33,4.1311553878650568e-22,3.1458549607621766e-16,3.5704985780754627e-20,5.817077391827942e-13,8.9459052780788888e-14,4.0329572040366862e-19,3.0098393563727021e-20,4.5029067865186734e-15,7.9579803868546312e-14,6.3487798064484747e-30,-1.5706144504353179e-28,5.2765410966616811e-23,-3.6023289310410467e-33,1.9566828735012534e-15,-1.2086682313667062e-24,-1.4198958970187041e-26,-3.3782494776835285e-19,3.4817150620985462e-06,2.4015521680744096e-37,1.3977190151492047e-19,2.9791346938168071e-21,7.0532661110006801e-21,2.0551385225474442e-33,0.88129999999999997,0.0,0.0,0.0,0.0065193355501888903,0.10763225843241415,9.9999999240522522e-05,2.9395512294319558e-05,2.2896172280056766e-05,3.5113194793400399e-06,6.5531714736078054e-11,1.9667694629130579e-05,2.1479008458599284e-13,4.475365767214859e-07,9.4406348674105059e-13,1.2851051300602553e-14,0.001088473877635631,0.0011488100330394541,3.4378891913741332e-06,0.0010480038228345924,3.0994659250417856e-13,1.7590436913838759e-09,3.4850602246497751e-13,1.5084499721850445e-09,2.5299585048328987e-06,6.0145376114802416e-07,2.8624589454070537e-06,2.3385783605192592e-08
2.3941810921201052e-05,0.0015971232293838396,7.9354460138343448e-14,3.8436804606565556e-10,1.482784341182579e-15,7.5968410998267875e-09,1.2215736863677412e-06,5.5518077794656099e-05,6.8893522757926529e-29,8.6384220255429895e-33,4.3319016351995913e-22,3.3981479654015341e-16,3.741384624675397e-20,5.9748621063419431e-13,9.4106292523810584e-14,4.3126130054782839e-19,3.108626707901544e-20,4.643180480026851e-15,8.3181358704415012e-14,-1.2342192327866574e-29,-1.5911828016298777e-28,5.4067014549058621e-23,-3.7684082399584118e-33,1.9566760235069466e-15,-1.2365843442829472e-24,-1.3251951880367913e-26,-3.2737506383192686e-19,3.6112623135572528e-06,2.5794301620988394e-37,1.3981115404141373e-19,2.9600549478797261e-21,7.1540795057460007e-21,1.9237834529778494e-33,0.88129999999999997,0.0,0.0,0.0,0.0064742765096526362,0.10761624329873652,9.9999999216329716e-05,2.9203407712589474e-05,2.272617438453462e-05,3.4881801531986727e-06,6.5036454136774919e-11,1.9535697386538988e-05,2.1335744074044425e-13,4.4415428697580572e-07,9.3772752416726628e-13,1.2753928559588325e-14,0.0011034496382894457,0.0011649281507760535,3.4954844158354842e-06,0.0010622594731718965,3.1425311354241178e-13,1.7837247638890271e-09,3.5330232251033075e-13,1.5298463988589177e-09,2.5727899148868217e-06,6.2388174095899642e-07,2.968819001145406e-06,2.4258674331473448e-08
2.4425833366122957e-05,0.001597099666324049,8.238519812474449e-14,3.9058973860726393e-10,1.4834605589672124e-15,7.7458325822629977e-09,1.2214026033922405e-06,5.6449978959467399e-05,7.3551971083596304e-29,9.255754381935022e-33,4.5383456281134387e-22,3.6570844582467506e-16,3.9169504517047758e-20,6.1340435660479958e-13,9.889254665516239e-14,4.6056852349883107e-19,3.208996810056164e-20,4.7853540858881955e-15,8.6869167607573719e-14,3.0047158248509476e-30,-1.6128445995720792e-28,5.5370141768575497e-23,-3.9318382580545171e-33,1.956669164164469e-15,-1.2623987065070679e-24,-1.2186410837749265e-26,-3.1641669419233327e-19,3.742569522210465e-06,2.7669114317585333e-37,1.3985110534057648e-19,2.9412206840224357e-21,7.253668639724861e-21,1.7920278215539445e-33,0.88129999999999997,0.0,0.0,0.0,0.0064298424773579829,0.10760044191360617,9.9999999191769406e-05,2.9011619580353206e-05,2.2558596996297727e-05,3.4653528501133768e-06,6.4548364206393491e-11,1.9405510323672316e-05,2.1194491847694423e-13,4.408209679770765e-07,9.3147845152212693e-13,1.265821201778539e-14,0.0011182135648904472,0.0011808299258538589,3.5526719427901326e-06,0.0010763123170627743,3.1850068321578129e-13,1.8080745546982336e-09,3.580308385980846e-13,1.5509682133570881e-09,2.6153366947800687e-06,6.4661717804655784e-07,3.0766193321173252e-06,2.5143545081030752e-08
2.4909855811044862e-05,0.001597076429768826,8.5461063131993848e-14,3.9676236247283633e-10,1.4836902264351666e-15,7.8945447959636657e-09,1.2212340675509901e-06,5.7375004078733321e-05,7.8426429039323997e-29,9.8980542106541677e-33,4.7505462214626494e-22,3.9230863575834501e-16,4.0972403547627459e-20,6.2946204536513274e-13,1.0381950609050667e-13,4.9125519482729865e-19,3.3109589758661733e-20,4.9294319685674347e-15,9.0643581834873797e-14,1.1429009141370757e-29,-1.4718083592001901e-28,5.6674246829177537e-23,-4.091466533099556e-33,1.9566622939394322e-15,-1.2858648795645172e-24,-1.0995476587998144e-26,-3.0493517058548653e-19,3.8756118802943809e-06,2.9642810398688435e-37,1.3989175094730332e-19,2.9226270840755093e-21,7.3520672597608161e-21,1.660553684870199e-33,0.88129999999999997,0.0,0.0,0.0,0.0063860202722746855,0.10758484988881616,9.9999999166839628e-05,2.8820371139179263e-05,2.2393388780363128e-05,3.4428310885568644e-06,6.406729045283181e-11,1.9277095268738287e-05,2.1055209151987068e-13,4.3753556465020715e-07,9.2531443653213563e-13,1.2563871378621769e-14,0.0011327700300790755,0.0011965197975758435,3.6094573540057344e-06,0.0010901666126297946,3.2269053297624452e-13,1.8320998617249349e-09,3.6269297011538665e-13,1.5718211784764385e-09,2.6576028276373889e-06,6.6965581401165807e-07,3.1858395514717241e-06,2.604022988135593e-08
2.5393878255966767e-05,0.0015970535130132256,8.8581287145700692e-14,4.0288697482552844e-10,1.4757342502905373e-15,8.0429782246972781e-09,1.2210680316627175e-06,5.8293251045368629e-05,8.3520774250881748e-29,1.072014562313078e-32,4.9686683354574291e-22,4.1965564801054387e-16,4.2822583654112246e-20,6.456573277141809e-13,1.0888886426253103e-13,5.2335944809659762e-19,3.4145178832759245e-20,5.0754131424966757e-15,9.4504948189913044e-14,-1.5917599311884697e-29,-1.4803610003501804e-28,5.8001321118974083e-23,-4.2460398858778199e-33,1.9566554232905094e-15,-1.3067238500235254e-24,-9.6731549657014377e-27,-2.929156930244947e-19,4.0103650902544249e-06,3.1718280389213071e-37,1.3993308574881141e-19,2.9042694286018978e-21,7.4493087758800305e-21,1.5301155553573439e-33,0.88129999999999997,0.0,0.0,0.0,0.006342797099054916,0.10756946295701206,9.9999999141540244e-05,2.8629858564750039e-05,2.2230499908929111e-05,3.420608575540256e-06,6.3593082979080912e-11,1.9150415171132368e-05,2.0917854609627301e-13,4.3429705330144936e-07,9.1923370074163308e-13,1.247087724664401e-14,0.0011471232857002212,0.0012120020829597491,3.665846114429828e-06,0.0011038264993023042,3.2682385978361634e-13,1.8558072956243504e-09,3.6729007778776127e-13,1.5924108963666323e-09,2.6995922125527268e-06,6.9299347617438579e-07,3.2964596936614306e-06,2.6948566103003729e-08
2.5877900700888673e-05,0.0015970309095362128,9.1745219375884607e-14,4.0896443062934531e-10,1.4719446869962977e-15,8.1911352416745541e-09,1.2209044500125766e-06,5.9204815673719619e-05,8.884032545315584e-29,1.1485961585479861e-32,5.1926448971025118e-22,4.4778801575171235e-16,4.4720423642817416e-20,6.6198970128398224e-13,1.1410231398221298e-13,5.5691972831515038e-19,3.5196758546713168e-20,5.2232911652336396e-15,9.8453609153891667e-14,5.1007752529297888e-31,-1.5427633362198845e-28,5.9340751263287089e-23,-4.3939962708463109e-33,1.9566485600559328e-15,-1.3247048901582328e-24,-8.2143161457725353e-27,-2.8034334495552679e-19,4.1468053488370754e-06,3.3899270527263252e-37,1.3997510253315681e-19,2.8861431530601888e-21,7.5454262917948197e-21,1.4015397985221455e-33,0.88129999999999997,0.0,0.0,0.0,0.0063001605326576142,0.10755427696745942,9.9999999115869684e-05,2.8440253756742651e-05,2.2069881997571388e-05,3.3986791985861602e-06,6.3125596281042145e-11,1.9025434057793985e-05,2.0782388043660785e-13,4.3110444023760068e-07,9.1323451741785624e-13,1.2379201087865685e-14,0.0011612774670424573,0.0012272809810248168,3.7218435755831473e-06,0.0011172960020013037,3.3090182732664669e-13,1.879203286357905e-09,3.7182348503598013e-13,1.6127428142014344e-09,2.7413086670403477e-06,7.1662607534000695e-07,3.4084602027208944e-06,2.7868394369756399e-08
2.6361923145810578e-05,0.0015970086129942778,9.4952796220945567e-14,4.1499388402695572e-10,1.4879836047574455e-15,8.3390174813579166e-09,1.2207432798490874e-06,6.010979176016442e-05,9.4396277795936712e-29,1.1876273836524142e-32,5.4225919531549422e-22,4.7674324152569144e-16,4.6667250310477747e-20,6.7846297479955372e-13,1.1946154993690015e-13,5.9197509887237207e-19,3.6264483564244853e-20,5.3730756925712544e-15,1.0248990416074629e-13,1.9077482592539778e-29,-1.3403235968507221e-28,6.0639425382828438e-23,-4.5338058943505551e-33,1.9566416804584953e-15,-1.3395237556586805e-24,-6.6100998738102334e-27,-2.6720295302463959e-19,4.2849093361691756e-06,3.6191294785468991e-37,1.4001779701615348e-19,2.8682439002166839e-21,7.6404526732865594e-21,1.2757347932659653e-33,0.88129999999999997,0.0,0.0,0.0,0.0062580985037970311,0.10753928788199663,9.9999999089822079e-05,2.825170685107844e-05,2.1911488048946103e-05,3.3770370191530891e-06,6.2664689079527399e-11,1.8902116990845037e-05,2.0648770430233216e-13,4.2795676061871599e-07,9.0731520951750799e-13,1.2288815196824679e-14,0.0011752365968916831,0.0012423605768905107,3.7774549788187969e-06,0.0011305790351405765,3.3492556720945233e-13,1.9022940894699409e-09,3.7629447927354701e-13,1.6328222296004639e-09,2.7827559293888143e-06,7.4054960355573237e-07,3.5218219210399563e-06,2.8799558472689262e-08
2.6797543346240292e-05,0.0015969888034316276,9.7876447411852122e-14,4.2037975927495491e-10,1.4781607314461706e-15,8.4718741215257584e-09,1.2206002528896509e-06,6.0918712977741145e-05,9.9599466615402594e-29,1.2716652168145431e-32,5.6348033806111425e-22,5.0353650905584752e-16,4.8460845949343498e-20,6.9340598069679113e-13,1.2441091444987437e-13,6.2483587808329419e-19,3.7239330354059985e-20,5.509521454931647e-15,1.0619777336240752e-13,-3.2173764535033582e-30,-1.0609461300988309e-28,6.1846482696494838e-23,-4.6514891009236336e-33,1.9566354758917518e-15,-1.3499092582986493e-24,-5.0338645573600303e-27,-2.5487823457749742e-19,4.4106065213140832e-06,3.8350634397967552e-37,1.4005679904029009e-19,2.8523250635389377e-21,7.7250704852464543e-21,1.1657062149213088e-33,0.88129999999999997,0.0,0.0,0.0,0.0062207242078631941,0.10752596280817772,9.999999906605859e-05,2.8083027503094585e-05,2.1770797221712287e-05,3.35779983824119e-06,6.2255384596950216e-11,1.879252631459685e-05,2.0530064072950873e-13,4.2516149212983934e-07,9.0205477824250025e-13,1.2208548821699117e-14,0.0011876362819863997,0.0012557650974715701,3.8271794078991652e-06,0.0011423774827453864,3.3850147875527817e-13,1.9228199112813569e-09,3.8026604698135985e-13,1.6506820759634201e-09,2.8198313338718067e-06,7.6232627441170567e-07,3.6249957801437453e-06,2.9647171683579344e-08
2.7189601526627035e-05,0.0015969711794904364,1.0053681684950252e-13,4.2519556359464085e-10,1.4691417439595249e-15,8.5912549577048483e-09,1.2204731423732281e-06,6.1642297069407516e-05,1.0444715221924107e-28,1.3509603029006225e-32,5.8299133581074581e-22,5.2826639654059334e-16,5.0108503680647864e-20,7.069473106587733e-13,1.2896851118261017e-13,6.5549722422311268e-19,3.8127910504732279e-20,5.6336407414569532e-15,1.0959597923063302e-13,-2.7498640336803826e-31,-9.5058357729732774e-29,6.2953965200061152e-23,-4.7494958785542995e-33,1.9566299044304811e-15,-1.3566699902340041e-24,-3.5077078731827534e-27,-2.4337268965046168e-19,4.5248568632827697e-06,4.037261752797714e-37,1.4009236499985297e-19,2.8381496981908437e-21,7.8005130102871205e-21,1.0699458162837212e-33,0.88129999999999997,0.0,0.0,0.0,0.0061874702304160383,0.107514101576394,9.9999999044412535e-05,2.793210830192866e-05,2.1645657257605915e-05,3.3406778876131879e-06,6.1891391655820921e-11,1.8695003704905262e-05,2.0424460325590535e-13,4.226756703489918e-07,8.9737362284128975e-13,1.2137168235415074e-14,0.0011986659271757455,0.0012676962290200961,3.8716706218632178e-06,0.001152871820816592,3.4168365275633645e-13,1.9410895871766187e-09,3.8379883761968535e-13,1.6665876644090799e-09,2.8530174695109055e-06,7.821217151443433e-07,3.7187708572193878e-06,3.0417677544641187e-08
2.7542453888975102e-05,0.0015969554810390182,1.0295448825013697e-13,4.2950454701320716e-10,1.4765412377427847e-15,8.6985454695880808e-09,1.2203600315450839e-06,6.2289962667452616e-05,1.0895156054194435e-28,1.3910069249406158e-32,6.0089909082309269e-22,5.510376664910116e-16,5.1619445643636885e-20,7.1921295041539381e-13,1.3315468931945403e-13,6.8399081671478236e-19,3.893674689500433e-20,5.746411371899054e-15,1.1270402414200414e-13,1.7262587231232367e-30,-9.518252679744961e-29,6.3921650078678758e-23,-4.8304576284836344e-33,1.9566249022008136e-15,-1.3605128080311021e-24,-2.0422668926551977e-27,-2.3267585694306917e-19,4.6285816415623204e-06,4.2260677765648128e-37,1.4012474731701368e-19,2.8255128230211704e-21,7.8678480726782595e-21,9.8693242347675245e-34,0.88129999999999997,0.0,0.0,0.0,0.0061578467031062588,0.10750353114013879,9.9999999024717094e-05,2.7797049771098198e-05,2.1534211724305095e-05,3.3254207521100078e-06,6.1567287212741449e-11,1.8608116922295639e-05,2.0330398405344207e-13,4.2046225961396912e-07,8.9320299478905455e-13,1.2073609955746488e-14,0.0012084889518299781,0.001278328297043734,3.9115037477495554e-06,0.001162217725399192,3.4451880900680719e-13,1.9573700558281486e-09,3.8694518138107029e-13,1.6807686321909838e-09,2.8827394018781758e-06,8.0009499521698467e-07,3.8039042354959148e-06,3.1117265090904504e-08
2.789530625132317e-05,0.001596939934785019,1.0539425075158204e-13,4.3378942745601792e-10,1.4723920120889398e-15,8.8056903268759816e-09,1.2202481260538172e-06,6.2934290539923775e-05,1.1358991204164195e-28,1.4561771642397157e-32,6.1913781642199964e-22,5.7430973967815836e-16,5.3156740426583308e-20,7.3155126491093994e-13,1.3742144998714297e-13,7.1335177494227715e-19,3.9754282285354648e-20,5.8601973836691425e-15,1.1585924414640646e-13,-2.9046090873559651e-31,-9.5638626128988021e-29,6.4908776702476398e-23,-4.9038015137264172e-33,1.9566199044961721e-15,-1.3620969880768493e-24,-4.8458374745368142e-28,-2.2164884936046198e-19,4.7331498306077768e-06,4.4213724514528809e-37,1.4015748094276699e-19,2.8129889569558011e-21,7.9346625110390889e-21,9.0742038010934653e-34,0.88129999999999997,0.0,0.0,0.0,0.0061285077889251215,0.10749305839338021,9.9999999004819708e-05,2.7662755510212765e-05,2.1423867432199313e-05,3.310306045392336e-06,6.1246437100761934e-11,1.8522054517431222e-05,2.0237252111099929e-13,4.182710737264158e-07,8.8907193746146327e-13,1.2010689864484974e-14,0.0012182152437771401,0.00128886148194356,3.9511408635443015e-06,0.0011714712676861906,3.4732709303990405e-13,1.9734991067840072e-09,3.9006057271783382e-13,1.6948245251381618e-09,2.9123248030602434e-06,8.182158742786849e-07,3.8897275336146359e-06,3.182260365445001e-08
