Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272)
2.5527690747642964e-08,0.0016293542892366944,5.6142586559668148e-18,5.5635523535683616e-14,-3.440208283880779e-15,1.7345045247174121e-14,5.49115194633599e-09,9.1168666349839389e-12,7.0563184008675902e-41,7.8994312649669098e-30,3.9892135553238761e-31,-2.8921398471445555e-20,6.7165279068659547e-30,5.1237349525012309e-17,2.6250125279069841e-19,3.2096420162373109e-32,3.463764704726558e-28,4.1263173193585825e-23,4.5642548368878131e-26,7.5174925465393113e-40,7.5259690768824924e-23,-9.1737745788207528e-21,2.6170209025852433e-21,-4.166224218648987e-16,3.6459192354543368e-10,3.8507929552676439e-19,6.5855756972864844e-19,5.0354400081687293e-15,1.0819210426044403e-50,-3.8816089011356698e-20,1.9910363500974319e-21,9.0692184106358158e-26,8.107330047020314e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821417760821019,0.10880000490237376,9.9999999999949183e-05,3.7446560197911336e-07,3.6057585529819516e-06,7.4208176213994601e-07,8.6573429214766912e-12,2.9242791753407148e-06,8.743817909510812e-13,5.8824575200481481e-08,1.2057695543579731e-13,1.4715404086013009e-15,6.4837910665829024e-09,1.0321886506856037e-08,1.3046000281370822e-08,1.1227850293205486e-07,3.6270339050662735e-18,2.0815698073124309e-14,3.4851072886263847e-18,1.024413139772084e-14,1.0276673812961317e-08,3.4900488869469357e-15,8.1818167160555494e-15,1.4420216655697189e-17,3.0773140373301972e-17,3.6646173723977431e-18,3.2874820188163352e-11,3.6350832881642043e-10,5.7694388125210792e-13,4.2812991814771499e-13,1.2665800814229179e-13,7.8521879033278835e-14,8.3270326468227198e-16,1.0567590291118234e-13
2.5535974782373135e-08,0.0016293542876495938,5.6126675383373148e-18,5.5265753864291818e-14,-2.8485079160953485e-15,1.7366123184123427e-14,5.4946923204260333e-09,9.1286233688391066e-12,6.5517488215815019e-41,9.7273207133809313e-28,3.9928497036868186e-31,-2.882415089288359e-20,6.7264799174098598e-30,5.1255914946966917e-17,2.6250472727315454e-19,3.2636946451736116e-32,3.468471175571185e-28,4.1317386422796207e-23,4.5731752261284815e-26,7.5372140453451567e-40,7.536422102275917e-23,-9.1402472999156949e-21,2.6197533684953524e-21,-4.1662244627632489e-16,3.6483319835976718e-10,3.8537932748983335e-19,6.5919072795766016e-19,5.0427674683134716e-15,1.1403060601996584e-50,-3.8816108576827905e-20,1.9939030009603976e-21,9.0886505736903825e-26,8.1165255222187928e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821391936317199,0.10880000392442539,9.9999999999949169e-05,3.7458665479259044e-07,3.6069220974654541e-06,7.4231603025090004e-07,8.660136495521302e-12,2.9252283017523436e-06,8.7438156753208535e-13,5.8843559596187299e-08,1.2061609081541962e-13,1.4720153173534843e-15,6.4900729668751138e-09,1.0330507828068057e-08,1.305023229414448e-08,1.1235125304283491e-07,3.6299178672062674e-18,2.0833525393256669e-14,3.4884869942137443e-18,1.0255497563592668e-14,1.0280007541753759e-08,3.4948621567893521e-15,8.1939628935302904e-15,1.4441613557005009e-17,3.0828594437202878e-17,3.6720644569646119e-18,3.2885668946951372e-11,3.6374883583267324e-10,5.7732560382691295e-13,4.2841320334286785e-13,1.2669919068040317e-13,7.8624670286436457e-14,8.3270315287827559e-16,1.0572705058281979e-13
2.5544258817103306e-08,0.0016293542860624953,5.6119858388802567e-18,5.4966244144045799e-14,-2.2434955549667455e-15,1.7387220639183729e-14,5.4982337410230827e-09,9.140391447100816e-12,5.9949729241397505e-41,1.2860293334709998e-27,3.9964886712423297e-31,-2.8727216747525465e-20,6.7362428375017115e-30,5.1274486644967123e-17,2.6250820551406864e-19,3.3228767756081746e-32,3.4731825772775227e-28,4.1371653400477341e-23,4.5821101732271142e-26,7.5569827084700539e-40,7.5468860588268084e-23,-9.1068425527308599e-21,2.6224877473372807e-21,-4.1662247059055577e-16,3.6507455278196589e-10,3.8567948503063159e-19,6.5982437926976116e-19,5.0501038416766645e-15,1.1911356396367392e-50,-3.8816128076988301e-20,1.9967726690749242e-21,9.1081165779190955e-26,8.1257314951965047e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821366111607831,0.1088000029464766,9.9999999999949156e-05,3.7470770730436752e-07,3.6080856363902253e-06,7.4255029723246502e-07,8.6629300561747003e-12,2.9261774235667103e-06,8.7438134411126974e-13,5.8862543900912275e-08,1.2065522600548275e-13,1.4724902238297147e-15,6.4963589104261643e-09,1.0339133805438963e-08,1.3054464305791697e-08,1.1242402660710346e-07,3.6328033357388173e-18,2.0851362583036655e-14,3.4918688780177853e-18,1.026687234221746e-14,1.0283341269711448e-08,3.4996804542140638e-15,8.2061228327035458e-15,1.4463034853415205e-17,3.0884129263337131e-17,3.6795242063776279e-18,3.2896517654585116e-11,3.6398942213677332e-10,5.7770745224124204e-13,4.2869658193384913e-13,1.2674037617897419e-13,7.8727562322885205e-14,8.3270304145023316e-16,1.0577820277660488e-13
2.5560826886563648e-08,0.0016293542828883,5.6127744448228652e-18,5.4533433825861116e-14,-1.4049337824774656e-15,1.7429473564338377e-14,5.505320177854464e-09,9.1639616661824411e-12,5.1930021956029414e-41,1.8450153241577628e-28,4.0037748465975567e-31,-2.8534243028974119e-20,6.756384055911471e-30,5.1311645237986086e-17,2.6251517327989842e-19,3.4289603046009051e-32,3.4826201844404563e-28,4.1480348766481262e-23,4.600023817307632e-26,7.5966607252593578e-40,7.5678467960536527e-23,-9.0403988666279914e-21,2.6279622425188097e-21,-4.1662251897096038e-16,3.6555750044845742e-10,3.862801749287458e-19,6.6109316196428298e-19,5.0648033608310176e-15,1.2740824578066763e-50,-3.8816166882238076e-20,2.002521065430403e-21,9.147150295174615e-26,8.1441749709812273e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821314461572975,0.10880000099057732,9.9999999999949115e-05,3.7494981142282387e-07,3.6104126975143099e-06,7.4301882780596754e-07,8.668517137189589e-12,2.92807565339882e-06,8.7438089726418259e-13,5.8900512236764187e-08,1.2073349581673207e-13,1.4734400299379172e-15,6.5089429324298183e-09,1.0356399733413154e-08,1.306292832570677e-08,1.1256964409560812e-07,3.6385787934788523e-18,2.08870665818659e-14,3.4986391830429128e-18,1.0289647751268976e-14,1.0290008723122581e-08,3.5093321460061086e-15,8.2304840387570893e-15,1.4505950708984224e-17,3.0995441559941656e-17,3.6944817690626481e-18,3.2918214916334137e-11,3.6447083260675574e-10,5.7847152658566629e-13,4.292636193012148e-13,1.2682275378005354e-13,7.8933649008088945e-14,8.3270281971734412e-16,1.0588052071764578e-13
2.5575738149077957e-08,0.001629354280031528,5.6151333254492791e-18,5.4271184936162106e-14,-1.0743939990978624e-15,1.7467566580767003e-14,5.5117021331314077e-09,9.1852137349501894e-12,4.8601433538973126e-41,-6.7783979379853316e-28,4.0103415052879184e-31,-2.8361577697682393e-20,6.7753653825427282e-30,5.1345100471601232e-17,2.6252145714471243e-19,3.5066212958766819e-32,3.4911309223925036e-28,4.1578358826467611e-23,4.6161960763185503e-26,7.6325302021282797e-40,7.5867489210431043e-23,-8.9810141329649482e-21,2.6328958270668993e-21,-4.166225622381597e-16,3.6599242560343166e-10,3.8682122045237409e-19,6.622367547890849e-19,5.0780634932063351e-15,1.3332191246428076e-50,-3.8816201585757305e-20,2.0077049621440767e-21,9.1823968423886832e-26,8.1608100923657102e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821267975839917,0.10879999923026598,9.9999999999949088e-05,3.7516770409762529e-07,3.6125070333904755e-06,7.4344050145595393e-07,8.6735454640057532e-12,2.9297840445129356e-06,8.7438049509559055e-13,5.8934683426096344e-08,1.2080393799806335e-13,1.4742948476070098e-15,6.5202823930317558e-09,1.0371955004580578e-08,1.3070545939777816e-08,1.1270078004494282e-07,3.6437818611092295e-18,2.0919233960905546e-14,3.5047399140061418e-18,1.0310175108996347e-14,1.0296009428337765e-08,3.5180358985586803e-15,8.2524562961018697e-15,1.4544658604505959e-17,3.1095899730958435e-17,3.7079870631844906e-18,3.293774227682102e-11,3.6490437318976424e-10,5.7915962385978283e-13,4.2977427234035421e-13,1.2689689811783917e-13,7.9119472361894069e-14,8.3270262143182911e-16,1.0597262229780286e-13
2.5590649411592266e-08,0.0016293542771747603,5.6180582717421399e-18,5.405245939591216e-14,-1.0454029752953364e-15,1.7505720600174272e-14,5.5180880085077008e-09,9.2065026744360821e-12,4.8350556022306981e-41,-1.0357746303113365e-27,4.016916452780373e-31,-2.8189867135703345e-20,6.7950638561879892e-30,5.1378561668002044e-17,2.6252775322049973e-19,3.5687271548404716e-32,3.4996576792295302e-28,4.1676543657195436e-23,4.632415799863039e-26,7.6685491159431588e-40,7.6056865822537636e-23,-8.9220194875299804e-21,2.6378356036132071e-21,-4.1662260524456466e-16,3.6642760868204786e-10,3.8736266492900698e-19,6.6338194837796512e-19,5.0913526305610384e-15,1.3857093872382019e-50,-3.8816236081004418e-20,2.0128986672900715e-21,9.2177537562971983e-26,8.1774793648593434e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821221489442893,0.10879999746995278,9.9999999999949061e-05,3.7538559579492569e-07,3.6146013510544647e-06,7.4386217144105533e-07,8.67857374694966e-12,2.9314924207130525e-06,8.7438009292111909e-13,5.8968854317611001e-08,1.2087437956444497e-13,1.475149657825977e-15,6.5316349737176592e-09,1.038752538019262e-08,1.3078163550199054e-08,1.1283199198163855e-07,3.648989815376056e-18,2.0951433357751749e-14,3.5108477131491147e-18,1.033073042469829e-14,1.0302010130848384e-08,3.5267559956966096e-15,8.2744733071096325e-15,1.4583445841425203e-17,3.1196620963456425e-17,3.7215336612875182e-18,3.295726947135129e-11,3.6533817065855459e-10,5.7984812884304632e-13,4.302852279738802e-13,1.2697104339261113e-13,7.9305623274296016e-14,8.3270242434643126e-16,1.0606473847932895e-13
2.5605560674106575e-08,0.001629354274317995,5.6210354079551326e-18,5.3837510800803812e-14,-1.0868020268234871e-15,1.754393516474174e-14,5.5244776126717035e-09,9.2278285276203299e-12,4.8806225238351162e-41,-9.2158326254421189e-28,4.0234995248447147e-31,-2.8019123717127912e-20,6.8149731534926219e-30,5.1412025873418442e-17,2.6253406151983867e-19,3.6269544217091521e-32,3.5082004729433619e-28,4.177490347759681e-23,4.6486830996923464e-26,7.7047169653429686e-40,7.6246598244356509e-23,-8.863412367312743e-21,2.6427815725483504e-21,-4.1662264797429825e-16,3.6686304968211341e-10,3.8790450664955585e-19,6.6452874390825656e-19,5.1046708192709111e-15,1.4358022083805018e-50,-3.8816270369217077e-20,2.0181021930484056e-21,9.2532213082777708e-26,8.1941828376323509e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821175002382303,0.10879999570963789,9.9999999999949034e-05,3.7560348651472752e-07,3.6166956504596536e-06,7.4428383775932442e-07,8.6836019859093848e-12,2.9332007819920504e-06,8.7437969074077204e-13,5.9003024910379454e-08,1.2094482051558328e-13,1.4760044605715862e-15,6.5430006819588563e-09,1.0403110867182029e-08,1.3085781156970432e-08,1.12963279904963e-07,3.6542026585323869e-18,2.098366478745936e-14,3.5169625845056063e-18,1.0351313718120077e-14,1.0308010830654444e-08,3.5354924581503915e-15,8.296535134019157e-15,1.4622312532874959e-17,3.1297605780617208e-17,3.7351216649071596e-18,3.2976796499843367e-11,3.6577222501055814e-10,5.8053704153136385e-13,4.3079648619875496e-13,1.270451879544637e-13,7.9492102128513012e-14,8.3270222845444724e-16,1.0615686924337086e-13
2.5620471936620884e-08,0.0016293542714612347,5.6241416539182887e-18,5.363228858974884e-14,-9.5352532890491334e-16,1.7582210408823506e-14,5.5308706945047829e-09,9.2491913367584706e-12,4.7309155435991604e-41,-9.7438530220162191e-29,4.0300907510955534e-31,-2.7849365477551314e-20,6.8344423631101853e-30,5.1445493631757153e-17,2.6254038205527947e-19,3.6965299277489306e-32,3.5167593243574616e-28,4.1873438500337017e-23,4.6649980877595477e-26,7.7410344313213398e-40,7.6436686923601992e-23,-8.8051902264338018e-21,2.6477337382580031e-21,-4.1662269040598383e-16,3.672987486014349e-10,3.8844674587958828e-19,6.6567714255462278e-19,5.1180181055757563e-15,1.4828597852546766e-50,-3.8816304451625555e-20,2.0233155515843383e-21,9.2887997702519815e-26,8.2109205593601757e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821128514658164,0.10879999394932158,9.9999999999949007e-05,3.758213762570331e-07,3.6187899316044359e-06,7.4470550040902563e-07,8.6886301808810809e-12,2.9349091283427994e-06,8.7437928855454951e-13,5.9037195204152338e-08,1.2101526085118432e-13,1.4768592558375987e-15,6.5543795252263912e-09,1.0418711472480653e-08,1.3093398760091899e-08,1.1309464381418301e-07,3.6594203928358275e-18,2.1015928265082763e-14,3.5230845321092412e-18,1.037192500900678e-14,1.031401152775596e-08,3.5442453066640768e-15,8.3186418391147745e-15,1.4661258792079698e-17,3.1398854706339138e-17,3.7487511757703366e-18,3.2996323362215656e-11,3.6620653624320489e-10,5.8122636192063941e-13,4.3130804701193882e-13,1.2711933201501647e-13,7.9678909308081418e-14,8.3270203374908594e-16,1.0624901457110008e-13
2.5650294461649502e-08,0.001629354265747728,5.6337680267435567e-18,5.3485116326496594e-14,1.7706293068034281e-16,1.7658946194978504e-14,5.5436667157265889e-09,9.2920279873526932e-12,3.4212993236922308e-41,2.3973102453329698e-27,4.0432985720547943e-31,-2.7512833903973517e-20,6.8706523573472159e-30,5.1512457607574194e-17,2.6255305988463822e-19,3.904188725464709e-32,3.5339252964631755e-28,4.2071035017535889e-23,4.6977715777878367e-26,7.8141263000584736e-40,7.6817934848118345e-23,-8.6898908106973121e-21,2.657656695688681e-21,-4.1662277432959331e-16,3.6817092018906329e-10,3.8953242699041011e-19,6.6797875392390681e-19,5.144800158626991e-15,1.5416307201670748e-50,-3.881637200390285e-20,2.0337718156692519e-21,9.3602905153699229e-26,8.2444989509152744e-34,0.88129999999999997,0.0,0.0,0.0,0.0098821035537216915,0.10879999042868525,9.9999999999948939e-05,3.7625715280916581e-07,3.6229784393127691e-06,7.4554881469664642e-07,8.6986864393405911e-12,2.9383257762311127e-06,8.743784841644596e-13,5.9105534897580972e-08,1.2115613967460204e-13,1.4785688240026204e-15,6.5771766467236484e-09,1.0449958065728814e-08,1.3108633955384901e-08,1.1335759958738391e-07,3.6698705438791427e-18,2.1080551424291187e-14,3.5353496721918686e-18,1.0413231662153846e-14,1.03260129138454e-08,3.5618002449365436e-15,8.3629901333011965e-15,1.4739390467253906e-17,3.1602146983780246e-17,3.7761351273977407e-18,3.3035376588275312e-11,3.670759293401388e-10,5.8260622578566469e-13,4.3233207639106407e-13,1.2726762684893465e-13,8.0053510179338423e-14,8.3270164787054611e-16,1.0643334884246836e-13
2.567713473417526e-08,0.0016293542606055837,5.6465776626338837e-18,5.3672443903631271e-14,9.2161988015562924e-16,1.7728220207046796e-14,5.5551956102514961e-09,9.3307077801427764e-12,2.400002186066125e-41,4.5045533395937256e-28,4.0552145283235918e-31,-2.7213209307222357e-20,6.9034429739420256e-30,5.1572758408673866e-17,2.625645119047784e-19,4.094483455677094e-32,3.5494298115784839e-28,4.2249473272430276e-23,4.7274319400399019e-26,7.8804332151268468e-40,7.7162280878709453e-23,-8.587412778552132e-21,2.6666086136268256e-21,-4.1662284891383688e-16,3.6895675667975433e-10,3.9051091187482317e-19,6.7005569867615641e-19,5.1690039911334364e-15,1.550517925138439e-50,-3.8816432109291594e-20,2.0432162036901297e-21,9.425014236785667e-26,8.2748371402738701e-34,0.88129999999999997,0.0,0.0,0.0,0.0098820951855247835,0.10879998726010713,9.9999999999948885e-05,3.7664934836307304e-07,3.626748034004241e-06,7.4630778499241453e-07,8.7077369220062408e-12,2.9414007082046626e-06,8.7437776019326113e-13,5.9167039602735919e-08,1.2128292850759975e-13,1.4801074098618284e-15,6.5977390528070698e-09,1.0478131773802909e-08,1.3122345618665396e-08,1.1359451964768883e-07,3.6792924299371492e-18,2.1138822022466045e-14,3.5464125394947518e-18,1.0450503599394462e-14,1.0336814152076463e-08,3.5776559380939833e-15,8.4030577072526319e-15,1.4809982234410955e-17,3.1786018555489762e-17,3.8009236631679947e-18,3.3070523922782535e-11,3.678592616333687e-10,5.8384949756031873e-13,4.3325473765376003e-13,1.2740109941017718e-13,8.0391777688978632e-14,8.3270130456976519e-16,1.0659929930613655e-13
2.570051432079062e-08,0.001629354256126456,5.6569855962042114e-18,5.377691829054871e-14,-1.216608476752373e-16,1.7788722111029354e-14,5.5652494304933207e-09,9.3644984459917471e-12,3.2792851276377555e-41,-4.0798572361228194e-27,4.0656151368609789e-31,-2.6954540551502698e-20,6.936781883545272e-30,5.1625285959816615e-17,2.6257451980815527e-19,4.1553086848272569e-32,3.5629778791143001e-28,4.2405369689749418e-23,4.7533953189301739e-26,7.938589988025106e-40,7.7463174417973146e-23,-8.4991331937386343e-21,2.6744227058011637e-21,-4.1662291332381382e-16,3.6964195126403602e-10,3.9136428038827808e-19,6.7186909725389893e-19,5.1901644810219163e-15,1.5565959096969457e-50,-3.8816483936612681e-20,2.051468980735382e-21,9.4816889638155371e-26,8.3013546869440455e-34,0.88129999999999997,0.0,0.0,0.0,0.009882087896117291,0.1087999845000678,9.999999999994883e-05,3.7699097308551637e-07,3.6300315426430804e-06,7.4696888674423164e-07,8.7156203521874373e-12,2.9440791302680154e-06,8.74377129552739e-13,5.9220613326761353e-08,1.2139336802646034e-13,1.4814475963402955e-15,6.6156849915408449e-09,1.0502712871018109e-08,1.3134289340932976e-08,1.1380109272431409e-07,3.687512434516472e-18,2.1189664228124311e-14,3.556067735138942e-18,1.0483043998227915e-14,1.0346222711280777e-08,3.5915107798301556e-15,8.4380783859167143e-15,1.487168365690945e-17,3.1946886287706769e-17,3.8226269232208005e-18,3.3101139049772562e-11,3.6854227215523794e-10,5.849335428524287e-13,4.3405923325692877e-13,1.2751735593124086e-13,8.0687301899238369e-14,8.327010085828183e-16,1.0674389094667709e-13
2.5723893907405983e-08,0.0016293542516473353,5.6625079063472504e-18,5.3502870899207494e-14,-1.7013894954495648e-15,1.7849368869315681e-14,5.5753131689694989e-09,9.3983806338954544e-12,4.8677600233879554e-41,-3.6040682048842676e-27,4.0760341549089949e-31,-2.6698088506806523e-20,6.9725030619866076e-30,5.167779105522668e-17,2.625845579905122e-19,4.1614544029282268e-32,3.5765657188884344e-28,4.2561700216815182e-23,4.7794776967916458e-26,7.9971122390023217e-40,7.7764950785780847e-23,-8.4117611286059493e-21,2.6822520567561269e-21,-4.166229771559615e-16,3.7032777987133721e-10,3.9221860865275466e-19,6.736864552755477e-19,5.2113972311615085e-15,1.5973447861769004e-50,-3.8816535276838551e-20,2.0597461213475545e-21,9.5386406321963779e-26,8.3279571984443642e-34,0.88129999999999997,0.0,0.0,0.0,0.0098820806065471212,0.1087999817400236,9.9999999999948776e-05,3.7733259540496428e-07,3.6333150058741779e-06,7.4762997944803295e-07,8.7235036729886528e-12,2.9467575155208232e-06,8.7437649889781188e-13,5.9274186308292608e-08,1.2150380602750984e-13,1.4827877642447203e-15,6.6336633377910874e-09,1.0527331242933455e-08,1.3146233054226977e-08,1.1400785258985428e-07,3.695744498191055e-18,2.1240585454620794e-14,3.5657403898568959e-18,1.0515653533894534e-14,1.0355631263836526e-08,3.605406229852428e-15,8.4732103687846085e-15,1.4933582463000136e-17,3.2108411535234861e-17,3.8444338263127818e-18,3.3131753767103354e-11,3.6922591414094323e-10,5.860185903544918e-13,4.3486447268227974e-13,1.2763359526427135e-13,8.0983639266014847e-14,8.3270071541034076e-16,1.0688851809659861e-13
2.5744935535359808e-08,0.0016293542476161387,5.6641633195443797e-18,5.2999305757823602e-14,-1.9561539650693173e-15,1.7904075853398493e-14,5.5843773207752897e-09,9.428952990327163e-12,5.2316326057164945e-41,1.2649335013734341e-28,4.0854274361478182e-31,-2.6469315383416214e-20,7.0021705713478992e-30,5.1725032387251912e-17,2.6259361828354194e-19,4.2218080378187467e-32,3.5888288498529763e-28,4.270276947667379e-23,4.8030539424552361e-26,8.0500982957372731e-40,7.8037305766568473e-23,-8.3338944854311934e-21,2.6893115373197039e-21,-4.166230339605629e-16,3.7094556770057558e-10,3.929883276230195e-19,6.7532546650776295e-19,5.2305686330557051e-15,1.6593300952721258e-50,-3.8816581070322884e-20,2.0672164175686339e-21,9.5901347969219156e-26,8.3519722483960194e-34,0.88129999999999997,0.0,0.0,0.0,0.0098820740457948187,0.10879997925598135,9.9999999999948736e-05,3.7764005343791415e-07,3.6362700840010238e-06,7.4822495514024111e-07,8.7305985682919408e-12,2.9491680307524756e-06,8.743759312960579e-13,5.9322401356208945e-08,1.2160319892978332e-13,1.4839938994621532e-15,6.6498715816366297e-09,1.0549519669602318e-08,1.3156982388519005e-08,1.141940961710053e-07,3.7031636732877375e-18,2.1286482169232467e-14,3.5744607194574043e-18,1.05450612908845e-14,1.0364098955452211e-08,3.617946921365131e-15,8.5049245179664571e-15,1.4989460514337134e-17,3.2254348119729546e-17,3.8641489825525084e-18,3.3159306662181485e-11,3.6984173182143877e-10,5.8699598998276527e-13,4.3558982412334457e-13,1.2773820005493884e-13,8.1251039372190801e-14,8.3270045394084795e-16,1.0701871283265062e-13
2.5765977163313633e-08,0.0016293542435849523,5.6697857133383682e-18,5.2802053226116682e-14,3.1570614015060583e-16,1.7958908453332668e-14,5.5934459290951267e-09,9.459599722255332e-12,2.9679772358785028e-41,6.8656819234172857e-27,4.0948382923520141e-31,-2.6242633608629364e-20,7.024446179650351e-30,5.1772303518680479e-17,2.6260270317741414e-19,4.4521018300574989e-32,3.6011243562159851e-28,4.28441915423526e-23,4.8267272513661055e-26,8.1033997942816942e-40,7.8310378508361378e-23,-8.2567486463544149e-21,2.6963834545654072e-21,-4.1662308997830493e-16,3.7156386907539336e-10,3.9375885077636077e-19,6.7696769181446231e-19,5.2497988392322597e-15,1.6889740764542886e-50,-3.8816626476204638e-20,2.0747065205121563e-21,9.6418549225295224e-26,8.3760564016220623e-34,0.88129999999999997,0.0,0.0,0.0,0.0098820674849101568,0.10879997677193873,9.9999999999948695e-05,3.7794750952445229e-07,3.6392251259076092e-06,7.4881992349595218e-07,8.7376933763422452e-12,2.9515785161251989e-06,8.7437536368258676e-13,5.937061580929247e-08,1.2170259060088202e-13,1.4852000197993997e-15,6.6661061198762037e-09,1.0571738329878723e-08,1.3167731715542128e-08,1.1438049104680367e-07,3.7105926298091758e-18,2.1332442980003352e-14,3.5831952148283314e-18,1.0574525165828076e-14,1.0372566641682621e-08,3.6305206293105407e-15,8.5367291952653258e-15,1.5045499122535636e-17,3.2400820434751864e-17,3.8839487025643889e-18,3.3186859224951554e-11,3.704580609723301e-10,5.8797420137671154e-13,4.3631577804227713e-13,1.2784281572668881e-13,8.1519100422496117e-14,8.3270019471106911e-16,1.0714893622081419e-13
2.5780367970275762e-08,0.0016293542408279465,5.6783345736511365e-18,5.3030654086395192e-14,1.9938021983029422e-15,1.7996484447986154e-14,5.5996518476651739e-09,9.4806025450286943e-12,1.151308816983608e-41,3.4178961012497036e-27,4.1012854090309134e-31,-2.608868248873213e-20,7.0385958129643371e-30,5.1804664004741771e-17,2.6260893070962093e-19,4.6390496754031594e-32,3.6095521927774141e-28,4.2941116513115299e-23,4.8429739770188719e-26,8.1400411233658935e-40,7.8497552598893357e-23,-8.2043986187572684e-21,2.7012272692422396e-21,-4.1662312794454065e-16,3.719870339584273e-10,3.9428629883094452e-19,6.7809269635507651e-19,5.2629847082896566e-15,1.670357295440715e-50,-3.8816657308714433e-20,2.0798405807687026e-21,9.6773579091427702e-26,8.3925679233378031e-34,0.88129999999999997,0.0,0.0,0.0,0.0098820629977082828,0.10879997507304895,9.9999999999948668e-05,3.7815778401541881e-07,3.6412461198393407e-06,7.4922683050163206e-07,8.7425456132898469e-12,2.9532270799986387e-06,8.7437497547316446e-13,5.9403590337339456e-08,1.217705659224286e-13,1.4860249020980676e-15,6.6772244102331494e-09,1.0586951553299962e-08,1.3175083399662145e-08,1.1450805749841052e-07,3.7156790832968565e-18,2.1363913464887989e-14,3.5891770808372916e-18,1.0594708465882518e-14,1.0378357865297772e-08,3.6391390918866756e-15,8.5585332955200424e-15,1.5083917711478054e-17,3.250130515791315e-17,3.8975389876063223e-18,3.3205702804171286e-11,3.7087987581489427e-10,5.8864368792946881e-13,4.3681261994811087e-13,1.279143772898567e-13,8.1702814102744431e-14,8.3270001869821059e-16,1.0723801517620981e-13
2.579475877723789e-08,0.0016293542380709403,5.6893234441102367e-18,5.3447738613589056e-14,2.2894262104675169e-15,1.8034119907778484e-14,5.6058623694754264e-09,9.501640248607559e-12,6.163391218427547e-42,-1.2925832760417536e-27,4.107740808229014e-31,-2.593546361671103e-20,7.0561206359217373e-30,5.1837040627871982e-17,2.626151697771612e-19,4.7548677620874774e-32,3.6179952210432689e-28,4.3038207035236077e-23,4.859266356438901e-26,8.1768322880301707e-40,7.868506341774092e-23,-8.1523805013898396e-21,2.7060769133509337e-21,-4.1662316577819435e-16,3.7241043904632171e-10,3.9481412499464057e-19,6.7921920692647391e-19,5.2761981905102498e-15,1.6294937417452275e-50,-3.8816687962477502e-20,2.0849839327569105e-21,9.7129672022698576e-26,8.4091118880953469e-34,0.88129999999999997,0.0,0.0,0.0,0.0098820585104444532,0.10879997337415646,9.9999999999948641e-05,3.7836805759596128e-07,3.6432670968548451e-06,7.4963373407183047e-07,8.7473978094866655e-12,2.9548756298900172e-06,8.7437458725825451e-13,5.9436564589371995e-08,1.2183854066745208e-13,1.4868497774920299e-15,6.6883550162614931e-09,1.0602178933756861e-08,1.3182435080382037e-08,1.1463569471611997e-07,3.7207701167677831e-18,2.1395413963908214e-14,3.5951655817768619e-18,1.0614918058673795e-14,1.0384149086393997e-08,3.6477730440547261e-15,8.5803798790191107e-15,1.5122411653279595e-17,3.2602041644348428e-17,3.9111690568738546e-18,3.3224546227775365e-11,3.7130192989081807e-10,5.8931355417458827e-13,4.3730974365478142e-13,1.2798594408723049e-13,8.18868377923067e-14,8.3269984371851916e-16,1.073271074924721e-13
