Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411)
5.52060179910877e-13,0.0029867153343923944,2.4146131451678282e-22,5.1551197108362304e-18,6.831265719233016e-16,2.4116503161046244e-22,3.3632274709192096e-15,3.6210493411805922e-24,-1.5170663440966622e-31,7.6188837693399936e-17,-1.0476786962159151e-36,-7.6188837405474815e-17,6.8894110030899614e-31,-3.1142916821822615e-19,5.5953469498834056e-26,-1.5177018633335305e-31,1.9087044685184507e-38,-2.1377115342605647e-30,-3.3518649121850883e-41,-1.6321628167226374e-43,-7.1113633575859946e-32,1.0817548111244888e-29,2.0599972046573177e-43,-3.4389712078910356e-25,-2.5770188868290315e-39,3.2104533753943219e-43,5.0409523924619491e-38,2.3143988075025283e-27,-1.5549170905869543e-44,5.0623207205797833e-40,1.8075582685933232e-35,3.5380899500024278e-40,-3.4504879660102425e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899922973635177,0.1088029999952224,0.00010000000000000033,3.6648909136988169e-10,2.9811111086325555e-09,2.9796586096743132e-09,1.168555227241573e-15,3.1116699550762283e-12,8.7305885935357807e-10,1.6613926392399897e-12,4.3159280223393715e-20,1.5574167108346596e-20,3.8972215141251475e-21,2.9531236670707881e-16,2.0697771270425089e-10,6.9707736518910412e-15,6.1376245664911154e-23,7.2913816242533479e-24,1.5101638343242014e-25,1.4309044609854969e-25,2.9055959931346977e-10,8.0551287729055892e-30,6.5961778316662855e-34,5.2425600700763926e-35,1.1888334146758555e-39
5.550000629155189e-13,0.00298671533439225,2.4502715201496028e-22,5.2312410943432857e-18,2.3405065044709095e-15,2.447261236102318e-22,3.3835308205335585e-15,3.6627494602525977e-24,-9.8930556518290552e-32,8.9344227341949552e-17,-3.7582415237674677e-36,-8.9344225810329549e-17,4.9317601164277055e-31,3.0104480381744324e-19,-4.5697592322532139e-26,-9.8876002462564682e-32,1.7122275110441517e-38,-2.1414343513476232e-30,-5.5005720548528799e-41,1.3274781018540633e-42,-3.0726879043942119e-31,1.217412064664908e-29,1.9068959702216329e-43,-1.4859155275542007e-24,-3.3780069924403287e-39,3.2303352662931417e-43,5.0853319139963997e-38,2.3428286140826384e-27,-2.0384882916438096e-44,6.280536770476414e-40,1.6732240145995692e-35,1.5287375050101341e-39,-3.46145665905501e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899922563808074,0.10880299999517287,9.9999999999999747e-05,3.6844075201580405e-10,2.9969805364326004e-09,2.9955095615083881e-09,1.1747769962015145e-15,3.1448340871134833e-12,8.7575945511055976e-10,1.6777323454091705e-12,4.3619303369994915e-20,1.5727342087522223e-20,3.9602000849245829e-21,2.9846548078098218e-16,2.0887489329007094e-10,7.0452012147500983e-15,6.1985528063460976e-23,7.4084519936790424e-24,1.5301157086246716e-25,1.4581463941797591e-25,2.9322290078267493e-10,8.2546934869880676e-30,6.7971447020941653e-34,5.4022982547956874e-35,1.2318075957258514e-39
5.579399459201609e-13,0.0029867153343921056,2.5181368832314932e-22,5.3762072520463967e-18,3.2692262866622293e-15,2.5150792050547849e-22,3.4041758337236783e-15,3.7047122050242556e-24,6.4350989787425617e-32,4.3787552773952382e-17,-4.7550524870003454e-36,-4.3787550758006881e-17,2.7110478168173053e-31,6.6282517724256162e-19,-1.0573070889640421e-25,6.4474330738571416e-32,1.4390885743240553e-38,-2.0506617939925038e-30,-7.6055428514862991e-41,-8.6013343405226497e-42,-3.9498508687820591e-31,-4.1490195850066066e-29,1.6030654378646605e-43,-1.9101011629602263e-24,-3.5882836050519685e-39,3.3054361703615238e-43,5.1137398013039511e-38,2.371870658820945e-27,-2.1655094009131442e-44,5.1896159338592525e-40,1.4066334613215512e-35,1.9651472333047814e-39,-3.3231604995734691e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899922153990513,0.10880299999512311,9.9999999999999381e-05,3.7039241264400288e-10,3.0128492285474544e-09,3.0113603380907547e-09,1.180998477842674e-15,3.1781733227216799e-12,8.784457258007955e-10,1.6941383374037891e-12,4.4081755566255297e-20,1.588113847554213e-20,4.023857603745876e-21,3.0163533566956429e-16,2.1077791771852778e-10,7.1200239215785747e-15,6.2597305495139862e-23,7.526768462450299e-24,1.5502104921506955e-25,1.4857471495896087e-25,2.958944059606012e-10,8.4580464510504281e-30,7.0030756987134942e-34,5.5659826086558295e-35,1.2760874770943967e-39
5.608798289248028e-13,0.0029867153343919495,2.5784483260631583e-22,5.5050209653543786e-18,1.4685558338701795e-15,2.5753407129747847e-22,3.4260058757380584e-15,3.7469471071073583e-24,-2.8452948803577508e-31,-2.8550759393942726e-16,-3.6238457115865972e-36,2.8550759539029625e-16,2.5391953494725059e-31,1.0936077695674694e-19,-1.3828342931338212e-26,-2.8451333897470124e-31,1.1826689666957233e-38,-1.9686496325626378e-30,-9.6140253767023182e-41,1.8473682028561677e-42,-2.9718973420991559e-31,1.0758670474752644e-28,1.2202062150607082e-43,-1.4371744041166221e-24,-5.5635336257541384e-39,3.3831844554996133e-43,5.13298915088182e-38,2.4017137529450719e-27,-3.3570962518152068e-44,1.4085089899360175e-39,1.0706993543319408e-35,1.4785919021887462e-39,-3.1936523943793479e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899921744200116,0.1088029999950731,9.999999999999991e-05,3.7234407325447849e-10,3.0287154108034627e-09,3.0272109394320718e-09,1.1872190255733082e-15,3.2116876509947944e-12,8.8111774741797418e-10,1.7106104235198069e-12,4.4546636660885709e-20,1.6035554475751506e-20,4.0881977965145014e-21,3.0482192967201504e-16,2.1268675498828682e-10,7.1952417320897559e-15,6.3211564124755872e-23,7.6463376201558064e-24,1.5704482664598445e-25,1.5137092891271827e-25,2.9857407132694036e-10,8.6652374060485838e-30,7.2140647681373063e-34,5.7336878268248262e-35,1.3217052345024283e-39
5.616147996759633e-13,0.0029867153343919083,2.5830008006466042e-22,5.5147250944455882e-18,6.5820794464245124e-17,2.5798804388384606e-22,3.4318610277370061e-15,3.7575505291699312e-24,-5.1611537057006807e-31,-4.9244839940234186e-16,-2.4820037867943023e-36,4.9244840029732299e-16,2.967002419655518e-31,-3.3885736910473941e-19,6.0583962949925958e-26,-5.161857326952737e-31,1.1414648258614386e-38,-1.9736290178294495e-30,-1.0104787202646793e-40,7.817096956973868e-42,-1.9764616081203303e-31,1.6294465679632119e-28,1.1493584012756707e-43,-9.5579345663823803e-25,-6.5151762156337822e-39,3.3887719514255016e-43,5.1382722783335694e-38,2.4092768582012045e-27,-3.9311236705801591e-44,1.8889907891005588e-39,1.0085350155321887e-35,9.8333874993425653e-40,-3.2017714288129171e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899921641761208,0.10880299999506055,0.00010000000000000037,3.7283198840432829e-10,3.032681118747852e-09,3.0311735623872053e-09,1.1887738535803439e-15,3.2200935900141015e-12,8.81783535269812e-10,1.714738748581573e-12,4.4663236432186992e-20,1.6074255068402683e-20,4.1043899491810915e-21,3.0562119326944571e-16,2.1316486894565245e-10,7.2141079104524926e-15,6.3365513451464204e-23,7.676426414306415e-24,1.5755300618321407e-25,1.5207565905368886e-25,2.9924525762100912e-10,8.7176406946492672e-30,7.2676134839563478e-34,5.7762512363912199e-35,1.3333225423628384e-39
5.630847411782842e-13,0.002986715334391828,2.5752378920376437e-22,5.4980766900677212e-18,-1.6936773028555832e-15,2.5720918152641112e-22,3.4434179974557191e-15,3.7788127700712949e-24,-7.4879321127650983e-31,-1.9945644916223055e-16,2.2240501900541846e-37,1.9945644878688705e-16,3.7037486797873445e-31,-1.1084058477827879e-18,1.8834363415413391e-25,-7.4901438884655586e-31,1.1005272915201587e-38,-2.033374587387625e-30,-1.1098585479264696e-40,1.5059300070790821e-41,3.8571611898800311e-32,2.8509001054559005e-28,1.0908664862757564e-43,1.8652775336995344e-25,-8.6886116024442277e-39,3.4940780910529853e-43,5.1510846808913803e-38,2.4244124254743595e-27,-5.2423636861032596e-44,3.1234441607307689e-39,9.5721255882672894e-36,-1.919011798633716e-40,-3.3014800871222678e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899921436880547,0.10880299999503543,0.00010000000000000114,3.738078187007049e-10,3.0406128610059577e-09,3.0390987754424039e-09,1.1918835383069589e-15,3.2369382952012809e-12,8.8311245815531802e-10,1.7230077412373846e-12,4.489689135541717e-20,1.6151771960954739e-20,4.1369031875749074e-21,3.0722285826902314e-16,2.1412217906486857e-10,7.2519143306927098e-15,6.3673883318024219e-23,7.7368405287572982e-24,1.5857204834343525e-25,1.5349195935726471e-25,3.0058914943048117e-10,8.8231794307424204e-30,7.375683130541455e-34,5.8621509115041355e-35,1.3568162179813678e-39
5.644076885303731e-13,0.0029867153343917686,2.5683365109741811e-22,5.4832778802136863e-18,5.2975100151706264e-16,2.5651684781755808e-22,3.4523402687959935e-15,3.7980084467833537e-24,-1.00558237510611e-30,7.4673503543654506e-16,-3.3171562207409825e-36,-7.4673503424448611e-16,3.3860108438422625e-31,-6.317268661926449e-19,1.0922157574446791e-25,-1.0057106516176084e-30,1.0751732356733041e-38,-2.1038518702302354e-30,-1.2022878097122449e-40,1.3975887562361782e-41,-2.6918979647796743e-31,2.6474374817440613e-28,1.0484143111519632e-43,-1.3017700162346311e-24,-1.1050055989971221e-38,3.6210549652605197e-43,5.1636505238411662e-38,2.4379918886418476e-27,-6.6676502151952643e-44,4.3447363866706315e-39,9.1996407823443191e-36,1.3392852685387834e-39,-3.4217854610147321e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899921252457307,0.10880299999501274,0.00010000000000000066,3.7468606596365546e-10,3.0477545367689427e-09,3.0462314297383604e-09,1.1946833470054005e-15,3.2521359518868127e-12,8.8430547096579903e-10,1.7304638939501071e-12,4.5107699907306989e-20,1.6221668965061042e-20,4.1663124048469941e-21,3.0866793449540258e-16,2.1498498926371624e-10,7.2860245561594157e-15,6.3951970261525873e-23,7.7914834348050149e-24,1.594922456782643e-25,1.5477444918016919e-25,3.0180038029112805e-10,8.9190032696993967e-30,7.4740623856209994e-34,5.9403482328994153e-35,1.3782587113044764e-39
5.653077848000358e-13,0.002986715334391727,2.5755994338800676e-22,5.4987741231683837e-18,1.9797596536922561e-15,2.5724178553291404e-22,3.4579329564244947e-15,3.8110976664497811e-24,-9.3017863726294167e-31,3.1667590201193945e-16,-6.4343637924678584e-36,-3.1667589939026584e-16,2.8794473642536262e-31,7.097372184877408e-20,-7.4238336864294688e-27,-9.3017260517869869e-31,1.0320900282486781e-38,-2.1233759239838664e-30,-1.2667679657851392e-40,1.1091413558872427e-41,-5.4062956296983591e-31,1.0621451200569731e-28,9.4492795651124106e-44,-2.6144206218673479e-24,-1.2985696124288308e-38,3.6679769875909083e-43,5.171240906003733e-38,2.4472208089703166e-27,-7.8358927101566621e-44,4.948543285647338e-39,8.2916150963099078e-36,2.689763014333343e-39,-3.4576593927990875e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899921126971158,0.1088029999949973,9.9999999999999964e-05,3.7528360076446288e-10,3.0526145352699946e-09,3.051084267367678e-09,1.1965887913553538e-15,3.2624962766672849e-12,8.8511553276333423e-10,1.7355444602030089e-12,4.5251409256871628e-20,1.6269296258568673e-20,4.1864015644813973e-21,3.0965306194394817e-16,2.1557268633894214e-10,7.3092779433526777e-15,6.4141464892313467e-23,7.8288075838869622e-24,1.601199793331354e-25,1.5565126641211e-25,3.0262540164031415e-10,8.9846559246678154e-30,7.5416062529853579e-34,5.9940359223481416e-35,1.3930106962814308e-39
5.662078810696985e-13,0.0029867153343916724,2.5823744707116349e-22,5.5132256317877899e-18,-2.6396128815065585e-16,2.579178488776804e-22,3.4648397119917678e-15,3.82421126905986e-24,-1.2636743133319515e-30,-1.0641912918220669e-15,-6.3379133561263447e-36,1.0641912943492477e-15,3.0084479726294122e-31,-2.528056854590081e-19,4.6332305660509255e-26,-1.2637310313573133e-30,9.7706691520819267e-39,-2.1295495485096612e-30,-1.3317969543483053e-40,1.2156096702351791e-41,-5.3216701193761937e-31,2.9088952405274943e-29,8.0118000015137963e-44,-2.5734967263446896e-24,-1.5176063964746995e-38,3.6830659110545775e-43,5.1781730785025679e-38,2.4564693600929508e-27,-9.157314676122404e-44,5.2189839131917265e-39,7.0303166474129299e-36,2.6476596675430687e-39,-3.4705305302351898e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899921001512625,0.10880299999498183,0.00010000000000000029,3.7588113556360896e-10,3.0574717870170363e-09,3.0559370885727319e-09,1.1984933481292068e-15,3.2728730118034082e-12,8.8592427656212334e-10,1.7406311812284997e-12,4.5395346252101e-20,1.6316981251900839e-20,4.2065555929060768e-21,3.1063975870093561e-16,2.1616092108544501e-10,7.3325683718728901e-15,6.4331169788087036e-23,7.8662507058478903e-24,1.6074905522452431e-25,1.5653153143210067e-25,3.034511777837078e-10,9.050680177107531e-30,7.609646823868132e-34,6.0481184645981177e-35,1.4078958939432575e-39
5.662453429635258e-13,0.002986715334391672,2.5823635436555534e-22,5.5132009240215579e-18,-3.8707363536767531e-17,2.5791669263592198e-22,3.4651644855971812e-15,3.8247576688182354e-24,-1.2845298581884093e-30,-7.2506087361775647e-16,-6.2255431834841481e-36,7.2506087609047382e-16,3.0368157029783968e-31,-2.9545817652212044e-19,5.3413136160653151e-26,-1.2845948240319136e-30,9.7513236706861408e-39,-2.13021853074562e-30,-1.334500683864108e-40,1.2209047714014109e-41,-5.2236910802873398e-31,2.9359739512682255e-29,7.9571922155751293e-44,-2.5261152219138633e-24,-1.5272733882947594e-38,3.6834842576175122e-43,5.1784679543719024e-38,2.4568551323920192e-27,-9.2156807328547382e-44,5.222626792987152e-39,6.9824016992787679e-36,2.5989127451622257e-39,-3.4717184516618375e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920996291836,0.10880299999498119,0.00010000000000000033,3.7590600488695185e-10,3.0576738671870949e-09,3.0561390620122704e-09,1.1985725696453512e-15,3.2733052601378371e-12,8.8595790670067805e-10,1.7408430285056765e-12,4.5401342023340655e-20,1.6318967194570439e-20,4.2073958649977427e-21,3.1068086026043961e-16,2.1618541544834823e-10,7.3335385513098443e-15,6.4339069955544355e-23,7.8678117687568095e-24,1.6077526754457109e-25,1.5656824578781361e-25,3.0348556347862775e-10,9.0534364976924237e-30,7.612489904647428e-34,6.0503783090287697e-35,1.4085184322303045e-39
5.663202667511804e-13,0.0029867153343916698,2.5827468311699758e-22,5.5140175376223343e-18,6.3965635789556985e-16,2.5795489480181886e-22,3.4657103555601082e-15,3.8258506472597444e-24,-1.2847294082149236e-30,-3.5683061096688074e-17,-6.2124258527424249e-36,3.568306356311917e-17,3.0405418306456881e-31,-2.9965301600324853e-19,5.4110063195903416e-26,-1.28479541455087e-30,9.7127627698453445e-39,-2.1315754913029589e-30,-1.3399116386710111e-40,1.2214369033698133e-41,-5.2121330357856847e-31,2.9367763113174675e-29,7.8482182990354576e-44,-2.520525888297651e-24,-1.5466103754391215e-38,3.6843472322953642e-43,5.1790585214917565e-38,2.4576267914318761e-27,-9.3324635851146183e-44,5.2299146010902859e-39,6.8867838926363063e-36,2.5931623422085409e-39,-3.4741286077012816e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920985848107,0.1088029999949799,0.00010000000000000033,3.759557435336262e-10,3.0580782440403052e-09,3.056543008777551e-09,1.1987310534005112e-15,3.274169870509244e-12,8.8602515786227799e-10,1.7412667656537514e-12,4.5413335143110127e-20,1.632293947915256e-20,4.2090768594806452e-21,3.1076307425117801e-16,2.1623440789278304e-10,7.3354791667956833e-15,6.4354873557556531e-23,7.8709347203943709e-24,1.6082770148654864e-25,1.5664169844586242e-25,3.0355434008875627e-10,9.0589517249848133e-30,7.6181795296807327e-34,6.0549007511708979e-35,1.409764439445097e-39
5.663951905388349e-13,0.002986715334391667,2.5832356512181775e-22,5.515059763409325e-18,8.1637919139204172e-16,2.5800365157800235e-22,3.4662347557052486e-15,3.8269437978569745e-24,-1.2785457784674322e-30,1.071480960461105e-16,-6.2480461038029302e-36,-1.0714809356263461e-16,3.0332058044833045e-31,-2.8704276495583534e-19,5.2017253225369135e-26,-1.278609611406677e-30,9.673682240400632e-39,-2.132875347074452e-30,-1.3453259048597852e-40,1.2198369735875476e-41,-5.2430488208325496e-31,2.7983351499099752e-29,7.738598009463766e-44,-2.5354763962808343e-24,-1.5658542902450108e-38,3.685139177081513e-43,5.1796474132050448e-38,2.4583985963676278e-27,-9.4486131080953164e-44,5.2368589128376094e-39,6.7905989412422599e-36,2.6085436877490496e-39,-3.4764378237803484e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920975403927,0.10880299999497861,0.00010000000000000032,3.7600548218028912e-10,3.058482665718713e-09,3.0569469554290326e-09,1.1988895681488946e-15,3.2750345945830198e-12,8.8609239990960397e-10,1.7416905454005714e-12,4.5425329840167251e-20,1.6326912163064546e-20,4.2107583043246362e-21,3.1084529911485194e-16,2.1628340405534229e-10,7.3374200389218993e-15,6.4370679106277266e-23,7.8740584979607176e-24,1.6088014473053706e-25,1.56715175054782e-25,3.0362312191846575e-10,9.0644695392430203e-30,7.623872619812977e-34,6.0594259478852609e-35,1.4110113778674228e-39
5.66462621947724e-13,0.002986715334391664,2.5836666498579719e-22,5.5159786469145602e-18,8.0621332738529759e-16,2.5804663821796235e-22,3.466711543379118e-15,3.8279277740255892e-24,-1.2749191515321613e-30,7.6534321909206063e-17,-6.2688319555607741e-36,-7.6534319415763642e-17,3.0290830409873822e-31,-2.7945626212497345e-19,5.0758357528264007e-26,-1.2749817480146822e-30,9.6382409618140556e-39,-2.134016668225112e-30,-1.3502013702908944e-40,1.2188809062864313e-41,-5.2610533199636345e-31,2.722990340784191e-29,7.6396121837686782e-44,-2.5441831591068879e-24,-1.5831313356341392e-38,3.6858166426017111e-43,5.1801766342332285e-38,2.4590933351640963e-27,-9.552867154185062e-44,5.2429632016931648e-39,6.7037450601366539e-36,2.6175013589245919e-39,-3.4784657654649535e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920966004275,0.10880299999497745,0.0001000000000000003,3.7605024696227638e-10,3.0588466351487176e-09,3.0573105073234458e-09,1.1990322449215954e-15,3.2758129380930861e-12,8.8615291039097263e-10,1.7420719815781362e-12,4.5436126341580815e-20,1.6330487901125216e-20,4.2122719685104645e-21,3.1091931027456063e-16,2.1632750360462196e-10,7.3391670311317616e-15,6.4384905319213927e-23,7.8768705649978683e-24,1.6092735116397484e-25,1.5678132335232476e-25,3.0368502978084542e-10,9.0694376623186866e-30,7.6289992010538007e-34,6.063500850878585e-35,1.4121343750433623e-39
5.665300533566131e-13,0.00298671533439166,2.5840806272008323e-22,5.5168611347164315e-18,7.7103544540499294e-16,2.5808792219129665e-22,3.4671940000247287e-15,3.8289119004090378e-24,-1.2737976371580032e-30,3.2713655887064906e-17,-6.2790754083608912e-36,-3.2713653388831357e-17,3.027832667792582e-31,-2.7628758350457406e-19,5.0232845488323851e-26,-1.2738598365893e-30,9.6026455501120246e-39,-2.1351429531085343e-30,-1.3550795702311017e-40,1.2184767856057669e-41,-5.2698729142170308e-31,2.6985753119556532e-29,7.5404499661253295e-44,-2.54844821057102e-24,-1.6003873743045621e-38,3.6864762772703477e-43,5.1807055239183764e-38,2.4597881921330369e-27,-9.6569908517837237e-44,5.2489929520865813e-39,6.6167363995391032e-36,2.6218893193067901e-39,-3.4804673566487788e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920956604746,0.10880299999497628,0.00010000000000000029,3.7609501174425392e-10,3.0592105927470906e-09,3.0576740591205607e-09,1.1991749282470773e-15,3.2765913788176383e-12,8.8621341308170974e-10,1.7424534541689678e-12,4.5446924191560895e-20,1.633406398055154e-20,4.2137860178522056e-21,3.1099333073002055e-16,2.1637160633205246e-10,7.3409142427547761e-15,6.4399132814603604e-23,7.8796833383764516e-24,1.6097456555077731e-25,1.5684749213462765e-25,3.0374694210477986e-10,9.0744079986076656e-30,7.6341287475796936e-34,6.0675781111186717e-35,1.4132581693200146e-39
5.666649161743915e-13,0.0029867153343916524,2.5848768105552298e-22,5.5185581841012879e-18,7.3850270065250835e-16,2.5816731240771208e-22,3.4681671145275889e-15,3.830880712352951e-24,-1.2738693164265601e-30,-1.195459736477131e-19,-6.2792096584236202e-36,1.1954847183090127e-19,3.0295509534992016e-31,-2.763065593734017e-19,5.0237007742975365e-26,-1.2739319411007169e-30,9.5313573857214657e-39,-2.1373951805914756e-30,-1.3648461251444494e-40,1.2184803460646505e-41,-5.2697774530543555e-31,2.6990691857750963e-29,7.3421275737867337e-44,-2.5484020466803143e-24,-1.6348997237436302e-38,3.6877902376276107e-43,5.181763852709008e-38,2.4611783222363241e-27,-9.8652452489317029e-44,5.2610496483132262e-39,6.4427208531704727e-36,2.6218418269460672e-39,-3.4844713466710986e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920937805842,0.10880299999497396,0.0001000000000000003,3.7618454130817244e-10,3.0599384908384404e-09,3.0584011623558161e-09,1.1994603022979344e-15,3.2781486189388786e-12,8.8633438972629813e-10,1.7432165336756701e-12,4.5468524867047388e-20,1.6341217398664357e-20,4.2168155378995306e-21,3.111414059367607e-16,2.1645982350998826e-10,7.3444094755054601e-15,6.4427592743821864e-23,7.8853114917715141e-24,1.6106902366902704e-25,1.5697990530076394e-25,3.0387078320974679e-10,9.0843568414009392e-30,7.6443987898449348e-34,6.0757413356529699e-35,1.4155087018464222e-39
5.669346418099481e-13,0.0029867153343916385,2.586456232675498e-22,5.5219246032704762e-18,7.3248005364585026e-16,2.5832479792910641e-22,3.4701153096230595e-15,3.8348206360560282e-24,-1.2743415075897592e-30,-3.2265319209570959e-18,-6.2750653222661069e-36,3.2265344169602007e-18,3.0338658105196606e-31,-2.7766052270874604e-19,5.0463797060196573e-26,-1.2744052359501714e-30,9.3885802832890978e-39,-2.1419217083924804e-30,-1.3844211523276218e-40,1.2186547124381481e-41,-5.2657392364290599e-31,2.7020515824318925e-29,6.945786794558239e-44,-2.5464492128803108e-24,-1.7039500083334331e-38,3.6904446752242372e-43,5.1838836077031586e-38,2.463960278439214e-27,-1.0281916698716072e-43,5.2851903699165797e-39,6.0949564548889259e-36,2.6198327209113885e-39,-3.4925243616890509e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920900208087,0.10880299999496931,0.0001000000000000003,3.7636360043586038e-10,3.0613942829545315e-09,3.0598553673515109e-09,1.2000310572727052e-15,3.281264572747222e-12,8.8657622500968462e-10,1.7447432444121292e-12,4.5511746659434794e-20,1.6355529407121232e-20,4.2228804203739142e-21,3.1143769725130569e-16,2.1663630600575667e-10,7.3514032667784227e-15,6.4484533395654787e-23,7.8965785127752965e-24,1.6125806047138912e-25,1.5724504243272166e-25,3.0411853299947684e-10,9.104288132813555e-30,7.664983933857008e-34,6.0921036046723451e-35,1.420021888361624e-39
5.672043674455047e-13,0.0029867153343916247,2.5880523054134233e-22,5.5253266061395349e-18,7.4022250935549972e-16,2.5848394812922272e-22,3.4720610763681799e-15,3.838762856916113e-24,-1.2740231007819469e-30,1.7729831476602726e-18,-6.2778628069195532e-36,-1.7729806505594448e-18,3.0367720972443225e-31,-2.7689686451199641e-19,5.0339049749845657e-26,-1.274087526040358e-30,9.2453081370477285e-39,-2.1464357867369184e-30,-1.4040379674707694e-40,1.2185601751160874e-41,-5.2677510854411845e-31,2.7000353255646215e-29,6.5492946465747442e-44,-2.5474221192638421e-24,-1.772983040027753e-38,3.6930844275810157e-43,5.1860053307142914e-38,2.4667439485774981e-27,-1.069848583999186e-43,5.3093137631156221e-39,5.7470591904402469e-36,2.6208336671827654e-39,-3.5005610159236466e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920862610333,0.10880299999496466,0.0001000000000000003,3.7654265956339912e-10,3.0628500801716275e-09,3.0613095708724005e-09,1.2006018155971974e-15,3.2843820001130072e-12,8.8681794234483439e-10,1.7462705067370002e-12,4.5554988893119795e-20,1.6369846586543573e-20,4.2289511481096786e-21,3.1173412946741361e-16,2.1681283661794306e-10,7.358400383834625e-15,6.4541494903655227e-23,7.9078562530809663e-24,1.614472178454972e-25,1.5751049056258052e-25,3.0436635033604298e-10,9.1242530694683578e-30,7.6856142133976483e-34,6.1085017541069757e-35,1.4245472229196624e-39
5.67743818716618e-13,0.0029867153343915965,2.5912435024628403e-22,5.5321285467712318e-18,7.3999784252631037e-16,2.5880215191432402e-22,3.4759556280442393e-15,3.8466564947086704e-24,-1.2740183225059806e-30,2.3251500027857677e-20,-6.2789067305036116e-36,-2.3249002895626411e-20,3.043563146323146e-31,-2.7685179958060201e-19,5.0335617069026843e-26,-1.2740844254719704e-30,8.9571973857555713e-39,-2.1554624740817584e-30,-1.4434387615116964e-40,1.2185573007011127e-41,-5.2678092799495848e-31,2.7000098936651709e-29,5.7563018239245546e-44,-2.5474502614336694e-24,-1.9110485855942179e-38,3.6983617082630014e-43,5.1902582152563193e-38,2.4723181424878519e-27,-1.1531618066096679e-43,5.3575628285486006e-39,5.0512569748058416e-36,2.6208626256554399e-39,-3.5166545832602696e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920787414893,0.10880299999495535,0.0001000000000000003,3.7690077781787999e-10,3.0657616684381351e-09,3.0642179720150217e-09,1.2017433323708229e-15,3.2906227490069842e-12,8.8730090568216885e-10,1.7493272366297333e-12,4.5641555124745686e-20,1.6398501618844887e-20,4.2411160073635469e-21,3.1232755750471668e-16,2.1716609012033988e-10,7.3724079210518133e-15,6.4655501103508238e-23,7.930454651605484e-24,1.6182601492759393e-25,1.580426323997846e-25,3.0486225493309576e-10,9.1643178394775777e-30,7.7270559243956937e-34,6.1414420594877989e-35,1.4336466975690264e-39
5.682832699877312e-13,0.002986715334391569,2.594440126837911e-22,5.5389420516832577e-18,7.4125594617319845e-16,2.5912089669530373e-22,3.4798513949471006e-15,3.8545593321222332e-24,-1.2740427836497489e-30,-5.8542450200879073e-20,-6.2797498299156099e-36,5.8544947268427645e-20,3.0504022206233175e-31,-2.7687602478201609e-19,5.0343686937302957e-26,-1.274110577602946e-30,8.6675393673592735e-39,-2.1644899512721026e-30,-1.4830067532477638e-40,1.2185630982820522e-41,-5.2676924077751131e-31,2.7002148901657548e-29,4.9633268282822171e-44,-2.5473937434263064e-24,-2.0491167820184582e-38,3.7036399325444044e-43,5.1945206166326556e-38,2.4778992016867852e-27,-1.2364765815028679e-43,5.4058182932398656e-39,4.3554701973622391e-36,2.6208044832131551e-39,-3.5327725235916893e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899920712219574,0.10880299999494605,0.0001000000000000003,3.7725889607176405e-10,3.0686732543105239e-09,3.0671263672585536e-09,1.2028848483767438e-15,3.2968693919960073e-12,8.8778339814607148e-10,1.75238617066019e-12,4.5728203119693054e-20,1.6427177314240412e-20,4.253304293453465e-21,3.1292154914667958e-16,2.175195357132959e-10,7.3864287613628186e-15,6.4769590475450887e-23,7.953096008748671e-24,1.6220529439029752e-25,1.5857602140051003e-25,3.0535842919090208e-10,9.2045178223192542e-30,7.7686793985415059e-34,6.1745268573669207e-35,1.442795191833646e-39
