Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445)
2.508558169806632e-10,0.002467702956138867,9.5366135839746023e-17,1.2933114909220114e-12,3.4746197384065618e-13,1.2085784051063371e-16,2.5303129822780747e-10,2.5496374320156211e-15,-1.0174505767891636e-30,-7.1721865503732789e-24,7.148793768966675e-32,3.2166908133017815e-21,5.8090330577017103e-28,3.1633177610349071e-17,4.0678829106814382e-21,-2.1099271668320453e-30,7.8809662760161759e-30,2.7034642520893452e-25,2.2013066341395768e-30,4.2880275910717689e-40,1.9969025646441906e-22,9.7675648700199684e-28,5.4639922908445696e-19,7.8445713013585775e-23,3.9623664720539034e-10,1.4517075698607789e-18,2.3344481585038427e-20,4.5616330392224846e-19,-5.3869104642459633e-39,2.0418069314074467e-32,4.4436714379365233e-21,2.5356446118402839e-27,6.4099254882202151e-36,0.88129999999999997,0.0,0.0,0.0,0.0098845858085571218,0.10880266188673726,9.9999999999968455e-05,2.0889997692520974e-07,2.1032763128696465e-06,1.7764858683156109e-06,9.3162096801294489e-13,3.3180424201626656e-07,2.1340510695433269e-09,6.0505241577090367e-09,4.3295794130581216e-15,5.3708793457388345e-17,4.2667686078485756e-12,1.3192242842373725e-10,3.9986242028220758e-07,3.0373077715967687e-09,4.5652714444609037e-19,1.3757184556800394e-15,1.8059965026099644e-19,8.4284261865468041e-17,5.8145770230533541e-07,2.2973057983794819e-18,8.7508781729611652e-20,8.5353832255275802e-21,1.1290690584330887e-22,1.4123405123243874e-23,6.4240928916028367e-10,3.9597632478172935e-10,1.6020867096925371e-13,9.9634064101514522e-14,1.2335159323673236e-15,4.8171874789174743e-16,7.7442071275409529e-22,5.6155926359965813e-12,1.1973904902314946e-22,8.4238424201205622e-14,1.0607998747582951e-12,5.0269614029277184e-13
2.5362822294305626e-10,0.0024677029452547508,9.7198131643027844e-17,1.3142870933242225e-12,3.4913793316693304e-13,1.2456059817571832e-16,2.5860751183852774e-10,2.6617003413418865e-15,-1.0091314034134027e-30,-4.7890119906105844e-23,7.412048884911414e-32,3.3891749795361087e-21,5.8692439418719484e-28,3.2201099739661989e-17,4.2025885184961317e-21,-2.1098005007638996e-30,8.2401547895824906e-30,2.7888379907597454e-25,2.3238335210380104e-30,4.5266599604367319e-40,2.0630815996890317e-22,9.7522721886931923e-28,5.5823156189729673e-19,7.845662925447019e-23,4.0782522563450477e-10,1.511314799120957e-18,2.45829703197924e-20,4.7317029909520467e-19,-5.4118430716297043e-39,2.0841939291908817e-32,4.5908495680794395e-21,2.6653135395356524e-27,6.8720261218630991e-36,0.88129999999999997,0.0,0.0,0.0,0.0098845259700430857,0.10880265745851239,9.9999999999967872e-05,2.1120750686309884e-07,2.12650658450756e-06,1.7954054052574038e-06,9.4191050741016712e-13,3.3615962601149051e-07,2.1340388845487913e-09,6.1176199201960334e-09,4.386411066787431e-15,5.4304383610653941e-17,4.4175703929291139e-12,1.3489784113963233e-10,4.0428971858674159e-07,3.1047869321058974e-09,4.6313642405376581e-19,1.4180139447020964e-15,1.8607305494396149e-19,8.7606521897260735e-17,5.8789582796921122e-07,2.4097714238953858e-18,9.2485228243605204e-20,9.0380729838879951e-21,1.2073709087432503e-22,1.5124213495729655e-23,6.5333796537395488e-10,4.0755726793498633e-10,1.6489710822300585e-13,1.0255643346494521e-13,1.2449513430082041e-15,5.0626095441260253e-16,7.7723237561806287e-22,5.7352001087298648e-12,1.2686420099934494e-22,8.5247656283188275e-14,1.0775716923008201e-12,5.1625132576456137e-13
2.591730348678423e-10,0.0024677029234846607,1.0090773364010127e-16,1.356539270140425e-12,3.5246479365567969e-13,1.3226297590789936e-16,2.6994186448319848e-10,2.8968544422360086e-15,-9.9269654023568536e-31,1.4493815154393427e-28,7.9584476147793496e-32,3.6132253889067669e-21,5.988850165256821e-28,3.3347969087403227e-17,4.4807291399427971e-21,-2.1096949035694051e-30,8.9923918050775311e-30,2.9644014844947491e-25,2.5844673320924086e-30,5.0358712688405517e-40,2.1997337679093121e-22,9.7216934300614901e-28,5.8225482988794523e-19,7.8463202428068127e-23,4.3159070523286074e-10,1.6357105399300297e-18,2.7213067878718428e-20,5.0876006487933958e-19,-5.4600682622949798e-39,2.1701019092447211e-32,4.8947437808368691e-21,2.9403446827922225e-27,7.8799382177162433e-36,0.88129999999999997,0.0,0.0,0.0,0.0098844062928595475,0.10880264860054588,9.999999999996672e-05,2.1582248877755669e-07,2.1729661767926487e-06,1.8332414857214361e-06,9.6248916272148204e-13,3.4487172067767695e-07,2.1340145145117402e-09,6.2518086838971399e-09,4.5000916855215434e-15,5.5495539406144775e-17,4.7297482672162849e-12,1.4095115932955516e-10,4.1314422796190818e-07,3.2419675932327243e-09,4.7645962918067284e-19,1.5049673767627682e-15,1.9736636540459197e-19,9.4550450663178127e-17,6.0077196558165136e-07,2.6479566096776595e-18,1.0313435125791699e-19,1.0117236813498104e-20,1.3778884169752678e-22,1.7309089395185888e-23,6.7532216285569569e-10,4.3130708709137897e-10,1.7451215879115472e-13,1.0854999363218497e-13,1.2678243513731877e-15,5.5824382691763594e-16,7.8318669719259079e-22,5.9778459519241204e-12,1.4217530660955894e-22,8.7273088813960278e-14,1.1113309067201342e-12,5.4400182246402908e-13
2.6416336560014977e-10,0.002467702903889984,1.0429829135149218e-16,1.3949076293795411e-12,3.5544341581222156e-13,1.3954530422209591e-16,2.8035015749786753e-10,3.1214956454122421e-15,-9.781341080915905e-31,1.3536221461170318e-24,8.4734178960706495e-32,3.8663288998931279e-21,6.0955251312983561e-28,3.4392625460396738e-17,4.7411665529075681e-21,-2.1096579759318217e-30,9.7091515768184647e-30,3.1279720450545757e-25,2.8376380392471837e-30,5.5324785149811217e-40,2.3276946632392308e-22,9.6942313058955931e-28,6.0428340672674835e-19,7.8463062311785489e-23,4.5365441908662274e-10,1.753727986807651e-18,2.9762688265059396e-20,5.4266343723457416e-19,-5.5016349514019503e-39,2.2487044721899882e-32,5.1792958882830108e-21,3.2065937935568628e-27,8.8896617578423104e-36,0.88129999999999997,0.0,0.0,0.0,0.0098842985832174619,0.10880264062684479,9.9999999999965676e-05,2.1997588362533746e-07,2.2147787254541678e-06,1.8672907434912042e-06,9.81009469614185e-13,3.5271392016419042e-07,2.1339925814237696e-09,6.3725754226161764e-09,4.6024213920017055e-15,5.6567551672746538e-17,5.0229815276452724e-12,1.4651616061449398e-10,4.2111318695286543e-07,3.3679635519440977e-09,4.8856998621575053e-19,1.5859440553532558e-15,2.0793250767300095e-19,1.0115247850070054e-16,6.1236035981609257e-07,2.8781409218073596e-18,1.1355762486439019e-19,1.1177738545100749e-20,1.5484257584216084e-22,1.9500967133041009e-23,6.9524837441329635e-10,4.5335625922914575e-10,1.8343888431185484e-13,1.141148953362432e-13,1.2884124145419364e-15,6.0847575058965938e-16,7.8894584177410673e-22,6.2001197303657404e-12,1.5724000220829776e-22,8.9103765018854903e-14,1.1419551572712423e-12,5.6971195941580763e-13
2.6915369633245724e-10,0.0024677028842943435,1.0773795656748719e-16,1.4335977970099533e-12,3.5840913832308231e-13,1.4717268641166074e-16,2.9095490286095162e-10,3.3589401448715136e-15,-9.6378526498975678e-31,-9.0648269220208614e-24,9.0109749055323753e-32,4.1405632946528569e-21,6.201285546389285e-28,3.54490512510614e-17,5.0113581616354961e-21,-2.1096781803992014e-30,1.0464851705011846e-29,3.2968946589694404e-25,3.1093902649320811e-30,6.0675664854399596e-40,2.4604543857232109e-22,9.6668268413752547e-28,6.2669687753005265e-19,7.8457505907795695e-23,4.7636177064029665e-10,1.8776595975605195e-18,3.2494322637992296e-20,5.7842854557425787e-19,-5.541498809599761e-39,2.3285167150927822e-32,5.4745055863725129e-21,3.4915292554657492e-27,1.0005042753959351e-35,0.88129999999999997,0.0,0.0,0.0,0.0098841908734081472,0.1088026326518846,9.9999999999964619e-05,2.2412919427627586e-07,2.2565902465009481e-06,1.9013371472995573e-06,9.9952931890563627e-13,3.605571729632193e-07,2.1339706482841263e-09,6.4933391775988352e-09,4.7047648427479886e-15,5.7639537453562318e-17,5.3280833431460876e-12,1.5219220947097567e-10,4.2908205173111692e-07,3.4963594244286535e-09,5.0079372220445503e-19,1.669523714924425e-15,2.1888755084050159e-19,1.0810103696642823e-16,6.2394863127625681e-07,3.1241229032830797e-18,1.2482840613635056e-19,1.2328789090700116e-20,1.7365697744178671e-22,2.1926173763698349e-23,7.1530318030968919e-10,4.760486422466678e-10,1.9262618311364007e-13,1.1984262181111635e-13,1.3090026335029001e-15,6.6213628081887078e-16,7.9509969525779709e-22,6.426060603818595e-12,1.7360980724538036e-22,9.0941649064567484e-14,1.1728024965230144e-12,5.961234584478449e-13
2.741440270647647e-10,0.0024677028646979994,1.1122669318966324e-16,1.4726089631580213e-12,3.6137140205805753e-13,1.5515823476173653e-16,3.017560837108224e-10,3.6096643903642892e-15,-9.4964687399967216e-31,-1.0313207201517301e-25,9.5717031087050035e-32,4.4049157309867648e-21,6.3061081439238976e-28,3.6517167119520206e-17,5.2914726570535427e-21,-2.109664950381297e-30,1.1260749417344778e-29,3.4712482883695713e-25,3.4006802011006687e-30,6.6433209823099411e-40,2.5980962545443393e-22,9.639512236008818e-28,6.4949400758427065e-19,7.8454871018262614e-23,4.9971683850126742e-10,2.0076720017631772e-18,3.5416983261530034e-20,6.1614319276139924e-19,-5.5796944549459268e-39,2.4095310763021975e-32,5.7805571475436492e-21,3.7960975140124423e-27,1.1234732700200847e-35,0.88129999999999997,0.0,0.0,0.0,0.0098840831634319417,0.1088026246758283,9.9999999999963548e-05,2.2828242073109049e-07,2.2984007396510601e-06,1.9353808600405769e-06,1.0180487104717785e-12,3.6840131588042679e-07,2.1339487150928819e-09,6.6140999480356646e-09,4.8071199083014065e-15,5.871149674140686e-17,5.6452863265832366e-12,1.5797949035117564e-10,4.3705082229661514e-07,3.6271550997862832e-09,5.1313102470114794e-19,1.7557323286297595e-15,2.3023911710189351e-19,1.1540849243994078e-16,6.3553677998184152e-07,3.3867135369662117e-18,1.3699971936516229e-19,1.3576457408829012e-20,1.9437944237779451e-22,2.4605042511632333e-23,7.3548243106944113e-10,4.99388311900431e-10,2.0207570812723703e-13,1.2573421016825242e-13,1.3295949383389351e-15,7.1938644952170258e-16,8.0166934903534862e-22,6.6556488570976749e-12,1.9137401091796537e-22,9.2786581399823754e-14,1.2038680305995596e-12,6.2324135625774154e-13
2.7913435779707217e-10,0.002467702845101407,1.1476448115675947e-16,1.5119406505879516e-12,3.643323213765267e-13,1.6351533669186628e-16,3.1275369037538648e-10,3.8741536815946494e-15,-9.3571584419089353e-31,1.2070547739559235e-24,1.0156190127389596e-31,4.6865684794213133e-21,6.409996369145319e-28,3.7596923666668422e-17,5.5816781749484024e-21,-2.1096004270351896e-30,1.2098119717685488e-29,3.6511124089351453e-25,3.7124955166530338e-30,7.2620109114251252e-40,2.740703329110709e-22,9.6122918696920101e-28,6.7267356877391391e-19,7.8456655069026576e-23,5.2372356710091146e-10,2.1439326801888679e-18,3.8539937966067149e-20,6.5589855418280792e-19,-5.6162559063909456e-39,2.4917401440669565e-32,6.097634240638786e-21,4.1212759243589831e-27,1.2587911626763327e-35,0.88129999999999997,0.0,0.0,0.0,0.0098839754532891993,0.10880261669881928,9.9999999999962464e-05,2.3243556299050022e-07,2.3402102046230332e-06,1.9694220250276297e-06,1.0365676441886965e-12,3.7624620529836147e-07,2.1339267818501094e-09,6.7348577331185099e-09,4.9094847146540784e-15,5.9783429529106363e-17,5.9748229904507212e-12,1.6387818765840377e-10,4.450194986493132e-07,3.7603504671022027e-09,5.2558208121061174e-19,1.8445953508031252e-15,2.4199482856573914e-19,1.2308744109063825e-16,6.4712480595243063e-07,3.6667524146285496e-18,1.5012700440342994e-19,1.4927120195852293e-20,2.1716720313163776e-22,2.755933558880079e-23,7.5578211523328154e-10,5.2337920985517505e-10,2.1178905789957216e-13,1.3179066339532205e-13,1.3501892477944919e-15,7.8039153457778159e-16,8.0867081503179826e-22,6.8888648826936648e-12,2.1062657567240551e-22,9.4638406184920985e-14,1.2351469736837867e-12,6.5107057683069731e-13
2.8412468852937963e-10,0.002467702825504877,1.1835129802600109e-16,1.5515923462389081e-12,3.6728640901943708e-13,1.7225763442721398e-16,3.2394772100727053e-10,4.1529021154605588e-15,-9.2198913078416326e-31,-4.3572146647711784e-25,1.0765026692472172e-31,4.9809858939327659e-21,6.5129792648394225e-28,3.8688303798043025e-17,5.882142302080232e-21,-2.1095499704408465e-30,1.2978255325942245e-29,3.8365670867215482e-25,4.0458557076080591e-30,7.9259860710220791e-40,2.8883584121256473e-22,9.5851435013471742e-28,6.9623433952489406e-19,7.8457056702298651e-23,5.4838577207919683e-10,2.2866099206943803e-18,4.1872709815533247e-20,6.9778922655352394e-19,-5.6512165973520794e-39,2.5751364887627597e-32,6.4259199380173041e-21,4.4680730087635781e-27,1.4074307709899762e-35,0.88129999999999997,0.0,0.0,0.0,0.0098838677429802652,0.10880260872098389,9.9999999999961367e-05,2.3658862105522383e-07,2.3820186411354965e-06,2.0034607685176819e-06,1.0550861199324556e-12,3.8409171465262318e-07,2.1339048485558855e-09,6.8556125320394216e-09,5.0118576103167164e-15,6.0855335809488909e-17,6.3169257547278201e-12,1.6988848575093906e-10,4.5298808078916408e-07,3.8959454154470633e-09,5.3814707919186524e-19,1.9361377339128116e-15,2.5416230719027997e-19,1.3115070680150234e-16,6.5871270920749531e-07,3.9651080632210715e-18,1.6426816796656561e-19,1.6387470418433532e-20,2.4218775794502741e-22,3.0812311688821656e-23,7.7619835350009592e-10,5.480251490649533e-10,2.2176777877628233e-13,1.3801295172593888e-13,1.3707854924072591e-15,8.4532104845525268e-16,8.1611459305392278e-22,7.1256891794919421e-12,2.3146627641204581e-22,9.6496971112275116e-14,1.2666346450452631e-12,6.796159346843433e-13
2.891150192616871e-10,0.0024677028059086653,1.2198711672715639e-16,1.5915634534547743e-12,3.7023479345080368e-13,1.8139897968717638e-16,3.3533816722125906e-10,4.4464111181075892e-15,-9.0846372783202637e-31,1.5338123519377969e-25,1.1398811036361252e-31,5.2831343413366177e-21,6.6150635899017662e-28,3.979126348295516e-17,6.1930321800976692e-21,-2.1095076215039609e-30,1.3902463771233753e-29,4.0276928989188791e-25,4.4018072396963818e-30,8.6376694016856606e-40,3.0411440934535601e-22,9.5580681891467288e-28,7.2017510373076679e-19,7.8456520153480715e-23,5.7370716495350548e-10,2.4358726563475678e-18,4.5425035445477599e-20,7.4191270583035289e-19,-5.6846094756411944e-39,2.6597126663138481e-32,6.7655968174029262e-21,4.8375236270904368e-27,1.570412326633732e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837600325054897,0.10880260074243582,9.9999999999960255e-05,2.4074159492598053e-07,2.4238260489069529e-06,2.0374972041144083e-06,1.073604137579022e-12,3.9193773002960727e-07,2.1338829152102817e-09,6.9763643439897936e-09,5.1142371088753011e-15,6.1927215575376765e-17,6.67182696706667e-12,1.7601056895187128e-10,4.6095656871612121e-07,4.0339398338793829e-09,5.5082620606824729e-19,2.0303840219537372e-15,2.6674917476909829e-19,1.3961130274809826e-16,6.7030048976641366e-07,4.2826734874614128e-18,1.794832208931289e-19,1.7964472290034674e-20,2.6961752575956965e-22,3.4388539476263913e-23,7.9672737320455587e-10,5.7332983842637557e-10,2.3201337490033576e-13,1.444020189135578e-13,1.3913836030588053e-15,9.143480447788828e-16,8.2401616603323834e-22,7.3661023345988535e-12,2.5399602287989921e-22,9.8362126644131428e-14,1.2983264498340848e-12,7.0888215492734692e-13
2.9410534999399456e-10,0.0024677027863131058,1.2567191755020755e-16,1.6318535331744407e-12,3.7317962959428201e-13,1.9095353967732432e-16,3.469250195207131e-10,4.7551926677875246e-15,-8.9513668336660212e-31,5.3524742903505483e-25,1.2058148899977131e-31,5.5956011862647294e-21,6.716251853681427e-28,4.0905753743613058e-17,6.5145143064235916e-21,-2.1094546472283265e-30,1.4872073972911973e-29,4.2245711138108213e-25,4.7814359579188516e-30,9.3995894601520881e-40,3.199142657976636e-22,9.5310714249263659e-28,7.4449465312725725e-19,7.8456632848903681e-23,5.9969131191794715e-10,2.5918907097659186e-18,4.9206960370203731e-20,7.8837074081590744e-19,-5.7164668040468412e-39,2.7454612998129685e-32,7.1168467477461623e-21,5.2307010007683043e-27,1.7488264124268514e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836523218652148,0.10880259276327249,9.9999999999959157e-05,2.4489448460348941e-07,2.4656324276560983e-06,2.0715314292209574e-06,1.0921216970043999e-12,3.9978415371303114e-07,2.1338609818133719e-09,7.0971131681610211e-09,5.216621935268333e-15,6.2999068819592122e-17,7.0397588766568295e-12,1.8224462153634136e-10,4.6892496243013825e-07,4.17433361144022e-09,5.6361964921443213e-19,2.1273581848889164e-15,2.797630527924266e-19,1.4848251404565182e-16,6.818881476484308e-07,4.6203774997953552e-18,1.9583527853063674e-19,1.9665492582728096e-20,2.9964635038549431e-22,3.8314552721894001e-23,8.1736555024414129e-10,5.9929684160352599e-10,2.4252729151291354e-13,1.5095877175377636e-13,1.4119835150724804e-15,9.8765069059098428e-16,8.323921884630572e-22,7.6100850615267141e-12,2.783248721307146e-22,1.0023372727164372e-13,1.3302179143956083e-12,7.3887383656596724e-13
2.9909568072630203e-10,0.0024677027667183407,1.2940568076797537e-16,1.6724621537446199e-12,3.76120701540789e-13,2.0093573032975332e-16,3.5870827085823389e-10,5.0797672683513712e-15,-8.8200508796706293e-31,-5.4110964553003994e-25,1.2743650868266223e-31,5.9197888116655938e-21,6.8165539266954598e-28,4.203173498985879e-17,6.8467546584565077e-21,-2.1093988961840308e-30,1.5888432209304791e-29,4.4272835926397507e-25,5.1858601340366629e-30,1.0214360520387989e-39,3.3624361455686106e-22,9.5041509406033938e-28,7.6919178576592586e-19,7.8456757080871862e-23,6.2634166586004874e-10,2.7548345870481006e-18,5.3228780803300976e-20,8.3726858096580967e-19,-5.7468203022615846e-39,2.8323750284849722e-32,7.4798510285986748e-21,5.6487098213621046e-27,1.9438228712765078e-35,0.88129999999999997,0.0,0.0,0.0,0.0098835446110597889,0.10880258478358007,9.9999999999958033e-05,2.4904729008846988e-07,2.5074377771017024e-06,2.1055635298285968e-06,1.110638798084556e-12,4.0763089939621997e-07,2.13383904836523e-09,7.2178590037441878e-09,5.3190109633138156e-15,6.4070895534954447e-17,7.4209536598932836e-12,1.8859082774426303e-10,4.7689326193116921e-07,4.3171266371565152e-09,5.7652759596933144e-19,2.227083741608147e-15,2.9321156251285043e-19,1.5777784491109685e-16,6.9347568287268459e-07,4.9791783477037672e-18,2.1339003227669263e-19,2.1498234275534399e-20,3.3247545960618041e-22,4.2618564704444909e-23,8.3810937612470716e-10,6.2592960902450451e-10,2.5331092793025464e-13,1.576840882268469e-13,1.4325851688169953e-15,1.0654112975863192e-15,8.4125787909949646e-22,7.8576181753309384e-12,3.0456702628412104e-22,1.0211163069900039e-13,1.3623046607680218e-12,7.6959547910674715e-13
3.040860114586095e-10,0.002467702747124625,1.3318839390794442e-16,1.7133890350762682e-12,3.7905906667186039e-13,2.1136023960969246e-16,3.7068791279725691e-10,5.4206645053351018e-15,-8.6906607666834466e-31,-1.4259526843037587e-25,1.3455934060808104e-31,6.2529124182771751e-21,6.9159752209100023e-28,4.316916224341391e-17,7.1899186659956652e-21,-2.1093319624791853e-30,1.695290332396718e-29,4.6359128074458185e-25,5.6162331656541945e-30,1.1084691391532297e-39,3.5311063367892484e-22,9.4773090500912489e-28,7.9426530641632046e-19,7.8457593531627167e-23,6.5366156376261177e-10,2.9248754811434404e-18,5.7501061390200149e-20,8.8871529157888e-19,-5.7757011218491571e-39,2.9204465478403657e-32,7.854790356792114e-21,6.0926887572903417e-27,2.1566169646779705e-35,0.88129999999999997,0.0,0.0,0.0,0.0098834369000895591,0.10880257680343422,9.9999999999956894e-05,2.5320001138164145e-07,2.5492420969627058e-06,2.1395935815688124e-06,1.1291554406954864e-12,4.1547789113020711e-07,2.1338171148659298e-09,7.3386018499307526e-09,5.4214032019834191e-15,6.5142695714286635e-17,7.8156434208924085e-12,1.9504937178057198e-10,4.848614672191686e-07,4.4623188000401989e-09,5.8955023363637258e-19,2.329583745452986e-15,3.0710232487820363e-19,1.6751103225944899e-16,7.0506309545820035e-07,5.3600662495597998e-18,2.3221600072421061e-19,2.3470772037360052e-20,3.6831888123437218e-22,4.733066632597683e-23,8.5895546037001933e-10,6.5323147528470986e-10,2.6436563649054649e-13,1.6457881683714725e-13,1.4531885039106384e-15,1.1478166058591926e-15,8.5062967107386252e-22,8.1086825985475617e-12,3.3284238780009499e-22,1.0399569791647486e-13,1.3945824103218627e-12,8.0105147887840286e-13
3.140666729232244e-10,0.0024677027079409147,1.4090060812883142e-16,1.7961962468690741e-12,3.8492637445861754e-13,2.3359614020792115e-16,3.9523634071074109e-10,6.1535859568757951e-15,-8.4375454075695899e-31,4.3182963244100866e-24,1.4963337394184647e-31,6.94732727341809e-21,7.1122156600108011e-28,4.5478196660163174e-17,7.9096769251568607e-21,-2.1091950249422396e-30,1.9231727406411321e-29,5.0712542998951769e-25,6.5596018777822513e-30,1.3003309047965428e-39,3.8849028001139705e-22,9.4238505294464307e-28,8.4553676083229515e-19,7.8458770067298112e-23,7.1032284855238757e-10,3.2869359224922309e-18,6.6840473376623359e-20,9.9970921969341355e-19,-5.8291668531430358e-39,3.1000339463440046e-32,8.6411942643038973e-21,7.063267837383996e-27,2.6407720026568179e-35,0.88129999999999997,0.0,0.0,0.0,0.0098832214776560772,0.10880256084204797,9.9999999999954577e-05,2.6150520139543646e-07,2.6328476468066869e-06,2.2076478036997984e-06,1.1661873500136071e-12,4.3117234622025626e-07,2.1337732477141525e-09,7.5800785708795575e-09,5.6261938333452358e-15,6.7286216436148551e-17,8.6464360048769565e-12,2.0830421002008271e-10,5.0079759515588995e-07,4.759900093290076e-09,6.1594033078020577e-19,2.5429973118818713e-15,3.3624109001097217e-19,1.8834696304661121e-16,7.2823755278861809e-07,6.1922113615386939e-18,2.7396886871112029e-19,2.7869289887897566e-20,4.4996669808171735e-22,5.8108696734885187e-23,9.0094134061410237e-10,7.0985535218026201e-10,2.8729348045228943e-13,1.7887977966480811e-13,1.4943999880984699e-15,1.3273282525422328e-15,8.7095453998258606e-22,8.6213295409510239e-12,3.9599935866406731e-22,1.0778178181111565e-13,1.4596942336573618e-12,8.6618369012867089e-13
3.2404733438783935e-10,0.002467702668763163,1.4880840247049546e-16,1.8802718757699289e-12,3.9077987940695159e-13,2.5778357286275637e-16,4.2057024776889728e-10,6.9583614759346111e-15,-8.1917995444424342e-31,4.5663879077991254e-24,1.6585402951553336e-31,7.6893872729964357e-21,7.3050507939422783e-28,4.7832540465812742e-17,8.6751024853118854e-21,-2.1091021023246111e-30,2.1719810658233316e-29,5.5312676925869513e-25,7.6214408517234432e-30,1.5178922070572036e-39,4.2611815517665583e-22,9.3706767283877642e-28,8.9829957807099375e-19,7.8455231648984924e-23,7.6969985276374318e-10,3.6794531311142617e-18,7.7314707913602432e-20,1.1222979411440506e-18,-5.877103034822164e-39,3.2841653493620697e-32,9.4774930257234383e-21,8.1521925651200149e-27,3.2123127847020767e-35,0.88129999999999997,0.0,0.0,0.0,0.0098830060545675429,0.10880254487956806,9.9999999999952246e-05,2.69810054650633e-07,2.7164490749393217e-06,2.2756945492035476e-06,1.2032174239660191e-12,4.4686706282297654e-07,2.1337293803586283e-09,7.8215433245347681e-09,5.8309878770979512e-15,6.942963092772189e-17,9.5339922769488407e-12,2.2201060932554037e-10,5.1673334623994189e-07,5.0670766030078177e-09,6.4279143849493493e-19,2.767775130250574e-15,3.6724031004992333e-19,2.1110447898441865e-16,7.5141151978982782e-07,7.1253431321264123e-18,3.2169672772584596e-19,3.2932921609805074e-20,5.4655967923286338e-22,7.0927617296348272e-23,9.4329810801559609e-10,7.6919314091061102e-10,3.1132082766750001e-13,1.9386793726646994e-13,1.5356175395867481e-15,1.5277618351702451e-15,8.934951875789463e-22,9.1478752340335353e-12,4.6886706712871889e-22,1.1159092478006639e-13,1.5255209155796416e-12,9.3430381468164176e-13
3.340279958524543e-10,0.0024677026295922117,1.5691162560178392e-16,1.9656128286637919e-12,3.9662242093838801e-13,2.8404895415559154e-16,4.4668957415612994e-10,7.8395356917674361e-15,-7.9532084940234388e-31,8.0954222432635028e-24,1.832726870478347e-31,8.4727688935589498e-21,7.4945402334874139e-28,5.0231860218250513e-17,9.4875004432539568e-21,-2.1090604089302643e-30,2.4428708322362566e-29,6.0166354669365637e-25,8.8122248227405484e-30,1.7636566669098204e-39,4.6605881688457379e-22,9.3177860869252988e-28,9.5254442270184486e-19,7.8446602379074261e-23,8.3181566887147612e-10,4.1038171252377715e-18,8.9017472111307548e-20,1.2574894502386616e-18,-5.9197404180123948e-39,3.4727828019281035e-32,1.0365112068356033e-20,9.3697670450908967e-27,3.8834066019502637e-35,0.88129999999999997,0.0,0.0,0.0,0.0098827906308267422,0.10880252891634359,9.9999999999949833e-05,2.7811457115299215e-07,2.8000463791125775e-06,2.3437341663929659e-06,1.2402456615600611e-12,4.6256169003333479e-07,2.1336855127999608e-09,8.0629961044217895e-09,6.0357807544192985e-15,7.1572939131532514e-17,1.0480166976614262e-11,2.3617004233391227e-10,5.3266872047096856e-07,5.3838474407795548e-09,6.7010505418911312e-19,3.0040868864035524e-15,4.001609420368591e-19,2.3590131183902396e-16,7.745849966102711e-07,8.1685126731226749e-18,3.7604984632630565e-19,3.8739916793418833e-20,6.6029852874656998e-22,8.6100801872152916e-23,9.8600229583923108e-10,8.3126791707695692e-10,3.3645703633064547e-13,2.0954916130482918e-13,1.576840749721375e-15,1.7507625717665589e-15,9.183869323812233e-22,9.6881706509679385e-12,5.5261525584846414e-22,1.1542211941693271e-13,1.5920314079783838e-12,1.0054437237246657e-12
