Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683)
3.201331226861393e-07,0.0032036982288842436,1.6789790511476316e-11,1.4110437865493167e-08,5.7947380410638653e-12,1.3268462559352736e-07,6.6409780811151736e-06,1.5349562607138132e-05,3.5989122346317589e-25,4.4973928888710885e-27,2.5425078140065001e-19,1.0242270660833138e-12,8.2161561885159557e-18,8.2726436934865653e-12,1.6369421273789673e-11,1.5134718696959638e-18,5.5559702370641801e-17,2.5031607971947474e-14,2.601775779987043e-14,4.7292037396414529e-22,8.9514556346183227e-13,7.7464101334812141e-20,3.1254249346373899e-12,2.8173810374652691e-13,4.9591662019844177e-05,2.3846078089031794e-12,4.8857668446316755e-11,5.9322145362026898e-07,2.2235320417615121e-32,9.8279683582205056e-20,1.4180472583922319e-11,4.6292222348636346e-13,3.7504338970496321e-21,0.88129999999999997,0.0,0.0,0.0,0.0085242994635775695,0.10856923006607948,9.9999991700901726e-05,6.8823449058786455e-05,0.00029566132692359829,0.00016226942778279537,1.4136790197751337e-10,5.5716847444799251e-05,2.2264794051034506e-10,9.3439772076884121e-07,9.8453895745462859e-13,1.0877916638561373e-14,0.00015429209796991917,0.00016412113875776752,5.2806630698760378e-05,0.00029511332785030149,8.262534430858771e-14,2.5588148853458925e-09,1.6874649399137475e-12,1.7196473614240721e-08,6.5495425832322267e-05,2.5750506794412694e-07,6.1989367107212952e-08,2.465251813470062e-08,2.0820948648958304e-08,3.03498614217546e-07,5.4467727804183063e-08,4.0526700917051489e-05,1.6278693971850986e-08,1.0670540381709381e-08,4.3720002559472632e-14,9.0380990255609011e-06,1.6519975274102352e-11,3.3685711970072722e-09,4.0090134467963158e-08,8.4424419043427948e-12,1.4073444032431458e-10,8.1107538106996016e-08,6.3958174114587053e-11,4.6258052430044095e-11,1.5807922431939491e-10,6.8319205209499e-17,6.6771320590135852e-09
3.2394242984833256e-07,0.0032036915215156937,1.7637494852390752e-11,1.4358974909865401e-08,5.8162252074298576e-12,1.3554109808470594e-07,6.6539922672911711e-06,1.5698765437090248e-05,3.8457113826675259e-25,4.7541347379044234e-27,2.6932035126031083e-19,1.0662822956330305e-12,8.5915488591123621e-18,8.4667423850885711e-12,1.7273320029341e-11,1.6404321818783165e-18,5.9408283896730644e-17,2.5831434940010658e-14,2.7406518097002915e-14,5.1039487819492751e-22,9.4511668061187521e-13,8.4930835798785432e-20,3.2456824668668235e-12,3.0166156992149181e-13,5.0363674660350026e-05,2.4225595308106488e-12,5.0290227098359236e-11,6.1576620326447111e-07,2.4077264468752484e-32,1.0269944304661484e-19,1.4929998480254694e-11,4.9568944850374222e-13,3.9615371740654105e-21,0.88129999999999997,0.0,0.0,0.0,0.0085099812830846215,0.10856597669169792,9.9999991506834226e-05,6.9439653994545947e-05,0.00029624312884189203,0.00016207016964566123,1.4164213751949202e-10,5.5646916749007452e-05,2.2230291554113011e-10,9.3621036938648552e-07,9.8330325411864669e-13,1.0899018831049817e-14,0.0001572234486027303,0.00016754878500470041,5.3385335022683198e-05,0.00030003705565130373,8.4348087991847311e-14,2.6123270066074278e-09,1.7195430588070121e-12,1.7529428232465365e-08,6.6222349446124656e-05,2.6423899621951923e-07,6.3611249272048417e-08,2.5315953084875188e-08,2.1390449128165468e-08,3.1719952394627035e-07,5.4401097058920121e-08,4.1020262588575108e-05,1.6476487906792572e-08,1.0800193109548749e-08,4.3820221433763405e-14,9.3162259371489747e-06,1.7464423138215778e-11,3.4061904200475153e-09,4.1862675462637109e-08,8.4657202480768396e-12,1.4116071389492019e-10,8.2547960126618726e-08,6.5092220859534135e-11,4.7078257059284735e-11,1.6088229050046305e-10,6.9530643678655013e-17,6.9930644216986655e-09
3.273708062943065e-07,0.00320368549769619,1.8426278979474982e-11,1.4583078507441612e-08,5.8351137454527946e-12,1.3811768106026102e-07,6.6651206438573527e-06,1.6013856286346033e-05,4.0781060655528382e-25,4.9131684969725148e-27,2.8353782378355405e-19,1.1049756948560394e-12,8.9379029555846297e-18,8.6423380031992367e-12,1.811668477554574e-11,1.762865295934056e-18,6.3049401616717528e-17,2.6558026793732369e-14,2.8695464645841429e-14,5.4606547360746297e-22,9.91751721336299e-13,9.2119760950672961e-20,3.3560078203343062e-12,3.2049860865232324e-13,5.1057657368996717e-05,2.4566771387069397e-12,5.1596790674372148e-11,6.3645935515008716e-07,2.5835142051214507e-32,1.070377798297656e-19,1.5627376915140704e-11,5.2667025042994516e-13,4.1586374358843484e-21,0.88129999999999997,0.0,0.0,0.0,0.0084971318839050791,0.10856305284923216,9.9999991331358652e-05,6.9990752399701501e-05,0.00029674105635713174,0.00016188168397069896,1.418766563346769e-10,5.558084268362412e-05,2.2199330893524281e-10,9.3776049810616923e-07,9.8213569898280921e-13,1.0917064862865617e-14,0.00015986004460116974,0.00017064116026358246,5.3905254579140463e-05,0.000304469413825513,8.5902245639477659e-14,2.6606055140910223e-09,1.7483958634107131e-12,1.782897808772969e-08,6.6875618222249949e-05,2.7033800081345849e-07,6.5080175023579317e-08,2.591708813373764e-08,2.1906579198198014e-08,3.2984324262112524e-07,5.4338045622939546e-08,4.1460584290868814e-05,1.6652933617212211e-08,1.0915852207235125e-08,4.3906865706676627e-14,9.5695979670442301e-06,1.8347250341878961e-11,3.4399978745318619e-09,4.3498363537159327e-08,8.4860121233329957e-12,1.4153364913661633e-10,8.3847086413272011e-08,6.6114976729888568e-11,4.7817970041012455e-11,1.6341027566896926e-10,7.0623196720483281e-17,7.2853832633368772e-09
3.307991827402804e-07,0.0032036794864602996,1.9239959257692638e-11,1.4807564330345903e-08,5.8536100435445405e-12,1.4069935806639461e-07,6.6757228896715318e-06,1.6329664039701209e-05,4.3204972451618931e-25,5.1156301227381695e-27,2.9840432002132482e-19,1.1444707913927751e-12,9.2923408534841302e-18,8.8187714362577674e-12,1.8988885510282104e-11,1.8935360852953278e-18,6.6864323298370859e-17,2.7290861102685736e-14,3.0021732226840953e-14,5.8364819511299237e-22,1.039990498680197e-12,9.9756115034122279e-20,3.4683130094663215e-12,3.4022160252168661e-13,5.175081740534376e-05,2.4907558418771011e-12,5.2919633754284977e-11,6.5753428194372113e-07,2.769175530812825e-32,1.1174028396407508e-19,1.634669040656815e-11,5.5910843052891654e-13,4.3626054310552561e-21,0.88129999999999997,0.0,0.0,0.0,0.0084843173430771707,0.10856013317885652,9.9999991155138733e-05,7.0538564516207767e-05,0.00029721533643853023,0.00016168500449836902,1.4209986217724949e-10,5.551196160639622e-05,2.2168456597198879e-10,9.392358506853033e-07,9.8091854282600653e-13,1.0934240378192001e-14,0.00016249476333905774,0.00017374019196851839,5.4424310287451318e-05,0.00030890234527326907,8.7459674785637073e-14,2.7089884990869656e-09,1.777228329030844e-12,1.8128383740714071e-08,6.7527977784147519e-05,2.7647228683625405e-07,6.6557565092713728e-08,2.6521933426036674e-08,2.242599370702612e-08,3.4278463333681003e-07,5.4272233558953842e-08,4.1897227168623229e-05,1.6827893455897305e-08,1.1030537326650367e-08,4.3990241216738743e-14,9.8258286839041814e-06,1.9261847574271042e-11,3.4737582412722747e-09,4.5172539162478249e-08,8.5056979207887561e-12,1.4189672723345684e-10,8.5148712136234547e-08,6.7139654398180727e-11,4.8559072971852762e-11,1.659430117962779e-10,7.1717803047491173e-17,7.5853199701422119e-09
3.342275591862543e-07,0.0032036734882186675,2.0078924723188864e-11,1.5032413801094801e-08,5.8716707051774735e-12,1.4328579408616045e-07,6.6858243331657615e-06,1.6646143472654241e-05,4.5731141971178029e-25,5.2422580884218992e-27,3.1394870787353729e-19,1.1847697957577314e-12,9.6548517765787956e-18,8.9960228731905799e-12,1.9890453771521405e-11,2.0329532540827061e-18,7.0858666590838645e-17,2.8029799242523837e-14,3.1385613848108102e-14,6.2321262160334862e-22,1.0898619900353097e-12,1.0794695558789584e-19,3.5825943490680882e-12,3.6085760236249474e-13,5.2443120485750092e-05,2.5247938228219203e-12,5.425868537982067e-11,6.7899102023935331e-07,2.9650786250909509e-32,1.1683092914099302e-19,1.7088254105342197e-11,5.9304840015497153e-13,4.5735708430703091e-21,0.88129999999999997,0.0,0.0,0.0,0.0084715375103052125,0.10855721786323194,9.999999097820072e-05,7.1083105960382596e-05,0.00029766661989159371,0.00016148057244535908,1.4231206728567676e-10,5.5440425274890828e-05,2.2137668286436747e-10,9.4063849094805985e-07,9.7965446726509582e-13,1.0950569403315377e-14,0.00016512728889072758,0.00017684546640663862,5.49425044172209e-05,0.00031333549817812352,8.9020167371497367e-14,2.7574694852015861e-09,1.8060369937043826e-12,1.8427607701860561e-08,6.8179430634175236e-05,2.8264076013871446e-07,6.8043154569133189e-08,2.7130375474097975e-08,2.2948592056205372e-08,3.5602481162110085e-07,5.4203809389357993e-08,4.2330193736787554e-05,1.7001368588492624e-08,1.1144249231759274e-08,4.4070438723283818e-14,1.0084881288143885e-05,2.0208866119319051e-11,3.5074716499439004e-09,4.6885398630033688e-08,8.5247943864498835e-12,1.4225021970511649e-10,8.6452741294949075e-08,6.816617823384688e-11,4.9301511151653252e-11,1.6848031192130942e-10,7.281438185821757e-17,7.8929284072349338e-09
3.3765593563222824e-07,0.0032036675033638145,2.0943561631300267e-11,1.5257608592593088e-08,5.8893647033307455e-12,1.4587666614413706e-07,6.6954491802279598e-06,1.6963251133408452e-05,4.8361903987751262e-25,5.4108179916272424e-27,3.302011181636069e-19,1.2258748151024415e-12,1.0025479931316499e-17,9.1740731523351968e-12,2.0821920785916849e-11,2.1816536890159236e-18,7.5038122009266358e-17,2.8774708350414442e-14,3.2787392750593548e-14,6.6482952012508171e-22,1.1413950992867382e-12,1.1674125561026266e-19,3.6988479168542086e-12,3.8243396703968341e-13,5.3134534182428932e-05,2.5587893564933745e-12,5.5613873939499916e-11,7.0082954925070742e-07,3.171608927887405e-32,1.2233753616196252e-19,1.7852379969793596e-11,6.2853506573146986e-13,4.7916633369613182e-21,0.88129999999999997,0.0,0.0,0.0,0.0084587922385679151,0.10855430707690616,9.9999990800570321e-05,7.162439227592396e-05,0.00029809553963392371,0.00016126881071631833,1.4251357530417541e-10,5.5366379138862305e-05,2.210696559096193e-10,9.4197042591267791e-07,9.7834604245535077e-13,1.0966075303208347e-14,0.000167757319193523,0.00017995658244240507,5.5459839228542934e-05,0.00031776853186002505,9.0583521690507817e-14,2.8060421928420135e-09,1.8348185472777442e-12,1.8726614091633317e-08,6.8829979265148762e-05,2.8884235296410623e-07,6.9536684946468012e-08,2.7742303440760584e-08,2.3474275960832982e-08,3.6956481670665426e-07,5.4132915474996034e-08,4.2759488317462748e-05,1.7173360905636639e-08,1.1256989161761031e-08,4.4147546406628154e-14,1.0346719027678158e-05,2.1188958971280292e-11,3.5411382297229253e-09,4.8637129829244903e-08,8.5433177908687301e-12,1.4259439036556124e-10,8.7759080553947382e-08,6.9194474716874714e-11,5.0045231406727161e-11,1.7102199430036391e-10,7.3912854606065414e-17,8.2082603363566973e-09
3.4074147443360476e-07,0.003203662128750403,2.1744000979277265e-11,1.5460566796620503e-08,5.9049804453019288e-12,1.4821198628448748e-07,6.7037231834290228e-06,1.724915063046622e-05,5.082118947208768e-25,5.5665093737022508e-27,3.4545959684301195e-19,1.2635601378527453e-12,1.0366027929445514e-17,9.334986086014175e-12,2.1686243291760093e-11,2.3238886766431123e-18,7.896266332039554e-17,2.9450126477233041e-14,3.4081622447317786e-14,7.0409902912433722e-22,1.1892194075659069e-12,1.2513717658153415e-19,3.8051589628943674e-12,4.0267956141089657e-13,5.3756020719654005e-05,2.5893476812079189e-12,5.6847281048188263e-11,7.2081059486331667e-07,3.3669170519090815e-32,1.2767323641221203e-19,1.8559639144241687e-11,6.618329945269479e-13,4.9941473784701987e-21,0.88129999999999997,0.0,0.0,0.0,0.0084473509247223848,0.10855169137970352,9.9999990640131913e-05,7.2108779613731409e-05,0.00029846295546484254,0.00016107229357307086,1.4268603071127624e-10,5.5297707040830108e-05,2.2079406066623116e-10,9.4311032847213448e-07,9.771325790442017e-13,1.0979345632048994e-14,0.00017012197417070829,0.00018276125978631706,5.592470770192056e-05,0.00032175788738281679,9.1992825640645816e-14,2.8498310162074466e-09,1.8606961479012935e-12,1.89955054194355e-08,6.9414701978505133e-05,2.9445124227185676e-07,7.0887443214212829e-08,2.8295929586286095e-08,2.394995024740942e-08,3.8200797235248505e-07,5.4067112188220839e-08,4.3142718839798912e-05,1.7326888299056302e-08,1.1357625446465898e-08,4.421437236212007e-14,1.0584723965472212e-05,2.2099862084356665e-11,3.5713982191907682e-09,5.0247071926834124e-08,8.5595119587072845e-12,1.4289638575397884e-10,8.893668596891979e-08,7.0121398054578752e-11,5.0715633058700794e-11,1.7331310914569864e-10,7.4903036243441327e-17,8.4987037692217182e-09
3.438270132349813e-07,0.0032036567655457982,2.2565822535653114e-11,1.5663782884495987e-08,5.9202949380379817e-12,1.5055042822995123e-07,6.7116460149000493e-06,1.7535495879469936e-05,5.3369118775524907e-25,5.7236868430396665e-27,3.6134085475899848e-19,1.3019013604844328e-12,1.0713192678622262e-17,9.4965179815493528e-12,2.2575600479345327e-11,2.4745354434828507e-18,8.3046059919522427e-17,3.0130189098627989e-14,3.5406964195889108e-14,7.4514255233226931e-22,1.2384339349801795e-12,1.3398193564991445e-19,3.913060997461342e-12,4.2372961880735227e-13,5.4376740849064783e-05,2.6198691490532931e-12,5.8093647555538773e-11,7.4110073835164204e-07,3.5714655496679962e-32,1.3338952844239611e-19,1.9285646637317358e-11,6.9645392253356579e-13,5.2026038280916997e-21,0.88129999999999997,0.0,0.0,0.0,0.0084359373859836523,0.10854907960263072,9.999999047917134e-05,7.2590554059616676e-05,0.00029881319230337661,0.0001608704514586191,1.4285027031425043e-10,5.5227212488550808e-05,2.20519153386511e-10,9.4419592646065108e-07,9.7588691213826038e-13,1.0991983766928999e-14,0.0001724841725300331,0.00018557007847372334,5.6388883585104093e-05,0.00032574664580908592,9.3404150801656174e-14,2.8936848921667524e-09,1.8865470162571523e-12,1.9264168714760127e-08,6.9998696090234271e-05,3.0008537295045337e-07,7.2244249803517607e-08,2.8852214575774191e-08,2.4427977670433441e-08,3.9469542399291074e-07,5.3999514450841761e-08,4.3522985428010704e-05,1.7479219016081577e-08,1.1457477318060726e-08,4.427882569853195e-14,1.0824928474256404e-05,2.3038563908935851e-11,3.6016204749789552e-09,5.1888771254491127e-08,8.5752659588314392e-12,1.4319121980505103e-10,9.011602461931099e-08,7.1049648601925147e-11,5.1386994621085293e-11,1.7560750506847704e-10,7.5894635907781566e-17,8.7954783159395477e-09
3.469125520363578e-07,0.00320365141400072,2.3409302003254469e-11,1.5867246129053988e-08,5.9353161826867301e-12,1.5289178010845655e-07,6.7192331451559339e-06,1.7822258647783807e-05,5.6007160509012476e-25,5.8880958576787559e-27,3.7786963093042327e-19,1.340899822419068e-12,1.1066971157956528e-17,9.6586561470758343e-12,2.3490378727556152e-11,2.6340489790301955e-18,8.7292604807606547e-17,3.0814810900086641e-14,3.6763605592412976e-14,7.8801409934641694e-22,1.2890595843367631e-12,1.4332451155323633e-19,4.0225507321134343e-12,4.4560469591355852e-13,5.4996674486992781e-05,2.6503526842425569e-12,5.9352920097163516e-11,7.6169985455144052e-07,3.7855264138296104e-32,1.3950675560501017e-19,2.0030623160960205e-11,7.3243156807494089e-13,5.4171271148716311e-21,0.88129999999999997,0.0,0.0,0.0,0.0084245515215234778,0.10854647185713215,9.9999990317706559e-05,7.3069726796323376e-05,0.00029914667609635585,0.00016066355716632985,1.4300649843965649e-10,5.5154989285556165e-05,2.2024493153449859e-10,9.4522857042979071e-07,9.7461069928341362e-13,1.1004005430475901e-14,0.00017484372100888906,0.00018838277094939312,5.6852368506719175e-05,0.0003297345806427711,9.4817362689386418e-14,2.9375996321135681e-09,1.912369034280494e-12,1.9532580955059491e-08,7.058196339850635e-05,3.0574402039632535e-07,7.3606929315074458e-08,2.9411083038055835e-08,2.4908291332160788e-08,4.0762777927457981e-07,5.3930214096764153e-08,4.3900294596422313e-05,1.7630355784348182e-08,1.1556546564429037e-08,4.4340965573963292e-14,1.1067305952196836e-05,2.4005543716366168e-11,3.6318050902589844e-09,5.3562348168686067e-08,8.590590705978866e-12,1.4347906948472583e-10,9.1297033703265172e-08,7.1979176912361432e-11,5.2059280331434441e-11,1.7790505983536348e-10,7.6887600771876425e-17,9.0986174682269171e-09
3.499980908377343e-07,0.003203646074355315,2.4274713175021172e-11,1.6070946192688747e-08,5.9500782804181956e-12,1.5523583705718978e-07,6.7264994062618243e-06,1.8109411718016893e-05,5.8737364485642083e-25,6.0469614331214116e-27,3.9507158723906976e-19,1.3805568064946246e-12,1.1427400733688596e-17,9.8213882727389073e-12,2.4430964067515138e-11,2.8029059880836487e-18,9.1706634579441961e-17,3.1503910065868271e-14,3.8151728696634254e-14,8.3276842905420946e-22,1.3411172009808983e-12,1.5320370730126835e-19,4.1336247613614079e-12,4.6832553443188576e-13,5.5615802584009758e-05,2.6807972695667539e-12,6.062504500637873e-11,7.8260778629766464e-07,4.0093954752984188e-32,1.4604635375715362e-19,2.0794787292717083e-11,7.6979994496898693e-13,5.637811621490676e-21,0.88129999999999997,0.0,0.0,0.0,0.0084131932323805274,0.10854386824997944,9.9999990155755146e-05,7.3546308960347896e-05,0.00029946382212049828,0.00016045187304027011,1.4315491428852695e-10,5.5081127636602374e-05,2.1997139262224981e-10,9.462095770525882e-07,9.7330553443374918e-13,1.1015425950915789e-14,0.0001772004342921412,0.00019119907712737786,5.7315164089627475e-05,0.00033372147190791946,9.6232330590828376e-14,2.9815711643315249e-09,1.9381601709449914e-12,1.9800720043582733e-08,7.1164505695678405e-05,3.1142647662757582e-07,7.4975310382564542e-08,2.9972461287180886e-08,2.5390825813502003e-08,4.208056011037996e-07,5.3859299443564227e-08,4.4274653806608974e-05,1.7780301711350618e-08,1.1654835222451701e-08,4.4400849611343748e-14,1.1311829883818248e-05,2.5001281708230968e-11,3.6619521578986265e-09,5.5267918036891643e-08,8.605496832706844e-12,1.4376010719346136e-10,9.2479651984211875e-08,7.2909934778784147e-11,5.2732455323739167e-11,1.8020565427693294e-10,7.7881879332687204e-17,9.4081534188192886e-09
3.5308362963911083e-07,0.003203640746839611,2.5162327886349953e-11,1.6274872285241817e-08,5.9645763807438597e-12,1.5758240102238911e-07,6.7334590148766018e-06,1.8396928855103301e-05,6.1562170363677704e-25,6.2103279213367517e-27,4.1297333004176732e-19,1.4208735416063683e-12,1.1794505817146851e-17,9.984702420830375e-12,2.5397742154187293e-11,2.9816057209533952e-18,9.6292528424783287e-17,3.2197408198231415e-14,3.9571510229558733e-14,8.7946104215521286e-22,1.3946275710033574e-12,1.6363327685784992e-19,4.2462795704757309e-12,4.9191305739801574e-13,5.6234107085580431e-05,2.7112019400537217e-12,6.1909968345849943e-11,8.0382434564802038e-07,4.2434746989073334e-32,1.5303234695140382e-19,2.1578355471821451e-11,8.0859335572441074e-13,5.8647516773453611e-21,0.88129999999999997,0.0,0.0,0.0,0.0084018624213957702,0.10854126888341557,9.9999989993334627e-05,7.4020311642250986e-05,0.00029976503522746056,0.00016023565132051862,1.4329571205428201e-10,5.500571426651607e-05,2.1969853420816897e-10,9.4714022990295145e-07,9.71972950051614e-13,1.1026260271146771e-14,0.00017955413475735665,0.00019401874421116243,5.7777271951028685e-05,0.00033770710597565764,9.7648927473039246e-14,3.0255955311832042e-09,1.9639184794744153e-12,2.0068564780290145e-08,7.1746324768389333e-05,3.1713205008023271e-07,7.6349225623163794e-08,3.0536277304898484e-08,2.5875517160128701e-08,4.3422940886282203e-07,5.3786855408534619e-08,4.4646071417180457e-05,1.7929060264266644e-08,1.1752345564782912e-08,4.445853393057237e-14,1.155847385090657e-05,2.6026258976046373e-11,3.6920617704669567e-09,5.700559135814382e-08,8.6199946934326433e-12,1.4403450081467879e-10,9.3663819750477216e-08,7.3841875201531729e-11,5.3406485605278446e-11,1.825091722086389e-10,7.8877421377190221e-17,9.724117081718593e-09
3.5616916844048735e-07,0.003203635431673571,2.607241603733541e-11,1.6479014668123372e-08,5.9787518148975729e-12,1.5993128056115572e-07,6.7401255929062233e-06,1.8684784773566612e-05,6.448232772208448e-25,6.3811898654003166e-27,4.3160242898187305e-19,1.4618512050186334e-12,1.2168261508083741e-17,1.014858701530458e-11,2.6391098238899354e-11,3.1706707769313805e-18,1.0105470715858825e-16,3.2895230238396357e-14,4.1023121769816369e-14,9.281481739904596e-22,1.4496114195112105e-12,1.746289353181026e-19,4.3605115432171938e-12,5.1638836480296539e-13,5.6851570893437879e-05,2.7415657694336807e-12,6.3207635928708663e-11,8.2534931508648674e-07,4.4880592678218276e-32,1.6048920952985741e-19,2.2381541996173976e-11,8.4884638475147269e-13,6.0980415529509122e-21,0.88129999999999997,0.0,0.0,0.0,0.0083905589931456762,0.10853867385529922,9.9999989830462118e-05,7.4491745886965381e-05,0.00030005071008993439,0.00016001513448356212,1.4342908104062855e-10,5.4928832537880459e-05,2.1942635389528761e-10,9.4802178023495814e-07,9.7061441918715745e-13,1.103652295781138e-14,0.00018190465222312703,0.00019684152651485082,5.8238693702560429e-05,0.00034169127539352269,9.9067029892602639e-14,3.0696688863147495e-09,1.9896420945879867e-12,2.0336094833089089e-08,7.23274223976525e-05,3.2286006539829039e-07,7.7728511586510422e-08,3.1102460722241413e-08,2.6362302867689353e-08,4.4789967961781491e-07,5.3712963623271444e-08,4.5014556634661669e-05,1.8076635249874997e-08,1.1849080086687211e-08,4.4514073187952393e-14,1.1807211543036961e-05,2.7080957462820515e-11,3.7221340202392698e-09,5.8775473883047462e-08,8.6340943707963628e-12,1.4430241380893065e-10,9.4849478775515459e-08,7.4774952356423305e-11,5.4081338033503037e-11,1.8481550035187904e-10,7.9874177948262547e-17,1.0046538112596153e-08
3.5925470724186387e-07,0.00320363012906769,2.7005245552809076e-11,1.668336348585225e-08,5.992672777658137e-12,1.6228229064972667e-07,6.7465121897352286e-06,1.897295510616446e-05,6.7498747213207802e-25,6.5496820779547209e-27,4.5098744161365628e-19,1.5034909244453348e-12,1.2548679476467654e-17,1.0313030832158405e-11,2.7411417144633185e-11,3.3706479737194214e-18,1.0599763224809529e-16,3.359730437694139e-14,4.2506729943436611e-14,9.7888678719622248e-22,1.5060894090974798e-12,1.8621066672844026e-19,4.4763169692759792e-12,5.4177272999148123e-13,5.7468177829084966e-05,2.7718878804859319e-12,6.4517993346188036e-11,8.4718244866643079e-07,4.7432023199087954e-32,1.6844249888124709e-19,2.3204559021971781e-11,8.9059389168039973e-13,6.3377754519141251e-21,0.88129999999999997,0.0,0.0,0.0,0.0083792828538794897,0.10853608325924148,9.999998966715464e-05,7.4960622694093107e-05,0.00030032123144035499,0.00015979055556832365,1.4355520577652848e-10,5.4850562563797167e-05,2.1915484932964855e-10,9.4885544774269309e-07,9.6923135747089039e-13,1.1046228210142273e-14,0.00018425182370714638,0.00019966718528818093,5.8699430950392479e-05,0.00034567377872187459,1.0048651790701611e-13,3.1137874919194367e-09,2.0153292298523097e-12,2.0603290710147065e-08,7.2907800358943127e-05,3.2860986320692391e-07,7.9113008699643144e-08,3.1670942799155039e-08,2.6851121865163412e-08,4.6181684929901258e-07,5.3637702543447317e-08,4.538011946758022e-05,1.8223030796178717e-08,1.1945041493990628e-08,4.4567520623626963e-14,1.2058016767018074e-05,2.8165859926712699e-11,3.7521689992016983e-09,6.0577666731311168e-08,8.647805687637392e-12,1.4456400543699039e-10,9.603657227948102e-08,7.5709121564377324e-11,5.4756980294061675e-11,1.8712452825864821e-10,8.0872101312117311e-17,1.0375444929652408e-08
3.623402460432404e-07,0.00320362483922298,2.7961082426983353e-11,1.6887909750325329e-08,6.0064718927207341e-12,1.646352524929685e-07,6.7526313026681478e-06,1.9261416372478617e-05,7.0615813334686178e-25,6.7220955329571395e-27,4.7115793779067461e-19,1.5457937801409713e-12,1.2935815827721305e-17,1.0478022990028451e-11,2.8459083241473332e-11,3.5821091894995356e-18,1.1112580487108532e-16,3.4303561972178036e-14,4.4022496612777196e-14,1.0317345645027271e-21,1.5640821383177199e-12,1.9840700139888368e-19,4.5936920516905108e-12,5.6808759551538425e-13,5.8083912597454365e-05,2.8021674681109908e-12,6.5840985987227662e-11,8.6932347314863364e-07,5.0094169152119531e-32,1.7691771005553912e-19,2.404761656345277e-11,9.3387100467904176e-13,6.5840475093153817e-21,0.88129999999999997,0.0,0.0,0.0,0.0083680339114547263,0.10853349718474442,9.9999989503428972e-05,7.5426953018200955e-05,0.00030057697431044693,0.00015956213850139959,1.4367426613222681e-10,5.4770981319269692e-05,2.188840181986404e-10,9.4964242132717793e-07,9.6782512508190132e-13,1.1055389868890389e-14,0.00018659549318557618,0.00020249548854244802,5.9159485295320138e-05,0.00034965442037094012,1.0190727498654107e-13,3.1579477160159073e-09,2.0409781750474052e-12,2.0870133732337579e-08,7.3487460422284103e-05,3.3438079988812436e-07,8.0502561212506616e-08,3.2241656404200643e-08,2.7341914498196818e-08,4.759813138741118e-07,5.3561147557940837e-08,4.5742770680754908e-05,1.8368251334568644e-08,1.2040232691388645e-08,4.4618928086313267e-14,1.2310863456293191e-05,2.9281449905447044e-11,3.7821667990557715e-09,6.2412266508871496e-08,8.6611382116630093e-12,1.4481943083830587e-10,9.7225044891234713e-08,7.664433926196948e-11,5.5433380879507653e-11,1.8943614823873877e-10,8.1871144926842127e-17,1.0710864734510414e-08
