Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683)
2.809555956776076e-11,0.003204215485949825,-2.6337791651737682e-20,-7.8982213956294857e-16,-8.1201109254535472e-16,1.3236930781158088e-18,3.4365651508988072e-13,1.5844179605366097e-20,1.0460446098307451e-30,1.7759080686721991e-20,-4.9754316281123477e-35,7.3962469439129295e-16,7.3602544539327426e-16,-3.1159909350582143e-18,2.4696594562683828e-22,-1.2811734298865403e-30,-1.2557998527946942e-32,-1.6880470904759051e-27,-1.2085716299841631e-34,7.0740781628297839e-41,1.0721612065610052e-27,-7.3757769244823354e-16,3.8554313015800561e-23,-4.1790440064150713e-19,3.115270428827766e-14,2.0167919126692849e-24,3.6554704861413707e-22,6.1713625314217829e-19,-5.597803764229646e-40,-1.5197697266251143e-23,2.9291502860898369e-26,3.3637828002991899e-34,3.0645823876465156e-39,0.88129999999999997,0.0,0.0,0.0,0.009889874509159971,0.10880299759893328,0.00010000000000000314,7.7438989352806268e-09,5.3118207068360088e-08,5.1036029875619529e-08,2.5448459235865108e-14,2.2409863225826319e-09,2.5565805863773622e-10,1.5971110190827987e-10,3.959893477865912e-17,1.8592966225189652e-18,1.4693236817710872e-16,1.5983145378540453e-13,4.9104493444524271e-09,3.7809268913037952e-12,3.0650769042318933e-21,8.1380196189622901e-20,4.2916645432016217e-23,1.6328920482695765e-21,6.021013416152053e-09,4.4090480305553567e-24,1.8689861719396146e-26,7.9515831560808843e-28,9.5124448885963485e-31,7.428279568584424e-32,8.7946497639418234e-13,3.1132946886579278e-14,1.229569034913204e-17,7.4614840825011057e-18,2.9831814558582917e-17,2.6789194204479852e-22,3.2167541234332636e-19,2.2943753195314045e-15,2.0301646813234509e-29,2.0497211429152326e-15,4.3920298166208257e-15,1.379690066672649e-16,1.0560575590680009e-19,7.6485663190511955e-20,1.0419986722977911e-19,4.5034255122402137e-26,1.4892161553533082e-21
2.9792406178290846e-11,0.003204215485080069,-2.6101297103790461e-20,-7.917524452742151e-16,6.944794945908062e-16,2.2778477230274244e-18,3.8440518685297091e-13,1.9320323787184554e-20,2.6900316790045389e-30,1.105517183381039e-19,-4.9385437980198837e-35,5.3024636615748747e-16,5.2420962759351193e-16,-2.88217138019742e-18,4.4496963795644743e-22,-1.1484199956871027e-30,-1.2501844914179798e-32,-1.8034024432829306e-27,-1.2787950561167949e-34,7.1790578186974636e-41,1.2812636375770108e-27,-5.2684437175304062e-16,4.3451619924328626e-23,-7.3034936950199121e-19,3.7039846763417801e-14,2.5439509329799571e-24,6.2503017794784503e-22,1.0568496916949238e-18,-5.4362826938597344e-40,-2.0687425758593526e-23,3.4170250666989281e-26,4.135632523400491e-34,8.062606447100507e-39,0.88129999999999997,0.0,0.0,0.0,0.0098898669302616322,0.1088029973274199,0.00010000000000000291,8.2115851599937549e-09,5.6325746100260851e-08,5.3992300519340366e-08,2.6985170281370777e-14,2.5023001586045842e-09,2.5565787587901254e-10,1.6986830528997e-10,4.4216445348679318e-17,1.9775430707017902e-18,1.7782167871182753e-16,1.797257581516329e-13,5.2138085120315965e-09,4.2513461215387918e-12,3.2649753060087484e-21,9.6889966422051103e-20,4.8112368322830356e-23,1.9431545081391227e-21,6.3929815572475775e-09,5.5678371409095862e-24,2.5027197285470611e-26,1.0655580625726354e-27,1.3526720067075539e-30,1.0470800871912662e-31,9.8521828826822656e-13,3.7016291230457625e-14,1.4635201809950345e-17,8.9200338970898924e-18,3.0299681039825382e-17,3.43313719567093e-22,5.8006747505886207e-19,2.5856798155668446e-15,2.7211355778666613e-29,2.1016317250992638e-15,4.7737569314247525e-15,1.599232131535585e-16,1.2265202736380547e-19,8.8823920567597115e-20,1.2588720816721233e-19,5.4407268254492226e-26,1.6751965328632064e-21
3.148925278882093e-11,0.0032042154841704484,-2.4540159777403354e-20,-7.5725728294750935e-16,2.6074709392185126e-15,2.8639466333267134e-18,4.2736579679524808e-13,2.3323897173064832e-20,3.7965561085323624e-30,6.9809031281938758e-20,-5.1380843629860311e-35,2.2536434449161138e-16,2.177372104730081e-16,-2.5650471279336221e-18,5.6761431378236359e-22,-9.5322126884935998e-31,-1.2265759013856403e-32,-1.908704285997336e-27,-1.3874239102663886e-34,6.7572518080142304e-41,1.5157524971171067e-27,-2.2103473456693079e-16,4.8640451379732517e-23,-9.2279096810648743e-19,4.361276189114197e-14,3.1674952610808266e-24,7.8415028913701764e-22,1.3265751491618269e-18,-5.164977827855674e-40,-2.4185766093485913e-23,3.9594685440520566e-26,5.1484300724593403e-34,1.2432430230546822e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898593513482274,0.1088029970434589,0.00010000000000000261,8.6792701583542152e-09,5.9533279264630775e-08,5.6936113402234838e-08,2.852187850607794e-14,2.7760594313281445e-09,2.5565769311989063e-10,1.800254902593147e-10,4.905387196428381e-17,2.095789304534866e-18,2.1302620352485414e-16,2.0078779087589213e-13,5.5171674273097471e-09,4.7493386623207907e-12,3.4654649466623674e-21,1.1423713757488713e-19,5.3587984478869751e-23,2.2897286677092229e-21,6.7649494150870921e-09,6.9392650217706901e-24,3.296606893202624e-26,1.4045893045419649e-27,1.885841578951275e-30,1.4482026272992728e-31,1.0965563502626664e-12,4.35849582150104e-14,1.7249030338938287e-17,1.0554263504720486e-17,3.0723390863416639e-17,4.3417323532012536e-22,7.4010545388836321e-19,2.8943007004931217e-15,3.5877141210579038e-29,2.1524442255033228e-15,5.1614121682003393e-15,1.8371965755661467e-16,1.4114918908496832e-19,1.0221169184274473e-19,1.5024671779991759e-19,6.4935152905002319e-26,1.8722003661849209e-21
3.318609939935102e-11,0.003204215483221829,-2.2039999540563915e-20,-6.9726805968365607e-16,2.8512833235563745e-15,3.2232073503874203e-18,4.7291045233481978e-13,2.7905140050584454e-20,4.3583563020815173e-30,-1.0155567112567993e-19,-4.8719071035596622e-35,2.5747499346362743e-16,2.4873157339073353e-16,-2.5516767611617114e-18,6.4382320154714124e-22,-9.6150136888830724e-31,-1.1923979705386212e-32,-2.0070883429236182e-27,-1.5549744076298827e-34,5.9190801930151447e-41,1.779674752073468e-27,-2.5243307455095112e-16,5.4120583484469298e-23,-1.0412160207678366e-18,5.0906536925346596e-14,3.8983001872996915e-24,8.8138579368163552e-22,1.4914847955024849e-18,-4.8256685886351029e-40,-2.6417560049810635e-23,4.5629070260297101e-26,6.3892542872985272e-34,1.5462410570228144e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898517724206048,0.10880299674732501,0.00010000000000000259,9.1469539303635844e-09,6.2740805704993397e-08,5.9867743656958355e-08,3.0058583499252778e-14,3.0619890362166222e-09,2.5565751036038284e-10,1.9018265571054034e-10,5.4106353413827815e-17,2.2140353111454897e-18,2.5288038944879287e-16,2.230177675451539e-13,5.8205260902864404e-09,5.2749044183994661e-12,3.6665459137245706e-21,1.3352073582805713e-19,5.934185144577097e-23,2.6745000375272434e-21,7.1369169896870832e-09,8.5473602771293596e-24,4.2788622611437623e-26,1.8244320792265989e-27,2.5830910944350452e-30,1.9692291584414074e-31,1.2134178006101302e-12,5.0874011655964909e-14,2.015130496524564e-17,1.2373479936690243e-17,3.1083429431391472e-17,5.4258992352857179e-22,8.3954083986924893e-19,3.2202221322780257e-15,4.6611341026948082e-29,2.2017764022201586e-15,5.5546576791878573e-15,2.0938582017231175e-16,1.6111921237715194e-19,1.1666485977631138e-19,1.7738904086478559e-19,7.6665727591006053e-26,2.0802412907890851e-21
3.4882946009881106e-11,0.003204215482235075,-2.026779362480394e-20,-6.5888996704720267e-16,1.2772181825190078e-16,4.0751369797041947e-18,5.2118207729838605e-13,3.311906294373839e-20,5.3337452068611584e-30,-2.2632279359010088e-19,-2.5942931500618871e-35,9.9912022292817981e-16,9.879984656780405e-16,-3.0492157750428497e-18,8.2217478800237912e-22,-1.430562119105114e-30,-1.1453397824334431e-32,-2.1128687444782999e-27,-1.5592157754393312e-34,5.0342505600164484e-41,2.0754395940967441e-27,-9.9266389706028334e-16,5.9891794686934082e-23,-1.3209371892281752e-18,5.8955875332837443e-14,4.7477773835042394e-24,1.1127833625347128e-21,1.883721613182476e-18,-4.4278364228738185e-40,-3.1925801229705578e-23,5.2300991337570027e-26,7.7240659753739291e-34,2.4687594391687665e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898441934792743,0.10880299643928708,0.00010000000000000308,9.6146364760234738e-09,6.5948324919920741e-08,6.2787460349409104e-08,3.1595285020220887e-14,3.3598199347281056e-09,2.5565732760050757e-10,2.0033979971438331e-10,5.9369135674318597e-17,2.3322810680738146e-18,2.977259627757589e-16,2.4641590867757965e-13,6.1238845009612603e-09,5.8280432888261185e-12,3.8682182870747039e-21,1.548392110180043e-19,6.5372518712757984e-23,3.0993423335067484e-21,7.5088842810640217e-09,1.0417344437318945e-23,5.4807357271545698e-26,2.3385968681452177e-27,3.4823200392343803e-30,2.6370177355050572e-31,1.3357422393859258e-12,5.8918131838486521e-14,2.3356000094603809e-17,1.4386888153876411e-17,3.1456320016808925e-17,6.7084886062953798e-22,1.072236431667518e-18,3.5634282833457239e-15,5.9760565888914266e-29,2.249527700271104e-15,5.9531109982413325e-15,2.3694753089738951e-16,1.8258279903240103e-19,1.3219838811754345e-19,2.0741803770352051e-19,8.9643878746228645e-26,2.2993329758356391e-21
3.6410107959358185e-11,0.003204215481315094,-2.030232051635498e-20,-6.7129489582413543e-16,-1.9493563904491163e-15,5.7014124545097693e-18,5.6649771588249425e-13,3.8398877617785785e-20,7.6250794289870954e-30,-2.3706188512074776e-20,1.9596733050365408e-35,1.5815801079733137e-15,1.5663486071860037e-15,-3.4574826543509645e-18,1.1609185448122027e-21,-1.8118421640852646e-30,-1.0779879550867101e-32,-2.2236204039778517e-27,-1.1299348668446916e-34,5.7372527768023707e-41,2.367206858654969e-27,-1.5728588585140816e-15,6.5334579253539189e-23,-1.8542773054291187e-18,6.6874663429643685e-14,5.6236322849369007e-24,1.5551994405171011e-21,2.6334999898042119e-18,-3.9632765189392537e-40,-4.2683037461701154e-23,5.8828028808107265e-26,8.9112071499649443e-34,4.8273410810674035e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898373724193404,0.10880299615209305,0.00010000000000000349,1.0035549718589902e-08,6.8835087045694746e-08,6.5405236857948004e-08,3.2978313903881397e-14,3.6378257904961397e-09,2.556571631162982e-10,2.0948121093229097e-10,6.4281602545115955e-17,2.4387020352710675e-18,3.4264272365908332e-16,2.6847320281360083e-13,6.3969068548501555e-09,6.3494432025329582e-12,4.0502291738252585e-21,1.7584656468698939e-19,7.1035735631487171e-23,3.517501088774108e-21,7.8436546011611628e-09,1.2346047893975714e-23,6.7785747064575813e-26,2.8942775766010668e-27,4.5005641592840434e-30,3.3890794960360345e-31,1.4504559319742687e-12,6.6831779957313385e-14,2.6510221977778831e-17,1.6372516160385658e-17,3.1919071159220368e-17,8.052726684613274e-22,1.5141807289228696e-18,3.8870791844672595e-15,7.3975075284046641e-29,2.2921576620935625e-15,6.3159252103362213e-15,2.633938015396135e-16,2.0319307394769766e-19,1.4711387288732971e-19,2.3699291671995233e-19,1.0242575918274718e-25,2.5059752364755941e-21
3.7784553713887554e-11,0.0032042154804618,-2.0452216517844425e-20,-6.8660264753830134e-16,5.2344001039419072e-16,7.3017921026741187e-18,6.0813721204803463e-13,4.3658206035147032e-20,1.0483128542551252e-29,2.9622545383968803e-19,5.9063862216537904e-35,1.0323331244475209e-15,1.0131782196467027e-15,-3.1512972446461098e-18,1.4950308346116573e-21,-1.3960440304494496e-30,-9.857538717313624e-33,-2.3271285186318178e-27,-5.594697201831535e-35,7.157791645972188e-41,2.6475896977895904e-27,-1.0215036028679558e-15,7.0434396081254235e-23,-2.3797698773557926e-18,7.4569085991373653e-14,6.5098448530888653e-24,1.990646725681099e-21,3.3715209676405612e-18,-3.3869782054849456e-40,-5.3465491623131715e-23,6.5104983274125041e-26,1.0113814237110532e-33,7.6307072993825532e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898312334536487,0.10880299588571288,0.00010000000000000319,1.0414370787593393e-08,7.1433170208720323e-08,6.7753322530024621e-08,3.422303857376089e-14,3.8959357841550435e-09,2.5565701508021751e-10,2.177084685920991e-10,6.8842502481996216e-17,2.5344807609689291e-18,3.8697996554959785e-16,2.8913407530572102e-13,6.6426267986179504e-09,6.8377987636991214e-12,4.2144487483694445e-21,1.9628888050476546e-19,7.6322792558237957e-23,3.9240027983523398e-21,8.1449476931237429e-09,1.4298100391200337e-23,8.1451127205340023e-26,3.4798102707628658e-27,5.6175622850638363e-30,4.210306737869173e-31,1.557405160691577e-12,7.4521203039613198e-14,2.957628059540355e-17,1.8305804975661301e-17,3.2409923759393411e-17,9.4327119237993007e-22,1.9500676302779809e-18,4.1903150566968113e-15,8.8956586932036468e-29,2.3314754114414057e-15,6.645856147143478e-15,2.8853906155550534e-16,2.2280129396912002e-19,1.6130380001331677e-19,2.6573242379223856e-19,1.1484659729092366e-25,2.6996242839562577e-21
3.875998908307959e-11,0.003204215479841912,-1.9544714688003657e-20,-6.6930878246502767e-16,2.938147575662731e-15,8.0147935870783147e-18,6.3847821072085486e-13,4.7697123444189226e-20,1.1920238022738293e-29,3.2722897555800695e-20,7.6070934407778416e-35,4.8100096532013923e-16,4.5969607451249705e-16,-2.8198607606833782e-18,1.6455004113757697e-21,-9.9187689830773673e-31,-9.0257878895222287e-33,-2.3943293271129643e-27,-3.1691685528015661e-35,7.4627851392960281e-41,2.858942600615639e-27,-4.6882816226388102e-16,7.4169337155207945e-23,-2.6149119352652038e-18,8.0366157850874618e-14,7.1989718157599326e-24,2.1845189465723428e-21,3.7002261175571793e-18,-2.8754429126232872e-40,-5.8384140446156753e-23,6.9803547581526535e-26,1.1165181493385398e-33,9.1063726200643266e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898268766627294,0.10880299569219726,0.00010000000000000284,1.0683217191436644e-08,7.3277011081981356e-08,6.9415272577528634e-08,3.5106410685721801e-14,4.0835812911905373e-09,2.5565691001978214e-10,2.2354729474204718e-10,7.2158268828228342e-17,2.6024542402664835e-18,4.2080353769424345e-16,3.0426218429964115e-13,6.8170125721163105e-09,7.1953567564721292e-12,4.3312298944005997e-21,2.1170867623896656e-19,8.0183989303259588e-23,4.2303883864515154e-21,8.3587733624896302e-09,1.5816352606291857e-23,9.2412028381301405e-26,3.9497451551085186e-27,6.5425615730996873e-30,4.8880023814860793e-31,1.6354193423405137e-12,8.0314505311002382e-14,3.1886971610562246e-17,1.9764597954266653e-17,3.2585714688211033e-17,1.0518248369807924e-21,2.1463624375363232e-18,4.4123831148856976e-15,1.0098258585357755e-28,2.3595799935258844e-15,6.88200943824723e-15,3.0716383784120216e-16,2.3733134271034256e-19,1.7181858728222181e-19,2.8737489142489775e-19,1.2420018499299141e-25,2.8414688422241871e-21
3.973542445227162e-11,0.003204215479210316,-1.7651503331062099e-20,-6.2458224698081847e-16,4.2348120588801239e-15,8.3127012374303322e-18,6.6974644902793729e-13,5.2002639318765181e-20,1.2529935450187993e-29,4.3252533700409221e-21,8.3366519847885169e-35,2.1806232220279536e-16,1.9594680865706887e-16,-2.6423867536153617e-18,1.7106025408141339e-21,-7.9019783107176451e-31,-8.1117237190296975e-33,-2.4548703147194544e-27,-3.021308587458241e-35,7.1521521005954536e-41,3.0824207613481127e-27,-2.0541305096394818e-16,7.8000227285449422e-23,-2.7145229644508219e-18,8.6449715528783355e-14,7.9409191975594838e-24,2.2653060062675293e-21,3.8373643651849298e-18,-2.3095079613917263e-40,-6.0528211058742099e-23,7.4736657461271262e-26,1.2395625895606627e-33,9.8393741440659114e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898225198672061,0.10880299549502642,0.00010000000000000267,1.0952063190028728e-08,7.5120849635415751e-08,7.1073564296861621e-08,3.5989781682319297e-14,4.2748811007157796e-09,2.5565680495921546e-10,2.2938611526356697e-10,7.553860822016423e-17,2.6704276540402693e-18,4.5666321270861044e-16,3.19776569866332e-13,6.9913982622398642e-09,7.5620263146457749e-12,4.4482066319005732e-21,2.2790645601591219e-19,8.4135503761239518e-23,4.5520272870003964e-21,8.572598938280934e-09,1.7451251244083628e-23,1.0451346857529058e-25,4.4688410985933437e-27,7.5906956882931918e-30,5.6537662437350777e-31,1.7151753809408991e-12,8.6394104700482853e-14,3.4312419922280159e-17,2.1297324664304161e-17,3.2785060528689859e-17,1.1698163994413333e-21,2.231283298020433e-18,4.6401458410425501e-15,1.1426867636940302e-28,2.3872299374962477e-15,7.1198144768459598e-15,3.2644081431025176e-16,2.5237540187936745e-19,1.8270517656668615e-19,3.1007012969511082e-19,1.3400876374560634e-25,2.9869800915224603e-21
3.9979283294569634e-11,0.0032042154790506054,-1.7080672732973079e-20,-6.1070993427470248e-16,4.2819754130567195e-15,8.3497874311088072e-18,6.7772578877189669e-13,5.3122113106758142e-20,1.2583280211592668e-29,-2.0574758064839618e-22,8.4392965094070238e-35,2.2184610591432177e-16,1.9962998417455153e-16,-2.6392266238684677e-18,1.7191725805890152e-21,-7.9021331164129576e-31,-7.8808081686423493e-33,-2.4693490879885243e-27,-3.2702069591029546e-35,7.0363612906527291e-41,3.1403192371009737e-27,-2.0913719882220944e-16,7.8972936810572056e-23,-2.7272016871520352e-18,8.8016108237301623e-14,8.1349594221948515e-24,2.2753132429828699e-21,3.8543867284345859e-18,-2.1655551487796829e-40,-6.080554673633036e-23,7.6011325648677766e-26,1.2724991917822197e-33,9.9299132596737227e-38,0.88129999999999997,0.0,0.0,0.0,0.0098898214306676457,0.10880299544516807,0.00010000000000000267,1.1019274626356291e-08,7.558180887227879e-08,7.1487571094559228e-08,3.6210624238500507e-14,4.3232715567734435e-09,2.5565677869405588e-10,2.308458193385451e-10,7.6393685753439408e-17,2.6874209951971562e-18,4.6595446415534868e-16,3.2371552729692304e-13,7.0349946717434298e-09,7.6551173840261439e-12,4.4774813765218478e-21,2.3207960246471195e-19,8.5137478034744621e-23,4.6348612842759363e-21,8.6260553176080961e-09,1.7878867153304728e-23,1.0772697263751543e-25,4.6067285508854043e-27,7.8734375735993994e-30,5.859991348940964e-31,1.7353852922397096e-12,8.7959477858247089e-14,3.4937010756343772e-17,2.1692254715187568e-17,3.2856488957876056e-17,1.2008554299134696e-21,2.2424612450642212e-18,4.6979759633861079e-15,1.1779819222398236e-28,2.3940282194338648e-15,7.1795166105478428e-15,3.3136250585837682e-16,2.5621716068567694e-19,1.8548522890728882e-19,3.1591025365099521e-19,1.3653278691265943e-25,3.023931130650513e-21
4.046700097916565e-11,0.0032042154787290246,-1.5921829596125588e-20,-5.8255627776614246e-16,4.3023764703067479e-15,8.4270041009496498e-18,6.9383761977114138e-13,5.5414254580405638e-20,1.2685607242617634e-29,-1.905298457283561e-21,8.6679949415375814e-35,2.4613155038422588e-16,2.2371354738956883e-16,-2.6454207811731526e-18,1.7369467855073696e-21,-8.0501874162441758e-31,-7.4171109687695823e-33,-2.4982732575712991e-27,-3.7814576523452278e-35,6.7880085280133262e-41,3.2583519389307706e-27,-2.3330614140643673e-16,8.0936336078054538e-23,-2.753553163977525e-18,9.1204185221240486e-14,8.5335882794462124e-24,2.2961518021558382e-21,3.8898281820598533e-18,-1.8766316741088859e-40,-6.1383048599979305e-23,7.8611474147355536e-26,1.3400790444391826e-33,1.0111072387475426e-37,0.88129999999999997,0.0,0.0,0.0,0.0098898192522676315,0.10880299534477761,0.00010000000000000269,1.11536974230269e-08,7.650372694195001e-08,7.2314910402612283e-08,3.6652309156537426e-14,4.4207260025870866e-09,2.5565672616371415e-10,2.3376522614584749e-10,7.8115742440724883e-17,2.721407661880233e-18,4.8493626151462273e-16,3.3166588042378241e-13,7.1221874751177639e-09,7.843007936273366e-12,4.5360675383987633e-21,2.4057633130625187e-19,8.7158327365649397e-23,4.8034765681269992e-21,8.7329680587179626e-09,1.8757398917911147e-23,1.1438932757312257e-25,4.8926562272480633e-27,8.4652129482182994e-30,6.2911856844601559e-31,1.7761290247691456e-12,9.1145479306988107e-14,3.620834381622132e-17,2.2496395230652835e-17,3.2985528162743899e-17,1.2648464213438051e-21,2.2656441557016082e-18,4.8147032094955835e-15,1.2511752488771892e-28,2.4076070991478289e-15,7.2992105240443033e-15,3.4132929643421287e-16,2.6399795486219913e-19,1.9111569679572485e-19,3.2779174491453762e-19,1.416678074722248e-25,3.0985213694395809e-21
4.095471866376167e-11,0.003204215478404584,-1.4776803492322053e-20,-5.5489486518435052e-16,4.2846861973099367e-15,8.5253486256121514e-18,7.101437253012269e-13,5.7778619535006652e-20,1.2817746396112941e-29,-1.9732503588700872e-20,8.9881464361895519e-35,2.7911442000440057e-16,2.5642232327750575e-16,-2.6580737341975613e-18,1.759094491077069e-21,-8.2883920890562633e-31,-6.9490952453850752e-33,-2.5274363781608531e-27,-4.1745164548706085e-35,6.5131377089693743e-41,3.3793351055817552e-27,-2.6612429391144649e-16,8.2923704707820595e-23,-2.7868153055032541e-18,9.4466636878332752e-14,8.9465557706909596e-24,2.322739428423488e-21,3.9350107606467079e-18,-1.5859570182276719e-40,-6.2112416684025838e-23,8.1279400519592245e-26,1.4096612506228327e-33,1.0338419838776442e-37,0.88129999999999997,0.0,0.0,0.0,0.0098898170738664047,0.10880299524349377,0.00010000000000000267,1.1288120118384854e-08,7.7425644494089274e-08,7.3141355455455661e-08,3.7093993825635231e-14,4.5190736992369186e-09,2.5565667363334155e-10,2.3668463118054442e-10,7.9853583242005404e-17,2.7553943079272605e-18,5.0445781922754929e-16,3.397128227098407e-13,7.2093802576483641e-09,8.033176371168494e-12,4.5947026000586521e-21,2.4927553700315391e-19,8.9201698812975435e-23,4.9760578767633413e-21,8.8398807764355468e-09,1.9667605142934536e-23,1.2137483009052023e-25,5.1925280590587154e-27,9.0934709256104864e-30,6.7483642413879907e-31,1.8173035266153777e-12,9.4405806414720217e-14,3.7509474841007458e-17,2.3319749369733535e-17,3.309993079849989e-17,1.3314497108380466e-21,2.2945319478434103e-18,4.932852812314958e-15,1.3279439215305162e-28,2.421181976858892e-15,7.4192860092705788e-15,3.5146106633470764e-16,2.7190880187257119e-19,1.9684023570256485e-19,3.3994311681880464e-19,1.4691946621361228e-25,3.1740294293670695e-21
4.1442436348357685e-11,0.0032042154780772968,-1.363890734953389e-20,-5.275378383330085e-16,4.350476136245069e-15,8.6411870657689746e-18,7.2662429926554808e-13,6.0216661599724633e-20,1.2990106678342149e-29,9.7317729138562485e-21,9.3618307305024169e-35,2.9145932528300023e-16,2.6849400543222736e-16,-2.6573538168163924e-18,1.784872597115674e-21,-8.3785440963983647e-31,-6.4743841750300711e-33,-2.556789726354711e-27,-4.4501949288360259e-35,6.2238213929737592e-41,3.5031864832975851e-27,-2.7832521210224731e-16,8.4935037655008937e-23,-2.8258073163266244e-18,9.780424419462745e-14,9.3741938367203293e-24,2.3540869385285395e-21,3.9882591434072733e-18,-1.2922401398787398e-40,-6.2974465039049661e-23,8.4015062587549409e-26,1.4814266884445654e-33,1.0611794166285652e-37,0.88129999999999997,0.0,0.0,0.0,0.0098898148954639203,0.1088029951413222,0.00010000000000000269,1.1422542712430188e-08,7.8347561572154666e-08,7.3966911974316771e-08,3.7535678266586909e-14,4.6183089260787999e-09,2.5565662110293684e-10,2.3960403451216978e-10,8.1607107071118413e-17,2.7893809341477139e-18,5.2452801383960851e-16,3.4785635995377345e-13,7.2965730193352206e-09,8.2256226865002203e-12,4.6533865670206593e-21,2.5817949094535664e-19,9.1267578646475957e-23,5.1526487450069198e-21,8.9467934707612343e-09,2.0610222183145969e-23,1.286949261068722e-25,5.5068425216870508e-27,9.7599775086031945e-30,7.2327535871386663e-31,1.8589074702576451e-12,9.7741239645814302e-14,3.884071830983639e-17,2.4162524256537555e-17,3.3228833419383711e-17,1.4007404937110774e-21,2.3281547451919816e-18,5.0524243977064107e-15,1.4084161056935745e-28,2.4347618213826998e-15,7.5397418024431521e-15,3.6175833573981539e-16,2.7995011502795286e-19,2.0265914439198815e-19,3.5236620979381767e-19,1.5228855853572092e-25,3.2504556395607266e-21
4.19301540329537e-11,0.003204215477747187,-1.2496435197790102e-20,-5.0015564335337259e-16,4.328383073672664e-15,8.7681349364687744e-18,7.4330362335987396e-13,6.2729823032762326e-20,1.3170913058477412e-29,-5.3357054212346072e-20,9.8251888579530467e-35,3.2268773764142613e-16,2.9932720157946764e-16,-2.6742556706399956e-18,1.8129712972436794e-21,-8.6278794203571452e-31,-5.9915561371331544e-33,-2.5862643455097049e-27,-4.6514652065004117e-35,5.8715735740834478e-41,3.6301294514834288e-27,-3.0930023908470049e-16,8.6970329544559198e-23,-2.8684441977152661e-18,1.0121778575522314e-13,9.8168378618784728e-24,2.3884558955983876e-21,4.0466284249552904e-18,-9.9457101355038518e-41,-6.3923011013684372e-23,8.6818775212135413e-26,1.5555715368627913e-33,1.091677678779195e-37,0.88129999999999997,0.0,0.0,0.0,0.0098898127170602475,0.10880299503826857,0.0001000000000000027,1.155696520516294e-08,7.9269478108733216e-08,7.4791585643884869e-08,3.7977362447130641e-14,4.7184259990033646e-09,2.5565656857249983e-10,2.4252343618035696e-10,8.3376213487486013e-17,2.8233675410030393e-18,5.4515576152969768e-16,3.5609649797899967e-13,7.3837657601783192e-09,8.4203468800688553e-12,4.712119440380022e-21,2.67290460732703e-19,9.3355954247171218e-23,5.3332926742280702e-21,9.0537061416954087e-09,2.1585994282458829e-23,1.3636132080216107e-25,5.8361096016733118e-27,1.0466561784243192e-29,7.7456228522204871e-31,1.9009395340579063e-12,1.0115255706529524e-13,4.0202387734562854e-17,2.5024926376750255e-17,3.3343017380386009e-17,1.472795263518266e-21,2.3648040070866067e-18,5.1734175916304359e-15,1.4927229436535268e-28,2.4483182693709302e-15,7.6605773128159739e-15,3.7222162546447007e-16,2.8812230579914403e-19,2.0857272043196845e-19,3.6506283541330676e-19,1.5777586736636376e-25,3.3278003276299573e-21
