Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400)
1.4285984960937767e-10,0.0024741675420395133,6.2929316948348176e-18,1.1714895708722607e-13,6.9313501983715397e-14,9.8053846151417042e-16,3.2345989704977351e-11,6.008050625862749e-17,1.678922429431423e-28,-3.6597930751036171e-22,4.0208850137526663e-27,4.2666133456615487e-16,3.4398807236132486e-16,5.3804219864617644e-18,8.7516539963851091e-21,1.811961327219973e-29,8.678933138740067e-31,1.8184548547544827e-26,4.1087032824601874e-32,-2.3282548209301872e-38,2.4443469234043126e-24,-3.7794737212337925e-16,1.2489101518499946e-20,-1.2127388730124615e-17,1.8651638699318229e-11,1.722459225016719e-20,8.7299294785389543e-21,1.6213575743357405e-17,6.3805551930627408e-38,-1.0772214922950043e-21,5.6432554346015691e-23,8.8656271491961809e-30,1.4085903261845463e-36,0.88129999999999997,0.0,0.0,0.0,0.0098884876356444048,0.10880289719667725,9.9999999999994679e-05,6.7262377827534674e-08,6.3406666875305263e-07,5.3554662421743721e-07,3.3331794748050233e-13,1.0059902641122717e-07,7.1545495868296956e-10,2.17135063951057e-09,1.5324641652300461e-15,2.2131215087018234e-17,2.312318046744772e-13,1.6637581540082009e-11,7.3564192316359756e-08,3.889286277056763e-10,9.0308543372336806e-20,6.5038918420039318e-17,8.9189620873130249e-21,2.0528308429614494e-18,9.7938902597509974e-08,3.0466413555843994e-20,7.8654923117858895e-22,4.2814501101042442e-23,3.3706114656031708e-25,3.3834220733443143e-26,7.4432444105018654e-11,1.8637662423024127e-11,8.556042059405481e-15,5.4158313355488169e-15,2.3869515459230263e-16,4.4328599528651126e-18,9.4607950567801687e-18,3.2021372527250506e-13,9.2985935479661563e-25,1.7807620386639515e-14,1.5138653535599417e-13,3.2327325049731175e-14,2.7710160101569934e-17,1.9404007916871768e-17,5.8339262296741261e-17,1.7646348302786255e-23,2.3763718878891098e-19,3.3407417207037783e-20,7.2932580437014188e-28,6.1189792893699858e-23,4.1573811206214499e-28,4.5223883434317006e-24,6.0209852210806545e-21,1.8380428995702906e-14,7.0596314191619132e-20,2.3400877290864525e-24,3.5541731537050943e-29,1.512045916336377e-19,9.4505120539576404e-16,2.3346413379294781e-18,7.9257184344031622e-23,1.4918438512870143e-24,6.0705795709721977e-22,1.446040106317494e-20,5.7488001879277123e-30,1.7801361363744163e-29,1.5422976910399504e-35,6.2774389324971094e-27,4.2609158733412183e-31,6.4202190364644478e-30,7.0001157930712022e-33,1.6122262894193524e-23,2.1581034759400179e-20,7.2174941480245716e-32,2.2587555233796523e-25,1.8798254909271581e-26,4.7428001307232112e-27,2.1959184861783732e-28,5.3286470200036267e-31
1.4479745790851905e-10,0.0024741675371217566,6.448699445710026e-18,1.1971766636959219e-13,6.9643553425167633e-14,1.0197730329836045e-15,3.3215008597423316e-11,6.3255825168637203e-17,1.7176669487927291e-28,4.4146382015693255e-22,4.1513130732836463e-27,4.2638309126023056e-16,3.4175282260621402e-16,5.4805235418214805e-18,8.9884835236845193e-21,1.8991771361075086e-29,9.1291600261027147e-31,1.8727486990283286e-26,4.3365329310370335e-32,-2.3977732636379753e-38,2.5448355643523114e-24,-3.765118228254169e-16,1.2826515652104059e-20,-1.2434345231875214e-17,1.9360106532978462e-11,1.8128514928307146e-20,8.9459360935226983e-21,1.6654558840195646e-17,6.69969452258341e-38,-1.1130615198088051e-21,5.8749860263128375e-23,9.399166206075238e-30,1.477960576969001e-36,0.88129999999999997,0.0,0.0,0.0,0.0098884671215230015,0.108802895207273,9.9999999999994584e-05,6.8174493057047934e-08,6.4266470055495276e-07,5.4221311071216591e-07,3.3783778318283527e-13,1.0255785219991205e-07,7.1545355767650723e-10,2.2010439254955541e-09,1.5623037342669964e-15,2.2433860160852338e-17,2.4176850650683689e-13,1.709496562436316e-11,7.456593993203511e-08,3.995487534541546e-10,9.1730224582050819e-20,6.7602562959723766e-17,9.203155113508991e-21,2.1421215930930955e-18,9.9272578041356697e-08,3.2175283831617498e-20,8.4026472332335837e-22,4.5788460565543545e-23,3.6518415323737954e-25,3.6659236154894974e-26,7.6165189411905613e-11,1.9345597670066846e-11,8.8814255462093005e-15,5.6227575877601789e-15,2.4096336471014727e-16,4.7109934408722905e-18,9.7153330161231431e-18,3.2883714518068905e-13,9.9478685648233795e-25,1.8031811408894939e-14,1.5429069085509332e-13,3.3380484463365435e-14,2.8614750696174574e-17,2.0037311405668278e-17,6.0384350295505249e-17,1.8264941944057276e-23,2.4401227669765304e-19,3.4590086459807314e-20,7.5514496490709524e-28,6.2835763662972334e-23,4.3045582673505367e-28,4.6631274752020254e-24,6.2601071046199795e-21,1.8864051791096566e-14,7.245385503127624e-20,2.4648161526545123e-24,3.7436449775535646e-29,1.5518316713124726e-19,9.8346938597551141e-16,2.410511439024639e-18,8.1832980081771175e-23,1.5403254293813691e-24,6.2679809379749492e-22,1.5130703701042052e-20,6.1718458759171127e-30,1.9037961143203703e-29,1.6414650525050096e-35,6.4628236510506364e-27,4.3867606612233117e-31,6.6102444782001613e-30,7.2068447237174296e-33,1.7132902586182703e-23,2.2222303475766652e-20,7.8125720291683852e-32,2.3750245911227352e-25,1.9994124596140855e-26,5.1110039187654191e-27,2.341673344903091e-28,5.7431295198198644e-31
1.4673506620766042e-10,0.0024741675321911334,6.6054239674095769e-18,1.2228716625518617e-13,6.9786463554815389e-14,1.0600044047517978e-15,3.4095625582371649e-11,6.6554674598919241e-17,1.7559734086587217e-28,1.2327464149161843e-22,4.2842014685889109e-27,4.263433268197173e-16,3.3976992610985069e-16,5.5799542276349744e-18,9.2252082824190921e-21,1.9878470133655145e-29,9.5914349001670792e-31,1.9280351529538726e-26,4.5736066635911148e-32,-2.4671161927880897e-38,2.6480212278892473e-24,-3.7532224560163009e-16,1.3168292691893909e-20,-1.2740073402244506e-17,2.0084942646849041e-11,1.9066389689132363e-20,9.1610223205274729e-21,1.7096767648455188e-17,7.0254880161567903e-38,-1.1492019173095101e-21,6.1129354729407571e-23,9.9574108460102813e-30,1.5486231790437371e-36,0.88129999999999997,0.0,0.0,0.0,0.0098884466073450444,0.1088028932126357,9.9999999999994489e-05,6.9086603884867531e-08,6.5126269027771657e-07,5.4887430411152789e-07,3.4235759660287075e-13,1.0452189925965163e-07,7.1545215666577252e-10,2.230737065138993e-09,1.5922228410710167e-15,2.2736503743118706e-17,2.5262797249318296e-13,1.7558642748740985e-11,7.5567685309413791e-08,4.1031189732901947e-10,9.3157010782038282e-20,7.0229721609659434e-17,9.4935000745674794e-21,2.234222148026486e-18,1.0060625076337382e-07,3.3957428045713036e-20,8.9688691833162111e-22,4.8927305762145189e-23,3.9524303063825232e-25,3.9679793302338964e-26,7.7911738602814632e-11,2.0069888846888011e-11,9.2143359561544984e-15,5.8344939590238161e-15,2.4323142152812687e-16,5.0025555586941457e-18,9.9696579027228692e-18,3.375709362509722e-13,1.0633411717566891e-24,1.8256694920939676e-14,1.5721335813990523e-13,3.4453715987668193e-14,2.9536615534858757e-17,2.0682706120020924e-17,6.2471481112992708e-17,1.8896252590002807e-23,2.5047232710125435e-19,3.5796499269519721e-20,7.8148247738756633e-28,6.4503724213578659e-23,4.4546901794061626e-28,4.806548206546344e-24,6.5054737654982059e-21,1.9353366639706588e-14,7.4333258657255269e-20,2.5944652866792093e-24,3.94059296717235e-29,1.5920857019031805e-19,1.022891194067092e-15,2.4878189384858846e-18,8.4457577958993549e-23,1.5897255219249921e-24,6.4691243939001001e-22,1.5822645162537588e-20,6.6202616804856874e-30,2.0343126702451732e-29,1.7457859243827934e-35,6.6513943849327294e-27,4.5147684034417506e-31,6.803542602212753e-30,7.4171265261232747e-33,1.8181689721079498e-23,2.2875123372838039e-20,8.4480036060594977e-32,2.4954958955194208e-25,2.1247227850704427e-26,5.5018976867191574e-27,2.4947276002110264e-28,6.1832038209391276e-31
1.486726745068018e-10,0.002474167527248077,6.7632543227156418e-18,1.2486094683362196e-13,6.997154990380364e-14,1.1012448893576744e-15,3.4987609688238338e-11,6.9980189544530173e-17,1.7938873040293141e-28,6.1102512228165431e-22,4.4195649977133517e-27,4.2638204254177488e-16,3.3788004700909109e-16,5.6801147223956974e-18,9.4619391019745246e-21,2.0796394885982195e-29,1.006579587869577e-30,1.9843297732476665e-26,4.8201973282009812e-32,-2.5362072657072398e-38,2.7539386351804118e-24,-3.7421982970839074e-16,1.3514427554816997e-20,-1.3044742605448835e-17,2.0826276200751493e-11,2.0038988096689799e-20,9.3753348060640665e-21,1.7540511590106657e-17,7.3578413548368142e-38,-1.1856519328411434e-21,6.3571839971911819e-23,1.0541177150695128e-29,1.6205677743675998e-36,0.88129999999999997,0.0,0.0,0.0,0.0098884260931105354,0.10880289121294907,9.9999999999994394e-05,6.9998710311000399e-08,6.598606379229584e-07,5.5553038795409974e-07,3.4687738774139723e-13,1.0649098406976102e-07,7.1545075565076635e-10,2.2604300584203221e-09,1.6222186899961255e-15,2.3039145833607719e-17,2.6381522503270347e-13,1.8028616661871243e-11,7.6569428448490386e-08,4.2121805804363685e-10,9.4588905000793664e-20,7.2921028049715081e-17,9.7900804583302419e-21,2.3291923181453994e-18,1.0193992076372108e-07,3.5815111174256301e-20,9.5653429532842863e-22,5.2238010080609282e-23,4.2734407980570647e-25,4.290678506787787e-26,7.9671938667753403e-11,2.0810665015112247e-11,9.5548327762648432e-15,6.0510787019040554e-15,2.4550026072892246e-16,5.308004377485605e-18,1.0223889692643475e-17,3.4641493718835108e-13,1.1356774393157779e-24,1.8482268155273788e-14,1.6015442425567297e-13,3.5547146741512723e-14,3.047586422791653e-17,2.1340268766948035e-17,6.4600942352388367e-17,1.9540367234016841e-23,2.5701745433356763e-19,3.7026755521507547e-20,8.0834052243591433e-28,6.6193703996694204e-23,4.6077892870171629e-28,4.9526735528025589e-24,6.7571662310161914e-21,1.9848352180586548e-14,7.6234443022188554e-20,2.7291628030255677e-24,4.1452111292588163e-29,1.632806250748725e-19,1.0633283507904784e-15,2.5665726717468664e-18,8.7131277966780961e-23,1.6400497749000899e-24,6.6740329543658559e-22,1.653663281166978e-20,7.0952350607078625e-30,2.1719758028393285e-29,1.8554689663790512e-35,6.8431691411191706e-27,4.6449513257658e-31,7.0001319450897131e-30,7.6309812808953932e-33,1.926919904576088e-23,2.3539670805735185e-20,9.1259618540024813e-32,2.6202560639215734e-25,2.2559397160383174e-26,5.9165169095181609e-27,2.6553270659917255e-28,6.6500402005302417e-31
1.5061028280594317e-10,0.002474167522293041,6.9223693792556707e-18,1.2744320885568435e-13,7.0213615705472347e-14,1.1435079096942347e-15,3.5890931928577012e-11,7.3535532735462246e-17,1.8314987979508448e-28,-9.8261222853179831e-22,4.55741835331783e-27,4.2743817989447066e-16,3.370149868294077e-16,5.7784893661713169e-18,9.6990665802354777e-21,2.1746132785046622e-29,1.0552286025670937e-30,2.0416337425060221e-26,5.076607283159713e-32,-2.6052675696129051e-38,2.8626224133601921e-24,-3.7413813327230325e-16,1.3864915135848423e-20,-1.3348935450561927e-17,2.1584234922448541e-11,2.1047087501602684e-20,9.58932655581289e-21,1.798661977629401e-17,7.6966652503712992e-38,-1.2224645281699999e-21,6.6078117135450834e-23,1.1151297916446422e-29,1.6938669720297807e-36,0.88129999999999997,0.0,0.0,0.0,0.0098884055788194779,0.10880288920839021,9.9999999999994299e-05,7.0910812335453421e-08,6.6845854348332219e-07,5.6218153931620507e-07,3.5139715659449904e-13,1.0846492957092188e-07,7.154493546314879e-10,2.2901229053171476e-09,1.6522885838249914e-15,2.3341786432091141e-17,2.7533528408481164e-13,1.8504891113334368e-11,7.7571169349259522e-08,4.3226723431120224e-10,9.6025910263393797e-20,7.5677111424773126e-17,1.0092980014153448e-20,2.4270927020308595e-18,1.032735880425579e-07,3.775064520746951e-20,1.0193287149054019e-21,5.5727758171673204e-23,4.6159803459747995e-25,4.6351572756757019e-26,8.1445638853359822e-11,2.1568053805380785e-11,9.9029748337862057e-15,6.2725496441871788e-15,2.4776911869019231e-16,5.627807174028119e-18,1.0478452210630631e-17,3.55368986933264e-13,1.211955584797063e-24,1.8708522131802774e-14,1.6311377601297877e-13,3.6660903061113111e-14,3.1432605711412556e-17,2.2010075581584976e-17,6.677301989220637e-17,2.0197372347819743e-23,2.6364777552405323e-19,3.8280953430665246e-20,8.3572124420868274e-28,6.790573319095103e-23,4.7638678125346232e-28,5.1015265547346456e-24,7.0152656178218942e-21,2.0348987132853913e-14,7.8157326386236758e-20,2.8690380202410368e-24,4.3576959731354111e-29,1.6739915670762317e-19,1.1047925332519847e-15,2.6467814148661498e-18,8.9854378080270263e-23,1.6913037963474054e-24,6.8827294803752347e-22,1.7273076502702012e-20,7.597993878680033e-30,2.3170842968723796e-29,1.970729076321298e-35,7.0381658067547679e-27,4.7773215727034042e-31,7.2000309223011664e-30,7.8484289350287905e-33,2.0396025011048286e-23,2.4215951506982357e-20,9.848702806344266e-32,2.7493920444118598e-25,2.3932493402382055e-26,6.3559273543773038e-27,2.8237216246182855e-28,7.1448432487839958e-31
1.5254789110508454e-10,0.0024741675173264423,7.0828139542822641e-18,1.3003496519087449e-13,7.0429803600477311e-14,1.1868059279949917e-15,3.6805683224351088e-11,7.722391153319569e-17,1.8688896995211047e-28,6.6581800429640731e-22,4.6977761234405962e-27,4.2819837075708587e-16,3.3586452591358565e-16,5.8784215553314032e-18,9.9367899235792697e-21,2.2724018163138312e-29,1.1050957944851518e-30,2.0999485638844838e-26,5.3431650980164576e-32,-2.6744808117676026e-38,2.9741071344068711e-24,-3.7376783512520036e-16,1.4219750308474507e-20,-1.3652948480873728e-17,2.2358945131449758e-11,2.2091470946556766e-20,9.8032381118686977e-21,1.8435561660257817e-17,8.0418844264644285e-38,-1.2596904889892093e-21,6.8648986152108112e-23,1.1788622785385403e-29,1.7686564450754809e-36,0.88129999999999997,0.0,0.0,0.0,0.0098883850644718649,0.10880288719912985,9.9999999999994191e-05,7.1822909958233452e-08,6.7705640696272197e-07,5.6882792906743192e-07,3.5591690316418848e-13,1.1044356490968766e-07,7.1544795360793758e-10,2.3198156058177439e-09,1.6824299198768789e-15,2.3644425538449459e-17,2.8719316704982681e-13,1.8987469853482684e-11,7.8572908011715864e-08,4.4345942484482418e-10,9.7468029597654838e-20,7.8498596387602499e-17,1.0402282738703128e-20,2.5279846883344069e-18,1.0460725260004348e-07,3.9766389788779712e-20,1.0853954854152442e-21,5.9403950538312694e-23,4.9812020444856203e-25,5.0026002095257454e-26,8.323269060655935e-11,2.2342181441138903e-11,1.0258820307160836e-14,6.4989441959641741e-15,2.5003994370852044e-16,5.9624404866036945e-18,1.0733559458696078e-17,3.6443292466113425e-13,1.292340428142074e-24,1.8935457809733206e-14,1.6609130072644047e-13,3.7795110503855277e-14,3.2406948250244131e-17,2.2692202329339659e-17,6.8987997890872693e-17,2.0867353882844365e-23,2.7036341051344063e-19,3.9559189618363285e-20,8.636267520737347e-28,6.9639842681794067e-23,4.9229377800034588e-28,5.2531303607242586e-24,7.2798531357924716e-21,2.0855250295335742e-14,8.0101827315727039e-20,3.0142219049979356e-24,4.5782465129404367e-29,1.71563990667056e-19,1.1472953747404113e-15,2.7284538848245363e-18,9.2627174268699215e-23,1.7434931565560948e-24,7.0952366790583186e-22,1.8032388560947572e-20,8.1298073999688543e-30,2.469945914146274e-29,2.091787526055493e-35,7.2364021567007715e-27,4.9118912123769163e-31,7.4032578312133918e-30,8.06948931027635e-33,2.1562795643315714e-23,2.490397583744855e-20,1.0618562275021227e-31,2.882991092145721e-25,2.5368405689945308e-26,6.8212254557524755e-27,3.0001652068953657e-28,7.6688522951949406e-31
1.5448549940422592e-10,0.002474167512348691,7.2446492832011388e-18,1.3263762123075628e-13,7.0772549874357637e-14,1.2311509510163774e-15,3.7731705544104211e-11,8.1048570974417721e-17,1.9060737459652124e-28,-1.5535840301329549e-22,4.8406527913482112e-27,4.2934187582504581e-16,3.3510117649049144e-16,5.9794715097172723e-18,1.0175201722854775e-20,2.3739397895240898e-29,1.156187217612223e-30,2.1592828289486976e-26,5.620154246218947e-32,-2.7437894893005285e-38,3.088427376774205e-24,-3.7378187633988842e-16,1.4578928011538246e-20,-1.3956921726979436e-17,2.3150531760531021e-11,2.3172927095354249e-20,1.0017193990984591e-20,1.8887610478214164e-17,8.3934351061891307e-38,-1.2973292312798873e-21,7.128524579353001e-23,1.2454018340070781e-29,1.8448959263040958e-36,0.88129999999999997,0.0,0.0,0.0,0.0098883645500677068,0.10880288518533307,9.9999999999994123e-05,7.2735003179347428e-08,6.8565422835611514e-07,5.7546972210049675e-07,3.6043662744778298e-13,1.1242672520866416e-07,7.1544655258011497e-10,2.34950815991555e-09,1.712640186506711e-15,2.3947063152615791e-17,2.9939388866565563e-13,1.9476356633286427e-11,7.957464443585404e-08,4.5479462835757451e-10,9.891526603223982e-20,8.1386103137638749e-17,1.0718072863264771e-20,2.6319304576587518e-18,1.0594091443633662e-07,4.1864752841271234e-20,1.1548634281318876e-21,6.3274208052661113e-23,5.3703061543071301e-25,5.3942419066472786e-26,8.5032947523777592e-11,2.3133172760139082e-11,1.0622426735947896e-14,6.7302993560332286e-15,2.5231067684896752e-16,6.3123901712604667e-18,1.098931206861123e-17,3.7360658978201764e-13,1.3770017892634074e-24,1.9163071213355923e-14,1.6908688679540366e-13,3.8949893854380803e-14,3.3398999442645494e-17,2.3386724309097405e-17,7.1246158791689537e-17,2.1550397271737626e-23,2.7716448183563704e-19,4.0861559181880265e-20,8.9205912212604425e-28,7.1396064051821076e-23,5.085011023802895e-28,5.4075081547866067e-24,7.5510100916758365e-21,2.1367120546261914e-14,8.2067864681976011e-20,3.1648470741302026e-24,4.8070642707221092e-29,1.7577495318490885e-19,1.1908484648975931e-15,2.8115987399838685e-18,9.5449960510946253e-23,1.7966233883568155e-24,7.3115771048219211e-22,1.8814983765479026e-20,8.6919872321282042e-30,2.6308775813567785e-29,2.2188720967382374e-35,7.4378958599371612e-27,5.0486722410871369e-31,7.6098308596792915e-30,8.2941821103304347e-33,2.2770160051489265e-23,2.5603834817152363e-20,1.1437990910651294e-31,3.0211407567774748e-25,2.6869051232120351e-26,7.3135386753913386e-27,3.1849157737334626e-28,8.2233418178707436e-31
1.564231077033673e-10,0.002474167507360181,7.4080180272169414e-18,1.352545216811236e-13,7.1200127776289389e-14,1.2765550663712117e-15,3.866903756430337e-11,8.5012789263576531e-17,1.9430886383056361e-28,6.7715506605734537e-22,4.9860627373748593e-27,4.3068587584478868e-16,3.3454509206710886e-16,6.0822974100497794e-18,1.041440713619485e-20,2.4790549521713109e-29,1.208509573549595e-30,2.219652465648273e-26,5.9078919271096549e-32,-2.8133510660165447e-38,3.205617646660108e-24,-3.7400088591314264e-16,1.4942443151929673e-20,-1.426101174425056e-17,2.3959118373718868e-11,2.4292250172780722e-20,1.0231330851954148e-20,1.9343060468325045e-17,8.7512622764376564e-38,-1.3354002678048779e-21,7.3987693726362908e-23,1.3148368309898727e-29,1.9226272691528843e-36,0.88129999999999997,0.0,0.0,0.0,0.0098883440356069933,0.10880288316715891,9.9999999999994015e-05,7.364709199880219e-08,6.9425200766310709e-07,5.8210707752035632e-07,3.649563294450459e-13,1.1441425137742631e-07,7.1544515154802028e-10,2.379200567606486e-09,1.7429169602246909e-15,2.4249699274548555e-17,3.1194246093214699e-13,1.9971555204216246e-11,8.0576378621668689e-08,4.6627284356251782e-10,1.003676225946753e-19,8.4340247453844264e-17,1.1040434843460912e-20,2.7389929841035158e-18,1.0727457355159594e-07,4.4048191116921786e-20,1.2278649348901056e-21,6.7346375960894347e-23,5.7845413638380368e-25,5.8113684123999828e-26,8.6846265308875766e-11,2.3941151232411624e-11,1.0993851029113989e-14,6.9666517172499727e-15,2.5458240536442618e-16,6.6781514505618084e-18,1.1245823042305421e-17,3.8288982194031828e-13,1.4661145818105683e-24,1.9391357322981801e-14,1.7210042354050932e-13,4.0125377130844825e-14,3.4408866225565374e-17,2.4093716356997543e-17,7.3547783327937265e-17,2.2246587429903858e-23,2.8405111459746749e-19,4.2188155751462258e-20,9.2102039843337549e-28,7.3174429559497847e-23,5.2500991957472163e-28,5.5646831691608491e-24,7.8288178911715462e-21,2.1884576843006027e-14,8.4055357660293647e-20,3.3210477966184908e-24,5.0443532794547307e-29,1.8003187114403838e-19,1.2354633498618651e-15,2.8962245805559411e-18,9.8323028811461317e-23,1.8506999874213951e-24,7.5317731605803162e-22,1.962127933444943e-20,9.2858881522661278e-30,2.8002055566592151e-29,2.352217198530389e-35,7.6426644789574692e-27,5.1876765828566915e-31,7.8197680874575283e-30,8.5225269201373005e-33,2.401878492863237e-23,2.6315707331456103e-20,1.2309530365875269e-31,3.1639288718563419e-25,2.8436375211236957e-26,7.8340258107013098e-27,3.3782353000273467e-28,8.8096217940955325e-31
1.5836071600250867e-10,0.002474167502361292,7.5729194570275291e-18,1.3788560094002843e-13,7.1549349571555997e-14,1.3230295806503636e-15,3.9617838782108278e-11,8.9119890205401398e-17,1.9799358329103839e-28,4.5428836970324641e-23,5.134020239436613e-27,4.3176028521720293e-16,3.3372349575836398e-16,6.1856556107264783e-18,1.0654365212442103e-20,2.5868412797589616e-29,1.2620695064084078e-30,2.2810708905998181e-26,6.2067070316547474e-32,-2.8832963539991203e-38,3.3257123835968503e-24,-3.739519115813554e-16,1.5310290624860475e-20,-1.4565157196339379e-17,2.4784827190639956e-11,2.5450239875907638e-20,1.0445624090308858e-20,1.9801932876643238e-17,9.1153112636964871e-38,-1.3739154447735021e-21,7.6757126711871663e-23,1.3872573724918603e-29,2.0019135431090847e-36,0.88129999999999997,0.0,0.0,0.0,0.0098883235210897383,0.10880288114476071,9.9999999999993893e-05,7.4559176416604674e-08,7.0284974487520981e-07,5.8874014889631292e-07,3.6947600915149496e-13,1.1640598986043345e-07,7.1544375051165331e-10,2.4088928288732997e-09,1.7732579018561879e-15,2.4552333904071917e-17,3.2484389302071345e-13,2.04730693180937e-11,8.1578110569154425e-08,4.7789406917264095e-10,1.0182510231359549e-19,8.7361640739881472e-17,1.1369453345739688e-20,2.8492360372093278e-18,1.0860822994597972e-07,4.6319210951392642e-20,1.3045360480315154e-21,7.1628529450930102e-23,6.2252065567088316e-25,6.2553192127264189e-26,8.8672501716696275e-11,2.4766238984595589e-11,1.1373149476257776e-14,7.2080374737706998e-15,2.5685444907132115e-16,7.0602289790822161e-18,1.1503045625381416e-17,3.9228246101438234e-13,1.5598589436251661e-24,1.962030880209039e-14,1.7513180041809871e-13,4.1321683590829101e-14,3.5436654880490791e-17,2.481325285046157e-17,7.5893150530941611e-17,2.2956008757944876e-23,2.9102343640349509e-19,4.3539071566077532e-20,9.5051259469010593e-28,7.4974972109926567e-23,5.4182137745130686e-28,5.7246786818536858e-24,8.1133580409179333e-21,2.2407598221721026e-14,8.6064225728583677e-20,3.482959996273704e-24,5.2903200871164128e-29,1.8433457207542209e-19,1.2811515324677516e-15,2.9823399490522532e-18,1.012466692155886e-22,1.9057284125503517e-24,7.7558470989752053e-22,2.0451694904836506e-20,9.9129092776462404e-30,2.9782656612328478e-29,2.4920640364743813e-35,7.8507254632290079e-27,5.3289160850040389e-31,8.0330874797385586e-30,8.7545431986083531e-33,2.5309340064484809e-23,2.7039743515932299e-20,1.3235813559622341e-31,3.311443540458521e-25,3.0072350609575752e-26,8.383877411084142e-27,3.5803897517059834e-28,9.4290381736577717e-31
1.6029832430165004e-10,0.002474167497352389,7.7391688712348917e-18,1.4052641778168304e-13,7.1707312065625751e-14,1.3705848608469556e-15,4.0578229124661471e-11,9.3373251857275326e-17,2.0165535599342641e-28,9.8877224463800356e-22,5.2845394727222918e-27,4.3222963098563372e-16,3.323062704545595e-16,6.2909485489063674e-18,1.0894856035083112e-20,2.6966443734447268e-29,1.3168732271863408e-30,2.3435528153703074e-26,6.516882004821403e-32,-2.9535063351720615e-38,3.4487460008183378e-24,-3.73303880835461e-16,1.5682465339705876e-20,-1.4869035000245406e-17,2.5627779100955381e-11,2.6647701313222757e-20,1.0659855679794883e-20,2.026392140273561e-17,9.4855218540244905e-38,-1.4128352665050354e-21,7.959434070515362e-23,1.4627552980413905e-29,2.0826651699527573e-36,0.88129999999999997,0.0,0.0,0.0,0.0098883030065159451,0.10880287911828654,9.9999999999993784e-05,7.5471256432761762e-08,7.1144743998610221e-07,5.9536908440706659e-07,3.7399566656379142e-13,1.1840179249199233e-07,7.1544234947101457e-10,2.4385849436920795e-09,1.8036607543323311e-15,2.4854967040942157e-17,3.3810319123094849e-13,2.098090272701376e-11,8.2579840278305887e-08,4.896583039008197e-10,1.0328770821657371e-19,9.045089005167322e-17,1.170521323976461e-20,2.9627241829292013e-18,1.0994188361964589e-07,4.8680368721235232e-20,1.3850165097064624e-21,7.6128977101477521e-23,6.6936519234750896e-25,6.7274884924628835e-26,9.0511516520156064e-11,2.560855681436214e-11,1.1760377754263793e-14,7.4544924253455169e-15,2.5912759129706051e-16,7.459136881299831e-18,1.1760740332866276e-17,4.0178434711622904e-13,1.6584203176746094e-24,1.9849922559693704e-14,1.781809071966687e-13,4.2538935731669825e-14,3.6482471033853254e-17,2.5545407708449581e-17,7.8282537735564773e-17,2.3678745143320967e-23,2.9808157732297661e-19,4.4914397516960512e-20,9.8053769516784593e-28,7.6797725249162365e-23,5.5893660710582947e-28,5.8875180491019175e-24,8.4047121504819254e-21,2.2936163797108816e-14,8.8094388666458976e-20,3.6507212532767004e-24,5.5451737590283833e-29,1.8868288415626352e-19,1.3279244723710718e-15,3.0699533303206498e-18,1.0422116981079971e-22,1.9617140856962841e-24,7.983821022465461e-22,2.1306652519964175e-20,1.0574494814461149e-29,3.16540342272942e-29,2.638660713766531e-35,8.0620961509030133e-27,5.4724025192065407e-31,8.2498068853827324e-30,8.9902502805082811e-33,2.6642481811334055e-23,2.7776108242244389e-20,1.4219578589688754e-31,3.4637731266750156e-25,3.1778978098198963e-26,8.9643160217400343e-27,3.79164907085952e-28,1.0082973156059229e-30
