Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85)
1.998081832522304e-11,0.002657591825614982,1.5946652440401993e-19,3.6331254773745241e-15,2.0157686170084248e-14,2.3028957235866805e-18,6.4157257577038832e-13,3.7609728617694212e-20,-2.389007010684508e-30,-1.4881644947721524e-21,3.7834340542236293e-29,1.4925893167183189e-21,1.0138598632741819e-28,5.6299271434257023e-19,1.5157522063190379e-25,-2.4893746872313904e-30,-3.1709625888323157e-34,9.8556322237467568e-29,-1.0924073799472088e-35,2.3697141546547616e-43,6.650360182836544e-27,-1.6612797220910149e-27,2.6849930672891613e-22,-8.1223596059677292e-24,6.4276586712050517e-14,7.7360186105658158e-24,7.6811377589088044e-27,4.8627003050810938e-22,-4.2978197703163932e-40,-1.9287041200337713e-34,1.5388237231870406e-25,2.1506878434526739e-33,4.931962877379159e-44,0.88129999999999997,0.0,0.0,0.0,0.0098897945123750577,0.10880299657402176,9.9999999999999517e-05,9.6499023020214283e-09,8.496309019203878e-08,8.2045417212427097e-08,4.1259079577844053e-14,3.1704695632520356e-09,7.5111606135898517e-10,2.5482516669632907e-10,4.7962972152734014e-17,2.5812090210176885e-18,2.5583004942984802e-16,2.9136199188782618e-13,1.0547085111236454e-08,6.8745124463898843e-12,8.762911187888791e-21,1.8551653473557311e-19,1.5685393214656451e-22,5.5309142087331862e-21,1.4096490695596061e-08,1.2069646585330795e-23,4.4438717882324563e-26,2.4623033407082882e-27,2.5240759345192934e-30,2.7567678304953497e-31,1.9344981561005536e-12,6.4234198372271472e-14,2.6743514118395994e-17,1.5644403150213957e-17,9.5879318908638329e-17,6.9906001314068769e-22,3.8426987673580106e-24,6.6507687802318115e-15,4.7661362658782121e-29,5.0019983103207224e-15,1.0061190365710162e-14,2.8424125140825652e-16,2.1774975105035355e-19,1.5278031355698473e-19,1.9684419673237595e-19,5.855249485128241e-26,5.0385812136878961e-21,1.3198606558551552e-22,2.8605295951304638e-30,1.2749791437843799e-24,1.6308296803095704e-30,9.6736154140774785e-26,3.2325144548355418e-23,3.1540861026368414e-16,1.1264491385500747e-21,1.9814814140964261e-27,3.0203282716917659e-32,2.4096449289774723e-21,2.1493781790238718e-18,2.0893746542555642e-20,6.5566866544230406e-25,1.3644669012887833e-26,4.9767150541308404e-24,1.7185136615389073e-23,4.4699677912905766e-34,1.0278889198168622e-33,5.4283478439453873e-39,1.4639923717809919e-28,9.1830447222967125e-33,1.3491681079151218e-31,1.6687695451737394e-34,4.8155059474151856e-30,1.1491073930949094e-22
2.136336429379169e-11,0.0026575918244350115,1.8231708933755359e-19,4.144279906055867e-15,2.1317454524990553e-14,2.8288376380042421e-18,7.285113150269941e-13,4.7224919522416483e-20,-2.3799192292127308e-30,3.7670135333533103e-24,4.4832299511585886e-29,-2.3141445085006118e-25,1.1313155521781485e-28,5.9841466600790727e-19,1.8659288618907563e-25,-2.4835432267881121e-30,-2.787332180310376e-34,1.3817446993476056e-28,-8.8609409561132643e-36,2.5546930505360181e-43,8.1717802691821337e-27,-1.6602139373155552e-27,3.0801172388756398e-22,-8.085832277314792e-24,7.8331047550437504e-14,1.0084821076224293e-23,1.0710015174458765e-26,6.3992116833477482e-22,-4.6125638781561583e-40,-2.140543564217326e-34,1.8907843777629725e-25,2.844029549105444e-33,7.3409934624849208e-44,0.88129999999999997,0.0,0.0,0.0,0.0098897802947783813,0.10880299612987784,9.9999999999999503e-05,1.0317596702204669e-08,9.0840731755173577e-08,8.7516211713602916e-08,4.4113348090431572e-14,3.5957780438428339e-09,7.5111504594120109e-10,2.7357066760180173e-10,5.4397070267198378e-17,2.7710886080532257e-18,3.1893958106926052e-16,3.3308989666609796e-13,1.1298669389557185e-08,7.8585846381901062e-12,9.4231881456499267e-21,2.2642230900281623e-19,1.7864449754158078e-22,6.7444016363700722e-21,1.5101006309243761e-08,1.5751540450340349e-23,6.2007814571399825e-26,3.4388725370494252e-27,3.772173888914966e-30,4.0825180271520268e-31,2.2028408612952462e-12,7.8279201430277738e-14,3.2641076313269057e-17,1.920443292329046e-17,9.7369435011064127e-17,9.2940715723604235e-22,4.7279942577058702e-24,7.6288593692081698e-15,6.6581420411057663e-29,5.1419617605276739e-15,1.1076937580895734e-14,3.3683423780933033e-16,2.5872944063853525e-19,1.8148145976620679e-19,2.4528111653299203e-19,7.2960226684983159e-26,5.7517568318959433e-21,1.6038546069702665e-22,3.476030046996561e-30,1.4591003391416351e-24,1.981735480071425e-30,1.07521111295122e-25,3.7723079306928639e-23,3.6300365774002519e-16,1.296445842110546e-21,2.4540811383666466e-27,3.7415365847267847e-32,2.773332406902414e-21,2.6537839257087005e-18,2.4759155836431298e-20,7.770221054009567e-25,1.6169117110447607e-26,5.9022157450847056e-24,2.1877727078989246e-23,5.9369853004531756e-34,1.4358091253824739e-33,6.9102203353105688e-39,1.6498066757524779e-28,1.0349470153768961e-32,1.5235135776437591e-31,1.8805928697995431e-34,4.8760758075916518e-30,1.6110265109606251e-22
2.2745910262360342e-11,0.002657591823193655,2.0650223430562416e-19,4.6832813591176626e-15,2.242720597896859e-14,3.4292298424587254e-18,8.2091693338533772e-13,5.8539482898117967e-20,-2.3709572404835781e-30,-1.1052835459122359e-20,5.2507902905277372e-29,1.1053332786806158e-20,1.2408609052472521e-28,6.1985163234462185e-19,2.2824575071699422e-25,-2.4767714259715242e-30,-2.2729826544199119e-34,1.7959431618249426e-28,-5.9999901229778231e-36,3.1699971943908347e-43,9.9090782706438367e-27,-1.6575079994912798e-27,3.5022596050057769e-22,-7.9190603649621362e-24,9.4265344554817276e-14,1.2928043285815395e-23,1.4623485605567001e-26,8.2735271910863378e-22,-4.9253441414807743e-40,-2.3615771815239466e-34,2.2926781743901377e-25,3.6950838476521987e-33,1.0596078877610447e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897660771573304,0.10880299566262636,9.9999999999999463e-05,1.0985288815632774e-08,9.6718353602197839e-08,9.2963866205091401e-08,4.6967606998932983e-14,4.044188690900322e-09,7.5111403050461747e-10,2.9231610541320127e-10,6.1180660637809271e-17,2.9609675559873242e-18,3.9237310980834653e-16,3.7761244352183436e-13,1.2050252498561683e-08,8.9084561127261725e-12,1.008559654034497e-20,2.7289152253176653e-19,2.0176000148862554e-22,8.1201309477667286e-21,1.6105520497905757e-08,2.0209740177025215e-23,8.4700730674803574e-26,4.7016093379162833e-27,5.4953775325116644e-30,5.898926020742127e-31,2.4874852677095823e-12,9.4202750088237237e-14,3.933388685567364e-17,2.3259728750892637e-17,9.8849916977145072e-17,1.2145988480561069e-21,7.6353698488731039e-24,8.6736996631035356e-15,9.1053297719647553e-29,5.277194849018448e-15,1.2110751291945749e-14,3.9452556230611651e-16,3.0374949962005126e-19,2.1300723795662796e-19,3.0080412450853631e-19,8.9475721305045997e-26,6.5111304387300257e-21,1.9246213763528097e-22,4.171228437587808e-30,1.6553820164018161e-24,2.3780782399247472e-30,1.1898512791779015e-25,4.3679716334448083e-23,4.1390699910084791e-16,1.478259933653556e-21,3.0033521584396356e-27,4.579863453832694e-32,3.1623043327564156e-21,3.2314849017349614e-18,2.8999081200796841e-20,9.1013837967585994e-25,1.893817014963947e-26,6.9178475152562229e-24,2.7404463963044312e-23,7.7582411435893694e-34,1.9633325463419659e-33,8.6713525883314573e-39,1.8455506819945254e-28,1.1578263326930024e-32,1.707303942293105e-31,2.1037365090407742e-34,4.9827254814872321e-30,2.0939370660534707e-22
2.4128456230928993e-11,0.0026575918218924503,2.3201454815221819e-19,5.2497636750645009e-15,2.3566139615185918e-14,4.1089704743359119e-18,9.1880923034932588e-13,7.1737470250652788e-20,-2.3620155727088454e-30,1.6868525706339775e-20,6.0872505992388223e-29,-1.6867082565717975e-20,1.3653331436267313e-28,6.6900349493772635e-19,2.7136897834480992e-25,-2.4688568040820413e-30,-1.6213931118344488e-34,2.2317315823176194e-28,-2.259374211174181e-36,2.9402648533169745e-43,1.187649638452225e-26,-1.6561143975069217e-27,3.9513983472536988e-22,-7.7850305079883348e-24,1.1218966739666448e-13,1.6329464280854319e-23,1.9601077770795043e-26,1.0531812192268974e-21,-5.2361737643099115e-40,-2.5916988325802624e-34,2.7478052027247168e-25,4.7268207764810162e-33,1.4828355026660196e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897518595118007,0.10880299517284547,9.9999999999999422e-05,1.1652978642308637e-08,1.0259595583523816e-07,9.8388958974351398e-08,4.9821856351543243e-14,4.5151232970045985e-09,7.5111301507623017e-10,3.1106148029851551e-10,6.8304996075599329e-17,3.1508458665215699e-18,4.7707413456396613e-16,4.2493029891555986e-13,1.280183443823692e-08,1.0024126462762295e-11,1.0750136886637047e-20,3.2526745461489323e-19,2.2618976650099693e-22,9.6675788132561141e-21,1.7110033261639884e-08,2.5544051238382225e-23,1.1354874134915332e-25,6.3085762135982589e-27,7.8275116028090441e-30,8.3402072216396485e-31,2.7882448409685297e-12,1.1211495677810939e-13,4.6868941068874434e-17,2.7840526151507706e-17,1.0034855333969099e-16,1.563371076594819e-21,6.6003455663056278e-24,9.7852189480008051e-15,1.2220604359898515e-28,5.4088621625354271e-15,1.3161473779078075e-14,4.5740175189512895e-16,3.5287979797787298e-19,2.4740639274399437e-19,3.6378350963300431e-19,1.0820912009681959e-25,7.3165460156547191e-21,2.2840966483742082e-22,4.9503199958140634e-30,1.8637827812108955e-24,2.8222497212566219e-30,1.3114106860839187e-25,5.0225939935493931e-23,4.6810961836746764e-16,1.6718592074261272e-21,3.6370510610711304e-27,5.547166673846004e-32,3.5764917992069185e-21,3.8873978951176755e-18,3.3619833895737336e-20,1.05521580396126e-24,2.1955950401662449e-26,8.025137738792249e-24,3.3843107304306656e-23,9.9939213303295566e-34,2.6347394327218198e-33,1.0745551441699063e-38,2.051246107854713e-28,1.2869559362962086e-32,1.9005550361602006e-31,2.3382251954547388e-34,5.1313330611443979e-30,2.6020048174280972e-22
2.5511002199497644e-11,0.0026575918205328963,2.5882431067535254e-19,5.8428387546302399e-15,2.4603125875642228e-14,4.872922002186263e-18,1.0221371393554054e-12,8.7011845890559497e-20,-2.3531873463994098e-30,-4.0054056248444132e-20,6.9936773928976787e-29,4.0049760485753804e-20,1.4577637053295456e-28,6.7431558111142716e-19,3.2567793980436576e-25,-2.4597965910336818e-30,-8.2706646132190828e-35,2.683350213957779e-28,2.4507681853419219e-36,4.0568988639584595e-43,1.4088359622510758e-26,-1.6507374991511869e-27,4.427511708350022e-22,-7.2618354648037225e-24,1.3221294829884974e-13,2.0356461755792104e-23,2.5844707359680059e-26,1.3223157970312261e-21,-5.5450693459591447e-40,-2.8307975571549267e-34,3.2594628826862248e-25,5.963939851692593e-33,2.0711421513592286e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897376418419676,0.108802994661099,9.9999999999999422e-05,1.2320666182235156e-08,1.0847353827459194e-07,1.037920538387161e-07,5.2676096059694069e-14,5.0080181227849547e-09,7.5111199965498195e-10,3.2980679240369328e-10,7.5761548265928832e-17,3.3407235411344269e-18,5.7401191736998062e-16,4.7504414638154954e-13,1.3553415208581641e-08,1.1205595280658491e-11,1.1416809712610012e-20,3.8389143863362098e-19,2.5192431106575944e-22,1.1396142802634626e-20,1.811454460051957e-08,3.1859847728286181e-23,1.4970874307626265e-25,8.3250275130580771e-27,1.0928589158393708e-29,1.1566016780809053e-30,3.1049362091067255e-12,1.3212467736523963e-13,5.5292697633540373e-17,3.2976714501745593e-17,1.0181967394011271e-16,1.9852576392357135e-21,1.1859302820929724e-23,1.0963346584802587e-14,1.6130922465981657e-28,5.5377227285953999e-15,1.4228179097208703e-14,5.2554419764553211e-16,4.0618590735968559e-19,2.8472468206228327e-19,4.3456683655656349e-19,1.2926380516106422e-25,8.1678524385187682e-21,2.6841698304194284e-22,5.8173996539860905e-30,2.0842625335927673e-24,3.3165845048954007e-30,1.4399974415436079e-25,5.7392834298001488e-23,5.2560252408255638e-16,1.8772115452575883e-21,4.3633531771898816e-27,6.6559447219613369e-32,4.015826086312239e-21,4.6264262936461264e-18,3.862734464370569e-20,1.2124407263499042e-24,2.5226331558198443e-26,9.2255207414969502e-24,4.127267465976702e-23,1.2711008551495507e-33,3.47731904517987e-33,1.3169064542016441e-38,2.2669297868745114e-28,1.4223588839265272e-32,2.1032986859634754e-31,2.5841009054643252e-34,5.323710604316493e-30,3.1285053218405392e-22
2.6893548168066295e-11,0.002657591819116451,2.8698551251450692e-19,6.4635995676135282e-15,2.5801687887157203e-14,5.7260172800916484e-18,1.1310329771073769e-12,1.0456480181459498e-19,-2.3444344813933882e-30,9.0792819461041299e-20,7.9710833274882626e-29,-9.0786650737508601e-20,1.5858958499578067e-28,7.9721645897860509e-19,3.7031123247698102e-25,-2.4494591100636936e-30,1.1944775918503551e-35,3.180287504054874e-28,8.227018501164569e-36,1.5438717329447369e-43,1.6558951196815048e-26,-1.6481788633574037e-27,4.9305778388235261e-22,-6.1175298703238179e-24,1.5444288389317433e-13,2.5079968318549359e-23,3.3579927968944587e-26,1.639959897907317e-21,-5.8520482287051944e-40,-3.0784831286197456e-34,3.8309459630982951e-25,7.4329005878938509e-33,2.7556806069737599e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897234241474251,0.1088029941279364,9.9999999999999287e-05,1.2988351435415217e-08,1.1435110132124905e-07,1.0917370051737824e-07,5.553032631674491e-14,5.5223235249965456e-09,7.5111098422915561e-10,3.4855204189108645e-10,8.3542002141986443e-17,3.5306005814702626e-18,6.8418035814994796e-16,5.2795468615917493e-13,1.4304994809599052e-08,1.2452862160213912e-11,1.2085615556130375e-20,4.4910287629544185e-19,2.7895531018863739e-22,1.3315150207422773e-20,1.9119054514624067e-08,3.9268018609841108e-23,1.9446974871027278e-25,1.0823803144029437e-26,1.4988007917747925e-29,1.576443468356872e-30,3.437379091762548e-12,1.5433953299050083e-13,6.4651087921113736e-17,3.8697843069972058e-17,1.0335835340197769e-16,2.4906169963786564e-21,3.1857239708691936e-25,1.2208012009147695e-14,2.0978073953539104e-28,5.6647145915486875e-15,1.5310142645150819e-14,5.990302909095255e-16,4.6373004613939917e-19,3.2500553369978414e-19,5.1348050008193521e-19,1.527368616948084e-25,9.0649033243020987e-21,3.126685257113822e-22,6.7764646577491147e-30,2.3167824322483998e-24,3.8633614790720221e-30,1.57572903753103e-25,6.5211644871230641e-23,5.8637674933136768e-16,2.0942849166358522e-21,5.1908551833962798e-27,7.9193407535588121e-32,4.4802386616847146e-21,5.45346012266491e-18,4.4027247354831971e-20,1.3819901591786286e-24,2.8752993420079163e-26,1.0520358186671817e-23,4.9773368283062681e-23,1.5983758920646438e-33,4.5215344487234126e-33,1.5980668876631803e-38,2.4926524184167561e-28,1.5640669083446193e-32,2.3155796827557546e-31,2.8414214157206092e-34,5.4937190119583285e-30,3.7078340188454472e-22
2.8276094136634946e-11,0.0026575918176445458,3.1614966641858214e-19,7.1036413058319581e-15,2.616890863207098e-14,6.6727734036338337e-18,1.2451165472986263e-12,1.2460680601132363e-19,-2.3371514285277754e-30,-3.3802068196831018e-19,9.0204362574830121e-29,3.3796800781463704e-19,1.4115731570959518e-28,4.8451162112653841e-19,4.781450929472171e-25,-2.4391553794815631e-30,1.2156201573710929e-34,3.6119984203513135e-28,1.5153647053555936e-35,1.2273995515131351e-42,1.9303517671862859e-26,-1.6043283455496825e-27,5.4605752365466338e-22,1.9399742314857306e-24,1.7898595588620559e-13,3.0574430102299539e-23,4.305712910294767e-26,2.0116009181579463e-21,-6.1572167054340193e-40,-3.3326867250089752e-34,4.465546554164975e-25,9.1619484540724387e-33,3.8802885924363901e-43,0.88129999999999997,0.0,0.0,0.0,0.009889709206429554,0.10880299357389397,9.9999999999999612e-05,1.3656034401851747e-08,1.2022864359288906e-07,1.1453443498180919e-07,5.8384546450384977e-14,6.057503606116837e-09,7.511099687969458e-10,3.6729722743631544e-10,9.1638250583843478e-17,3.7204769741144061e-18,8.0859695164599587e-16,5.8366263384523824e-13,1.5056573241288244e-08,1.3765926689409061e-11,1.2756554924549614e-20,5.2123925119974744e-19,3.0727555853768796e-22,1.5433866282357619e-20,2.0123563004027018e-08,4.7884921588379857e-23,2.4925907254639372e-25,1.3885706230777246e-26,2.022783524241864e-29,2.115502054159203e-30,3.7853962333958806e-12,1.788659307215734e-13,7.4989524818257823e-17,4.5033126720804606e-17,1.046907340402252e-16,3.0906578411052726e-21,5.1117974696519734e-23,1.3519144731331395e-14,2.6919433044634835e-28,5.7894902726263531e-15,1.6406708659223305e-14,6.7793406181961241e-16,5.2557166773889823e-19,3.6829045148807791e-19,6.0083129133476296e-19,1.7871954384709105e-25,1.0007557011669848e-20,3.6134433267694562e-22,7.8314170291145692e-30,2.5613048763675116e-24,4.4648052436304361e-30,1.7186562285565485e-25,7.3713603068946816e-23,6.5042335153315365e-16,2.3230473779640176e-21,6.1285759805449968e-27,9.3511440076172586e-32,4.9696611789030512e-21,6.3733760814930737e-18,4.9824926247043475e-20,1.5640332672756292e-24,3.2539452694961934e-26,1.1910951091161588e-23,5.942652099745407e-23,1.9894181317251222e-33,5.8011805982662217e-33,1.9221752623233074e-38,2.7284662459896576e-28,1.7121129017096736e-32,2.5374481705410604e-31,3.1102463032274475e-34,5.9450986505789213e-30,4.2110510333268319e-22
2.96586401052036e-11,0.002657591816118547,3.4574033379740376e-19,7.7491824938067009e-15,2.6081483848078373e-14,7.7174662881015571e-18,1.3661309795929819e-12,1.4736304018952701e-19,-2.3381155488102592e-30,3.2349505052274342e-19,1.0142672223359007e-28,-3.2360400615001501e-19,-6.8731130699189323e-29,5.841808715535147e-19,5.3816190418216906e-25,-2.4359000267045237e-30,2.4465380626065797e-34,3.9941711939113027e-28,2.2988957702137888e-35,8.9881427931647659e-43,2.2344250390003821e-26,-1.3122361629341657e-27,6.0174811770057907e-22,6.6460020265926642e-23,2.0594745109645344e-13,3.6917765599707931e-23,5.4552711827276873e-26,2.4429928131896855e-21,-6.4612079000556876e-40,-3.5717617053820553e-34,5.1665542003414616e-25,1.1181124684478195e-32,3.8582004874986821e-43,0.88129999999999997,0.0,0.0,0.0,0.0098896949886862536,0.10880299299949248,9.9999999999999517e-05,1.4323715081547635e-08,1.261061671803325e-07,1.1987477979452426e-07,6.123875747428331e-14,6.6130358756414633e-09,7.51108953362691e-10,3.8604234968687209e-10,1.0004238929449849e-16,3.910352725624701e-18,9.4830179411369438e-16,6.4216872132786208e-13,1.5808150503645694e-08,1.5144788461308656e-11,1.342962836387813e-20,6.0063614216289599e-19,3.3687893510009343e-22,1.7761502153847615e-20,2.1128070068798436e-08,5.783234252745259e-23,3.1564837707200061e-25,1.7599874744691772e-26,2.6906232191731905e-29,2.7991990309809555e-30,4.148813338674121e-12,2.0580908357601051e-13,8.6352911282822734e-17,5.2011451445932912e-17,1.0640656283562074e-16,3.7974639999211792e-21,4.294171965307623e-23,1.4896674336227507e-14,3.4128698818533312e-28,5.9137762958134729e-15,1.7517398730175105e-14,7.623267762870097e-16,5.9176791309702263e-19,4.1461933079350586e-19,6.9690791816899472e-19,2.0729772696071764e-25,1.0995676090677679e-20,4.1462015920608436e-22,8.9860659302943052e-30,2.817793427632244e-24,5.1230874576840947e-30,1.8689361660816664e-25,8.2930068763141061e-23,7.1773341239912087e-16,2.5634670724079017e-21,7.185957435616432e-27,1.0965790896140341e-31,5.4840254771793942e-21,7.3910375791690354e-18,5.6025559890194044e-20,1.7587327449203866e-24,3.6589091745880025e-26,1.3398550034847254e-23,7.0314552310261238e-23,2.4532518888291651e-33,7.3535399001474195e-33,2.2936393821044488e-38,2.9744369399700804e-28,1.8665378762489005e-32,2.7689623604437837e-31,3.3906503852608147e-34,7.2744489543284214e-30,4.6566424152998899e-22
3.0902931476915386e-11,0.002657591814700051,3.7264894162343213e-19,8.3326625647999862e-15,2.6476804564843037e-14,8.7453379869521874e-18,1.4797874107772758e-12,1.7036680676660025e-19,-2.3377287072721203e-30,3.6636800754548894e-21,1.1215740055501246e-28,-3.7842024385953438e-21,-2.1249837048138989e-28,8.9914070893478943e-19,5.6835730077036713e-25,-2.4302963358591382e-30,3.6726483817899125e-34,4.4308325366532147e-28,3.099952601748711e-35,-7.3349932021615704e-44,2.5337018054831282e-26,-1.1032246917055812e-27,6.5416860129433603e-22,1.1770478047504081e-22,2.3236662008152043e-13,4.3419723420058724e-23,6.6874734434635401e-26,2.8873049497863845e-21,-6.734189258564301e-40,-3.7548131088691458e-34,5.8569557433322406e-25,1.3272807765765288e-32,4.0379696128074814e-43,0.88129999999999997,0.0,0.0,0.0,0.0098896821926958579,0.10880299246554659,9.9999999999999192e-05,1.4924625738113049e-08,1.3139592211362182e-07,1.2466407831533597e-07,6.3807539450915913e-14,7.1299947557477116e-09,7.5110803947173357e-10,4.0291290702250517e-10,1.0786298708743814e-16,4.0812403682702134e-18,1.0879847405419775e-15,6.9721722649849397e-13,1.6484569039986635e-08,1.6442020367122647e-11,1.403721968605143e-20,6.7857691612975277e-19,3.6461483764084926e-22,2.0042576018042235e-20,2.2032125209091577e-08,6.8027617152080924e-23,3.8673652524958288e-25,2.1580979935949577e-26,3.4391901827234866e-29,3.5622443056171594e-30,4.4889139851450798e-12,2.322102578889432e-13,9.7492998665032689e-17,5.8865357149338946e-17,1.0772260627364374e-16,4.5355849036814218e-21,3.3559664486281767e-24,1.6193162177291257e-14,4.185836953563172e-28,6.0256721636868538e-15,1.8528873780703609e-14,8.4303058890362406e-16,6.5511356497847001e-19,4.5894991464073334e-19,7.9106264003331122e-19,2.3530422077501259e-25,1.1923746557677955e-20,4.6664330996573307e-22,1.0113565674480093e-29,3.0588350084886887e-24,5.7658915412435005e-30,2.0105629209947242e-25,9.1861874884268643e-23,7.8109537305040941e-16,2.7897854723380718e-21,8.2480565442269385e-27,1.2587759717227725e-31,5.9682223839323851e-21,8.3945142873873129e-18,6.1954818674224826e-20,1.9449142234933217e-24,4.0461504093566257e-26,1.4821333418621064e-23,8.1238570606931608e-23,2.9411004276483481e-33,9.0175734131424764e-33,2.6723120056411636e-38,3.2045638736214641e-28,2.0110177673004443e-32,2.9856333978630582e-31,3.6529931356367578e-34,8.2382915300558473e-30,5.1657517308790963e-22
3.118289703555054e-11,0.0026575918143751016,3.787773696090442e-19,8.4651511154686202e-15,2.6699710188069884e-14,8.9884680172293984e-18,1.5057240244842784e-12,1.7589164304886262e-19,-2.3360750726257431e-30,2.3219156846525351e-23,1.1465481013920614e-28,-1.4213140695917675e-22,-2.0842666407644967e-28,9.2611466296124017e-19,5.8170109536796786e-25,-2.4272169570044158e-30,3.9661909908857954e-34,4.55612083882535e-28,3.297603337486333e-35,-1.3214399178255842e-43,2.6043395163404946e-26,-1.1032036186457313e-27,6.662632033856507e-22,1.1874196769807031e-22,2.3860021082637707e-13,4.4992756989502834e-23,6.9930539834558856e-26,2.9950816866406676e-21,-6.7955259511054351e-40,-3.7919672191017623e-34,6.0203206402055627e-25,1.3781875607371021e-32,4.3646687409395288e-43,0.88129999999999997,0.0,0.0,0.0,0.009889679313595405,0.10880299234323061,9.9999999999999192e-05,1.505983038057623e-08,1.325861146647768e-07,1.2573948853003765e-07,6.4385514270189736e-14,7.2484882872541468e-09,7.5110783384613927e-10,4.0670877562950431e-10,1.0965556735218535e-16,4.1196900190516657e-18,1.1213188382764226e-15,7.0991563104533002e-13,1.6636763080132664e-08,1.6741242294208907e-11,1.4174166070244818e-20,6.9698607472997475e-19,3.7099776349276016e-22,2.0580842349948498e-20,2.2235537456641976e-08,7.0494051766240935e-23,4.0435525493671089e-25,2.2568243477199176e-26,3.6294458338869837e-29,3.7557300514109777e-30,4.5671239572612223e-12,2.3843960008850486e-13,1.0012216838595008e-16,6.0484565964139157e-17,1.0796351645389623e-16,4.7160475388895397e-21,7.2643822901409133e-25,1.6492270612029995e-14,4.3775551067758883e-28,6.0507254944735178e-15,1.8757990891299602e-14,8.6181448013219975e-16,6.6986266846069858e-19,4.6927123529903513e-19,8.1327123886828979e-19,2.4191020714738342e-25,1.2137613229797291e-20,4.788937151620345e-22,1.0379069193235398e-29,3.1143986321921355e-24,5.9172589779419111e-30,2.0432600868728616e-25,9.3957171509037911e-23,7.9571445383495919e-16,2.8420024786991002e-21,8.5022467401305178e-27,1.297595781569252e-31,6.079938249971051e-21,8.6321097629903096e-18,6.3334813101342347e-20,1.9882470815122801e-24,4.1362782631907973e-26,1.5152512622610257e-23,8.3849917809517386e-23,3.0608841940849561e-33,9.4302466914534505e-33,2.7636871834183868e-38,3.2574925169048335e-28,2.0442480593310596e-32,3.0354759133100626e-31,3.71333139356488e-34,8.2643770025756758e-30,5.3117967502048136e-22
