Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85)
9.169716185256063e-06,0.0026588531914457283,2.4313438534351146e-07,1.6411126630814025e-05,3.3277263803419582e-10,5.8106851074491727e-06,3.1402163352778029e-05,0.00046864587444955574,1.1540521170065687e-16,9.946795163498573e-24,2.1570475591191715e-11,1.6166441375166006e-08,4.2757637379746485e-11,1.0103252033724338e-06,9.9170086636468779e-05,2.5144132815577521e-08,9.1497067001973253e-11,7.2090886427807136e-08,4.5245833911647351e-07,5.1555910018901719e-15,1.4772423376363173e-07,2.0775810464835628e-11,6.0190793565037701e-09,3.0232420530899511e-07,0.0007510963584700679,1.0046231970066787e-10,3.384638052681492e-08,0.00081007156150771911,2.1812887144814084e-22,4.8551555147943381e-11,3.0474871814716195e-07,1.0630311260935909e-07,1.2172500657816179e-12,0.88129999999999997,0.0,0.0,0.0,0.00041415256300611464,0.10689922028239399,0.00026286537361747462,1.6801374534091492e-05,1.226327621598003e-05,1.4332313453187863e-06,5.8482491325252677e-12,4.1753834573851733e-07,8.0813868981810965e-11,3.8408461872332114e-08,6.3165630055475023e-15,3.8905244066301948e-16,0.00049157042325577297,0.0026722180219982583,0.00057456875915744656,0.0021544943331491375,1.9928240807490336e-12,6.0637145334416216e-08,9.6977399189225629e-12,1.4912488718781457e-07,0.001741400803402038,2.2863649464376807e-05,4.5163457164474906e-06,2.6351446370504069e-06,1.6058948872990796e-06,0.00035829514182904185,7.0339149173673053e-10,0.00010586510978973284,4.4312144228413061e-08,2.8360740224727199e-08,1.5199925880345185e-14,0.00065235527163031413,4.2957718338767979e-06,1.1106639107898061e-07,0.00023685652425334426,1.4729864941795236e-11,4.0467017818035908e-10,2.9226198148066526e-06,2.2832965696438189e-09,1.5955899573250105e-09,5.7869161690932498e-09,1.7213130988210854e-15,1.0678917443236588e-06,3.1103592581415224e-07,6.7411094473584564e-15,2.8082256834368378e-10,3.8432051087311887e-15,1.2752279364702655e-09,4.6931747945646941e-06,1.6307886235192309e-08,5.7205961414392185e-14,2.0699569078411154e-05,3.1674150551349984e-10,1.2239723340004979e-13,8.0271836987641512e-05,1.9836929809204441e-07,6.1190603747395869e-12,1.2956106718727217e-13,4.6935592558195297e-11,0.00027827320534783352,3.3786698474156996e-05,1.1029753778778958e-12,5.0207968349229131e-11,2.9981204813517705e-06,1.8492942719466792e-10,2.8009839986414696e-09,3.4179993418673018e-12,1.2770744283744038e-05,1.3187114928654022e-05
9.187404335099761e-06,0.002658857530447421,2.4319290238054664e-07,1.6415009124514889e-05,3.246748218551955e-10,5.8106814774122253e-06,3.1432636007443183e-05,0.00046899874826530138,1.1576996613796875e-16,1.0200072374188316e-23,2.1601403168967079e-11,1.6198849261638809e-08,4.2918093118256264e-11,1.0142934683807066e-06,9.9436939643944469e-05,2.5257459711012261e-08,9.1766140699770879e-11,7.2477527538398997e-08,4.5505198608199215e-07,5.1720056010161264e-15,1.481928669820248e-07,2.0970829664432598e-11,6.0220625219031646e-09,3.0356115799394982e-07,0.00075113337501130691,1.0017020334123185e-10,3.395700578424026e-08,0.00081156029354130348,2.1878940636526409e-22,4.881419745189064e-11,3.0492543583320103e-07,1.0644124297365182e-07,1.2234576278483685e-12,0.88129999999999997,0.0,0.0,0.0,0.00041243726265917298,0.10689807274982618,0.0002633234186902076,1.6732093516052559e-05,1.222644210300323e-05,1.4226997946546273e-06,5.8306111605770056e-12,4.1446576822848436e-07,8.0644038593082189e-11,3.8292624201518128e-08,6.270080737200945e-15,3.8787908129494907e-16,0.00049069799637263545,0.0026729047681280657,0.0005741038260026638,0.0021535461709360584,1.9933115718336259e-12,6.0652729623299759e-08,9.6806511179573417e-12,1.4889935532938383e-07,0.0017427747021978998,2.2846502502977652e-05,4.5129030668559576e-06,2.6331709938539788e-06,1.6046731633791294e-06,0.00035856012672505694,6.9823684015407712e-10,0.00010577838149761615,4.427529467347798e-08,2.8337155703955021e-08,1.5162993829157671e-14,0.00065250273498405095,4.3153350278087472e-06,1.1115403704980965e-07,0.00023747237910050467,1.4732288562232284e-11,4.047999611538616e-10,2.9243688977083335e-06,2.2846347871415722e-09,1.5965251167837316e-09,5.7903078322986308e-09,1.7223219460432362e-15,1.0679833897197554e-06,3.1105877824311936e-07,6.7416047300960545e-15,2.808466682044159e-10,3.8434874766651735e-15,1.2754127807560323e-09,4.6938578912234192e-06,1.632784247626127e-08,5.7275257025011383e-14,2.0725158040931943e-05,3.1713306374231554e-10,1.2254549751145017e-13,8.0582427827660501e-05,1.9839859514767346e-07,6.1198884123554805e-12,1.2958020199208664e-13,4.6941943932567008e-11,0.0002790972638856822,3.3768167510762605e-05,1.1021492828654087e-12,5.018043101361468e-11,2.9962237618568224e-06,1.8481014864686869e-10,2.7991773782878413e-09,3.4158369918142687e-12,1.283174220573131e-05,1.3239768612607649e-05
9.20509248494346e-06,0.002658861863904508,2.4325025187253004e-07,1.6418768239123315e-05,3.1681162325815922e-10,5.8106549032347159e-06,3.1462781900845073e-05,0.0004693509275989196,1.1613428796931048e-16,1.045816265442721e-23,2.1632180586429193e-11,1.6231159371517378e-08,4.3078639143463967e-11,1.018271731303293e-06,9.9703528302272891e-05,2.5370904520171094e-08,9.2035286732865937e-11,7.2864935300645636e-08,4.5765511388458916e-07,5.1884064633840374e-15,1.4866168536111363e-07,2.1168708994179496e-11,6.0250127528737687e-09,3.0479971206050001e-07,0.00075116993509095431,9.9888149505023234e-11,3.4068249983451198e-08,0.00081304778785911802,2.1944907198658821e-22,4.9078589980713948e-11,3.0510048557474522e-07,1.0657900342589121e-07,1.2296733825005079e-12,0.88129999999999997,0.0,0.0,0.0,0.00041072846036287013,0.10689692606281168,0.00026378134532835103,1.6663091514555976e-05,1.2189868284121968e-05,1.4122545420052352e-06,5.813097810341813e-12,4.1141840318104735e-07,8.0474619483100896e-11,3.8177604985818031e-08,6.2239798855796738e-15,3.8671401233852515e-16,0.00048982704099029956,0.0026735889078333417,0.00057363793556340376,0.0021525979141918507,1.993797126512174e-12,6.0668254762308734e-08,9.663590477300098e-12,1.4867399210689876e-07,0.0017441456932648072,2.2829257676852879e-05,4.509441213157963e-06,2.6311860515408934e-06,1.6034445929386865e-06,0.00035882415396619384,6.9312449922892691e-10,0.00010569179759634264,4.4238506896808049e-08,2.8313610722623374e-08,1.5126179562956743e-14,0.00065264960753122687,4.3349141300808501e-06,1.1124149752195666e-07,0.00023808780590178264,1.4734702258322509e-11,4.049292662979763e-10,2.9261118897926145e-06,2.2859682354499178e-09,1.5974569434863092e-09,5.7936874081705477e-09,1.7233271978987339e-15,1.0680695760945174e-06,3.1108004316489048e-07,6.7420656066481706e-15,2.8086933251207617e-10,3.8437502291295032e-15,1.2755909028766372e-09,4.6945162409394427e-06,1.6347621424287641e-08,5.7343929573989588e-14,2.0750566539811828e-05,3.1752186054527076e-10,1.2269242852715232e-13,8.089339653901545e-05,1.9842684605051491e-07,6.1206842193645919e-12,1.2959865352245837e-13,4.694804808554512e-11,0.00027992124281784144,3.374947971281488e-05,1.1013184584550166e-12,5.0152660616873283e-11,2.9943172652823802e-06,1.8469027179325245e-10,2.797361695853012e-09,3.4136634954275457e-12,1.2892884281901358e-05,1.3292554955408256e-05
9.222780634787158e-06,0.0026588661918275857,2.4330643889750523e-07,1.6422408000210815e-05,3.0918055259828476e-10,5.8106053701178948e-06,3.1492599758387671e-05,0.00046970241299902388,1.1649817364792705e-16,1.0720941432448244e-23,2.166280820355734e-11,1.6263371283184459e-08,4.3239275794030295e-11,1.0222600128214622e-06,9.9969851564879163e-05,2.548446623433603e-08,9.2304500267339986e-11,7.3253100927874082e-08,4.6026773367645667e-07,5.2047932903870381e-15,1.4913068631633238e-07,2.1369427054141199e-11,6.0279300435675924e-09,3.060398570759272e-07,0.00075120604250286194,9.9616226314652054e-11,3.4180120527572484e-08,0.0008145340422692608,2.2010785197607934e-22,4.9344759271195818e-11,3.0527387159638525e-07,1.0671639562517843e-07,1.2358978673390585e-12,0.88129999999999997,0.0,0.0,0.0,0.00040902612398552947,0.10689578022494292,0.00026423915037493515,1.6594367052566995e-05,1.2153553079558366e-05,1.4018948125234239e-06,5.7957082758166328e-12,4.0839602393743424e-07,8.0305609874678832e-11,3.8063398931811114e-08,6.1782570217664853e-15,3.8555718017488032e-16,0.00048895755543008099,0.00267427045554961,0.0005731710955857286,0.0021516495716374841,1.9942807556946622e-12,6.0683721079024769e-08,9.6465579689832575e-12,1.484487986560323e-07,0.0017455137836303875,2.281191589333115e-05,4.5059603353238482e-06,2.6291899146927986e-06,1.6022092399785183e-06,0.0003590872283009521,6.8805408912821506e-10,0.00010560535781959461,4.4201780784901774e-08,2.8290105208088812e-08,1.5089482631684854e-14,0.00065279589320583684,4.3545087484996033e-06,1.113287729438124e-07,0.00023870280121770148,1.4737106052051176e-11,4.0505809497420576e-10,2.9278488106252424e-06,2.2872969301388149e-09,1.5983854483131844e-09,5.7970549361704971e-09,1.7243288661253663e-15,1.068150307502605e-06,3.1109972182903521e-07,6.7424921040968316e-15,2.8089056233291807e-10,3.8439933815640309e-15,1.2757623070798852e-09,4.6951498593235842e-06,1.6367222329486382e-08,5.7411976458070035e-14,2.0775794437767466e-05,3.1790789382167819e-10,1.2283802087725734e-13,8.1204739740430848e-05,1.9845405145053019e-07,6.1214478172183504e-12,1.2961642220289703e-13,4.695390518167043e-11,0.00028074513785720888,3.3730636509793275e-05,1.100482948420778e-12,5.0124659283249872e-11,2.9924011370763521e-06,1.8456980562930844e-10,2.7955370875847704e-09,3.4114790185246441e-12,1.2954170413353315e-05,1.334547423517607e-05
9.240468784630856e-06,0.0026588705142273138,2.4336146842113717e-07,1.6425932370599932e-05,3.0177852617589867e-10,5.8105328662396477e-06,3.1522088403785107e-05,0.00047005320500534832,1.168616200227008e-16,1.0988276982617995e-23,2.1693286383094314e-11,1.6295484583013741e-08,4.34000036436363e-11,1.026258333659038e-06,0.00010023590839690924,2.5598143846610643e-08,9.2573776486245204e-11,7.3642015675723955e-08,4.6288985651414094e-07,5.221165785716391e-15,1.4959986726259632e-07,2.1572958957114923e-11,6.0308143910044406e-09,3.0728158254927144e-07,0.0007512417010135116,9.9354477786159179e-11,3.4292624829210303e-08,0.00081601905457256898,2.2076572797242417e-22,4.9612731499758948e-11,3.0544559808827342e-07,1.0685342122622526e-07,1.2421316288964407e-12,0.88129999999999997,0.0,0.0,0.0,0.00040733022163083789,0.10689463523973922,0.00026469683067508593,1.6525918661157272e-05,1.2117494751084251e-05,1.3916198372752241e-06,5.7784417231762448e-12,4.0539840557526624e-07,8.013700800546544e-11,3.7950000563354518e-08,6.1329087431125279e-15,3.8440852933429077e-16,0.00048808953800787261,0.0026749494256647316,0.00057270331378020444,0.0021507011519501184,1.9947624702535836e-12,6.0699128899949737e-08,9.6295535649301197e-12,1.4822377611012815e-07,0.0017468789802972014,2.2794478059153799e-05,4.5024606131912353e-06,2.6271826878106224e-06,1.6009671684406497e-06,0.00035934935445823302,6.8302523257268785e-10,0.00010551906189815109,4.4165116223020853e-08,2.8266639086916385e-08,1.5052902527618984e-14,0.00065294159591747225,4.3741184903003817e-06,1.1141586376216733e-07,0.00023931736162681553,1.4739499957104663e-11,4.0518644839478398e-10,2.9295796797107821e-06,2.2886208867279427e-09,1.599310642109656e-09,5.8004104556325474e-09,1.7253269624230156e-15,1.0682255881656992e-06,3.1111781553334452e-07,6.7428842505691754e-15,2.8091035877711569e-10,3.8442169500044568e-15,1.2759269977856069e-09,4.6957587626187306e-06,1.6386644493457353e-08,5.7479395254325348e-14,2.0800841601896708e-05,3.1829116153789005e-10,1.2298226937769702e-13,8.1516454039022563e-05,1.9848021202174761e-07,6.1221792281031729e-12,1.2963350847363133e-13,4.6959515391121486e-11,0.00028156894472961268,3.3711639320334434e-05,1.0996427965029693e-12,5.0096429120877086e-11,2.9904755216744737e-06,1.8444875908738391e-10,2.7937036887745444e-09,3.4092837257691377e-12,1.3015600500048812e-05,1.3398526730192538e-05
9.258156934474554e-06,0.002658874831114541,2.4341534522798542e-07,1.6429345204236654e-05,2.9460221564556922e-10,5.8104373848867329e-06,3.1551246824065103e-05,0.00047040330414309525,1.1722462419853762e-16,1.1260033882987239e-23,2.1723615483612276e-11,1.6327498868924955e-08,4.3560823355974501e-11,1.0302667145381758e-06,0.00010050169778207217,2.5711936352978175e-08,9.2843110636609494e-11,7.403167088913716e-08,4.6552149329918079e-07,5.2375236572440041e-15,1.5006922561430052e-07,2.1779276293116995e-11,6.0336657968762085e-09,3.0852487789398787e-07,0.0007512769143459716,9.9102910579811965e-11,3.4405770308692935e-08,0.00081750282255914049,2.2142268112144632e-22,4.9882532197868415e-11,3.0561566919051493e-07,1.0699008187566837e-07,1.2483752257165475e-12,0.88129999999999997,0.0,0.0,0.0,0.00040564072178460927,0.10689349111059508,0.00026515438307729171,1.6457744884357082e-05,1.2081691465338277e-05,1.3814288567719486e-06,5.761297273248503e-12,4.0242532593196676e-07,7.9968812137309509e-11,3.7837404106488353e-08,6.0879316887195052e-15,3.8326800133034314e-16,0.00048722298703104315,0.0026756258324836784,0.00057223459780105066,0.0021497526637362986,1.9952422809970829e-12,6.0714478549707082e-08,9.6125772368963826e-12,1.4799892560013258e-07,0.001748241290228123,2.2776945080885726e-05,4.498942226548707e-06,2.6251644753552628e-06,1.5997184422314663e-06,0.0003596105371343162,6.7803755676319517e-10,0.00010543290955910268,4.4128513094839584e-08,2.8243212284655115e-08,1.501643871011467e-14,0.00065308671953610517,4.3937429621310832e-06,1.1150277042127859e-07,0.00023993148373671397,1.4741883981835431e-11,4.0531432766962276e-10,2.9313045164447309e-06,2.2899401206487339e-09,1.6002325356593636e-09,5.803754005667138e-09,1.726321498425048e-15,1.0682954226285784e-06,3.1113432566920306e-07,6.7432420762208095e-15,2.8092872303980729e-10,3.8444209516429307e-15,1.2760849797526162e-09,4.6963429683135702e-06,1.6405887302234553e-08,5.7546183836051591e-14,2.0825707907659763e-05,3.1867166178821792e-10,1.2312516947819926e-13,8.1828536024727226e-05,1.9850532848624968e-07,6.1228784756794907e-12,1.2964991280627534e-13,4.6964878895382969e-11,0.0002823926591816476,3.3692489544617621e-05,1.098798046425111e-12,5.0067972210459686e-11,2.9885405617401839e-06,1.8432714098995306e-10,2.7918616330495973e-09,3.4070777798041034e-12,1.307717443985692e-05,1.3451712719108587e-05
9.275845084318252e-06,0.00265887914249877,2.4346807394988439e-07,1.643265025399715e-05,2.8764762800035376e-10,5.8103189240689397e-06,3.1580074151746042e-05,0.00047075271092471678,1.1758718383518144e-16,1.1536066113543492e-23,2.1753795863315851e-11,1.6359413751069736e-08,4.3721735932208251e-11,1.0342851762082968e-06,0.00010076721871971512,2.5825842751823835e-08,9.3112498037699567e-11,7.4422058018739269e-08,4.6816265479800527e-07,5.2538666168830924e-15,1.505387587858451e-07,2.1988347357206799e-11,6.0364842673844165e-09,3.097697324401462e-07,0.00075131168618660022,9.8861501498470335e-11,3.451956438519225e-08,0.00081898534401124434,2.2207869088664105e-22,5.0154186289520622e-11,3.057840890074498e-07,1.0712637921190229e-07,1.2546292240404374e-12,0.88129999999999997,0.0,0.0,0.0,0.0004039575932642913,0.10689234784079017,0.00026561180443299338,1.638984427728615e-05,1.2046141308659277e-05,1.3713211194674567e-06,5.74427400864149e-12,3.9947656517402446e-07,7.9801020553167037e-11,3.7725603536243535e-08,6.0433225329234658e-15,3.8213553513406573e-16,0.00048635790079983927,0.0026762996902315716,0.00057176495525481437,0.0021488041155411294,1.9957201986709841e-12,6.0729770351110444e-08,9.595628956502864e-12,1.4777424825662021e-07,0.0017496007203525953,2.2759317865923219e-05,4.4954053553285813e-06,2.6231353818677745e-06,1.5984631252945955e-06,0.00035987078099587375,6.730906924243189e-10,0.00010534690052765977,4.4091971283211054e-08,2.821982472632844e-08,1.4980090573103847e-14,0.00065323126789697305,4.4133817705824865e-06,1.1158949336326917e-07,0.00024054516418015582,1.4744258125426467e-11,4.054417337460393e-10,2.9330233401178626e-06,2.2912546472473375e-09,1.601151139686345e-09,5.807085625168557e-09,1.7273124857005355e-15,1.0683598157832749e-06,3.1114925372854598e-07,6.7435656133865799e-15,2.8094565640744753e-10,3.8446054049140236e-15,1.2762362581173094e-09,4.6969024952850072e-06,1.6424950218051285e-08,5.7612340343827627e-14,2.0850393239443529e-05,3.1904939280356834e-10,1.2326671720036743e-13,8.2140982274705852e-05,1.9852940162102993e-07,6.1235455852911103e-12,1.296656357083074e-13,4.6969995888851791e-11,0.00028321627697784022,3.3673188565632734e-05,1.0979487419442721e-12,5.003929060715888e-11,2.986596398216861e-06,1.842049600525502e-10,2.7900110524174605e-09,3.4048613413116661e-12,1.3138892128485357e-05,1.3505032480905188e-05
9.29353323416195e-06,0.002658883448390254,2.4351965909698308e-07,1.6435851183245629e-05,2.8091051563216393e-10,5.8101774859702426e-06,3.1608569642366121e-05,0.00047110142585192911,1.1794929681114149e-16,1.1816228584630392e-23,2.1783827880932118e-11,1.6391228849989361e-08,4.3882742456570547e-11,1.0383137394850556e-06,0.00010103247022181201,2.5939862043451541e-08,9.3381934087442772e-11,7.4813168630490837e-08,4.7081335166378097e-07,5.2701943801671909e-15,1.5100846419212509e-07,2.2200138077162329e-11,6.0392698128302954e-09,3.1101613544869797e-07,0.00075134602019193185,9.8630205108445997e-11,3.4634014470017407e-08,0.00082046661670618541,2.2273373572620423e-22,5.0427718153337787e-11,3.0595086162130116e-07,1.07262314865236e-07,1.2608941940499799e-12,0.88129999999999997,0.0,0.0,0.0,0.00040228080516361501,0.10689120543350386,0.00026606909159616763,1.6322215404207699e-05,1.2010842303857735e-05,1.3612958802175713e-06,5.7273709817034162e-12,3.9655190534204447e-07,7.9633631553661862e-11,3.7614592628918428e-08,5.9990779784122849e-15,3.810110677034571e-16,0.00048549427760880795,0.0026769710130589049,0.00057129439370930471,0.0021478555158579733,1.9961962339632966e-12,6.074500462528178e-08,9.5787086952673008e-12,1.4754974521142993e-07,0.0017509572775730431,2.2741597323254235e-05,4.4918501797637831e-06,2.6210955120609233e-06,1.5972012816693837e-06,0.00036013009068352569,6.6818427324873951e-10,0.00010526103452873845,4.4055490670832198e-08,2.8196476336859828e-08,1.4943857481487211e-14,0.00065337524480587185,4.4330345226462093e-06,1.1167603302853719e-07,0.00024115839961101666,1.474662238234866e-11,4.0556866748090044e-10,2.9347361699245101e-06,2.2925644817919022e-09,1.6020664648601319e-09,5.8104053528334151e-09,1.7282999357597501e-15,1.068418772877345e-06,3.1116260130640295e-07,6.7438548966357055e-15,2.8096116025998212e-10,3.8447703295261505e-15,1.2763808384125533e-09,4.6974373638680057e-06,1.6443832767256546e-08,5.7677863143141878e-14,2.0874897490730619e-05,3.1942435295402922e-10,1.2340690904701891e-13,8.2453789357581501e-05,1.985524322619047e-07,6.1241805840885462e-12,1.2968067772562471e-13,4.6974866579782955e-11,0.00028403979389768645,3.3653737750879882e-05,1.0970949268893954e-12,5.001038634311784e-11,2.984643170427865e-06,1.8408222489024043e-10,2.7881520773639395e-09,3.4026345691270587e-12,1.320075345949358e-05,1.3558486294846515e-05
9.311221384005648e-06,0.0026588877487984937,2.4357010506470475e-07,1.6438951565082492e-05,2.7438629660502922e-10,5.8100130769481651e-06,3.1636732672571335e-05,0.0004714494494159137,1.1831096132747424e-16,1.2100369623639813e-23,2.1813711895541714e-11,1.6422943796744197e-08,4.4043844182713308e-11,1.0423524252723802e-06,0.00010129745131245381,2.6053993230001454e-08,9.3651414273486871e-11,7.5204994418413387e-08,4.7347359443885336e-07,5.286506666326105e-15,1.514783392488661e-07,2.2414612057938105e-11,6.0420224476163758e-09,3.122640761136106e-07,0.00075137991998971672,9.8408955496285462e-11,3.4749127963347796e-08,0.00082194663841747226,2.2338779342328858e-22,5.0703151615080608e-11,3.0611599109754511e-07,1.0739789045733583e-07,1.2671707084176681e-12,0.88129999999999997,0.0,0.0,0.0,0.00040061032684632846,0.10689006389181495,0.00026652624142334123,1.6254856838295503e-05,1.1975792414095356e-05,1.3513524000535494e-06,5.7105872163873181e-12,3.9365113028622377e-07,7.9466643456726462e-11,3.7504364974325356e-08,5.9551947552495257e-15,3.798945341075351e-16,0.00048463211574704875,0.0026776398150382017,0.00057082292069495367,0.0021469068731290938,1.9966703975016165e-12,6.076018169157542e-08,9.5618164246115964e-12,1.4732541759846121e-07,0.0017523109687659158,2.2723784363895092e-05,4.4882768804729704e-06,2.6190449708709533e-06,1.5959329755231194e-06,0.00036038847081155912,6.6331793577050659e-10,0.00010517531128770326,4.4019071140556083e-08,2.8173167041272693e-08,1.490773876511368e-14,0.00065351865403945981,4.4527008259837725e-06,1.117623898558225e-07,0.00024177118670402507,1.4748976741902952e-11,4.0569512963652363e-10,2.9364430249597165e-06,2.2938696394701897e-09,1.6029785217940799e-09,5.8137132271545879e-09,1.7292838600523648e-15,1.0684722995430263e-06,3.1117437010936516e-07,6.7441099629552897e-15,2.8097523607851553e-10,3.8449157465662014e-15,1.2765187266054323e-09,4.6979475959946296e-06,1.6462534539412164e-08,5.7742750821200629e-14,2.0899220564910897e-05,3.1979654076128737e-10,1.2354574199535603e-13,8.2766953834957334e-05,1.9857442130964828e-07,6.1247835012175082e-12,1.2969503944655067e-13,4.6979491191735405e-11,0.00028486320573540912,3.3634138452021884e-05,1.0962366451829628e-12,4.9981261426945372e-11,2.9826810159953892e-06,1.8395894401254478e-10,2.7862848367762456e-09,3.4003976201460971e-12,1.3262758324125575e-05,1.3612074440512964e-05
9.346597683693043e-06,0.0026588963332019482,2.4366759644205689e-07,1.6444864477967327e-05,2.6195696449825149e-10,5.8096153945797059e-06,3.1692059517486948e-05,0.00047214342436126093,1.1903293909500775e-16,1.2679980072712061e-23,2.1873037351856592e-11,1.6486071815999214e-08,4.4366338831969333e-11,1.0504602484836994e-06,0.00010182659842118469,2.6282587306396975e-08,9.4190489551686356e-11,7.5990759068421251e-08,4.7882275928080121e-07,5.3190837051557036e-15,1.5241858798323404e-07,2.2851454388683559e-11,6.0474290653960122e-09,3.1476452682794824e-07,0.00075144643131701315,9.7996227801510572e-11,3.4981374702514529e-08,0.00082490291996826148,2.2469285462028545e-22,5.1259815530915183e-11,3.0644133683176726e-07,1.0766796789354788e-07,1.2797606684531233e-12,0.88129999999999997,0.0,0.0,0.0,0.00039728817849256484,0.10688778341698746,0.00026744011651036405,1.6120944969608922e-05,1.1906431524149586e-05,1.3317077948836902e-06,5.6773734197223026e-12,3.8792037979599105e-07,7.9133863336967987e-11,3.7286232819055424e-08,5.8684993728728972e-15,3.7768499893590424e-16,0.00048291216913837247,0.002678969912290159,0.00056987727017814623,0.0021450094920191475,1.9976131514769268e-12,6.0790365467685209e-08,9.5281157402203999e-12,1.4687729321903986e-07,0.0017550097804339458,2.2687884851958996e-05,4.4810766356357772e-06,2.6149122955116985e-06,1.5933772331623006e-06,0.00036090246069718268,6.5370406779734537e-10,0.00010500429198652589,4.394641485996517e-08,2.8126665433270614e-08,1.4835841637335677e-14,0.0006538037844254906,4.4920725221887035e-06,1.1193455674241652e-07,0.00024299540269170024,1.4753655703936508e-11,4.0594664183834517e-10,2.9398388865318071e-06,2.2964659845231087e-09,1.6047928730773174e-09,5.8202935685820478e-09,1.7312411767928263e-15,1.0685630863813583e-06,3.1119317887352719e-07,6.7445176069838722e-15,2.8099911013314348e-10,3.845148150390147e-15,1.2767744531322314e-09,4.6988942480967425e-06,1.6499394455452535e-08,5.7870616371057021e-14,2.0947322854769528e-05,3.2053259433971534e-10,1.2381932169197514e-13,8.3394341188032303e-05,1.9861527861683391e-07,6.1258932189747576e-12,1.2972172460593279e-13,4.6988003164385669e-11,0.00028650969742315206,3.3594499718596388e-05,1.0945068581018404e-12,4.9922357538832758e-11,2.9787304677646269e-06,1.8371077853384443e-10,2.7825260652286932e-09,3.3958938080643936e-12,1.338719820546536e-05,1.3719654847583555e-05
9.381973983380438e-06,0.00265890489578019,2.4376058090035928e-07,1.6450415584019295e-05,2.5031859146579646e-10,5.8091260195308589e-06,3.1746052305349231e-05,0.00047283463946162503,1.1975310759590052e-16,1.3273673209218199e-23,2.1931775097617548e-11,1.6548795089340392e-08,4.4689231978572241e-11,1.058608815099019e-06,0.00010235465249663945,2.6511617037451611e-08,9.4729690042303484e-11,7.6779288676357557e-08,4.8421023126310877e-07,5.3515955716091473e-15,1.5335948434356718e-07,2.3298548841673268e-11,6.0527043262850988e-09,3.1727099671677484e-07,0.00075151124857161995,9.7622392188834147e-11,3.5216363490910083e-08,0.00082785417080064223,2.2599368430465241e-22,5.1824356251921283e-11,3.0676015849984808e-07,1.0793662428700974e-07,1.2924037061761589e-12,0.88129999999999997,0.0,0.0,0.0,0.00039399090895394248,0.10688550643872465,0.0002683534046047793,1.5988097450637868e-05,1.1838041149874131e-05,1.3123815256114607e-06,5.6446242418053736e-12,3.8228262357698793e-07,7.8802667112213341e-11,3.7071152055513947e-08,5.7832108173886371e-15,3.7550637235424308e-16,0.0004811980471709437,0.0026802900927385088,0.00056892806314454137,0.0021431120386185398,1.9985485442051331e-12,6.082032419280313e-08,9.4945266727239536e-12,1.4642988425071214e-07,0.0017576972098126684,2.2651626671566731e-05,4.4738060759891832e-06,2.6107382012410984e-06,1.5907964150165071e-06,0.00036141278697143407,6.4424624336339942e-10,0.00010483384045476713,4.3874001515165303e-08,2.8080319309487082e-08,1.4764393320567882e-14,0.00065408668862406609,4.5314937424905948e-06,1.1210599749749991e-07,0.00024421778600431645,1.4758294845003308e-11,4.0619627490749769e-10,2.9432110753330801e-06,2.2990438020812988e-09,1.6065942771662591e-09,5.8268269527639e-09,1.7331845261420928e-15,1.0686322305632492e-06,3.1120569634490726e-07,6.7447888992611315e-15,2.8101729284133516e-10,3.84530281808603e-15,1.2770034959596695e-09,4.6997426657661177e-06,1.6535528045584013e-08,5.7995930470867988e-14,2.0994699577859549e-05,3.212575454111264e-10,1.2408744233469495e-13,8.4023116710992777e-05,1.9865198233466818e-07,6.1268750204607808e-12,1.2974569692883143e-13,4.6995533969069403e-11,0.00028815571872014916,3.3554282817179368e-05,1.0927597345758745e-12,4.986259447452785e-11,2.9747458143539061e-06,1.8346052920395195e-10,2.7787357311786319e-09,3.3913511144622363e-12,1.3512210846357183e-05,1.3827775948107288e-05
