Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997)
2.8106239279450715e-08,0.002179708182989441,6.0011024998252908e-17,5.7278534020580407e-13,1.07469074927984e-15,1.9840372061607175e-13,1.5663956548943749e-08,4.8618770096425262e-11,7.2754111485578304e-40,-4.1656621057536556e-27,6.2471456682358025e-30,3.2844068024208167e-19,2.3184057785278288e-28,1.601868507001917e-16,-1.8231160753197889e-18,1.3087470060720944e-29,6.6974024284143423e-27,2.9561491213492595e-22,6.0436753440677871e-25,3.0074118671299233e-37,1.7889785486269937e-21,1.0610462595031711e-19,7.1320742978607134e-20,2.3473125502681995e-15,3.6958049398775401e-09,1.0093836698188353e-17,1.3372836399695079e-17,4.5440184330206723e-14,1.4710844914579877e-48,4.0969541523056993e-19,4.9035002352021634e-20,4.4321683158662517e-24,4.6266456713147888e-32,0.88129999999999997,0.0,0.0,0.0,0.0098739183039979299,0.10879815742303445,9.9999999999838472e-05,9.2063607473270024e-07,7.2846610745711161e-06,2.609169310409907e-06,1.0071050313625984e-11,4.7392970683335908e-06,4.197138617653347e-12,6.7922336828921708e-08,1.540844340716359e-13,1.370032961569519e-15,1.9628004020337155e-08,2.7382180007726351e-08,7.2468825990841763e-08,2.7218548515381789e-07,9.3879293526744306e-18,9.7419458298486614e-14,2.4078718076871095e-17,9.742065703731647e-14,6.440230155976526e-08,6.6651897290206911e-14,7.9889715637102213e-14,6.4719483188036345e-16,1.0188702806963067e-15,1.2997123676421912e-16,2.0348179596334014e-10,3.6881302599301484e-09,3.6037781487472676e-12,2.584634375934024e-12,2.477671094908038e-16,1.4862916179638852e-12,-4.691838061790527e-15,1.1353532987596708e-12,4.4619005836573959e-16,1.3964154570221857e-13,1.6960922359969007e-12,2.6068368744986158e-11,6.0717090357386175e-14,5.0299091073975492e-14,1.3383510245306112e-13,2.4557354191393437e-19,6.6610925315076205e-16,1.159805128055962e-15
2.82834983057185e-08,0.0021797081165093614,6.0666884084340516e-17,5.7394582323857281e-13,-4.4286595109143262e-16,2.0319757600397108e-13,1.5860582323350243e-08,4.9848527224309226e-11,-5.6406722029107021e-40,-5.5486030471544944e-27,6.3887878462567562e-30,3.1337501644329133e-19,2.3956670597551223e-28,1.6143103898254503e-16,-1.8216270418103012e-18,1.3239558405960587e-29,6.8879588017318718e-27,3.033850196459696e-22,6.2795455388259599e-25,3.1687182257483915e-37,1.8378438406004123e-21,9.9371966633010439e-20,7.2781286765734552e-20,2.3473176048192744e-15,3.7432522854444942e-09,1.0247390237530149e-17,1.3682748057995045e-17,4.6895758978110404e-14,1.0657549587202778e-48,4.0970341562601722e-19,5.0341885083031017e-20,4.6050706140610166e-24,4.7474900244999288e-32,0.88129999999999997,0.0,0.0,0.0,0.0098738154912778025,0.10879812667550215,9.9999999999837212e-05,9.264052008527365e-07,7.3302191870480928e-06,2.6253090753909071e-06,1.013403188981754e-11,4.769049953425971e-06,4.1970963952036585e-12,6.8347147273313617e-08,1.5505176244312567e-13,1.3786016348588086e-15,1.9999830062940046e-08,2.7832598995602433e-08,7.2925494450211225e-08,2.7561955476925801e-07,9.5379630093814043e-18,9.9050912239265834e-14,2.4535376748926103e-17,9.9490278921157361e-14,6.4808162002163864e-08,6.8472791644478275e-14,8.2172356361058819e-14,6.665675893267254e-16,1.0553352394496484e-15,1.3522955185597468e-16,2.0477558886343082e-10,3.7354601134816596e-09,3.6500250839772788e-12,2.617804555222552e-12,2.4931693673583181e-16,1.5243669866460339e-12,-4.691818188729374e-15,1.1446582245921156e-12,4.6148842591946927e-16,1.40535373648075e-13,1.7070605399124936e-12,2.6408489097191227e-11,6.1509285992258798e-14,5.0955363851638759e-14,1.3558295066767556e-13,2.4878066224572376e-19,6.8272650964752777e-16,1.1891534977637611e-15
2.8460757331986283e-08,0.0021797080500307944,6.1297224626911427e-17,5.7339935524732946e-13,-3.8786889187570074e-16,2.0807427566178027e-13,1.6058414137626119e-08,5.110139100977032e-11,-1.4587434435545989e-39,-4.0333166147770423e-27,6.5332410611339674e-30,2.990401420427748e-19,2.4744923694460085e-28,1.6267887029705678e-16,-1.82010823194354e-18,1.339476947729392e-29,7.0825689226764065e-27,3.1131109097842709e-22,6.5230915628360583e-25,3.3375186166363197e-37,1.8877096745606086e-21,9.3066694134034307e-20,7.4261741967802714e-20,2.347322337831038e-15,3.7910003334557557e-09,1.0402159445292586e-17,1.3997354294986943e-17,4.8386469901055967e-14,4.1636756261024258e-49,4.0971095431246191e-19,5.1675132984211522e-20,4.7836244672198867e-24,4.8711166830649261e-32,0.88129999999999997,0.0,0.0,0.0,0.009873712661983015,0.10879809592713563,9.9999999999835965e-05,9.3217386319454144e-07,7.3757709794528658e-06,2.6414461538274354e-06,1.0197004696664624e-11,4.7987978606315664e-06,4.1970541656931039e-12,6.8771898572198565e-08,1.5601892897313156e-13,1.3871691151488888e-15,2.0376297545133307e-08,2.8287791646522101e-08,7.3382158003538711e-08,2.7907499745870211e-07,9.6895569312652419e-18,1.0069996439046396e-13,2.4997744620277038e-17,1.0158941642601272e-13,6.521401842485823e-08,7.0331012810546031e-14,8.4504074607192781e-14,6.8638547764429057e-16,1.0928451175172387e-15,1.4066461310109331e-16,2.0606916948265743e-10,3.7830894416815345e-09,3.6965646272851874e-12,2.6511846165058017e-12,2.508666038842263e-16,1.5631676671864773e-12,-4.6917992261300271e-15,1.153967285403493e-12,4.7720767287951225e-16,1.4142906937255525e-13,1.7180270304079717e-12,2.6750801098728399e-11,6.2306586165422602e-14,5.1615865371332282e-14,1.3734207199184207e-13,2.5200846756529577e-19,6.9965163014091555e-16,1.21905349473832e-15
2.8612470237926148e-08,0.002179707993134157,6.1882458542514133e-17,5.7539393615277571e-13,2.3524758882604902e-15,2.1231466985053874e-13,1.6228687134691055e-08,5.2192261760025705e-11,-8.6820794228233377e-40,1.6243586939733933e-27,6.6591535665516976e-30,2.8732783368366453e-19,2.5418549432170932e-28,1.6375015065131124e-16,-1.8187843350428709e-18,1.3515126027977946e-29,7.2523978014899869e-27,3.1822043116306285e-22,6.7377862666948172e-25,3.4881701963962941e-37,1.9311939424165056e-21,8.7988797427757314e-20,7.554475867147625e-20,2.34732614951439e-15,3.8321058372913954e-09,1.0535590753745927e-17,1.4270376713929917e-17,4.9690707721210169e-14,-3.7773154888581964e-50,4.0971705997940522e-19,5.2837444075983238e-20,4.941045674188094e-24,4.9791710669031579e-32,0.88129999999999997,0.0,0.0,0.0,0.0098736246390293356,0.10879806960948525,9.9999999999834894e-05,9.3711079226217858e-07,7.4147529268305567e-06,2.6552554541569249e-06,1.025089503441951e-11,4.8242546036853601e-06,4.1970180165879834e-12,6.9135388660380934e-08,1.5684658080337503e-13,1.3945009212535857e-15,2.0702216978907346e-08,2.868119230433048e-08,7.3773004469258962e-08,2.8204942263129316e-07,9.8205485500048016e-18,1.0212540326250884e-13,2.5398037662050007e-17,1.0340963256645191e-13,6.5561380658810781e-08,7.1951461725595606e-14,8.653926183530322e-14,7.0370617868144734e-16,1.125795977899138e-15,1.4546032877787888e-16,2.0717615317617528e-10,3.8240923533838186e-09,3.7366293584752789e-12,2.6799206872433124e-12,2.5219290244271532e-16,1.5969594088721284e-12,-4.691783685721504e-15,1.1619379517676597e-12,4.9100235963012556e-16,1.4219388642775491e-13,1.7274117522699034e-12,2.7045520323066066e-11,6.2993034904123279e-14,5.2184535073611693e-14,1.3885662501744902e-13,2.5478751540341924e-19,7.1438488445509787e-16,1.2450876285511261e-15
2.8717390349210882e-08,0.002179707953786792,6.2331673307455208e-17,5.7924764491339927e-13,3.9160372807010348e-15,2.1528340403946146e-13,1.6346957023882504e-08,5.2956791816554488e-11,4.7099206257471266e-41,1.2603458042309952e-27,6.74748225637629e-30,2.7951791856637381e-19,2.5887864118389709e-28,1.6449290001294581e-16,-1.8178556824625678e-18,1.3593527973522103e-29,7.3716295545515266e-27,3.230672511923864e-22,6.889704806716929e-25,3.5957961216159978e-37,1.9617054495446947e-21,8.463993878027643e-20,7.6440692713609956e-20,2.3473286632565788e-15,3.8606619808611429e-09,1.0628390047268729e-17,1.4461230388152696e-17,5.0608196334803292e-14,-1.3415188967503106e-49,4.0972110435257193e-19,5.3652829760991962e-20,5.0524476636192591e-24,5.0551254450737764e-32,0.88129999999999997,0.0,0.0,0.0,0.0098735637578925058,0.1087980514086266,9.9999999999834149e-05,9.4052482614838523e-07,7.4417089508696961e-06,2.6648043926903947e-06,1.028816019945009e-11,4.8418575755007677e-06,4.1969930139256898e-12,6.9386742034434167e-08,1.5741889014436085e-13,1.3995708647327478e-15,2.0929623106418468e-08,2.895531979220374e-08,7.4043300100465863e-08,2.8411560139853542e-07,9.9118128325654312e-18,1.0311880194615355e-13,2.5677340810069548e-17,1.0468124603142049e-13,6.5801604275173412e-08,7.3088495659751392e-14,8.7968299936822231e-14,7.158808041851598e-16,1.1490485827435307e-15,1.4885623682570019e-16,2.0794161827504407e-10,3.8525770143993167e-09,3.7644622605866234e-12,2.6998835926945307e-12,2.5310999935375714e-16,1.6206464418751311e-12,-4.6917732953097623e-15,1.1674519184767763e-12,5.0072932934402328e-16,1.4272275669059502e-13,1.7339012886545287e-12,2.7250278133614425e-11,6.3469948885623407e-14,5.257962144265465e-14,1.3990887348866205e-13,2.5671828229615612e-19,7.2470871576769915e-16,1.2633335788611928e-15
2.8822310460495617e-08,0.002179707914439944,6.279617213694992e-17,5.8390468077491554e-13,3.4422179703246799e-15,2.1828192596398139e-13,1.6465650209683566e-08,5.37296622498124e-11,6.4449673911546601e-40,-2.0342232886884853e-27,6.8368470727810168e-30,2.7193854932496629e-19,2.6370098304756296e-28,1.6523707488245379e-16,-1.8169162272045026e-18,1.3676418490575642e-29,7.4923342061817453e-27,3.2797064926238825e-22,7.0444874869174749e-25,3.7063069004506271e-37,1.9925792826125035e-21,8.1418501647156438e-20,7.7343720544542487e-20,2.3473310810183634e-15,3.889323432653895e-09,1.0721615842521856e-17,1.4653760539177618e-17,5.1538520029308475e-14,-4.361485489202518e-50,4.0972500873703512e-19,5.4477758176283652e-20,5.1659582412991211e-24,5.1320945181021499e-32,0.88129999999999997,0.0,0.0,0.0,0.0098735028709610543,0.1087980332074711,9.9999999999833404e-05,9.4393869756978928e-07,7.468662738471259e-06,2.6743523789845111e-06,1.0325422261452962e-11,4.8594587830330672e-06,4.1969680087948412e-12,6.9638074480688254e-08,1.5799114212482231e-13,1.4046403860860528e-15,2.1158679410811315e-08,2.9231140056244279e-08,7.4313594012190838e-08,2.8618926526296009e-07,1.0003630385920123e-17,1.0411844241662488e-13,2.595867382465129e-17,1.0596338103410287e-13,6.6041826483030339e-08,7.4239045590135669e-14,8.9415139772265339e-14,7.2821753961016799e-16,1.1726866957800826e-15,1.5231818120618138e-16,2.0870700811790682e-10,3.8811665457374683e-09,3.7923976282839112e-12,2.7199199946882157e-12,2.540268746081173e-16,1.644595415232502e-12,-4.6917631869175068e-15,1.1729672446550719e-12,5.1061131606076833e-16,1.4325155811931056e-13,1.7403902462174795e-12,2.7455803496338423e-11,6.3948650558142338e-14,5.2976188784825134e-14,1.409650699711186e-13,2.5865629338038789e-19,7.3514362775145926e-16,1.2817786510619134e-15
2.8927230571780352e-08,0.002179707875093609,6.3223390778122143e-17,5.8632460653666675e-13,1.511383131700012e-16,2.2131036255655126e-13,1.6584770422593815e-08,5.4510933082510235e-11,1.51841328485516e-40,-8.7603198039626501e-27,6.9272522170250305e-30,2.6458425796524956e-19,2.6875895213930838e-28,1.6598239945058591e-16,-1.8159658789595692e-18,1.3774348370586278e-29,7.6145248356694993e-27,3.3293109790502887e-22,7.2021780653089367e-25,3.8197639419807405e-37,2.0238183246745133e-21,7.8319677047093221e-20,7.8253866628817117e-20,2.3473334060368788e-15,3.9180901822957224e-09,1.0815266937890065e-17,1.4847974830488729e-17,5.2481807924466673e-14,5.0563171491234621e-50,4.0972877788927968e-19,5.531230404699293e-20,5.2816095334970455e-24,5.2100880423667397e-32,0.88129999999999997,0.0,0.0,0.0,0.009873441978241344,0.10879801500601415,9.9999999999832658e-05,9.473524065310839e-07,7.4956142809226925e-06,2.6838994103695952e-06,1.0362681208383684e-11,4.8770582213778566e-06,4.196943001198139e-12,6.9889385918158878e-08,1.5856333658530701e-13,1.4097094836799999e-15,2.1389391702494834e-08,2.9508658007586179e-08,7.4583886204275665e-08,2.8827041350960148e-07,1.0096002812426937e-17,1.0512434310064174e-13,2.6242043869267222e-17,1.0725608125148334e-13,6.6282047282330834e-08,7.5403218769909841e-14,9.0879929998667368e-14,7.4071789732067833e-16,1.196715126764624e-15,1.5584719044599949e-16,2.0947232249119263e-10,3.9098609351327035e-09,3.8204354495356839e-12,2.7400298845948168e-12,2.5494347664478561e-16,1.6688082412503133e-12,-4.691753352237955e-15,1.1784839096521731e-12,5.2065019210711666e-16,1.4378027200074983e-13,1.7468785087292633e-12,2.7662096334834191e-11,6.4429139743120964e-14,5.3374236952243047e-14,1.4202521408542969e-13,2.6060154795997516e-19,7.4569040271568504e-16,1.3004242744884363e-15
2.8950837596819418e-08,0.0021797078662407553,6.3309766712281e-17,5.8629410055115287e-13,-4.751814442748826e-16,2.2199589716048706e-13,1.6611631075054661e-08,5.468788284431677e-11,-8.5824768837117826e-41,-5.8041806129522503e-27,6.9477370878960807e-30,2.6295993797320742e-19,2.6991911908268778e-28,1.6615023272791363e-16,-1.8157505401785805e-18,1.3797809715257985e-29,7.6422238505855302e-27,3.3405510922080562e-22,7.2380636772175553e-25,3.8457041888697195e-37,2.0308977344584938e-21,7.7638852476651824e-20,7.8459633042689719e-20,2.3473339167742865e-15,3.9245772112638016e-09,1.0836396941230176e-17,1.4891905924107267e-17,5.2695847541178904e-14,5.0784000266228409e-50,4.0972960779366306e-19,5.550140991754453e-20,5.3079293854894862e-24,5.2277787614135091e-32,0.88129999999999997,0.0,0.0,0.0,0.0098734282765823231,0.10879801091064492,9.9999999999832496e-05,9.4812046865882106e-07,7.5016780677178721e-06,2.6860473605602967e-06,1.0371064040976851e-11,4.881017850687931e-06,4.1969373741493144e-12,6.9945928088293814e-08,1.5869207239564435e-13,1.4108499720774735e-15,2.1441530777698195e-08,2.95713340110938e-08,7.4644701710490659e-08,2.8873970323336754e-07,1.011686324065793e-17,1.0535153537347058e-13,2.6306083589617289e-17,1.0754839928295278e-13,6.6336096768051635e-08,7.5667046163527202e-14,9.1211996799403133e-14,7.4355318180839385e-16,1.2021758071592376e-15,1.5665056536600034e-16,2.0964450780270091e-10,3.9163316222429313e-09,3.8267580774670894e-12,2.7445647364940657e-12,2.5514970560329135e-16,1.6742926849477858e-12,-4.6917511763126625e-15,1.1797253416803374e-12,5.229307523330272e-16,1.4389922136955228e-13,1.748338259822872e-12,2.7708617982928159e-11,6.4537496131857272e-14,5.3464001850037497e-14,1.4226429050299727e-13,2.6104022840904809e-19,7.4807892336199168e-16,1.3046473244058056e-15
2.896264110933895e-08,0.002179707861814338,6.3352099830585206e-17,5.8622786778457683e-13,-4.10011374007709e-16,2.2233923628587979e-13,1.6625069082542266e-08,5.4776518558335698e-11,-1.5983193316392629e-40,-1.757419532573022e-27,6.9579993951634637e-30,2.621518762884776e-19,2.7048908644530822e-28,1.6623417115245331e-16,-1.8156426619524515e-18,1.3808663465115311e-29,7.6561018621077442e-27,3.346182084938559e-22,7.2560626824086615e-25,3.8587317396425544e-37,2.0344444377686574e-21,7.7300662282383828e-20,7.8562652013883412e-20,2.3473341705038524e-15,3.9278227245273604e-09,1.0846970014251167e-17,1.491390361563887e-17,5.2803116386070345e-14,4.6579466496630112e-50,4.0973002028333769e-19,5.5596147122531362e-20,5.3211306816794051e-24,5.2366437879302804e-32,0.88129999999999997,0.0,0.0,0.0,0.0098734214256430072,0.10879800886295499,9.9999999999832414e-05,9.485044966385917e-07,7.5047099183559072e-06,2.6871213174674311e-06,1.0375255397946696e-11,4.8829976316454587e-06,4.1969345605781264e-12,6.9974198773127581e-08,1.5875643920523671e-13,1.4114202082032639e-15,2.1467631884138978e-08,2.9602704353069063e-08,7.4675109430948324e-08,2.889744901654112e-07,1.0127304024846434e-17,1.0546525077144428e-13,2.63381422829853e-17,1.0769475985713707e-13,6.6363121484170292e-08,7.5799220913646941e-14,9.1378374337644774e-14,7.4497396454041874e-16,1.2049136663567887e-15,1.5705354938692823e-16,2.0973059902089766e-10,3.919568956185638e-09,3.8299213361777137e-12,2.7468335573708545e-12,2.5525284197450562e-16,1.6770399590923542e-12,-4.6917500933622898e-15,1.1803460826503036e-12,5.2407405334336904e-16,1.439586963594298e-13,1.7490681200516459e-12,2.7731893375031374e-11,6.4591708256379328e-14,5.3508912407622761e-14,1.4238390364526743e-13,2.6125970612876659e-19,7.4927532514264486e-16,1.3067626889800771e-15
2.8986248134378017e-08,0.0021797078529615264,6.3439025833761516e-17,5.8622304376137842e-13,4.2445456605340801e-16,2.2302706345412846e-13,1.6651960281278515e-08,5.4954112075259746e-11,-1.6781721686222189e-40,2.0118177658896406e-27,6.978564229683056e-30,2.6054390284129806e-19,2.7160404020853764e-28,1.6640211334104407e-16,-1.8154264871812369e-18,1.3828131823440968e-29,7.6839149788783004e-27,3.3574659761552041e-22,7.2921734132411958e-25,3.8849025281901622e-37,2.0415518619827591e-21,7.6628695424071402e-20,7.876896197137089e-20,2.3473346747254296e-15,3.9343177485390735e-09,1.0868132396278353e-17,1.4957963342655981e-17,5.3018153083843301e-14,3.6046482892537931e-50,4.0973084036834333e-19,5.578599061003175e-20,5.3476162506462993e-24,5.2544132453781287e-32,0.88129999999999997,0.0,0.0,0.0,0.009873407723544567,0.1087980047675647,9.9999999999832252e-05,9.4927254642997108e-07,7.5107735342998447e-06,2.6892691948872866e-06,1.0383637993491409e-11,4.8869571261306545e-06,4.1969289333421142e-12,7.0030739344022822e-08,1.5888517063213599e-13,1.4125606643431442e-15,2.1519897276021237e-08,2.9665509752386622e-08,7.4735924806562789e-08,2.8944434816469717e-07,1.0148206744776666e-17,1.0569292022157235e-13,2.6402337387052667e-17,1.0798788443309197e-13,6.6417170862923854e-08,7.606409329241151e-14,9.1711818760478178e-14,7.4782182190963855e-16,1.2104044577958401e-15,1.5786211811561539e-16,2.0990277858065999e-10,3.9260476047581846e-09,3.8362517430024407e-12,2.7513739889168187e-12,2.5545915651827776e-16,1.6825446257277009e-12,-4.6917479374318698e-15,1.1815876143611282e-12,5.2636671079763473e-16,1.4407765150355494e-13,1.7505278156177101e-12,2.7778473294623388e-11,6.4700200364022244e-14,5.3598789738751467e-14,1.4262327979274467e-13,2.6169893655116246e-19,7.5167241767834607e-16,1.3110011076509724e-15
2.9009855159417083e-08,0.0021797078441087438,6.3533378706472038e-17,5.8664371301073721e-13,2.5277891096474965e-15,2.2371642864888658e-13,1.6678871137661338e-08,5.5132135603524849e-11,1.1734274821489976e-40,1.0794315755946365e-26,6.9991833453756038e-30,2.5894667426039827e-19,2.7266784358010233e-28,1.665701667860164e-16,-1.815209753789694e-18,1.3843005437745894e-29,7.7118043358614177e-27,3.3687791213208954e-22,7.3284348612450486e-25,3.9112285846190561e-37,2.0486780038978197e-21,7.5962570303304029e-20,7.8975635198781683e-20,2.3473351747208703e-15,3.9408181024313298e-09,1.0889316530236626e-17,1.5002108934817768e-17,5.32338563682352e-14,3.3277140733597766e-50,4.0973165397034334e-19,5.5976326916128278e-20,5.3742127656500198e-24,5.2722353386741603e-32,0.88129999999999997,0.0,0.0,0.0,0.0098733940211528128,0.10879800067216101,9.9999999999832089e-05,9.5004058799717871e-07,7.5168370366665148e-06,2.691417023756958e-06,1.039202043145121e-11,4.8909165306629978e-06,4.1969233059811541e-12,7.0087278851690835e-08,1.5901389913448037e-13,1.4137010990371135e-15,2.157224696169391e-08,2.972840148544633e-08,7.4796740095107971e-08,2.8991458500412266e-07,1.0169137682022342e-17,1.0592090805209311e-13,2.6466636182187711e-17,1.0828154732689377e-13,6.6471220170365183e-08,7.6329663866873107e-14,9.2046183732075878e-14,7.5067808296297719e-16,1.2159153928837728e-15,1.5867416437180636e-16,2.1007495430289323e-10,3.9325315607965979e-09,3.8425873355837482e-12,2.755918140103677e-12,2.556655470749178e-16,1.6880628017507754e-12,-4.6917457947205513e-15,1.182829212241721e-12,5.2866746016799358e-16,1.4419661635905019e-13,1.7519874862993736e-12,2.7825092060764516e-11,6.4808782948303006e-14,5.3688742023250478e-14,1.4286285575344823e-13,2.6213853361012166e-19,7.5407523676380679e-16,1.3152497927252139e-15
2.903346218445615e-08,0.0021797078352559893,6.3636825635843536e-17,5.8758630875718647e-13,4.2272174973084079e-15,2.2440733558892433e-13,1.6705803226465337e-08,5.5310589821105079e-11,4.7339941720433822e-40,4.8816561598729255e-27,7.0198572026478642e-30,2.5736030353126818e-19,2.7373440392721661e-28,1.6673833923344892e-16,-1.8149924607420383e-18,1.3857613309524391e-29,7.7397700791645868e-27,3.3801215774642475e-22,7.3648475360926933e-25,3.9377108225908456e-37,2.0558228966578769e-21,7.5302235945088015e-20,7.9182672132150409e-20,2.3473356703719483e-15,3.9473237860853302e-09,1.0910522455426836e-17,1.5046340480241878e-17,5.3450227735462354e-14,4.6878080356373308e-50,4.0973246114016364e-19,5.6167156900328127e-20,5.4009206005944111e-24,5.2901101856967441e-32,0.88129999999999997,0.0,0.0,0.0,0.009873380318467696,0.10879799657674237,9.9999999999831926e-05,9.5080862134026807e-07,7.5229004254861433e-06,2.6935648040463672e-06,1.0400402711867779e-11,4.8948758451868934e-06,4.1969176784952146e-12,7.0143817296837515e-08,1.5914262471046239e-13,1.4148415122994109e-15,2.1624681007298103e-08,2.9791379608151525e-08,7.485755529658207e-08,2.9038520067554102e-07,1.019009685470329e-17,1.06149214472768e-13,2.6531038749933826e-17,1.0857574903577781e-13,6.6525269406493763e-08,7.659593386762217e-14,9.238147095884654e-14,7.5354276510019126e-16,1.2214465272631532e-15,1.5948970013018809e-16,2.1024712618517274e-10,3.939020824160387e-09,3.8489281137837871e-12,2.7604660108325598e-12,2.5587190975502497e-16,1.6935945090915482e-12,-4.6917436651389091e-15,1.1840708760633907e-12,5.3097632311181781e-16,1.4431558603202405e-13,1.7534471410145431e-12,2.7871749672898453e-11,6.4917456007899268e-14,5.3778769260020898e-14,1.4310263152325874e-13,2.6257849729808573e-19,7.5648379150562804e-16,1.319508760691353e-15
2.9038773765089938e-08,0.002179707833264122,6.3661269168698318e-17,5.8786538692986148e-13,4.2992546570779974e-15,2.2456300224559197e-13,1.6711866132045056e-08,5.535080144425915e-11,5.2560877187720141e-40,-1.3013661969118165e-31,7.0245163855524982e-30,2.5700488724340064e-19,2.7398353721927024e-28,1.6677619377764022e-16,-1.8149434925727904e-18,1.3861573326257308e-29,7.7460729138655207e-27,3.3826776753931909e-22,7.3730612810206795e-25,3.9436909212758037e-37,2.0574330850184197e-21,7.5154453557903306e-20,7.9229305591404283e-20,2.347335781272889e-15,3.9487882994031245e-09,1.091529678967445e-17,1.505630443240687e-17,5.3499003516265711e-14,5.2679036279331866e-50,4.0973264187212087e-19,5.6210161769645142e-20,5.4069452429803471e-24,5.294139308476301e-32,0.88129999999999997,0.0,0.0,0.0,0.009873377235323123,0.10879799565527085,9.9999999999831886e-05,9.5098142770908235e-07,7.5242646723107712e-06,2.6940480479133809e-06,1.0402288703234034e-11,4.8957666785448e-06,4.1969164122936586e-12,7.0156538300526974e-08,1.5917158756158429e-13,1.4150981023290724e-15,2.1636490300172303e-08,2.980556159704739e-08,7.4871238704914066e-08,2.9049114140856143e-07,1.0194816561597075e-17,1.0620062734456489e-13,2.6545543637174108e-17,1.086420187265521e-13,6.6537430474794836e-08,7.6655941133289653e-14,9.2457037857624473e-14,7.5418848089079032e-16,1.2226938219039135e-15,1.5967367779777736e-16,2.1028586432924406e-10,3.9404816398186554e-09,3.8503555035077789e-12,2.7614897943358332e-12,2.5591832157291655e-16,1.6948410102696863e-12,-4.6917431877833058e-15,1.1843502594874214e-12,5.314969376409032e-16,1.4434235390179539e-13,1.7537755618532818e-12,2.7882252989041925e-11,6.4941919914818781e-14,5.3799035717555211e-14,1.4315660860726914e-13,2.6267753965322263e-19,7.5702650767167076e-16,1.3204684472805827e-15
2.9049396926357518e-08,0.0021797078292803917,6.3710292262374487e-17,5.8843079071275677e-13,4.247399190125255e-15,2.2487456886556655e-13,1.6723995374552639e-08,5.5431290238855851e-11,6.0277766694921468e-40,-6.8007707800154882e-28,7.0338429891475523e-30,2.5629570021080177e-19,2.7448892970639962e-28,1.6685191398971192e-16,-1.8148454710317579e-18,1.3870016393422114e-29,7.7586902165793911e-27,3.3877943343091606e-22,7.3895118394104903e-25,3.9556748839152513e-37,2.0606563160749038e-21,7.4859758298327934e-20,7.9322627719960131e-20,2.3473360024019587e-15,3.9517181354728075e-09,1.0924848738281386e-17,1.5076245408280374e-17,5.3596656838646601e-14,6.5819821533799633e-50,4.0973300236908868e-19,5.6296246655346887e-20,5.4190115085001661e-24,5.3022055892608267e-32,0.88129999999999997,0.0,0.0,0.0,0.0098733710689895005,0.10879799381232534,9.9999999999831804e-05,9.5132703919768345e-07,7.526993148630806e-06,2.695014528262973e-06,1.0406060661923172e-11,4.8975483315795961e-06,4.1969138798715966e-12,7.0181980145850596e-08,1.5922951281902978e-13,1.4156112791196457e-15,2.1660121711142756e-08,2.9833938706305234e-08,7.4898605508353769e-08,2.9070308040810103e-07,1.0204260267228784e-17,1.0630350151544945e-13,2.6574569188218155e-17,1.0877464003880631e-13,6.6561752600566236e-08,7.6776062133213254e-14,9.2608312059971261e-14,7.5548119486445238e-16,1.2251914899634781e-15,1.6004216547283597e-16,2.1036334003371431e-10,3.9434040771574743e-09,3.853211070494376e-12,2.7635379262282891e-12,2.5601113132291938e-16,1.6973360720270089e-12,-4.6917422350483859e-15,1.1849090363053172e-12,5.3253940323356479e-16,1.4439588717464084e-13,1.7544324010355522e-12,2.7903265520991773e-11,6.4990861469426107e-14,5.3839580015858957e-14,1.4326459312070671e-13,2.6287568004419145e-19,7.5811281274351366e-16,1.3223893854285074e-15
