Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154)
1.193555623974295e-10,0.0026895460665968666,1.9625259022079613e-18,4.1558681071865076e-14,3.6857883822062473e-14,3.0173444381717029e-16,1.3026388992011499e-11,1.16231740769163e-17,-1.3747088984143648e-30,-5.5200848617683513e-23,7.6443342902877563e-28,-3.2339329720151566e-17,-3.1392744450039927e-17,2.0478488052375664e-18,-7.3287533204207143e-23,2.5613585657476801e-30,6.1374979060980457e-33,2.1477569258969764e-27,1.1912178432947411e-33,1.0935915382003461e-40,4.1559910206613065e-25,3.1789915485890491e-17,2.8275894097078167e-21,1.2522471625079809e-19,5.4431851503492225e-12,2.7492406192737115e-21,-8.1690371980878217e-23,2.110413077033351e-19,-1.6340698393442206e-40,8.8626354123077881e-24,9.7824994887095294e-24,9.1515875964176555e-31,4.4547422316757335e-40,0.88129999999999997,0.0,0.0,0.0,0.0098891199616710484,0.10880294576800643,9.9999999999997999e-05,4.4166301712576677e-08,3.7288219050732863e-07,3.2116002692059108e-07,1.9422654940478337e-13,5.295297467673376e-08,4.5049262831925822e-10,1.2657265469208639e-09,8.6204906063375768e-16,1.3690982401901856e-17,5.8798823365226875e-14,6.6292209054504441e-12,3.8093450931847594e-08,1.5567691258319914e-10,3.9215566017251088e-20,1.7590652754187453e-17,2.476958378049446e-21,4.4349088642488993e-19,4.8869204903322897e-08,5.3397879266930822e-21,1.0956084926717421e-22,5.2098200674217844e-24,3.1774087523109064e-26,2.7511669115881012e-27,2.9755620406468689e-11,5.4392126175191673e-12,2.4262025109474206e-15,1.5456840288312286e-15,1.1797244097443698e-16,6.5190226669482207e-19,-9.7647901064554323e-20,1.0585223000729575e-13,1.2614014847824472e-25,9.2981752855871523e-15,6.6980074476447344e-14,1.0847267936387079e-14,9.2274046637804808e-18,6.557063299307134e-18,1.8285460085976753e-17,6.4913714431209899e-24,7.2739262991720957e-20,8.6908050772888101e-21,2.0341293174555119e-28,1.6105577555330229e-23,1.1578848376404527e-28,1.1423547454222612e-24,1.3649075379582228e-21,7.8366290506551607e-15,2.7973389597306646e-20,4.0845216117256194e-25,5.8144397629553552e-30,6.0526535808208115e-20,3.0074245318774061e-16,6.8958847863722944e-19,2.2870418363270006e-23,3.5779253526969413e-25,1.7500423617104556e-22,2.9280369900774481e-21,5.8798162796440053e-31,2.0400842380418615e-30,1.4189501961820891e-36,1.2672347419898398e-27,8.402979089386065e-32
1.2101445649448965e-10,0.0026895460634976014,2.0148619724236156e-18,4.2574881969130402e-14,3.7018974866496454e-14,3.1434966515384595e-16,1.3384390594942325e-11,1.2244920051766656e-17,-1.5697918294681537e-30,2.1064202917117384e-24,7.8968028164045872e-28,-3.227777083379892e-17,-3.1186281993132899e-17,2.0899128683569561e-18,-8.5785611677668347e-23,2.6891594669583637e-30,6.595006331315278e-33,2.2739586499896772e-27,1.318829123858304e-33,1.2730187135806842e-40,4.3316270284844115e-25,3.1644198171605215e-17,2.9062604238377131e-21,1.4454235398315739e-19,5.6584643444126383e-12,2.8987452827125074e-21,-9.5517942684793336e-23,2.0706206056674519e-19,-1.8118558863908436e-40,1.0300625007929564e-23,1.0195927701699844e-23,9.7071277414124764e-31,5.1584274419499119e-40,0.88129999999999997,0.0,0.0,0.0,0.0098891077293177705,0.10880294461498696,9.9999999999997958e-05,4.4780083882050558e-08,3.7806403568171166e-07,3.2522384602648172e-07,1.9692566541358992e-13,5.4087847989924555e-08,4.5049210409469991e-10,1.2835088087209779e-09,8.8052426535500336e-16,1.388332779719936e-17,6.1572619279578286e-14,6.8155545508157735e-12,3.862556400255322e-08,1.6003396918307208e-10,3.9829777969238187e-20,1.8307984335426381e-17,2.5517714314934806e-21,4.6250418372979696e-19,4.9551843184700258e-08,5.6408440062680947e-21,1.1719247128826756e-22,5.5773225543825106e-24,3.4481052064102175e-26,2.9841433748476179e-27,3.048695311484062e-11,5.6543340775890597e-12,2.5223033882030259e-15,1.6072757665625019e-15,1.1901034089000675e-16,6.935108872426777e-19,-1.1285894547225266e-19,1.0879163578551415e-13,1.3507286562725982e-25,9.4077796686129538e-15,6.8270993769432965e-14,1.1206701535712829e-14,9.5339791349396696e-18,6.7748724436259363e-18,1.8950495559363647e-17,6.7274599166931792e-24,7.4726151218147212e-20,9.0159235262731361e-21,2.1102250582764179e-28,1.6547095850848101e-23,1.2012007196068263e-28,1.1774732704929318e-24,1.4197661200771359e-21,8.051277312430668e-15,2.8739602923557719e-20,4.3047303254005514e-25,6.1279778328464016e-30,6.2184435280366879e-20,3.1338750780442577e-16,7.1240064458871102e-19,2.3627041752331614e-23,3.6962871133880169e-25,1.8079812433112069e-22,3.0669850506793319e-21,6.3093668216904149e-31,2.1840055502928802e-30,1.5081258630602545e-36,1.3044054825968902e-27,8.6494862878598285e-32
1.226733505915498e-10,0.002689546060384636,2.0676369459988712e-18,4.359538390203747e-14,3.7170323048960563e-14,3.273083271127816e-16,1.3747190935511928e-11,1.2891090475053431e-17,-1.7654294970413594e-30,-8.1772196314683175e-23,8.1540661788165481e-28,-3.1437354896581538e-17,-3.0201184069674436e-17,2.1322020388468227e-18,-9.8331989141378008e-23,2.8204325463583845e-30,7.0606049905330987e-33,2.4027582662076106e-27,1.4551938220420727e-33,1.4537721852040108e-40,4.5121161615639385e-25,3.0719802068248885e-17,2.9859868195460396e-21,1.6389724616127394e-19,5.878994290059459e-12,3.0541029990385992e-21,-1.0928778032668316e-22,2.0396564401704985e-19,-2.0132565270436386e-40,1.1765120871484365e-23,1.0620784241215975e-23,1.0288422944909855e-30,6.0159473752346635e-40,0.88129999999999997,0.0,0.0,0.0,0.0098890954969359565,0.10880294345686348,9.9999999999997918e-05,4.5393864006950513e-08,3.8324586540458812e-07,3.2928253881559425e-07,1.9962477331468707e-13,5.5227820481856787e-08,4.5049157986880033e-10,1.3012910171072352e-09,8.9908248240206662e-16,1.4075672614735176e-17,6.4435404807398084e-14,7.0044958331566017e-12,3.9157676363355345e-08,1.6445115134837325e-10,4.0445758033573539e-20,1.9043865238069206e-17,2.6280166396630542e-21,4.820846226621854e-19,5.0234480632559903e-08,5.9546274729497014e-21,1.2524185802813169e-22,5.9653187378938269e-24,3.7377315048035391e-26,3.2333515542803456e-27,3.1224924614309574e-11,5.8747024256568486e-12,2.6207518370074281e-15,1.670381481060255e-15,1.20048642940808e-16,7.3716368812381672e-19,-1.2813823905004942e-19,1.1177023562288009e-13,1.4450657475876557e-25,9.5177187861551888e-15,6.9570012703728171e-14,1.1573016644851929e-14,9.8464377803241028e-18,6.9968612527395346e-18,1.9629568648941968e-17,6.9685317560466418e-24,7.6739341415559392e-20,9.3481170736866316e-21,2.1879767651039586e-28,1.6994478687136664e-23,1.2454592250117563e-28,1.213235594269911e-24,1.476072227939029e-21,8.2686334173567533e-15,2.9515482372436814e-20,4.5337302013028664e-25,6.4540355066002712e-30,6.3863250287389285e-20,3.2637640196408813e-16,7.3564774516583933e-19,2.4398091751072986e-23,3.8169055659507897e-25,1.8670256043996684e-22,3.2104981333906265e-21,6.7643909723625656e-31,2.3359533055543548e-30,1.6017686046483748e-36,1.3422016606000232e-27,8.9001416853716531e-32
1.2599113878567012e-10,0.0026895460541190345,2.174533972063834e-18,4.5649948234400611e-14,3.7513443696073307e-14,3.5427646359059094e-16,1.4487117060995279e-11,1.4259201319036461e-17,-2.1441429679419198e-30,1.0344283883321039e-25,8.6830921567730541e-28,-2.9855002234633909e-17,-2.8338259240395303e-17,2.2174701076166943e-18,-1.2281979540768318e-22,3.0954559769157618e-30,8.0163802735657068e-33,2.6681818670478189e-27,1.7555126754972169e-33,1.8070753590385315e-40,4.8879125943612715e-25,2.8974455445560705e-17,3.1486019512267998e-21,2.0156935444974613e-19,6.3359949013938542e-12,3.3829420102107134e-21,-1.357440266511116e-22,2.0204396204638509e-19,-2.4886822160701433e-40,1.4715441431173827e-23,1.1505391288128473e-23,1.1531657839949292e-30,8.3378782969924151e-40,0.88129999999999997,0.0,0.0,0.0,0.0098890710320867145,0.10880294112583484,9.9999999999997836e-05,4.6621418123038694e-08,3.9360947849044706e-07,3.373850757941034e-07,2.0502296479049032e-13,5.7522532706681389e-08,4.5049053141297725e-10,1.3368552736143356e-09,9.3643932050637357e-16,1.4460360516263892e-17,7.0433944588484094e-14,7.3902056703149425e-12,4.0221898955243228e-08,1.7346589107033489e-10,4.1683025443485472e-20,2.0572081765849253e-17,2.784873058922114e-21,5.2298975080946838e-19,5.1599753027894684e-08,6.6218745531095322e-21,1.426620951607499e-22,6.8062375519583053e-24,4.3780004399033653e-26,3.784093550947743e-27,3.2720536188163812e-11,6.33136811151376e-12,2.8247758684937025e-15,1.8011896987960078e-15,1.2212688334357614e-16,8.30887631108899e-19,-1.5801605420813651e-19,1.1784484885111045e-13,1.6496197361348428e-25,9.73859128769068e-15,7.219221270319422e-14,1.2326462978252388e-14,1.0489154610901233e-17,7.4534822784558039e-18,2.1030207814396372e-17,7.4657604811774467e-24,8.0844657927978871e-20,1.0033882501022724e-20,2.3484838960127959e-28,1.7906844501030068e-23,1.3368244954748646e-28,1.286710820239096e-24,1.5931014912106355e-21,8.7114396507159381e-15,3.109613430989146e-20,5.0190280491915792e-25,7.1450266808239924e-30,6.7283398997125552e-20,3.5340291542542771e-16,7.8345736509784594e-19,2.5983823686543629e-23,4.0649676232799087e-25,1.9884577616468877e-22,3.5115658028007996e-21,7.7555864684841567e-31,2.6652776448938948e-30,1.8031432560844105e-36,1.419684167095617e-27,9.4139888684284029e-32
1.2897714816037842e-10,0.0026895460484366476,2.2723146014411981e-18,4.7515320349329873e-14,3.7830360894836422e-14,3.7977211933457065e-16,1.5169416725439035e-11,1.5580356330762429e-17,-2.4570165491304038e-30,4.0140375463076639e-24,9.1759005351622678e-28,-3.0492061632539246e-17,-2.8741150889152048e-17,2.2954822111554772e-18,-1.43467362609433e-22,3.3600044836734097e-30,8.9144814836310704e-33,2.9160630599026108e-27,2.0590296137292408e-33,2.1049641161538719e-40,5.2433754372984174e-25,2.9475462523150551e-17,3.2985554329948246e-21,2.3323600025978622e-19,6.7657222058692791e-12,3.7003397860069179e-21,-1.5748799704059805e-22,2.0670524303806641e-19,-2.9937346525788978e-40,1.728915578296656e-23,1.2342145749005139e-23,1.2747259854572827e-30,1.0864660641531778e-39,0.88129999999999997,0.0,0.0,0.0,0.0098890490136247927,0.10880293901175599,9.9999999999997755e-05,4.7726209835100427e-08,4.0293667741103089e-07,3.4466112984982454e-07,2.0988130938270096e-13,5.9603910257384633e-08,4.5048958779814959e-10,1.3688629217675681e-09,9.7032317051620452e-16,1.4806577651394441e-17,7.6152027422366432e-14,7.7462735931742024e-12,4.1179696860057665e-08,1.817847829809851e-10,4.2802620448979984e-20,2.2012929305737022e-17,2.9311171335170812e-21,5.6185240712643318e-19,5.2828495333487907e-08,7.2697363946594824e-21,1.5994375495485395e-22,7.6419921718296092e-24,5.0299334341572039e-26,4.344684142692967e-27,3.4088676312009522e-11,6.7607804221412703e-12,3.0166363523359007e-15,1.9242314631500985e-15,1.2399904894796604e-16,9.2295880989631355e-19,-1.8330539400114632e-19,1.2344562189073578e-13,1.8530338864546185e-25,9.9384982230317932e-15,7.4579550353754741e-14,1.3028528322896919e-14,1.108809110699161e-17,7.8789966380941032e-18,2.2339741914586707e-17,7.9306467676243201e-24,8.4629478541779899e-20,1.0675646577228376e-20,2.4986922737112507e-28,1.874804844170025e-23,1.4223274197508207e-28,1.3550885118401856e-24,1.7035651533467832e-21,9.1191522432281619e-15,3.2551515600421496e-20,5.488204267498032e-25,7.8130722796948901e-30,7.043249360410829e-20,3.7894576937814371e-16,8.2800002447543836e-19,2.7461201300182448e-23,4.2960789890778833e-25,2.1015949034859668e-22,3.7990121213344834e-21,8.7469497111952656e-31,2.992582203265393e-30,2.0014210982510767e-36,1.4915920014206791e-27,9.8908675637101091e-32
1.319631575350867e-10,0.0026895460427151796,2.3716171651067582e-18,4.9396737333416817e-14,3.8114439895571083e-14,4.0644568938291081e-16,1.5867250209797096e-11,1.6990558334207198e-17,-2.7718221032459251e-30,-3.9456189005228566e-22,9.6846866146035593e-28,-3.1960228091468612e-17,-2.9972384333989173e-17,2.374208839803937e-18,-1.6453739234686319e-22,3.6404470455474104e-30,9.8586617805197779e-33,3.1726035528147534e-27,2.3960109074414386e-33,2.4096255453233918e-40,5.6155666450190376e-25,3.0806113804373284e-17,3.4519135737554867e-21,2.6545579234584047e-19,7.2131832667809703e-12,4.038927639713529e-21,-1.793564594557039e-22,2.1401833311888684e-19,-3.5654355636193049e-40,1.9922254094819439e-23,1.3218286212984606e-23,1.405988574428275e-30,1.3472149063922213e-39,0.88129999999999997,0.0,0.0,0.0,0.0098890269950704084,0.10880293688311289,9.9999999999997674e-05,4.8830994922781695e-08,4.1226382624717371e-07,3.5192254764440829e-07,2.1473962769305194e-13,6.1699836346401605e-08,4.5048864417897565e-10,1.4008703967983628e-09,1.004443864155983e-15,1.5152792913911493e-17,8.2181778955285519e-14,8.1108072566851371e-12,4.2137492464761995e-08,1.9029847664967252e-10,4.3927955611004364e-20,2.3516982514093733e-17,3.0822747532217094e-21,6.0272245578069429e-19,5.4057234939137881e-08,7.9648414631659721e-21,1.7885641803053914e-22,8.5582033092483535e-24,5.7608074650041428e-26,4.9730051212870115e-27,3.547738398382611e-11,7.2079134369856404e-12,3.2164260672312343e-15,2.0523884674942406e-15,1.2587245882773447e-16,1.022803252112593e-18,-2.0913639515940109e-19,1.2917272926283316e-13,2.0761510443997068e-25,1.0139453428798606e-14,7.6992598665658194e-14,1.375355208354917e-14,1.1706659820326072e-17,8.3184561507613269e-18,2.3696225368235042e-17,8.4122001142628012e-24,8.8499658673413731e-20,1.1340911222110338e-20,2.6544010898673402e-28,1.9608284157635553e-23,1.5109613516644727e-28,1.4256269659074515e-24,1.8190084001340428e-21,9.5355240554405536e-15,3.4037807493545202e-20,5.9895362128790485e-25,8.5269123339328896e-30,7.3648472504941174e-20,4.0566925461713285e-16,8.7399282241774965e-19,2.8986679502237968e-23,4.5347145121145575e-25,2.2184179471306692e-22,4.102609812148637e-21,9.8402720715882038e-31,3.3513983683188483e-30,2.2169734181691888e-36,1.5655796468165583e-27,1.0381540591201668e-31
1.34949166909795e-10,0.0026895460369564645,2.4723422138263272e-18,5.1291488130818866e-14,3.8367195236096115e-14,4.3431842628494177e-16,1.6580609129792951e-11,1.8493673561968813e-17,-3.102088013514968e-30,2.8866895866924086e-23,1.0209613645408698e-27,-3.2793831450685184e-17,-3.0556288452873901e-17,2.4537317109336884e-18,-1.8678071704495405e-22,3.9359378728599939e-30,1.08537237260651e-32,3.4379411570824874e-27,2.7685108084530542e-33,2.7315291394962265e-40,6.0048617378242546e-25,3.1494423235373942e-17,3.6086708590972123e-21,2.9937727716207044e-19,7.6786405006451912e-12,4.3995629271326069e-21,-2.022336850338477e-22,2.2260791823568091e-19,-4.202122341821597e-40,2.2695062961497918e-23,1.4134695292157868e-23,1.5474947557691109e-30,1.6159930858812451e-39,0.88129999999999997,0.0,0.0,0.0,0.0098890049764235703,0.10880293474058385,9.9999999999997592e-05,4.9935773386097101e-08,4.2159092498748771e-07,3.5917000752414492e-07,2.1959791971509307e-13,6.3809632696622252e-08,4.504877005554553e-10,1.4328776986476064e-09,1.0387903593808556e-15,1.5499006303175609e-17,8.8531960714859003e-14,8.4838130605414283e-12,4.3095285769347669e-08,1.9900697017334132e-10,4.5059035248672138e-20,2.5085384078980861e-17,3.2384504720604694e-21,6.4566603500247327e-19,5.5285971845088785e-08,8.7095764745856012e-21,1.9951333185133759e-22,9.5606346019989377e-24,6.5781150253950522e-26,5.6755111398630496e-27,3.6886320808291416e-11,7.6730293781853717e-12,3.4242625551327488e-15,2.1857370887830764e-15,1.2774772912953601e-16,1.1308806770530661e-18,-2.3639573298103977e-19,1.3502592641900057e-13,2.3203963705474343e-25,1.034144377650599e-14,7.9431157376032697e-14,1.4501779169917909e-14,1.2345070597504549e-17,8.7720098514710136e-18,2.510020091605875e-17,8.9106131943156484e-24,9.2455267764635806e-20,1.2029880673556524e-20,2.8156581475213691e-28,2.0487566851048695e-23,1.6027535020804993e-28,1.4983544430682047e-24,1.9395398954209295e-21,9.9605126443555221e-15,3.5554858479327983e-20,6.5244570188821078e-25,9.2885882245423098e-30,7.6931007862762565e-20,4.3359812148392381e-16,9.2145088436988315e-19,3.0560760021916495e-23,4.7809526724427183e-25,2.3389653609941476e-22,4.4228789960777783e-21,1.104362198538769e-30,3.7439836994612717e-30,2.4509448104504971e-36,1.6416668283824956e-27,1.0886138789575807e-31
1.379351762845033e-10,0.002689546031162231,2.5744672410741169e-18,5.3198845194971418e-14,3.865404988060601e-14,4.6341681324048897e-16,1.7309420109375266e-11,2.0093645119412707e-17,-3.4418365907926411e-30,8.3168774446143461e-23,1.075084340813644e-27,-3.2716019674791439e-17,-3.0222440398971265e-17,2.5333744105495948e-18,-2.0976439271248887e-22,4.2460905701576692e-30,1.1896945637866267e-32,3.7121174904748229e-27,3.1787262333436909e-33,3.0653204008389709e-40,6.4116357393402529e-25,3.1267766534820063e-17,3.7688217953295619e-21,3.3432523126152587e-19,8.162352024080116e-12,4.7831150978626944e-21,-2.2556947546449081e-22,2.3353065923309639e-19,-4.9090087512096913e-40,2.5602372751896433e-23,1.5092256567691561e-23,1.6998038631440219e-30,1.9207967161279569e-39,0.88129999999999997,0.0,0.0,0.0,0.0098889829576842784,0.1088029325848156,9.9999999999997511e-05,5.104054522506131e-08,4.3091797362072692e-07,3.6640415627198412e-07,2.2445618544249887e-13,6.5932652590456748e-08,4.5048675692758868e-10,1.4648848272721186e-09,1.0733521279206967e-15,1.5845217818719739e-17,9.5211336615667836e-14,8.8652974166775189e-12,4.405307677380617e-08,2.0791026164869023e-10,4.6195863688669342e-20,2.6719264764632196e-17,3.3997498664187646e-21,6.9075065100149932e-19,5.6514706051584087e-08,9.5064045308271048e-21,2.2203304493591324e-22,1.065533444469376e-23,7.4898768823627777e-26,6.4591202411212591e-27,3.8315156192053669e-11,8.1563861711456756e-12,3.640261431213217e-15,2.3243524500269399e-15,1.2962441938237818e-16,1.2476667492486716e-18,-2.6457056571450731e-19,1.4100496928323092e-13,2.5872666151065033e-25,1.0544457087093457e-14,8.189502525073096e-14,1.5273452577426415e-14,1.3003531647303053e-17,9.2398056118860746e-18,2.6552207147412555e-17,9.4260772072694958e-24,9.6496383841489352e-20,1.2742752937824576e-20,2.9825097911646132e-28,2.1385913650070958e-23,1.6977302516155447e-28,1.5732993113861861e-24,2.0652683547227721e-21,1.0394075774526172e-14,3.7102517788737873e-20,7.0944307316026789e-25,1.0100185372795194e-29,8.027977344387485e-20,4.6275699911345987e-16,9.7038920815571655e-19,3.2183940355154911e-23,5.0348712879410839e-25,2.4632752890404751e-22,4.7603451633143609e-21,1.2365524887758391e-30,4.1727072996898138e-30,2.7045343883908344e-36,1.719873103605299e-27,1.1404791885682153e-31
1.4222816235061448e-10,0.002689546022772944,2.7239060332999654e-18,5.5966977729826407e-14,3.9105095411744621e-14,5.0745114177416818e-16,1.8384322635417789e-11,2.2571735304694266e-17,-3.9365001260306476e-30,-5.2006273258521124e-22,1.1557859028536789e-27,-3.2451503789302754e-17,-2.9585825751820604e-17,2.6506166629364366e-18,-2.4352224781625073e-22,4.72043959302865e-30,1.3478802918619842e-32,4.1221055361025944e-27,3.8391473011340541e-33,3.560081721607934e-40,7.0278352802775212e-25,3.0787169461757784e-17,4.0050066356062789e-21,3.8545867828506432e-19,8.8902808276735552e-12,5.376478618734572e-21,-2.5916873245982801e-22,2.5485531647952684e-19,-6.0566350933610358e-40,2.9993251019077672e-23,1.6542825301889378e-23,1.9388733407779742e-30,2.4501869217171144e-39,0.88129999999999997,0.0,0.0,0.0,0.0098889513011779263,0.1088029294634995,9.9999999999997403e-05,5.2628864233435773e-08,4.4432738484000289e-07,3.767825991027863e-07,2.3144086862789869e-13,6.9006858970569809e-08,4.5048540026606527e-10,1.5109011766734941e-09,1.1233987668865462e-15,1.63429628758586e-17,1.0540873698460447e-13,9.4286277386059371e-12,4.5430088994776674e-08,2.2105187355524066e-10,4.7840364651884548e-20,2.9185281303322842e-17,3.6408425793481229e-21,7.5945926973011935e-19,5.8281252650082724e-08,1.0748409198109157e-20,2.5792413791801421e-22,1.2403672766851607e-23,8.9835805956181281e-26,7.7428188680807441e-27,4.0403615008926129e-11,8.883781053992002e-12,3.9653342943799255e-15,2.5330170164432704e-15,1.3232443250407948e-16,1.4318217442685657e-18,-3.0599295441068559e-19,1.4982107551251682e-13,3.0137634095165574e-25,1.0838104414267419e-14,8.5481276689605709e-14,1.6424457143867255e-14,1.3985750519156278e-17,9.9376069073229166e-18,2.8724995083226232e-17,1.0197419584582979e-23,1.0245630934766807e-19,1.3809919824814977e-20,3.2322860286248554e-28,2.2710912277887854e-23,1.8399100625914448e-28,1.6849904021368504e-24,2.2553534772337226e-21,1.1032350713980752e-14,3.9380922895316679e-20,7.9783154847480756e-25,1.135878362460615e-29,8.5209700562313903e-20,5.0688330592488632e-16,1.0433715967773372e-18,3.4604616066334498e-23,5.4135436706002486e-25,2.6486647649911112e-22,5.2767223508582626e-21,1.4491948773744092e-30,4.8574243921375739e-30,3.1060316030219115e-36,1.8360625693919245e-27,1.2175346636396689e-31
1.4652114841672568e-10,0.00268954601431832,2.8766232689117769e-18,5.8770354992818328e-14,3.956608600803677e-14,5.541533947043952e-16,1.9491197794929236e-11,2.5270578699547251e-17,-4.4060785519073548e-30,1.4324800976721839e-22,1.2399374244434214e-27,-3.2546197814843897e-17,-2.9324055899403569e-17,2.7715629436044678e-18,-2.7618245993257002e-22,5.2300820705360818e-30,1.5172683770555431e-32,4.5511816671190741e-27,4.5892375257492934e-33,4.0426173904208035e-40,7.6820471947855333e-25,3.0674258113133897e-17,4.2481785003730299e-21,4.3469523768665289e-19,9.6572047132413174e-12,6.0216960189154459e-21,-2.904826764176843e-22,2.8712908967649884e-19,-7.3545721386590172e-40,3.4384493937067197e-23,1.8082886153811075e-23,2.203254627912999e-30,3.0699111228941163e-39,0.88129999999999997,0.0,0.0,0.0,0.0098889196444804754,0.10880292631781682,9.9999999999997281e-05,5.4217169549471503e-08,4.5773669246077363e-07,3.8713652694663789e-07,2.3842549744616998e-13,7.2105399592114703e-08,4.5048404359555641e-10,1.5569171679311537e-09,1.1738415563075418e-15,1.6840704059064245e-17,1.1633073952542503e-13,1.0009515472923202e-11,4.6807096461383446e-08,2.3459611966470159e-10,4.9496770152439029e-20,3.1792235845782605e-17,3.8930660220117247e-21,8.329457875798293e-19,6.0047793670077534e-08,1.2111197262845119e-20,2.9831191151354912e-22,1.4375847128180793e-23,1.0717964077580003e-25,9.2334424283966065e-27,4.2531603652642591e-11,9.6501423066969092e-12,4.3078447372448111e-15,2.7529356377230849e-15,1.3502748422625752e-16,1.6365175557519736e-18,-3.4621225243655481e-19,1.5889607686313869e-13,3.4952324865171597e-25,1.113381537836005e-14,8.9118833984302827e-14,1.76251322366872e-14,1.5010447503866259e-17,1.0665581037085305e-17,3.0999738713947611e-17,1.1004956318096692e-23,1.0859344094624236e-19,1.4927440103880938e-20,3.4938477570648231e-28,2.4075418416666511e-23,1.9887985137193702e-28,1.8014086815820852e-24,2.4567290294970457e-21,1.1688138086610008e-14,4.1721841681783357e-20,8.9423048381414438e-25,1.2731466366509924e-29,9.0274894643699726e-20,5.5367505529445186e-16,1.1194880982894316e-18,3.7129249417423852e-23,5.8084776473927809e-25,2.8420206094251812e-22,5.8313401063201589e-21,1.6910645986176804e-30,5.6298109691459717e-30,3.5546275662703003e-36,1.9567292985584348e-27,1.2975596913179576e-31
1.5081413448283687e-10,0.002689546005802705,3.0323561953238468e-18,6.1601855472433093e-14,3.9926083714645482e-14,6.0357841633635988e-16,2.0630148236327927e-11,2.8202772468100278e-17,-4.9076215148904589e-30,4.8053428533453963e-22,1.3275853855849513e-27,-3.6195973155302655e-17,-3.2590843115280111e-17,2.8938687329000951e-18,-3.1152053691417703e-22,5.7809294413906726e-30,1.6982011218899471e-32,4.9998347644273972e-27,5.4361893720084003e-33,4.5670067820616176e-40,8.3753789839675698e-25,3.4101110763860996e-17,4.498321197637623e-21,4.8778210652932118e-19,1.0463846411960393e-11,6.7214771587521393e-21,-3.2394484884778329e-22,3.2323113666515089e-19,-8.8078890196555153e-40,3.9205594782569197e-23,1.9715045855915287e-23,2.4948132412970877e-30,3.7944668063689128e-39,0.88129999999999997,0.0,0.0,0.0,0.0098888879875919551,0.10880292314938213,9.9999999999997145e-05,5.5805461173212024e-08,4.711458964437285e-07,3.9746755475110185e-07,2.4541007187590135e-13,7.5226659664540489e-08,4.5048268691606261e-10,1.6029328009197864e-09,1.2246542081232026e-15,1.7338441366981276e-17,1.2800338529705192e-13,1.0607979778064066e-11,4.8184099173601148e-08,2.4854299431913555e-10,5.1165093118459602e-20,3.4543362570362043e-17,4.1567435164292609e-21,9.1142598491391403e-19,6.181432911228531e-08,1.3602959088398491e-20,3.4361024195560253e-22,1.6593162456059282e-23,1.2723292555746432e-25,1.0957221685369182e-26,4.469821809191263e-11,1.0456192124809353e-11,4.6681164770162926e-15,2.9843186361547514e-15,1.3773346594270021e-16,1.8633454634718602e-18,-3.8968300193248596e-19,1.6822925313055866e-13,4.0369610168358882e-25,1.1431551753303672e-14,9.2807104834153337e-14,1.8876179144744485e-14,1.6078223505138999e-17,1.1424154767626747e-17,3.337799361919065e-17,1.184923963933588e-23,1.1490809565133915e-19,1.6095842244074838e-20,3.7673186676684688e-28,2.5479502056423075e-23,2.1444660135767557e-28,1.9226395483764487e-24,2.6697189303003562e-21,1.2361314613455475e-14,4.4124834075910793e-20,9.9910863171322308e-25,1.4224910701608525e-29,9.5474403460720625e-20,6.0320413413708602e-16,1.1987818948217285e-18,3.9759272811836004e-23,6.2198972736194618e-25,3.0434526480359461e-22,6.4258172733962822e-21,1.9652351606815167e-30,6.498212067462424e-30,4.0545241544097451e-36,2.0819296717483476e-27,1.3805916695098369e-31
