Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246)
1.4207596435954282e-12,0.0021403857304713903,4.695140528529409e-21,8.5425906143539153e-17,-3.6255343851264642e-15,4.6449600672771289e-21,4.1405552586859234e-14,2.1455131615329319e-22,-1.6941000501513348e-30,-8.3676240251045591e-18,1.2159015436999402e-34,8.3675958777598433e-18,1.7644403791697369e-29,-5.7891243721464194e-18,1.4353419422406612e-24,-1.6991297293542732e-30,-3.7373145835013323e-35,-3.0518216060438405e-28,-5.7889840284428364e-37,1.1789922660492072e-41,7.5228985444909806e-29,2.1421014434830112e-28,3.3454517093351133e-23,2.6709282949686696e-23,2.8212609941249468e-16,9.0913850128094761e-27,9.5737124126309014e-31,2.4776358072413944e-25,-1.3971215509177887e-41,1.0184832129204551e-36,1.46754072490227e-27,2.2033171302959443e-36,-3.9510490673947944e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899518495682986,0.10880299990202551,0.00010000000000000587,1.5414820372608252e-09,1.8439263247984838e-08,1.8396444683673442e-08,8.6972128972567443e-15,7.032475451437217e-11,3.3154763834846181e-09,2.7599699757274898e-11,8.5527595572376108e-19,2.3012364199984066e-19,4.4668928563678942e-19,8.4196607246087904e-15,2.5286442403860704e-09,1.9930341555065345e-13,2.0411992380841323e-21,8.7329564275008641e-22,1.1455087720127599e-23,3.8570313208127538e-23,3.8308991513876962e-09,6.7181511936844704e-27,2.1147288048463247e-30,1.7947717602258643e-31,1.5319971363724027e-35,4.8407169349250067e-36,8.0797418037656311e-14,2.8212613287895524e-16
1.4314101576245247e-12,0.002140385730468431,4.6426899436392543e-21,8.4440573069387222e-17,-3.5331680363104819e-15,4.5913795242413792e-21,4.1842451715164562e-14,2.1851952296465193e-22,-1.7079562443630824e-30,1.5652540676870037e-17,1.2030081241937587e-34,-1.5652568890527859e-17,1.7754135353243776e-29,-5.8011558022824853e-18,1.4385524358023723e-24,-1.7130555422709673e-30,-3.8984729778345939e-35,-3.1379456562132092e-28,-6.0344127415447327e-37,1.190884511408492e-41,7.7079201532964822e-29,2.1246605456886726e-28,3.4093177363198643e-23,2.6772341545336119e-23,2.8850870937486349e-16,9.3668109158002221e-27,9.9377365166583305e-31,2.5067451050146638e-25,-1.4478245052907567e-41,1.0350406800396756e-36,1.5076052901848586e-27,2.2842119212161919e-36,-4.1803883274311285e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899514889932375,0.10880299990064163,0.00010000000000000589,1.5530374828083882e-09,1.8577364244759264e-08,1.8533825809181347e-08,8.7623547106774383e-15,7.1375675476068067e-11,3.3200338039603027e-09,2.7932152882317101e-11,8.6805730016554843e-19,2.3289562587328905e-19,4.5709275540705095e-19,8.5463243301059878e-15,2.5555198858449163e-09,2.0230153420052993e-13,2.0659065061558722e-21,8.9306544775566212e-22,1.1641991455424968e-23,3.9513267995782678e-23,3.8716157955302979e-09,6.9368544059093726e-27,2.2006874194698354e-30,1.8677475505022411e-31,1.6067272332388546e-35,5.0568825806664562e-36,8.2009616961315064e-14,2.8850874348033757e-16
1.4420606716536212e-12,0.0021403857304654536,4.5967074351451027e-21,8.3573880670101889e-17,-2.4390400740431968e-15,4.5442503308101307e-21,4.2279077534487815e-14,2.2253496115150718e-22,-1.7412307053325797e-30,2.318251972564933e-17,1.0225524391108985e-34,-2.3182545468332106e-17,1.7454272376924156e-29,-5.4727435456524804e-18,1.3604667688682082e-24,-1.7462016951622702e-30,-4.064697110676165e-35,-3.2225898890789932e-28,-6.287022659934618e-37,1.1677499663863327e-41,7.821364468009214e-29,2.0582455436993777e-28,3.4738591876470815e-23,2.4379432157539519e-23,2.9498671683724101e-16,9.6484440366082353e-27,1.0312747021927846e-30,2.5355390473523622e-25,-1.4991610824388342e-41,1.0513725508977775e-36,1.5484314739034194e-27,2.3747771621579065e-36,-4.4121933512386606e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899511284189067,0.10880299989924903,0.00010000000000000556,1.5645929276715239e-09,1.8715465210869711e-08,1.8671199230306633e-08,8.8274965132099758e-15,7.2434280719146745e-11,3.3244975892178627e-09,2.8265641621195867e-11,8.8093210298658605e-19,2.3567624477396634e-19,4.6766060696655341e-19,8.673933183163357e-15,2.5824320684757432e-09,2.0532202336858631e-13,2.0906918669786309e-21,9.1313114708097659e-22,1.1830405900711861e-23,4.0471543725711731e-23,3.9123877937116705e-09,7.1608821238287525e-27,2.2894316483906306e-30,1.9430893266762424e-31,1.6844836299838516e-35,5.2809885712791635e-36,8.3230786299063341e-14,2.9498675158849058e-16
1.4527111856827178e-12,0.002140385730462458,4.5677084627044318e-21,8.3019208420918475e-17,-1.1774049366673605e-15,4.5140878143996853e-21,4.2717226431751728e-14,2.2659778755046274e-22,-1.7385686098750061e-30,1.6931609741090842e-17,8.164577404748425e-35,-1.6931632608681022e-17,1.7090956280820654e-29,-5.0836173401183074e-18,1.2678901337449402e-24,-1.7433768055648255e-30,-4.23638999491701e-35,-3.3022734281605681e-28,-6.546621965809373e-37,1.1240457880905772e-41,7.9264186086901614e-29,2.0376249024492136e-28,3.5390769648238495e-23,2.1596898103647095e-23,3.0156082510421056e-16,9.9363767835599608e-27,1.0698990508050112e-30,2.5640806630466599e-25,-1.550828698750313e-41,1.0674477042011316e-36,1.5900272718096996e-27,2.4687809376804088e-36,-4.6366730914355727e-47,0.88129999999999997,0.0,0.0,0.0,0.009889950767846099,0.10880299989784774,0.00010000000000000518,1.5761483718502326e-09,1.8853565323659295e-08,1.8808564949453074e-08,8.8926379162222323e-15,7.3500567840959415e-11,3.3288696638829322e-09,2.8600154130917063e-11,8.9390033496518766e-19,2.3846539995429603e-19,4.7839424893952087e-19,8.8024872833631172e-15,2.6093800372518791e-09,2.0836488299709153e-13,2.1155544291790343e-21,9.3349493171181631e-22,1.2020330646892032e-23,4.1445263674440375e-23,3.9532140081260109e-09,7.390320469167399e-27,2.381028954977344e-30,2.0208544336405251e-31,1.7653639987786994e-35,5.5132646558532956e-36,8.4460924837346377e-14,3.0156086050800666e-16
1.4633616997118143e-12,0.002140385730459442,4.5535506068066298e-21,8.2737154487037942e-17,-5.5973456670063629e-16,4.4987494263557278e-21,4.3158604603226247e-14,2.307083249912743e-22,-1.7322569037620662e-30,-1.056232746783769e-18,7.1546224916659684e-35,1.0562111787627049e-18,1.6979777553086657e-29,-4.905757261670467e-18,1.2257711705342275e-24,-1.7370256149653301e-30,-4.4132003809301999e-35,-3.3776180296457221e-28,-6.8128780615825252e-37,1.1109239030675137e-41,8.0816347225827499e-29,2.0352735186578704e-28,3.6049719504887969e-23,2.0339420402880193e-23,3.0823173738376259e-16,1.0230702250150164e-26,1.1096717280771893e-30,2.5924663451577637e-25,-1.602487906074612e-41,1.0834111993094659e-36,1.6324007163470507e-27,2.5604522866973213e-36,-4.8556268328430082e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899504072755932,0.10880299989643773,0.00010000000000000499,1.5877038153445176e-09,1.899166378324563e-08,1.8945922969023008e-08,8.9577785419537336e-15,7.45745344396196e-11,3.3331519123669346e-09,2.8935678677699206e-11,9.0696196688893817e-19,2.4126299357731895e-19,4.8929509264155837e-19,8.9319866247675914e-15,2.6363630568390262e-09,2.1143011289769879e-13,2.1404933369408717e-21,9.5415899249356745e-22,1.2211765284966275e-23,4.2434551083840741e-23,3.9940933247414784e-09,7.6252562637797366e-27,2.4755479035969732e-30,2.1011011536005737e-31,1.8494684032794288e-35,5.7539455459520535e-36,8.5700031362879264e-14,3.0823177344688518e-16
1.4752532644183678e-12,0.0021403857304560514,4.5437894336186303e-21,8.2533056345945589e-17,-6.7142536172220148e-16,4.487649925757976e-21,4.3655391749726264e-14,2.3535473426899336e-22,-1.7267444030903511e-30,-1.1296759966878677e-17,7.3777711151566097e-35,1.1296737812845749e-17,1.7186062329724745e-29,-4.9783056947980721e-18,1.243494800199641e-24,-1.7316272749191313e-30,-4.6158691674043676e-35,-3.4603310497282073e-28,-7.1177740063965894e-37,1.1240167160130173e-41,8.3194567293710377e-29,2.0384318278261309e-28,3.6793465809048677e-23,2.0907666816379852e-23,3.1579522180529713e-16,1.0566992642857337e-26,1.1554669727544696e-30,2.6240550545707979e-25,-1.6600042956213705e-41,1.101231650612529e-36,1.680640465816532e-27,2.6595856197738136e-36,-5.1039508374545956e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899500046923713,0.10880299989485318,0.00010000000000000506,1.600605755573579e-09,1.9145852156208321e-08,1.9099277531073564e-08,9.030508729012621e-15,7.5782715890696457e-11,3.337829274334982e-09,2.9311481763376258e-11,9.2165592822848765e-19,2.4439642857750917e-19,5.0166545422358244e-19,9.0776927347654879e-15,2.6665308044539273e-09,2.1487895044025425e-13,2.1684274518203263e-21,9.7758842027974165e-22,1.2427290386640415e-23,4.3557660540192656e-23,4.0397975094685397e-09,7.8941710941732064e-27,2.5846184404872788e-30,2.1937036238544099e-31,1.9473085568575263e-35,6.032897447221004e-36,8.7094119595415053e-14,3.1579525861259615e-16
1.4871448291249213e-12,0.002140385730452636,4.5303057386478895e-21,8.2260103421055552e-17,-1.1740589774735382e-15,4.4728063869180601e-21,4.4155382441189353e-14,2.400617034639927e-22,-1.7402118028720458e-30,-1.0557624850232235e-17,8.2497647918481689e-35,1.0557601123429046e-17,1.7552656287804865e-29,-5.1852400287645138e-18,1.2933085969863567e-24,-1.7452872688036018e-30,-4.8235355160180984e-35,-3.544867470144215e-28,-7.4307038133831065e-37,1.1509208027943368e-41,8.5909824419756281e-29,2.0317955368096001e-28,3.7545676966875545e-23,2.2430584879556203e-23,3.2348123984656952e-16,1.0911500844883103e-26,1.2027613501176623e-30,2.6555527465271145e-25,-1.7176499394649534e-41,1.1190627304913408e-36,1.7298709233822256e-27,2.7587996111154777e-36,-5.3664534856870158e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899496021115432,0.10880299989325781,0.00010000000000000526,1.6135076949494248e-09,1.9300038883140466e-08,1.9252622500951302e-08,9.1032381371381273e-15,7.7000464458181793e-11,3.3423994676750065e-09,2.9688516044630213e-11,9.3646624751344523e-19,2.4754012938082617e-19,5.1424798911860164e-19,9.2245771859195746e-15,2.696740369964926e-09,2.1835567472002632e-13,2.1964545654762379e-21,1.0013979606780531e-21,1.2644696683119696e-23,4.470050186166102e-23,4.0855650485845265e-09,8.1701711675089618e-27,2.6975166836510999e-30,2.2895574349482355e-31,2.0494420094509933e-35,6.3229672105730436e-36,8.8499384371592398e-14,3.2348127740651983e-16
1.4990363938314748e-12,0.0021403857304492,4.5103319644181575e-21,8.1867396504290582e-17,-1.4815971940924476e-15,4.4514510832607083e-21,4.4657305357430663e-14,2.4482968630354563e-22,-1.7520104158889359e-30,-2.3033243952924543e-18,8.7998273546174034e-35,2.3032995736084837e-18,1.784229235917836e-29,-5.3295112129642365e-18,1.3281552417865917e-24,-1.757242175676515e-30,-5.0361706054424838e-35,-3.6321758737197879e-28,-7.7518681707096912e-37,1.1678593091748553e-41,8.8529393281723352e-29,2.0256876477205434e-28,3.8306364514828263e-23,2.3490578775483871e-23,3.3129076987828583e-16,1.126435941655521e-26,1.2515913343339631e-30,2.6869312301081334e-25,-1.7756213819086309e-41,1.136890581226387e-36,1.7801033140020416e-27,2.8624599031541915e-36,-5.6463142006813251e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899491995324829,0.10880299989165169,0.0001000000000000054,1.6264096334720581e-09,1.9454224567722733e-08,1.9405957881996738e-08,9.1759670518802504e-15,7.8227776802211875e-11,3.3468649488211718e-09,3.0066765773010001e-11,9.5139288412345391e-19,2.5069396467532697e-19,5.2704467349682117e-19,9.3726399701924458e-15,2.7269907948232322e-09,2.2186028548030436e-13,2.2245735055878897e-21,1.0255906624491667e-21,1.2863983605660676e-23,4.5863246437462299e-23,4.1313944898875209e-09,8.453380362132251e-27,2.8143429214932844e-30,2.3887478422927854e-31,2.1560187704868823e-35,6.624503702416054e-36,8.9915824003819e-14,3.3129080819937426e-16
1.5109279585380284e-12,0.0021403857304457424,4.4893301418975896e-21,8.145538054924988e-17,-1.2248729462563472e-15,4.4290458811988974e-21,4.5160318441238221e-14,2.4965902428110591e-22,-1.7588190732443267e-30,8.2812199918934617e-18,8.3924799912332869e-35,-8.2812444658168413e-18,1.7897234830186822e-29,-5.2859556299022441e-18,1.3181473743340184e-24,-1.7640973774026184e-30,-5.2541693049335869e-35,-3.7205199507419472e-28,-8.081461828248188e-37,1.1626429685328771e-41,9.0768080583580645e-29,2.022653541169109e-28,3.907553971587045e-23,2.3152789123305258e-23,3.3922479012170195e-16,1.1625701987231338e-26,1.3019939914126808e-30,2.7181644495571267e-25,-1.8338997954712248e-41,1.1547187449295128e-36,1.8313488605160512e-27,2.9734671025259883e-36,-5.9381027774782681e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899487969547617,0.10880299989003479,0.00010000000000000536,1.6393115711414807e-09,1.9608409599066918e-08,1.9559283677549623e-08,9.2486956579161543e-15,7.9464649584102014e-11,3.3512281172180904e-09,3.0446215422580934e-11,9.6643579745249678e-19,2.5385780500448239e-19,5.4005748775194111e-19,9.5218810833326571e-15,2.7572811427184943e-09,2.25392782554002e-13,2.2527831023851068e-21,1.0501695741289559e-21,1.30851505857466e-23,4.7046065603213852e-23,4.1772844148668589e-09,8.7439236393123318e-27,2.9351992053064568e-30,2.491361602336738e-31,2.2671928103911774e-35,6.9378639421369343e-36,9.1343436804919493e-14,3.3922482921242655e-16
1.5228195232445819e-12,0.002140385730442262,4.4781761483306199e-21,8.1224062460346908e-17,-2.3444333653880199e-16,4.4164664909142854e-21,4.5664022747887286e-14,2.5454998320992737e-22,-1.7609411679827514e-30,2.0003388227496717e-17,6.7343561240095946e-35,-2.0003410457903351e-17,1.7643956283034182e-29,-4.9974766972353096e-18,1.2496547519974775e-24,-1.7661224586131977e-30,-5.4780577397189851e-35,-3.8063910766282229e-28,-8.4194652765695145e-37,1.1281058978169963e-41,9.2492087234062944e-29,2.0254176703954123e-28,3.9853213566827805e-23,2.09777304600171e-23,3.4728427864959971e-16,1.1995663247590515e-26,1.3540069805979251e-30,2.7492786488728901e-25,-1.8923525953303826e-41,1.1725789632609363e-36,1.8836187889102516e-27,3.0932184045922517e-36,-6.2303122720955686e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899483943781768,0.10880299988840715,0.00010000000000000509,1.6522135079576941e-09,1.9762594163067034e-08,1.9712599890948817e-08,9.3214240432054471e-15,8.071107946633882e-11,3.355491317010037e-09,3.0826849679381023e-11,9.8159494690880305e-19,2.5703152267926039e-19,5.5328841646602355e-19,9.6723005236273313e-15,2.7876104989196357e-09,2.2895316583413403e-13,2.2810822080177821e-21,1.0751377440385339e-21,1.3308197055102331e-23,4.8249130641292925e-23,4.2232334377044854e-09,9.0419270360766548e-27,3.060189353550906e-30,2.5974869762750033e-31,2.3831221055892364e-35,7.2634131741390246e-36,9.278222108813228e-14,3.4728431851846972e-16
1.5390817307204963e-12,0.0021403857304374664,4.489129530686116e-21,8.1389014116149747e-17,1.2560687377575443e-15,4.4254346262990678e-21,4.6356278789244297e-14,2.61338939660221e-22,-1.7572910458964512e-30,9.0882026368581506e-18,4.1986171925451399e-35,-9.0882213720426645e-18,1.7227367777423767e-29,-4.5483336193244253e-18,1.1429524861887602e-24,-1.7623075768341103e-30,-5.7939655264301537e-35,-3.9164037154882857e-28,-8.8948683156753301e-37,1.0748647233654166e-41,9.4799914868016969e-29,2.0272608931146234e-28,4.0930492356810248e-23,1.7589176729390434e-23,3.5851085526132297e-16,1.2515799688175293e-26,1.4278133145215395e-30,2.7917815777305778e-25,-1.972316109999001e-41,1.1970713005568209e-36,1.9567788534155354e-27,3.2634804415583398e-36,-6.6186852512595288e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899478438407833,0.10880299988616392,0.00010000000000000463,1.6698574397781996e-09,1.9973446194174286e-08,1.9922250659535929e-08,9.4208823044504027e-15,8.2431089479219483e-11,3.3611637469846297e-09,3.1349273012219391e-11,1.0025138076836145e-18,2.6138747386061791e-19,5.7173896940722312e-19,9.8799128754826033e-15,2.8291486748398308e-09,2.3386728095188478e-13,2.3199252052546808e-21,1.1099184427859975e-21,1.3616263933477701e-23,4.9927458228909209e-23,4.286163840573513e-09,9.4617668658028919e-27,3.2380025810950305e-30,2.7484657590042391e-31,2.5496527715667286e-35,7.7290263424981208e-36,9.476790016392331e-14,3.5851089620813413e-16
1.5537177174488191e-12,0.0021403857304331067,4.5040763116403563e-21,8.1630392760066706e-17,-2.8149390692166462e-18,4.4385588234259276e-21,4.698905093700534e-14,2.6754924101768169e-22,-1.7770890580558938e-30,-4.9789955613366588e-17,6.406328952365973e-35,4.9789933253421789e-17,1.7961654024443772e-29,-4.99678757093978e-18,1.2505501304243599e-24,-1.7824601818658734e-30,-6.0865390211225251e-35,-4.0145843374479543e-28,-9.3353386857018847e-37,1.1312251281569387e-41,9.8960651037554173e-29,2.0171751964944517e-28,4.1913671740665026e-23,2.1106311856303131e-23,3.6881902785306231e-16,1.2998210232333989e-26,1.4969574093620455e-30,2.8301225000266927e-25,-2.0445816044215917e-41,1.2191305843731125e-36,2.0243027681937671e-27,3.4020762616113732e-36,-6.9805930455891453e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899473483624965,0.10880299988412791,0.0001000000000000051,1.6857369770523872e-09,2.0163208617496915e-08,2.011092104183534e-08,9.5103926725849952e-15,8.3994367862000644e-11,3.3661174626047022e-09,3.1821292413901742e-11,1.0215264927437455e-18,2.653231586622498e-19,5.8870062458786705e-19,1.0068648103663545e-14,2.8665921380166018e-09,2.3833457356000247e-13,2.3550227402098379e-21,1.1418548100913292e-21,1.3896527309644645e-23,5.147096171920794e-23,4.3428907474391013e-09,9.8520258981806102e-27,3.4050408544561022e-30,2.8902986799955069e-31,2.7077455139750528e-35,8.1689755213748972e-36,9.6572868215973026e-14,3.688190697836664e-16
1.5573767141308998e-12,0.002140385730432011,4.502975581019837e-21,8.1601677429171893e-17,-6.2072047066497353e-16,4.4369970961867573e-21,4.714862054073369e-14,2.6911683371620489e-22,-1.7817396989236562e-30,-1.8454819212283807e-17,7.5715169898166069e-35,1.845479501604788e-17,1.8297436296587693e-29,-5.2256551707039743e-18,1.3053292078078506e-24,-1.7872684566930452e-30,-6.1606056095033507e-35,-4.0408198344662907e-28,-9.4473150573111761e-37,1.1594080255189839e-41,1.0028804845466332e-28,2.0155453821127215e-28,4.2161486291641823e-23,2.2887813242008745e-23,3.7142653005486275e-16,1.3120959506629582e-26,1.5146549154471641e-30,2.839726953222554e-25,-2.0627659637676385e-41,1.2246379018880466e-36,2.0414350121239825e-27,3.4347851148829902e-36,-7.0795207224984335e-47,0.88129999999999997,0.0,0.0,0.0,0.009889947224493682,0.10880299988361636,0.00010000000000000532,1.6897068611689874e-09,2.021064860284061e-08,2.0158086371976066e-08,9.5327699623726693e-15,8.4387446962116264e-11,3.3673339673163634e-09,3.1939566013494653e-11,1.0263071447334571e-18,2.66309320713932e-19,5.9299421721040806e-19,1.0116110804913711e-14,2.8759615587286143e-09,2.3945799695068796e-13,2.3638174694975704e-21,1.1499334106315873e-21,1.3967037574097371e-23,5.1861762973753896e-23,4.3570854349207056e-09,9.9514563605377969e-27,3.4478627026511375e-30,2.9266593509786091e-31,2.7485240843423241e-35,8.2821462633483378e-36,9.7026753131282486e-14,3.7142657223343747e-16
1.55920621247194e-12,0.0021403857304314626,4.5013415264055002e-21,8.1567375610076074e-17,-7.7096807239827356e-16,4.4351317372932291e-21,4.7228119542174693e-14,2.6990289720113431e-22,-1.7826241777640996e-30,3.7258496352062336e-19,7.8776096313504395e-35,-3.7260966206523781e-19,1.8397071522899033e-29,-5.2881092812288502e-18,1.3203050828950124e-24,-1.7882011049779878e-30,-6.1977663346827187e-35,-4.0543253033024812e-28,-9.5035973492263601e-37,1.1670962625064147e-41,1.0083018776754726e-28,2.0153439044275836e-28,4.2285696728958836e-23,2.3375140499405503e-23,3.7273486959091488e-16,1.3182658922255638e-26,1.5235661939670451e-30,2.8445287650842411e-25,-2.0718756610728336e-41,1.2273908721986793e-36,2.0500390512105029e-27,3.4524856834013339e-36,-7.1307796547511724e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899471625591793,0.10880299988336023,0.00010000000000000536,1.6916918031969959e-09,2.0234368710088107e-08,2.0181668697298051e-08,9.5439586600701187e-15,8.4584325371087055e-11,3.3679389737876708e-09,3.199874283312049e-11,1.0287015920251819e-18,2.6680273542813575e-19,5.9514903042771546e-19,1.0139883989365202e-14,2.8806475356425591e-09,2.4002069867329764e-13,2.3682178863873061e-21,1.1539869482426236e-21,1.4002359358026036e-23,5.2057905834513453e-23,4.3641846975064818e-09,1.0001454058266417e-26,3.4694351934529581e-30,2.9449769441394502e-31,2.7691051780334234e-35,8.3392171538914208e-36,9.725409199053219e-14,3.7273491189377839e-16
1.5601209616424603e-12,0.0021403857304311885,4.5003655828754439e-21,8.1547298476895178e-17,-7.8968815151059582e-16,4.4340399399986837e-21,4.7267732740580947e-14,2.7029649484583629e-22,-1.782677574516328e-30,-7.6681660699408296e-20,7.9130511134867017e-35,7.6656888175914802e-20,1.8417821151629023e-29,-5.2971896686365286e-18,1.3225041421126999e-24,-1.7882655213272384e-30,-6.2163868254785735e-35,-4.0611410896425231e-28,-9.5318161488586411e-37,1.168223948561123e-41,1.0104916038836459e-28,2.0153591210276609e-28,4.234787775474118e-23,2.3446917610552557e-23,3.7339018802494039e-16,1.3213590046490533e-26,1.5280375287445704e-30,2.8469286136140033e-25,-2.0764319838413231e-41,1.2287676196715886e-36,2.0543505678146647e-27,3.4618882806755846e-36,-7.1567417189278501e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899471315918759,0.10880299988323205,0.0001000000000000054,1.692684274203427e-09,2.024622881968915e-08,2.019345977502727e-08,9.5495530372636728e-15,8.4682849284991492e-11,3.3682406689462652e-09,3.2028341224980761e-11,1.0298998459306893e-18,2.6704952601629587e-19,5.9622844445310999e-19,1.0151781040084193e-14,2.8829908394145826e-09,2.4030229704218051e-13,2.3704188558510063e-21,1.1560172812381349e-21,1.4020036912012598e-23,5.2156163095782992e-23,4.367734806504096e-09,1.0026523731856352e-26,3.4802620083451602e-30,2.9541702063252855e-31,2.7794439578326442e-35,8.3678746202353783e-36,9.7367860517871306e-14,3.7339023039002427e-16
1.5619504599835006e-12,0.0021403857304306394,4.4984136434847693e-21,8.1507135808995744e-17,-7.6880715749924879e-16,4.4318558896747378e-21,4.7346866654143169e-14,2.710848178737339e-22,-1.7828804185554591e-30,8.0260970511747118e-19,7.8833794845404532e-35,-8.0263447400990048e-19,1.843448358811506e-29,-5.2964525972568587e-18,1.3223892989726823e-24,-1.7884792497012007e-30,-6.2537262579644802e-35,-4.074789210827492e-28,-9.5884101500490206e-37,1.1681782316902409e-41,1.0144302631245067e-28,2.0153482333523017e-28,4.2472391440939914e-23,2.3443396099408292e-23,3.7470312444949158e-16,1.3275615445341866e-26,1.5370116812512743e-30,2.8517260039431053e-25,-2.0855444060467905e-41,1.2315219164294651e-36,2.0629926201386781e-27,3.4812010130928493e-36,-7.2089193790954264e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899470696572449,0.10880299988297554,0.0001000000000000054,1.6946692162011436e-09,2.026994907510519e-08,2.0217041760629748e-08,9.5607418092925524e-15,8.4880066524054443e-11,3.3688424479139622e-09,3.2087557940632196e-11,1.0322984141687556e-18,2.6754327338656798e-19,5.9839129189779085e-19,1.0175596058644615e-14,2.8876780757138725e-09,2.4086598879816846e-13,2.3748222995025227e-21,1.1600850825445807e-21,1.4055425342739721e-23,5.2353049669382077e-23,4.3748359770683665e-09,1.0076805026382755e-26,3.5019970320144589e-30,2.9726258786399629e-31,2.8002183861805389e-35,8.4254345147373506e-36,9.7595595764143381e-14,3.7470316693916799e-16
1.5628652091540207e-12,0.002140385730430365,4.4975141084407403e-21,8.1488456404037234e-17,-7.6230589945167788e-16,4.4308400973501474e-21,4.7386460575202896e-14,2.7147954238107776e-22,-1.7830630247790806e-30,-1.0759321682957898e-19,7.8731413478147116e-35,1.0756844287517732e-19,1.8443946647729435e-29,-5.2969490418708578e-18,1.322538476639594e-24,-1.7886678073623217e-30,-6.2724493302693976e-35,-4.0815940867889966e-28,-9.6167850241987492e-37,1.1682642143930693e-41,1.0164243307086045e-28,2.0153026724154711e-28,4.2534724109444351e-23,2.3448306277090973e-23,3.7536074332979284e-16,1.3306709847134391e-26,1.5415145358473185e-30,2.8541236497404439e-25,-2.090100105183393e-41,1.2328994649462561e-36,2.0673231659710559e-27,3.4908676678670419e-36,-7.2350300403143116e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899470386899467,0.10880299988284718,0.0001000000000000054,1.6956616871924286e-09,2.0281809190158421e-08,2.0228832668506054e-08,9.5663361893752512e-15,8.4978759846179595e-11,3.3691425336338794e-09,3.2117176251479378e-11,1.0334987284644222e-18,2.6779023006076007e-19,5.9947472714182097e-19,1.0187514026518105e-14,2.8900220074955018e-09,2.4114808218597202e-13,2.3770247683110308e-21,1.1621225536296829e-21,1.4073136218964107e-23,5.2451679137414788e-23,4.3783870375053803e-09,1.0102016766659656e-26,3.512905343030681e-30,2.9818883756984836e-31,2.8106541964480057e-35,8.4543373119701248e-36,9.7709562481542517e-14,3.7536078588184143e-16
1.564694707495061e-12,0.0021403857304298154,4.4957817482109219e-21,8.1452316951741633e-17,-7.5439630693615217e-16,4.4288748184679693e-21,4.7465703810489221e-14,2.7227011962349284e-22,-1.7831634989540639e-30,-1.2950303616149603e-18,7.8630637491739719e-35,1.2950055618959572e-18,1.8465421084984182e-29,-5.2998552060642229e-18,1.3232937701133369e-24,-1.7887813167921071e-30,-6.3099970389147917e-35,-4.0951933259413018e-28,-9.6736895809401025e-37,1.1686736352988632e-41,1.0204675830478661e-28,2.0152627478210484e-28,4.2659541119538982e-23,2.3473310515577782e-23,3.7667828465083143e-16,1.3369062373672478e-26,1.5505518941510054e-30,2.8589171103118465e-25,-2.0992112649559106e-41,1.2356552188392121e-36,2.0760033229239406e-27,3.5102161123215204e-36,-7.2873981744789009e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899469767553903,0.10880299988259028,0.0001000000000000054,1.6976466291598532e-09,2.0305529394439651e-08,2.0252414314416358e-08,9.5775249375502045e-15,8.517631588803427e-11,3.3697411023050057e-09,3.2176432746247039e-11,1.035901417316795e-18,2.6828430911235293e-19,6.0164562523585575e-19,1.0211370879400072e-14,2.8947104964656119e-09,2.4171276397982669e-13,2.3814312019659493e-21,1.1662046435989879e-21,1.4108591291844232e-23,5.2649310825185313e-23,4.3854901058756351e-09,1.015258273197993e-26,3.5348038196867796e-30,3.0004829095064619e-31,2.8316234150253933e-35,8.5123895321427437e-36,9.7937694101032593e-14,3.7667832732777628e-16
