Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539)
9.189623643366791e-07,0.002248783991485191,1.8033710673084242e-11,5.1134304802633208e-09,5.0348176689469932e-13,8.3061048071360349e-08,4.2247123034169315e-06,2.8724087056499367e-05,8.8034608008356742e-26,3.731773017508097e-28,1.2989584149631959e-19,3.5337135120784001e-13,3.5057542672476239e-18,5.4342196281831013e-12,2.3772530534009227e-11,4.5977133544043016e-18,3.0885817953172834e-17,2.6381903122642815e-14,8.2040574429001929e-14,1.7965852379525506e-22,9.6371263377265918e-13,1.9604275032772003e-19,7.5485344230558102e-13,9.3189610436374535e-13,1.9802238699750197e-05,3.0565553964982467e-13,2.4050424578200534e-11,1.5086507720844752e-06,3.0856556777791509e-33,2.4033487582083005e-19,1.2759717295874577e-11,1.1266238658699258e-12,1.716331493608682e-21,0.88129999999999997,0.0,0.0,0.0,0.0081622619895788881,0.10831935903989405,9.9999994488103144e-05,6.3031281369634677e-05,0.00016198145474402131,5.3952746085386357e-05,1.5032044736857083e-10,4.7918893533555032e-05,3.1529169089062916e-11,1.0034079459479418e-06,1.1210443468022657e-12,1.5034863126382574e-14,0.00039992301660246295,0.00041658067887486789,2.0722680095463777e-05,0.00051909613515591308,2.0246614091699621e-13,3.3501726527461452e-09,1.5795485043884929e-12,1.273070124834168e-08,2.2050078465909172e-05,2.7023893365830306e-07,1.7860787610046508e-07,1.9994067251782388e-08,6.1261123395296914e-08,8.6276566325451824e-07,9.3043220223431031e-09,1.2145377735734567e-05,8.7444877816305259e-09,5.9780298018095182e-09,1.037258089338383e-14,7.6422062173079586e-06,2.9599297872769969e-11,7.8443749861215261e-10,1.8585185329667542e-07,3.4024826344538256e-12,4.9737493755698728e-11,6.9759271820641121e-08,1.0788055846698345e-10,8.3028841565303379e-11,2.5382763999029942e-10
9.257798129615832e-07,0.002248777724923888,1.8465248236796844e-11,5.1560849115845542e-09,5.0343789234874314e-13,8.3807520038967762e-08,4.2250787458617797e-06,2.8990647054557824e-05,9.0582558919338215e-26,3.6737018188564978e-28,1.3408033971691628e-19,3.6007190615342574e-13,3.5740160239101802e-18,5.4904755120818914e-12,2.440127230157087e-11,4.8049708931593327e-18,3.1816843855060508e-17,2.6706345123733126e-14,8.3783045339675792e-14,1.8597058279765743e-22,9.8858421587755941e-13,2.0416463314410333e-19,7.6770868371688484e-13,9.6070658780470004e-13,1.9947044090934937e-05,3.0789967838955522e-13,2.4411540393676014e-11,1.5346043840507215e-06,3.1909784164283108e-33,2.5310523581726961e-19,1.3046488235726586e-11,1.1616146121668265e-12,1.7619948843099315e-21,0.88129999999999997,0.0,0.0,0.0,0.0081513659782390772,0.10831613485543475,9.999999443162319e-05,6.3315313015259735e-05,0.0001618160078367326,5.3861650837016311e-05,1.5016285960207947e-10,4.7836785189259329e-05,3.148924252192232e-11,1.0023560303407708e-06,1.1191234532168565e-12,1.5019101434204197e-14,0.00040293408094573154,0.00042002368553739562,2.086150451955081e-05,0.00052313365404844914,2.0413378077356062e-13,3.377878127461628e-09,1.5914433489194259e-12,1.2827390678163233e-08,2.2199235292272135e-05,2.7313308266946056e-07,1.8051769596307938e-07,2.0215834838071703e-08,6.1948433502382999e-08,8.7990381432150353e-07,9.2886145943081595e-09,1.2189996499176488e-05,8.7763758466687519e-09,5.9998296187175085e-09,1.0367201423321548e-14,7.7423406374512986e-06,3.0419258472068746e-11,7.8976544437816204e-10,1.895990670973062e-07,3.4017809507221677e-12,4.9735338444089035e-11,7.0347385848287835e-08,1.087871241748164e-10,8.3726567879286148e-11,2.5596071153407507e-10
9.325972615864872e-07,0.002248771476698463,1.8903180812446837e-11,5.1986807837560587e-09,5.0343631473641679e-13,8.4553726923140567e-08,4.225440528632736e-06,2.9256913610584195e-05,9.3177303242963251e-26,3.9323005236962943e-28,1.3838445443126608e-19,3.668399605423379e-13,3.6430244458079107e-18,5.5468456697202777e-12,2.5041070195295674e-11,5.0204577767229472e-18,3.2767711473024881e-17,2.7032054337885782e-14,8.5545325005396895e-14,1.9244517591997913e-22,1.0138734773760535e-12,2.1251224225736523e-19,7.8066854524630683e-13,9.9012579728712824e-13,2.0091605661776467e-05,3.101399370682466e-13,2.4774811173708572e-11,1.5607582481079667e-06,3.2992973447740742e-33,2.663846455933794e-19,1.3336908586296873e-11,1.1973459588549899e-12,1.8084664747235894e-21,0.88129999999999997,0.0,0.0,0.0,0.0081404986609407183,0.10831291916386795,9.9999994375078903e-05,6.3597268646166017e-05,0.00016164926493069856,5.377120127587239e-05,1.5000408798961129e-10,4.7755258191309274e-05,3.1449423304032155e-11,1.0012962123247129e-06,1.1172161600088042e-12,1.5003221333918179e-14,0.00040593617766657554,0.00042345905765759446,2.1000133081407685e-05,0.00052716166287883977,2.0579763464808304e-13,3.4055221758572866e-09,1.6033027770223896e-12,1.2923795537255975e-08,2.2348203188799563e-05,2.7602729750955782e-07,1.8242747111804954e-07,2.0437619225639547e-08,6.2635777405822158e-08,8.9720399182991159e-07,9.2730185754741369e-09,1.2234125991008687e-05,8.8079105456905981e-09,6.0213878619240345e-09,1.0361784587317543e-14,7.8427211247988862e-06,3.1254676237601867e-11,7.9508663660362785e-10,1.9338440520009977e-07,3.4010668524817894e-12,4.9733000481425442e-11,7.0935181413364269e-08,1.0969315603279498e-10,8.4423883322800155e-11,2.5809252699595933e-10
9.394147102113912e-07,0.002248765246744709,1.9347540931871003e-11,5.2412164283111092e-09,5.0335659872654105e-13,8.5299669488236468e-08,4.2257979823981461e-06,2.9522885603405825e-05,9.5829389235595492e-26,3.7355788221440642e-28,1.4281111482055812e-19,3.7367558489717508e-13,3.7127164180243141e-18,5.6033300720212687e-12,2.5692021158148349e-11,5.2444513638211366e-18,3.3738655685498737e-17,2.7359035379539671e-14,8.7327453358180681e-14,1.9908460704320155e-22,1.0395836700781526e-12,2.2116738805694367e-19,7.9373296995477361e-13,1.0201603456192549e-12,2.0235925131840298e-05,3.1237635207783099e-13,2.5140226626902164e-11,1.5871117685113014e-06,3.4099295888971053e-33,2.8018871803479911e-19,1.3630986725598623e-11,1.2338258437244715e-12,1.8557535375246446e-21,0.88129999999999997,0.0,0.0,0.0,0.0081296599610761171,0.10830971193631785,9.9999994318471962e-05,6.3877159851995991e-05,0.00016148127672649558,5.3681385736111228e-05,1.4984417963319852e-10,4.7674302084193073e-05,3.1409711148555369e-11,1.0002288063123545e-06,1.1153222225753727e-12,1.4987227536619698e-14,0.00040892934719380559,0.00042688679530927527,2.1138566285951918e-05,0.0005311801551340005,2.0745770318470139e-13,3.4331047981157263e-09,1.6151269483251225e-12,1.3019917093448662e-08,2.2496982664785107e-05,2.7892154160405137e-07,1.8433717760642543e-07,2.0659417023377061e-08,6.3323143977761729e-08,9.1466571432698853e-07,9.2575319523403998e-09,1.2277773073203951e-05,8.8390968536035884e-09,6.0427079324481144e-09,1.035633202419982e-14,7.9433425287100058e-06,3.2105705622920027e-11,8.0040109349405334e-10,1.9720782783415281e-07,3.4003408613225881e-12,4.9730487362834506e-11,7.1522656433032155e-08,1.105986510231882e-10,8.5120785573287624e-11,2.6022307927506261e-10
9.462321588362952e-07,0.0022487590349982867,1.9798360861545982e-11,5.2836921491888988e-09,5.0333509200450063e-13,8.6045348496155378e-08,4.2261514123942598e-06,2.9788561987791237e-05,9.8527879595482056e-26,3.971277246003609e-28,1.4736328662245221e-19,3.8057885015629066e-13,3.7831655852430698e-18,5.6599286911001616e-12,2.6354222134647134e-11,5.4772370823869852e-18,3.472991148566267e-17,2.7687292747528953e-14,8.9129470504807923e-14,2.0589386212383232e-22,1.0657180414479209e-12,2.3006244572005233e-19,8.0690190054444035e-13,1.0508168364416468e-12,2.0380004186062932e-05,3.1460894271605584e-13,2.5507776544449878e-11,1.6136643525146153e-06,3.5237883257772452e-33,2.9453319850611458e-19,1.3928730894599268e-11,1.2710621899510507e-12,1.9038633546911329e-21,0.88129999999999997,0.0,0.0,0.0,0.0081188498011859171,0.10830651314386001,9.9999994261804103e-05,6.4154998156624868e-05,0.00016131209221894127,5.3592192809493751e-05,1.4968317999562018e-10,4.759390664664657e-05,3.1370105765373548e-11,9.991541157784273e-07,1.1134414017939641e-12,1.4971124589513036e-14,0.00041191362972615417,0.00043030689953999581,2.1276804636584092e-05,0.0005351891257340274,2.0911398750434591e-13,3.4606260022738354e-09,1.6269160215493135e-12,1.3115756608241581e-08,2.2645574227957238e-05,2.818157804278661e-07,1.8624679283793383e-07,2.0881225027860832e-08,6.401052271072461e-08,9.3228849953337003e-07,9.2421527561797679e-09,1.2320944478677246e-05,8.869939648271822e-09,6.0637931649834239e-09,1.0350845370440868e-14,8.0441997931360923e-06,3.2972501252526621e-11,8.0570883319934163e-10,2.0106929483151726e-07,3.3996034876216438e-12,4.9727806354738311e-11,7.2109808928627267e-08,1.1150360629185596e-10,8.5817272434097105e-11,2.6235236165442254e-10
9.530496074611993e-07,0.002248752841395055,2.025567267293812e-11,5.3261066582245312e-09,5.0325165663106525e-13,8.679076468238985e-08,4.2265011112929773e-06,3.0053941767111139e-05,1.0128360840628857e-25,3.8343111038868185e-28,1.5204399656087716e-19,3.8754982525386655e-13,3.8543130406739681e-18,5.7166414966872166e-12,2.7027770070235115e-11,5.719105981724055e-18,3.5741714521599786e-17,2.8016830863550098e-14,9.0951416674841869e-14,2.1287232182699121e-22,1.0922798361107742e-12,2.3925853662329627e-19,8.2017528145340923e-13,1.0821018693117246e-12,2.0523844486669595e-05,3.1683774121032717e-13,2.5877450773011424e-11,1.6404154093934804e-06,3.6401394542121606e-33,3.0943426286801017e-19,1.4230149244237769e-11,1.3090629109858329e-12,1.9528032127897801e-21,0.88129999999999997,0.0,0.0,0.0,0.0081080681032758908,0.10830332275754319,9.99999942050771e-05,6.4430795040065878e-05,0.00016114175930017781,5.3503611261468185e-05,1.4952113355041326e-10,4.7514061811930926e-05,3.1330606862306544e-11,9.980724375897777e-07,1.1115734621570378e-12,1.4954916940791521e-14,0.00041488906530217311,0.00043371937201923844,2.1414848635679824e-05,0.00053918857051975678,2.1076648902090475e-13,3.4880858013868609e-09,1.6386701547857734e-12,1.3211315338701717e-08,2.2793978384987014e-05,2.8470998068799483e-07,1.8815629505166535e-07,2.1103040153716353e-08,6.4697903492674709e-08,9.500718648324982e-07,9.2268790478983136e-09,1.2363646855373134e-05,8.9004437482634471e-09,6.0846468536696647e-09,1.0345326169007492e-14,8.1452879243875934e-06,3.3855217863820544e-11,8.1100987383182083e-10,2.0496876578612935e-07,3.3988552227757913e-12,4.9724964520256067e-11,7.2696636989026409e-08,1.1240801908575141e-10,8.6513341786381677e-11,2.6448036765597926e-10
9.598670560861033e-07,0.002248746665870527,2.0719508157042773e-11,5.3684606478719986e-09,5.0321758402838918e-13,8.7535918776848079e-08,4.2268473475668521e-06,3.0319024020048417e-05,1.0408774866281595e-25,4.0841567037143263e-28,1.5685631312021524e-19,3.9458857912397263e-13,3.9262171699710576e-18,5.7734684587942534e-12,2.7712761911158681e-11,5.9703580140381988e-18,3.6774300218024132e-17,2.8347654028315503e-14,9.2793332275747195e-14,2.2002621128556213e-22,1.119272294111144e-12,2.4869655515646347e-19,8.3355305541344673e-13,1.1140220335368025e-12,2.0667447660137482e-05,3.1906276577191451e-13,2.6249239242573901e-11,1.6673643516048337e-06,3.7597938531361592e-33,3.249072699716828e-19,1.453524978389411e-11,1.3478359041452485e-12,2.0025804072641262e-21,0.88129999999999997,0.0,0.0,0.0,0.0080973147885167133,0.10830014074838297,9.9999994148292716e-05,6.4704561912437135e-05,0.00016097032414029731,5.3415630132220962e-05,1.493580831467011e-10,4.7434757758463677e-05,3.1291214143954583e-11,9.9698405777402148e-07,1.1097181738923973e-12,1.4938608876235381e-14,0.00041785569370310615,0.00043712421538669779,2.1552698783966275e-05,0.000543178486772875,2.1241520961977087e-13,3.5154842163280623e-09,1.6503895051115476e-12,1.3306594534639071e-08,2.2942195640845045e-05,2.8760411111076443e-07,1.9006566380539249e-07,2.1324859499061415e-08,6.538527681859978e-08,9.6801532703235337e-07,9.2117089360004172e-09,1.2405886717521202e-05,8.9306138739102752e-09,6.1052722255037359e-09,1.0339775946822266e-14,8.2466020269072709e-06,3.4754010372925103e-11,8.1630423344338496e-10,2.0890619992174899e-07,3.3980965439742702e-12,4.9721968660298826e-11,7.3283138808366746e-08,1.1331188681536655e-10,8.720899163716025e-11,2.6660709118559713e-10
9.666845047110074e-07,0.002248740508360435,2.1189898870981202e-11,5.4107538155804941e-09,5.0315649345785827e-13,8.8280811496457456e-08,4.2271903750202308e-06,3.0583807881405256e-05,1.06946831403556e-25,4.1861193782608739e-28,1.6180336141733878e-19,4.0169517867451928e-13,3.9988454184686424e-18,5.8304095463727279e-12,2.8409294603328871e-11,6.2313003515559912e-18,3.782790451637104e-17,2.8679766449812724e-14,9.4655257851484672e-14,2.2735692138358613e-22,1.1466986519183138e-12,2.5841036695244833e-19,8.470351663648317e-13,1.1465839121138934e-12,2.0810815305577837e-05,3.2128404419900971e-13,2.6623131949380523e-11,1.6945105940945354e-06,3.8823375217667335e-33,3.4096783512824282e-19,1.4844040413939783e-11,1.3873890538764956e-12,2.0532022400123449e-21,0.88129999999999997,0.0,0.0,0.0,0.008086589777466251,0.10829696708737338,9.999999409145278e-05,6.4976310129256161e-05,0.00016079783160866625,5.3328238674221183e-05,1.4919407043356055e-10,4.7355984856548896e-05,3.1251927312554004e-11,9.9588925434499721e-07,1.1078753117169557e-12,1.4922204561548223e-14,0.00042081355450272078,0.00044052143300646763,2.1690355580864114e-05,0.00054715887285755388,2.1406015153201547e-13,3.542821273818413e-09,1.6620742287861965e-12,1.3401595439996118e-08,2.3090226499154435e-05,2.9049814187199897e-07,1.9197487964272533e-07,2.1546680297587382e-08,6.6072633633250107e-08,9.861184026633058e-07,9.1966405654897394e-09,1.2447670476665666e-05,8.9604546715534786e-09,6.1256724568877977e-09,1.0334196150316121e-14,8.3481372805819357e-06,3.5669033833159276e-11,8.2159193003802194e-10,2.1288155620075463e-07,3.397327910366528e-12,4.9718825364661317e-11,7.3869312660178662e-08,1.1421520701211048e-10,8.7904220086513846e-11,2.6873252643439864e-10
9.735019533359115e-07,0.0022487343688004204,2.1666876159274387e-11,5.4529859789214633e-09,5.0309593054157334e-13,8.9025443536333649e-08,4.2275304333707179e-06,3.0848292536229805e-05,1.0986018159434397e-25,4.3562943178525567e-28,1.6688831710029736e-19,4.0886969030006325e-13,4.0722054710403555e-18,5.8874647273040538e-12,2.9117465092369432e-11,6.5022469251754386e-18,3.8902763691799515e-17,2.9013172250718585e-14,9.6537234073534588e-14,2.3486462836497626e-22,1.1745621427378626e-12,2.6840909418313803e-19,8.6062155870625226e-13,1.1797940811800827e-12,2.0953948997147512e-05,3.2350160209868621e-13,2.6999118950857306e-11,1.7218535541164243e-06,4.0079031535672869e-33,3.5763190844936852e-19,1.515652893540657e-11,1.4277302326427144e-12,2.1046760190013809e-21,0.88129999999999997,0.0,0.0,0.0,0.008075892990138835,0.10829380174549644,9.9999994034559081e-05,6.5246050995551496e-05,0.00016062432540330516,5.3241426336442184e-05,1.4902913596035413e-10,4.727773365218823e-05,3.1212746068243696e-11,9.9478829797764097e-07,1.106044654458007e-12,1.4905708052468889e-14,0.00042376268707886906,0.00044391102889105319,2.1827819524574372e-05,0.00055112972811100641,2.1570131730214283e-13,3.5700970058065343e-09,1.6737244812971978e-12,1.3496319293116661e-08,2.3238071462280555e-05,2.933920444220508e-07,1.9388392394884361e-07,2.1768499902726926e-08,6.6759965280977216e-08,1.0043806081348475e-06,9.1816721152808735e-09,1.2489004450473783e-05,8.989970718864152e-09,6.1458506772856291e-09,1.0328588205545391e-14,8.4498889343365576e-06,3.6600443423567182e-11,8.2687298157499572e-10,2.168947933626147e-07,3.3965497704868153e-12,4.9715541044783037e-11,7.4455156889732326e-08,1.1511797731825194e-10,8.8599025319845251e-11,2.7085666785394451e-10
9.803194019608157e-07,0.0022487282471261513,2.2150471086699759e-11,5.4951557289871141e-09,5.0299478012889137e-13,8.9769815579973047e-08,4.2278677467012335e-06,3.1112477232117827e-05,1.1283090755257371e-25,4.2770406829706428e-28,1.7211441031401509e-19,4.1611217868936313e-13,4.1462757920799175e-18,5.9446339681490023e-12,2.9837370322772639e-11,6.7835205526889668e-18,3.9999113960774238e-17,2.9347875446455943e-14,9.8439301766723197e-14,2.4255822866748826e-22,1.202865995551002e-12,2.7875113963777438e-19,8.7431217578339404e-13,1.2136591090247949e-12,2.1096850277413723e-05,3.257154706001397e-13,2.7377190386541316e-11,1.7493926518689466e-06,4.1363067542500823e-33,3.7491741521937955e-19,1.5472723023309062e-11,1.4688672970591783e-12,2.1570090603217387e-21,0.88129999999999997,0.0,0.0,0.0,0.0080652243458777563,0.10829064469372265,9.9999993977613477e-05,6.5513795751474948e-05,0.00016044984774898452,5.3155182818757639e-05,1.4886331891589109e-10,4.7199994915203296e-05,3.1173670108572082e-11,9.9368145026367305e-07,1.1042259861790254e-12,1.4889123268635219e-14,0.00042670313055485746,0.00044729300786285466,2.1965091111715517e-05,0.00055509105309035954,2.1733870986274012e-13,3.5973114507700852e-09,1.6853404171286848e-12,1.3590767324994784e-08,2.3385731030956974e-05,2.962857918291904e-07,1.95792779175914e-07,2.1990315816443512e-08,6.7447263598263893e-08,1.022801459742752e-06,9.1668018075927504e-09,1.2529894837601109e-05,9.0191665079191192e-09,6.1658099576409612e-09,1.0322953470669909e-14,8.5518523246623388e-06,3.7548394482549012e-11,8.3214740595553297e-10,2.2094586987512344e-07,3.3957625543799027e-12,4.9712121865821022e-11,7.5040669932157092e-08,1.1602019551342556e-10,8.9293405628279002e-11,2.7297951021932137e-10
9.871368505857198e-07,0.002248722143273327,2.2640714475259e-11,5.5372631899822155e-09,5.0293049219076237e-13,9.0513928300745866e-08,4.2282025226165121e-06,3.1376361273157629e-05,1.1585397537194049e-25,4.5276908560388253e-28,1.7748491406217623e-19,4.2342270873604854e-13,4.2211083696290546e-18,6.0019172361626032e-12,3.0569107236817298e-11,7.075452516003826e-18,4.11171918277851e-17,2.9683879955383764e-14,1.0036150189430571e-13,2.5043591219492395e-22,1.2316134353315024e-12,2.8936593867611645e-19,8.8810696117287716e-13,1.2481855540078533e-12,2.1239520659716141e-05,3.2792566757192332e-13,2.7757336469456734e-11,1.777127310324199e-06,4.2680814296689703e-33,3.9284217217389632e-19,1.5792630235291923e-11,1.5108080883983941e-12,2.2102086889431373e-21,0.88129999999999997,0.0,0.0,0.0,0.0080545837634258283,0.10828749590302154,9.9999993920617836e-05,6.577955557591437e-05,0.0001602744395268839,5.3069498054815797e-05,1.4869665722276953e-10,4.7122759625776696e-05,3.1134699128768232e-11,9.9256896434456422e-07,1.1024190958648057e-12,1.4872454003068092e-14,0.00042963492380908172,0.00045066737547761284,2.210217083739244e-05,0.0005590428494633697,2.1897233250121163e-13,3.6244646531024587e-09,1.6969221897993515e-12,1.3684940759526204e-08,2.3533205704356828e-05,2.9917935860584197e-07,1.9770142874281025e-07,2.2212125673814604e-08,6.8134520862106269e-08,1.0413804738015124e-06,9.1520279049757648e-09,1.2570347726247932e-05,9.0480464496258365e-09,6.1855533134144176e-09,1.0317293283704766e-14,8.6540228694148279e-06,3.8513042497205874e-11,8.3741522102534837e-10,2.2503474397333315e-07,3.3949666812078767e-12,4.970857380883973e-11,7.5625850304644654e-08,1.1692185950429176e-10,8.9987359400703658e-11,2.7510104860408612e-10
9.93954299210624e-07,0.0022487160571777144,2.313763690467779e-11,5.5793069367829625e-09,5.0280236308717221e-13,9.1257782355522689e-08,4.2285349579142576e-06,3.1639944012953081e-05,1.189386917217998e-25,4.332769132205179e-28,1.8300316568239413e-19,4.3080134273405879e-13,4.2966348148852735e-18,6.0593144966304738e-12,3.1312772774167328e-11,7.3783822071715048e-18,4.2257234091369684e-17,3.0021189607557068e-14,1.0230387554394003e-13,2.584999943425404e-22,1.2608076833878639e-12,3.0033808159586191e-19,9.0200585899308958e-13,1.2833799676757023e-12,2.1381961631112126e-05,3.3013222300998404e-13,2.8139547480441741e-11,1.8050569550054404e-06,4.4026608656749193e-33,4.1142458683735375e-19,1.6116258023063266e-11,1.5535604335512976e-12,2.2642822353509395e-21,0.88129999999999997,0.0,0.0,0.0,0.0080439711610129031,0.10828435534436678,9.9999993863574056e-05,6.6043341591427444e-05,0.00016009814042391117,5.2984362191754405e-05,1.4852918770933669e-10,4.7046018954593141e-05,3.1095832822078368e-11,9.9145108605468188e-07,1.1006237769568593e-12,1.4855703939300375e-14,0.00043255810549024532,0.0004540341379342483,2.2239059195299905e-05,0.00056298511987768602,2.2060218881122038e-13,3.651556662383093e-09,1.7084699519223218e-12,1.3778840813902743e-08,2.3680495980199755e-05,3.0207272050460127e-07,1.9960985688974266e-07,2.24339272250018e-08,6.8821729731773775e-08,1.0601171667970339e-06,9.1373487067817855e-09,1.2610369104880098e-05,9.0766148836722212e-09,6.2050837113680161e-09,1.031160890318203e-14,8.7563960600216648e-06,3.9494543089296522e-11,8.4267644457843341e-10,2.291613737032239e-07,3.3941625518871116e-12,4.9704902636792218e-11,7.6210696597172669e-08,1.1782296730805584e-10,9.0680885111086716e-11,2.7722127834253841e-10
9.999999999999997e-07,0.002248709988775151,2.3583918932517243e-11,5.6165383047474269e-09,5.0272284271687548e-13,9.1917214865548489e-08,4.2288279493285257e-06,3.1873436148591951e-05,1.2171799091541409e-25,4.4732569115899428e-28,1.8802306429577463e-19,4.3740172851970679e-13,4.3642549320525887e-18,6.1103096194669128e-12,3.1982311570247973e-11,7.656500773121903e-18,4.3286787678237047e-17,3.0321410079726065e-14,1.0404327933325025e-13,2.6581254716214426e-22,1.2870734802889707e-12,3.1030756627341278e-19,9.1441843128459937e-13,1.315154399518757e-12,2.1508087268635201e-05,3.3208595839331523e-13,2.8480211255054615e-11,1.8299875781912527e-06,4.5249411746378316e-33,4.284679824337834e-19,1.6406369103130015e-11,1.5921583715846741e-12,2.3129715877632967e-21,0.88129999999999997,0.0,0.0,0.0,0.0080345832668619055,0.10828157716639163,9.9999993812949025e-05,6.6275624147781417e-05,0.00015994108433200522,5.2909315331335151e-05,1.4838002892359143e-10,4.6978372326789696e-05,3.1061453574841598e-11,9.9045543391965024e-07,1.0990412097460058e-12,1.4840785287687548e-14,0.00043514320400973953,0.00045701341965351114,2.2360291834117161e-05,0.00056647315146312997,2.2204439458963661e-13,3.6755306558207548e-09,1.7186821546226134e-12,1.3861883470694397e-08,2.3810958855052836e-05,3.0463835857606216e-07,2.0130205018636518e-07,2.26306117642714e-08,6.9431099202482892e-08,1.076864357281165e-06,9.1244091138866743e-09,1.2645503721158289e-05,9.1016921397178552e-09,6.2222274157505511e-09,1.0306548778745374e-14,8.8473463836692367e-06,4.0379160333191666e-11,8.4733658764823732e-10,2.3285241389955912e-07,3.393442860996616e-12,4.970154856106065e-11,7.6729056637751954e-08,1.1862160122692972e-10,9.1295543150465203e-11,2.7910039578887848e-10
1.000771747835528e-06,0.002248709988775151,2.3641268713499333e-11,5.6212874102479722e-09,5.0271910109189263e-13,9.2001378384987009e-08,4.2288652346737463e-06,3.1903224856638432e-05,1.2207537134516262e-25,4.5445496316260156e-28,1.8867253989930569e-19,4.3824814375321251e-13,4.3729332768740501e-18,6.116825714970983e-12,3.2068463870958181e-11,7.692657845149066e-18,4.3419477646567127e-17,3.0359808141685817e-14,1.0426646393243839e-13,2.667571801540335e-22,1.2904519570485255e-12,3.1159360051571258e-19,9.1600881280424976e-13,1.3192488906964985e-12,2.1524174650697902e-05,3.3233515261454697e-13,2.8523813769161892e-11,1.8331810141974313e-06,4.5407767553643238e-33,4.3068247869157144e-19,1.6443613725187077e-11,1.5971321434433338e-12,2.3192370386058928e-21,0.88129999999999997,0.0,0.0,0.0,0.008033386456340887,0.10828122298874666,9.9999993806484063e-05,6.6305164859415978e-05,0.00015992098887366798,5.2899765605141312e-05,1.4836094601888353e-10,4.6969764277348003e-05,3.1057070879706732e-11,9.9032805332108868e-07,1.0988398276928545e-12,1.4838876642383313e-14,0.00043547271399461528,0.00045739330210239855,2.2375756677584287e-05,0.00056691786800777872,2.2222828271153734e-13,3.6785875336004928e-09,1.7199838551153086e-12,1.3872468697886288e-08,2.3827602354609687e-05,3.0496585455836312e-07,2.0151804870850535e-07,2.2655718338755174e-08,6.9508883259917794e-08,1.0790110555089522e-06,9.1227625518085854e-09,1.2649964855488459e-05,9.1048760713238763e-09,6.2244040646632229e-09,1.0305901588799961e-14,8.8589674665563564e-06,4.0493052024876163e-11,8.4793109435198413e-10,2.3332571692577428e-07,3.3933505597297606e-12,4.9701113953714634e-11,7.6795207476238322e-08,1.1872351706063574e-10,9.1373981324761792e-11,2.7934019504762201e-10
1.0075891964604322e-06,0.0022487039380014286,2.4151640039855415e-11,5.6632045021777513e-09,5.026182329133217e-13,9.2744717006532973e-08,4.2291935263237374e-06,3.2166203248746694e-05,1.2526987665075013e-25,4.6520190307615527e-28,1.9449647154115763e-19,4.4576317312047745e-13,4.4499715460482865e-18,6.1744508546870835e-12,3.2836277460035253e-11,8.0186349146499937e-18,4.4604159817307428e-17,3.0699739223902978e-14,1.0624930838047525e-13,2.7520824143182567e-22,1.3205494705045892e-12,3.231519272638502e-19,9.3011576699122324e-13,1.3557988568457975e-12,2.166616115577421e-05,3.3453447963361305e-13,2.8910125739836855e-11,1.8614989183834641e-06,4.6821823291761179e-33,4.5063334775327716e-19,1.6774704591503229e-11,1.6415310162304387e-12,2.3750804437295369e-21,0.88129999999999997,0.0,0.0,0.0,0.0080228295667198763,0.10827809880716363,9.9999993749349793e-05,6.6565036392716935e-05,0.00015974302234216729,5.2815698849659228e-05,1.4819196690344319e-10,4.6893987130837676e-05,3.1018412991340907e-11,9.8920009811891721e-07,1.0970670500793475e-12,1.4821975588185752e-14,0.00043837878751548523,0.0004607448753634734,2.2512263775150259e-05,0.00057084109831508252,2.238506183637732e-13,3.7055573258720073e-09,1.7314640501956077e-12,1.396582561524424e-08,2.3974525322431146e-05,3.0785873873366366e-07,2.0342598991719321e-07,2.2877496972934984e-08,7.0195974796912777e-08,1.0980616570804576e-06,9.1082678097362108e-09,1.268914077672246e-05,9.1328342138394412e-09,6.2435172454288696e-09,1.030017253254643e-14,8.9617327207393931e-06,4.1508725183487971e-11,8.5317918803764857e-10,2.3752773137271643e-07,3.3925310834713862e-12,4.9697213197643635e-11,7.7379381667442692e-08,1.1962350698762309e-10,9.2066646676078445e-11,2.8145779454387186e-10
