Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539)
1.809511070985225e-10,0.0022497496101741912,1.3371972175654919e-19,4.2844697728001628e-15,1.1652534276479999e-15,-9.8480638907877169e-17,5.0407656683488706e-12,3.5049931467754097e-18,-1.6489299548868335e-29,-7.7817331363162902e-22,2.3651565796402353e-32,6.1799624279426957e-17,3.1234924562505406e-16,1.3325357710005224e-18,-2.2874912844495796e-20,-9.2401551251084725e-31,-6.2354471287394291e-31,2.1759690705379351e-27,5.2517330129095516e-32,5.7202927431377857e-40,3.6694819513886234e-27,-1.9954217130417831e-16,1.5196227248939208e-23,3.2992331437259173e-17,6.1347391962200856e-13,9.5815021432625179e-23,-2.7425421794844355e-20,-4.7087026111252639e-17,-7.5237453575719905e-39,4.4429343848285102e-22,4.6193331911099033e-25,5.1852679605099815e-32,1.4159680004062419e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896470996428579,0.10880295853600722,9.9999999999998731e-05,1.853375322780247e-08,1.6152175511317717e-07,1.2204637279010612e-07,1.5049825983628041e-13,4.0464951245089334e-08,3.7875647971598913e-11,9.93813475992863e-10,9.466610187708345e-16,1.48910976963232e-17,3.5372505430152538e-14,2.7178425525026381e-12,4.4924216516382107e-09,6.4748658793122727e-11,1.4491785930046978e-20,3.0277853235317141e-18,2.7681431524867738e-22,3.7972181425102567e-20,4.7370171741174369e-09,4.8742234169843496e-22,1.7520019166961207e-23,2.4195611249017519e-25,2.6259058303997184e-27,1.8252929184167105e-28,4.1102048295468256e-12,6.1273542063612745e-13,4.4141218264107738e-16,2.9702997181618521e-16,1.455628477814188e-17,5.6943379046965701e-20,-4.091815402351895e-17,4.3451996083920259e-15,2.0161121327349298e-26,2.0343551339524991e-15,1.175899917910217e-14,1.6197016245833181e-15,2.4987186094156488e-18,1.9221035524359482e-18,4.6523118009328447e-18
1.8179781897274414e-10,0.0022497496094963394,1.3436605469374298e-19,4.297891949303079e-15,9.3922612321446815e-16,-9.8124551760690849e-17,5.0867733038970373e-12,3.5660200661343524e-18,-1.6348239027822727e-29,-1.140236102086413e-21,2.3476566633082311e-32,7.9910513294445308e-17,3.2946069993747671e-16,1.3324445717339259e-18,-2.286352908553684e-20,-8.6962903061493603e-31,-6.2750891990501026e-31,2.1890615172525465e-27,5.2194586178073375e-32,5.7153012363633114e-40,3.7209923724312748e-27,-2.1710435635057227e-16,1.5337039237994253e-23,3.293318385005219e-17,6.2145725827604026e-13,9.7529846094194506e-23,-2.7332205546662383e-20,-4.6932963676365851e-17,-7.5461923678607731e-39,4.4186623108700198e-22,4.6545302669901685e-25,5.2605521209828638e-32,1.406339072853908e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896454481124108,0.10880295823462426,9.9999999999998731e-05,1.8620470026821227e-08,1.62277462454385e-07,1.2251010901626055e-07,1.5120239227856377e-13,4.0761586746669798e-08,3.7875641920605079e-11,9.9851365290370238e-10,9.5360069185264617e-16,1.4961524203120419e-17,3.5921461605456218e-14,2.7434711404084632e-12,4.5135266760890263e-09,6.5355966852612673e-11,1.4566603184678892e-20,3.0690331426448477e-18,2.799631549376373e-22,3.8556959553587156e-20,4.7592713042403713e-09,4.9697605467733734e-22,1.7939096817804719e-23,2.4777723896478751e-25,2.7012431872016632e-27,1.8772375663103009e-28,4.1431318874319517e-12,6.2070911239312142e-13,4.4716402143956359e-16,3.009238483518347e-16,1.4604001455903836e-17,5.81269580778312e-20,-4.089784500266308e-17,4.3857661294165594e-15,2.0647885309726266e-26,2.0431528400430193e-15,1.1839008729001129e-14,1.6380579340014774e-15,2.5271100999362787e-18,1.9439478370550729e-18,4.7099478965761656e-18
1.8264453084696578e-10,0.0022497496088173478,1.349611597785053e-19,4.3092217952330925e-15,8.0766122363315478e-16,-9.7755107034032118e-17,5.132903863041249e-12,3.6278280865810399e-18,-1.6204293369961179e-29,-1.2078235842957128e-22,2.329557202555834e-32,9.1252079551215107e-17,3.3976889211005767e-16,1.3336728584070031e-18,-2.2849960481298854e-20,-8.3625856379400735e-31,-6.3146871680420279e-31,2.2021624659779318e-27,5.1859698425986671e-32,5.7101126373770847e-40,3.772988363038016e-27,-2.278791940180621e-16,1.5478480259914024e-23,3.2870333542474627e-17,6.2950438507908277e-13,9.9266845725028548e-23,-2.7235334242233105e-20,-4.6772704304604031e-17,-7.5683006005767265e-39,4.3927621605537186e-22,4.6898080570587343e-25,5.3365086808369554e-32,1.3963698145069492e-35,0.88129999999999997,0.0,0.0,0.0,0.00988964379657979,0.10880295793273476,9.9999999999998731e-05,1.8707186761590113e-08,1.6303316942184015e-07,1.2297333833235432e-07,1.5190652436849268e-13,4.1058728659839311e-08,3.7875635869602922e-11,1.0032138274503185e-09,9.6055221225801593e-16,1.5031950674492592e-17,3.6476240352726565e-14,2.7692215060809672e-12,4.5346316968474532e-09,6.5966109575388943e-11,1.4641480241349805e-20,3.1106412227252495e-18,2.8313623209357681e-22,3.9148336623061576e-20,4.7815254306252855e-09,5.0667491824225662e-22,1.8366267241925061e-23,2.5371170950899753e-25,2.7783877564529825e-27,1.9304201142202299e-28,4.1761501279588753e-12,6.2874651490357626e-13,4.5296188201398006e-16,3.0484907971766203e-16,1.4652576442911019e-17,5.9329504128850505e-20,-4.0873638015729518e-17,4.426517820087336e-15,2.1144175221417919e-26,2.051964925842054e-15,1.1919230173737046e-14,1.6565388450612747e-15,2.5556947671455124e-18,1.9659407793479339e-18,4.768012471159929e-18
1.8349124272118743e-10,0.002249749608137228,1.3555690996225296e-19,4.32048989422771e-15,9.3439183743566824e-16,-9.7384780214983745e-17,5.179020232119096e-12,3.6904219951822162e-18,-1.6059848951951064e-29,1.1096153075661567e-21,2.311474253255707e-32,8.3401378792847481e-17,3.3088293387676874e-16,1.3384919152675545e-18,-2.2836086414368717e-20,-8.6125408197301392e-31,-6.3542375073801937e-31,2.2152936514850141e-27,5.1525298329735605e-32,5.7028426806182807e-40,3.8254882543670017e-27,-2.1946082281989838e-16,1.5620550205243664e-23,3.280710487454445e-17,6.3761547610155333e-13,1.010261956225098e-22,-2.7138210374389874e-20,-4.6612004538519985e-17,-7.5900673440703947e-39,4.3666188754781354e-22,4.7251658028002625e-25,5.4131298649495966e-32,1.3864074286707714e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896421450449905,0.10880295763034298,9.9999999999998731e-05,1.8793903432109151e-08,1.6378887602153222e-07,1.2343606486864379e-07,1.5261065611164578e-13,4.1356372854536471e-08,3.7875629818592422e-11,1.007913999642813e-09,9.6751548336558967e-16,1.5102377110591058e-17,3.7036874043535094e-14,2.7950936724282588e-12,4.5557367139134865e-09,6.6579086959130958e-11,1.4716417111391626e-20,3.1526109130613546e-18,2.8633365745062337e-22,3.9746362785729039e-20,4.8037795532722285e-09,5.1652053758574311e-22,1.8801650777611616e-23,2.597612308881463e-25,2.8573746122473507e-27,1.9848645144230601e-28,4.2092592055460414e-12,6.3684780402304027e-13,4.5880589161686519e-16,3.0880575331587565e-16,1.4701564490268481e-17,6.0551231203269944e-20,-4.0848886286210803e-17,4.467454634887934e-15,2.1650135618760919e-26,2.060794880535166e-15,1.1999663586780692e-14,1.6751446873012228e-15,2.5844731227654989e-18,1.9880827731624162e-18,4.8265067381271471e-18
1.8456965131172426e-10,0.0022497496072693764,1.3641341950403702e-19,4.3385414360582082e-15,1.1409208642486325e-15,-9.6935865654387567e-17,5.2380050585845852e-12,3.7712892636126689e-18,-1.5882479958419298e-29,3.2799856637237013e-22,2.2896453673210163e-32,6.9414466447386409e-17,3.156360479109389e-16,1.3453549808504967e-18,-2.2821612048613688e-20,-9.0537726981351407e-31,-6.4045475229329799e-31,2.2321029935316694e-27,5.1124388456723875e-32,5.6937003139434003e-40,3.8930557565547877e-27,-2.047820179434977e-16,1.5802406500507958e-23,3.273244327183544e-17,6.4803900088452039e-13,1.0329961806594381e-22,-2.7020697200068334e-20,-4.6417782251081859e-17,-7.6173166055909177e-39,4.335637540543694e-22,4.7703210436644385e-25,5.5116630917134543e-32,1.374396563789345e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896400415762267,0.10880295724448283,9.9999999999998744e-05,1.8904349413215604e-08,1.6475137585128797e-07,1.2402469173647251e-07,1.5350746802077425e-13,4.1736186069630003e-08,3.7875622111753609e-11,1.0139003373285165e-09,9.7640106703374855e-16,1.5192075192112254e-17,3.7759449725929255e-14,2.8282219661100078e-12,4.5826169642957488e-09,6.7363905583937361e-11,1.4811946547118202e-20,3.2065910167378486e-18,2.9044146469335205e-22,4.0517741475807143e-20,4.8321233537850696e-09,5.292753869740705e-22,1.9368258205404438e-23,2.676354740776159e-25,2.960699488063031e-27,2.0560727809555586e-28,4.2515593291667827e-12,6.4725873197106944e-13,4.6631609268974931e-16,3.13890805505989e-16,1.4762682807943912e-17,6.2135388202495007e-20,-4.0823064650877632e-17,4.5198614897357456e-15,2.2308781735264263e-26,2.0720624951308972e-15,1.2102414190312018e-14,1.6990232964866192e-15,2.6214077234394491e-18,2.0165002021740599e-18,4.9016316177559076e-18
1.8564805990226108e-10,0.0022497496063997252,1.3700882158332563e-19,4.34622943069922e-15,4.2044644390228329e-16,-9.6420514444494014e-17,5.2980871154780974e-12,3.8534633919937975e-18,-1.5688833659073226e-29,-4.5401833709705271e-21,2.2646484496932674e-32,1.2572887341071512e-16,3.7050995698659674e-16,1.3391861554882537e-18,-2.2796797989533607e-20,-7.3460301289300438e-31,-6.4547624282554036e-31,2.2488504668854747e-27,5.065884923619408e-32,5.6899400464097162e-40,3.9613145677754062e-27,-2.603035134765863e-16,1.5985280831620696e-23,3.2639803280239559e-17,6.5856693117145574e-13,1.0560994499770148e-22,-2.688504320366833e-20,-4.6192842722164387e-17,-7.6439690486904623e-39,4.2969970252438579e-22,4.8155929385371473e-25,5.6113416657975432e-32,1.3605985232412753e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896379381039762,0.10880295685782176,9.9999999999998744e-05,1.9014795290098176e-08,1.6571387504110896e-07,1.2461251801893513e-07,1.5440427932696807e-13,4.2116799062442996e-08,3.7875614404901347e-11,1.0198866711382962e-09,9.8530536122438004e-16,1.5281773215557454e-17,3.8491642499175122e-14,2.8615479253446945e-12,4.609497208688317e-09,6.8153322491533917e-11,1.4907573048242756e-20,3.2611626717545066e-18,2.9458917799696382e-22,4.1300092584496647e-20,4.8604671482344791e-09,5.4227429897250588e-22,1.9948641241625994e-23,2.7570277040336406e-25,3.067145807158888e-27,2.1294187803810645e-28,4.2940055447710287e-12,6.5777393873904445e-13,4.7390162125439284e-16,3.1902718235159282e-16,1.4821115498990939e-17,6.3751458711147512e-20,-4.0778795568678729e-17,4.5725684789103562e-15,2.2983659007418155e-26,2.0833365731443541e-15,1.2205507476027977e-14,1.7231057781587782e-15,2.658658403901898e-18,2.0451608683362051e-18,4.9774580021889083e-18
1.867264684927979e-10,0.002249749605528289,1.3723394000844077e-19,4.3392795374167896e-15,-9.6637106467294021e-16,-9.5812045416463769e-17,5.3590547647004101e-12,3.9369612555569542e-18,-1.5477229654316796e-29,-4.965898350369371e-21,2.2352376606138913e-32,2.3319745104177798e-16,4.7629500663877686e-16,1.3237692951145484e-18,-2.2757609724080371e-20,-4.1052071672754873e-31,-6.5048784985953269e-31,2.2654913929466352e-27,5.0103024365087423e-32,5.6966240019839988e-40,4.0302953913654835e-27,-3.6684766618480169e-16,1.6169172889254587e-23,3.2522064138777593e-17,6.6919962652339658e-13,1.079575410125492e-22,-2.6723970824967293e-20,-4.5924872093117064e-17,-7.6700261366605555e-39,4.2476403790171572e-22,4.860978822836932e-25,5.7121898064330965e-32,1.3443089358648429e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896358346282284,0.10880295647036832,9.9999999999998744e-05,1.9125241062756914e-08,1.6667637359319499e-07,1.2519955203718265e-07,1.5530109003225679e-13,4.2498203512184117e-08,3.7875606698035636e-11,1.0258730010492747e-09,9.9422817127545666e-16,1.5371471180583819e-17,3.9233519247288379e-14,2.895071597567531e-12,4.6363774470911851e-09,6.8947337677061819e-11,1.5003296639351622e-20,3.3163286497348226e-18,2.9877702690526375e-22,4.2093521151081582e-20,4.888810936620558e-09,5.5552066538351582e-22,2.054305675384467e-23,2.8396676553491426e-25,3.1767894211432036e-27,2.2049543264813554e-28,4.3365971512673811e-12,6.6839378344920456e-13,4.8156273717696529e-16,3.2421506233381444e-16,1.4881419303738396e-17,6.539989375771023e-20,-4.0708881524625146e-17,4.6255755084431488e-15,2.3675076341498091e-26,2.094617809109528e-15,1.2308942821477957e-14,1.7473928122026303e-15,2.6962262204051072e-18,2.0740655846006786e-18,5.0539883957879689e-18
1.8769703622428106e-10,0.002249749604742494,1.3709789678005115e-19,4.3196454969131225e-15,-1.7979337027924206e-15,-9.5178025677512201e-17,5.4138681966518411e-12,4.0132531294879337e-18,-1.5270352223066795e-29,-1.1743902812017557e-21,2.2047379817473845e-32,3.0023583342952603e-16,5.4159281132249186e-16,1.3157835740946558e-18,-2.2708987846725755e-20,-2.126226173589165e-31,-6.5498727114150372e-31,2.2803684214913687e-27,4.9520122504948419e-32,5.7071673694836339e-40,4.093096493081058e-27,-4.3293211642250222e-16,1.6335546345578575e-23,3.2392800655851637e-17,6.7885892201199208e-13,1.1010254511657294e-22,-2.6555421697196192e-20,-4.564377139391383e-17,-7.6929330918262346e-39,4.1932087501338363e-22,4.9019081723592822e-25,5.8039615426136877e-32,1.3273687300295847e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896339414970523,0.10880295612099043,9.9999999999998772e-05,1.9224642169038435e-08,1.6754262176792034e-07,1.2572721206312275e-07,1.5610821917476887e-13,4.2842137417506015e-08,3.7875599761844998e-11,1.0312606946273542e-09,1.0022743724126593e-15,1.5452199299034656e-17,3.9909543398862163e-14,2.9254119864176795e-12,4.6605696565325626e-09,6.9665882867627216e-11,1.5089530903596447e-20,3.3664884604983498e-18,3.0258059687336925e-22,4.28171654630336e-20,4.9143203409839643e-09,5.676568019315889e-22,2.1090244074731378e-23,2.9157559949396717e-25,3.2782664163403544e-27,2.2748521396281141e-28,4.3750533318699518e-12,6.7804140430951376e-13,4.8852258229468379e-16,3.2892833619960841e-16,1.4938878857060604e-17,6.6911533276553896e-20,-4.062213756122141e-17,4.6735382918918014e-15,2.4311753101891742e-26,2.1047944604442076e-15,1.2402326712607473e-14,1.7694265949184557e-15,2.7303092766750285e-18,2.1002891617941663e-18,5.1234697461757004e-18
1.886676039557642e-10,0.0022497496039552865,1.3689738630212688e-19,4.2973722431398063e-15,-1.4462698352680472e-15,-9.4525533240536379e-17,5.4679711352706429e-12,4.0906309296110191e-18,-1.5058251812309746e-29,3.8375413087131504e-21,2.1735316159896314e-32,2.7702090422800612e-16,5.1658982769270581e-16,1.3238979851100861e-18,-2.2657248488690594e-20,-2.7444729492843329e-31,-6.5947363702420762e-31,2.2952561619113351e-27,4.8922701790173154e-32,5.7111275289883435e-40,4.1566573370161811e-27,-4.087377193545107e-16,1.6502744915365786e-23,3.2258339214879968e-17,6.8860362600701382e-13,1.1227830238537387e-22,-2.6381811992899374e-20,-4.535408275922416e-17,-7.7152948531428419e-39,4.1363695119196362e-22,4.9429040218934417e-25,5.8966405109237452e-32,1.3100220757304746e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896320483629931,0.10880295577098473,9.9999999999998758e-05,1.9324043190898699e-08,1.6840886947644638e-07,1.2625424293291509e-07,1.5691534787746648e-13,4.3186699825672472e-08,3.7875592825643392e-11,1.0366483850893935e-09,1.010335277156016e-15,1.553292737079531e-17,4.0593514503837545e-14,2.9559125959019339e-12,4.6847618611222668e-09,7.0388152655878327e-11,1.517584384868928e-20,3.4171339208031835e-18,3.0641703075474312e-22,4.3549945738379478e-20,4.9398297404362273e-09,5.7999868032271588e-22,2.1649202245574953e-23,2.9934950390610018e-25,3.3824537849974672e-27,2.3466058526235876e-28,4.4136262140323043e-12,6.8777433003701413e-13,4.9554404980833157e-16,3.3368360001739401e-16,1.4997689087655758e-17,6.8450092077674597e-20,-4.0529833044813924e-17,4.7217439634909913e-15,2.4962314199295489e-26,2.1150092792067571e-15,1.2495987989653214e-14,1.7916271072827189e-15,2.7646508321227227e-18,2.1267116656792426e-18,5.193525193916795e-18
1.8963817168724736e-10,0.002249749603166682,1.3716463028905272e-19,4.2932950583893281e-15,7.5400113113399497e-16,-9.3981101589860987e-17,5.5207809789089639e-12,4.1690875398745441e-18,-1.4866225049284366e-29,1.0685268492579428e-20,2.1476746628625888e-32,1.2006476675349881e-16,3.5813572309039358e-16,1.3576762662567586e-18,-2.2621505742017452e-20,-7.5579767157995607e-31,-6.6394688726855365e-31,2.3103771984438758e-27,4.8435117079768749e-32,5.6948661799056321e-40,4.2210494748186862e-27,-2.5096229996714727e-16,1.6670768856229587e-23,3.2152439187627836e-17,6.9843399673560004e-13,1.1448508276589889e-22,-2.623765729757765e-20,-4.5114205868539674e-17,-7.7371299956186322e-39,4.0914636340790766e-22,4.9839750374184402e-25,5.9901244754754622e-32,1.2956845310009659e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896301552260178,0.10880295542035764,9.9999999999998704e-05,1.9423444128337748e-08,1.6927511675651491e-07,1.2678065051814038e-07,1.5772247617550857e-13,4.3531884865442671e-08,3.7875585889430684e-11,1.0420360725488856e-09,1.0184107481498833e-15,1.5613655397566296e-17,4.1285481318253796e-14,2.9865734606975058e-12,4.7089540608602913e-09,7.1114147038483218e-11,1.5262235493974222e-20,3.4682670361057555e-18,3.1028649656657003e-22,4.4291939895757192e-20,4.9653391349774181e-09,5.9254884529021196e-22,2.2220126480311783e-23,3.072912518473171e-25,3.4894101363233043e-27,2.4202555117660556e-28,4.4523152985228867e-12,6.9759281854370535e-13,5.0262732634524e-16,3.3848098196136508e-16,1.5057707213109899e-17,7.0015907474393025e-20,-4.0466068824179919e-17,4.7701924548045801e-15,2.5626994732508719e-26,2.1252749535010907e-15,1.2589928392976158e-14,1.8139948451364856e-15,2.7992516550180615e-18,2.1533336874952633e-18,5.2641565613348858e-18
1.9060873941873051e-10,0.0022497496023766907,1.3816428905203821e-19,4.317774691081783e-15,2.8880901143451271e-15,-9.3609710062235724e-17,5.5738832876855263e-12,4.2486241329598891e-18,-1.4713586801569118e-29,4.7125471354316601e-21,2.1302106196124061e-32,-3.4416505093912659e-17,2.0260485644959691e-16,1.3905279035039846e-18,-2.2611623715154147e-20,-1.2265896346033267e-30,-6.6841018431418585e-31,2.3258415549593384e-27,4.8120309587870378e-32,5.6718217810676982e-40,4.2860887452106843e-27,-9.5902282692486645e-17,1.6839616044149452e-23,3.2092472684430749e-17,7.0835029138274184e-13,1.1672315633539448e-22,-2.6140684202077545e-20,-4.4954137931225831e-17,-7.7585024148777655e-39,4.0659477865679962e-22,5.0251461610068414e-25,6.0843598647159435e-32,1.2860839968650317e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896282620861611,0.10880295506911349,9.9999999999998677e-05,1.9522844981355596e-08,1.7014136357226481e-07,1.2730644063855331e-07,1.5852960403550147e-13,4.3877686717360194e-08,3.7875578953206874e-11,1.0474237570692206e-09,1.0265006492500953e-15,1.5694383380297534e-17,4.198549259756378e-14,3.0173946155073603e-12,4.7331462557466268e-09,7.1843866012089739e-11,1.5348705852435701e-20,3.5198898077931579e-18,3.1418916250500817e-22,4.5043226220274827e-20,4.9908485246076119e-09,6.0530986138540011e-22,2.2803214195350493e-23,3.1540364835184712e-25,3.5991950058368495e-27,2.4958418001076597e-28,4.4911200892733415e-12,7.0749712670071002e-13,5.0977259777911262e-16,3.4332060968676825e-16,1.5110842511442896e-17,7.1609319058725161e-20,-4.0448442393194692e-17,4.8188836974146283e-15,2.6306032545312342e-26,2.1355625423517473e-15,1.2684148956624008e-14,1.8365303063504066e-15,2.8341125165286966e-18,2.1801558206598172e-18,5.335365670356715e-18
1.9081431363767125e-10,0.0022497496022091863,1.3847628170521757e-19,4.3268696536854746e-15,3.0325881300959596e-15,-9.3554949904635796e-17,5.5854167011819829e-12,4.2656099418108652e-18,-1.4687657626132549e-29,6.4722330248275682e-25,2.1276619469087952e-32,-4.5176003236719726e-17,1.9168329214049988e-16,1.3932892463523497e-18,-2.2613111962189043e-20,-1.2589420949645737e-30,-6.6935467802058676e-31,2.3291637506708816e-27,4.8077368260516981e-32,5.6686919842778027e-40,4.2999189790807289e-27,-8.5051744772794762e-17,1.6875484606215598e-23,3.2086123395520578e-17,7.1046169544235171e-13,1.1720124026183953e-22,-2.6126662602297662e-20,-4.4931260512989417e-17,-7.7629772892372988e-39,4.0632341112346094e-22,5.033882150467785e-25,6.1044146162868903e-32,1.2847013151143612e-35,0.88129999999999997,0.0,0.0,0.0,0.0098896278611032267,0.10880295499463818,9.9999999999998677e-05,1.95438988877889e-08,1.7032484169778706e-07,1.2741772861197649e-07,1.5870056028436209e-13,4.39510090002484e-08,3.7875577484056267e-11,1.0485649125366702e-09,1.0282159958127779e-15,1.5711482224619673e-17,4.2134797740551884e-14,3.0239433634763931e-12,4.7382703607447421e-09,7.1998904482297192e-11,1.536703108736931e-20,3.5308869644525722e-18,3.1502005588554365e-22,4.5203554768709099e-20,4.996251622265896e-09,6.0804005236304078e-22,2.2928296715844928e-23,3.1714408722143692e-25,3.6228170037597597e-27,2.5121040039889078e-28,4.4993540651194675e-12,7.0960597851226476e-13,5.112939986768822e-16,3.4435111629238388e-16,1.5120139503500578e-17,7.1950390491751763e-20,-4.0451098313773868e-17,4.8292280497361064e-15,2.6451723468748313e-26,2.1377397856265243e-15,1.2704141642345625e-14,1.8413250741870137e-15,2.8415297786340481e-18,2.1858627064244716e-18,5.3505226617649203e-18
1.909171007471416e-10,0.0022497496021254104,1.38638383308495e-19,4.3316541919637313e-15,3.047915465461064e-15,-9.3529049151764344e-17,5.5912348909559495e-12,4.2741214015259807e-18,-1.4675240660428156e-29,-1.3390827519297376e-25,2.126458475026086e-32,-4.6429685244670496e-17,1.9035487508818971e-16,1.3939003895587594e-18,-2.2614076768736412e-20,-1.262705847186287e-30,-6.6982688043645228e-31,2.3308280782821421e-27,4.8057369865404841e-32,5.667598436155491e-40,4.3068396565443821e-27,-8.3757064036195608e-17,1.6893432677725578e-23,3.2083340992723023e-17,7.1151884808677307e-13,1.1744081401834115e-22,-2.612005509550526e-20,-4.4920503969242294e-17,-7.7652089400636703e-39,4.0620435265397318e-22,5.038252529262584e-25,6.1144558287306391e-32,1.284050245252941e-35,0.88129999999999997,0.0,0.0,0.0,0.009889627660611711,0.10880295495739023,9.999999999999869e-05,1.9554425839585288e-08,1.7041658075117565e-07,1.2747336232502185e-07,1.5878603839996479e-13,4.398768040438282e-08,3.787557674948078e-11,1.0491354902199388e-09,1.0290739091862015e-15,1.5720031646024719e-17,4.2209586613276349e-14,3.0272204347904988e-12,4.7408324131621769e-09,7.2076486378063337e-11,1.5376195029710906e-20,3.5363938200668839e-18,3.1543606445112345e-22,4.5283876925951406e-20,4.9989531710124205e-09,6.0940874622611866e-22,2.2991046555730872e-23,3.1801723366080277e-25,3.6346767834427089e-27,2.5202685035848741e-28,4.5034729898668546e-12,7.1066185327230992e-13,5.1205574576369748e-16,3.4486708283535459e-16,1.5125025134565555e-17,7.212139723493757e-20,-4.0452819979738201e-17,4.8344043084742687e-15,2.6524815227483123e-26,2.138827385548126e-15,1.2714142682323318e-14,1.8437252896858158e-15,2.8452427997757696e-18,2.1887195276757268e-18,5.3581109131749081e-18
1.9112267496608235e-10,0.002249749601957814,1.3896275600222668e-19,4.3412259960083714e-15,3.0504505780889955e-15,-9.3477345756996017e-17,5.6029033972234215e-12,4.2911818731858126e-18,-1.4650561223390402e-29,-1.0944466475762461e-23,2.1240568219743107e-32,-4.6875628554619499e-17,1.8975971963023713e-16,1.3947464334781598e-18,-2.2616016604091353e-20,-1.264150301862755e-30,-6.7077125409500892e-31,2.3341582492380413e-27,4.8017497912872628e-32,5.6656872490713959e-40,4.3207003975942207e-27,-8.3229260726740114e-17,1.6929356477785597e-23,3.2077798440345172e-17,7.1363605610704429e-13,1.1792102670715748e-22,-2.6106866444379226e-20,-4.4899035164864824e-17,-7.7696613811098366e-39,4.0596704743822585e-22,5.0469982407424651e-25,6.1345685071447959e-32,1.2827511981830425e-35,0.88129999999999997,0.0,0.0,0.0,0.009889627259628584,0.10880295488287377,9.999999999999869e-05,1.9575479740337549e-08,1.7060005884075498e-07,1.2758460923709156e-07,1.5895699461496265e-13,4.406104370472051e-08,3.7875575280329442e-11,1.0502766454831397e-09,1.0307902153378945e-15,1.5737130487286447e-17,4.2359437250733919e-14,3.0337799722846447e-12,4.7459565178338024e-09,7.2231775490896838e-11,1.5394525563725977e-20,3.547424097652026e-18,3.1626920633619308e-22,4.5444837480342193e-20,5.0043562683402311e-09,6.12153346415825e-22,2.3116964621199678e-23,3.1976939799101418e-25,3.6584942806199267e-27,2.5366645553786219e-28,4.5117147101405512e-12,7.1277650200129838e-13,5.1358133429885097e-16,3.4590044314720518e-16,1.5135974742974512e-17,7.2464354846186237e-20,-4.0456281538346595e-17,4.8447649906995565e-15,2.6671492818827434e-26,2.1410014553638408e-15,1.2734154101877044e-14,1.8485313868084899e-15,2.8526776268803888e-18,2.1944399304897434e-18,5.3733069382254567e-18
