Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432)
2.301892938840023e-12,0.0038289451733459854,1.062354273633907e-21,2.0673265027005118e-17,-9.3853405680334441e-17,3.0437929928485399e-21,2.2484344188449577e-14,9.0660018637771872e-23,-3.2665119712576173e-30,1.618748376410807e-17,3.1778489980562576e-35,-1.6188227288563013e-17,1.011982583011043e-29,-3.9602421181686036e-18,7.9680421836771161e-25,-3.2722739608493274e-30,-4.4925323113418808e-35,-2.3575846818184762e-28,-6.9598005279715326e-37,-6.8376346644930352e-44,6.0331595198370674e-29,-9.0448641190143711e-29,3.0557962072459745e-23,1.7107608651449697e-23,3.1708346851721043e-16,6.382960062761696e-27,5.7109146981829256e-31,1.236085377760242e-25,-2.7626128899587093e-41,-4.4702387678167481e-37,1.2508520561522117e-27,1.5536277195711523e-36,-2.581945100446789e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899643184321984,0.10880299994393482,0.00010000000000000408,1.9072656711491753e-09,1.2391418896289426e-08,1.2363360360867219e-08,3.5431410433087529e-15,4.2013133727512294e-11,2.0841230891310269e-09,1.4026038779236723e-11,5.4901216888937875e-19,1.2466924920900929e-19,2.3274324821387152e-19,4.4767587049245841e-15,2.8045627855078521e-09,1.0556688998614323e-13,4.8017548871054314e-22,5.7402238972944233e-22,4.554409970940861e-24,2.2381968403187041e-23,4.0746165557022178e-09,6.0451765594721885e-27,1.7380015463256322e-30,2.1220347966458113e-31,1.6632589609158034e-35,3.0866063856313981e-36,6.4112341776984364e-14,3.1698841888008291e-16,6.9402061630762019e-20,2.5677855234646384e-20,1.4366299417388073e-16,2.8705859970341782e-25,7.2561785210745808e-22,3.2693633402199156e-16,1.8157341968217609e-33,2.2138196448315792e-15,5.5104341643998695e-16,1.9148414071322252e-18,6.533324152295507e-22,4.6346545440604349e-22,1.2752353536258054e-22,2.6574815669424369e-29,2.5408740810697111e-22,5.7767381359023923e-25,1.073801605100874e-32,7.1329584870980211e-26,6.1410122753000311e-33,3.0111310291337325e-26,1.4596757039580204e-24,2.3472320384493281e-18,5.6813539401822981e-24,7.4720028582420197e-30,1.2833500625218927e-34,1.1857942793716649e-23,2.0084503940925461e-21,1.8817440359268472e-22
2.302756263051973e-12,0.0038289451733458358,1.0622628176411742e-21,2.0670836645461779e-17,-2.0106906511758874e-16,3.0464276172314747e-21,2.249625480671754e-14,9.0742145162533613e-23,-3.2654546012545523e-30,-2.5584758111502979e-17,3.2691604368846302e-35,2.5584009942465761e-17,1.0155574798266229e-29,-3.9849508643232637e-18,8.0164413887224255e-25,-3.2712309725247236e-30,-4.5004997094341539e-35,-2.3596262703460223e-28,-6.9719778415295429e-37,1.0333403849846092e-45,6.0465712055448675e-29,-9.0439958271991652e-29,3.0585497814284724e-23,1.7353934946222352e-23,3.1743985726307166e-16,6.3925358937958635e-27,5.7216321051101162e-31,1.2369301085126315e-25,-2.7659521053722288e-41,-4.4728603863578063e-37,1.2524878866469707e-27,1.5559202442081508e-36,-2.5868924586002644e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899643050639006,0.10880299994389576,0.0001000000000000041,1.9079809876970778e-09,1.2396063687722801e-08,1.2367981700834446e-08,3.5444692124756001e-15,4.2044382540462481e-11,2.0841690332011094e-09,1.4033821806769071e-11,5.4942052277553277e-19,1.2473842839673184e-19,2.3300983456331093e-19,4.4801166782759316e-15,2.8059088666222138e-09,1.0564608472469399e-13,4.8044312312047505e-22,5.7466790370392922e-22,4.5580179711831289e-24,2.2408565900995266e-23,4.0765722136215198e-09,6.0547394505097384e-27,1.741430213173571e-30,2.12622285664602e-31,1.6671907079160431e-35,3.0932167824979368e-36,6.416027704352621e-14,3.1734469106919534e-16,6.9484521124730299e-20,2.5711979602892931e-20,1.4357215499497021e-16,2.8749366795431194e-25,7.3001126781396977e-22,3.2723088037418447e-16,1.8193181102250998e-33,2.2145588052228615e-15,5.5144537469659055e-16,1.9170118534312317e-18,6.541479496751308e-22,4.640366001056642e-22,1.2771651688854893e-22,2.6615030080471583e-29,2.5427778213094503e-22,5.7832126359610781e-25,1.0750051236711078e-32,7.1389985110861228e-26,6.147895130098454e-33,3.0122948650204399e-26,1.4608096554035607e-24,2.3495104656722678e-18,5.686873063786342e-24,7.4807740731316759e-30,1.2848718456408591e-34,1.1869471939879927e-23,2.0112066902379659e-21,1.8838771333969553e-22
2.303619587263923e-12,0.003828945173345686,1.0621340995922814e-21,2.06676638550458e-17,-2.6270583612194021e-16,3.0490276313614165e-21,2.2508162643775772e-14,9.0824319692108978e-23,-3.2566245851311846e-30,-2.4563174656506222e-17,3.3603544548944128e-35,2.4562422018774128e-17,1.019075142424018e-29,-4.0086710245218695e-18,8.0629070299329836e-25,-3.262415033852152e-30,-4.5084728701388638e-35,-2.3616800113363812e-28,-6.9841662346905562e-37,6.3949257180816973e-44,6.059983049299413e-29,-9.0322983617814967e-29,3.0613046761315089e-23,1.7599999558646625e-23,3.1779651237195392e-16,6.4021224831867919e-27,5.7323655844610055e-31,1.2377755602081823e-25,-2.7692823058884099e-41,-4.4754787962388798e-37,1.2541251906665601e-27,1.5582167551571735e-36,-2.5918767307607775e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899642916956045,0.10880299994385673,0.00010000000000000412,1.908696304242857e-09,1.2400708481164969e-08,1.2372603029363163e-08,3.5457973772864686e-15,4.2075642760043244e-11,2.0842149031906529e-09,1.4041605586347092e-11,5.4982902572368094e-19,1.2480761426907066e-19,2.3327662759525665e-19,4.4834759093178507e-15,2.80725497736182e-09,1.0572530913733279e-13,4.8071078655277295e-22,5.7531390073216201e-22,4.561627384739794e-24,2.2435184456930039e-23,4.0785279145823039e-09,6.0643136995444358e-27,1.7448642977598343e-30,2.1304175385598645e-31,1.6711302111352645e-35,3.0998388536406638e-36,6.4208230087577055e-14,3.1770122952447631e-16,6.9567046010880739e-20,2.574613544426684e-20,1.4348463907081861e-16,2.8792923327185669e-25,7.3422925127040625e-22,3.2752556790487884e-16,1.8229076911781625e-33,2.2152971298611874e-15,5.5184746485034869e-16,1.9191838821379098e-18,6.5496415028571255e-22,4.6460820454586246e-22,1.2790971277908202e-22,2.6655289160040089e-29,2.5446822722641393e-22,5.7896919480270247e-25,1.0762095367365914e-32,7.1450411454049644e-26,6.1547831004635011e-33,3.0134601214134528e-26,1.4619440388577828e-24,2.3517901541649277e-18,5.6923952452448866e-24,7.4895520992508529e-30,1.2863948228634674e-34,1.1881007479737825e-23,2.0139656607688009e-21,1.8860117862296286e-22
2.3053462356878233e-12,0.0038289451733453882,1.0618914023332727e-21,2.0661610756788399e-17,-2.505971139396891e-16,3.0542530181326081e-21,2.2531759400180626e-14,9.0988859200714796e-23,-3.2564561656412485e-30,-3.2613782952432256e-18,3.3783984086432109e-35,3.260624473890411e-18,1.0204561686726094e-29,-4.0148838476388603e-18,8.0752097837085226e-25,-3.2622596382309179e-30,-4.5244470676256986e-35,-2.3657938592953976e-28,-7.0085873919179588e-37,8.1086182314736647e-44,6.0762412457265997e-29,-9.0327680808800748e-29,3.0668197480938126e-23,1.7662527262552866e-23,3.1851088883177491e-16,6.4213387597696008e-27,5.7538969771519078e-31,1.2394693614725694e-25,-2.7759424269860489e-41,-4.4807166155926106e-37,1.2574056980778534e-27,1.5635441958211732e-36,-2.6018906889113065e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899642649588979,0.10880299994377857,0.00010000000000000412,1.9101269373259231e-09,1.2409998180736027e-08,1.2381845640668393e-08,3.5484537365291473e-15,4.2138208823908676e-11,2.0843063478015743e-09,1.4057176148898067e-11,5.5064662784419027e-19,1.2494601270963657e-19,2.3381104104349269e-19,4.4901994032706571e-15,2.8099473169604771e-09,1.0588387666040198e-13,4.8124623144073297e-22,5.7660782844215806e-22,4.5688518649084525e-24,2.2488505867230099e-23,4.0824394881154934e-09,6.0835077015225377e-27,1.7517541893211419e-30,2.1388334529771909e-31,1.6790403406281558e-35,3.1131298156255054e-36,6.430420728456589e-14,3.1841537228935171e-16,6.973235755865034e-20,2.5814573145375563e-20,1.434191904018662e-16,2.8880235521053778e-25,7.3534911315278267e-22,3.2811550770405126e-16,1.8301095771615834e-33,2.2167721907031905e-15,5.5265217215246538e-16,1.9235342733289928e-18,6.5659921808298233e-22,4.6575324967153265e-22,1.2829696321637228e-22,2.6735986242876605e-29,2.548494017430302e-22,5.8026698342241538e-25,1.0786219434577462e-32,7.157136855349967e-26,6.1685795183818949e-33,3.0157958123073118e-26,1.4642145377176368e-24,2.3563545771815777e-18,5.7034518418934323e-24,7.5071354172057008e-30,1.2894455573167468e-34,1.1904104139079585e-23,2.0194943112115024e-21,1.8902873174222705e-22
2.3070728841117234e-12,0.003828945173345089,1.061704359954832e-21,2.0656667047103425e-17,-2.0466863917076037e-16,3.0595446910472863e-21,2.2555274138120579e-14,9.1153588597853955e-23,-3.2577120980033261e-30,5.2829236338031878e-18,3.3331134744242949e-35,-5.2836755354091737e-18,1.0196156010882751e-29,-4.0045600456261776e-18,8.0551721124696372e-25,-3.2635225785482244e-30,-4.5404509854197475e-35,-2.3698971289325193e-28,-7.0330528102078062e-37,5.3189407166138244e-44,6.088443192471977e-29,-9.0331128855399089e-29,3.0723401026783246e-23,1.755946219918961e-23,3.1922633232361137e-16,6.4405981985348731e-27,5.7754929484732317e-31,1.2411660973800335e-25,-2.7826051256343949e-41,-4.4859553626160686e-37,1.2606921103663009e-27,1.5691634847382592e-36,-2.6119089793085984e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899642382221497,0.10880299994370037,0.00010000000000000411,1.9115575704004965e-09,1.241928792368062e-08,1.2391088206223234e-08,3.5511101090765971e-15,4.2200820510659624e-11,2.0843974979952496e-09,1.4072749709843243e-11,5.5146482616515055e-19,1.2508443780165396e-19,2.3434628255547636e-19,4.4969279295355746e-15,2.812639774298274e-09,1.0604256288181632e-13,4.8178178769936291e-22,5.7790369124434713e-22,4.5760819979301934e-24,2.254191164188262e-23,4.0863512327077757e-09,6.1027472793856573e-27,1.7586658547878727e-30,2.147275981018768e-31,1.6869816915870715e-35,3.1264677278050041e-36,6.4400255589293012e-14,3.1913058169816693e-16,6.9897931088625238e-20,2.5883136990705209e-20,1.4339766533221711e-16,2.8967747152697629e-25,7.3353443412854095e-22,3.2870601226470542e-16,1.8373342411862302e-33,2.2182463664840134e-15,5.5345740611364776e-16,1.9278910024421918e-18,6.5823695437253401e-22,4.6690013232560796e-22,1.2868507350852309e-22,2.6816862499166707e-29,2.5523086056038203e-22,5.8156669965209417e-25,1.0810379333779564e-32,7.1692430065817223e-26,6.1823964284085472e-33,3.0181362724653079e-26,1.4664867721330623e-24,2.3609240471803761e-18,5.7145206745828297e-24,7.5247460217187384e-30,1.2925010753784639e-34,1.1927226382886087e-23,2.0250336828768295e-21,1.8945690782166462e-22
2.3087995325356236e-12,0.0038289451733447884,1.0615842337644814e-21,2.065305756267398e-17,-1.4943196815201068e-16,3.0649139231934127e-21,2.2578769047567711e-14,9.1318507776451142e-23,-3.2583366076515954e-30,8.0503531317415382e-18,3.2678316813655033e-35,-8.0511021097447152e-18,1.0180638094534851e-29,-3.9888801772374165e-18,8.0246598970352349e-25,-3.2641521578076432e-30,-4.5564851329056013e-35,-2.3739843321388793e-28,-7.0575623279460731e-37,1.0898554195138202e-44,6.0993813091347432e-29,-9.031789152988159e-29,3.0778657400379667e-23,1.740406171317542e-23,3.1994284363740964e-16,6.4599008639022325e-27,5.7971536433403405e-31,1.2428658109453803e-25,-2.7892690954676224e-41,-4.491194069810969e-37,1.2639844331367071e-27,1.5748847779437073e-36,-2.6219179075067773e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899642114853963,0.10880299994362208,0.0001000000000000041,1.9129882034665765e-09,1.2428577678614909e-08,1.2400330726029506e-08,3.553766485569982e-15,4.2263477818477808e-11,2.0844883547195373e-09,1.4088326264090306e-11,5.5228362066280003e-19,1.2522288949986521e-19,2.3488235281068379e-19,4.5036614882560589e-15,2.8153323489961311e-09,1.0620136780172833e-13,4.8231745222468644e-22,5.7920149057742042e-22,4.5833177836027833e-24,2.2595401846807096e-23,4.0902631478084049e-09,6.1220325051663026e-27,1.7655993457578912e-30,2.1557451858188044e-31,1.694954362657008e-35,3.1398527209733645e-36,6.4496375000609587e-14,3.1984685854053587e-16,7.0063766807538739e-20,2.5951827106124276e-20,1.4339042196639286e-16,2.9055458529739552e-25,7.3076928210129367e-22,3.2929708161045932e-16,1.8445817373013387e-33,2.2197198860462514e-15,5.5426316648246023e-16,1.9322540736199165e-18,6.5987736107061164e-22,4.6804885379138157e-22,1.2907404485484163e-22,2.6897918178804247e-29,2.5561260366606778e-22,5.8286834489506824e-25,1.0834575091058793e-32,7.1813595990772875e-26,6.1962338454622122e-33,3.020481141515715e-26,1.468760745432748e-24,2.3654985651104766e-18,5.7256017456184319e-24,7.5423839336716318e-30,1.2955613806558875e-34,1.1950374215987509e-23,2.0305837876086059e-21,1.8988570726852484e-22
2.312252829383424e-12,0.003828945173344189,1.0614041435332089e-21,2.0647035548221303e-17,-1.0349468303770889e-16,3.0757375647998373e-21,2.2625885953224934e-14,9.1648792840081421e-23,-3.2588766279139906e-30,1.369565603358744e-18,3.2081700156938463e-35,-1.3703122193088522e-18,1.0174529454697059e-29,-3.9760952159223648e-18,7.9999624871513727e-25,-3.2647090755415118e-30,-4.5886215827634191e-35,-2.3821443096104518e-28,-7.1066846639944305e-37,-2.3215682242257412e-44,6.1258883994994499e-29,-9.0308550007784888e-29,3.0889294136007809e-23,1.7278557494039079e-23,3.2137837482816948e-16,6.4986078448010238e-27,5.8406273858553576e-31,1.2462722961069397e-25,-2.8025977867450592e-41,-4.5016724589329692e-37,1.2705829679461682e-27,1.5860502885117685e-36,-2.6419702041217428e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899641580119484,0.10880299994346546,0.00010000000000000408,1.9158494695788047e-09,1.2447157129197384e-08,1.2418815658278597e-08,3.5590792226603817e-15,4.2388899498325725e-11,2.0846693823417733e-09,1.4119486381566113e-11,5.5392260877458336e-19,1.2549985519617619e-19,2.3595644052126073e-19,4.5171404159715767e-15,2.8207177726575741e-09,1.0651925621872121e-13,4.8338902918467086e-22,5.8180163862561839e-22,4.5978026207461709e-24,2.2702580613810685e-23,4.0980873764808095e-09,6.1607103132632037e-27,1.7795177111951276e-30,2.1727464003732262e-31,1.7109735180970754e-35,3.1667336358566919e-36,6.4688780702491105e-14,3.2128191987583523e-16,7.0396054228034217e-20,2.6089504075613883e-20,1.4332845547975637e-16,2.9231351041270824e-25,7.2853520131922386e-22,3.3048054589097101e-16,1.8591304830484674e-33,2.2226644566607298e-15,5.5587592148834744e-16,1.9409951132510895e-18,6.6316444769657891e-22,4.7035061628282933e-22,1.2985401211181711e-22,2.7060451409418423e-29,2.5637675704633538e-22,5.8547616700986243e-25,1.0883050843242287e-32,7.2056172889949444e-26,6.2239568545803158e-33,3.0251801187971074e-26,1.4733127823469031e-24,2.3746594510940627e-18,5.747792617474208e-24,7.5777239113838658e-30,1.3016932377296445e-34,1.1996729953648538e-23,2.0417092236707176e-21,1.9074477042961067e-22
2.3157061262312242e-12,0.0038289451733435897,1.0611733495618505e-21,2.0639994589976835e-17,-1.7357081090532249e-16,3.0865497388469012e-21,2.2673258114424558e-14,9.1979779898641421e-23,-3.2590717984985181e-30,-1.1513789421710342e-17,3.2971706880168275e-35,1.151303785317221e-17,1.0220858665261535e-29,-4.0022961065495592e-18,8.0515096037108234e-25,-3.264935326166723e-30,-4.6208602904210705e-35,-2.3903234128290352e-28,-7.1559691861870035e-37,4.8418925461856605e-44,6.162076774246169e-29,-9.0340667763080188e-29,3.1000125152917928e-23,1.7541755286528303e-23,3.2281783934310293e-16,6.5374743210340331e-27,5.8843403475104126e-31,1.2496898151774408e-25,-2.8159275908730011e-41,-4.5121551580322158e-37,1.2772032853197276e-27,1.596616841645364e-36,-2.6621797781001309e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899641045386323,0.10880299994330864,0.00010000000000000411,1.9187107356598018e-09,1.2465736459158868e-08,1.2437300422308972e-08,3.5643919258508551e-15,4.2514488928005299e-11,2.0848493386021928e-09,1.4150657463223538e-11,5.5556378904330938e-19,1.2577691834848853e-19,2.3703358162616766e-19,4.5306378478471041e-15,2.8261036247624158e-09,1.0683758112935779e-13,4.8446099282057101e-22,5.8440891993879418e-22,4.6123082430231043e-24,2.281007040860144e-23,4.1059122276237551e-09,6.1995565842288225e-27,1.793516766599272e-30,2.1898462407902278e-31,1.7271086716010475e-35,3.1937888256013868e-36,6.4881447879119601e-14,3.2272091310422977e-16,7.0729307528072822e-20,2.6227646430981508e-20,1.4316775869468404e-16,2.9407980670584971e-25,7.332194353812902e-22,3.3166608728277792e-16,1.8737636407675465e-33,2.225603510134292e-15,5.5749060836046857e-16,1.94975950927728e-18,6.6646137028630359e-22,4.726591514032945e-22,1.3063715574452961e-22,2.7223646521587311e-29,2.5714195577671497e-22,5.8809109445061661e-25,1.0931658675039841e-32,7.2299133749435425e-26,6.2517553992661193e-33,3.0298922699268781e-26,1.4778712373957029e-24,2.3838389079815211e-18,5.7700285131853727e-24,7.6131644822632239e-30,1.3078427291677794e-34,1.2043179832273521e-23,2.0528742274661334e-21,1.9160612931322967e-22
2.3191594230790245e-12,0.003828945173342987,1.0607750851661208e-21,2.0629602891635148e-17,-2.4788185098313275e-16,3.0972365598835652e-21,2.2720719049518263e-14,9.2311521472705692e-23,-3.2589708277219343e-30,-4.8991414819630985e-18,3.4192843604816252e-35,4.8983833771068629e-18,1.0278975817850973e-29,-4.0369231922530678e-18,8.1195351742355906e-25,-3.2648685218571254e-30,-4.6532045747574954e-35,-2.3985632975436912e-28,-7.2054283960212826e-37,1.4351098907570885e-43,6.200509860319787e-29,-9.0377636235183222e-29,3.1111164345486384e-23,1.7891743484566838e-23,3.2426152341377776e-16,6.5765121167196331e-27,5.9283105892584949e-31,1.253119067348523e-25,-2.8292578076115665e-41,-4.522644711646355e-37,1.2838469792779035e-27,1.6070945115523299e-36,-2.6826619092742346e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899640510653579,0.10880299994315162,0.00010000000000000415,1.9215720017073362e-09,1.2484315753529322e-08,1.2455785006117161e-08,3.5697046172599109e-15,4.2640258077495251e-11,2.0850281532424703e-09,1.4181840257706375e-11,5.5720731789281262e-19,1.2605408561116527e-19,2.3811399878635966e-19,4.5441551046401573e-15,2.8314899334071636e-09,1.0715637371008167e-13,4.8553337456483972e-22,5.8702385365065563e-22,4.6268361337346023e-24,2.2917893888012161e-23,4.1137377420577166e-09,6.2385838338612698e-27,1.8076026222512603e-30,2.2070521760094496e-31,1.7433687733538096e-35,3.2210316245850748e-36,6.5074395199584363e-14,3.2416412435284427e-16,7.1063597080813742e-20,2.6366288255589782e-20,1.4299051927599782e-16,2.9585402133127469e-25,7.3939896141845893e-22,3.3285385430706638e-16,1.8884876030743696e-33,2.2285351418015601e-15,5.5910736066986381e-16,1.9585489576069639e-18,6.6976884421803767e-22,4.7497495149281585e-22,1.3142371066830528e-22,2.7387552466017319e-29,2.5790827454444009e-22,5.9071364411893598e-25,1.0980408195043612e-32,7.2542505993206592e-26,6.2796349746179042e-33,3.0346160872360157e-26,1.482436584990995e-24,2.3930382685722768e-18,5.7923126640591397e-24,7.648712971840069e-30,1.3140111388306509e-34,1.2089730608309805e-23,2.0640817044772297e-21,1.9246995061245463e-22
2.3208860715029247e-12,0.003828945173342687,1.0605400092074197e-21,2.0623686683379485e-17,-2.5117126438363592e-16,3.1025601878087564e-21,2.2744399975612106e-14,9.2477681329585061e-23,-3.258926687969817e-30,1.2166904755363075e-19,3.4364702418274485e-35,-1.2242827814531198e-19,1.0292532499293486e-29,-4.0428222992595026e-18,8.1312245184873183e-25,-3.2648373073515615e-30,-4.6694180260121104e-35,-2.4027007942900712e-28,-7.2302252538373749e-37,1.5991281245830667e-43,6.2169406137193839e-29,-9.0383655971219256e-29,3.1166763698309505e-23,1.7952116396327071e-23,3.2498498369291847e-16,6.5960967900821449e-27,5.9503945980251943e-31,1.2548381590698286e-25,-2.8359228972645445e-41,-4.5278916684338771e-37,1.2871777942216898e-27,1.6125472494830966e-36,-2.6929923348372477e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899640243287016,0.10880299994307306,0.00010000000000000415,1.9230026347182841e-09,1.2493605428200153e-08,1.2465027228983542e-08,3.572360970609949e-15,4.2703211497502717e-11,2.0851171253009794e-09,1.4197436130710625e-11,5.5802998198833399e-19,1.2619270902566383e-19,2.386554639174199e-19,4.5509213279904967e-15,2.8341832617928969e-09,1.0731594916148443e-13,4.860697266981375e-22,5.8833425529480552e-22,4.6341086095104849e-24,2.297193360695056e-23,4.1176507521653318e-09,6.2581669516535448e-27,1.8146789186440923e-30,2.2156959297322904e-31,1.751546913635734e-35,3.234725190926267e-36,6.5170976178269794e-14,3.2488734763196541e-16,7.1231139299374564e-20,2.6435800791929246e-20,1.429337964266069e-16,2.967441689932116e-25,7.4046315425138059e-22,3.3344859049434716e-16,1.8958844923427002e-33,2.2299983995101504e-15,5.5991652657636494e-16,1.96295328832385e-18,6.7142662760280815e-22,4.7613563755942577e-22,1.3181829765479057e-22,2.7469778312112378e-29,2.5829186301850162e-22,5.9202784210399128e-25,1.1004837292968176e-32,7.2664349712793329e-26,6.2936058378376195e-33,3.0369817192618282e-26,1.4847219038309039e-24,2.3976455759296047e-18,5.8034732307936471e-24,7.6665286064157996e-30,1.3171025992158705e-34,1.2113044660068888e-23,2.0697017406197586e-21,1.9290280549973807e-22
2.3217493957148748e-12,0.0038289451733425363,1.0604198393258984e-21,2.0620675349711849e-17,-2.4905575135711629e-16,3.1052234229506578e-21,2.2756231237807007e-14,9.2560833630428502e-23,-3.2589161556963989e-30,-4.7187649745036157e-20,3.4362623055100164e-35,4.6428285412458679e-20,1.0296198382731215e-29,-4.0434857681998027e-18,8.1325982697563338e-25,-3.2648324045973369e-30,-4.6775353577954075e-35,-2.4047719163425326e-28,-7.2426405748110873e-37,1.6186350607826581e-43,6.2245990494852446e-29,-9.0384337864467693e-29,3.1194583353205368e-23,1.7959304607625326e-23,3.253471195080817e-16,6.6059056297456121e-27,5.9614614339250206e-31,1.2556988211305771e-25,-2.839255418673122e-41,-4.5305155624620004e-37,1.2888454503844557e-27,1.615317631886866e-36,-2.698174946742365e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899640109603674,0.10880299994303376,0.00010000000000000415,1.923717951220547e-09,1.2498250270813729e-08,1.2469648323124792e-08,3.5736891490019561e-15,4.2734705451237686e-11,2.0851615026996966e-09,1.4205235186171123e-11,5.5844153937739465e-19,1.2626203067886045e-19,2.3892651151467778e-19,4.5543063421220843e-15,2.835529969427661e-09,1.073957817638617e-13,4.8633794275212706e-22,5.8899019183792817e-22,4.6377469840297695e-24,2.2998985550836506e-23,4.1196073203343746e-09,6.2679759479315388e-27,1.8182254471076137e-30,2.2200280497512914e-31,1.7556480716240989e-35,3.2415901067148023e-36,6.5219293548470204e-14,3.2524936479944664e-16,7.1315010048348159e-20,2.6470605111814223e-20,1.4291182555324386e-16,2.9719000568624399e-25,7.4058956915154837e-22,3.3374617217761582e-16,1.8995917039207593e-33,2.2307294790176504e-15,5.6032130708894338e-16,1.9651578616953999e-18,6.722565336622165e-22,4.7671667898503824e-22,1.3201591966995292e-22,2.7510959691333749e-29,2.584837647338275e-22,5.9268567388761852e-25,1.1017065463651652e-32,7.2725311047875604e-26,6.3005990596310713e-33,3.0381653395014327e-26,1.4858652265840391e-24,2.3999511404485186e-18,5.8090581468660652e-24,7.6754468000143443e-30,1.3186501483373829e-34,1.2124711372547581e-23,2.0725158459783466e-21,1.9311946962945033e-22
2.323476044138775e-12,0.003828945173342236,1.0601851215891119e-21,2.0614763573461668e-17,-2.4318554605319673e-16,3.1105635770042537e-21,2.2779898756037969e-14,9.2727281915375078e-23,-3.2589008319553666e-30,1.538023308993107e-21,3.4341270266605666e-35,-2.2975716162721652e-21,1.0302922567867484e-29,-4.0443679340602895e-18,8.1344759602064167e-25,-3.2648281776375437e-30,-4.6937915711944268e-35,-2.4089148427756124e-28,-7.2675048137330621e-37,1.6454767839816473e-43,6.239825222983625e-29,-9.0385284722611648e-29,3.1250262341587279e-23,1.7969188740442753e-23,3.2607219762955294e-16,6.6255561517825963e-27,5.9836445748654148e-31,1.2574223675960635e-25,-2.8459204231612942e-41,-4.5357639362102543e-37,1.2921852344633452e-27,1.6208767948136229e-36,-2.7085650278639673e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899639842236989,0.1088029999429551,0.00010000000000000415,1.9251485842186968e-09,1.2507539955031187e-08,1.2478890477068069e-08,3.5763455055406543e-15,4.2797727602201965e-11,2.0852500427401749e-09,1.4220835513971513e-11,5.5926510164993759e-19,1.2640069369015845e-19,2.3946923306942762e-19,4.5610801487064617e-15,2.8382234705795472e-09,1.075555360921402e-13,4.8687445310056065e-22,5.9030352755859108e-22,4.6450279761258994e-24,2.3053153226694208e-23,4.123520581447973e-09,6.2876286469854032e-27,1.8253352020339165e-30,2.2287126997407851e-31,1.7638744995308167e-35,3.2553560893107961e-36,6.531598167205016e-14,3.2597420533193115e-16,7.1482949645412686e-20,2.6540309313542264e-20,1.4286962003467326e-16,2.9808319735673253e-25,7.407634711316088e-22,3.3434175974965835e-16,1.9070235956213139e-33,2.2321907285341867e-15,5.6113125992090395e-16,1.9695717950063422e-18,6.7391836230091233e-22,4.7788015017410767e-22,1.3241181740444137e-22,2.7593458666200825e-29,2.5886778160680183e-22,5.9400279423296856e-25,1.1041548884803438e-32,7.2847312114246383e-26,6.3146009899903548e-33,3.0405339195618869e-26,1.4881531910767218e-24,2.4045660653351126e-18,5.8202371817982789e-24,7.6933038164426446e-30,1.3217488627643319e-34,1.2148064039774033e-23,2.0781521864248468e-21,1.9355326836561859e-22
