Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432)
1.0725678998814624e-07,0.0038289681565058303,1.0086411299231377e-11,3.8257369790122086e-08,5.2067005189802502e-11,1.1752755845119102e-07,8.4297833027740297e-06,5.6628563429100495e-06,2.5072596480118533e-25,3.5916303320077809e-26,1.6804014716668726e-19,1.1869706499922578e-12,5.8392303019787052e-18,7.1388105803532438e-12,5.4323758979235626e-12,2.0506503736199862e-19,2.3960687853060397e-17,9.1444070276734484e-15,2.7638990290825031e-15,3.0413855467829919e-22,3.7526396184432105e-13,5.6040939736964889e-21,4.9089851463849765e-12,3.0731525875612187e-14,8.5941188765854831e-05,1.3785640690246738e-11,8.9089679109330027e-11,1.4301304224099549e-07,1.7406385289974487e-32,1.1535622033558182e-21,5.6615820131573426e-12,6.3455573468187872e-14,4.102435610703829e-21,0.88129999999999997,0.0,0.0,0.0,0.0083534078932015789,0.10870867016694789,9.9999992860100819e-05,7.3833815594630972e-05,0.0004094713213280608,0.00028514028867645999,1.1698484475233452e-10,4.2447189937643699e-05,1.8097936440655401e-09,7.6288357985543072e-07,5.5469999826991555e-13,6.7808744624932241e-15,3.6713841679811174e-05,5.1673048585162889e-05,0.00015432222043448293,0.00016768855945607729,3.3815427519251217e-14,1.6707239545020498e-09,1.2460947649673193e-12,1.6011486777951858e-08,0.00022800612108128676,1.4182149692920934e-07,1.380452956110641e-08,1.7708523064406771e-08,4.4683602944762282e-09,5.5499338075415765e-08,1.9992764820405379e-07,7.9899658455996421e-05,2.0873014046092759e-08,1.3054748221059942e-08,1.9534490942780378e-13,6.0077219393814191e-06,4.3227080818431331e-12,1.7651540660813171e-08,5.6019771688814005e-09,2.1072694024170452e-11,4.0603947386782679e-10,1.0776580576797409e-07,5.0069624305621527e-11,3.3868743783016231e-11,1.296944041246357e-10,2.7022680613185006e-17,2.2939365857092872e-10,3.4108357153131391e-11,6.3404135289865801e-19,8.4216199441640284e-14,3.6260449994467258e-19,2.6509709320684338e-13,8.6469463639066557e-10,9.3422535674345122e-11,2.2633846469319328e-16,1.0013548016095515e-10,1.772552627696402e-15,4.7334519428601281e-16,5.544348990419563e-09,1.4084118897044115e-10
1.0806220735500894e-07,0.0038289693984754967,1.0384137570799572e-11,3.8753942661278647e-08,5.2340181123424315e-11,1.1985358565015296e-07,8.4830061328048386e-06,5.7822236401593892e-06,2.6649305023824805e-25,3.7051689168834223e-26,1.7577371954032963e-19,1.2289431070505802e-12,6.0857472097115882e-18,7.2924153533459778e-12,5.6636466944987066e-12,2.1705550337270946e-19,2.5212469214510587e-17,9.4629855056247191e-15,2.9010226669484031e-15,3.2434720537570253e-22,3.9185792586324927e-13,6.0465111750373948e-21,5.072006978823872e-12,3.2426173418820923e-14,8.6978502710870144e-05,1.396162616492328e-11,9.0933148288870532e-11,1.4734318248052327e-07,1.8725429321567864e-32,1.2556378803660093e-21,5.8999602763119262e-12,6.6947306143209367e-14,4.28381704363765e-21,0.88129999999999997,0.0,0.0,0.0,0.0083432059826275447,0.10870777750021458,9.9999992706541714e-05,7.4285441014749619e-05,0.00041115651951659568,0.00028583628429830254,1.1746529861852368e-10,4.2550466345395071e-05,1.8077874891844355e-09,7.6601678314592319e-07,5.5604961466014321e-13,6.808723873260202e-15,3.7320044433579959e-05,5.25821943316013e-05,0.00015537379720895897,0.0001697548061225926,3.4409644916100619e-14,1.7001865631616839e-09,1.2667007477205559e-12,1.6285228960441229e-08,0.00022958954299025764,1.4504532489473233e-07,1.4118831149556514e-08,1.8121956672431466e-08,4.5743462871002115e-09,5.752344514062503e-08,2.0041780508632705e-07,8.0790037439958364e-05,2.1105437235682229e-08,1.3200115209985502e-08,1.9616191452906974e-13,6.1542817864327537e-06,4.5160446980735211e-12,1.7775277671650134e-08,5.7973384433142689e-09,2.1166759499399997e-11,4.079272204698927e-10,1.0918116765593697e-07,5.0726791687269498e-11,3.4313273252180096e-11,1.3139683195408531e-10,2.7377392628307871e-17,2.3776159013203319e-10,3.5352979214039801e-11,6.571776726002603e-19,8.7288288958942919e-14,3.7583602435164306e-19,2.7539779939630301e-13,8.9832221848235769e-10,9.4688202364299047e-11,2.2940288720977493e-16,1.0486170325371232e-10,1.8562140944003315e-15,4.7975386937622397e-16,5.6472868466845373e-09,1.4715727701663267e-10
1.0886762472187165e-07,0.003828970645582539,1.069002785126411e-11,3.9252495989430159e-08,5.2611820900770616e-11,1.2220005782804707e-07,8.5355803542797044e-06,5.9027456784266803e-06,2.8307271220587893e-25,3.8070205877391881e-26,1.8378654705603716e-19,1.2719628745892255e-12,6.3399250526549869e-18,7.4477123804039073e-12,5.9025851269933161e-12,2.2964670393357772e-19,2.6520424407313057e-17,9.7887605711387278e-15,3.0433965144820414e-15,3.4568746344128457e-22,4.0902942013172705e-13,6.5197247704675642e-21,5.2387595334084831e-12,3.4198136929062853e-14,8.8018328646315575e-05,1.4138100313836219e-11,9.2797809690662014e-11,1.5176190782465951e-07,2.0130363179830795e-32,1.3657499990387218e-21,6.146101887283467e-12,7.0597700260628303e-14,4.4714343360567013e-21,0.88129999999999997,0.0,0.0,0.0,0.0083330255003409744,0.10870688304614526,9.9999992551299223e-05,7.473569870790285e-05,0.00041282330383514182,0.00028651693884562186,1.1794048146576914e-10,4.2651455917311854e-05,1.8057856702979113e-09,7.6911561254886714e-07,5.5736934667319449e-13,6.8362677524592697e-15,3.7929735136947283e-05,5.3498556243340358e-05,0.00015642390664905259,0.00017182696719199146,3.5008567062730162e-14,1.7298838582258147e-09,1.2874257511026439e-12,1.6560684519972228e-08,0.00023117121142694676,1.4830721558050044e-07,1.4436849998030019e-08,1.8540469584631305e-08,4.6816639603289602e-09,5.960034866259011e-08,2.0089717993596896e-07,8.1680800615098961e-05,2.1337956442448442e-08,1.3345542258399458e-08,1.9697037604867136e-13,6.3029693184155894e-06,4.7161815015558478e-12,1.7898877491073956e-08,5.9975866005014459e-09,2.1259964560815325e-11,4.0979916879012748e-10,1.1060241435847376e-07,5.1386681076347588e-11,3.4759643974633394e-11,1.331063125240706e-10,2.7733574128220911e-17,2.4635596538854197e-10,3.6631289713144105e-11,6.8094022776812203e-19,9.0443512298681472e-14,3.8942568911814824e-19,2.8600018945579167e-13,9.329356552007446e-10,9.5964280648335207e-11,2.3249247739507391e-16,1.0976911463235743e-10,1.9430828751453487e-15,4.8621517801013517e-16,5.7516156155774776e-09,1.5371284655942869e-10
1.0967304208873435e-07,0.0038289718977283877,1.1004258169265741e-11,3.9753008074670442e-08,5.2881218404470195e-11,1.2456680120805223e-07,8.5875082552203619e-06,6.0244124731827238e-06,3.0049675537248586e-25,3.9213180124404648e-26,1.9208615467959818e-19,1.3160433779184017e-12,6.6019057443986825e-18,7.604696007061841e-12,6.1493669694107026e-12,2.4286452625349697e-19,2.7886648345124593e-17,1.012178060249255e-14,3.1911548229735162e-15,3.6821037235036306e-22,4.2679263860527036e-13,7.0248735605879074e-21,5.4092825465223324e-12,3.6050165726785015e-14,8.9060611063275559e-05,1.43150528842738e-11,9.4683675637060566e-11,1.5627001513134732e-07,2.1625809609363661e-32,1.4844623933047729e-21,6.4001785574200281e-12,7.4412355784006224e-14,4.6654365027812921e-21,0.88129999999999997,0.0,0.0,0.0,0.0083228664118319366,0.10870598684156102,9.9999992394379593e-05,7.5184592177847005e-05,0.00041447178170143088,0.00028718241053909624,1.1841042413501081e-10,4.275018230219774e-05,1.803788180522982e-09,7.7218026918448419e-07,5.5865950335170401e-13,6.8635078877432273e-15,3.8542860230317742e-05,5.4422084889976072e-05,0.00015747255172715669,0.00017390493522870563,3.5612161507495685e-14,1.7598142382457485e-09,1.3082679546641801e-12,1.683782931326782e-08,0.00023275113016601892,1.5160702415306822e-07,1.4758571939691162e-08,1.8964044611783335e-08,4.7903090964874266e-09,6.1730796850361191e-08,2.0136588384464164e-07,8.2571888087502578e-05,2.1570556012893062e-08,1.3491019575868641e-08,1.977703434332139e-13,6.4537889461894722e-06,4.9232873683305948e-12,1.8022340414204061e-08,6.2027892308312242e-09,2.1352314016020363e-11,4.1165540476537074e-10,1.1202948397800994e-07,5.204926362846625e-11,3.5207836439099282e-11,1.3482277110281533e-10,2.8091209542067879e-17,2.5518045399488581e-10,3.7943834527840522e-11,7.053391657348069e-19,9.3683216701489625e-14,4.0337929744367032e-19,2.9690978239260988e-13,9.6855300666298104e-10,9.7250688134002209e-11,2.3560703491249663e-16,1.1486291995817168e-10,2.0332511182485965e-15,4.9272870122068707e-16,5.8573466355808816e-09,1.6051487198692839e-10
1.1047845945559705e-07,0.0038289731548139774,1.1327005989899504e-11,4.0255456287005598e-08,5.3148770250387506e-11,1.2695364105424802e-07,8.6387922925486281e-06,6.147213941004285e-06,3.187977717386372e-25,4.0305622053750004e-26,2.0068020636791816e-19,1.3611979765266973e-12,6.8718304683478602e-18,7.7633604618303295e-12,6.4041696174988927e-12,2.5673572113340161e-19,2.9313285916870439e-17,1.0462092332997477e-14,3.344432874485744e-15,3.919683844922624e-22,4.4516192634279766e-13,7.5636883397514442e-21,5.5836154228048329e-12,3.7985066374404861e-14,9.010529494760828e-05,1.4492473709291459e-11,9.6590757230778961e-11,1.6086829396469206e-07,2.3216550845722729e-32,1.6123592925714552e-21,6.6623633833666534e-12,7.8396987402529131e-14,4.8659740557730946e-21,0.88129999999999997,0.0,0.0,0.0,0.0083127286817617999,0.10870508892325217,9.999999223578933e-05,7.5632124921723963e-05,0.00041610206097973879,0.0002878328571053373,1.1887515759488327e-10,4.2846669074155545e-05,1.8017950127989313e-09,7.7521095500579163e-07,5.5992039276211353e-13,6.8904460741671835e-15,3.915936619714991e-05,5.5352730474761179e-05,0.00015851973541134194,0.00017598860360013545,3.6220395560856439e-14,1.7899760897400881e-09,1.3292255393243457e-12,1.7116639187889025e-08,0.00023432930297677022,1.5494460132423431e-07,1.5083982370264444e-08,1.9392663929324629e-08,4.9002773048733527e-09,6.3915535587753034e-08,2.0182402755949278e-07,8.3463240698870785e-05,2.1803220486547263e-08,1.3636537492688691e-08,1.985618663494702e-13,6.6067448394586661e-06,5.137533013244158e-12,1.8145666735755025e-08,6.4130137904286786e-09,2.1443812693694799e-11,4.1349601470510427e-10,1.1346231492822679e-07,5.2714510645448254e-11,3.5657831233203952e-11,1.3654613333728863e-10,2.845028337790672e-17,2.6423872875954893e-10,3.9291159993606829e-11,7.3038464234817121e-19,9.7008750566070953e-14,4.1770265739753508e-19,3.0813211242430417e-13,1.0051923831256543e-09,9.8547340283285773e-11,2.387463542343993e-16,1.2014840301868739e-10,2.1268123549842258e-15,4.9929400918470598e-16,5.9644911650415241e-09,1.675704371217009e-10
1.1128387682245976e-07,0.0038289744167490348,1.1658450441882412e-11,4.075981824542825e-08,5.3414724197454707e-11,1.2936040162095224e-07,8.689435103372698e-06,6.2711398940111352e-06,3.3800924004900777e-25,4.1562790942234183e-26,2.09576522980013e-19,1.4074399576251012e-12,7.149840731873793e-18,7.9236998438671522e-12,6.6671722219875987e-12,2.7128799265701021e-19,3.0802539630868084e-17,1.0809740718505629e-14,3.5033670517640706e-15,4.1701561069458424e-22,4.6415179194589023e-13,8.1378333837571495e-21,5.7617971843344173e-12,4.0005707832919387e-14,9.1152325821586004e-05,1.4670352751312097e-11,9.851906425848805e-11,1.6555752594532559e-07,2.4907593574961365e-32,1.7500522646224602e-21,6.9328309585021208e-12,8.2557434830814584e-14,5.0731991261611184e-21,0.88129999999999997,0.0,0.0,0.0,0.0083026122739036246,0.10870418932797145,9.9999992075535006e-05,7.6078300429484078e-05,0.00041771425000698703,0.00028846843572475321,1.1933471294900007e-10,4.2940939724668244e-05,1.7998061598745091e-09,7.7820787284612428e-07,5.6115232189118901e-13,6.9170841146109149e-15,3.9779199573723331e-05,5.6290442811798932e-05,0.00015956546066495933,0.00017807786654372895,3.6833236280948252e-14,1.8203677864169328e-09,1.3502966876923388e-12,1.7397089983463977e-08,0.00023590573362263032,1.5831979304038584e-07,1.5413066217309583e-08,1.9826309029157122e-08,5.011564008472321e-09,6.6155308158776225e-08,2.0227172144704019e-07,8.4354800087621263e-05,2.2035934611885863e-08,1.3782086469837823e-08,1.9934499467628844e-13,6.7618409072878468e-06,5.3590911434425315e-12,1.8268856749998739e-08,6.6283275845193124e-09,2.1534465447830231e-11,4.153210854380004e-10,1.1490084596095905e-07,5.3382393587933431e-11,3.610960905200255e-11,1.3827632528589084e-10,2.8810780229519698e-17,2.7353446515167015e-10,4.0673812832495995e-11,7.5608682064213043e-19,1.0042146326815128e-13,4.3240158115873306e-19,3.1967272987960921e-13,1.0428719479904656e-09,9.9854150551601153e-11,2.4191022498535261e-16,1.2563093241410068e-10,2.2238616179433701e-15,5.0591066194075821e-16,6.0730603747900506e-09,1.7488674464758619e-10
1.1208929418932246e-07,0.00382897568343934,1.1998772416272463e-11,4.126607225747738e-08,5.3678867633289097e-11,1.3178690613342224e-07,8.7394395157685443e-06,6.3961800355345087e-06,3.5816544579368754e-25,4.2618632850324316e-26,2.1878310059901673e-19,1.4547825267766798e-12,7.4360777722711455e-18,8.0857081175642485e-12,6.9385558409833467e-12,2.8655012280509233e-19,3.2356674681235198e-17,1.116476876383588e-14,3.6680949107375888e-15,4.4340795106484474e-22,4.8377692214035759e-13,8.7497157169279009e-21,5.9438664357511655e-12,4.2115027975053675e-14,9.2201649793471085e-05,1.4848680061481527e-11,1.0046860508193696e-10,1.7033848391731699e-07,2.6704145846760025e-32,1.8981887405911384e-21,7.2117574959427317e-12,8.6899675764926123e-14,5.28726560963899e-21,0.88129999999999997,0.0,0.0,0.0,0.0082925171510814348,0.10870328809242123,9.9999991913623317e-05,7.6523122183148851e-05,0.00041930845761144805,0.00028908930295813007,1.1978912144140421e-10,4.3033017651812303e-05,1.7978216142948669e-09,7.8117122645465748e-07,5.6235559650506056e-13,6.9434238200946243e-15,4.0402306966962805e-05,5.7235171305540584e-05,0.00016060973044607847,0.00018017261924913071,3.7450650459604737e-14,1.8509876885288929e-09,1.371479584666792e-12,1.7679157537779937e-08,0.00023748042586044438,1.6173244015232918e-07,1.5745807908187703e-08,2.0264960673023763e-08,5.1241644310300664e-09,6.8450854848191988e-08,2.0270907544124553e-07,8.5246508761416815e-05,2.2268683365295268e-08,1.3927657110840097e-08,2.0011977849464877e-13,6.919080775118537e-06,5.5881366382807504e-12,1.8391910750709361e-08,6.8487977414115292e-09,2.1624277157601228e-11,4.1713070431984818e-10,1.163450162001135e-07,5.4052884090968549e-11,3.6563150708524717e-11,1.4001327345885338e-10,2.9172684784831087e-17,2.830713410075717e-10,4.2092340105356463e-11,7.8245586994847955e-19,1.0392270505257428e-13,4.4748188450797603e-19,3.3153720152840805e-13,1.0816099189109648e-09,1.0117103007878357e-10,2.450984311854639e-16,1.313159698108733e-10,2.3244955871358312e-15,5.12578207806708e-16,6.1830653374562982e-09,1.8247112787157961e-10
1.1289471155618517e-07,0.0038289769547951943,1.2348154497035372e-11,4.1774196538906591e-08,5.3941103994498519e-11,1.3423297688168162e-07,8.7888085405382798e-06,6.5223239674494124e-06,3.7930144178186683e-25,4.4016709741387603e-26,2.2830811534122743e-19,1.5032388054264487e-12,7.7306837093970101e-18,8.2493791188349325e-12,7.2185034151874068e-12,3.0255200731091146e-19,3.3978019549560446e-17,1.1527217534908084e-14,3.8387551340933466e-15,4.7120311367664173e-22,5.040521798388838e-13,9.400964992584535e-21,6.129861361462929e-12,4.4316033998223828e-14,9.3253213553405709e-05,1.5027445781448938e-11,1.0243938666332765e-10,1.752119318960633e-07,2.8611615921908404e-32,2.0574523613816763e-21,7.4993207992743692e-12,9.1429826656690417e-14,5.5083291467577622e-21,0.88129999999999997,0.0,0.0,0.0,0.0082824432752037179,0.10870238525324323,9.9999991750061255e-05,7.696659365678414e-05,0.00042088479307802779,0.00028969561472442303,1.2023841444656136e-10,4.3122926156935952e-05,1.7958413684086982e-09,7.8410122043115864e-07,5.6353052110581283e-13,6.9694670091989975e-15,4.1028635069076626e-05,5.8186864972411569e-05,0.00016165254770738374,0.00018227275785311019,3.8072604636724202e-14,1.8818341435818448e-09,1.3927724179370064e-12,1.7962817694497191e-08,0.00023905338344032214,1.6518237859112002e-07,1.6082191387311145e-08,2.0708598916558061e-08,5.2380736033893053e-09,7.0802912767372874e-08,2.0313619902776736e-07,8.6138310089528281e-05,2.250145194906184e-08,1.4073240160507145e-08,2.0088626806787436e-13,7.0784677882990608e-06,5.8248465291754593e-12,1.8514829031151025e-08,7.0744911992569143e-09,2.1713252723731517e-11,4.1892495914461238e-10,1.1779476514203542e-07,5.4725953964237148e-11,3.7018437133930139e-11,1.41756904818802e-10,2.9535981826024462e-17,2.9285303574932084e-10,4.3547289094465086e-11,8.0950196371515407e-19,1.0751382674643596e-13,4.6294938557997118e-19,3.4373110913378928e-13,1.1214245630448343e-09,1.0249788798428158e-10,2.4831075196964906e-16,1.3720906975447222e-10,2.4288125866752996e-15,5.1929618488394108e-16,6.2945170254481133e-09,1.9033105068671315e-10
1.1370012892304787e-07,0.0038289782307304415,1.2706780681581751e-11,4.2284169259888357e-08,5.4201581904979992e-11,1.3669843544967887e-07,8.8375453339348683e-06,6.6495612129445596e-06,4.0145308704993405e-25,4.5134147202484068e-26,2.3815990002550419e-19,1.5528218429048307e-12,8.0338000061583146e-18,8.4147065794898898e-12,7.507199437662605e-12,3.1932450500353372e-19,3.566895749426074e-17,1.1897126489315346e-14,4.0154873068896522e-15,5.0046038780818745e-22,5.2499257349612914e-13,1.0093984209887388e-20,6.3198197820632588e-12,4.6611791354225054e-14,9.4306964274117438e-05,1.5206640148087066e-11,1.0443141481561591e-10,1.8017862648500014e-07,3.0635613186261688e-32,2.2285574398818529e-21,7.7956999770633229e-12,9.6154120435756e-14,5.7365468192172324e-21,0.88129999999999997,0.0,0.0,0.0,0.0082723906074418495,0.10870148084702037,9.9999991584855813e-05,7.740871831779396e-05,0.00042244336604469905,0.00029028752638824952,1.2068262343966264e-10,4.3210688457629299e-05,1.7938654144064864e-09,7.8699806003233273e-07,5.6467739910097856e-13,6.995215506343883e-15,4.1658130655723836e-05,5.9145472522859352e-05,0.0001626939153969848,0.00018437817927881617,3.86990651542547e-14,1.9129054889999541e-09,1.4141733779396508e-12,1.8248046308054683e-08,0.00024062461010663594,1.6866944032644742e-07,1.6422200209927482e-08,2.1157203244394324e-08,5.3532864002489296e-09,7.321221623479393e-08,2.0355320130537569e-07,8.7030148154448194e-05,2.2734225752580796e-08,1.4218826480676592e-08,2.0164451382177072e-13,7.240005061239157e-06,6.0693996284796982e-12,1.8637611884152697e-08,7.3054747266892908e-09,2.1801397065076231e-11,4.2070393806416434e-10,1.1925003259423517e-07,5.5401575163687826e-11,3.7475449358316998e-11,1.4350714670724591e-10,2.9900656214226294e-17,3.028832292107325e-10,4.5039207134468795e-11,8.3723527636359827e-19,1.1119617932822301e-13,4.7880990306616975e-19,3.5626004584934296e-13,1.1623341852003086e-09,1.0383463179117174e-10,2.5154696261797101e-16,1.4331586417639003e-10,2.5369123105293494e-15,5.2606412321212511e-16,6.4074263259754947e-09,1.984740859671346e-10
1.1450554628991058e-07,0.0038289795111545247,1.3074836966605322e-11,4.2795968806117919e-08,5.4460329553667302e-11,1.3918310250437165e-07,8.8856532526908364e-06,6.7778811894584509e-06,4.2465717102379911e-25,4.6559821413990516e-26,2.4834701320391515e-19,1.6035445826677137e-12,8.3455687708990061e-18,8.5816840934229405e-12,7.8048305979552692e-12,3.3689989449889122e-19,3.7431947720806352e-17,1.227453278876907e-14,4.1984322614083765e-15,5.3124122066018175e-22,5.466133180135317e-13,1.08306387810272e-20,6.5137790150479501e-12,4.9005449336236086e-14,9.5362849815215864e-05,1.538625352726114e-11,1.0644469373324438e-10,1.8523931362108326e-07,3.2781991455087231e-32,2.4122658203612716e-21,8.1010759749529619e-12,1.0107895762329982e-13,5.9720777548295944e-21,0.88129999999999997,0.0,0.0,0.0,0.0082623591079424713,0.10870057491024075,9.9999991418014229e-05,7.7849499624006168e-05,0.00042398428662275024,0.00029086519249865001,1.2112178003111568e-10,4.3296327648848198e-05,1.7918937442587198e-09,7.8986195139671867e-07,5.6579653229550711e-13,7.0206711437872979e-15,4.2290740636105475e-05,6.011094224975075e-05,0.00016373383645632288,0.00018648878157132424,3.9329998082593208e-14,1.9442000484947745e-09,1.4356806595295231e-12,1.8534819256648844e-08,0.00024219410959537175,1.7219345182077104e-07,1.6765817390802057e-08,2.1610752349442563e-08,5.4697974796248469e-09,7.567949540312726e-08,2.0396019080270537e-07,8.7921968052455865e-05,2.2966990430964547e-08,1.4364407099377324e-08,2.0239456638774794e-13,7.4036953810145783e-06,6.3219772774675675e-12,1.8760259601906318e-08,7.5418148364230201e-09,2.1888715124957864e-11,4.2246772973063443e-10,1.2071075881046857e-07,5.6079719854175478e-11,3.793416855309444e-11,1.4526392700693901e-10,3.0266692923334884e-17,3.1316560145130199e-10,4.6568641574464351e-11,8.6566598258386509e-19,1.1497111385923223e-13,4.9506925581163897e-19,3.6912961954496247e-13,1.2043571388455159e-09,1.0518116666761504e-10,2.5480683271025753e-16,1.4964209567097985e-10,2.6488964115715643e-15,5.3288154090993933e-16,6.5218040019501387e-09,2.0690796270038043e-10
1.1531096365677328e-07,0.003828980795988852,1.3452510941859715e-11,4.3309574122558499e-08,5.4717250095990144e-11,1.4168679806365069e-07,8.9331358067601186e-06,6.9072732364993054e-06,4.4895128901534304e-25,4.7409386865625158e-26,2.5887820461257529e-19,1.6554198801887309e-12,8.6661301122666331e-18,8.7503051462356179e-12,8.111585340945601e-12,3.5531165445724492e-19,3.926951345569932e-17,1.2659471758975268e-14,4.3877317871926749e-15,5.6360890937244906e-22,5.689297935524288e-13,1.1615323459111934e-20,6.7117759570439966e-12,5.1500225786572867e-14,9.6420818589016953e-05,1.5566276374779615e-11,1.0847922632261065e-10,1.903947305445231e-07,3.505682497392687e-32,2.6093924709418702e-21,8.4156311976758891e-12,1.0621087557033361e-13,6.2150827197091316e-21,0.88129999999999997,0.0,0.0,0.0,0.0082523487360547862,0.10869966747930594,9.9999991249543807e-05,7.8288941025457664e-05,0.00042550766527210964,0.00029142876692115765,1.2155591593066514e-10,4.3379866722655186e-05,1.7899263497646339e-09,7.9269310131072865e-07,5.6688822114973628e-13,7.0458357595458647e-15,4.2926412042426494e-05,6.1083222130184456e-05,0.00016477231382133105,0.00018860446367978642,3.996536928762896e-14,1.9757161353771556e-09,1.4572924616467167e-12,1.8823112445132501e-08,0.00024376188563556922,1.7575423526486861e-07,1.7113025525192529e-08,2.2069224306873286e-08,5.5876013302983863e-09,7.8205476858823233e-08,2.0435727557066897e-07,8.8813715693614526e-05,2.3199731852574481e-08,1.4509973178013566e-08,2.0313647654650406e-13,7.5695412732788503e-06,6.5827628468273651e-12,1.8882772476075336e-08,7.7835778196336892e-09,2.1975211865224858e-11,4.2421642318295221e-10,1.2217688440662658e-07,5.6760360370288132e-11,3.8394576004484638e-11,1.4702717404034291e-10,3.063407701886461e-17,3.2370383163293107e-10,4.8136139617227661e-11,8.9480425434604378e-19,1.1883998107134569e-13,5.1173326110591526e-19,3.8234544855125983e-13,1.247511812092928e-09,1.0653739649873226e-10,2.5809012873125927e-16,1.5619359634135977e-10,2.7648681271209155e-15,5.3974794962326904e-16,6.6376607139181094e-09,2.1564053639536012e-10
1.1611638102363599e-07,0.0038289820851481974,1.3839991804417472e-11,4.3824963632442208e-08,5.4972315075710637e-11,1.4420934155095127e-07,8.9799966616054829e-06,7.0377266178039671e-06,4.7437368785768941e-25,4.9286458983585327e-26,2.6976242774760113e-19,1.7084604958920121e-12,8.9956279358124238e-18,8.920563119573063e-12,8.4276539470124593e-12,3.7459457841301602e-19,4.1184243027689192e-17,1.3051976788552812e-14,4.5835286422000881e-15,5.9762860381971234e-22,5.9195755359125323e-13,1.2447628832884549e-20,6.9138470780990326e-12,5.4099411663114334e-14,9.7480819589973656e-05,1.5746699249974797e-11,1.1053501415123902e-10,1.9564560521770245e-07,3.7466401935388575e-32,2.8207855941063663e-21,8.7395495656084333e-12,1.115565576811614e-13,6.4657242000098271e-21,0.88129999999999997,0.0,0.0,0.0,0.0082423594503135585,0.10869875859051532,9.9999991079452124e-05,7.8727045963878367e-05,0.00042701361278921668,0.0002919784027755458,1.2198506294391243e-10,4.3461328558813914e-05,1.7879632225485087e-09,7.9549171718597325e-07,5.6795276465648247e-13,7.0707111971932738e-15,4.3565092051028265e-05,6.2062259826648034e-05,0.00016580935042197542,0.00019072512550862887,4.060514443187597e-14,2.0074520526044426e-09,1.4790069880357324e-12,1.9112901814798277e-08,0.00024532794194871954,1.7935160848631842e-07,1.7463806779916096e-08,2.2532596562553085e-08,5.7066922686195227e-09,8.0790883236742715e-08,2.0474456313858497e-07,8.9705337843654144e-05,2.3432436110131642e-08,1.4655516018313536e-08,2.0387029520282467e-13,7.7375449897934544e-06,6.851941838104969e-12,1.9005150797748026e-08,8.0308297190467265e-09,2.2060892263539453e-11,4.2595010779519271e-10,1.236483503835421e-07,5.7443469227287354e-11,3.8856653120923319e-11,1.4879681659788546e-10,3.1002793663833581e-17,3.3450159755533669e-10,4.9742248251646986e-11,9.2466025964426111e-19,1.2280413119658021e-13,5.2880773396470401e-19,3.9591316069192529e-13,1.2918166245235011e-09,1.0790322372672686e-10,2.6139661368270586e-16,1.6297629310150965e-10,2.8849323727971987e-15,5.4666285371389972e-16,6.7550070116130067e-09,2.2467979687693868e-10
