Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860)
7.732144895191922e-15,0.002515342392012375,1.8486189673820252e-32,2.0931773479795709e-27,5.2608275038811056e-23,1.8486199701652534e-32,7.5312697663034691e-21,1.6623398209655792e-32,1.5202675876140678e-60,5.7575073110264709e-50,3.5817260782917897e-50,2.1588628241534404e-46,2.4201325655581367e-41,5.4601143588622156e-26,1.2885115463230784e-38,1.3522081951808388e-56,1.4345862136212285e-51,1.3366038526719378e-40,2.0598012359209328e-52,3.8759973700230763e-98,2.4028737681443934e-68,8.3666266705180705e-70,3.7605031104183839e-84,4.7606794045291031e-60,3.3086047156736398e-67,3.3981748993457714e-59,3.856354477198453e-50,2.4862376752989705e-39,9.8148943560609736e-76,1.2484527970111791e-81,5.125367719729857e-74,3.5001690872347299e-76,2.7054592831060158e-89,0.88129999999999997,0.0,0.0,0.0,0.0098899999994922771,0.108803,0.0001,4.0921992895557774e-14,2.3296392145978102e-13,2.3296370077454702e-13,4.6551606481002837e-19,4.1962534931919603e-18,8.6234802714501413e-16,3.5175475683340335e-18,1.8847580111934163e-25,1.0850048453974706e-25,1.2748107061815672e-29,4.4266789392559757e-23,2.4412634036603496e-18,1.1880399824953672e-21,1.5487263585678617e-30
1.5471007553107726e-14,0.002515342392012375,7.3990741908578474e-32,8.3779160945373329e-27,1.0525861748976452e-22,7.3990772628410595e-32,1.5246297662824144e-20,6.7211152497344495e-32,6.084949917236025e-60,5.8008516213390739e-50,1.4336222118164943e-49,8.6427356959848419e-46,4.8423245085600895e-41,1.0924967059919519e-25,5.1574019341751616e-38,1.0825875971764722e-55,1.1485388636543256e-50,5.3498963866036133e-40,1.6491716870479461e-51,3.1422340861930023e-97,9.7227544005647268e-68,3.3853621775928758e-69,3.0485534537613823e-83,1.9263149501943056e-59,5.1707264603995225e-66,2.7212921863993342e-58,1.543538708354554e-49,1.9904465516145375e-38,7.8577302991621472e-75,1.0121334448028122e-80,4.1550219641087317e-73,5.6081306003067745e-75,8.670405700293996e-88,0.88129999999999997,0.0,0.0,0.0,0.0098899999989841142,0.10880299999999997,0.0001,8.1879539143608355e-14,4.6612317488190094e-13,4.6612140307313939e-13,9.7186943937153918e-19,1.6795637808654728e-17,1.7203601187499915e-15,1.4066957101696169e-17,8.3897289382918234e-25,4.4871991878089399e-25,1.0206307885939312e-28,1.7718021860641094e-22,9.7467297646602415e-18,4.7551940302436466e-21,9.6942519045051888e-30
3.0948732868939335e-14,0.0025153423920123747,2.9604179838497572e-31,3.3520590452140733e-26,2.1054838155344605e-22,2.96041842972471e-31,3.1208199591223569e-20,2.7432823425673988e-31,2.4347066663252684e-59,5.822987795151332e-50,5.7363432697896856e-49,3.45834096830595e-45,9.6865785703468239e-41,2.1854656189212079e-25,2.063630796757481e-37,8.6639726988445885e-55,9.1917632189935878e-50,2.1406535674941067e-39,1.3199638142766931e-50,2.5310139006728446e-96,3.9120360065845881e-67,1.3621076213348023e-68,2.4554733026938869e-82,7.750698140379294e-59,8.1745983963194495e-65,2.1781306807045334e-57,6.1761007465422818e-49,1.5928736597681448e-37,6.2883274038592766e-74,8.1529322925013148e-80,3.346683976684028e-72,8.9786476538893148e-74,2.7765936564791787e-86,0.88129999999999997,0.0,0.0,0.0,0.0098899999979677865,0.10880299999999989,0.0001,1.637946314202146e-13,9.3242065974266952e-13,9.3241159978055033e-13,1.9848016360913676e-18,6.7201933036357509e-17,3.4212757445192187e-15,5.6187171739025462e-17,3.5499219315725932e-24,1.822977705247686e-24,8.1682616398107851e-28,7.0893341656591786e-22,3.8803454099060613e-17,1.9026478143621875e-20,5.3748022650335272e-29
6.190418350060255e-14,0.0025153423920123747,1.1842195996338194e-30,1.3408829605707854e-25,4.2108423620417738e-22,1.1842191454173599e-30,6.5259182708313747e-20,1.140673920455023e-30,9.7398849312604317e-59,5.8346016564341538e-50,2.2949007912815212e-48,1.3835366703899035e-44,1.9374567424884375e-40,4.3713970120765837e-25,8.2558529953752335e-37,6.9324661400850821e-54,7.3547458859785073e-49,8.5639935674291237e-39,1.0563720299029498e-49,2.0320931881183837e-95,1.56957870687866e-66,5.4648366077901437e-68,1.9713076637802054e-81,3.1097185056851842e-58,1.3000408889874867e-63,1.7429362577136126e-56,2.4707907455199357e-48,1.2743993211686785e-36,5.0312254301934522e-73,6.5463431286715039e-79,2.6867688770704556e-71,1.4369785564344296e-72,8.8883543936320386e-85,0.88129999999999997,0.0,0.0,0.0,0.0098899999959351382,0.10880299999999951,0.0001,3.2762481509544742e-13,1.864932058560376e-12,1.8648911747391259e-12,4.0105058247268409e-18,2.688315271383474e-16,6.7637276524975821e-15,2.2399721535481184e-16,1.4612188530524795e-23,7.3297405090215666e-24,6.5360318188086273e-27,2.8360503395735184e-21,1.5369145760776271e-16,7.6114392223259376e-20,2.6450060954748145e-28
9.285963413226577e-14,0.002515342392012373,2.5163809902820624e-30,2.8492793033746835e-25,6.3157642725596419e-22,2.5163790943352118e-30,1.0143714040375624e-19,2.4875183615623131e-30,2.069747447831527e-58,5.8351151785675654e-50,4.8768836380001952e-48,2.9401005073322337e-44,2.90620370382174e-40,6.5573220489511613e-25,1.7544507183045092e-36,1.9823442574645294e-53,2.1030901728871084e-48,1.8199336278060671e-38,3.021093625222952e-49,5.8162832775040745e-95,3.3384790422156639e-66,1.1623386706253094e-67,5.6420495899782499e-81,6.6143418058120224e-58,4.9110200247973474e-63,5.1746984900865356e-56,5.2506109798255247e-48,3.6439306917641706e-36,1.4386219189287457e-72,1.873806672449412e-78,7.6896915335888403e-71,5.4787871442467756e-72,4.2526644375659336e-84,0.88129999999999997,0.0,0.0,0.0,0.0098899999939024898,0.10880299999999894,0.0001,4.9145499789270069e-13,2.7973603992960361e-12,2.7972699443426006e-12,6.0360299840159772e-18,5.7126502385030576e-16,1.0047836689962668e-14,4.7486407146621933e-16,3.1314138456022577e-23,1.5577825336038687e-23,1.8690342806921889e-26,6.0266835993222264e-21,3.2436300977450397e-16,1.6174510963250226e-19,6.0037903291208013e-28
1.2381508476392899e-13,0.002515342392012371,4.2924338922708063e-30,4.8602906743846304e-25,8.4202496458788301e-22,4.2924291953667291e-30,1.3974186859120061e-19,4.3432648712400064e-30,3.5307131821455109e-58,5.8466753116037823e-50,8.3195775624225934e-48,5.015497778124623e-44,3.8748987438175788e-40,8.7432408059638995e-25,2.9929584465131185e-36,4.1814428266209303e-53,4.4361267962983485e-48,3.104667238097322e-38,6.3734239486638141e-49,1.227571575183528e-94,5.6979955664686882e-66,1.9837955964705724e-67,1.1907282218726034e-80,1.1289119927981184e-57,1.2772190498532152e-62,1.1275804494733606e-55,8.9570420802022343e-48,7.6858676458465384e-36,3.0344293273815506e-72,3.9550274006094781e-78,1.6228554152779941e-70,1.4741524413755898e-71,1.4075617790018918e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999918698432,0.10880299999999821,0.0001,6.5528517981197435e-13,3.7297061916042457e-12,3.7295479216904169e-12,8.0613748088237019e-18,9.7448932383811469e-16,1.3274621238208963e-14,8.0827808489380743e-16,5.3655040618037049e-23,2.6550410821353633e-23,3.9425798082362817e-26,1.0280739587382478e-20,5.4984440254055945e-16,2.7591610344924441e-19,1.0614676651099302e-27
1.8572598602725542e-13,0.0025153423920123664,8.8860403480997453e-30,1.0061596793281158e-24,1.2628196172945122e-21,8.8860255682180949e-30,2.2134209433304422e-19,9.3374417528953151e-30,7.3096568069861932e-58,6.1902510404698449e-50,1.7224989421463883e-47,1.0383876075307595e-43,5.8121669762414851e-40,1.311506381857936e-24,6.196682728759019e-36,1.1421098167998437e-52,1.2116685523404578e-47,6.4279667970003984e-38,1.7413699471579014e-48,3.3554595759773716e-94,1.1803320525370018e-65,4.1092639807011993e-67,3.2542324085490505e-80,2.3385258799328747e-57,4.6827262586500682e-62,3.2731319259512512e-55,1.8544531355146992e-47,2.099104405968745e-35,8.2876384483581579e-72,1.0811801025581519e-77,4.435111444409635e-70,5.9625799165015849e-71,8.2132363586250804e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999878045604,0.10880299999999631,0.0001,9.829455415899576e-13,5.5942056088450808e-12,5.5938673637613151e-12,1.2111646960879839e-17,2.0174471402373361e-15,1.9596742929064216e-14,1.6672705033632261e-15,1.1156884773435745e-22,5.4838041405092518e-23,1.0769766846063953e-25,2.1284351637770959e-20,1.1264884012200126e-15,5.7123259450106002e-19,2.2756884854811996e-27
2.4763688729058185e-13,0.0025153423920123595,1.5111229609124899e-29,1.7110331888194762e-24,1.683453821789843e-21,1.5111196290914366e-29,3.1076152689061276e-19,1.6439470328941969e-29,1.2431312282072941e-57,1.8724693512981297e-50,2.9295509812950432e-47,1.765996367931537e-43,7.7492442985058986e-40,1.7486864372672467e-24,1.0539064986949112e-35,2.3897084726626434e-52,2.5352407911358712e-47,1.0932423308512729e-37,3.6446165264713267e-48,7.0248571604177601e-94,2.0083605142927055e-65,6.9917040853544037e-67,6.8118865185983511e-80,3.9790523597268484e-57,1.2136104773147091e-61,7.1580952199651817e-55,3.1539295056758091e-47,4.3917240760719488e-35,1.7339757937808803e-71,2.2636810563724112e-77,9.2834726776954461e-70,1.6151024562456942e-70,2.7327143338740406e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999837392845,0.10880299999999374,0.0001,1.3106059001392974e-12,7.4584056546405639e-12,7.4578162655535405e-12,1.616126870451338e-17,3.4309398952920222e-15,2.5716266585259493e-14,2.825629688307862e-15,1.9021300701986032e-22,9.3006387192759147e-23,2.2536360937819362e-25,3.6197779367817095e-20,1.8968430832597907e-15,9.7148109360339968e-19,3.9450478208969696e-27
3.7145868981723477e-13,0.0025153423920123413,3.2915348522299904e-29,3.726980220911596e-24,2.5241957841462274e-21,3.2915233148309221e-29,5.1526760598288401e-19,3.8743030653139401e-29,2.7082200987205466e-57,5.8485063681196608e-50,6.3829528461431708e-47,3.8475210743173772e-43,1.1622772175971753e-39,2.6230394897515867e-24,2.2962749694962525e-35,7.5460808966205e-52,8.0055373240946542e-47,2.3819806649450576e-37,1.1517219640456662e-47,2.2209346981661612e-93,4.3779192233431026e-65,1.5239655247753938e-66,2.1526683508508879e-79,8.6737265009763478e-57,5.9930610355402013e-61,2.3811537434158326e-54,6.8715937388730974e-47,1.3864611836363134e-34,5.4745438944501492e-71,7.1572709584033041e-77,2.9332979067727324e-69,8.0991103411117036e-70,2.2420070453659791e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999756087587,0.1088029999999864,0.0001,1.9659266066362414e-12,1.1185843178337604e-11,1.1184497886276712e-11,2.4258420941036183e-17,7.4740907364480581e-15,3.7328705203459701e-14,6.1049005483903232e-15,4.1554223878091931e-22,2.0111249371155467e-22,7.1179999970161748e-25,7.885934474345736e-20,4.0366737490732804e-15,2.1164366687746861e-18,8.7474382516699427e-27
4.952804923438876e-13,0.0025153423920123157,5.7772931950935297e-29,6.5415857582885416e-24,3.3642441974997651e-21,5.7772657811841734e-29,7.5359993210748832e-19,7.2918128253316652e-29,4.7541737551332296e-57,-1.0648767977441547e-50,1.1206353782169843e-46,6.7545320189703286e-43,1.5495473963833331e-39,3.4973835580836834e-24,4.0315056581624972e-35,1.7163951157593976e-51,1.8208804823481291e-46,4.1819765948134894e-37,2.621307216425246e-47,5.0579856474789481e-93,7.6933437876573029e-65,2.6775426061861335e-66,4.9003764356478302e-79,1.5242391759152088e-56,1.7859972073598929e-60,5.5395009556633114e-54,1.2063827219106749e-46,3.1529236912692534e-34,1.2450349785720442e-70,1.6298510793778489e-76,6.6762727830184338e-69,2.429762914588868e-69,8.6556901859634816e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999674782711,0.10880299999997622,0.0001,2.6212472991579483e-12,1.4912032128638105e-11,1.4909576879591691e-11,3.2352860556200501e-17,1.3119845881965857e-14,4.815200010178047e-14,1.0632724460191551e-14,7.3053252039154581e-22,3.5042757364543203e-22,1.6193373876538078e-24,1.3843593723630271e-19,6.931030831116616e-15,3.7153579752516893e-18,1.5448445966658321e-26
7.429240973971934e-13,0.002515342392012243,1.2871586986428086e-28,1.4574401478328551e-23,5.0422540371876999e-21,1.2871491085778942e-28,1.3321464014034937e-18,1.8640904577812889e-28,1.0595583468513019e-56,5.8552114207513226e-50,2.4982092991140667e-46,1.5055504715462647e-42,2.323838876569349e-39,5.2460471227475454e-24,8.9873409960157687e-35,5.7307208017573886e-51,6.0793903718904086e-46,9.3227816012032123e-37,8.7645781579223665e-47,1.6930204180363387e-92,1.7157113189825608e-64,5.9705441695775178e-66,1.6383987454000071e-78,3.3992428768741652e-56,9.3349868634885492e-60,1.8861702708796624e-53,2.6891442721258119e-46,1.0521695797109679e-33,4.1554810284257332e-70,5.4525713357867088e-76,2.2306710253842944e-68,1.2568914405278321e-68,7.1091278422228422e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999512173844,0.10880299999994743,0.0001,3.9318886420825165e-12,2.2360800969280588e-11,2.2354909123248059e-11,4.8533898827952989e-17,2.9237029551529952e-14,6.7684848358619544e-14,2.3297370626365002e-14,1.6304954742522929e-21,7.6817411110680946e-22,5.4088982467320935e-24,3.0853971736912725e-19,1.4740763202425798e-14,8.2806087591045276e-18,3.4338778436281718e-26
9.905677024504991e-13,0.002515342392012142,2.2793123707628245e-28,2.5808483254836059e-23,6.7174846054932101e-21,2.279289620084608e-28,2.046469551566707e-18,3.6985784501354733e-28,1.8768501655923827e-56,-5.6270289929682807e-50,4.4263204847161829e-46,2.6671468854283627e-42,3.0977986150743732e-39,6.9946805289667043e-24,1.5923652167054501e-34,1.330883532337042e-50,1.411816568401829e-45,1.6517980237934505e-36,2.0379572642284666e-46,3.9443834859064626e-92,3.0461416935910104e-64,1.0594738157502809e-65,3.8124362993871229e-78,6.0351501673527434e-56,2.8211818239455808e-59,4.4127379097561529e-53,4.7642279467895473e-46,2.4424768109545127e-33,9.6476775083828471e-70,1.2690033686554695e-75,5.1867329546093814e-68,3.8112007284045736e-68,2.7520184108696749e-79,0.88129999999999997,0.0,0.0,0.0,0.0098899999349566052,0.10880299999990753,0.0001,5.2425299288486349e-12,2.9804911130677451e-11,2.9793811499773024e-11,6.4704815763017506e-17,5.1783987596203607e-14,8.4643293489950653e-14,4.0620613584271431e-14,2.8901856041767819e-21,1.339679426441593e-21,1.2565957420384324e-23,5.4654945927688583e-19,2.5011967557622879e-14,1.4668309857602606e-17,6.0313885858125462e-26
