Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860)
1.8700951581984032e-07,0.002515330430257517,-1.4932118107486962e-18,-1.7049869332094033e-13,2.8551767121354924e-15,4.6042192025333341e-18,2.2636826785527149e-08,2.631883665568629e-10,2.0077601488546013e-37,-1.9545878399113638e-31,1.9544387605376114e-31,4.1756592871864675e-15,5.3881196716594147e-32,3.8755241515281098e-17,5.9402482586383472e-17,-1.9972774483884124e-30,3.6516213622790187e-27,5.9378764350868784e-22,4.6045707890753378e-24,-1.0358623879137849e-46,-4.2415572276261345e-28,-5.4702626090028678e-27,-3.9784198897796394e-38,-2.118608038396562e-15,3.5861975666428938e-30,1.7270118982179175e-29,5.3887844844122189e-19,2.1121917417430696e-15,1.8093153783974736e-47,-7.7805240301213686e-20,-8.0359304450794355e-22,-5.6871104624766015e-25,5.5258262016730078e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772667307518817,0.10879822114034768,9.9999999999963901e-05,9.7386667941436835e-07,5.4518128068754366e-06,9.3710378503616361e-07,1.1842546826839941e-11,4.6031844829598057e-06,1.9466989615511059e-13,8.1289362086645803e-08,2.5753348719646264e-13,2.6827975693181242e-15,7.1473687442216484e-08,8.6642377914468278e-08,1.9987918575711552e-08,5.0789585033269e-07,1.2581221029376349e-17
1.8701567885712453e-07,0.0025153304298634266,-1.4920261977566783e-18,-1.7036474083271485e-13,2.7230852572449383e-15,4.6048677373074977e-18,2.2638287476908738e-08,2.6322258869127884e-10,1.9753898112067435e-37,6.6442980907833958e-30,1.954573080501921e-31,4.1756572120798864e-15,5.3404709148622269e-32,3.8756515406524244e-17,5.9404557689760596e-17,-1.9975439451726016e-30,3.6520721502316125e-27,5.9386430916623608e-22,4.6054681961540293e-24,-1.0359021113148822e-46,-4.2415572335236379e-28,-5.4703549767532596e-27,-3.9784198420786181e-38,-2.1186080383646893e-15,3.5864438395328248e-30,1.7270703017901098e-29,5.3887844844122112e-19,2.1121926112202381e-15,1.8884039462891046e-47,-7.7805240296798383e-20,-8.0361585257695871e-22,-5.6876459352622499e-25,5.5258262016730228e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772662970545936,0.10879822098216341,9.9999999999963901e-05,9.7389825574412631e-07,5.4519868145956457e-06,9.3713350888863867e-07,1.1842924794847598e-11,4.6033316100355387e-06,1.9466988797442714e-13,8.1291956601578665e-08,2.5754171848705563e-13,2.6828831962463065e-15,7.1480654845909191e-08,8.6650234115516037e-08,1.9988576868436916e-08,5.0792903584292729e-07,1.2582354021671975e-17
1.8702800493169295e-07,0.002515330429075245,-1.4898297608042126e-18,-1.7011659595319502e-13,2.4704529194555262e-15,4.6059874236485626e-18,2.2641209000818844e-08,2.632910428537741e-10,1.9077369948438006e-37,7.6556963445280206e-32,1.9548415800612757e-31,4.1756530618430522e-15,5.2355424345160829e-32,3.8759062005400917e-17,5.9408707920355342e-17,-1.9981939915773489e-30,3.6529738253485676e-27,5.9401766230958641e-22,4.6072634436955451e-24,-1.0359803250350048e-46,-4.2415572508985595e-28,-5.4705393570786302e-27,-3.9784197079360027e-38,-2.118608038301087e-15,3.5869364110039162e-30,1.7271871011747508e-29,5.3887844844121958e-19,2.1121943504412278e-15,2.0382833739180731e-47,-7.7805240287967814e-20,-8.0366146788015088e-22,-5.6887169763087692e-25,5.5258262016730529e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772654296574551,0.1087982206657947,9.9999999999963901e-05,9.739614083021556e-07,5.4523348284551091e-06,9.3719295632075599e-07,1.1843680727425772e-11,4.6036258628357558e-06,1.9466987161300967e-13,8.1297145607850113e-08,2.5755818099264356e-13,2.6830544493239873e-15,7.1494590986202566e-08,8.6665947907235519e-08,1.9989893453800758e-08,5.0799541003670821e-07,1.2584620205817041e-17
1.8705265708082976e-07,0.0025153304274988827,-1.486025846035666e-18,-1.6968688865289558e-13,2.0175456925060583e-15,4.6076292729386122e-18,2.2647052594541671e-08,2.6342799075972882e-10,1.7709952447365898e-37,-1.245402126016627e-30,1.9553780988271566e-31,4.17564476127427e-15,5.0122362683755469e-32,3.8764151203322359e-17,5.9417008476905533e-17,-1.9996977429621653e-30,3.6547775898851526e-27,5.9432445590023379e-22,4.6108556728913633e-24,-1.0361325918317821e-46,-4.2415572928235307e-28,-5.4709069193569374e-27,-3.9784193088895947e-38,-2.1186080381741332e-15,3.5879216567014874e-30,1.7274206734851152e-29,5.388784484412165e-19,2.1121978296824175e-15,2.3091328274144134e-47,-7.7805240270306579e-20,-8.037526951772744e-22,-5.6908594403256143e-25,5.5258262016731131e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772636948528999,0.10879822003305691,9.9999999999963901e-05,9.7408771301226813e-07,5.4530308498620895e-06,9.3731185009366618e-07,1.1845192578859354e-11,4.6042143630307825e-06,1.9466983888997208e-13,8.1307523526185317e-08,2.5759110570140416e-13,2.6833969523702083e-15,7.1522468598824858e-08,8.6697381049555164e-08,1.9992526624180898e-08,5.0812817111739164e-07,1.2589153372378475e-17
1.871019613791034e-07,0.002515330424346159,-1.4802337682778618e-18,-1.6903274664540746e-13,1.3348368618631218e-15,4.6090723477934853e-18,2.2658741890470919e-08,2.6370204495011407e-10,1.533821650940829e-37,-1.5009970348058023e-32,1.956449705865893e-31,4.1756281597550073e-15,4.6148987835033962e-32,3.8774317232649756e-17,5.9433609971438048e-17,-2.0024612241466804e-30,3.6583868630615603e-27,5.949383922651872e-22,4.6180470726392661e-24,-1.0364243307108558e-46,-4.241557345629471e-28,-5.4716383468132469e-27,-3.9784181077740888e-38,-2.1186080379199449e-15,3.5898925590546065e-30,1.7278877347911851e-29,5.3887844844121033e-19,2.1122047895434383e-15,2.7513333108538978e-47,-7.780524023498382e-20,-8.0393513668228108e-22,-5.6951458962481209e-25,5.5258262016732336e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772602252026314,0.10879821876757967,9.9999999999963887e-05,9.7434032080871728e-07,5.454422867484894e-06,9.3754963327397849e-07,1.1848216226958486e-11,4.6053913417956983e-06,1.9466977344308497e-13,8.1328278986783803e-08,2.5765695390906785e-13,2.6840819460511272e-15,7.1578245155648071e-08,8.6760269572992881e-08,1.9997792963550999e-08,5.0839374405036346e-07,1.2598222899059174e-17
1.8715126567737705e-07,0.002515330421193438,-1.476241581165873e-18,-1.6858208395016356e-13,9.1843722615728291e-16,4.6086927835302154e-18,2.2670433958192399e-08,2.6397631038244474e-10,1.3625662100696836e-37,2.8138322425121114e-30,1.9575198996328212e-31,4.1756115577261563e-15,4.332239608846937e-32,3.8784470926537429e-17,5.9450211974532869e-17,-2.0043442598602089e-30,3.6619985609831323e-27,5.9555279421589722e-22,4.625247733903592e-24,-1.036703384858068e-46,-4.2415573287734172e-28,-5.4723660994998983e-27,-3.9784165062586249e-38,-2.1186080376647081e-15,3.5918640092904835e-30,1.7283547108542066e-29,5.3887844844120417e-19,2.1122117495420423e-15,3.0848729182743052e-47,-7.780524019966064e-20,-8.0411756090504783e-22,-5.6994343896074103e-25,5.525826201673354e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772567554974173,0.10879821750210036,9.9999999999963874e-05,9.7459292644014364e-07,5.4558148515839573e-06,9.3778741063323157e-07,1.1851239802173609e-11,4.6065682917226211e-06,1.946697079951139e-13,8.134903394693422e-08,2.5772280050333793e-13,2.6847669232157278e-15,7.163405015904027e-08,8.6823187752417447e-08,2.0003059301067494e-08,5.0865938467766621e-07,1.2607296684427355e-17
1.8724987427392432e-07,0.0025153304148880025,-1.4709994429134735e-18,-1.6799077015022764e-13,4.4032666618747218e-16,4.6051685750778144e-18,2.2693826550420322e-08,2.6452547550927982e-10,1.1047019523409667e-37,3.3124824028786128e-30,1.9596583248000594e-31,4.1755783521422175e-15,3.8868157188313191e-32,3.880475913416054e-17,5.9483417506304437e-17,-2.0074869716859176e-30,3.669229660519921e-27,5.9678299533207859e-22,4.6396768891714039e-24,-1.0372422666713823e-46,-4.2415572329456599e-28,-5.4738159664895443e-27,-3.9784126904868591e-38,-2.1186080371535117e-15,3.5958085531126957e-30,1.7292885179454304e-29,5.3887844844119194e-19,2.1122256618250258e-15,3.5329861455419731e-47,-7.7805240129013088e-20,-8.0448235823469004e-22,-5.7080174905322469e-25,5.5258262016735955e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772498159218642,0.1087982149711353,9.999999999996386e-05,9.7509813120801148e-07,5.45859871947115e-06,9.3826294788405309e-07,1.1857286734517251e-11,4.6089221050291846e-06,1.9466957709591479e-13,8.1390542370017976e-08,2.5785448884983368e-13,2.6861368281321865e-15,7.1745745539256724e-08,8.6949113111380524e-08,2.0013591970539538e-08,5.0919086900664651e-07,1.2625457035816928e-17
1.8734848287047159e-07,0.0025153304085825767,-1.4682769655087748e-18,-1.6768430566938296e-13,2.1589373208777049e-16,4.599114943919205e-18,2.2717230507500993e-08,2.6507548687782404e-10,8.9570350125496801e-38,1.7818082060554973e-30,1.961795345048456e-31,4.1755451445249352e-15,3.4711491415625598e-32,3.8825029474676577e-17,5.9516625072075899e-17,-2.0110750424619063e-30,3.6764712222259153e-27,5.9801506019200349e-22,4.654143204821665e-24,-1.0377637201539333e-46,-4.2415571421952028e-28,-5.475260639952268e-27,-3.9784083129403841e-38,-2.1186080366428808e-15,3.5997552878895328e-30,1.7302221791845522e-29,5.3887844844117971e-19,2.1122395590992008e-15,3.7407057648277778e-47,-7.7805240058363911e-20,-8.0484708772681459e-22,-5.7166087456943436e-25,5.525826201673837e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772428761260342,0.10879821244016159,9.9999999999963847e-05,9.7560332731598598e-07,5.4613824537000978e-06,9.387384618386672e-07,1.1863333376273534e-11,4.611275802905199e-06,1.9466944619237041e-13,8.1432048798291058e-08,2.5798617073835832e-13,2.6875066672137918e-15,7.1857554785705781e-08,8.7075157170524518e-08,2.0024124632596817e-08,5.0972262409252954e-07,1.2643634432851753e-17
1.8744709146701885e-07,0.002515330402277159,-1.4669135721833484e-18,-1.6753148644441545e-13,1.0001975089927305e-16,4.5917137929158357e-18,2.2740645841305053e-08,2.656263452932014e-10,7.1593000278221695e-38,9.8764562425839699e-31,1.9639322403346106e-31,4.1755119348746874e-15,3.0622860231701183e-32,3.8845289830742672e-17,5.9549834671689804e-17,-2.0153018858968743e-30,3.6837234438678375e-27,5.9924899007806498e-22,4.6686467530255553e-24,-1.0382761407150426e-46,-4.2415570785632897e-28,-5.4767024966793061e-27,-3.978403634773065e-38,-2.1186080361330396e-15,3.6037042134223493e-30,1.7311557431288603e-29,5.3887844844116748e-19,2.1122534363319133e-15,3.7715156506305658e-47,-7.7805239987713097e-20,-8.0521174970823432e-22,-5.7252081579187688e-25,5.5258262016740786e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772359361098266,0.10879820990917925,9.9999999999963833e-05,9.7610851476419273e-07,5.4641660543469735e-06,9.3921395248806255e-07,1.186937972760794e-11,4.6136293853016203e-06,1.9466931528447876e-13,8.147355323298238e-08,2.581178461661682e-13,2.6888764405011005e-15,7.1969477948782049e-08,8.7201319977900643e-08,2.00346572872391e-08,5.1025464992245491e-07,1.2661828882419191e-17
1.8754570006356612e-07,0.0025153303959717507,-1.4661843264445638e-18,-1.6745035775846597e-13,5.9597869701170527e-17,4.5837030365821609e-18,2.2764072501142955e-08,2.6617805158247934e-10,5.8253453273808084e-38,1.402104173628485e-30,1.9660697536086525e-31,4.1754787231907948e-15,2.7206385288849178e-32,3.886554510516792e-17,5.9583046304984226e-17,-2.0194770939729599e-30,3.6909864521920974e-27,6.0048478649419721e-22,4.6831876080378939e-24,-1.0387847127540737e-46,-4.241557006383213e-28,-5.4781430159834831e-27,-3.9783988181534424e-38,-2.1186080356231475e-15,3.6076553295854712e-30,1.7320892400568067e-29,5.3887844844115525e-19,2.1122672907278634e-15,3.6835942877567249e-47,-7.7805239917060682e-20,-8.0557634438741637e-22,-5.7338157301073111e-25,5.5258262016743215e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772289958731808,0.10879820737818824,9.999999999996382e-05,9.7661369355276005e-07,5.4669495214380419e-06,9.3968941982253212e-07,1.1875425788577545e-11,4.6159828521682516e-06,1.9466918437223858e-13,8.1515055674504883e-08,2.5824951513045485e-13,2.6902461480077422e-15,7.2081515080261372e-08,8.732760158287771e-08,2.0045189934466172e-08,5.1078694648321135e-07,1.2680040391602171e-17
1.8774291725666065e-07,0.0025153303833609602,-1.4648104923570354e-18,-1.6729766962555535e-13,7.3740396618087176e-17,4.5676995740339059e-18,2.2810959716020196e-08,2.6728401223694919e-10,4.3737759359611621e-38,2.3439056539884071e-30,1.9703478992213252e-31,4.1754122937216676e-15,2.2785382672519789e-32,3.8906052487616612e-17,5.9649475671742007e-17,-2.0266142787870286e-30,3.705545169229805e-27,6.0296198791939231e-22,4.7123816393282439e-24,-1.0398027841255978e-46,-4.2415567882796305e-28,-5.4810236974735639e-27,-3.9783891666384759e-38,-2.1186080346019221e-15,3.6155641335070457e-30,1.7339561082530705e-29,5.3887844844113079e-19,2.1122949276332088e-15,3.3829192815386462e-47,-7.780523977575088e-20,-8.0630533239356881e-22,-5.7510553700005214e-25,5.5258262016748066e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772151147385225,0.1087982023161805,9.9999999999963779e-05,9.7762402515167224e-07,5.4725160548618473e-06,9.406402844926737e-07,1.1887517039224939e-11,4.6206894390423974e-06,1.9466892253471193e-13,8.1598054576760296e-08,2.5851283365336705e-13,2.6929853656366782e-15,7.2305931527272729e-08,8.7580521451516291e-08,2.0066255206673393e-08,5.1185235172604358e-07,1.2716514626960755e-17
1.8794013444975518e-07,0.0025153303707502054,-1.4632650359271231e-18,-1.6712557775627484e-13,1.1963043014576888e-16,4.5520075047131399e-18,2.2857892179284126e-08,2.6839337479966619e-10,3.8204130715428173e-38,2.5793756149904163e-30,1.9746301657282092e-31,4.1753458561193592e-15,2.0265380967304648e-32,3.8946557446805791e-17,5.9715913171182132e-17,-2.0330152526477544e-30,3.7201475835130199e-27,6.054466768881384e-22,4.7417258356493517e-24,-1.0408237385728979e-46,-4.2415565283131276e-28,-5.4839044528221589e-27,-3.9783795486290941e-38,-2.1186080335798428e-15,3.6234816994177142e-30,1.7358228204217259e-29,5.3887844844110633e-19,2.1123224700371474e-15,3.0223754890328921e-47,-7.7805239634434519e-20,-8.0703405206726869e-22,-5.7683276862399958e-25,5.5258262016752924e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772012327221631,0.10879819725413829,9.9999999999963738e-05,9.7863432211364962e-07,5.4780820536786658e-06,9.4159105577604139e-07,1.1899607127579723e-11,4.625395563167222e-06,1.9466866067979237e-13,8.1681045500770186e-08,2.5877612628693089e-13,2.6957243199591101e-15,7.2530804499341374e-08,8.783391713172623e-08,2.0087320449216819e-08,5.1291883972585497e-07,1.2753057189890821e-17
1.8833456883594427e-07,0.002515330345528803,-1.4610975530315202e-18,-1.6688578483733194e-13,6.4917113041778544e-17,4.5201040544242194e-18,2.2951893195396209e-08,2.7062234049039069e-10,2.4371343130798252e-38,1.0642070007536769e-30,1.9832083500326989e-31,4.1752129565289147e-15,1.4627639255784658e-32,3.9027551217945814e-17,5.9848812561289592e-17,-2.0493188199522159e-30,3.7494837225376191e-27,6.1043858983781e-22,4.8008678697822123e-24,-1.0428645778381213e-46,-4.2415562167153591e-28,-5.4896634840723619e-27,-3.9783601247684612e-38,-2.1186080315400007e-15,3.6393431156861803e-30,1.7395557179678359e-29,5.3887844844105742e-19,2.1123772665842866e-15,2.3058437932169841e-47,-7.7805239351782175e-20,-8.0849068649008495e-22,-5.802970469383958e-25,5.5258262016762681e-33,0.88129999999999997,0.0,0.0,0.0,0.009877173466045646,0.10879818712995015,9.9999999999963657e-05,9.8065481213221334e-07,5.4892124450443498e-06,9.4349231775478685e-07,1.1923783812096517e-11,4.6348064210640928e-06,1.9466813691780021e-13,8.1847003377714281e-08,2.5930263376825608e-13,2.7012014374851611e-15,7.2981922192382775e-08,8.834213799960946e-08,2.0129450845302511e-08,5.1505506344020365e-07,1.2826347595842728e-17
1.8872900322213336e-07,0.002515330320307543,-1.4647948118045107e-18,-1.6730901124364448e-13,-2.4833017489562636e-16,4.4828534300733354e-18,2.3046076191280436e-08,2.7286499621652589e-10,-1.158963238382045e-38,-3.7314625609893676e-30,1.99181186642546e-31,4.1750800244410494e-15,2.7552551290622243e-33,3.9108496037031248e-17,5.9981744466008649e-17,-2.0786388565977852e-30,3.7789947516439721e-27,6.1546062157651165e-22,4.860618014049171e-24,-1.0448770164214031e-46,-4.2415566440191597e-28,-5.4954107862233202e-27,-3.9783395764822713e-38,-2.1186080295159047e-15,3.6552395751402024e-30,1.7432877283206324e-29,5.388784484410085e-19,2.1124316341802079e-15,1.2707408124553378e-47,-7.7805239069103627e-20,-8.0994624689671999e-22,-5.8377442449256747e-25,5.5258262016772486e-33,0.88129999999999997,0.0,0.0,0.0,0.0098771456958457893,0.10879817700562307,9.9999999999963576e-05,9.8267516361582486e-07,5.5003406918527225e-06,9.4539320517698341e-07,1.1947955834130004e-11,4.644215422991584e-06,1.9466761308630458e-13,8.2012929250520888e-08,2.5982903741401498e-13,2.7066774987767924e-15,7.3434871118372488e-08,8.8852267008112004e-08,2.0171581122709976e-08,5.1719561686768687e-07,1.2899912014220169e-17
1.88960118895439e-07,0.002515330305529411,-1.4688879946847311e-18,-1.6777483013211923e-13,-3.0015488477832482e-16,4.459364531900193e-18,2.3101346149428322e-08,2.7418543849991149e-10,-2.4303321416880783e-38,-2.4826715961733596e-30,1.9968674671875988e-31,4.1750021188452786e-15,-2.449629887875237e-33,3.915590821512638e-17,6.0059649956638508e-17,-2.0970757663656219e-30,3.7963680935016004e-27,6.1841726608046253e-22,4.895912064891169e-24,-1.0460492022268624e-46,-4.241556951616096e-28,-5.4987747030056325e-27,-3.9783272137633364e-38,-2.1186080283314017e-15,3.6645702596949783e-30,1.7454740922891627e-29,5.388784484409798e-19,2.1124632784526961e-15,6.0309432197763234e-48,-7.7805238903458233e-20,-8.1079862226746768e-22,-5.8581805770656644e-25,5.5258262016778247e-33,0.88129999999999997,0.0,0.0,0.0,0.0098771294224826792,0.10879817107329039,9.9999999999963535e-05,9.8385890803999502e-07,5.5068602017064489e-06,9.4650684073888801e-07,1.19621170687541e-11,4.6497276891381287e-06,1.9466730611914461e-13,8.2110137304466714e-08,2.6013743112232744e-13,2.7098856618706096e-15,7.3701124719679392e-08,8.9152060511401617e-08,2.0196266966589001e-08,5.1845186851847277e-07,1.2943143941951438e-17
1.8919123456874463e-07,0.0025153302907513285,-1.4722405639896237e-18,-1.6815692957856965e-13,-1.9105866937740249e-16,4.4368454235993532e-18,2.3156677975797155e-08,2.7551060849286513e-10,-2.0775097920277426e-38,-2.4265860377883047e-31,2.0019349407531385e-31,4.1749242020880868e-15,-3.2833698747762862e-33,3.9203322182473299e-17,6.0137566605061816e-17,-2.1121111392308079e-30,3.8138022576226854e-27,6.2138430793254976e-22,4.9314174009394761e-24,-1.0472302858417795e-46,-4.2415570571549056e-28,-5.5021402230159045e-27,-3.97831507530761e-38,-2.118608027142769e-15,3.6739129741042656e-30,1.7476602665802793e-29,5.388784484409511e-19,2.1124947636840132e-15,9.9577777063522539e-49,-7.7805238737803834e-20,-8.1165063001401993e-22,-5.8786619781429118e-25,5.5258262016784022e-33,0.88129999999999997,0.0,0.0,0.0,0.0098771131479105032,0.10879816514091055,9.9999999999963494e-05,9.850426049055003e-07,5.5133789737805479e-06,9.476203473711664e-07,1.1976276699374507e-11,4.6552393164210116e-06,1.9466699912813407e-13,8.2207334348092369e-08,2.6044578908825595e-13,2.7130934615901857e-15,7.3968008745566295e-08,8.945251076438381e-08,2.0220952769714791e-08,5.1970960624161116e-07,1.298647017992422e-17
1.8942235024205027e-07,0.0025153302759732986,-1.472604281961907e-18,-1.6820114455794688e-13,7.0039614570920677e-17,4.4175610204746252e-18,2.3212071404147569e-08,2.7684051752324603e-10,2.3170612078178091e-39,3.6360972447124428e-30,2.0070122031030966e-31,4.1748462741675248e-15,1.7398241314705306e-33,3.9250751583109598e-17,6.0215494409060998e-17,-2.1202699752271878e-30,3.8312976977319874e-27,6.2436177192422163e-22,4.9671350589129243e-24,-1.0484331017720734e-46,-4.2415567710818554e-28,-5.5055115374293178e-27,-3.9783035960637865e-38,-2.1186080259458354e-15,3.683267718402195e-30,1.7498463414212424e-29,5.3887844844092241e-19,2.1125261059753211e-15,-3.1722782968877704e-49,-7.780523857214042e-20,-8.1250227089859531e-22,-5.8991884874419341e-25,5.5258262016789811e-33,0.88129999999999997,0.0,0.0,0.0,0.0098770968721293862,0.10879815920848382,9.9999999999963454e-05,9.8622625421409597e-07,5.5198970075853566e-06,9.4873372493659023e-07,1.1990434724927814e-11,4.6607503041593291e-06,1.9466669211327523e-13,8.2304520374104265e-08,2.6075411127370618e-13,2.7163008976948118e-15,7.4235523899552809e-08,8.9753618437908227e-08,2.0245638532084192e-08,5.2096882985598913e-07,1.3029890824392606e-17
1.896534659153559e-07,0.002515330261195318,-1.4707221071245929e-18,-1.6799146247890978e-13,1.8903251761109763e-16,4.4007415737807451e-18,2.3267526793770547e-08,2.7817517661404912e-10,2.0636810955511009e-38,3.1459688664627718e-30,2.0120962965297303e-31,4.1747683350921619e-15,6.6798209993956249e-33,3.9298190610507039e-17,6.0293433366480061e-17,-2.1268329382153716e-30,3.8488544032863007e-27,6.2734968225904092e-22,5.0030660495808312e-24,-1.0496507452683561e-46,-4.2415564098283462e-28,-5.5088869317391668e-27,-3.9782925761012243e-38,-2.1186080247470071e-15,3.6926344926619235e-30,1.7520322837488852e-29,5.3887844844089371e-19,2.1125573218301895e-15,1.4233337941590101e-48,-7.780523840646799e-20,-8.1335354486467332e-22,-5.9197601430650801e-25,5.5258262016795613e-33,0.88129999999999997,0.0,0.0,0.0,0.0098770805951397759,0.10879815327600981,9.9999999999963413e-05,9.8740985596748794e-07,5.5264143023194582e-06,9.4984697330066052e-07,1.2004591143673343e-11,4.666260651691717e-06,1.9466638507457695e-13,8.2401695370718056e-08,2.61062397641677e-13,2.7195079697955666e-15,7.4503670864630292e-08,9.0055384183263001e-08,2.0270324253694126e-08,5.2222953918550885e-07,1.3073405968772659e-17
1.8988458158866153e-07,0.0025153302464173844,-1.4691012800486395e-18,-1.6781132390686504e-13,9.2860829824864959e-17,4.3838395843043783e-18,2.3323044483487681e-08,2.795145967070534e-10,2.0594932253895879e-38,4.8616509515581438e-31,2.0171859577953075e-31,4.1746903848701708e-15,7.4398352545167274e-33,3.9345622745018842e-17,6.0371383475181857e-17,-2.1367929257222533e-30,3.8664721149212973e-27,6.3034806209357225e-22,5.0392113773059729e-24,-1.0508661287920553e-46,-4.2415562546935456e-28,-5.5122614053703449e-27,-3.9782814732515301e-38,-2.1186080235523198e-15,3.7020132965934914e-30,1.7542179895597674e-29,5.3887844844086502e-19,2.1125884156053582e-15,3.6194271232448323e-48,-7.7805238240786556e-20,-8.1420445137410052e-22,-5.9403769826790993e-25,5.5258262016801429e-33,0.88129999999999997,0.0,0.0,0.0,0.0098770643169423175,0.10879814734348815,9.9999999999963345e-05,9.8859341016736479e-07,5.5329308569924508e-06,9.5096009232996005e-07,1.2018745953459918e-11,4.671770358362991e-06,1.9466607801205191e-13,8.2498859323214731e-08,2.6137064815551284e-13,2.7227146774066789e-15,7.4772450316720754e-08,9.0357808645010745e-08,2.0295009934541579e-08,5.2349173405559281e-07,1.3117015705525153e-17
1.9011569726196717e-07,0.0025153302316394976,-1.4704604253493838e-18,-1.6796806818565261e-13,-2.3503305905112545e-16,4.3641076109232988e-18,2.3378624783085169e-08,2.8085878676865279e-10,-5.3543877399056589e-39,-4.6689368716247011e-30,2.0222824512836489e-31,4.1746124235087884e-15,1.260901199394373e-33,3.93930309802752e-17,6.0449344733418209e-17,-2.1547095495102381e-30,3.884150543289794e-27,6.3335692939937843e-22,5.0755718656100208e-24,-1.0520624414426532e-46,-4.2415565571857206e-28,-5.5156297682935501e-27,-3.9782697380694345e-38,-2.1186080223672571e-15,3.7114041295309389e-30,1.7564033482819663e-29,5.3887844844083632e-19,2.1126193767605791e-15,3.4064630309519249e-48,-7.7805238075096131e-20,-8.1505498980496798e-22,-5.9610390370204689e-25,5.5258262016807259e-33,0.88129999999999997,0.0,0.0,0.0,0.00987704803753762,0.10879814141091852,9.9999999999963291e-05,9.8977691681510674e-07,5.5394466707206031e-06,9.520730819156003e-07,1.203289915236804e-11,4.6772794236374479e-06,1.9466577092571197e-13,8.2596012218427679e-08,2.6167886278524282e-13,2.7259210200936099e-15,7.5041862807993603e-08,9.0660892349715868e-08,2.0319695574624059e-08,5.2475541432338721e-07,1.3160720110178823e-17
1.9040787902539556e-07,0.00251533021295702,-1.4784509899981689e-18,-1.688753124935633e-13,-6.7379401864317306e-16,4.3331106454311139e-18,2.3448980178185203e-08,2.8256498804162674e-10,-5.468736172344726e-38,-9.174498044209815e-30,2.0287413351444169e-31,4.1745138470170828e-15,-1.2509577274098807e-32,3.9452920495273584e-17,6.0547921107893546e-17,-2.1876863400467234e-30,3.9065869015141966e-27,6.3717585441491458e-22,5.1218492573910361e-24,-1.053538208047917e-46,-4.2415575075671035e-28,-5.5198759949845512e-27,-3.9782536623264911e-38,-2.1186080208814944e-15,3.7232934516768321e-30,1.7591655546384388e-29,5.3887844844080002e-19,2.112658293168929e-15,-2.8432485447232647e-48,-7.7805237865613658e-20,-8.1612973298609427e-22,-5.9872252581123087e-25,5.5258262016814648e-33,0.88129999999999997,0.0,0.0,0.0,0.009877027455011787,0.10879813391075865,9.999999999996325e-05,9.9127306515356428e-07,5.5476830508086441e-06,9.5347996352958873e-07,1.2050789644180267e-11,4.6842431919084967e-06,1.9466538266601161e-13,8.2718819302052061e-08,2.6206846340753717e-13,2.7299740294621867e-15,7.5383367444495523e-08,9.1045002362617385e-08,2.0350903671686444e-08,5.2635511372927267e-07,1.3216107872298013e-17
1.9070006078882396e-07,0.0025153301942746234,-1.4901355057625123e-18,-1.7020017675082576e-13,-6.2206362377612711e-16,4.2987594752500164e-18,2.3519434584588944e-08,2.8427885506360387e-10,-7.2089013483754153e-38,-3.98777521433829e-30,2.0352266896015979e-31,4.1744152527133784e-15,-1.9976714843508234e-32,3.9512783776670942e-17,6.0646515294017527e-17,-2.2198124116237103e-30,3.9291211368828575e-27,6.4101162303508609e-22,5.1684744129931107e-24,-1.0549992523093273e-46,-4.241558363823898e-28,-5.5241158825503105e-27,-3.9782370105130256e-38,-2.1186080193945614e-15,3.7352019950440846e-30,1.7619272619265784e-29,5.3887844844076371e-19,2.1126969128704893e-15,-1.2711763762680954e-47,-7.7805237656116788e-20,-8.1720388872788041e-22,-6.0134838880670047e-25,5.5258262016822058e-33,0.88129999999999997,0.0,0.0,0.0,0.0098770068705577325,0.10879812641052312,9.9999999999963196e-05,9.9276913749782351e-07,5.5559182440710332e-06,9.5488663775487224e-07,1.2068677555736174e-11,4.6912059325511897e-06,1.9466499436827407e-13,8.2841608673964478e-08,2.6245800653730328e-13,2.7340264542900976e-15,7.572588643018197e-08,9.1430168485141343e-08,2.0382111703584191e-08,5.2795718651571281e-07,1.3271647292485754e-17
