Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595)
1.5222343560665472e-10,0.002745394803666548,-4.7922349700500567e-20,-2.2617838068433912e-15,-1.5708165640813687e-15,1.7720675927416165e-16,1.3979834202464249e-12,3.6599438844771529e-19,1.7117518398131664e-29,4.1658165177698904e-23,7.658275934588924e-32,3.0443713011208013e-15,2.5779653587464156e-15,-3.7977049697270044e-19,2.6215402022451339e-20,-3.9009566413256918e-31,9.2468803195725101e-32,-8.5675469518046973e-28,1.5303682343507694e-31,2.5779881660830963e-40,3.4062505412348828e-28,-2.7913348762949351e-15,2.1181690521517357e-24,-4.6045490874876322e-17,1.2372273788275144e-13,8.1766839402652612e-24,4.8348914712601702e-20,8.1966968904636552e-17,8.5566276427483299e-40,-8.7589835193131915e-22,-6.0091088371467499e-26,-2.1812271000951982e-33,4.4167207455636643e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898326119846187,0.10880298464886103,0.00010000000000000061,1.1031979917676449e-08,7.5839344007907396e-08,6.1342015898058605e-08,6.464957446711541e-14,1.4922907910092907e-08,1.9390695563387207e-11,4.2676250913878085e-10,3.8570261944368692e-16,6.9959761187647378e-18,5.125480294759394e-15,7.3552085314461582e-13,1.8922836620890791e-09,1.7725188107521645e-11,3.8900295924941086e-21,5.0179827639638289e-19,4.2691432342379863e-23,4.4061726799372173e-21,1.8934788344458931e-09,4.5821447378645036e-23,1.1617344701483989e-24,1.4717909337254572e-26,1.1127476720207151e-28,5.9024017232412376e-30,1.1913770504901884e-12,1.2358992260424653e-13,7.9100567013818469e-17,5.3710057622926929e-17,5.1771093778842571e-18,4.6642224460773983e-21,5.2207717006110864e-17,1.0385910350194886e-15,1.3265266867929854e-27,7.9874975819091451e-16,3.7463808115670452e-15,3.7720340924240084e-16,5.3309756694369702e-19,4.190366038329011e-19,9.0854948493208064e-19,9.69627404952885e-25
1.5727104119219145e-10,0.002745394801327998,-4.9456725055351612e-20,-2.3435601640661841e-15,-1.2364477871219536e-15,1.9030663799858558e-16,1.4895996221765717e-12,4.1194978833443923e-19,1.8374849179907624e-29,7.6131532576664344e-23,8.8288506439868246e-32,2.9731076063631551e-15,2.4725013432029508e-15,-3.4985473854800499e-19,2.8334220210636672e-20,-3.4552327023770119e-31,1.0699586412036169e-31,-8.6892253331137449e-28,1.7652764590518512e-31,2.7385121207761291e-40,3.7592609870484207e-28,-2.70152486113172e-15,2.260061935974125e-24,-4.9608674692972813e-17,1.3566020393180255e-13,9.2707702270052736e-24,5.1938346757660438e-20,8.8068422306609709e-17,9.7996754372656479e-40,-9.5876556374088137e-22,-6.9714320813040012e-26,-2.5999828587305883e-33,5.09296609682919e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898270610708761,0.10880298379687145,0.00010000000000000059,1.1397771706576743e-08,7.8353842526190324e-08,6.3033253652705984e-08,6.6793072331323866e-14,1.5760448934352158e-08,1.9390685216357385e-11,4.4111665537092574e-10,4.0735002379598408e-16,7.2312856902849965e-18,5.7055601558269435e-15,7.8523679790927663e-13,1.9553437318913479e-09,1.8920069697794997e-11,4.0296683702492824e-21,5.5193014907000576e-19,4.5884728344423404e-23,4.8775697643891942e-21,1.9565787534580925e-09,5.2290300629018922e-23,1.367376719488731e-24,1.7334439756356364e-26,1.353504839924051e-28,7.1595119398497817e-30,1.2623298967376036e-12,1.3551450910455165e-13,8.6745828794184386e-17,5.8943634731087241e-17,5.2804288481041407e-18,5.3753247880206189e-21,5.6425540482449902e-17,1.1085315531110438e-15,1.5629978927807046e-27,8.2012043582588789e-16,3.9220018642120028e-15,4.0788264531830459e-16,5.7661282360955093e-19,4.5325716484725594e-19,9.9180907378839184e-19,1.0584841045261794e-24
1.6231864677772818e-10,0.002745394798951322,-5.0496347910585816e-20,-2.4043312179528152e-15,-9.148659716887701e-16,2.0277135912303363e-16,1.5840116641185749e-12,4.6200951433637032e-19,1.9597937184655816e-29,3.8834122546086537e-23,1.0018353949450182e-31,2.8974181711244258e-15,2.3643341311099485e-15,-3.207116717607121e-19,3.0392187815173659e-20,-3.0291209844270072e-31,1.2261674663954864e-31,-8.8009779002118671e-28,2.0041948230126351e-31,2.8519438055685576e-40,4.1353160774834331e-28,-2.608225085416094e-15,2.4064494464785361e-24,-5.3036066454114894e-17,1.4829566104166733e-13,1.0468283764292098e-23,5.535730332922833e-20,9.38838467512423e-17,1.1124836166204683e-39,-1.0403743652660023e-21,-8.004873761809138e-26,-3.076067723227344e-33,5.7806366387434832e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898215101263544,0.1088029829309899,0.00010000000000000056,1.1763562230192792e-08,8.0868336613931103e-08,6.4710595901487759e-08,6.8936566380926461e-14,1.6611879136257983e-08,1.9390674869267273e-11,4.5547077605947508e-10,4.2935641385406273e-16,7.4665948430654592e-18,6.3296177445973647e-15,8.3658932360607575e-13,2.0184037644746643e-09,2.0153921533185732e-11,4.1698830151676535e-21,6.0520064070294553e-19,4.9224201373104846e-23,5.3835260297353013e-21,2.0196786365707713e-09,5.9433735811115392e-23,1.6012860283988323e-24,2.0312912900173871e-26,1.6363018768767798e-28,8.6326560253002288e-30,1.3348285378181705e-12,1.481363296712278e-13,9.4838896873801553e-17,6.4486318922550379e-17,5.3842710377539795e-18,6.1675962179958125e-21,6.0522001995106728e-17,1.1807223010869326e-15,1.8323109435345364e-27,8.4170513308373066e-16,4.1004579006066143e-15,4.3997801770463891e-16,6.221431546408946e-19,4.8906303894748193e-19,1.0794233120036997e-18,1.1519881901149337e-24
1.6736625236326492e-10,0.002745394796537985,-5.1199242517995127e-20,-2.4510684636011272e-15,-8.9249788507982483e-16,2.1480301483183207e-16,1.6812779994081011e-12,5.1640194772928456e-19,2.0792212952184995e-29,-8.4499275848184995e-23,1.1244917319339652e-31,2.9299020046839462e-15,2.3655244766823684e-15,-2.9395685201787157e-19,3.2415233326271429e-20,-3.2789924493597353e-31,1.3929903043367652e-31,-8.9032941006660806e-28,2.2507455966156846e-31,2.9313392426451795e-40,4.5352184974839704e-28,-2.6237423516258525e-15,2.5573222160959106e-24,-5.6376659456020922e-17,1.6164399286922818e-13,1.1775129028585777e-23,5.8660600717174534e-20,9.9505818560876862e-17,1.2528691266855472e-39,-1.1219595422808983e-21,-9.1061585601073265e-26,-3.6146765926272041e-33,6.4901176960724148e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898159591510586,0.10880298205174815,0.00010000000000000053,1.2129351488527129e-08,8.3382826259721971e-08,6.637457454696467e-08,7.1080056605788542e-14,1.7476666636025156e-08,1.9390664522116835e-11,4.6982487117335965e-10,4.5170804242245059e-16,7.7019035765967588e-18,6.9994039783356173e-15,8.8957957938950914e-13,2.0814637598388356e-09,2.1426743502197804e-11,4.3106739295295188e-21,6.6169396278006093e-19,5.2713568014646688e-23,5.9255884263952495e-21,2.082778483786925e-09,6.7299707276630312e-23,1.8663193221984544e-24,2.3690279847000991e-26,1.9668569503266913e-28,1.0350770456117115e-29,1.408839864299822e-12,1.6147025171452976e-13,1.0338934001821885e-16,7.0344781723189095e-17,5.488509191842723e-18,7.047378860073872e-21,6.4548703113923932e-17,1.255160624708319e-15,2.1378400981373927e-27,8.6349892427990265e-16,4.2817504337398654e-15,4.7351220474341725e-16,6.6972088334911114e-19,5.2647966113673679e-19,1.171466988986902e-18,1.2502194787322082e-24
1.7241385794880165e-10,0.0027453947940893906,-5.2131149266211717e-20,-2.5086974408648601e-15,-1.3129756590631976e-15,2.272454937271801e-16,1.7814357704712004e-12,5.7536332804480885e-19,2.2000016075412928e-29,-1.4774811758586005e-22,1.2605085105419777e-31,3.1328295328228565e-15,2.5361033071618226e-15,-2.6935661962370216e-19,3.4516664906973093e-20,-4.6301247284909554e-31,1.5706022491640078e-31,-8.997136576112767e-28,2.5242098729823999e-31,3.0316481666034035e-40,4.9598701492455292e-28,-2.8091316379508309e-15,2.7126709485966641e-24,-5.9839480204362969e-17,1.7571977577561226e-13,1.3197326793080881e-23,6.2077552565588455e-20,1.0532205785767531e-16,1.4009341441834561e-39,-1.2088967956199382e-21,-1.0274600655103948e-25,-4.2220308909124695e-33,7.2767711266474459e-35,0.88129999999999997,0.0,0.0,0.0,0.009889810408145008,0.10880298115965842,0.00010000000000000053,1.2495139481582278e-08,8.5897311435439384e-08,6.8025701803070631e-08,7.3223542981511904e-14,1.8354299241485695e-08,1.9390654174906125e-11,4.8417894057769023e-10,4.7439167116037002e-16,7.9372118886678e-18,7.7166743274849553e-15,9.4420872436918082e-13,2.1445237179836674e-09,2.2738535493027596e-11,4.4520415181594478e-21,7.2149346484174497e-19,5.6356595973009601e-23,6.50534116110272e-21,2.1458782951095344e-09,7.5938181325659338e-23,2.16552465321531e-24,2.7506008909491375e-26,2.3514539667540429e-28,1.2345623307907657e-29,1.4843317477872248e-12,1.7553083568444484e-13,1.1240652934048607e-16,7.6525556550791179e-17,5.5933651840814164e-18,8.0212879539877835e-21,6.8731142076008896e-17,1.3318438727848761e-15,2.4831921300744189e-27,8.8549758104310923e-16,4.46587921662547e-15,5.0850788883627026e-16,7.1937834097581908e-19,5.6553247287250137e-19,1.2680148718558508e-18,1.3532577636017857e-24
1.7746146353433838e-10,0.002745394791606885,-5.3863008897913702e-20,-2.6023722276901554e-15,-1.817655803483534e-15,2.410092143318918e-16,1.8843766032004068e-12,6.3913578710464103e-19,2.3267773872973102e-29,-1.8101719655820147e-22,1.4211958665254645e-31,3.3926500711838712e-15,2.7601070872403042e-15,-2.4377810595344137e-19,3.6820888295765902e-20,-5.9643724472577181e-31,1.7600054875476328e-31,-9.0830263018087911e-28,2.8471992983471533e-31,3.2204471530535768e-40,5.4101928037749578e-28,-3.049532741283509e-15,2.8724864807680075e-24,-6.3651943250353922e-17,1.9053727120675507e-13,1.4741017708485402e-23,6.5855729669826047e-20,1.1175134710308991e-16,1.5569081567926276e-39,-1.3070879118920422e-21,-1.1515512993533568e-25,-4.9044650237803984e-33,8.2055201284518915e-35,0.88129999999999997,0.0,0.0,0.0,0.009889804857108225,0.10880298025521284,0.00010000000000000052,1.2860926209360769e-08,8.8411792117227214e-08,6.9664469782305814e-08,7.5367025487455844e-14,1.9244284860944591e-08,1.9390643827635145e-11,4.9853298410258772e-10,4.9739458125256443e-16,8.1725197764933398e-18,8.4831887020739839e-15,1.0004779276967156e-12,2.2075836389089649e-09,2.4089297393346814e-11,4.5939861895543167e-21,7.8468160544641862e-19,6.0157104520973821e-23,7.1244074161428127e-21,2.208978070541569e-09,8.5401245506484883e-23,2.5021536067756458e-24,3.1802251619523362e-26,2.7969902191887522e-28,1.4652056021168525e-29,1.5612730626732776e-12,1.9033232745956479e-13,1.2189963340084263e-16,8.3035035293810131e-17,5.6984646066988113e-18,9.0962246318194065e-21,7.3316897056615791e-17,1.4107693972961885e-15,2.872221815145773e-27,9.0770110669700028e-16,4.6528429644804976e-15,5.4498774588956069e-16,7.7114785100671065e-19,6.0624690968012193e-19,1.3691416839954148e-18,1.4611827912750231e-24
1.8250906911987512e-10,0.0027453947890917663,-5.6186653313109744e-20,-2.7229370453923741e-15,-1.9671956861025886e-15,2.5587961570204203e-16,1.9899985746741657e-12,7.0796180509103491e-19,2.458681628831285e-29,-3.6612440368869268e-23,1.6034914280770913e-31,3.5352872260166461e-15,2.8640335954951375e-15,-2.143847085351044e-19,3.9301986875489867e-20,-6.3669739655394188e-31,1.9623815357049452e-31,-9.1599462274819181e-28,3.2136590993867837e-31,3.4851931615234036e-40,5.8867825245044359e-28,-3.1711811047753969e-15,3.0367597137110197e-24,-6.7763472680829347e-17,2.061104292068743e-13,1.6412462608502828e-23,6.9937066627861125e-20,1.1869577371953987e-16,1.7212782939932946e-39,-1.4149040533231965e-21,-1.2837732938826215e-25,-5.6671897554380429e-33,9.258971619399249e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897993060406836,0.10880297933888393,0.00010000000000000051,1.3226711671865138e-08,9.0926268318077358e-08,7.1291350885307506e-08,7.7510504134247226e-14,2.0146151113760484e-08,1.9390633480303871e-11,5.1288700174717735e-10,5.2070456334424153e-16,8.4078272400595316e-18,9.3007110022038709e-15,1.0583883682296294e-12,2.270643522614535e-09,2.5479029090650133e-11,4.7365083565979043e-21,8.5133994522102224e-19,6.4118962544801105e-23,7.7844506627898633e-21,2.2720778100859836e-09,9.5743203087425746e-23,2.8796739541748131e-24,3.6624013766263626e-26,3.311032286444711e-28,1.7308261302300045e-29,1.6396336693068604e-12,2.0588866185670335e-13,1.318776204687318e-16,8.9879469897290695e-17,5.8043647160976291e-18,1.0279384776682889e-20,7.8254422733380266e-17,1.4919345534535235e-15,3.3090479928810393e-27,9.3011064966036237e-16,4.8426410932831294e-15,5.8297444271638304e-16,8.2506172313611536e-19,6.4864839616637264e-19,1.4749221108722518e-18,1.5740742678357138e-24
1.8755667470541185e-10,0.002745394786545281,-5.8057480458922054e-20,-2.824401779000372e-15,-1.3903500735415774e-15,2.7039681405096853e-16,2.0981410359295548e-12,7.8208347500663446e-19,2.5903368477607519e-29,-1.233409628086397e-23,1.7898494025485966e-31,3.4296072909045531e-15,2.7206246493191085e-15,-1.8147400125270059e-19,4.1764709656325462e-20,-4.2335833606189473e-31,2.1780410986291376e-31,-9.225925095281955e-28,3.5886109501642872e-31,3.7172199196767659e-40,6.3901016624464651e-28,-3.045046404010521e-15,3.2054816620367125e-24,-7.1813145614950408e-17,2.2245290794370298e-13,1.8218036098562271e-23,7.3924914798803786e-20,1.254847664935809e-16,1.8942880865052919e-39,-1.5228399960631729e-21,-1.4245693022534924e-25,-6.5136213394653486e-33,1.0336660464053519e-34,0.88129999999999997,0.0,0.0,0.0,0.00988979375494233,0.10880297841112593,0.00010000000000000047,1.3592495869097902e-08,9.3440740086077334e-08,7.2906799234636707e-08,7.9653978962696071e-14,2.1059443896637909e-08,1.9390623132912167e-11,5.2724099373265871e-10,5.4430988048477168e-16,8.6431342829916997e-18,1.0171008317427562e-14,1.117941233631115e-12,2.3337033691001845e-09,2.6907730472943467e-11,4.8796084377325072e-21,9.2154918292202854e-19,6.8246083519528945e-23,8.4871742347950355e-21,2.3351775137457204e-09,1.070205720123476e-22,3.3017733821224621e-24,4.2019208963455568e-26,3.9018457166089782e-28,2.0355928396473612e-29,1.7193843454125672e-12,2.2221348213479044e-13,1.4234927108272625e-16,9.7064981145722372e-17,5.9103071739723038e-18,1.1578254858910905e-20,8.3155160893256391e-17,1.5753366996125355e-15,3.7980587799620104e-27,9.5272737758150006e-16,5.0352740125410609e-15,6.2249064529852544e-16,8.811522646483772e-19,6.9276235490411295e-19,1.5854308283016488e-18,1.6920118890680271e-24
1.9260428029094858e-10,0.0027453947839686387,-5.9060284966981645e-20,-2.8884926811380723e-15,-1.9111692273007132e-15,2.8402466472129098e-16,2.2093183322973166e-12,8.617479443695819e-19,2.7166332415104371e-29,-7.1905845361312224e-22,1.9676244485504056e-31,3.7106465781545769e-15,2.9663352841079238e-15,-1.548928232723779e-19,4.4134549140587148e-20,-5.0313796738999476e-31,2.4060471975374083e-31,-9.2808445870599113e-28,3.9468069260400038e-31,3.8578033374072918e-40,6.9207185666491039e-28,-3.3069345872991413e-15,3.3786430908736338e-24,-7.5665984844661616e-17,2.395780979305296e-13,2.0164217748914386e-23,7.7673357034660665e-20,1.3187139632370791e-16,2.0755505808778232e-39,-1.6262040893164546e-21,-1.5733646598258636e-25,-7.4503913780643461e-33,1.1366122747337561e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897882038131556,0.10880297747237588,0.00010000000000000044,1.3958278801061597e-08,9.5955207423657873e-08,7.4511252394421103e-08,8.179744997407776e-14,2.1983725663819663e-08,1.9390612785459999e-11,5.4159496021288295e-10,5.6819922367694525e-16,8.8784409078147166e-18,1.1095849986345543e-14,1.1791377192386847e-12,2.3967631783657173e-09,2.8375401429030735e-11,5.0232868509445247e-21,9.9538920624203924e-19,7.254241965016378e-23,9.234320183199295e-21,2.398277181523708e-09,1.1929204904515327e-22,3.7723600228962035e-24,4.8038670439655791e-26,4.5784168228818434e-28,2.3840353662206693e-29,1.800496703022108e-12,2.393201641904459e-13,1.533231936327402e-16,1.0459756955615708e-16,6.0176646659521521e-18,1.3000603214889198e-20,8.7870960721052947e-17,1.6609731971324706e-15,4.3439129477561701e-27,9.755363319211273e-16,5.2307404755669135e-15,6.6355902443886969e-16,9.39451791224255e-19,7.386142152035018e-19,1.7007425244330477e-18,1.8150753639180649e-24
1.9669462766606882e-10,0.0027453947818593056,-6.078603578659413e-20,-2.9812709381498915e-15,-3.3242687369550727e-15,2.9662703252153363e-16,2.3017417681198062e-12,9.3056133428297179e-19,2.8238518595010494e-29,-5.0293354920039825e-22,2.1425367917662645e-31,4.2959051560348002e-15,3.5188598141109543e-15,-1.3613703591959211e-19,4.628493542726456e-20,-8.9321109322242019e-31,2.6007501677006056e-31,-9.3192470380986625e-28,4.2989276396279738e-31,4.0819410760503226e-40,7.3717030069181343e-28,-3.8744470445153209e-15,3.5222153741360774e-24,-7.9192450496838823e-17,2.5403872092674544e-13,2.1848970596668687e-23,8.1136319896647544e-20,1.3776794975939281e-16,2.2283407897787967e-39,-1.7231210349224039e-21,-1.6998656820657644e-25,-8.2805746532493536e-33,1.2377726413901655e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897837054108904,0.10880297670388306,0.00010000000000000042,1.4254691534907783e-08,9.799281276578457e-08,7.5803652284689722e-08,8.3534417420484122e-14,2.2740491695959961e-08,1.939060440031651e-11,5.5322673536338189e-10,5.8775889091449066e-16,9.0691222609515642e-18,1.1886525164053211e-14,1.2299349803494639e-12,2.4478639197224155e-09,2.9593319101760658e-11,5.1401417304136287e-21,1.0579433562612937e-18,7.6150834467466749e-23,9.8735802543964462e-21,2.4494102233692467e-09,1.300072934695884e-22,4.1921050267999885e-24,5.3411415452842011e-26,5.1962666728537114e-28,2.7018016348362095e-29,1.8672062717801178e-12,2.5376515625692291e-13,1.6259018240228633e-16,1.1096026366411205e-16,6.1038133402907157e-18,1.4249309095656363e-20,9.2149791279955382e-17,1.7320061918484802e-15,4.8313314586773098e-27,9.9415799236065614e-16,5.3912113397564463e-15,6.9799305061766514e-16,9.8833754818166384e-19,7.7706268338890427e-19,1.7977601773457403e-18,1.9186149840025575e-24
2.0078497504118906e-10,0.0027453947797315237,-6.4028936429912624e-20,-3.141429776271495e-15,-4.1025877514369219e-15,3.1160858100617755e-16,2.3958472846092802e-12,1.0033456511302696e-18,2.9365825907458177e-29,6.8300988249282035e-23,2.3646539351569984e-31,4.6634659097339771e-15,3.8474059705581986e-15,-1.1053186991317834e-19,4.8776888150761783e-20,-1.1571669315683732e-30,2.8059823584745791e-31,-9.3522907865883136e-28,4.745571838600967e-31,4.5355789105313369e-40,7.842146248384275e-28,-4.2208539736794832e-15,3.6686925017205012e-24,-8.3327620331605114e-17,2.6902880577095543e-13,2.3633931588092153e-23,8.5247691302675741e-20,1.4476280898951288e-16,2.3866635297185244e-39,-1.8395731415399431e-21,-1.8325699353199945e-25,-9.1776820559005123e-33,1.366044528033322e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897792069884659,0.10880297592866536,0.00010000000000000042,1.4551103437888173e-08,1.0003041511479372e-07,7.7089324929734366e-08,8.527138228862501e-14,2.3503980918615943e-08,1.9390596015133481e-11,5.6485849326302821e-10,6.0749232864835371e-16,9.2598033312938213e-18,1.2715124617573154e-14,1.2818129965629425e-12,2.4989646366374142e-09,3.0836826931054448e-11,5.2573768839263872e-21,1.1229753552650484e-18,7.9875128472810319e-23,1.0544148666007403e-20,2.5005432416556509e-09,1.41448923269553e-22,4.6487276617120571e-24,5.9259722603027004e-26,5.8824324031904436e-28,3.0542950565946608e-29,1.9347776456556222e-12,2.6873903545204118e-13,1.7219694887191411e-16,1.1755780872399257e-16,6.190959793017463e-18,1.5588820109894604e-20,9.7107942360178968e-17,1.8045032943877826e-15,5.3620977605440951e-27,1.0129098309745597e-15,5.553535322565053e-15,7.3347323741598994e-16,1.0387122213414155e-18,8.1668255163662594e-19,1.898020554614111e-18,2.0256153169542139e-24
2.048753224163093e-10,0.002745394777585862,-6.7895787812337045e-20,-3.3296406778754486e-15,-3.6664797705636676e-15,3.2769753870759826e-16,2.4914417493938684e-12,1.0802386153946246e-18,3.0527666963485777e-29,2.4938438916354685e-22,2.6164522582065255e-31,4.6003152335179677e-15,3.742338702947067e-15,-7.690870826844547e-20,5.1442220016516984e-20,-1.0934147249321443e-30,3.0226486438818441e-31,-9.3779463126228041e-28,5.251839815326477e-31,5.1038140751409474e-40,8.3321399324420089e-28,-4.1349752952773115e-15,3.8180698896986094e-24,-8.7758797776494887e-17,2.8455509135956627e-13,2.5522702542151789e-23,8.9662106218174213e-20,1.5227227485503162e-16,2.5508365880181987e-39,-1.9666811028348886e-21,-1.9723953561290787e-25,-1.0143845946837325e-32,1.5114127169651789e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897747085458301,0.10880297514693217,0.0001000000000000004,1.4847514510004113e-08,1.0206801451467396e-07,7.8368479537824001e-08,8.7008344616059316e-14,2.4273984132283069e-08,1.9390587629910806e-11,5.7649023400369244e-10,6.2739412981742936e-16,9.4504841203463664e-18,1.3582592363099899e-14,1.3347724144137118e-12,2.5500653291106122e-09,3.2105924856708329e-11,5.3749925391555879e-21,1.1905265137174789e-18,8.3717458011599875e-23,1.1247011443950026e-20,2.5516762363844645e-09,1.5365157516077711e-22,5.1446603197173011e-24,6.5615325106129709e-26,6.6428976895994839e-28,3.4445290975397556e-29,2.0031969139239454e-12,2.8424853331615726e-13,1.8214782517621904e-16,1.2439322408970628e-16,6.27843100372424e-18,1.7023701615583119e-20,1.0241078355504211e-16,1.8784631051509923e-15,5.9391257687578518e-27,1.0317959800550909e-15,5.7177114720767814e-15,7.7001158894749465e-16,1.0905929226199487e-18,8.574872855188856e-19,2.0015633293664656e-18,2.1361187028669739e-24
2.0855663505391752e-10,0.0027453947756399403,-7.0996022608442627e-20,-3.4827955168123197e-15,-3.1917356779453763e-15,3.4182362830435777e-16,2.5789852989905333e-12,1.1530682927450939e-18,3.1593836626446574e-29,-1.1123176575769382e-22,2.848602515690678e-31,4.5091744632067644e-15,3.6144445933199286e-15,-4.6609498816811863e-20,5.3814935198877303e-20,-1.0056353638029026e-30,3.2274562863095186e-31,-9.3932330017970233e-28,5.7188901875197711e-31,5.5579027649006503e-40,8.7898367883845345e-28,-4.0239073764809365e-15,3.9549853136179386e-24,-9.1678085191186411e-17,2.9899268250694997e-13,2.7314366149992085e-23,9.3540732105627657e-20,1.5887321538261558e-16,2.7037839341231692e-39,-2.0808634874347344e-21,-2.10462373278069e-25,-1.1074580565755423e-32,1.6455054998328768e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897706599301461,0.10880297443796892,0.00010000000000000037,1.5114283764520463e-08,1.0390185148516807e-07,7.9514313431744661e-08,8.8571608565712195e-14,2.4972388825685621e-08,1.9390580083176419e-11,5.8695878622062336e-10,6.4544536816233611e-16,9.6220965936181542e-18,1.439732631000374e-14,1.3833610254871e-12,2.5960559314386645e-09,3.3269992472846598e-11,5.4811721470997502e-21,1.2535103009505459e-18,8.7278268468014512e-23,1.190802883818144e-20,2.5976959114999266e-09,1.653141032302698e-22,5.6267094356326721e-24,7.179652044182422e-26,7.3961038284450236e-28,3.8306570726072e-29,2.0654879744858733e-12,2.9867051185242418e-13,1.9140135217363884e-16,1.3075093334291428e-16,6.357001608121396e-18,1.8400514357107665e-20,1.0713123353809562e-16,1.9462763946749984e-15,6.5005235599357205e-27,1.0489024525058911e-15,5.8670531060197479e-15,8.0381075266036793e-16,1.1385873430217684e-18,8.9523572916080489e-19,2.0975910429710216e-18,2.2386018296251009e-24
2.1223794769152575e-10,0.002745394773680375,-7.399725594324056e-20,-3.6320639943162984e-15,-3.7900350641682989e-15,3.5597988873681433e-16,2.6682771829365031e-12,1.2294468639876395e-18,3.2673885724237401e-29,-5.9037594420953376e-22,3.0940426467394705e-31,4.8019629567436491e-15,3.8704303892881146e-15,-2.1379259765408109e-20,5.621198936214548e-20,-1.2391807377914771e-30,3.4417158108783246e-31,-9.4014383946522225e-28,6.2128290207863878e-31,5.9844076745202815e-40,9.2637279894674169e-28,-4.2967427738788551e-15,4.0942425604362159e-24,-9.5622705024459071e-17,3.1387473032247932e-13,2.9195753796652106e-23,9.7429297735489651e-20,1.654927973643103e-16,2.8616830101203199e-39,-2.1977454824686262e-21,-2.2428682819219303e-25,-1.2066289789996228e-32,1.7872972481500108e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897666112980794,0.10880297372403534,0.00010000000000000034,1.5381052346038678e-08,1.0573568607592523e-07,8.0655175480959538e-08,9.0134870464910388e-14,2.5675762099262383e-08,1.9390572536409855e-11,5.9742732479029725e-10,6.6362502658409897e-16,9.7937088431686057e-18,1.5244997265184617e-14,1.4328265729178807e-12,2.6420465139686971e-09,3.4454787975317395e-11,5.5876603129747999e-21,1.3185974189398265e-18,9.0938036560454233e-23,1.2596761418794141e-20,2.6437155675361019e-09,1.7764868879214374e-22,6.1445912010643313e-24,7.8440765062779014e-26,8.2195852453817475e-28,4.2524363782701169e-29,2.1284451441776182e-12,3.1353646451351939e-13,2.0094012280188222e-16,1.3730585781225724e-16,6.4356239281072751e-18,1.9861890650608007e-20,1.1189987144285261e-16,2.0152723268266935e-15,7.1041850421395807e-27,1.0661036698969598e-15,6.0178922481012592e-15,8.384854886722244e-16,1.1878279599451257e-18,9.3396462048227038e-19,2.196338491630078e-18,2.3439875225413366e-24
