Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595)
2.020681389972852e-06,0.0027439815485444117,3.6702141364420766e-11,5.3147503336098783e-09,2.9058000977405781e-13,8.4739367639056683e-08,3.5733659311181447e-06,3.9030366237698735e-05,9.7046944645987313e-26,3.1565456917960973e-28,2.8855911861903247e-19,4.9938614235603906e-13,3.834704248692178e-18,5.7672304849863566e-12,5.8636993391829969e-11,2.2677919648366713e-17,5.369043926970359e-17,3.0560358742705647e-14,1.5024780469285356e-13,3.2737976962004404e-22,2.1166832020588554e-12,5.9081404488877865e-19,9.1879604893685221e-13,2.5621811189063904e-12,2.3860403896676868e-05,2.4565661851698104e-13,3.305358919762052e-11,2.7240970004067258e-06,2.9856115565053232e-33,5.5278153674992511e-19,2.2230726089045204e-11,3.1247537977925629e-12,2.7953012395493383e-21,0.88129999999999997,0.0,0.0,0.0,0.0078235119790834758,0.10821888525578185,9.9999994274398371e-05,7.5325604510971785e-05,0.00012788584195883298,4.1831709519736637e-05,1.0848759964700327e-10,3.756717558172709e-05,1.5529075587136627e-11,7.2649759509028038e-07,9.7097612683984128e-13,1.1909578949804754e-14,0.00050008846327512832,0.00053908271310819692,2.2302678778435773e-05,0.0006723151404715807,1.8774075769567417e-13,3.4360937264402987e-09,1.3841934564619918e-12,1.0271399469065495e-08,2.2592665769764883e-05,3.3291772851917509e-07,2.2693911303895383e-07,2.2823439172034052e-08,7.9844542828905229e-08,1.7145686044465432e-06,5.7122944728644216e-09,1.1694086637758252e-05,7.4819999790281115e-09,5.1905229384296673e-09,5.7692597189240468e-15,1.2153778562692391e-05,7.978971126618067e-11,7.0709238990565734e-10,4.2100678776870853e-07,2.3176670112824237e-12,3.2611581224783416e-11,9.008059764230489e-08,1.2777621054699701e-10,1.0054717412686984e-10,2.9510001508500321e-10,3.1493766822358012e-16
2.040905920842018e-06,0.0027439700687753575,3.7794778556786849e-11,5.3681763490143792e-09,2.9031219087632251e-13,8.568306360215603e-08,3.5739329468161506e-06,3.9461001497171962e-05,1.00642252675714e-25,3.2295754996673579e-28,3.028361443107749e-19,5.1133304748945983e-13,3.9291722063827634e-18,5.8439245989385195e-12,6.0620701763819796e-11,2.4142517455680832e-17,5.5690012774026683e-17,3.1043844735685428e-14,1.5413449371575446e-13,3.4192556408652392e-22,2.186173709137541e-12,6.2079423727801911e-19,9.3869140497939981e-13,2.6581121306260187e-12,2.4082869055477071e-05,2.4794873807792636e-13,3.3684227097012806e-11,2.7821786520843114e-06,3.1186589310473777e-33,6.2643097853773e-19,2.2826571225287071e-11,3.2415770220899559e-12,2.8903426131392551e-21,0.88129999999999997,0.0,0.0,0.0,0.0078069698427608259,0.10821399064947659,9.9999994206305704e-05,7.5607694210491348e-05,0.00012760923955925093,4.17357927493972e-05,1.0824851014226419e-10,3.747961405038147e-05,1.5498318778614903e-11,7.2489650951013499e-07,9.6871297675593876e-13,1.1883332124968805e-14,0.00050457811170979603,0.00054435671856884154,2.2499746472631916e-05,0.00067859129040012906,1.8956956607923888e-13,3.4697199679389417e-09,1.3966218282076735e-12,1.0364185964291763e-08,2.2795049983508361e-05,3.3707448258387166e-07,2.2976464689691816e-07,2.3113906737919272e-08,8.0865304617606431e-08,1.7549309763942191e-06,5.6992005205092101e-09,1.1732112242713415e-05,7.5060210688818025e-09,5.2071872228363822e-09,5.7635317060071289e-15,1.2338181377133466e-05,8.2611190657376797e-11,7.1344120677360341e-10,4.3127224658993745e-07,2.3168085264036795e-12,3.2609416970243293e-11,9.1037875609306766e-08,1.2912877629180894e-10,1.0161150893809786e-10,2.9822381124299101e-10,3.1827145686350864e-16
2.0591079986242674e-06,0.0027439597836114893,3.8794533101303487e-11,5.4161065282975795e-09,2.8998767035031734e-13,8.6531896151372626e-08,3.5744451671887745e-06,3.9847825411715946e-05,1.0395845399821143e-25,3.3006079555793798e-28,3.1618323417439694e-19,5.2221091853792266e-13,4.0152830254268539e-18,5.9131485221706881e-12,6.2443882991490876e-11,2.5528418974189811e-17,5.7532874896259745e-17,3.1481517657979516e-14,1.5767907878127748e-13,3.5542085746732215e-22,2.2499768483539868e-12,6.4875099311460767e-19,9.567723551019637e-13,2.7464650575831812e-12,2.4282652518440213e-05,2.5000707240918373e-13,3.4255655672554305e-11,2.8349027331266325e-06,3.2422938419840706e-33,6.9574084721099474e-19,2.3370085025674293e-11,3.3491554817983705e-12,2.9777188661683274e-21,0.88129999999999997,0.0,0.0,0.0,0.007792144595094635,0.10820960322058711,9.999999414524234e-05,7.5856709137652638e-05,0.00012736056772062716,4.1650031589005482e-05,1.0803359117758085e-10,3.7401325992711886e-05,1.547075730190227e-11,7.2345728422327523e-07,9.6668951255241986e-13,1.1859738699063186e-14,0.00050860085769425427,0.0005490857073823344,2.2676727292142551e-05,0.00068421692521872463,1.9120925865293764e-13,3.4998712652680317e-09,1.4077577186455226e-12,1.0447327446160476e-08,2.2976853194907368e-05,3.4081380692265698e-07,2.3230626642113729e-07,2.3375206517633489e-08,8.178350592239833e-08,1.7916088594723989e-06,5.6874929698699494e-09,1.1765739034640195e-05,7.5272579854259359e-09,5.2219200271270719e-09,5.7583881688164503e-15,1.2504305694662061e-05,8.5207778998925712e-11,7.1914438927568651e-10,4.4061347827954543e-07,2.3160391484658815e-12,3.2607505155949083e-11,9.1898574916598914e-08,1.3034480241853341e-10,1.0256840064039975e-10,3.0103226454812938e-10,3.2126870420325554e-16
2.0773100764065167e-06,0.0027439495423539966,3.9809870058302422e-11,5.4638912718620248e-09,2.8965173080083353e-13,8.7380261187765737e-08,3.5749592335576868e-06,4.023394272544482e-05,1.0735210949057006e-25,3.3726948428176234e-28,3.3001527737595193e-19,5.3320787106493006e-13,4.1024296557322677e-18,5.9825609784020509e-12,6.4303282188430679e-11,2.6981088940431178e-17,5.9417200373383322e-17,3.1921596667277139e-14,1.6126791403264803e-13,3.693064055400562e-22,2.3149862035587328e-12,6.7765443045400028e-19,9.7501903293829226e-13,2.836747017779157e-12,2.4482026332177501e-05,2.5206107093687929e-13,3.4830711386209802e-11,2.8880518354459008e-06,3.3696880314148313e-33,7.6801044178761424e-19,2.392047708833013e-11,3.459066686130738e-12,3.0668563514266507e-21,0.88129999999999997,0.0,0.0,0.0,0.0077773783631524662,0.10820523247579093,9.9999994084399001e-05,7.6101172207746254e-05,0.00012711218605903984,4.1564792606712208e-05,1.078189487398018e-10,3.7323517060543885e-05,1.5443308484024888e-11,7.2201991070345964e-07,9.6467843201673502e-13,1.183617562943948e-14,0.00051260672111614247,0.00055379808454838716,2.2853349462627794e-05,0.00068982096487050669,1.9284307254463736e-13,3.5299166468335897e-09,1.418846884876875e-12,1.0530124107273261e-08,2.3158333234360676e-05,3.4455145650349596e-07,2.3484658894428003e-07,2.363639069631246e-08,8.2701245398029526e-08,1.8286183152536834e-06,5.6758567228368583e-09,1.1798812908249119e-05,7.5481406371779347e-09,5.2364070652728656e-09,5.7532563523800996e-15,1.2670573943274579e-05,8.785922731129383e-11,7.2483742831361301e-10,4.500514705950584e-07,2.3152731112815051e-12,3.260563095207984e-11,9.2758469937617532e-08,1.3155961612462791e-10,1.0352433828816139e-10,3.0383791772225003e-10,3.2426296317740327e-16
2.095512154188766e-06,0.002743939344744623,4.0840849549226288e-11,5.5115302778094697e-09,2.8932208074511399e-13,8.8228158978747992e-08,3.575475181594521e-06,4.0619355284111293e-05,1.1082443251558254e-25,3.4450080768811351e-28,3.4434540691020561e-19,5.443239402218473e-13,4.1906154872348924e-18,6.0521617744768431e-12,6.6199252083652293e-11,2.8503079402035719e-17,6.1343464994379126e-17,3.2364085575027646e-14,1.6490113074403174e-13,3.8358704947447165e-22,2.3812123027520124e-12,7.0752537301831036e-19,9.9343126057405197e-13,2.9289772846635532e-12,2.468099297221073e-05,2.5411076193615757e-13,3.5409370834798457e-11,2.9416241794646629e-06,3.5009281020249748e-33,8.4333186623045019e-19,2.4477753786525691e-11,3.571333162647338e-12,3.1577734143118074e-21,0.88129999999999997,0.0,0.0,0.0,0.0077626708007141965,0.10820087831907754,9.9999994023787099e-05,7.6341138549527394e-05,0.00012686412554217138,4.1480064638606068e-05,1.0760460889194841e-10,3.7246177112059213e-05,1.5415971657989618e-11,7.205845634853639e-07,9.6267947301942547e-13,1.1812645777269578e-14,0.00051659580784787031,0.00055849392505169407,2.3029614374462623e-05,0.00069540350634453069,1.9447103502803289e-13,3.5598565906240954e-09,1.4298896199007462e-12,1.0612578104769573e-08,2.3339491422810469e-05,3.4828741927725189e-07,2.3738560723708263e-07,2.3897458392600187e-08,8.3618520239396414e-08,1.86595775117521e-06,5.6642902538915235e-09,1.1831345087599903e-05,7.5686762455482298e-09,5.2506533470257212e-09,5.7481368529452265e-15,1.283697736271646e-05,9.0566130317142539e-11,7.305203653662171e-10,4.5958605741470187e-07,2.3145106447094097e-12,3.2603797526136847e-11,9.3617562499439449e-08,1.3277322052663203e-10,1.0447932433378929e-10,3.0664077796277957e-10,3.2725424146721459e-16
2.113714231971015e-06,0.0027439291905321807,4.1887530671618299e-11,5.5590233960640302e-09,2.8897711146999736e-13,8.9075589815479846e-08,3.5759930442825773e-06,4.1004064978813131e-05,1.1437659537691662e-25,3.518836837453929e-28,3.5918696773158961e-19,5.5555915829240832e-13,4.2798432254864041e-18,6.1219507178668999e-12,6.8132145175504855e-11,3.0097009151941075e-17,6.3312143463772404e-17,3.280898817349228e-14,1.6857886025396114e-13,3.9827529360416676e-22,2.4486656565555956e-12,7.3838544093232103e-19,1.0120088559891915e-12,3.0231750588266622e-12,2.4879554863836176e-05,2.5615617934171781e-13,3.5991610789070284e-11,2.9956179962019181e-06,3.6361010267572711e-33,9.217989413668032e-19,2.5041921301672539e-11,3.6859773352611417e-12,3.2504884318657666e-21,0.88129999999999997,0.0,0.0,0.0,0.0077480215629668475,0.10819654065501876,9.9999993963418058e-05,7.6576662701661444e-05,0.00012661641547131024,4.1395836942735222e-05,1.0739059629306579e-10,3.7169296383969216e-05,1.5388746159496754e-11,7.1915140770174356e-07,9.6069238321465955e-13,1.1789151849598343e-14,0.00052056822275706031,0.00056317330425804826,2.3205523410316569e-05,0.00070096464736644462,1.9609317349509259e-13,3.5896915770622927e-09,1.440886213935538e-12,1.069469157535719e-08,2.3520329073711286e-05,3.5202168361042897e-07,2.3992331433758466e-07,2.4158408751398171e-08,8.4535327730434353e-08,1.9036255839621481e-06,5.6527920951759415e-09,1.1863346529912773e-05,7.5888718612053697e-09,5.2646637636876503e-09,5.7430302251488814e-15,1.3003507409636132e-05,9.3329082857875762e-11,7.3619324167729954e-10,4.6921707316994645e-07,2.3137519629199459e-12,3.2602007831935568e-11,9.4475854512071629e-08,1.3398561885357769e-10,1.0543336131821033e-10,3.0944085272697913e-10,3.3024254703125402e-16
2.1319163097532643e-06,0.0027439190794613156,4.294997143211344e-11,5.6063705219094077e-09,2.8861744265586787e-13,8.9922553970611399e-08,3.576512851971596e-06,4.1388073746434907e-05,1.1800974263121163e-25,3.5940941599397113e-28,3.7455351555975374e-19,5.6691355569887152e-13,4.3701157093718753e-18,6.1919276160496898e-12,7.0102313711200578e-11,3.1765570075650188e-17,6.5323710663160177e-17,3.3256308217805257e-14,1.7230123398915663e-13,4.1337477685349604e-22,2.5173567570303694e-12,7.7025722825841454e-19,1.0307516383512294e-12,3.1193594622503169e-12,2.5077714380193046e-05,2.5819734582518929e-13,3.6577408225372978e-11,3.0500315280458698e-06,3.7752882718515142e-33,1.0035073113279587e-18,2.561298561339926e-11,3.8030215169234555e-12,3.3450198007483418e-21,0.88129999999999997,0.0,0.0,0.0,0.0077334303066845956,0.10819221938881664,9.9999993903303561e-05,7.6807798572608511e-05,0.0001263690834460285,4.1312099208111033e-05,1.0717693414660767e-10,3.7092865505387388e-05,1.5361631327288014e-11,7.1772059873781217e-07,9.5871692039878504e-13,1.1765696393677815e-14,0.00052452406964399333,0.00056783629788748177,2.3381077944579493e-05,0.00070650448636313959,1.9770951544934554e-13,3.61942208883908e-09,1.4518369542458778e-12,1.0776466634022527e-08,2.3700847492473372e-05,3.5575423812592575e-07,2.4245970346012624e-07,2.441924094137712e-08,8.5451665242591975e-08,1.941620240552049e-06,5.6413608377608817e-09,1.1894827912760467e-05,7.6087343534597882e-09,5.2784430807461999e-09,5.7379369917219209e-15,1.3170155768479412e-05,9.6148679893289086e-11,7.4185609823814279e-10,4.7894435290711462e-07,2.3129972677090746e-12,3.2600264652473333e-11,9.5333347969813482e-08,1.3519681445004746e-10,1.0638645187327821e-10,3.1223814973899012e-10,3.332278881129064e-16
2.1501183875355136e-06,0.0027439090112824495,4.4028228979337158e-11,5.6535712677000797e-09,2.882665183534033e-13,9.076905171864329e-08,3.5770346333014471e-06,4.1771383559464311e-05,1.2172511852260486e-25,3.6693870642028986e-28,3.9045880506225191e-19,5.783871611115732e-13,4.4614362279054863e-18,6.2620922775337614e-12,7.2110109725638275e-11,3.3511515733411342e-17,6.7378640936140985e-17,3.3706049444338451e-14,1.7606838343682878e-13,4.2889492126939466e-22,2.5872960807467354e-12,8.0316203841854909e-19,1.0496594259874455e-12,3.2175495515537706e-12,2.5275473852681056e-05,2.6023429018727453e-13,3.7166740295984595e-11,3.1048630267262228e-06,3.918578243692063e-33,1.0885541134590984e-18,2.619095253681482e-11,3.9224879281995308e-12,3.441385933486317e-21,0.88129999999999997,0.0,0.0,0.0,0.0077188966899958559,0.10818791442619838,9.9999993843455316e-05,7.7034599552494858e-05,0.00012612215571255024,4.1228841468439116e-05,1.069636445096113e-10,3.7016875416543623e-05,1.5334626502702075e-11,7.1629228430163509e-07,9.5675285040938894e-13,1.1742281830907414e-14,0.00052846345143707897,0.00057248298192020565,2.3556279344791438e-05,0.00071202312228829808,1.9932008847203691e-13,3.6490486103093926e-09,1.4627421256835742e-12,1.0857905378011574e-08,2.3881047977852642e-05,3.5948507171482938e-07,2.4499476799529305e-07,2.4679954151032293e-08,8.6367530216945505e-08,1.9799401562039459e-06,5.6299951198212831e-09,1.1925799687993861e-05,7.6282704463864697e-09,5.2919959629337066e-09,5.7328576465090533e-15,1.3336914307920292e-05,9.9025516472875364e-11,7.4750897583113621e-10,4.8876773217715983e-07,2.3122467501135464e-12,3.2598570625049515e-11,9.6190044932738048e-08,1.3640681074932728e-10,1.0733859870064747e-10,3.1503267692783786e-10,3.3621027317421397e-16
2.168320465317763e-06,0.002743898985741847,4.5122359221115853e-11,5.7006251361658978e-09,2.8791997455467495e-13,9.1615083288734222e-08,3.5775584144268576e-06,4.2153996437788815e-05,1.2552395239043477e-25,3.7450081576523536e-28,4.069168260460274e-19,5.8998000122934476e-13,4.5538077178411446e-18,6.3324445113471681e-12,7.4155884948592213e-11,3.533768886202996e-17,6.9477408648203819e-17,3.4158215545927841e-14,1.7988044018983193e-13,4.4484171796098601e-22,2.6584940823974357e-12,8.371214330937421e-19,1.068732037536469e-12,3.3177642901577275e-12,2.5472835555418969e-05,2.6226704268356094e-13,3.7759584390620896e-11,3.1601107572137979e-06,4.0660641328013234e-33,1.177038651413203e-18,2.6775827658841301e-11,4.0443986587945665e-12,3.5396052732536134e-21,0.88129999999999997,0.0,0.0,0.0,0.00770442037303108,0.10818362567364385,9.9999993783885291e-05,7.7257118300073861e-05,0.00012587565669166877,4.1146054224668913e-05,1.067507478830447e-10,3.6941317481621658e-05,1.5307731030920262e-11,7.1486660168084413e-07,9.5479995004173799e-13,1.1718910411862919e-14,0.00053238646984061166,0.0005771134326465183,2.3731128968770173e-05,0.00071752065474671651,2.0092492023995699e-13,3.6785716278144557e-09,1.4736020097127336e-12,1.093900987962933e-08,2.4060931819161755e-05,3.6321417346441973e-07,2.4752850146573472e-07,2.4940547591206596e-08,8.7282920181842333e-08,2.0185837782219335e-06,5.6186936433923709e-09,1.1956271994869682e-05,7.6474866620510514e-09,5.3053269348413232e-09,5.7277926452762459e-15,1.3503775152287895e-05,1.0196018776384809e-10,7.5315191494221159e-10,4.9868704726733165e-07,2.3115005868697089e-12,3.2596928192554127e-11,9.7045947549066437e-08,1.3761561130545016e-10,1.0828980459698846e-10,3.1782444250142894e-10,3.3918971097484748e-16
2.186522543100012e-06,0.002743889002595436,4.623241701400717e-11,5.747532022107986e-09,2.8754310348009336e-13,9.2460648914801066e-08,3.5780842192227368e-06,4.2535914436719819e-05,1.294073781284875e-25,3.8231004428901428e-28,4.2394176919996414e-19,6.0169209998805852e-13,4.6472325251937942e-18,6.4029841258116255e-12,7.6239990855497752e-11,3.7247005824002056e-17,7.1620487156012165e-17,3.4612810203333918e-14,1.8373753590091036e-13,4.6122064221577162e-22,2.7309611987074788e-12,8.7215969710022364e-19,1.0879692876526961e-12,3.4200225657383706e-12,2.566980171803673e-05,2.6429561745948237e-13,3.8355918073176371e-11,3.2157729950719933e-06,4.2178290051089009e-33,1.2690620646812882e-18,2.7367616384037168e-11,4.1687756915325336e-12,3.6396962854396703e-21,0.88129999999999997,0.0,0.0,0.0,0.0076900010175838061,0.10817935303824563,9.9999993724605548e-05,7.7475406887410876e-05,0.0001256296093942419,4.1063728340737483e-05,1.0653826357838414e-10,3.6866183390950675e-05,1.5280944260317833e-11,7.1344368019748909e-07,9.5285800452078146e-13,1.1695584256539188e-14,0.00053629322558419647,0.00058172772656887015,2.3905628166482161e-05,0.00072299718380735298,2.0252403849144931e-13,3.7079916290522807e-09,1.4844168851000779e-12,1.101978219133863e-08,2.424050029808839e-05,3.669415327573567e-07,2.500608975829461e-07,2.5201020491975551e-08,8.8197832731547449e-08,2.0575495633751912e-06,5.6074551601206951e-09,1.1986254727258421e-05,7.6663893653426385e-09,5.3184404120211551e-09,5.7227424094729691e-15,1.3670730627074732e-05,1.0495328901639449e-10,7.5878495581792052e-10,5.0870213504654722e-07,2.310758941704853e-12,3.2595339620212508e-11,9.7901058033009016e-08,1.3882321976170608e-10,1.0924007242920817e-10,3.2061345487383244e-10,3.4216621049449898e-16
2.2047246208822612e-06,0.0027438790615939633,4.7358456154198879e-11,5.7942918587327865e-09,2.8715139828486235e-13,9.3305748812743585e-08,3.5786120696305393e-06,4.2917139645531849e-05,1.3337662188544663e-25,3.9027311960482317e-28,4.4154802549309738e-19,6.1352347916895675e-13,4.7417136734043461e-18,6.4737109280962247e-12,7.8362778651254718e-11,3.9242461765487104e-17,7.3808349445857273e-17,3.5069837070470226e-14,1.8763980230065346e-13,4.7804204271940371e-22,2.8047078476809443e-12,9.0830106897211991e-19,1.1073709902340148e-12,3.5243431861394213e-12,2.5866374525573284e-05,2.6632002590091786e-13,3.8955719094427518e-11,3.2718480269039969e-06,4.3739565356749341e-33,1.3647274190087596e-18,2.7966323931566323e-11,4.2956408974797856e-12,3.7416774499959565e-21,0.88129999999999997,0.0,0.0,0.0,0.0076756382872658346,0.10817509642774381,9.9999993665628311e-05,7.7689516777235744e-05,0.00012538403544846378,4.0981855038604419e-05,1.0632620973406181e-10,3.6791465158558875e-05,1.5254265542765234e-11,7.1202364131816952e-07,9.509268074379245e-13,1.1672305356155574e-14,0.0005401838183912485,0.00058632594035394375,2.407977827968009e-05,0.00072845280993064185,2.041174710086026e-13,3.7373091027736473e-09,1.4951870278276902e-12,1.1100224345088342e-08,2.441975468834471e-05,3.7066713913713084e-07,2.5259195015940567e-07,2.5461372097895021e-08,8.9112265514121979e-08,2.0968359785205105e-06,5.5962784705927717e-09,1.2015757530166812e-05,7.6849847608166371e-09,5.3313406987960197e-09,5.717707332334376e-15,1.3837773262317362e-05,1.0800541555687821e-10,7.6440813845441606e-10,5.1881283300712882e-07,2.3100219675876905e-12,3.2593807025894974e-11,9.8755378662623083e-08,1.4002963984720126e-10,1.1018940513174223e-10,3.2339972265734107e-10,3.451397809244097e-16
2.2229266986645105e-06,0.002743869162495087,4.8500529562367065e-11,5.8409040155605792e-09,2.8679971591911399e-13,9.415038320556352e-08,3.5791419866284567e-06,4.3297674181326375e-05,1.3743309017971959e-25,3.9803802580715047e-28,4.5975020169562999e-19,6.2547415885881773e-13,4.8372550103109098e-18,6.5446247280591917e-12,8.0524599289739625e-11,4.1327124200828767e-17,7.6041468264519338e-17,3.5529299797780531e-14,1.915873711675646e-13,4.9531489251144372e-22,2.8797444302143613e-12,9.4556507387523348e-19,1.1269369600692816e-12,3.6307448871767763e-12,2.6062556124747343e-05,2.6834031190988259e-13,3.9558965376229551e-11,3.3283341491243068e-06,4.534557033618253e-33,1.4641394761396779e-18,2.8571955355503492e-11,4.4250160464798132e-12,3.8455672723603163e-21,0.88129999999999997,0.0,0.0,0.0,0.0076613318473578986,0.10817085575045851,9.999999360696594e-05,7.7899498890292854e-05,0.00012513895530122949,4.0900425845305699e-05,1.0611460347915658e-10,3.6717155076262156e-05,1.5227694233342518e-11,7.106065997502294e-07,9.4900615956438288e-13,1.1649075591125923e-14,0.00054405834709728899,0.00059090815078152823,2.4253580642760008e-05,0.00073388763387296314,2.0570524560117126e-13,3.7665245384569085e-09,1.5059127114205181e-12,1.118033835476748e-08,2.4598696256500534e-05,3.7439098240018714e-07,2.5512165318212578e-07,2.5721601670549783e-08,9.0026216232557889e-08,2.1364414993024813e-06,5.5851624171082239e-09,1.2044789832398947e-05,7.7032789128528241e-09,5.3440320022439599e-09,5.7126877866165793e-15,1.400489576617204e-05,1.1111716276595074e-10,7.7002150262360231e-10,5.2901897918939928e-07,2.3092898097375452e-12,3.2592332421726341e-11,9.9608911768526807e-08,1.4123487536140737e-10,1.1113780569439692e-10,3.2618325462676068e-10,3.4811043162925836e-16
2.2411287764467597e-06,0.0027438593050545857,4.9658689178784677e-11,5.8873679417862643e-09,2.8645165718272899e-13,9.4994552312224246e-08,3.5796739897057722e-06,4.3677520188939309e-05,1.4157801468854835e-25,4.0583099154139901e-28,4.7856312800526528e-19,6.3754415763940342e-13,4.9338590644466553e-18,6.615725338591024e-12,8.27258034584949e-11,4.3504138407697068e-17,7.832031593610156e-17,3.5991202023433301e-14,1.9558037434348623e-13,5.1304305772265802e-22,2.9560813292613328e-12,9.8397265224059156e-19,1.146667011236902e-12,3.7392463282778956e-12,2.625834862284416e-05,2.7035651856441612e-13,4.016563501743812e-11,3.3852296684939094e-06,4.6997327852990052e-33,1.5674048250589417e-18,2.9184515540154645e-11,4.5569228015668367e-12,3.9513842979112502e-21,0.88129999999999997,0.0,0.0,0.0,0.0076470813649480987,0.10816663091532919,9.9999993548630889e-05,7.8105403577063964e-05,0.00012489438820449439,4.0819432599828636e-05,1.0590346093004149e-10,3.6643245717642808e-05,1.5201229690607243e-11,7.0919266341927801e-07,9.4709586895401464e-13,1.1625896730690205e-14,0.00054791690960722078,0.00059547443471814399,2.4427036582342158e-05,0.00073930175664979495,2.0728739009769465e-13,3.795638426138116e-09,1.5165942068280398e-12,1.1260126215302535e-08,2.4777326261577386e-05,3.7811305251591077e-07,2.5765000074800345e-07,2.5981708485297608e-08,9.0939682638451193e-08,2.1763646107921069e-06,5.5741058845872278e-09,1.2073360838782441e-05,7.7212777416927808e-09,5.3565184294490442e-09,5.7076841156749807e-15,1.4172091031581896e-05,1.1428912607716369e-10,7.7562508786038359e-10,5.393204122223453e-07,2.308562602467367e-12,3.2590917672455284e-11,1.0046165973407557e-07,1.4243893017455901e-10,1.1208527716266213e-10,3.2896405972032875e-10,3.5107817214814226e-16
2.259330854229009e-06,0.002743849489032515,5.0832985763951804e-11,5.9336839843582336e-09,2.860338995646728e-13,9.5838256349292237e-08,3.5802080959057974e-06,4.4056679842077287e-05,1.458123822394618e-25,4.1415267590397088e-28,4.9800184698569431e-19,6.4973349147712386e-13,5.0315271989119995e-18,6.6870125701942269e-12,8.4966741541931195e-11,4.5776737550845145e-17,8.0645363960883226e-17,3.6455547380125789e-14,1.9961894372802295e-13,5.3123540129800712e-22,3.0337289075889185e-12,1.0235555847003677e-18,1.1665609535583405e-12,3.849866083758762e-12,2.6453754084599677e-05,2.7236862077695771e-13,4.0775706322913801e-11,3.4425329032148013e-06,4.8695356132759018e-33,1.674632116501673e-18,2.9804009181841179e-11,4.6913827063595597e-12,4.0591470754001747e-21,0.88129999999999997,0.0,0.0,0.0,0.0076328865091606479,0.10816242183198582,9.9999993490635804e-05,7.8307280558118127e-05,0.00012465035212908234,4.0738867477376704e-05,1.0569279712444743e-10,3.6569729958056465e-05,1.517487127703572e-11,7.0778193302762781e-07,9.4519575146043748e-13,1.1602770425675841e-14,0.00055175960280289232,0.00060002486910025932,2.4600147416416796e-05,0.00074469527952191914,2.0886393233818881e-13,3.8246512563027953e-09,1.5272317821684895e-12,1.1339589900788537e-08,2.4955645954220171e-05,3.8183333971050168e-07,2.6017698711530804e-07,2.6241691835323579e-08,9.1852662545942341e-08,2.216603808371584e-06,5.5631078038831352e-09,1.2101479510673254e-05,7.7389870118059219e-09,5.3688039794303503e-09,5.7026966304792235e-15,1.4339352152675939e-05,1.1752190097192133e-10,7.8121893343664997e-10,5.4971697138361852e-07,2.3078404677916136e-12,3.2589564474714599e-11,1.0131362499757634e-07,1.4364180823029155e-10,1.1303182263978665e-10,3.317421470458436e-10,3.5404301220111754e-16
2.277532932011258e-06,0.002743839714187073,5.2023469236425012e-11,5.9798523602424007e-09,2.8561672763370139e-13,9.6681495518064117e-08,3.5807443211998574e-06,4.4435155334498367e-05,1.501376591214323e-25,4.2253554711746072e-28,5.1808159363131663e-19,6.6204217493164069e-13,5.1302633815236088e-18,6.7584862347778303e-12,8.7247763683691379e-11,4.814822516835466e-17,8.3017083931492241e-17,3.6922339485992626e-14,2.0370321127798925e-13,5.4990104256341813e-22,3.1126975122727548e-12,1.0643366580202555e-18,1.1866185995065278e-12,3.9626226612080471e-12,2.6648774543146383e-05,2.7437663308781711e-13,4.1389157708786791e-11,3.5002421803526419e-06,5.044081743876028e-33,1.7859318288767927e-18,3.0430440834610912e-11,4.8284172115850305e-12,4.1688741609192639e-21,0.88129999999999997,0.0,0.0,0.0,0.0076187469507595163,0.10815822841059688,9.9999993432993518e-05,7.8505179067841834e-05,0.00012440686411871964,4.0658722895971412e-05,1.0548262630057178e-10,3.6496600896181057e-05,1.5148618358262151e-11,7.0637450392346652e-07,9.4330562870934125e-13,1.1579698239139288e-14,0.00055558652278203256,0.00060455953087599492,2.4772914456261856e-05,0.00075006830387122213,2.104349001548204e-13,3.8535635195172446e-09,1.5378257033900558e-12,1.1418731369335177e-08,2.5133656578559809e-05,3.855518343023375e-07,2.6270260660943075e-07,2.6501551024558966e-08,9.2765153808525264e-08,2.2571575955624275e-06,5.5521671390915087e-09,1.2129154626568382e-05,7.7564123680294371e-09,5.3808925682142648e-09,5.6977256331631772e-15,1.4506672375041089e-05,1.2081608295868194e-10,7.8680307841975414e-10,5.6020849646556696e-07,2.3071235240388731e-12,3.2588274472592537e-11,1.0216481003613853e-07,1.4484351352293264e-10,1.139774452689092e-10,3.3451752582817844e-10,3.5700496163318556e-16
