Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400)
1.054580512550646e-07,0.00204755050470921,2.1370714735116297e-14,1.5263255216761718e-10,1.709835823358769e-13,1.2617684863735998e-09,1.1615893391251817e-06,1.9497768386603515e-07,2.8333322563567021e-31,1.0119052414115822e-30,1.3462730830699068e-23,2.0189526555448668e-16,7.5634938864997864e-22,7.9011460251214596e-14,1.856980517323753e-15,2.944860298687418e-23,2.2237999117038914e-21,2.9728354311585227e-17,2.6168882120443091e-18,1.7721665284807442e-28,7.1568337281802295e-17,-7.6659526568050757e-25,6.5577298544504373e-16,-2.3582445210024522e-16,7.6462301612889015e-07,9.7994135585590917e-15,7.5535365276105173e-14,1.9598661043480267e-09,2.8957116677152937e-39,-1.2624608395110445e-19,1.6036862323484272e-15,6.5362934557611231e-18,6.4327785689473931e-26,0.88129999999999997,0.0,0.0,0.0,0.0096781519066221153,0.10875255584566301,0.00010000000005174201,9.3698517572436051e-06,8.1187367597099536e-05,3.8181273621379764e-05,8.5695521432671959e-11,3.9648875346365905e-05,3.0714265456548545e-11,5.7254207794684962e-07,9.5394911605452866e-13,8.7984949726494215e-15,8.8609844523616876e-06,8.0663552269486222e-06,2.1397148341155161e-06,2.081908113900595e-05,4.1732495120138741e-15,6.0179532341855621e-11,3.1601162069598993e-14,2.2832264401040407e-10,2.2251651142612929e-06,9.0914427452953828e-10,6.9139535628687135e-10,3.6257732581175562e-11,9.7319941350572176e-11,9.6015735190939931e-11,6.1463255533814842e-09,7.4795184894568921e-07,6.0765505435896764e-10,4.1712901222981617e-10,5.4617322252381895e-15,1.5646472636457216e-08,2.1600281882053517e-15,7.3945918452775916e-11,3.5445545291389277e-11,1.8195070214168322e-12,2.5746358451067077e-11,2.5416111661571678e-09,4.47488950825382e-12,3.4655721678699638e-12,1.0471126460629873e-11,9.4325472361997753e-18,2.5563126343635447e-12,2.6417579512940153e-12,9.311204849292111e-20,2.4085040987230653e-16,5.256601062586056e-20,7.7209986400596533e-16,4.0450836917886698e-12,4.164369651285658e-11,2.0761428291810309e-16,8.9026048591107052e-13,8.786360073066575e-18,4.7617002289239263e-16,1.127617994825721e-09,1.4475768624171118e-13,8.973734691201807e-18,2.2684953334878632e-20,6.8531394991100857e-17,1.3078991176136133e-13,7.837000727871038e-14,1.0138117291291868e-17,1.5477424491217785e-20,4.7713264309675002e-17
1.0626099020293286e-07,0.002047549719761729,2.1703839643623647e-14,1.5481801243874335e-10,1.7201587733356973e-13,1.2867581307787055e-09,1.1754238787130715e-06,2.0026815116962025e-07,3.0081765495550797e-31,-4.213675161309572e-31,1.4014865694612495e-23,2.0782503085278524e-16,7.8760533494210361e-22,8.0666084679111884e-14,1.9241375745777805e-15,3.0789672352798918e-23,2.3131886018553337e-21,3.0892386283731276e-17,2.7561614922556276e-18,1.8730813144510123e-28,7.4136339871266887e-17,-7.7913350420402163e-25,6.743440494047571e-16,-2.3551866142557561e-16,7.7539951821395901e-07,9.9439963238209075e-15,7.7280541749053732e-14,2.0131990949706502e-09,3.0915313148822727e-39,-1.262460507688404e-19,1.6597070293403455e-15,6.854332563313783e-18,6.7111559835139687e-26,0.88129999999999997,0.0,0.0,0.0,0.0096765020820489631,0.10875214248723294,0.00010000000005459982,9.4379636122917324e-06,8.1670525337799611e-05,3.8383518935286352e-05,8.6205213237271202e-11,3.98591878889115e-05,3.0709219468306001e-11,5.7594748279139828e-07,9.5900922085686509e-13,8.8508272615390179e-15,9.0413830246799072e-06,8.2276478008530388e-06,2.1558193910335737e-06,2.111618407990985e-05,4.2565489690165164e-15,6.1388154077506489e-11,3.2244987972574842e-14,2.3314616709474721e-10,2.2419308177643045e-06,9.3500656938389529e-10,7.1120861138337218e-10,3.7414332376482199e-11,1.0068831235094236e-10,1.0018873501587974e-10,6.179102435262668e-09,7.582692063749114e-07,6.1603505371447434e-10,4.2288159008374774e-10,5.4926791537649074e-15,1.6091486748168298e-08,2.2211813168656435e-15,7.4523344942756145e-11,3.6821510905046963e-11,1.8299098168418166e-12,2.5894236334725495e-11,2.5779616937722926e-09,4.5388749202409089e-12,3.5151256090620666e-12,1.0620880586714541e-11,9.5674479912635227e-18,2.6301275802273271e-12,2.7181780963682015e-12,9.5805571666800543e-20,2.4780514534838599e-16,5.4086627668301689e-20,7.9642007991223263e-16,4.1726803879128635e-12,4.2018602329877691e-11,2.0948265666841283e-16,9.2451945762477789e-13,9.1244765739415067e-18,4.8045519810602908e-16,1.1453637099110823e-09,1.4920071788654854e-13,9.249132947958902e-18,2.3381220102376298e-20,7.0634581800417604e-17,1.3530389243707069e-13,8.2540215111360377e-14,1.0461517158059846e-17,1.6301040216883972e-20,5.0646411824474408e-17
1.0706392915080112e-07,0.00204754893410428,2.2040006423230807e-14,1.5701629508330916e-10,1.7306099641141193e-13,1.3120553293221662e-09,1.1892688389891715e-06,2.0565183135314063e-07,3.1925282515371139e-31,-4.0910864092812764e-30,1.4586306861698564e-23,2.1388759437046886e-16,8.199346111427982e-22,8.2345352748384138e-14,1.9932757168760855e-15,3.21856038522115e-23,2.4054541595298938e-21,3.2092557293383465e-17,2.9016851383051197e-18,1.9789798318266235e-28,7.6778311877762747e-17,-7.9183198244705693e-25,6.9331234626606593e-16,-2.3520054775881625e-16,7.8623312324697349e-07,1.0089400919508245e-14,7.9051065981331157e-14,2.0676116762586088e-09,3.2990872897794346e-39,-1.2624601764904697e-19,1.7172820667807647e-15,7.1853119826578931e-18,6.9995206406607612e-26,0.88129999999999997,0.0,0.0,0.0,0.009674852242495981,0.10875172861990727,0.00010000000005757117,9.5060276655069568e-06,8.2151301440475574e-05,3.8584260271679495e-05,8.6712387312233389e-11,4.0067933056987963e-05,3.0704173399832263e-11,5.7933606612631725e-07,9.640316147410934e-13,8.9029010472134547e-15,9.2237691311857794e-06,8.3907242885100248e-06,2.1719210942801392e-06,2.1414995234614784e-05,4.3407681969084021e-15,6.2610218812649234e-11,3.2895914557787297e-14,2.3802559494516576e-10,2.2586938316585116e-06,9.6136386671671268e-10,7.3140426708442003e-10,3.8597079342216874e-11,1.0414076966864172e-10,1.0450440724955422e-10,6.2116362238512429e-09,7.6863491656215339e-07,6.2445427608301793e-10,4.2866109371760873e-10,5.523444614595501e-15,1.6545184931101258e-08,2.2841242809520251e-15,7.5100678898612539e-11,3.8238776560822258e-11,1.8402524362462706e-12,2.6041265003411511e-11,2.6145186815305411e-09,4.6032233810905892e-12,3.5649602132894065e-12,1.0771484636818749e-11,9.7031143705857756e-18,2.7055131132622744e-12,2.796226959945642e-12,9.8556501052517563e-20,2.549078601768548e-16,5.5639653143281359e-20,8.2130852948151495e-16,4.3032625065120999e-12,4.2395803931072007e-11,2.1136246226041656e-16,9.5980068037534859e-13,9.4726821125679814e-18,4.8476659261493063e-16,1.163268956971067e-09,1.5375821853464582e-13,9.5316253297651695e-18,2.4095425288972147e-20,7.2791945734223711e-17,1.3995610094232895e-13,8.6894802708545654e-14,1.0792228103973453e-17,1.7161072502189987e-20,5.3733472645247144e-17
1.0786686809866938e-07,0.0020475481477360757,2.2379238295762006e-14,1.5922731571596146e-10,1.7408652224484152e-13,1.3376607408752136e-09,1.2031229512782521e-06,2.1112930940832085e-07,3.3868272311187123e-31,6.6005659434465249e-31,1.5177585414720805e-23,2.2008497804153537e-16,8.5336623798660913e-22,8.4049457864201119e-14,2.0644411504299748e-15,3.363830701165399e-23,2.5006647016103619e-21,3.3329672193043012e-17,3.0536853530575375e-18,2.0900693357844683e-28,7.9495872392691191e-17,-8.0481506608237242e-25,7.1268347662412038e-16,-2.3486971193137891e-16,7.9712340639974719e-07,1.0235621493338886e-14,8.0847074404606166e-14,2.1231176148925503e-09,3.5189831420492674e-39,-1.2624598459354029e-19,1.7764435181206733e-15,7.5296555103556192e-18,7.2981558843382213e-26,0.88129999999999997,0.0,0.0,0.0,0.0096732023957701099,0.10875131424440192,0.00010000000006065937,9.5740439416198996e-06,8.2629696261113879e-05,3.8783499673179946e-05,8.7217044053121717e-11,4.0275113005399271e-05,3.0699127275883315e-11,5.82707830590954e-07,9.6901634955164302e-13,8.9547163702326922e-15,9.4081405638378338e-06,8.5555842030898061e-06,2.1880199438549257e-06,2.1715505321575367e-05,4.4259069309650758e-15,6.384572350335659e-11,3.3553934007520291e-14,2.4296089199681973e-10,2.2754541557855192e-06,9.882204363589923e-10,7.5198566610894007e-10,3.9806295503970195e-11,1.0767851933303766e-10,1.0896623144585329e-10,6.2439272401028612e-09,7.790484717195251e-07,6.3291230841883877e-10,4.3446723958736344e-10,5.5540287922097614e-15,1.7007650841760386e-08,2.3488969846901095e-15,7.5677920313713655e-11,3.9698200797951698e-11,1.8505349372498225e-12,2.6187445244770357e-11,2.6512809194162499e-09,4.6679327558533464e-12,3.6150743271417256e-12,1.0922933613440029e-11,9.8395418723416136e-18,2.7824911538166946e-12,2.8759273058621986e-12,1.0136563898981504e-19,2.6216061968671093e-16,5.7225540008286206e-20,8.4677398926524502e-16,4.4368762216483888e-12,4.2775337237206535e-11,2.1325387863448294e-16,9.9612576577656025e-13,9.8311899833855609e-18,4.8910461682460101e-16,1.1813347167982227e-09,1.5843234203032599e-13,9.8213452787025208e-18,2.4827906423268206e-20,7.5004505877692906e-17,1.4475008339326312e-13,9.1440231253766041e-14,1.1130340171473964e-17,1.805879754312359e-20,5.6981114785819716e-17
1.0866980704653764e-07,0.002047547360656344,2.2721562433235543e-14,1.614511301098154e-10,1.7512250835500351e-13,1.3635749869947992e-09,1.2169849596415211e-06,2.1670115889352367e-07,3.5915318653538332e-31,-6.587776467734279e-30,1.5789242735339171e-23,2.2641921586602499e-16,8.8792920700499147e-22,8.5778593017587227e-14,2.1376809178068908e-15,3.5149745725017603e-23,2.5988893219153528e-21,3.4604545539796458e-17,3.2123946329730808e-18,2.2065642481797032e-28,8.2290664996489439e-17,-8.17478361151459e-25,7.324630655604566e-16,-2.3452574431043614e-16,8.080699434459644e-07,1.0382652184928675e-14,8.2668702303993529e-14,2.1797307143900898e-09,3.7518479892540859e-39,-1.2624595160275475e-19,1.8372239962136017e-15,7.8877978097905118e-18,7.6073510792588299e-26,0.88129999999999997,0.0,0.0,0.0,0.0096715525495512152,0.10875089936148898,0.00010000000006386787,9.6420124654083478e-06,8.3105710360898005e-05,3.8981239324242293e-05,8.771918407221371e-11,4.0480730036474081e-05,3.0694081120812329e-11,5.8606278027259508e-07,9.7396348068237721e-13,9.0062732934077794e-15,9.5944949082555464e-06,8.7222268880016918e-06,2.2041159397709958e-06,2.201770506571296e-05,4.5119648188826487e-15,6.5094663819215175e-11,3.4219037766066695e-14,2.4795201657258314e-10,2.2922117899940674e-06,1.0155805105427282e-09,7.7295612221315716e-10,4.1042302174624502e-11,1.1130276745848143e-10,1.1357773506454761e-10,6.2759758280188639e-09,7.8950936508203081e-07,6.4140873851210291e-10,4.4029974472278006e-10,5.5844318929653672e-15,1.7478967714216937e-08,2.4155399585547309e-15,7.6255069181693615e-11,4.1200651360833216e-11,1.860757383577398e-12,2.633277792417283e-11,2.6882471986916613e-09,4.7330009118516191e-12,3.6654662989682727e-12,1.1075222524384427e-11,9.9767259994881216e-18,2.8610837746236214e-12,2.9573020564072876e-12,1.0423379340332864e-19,2.6956550356475735e-16,5.8844744373730385e-20,8.7282530623583155e-16,4.5735680785092895e-12,4.3157237830939991e-11,2.1515708304266216e-16,1.0335166011512909e-12,1.0200216201928008e-17,4.9346967726833075e-16,1.1995619858858426e-09,1.6322526499178725e-13,1.011842764685546e-17,2.5579004602756915e-20,7.7273292084075696e-17,1.4968945477560398e-13,9.618313362892381e-14,1.1475943203720606e-17,1.8995525451137832e-20,6.0396242216511793e-17
1.094727459944059e-07,0.0020475465728647954,2.3066995482487093e-14,1.6368734629123301e-10,1.7610997004139029e-13,1.3897986545446263e-09,1.2308536208668421e-06,2.2236794263689172e-07,3.8071231867703447e-31,1.4584200602707553e-29,1.6421830006537862e-23,2.3289235405878259e-16,9.2365438711767052e-22,8.7532950769988758e-14,2.2130428516273877e-15,3.6721935247924323e-23,2.7001980373974302e-21,3.5918000902376556e-17,3.3780514635381209e-18,2.3286863903692361e-28,8.516435627546759e-17,-8.3141230147924983e-25,7.5265675880658596e-16,-2.3416822663146759e-16,8.1907231075591227e-07,1.0530487161119683e-14,8.451608389534686e-14,2.2374648112091606e-09,3.9983461019564407e-39,-1.2624591867883117e-19,1.8996565256397268e-15,8.2601838907343201e-18,7.9274012861729999e-26,0.88129999999999997,0.0,0.0,0.0,0.0096699027114020321,0.10875048397199137,0.0001000000000672002,9.7099332616933738e-06,8.357934448986252e-05,3.9177481539906753e-05,8.8218808181193658e-11,4.0684786588264865e-05,3.0689034958601166e-11,5.8940092059088317e-07,9.7887306679266409e-13,9.057571900024647e-15,9.7828295600502496e-06,8.8906515299687949e-06,2.220209082053724e-06,2.2321585198615591e-05,4.5989414275758733e-15,6.6357034240791176e-11,3.4891216598082732e-14,2.529989213470337e-10,2.3089667341395017e-06,1.043448285914922e-09,7.9431892171385728e-10,4.2305419952170549e-11,1.1501472003904936e-10,1.1834249020524988e-10,6.3077823528381827e-09,8.000170908836809e-07,6.4994315497037703e-10,4.4615832671471023e-10,5.6146541288820089e-15,1.7959218378760678e-08,2.4840943220273853e-15,7.6832125496431269e-11,4.2747004553105926e-11,1.8709198423086988e-12,2.6477263963857845e-11,2.7254163118896881e-09,4.7984257186730285e-12,3.7161344788725527e-12,1.1228346382751528e-11,1.0114662259750873e-17,2.9413131899746872e-12,3.0403742811519772e-12,1.0716177740881932e-19,2.7712460483560298e-16,6.0497725280655666e-20,8.9947139311565973e-16,4.7133849688107252e-12,4.3541540946359279e-11,2.170722509969076e-16,1.0719953318383815e-12,1.0579979330202446e-17,4.9786217648844393e-16,1.2179517752840318e-09,1.681391853484525e-13,1.0423008604713756e-17,2.6349064264609396e-20,7.9599344275182456e-17,1.5477789508479054e-13,1.0113030609910706e-13,1.1829126843980069e-17,1.9972598609403446e-20,6.3985984422201555e-17
1.1027568494227416e-07,0.0020475457843608467,2.3415581812391004e-14,1.6593667221375383e-10,1.7720258795747803e-13,1.4163322939315676e-09,1.2447277034350678e-06,2.2813021205664932e-07,4.0340942859026384e-31,-3.1816324271978058e-29,1.7075908760724824e-23,2.3950644841541186e-16,9.6056935580410896e-22,8.9312723398056116e-14,2.290575628537815e-15,3.8356947035052907e-23,2.8046618314167062e-21,3.7270871311985556e-17,3.5509007426453837e-18,2.4566650400733522e-28,8.8118637235358763e-17,-8.4277139779479391e-25,7.7327022392747497e-16,-2.3379672795070687e-16,8.3013008536883962e-07,1.0679120556116334e-14,8.6389352262260672e-14,2.2963337749707609e-09,4.2591668737586909e-39,-1.2624588582093527e-19,1.9637745670994818e-15,8.647269842943514e-18,8.2586076516672533e-26,0.88129999999999997,0.0,0.0,0.0,0.009668252888760628,0.10875006807678711,0.00010000000007065985,9.7778063553408631e-06,8.4050599597168652e-05,3.9372228771399043e-05,8.8715917402066563e-11,4.0887285240489862e-05,3.0683988812836557e-11,5.9272225837064077e-07,9.8374516995034041e-13,9.1086122949632106e-15,9.9731417164905468e-06,9.0608571518108172e-06,2.2362993707412975e-06,2.2627136459640461e-05,4.6868362393855556e-15,6.7632828006490557e-11,3.5570460558790429e-14,2.5810155310297388e-10,2.3257189880840192e-06,1.0718279209770366e-09,8.1607732151849122e-10,4.3595968623544949e-11,1.1881558271294984e-10,1.2326411601929887e-10,6.3393472019315573e-09,8.1057114446246162e-07,6.5851514730280775e-10,4.5204270377287826e-10,5.6446957480914547e-15,1.8448485229146294e-08,2.5546018202980358e-15,7.7409089252060278e-11,4.4338145672322509e-11,1.8810223895482165e-12,2.6620904394287161e-11,2.762787053014692e-09,4.8642050485163263e-12,3.7670772189802518e-12,1.1382300207739264e-11,1.0253346166348919e-17,3.0232017631085687e-12,3.1251672046216456e-12,1.1015040958360569e-19,2.8484003055771988e-16,6.2184944853402996e-20,9.2672123198145311e-16,4.8563741498034378e-12,4.3928281458558921e-11,2.1899955621668664e-16,1.1115843770103745e-12,1.0970700632800897e-17,5.022825129161397e-16,1.2365051112821341e-09,1.7317632356592433e-13,1.0735225718285546e-17,2.7138433377637976e-20,8.1983713030284811e-17,1.6001915371078799e-13,1.062887198406664e-13,1.218998050873824e-17,2.0991393951674945e-20,6.7757714987676176e-17
1.1107862389014242e-07,0.0020475449951442132,2.3767303704082935e-14,1.6819728243193711e-10,1.7803803153227381e-13,1.4431764196237002e-09,1.2586059918725256e-06,2.339885072276426e-07,4.2729594708285826e-31,7.8864793712952117e-29,1.7752050830630197e-23,2.4626357115942184e-16,9.9871115046205374e-22,9.1118102536728725e-14,2.3703287702762668e-15,4.0056907076284927e-23,2.9123526426008035e-21,3.8663999089648812e-17,3.731193819153376e-18,2.5907370100033948e-28,9.1155223165901472e-17,-8.6059562295190831e-25,7.9430914928891934e-16,-2.3341081259691539e-16,8.4124284502645917e-07,1.0828546599320143e-14,8.8288639378163453e-14,2.3563515063320805e-09,4.5350312501697936e-39,-1.2624585303422628e-19,2.0296120138810346e-15,9.0495229085540565e-18,8.6012774173130372e-26,0.88129999999999997,0.0,0.0,0.0,0.0096666030889463565,0.10874965167680357,0.00010000000007425045,9.845631771260081e-06,8.4519476822931503e-05,3.9565483602573485e-05,8.9210512958491935e-11,4.1088228710791751e-05,3.0678942706728828e-11,5.9602680178414849e-07,9.8857985554169402e-13,9.159394603810344e-15,1.0165428381583055e-05,9.2328426162473441e-06,2.2523868058843707e-06,2.2934349596581167e-05,4.77564865407638e-15,6.8922037141042527e-11,3.6256759012129157e-14,2.6325985287486558e-10,2.3424685516964906e-06,1.1007235359516033e-09,8.3823454900560629e-10,4.4914267114598304e-11,1.227065605244584e-10,1.2834627805091931e-10,6.3706707842255025e-09,8.2117102229930522e-07,6.6712430595225892e-10,4.5795259474794208e-10,5.6745569631324257e-15,1.8946850217071932e-08,2.6271048224240756e-15,7.7985960442962069e-11,4.5974968858199106e-11,1.8910650971958803e-12,2.6763700236853119e-11,2.800358217574474e-09,4.930336776251399e-12,3.8182928734857178e-12,1.153707902479836e-11,1.0392773238133934e-17,3.1067720047228273e-12,3.2117042044326878e-12,1.1320051390088979e-19,2.9271390168317808e-16,6.3906868262536337e-20,9.5458387341778949e-16,5.0025832398026561e-12,4.4317493873578035e-11,2.2093917057901961e-16,1.1523064276519763e-12,1.1372604056949171e-17,5.0673108075690578e-16,1.2552230350926778e-09,1.7833892242639922e-13,1.1055217934923068e-17,2.7947463407884918e-20,8.4427459477872367e-17,1.6541704946566662e-13,1.1166552199896099e-13,1.255859337371065e-17,2.2053323170492515e-20,7.171905526434509e-17
1.1180126894322385e-07,0.0020475442842397963,2.4086579993935321e-14,1.7024240274514611e-10,1.7903175626794402e-13,1.4676019980479696e-09,1.2710990491419138e-06,2.3934351304682002e-07,4.4985487140155383e-31,2.7189446506815035e-30,1.8379922990718261e-23,2.5246898589111436e-16,1.0341072131172334e-21,9.2764995720230187e-14,2.4440465562328505e-15,4.1644201808982234e-23,3.0120936241001672e-21,3.9952936978680737e-17,3.9000345082684496e-18,2.7168131636863544e-28,9.3959956555551945e-17,-8.7494710357635953e-25,8.1361266523218132e-16,-2.3305078892014144e-16,8.5129099246809713e-07,1.096370286999076e-14,9.0020352079061234e-14,2.4113611710095151e-09,4.7967849714457827e-39,-1.2624582359735423e-19,2.0903641333264958e-15,9.4249129137599166e-18,8.9197398039638914e-26,0.88129999999999997,0.0,0.0,0.0,0.0096651182945908989,0.10874927648603901,0.00010000000007759702,9.9066339017479176e-06,8.4939434320098245e-05,3.9738139178244306e-05,8.9653500935770725e-11,4.1267750497682117e-05,3.0674401264038905e-11,5.9898653941787363e-07,9.9289913695509946e-13,9.2048781371808321e-15,1.0340171971397842e-05,9.38915024553335e-06,2.2668630577833289e-06,2.3212254683360712e-05,4.8563638228111555e-15,7.0093788044610176e-11,3.688044992885546e-14,2.6794986598911286e-10,2.3575408586101937e-06,1.1271741296497251e-09,8.5851969724673001e-10,4.6124724785567119e-11,1.2628648438336244e-10,1.3306054530092531e-10,6.3986560784947255e-09,8.3074967679244881e-07,6.7490398814036171e-10,4.6329307913605687e-10,5.7012780712629811e-15,1.9403225020890169e-08,2.6940991505414807e-15,7.8505065367464657e-11,4.7487913246476041e-11,1.9000524463476458e-12,2.6891495357837193e-11,2.8343426334089613e-09,4.9901548771370527e-12,3.8646189457548105e-12,1.1677081221913558e-11,1.0518889309815669e-17,3.1834417583319341e-12,3.2910981203211544e-12,1.1599885133055399e-19,2.9993761933046376e-16,6.5486657746947416e-20,9.8019172658770716e-16,5.1369640597942222e-12,4.4669926763621433e-11,2.2269548848251213e-16,1.1899439436920775e-12,1.1744064886183427e-17,5.1075925228118505e-16,1.2722107603395167e-09,1.8309440004159172e-13,1.1349974480851042e-17,2.8692693533979553e-20,8.6678483850949038e-17,1.7041228726719257e-13,1.1669740229718379e-13,1.2897052587827625e-17,2.3047131204571096e-20,7.5452859847773179e-17
1.1245164949099714e-07,0.002047543643931925,2.4376168025025077e-14,1.7209209517475191e-10,1.7989017599663274e-13,1.4898006496135931e-09,1.2823441581737401e-06,2.4423020027235232e-07,4.7105106304894771e-31,5.3965832371250184e-31,1.8961046820994931e-23,2.5815560919374293e-16,1.0668495246120474e-21,9.4265181297600517e-14,2.511995919200591e-15,4.3120603363398695e-23,3.1041902286253758e-21,4.1141968379399961e-17,4.0574834202346899e-18,2.8348222799089518e-28,9.6543481310443387e-17,-8.8538571303253484e-25,8.3128788242023623e-16,-2.3271619267362006e-16,8.6037185952356603e-07,1.1085884877590313e-14,9.1597081738842149e-14,2.4616835014751559e-09,5.0437607067608939e-39,-1.2624579715840874e-19,2.1462764723170707e-15,9.7738930396582907e-18,9.214703718594329e-26,0.88129999999999997,0.0,0.0,0.0,0.009663782004744088,0.10874893846606168,0.00010000000008070446,9.9615028323097917e-06,8.5315751081070499e-05,3.9892499209723185e-05,9.005045121958525e-11,4.1428246822211402e-05,3.0670314022460179e-11,6.0163868532438072e-07,9.9676066709844492e-13,9.2456347790762662e-15,1.0498804434376721e-05,9.531057991648883e-06,2.279889708357267e-06,2.3463508227779789e-05,4.9296420401414394e-15,7.1157642239287776e-11,3.7446642374309778e-14,2.7220934436437763e-10,2.3711040714847719e-06,1.1513422734058399e-09,8.7705666562435107e-10,4.7233766223179964e-11,1.2957238416904057e-10,1.374193935968902e-10,6.4236763208262426e-09,8.3940155144966192e-07,6.8193091296600918e-10,4.6811682182704204e-10,5.7252024903271e-15,1.9820368593182189e-08,2.7558320071534263e-15,7.897219568696672e-11,4.888237372315771e-11,1.9080997326905104e-12,2.7005927613351927e-11,2.8650658540020431e-09,5.0442324742179468e-12,3.9064992903466718e-12,1.1803648117598435e-11,1.063290266115934e-17,3.2536385848624129e-12,3.3637910467038803e-12,1.1856100404081698e-19,3.0655146746466017e-16,6.6933110153375657e-20,1.0036750322300249e-15,5.2601990485540317e-12,4.4988872289997632e-11,2.2428491849688512e-16,1.2246322374831325e-12,1.2086418575472229e-17,5.1440466107087176e-16,1.2876150727245498e-09,1.8746416153646443e-13,1.1620822399488942e-17,2.9377478149537673e-20,8.8746920624920707e-17,1.7502154970673982e-13,1.2138691131912711e-13,1.3207154546218758e-17,2.3973321421767708e-20,7.8954917513897851e-17
1.1310203003877044e-07,0.0020475430031561817,2.4667889175586098e-14,1.7395021818151976e-10,1.8070419700820988e-13,1.5122038113529761e-09,1.2935899029350731e-06,2.4918081338334074e-07,4.9312449709400477e-31,1.8019743901283523e-31,1.9557696799435927e-23,2.6393978476190348e-16,1.1004505754624126e-21,9.5782507299826308e-14,2.5814928901412995e-15,4.4643586278548299e-23,3.1985350722926194e-21,4.2358939949012123e-17,4.2202844392168687e-18,2.957275772220849e-28,9.9184135133977091e-17,-8.9474072963142754e-25,8.4925241903181119e-16,-2.3237131947103058e-16,8.69488053934758e-07,1.1208576561712e-14,9.3191113344183093e-14,2.5127843459568572e-09,5.3019739716862829e-39,-1.2624577076395834e-19,2.203378577216878e-15,1.013369197939823e-17,9.5177550970230004e-26,0.88129999999999997,0.0,0.0,0.0,0.0096624457424972828,0.10874860011671771,0.0001000000000839045,1.0016340525939029e-05,8.5690510358088731e-05,4.0045885089567928e-05,9.0445755115387541e-11,4.1587728058571988e-05,3.0666226846929894e-11,6.0427983133072918e-07,1.0005977742927369e-12,9.2862223808783753e-15,1.0658726435889675e-05,9.6741309634450981e-06,2.2929144868499958e-06,2.3715835709047784e-05,5.003520968048263e-15,7.2230280232720039e-11,3.801744218046305e-14,2.7650522351395404e-10,2.3846655190203718e-06,1.1758561514599226e-09,8.958609459421028e-10,4.8361578324615995e-11,1.3291954804964621e-10,1.4189023608238046e-10,6.4485390630578234e-09,8.4808260005605343e-07,6.8898149761397105e-10,4.7295680650805347e-10,5.7490090458439227e-15,2.0243625691015426e-08,2.8189514766033672e-15,7.9439265265542394e-11,5.030842427531939e-11,1.9161079157241772e-12,2.7119807899956894e-11,2.8959184363544014e-09,5.0985375108937703e-12,3.9485557754370962e-12,1.193074746877061e-11,1.074739565636324e-17,3.3249792479495976e-12,3.4376703161025194e-12,1.2116497088799478e-19,3.1327308695031437e-16,6.8403168552813999e-20,1.0275767102679611e-15,5.3856324482426889e-12,4.5309499737917767e-11,2.2588272391898804e-16,1.2601051229550833e-12,1.2436515739909273e-17,5.1806927912675424e-16,1.3031292698889929e-09,1.9192029762412145e-13,1.1897023079966898e-17,3.0075798513669009e-20,9.0856235913646459e-17,1.7974059944788465e-13,1.2623299466091987e-13,1.352250501942343e-17,2.4930436736544187e-20,8.2595759177098428e-17
