Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663)
2.358718375442248e-10,0.001738649004872741,1.076568346007705e-19,4.0953186074648171e-15,1.3925804838006578e-15,-6.7895431405544771e-17,6.4851708876474801e-12,7.0856945193368416e-18,-4.9131330560283815e-30,8.1866741167684823e-26,9.7754538222450365e-33,-1.4864996579088955e-16,5.3773351705777864e-17,1.9241378788174214e-18,-1.7806568047017759e-20,4.7415358557415517e-31,-3.3571745341571426e-31,3.7818998369318326e-27,2.8173673507191087e-32,2.6429063310511364e-40,1.1747931186493842e-27,2.3868643028459083e-17,2.9751789132728823e-24,2.3616250860130062e-17,4.5113644350555485e-13,6.4284582103960579e-23,-1.918564778001036e-20,-3.3175769598098666e-17,-2.5446912876266205e-39,3.7972054137865303e-22,2.7297062445770752e-25,4.0810337448655092e-32,6.0841604698168309e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896488749297701,0.10880293826986796,9.9999999999998121e-05,1.5343249337017638e-08,1.6397084553833235e-07,1.0527900675772946e-07,2.2846565807962335e-13,6.0206457029215854e-08,1.5728371912159808e-11,1.5168791277090748e-09,1.6055441218303083e-15,2.5578307771801779e-17,7.9845606958066234e-14,3.7178619320361699e-12,2.366719792258148e-09,8.9015332574596269e-11,2.0883223163139042e-20,3.3779554253546853e-18,2.9026346458565502e-22,3.8855788749835527e-20,2.3298720013051386e-09,5.4715151198458261e-22,3.1829963538534731e-23,2.3447490156454622e-25,4.1946736145448652e-27,3.1827555901924599e-28,2.8180059503083474e-12,4.5034716330280365e-13,4.6774007157774959e-16,3.2154019928198542e-16
2.370900754173518e-10,0.0017386490040557222,1.0857928122410662e-19,4.1263850496545528e-15,1.3858221585201114e-15,-6.7774843063043006e-17,6.5493340173429145e-12,7.2210556935285066e-18,-4.8738952986614894e-30,-6.4997911612539873e-24,9.7360031003957323e-33,-1.4875428501749022e-16,5.3343461399508888e-17,1.9270079733799159e-18,-1.7845542519279419e-20,4.7315898044077306e-31,-3.3839622809950051e-31,3.8040516764933592e-27,2.8163158541990248e-32,2.6401274641620172e-40,1.1929594036302076e-27,2.4123441035705489e-17,3.0053834420206079e-24,2.3628523825498887e-17,4.574397152715827e-13,6.5531388478301787e-23,-1.9157395138670115e-20,-3.3132486819911986e-17,-2.5494825891070022e-39,3.802341478030342e-22,2.75198604328325e-25,4.1493740954331223e-32,6.0636948964001195e-36,0.88129999999999997,0.0,0.0,0.0,0.009889647061048364,0.1088029377998383,9.9999999999998121e-05,1.542248807193429e-08,1.648176027269422e-07,1.0567160018155038e-07,2.2964547142415254e-13,6.0668511409602725e-08,1.5728369118775322e-11,1.5247877069620233e-09,1.6178658808596248e-15,2.5711665878388485e-17,8.1198198970432559e-14,3.7567126916529277e-12,2.3789832672645884e-09,8.9937096494096285e-11,2.1002520956617818e-20,3.428650140993661e-18,2.9428773411576282e-22,3.9565691734746941e-20,2.3419445585759316e-09,5.5957210834873834e-22,3.2701104383395328e-23,2.4091564848853789e-25,4.3309030891496014e-27,3.2854610270384355e-28,2.8416120998133468e-12,4.5663937011408485e-13,4.7428277102871464e-16,3.2606245587511251e-16
2.3830831329047877e-10,0.0017386490032376186,1.0949622225057129e-19,4.1571150678441679e-15,1.4161383834864915e-15,-6.7654241484241141e-17,6.613761416462292e-12,7.3583036115353079e-18,-4.8349235044226906e-30,1.0036132546204323e-22,9.6966179171569596e-33,-1.4967873913693399e-16,5.2093468500101786e-17,1.9301605854269315e-18,-1.7884429047902157e-20,4.6706095070124386e-31,-3.4107888678537923e-31,3.8262387495815016e-27,2.815351102419467e-32,2.6372991020325989e-40,1.2113137952177756e-27,2.5198395060261504e-17,3.0357345944477321e-24,2.3640702791030719e-17,4.6379563388803811e-13,6.6795459292083764e-23,-1.9129129999707626e-20,-3.3089175800551885e-17,-2.5541605036611293e-39,3.8074550808407575e-22,2.7743234394907385e-25,4.2183730507396029e-32,6.0432573459473365e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896452471630182,0.10880293732918397,9.9999999999998121e-05,1.5501726739694015e-08,1.6566435940052964e-07,1.0606356870610303e-07,2.3082528404081776e-13,6.1131190140533004e-08,1.5728366325384574e-11,1.5326962813546247e-09,1.630204289689312e-15,2.5845023903017793e-17,8.2566235631361327e-14,3.7957695736780449e-12,2.3912467399483475e-09,9.0863608041908497e-11,2.1121928955525706e-20,3.4798314379269526e-18,2.9835050870150587e-22,4.028535654376397e-20,2.3540171137054332e-09,5.7221546423575607e-22,3.3591760494784563e-23,2.4750141811850526e-25,4.4708636605405322e-27,3.3909661201622795e-28,2.8652767493226625e-12,4.6298413102755382e-13,4.8088018268178649e-16,3.3062274852364443e-16
2.3891743222704226e-10,0.0017386490028281642,1.0995902118341187e-19,4.1726460312773027e-15,1.4396832857903698e-15,-6.7594645854005933e-17,6.6460790874045872e-12,7.4276400660304829e-18,-4.8156016631730713e-30,2.0150965694525471e-24,9.6771965757390605e-33,-1.5032819969696993e-16,5.1283147942196102e-17,1.9317967366762187e-18,-1.7903932437729628e-20,4.6294739314296196e-31,-3.4242165324280512e-31,3.8373468115266654e-27,2.8149573302016373e-32,2.6358835987111133e-40,1.2205611171218732e-27,2.5922088758628731e-17,3.0509651341402109e-24,2.3646930694024581e-17,4.6699337642602408e-13,6.7434013120933347e-23,-1.9115187320091105e-20,-3.3067838625387964e-17,-2.5564571668117584e-39,3.8100777329204899e-22,2.7855137208748393e-25,4.2531195399944562e-32,6.0331878197504149e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896443402188682,0.10880293709362486,9.9999999999998121e-05,1.5541346048390034e-08,1.6608773754439e-07,1.0625932089374236e-07,2.3141519007647943e-13,6.1362761374922562e-08,1.5728364928686859e-11,1.5366505667256166e-09,1.6363796774435391e-15,2.5911702884553252e-17,8.3256073457628886e-14,3.815375331978865e-12,2.3973784754192207e-09,9.1328644174996148e-11,2.1181674293246001e-20,3.5056051751492383e-18,3.0039639926123799e-22,4.0648878403742848e-20,2.3600533904671994e-09,5.7862160660375853e-22,3.4044513890658829e-23,2.508494884509812e-25,4.5422691953760304e-27,3.4447880773970281e-28,2.877130915542895e-12,4.6617625986148358e-13,4.841994479069236e-16,3.3291718801912935e-16
2.39221991695324e-10,0.001738649002623337,1.1019212113152159e-19,4.1804812540551381e-15,1.4417436815628859e-15,-6.7565101863091307e-17,6.6622750579870461e-12,7.4624873096934443e-18,-4.8059829011424773e-30,5.1614678033710341e-27,9.6675801834569697e-33,-1.5044180813274393e-16,5.1089900077076402e-17,1.9325564125529672e-18,-1.7913709324662836e-20,4.6207615838475298e-31,-3.430933934598046e-31,3.8429046093883436e-27,2.814788738086634e-32,2.6351940308685302e-40,1.2252011805922216e-27,2.6072341506674897e-17,3.058594139020551e-24,2.3650098168403032e-17,4.6859720059169833e-13,6.7754927397434956e-23,-1.9108284676963151e-20,-3.3057285501081658e-17,-2.5575949692790007e-39,3.811413570998677e-22,2.7911142608670845e-25,4.2705546039985537e-32,6.0282055499524463e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896438867464229,0.10880293697578768,9.9999999999998121e-05,1.5561155696442082e-08,1.6629942656799614e-07,1.063571393615975e-07,2.3171014302601573e-13,6.1478604566663901e-08,1.5728364230337407e-11,1.5386277089545287e-09,1.6394689066836254e-15,2.5945042367621856e-17,8.3602452100197709e-14,3.8251975441948591e-12,2.4004443429369047e-09,9.1561607331084154e-11,2.12115572986526e-20,3.5185379244207914e-18,3.0142298153757386e-22,4.0831566751209756e-20,2.3630715286473374e-09,5.8184595762439958e-22,3.427276584355258e-23,2.5253746167161085e-25,4.5783328984141463e-27,3.4719698717118311e-28,2.8830634423191171e-12,4.677772684494406e-13,4.8586422774812752e-16,3.3406798622916233e-16
2.398311106318875e-10,0.0017386490022134827,1.106579808889599e-19,4.196120211486849e-15,1.4359465683119828e-15,-6.750616058176495e-17,6.6947324421924109e-12,7.5325412980054548e-18,-4.7867958452984517e-30,-5.1039564734912686e-25,9.6484091373577293e-33,-1.5045814948728274e-16,5.0914705738646218e-17,1.9340190453219493e-18,-1.7933266205294425e-20,4.615312472568244e-31,-3.4443759613318261e-31,3.8540271549298876e-27,2.8144793544700818e-32,2.6338309964346471e-40,1.2345151347323403e-27,2.6161738088098465e-17,3.0738796159098956e-24,2.3656451887578159e-17,4.7181476480703006e-13,6.8400041765264271e-23,-1.90945177633566e-20,-3.3036242798677457e-17,-2.5598496547976568e-39,3.8140971333819661e-22,2.8023262105850241e-25,4.3055490597451654e-32,6.0182744522203692e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896429798007949,0.10880293673999866,9.9999999999998121e-05,1.5600774979954257e-08,1.6672280451847679e-07,1.0655266160161693e-07,2.3230004878838276e-13,6.1710405543014851e-08,1.5728362833637334e-11,1.542581992498776e-09,1.6456504210566793e-15,2.6011721318353908e-17,8.4298135780013388e-14,3.8448806401085351e-12,2.4065760775367696e-09,9.2028423821989685e-11,2.1271343985392571e-20,3.5444953390412929e-18,3.0348343606058834e-22,4.1198805526252651e-20,2.3691078046061222e-09,5.8833745462807838e-22,3.4733047513192766e-23,2.5594148832229126e-25,4.6511888539160041e-27,3.5268800943892774e-28,2.8949393594992281e-12,4.7098918404009811e-13,4.8920409239080715e-16,3.363767469317754e-16
2.401356701001692e-10,0.0017386490020084566,1.1088967541740831e-19,4.2038752612716099e-15,1.432205982262473e-15,-6.7476663793832598e-17,6.7109900022895445e-12,7.5677486132769366e-18,-4.7772190164867984e-30,2.8126814319055832e-27,9.6388195324632308e-33,-1.5044999362861315e-16,5.084335354514082e-17,1.9347475948160096e-18,-1.7943033153451416e-20,4.6135401802888312e-31,-3.4511006041795846e-31,3.8595917409922296e-27,2.8143306176605377e-32,2.6331496709326631e-40,1.2391894617178418e-27,2.6190165174313548e-17,3.0815360868306305e-24,2.3659613787840278e-17,4.7342850888563066e-13,6.8724246296950428e-23,-1.9087626187433775e-20,-3.3025707063966589e-17,-2.5609665808348624e-39,3.8154346246448158e-22,2.807937639420413e-25,4.3231086707925538e-32,6.013305865711339e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896425263276105,0.10880293662204706,9.9999999999998121e-05,1.562058461541439e-08,1.669344934453403e-07,1.0665036559539977e-07,2.3259500160119779e-13,6.1826363106011368e-08,1.5728362135286712e-11,1.5445591338139366e-09,1.6487427002798036e-15,2.6045060786014407e-17,8.4647443591089637e-14,3.8547415259465792e-12,2.40964194461895e-09,9.2262277156663629e-11,2.1301247667864703e-20,3.5575200662446122e-18,3.0451731469849062e-22,4.1383358856947361e-20,2.372125942384769e-09,5.9160469501839587e-22,3.4965088180501894e-23,2.5765762376398577e-25,4.6879837939752628e-27,3.5546105360471673e-28,2.9008827404500322e-12,4.726000950646103e-13,4.9087918138587385e-16,3.3753471236219258e-16
2.407447890367327e-10,0.0017386490015982067,1.1135151573736079e-19,4.2192986262976762e-15,1.423025497982051e-15,-6.7417724400560791e-17,6.7435628098138138e-12,7.6385251677976925e-18,-4.7581094948025298e-30,1.9080605551653642e-26,9.6196693008944631e-33,-1.5039621594513241e-16,5.0738262952770129e-17,1.9361976965216772e-18,-1.7962557971869089e-20,4.6121024235443444e-31,-3.4645571000028383e-31,3.8707277288084449e-27,2.8140535001814208e-32,2.6317888077620296e-40,1.248572867992704e-27,2.6209483912577163e-17,3.0968764888728923e-24,2.3665933665713833e-17,4.7666593104162198e-13,6.9375961169975763e-23,-1.9073855959284523e-20,-3.3004656121090988e-17,-2.563179639620556e-39,3.8181120480141366e-22,2.8191713967678979e-25,4.3583527609288246e-32,6.0033834875997947e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896416193805063,0.10880293638603018,9.9999999999998121e-05,1.5660203873742729e-08,1.6735787120234822e-07,1.0684565988280684e-07,2.3318490709013947e-13,6.2058391829365469e-08,1.5728360738584296e-11,1.548513415529845e-09,1.654930288071352e-15,2.6111739705916172e-17,8.5348998088543617e-14,3.8745019787357775e-12,2.4157736783478048e-09,9.2730874004094608e-11,2.1361075713844423e-20,3.5836617149587649e-18,3.0659239070420065e-22,4.175434067321261e-20,2.3781622175405715e-09,5.981823962435487e-22,3.5432996668239954e-23,2.611183447569836e-25,4.7623143555801205e-27,3.6106271415130859e-28,2.912780323498667e-12,4.7583183361112178e-13,4.9423968319136103e-16,3.3985782071454095e-16
2.419630269098597e-10,0.0017386490007769218,1.1226646503336574e-19,4.2496824610598579e-15,1.4270279389075069e-15,-6.7299786503627378e-17,6.8089116532724853e-12,7.7815334746510114e-18,-4.7200564718643269e-30,-1.7166546464957332e-25,9.5813885301016427e-33,-1.5078327165306067e-16,5.0033253591946377e-17,1.939253478429832e-18,-1.8001535477322535e-20,4.5814485519364698e-31,-3.4914989977774198e-31,3.8930266070751488e-27,2.8135587831037047e-32,2.6290269101313579e-40,1.2674820172218904e-27,2.6742923851401298e-17,3.1276671130870845e-24,2.3678490648717394e-17,4.8318056747933809e-13,7.0692676473646146e-23,-1.9046291642373899e-20,-3.2962508650919565e-17,-2.5675231047304792e-39,3.8234489614134659e-22,2.8416826867322982e-25,4.4293420762720496e-32,5.9835430189112406e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896398054833419,0.1088029359135449,9.9999999999998121e-05,1.5739442340031743e-08,1.6820462632962643e-07,1.0723579672612334e-07,2.3436471752145905e-13,6.2522900596458094e-08,1.5728357945174765e-11,1.5564219753024341e-09,1.6673174991918308e-15,2.6245097484016103e-17,8.67639014036343e-14,3.9141776387413348e-12,2.4280371440634932e-09,9.3671628409278686e-11,2.1480814545885684e-20,3.636314653835361e-18,3.1077190713206809e-22,4.2503845762843501e-20,2.3902347662462154e-09,6.1151201323549493e-22,3.6384277417356665e-23,2.6815474939563145e-25,4.9139764494029225e-27,3.7249118918222871e-28,2.9366186429346587e-12,4.8233503272531146e-13,5.0100204048795483e-16,3.4453278831387498e-16
2.4318126478298667e-10,0.001738648999954601,1.1318570773266977e-19,4.2801772197274081e-15,1.4214986824047923e-15,-6.7183349978831425e-17,6.8745678446163707e-12,7.9264955321944551e-18,-4.6823702765446199e-30,3.8875975099365145e-25,9.5436868072291637e-33,-1.5095729641295432e-16,4.9545646097315343e-17,1.9422651965998896e-18,-1.8040624405846327e-20,4.5627755491786949e-31,-3.5184790430394246e-31,3.9153641867126389e-27,2.8132694117081078e-32,2.6262956006391774e-40,1.286577710320762e-27,2.7060871217864777e-17,3.1586041060827792e-24,2.3691324247111871e-17,4.8974836656522574e-13,7.2027224792831299e-23,-1.9019128973407849e-20,-3.2921033173630636e-17,-2.5717570144740984e-39,3.8289256555327209e-22,2.8642523811399549e-25,4.5010001019737315e-32,5.9640200241905274e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896379915822345,0.10880293544046329,9.9999999999998121e-05,1.5818680739163879e-08,1.6905138094152884e-07,1.0762533705485664e-07,2.3554452722440601e-13,6.2988005330130786e-08,1.572835515175896e-11,1.5643305301941866e-09,1.6797206031864187e-15,2.6378455179813134e-17,8.8194604390408605e-14,3.9540596950873429e-12,2.4403006074564816e-09,9.4617130424395576e-11,2.1600663728200862e-20,3.689462091200084e-18,3.1499074659932297e-22,4.3263484223035869e-20,2.4023073128105798e-09,6.2507647285232503e-22,3.7356475122548816e-23,2.7534667441749561e-25,5.0697137099991349e-27,3.84225403632437e-28,2.960514251859802e-12,4.8889130082644531e-13,5.0781964686329478e-16,3.4924616808017195e-16
2.4439950265611365e-10,0.0017386489991312562,1.1410672896662644e-19,4.3106678689869195e-15,1.4037638290931601e-15,-6.7068172922952034e-17,6.940533887404156e-12,8.073428460984705e-18,-4.6450152618075683e-30,3.4510827428896401e-25,9.5064788644208726e-33,-1.5085060697945807e-16,4.934240951518411e-17,1.9452144060325746e-18,-1.807979378356251e-20,4.5597647740418243e-31,-3.5454973155769924e-31,3.9377403051747344e-27,2.8131665614888579e-32,2.6235928467044329e-40,1.3058605371397604e-27,2.7096058941245056e-17,3.1896874073155963e-24,2.3704375914422647e-17,4.9636945563829299e-13,7.3379749021782959e-23,-1.8992301668033076e-20,-3.2880117713048812e-17,-2.5758825183536071e-39,3.8345163797069768e-22,2.8868808490480252e-25,4.5733301848711367e-32,5.9447667669590129e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896361776771892,0.10880293496679234,9.9999999999998121e-05,1.5897919071139149e-08,1.698981350378338e-07,1.0801428776801573e-07,2.3672433619866799e-13,6.3453699131546004e-08,1.5728352358336899e-11,1.5722390802037385e-09,1.6921394160811138e-15,2.6511812793284231e-17,8.9641195723113997e-14,3.9941482163182533e-12,2.4525640685267651e-09,9.5567380044850249e-11,2.172062329710684e-20,3.7431059962046445e-18,3.1924911372797739e-22,4.4033350082212709e-20,2.414379857233668e-09,6.3887886089990733e-22,3.8349951102438529e-23,2.826968268583009e-25,5.2296157938540696e-27,3.9627207451061245e-28,2.9844668540733894e-12,4.9550076502814163e-13,5.1469263485902701e-16,3.5399805286183377e-16
2.4683597840236763e-10,0.0017386489974815418,1.159338015947771e-19,4.3707084913061942e-15,1.3653350281319398e-15,-6.6839534589894847e-17,7.073364186557662e-12,8.3732762930155848e-18,-4.5710970880066057e-30,-1.0115506420629894e-26,9.432814397747452e-33,-1.5055449787092926e-16,4.902356043280787e-17,1.9511431276595528e-18,-1.81581056560667e-20,4.5586540305579432e-31,-3.5996488567725696e-31,3.9826056856139661e-27,2.8133565452620674e-32,2.6181943447468025e-40,1.3449945660718149e-27,2.7081106581711329e-17,3.2522927055705259e-24,2.3730630872684162e-17,5.0977200844263892e-13,7.6139298983468097e-23,-1.8939087814773637e-20,-3.2799011407340887e-17,-2.5838126672869791e-39,3.8458311287332519e-22,2.9323155112307668e-25,4.7200213543727089e-32,5.906658067112788e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896325498552748,0.1088029340177093,9.9999999999998121e-05,1.6056395533619148e-08,1.7159164168275137e-07,1.0879044737812908e-07,2.3908395195986657e-13,6.4386826907746651e-08,1.5728346771473974e-11,1.5880561655702018e-09,1.7170234477550389e-15,2.6778527773146889e-17,9.2582397878304125e-14,4.074944927780436e-12,2.4770909836991976e-09,9.7482122083386675e-11,2.1960873740161187e-20,3.8518910558112304e-18,3.2788524979097865e-22,4.5604143491011912e-20,2.4385249396560278e-09,6.6720996055874114e-22,4.0402216198776457e-23,2.9788289277344391e-25,5.5622842244981081e-27,4.2133049136345754e-28,3.0325418720409797e-12,5.0887978553660021e-13,5.2860528102485642e-16,3.6361770545255131e-16
2.492724541486216e-10,0.001738648995827872,1.1773243233534336e-19,4.4291065594073254e-15,1.3246517823913326e-15,-6.6612265167257529e-17,7.2073900811154708e-12,8.6812150819384569e-18,-4.4981188318091017e-30,-3.6860765414087505e-25,9.3598253444077357e-33,-1.5017269926480951e-16,4.8794222652611827e-17,1.957121460572695e-18,-1.8236263872328039e-20,4.5625643566060178e-31,-3.6539534079709567e-31,4.0276220060320567e-27,2.8140031219927999e-32,2.6127873048757872e-40,1.3848924753989843e-27,2.6978574421532878e-17,3.3154825431967414e-24,2.3756865813211116e-17,5.2338923153568782e-13,7.8972475730397377e-23,-1.8886210207170596e-20,-3.2718446506416927e-17,-2.5913215345097337e-39,3.857229518778889e-22,2.9779889492316791e-25,4.869442186540211e-32,5.8688962773276207e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896289220176004,0.10880293306634937,9.9999999999998121e-05,1.6214871727471843e-08,1.7328514626318947e-07,1.0956432916677652e-07,2.4144356480336824e-13,6.5322230316053835e-08,1.5728341184585992e-11,1.6038732313899175e-09,1.7419681646012532e-15,2.7045242423403276e-17,9.5588216556462955e-14,4.1565683219344628e-12,2.5016178895807524e-09,9.9415854488109549e-11,2.2201566165904204e-20,3.9626855013996071e-18,3.3668195318350069e-22,4.7216987746535944e-20,2.4626700135133189e-09,6.965305506901852e-22,4.2544057031717845e-23,3.1373531493680945e-25,5.9127307891235928e-27,4.477225642713888e-28,3.0808413789514018e-12,5.2247309811406361e-13,5.4274102570566274e-16,3.733924793024764e-16
2.5170892989487557e-10,0.0017386489941703376,1.1949990162144284e-19,4.4857369689263626e-15,1.2867838562465015e-15,-6.6385936171170557e-17,7.342605973328184e-12,8.9973835214220733e-18,-4.426016812830829e-30,7.4453536894192525e-27,9.2873630841879436e-33,-1.498141454076249e-16,4.8544207177871012e-17,1.9631818143332174e-18,-1.8314214411094183e-20,4.5652591747801703e-31,-3.7084101337066608e-31,4.0727905039085987e-27,2.8150761220352335e-32,2.6073558657531347e-40,1.42556187437468e-27,2.6898125851619627e-17,3.3792564641850086e-24,2.3782978351317869e-17,5.3722212046141843e-13,8.1880433463486896e-23,-1.8833552101387412e-20,-3.2638225903557353e-17,-2.5984163455246067e-39,3.8686639650738852e-22,3.0239030012054855e-25,5.0216180284256089e-32,5.8313979976374462e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896252941641644,0.10880293211276498,9.9999999999998121e-05,1.6373347652697346e-08,1.7497864877845424e-07,1.1033598552864123e-07,2.4380317472817877e-13,6.6259856963043353e-08,1.5728335597672956e-11,1.6196902776527714e-09,1.7669721694238016e-15,2.7311956743882864e-17,9.8659359879746455e-14,4.2390189479151644e-12,2.5261447861713902e-09,1.0136857722222952e-10,2.244270086536611e-20,4.0755049356603307e-18,3.4564086239674956e-22,4.8872652082706308e-20,2.4868150788055656e-09,7.2686630653772134e-22,4.477853265071394e-23,3.3027702830536922e-25,6.2817300744926657e-27,4.7550633940752814e-28,3.1293630967225651e-12,5.3628169654249044e-13,5.5710090510186192e-16,3.8332310023223456e-16
2.5414540564112955e-10,0.0017386489925090265,1.2123898867735304e-19,4.5407259185393868e-15,1.2522591942028848e-15,-6.616062487823663e-17,7.479010327154952e-12,9.3219211672209214e-18,-4.3547877395773505e-30,6.6158004315952561e-26,9.2154523814047482e-33,-1.4948616004019329e-16,4.8266425917315246e-17,1.9693270421755946e-18,-1.8391969244504854e-20,4.5661111933722503e-31,-3.7630179800348849e-31,4.1181132860645258e-27,2.8165846986697071e-32,2.6019027099478803e-40,1.4670099104489184e-27,2.6846946220657819e-17,3.4436140221924e-24,2.380898962997424e-17,5.512716604289023e-13,8.4864331342355111e-23,-1.8781135549403743e-20,-3.2558387082417336e-17,-2.6051039878411587e-39,3.8801438457646047e-22,3.0700593532572006e-25,5.176573758513632e-32,5.7941769985678635e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896216662949666,0.10880293115700729,9.9999999999998121e-05,1.653182330929575e-08,1.7667214922805454e-07,1.1110546762084258e-07,2.4616278173358812e-13,6.7199655692804843e-08,1.5728330010734852e-11,1.6355073043514021e-09,1.7920340980279973e-15,2.7578670734461497e-17,1.0179653538161028e-13,4.3222973551810748e-12,2.550671673471072e-09,1.033402902489493e-10,2.2684278129776129e-20,4.1903648929551418e-18,3.5476361652750148e-22,5.0571913506261407e-20,2.5109601355327896e-09,7.5824336115319056e-22,4.7108780985998274e-23,3.4753156676855208e-25,6.6700838451345184e-27,5.0474190872968425e-28,3.1781047878479808e-12,5.5030656428726572e-13,5.7168594464876389e-16,3.9341028649442235e-16
2.565818813873835e-10,0.0017386489908440262,1.2295291307555551e-19,4.594219749054155e-15,1.2195676760053926e-15,-6.5936483467222452e-17,7.6166035868025605e-12,9.6549686557977059e-18,-4.2844369897137373e-30,-1.0433264592220264e-25,9.1441448105930009e-33,-1.4917377633888204e-16,4.7976302470821945e-17,1.97555101307381e-18,-1.8469550220118189e-20,4.5664066030996874e-31,-3.8177759094654107e-31,4.1635925743018194e-27,2.8185441195327003e-32,2.5964335263149169e-40,1.5092435737045149e-27,2.6809800891835098e-17,3.5085547807967331e-24,2.3834939122466108e-17,5.6553882656540898e-13,8.7925333376556159e-23,-1.872900307119478e-20,-3.2479002134922107e-17,-2.6113912653655566e-39,3.8916856202264772e-22,3.1164597055214536e-25,5.3343343490539959e-32,5.7572622216785668e-36,0.88129999999999997,0.0,0.0,0.0,0.0098896180384100071,0.10880293019912619,9.9999999999998121e-05,1.6690298697267161e-08,1.7836564761150293e-07,1.11872825400449e-07,2.4852238581889278e-13,6.814157654942935e-08,1.5728324423771684e-11,1.6513243114803284e-09,1.8171526182200599e-15,2.7845384395046778e-17,1.050004500103908e-13,4.4064040934934056e-12,2.5751985514797603e-09,1.0533099353146573e-10,2.2926298250532842e-20,4.307280840167011e-18,3.6405185522519557e-22,5.231555674263968e-20,2.5351051836950158e-09,7.9068830642619464e-22,4.9538019656617065e-23,3.6552306953589399e-25,7.0786215702115301e-27,5.3549144978949971e-28,3.2270642542271706e-12,5.6454867474985591e-13,5.8649715928029467e-16,4.0365474895929544e-16
2.614548328798914e-10,0.0017386489875032948,1.263152847715971e-19,4.6971764653996103e-15,1.1614270331662023e-15,-6.5491964665819326e-17,7.8953512066085169e-12,1.0347160941679338e-17,-4.1463514761295604e-30,1.6731372392025675e-28,9.0034182425746025e-33,-1.4859453756658032e-16,4.7361091152181009e-17,1.9882399628935704e-18,-1.8624232608351337e-20,4.5639759081281272e-31,-3.9277382499496731e-31,4.2550290585319304e-27,2.8238478574624866e-32,2.5854583679040436e-40,1.5960962284450133e-27,2.6775871328978971e-17,3.6401842051064978e-24,2.3886724908951218e-17,5.9472989198094276e-13,9.4283328201904675e-23,-1.8625663506637217e-20,-3.2321718495253745e-17,-2.6227918624335858e-39,3.9149867731992761e-22,3.2099994811845522e-25,5.6583713126150739e-32,5.6843954151241319e-36,0.88129999999999997,0.0,0.0,0.0,0.009889610782592791,0.10880292827718839,9.9999999999998107e-05,1.7007248667329442e-08,1.8175263817790305e-07,1.134013624427295e-07,2.5324158522625533e-13,7.0031590226830245e-08,1.5728313249770132e-11,1.6829582670087343e-09,1.8675542487885477e-15,2.8378810725894339e-17,1.1161132168967168e-13,4.5771047635703264e-12,2.6242522796239961e-09,1.0936937071664916e-10,2.341166822738777e-20,4.5473422587871611e-18,3.8313134713739511e-22,5.5939163678961052e-20,2.5833952543245591e-09,8.5889041550595542e-22,5.4706721725094822e-23,4.0381643791659755e-25,7.9597019194439315e-27,6.0179134149460029e-28,3.3256278983546007e-12,5.9368847164209241e-13,6.1680212575077312e-16,4.246183123899501e-16
