Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355)
1.3604402943369923e-08,0.00228183283227871,4.6965551769146735e-12,2.6405044533161982e-08,1.3442699967744451e-10,1.8721483649380229e-08,4.2044074867963323e-06,4.4362655730347725e-07,7.7876955547401967e-28,4.2527686598345655e-29,1.985256477871457e-21,2.9235814249546367e-19,9.6278217431437606e-20,9.5109313199913153e-13,1.2750873098969936e-17,3.9074983552559596e-22,1.6803801540881977e-19,1.3349229912013495e-16,6.7782261874369367e-18,3.6541685853994545e-39,1.3693982298531096e-29,-3.62035267542718e-26,6.0162698470355466e-36,2.2890262371753772e-23,2.638325690095037e-28,2.5376790963980979e-26,6.0108496196554181e-23,4.3351152590403057e-09,3.959920797673939e-35,1.6422406244925049e-27,4.4043331940454799e-28,4.0620226358041741e-30,9.6670009806214877e-38,0.88129999999999997,0.0,0.0,0.0,0.008603497334128395,0.10875140629008137,9.999999904875307e-05,3.1147534689712799e-05,0.0003525551749600586,0.00031190399477407582,1.2180993803377269e-10,4.0443535550401469e-05,1.5321392790329112e-08,7.7970132929871335e-07,3.959381844410562e-13,5.3641945882069169e-15,5.6981394673932484e-06,7.8014163247737619e-06,0.00017664031705799229,5.1438990373730946e-05,1.3536902255745559e-14,5.1350134212915908e-10,5.9565641206592421e-13,7.5216071195866773e-09,0.00030805485197688627,1.4409514829353831e-08,1.1205307744329455e-09
1.3700164530339181e-08,0.002281832049150191,4.7591785990048556e-12,2.6748501977345575e-08,1.3530321525665635e-10,1.9194362628525055e-08,4.2539489819302545e-06,4.5503215377226587e-07,8.392284787562564e-28,-6.5429918841194473e-28,2.0987310078239326e-21,3.1035864037210358e-19,1.0148198506572065e-19,9.7615259889559062e-13,1.3215061114729097e-17,4.1595108536143e-22,1.7619460641769941e-19,1.3947786323699507e-16,7.1718202124793383e-18,3.6626779792420577e-39,1.422453387944697e-29,-2.8914969689856846e-26,6.1210800394452884e-36,2.3773521741603508e-23,2.8120235949757828e-28,2.6849348053745914e-26,6.3799634451173561e-23,4.4841038985181844e-09,4.2988266264994351e-35,1.5364331957170401e-27,4.4616719853330694e-28,4.3337867735082877e-30,1.0564506340731107e-37,0.88129999999999997,0.0,0.0,0.0,0.0085952161441491259,0.10875100115937339,9.9999999023686723e-05,3.1346779908805771e-05,0.00035456169387428034,0.00031366728110940193,1.2250278810046752e-10,4.0672409348320566e-05,1.5307471589027189e-08,7.8413653878664375e-07,3.9817883612774918e-13,5.3947079730772573e-15,5.8083582680121464e-06,7.9394451171750688e-06,0.00017779108063505002,5.2089989979055827e-05,1.3775112698348384e-14,5.2267791163047958e-10,6.0724193667575254e-13,7.6842657506360281e-09,0.00031008305404605767,1.4835258597403559e-08,1.1538247073394542e-09
1.379592611730844e-08,0.0022818312650008483,4.8221660967166415e-12,2.7093857554962476e-08,1.3617862752372644e-10,1.9675274518495519e-08,4.3036179455631117e-06,4.6663668675151484e-07,9.0392077912551713e-28,-1.9346061317021579e-29,2.2177958787255597e-21,3.2932736431989582e-19,1.0692486470534168e-19,1.001693969533247e-12,1.3694043089618844e-17,4.4258727962767467e-22,1.8468605943644628e-19,1.4568675564701597e-16,7.5853582113924236e-18,3.698381023184247e-39,1.4726008017150243e-29,-2.2536825375347909e-26,6.2632510362198313e-36,2.4608962119203292e-23,2.9960197168764429e-28,2.8396763462558842e-26,6.768918976382002e-23,4.6370416102864637e-09,4.664317931311813e-35,1.4634113967355804e-27,4.5232440281600478e-28,4.626176410925382e-30,1.1538864718401215e-37,0.88129999999999997,0.0,0.0,0.0,0.0085869459729122546,0.10875059524099016,9.9999998998138203e-05,3.1545762332060491e-05,0.00035656160994236905,0.00031542452972825217,1.2319335133262172e-10,4.0900495932958543e-05,1.5293569106618743e-08,7.8855710961726384e-07,4.0041178107482641e-13,5.4251206468119283e-15,5.9198274958869959e-06,8.0788990422936515e-06,0.00017894062517421884,5.2744050757173192e-05,1.4015772805717418e-14,5.3195031715801564e-10,6.1896001058015704e-13,7.8490678224070686e-09,0.0003121094127983474,1.5270119377289861e-08,1.1878357856159309e-09
1.3891687704277698e-08,0.0022818304798230484,4.8855166138436548e-12,2.7441104909822068e-08,1.3705321788126473e-10,2.0164282126335462e-08,4.3534113486775465e-06,4.7844178931063442e-07,9.73109244334733e-28,-8.9174650445658792e-29,2.3426800142669296e-21,3.4930928202358162e-19,1.1261580821085833e-19,1.0277224450642652e-12,1.4188219768740109e-17,4.7072882802174795e-22,1.9352337420346789e-19,1.5212546386425974e-16,8.0196949225513372e-18,3.7695025828884205e-39,1.4768400389887051e-29,-2.0881063017975973e-26,6.4227150824014896e-36,2.4678582099134198e-23,3.1908520959214916e-28,3.0022263484629629e-26,7.1786244461922586e-23,4.7940009296247888e-09,5.0582857085853542e-35,1.4060050941311868e-27,4.5847733018069665e-28,4.9408389089451482e-30,1.2596078806316493e-37,0.88129999999999997,0.0,0.0,0.0,0.0085786868191267459,0.10875018853285109,9.9999998972102348e-05,3.1744482308591394e-05,0.0003585549280290699,0.00031717574462894016,1.2388162941816202e-10,4.112779584056771e-05,1.527968534182054e-08,7.929630525937705e-07,4.0263702453214494e-13,5.4554326837348492e-15,6.0325499358625377e-06,8.2197809980461984e-06,0.00018008895227208751,5.3401154345241936e-05,1.4258887531940343e-14,5.4131876038245679e-10,6.3081094054108e-13,8.016021199945233e-09,0.00031413393071358739,1.571421522547983e-08,1.2225733556465053e-09
1.3987449291246956e-08,0.002281829693609272,4.9492291252399153e-12,2.7790238102070434e-08,1.3792672278903662e-10,2.0661447878380216e-08,4.4033261742639212e-06,4.904490845397608e-07,1.0470706826688684e-27,1.2084484335361774e-28,2.4736196347004787e-21,3.7034966581800922e-19,1.1856401359151056e-19,1.0542432246446114e-12,1.4698000741098662e-17,5.0044899086369351e-22,2.0271780819272261e-19,1.5880060202611735e-16,8.4757143465468464e-18,3.8497307733137925e-39,1.4711194010780432e-29,-2.032350214818138e-26,6.6033270213013576e-36,2.4582231296638004e-23,3.3970826471763986e-28,3.1729185995457476e-26,7.6100217637528083e-23,4.9550550720026136e-09,5.4827401930592793e-35,1.3583441949185642e-27,4.6472696236067147e-28,5.27952206391265e-30,1.3742568432620977e-37,0.88129999999999997,0.0,0.0,0.0,0.0085704386813698682,0.10874978103292973,9.9999998945573873e-05,3.1942940187372502e-05,0.00036054165309729931,0.00031892092990829115,1.2456762407901528e-10,4.1354309620153013e-05,1.5265820293116302e-08,7.9735437873702018e-07,4.0485457187440885e-13,5.4856441596673876e-15,6.1465283033663166e-06,8.3620938163318094e-06,0.00018123606352493034,5.4061282438219652e-05,1.4504461717384503e-14,5.5078343849881293e-10,6.4279502592870694e-13,8.1851336204083934e-09,0.00031615661027143072,1.6167664593539301e-08,1.2580467954738681e-09
1.4083210878216214e-08,0.0022818289063521475,5.0133025794511218e-12,2.8141250843312948e-08,1.3879916083705917e-10,2.1166833812932982e-08,4.4533594178785443e-06,5.0266018529033321e-07,1.1260966709471556e-27,-1.0716714064183492e-28,2.6108584792388271e-21,3.9249607636497283e-19,1.247789392709645e-19,1.0812615045973988e-12,1.5223804650524524e-17,5.3182400830032597e-22,2.1228088097509583e-19,1.6571891222611633e-16,8.954330777729595e-18,3.9417879542394438e-39,1.4564981438664834e-29,-2.0339714527628033e-26,6.7905272052640927e-36,2.4337107844418653e-23,3.6152983936737901e-28,3.3520984339686668e-26,8.0640879283577135e-23,5.1202779295833145e-09,5.9398194201517882e-35,1.3056420968330413e-27,4.7070186901069281e-28,5.6440574147065161e-30,1.498520516886579e-37,0.88129999999999997,0.0,0.0,0.0,0.0085622015580888635,0.10874937273925285,9.9999998918547627e-05,3.2141136317232814e-05,0.00036252179020658212,0.00032066008976085051,1.2525133707056838e-10,4.1580037833369133e-05,1.5251973958759598e-08,8.017310992820582e-07,4.0706442860016131e-13,5.5157551519044692e-15,6.2617652449215173e-06,8.505840263386945e-06,0.00018238196052868113,5.4724416788921789e-05,1.475250008931086e-14,5.6034454425011004e-10,6.5491255877526179e-13,8.3564126937931954e-09,0.00031817745395130629,1.6630586317499738e-08,1.2942655139506698e-09
1.4178972465185472e-08,0.0022818281180444137,5.0777359169319681e-12,2.8494136702292659e-08,1.3967070400413085e-10,2.1680501577720632e-08,4.5035080876791777e-06,5.1507669408342989e-07,1.2104941282191982e-27,-4.1325982490594011e-30,2.7546479022608387e-21,4.1579775151191353e-19,1.3127030554874454e-19,1.1087824782270768e-12,1.5766059279028975e-17,5.6493315307765608e-22,2.2222437587828766e-19,1.7288726496301414e-16,9.4564892297401969e-18,4.0397556353947788e-39,1.4368184684465232e-29,-2.0502213766310682e-26,6.9825863873974888e-36,2.4007211744748193e-23,3.8461119882011906e-28,3.5401229099093251e-26,8.5418355400215805e-23,5.2897440696855784e-09,6.4317944378232623e-35,1.2426939111706236e-27,4.7629648692578825e-28,6.036367301563445e-30,1.6331329520784546e-37,0.88129999999999997,0.0,0.0,0.0,0.0085539754476010189,0.10874896364990071,9.9999998891018392e-05,3.2339071046854655e-05,0.00036449534451293971,0.000322393228478571,1.2593277018163142e-10,4.1804981054480073e-05,1.5238146336774113e-08,8.0609322567788427e-07,4.0926660033138872e-13,5.5457657392130104e-15,6.3782633383491548e-06,8.6510230399294366e-06,0.00018352664487892372,5.5390539208040912e-05,1.5003007262123743e-14,5.7000226593690959e-10,6.6716382379621931e-13,8.5298659032222932e-09,0.0003201964642324033,1.710309961379326e-08,1.3312389504145603e-09
1.427473405215473e-08,0.002281827328678947,5.1425280977094319e-12,2.8848889478928386e-08,1.4054131523355499e-10,2.2202512423379569e-08,4.5537692047023419e-06,5.2770020287429358e-07,1.3005861944169001e-27,4.0117997306064842e-30,2.9052471018302962e-21,4.4030556686791653e-19,1.3804810045198836e-19,1.1368113353294456e-12,1.6325201754780553e-17,5.9985886220934393e-22,2.3256034411142008e-19,1.803126603136597e-16,9.9831664788149088e-18,4.1277315753807246e-39,1.4251355071064584e-29,-1.9972065345416329e-26,7.1965769350608145e-36,2.3810817781570177e-23,4.090163000213579e-28,3.7373612207193467e-26,9.0443141707109548e-23,5.4635287310551458e-09,6.9610793532892957e-35,1.1794541524681352e-27,4.8187703279111736e-28,6.4585575580438644e-30,1.7788791014655062e-37,0.88129999999999997,0.0,0.0,0.0,0.0085457603480941745,0.10874855376300631,9.9999998862980991e-05,3.2536744724769322e-05,0.00036646232126847749,0.00032412035045003716,1.2661192523429551e-10,4.2029139870258334e-05,1.5224337424954364e-08,8.1044076958654584e-07,4.1146109281253681e-13,5.5756760018256504e-15,6.4960250932703725e-06,8.797644781513274e-06,0.00018467011817086771,5.605963156419617e-05,1.5255987737977666e-14,5.7975678744093494e-10,6.795490984430035e-13,8.7055006056614176e-09,0.00032221364359362795,1.7585324069082994e-08,1.3689765738762928e-09
1.4370495639123988e-08,0.0022818265382487457,5.2076780824650768e-12,2.920550299431461e-08,1.4141090753593496e-10,2.2732927198085145e-08,4.604139803156459e-06,5.4053229285617136e-07,1.3967127897875858e-27,7.4226481685551686e-29,3.0629233048324173e-21,4.6607251638541581e-19,1.4512258436123144e-19,1.1653532616477105e-12,1.6901678729170033e-17,6.3668685164329795e-22,2.4330110814485452e-19,1.8800222890694922e-16,1.0535371945401043e-17,4.2105035700210853e-39,1.4184767818006414e-29,-1.9103206088696336e-26,7.4355990089549826e-36,2.3698381489359872e-23,4.3481190351131318e-28,3.9441950245410136e-26,9.5726115889537626e-23,5.6417078206528864e-09,7.5302386534840378e-35,1.1189268910942928e-27,4.8748116167928655e-28,6.9128984286524326e-30,1.9365982483935607e-37,0.88129999999999997,0.0,0.0,0.0,0.0085375562576276293,0.10874814307675509,9.9999998834430194e-05,3.2734157699353551e-05,0.00036842272582051532,0.00032584146015981211,1.2728880408363289e-10,4.2252514879900306e-05,1.5210547220867359e-08,8.1477374288122624e-07,4.1364791190967816e-13,5.6054860214275939e-15,6.6150529515287473e-06,8.9457080588275224e-06,0.0001858123819993281,5.6731675783971706e-05,1.5511445907297443e-14,5.8960828824507101e-10,6.9206865294733957e-13,8.8833240325301563e-09,0.0003242289945135688,1.8077379631775497e-08,1.4074878823423616e-09
1.4466257226093247e-08,0.0022818257467469316,5.2731848271019119e-12,2.9563970986977715e-08,1.4227949345955951e-10,2.3271806346109255e-08,4.6546169304402942e-06,5.5357453440895379e-07,1.4992311802645169e-27,-4.8472384768984141e-29,3.2279518335649167e-21,4.9315336519619829e-19,1.5250429150253532e-19,1.1944134386860299e-12,1.7495946430986099e-17,6.755061519418988e-22,2.5445926272180318e-19,1.959632321566916e-16,1.1114147979865028e-17,4.2860501402299624e-39,1.419573220681445e-29,-1.7731556396434635e-26,7.7064036907683544e-36,2.3715624668835067e-23,4.6206761003018471e-28,4.1610185723689174e-26,1.012785410956552e-22,5.8243579125574674e-09,8.141992185442986e-35,1.065672174289733e-27,4.932552965754208e-28,7.4018316905062473e-30,2.1071854140442092e-37,0.88129999999999997,0.0,0.0,0.0,0.0085293631741324427,0.10874773158938493,9.999999880536085e-05,3.2931310318828407e-05,0.00037037656361127929,0.00032755656218823542,1.2796340861759149e-10,4.2475106694999978e-05,1.5196775721853169e-08,8.190921576455714e-07,4.1582706361025629e-13,5.6351958811519875e-15,6.7353492873199196e-06,9.0952153777915446e-06,0.00018695343795871902,5.7406653851926201e-05,1.5769386048945533e-14,5.9955694343959758e-10,7.0472275033485913e-13,9.0633432898875318e-09,0.0003262425194704864,1.8579386609501279e-08,1.4467824026131458e-09
1.4562018813062505e-08,0.002281824954166755,5.3390472847842772e-12,2.9924287148332005e-08,1.4314711516861036e-10,2.3819209901447204e-08,4.7051976474677772e-06,5.6682848686373306e-07,1.6085168497600721e-27,6.0425371200506234e-29,3.4006163406820966e-21,5.2160500966984575e-19,1.6020403670922145e-19,1.2239970431363426e-12,1.8108470887383843e-17,7.1640925392637505e-22,2.6604767897981727e-19,2.0420306340852012e-16,1.1720570974800728e-17,4.3665646819946708e-39,1.4196693608524301e-29,-1.6579530832755245e-26,8.0038028612998685e-36,2.3716267256279302e-23,4.9085600409639336e-28,4.3882391313345807e-26,1.0711208106421366e-22,6.011556243824121e-09,8.79922560683159e-35,1.0167658419764911e-27,4.9903450095544223e-28,7.9279581714151559e-30,2.2915959572900114e-37,0.88129999999999997,0.0,0.0,0.0,0.0085211810954123283,0.10874731929918553,9.9999998775767728e-05,3.3128202931254854e-05,0.00037232384017711536,0.0003292656612106087,1.2863574075672442e-10,4.2696915939443431e-05,1.5183022925026426e-08,8.2339602617193701e-07,4.1799855402205355e-13,5.6648056655678669e-15,6.8569164077171026e-06,9.2461691799302656e-06,0.00018809328764302923,5.8084547810636698e-05,1.602981233086308e-14,6.0960292374725838e-10,7.1751164648028246e-13,9.2455653591948455e-09,0.00032825422094227017,1.909146565867588e-08,1.4868696894495269e-09
1.4657780400031763e-08,0.002281824160501585,5.4052644166711536e-12,3.028644525926945e-08,1.4401375600959413e-10,2.4375197484970095e-08,4.7558790287484877e-06,5.8029569839895605e-07,1.7249642509862473e-27,-9.6777974922142212e-29,3.5812089358630566e-21,5.5148610852393756e-19,1.6823291827698479e-19,1.2541092466149035e-12,1.8739728031890224e-17,7.5949218092755997e-22,2.7807950642309778e-19,2.127292484148166e-16,1.235575192874256e-17,4.4475075791114784e-39,1.4226418198076635e-29,-1.5248851555435922e-26,8.3314201262194709e-36,2.3765047382093884e-23,5.2125272770563625e-28,4.6262772248607368e-26,1.1323880735656656e-22,6.2033807123147886e-09,9.5049983123301904e-35,9.7275047707164786e-28,5.0488338345785485e-28,8.4940604426406626e-30,2.4908483152879269e-37,0.88129999999999997,0.0,0.0,0.0,0.008513010019143891,0.10874690620449828,9.9999998745645691e-05,3.3324835884531725e-05,0.00037426456114822058,0.00033096876199679688,1.2930580245409686e-10,4.2917943249356744e-05,1.5169288827276735e-08,8.2768536096079601e-07,4.201623893726831e-13,5.6943154606760828e-15,6.9797565529281029e-06,9.3985718425621743e-06,0.00018923193264580978,5.8765339760716798e-05,1.6292728810393839e-14,6.1974639553571135e-10,7.3043559013440641e-13,9.4299970976869911e-09,0.00033026410140641672,1.9613737779501947e-08,1.5277593251734795e-09
1.4753541987001021e-08,0.002281823365744922,5.4718351847386117e-12,3.0650439105509161e-08,1.4487937765304965e-10,2.4939828298670546e-08,4.8066581627011406e-06,5.9397770582541981e-07,1.8489876510257515e-27,1.3976716378723822e-28,3.7700304093853743e-21,5.8285755658906717e-19,1.7660232508910772e-19,1.2847552151000025e-12,1.939020391526244e-17,8.0485463109145739e-22,2.9056817671558155e-19,2.2154944635908457e-16,1.3020837515156978e-17,4.5375191225331206e-39,1.4208606626107689e-29,-1.4447282875849131e-26,8.6853797549921069e-36,2.3734489995376743e-23,5.5333662193356238e-28,4.8755670386311196e-26,1.1967121405068691e-22,6.3999098726219476e-09,1.0262553993762953e-34,9.3050436624294966e-28,5.1065126100988433e-28,9.103097570365041e-30,2.7060287143991565e-37,0.88129999999999997,0.0,0.0,0.0,0.0085048499428776077,0.10874649230371584,9.9999998714989522e-05,3.3521209526391503e-05,0.00037619873224777902,0.00033266586941045455,1.2997359569498798e-10,4.3138189273005898e-05,1.5155573425270407e-08,8.3196017471886256e-07,4.2231857600860317e-13,5.7237253538963564e-15,7.1038718967933357e-06,9.5524256791580579e-06,0.00019036937456015085,5.9449011860853506e-05,1.655813943491212e-14,6.2998752084151516e-10,7.4349482297643607e-13,9.616645239100828e-09,0.00033227216333999105,2.0146324306204255e-08,1.569460918888571e-09
1.494506516093954e-08,0.0022818217729317,5.6060334813306605e-12,3.1383909069668459e-08,1.466076134887853e-10,2.6095254305271192e-08,4.9084981127915705e-06,6.2199219782503084e-07,2.1215247172334076e-27,2.8477924767061492e-27,4.1736076940810256e-21,6.5032480054179817e-19,1.9440974714203815e-19,1.3476690801942588e-12,2.0750807701398658e-17,9.0283597096788818e-22,3.1697120072715944e-19,2.4010318910285217e-16,1.4445492938887501e-17,4.713467236805351e-39,1.4224739318427541e-29,-1.2656756432849158e-26,9.4939888192511142e-36,2.3760058718786894e-23,6.2289800276496751e-28,5.4097090304719051e-26,1.3350522843496494e-22,6.8073997498225476e-09,1.1946981729601934e-34,8.5514416938821816e-28,5.2232237983436241e-28,1.046286375995978e-29,3.1888844469758076e-37,0.88129999999999997,0.0,0.0,0.0,0.0084885627799267064,0.10874566207769015,9.9999998652054229e-05,3.3913180265938982e-05,0.00038004744818608075,0.00033604212404003876,1.3130238490819394e-10,4.3576340114793687e-05,1.5128198694043833e-08,8.4046629099212265e-07,4.2660802911167578e-13,5.7822457913876817e-15,7.3559365463921173e-06,9.8644958106389686e-06,0.00019264065549346151,6.0824925436553513e-05,1.709645836155862e-14,6.5076335861270108e-10,7.7002008783324124e-13,9.9966170516444512e-09,0.00033628284152132802,2.1242927538620496e-08,1.6553385469702841e-09
1.5136588334878055e-08,0.0022818201756775033,5.7416339066491062e-12,3.2124647333030665e-08,1.4833180324259564e-10,2.7285953030108615e-08,5.0106944886957254e-06,6.5088402512641941e-07,2.4298692014140952e-27,-3.8945108865096921e-27,4.6139340230892218e-21,7.2453501015138235e-19,2.1372336339617636e-19,1.4127798401249681e-12,2.2194378293132538e-17,1.011228045398568e-21,3.4536993798596663e-19,2.5992825542975297e-16,1.6004451693980351e-17,4.8953705958304819e-39,1.4568108874961202e-29,-7.8852563686730503e-27,1.0465346371526674e-35,2.4332466768637336e-23,7.0023863337553359e-28,5.9944229344507575e-26,1.4872290008271827e-22,7.2346673376425749e-09,1.3882504254293591e-34,8.0891350514758811e-28,5.3456636305876377e-28,1.2035354341480784e-29,3.7503494499391386e-37,0.88129999999999997,0.0,0.0,0.0,0.0084723195844613811,0.10874482860926359,9.9999998586920499e-05,3.4304117928330847e-05,0.00038387003561760871,0.00033939446586505039,1.3262212491611829e-10,4.4011373891220606e-05,1.5100898700247462e-08,8.4891448072656585e-07,4.3086696645532987e-13,5.8403677054771673e-15,7.6131264323119268e-06,1.018239681432652e-05,0.00019490714317789635,6.2212146969425311e-05,1.7644798506055156e-14,6.7193164734054483e-10,7.9708923435791239e-13,1.0385532215023937e-08,0.00034028627529316091,2.2382252472349444e-08,1.7445799631581994e-09
1.532811150881657e-08,0.002281818573934672,5.8786281979945423e-12,3.2872604062341359e-08,1.5005189775443408e-10,2.8512382660098967e-08,5.113224514152168e-06,6.8066505979256395e-07,2.7781316874506369e-27,3.1113560909884396e-26,5.0937442660822888e-21,8.060544962451716e-19,2.3464515993775e-19,1.4801285836176026e-12,2.3725182790275056e-17,1.13097087495629e-21,3.7588224438309413e-19,2.8109078073871835e-16,1.7708246803774892e-17,5.1313535313797417e-39,1.4203523366483187e-29,-1.3384148165716363e-26,1.159733190475342e-35,2.3723932508476725e-23,7.8611480023077807e-28,6.6337043065931566e-26,1.6544041812800527e-22,7.6823644155207084e-09,1.610268316581181e-34,7.8239852935647488e-28,5.4685990819798422e-28,1.3852433898731667e-29,4.4019435037732602e-37,0.88129999999999997,0.0,0.0,0.0,0.008456120332401524,0.10874399188739227,9.9999998519547214e-05,3.4694025289167336e-05,0.0003876665436217945,0.00034272293711837563,1.3393283274227743e-10,4.4443296218598141e-05,1.5073673409273616e-08,8.5730485288193436e-07,4.3509544302267906e-13,5.8980918457869314e-15,7.875456589935211e-06,1.0506144924438726e-05,0.00019716885034003903,6.3610535821508185e-05,1.8203187531411098e-14,6.9349352906211528e-10,8.2470394496803473e-13,1.0783440203117044e-08,0.00034428248445375484,2.3565281159108432e-08,1.837262952743534e-09
1.5519634682755088e-08,0.0022818169676574397,6.0170081590833177e-12,3.362772997469789e-08,1.5176819272914239e-10,2.9774994324198504e-08,5.2160656511542684e-06,7.1134697845618243e-07,3.170827942654163e-27,-1.3767339797881799e-25,5.6159290728490466e-21,8.9548003198653468e-19,2.572821454862326e-19,1.5497562721075484e-12,2.534766545558037e-17,1.2630741454498911e-21,4.0863074265374346e-19,3.0365909405797243e-16,1.9568061954537018e-17,5.3573117860308151e-39,1.6713189994475531e-29,2.3965667737450964e-26,1.2909764637176814e-35,2.7910773638918442e-23,8.813451745222227e-28,7.3317992741649045e-26,1.8378182818133676e-22,8.1511529494111943e-09,1.8645093158653115e-34,7.5536912692086244e-28,5.5903407043988735e-28,1.5950057313105747e-29,5.1567001780483338e-37,0.88129999999999997,0.0,0.0,0.0,0.008439964997708601,0.10874315190182202,9.9999998449893336e-05,3.5082905121103224e-05,0.00039143702271025855,0.00034602758147795276,1.3523452590646386e-10,4.4872112900259894e-05,1.5046522783044272e-08,8.6563751959445287e-07,4.3929351562782475e-13,5.9554189837922226e-15,8.1429410284144538e-06,1.0835755380022972e-05,0.00019942578969748626,6.5019952285821035e-05,1.8771651386486312e-14,7.1545007827746605e-10,8.5286579268300868e-13,1.119038856656481e-08,0.00034827148879165758,2.4793000319476322e-08,1.9334656755710617e-09
1.5711157856693604e-08,0.002281815356801946,6.1567655183309614e-12,3.4389974264691341e-08,1.5347891833448375e-10,3.1074231980856353e-08,5.3191956099815328e-06,7.4294125789623271e-07,3.6129110314960284e-27,6.3827080903670707e-25,6.1835409686879033e-21,9.9348357262605757e-19,2.8174688166851418e-19,1.621703726789335e-12,2.7066453284874347e-17,1.4086213799245018e-21,4.4374290582944854e-19,3.2770373538634044e-16,2.159576104594614e-17,5.7643177238421513e-39,3.9110745902802765e-30,-1.6555542427503732e-25,1.4315049999221429e-35,6.5481870529125705e-24,9.8681520909157778e-28,8.0932163009655973e-26,2.0387945071839933e-22,8.6417049683169568e-09,2.1551760242337401e-34,6.5075403004069536e-28,5.6857021491842631e-28,1.8368891002404037e-29,6.0293484905100203e-37,0.88129999999999997,0.0,0.0,0.0,0.0084238535524096287,0.1087423086430728,9.9999998377917925e-05,3.5470760193748653e-05,0.00039518152480454567,0.00034930844404671926,1.3652722241706824e-10,4.5297829923959874e-05,1.5019446780060309e-08,8.739125961292555e-07,4.4346124289018172e-13,6.0123499124955914e-15,8.4155927434846155e-06,1.1171242434613139e-05,0.00020167797395828472,6.6440257586760143e-05,1.9350214322977085e-14,7.3780230259549588e-10,8.815762424726311e-13,1.1606422952008037e-08,0.00035225330808472252,2.6066401106790296e-08,2.0332666471823061e-09
1.5843564742179923e-08,0.00228181424046059,6.2541857761081769e-12,3.4921076323785693e-08,1.5466021416640262e-10,3.1994084271613445e-08,5.3906503585171895e-06,7.6532284831471401e-07,3.9502373521248366e-27,5.3361290544617384e-26,6.6041921968371692e-21,1.0665995507048548e-18,2.9979018253924479e-19,1.6728211672883799e-12,2.8313535088324518e-17,1.5177093337195229e-21,4.6946834766571071e-19,3.452278598368563e-16,2.3102299721953353e-17,5.5305992668851472e-39,-7.1382601339115767e-30,-3.1442734529336664e-25,1.5137394870547224e-35,-1.1901082202990221e-23,1.0662158216163136e-27,8.65912901408764e-26,2.1887401844548609e-22,8.9939223978728664e-09,2.3798605732957684e-34,-8.3893550052060199e-29,5.685531149298639e-28,2.0252195090242379e-29,6.7102037897945174e-37,0.88129999999999997,0.0,0.0,0.0,0.0084127407724715522,0.10874172374961989,9.9999998326780093e-05,3.5738300744740942e-05,0.00039775507499948396,0.00035156274333290833,1.374156600578593e-10,4.5590334515742176e-05,1.5000771765947082e-08,8.7959984770508239e-07,4.4632483371154301e-13,6.0514771051706724e-15,8.6071140511552361e-06,1.1406619452011438e-05,0.00020323221689413175,6.7428459647890664e-05,1.9756112012338468e-14,7.5348702656935791e-10,9.0174626491836979e-13,1.1899377632466914e-08,0.00035500189323074346,2.6973978285693701e-08,2.1044076900091247e-09
1.597597162766624e-08,0.0022818131218976276,6.3522578679782009e-12,3.5455541796109756e-08,1.5583999085494465e-10,3.2931792913250575e-08,5.4622253919106657e-06,7.8814955718630977e-07,4.3156787814265255e-27,-6.6204943900715188e-26,7.0492024231118117e-21,1.144357090094967e-18,3.1880336737342915e-19,1.7250801662990015e-12,2.9610587283634578e-17,1.6341825356064408e-21,4.9643180049745204e-19,3.6351698572216685e-16,2.4699428813757187e-17,4.7137064705008578e-39,-1.2092645689943047e-29,-3.5945629606243125e-25,1.5877189269199329e-35,-2.0190994231525488e-23,1.1513029445886216e-27,9.2592444900422377e-26,2.3482425068778036e-22,9.3570954222771581e-09,2.6258808278072392e-34,-1.3893327536653671e-27,5.6318581044665898e-28,2.2326317384326888e-29,7.4613633976847995e-37,0.88129999999999997,0.0,0.0,0.0,0.0084016489446216858,0.10874113728492436,9.9999998274499796e-05,3.6005353752027412e-05,0.0004003162530607135,0.00035380571417360736,1.3829981285960469e-10,4.5881362673678737e-05,1.498213238051864e-08,8.8525967077859877e-07,4.4917397039258704e-13,6.0904155950462691e-15,8.8011144747216561e-06,1.1644815645946951e-05,0.00020478419741434031,6.8421754793099036e-05,2.0166854325852542e-14,7.6936160562152886e-10,9.2217955981132774e-13,1.2196709827309859e-08,0.0003577470602913624,2.7904194479163308e-08,2.1773323278616387e-09
