Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727)
2.0036057199924573e-07,0.0017929796937956244,-1.0510116133492761e-18,-8.5938406146675402e-14,8.1096681998625151e-18,7.9031736974213388e-18,4.4191763420235713e-08,5.4997747759511572e-10,1.3696962429643422e-39,1.1650117392460493e-30,1.3654297346515387e-29,4.8599645849886234e-16,1.9246002858464669e-32,2.9646435708199004e-16,1.2986273062000265e-17,1.1188531500358052e-28,1.2782813676725056e-25,1.2973070631942117e-20,1.0841842350062534e-22,1.0808363808854618e-47,2.8793943800033366e-30,-2.8398234657461374e-27,1.135328108196857e-39,-2.4960597810901419e-16,4.9400823505394388e-30,1.3137886600636618e-29,6.1116917929937105e-20,2.6201249442656265e-16,3.0427277684540909e-48,-6.6753736846057626e-21,-3.6346204009014989e-22,-2.919721193307493e-25,7.0091993680585377e-35,0.88129999999999997,0.0,0.0,0.0,0.0098420974053219784,0.10878458993556385,9.9999999999703597e-05,2.5467086576877819e-06,2.2501440003192529e-05,4.4890961205991998e-06,5.103032313716706e-11,1.7721911964779364e-05,2.7201359770154477e-11,3.4717573825957347e-07,7.5705362938828762e-13,8.9681914553122911e-15,2.9618319577774437e-07
2.019657203564881e-07,0.0017929794372924354,-1.0487311751964788e-18,-8.5774094875281594e-14,8.081899011477255e-18,8.1821196771501974e-18,4.4878394941431063e-08,5.6736227167858332e-10,1.253721746298132e-39,1.1635019778549975e-30,1.3872980029154124e-29,4.8588871163549348e-16,2.0047139579597063e-32,2.9873709246132464e-16,1.3094116765633455e-17,1.1464457570825497e-28,1.3181614429378617e-25,1.3374760547535651e-20,1.1355693793363743e-22,1.0893606825749488e-47,2.879702291304879e-30,-2.8568494574486498e-27,1.1411604582255514e-39,-2.4960597433244604e-16,5.0233017770277021e-30,1.3240356099742942e-29,6.1116917931121408e-20,2.6260128840862619e-16,2.9005345564000305e-48,-6.6753732703263789e-21,-3.6572401703318171e-22,-2.9841852405897219e-25,7.0091993712776069e-35,0.88129999999999997,0.0,0.0,0.0,0.0098417219780518369,0.10878444616114384,9.9999999999701321e-05,2.5665410732667215e-06,2.2680320219074235e-05,4.5227403566097767e-06,5.1435939451687299e-11,1.7855258197578445e-05,2.7200322162958421e-11,3.4993532940127764e-07,7.6274998145564601e-13,9.0394767987088032e-15,3.0314736416162244e-07
2.0517601707097286e-07,0.0017929789247599012,-1.0439507621269934e-18,-8.5427830690692007e-14,8.4720334995339703e-18,8.7601194327722959e-18,4.6265993261705698e-08,6.0333814164580073e-10,1.2550473962525791e-39,1.1310268639985784e-30,1.4314977406380226e-29,4.856730968031041e-16,2.1754547711620831e-32,3.0327369754963594e-16,1.3309930623578013e-17,1.2029607134174224e-28,1.4005992877894752e-25,1.4204866448612728e-20,1.2443323810679703e-22,1.1063811419261763e-47,2.8803202414690375e-30,-2.8908328802061037e-27,1.1531012762490069e-39,-2.4960596678166051e-16,5.1918637772356261e-30,1.344488924248829e-29,6.1116917933551414e-20,2.6384136881412124e-16,2.8398328962204378e-48,-6.6753724412917012e-21,-3.7021775464968824e-22,-3.1156843438752643e-25,7.0091993778653166e-35,0.88129999999999997,0.0,0.0,0.0,0.0098409716370458696,0.10878415886105418,9.9999999999696794e-05,2.606179231649658e-06,2.3038003465236167e-05,4.5898834446404268e-06,5.2246994271376236e-11,1.8121374258446626e-05,2.7198248367709506e-11,3.554533019761919e-07,7.7411806244056005e-13,9.1820162364939345e-15,3.1738902361933616e-07
2.0806528411400913e-07,0.0017929784640250339,-1.0393991098412468e-18,-8.5096158154267729e-14,8.9923507670068463e-18,9.3039556766058593e-18,4.7531092457071737e-08,6.3712288727293516e-10,1.2972157650057954e-39,1.1255521278742295e-30,1.4718019716894794e-29,4.8547890612452472e-16,2.3394216418964748e-32,3.0734643576072145e-16,1.3504306688553778e-17,1.2553573504045942e-28,1.4779086913115269e-25,1.4983048606689777e-20,1.3493745796233694e-22,1.121669573021423e-47,2.8808842256891264e-30,-2.9213390377295523e-27,1.1641673119999976e-39,-2.4960595998810577e-16,5.3459900028582919e-30,1.3628501899578118e-29,6.1116917935809097e-20,2.6503142164516038e-16,2.9567775776770159e-48,-6.6753716946189369e-21,-3.7422787807671863e-22,-3.2369815804982744e-25,7.0091993839664847e-35,0.88129999999999997,0.0,0.0,0.0,0.0098402969197936459,0.10878390057696483,9.9999999999692715e-05,2.6418231890966681e-06,2.3359829966346647e-05,4.650145034765519e-06,5.2976739940510831e-11,1.8360215858763532e-05,2.7196383581484796e-11,3.6041809165428092e-07,7.8432101917353911e-13,9.3102659368736587e-15,3.3056709895333557e-07
2.109545511570454e-07,0.0017929780038105669,-1.0348958289433383e-18,-8.4768394892019564e-14,8.5334130676707913e-18,9.8707094401527071e-18,4.88115057927462e-08,6.7227489939419299e-10,1.1909810922033564e-39,1.0691159368582842e-30,1.5125990625359392e-29,4.8528458615833577e-16,2.5102863775732168e-32,3.1140939544212644e-16,1.3698818169195764e-17,1.3092243433093094e-28,1.5582389544363106e-25,1.5791366650742241e-20,1.4615651869119333e-22,1.1369282204866517e-47,2.881441489566869e-30,-2.9517695755337911e-27,1.1755387344921833e-39,-2.4960595319802803e-16,5.5024092108759899e-30,1.3811667049953099e-29,6.1116917938134561e-20,2.6629465002378232e-16,2.8632320541159173e-48,-6.6753709474342168e-21,-3.7820578973743724e-22,-3.3610901180909866e-25,7.0091993902327003e-35,0.88129999999999997,0.0,0.0,0.0,0.0098396227657775552,0.10878364256645585,9.9999999999688635e-05,2.6774383848135992e-06,2.3681572230043575e-05,4.7102466496879343e-06,5.3706291600430146e-11,1.8598423206757999e-05,2.7194520351759512e-11,3.6538156140950121e-07,7.9449688159389258e-13,9.4384815412043358e-15,3.44090484965871e-07
2.1384381820008167e-07,0.0017929775441208951,-1.0302895928484711e-18,-8.4432355765979558e-14,9.2801695191177324e-18,1.0461306320518881e-17,5.0107144963244855e-08,7.0882802684067561e-10,1.2240486327753741e-39,1.0938399732184166e-30,1.5538851089684749e-29,4.8509013769195573e-16,2.692706086727349e-32,3.1546247413277104e-16,1.3893464468091853e-17,1.3645799017698809e-28,1.6416572100742708e-25,1.6630482468135395e-20,1.5812734500400931e-22,1.1521565894453293e-47,2.881999889337763e-30,-2.982123742775913e-27,1.1872194889743721e-39,-2.4960594641065248e-16,5.6611212502460235e-30,1.3994380016311053e-29,6.1116917940528577e-20,2.6763414171050373e-16,2.8165275621065535e-48,-6.6753701997386099e-21,-3.8215170685078625e-22,-3.4880272191101705e-25,7.0091993966657541e-35,0.88129999999999997,0.0,0.0,0.0,0.0098389491793973109,0.10878338483204444,9.9999999999684583e-05,2.7130248420875483e-06,2.4003229805799607e-05,4.7701867796636114e-06,5.4435648236625977e-11,1.8835990317884214e-05,2.7192658690695235e-11,3.7034370433961157e-07,8.0464539405075798e-13,9.5666628711883071e-15,3.5796271037733533e-07
2.1673308524311794e-07,0.0017929770849604073,-1.026895637170104e-18,-8.4193919773288652e-14,4.5298526828234176e-18,1.1075271521498201e-17,5.1417921053532835e-08,7.4681636999338553e-10,9.3335210566441245e-40,7.5476658337620608e-31,1.5956561466893565e-29,4.8489556152678029e-16,2.8765347047536937e-32,3.195055649341243e-16,1.408824498801197e-17,1.4214371581014666e-28,1.728230698345836e-25,1.7501058865737351e-20,1.7088814291897507e-22,1.1673340106116208e-47,2.8824732717052696e-30,-3.0124006165958282e-27,1.1992008094763427e-39,-2.4960593963465753e-16,5.8221258719736313e-30,1.4176636128636604e-29,6.1116917942991853e-20,2.6905299199558814e-16,2.3823733514116602e-48,-6.6753694515332041e-21,-3.8606584542767476e-22,-3.6178096675925557e-25,7.009199403267422e-35,0.88129999999999997,0.0,0.0,0.0,0.0098382761650014205,0.10878312737621872,9.9999999999680545e-05,2.7485825842045557e-06,2.4324802246189093e-05,4.8299639336073606e-06,5.5164808841651908e-11,1.9072911281551338e-05,2.7190798610312145e-11,3.753045135904593e-07,8.1476630405251105e-13,9.6948097497701317e-15,3.7218725935182811e-07
2.196223522861542e-07,0.0017929766263333979,-1.0218945881148159e-18,-8.382601325547716e-14,1.3014417187335665e-17,1.1716142070554633e-17,5.2743744056082631e-08,7.8627427731354015e-10,1.5490553370813492e-39,1.4618857740486057e-30,1.6379082005867661e-29,4.8470085843948661e-16,3.0930258181401998e-32,3.235385787799839e-16,1.428315913194153e-17,1.4798240254231952e-28,1.8180267520229054e-25,1.8403759427920398e-20,1.8447842287170362e-22,1.1824927841613134e-47,2.8830664425558152e-30,-3.0425998205201562e-27,1.2115068212284815e-39,-2.4960593284946461e-16,5.985422730153816e-30,1.4358430908016398e-29,6.1116917945525161e-20,2.7055456281135309e-16,3.2074827165388884e-48,-6.6753687028190895e-21,-3.8994842040732329e-22,-3.7504537754798858e-25,7.0091994100394498e-35,0.88129999999999997,0.0,0.0,0.0,0.0098376037268870023,0.10878287020143827,9.999999999967652e-05,2.7841116344521227e-06,2.4646289107295366e-05,4.8895766390035908e-06,5.5893772416081257e-11,1.9309180260769013e-05,2.7188940122488386e-11,3.8026398236241902e-07,8.2485936225163288e-13,9.8229220013029082e-15,3.867675717026603e-07
2.2251161932919048e-07,0.0017929761682441308,-1.0155666348979119e-18,-8.3351342690147551e-14,1.1969437481157342e-17,1.2384294851304524e-17,5.4084523540250519e-08,8.2723633715201153e-10,1.3776587435118646e-39,1.0718975315045028e-30,1.6806372066512264e-29,4.845060292394442e-16,3.3076736135760633e-32,3.2756140989362771e-16,1.4478206303208775e-17,1.5397543703552944e-28,1.9111127703530249e-25,1.9339248267985705e-20,1.9893901727357741e-22,1.1976574921428771e-47,2.8837031023124158e-30,-3.0727204284097538e-27,1.2241494562092271e-39,-2.4960592606275516e-16,6.1510113817517336e-30,1.4539759805421489e-29,6.1116917948129223e-20,2.7214235530299476e-16,3.5483442595502781e-48,-6.6753679535973742e-21,-3.9379964551542611e-22,-3.8859753855767766e-25,7.0091994169835737e-35,0.88129999999999997,0.0,0.0,0.0,0.0098369318692999343,0.10878261331013343,9.9999999999672481e-05,2.8196120161180544e-06,2.4967689948173362e-05,4.9490234420652525e-06,5.662253796729245e-11,1.9544791492779735e-05,2.7187083238960344e-11,3.8522210390217237e-07,8.3492432247172631e-13,9.9509994513359339e-15,4.0170704251359883e-07
2.2540088637222675e-07,0.0017929757106968053,-1.0160401106343157e-18,-8.3423219661976939e-14,-2.1019891863845102e-17,1.3072541086785326e-17,5.5440169012618087e-08,8.697373683858774e-10,8.5037797524004552e-40,5.6165041759859041e-31,1.723838954366065e-29,4.8431107475833796e-16,3.498262158825617e-32,3.3157392894249909e-16,1.4673385905628189e-17,1.6012308534002683e-28,2.0075561860895732e-25,2.030818967975566e-20,2.1431210146427976e-22,1.2127502899833637e-47,2.8841281047855587e-30,-3.1027606904870421e-27,1.2371002445082673e-39,-2.4960591930022533e-16,6.318891285323061e-30,1.4720618086526679e-29,6.1116917950804737e-20,2.7381947699756303e-16,2.0225268934784397e-48,-6.6753672038691792e-21,-3.9761973317121465e-22,-4.0243898753542215e-25,7.0091994241014989e-35,0.88129999999999997,0.0,0.0,0.0,0.0098362605964347361,0.10878235670470442,9.9999999999668469e-05,2.8550837524892847e-06,2.5289004330513624e-05,5.0083029079049781e-06,5.7351104508672836e-11,1.9779739289736462e-05,2.7185227971322631e-11,3.9017887149730977e-07,8.4496094173645115e-13,1.0079041926475253e-14,4.1700902173289679e-07
2.2829015341526302e-07,0.0017929752536955691,-1.0228621631478677e-18,-8.4005784619275262e-14,-1.0688615377912544e-17,1.3782806802592019e-17,5.6810588505461398e-08,9.1381241470834664e-10,3.6032190022342889e-40,2.582924283578494e-31,1.7675094296411883e-29,4.8411599581155337e-16,3.720588830118959e-32,3.3557606135572421e-16,1.486869734358888e-17,1.6642671818088025e-28,2.1074244513898433e-25,2.1311248001710701e-20,2.3064120664746447e-22,1.2276911669236507e-47,2.8842901658055243e-30,-3.1327205310692033e-27,1.2503139133453448e-39,-2.4960591256703856e-16,6.4890618020370235e-30,1.4901001435161001e-29,6.1116917953552425e-20,2.7558883126710553e-16,7.4044683327414541e-49,-6.6753664536356353e-21,-4.0140889479998245e-22,-4.1657121596686884e-25,7.0091994313949211e-35,0.88129999999999997,0.0,0.0,0.0,0.0098355899124330272,0.10878210038752285,9.9999999999664471e-05,2.8905268668514307e-06,2.56102318199595e-05,5.0674136206177935e-06,5.8079471062625824e-11,2.001401803902761e-05,2.7183374331023696e-11,3.9513427849668569e-07,8.5496898028341467e-13,1.0207049254909475e-14,4.326768139812367e-07
2.311794204582993e-07,0.0017929747972445242,-1.0256358450888277e-18,-8.4263526853878387e-14,1.0036583049248773e-17,1.4526568174111951e-17,5.819568869210769e-08,9.594967343023512e-10,9.288864309036205e-40,9.4107833847348898e-31,1.8116446704231439e-29,4.8392079317767721e-16,3.9966717620559058e-32,3.3956775386359875e-16,1.5064140022196144e-17,1.7288988510182227e-28,2.2107850089383693e-25,2.2349087408320667e-20,2.4797124413242026e-22,1.2425702833259718e-47,2.8845447903601519e-30,-3.162600664089442e-27,1.263822647345314e-39,-2.4960590582742923e-16,6.6615221990034401e-30,1.5080905878114119e-29,6.111691795637301e-20,2.7745402358566851e-16,1.8618976454990888e-48,-6.6753657028978791e-21,-4.0516734086242126e-22,-4.3099566961012097e-25,7.0091994388655027e-35,0.88129999999999997,0.0,0.0,0.0,0.0098349198213830754,0.10878184436093123,9.9999999999660487e-05,2.9259413824883609e-06,2.5931371986240055e-05,5.126354183400645e-06,5.8807636660878348e-11,2.0247622203756644e-05,2.7181522329364421e-11,4.0008831831265168e-07,8.649482015846614e-13,1.0335021266467453e-14,4.4871367826485556e-07
2.3406868750133557e-07,0.0017929743413477076,-1.0273495752875688e-18,-8.4436397699701741e-14,-1.079194405994838e-17,1.5301231676152411e-17,5.9595376692326396e-08,1.0068257943500111e-09,4.0393132048519852e-40,1.8910540326922503e-31,1.8562402944244394e-29,4.8372546768942631e-16,4.2419334316436052e-32,3.4354887267802287e-16,1.5259713347339041e-17,1.7951353881798919e-28,2.3177052714790421e-25,2.3422371648156993e-20,2.6634852023226497e-22,1.2574259668031045e-47,2.8847500800827634e-30,-3.1923992462376749e-27,1.2776607816257146e-39,-2.4960589909568415e-16,6.8362716482207003e-30,1.5260326934992476e-29,6.1116917959267153e-20,2.7941911083094617e-16,1.4217307643206038e-48,-6.6753649516570625e-21,-4.0889528041843828e-22,-4.457137488495975e-25,7.0091994465148954e-35,0.88129999999999997,0.0,0.0,0.0,0.0098342503273215667,0.10878158862724129,9.9999999999656489e-05,2.9613273226822903e-06,2.6252424401330978e-05,5.1851232185951591e-06,5.9535600340291146e-11,2.0480546322911261e-05,2.7179671977503109e-11,4.0504098439251131e-07,8.7489837235389406e-13,1.0462957791880922e-14,4.6512282786907365e-07
2.3471877258601873e-07,0.0017929742388477132,-1.0278334443284366e-18,-8.4483210264497198e-14,2.2263333528816313e-18,1.547956380143818e-17,5.9912307294914151e-08,1.0177051408388208e-09,5.6234820937483981e-40,8.1356605163099784e-31,1.8663373012422539e-29,4.836815026065921e-16,4.3037412206427334e-32,3.4444315456404263e-16,1.5303735289563875e-17,1.810262069015859e-28,2.3422597900197245e-25,2.3668813143573204e-20,2.7063257833065266e-22,1.2607671539683105e-47,2.8848003923049134e-30,-3.1990925191770492e-27,1.2808232748123349e-39,-2.4960589758103093e-16,6.8759056418137157e-30,1.5300629603336549e-29,6.1116917959928553e-20,2.7987546888065815e-16,1.1499927408150772e-48,-6.675364782558671e-21,-4.0972988391565329e-22,-4.4906592136199171e-25,7.0091994482608191e-35,0.88129999999999997,0.0,0.0,0.0,0.0098340997738384436,0.10878153112776043,9.9999999999655594e-05,2.9692852235522451e-06,2.6324649058044389e-05,5.1983224736358096e-06,5.9699364243408926e-11,2.0532859979024667e-05,2.7179255876825618e-11,4.0615514427700354e-07,8.7713313367351491e-13,1.0491738602474364e-14,4.6886651676235957e-07
2.3601894275538506e-07,0.0017929740339326836,-1.0268661104560855e-18,-8.4421338375292467e-14,1.4413436120351302e-17,1.5842778937157778e-17,6.0548365354604607e-08,1.0397206749783153e-09,1.0709680834177525e-39,1.0331036667235043e-30,1.8866004071530618e-29,4.8359355393622835e-16,4.4438938033897289e-32,3.4623010291464382e-16,1.5391798898843781e-17,1.8407670142122267e-28,2.3919227569318135e-25,2.4167210223159741e-20,2.793691913090877e-22,1.267458553967488e-47,2.8849794476719233e-30,-3.2124668014625468e-27,1.2872063487055771e-39,-2.4960589454427809e-16,6.9555210946940296e-30,1.5381160744474625e-29,6.1116917961262669e-20,2.8080423257589801e-16,1.9628923264859367e-48,-6.6753644442857137e-21,-4.1139449880922948e-22,-4.5581512755480622e-25,7.0091994517801414e-35,0.88129999999999997,0.0,0.0,0.0,0.0098337987583252025,0.10878141617373327,9.9999999999653805e-05,2.9851966899931614e-06,2.6469084960654458e-05,5.2246946651100446e-06,6.0026861195119669e-11,2.0637382947556894e-05,2.7178423928204705e-11,4.0838325413007234e-07,8.8159819890584974e-13,1.0549294801144889e-14,4.7641105990320758e-07
2.373191129247514e-07,0.0017929738291312316,-1.0265021842797612e-18,-8.4407987654333874e-14,-1.1185384541829073e-17,1.6211523038984612e-17,6.1187345658479613e-08,1.06208138747915e-09,4.0697472372849002e-40,1.3344212868444962e-32,1.9069552412445114e-29,4.8350558067128193e-16,4.5547864685466349e-32,3.480148730164251e-16,1.5479888762923559e-17,1.871600622106056e-28,2.4423294051079334e-25,2.4673009699322957e-20,2.8833419968580374e-22,1.2741474028048345e-47,2.8851080641423353e-30,-3.2258241423762477e-27,1.2936621187860665e-39,-2.4960589151319055e-16,7.0355997575937287e-30,1.5461592517719883e-29,6.1116917962611903e-20,2.817546994180357e-16,1.8259903782181682e-48,-6.6753641059112833e-21,-4.1305300654773931e-22,-4.6262424816532847e-25,7.0091994553362228e-35,0.88129999999999997,0.0,0.0,0.0,0.0098334978650480211,0.10878130127978966,9.9999999999652017e-05,3.0011023778031342e-06,2.6613502949945032e-05,5.2510316634240759e-06,6.0354316934950666e-11,2.0741766388089441e-05,2.7177592317388238e-11,4.1061108360192285e-07,8.8605730371027514e-13,1.0606843757049943e-14,4.8403206052294828e-07
2.386192830941177e-07,0.001792973624443714,-1.0291996125258597e-18,-8.4640683436548862e-14,-2.4815431392550258e-17,1.6583441482050738e-17,6.1829239727105229e-08,1.084790553471625e-09,-3.8489451233100432e-40,-3.1562187522076826e-31,1.9274013715043978e-29,4.8341758289555686e-16,4.6530562729184964e-32,3.4979744747532113e-16,1.5568004827871408e-17,1.9027599020244703e-28,2.4934858615257795e-25,2.5186271862523046e-20,2.9753213452643887e-22,1.2807979180600358e-47,2.8851031311924622e-30,-3.2391641828079166e-27,1.3001751052764244e-39,-2.4960588849613404e-16,7.1161415337114208e-30,1.5541924462628179e-29,6.1116917963976328e-20,2.8272713923197191e-16,-1.8076418107563433e-49,-6.675363767435488e-21,-4.1470542589177854e-22,-4.6949340103114192e-25,7.0091994589292086e-35,0.88129999999999997,0.0,0.0,0.0,0.0098331970943633367,0.10878118644613356,9.9999999999650228e-05,3.0170022891033433e-06,2.6757902987467241e-05,5.2773333472503603e-06,6.0681731376404132e-11,2.0846009819679653e-05,2.7176761045361584e-11,4.1283863210402946e-07,8.9051042754163719e-13,1.066438545498683e-14,4.9172980137518794e-07
2.39919453263484e-07,0.0017929734198704863,-1.029533604541089e-18,-8.468357020176973e-14,2.1690242153866269e-17,1.6964179448350054e-17,6.2474038421408433e-08,1.1078514557272239e-09,9.4724145542037152e-40,1.4082239974529536e-30,1.9479385311428077e-29,4.8332956065780319e-16,4.8213547948011247e-32,3.5157784938895005e-16,1.5656147039799981e-17,1.9342601803416167e-28,2.5453982510895272e-25,2.5707056974944644e-20,3.0696758615912536e-22,1.2874329880102619e-47,2.8852315497065931e-30,-3.2524878323957236e-27,1.306750728385784e-39,-2.4960588546626258e-16,7.1971463226581637e-30,1.5622156414924916e-29,6.1116917965356004e-20,2.8372190984973073e-16,7.5211230623214432e-49,-6.6753634288584324e-21,-4.1635177570499263e-22,-4.7642270218083222e-25,7.0091994625592432e-35,0.88129999999999997,0.0,0.0,0.0,0.0098328964466247535,0.10878107167296831,9.9999999999648439e-05,3.0328964260148762e-06,2.6902285035533246e-05,5.3035995960555782e-06,6.1009104434710235e-11,2.0950112764531705e-05,2.7175930113102247e-11,4.1506589905962363e-07,8.9495754998921288e-13,1.0721919880056546e-14,4.9950456331897183e-07
2.4121962343285035e-07,0.0017929732154119006,-1.0266284260129406e-18,-8.4466186233922146e-14,1.705097893047207e-17,1.7354567977442706e-17,6.3121733104296237e-08,1.1312673844470426e-09,1.4226096330334385e-39,8.7798416342497922e-31,1.9685663258467374e-29,4.832415140354624e-16,4.9824719595728091e-32,3.5335606805449965e-16,1.5744315344868467e-17,1.9661022537442435e-28,2.5980726931461489e-25,2.6235425266998306e-20,3.1664520464176428e-22,1.2940993421084445e-47,2.8854765286831722e-30,-3.2657949929818386e-27,1.3134091447562317e-39,-2.4960588242525876e-16,7.2786140206247245e-30,1.5702288014854511e-29,6.1116917966750991e-20,2.8473951646113523e-16,3.2692020956785102e-48,-6.6753630901802272e-21,-4.1799207471813569e-22,-4.8341226584390218e-25,7.0091994662264678e-35,0.88129999999999997,0.0,0.0,0.0,0.0098325959221840717,0.10878095696049558,9.9999999999646677e-05,3.0487847906587253e-06,2.704664905623282e-05,5.329830290100108e-06,6.1336436024596347e-11,2.1054074748000672e-05,2.7175099521582566e-11,4.1729288388863124e-07,8.9939865077687811e-13,1.0779447017274707e-14,5.0735662531492653e-07
2.425197936022167e-07,0.001792973011068304,-1.0539066426203707e-18,-8.6674428818206489e-14,-3.0518165113949613e-16,1.7721184978516227e-17,6.3772318037850963e-08,1.1550416376836021e-09,-9.0421718199300901e-39,-1.1467958934429901e-29,1.9892837280226002e-29,4.8315344326852263e-16,4.7770169000887774e-32,3.551319342819908e-16,1.5832509689286142e-17,1.998201482652993e-28,2.6515152926231956e-25,2.6771436804283014e-20,3.2656970006654079e-22,1.3005203427388998e-47,2.8842068570602254e-30,-3.2790805312336363e-27,1.3200374155744799e-39,-2.496058795372063e-16,7.3605445171412454e-30,1.5782317690011573e-29,6.111691796816135e-20,2.8577957580541654e-16,-1.2042457168117508e-47,-6.6753627514009873e-21,-4.1962634096652189e-22,-4.9046220444946702e-25,7.0091994699310298e-35,0.88129999999999997,0.0,0.0,0.0,0.0098322955213936622,0.10878084230891283,9.9999999999644901e-05,3.064667385155787e-06,2.7190995009079259e-05,5.3560253104366198e-06,6.1663726054947219e-11,2.1157895298588302e-05,2.7174269271776259e-11,4.1951958597134082e-07,9.0383370976293157e-13,1.0836966850633016e-14,5.1528626442264329e-07
2.4284483614455823e-07,0.001792972960000406,-1.0716565944959932e-18,-8.8104913511894975e-14,-3.5225340162503575e-16,1.7803014167380056e-17,6.3935415269257447e-08,1.1610415764694707e-09,-1.2284645045924116e-38,-1.1029014246818344e-29,1.9944769298516813e-29,4.8313142183633483e-16,4.6759677345151595e-32,3.5557550756851974e-16,1.5854562337740291e-17,2.0062542015015578e-28,2.6649966812827398e-25,2.6906640958137974e-20,3.2908995614000347e-22,1.3020060705398505e-47,2.8834218254355684e-30,-3.2823977238494688e-27,1.3216559724269723e-39,-2.4960587886233185e-16,7.3810994397278927e-30,1.5802308931364449e-29,6.1116917968516371e-20,2.8604289375169657e-16,-2.1185692662423784e-47,-6.6753626666904062e-21,-4.2003396697495445e-22,-4.9223413568967519e-25,7.0091994708630196e-35,0.88129999999999997,0.0,0.0,0.0,0.0098322204405576832,0.10878081365555417,9.9999999999644454e-05,3.0686371324431496e-06,2.7227078669275662e-05,5.3625684776407347e-06,6.1745542057797712e-11,2.1183828282393455e-05,2.7174061762831541e-11,4.2007621723760542e-07,9.0494152813038824e-13,1.0851345665799257e-14,5.1728082791006291e-07
2.434949212292414e-07,0.001792972857886268,-1.099830588345459e-18,-9.0377334043633111e-14,-8.4374862132451379e-17,1.7976002509330511e-17,6.4262148001861028e-08,1.1731094665421144e-09,-7.1129522664349991e-39,3.725880977253952e-31,2.0048803893745749e-29,4.8308737438251282e-16,4.8184634648148087e-32,3.5646230611753172e-16,1.589867250359395e-17,2.0224493992053849e-28,2.692105017387369e-25,2.7178497347568637e-20,3.3417795199776632e-22,1.3048827396658909e-47,2.8823765573163171e-30,-3.2890308864238087e-27,1.3248531443706816e-39,-2.4960587745992723e-16,7.4222960301416082e-30,1.5842272777498598e-29,6.1116917969229266e-20,2.8657336726160503e-16,-2.7528776911092258e-47,-6.6753624972503231e-21,-4.2084809275006963e-22,-4.9578934608414963e-25,7.009199472734034e-35,0.88129999999999997,0.0,0.0,0.0,0.0098320703021559149,0.10878075636030492,9.9999999999643573e-05,3.0765755456455484e-06,2.7299242593551815e-05,5.3756480937182599e-06,6.1909166252226167e-11,2.1235667614346231e-05,2.7173646809251001e-11,4.2118942662658437e-07,9.0715602702976387e-13,1.0880101923335541e-14,5.2128456932861355e-07
2.4414500631392456e-07,0.0017929727558010351,-1.0938171130350709e-18,-8.9902684846752009e-14,3.0606149935742814e-16,1.8186023697717252e-17,6.4589595905049805e-08,1.1852683847407969e-09,8.5496771553772286e-39,1.1171815690942506e-29,2.0153070412751729e-29,4.8304332072842908e-16,5.3997886021102394e-32,3.5734875417830277e-16,1.594278915578365e-17,2.038811128081116e-28,2.7194080724173081e-25,2.7452290845873415e-20,3.3932976308210546e-22,1.3078916076497221e-47,2.8829150323065036e-30,-3.2956660691576918e-27,1.3280913071254552e-39,-2.4960587589835439e-16,7.4636082703564813e-30,1.5882212619759029e-29,6.1116917969946013e-20,2.8710944047324451e-16,-3.8199838853543899e-48,-6.6753623277850157e-21,-4.2166071926691496e-22,-4.9935969836625946e-25,7.0091994746144459e-35,0.88129999999999997,0.0,0.0,0.0,0.0098319201948150435,0.10878069908036864,9.9999999999642692e-05,3.0845125172390821e-06,2.7371401987692383e-05,5.3887187398040859e-06,6.2072780027208595e-11,2.1287471383662614e-05,2.7173231941509176e-11,4.2230256512771002e-07,9.0936900674638755e-13,1.0908856349707457e-14,5.2530782512325365e-07
2.446040326107044e-07,0.0017929726837358898,-1.0778341795249409e-18,-8.8624363826549772e-14,9.6198653087529907e-17,1.8347063448588257e-17,6.4821238939136132e-08,1.1939088745522104e-09,7.933883777052928e-39,5.5696693176380125e-32,2.022683003997906e-29,4.8301221070157338e-16,5.5593437953273995e-32,3.5797438491616038e-16,1.5973943909925774e-17,2.0504290831218812e-28,2.73880450948316e-25,2.7646787898095647e-20,3.4300623508381807e-22,1.3102289527631674e-47,2.8835497004331166e-30,-3.3003500747685329e-27,1.3304661005591455e-39,-2.4960587477018158e-16,7.4928485748857792e-30,1.5910399315217875e-29,6.111691797045447e-20,2.8749185850657436e-16,1.5310661912393519e-47,-6.6753622081100633e-21,-4.2223361440021521e-22,-5.0188985872226253e-25,7.0091994759478786e-35,0.88129999999999997,0.0,0.0,0.0,0.0098318142224736414,0.108780658644134,9.9999999999642069e-05,3.0901159595620075e-06,2.7422351139212971e-05,5.3979425365628599e-06,6.218830173701595e-11,2.1324028669954185e-05,2.7172939054389085e-11,4.2308851156172606e-07,9.1093067946105151e-13,1.092915879980359e-14,5.2816042638514058e-07
