Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957)
3.168978120544452e-12,0.0028933386644175462,1.4713726763043476e-18,1.9843316981211816e-14,4.8761444489755631e-13,1.4620881161547811e-18,5.14248219352506e-13,9.760048860554327e-21,-1.6092631182755418e-29,-6.2403632817314085e-19,1.2647966953822963e-33,6.2414058084744321e-19,2.0535849815973049e-27,3.0559811821283006e-18,1.8205578347928537e-24,-1.6177267513512763e-29,2.8451382011372133e-33,1.6721734271193386e-27,3.1196331635883178e-35,-2.5291076468994143e-41,1.1808026260354157e-25,4.0605666507513734e-27,2.9935906547008306e-20,9.2701314000756105e-25,4.0215864081877506e-14,8.8473368099739298e-24,1.9857198389210733e-27,7.8390487240841111e-23,-2.0449619655490004e-39,9.7134671914304583e-35,2.3884558521733408e-24,1.2010692221088537e-32,4.5276238903611947e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896196009448847,0.10880299926863891,9.9999999999996901e-05,9.6426514230531287e-09,9.4998447642903137e-08,9.4510013169659745e-08,2.4498452572611949e-14,6.0771677622190164e-10,2.5206038422453784e-08,1.231055039033891e-10,5.6684138591899769e-18,8.1157699018631702e-19,1.5013660083649747e-17,1.2241849388143868e-13,5.585244463504339e-08,2.9057670117134849e-12,1.4138005998284379e-20,7.9125271237025313e-20,6.6337473689623701e-22,8.5717667925295707e-21,9.9452378148335524e-08,4.4661247566836454e-24,2.4782125528622534e-27,6.6416588439876466e-28,9.7476505513425449e-32,2.0336659495289146e-32,3.0672255821216526e-12,4.020229225788547e-14,9.4169877843523759e-18,4.1846136899395387e-18,1.9945840784754358e-15,1.717611626261209e-22,-1.0302798429628952e-22,4.2769423946002736e-14,2.5412720425395064e-30,5.4493552033735114e-14
3.2096553581062513e-12,0.002893338664367602,1.5089258485162848e-18,2.0348139831493098e-14,4.9364260152330883e-13,1.4992842423035126e-18,5.239805259312786e-13,1.0100857854991199e-20,-1.6092048209330317e-29,5.630471955786209e-19,1.2923393913080774e-33,-5.6294223159050798e-19,2.0798719295902192e-27,3.0931280458531325e-18,1.9060144865078108e-24,-1.6178329748161241e-29,2.9547786968828107e-33,1.7100332656087716e-27,3.2492774800823989e-35,-2.5300898162497262e-41,1.2321464281609872e-25,4.0611696968586293e-27,3.0811272162175157e-20,9.2999321620206082e-25,4.1777505454838771e-14,9.3091437824090492e-24,2.1162362304540293e-27,8.1427367626807394e-23,-2.0842149990622899e-39,9.9399004718527698e-35,2.4923093906957786e-24,1.2708751020205067e-32,4.8562051716670688e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896147236892818,0.10880299925135821,9.9999999999996874e-05,9.7664220932184889e-09,9.6217399707900545e-08,9.5715577716436172e-08,2.4812805189151689e-14,6.2300112427234345e-10,2.5207600815788831e-08,1.2509181734444683e-10,5.810977623493689e-18,8.2467184930232531e-19,1.5632167686756692e-17,1.2557898358210957e-13,5.6683182278087366e-08,2.9808254694385834e-12,1.4368173033040443e-20,8.2202588564460774e-20,6.8052560664960041e-22,8.9102046160817723e-21,1.0093161510901772e-07,4.7037798719065939e-24,2.6441803740922036e-27,7.0871597276331164e-28,1.0538057070081387e-31,2.1900682496958684e-32,3.1457768925091394e-12,4.1763375164947529e-14,9.794722003860629e-18,4.3662121474985537e-18,1.9977110206553901e-15,1.8100598374738423e-22,-1.0365503152439356e-22,4.4019082435613706e-14,2.7118073957566363e-30,5.5254716026717862e-14
3.2503325956680505e-12,0.002893338664317138,1.5469443572711099e-18,2.0859157222462612e-14,4.9966265531215463e-13,1.5369367979757447e-18,5.337922836703853e-13,1.0449820137218812e-20,-1.6091323226354442e-29,-3.0763770998345119e-19,1.320080561708889e-33,3.0774334729770113e-19,2.106156129292727e-27,3.1301399306203691e-18,1.9940501439437598e-24,-1.6179250227924417e-29,3.0669488499051812e-33,1.7483387599209645e-27,3.3824099225711878e-35,-2.5309494109873326e-41,1.284980965424119e-25,4.06162702381237e-27,3.1699549168177398e-20,9.3097207646241065e-25,4.3378880936394057e-14,9.7887645824973243e-24,2.2535204271813804e-27,8.454100909217621e-23,-2.1234621010521204e-39,1.0167671719652907e-34,2.5991781616486163e-24,1.34373057040656e-32,5.2061757023063891e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896098464387669,0.10880299923389697,9.999999999999682e-05,9.8901926844034829e-09,9.7436349483673212e-08,9.6920960591763924e-08,2.5127157215281694e-14,6.3846488428929452e-10,2.5209023123080771e-08,1.2707918011969547e-10,5.9552148489387096e-18,8.377736262496214e-19,1.6268200658488179e-17,1.2877975508288728e-13,5.7513968995815917e-08,3.0568408457978338e-12,1.4598519160995936e-20,8.535850022203231e-20,6.9788468668319368e-22,9.2573299623157055e-21,1.0241093954267543e-07,4.9507523724885966e-24,2.8188970847722476e-27,7.5562009400045487e-28,1.1381105977747225e-31,2.3563227634155855e-32,3.2253037908354824e-12,4.3364177010474397e-14,1.0182392597231583e-17,4.5530569206759379e-18,2.000786227691407e-15,1.9062540715719091e-22,-1.0423967851067423e-22,4.5287130499009895e-14,2.8913598360246435e-30,5.6016931507911301e-14
3.2910098332298498e-12,0.0028933386642661526,1.5854291671585509e-18,2.1376380835265908e-14,5.0567760955679057e-13,1.5750466444796143e-18,5.4368349953006303e-13,1.0807052392893387e-20,-1.6090367170358109e-29,2.0919038268898958e-19,1.3483322600181365e-33,-2.0908414853850774e-19,2.1324397890978928e-27,3.1669033696030387e-18,2.0847611826710559e-24,-1.6179940871027459e-29,3.1816773711758406e-33,1.7871453427597696e-27,3.5190900858954108e-35,-2.5318781930747912e-41,1.3393280981425369e-25,4.0619570924603693e-27,3.2600737918527847e-20,9.3429751554133331e-25,4.5020480846023757e-14,1.028664876835978e-23,2.3978310094712095e-27,8.7732347880806819e-23,-2.162707988414831e-39,1.0396831504037298e-34,2.7091063136297101e-24,1.4197253628234957e-32,5.5783467109251204e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896049691931196,0.10880299921625559,9.9999999999996766e-05,1.0013963196608187e-08,9.8655297031567433e-08,9.812616216570317e-08,2.5441508666649201e-14,6.5410768636436127e-10,2.5210317952737488e-08,1.2906753046971343e-10,6.1011220852126917e-18,8.5088191387359537e-19,1.6922041021664656e-17,1.3202080868458935e-13,5.8344800330849911e-08,3.1338131380856953e-12,1.4829037329260449e-20,8.8593988672565811e-20,7.1545158617881009e-22,9.613247452303479e-21,1.0389034351240193e-07,5.207279334100855e-24,3.0027008574596366e-27,8.049696024933259e-28,1.227954622094449e-31,2.5329146013683339e-32,3.3058056331437768e-12,4.5005187911558624e-14,1.0580126502056133e-17,4.7452234502530386e-18,2.0038207524418292e-15,2.0062979543007576e-22,-1.0474779554998091e-22,4.6573567379080272e-14,3.0802796823850811e-30,5.6780187130717966e-14
3.331687070791649e-12,0.002893338664214648,1.6243720361208926e-18,2.1899697408059682e-14,5.1148530101145073e-13,1.6136054367483164e-18,5.5365386413965391e-13,1.1172672082304487e-20,-1.6072060070015616e-29,-3.0352343090858186e-18,1.3747437603459879e-33,3.0353252770976401e-18,2.1586778315335051e-27,3.1509604042883823e-18,2.2055196552991916e-24,-1.6163486661584352e-29,3.299011131796561e-33,1.8261148744107207e-27,3.6593718344631981e-35,-2.5035389756837452e-41,1.3952094175860903e-25,4.0517265438172838e-27,3.3514838691868146e-20,9.0582016528176538e-25,4.6702795136721801e-14,1.0803252145631861e-23,2.5494339087077915e-27,9.1002315186522371e-23,-2.2019293841187038e-39,1.0627117215180555e-34,2.8221379965125428e-24,1.4989509038374046e-32,5.9735550891359872e-44,0.88129999999999997,0.0,0.0,0.0,0.0098896000919523504,0.10880299919843456,9.9999999999996793e-05,1.0137733629832673e-08,9.9874242211941768e-08,9.9331182807450505e-08,2.5755859507504276e-14,6.6992916145202929e-10,2.5211496623706351e-08,1.310568107407629e-10,6.2486958900517896e-18,8.6399633208674659e-19,1.7593972363326026e-17,1.3530214456074781e-13,5.9175672281665925e-08,3.2117423435561757e-12,1.5059720967029364e-20,9.1910036022501414e-20,7.3322591549905193e-22,9.9780614807809996e-21,1.0536981989299732e-07,5.4736010424431258e-24,3.1959394688717918e-27,8.5685846836293524e-28,1.3236246762235201e-31,2.7203487654898493e-32,3.3872817761974913e-12,4.6686897618951876e-14,1.0988050560962275e-17,4.9427871261483441e-18,2.0066592313578587e-15,2.1102969392671976e-22,-8.938602652385729e-23,4.7878392209830418e-14,3.2789273071613171e-30,5.7544433505544178e-14
3.3723643083534482e-12,0.002893338664162624,1.6637667110828064e-18,2.2429020677570395e-14,5.1732697898959554e-13,1.6526068189329427e-18,5.6370374607169701e-13,1.1546797486104156e-20,-1.6056759153751821e-29,3.0894958581308762e-19,1.4016139363142173e-33,-3.0887126297154678e-19,2.1849232170071908e-27,3.1437346597963609e-18,2.3243484262255508e-24,-1.6150003030216231e-29,3.4189752664502251e-33,1.8649844762874111e-27,3.8032844662333614e-35,-2.4801953370168428e-41,1.4526470375769022e-25,4.0433590893199089e-27,3.4441851700366269e-20,8.8588700777650462e-25,4.8426313418339517e-14,1.1339036371432739e-23,2.7086020475133011e-27,9.4351828360670738e-23,-2.2411101579786198e-39,1.08582284769899e-34,2.9383173610843546e-24,1.5814998785322315e-32,6.3863050723839961e-44,0.88129999999999997,0.0,0.0,0.0,0.0098895952147160533,0.10880299918043428,9.9999999999996806e-05,1.0261503984077013e-08,1.0109318530964952e-07,1.0053602288539528e-07,2.6070209810779058e-14,6.8592894131366627e-10,2.5212569376301319e-08,1.3304696687068425e-10,6.3979328287183199e-18,8.7711652447934783e-19,1.828427973165812e-17,1.3862376296759095e-13,6.0006581228063745e-08,3.2906284595281291e-12,1.5290563885792512e-20,9.5307624043320837e-20,7.5120728611047627e-22,1.0351876230986965e-20,1.0684936223825424e-07,5.749960785282781e-24,3.3989698227061786e-27,9.1138314842229278e-28,1.425419243832116e-31,2.9191494084910429e-32,3.4697315774341006e-12,4.8409795540400061e-14,1.1406291527664239e-17,5.1458232900935418e-18,2.0095679901139671e-15,2.2183582022659625e-22,-7.6646621534558256e-23,4.9201604034205561e-14,3.4876726409528501e-30,5.8309645051095985e-14
3.4130415459152475e-12,0.0028933386641100843,1.7036143441637834e-18,2.2964364878216878e-14,5.2323608896929982e-13,1.6920518406248867e-18,5.738332092236914e-13,1.1929547767626258e-20,-1.6048053062126093e-29,-5.6420665663566239e-19,1.4286716960656352e-33,5.6427851210045245e-19,2.2111797371745751e-27,3.1570032841709205e-18,2.4351467720272821e-24,-1.6143031694040462e-29,3.5415653818697431e-33,1.9038160521795417e-27,3.9508500340385833e-35,-2.4677558279140964e-41,1.5116627549480085e-25,4.0389438305916455e-27,3.5381777105938893e-20,8.6955716749523096e-25,5.0191524986287081e-14,1.1894468467792272e-23,2.8756148639897677e-27,9.7781796351262195e-23,-2.2802544434049874e-39,1.1090243870258285e-34,3.0576885587143226e-24,1.6674664664691786e-32,6.8197421400039208e-44,0.88129999999999997,0.0,0.0,0.0,0.009889590337484027,0.10880299916225512,9.9999999999996806e-05,1.0385274259341269e-08,1.0231212641998857e-07,1.0174068276718848e-07,2.6384559601598753e-14,7.0210665844899528e-10,2.521354557913966e-08,1.350379478454212e-10,6.5488294733615967e-18,8.9024215473658496e-19,1.8993249510537544e-17,1.4198566431450623e-13,6.0837523858009166e-08,3.3704714834378121e-12,1.552156027933833e-20,9.8787734201294576e-20,7.6939531048963117e-22,1.0734795692776536e-20,1.0832896465069265e-07,6.0366045978528568e-24,3.6121573212106467e-27,9.6864241588928951e-28,1.5336477834046046e-31,3.1298587665120251e-32,3.553154394908239e-12,5.0174370769333889e-14,1.1834976074399863e-17,5.3544072391516069e-18,2.0125741490840535e-15,2.3305905088195197e-22,-7.0075276929535415e-23,5.0543201821581388e-14,3.7068945190736873e-30,5.9075840539333754e-14
3.4537187834770467e-12,0.0028933386640570273,1.7439205721977095e-18,2.3505805110965656e-14,5.2920744000955951e-13,1.7319460363502266e-18,5.8404224495278623e-13,1.2321042885503467e-20,-1.6045022830290902e-29,-1.7553335538035752e-22,1.4563977133588016e-33,2.4623054848992985e-22,2.2374482436044994e-27,3.1879008178650733e-18,2.539447281635553e-24,-1.6141666092337152e-29,3.6667722542661048e-33,1.9428669744480809e-27,4.1020975746219018e-35,-2.4646162219367158e-41,1.572278434238611e-25,4.0379640068327479e-27,3.6334615024737772e-20,8.6151344725980527e-25,5.1998918826387875e-14,1.2470020740098903e-23,3.0507582967637394e-27,1.0129313241317821e-22,-2.319378859437499e-39,1.1323374476409862e-34,3.1802957411744242e-24,1.7569461627251023e-32,7.2763039322075394e-44,0.88129999999999997,0.0,0.0,0.0,0.009889585460256126,0.10880299914389756,9.9999999999996752e-05,1.0509044455625507e-08,1.0353106558046237e-07,1.0294516281975469e-07,2.669890888935122e-14,7.1846194608388391e-10,2.5214433820716979e-08,1.3702970546979862e-10,6.7013824029040328e-18,9.0337290512737845e-19,1.9721169395698643e-17,1.4538784906626237e-13,6.1668497135259988e-08,3.4512714128050585e-12,1.5752704644582458e-20,1.0235134766488948e-19,7.8778960210619544e-22,1.1126923665938449e-20,1.0980862172391379e-07,6.3337812177000402e-24,3.8358758396883259e-27,1.0287373541863569e-27,1.6486308442579723e-31,3.353037324844732e-32,3.6375495872818018e-12,5.1981112089721605e-14,1.2274230793188651e-17,5.5686142260622155e-18,2.01563196922816e-15,2.4471041985742321e-22,-6.8809452659759773e-23,5.190318447550873e-14,3.9369806585135817e-30,5.98430541092828e-14
3.494396021038846e-12,0.002893338664003456,1.7846892976236546e-18,2.4053392941225606e-14,5.3517925618986252e-13,1.7722932064326158e-18,5.9433076192919771e-13,1.2721403544599104e-20,-1.6073378264624021e-29,-2.8137727907207721e-19,1.4850050199897711e-33,2.8144735508515453e-19,2.2637213205294756e-27,3.2206082427382178e-18,2.6455327432383078e-24,-1.6171680591472588e-29,3.7946061301840155e-33,1.9823210012154256e-27,4.2570750447549284e-35,-2.4621975836702122e-41,1.634515915223463e-25,4.0617825282430638e-27,3.7300365529294937e-20,8.6287339212440105e-25,5.3848983607371033e-14,1.3066170906621233e-23,3.2343250128010536e-27,1.0488676021713136e-22,-2.3585311541277442e-39,1.1558458364876314e-34,3.3061830605319425e-24,1.8500358525597301e-32,7.7586580843692917e-44,0.88129999999999997,0.0,0.0,0.0,0.0098895805830322859,0.10880299912536198,9.9999999999996739e-05,1.0632814572929794e-08,1.0475000277711281e-07,1.04149463409275e-07,2.7013257670548333e-14,7.349944381872891e-10,2.5215241944678844e-08,1.3902219429600479e-10,6.8555882031991889e-18,9.1650847603289653e-19,2.046832842394237e-17,1.4883031762211272e-13,6.24994982868966e-08,3.5330282451680605e-12,1.5983991794052396e-20,1.0599944529794694e-19,8.0638977544601198e-22,1.1528363755856913e-20,1.1128832852039716e-07,6.6417421479840236e-24,4.0705080183313569e-27,1.0917714371394319e-27,1.7707005738554048e-31,3.5892646400051474e-32,3.7229165138383759e-12,5.3830507968564877e-14,1.27241821938867e-17,5.7885194579272678e-18,2.0186654245388218e-15,2.5680112311931617e-22,-6.8086728064555003e-23,5.3281550836701753e-14,4.1783279669393517e-30,6.0611299719076938e-14
3.575750496162445e-12,0.0028933386638947756,1.8676209868535207e-18,2.5167097383315624e-14,5.4718583326570479e-13,1.8543528087251441e-18,6.1514636368235026e-13,1.3549208134733751e-20,-1.6085256085945159e-29,-6.4294443775052654e-22,1.5439097653378446e-33,7.180866748942482e-22,2.3162780109195987e-27,3.3069600200363033e-18,2.8551260644732523e-24,-1.6186796346115317e-29,4.0582634456871804e-33,2.0627833883867797e-27,4.5784690819398748e-35,-2.4654185352370124e-41,1.7639434774735714e-25,4.0726529418621691e-27,3.9270604385027054e-20,8.7479450647294074e-25,5.7679079044041305e-14,1.4322203510401168e-23,3.6279340284204351e-27,1.1232461435098146e-22,-2.4368683594600418e-39,1.2033475996977491e-34,3.5679747187273784e-24,2.0474399126132116e-32,8.811240717109077e-44,0.88129999999999997,0.0,0.0,0.0,0.0098895708285962561,0.1088029990877584,9.9999999999996657e-05,1.0880354570598745e-08,1.0718787150617295e-07,1.0655752766010338e-07,2.7641953771709045e-14,7.6858957547258193e-10,2.5216645853470715e-08,1.4300919670570558e-10,7.1689447948793105e-18,9.4279296624098438e-19,2.2021526898460986e-17,1.5583610756246413e-13,6.4161574309797687e-08,3.6994126091101522e-12,1.6446975175660636e-20,1.1355301495724584e-19,8.4420623042989533e-22,1.2359593714986489e-20,1.1424787364871233e-07,7.2910370866628716e-24,4.5740895496374005e-27,1.2270833832444871e-27,2.0374901553347716e-31,4.1032847266041224e-32,3.8965630098140115e-12,5.7659215647419798e-14,1.3656680659931502e-17,6.2457252493605044e-18,2.0247206946614286e-15,2.8234615219448016e-22,-7.2939421678440807e-23,5.609342976032239e-14,4.6964415991194741e-30,6.2150886379489311e-14
3.6489695237736834e-12,0.002893338663795214,1.9438505260261591e-18,2.6190568138931291e-14,5.5797016603167154e-13,1.929763881356491e-18,6.3415222548994937e-13,1.4325778960652905e-20,-1.6062995308055254e-29,3.5753774638863761e-20,1.5967967880464969e-33,-3.5674243588000459e-20,2.36355902052054e-27,3.3840164372730613e-18,3.0538061287389396e-24,-1.6167450404193287e-29,4.304879776556014e-33,2.1371176925108755e-27,4.8811670969999002e-35,-2.4791640146723501e-41,1.8861934702527611e-25,4.0563525251253149e-27,4.1087980328322892e-20,8.6125825359543432e-25,6.1276995269014856e-14,1.552798302309994e-23,4.0140690209985473e-27,1.1930948825693248e-22,-2.5073445778861874e-39,1.2465349185806778e-34,3.8152482143893093e-24,2.2384507915983701e-32,9.8702413761929282e-44,0.88129999999999997,0.0,0.0,0.0,0.0098895620496166278,0.1088029990533104,9.9999999999996576e-05,1.1103140298389951e-08,1.0938194702426579e-07,1.0872417538028959e-07,2.820777862773906e-14,7.9942758175177743e-10,2.521770061980167e-08,1.4659959574699819e-10,7.4565844388843679e-18,9.6646283125186657e-19,2.3488130868120695e-17,1.622790925227649e-13,6.5657514993111417e-08,3.852431120576244e-12,1.6864102455912155e-20,1.2064999713693908e-19,8.7894130907069728e-22,1.314058344528313e-20,1.1691159324291633e-07,7.9148655148623391e-24,5.0686626349647838e-27,1.36000490614943e-27,2.3054212230853209e-31,4.6167569202178803e-32,4.0561617723791059e-12,6.1255824841398691e-14,1.4533779365504937e-17,6.6774519763597604e-18,2.030111505571444e-15,3.0695492811676376e-22,-7.7102232594109894e-23,5.8686980307429749e-14,5.2054343710126793e-30,6.353999349402969e-14
3.722188551384922e-12,0.002893338663694003,2.0215861551059282e-18,2.7234038664698619e-14,5.6876068395014914e-13,2.0066486118729614e-18,6.5341566995305997e-13,1.5132986349492965e-20,-1.6009250363902141e-29,-9.641458461555682e-20,1.6481449234603663e-33,9.6500498932845274e-20,2.4108167128255681e-27,3.4675214379569982e-18,3.2585382478738703e-24,-1.6116586282783897e-29,4.560574845954671e-33,2.2133001439625551e-27,5.1970469560354832e-35,-2.5144558749852267e-41,2.0140370994040211e-25,4.0148535330536182e-27,4.2947192483254693e-20,8.0182301249752097e-25,6.5020750382812665e-14,1.680818090106735e-23,4.4323683972504669e-27,1.2657551309774781e-22,-2.5776522782107667e-39,1.2898781374748438e-34,4.0738360070001614e-24,2.4427295910936319e-32,1.1044382646708917e-43,0.88129999999999997,0.0,0.0,0.0,0.0098895532706485632,0.10880299901829189,9.9999999999996481e-05,1.1325925770287023e-08,1.1157601677605978e-07,1.1089024730058913e-07,2.8773601996224166e-14,8.3083407244410121e-10,2.5218589217482492e-08,1.5019176968864643e-10,7.7495266086536447e-18,9.9014439745524897e-19,2.5021626784116082e-17,1.6885260230440593e-13,6.7153512965871323e-08,4.0085499603813516e-12,1.7281624547667546e-20,1.280359481395339e-19,9.1433749606981663e-22,1.395334670417855e-20,1.1957541513802448e-07,8.5776747311152627e-24,5.6049648099587006e-27,1.5041725646044054e-27,2.6020477319554202e-31,5.182453042797331e-32,4.218899018129712e-12,6.4998216713829221e-14,1.5447498983545307e-17,7.1288084902610898e-18,2.0355070102852813e-15,3.3316888747277232e-22,-8.3200927200558685e-23,6.134007362794546e-14,5.7575247482592892e-30,6.4932364249320497e-14
3.7954075789961605e-12,0.002893338663591152,2.1008200161601657e-18,2.8297394285502831e-14,5.7948524686222249e-13,2.0849985550780277e-18,6.729366094218572e-13,1.5971562036699183e-20,-1.5977443796585554e-29,-2.7763199767877462e-20,1.7034933797894135e-33,2.785157299934125e-20,2.4580855571494304e-27,3.5381514645897904e-18,3.4796058168353746e-24,-1.6087707972493724e-29,4.8255844885483341e-33,2.2910723043086123e-27,5.526521880952031e-35,-2.5304560546187779e-41,2.1476023280602722e-25,3.9913603618774316e-27,4.4848240082142333e-20,7.8767765048186871e-25,6.8913182671690197e-14,1.8165781934658523e-23,4.8847966522659273e-27,1.3412811562395189e-22,-2.6478110657842084e-39,1.3333749537637213e-34,4.3439955864863906e-24,2.6608921848979905e-32,1.2345340631402817e-43,0.88129999999999997,0.0,0.0,0.0,0.0098895444916916962,0.10880299898270517,9.9999999999996427e-05,1.1548710986290279e-08,1.137700808713006e-07,1.1305574552940645e-07,2.9339423905446931e-14,8.6280694000744851e-10,2.5219337257802568e-08,1.5378553603916457e-10,8.047751646134869e-18,1.0138364617594016e-18,2.6623749123695908e-17,1.7555663891852303e-13,6.8649559173864005e-08,4.1677691149292861e-12,1.7699520625809703e-20,1.3571657707201133e-19,9.5039258021425194e-22,1.479848063016879e-20,1.2223932321191342e-07,9.2810325895202666e-24,6.1855624460165162e-27,1.6602812314208802e-27,2.9297700069269441e-31,5.8045108498708699e-32,4.3847710331636005e-12,6.8889228379203958e-14,1.6398574306127778e-17,7.6002316932140158e-18,2.0408643047964532e-15,3.6105938181281949e-22,-8.5417770556321798e-23,6.4052701264205486e-14,6.3553790726200602e-30,6.6327966361250767e-14
3.868626606607399e-12,0.0028933386634866615,2.1815476198088915e-18,2.9380566074389232e-14,5.9015934078351727e-13,2.1648086367700259e-18,6.927150545634199e-13,1.6842245927964749e-20,-1.5969109679112809e-29,-3.5596900679920985e-21,1.7598786587357209e-33,3.6478985365335602e-21,2.5053419264389473e-27,3.6000663383509774e-18,3.7150525209773263e-24,-1.6082331457792709e-29,5.1001169220079973e-33,2.3703188404038561e-27,5.8699818276207242e-35,-2.5380677506440883e-41,2.2870161562304451e-25,3.9869635510937383e-27,4.6791122125023015e-20,7.7284906089312037e-25,7.2957127063245395e-14,1.9603828380319154e-23,5.3733963310419675e-27,1.4197269899398417e-22,-2.7178560128824674e-39,1.3771203034143309e-34,4.625984437194352e-24,2.8935697668954587e-32,1.3774913157890645e-43,0.88129999999999997,0.0,0.0,0.0,0.0098895357127456469,0.10880299894655247,9.9999999999996359e-05,1.1771495946400034e-08,1.1596413948941084e-07,1.1522067216733584e-07,2.9905244401686913e-14,8.9534408470673204e-10,2.5219966429881095e-08,1.5738073094536495e-10,8.351239966095573e-18,1.037537943947265e-18,2.8296246339681883e-17,1.8239120449562271e-13,7.0145645949458892e-08,4.3300885709014903e-12,1.8117771993344541e-20,1.4369758977419689e-19,9.8710436095298506e-22,1.5676580328639491e-20,1.2490330381143975e-07,1.0026536024085184e-23,6.8131230454918117e-27,1.8290534254315093e-27,3.2911351671399791e-31,6.4873068884580595e-32,4.5537741101355788e-12,7.2931693594727313e-14,1.73877392550694e-17,8.092157986346238e-18,2.0462021456369046e-15,3.9069955011397464e-22,-8.5005044961571604e-23,6.6824854428620918e-14,7.0017700490606877e-30,6.7726797456355663e-14
3.941845634218638e-12,0.0028933386633805437,2.2637641676143757e-18,3.0483480937790806e-14,6.0081683682170084e-13,2.2460734760944228e-18,7.1275110794625845e-13,1.7745786112974206e-20,-1.5969730975417754e-29,2.9877549686788278e-20,1.8183468093066845e-33,-2.9789437031074271e-20,2.5526043212438107e-27,3.6622544904518834e-18,3.9604065698754744e-24,-1.6085909815183817e-29,5.3843604985238251e-33,2.4509102331549035e-27,6.227798829927244e-35,-2.5375307423577513e-41,2.4324060318991113e-25,3.9897087215238257e-27,4.8775837414969822e-20,7.7566606599735717e-25,7.7155415134484409e-14,2.1125419854502356e-23,5.9002894446702972e-27,1.5011464159127678e-22,-2.7878764067573667e-39,1.4212636541479367e-34,4.9200600366257841e-24,3.1414082934320712e-32,1.5344870236265076e-43,0.88129999999999997,0.0,0.0,0.0,0.0098895269338100736,0.10880299890983605,9.9999999999996291e-05,1.1994280650616594e-08,1.1815819281121128e-07,1.1738502930719492e-07,3.0471063531566777e-14,9.2844341458018285e-10,2.5220495093184033e-08,1.6097720730190983e-10,8.6599720558087428e-18,1.0612478742135041e-18,3.004088077373979e-17,1.8935630118896287e-13,7.1641766802138903e-08,4.4955083151947157e-12,1.8536361862181164e-20,1.5198468882550424e-19,1.0244706483477531e-21,1.6588238882844435e-20,1.2756734537945469e-07,1.0815810929166412e-23,7.4904169419723437e-27,2.011239791972483e-27,3.6888427241696912e-31,7.2354650273901192e-32,4.7259045482353528e-12,7.7128442768380509e-14,1.841572688402212e-17,8.6050232683490355e-18,2.0515565325346613e-15,4.2216433140666367e-22,-8.4668761054632238e-23,6.9656524053802823e-14,7.6995786109640501e-30,6.9128856799469666e-14
4.015064661829876e-12,0.002893338663272801,2.3474675470426686e-18,3.1606102263090412e-14,6.1145378906739473e-13,2.328790380468996e-18,7.3304476928154281e-13,1.8682938867700583e-20,-1.5971644835433778e-29,-3.0717007802643571e-20,1.8782722427543068e-33,3.0804791389579626e-20,2.5998639337091256e-27,3.7236804040930721e-18,4.2164208790040992e-24,-1.609078489029417e-29,5.6784926224772735e-33,2.5328338623446201e-27,6.6003408464711757e-35,-2.5330822256417578e-41,2.5838992022851436e-25,3.9934575445704818e-27,5.0802384588846889e-20,7.8625677467136767e-25,8.1510875117415204e-14,2.2733713269070861e-23,6.467678965486795e-27,1.585593096117801e-22,-2.8579069208840583e-39,1.4658806400227234e-34,5.226479854327795e-24,3.405068803019681e-32,1.7064973202129582e-43,0.88129999999999997,0.0,0.0,0.0,0.0098895181548847057,0.10880299887255813,9.9999999999996224e-05,1.2217065098940258e-08,1.2035224096483489e-07,1.1954881903405301e-07,3.1036881328133225e-14,9.6210284541124791e-10,2.5220938783288386e-08,1.6457483305042172e-10,8.9739284747906729e-18,1.0849653819512422e-18,3.1859428579131778e-17,1.9645193119285867e-13,7.3137916239700453e-08,4.6640283349302173e-12,1.895527516428628e-20,1.60583573549646e-19,1.0624892630314255e-21,1.7534047363448456e-20,1.3023143813642881e-07,1.1650512060924686e-23,8.2203190944347526e-27,2.2076196098322853e-27,4.1257504790586163e-31,8.0538654353247581e-32,4.9011586531702138e-12,8.14823029645153e-14,1.9483269379925072e-17,9.1392629340630088e-18,2.0569171170393554e-15,4.5553047887063283e-22,-8.409714513076087e-23,7.2547700835349149e-14,8.4517958880251748e-30,7.0534150686249174e-14
