Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328)
2.614527096827742e-07,0.0026896236949461895,1.5217439728203166e-15,2.0983878326769391e-11,1.6209494388371273e-14,8.5987757317685405e-11,4.4319772375256558e-07,5.3351738782125484e-08,7.8873303497461439e-35,9.2589504687636188e-34,4.5205294478633894e-26,5.0552861126367966e-18,3.4199495111597164e-24,5.0350098936165965e-15,8.7527848902723146e-17,1.4642571772299502e-25,3.4729582501151234e-23,1.3235118392508403e-18,8.0827054106645518e-20,2.051151727448067e-31,2.7346385984703207e-18,-8.5292095252364337e-25,1.4044682394152891e-17,-3.3838575251261509e-15,1.2081392062556616e-07,3.1652592594996448e-16,3.5910333270655712e-15,1.7923649176641718e-10,2.6647887920358646e-43,-4.1736262246792413e-19,6.6508513718314728e-17,2.1197796115866269e-19,2.454021125355103e-28,0.88129999999999997,0.0,0.0,0.0,0.0097989502570049302,0.10877687093304853,9.9999999994965282e-05,5.95555613170194e-06,3.4547421157053608e-05,1.2023058269120494e-05,4.2928716258171486e-11,2.1826810868444907e-05,2.2309324994167386e-12,2.9040732570487853e-07,7.7985667559796572e-13,6.3800875137588823e-15,3.5146721704180248e-06,3.3576892848680035e-06,3.5257031096410603e-07,8.7609257391858659e-06,7.8871157754862752e-16,1.0054782494337932e-11,3.115453570228256e-15,1.6508879908649194e-11,2.987177012013204e-07,9.1348466092048936e-11,1.3073974621393398e-10,1.8465726456437165e-12,1.1938127990600373e-11,7.0648546899574211e-12,7.7213365731157116e-10,1.1882201973032151e-07,1.0161698502708199e-10,7.3884717596812592e-11,7.8409229598529319e-13,1.8164032712882467e-09,6.8496716382455982e-15,5.9772561310741279e-12,5.7654506831742083e-12
2.6532373301521624e-07,0.0026896226611803917,1.5662759572799534e-15,2.157515769642481e-11,1.6398515693074165e-14,8.9871527211262476e-11,4.541457071057875e-07,5.6269326736600164e-08,8.9683008350890667e-35,-3.4684046971625234e-32,4.9288463929799381e-26,5.3135278815687627e-18,3.7248502569137255e-24,5.2456952218148827e-15,9.2980185998782117e-17,1.6220788615686736e-25,3.7596061795872463e-23,1.4314230270183216e-18,8.9821050051516353e-20,-1.1765684859244143e-31,2.9101179975853751e-18,-8.8661788016758997e-25,1.4731610319383888e-17,-3.38383490566977e-15,1.2418404586940584e-07,3.256428400214003e-16,3.7529295387245769e-15,1.9058862345625809e-10,3.06267893983017e-43,-4.173625389572693e-19,7.0648087901312621e-17,2.3124376602004324e-19,2.6699244635418482e-28,0.88129999999999997,0.0,0.0,0.0,0.009797542899660245,0.10877646930226449,9.9999999994754458e-05,6.0394006871654982e-06,3.495749330553675e-05,1.2155759519791889e-05,4.3438129298637398e-11,2.2068160884820023e-05,2.2306235233700629e-12,2.938534975029493e-07,7.8847994278128745e-13,6.4557979925506982e-15,3.6576123734242541e-06,3.4910492430839449e-06,3.5776465903276181e-07,9.0075761466623328e-06,8.1999513042540163e-16,1.0455225878266803e-11,3.2421899438912402e-15,1.7193944122072584e-11,3.0312104356622273e-07,9.6487967012542504e-11,1.38150506216579e-10,1.9638842839292273e-12,1.2776927170231591e-11,7.6752010153216953e-12,7.806972784515795e-10,1.2208448414159792e-07,1.0440671394066727e-10,7.5913117255755323e-11,7.9296529857629576e-13,1.9192461570263198e-09,6.8553523007554724e-15,6.0683603005818618e-12,6.1990013523269258e-12
2.691947563476583e-07,0.002689621626603559,1.6114456422173647e-15,2.2173341409860025e-11,1.65974550352765e-14,9.3856179559092873e-11,4.651427342171079e-07,5.9292720286167266e-08,1.0175463364396913e-34,2.35934405590469e-31,5.366253971428242e-26,5.5812512323812562e-18,4.051121763976798e-24,5.461730945129095e-15,9.8700196598231204e-17,1.7940321350676915e-25,4.0647379064980791e-23,1.5461898288698209e-18,9.9653935961521144e-20,8.7069634579752252e-30,3.0942226360753745e-18,-9.2117768733690945e-25,1.5442233371666063e-17,-3.3838106454525608e-15,1.2759112250003122e-07,3.3486460898826956e-16,3.9194269129038384e-15,2.0245407306658155e-10,3.5116194635766851e-43,-4.173624556351073e-19,7.4981777023233744e-17,2.5193397787454312e-19,2.9012112237456784e-28,0.88129999999999997,0.0,0.0,0.0,0.0097961346150587571,0.10877606717749244,9.9999999994538296e-05,6.1231223122027453e-06,3.5363975079475903e-05,1.2286889378828581e-05,4.3943077402239913e-11,2.2306649659418712e-05,2.2303143346226491e-12,2.9726946431281708e-07,7.9700097979842151e-13,6.5308448845418558e-15,3.8037821741229983e-06,3.6273844121311457e-06,3.6295823698459112e-07,9.2570890249456401e-06,8.5197581297546772e-16,1.0864633330379438e-11,3.3717907683655892e-15,1.7894893822677854e-11,3.0752380824413002e-07,1.0182426410338093e-10,1.4584737933636758e-10,2.0865847529277631e-12,1.3659184166912918e-11,8.3270204990703113e-12,7.8915968895932444e-10,1.2537983483704305e-07,1.0722454831291693e-10,7.7961952499352428e-11,8.0174307752609704e-13,2.026105609555832e-09,6.8613211245771254e-15,6.1594525416254727e-12,6.6576100456238821e-12
2.7306577968010037e-07,0.002689620591211205,1.6572541105216659e-15,2.2778327916314589e-11,1.6782413436308295e-14,9.7941994151975749e-11,4.7618552297884651e-07,6.242354263012832e-08,1.1520766165072989e-34,1.569876608444049e-32,5.8342259932836586e-26,5.8586733778244379e-18,4.3998116407020926e-24,5.683135896663838e-15,1.0469721925204746e-16,1.9811140290927515e-25,4.389174596350266e-23,1.6681102174515619e-18,1.1038807553231833e-19,2.0781097329801081e-29,3.2872532829487043e-18,-9.5661538125515877e-25,1.6177034908942503e-17,-3.3837846518280762e-15,1.3103471119228341e-07,3.4419003438668463e-16,4.0905767326080697e-15,2.1484628610455126e-10,4.0170286968439404e-43,-4.1736237251224173e-19,7.9515821549494121e-17,2.7413014934475066e-19,3.1487072314014882e-28,0.88129999999999997,0.0,0.0,0.0,0.0097947254295876873,0.10877566455915713,9.9999999994316739e-05,6.2067211591970686e-06,3.5766862192244828e-05,1.2416447991359417e-05,4.4443555280606244e-11,2.2542277504995771e-05,2.2300049391789759e-12,3.006551903512551e-07,8.054197978238738e-13,6.6052274035947444e-15,3.9531825099085984e-06,3.7666979434054909e-06,3.6815104433843715e-07,9.5094380366827097e-06,8.8465435299909385e-16,1.1283014830999056e-11,3.5042568921239698e-15,1.861174082166494e-11,3.1192599479114067e-07,1.0736104853039961e-10,1.5383579652205882e-10,2.2148214559932637e-12,1.4586307067282909e-11,9.0223442012214591e-12,7.9752089282744311e-10,1.28707552200159e-07,1.100700434547629e-10,8.003089999459609e-11,8.1042562828581303e-13,2.1370626883051647e-09,6.8675886172966615e-15,6.2505328450227768e-12,7.142280680510345e-12
2.7693680301254243e-07,0.0026896195549993276,1.7037011151577482e-15,2.338992228905505e-11,1.6955266447718283e-14,1.0212921009041079e-10,4.8727082843079464e-07,6.5663381630481195e-08,1.3017069850347043e-34,-5.7654402299519224e-32,6.3342752248850051e-26,6.1460130442681331e-18,4.7720243531310295e-24,5.9099267472286756e-15,1.1098078903491175e-16,2.1843715712551148e-25,4.7337531939191389e-23,1.7974875247868087e-18,1.2208917421631102e-19,2.1956400489529324e-29,3.4895169666228174e-18,-9.9293922824558226e-25,1.6936499681271708e-17,-3.3837568284545944e-15,1.345143727201024e-07,3.5361791359275344e-16,4.266429652608155e-15,2.277787501057598e-10,4.5847440043328568e-43,-4.1736228959964463e-19,8.4256569620464672e-17,2.9791713852382719e-19,3.4132666809318545e-28,0.88129999999999997,0.0,0.0,0.0,0.0097933153691270401,0.10877526144784695,9.9999999994089815e-05,6.290197380576603e-06,3.6166151491384872e-05,1.2544436040385301e-05,4.4939559054921128e-11,2.2775045712725849e-05,2.229695342928108e-12,3.040106493707387e-07,8.1373644299040797e-13,6.6789449730658333e-15,4.1058131648044378e-06,3.9089920042677492e-06,3.7334308062699362e-07,9.7645968289572273e-06,9.1803124769483999e-16,1.1710377386299505e-11,3.6395881403533947e-15,1.934449112317149e-11,3.1632760276340958e-07,1.1310197683000534e-10,1.6212113894974611e-10,2.3487424358095705e-12,1.555971683466304e-11,9.7632603895208111e-12,8.0578092880251915e-10,1.3206711716111603e-07,1.1294275515003352e-10,8.2119636752270871e-11,8.190129784066697e-13,2.2521980043164575e-09,6.874165525312883e-15,6.3416012015920103e-12,7.6540379875817463e-12
2.808078263449845e-07,0.0026896185179643376,1.7507911748177065e-15,2.4008222448901859e-11,1.7152098307175705e-14,1.0641802649217089e-10,4.9839544365833249e-07,6.9013789044042842e-08,1.467850816203556e-34,-7.4857095715670559e-33,6.8679529104910794e-26,6.4434903352853535e-18,5.1688749026923123e-24,6.1421180648068672e-15,1.1756063831960897e-16,2.4049030843791021e-25,5.0993258851890975e-23,1.9346302322536991e-18,1.3482636931859612e-19,9.0760390810118028e-30,3.7013269934545164e-18,-1.0301238236312601e-24,1.7721113644763371e-17,-3.3837270751267668e-15,1.3802966810000848e-07,3.6314705230114279e-16,4.4470357011446251e-15,2.4126498927256289e-10,5.2211871800345502e-43,-4.1736220690836961e-19,8.9210476619101645e-17,3.2338318057801983e-19,3.695772407152388e-28,0.88129999999999997,0.0,0.0,0.0,0.0097919044590520365,0.10877485784431093,9.9999999993857444e-05,6.3735511288096178e-06,3.6561840938814634e-05,1.2670854735758595e-05,4.5431086231315616e-11,2.3004956532126843e-05,2.2293855516442568e-12,3.0733582449295268e-07,8.2195099567172041e-13,6.7519972221479102e-15,4.2616727925750166e-06,4.0542677957045379e-06,3.7853434539654522e-07,1.0022539041002831e-05,9.5210676780377199e-16,1.2146725081346427e-11,3.7777833354479671e-15,2.009314503533306e-11,3.2072863171718057e-07,1.1905066936174341e-10,1.7070873571368843e-10,2.4884963044083654e-12,1.6580846616166877e-11,1.0551914524709998e-11,8.1393986967697452e-10,1.3545801137301471e-07,1.1584223980621642e-10,8.4227840236574699e-11,8.2750518794491606e-13,2.3715916872044897e-09,6.8810628353759902e-15,6.4326576021522375e-12,8.1939273719012612e-12
2.8467884967742655e-07,0.0026896174801030927,1.798525903020522e-15,2.463312798891078e-11,1.7342300016097478e-14,1.1080860323479725e-10,5.0955620169551453e-07,7.2476279757526949e-08,1.6519841056792866e-34,5.4467959226223384e-32,7.4368481934894303e-26,6.751326830926024e-18,5.5914765674629013e-24,6.3797223157427345e-15,1.24446697534651e-16,2.6438593685877755e-25,5.486759509429464e-23,2.0798517421183841e-18,1.4867232379323624e-19,1.3870331472563033e-29,3.9230029651890488e-18,-1.0681858886981467e-24,1.8531363712084526e-17,-3.3836952878927614e-15,1.4158015873976651e-07,3.7277625602804831e-16,4.6324442802911244e-15,2.553185588906701e-10,5.9332856284281877e-43,-4.1736212444960244e-19,9.4384104663400551e-17,3.5061996331180936e-19,3.9971361610368329e-28,0.88129999999999997,0.0,0.0,0.0,0.0097904927242368333,0.10877445374945457,9.9999999993619665e-05,6.4567825563996822e-06,3.6953929588781524e-05,1.2795705802438488e-05,4.5918135673444072e-11,2.3232013149662976e-05,2.2290755709876093e-12,3.1063070802330373e-07,8.3006356971794383e-13,6.8243839817950356e-15,4.4207589413621736e-06,4.2025255712051358e-06,3.8372483820669756e-07,1.0283238312208059e-05,9.8688096204007141e-16,1.2592059136780138e-11,3.9188403188537752e-15,2.085769728898393e-11,3.2512908120882369e-07,1.2521070872927166e-10,1.7960386146829952e-10,2.6342321696299675e-12,1.7651141008221595e-11,1.1390509210800029e-11,8.2199782153446601e-10,1.3887971739429039e-07,1.1876805461048082e-10,8.6355188478563651e-11,8.3590234421763073e-13,2.495323351146868e-09,6.8882917762040599e-15,6.5237020375238757e-12,8.7630147574072127e-12
2.885498730098686e-07,0.002689616441412856,1.8469070466562155e-15,2.5264545230738221e-11,1.7507709318672554e-14,1.1530106170115306e-10,5.2074997642476264e-07,7.6052331113059636e-08,1.8556355747088308e-34,-2.8615176802004807e-32,8.0425874484062625e-26,7.0697453976616714e-18,6.0410071517002145e-24,6.6227499123918489e-15,1.3164909579048847e-16,2.9024450255492858e-25,5.8969349650433963e-23,2.2334701469374713e-18,1.637033146641516e-19,2.5333179585701546e-29,4.1548707921606705e-18,-1.1071303145057735e-24,1.9367737503974665e-17,-3.3836613588417672e-15,1.4516540657854381e-07,3.8250431696636327e-16,4.8227041648993998e-15,2.699530400270842e-10,6.7282531368511959e-43,-4.1736204223466469e-19,9.9784122033592351e-17,3.79722699672527e-19,4.318298842389504e-28,0.88129999999999997,0.0,0.0,0.0,0.0097890801890578097,0.1087740491643366,9.9999999993376451e-05,6.5398918158810289e-06,3.73424175667422e-05,1.2918991468932368e-05,4.6400707576221999e-11,2.3456219667692121e-05,2.2287654065050927e-12,3.1389530127324168e-07,8.3807431170345046e-13,6.8961052808190183e-15,4.5830680779429733e-06,4.3537646554290086e-06,3.8891455863011694e-07,1.0546668289682369e-05,1.022353661470751e-15,1.3046377964924612e-11,4.0627559725787316e-15,2.1638137154689198e-11,3.295289507948785e-07,1.315856383258933e-10,1.888117342551778e-10,2.7860995645923875e-12,1.8772055343918813e-11,1.2281304094779872e-11,8.2995492300682976e-10,1.4233171886020949e-07,1.2171975767636096e-10,8.8501360182806477e-11,8.4420456386234081e-13,2.6234720632926126e-09,6.8958638198921746e-15,6.6147344985293171e-12,9.3623864234588858e-12
2.9242089634231067e-07,0.0026896154018913212,1.8959360564333939e-15,2.5902344300384634e-11,1.7687622073473697e-14,1.1989548555227439e-10,5.3197368371890078e-07,7.9743382270629367e-08,2.0805501179281457e-34,3.4707813619486957e-33,8.6868336436927288e-26,7.3989701149904157e-18,6.5186866051721037e-24,6.8712092606962368e-15,1.3917816144691389e-16,3.181919656350205e-25,6.3307465861109323e-23,2.3958079885379831e-18,1.799993211455009e-19,1.8150703113939023e-29,4.3972627042947764e-18,-1.1469591115095437e-24,2.0230723196860138e-17,-3.3836251760783995e-15,1.4878497422657179e-07,3.9233003948831977e-16,5.0178635042740058e-15,2.8518203421706658e-10,7.6140760454151622e-43,-4.1736196027503081e-19,1.0541730253500648e-16,4.1079020125281684e-19,4.6602307269689865e-28,0.88129999999999997,0.0,0.0,0.0,0.0097876668773974208,0.10877364409016532,9.9999999993127789e-05,6.6228790598138751e-06,3.7727306047337355e-05,1.3040714455417741e-05,4.6878803438440244e-11,2.3677581082833737e-05,2.228455063631247e-12,3.1712961437498748e-07,8.4598340015395449e-13,6.9671613418191219e-15,4.7485956126645976e-06,4.5079834634505323e-06,3.9410350625226687e-07,1.0812802635808658e-05,1.05852448403004e-15,1.3509677227666118e-11,4.2095262413034099e-15,2.2434448563328563e-11,3.339282400321008e-07,1.3817896091162986e-10,1.9833751337650192e-10,2.9442483764079805e-12,1.9945054966275612e-11,1.3226615726696875e-11,8.3781134451012929e-10,1.4581350065345172e-07,1.2469690818965273e-10,9.0666034833466584e-11,8.5241199460643338e-13,2.7561163125893343e-09,6.9037906833459693e-15,6.7057549759936885e-12,9.9931488288587687e-12
2.9629191967475273e-07,0.0026896143615365744,1.9456182022662753e-15,2.6546625441921244e-11,1.7884346290525208e-14,1.2459192151085392e-10,5.4322428233948206e-07,8.3550833627333996e-08,2.3285626833849951e-34,-1.2344543779344922e-32,9.3712856310624809e-26,7.7392261743167289e-18,7.0256693477562421e-24,7.1251068087147982e-15,1.4704442259357309e-16,3.4835991231909633e-25,6.789101499493585e-23,2.5671920107665729e-18,1.9764411019959935e-19,7.7402358567510369e-30,4.6505172591359604e-18,-1.1876575279797411e-24,2.1120809303176896e-17,-3.3835866235668942e-15,1.5243842510099924e-07,4.0225223944614142e-16,5.2179698238917111e-15,3.010191582635946e-10,8.5996102413016803e-43,-4.1736187858225239e-19,1.1129052479711337e-16,4.4392495112344589e-19,5.0239316943309262e-28,0.88129999999999997,0.0,0.0,0.0,0.0097862528126480414,0.10877323852829521,9.9999999992873666e-05,6.7057444407798017e-06,3.8108597232434353e-05,1.3160877961781593e-05,4.7352426035457583e-11,2.3896103264183282e-05,2.2281445476890909e-12,3.2033366609682462e-07,8.5379104476812437e-13,7.0375525771240984e-15,4.9173359245668825e-06,4.6651795202124647e-06,3.9929168067114796e-07,1.1081615035608821e-05,1.0953928390843202e-15,1.3981949894944906e-11,4.3591461546588048e-15,2.3246610227842575e-11,3.3832694847751443e-07,1.4499413725982623e-10,2.081862973698041e-10,3.1088287757620053e-12,2.1171614503252023e-11,1.4228817376957273e-11,8.4556728747530966e-10,1.4932454906965763e-07,1.276990665500073e-10,9.2848892797256489e-11,8.6052481125265011e-13,2.8933339798444395e-09,6.9120843295183287e-15,6.7967634607456733e-12,1.0656428425926433e-11
3.001629430071948e-07,0.0026896133203471117,1.9959544587040798e-15,2.7197212022683335e-11,1.8049136929347166e-14,1.2939038014320003e-10,5.544987754697353e-07,8.7476046286714872e-08,2.6014558659894132e-34,5.7271470384943099e-32,1.0097677380708795e-25,8.0907399164998976e-18,7.5632187647382187e-24,7.3844470517451118e-15,1.5525860745141481e-16,3.8088566411876667e-25,7.2729189602018942e-23,2.7479529046370308e-18,2.1672532020926721e-19,1.002055072759495e-29,4.9149793470809571e-18,-1.2292457360143256e-24,2.2038484382707786e-17,-3.383545581215562e-15,1.5612532355912715e-07,4.1226971396367461e-16,5.4230700253914706e-15,3.1747803910516147e-10,9.6936864471253018e-43,-4.1736179716802223e-19,1.1741077150601418e-16,4.7923317662143487e-19,5.4104314121117003e-28,0.88129999999999997,0.0,0.0,0.0,0.0097848380177167973,0.10877283248022265,9.9999999992614108e-05,6.7884881113771542e-06,3.8486294328049878e-05,1.3279485655507877e-05,4.7821579390503944e-11,2.4111792931253006e-05,2.2278338638912281e-12,3.2350748364897329e-07,8.6149748562942745e-13,7.107279584527342e-15,5.0892823868284583e-06,4.8253494802885275e-06,4.044790814970386e-07,1.1353079203981686e-05,1.1329579320685701e-15,1.4463186304191835e-11,4.5116098497917123e-15,2.407459576680342e-11,3.4272507568846666e-07,1.5203458485871375e-10,2.183631220634458e-10,3.2799911467989826e-12,2.2453217139275492e-11,1.5290338813204221e-11,8.5322298356901408e-10,1.5286435197944293e-07,1.3072579450949883e-10,9.5049615424191028e-11,8.685432132679138e-13,3.035202308706444e-09,6.9207569686696001e-15,6.887759943618464e-12,1.1353371464025204e-11
3.0403396633963686e-07,0.0026896122783218045,2.0469482533217219e-15,2.7854077966910334e-11,1.8213827941253564e-14,1.3429083667052486e-10,5.6579421109407054e-07,9.1520341582112522e-08,2.9013015617983256e-34,-1.0461344563262323e-31,1.0867777148753199e-25,8.4537386045765173e-18,8.1326170035330914e-24,7.649232600535318e-15,1.6383164469113058e-16,4.1591240680002837e-25,7.7831296714641373e-23,2.9384250476441482e-18,2.3733454194800762e-19,-2.1266549762049379e-29,5.1910001937468895e-18,-1.2717090541698456e-24,2.2984236879328462e-17,-3.3835019246044552e-15,1.5984523502801402e-07,4.2238125899825294e-16,5.6332103862787055e-15,3.3457230879165628e-10,1.0905816890502738e-42,-4.1736171604413694e-19,1.2378512857419789e-16,5.1682492154184778e-19,5.8207894929273813e-28,0.88129999999999997,0.0,0.0,0.0,0.0097834225150297983,0.10877242594758291,9.9999999992349115e-05,6.8711102242164974e-06,3.8860401521994104e-05,1.3396541659497652e-05,4.8286268746885596e-11,2.4324657631792965e-05,2.2275230173408111e-12,3.2665110249552857e-07,8.6910299241368822e-13,7.1763431431553123e-15,5.2644273923656e-06,4.9884891478247868e-06,4.0966570835223863e-07,1.1627168892763501e-05,1.1712187691634564e-15,1.4953374220337467e-11,4.6669105940661021e-15,2.4918373828953581e-11,3.4712262122268775e-07,1.5930367667867322e-10,2.2887295872934114e-10,3.4578860178455243e-12,2.3791353888593715e-11,1.6413666036322878e-11,8.6077869390983735e-10,1.5643239898561926e-07,1.3377665530708498e-10,9.7267885145354676e-11,8.7646742949360408e-13,3.1817978778172337e-09,6.9298210594443651e-15,6.9787444154507947e-12,1.208514378353609e-11
3.079049896720789e-07,0.0026896112354599234,2.0986007624101307e-15,2.8517022696709139e-11,1.8398562616551428e-14,1.3929323178044863e-10,5.7710768329077802e-07,9.5685000652007634e-08,3.230381249412123e-34,1.7404141114498138e-31,1.1683386717756827e-25,8.8284504835639035e-18,8.7351160392079652e-24,7.9194642122745585e-15,1.7277466367790052e-16,4.5358928985448511e-25,8.3206750899470796e-23,3.1389462381742898e-18,2.5956739685515433e-19,-2.9989527794061448e-29,5.4789373598041064e-18,-1.3150711779625764e-24,2.3958554985490429e-17,-3.3834555251170306e-15,1.6359772613068357e-07,4.3258570356696926e-16,5.8484365643954595e-15,3.5231559955972084e-10,1.2247182526127971e-42,-4.1736163522252452e-19,1.304207842576289e-16,5.5681411781033628e-19,6.2560956811257088e-28,0.88129999999999997,0.0,0.0,0.0,0.0097820063265372705,0.10877201893214587,9.999999999207862e-05,6.9536109319161294e-06,3.923092396056429e-05,1.3512050539819541e-05,4.8746500539003775e-11,2.4534705719484284e-05,2.2272120130327089e-12,3.2976456615842788e-07,8.766078635920832e-13,7.2447442091607738e-15,5.4427623795856282e-06,5.1545934966593227e-06,4.1485156087081565e-07,1.1903857897618079e-05,1.210174162015463e-15,1.5452498896366842e-11,4.8250408079019691e-15,2.5777908218710213e-11,3.5151958463835435e-07,1.6680474000205082e-10,2.3972071232767982e-10,3.6426639928964577e-12,2.5187522869976204e-11,1.7601340976853164e-11,8.6823470827987999e-10,1.6002818157591904e-07,1.3685121379922508e-10,9.9503385567875079e-11,8.8429771488469433e-13,3.3331965740692028e-09,6.9392893099908138e-15,7.069716867088062e-12,1.285293060041949e-11
3.11776013004521e-07,0.0026896101917610942,2.1509220066246995e-15,2.9186417329182222e-11,1.8585466740226408e-14,1.4439747244929411e-10,5.8843633231773257e-07,9.9971264066312125e-08,3.5908240049253471e-34,-2.8729927563703935e-31,1.2546340450331502e-25,9.2151044788318341e-18,9.3720277393844578e-24,8.1951408636924496e-15,1.8209899462576313e-16,4.9407156223526708e-25,8.8865067142857017e-23,3.3498574251897147e-18,2.8352361236521446e-19,-1.6045671346716774e-29,5.7791547377030338e-18,-1.3592689586928775e-24,2.4961926307882621e-17,-3.3834062495120597e-15,1.6738236480879175e-07,4.4288186053262973e-16,6.0687935979778717e-15,3.7072153901533989e-10,1.3728850310526734e-42,-4.1736155471508848e-19,1.3732502820387001e-16,5.9931865649905804e-19,6.7174700090239332e-28,0.88129999999999997,0.0,0.0,0.0,0.0097805894737179079,0.10877161143581326,9.9999999991802677e-05,7.0359903870976324e-06,3.9597867726142947e-05,1.362601729341807e-05,4.9202282364497144e-11,2.4741946331555391e-05,2.2269008558544873e-12,3.3284792602900311e-07,8.8401242563138657e-13,7.3124839115827186e-15,5.624277858242772e-06,5.3236566905793059e-06,4.2003663869835312e-07,1.2183120064756255e-05,1.249822732489159e-15,1.596054313429017e-11,4.9859920877055697e-15,2.6653158022373685e-11,3.5591596549415516e-07,1.7454105531646237e-10,2.5091121984486292e-10,3.8344756839817233e-12,2.664322858417295e-11,1.8855961152563216e-11,8.7559134433341347e-10,1.6365119327105899e-07,1.3994903658650808e-10,1.0175580156699544e-10,8.9203434836192801e-13,3.4894735669901751e-09,6.9491746787816588e-15,7.1606772893835191e-12,1.3657936281845183e-11
3.1564703633696304e-07,0.0026896091472253265,2.203902138356838e-15,2.986134724594047e-11,1.8712300542095286e-14,1.4960343273860624e-10,5.9977734722443382e-07,1.0438033150625024e-07,3.985002104525094e-34,5.8825195985857143e-31,1.3458504432632515e-25,9.6139306396578738e-18,1.0044732472520404e-23,8.476259687865816e-15,1.9181616867318724e-16,5.3752062708888171e-25,9.4815853632777461e-23,3.5715024332754939e-18,3.0930709422647041e-19,-9.3288033498659174e-31,6.0920225456467193e-18,-1.4044353844818291e-24,2.5994837665279846e-17,-3.3833539606164937e-15,1.711987204418638e-07,4.5326852742318411e-16,6.2943259076764384e-15,3.8980374541801818e-10,1.5361854492021934e-42,-4.1736147453404455e-19,1.4450525044392043e-16,6.4446045820862805e-19,7.2060628635675315e-28,0.88129999999999997,0.0,0.0,0.0,0.0097791719775860118,0.10877120346061288,9.99999999915213e-05,7.1182487423815044e-06,3.9961239812073173e-05,1.373844733578031e-05,4.9653622953006068e-11,2.4946389366327535e-05,2.2265895505880461e-12,3.3590124115667567e-07,8.9131703219168675e-13,7.3795635477040966e-15,5.808963435378308e-06,5.4956721037010611e-06,4.2522094149170323e-07,1.2464929297477418e-05,1.2901629174466798e-15,1.647748734650374e-11,5.1497552288749601e-15,2.7544077734955581e-11,3.603117633493613e-07,1.8251585526927293e-10,2.6244924872177122e-10,4.0334716444040055e-12,2.8159981194278397e-11,2.0180179288446101e-11,8.8284894680288457e-10,1.6730092976827967e-07,1.4306969213640586e-10,1.0402481937532941e-10,8.996776300654908e-13,3.650703284229058e-09,6.959490375729218e-15,7.2516256731995636e-12,1.4501384113174668e-11
3.195180596694051e-07,0.002689608101852949,2.2575688396130656e-15,3.0543307149703872e-11,1.8934364709183292e-14,1.5491095468403882e-10,6.111279625633296e-07,1.0891336148688185e-07,4.4155608605286242e-34,-1.1953144155936572e-30,1.4421775357959811e-25,1.0025158960808544e-17,1.0754444550967334e-23,8.7628162304196012e-15,2.0193791787437015e-16,5.8410425461621836e-25,1.0106880442674719e-22,3.8042276842718768e-18,3.3702599565823851e-19,-2.041018625231693e-30,6.4179173187298253e-18,-1.4503075348817954e-24,2.7057774983799607e-17,-3.3832985156901202e-15,1.750463639630855e-07,4.6374452085213908e-16,6.5250772943693235e-15,4.0957582307429082e-10,1.7159347001520432e-42,-4.1736139469132407e-19,1.5196894031902043e-16,6.9236554275219086e-19,7.7230551191013778e-28,0.88129999999999997,0.0,0.0,0.0,0.0097777538586932417,0.10877079500869892,9.9999999991234447e-05,7.2003861503828069e-06,4.0321048102929147e-05,1.3849346488592083e-05,5.0100532141640324e-11,2.5148045460736501e-05,2.2262781019100135e-12,3.3892457808293422e-07,8.9852206332325168e-13,7.4459845794044285e-15,5.9968078413151935e-06,5.6706323409452781e-06,4.3040446891873995e-07,1.27492595625556e-05,1.3311929735504268e-15,1.7003309617455802e-11,5.316320248854198e-15,2.8450617387459596e-11,3.647069777638968e-07,1.9073232368270062e-10,2.7433949537153503e-10,4.2398023028987182e-12,2.9739295809745984e-11,2.1576702900074183e-11,8.9000788670389145e-10,1.7097688908035283e-07,1.4621275090214833e-10,1.0631012666929615e-10,9.0722789377512739e-13,3.8169593881340848e-09,6.9702498624952562e-15,7.3425620094090661e-12,1.5384516056687843e-11
