Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328)
3.097282674941731e-10,0.0026896922637735595,-3.1399001789481493e-20,-2.0836268240228061e-15,-7.1792486186047786e-17,9.6393277270900195e-16,9.3489816268177469e-13,2.8975805591604714e-19,-4.0608078978651356e-30,-5.4658227018495035e-24,2.2877421167069877e-30,5.5336460830039155e-15,3.0478887334488906e-15,2.9928044974986466e-18,1.2426080508596337e-19,1.5735786125471692e-31,2.934540315621129e-31,1.2676973903423714e-27,5.0556328838437344e-30,3.411748758786846e-40,4.5395551018299707e-29,-4.2374743027402612e-15,4.54518928984761e-26,-2.2736060999473948e-16,4.3927300892789545e-14,1.3257602887187219e-24,2.6569673402344247e-19,4.5191609543667836e-16,-7.6427888004297059e-40,-2.634044831645729e-21,-3.2470210775818575e-25,3.9040346855821767e-33,1.3429513979303189e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898992995329546,0.10880298413896645,9.9999999999997687e-05,7.4054755327021374e-09,4.5871196705996281e-08,3.0774569916237267e-08,5.7011834832875468e-14,1.5478215741706125e-08,2.2508638709865433e-12,3.8181710056143606e-10,5.5302467661689182e-16,8.3883060505393018e-18,6.4478729099264622e-15,5.2812710302677719e-13,4.1844096902591732e-10,1.31445524965986e-11,1.654239931904957e-21,2.3351808692947214e-19,1.0230950228804211e-23,1.1706180448987657e-21,3.5437368146218498e-10,1.8138680875961295e-23,9.077114390917481e-25,4.634813810568718e-27,7.1579127186972353e-29,2.6583141814446506e-30,3.4500165413189185e-13,4.3863074245183457e-14,3.7415809140874954e-17,2.680894900973028e-17,7.6684405648428618e-16,1.8908387774619084e-21,3.469476320662811e-16,1.3072980966286293e-16,1.0622793554926983e-27
3.1823839253711275e-10,0.002689692261934555,-3.1675687149509073e-20,-2.1048934354504139e-15,-5.7187224319583542e-16,9.9098931064185715e-16,9.8491664657856217e-13,3.1928454491394645e-19,-3.5886901605130021e-30,-3.543422386580069e-24,2.4192671519859501e-30,5.7892268254404591e-15,3.2366448389504482e-15,3.0319947441342079e-18,1.2912427622204604e-19,6.9192642712982787e-32,3.1566089707948947e-31,1.3225462020655015e-27,5.3501502224970952e-30,3.4090925773616047e-40,4.7161342572141767e-29,-4.4586171124727835e-15,4.794406463131525e-26,-2.3519042351565502e-16,4.7294614851134098e-14,1.4680989157104724e-24,2.7332199614462974e-19,4.6504525405004295e-16,-7.7100852990021087e-40,-2.7600194587528439e-21,-3.4946705079969667e-25,2.9271451533525286e-33,1.4208486978455164e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898965323553842,0.10880298345512492,9.999999999999766e-05,7.6089371028600203e-09,4.7131424976867577e-08,3.1372191134106077e-08,5.8578133462939832e-14,1.6151409107003649e-08,2.2508632663396612e-12,3.9241301836516009e-10,5.770773927648053e-16,8.6210924747089246e-18,7.0266847190310208e-15,5.5766955514173634e-13,4.2997069909429744e-10,1.3876729061382736e-11,1.7036610655672174e-21,2.5253796104357613e-19,1.0937140024559805e-23,1.2811600351307901e-21,3.6413810058866056e-10,2.0329799875008408e-23,1.0431887675419571e-24,5.3279236634843169e-27,8.4472504134180478e-29,3.1293625750752131e-30,3.607936188135632e-13,4.7225447130523679e-14,4.0287170938872749e-17,2.8878428648539847e-17,7.9000311379573406e-16,2.1225527737638099e-21,3.6052073453804464e-16,1.379878115101218e-16,1.2217913404105895e-27
3.267485175800524e-10,0.0026896922600775515,-3.2203863371032594e-20,-2.142637633322941e-15,-3.81098469996962e-16,1.0185245028670872e-15,1.0360937348603657e-12,3.509391224428251e-19,-3.1678414704308648e-30,8.1126357677679885e-24,2.5569911074075514e-30,5.734592941840759e-15,3.1140465884718289e-15,3.0722692916079101e-18,1.3409455953488174e-19,1.1375333085131683e-31,3.3871387412683164e-31,1.3781352634031342e-27,5.6586317563035905e-30,3.4183503279537088e-40,4.9038511583260362e-29,-4.3689635691821225e-15,5.0500628697727218e-26,-2.4318124727822809e-16,5.0813650675598269e-14,1.6211367463982153e-24,2.8108487255931126e-19,4.7841397637648979e-16,-7.7565090644761127e-40,-2.8910849213741714e-21,-3.7507766046488734e-25,1.8302579102151661e-33,1.5024122772278302e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898937651604856,0.10880298276459065,9.9999999999997633e-05,7.812398030136018e-09,4.8391651725422718e-08,3.1963119238839039e-08,6.014443018011726e-14,1.6831294044827321e-08,2.2508626616888528e-12,4.0300892314451286e-10,6.013691946463148e-16,8.8538786127402897e-18,7.6395858083246266e-15,5.8802417296706798e-13,4.4150042582170158e-10,1.4628748067975095e-11,1.7532737828502247e-21,2.7252392074429148e-19,1.1675127977004199e-23,1.3991858361506752e-21,3.739025169036243e-10,2.2721838409455229e-23,1.1946775417405074e-24,6.103178624519248e-27,9.9266692416258737e-29,3.6687205922505863e-30,3.7679992071554847e-13,5.0739318409299499e-14,4.3288057822210411e-17,3.1041834766961525e-17,8.133527936697109e-16,2.3753967399650426e-21,3.7439147491099518e-16,1.4543939873610169e-16,1.4003196173640146e-27
3.352586426229921e-10,0.0026896922582033706,-3.2113767874882528e-20,-2.1403613494824103e-15,6.2829840111588632e-16,1.0436044980200919e-15,1.0884114818381156e-12,3.8481370894130144e-19,-2.6516798589984677e-30,1.1827850947721158e-23,2.6858436465833894e-30,5.2818598352316445e-15,2.5999823968146633e-15,3.108905624613022e-18,1.3888861220902653e-19,3.2375950998525548e-31,3.62337760439624e-31,1.43444804972473e-27,5.9483695511798864e-30,3.3965268833722643e-40,5.0948510012898439e-29,-3.8847109646482191e-15,5.3121471625526589e-26,-2.5074101383410152e-16,5.4486424065822955e-14,1.7853437654387416e-24,2.8818802306115451e-19,4.9067699214584372e-16,-7.7818809355910073e-40,-3.0173655324898836e-21,-4.0152399215893503e-25,5.4923619138433782e-34,1.5789796140015904e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898909979481982,0.10880298206766821,9.9999999999997606e-05,8.015858314531626e-09,4.9651877007769361e-08,3.2547658802463514e-08,6.1710725054038081e-14,1.7517565989840484e-08,2.2508620570341027e-12,4.1360481525317392e-10,6.2588920033095688e-16,9.0866644724034261e-18,8.287553973019192e-15,6.1919166232880447e-13,4.5303014920810969e-10,1.540060948199516e-11,1.8030782507889516e-21,2.934960705082655e-19,1.2445679204903815e-23,1.5250240995390867e-21,3.8366693040732493e-10,2.5327882345281063e-23,1.3636088474927986e-24,6.9679521956137962e-27,1.1618379572820525e-28,4.2842467530754863e-30,3.9301450340838053e-13,5.4406700796111016e-14,4.6420193276138866e-17,3.3300427625667024e-17,8.3689260224142717e-16,2.6506660997364524e-21,3.8776997363201406e-16,1.5308437881340395e-16,1.5995865311177945e-27
3.4376876766593174e-10,0.0026896922563127913,-3.0796299886497608e-20,-2.0584989324714705e-15,1.622979637934936e-15,1.0639838596940116e-15,1.1419397773741234e-12,4.2100247030447392e-19,-2.0132538067056031e-30,4.3502658170689482e-24,2.793211627402383e-30,4.7887390807190759e-15,2.0580985003088141e-15,3.1378329094106187e-18,1.4328316708556604e-19,5.2249251872206916e-31,3.8626078726386032e-31,1.4913892929859074e-27,6.1919367565041311e-30,3.3236158782591261e-40,5.2805933038994256e-29,-3.3666854006089228e-15,5.5806483906267581e-26,-2.5740968880250799e-16,5.8314893954819483e-14,1.9611956559211512e-24,2.9402042079450314e-19,5.008026267586575e-16,-7.7819418977361286e-40,-3.130787437606663e-21,-4.2873989973957218e-25,-9.7038241588953015e-34,1.6432928285566283e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898882307184698,0.10880298136464818,9.9999999999997579e-05,8.2193179560483333e-09,5.091210086226365e-08,3.3126100497107107e-08,6.3277018132282283e-14,1.820993427618587e-08,2.250861452375399e-12,4.2420069511657765e-10,6.5062702450804083e-16,9.3194500630449794e-18,8.9715641994463816e-15,6.5117273206680077e-13,4.6455986925350148e-10,1.6192313269808944e-11,1.8530746370568571e-21,3.1547427060875005e-19,1.3249560582231555e-23,1.6590110225152677e-21,3.9343134110000859e-10,2.8161558977892152e-23,1.5515040504198548e-24,7.9300864118805198e-27,1.3546562189657889e-28,4.9844883314044492e-30,4.0943155148863969e-13,5.8229550323035525e-14,4.9685252227245078e-17,3.5655431894814799e-17,8.6062052653954516e-16,2.9496985723218745e-21,4.0003322097256312e-16,1.6092255940637469e-16,1.8214255437051203e-27
3.522788927088714e-10,0.002689692254406564,-2.8824558399052986e-20,-1.9342798422741617e-15,1.4139471376203034e-15,1.0813456973755541e-15,1.1967645075122504e-12,4.5960378911092128e-19,-1.3602039203054589e-30,-1.0628169599129656e-23,2.8870668725763591e-30,4.8250955715937628e-15,2.0537768928022574e-15,3.1612633230764629e-18,1.4742978460414045e-19,4.844792291754826e-31,4.1056908275428539e-31,1.5488359061939317e-27,6.4065654572880723e-30,3.2288551963991611e-40,5.461875172655263e-29,-3.3823943618693745e-15,5.8555560504234317e-26,-2.6351569974136103e-16,6.2300965288959983e-14,2.1491731424238647e-24,2.9903821750199516e-19,5.0955928381647669e-16,-7.7532241170062163e-40,-3.2367899467522964e-21,-4.5664396216063933e-25,-2.7053516133197022e-33,1.6999134302724039e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898854634713457,0.10880298065580805,9.9999999999997579e-05,8.4227769546876354e-09,5.2172323249935837e-08,3.3698721869512987e-08,6.4843309366333192e-14,1.8908121362734539e-08,2.2508608477127459e-12,4.3479656269426433e-10,6.755727508052732e-16,9.5522353837763258e-18,9.6925886177792653e-15,6.8396809370825532e-13,4.7608958595785682e-10,1.7003859397893385e-11,1.9032631079492093e-21,3.3847814191022272e-19,1.408754046206487e-23,1.8014903233876233e-21,4.0319574898191975e-10,3.1237046875131725e-23,1.7599783243746574e-24,8.9979104409313982e-27,1.5737494927361854e-28,5.7787254035659094e-30,4.2604547752983093e-13,6.2209769115494997e-14,5.3084863421853311e-17,3.8108038398739295e-17,8.8453099201221281e-16,3.2738742078350394e-21,4.1160417205840016e-16,1.6895374837013999e-16,2.0677857906111351e-27
3.6078901775181107e-10,0.002689692252485398,-2.8492768687288201e-20,-1.9167371098110905e-15,-1.4094147917272911e-15,1.1033938904598166e-15,1.2530213041530664e-12,5.0072179822401453e-19,-1.0106242889667716e-30,-4.2570830445203978e-23,3.0085491936538882e-30,6.1086003260762073e-15,3.2842672661424095e-15,3.1910944718201323e-18,1.5206700588072332e-19,-1.1726997124529584e-31,4.3600863162369719e-31,1.6067787091809938e-27,6.681554118454697e-30,3.217014430703337e-40,5.6546244697746546e-29,-4.638783342816987e-15,6.1368599699757989e-26,-2.7060888291704678e-16,6.644649103581391e-14,2.3497615412677261e-24,3.0533456804962843e-19,5.204780300010543e-16,-7.7014327258293539e-40,-3.3623626368545226e-21,-4.8524525237169462e-25,-4.5066187677721491e-33,1.7724660346939525e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898826962069749,0.10880297994141261,9.9999999999997565e-05,8.6262353104510245e-09,5.3432544019450708e-08,3.4265787905455958e-08,6.6409598568026907e-14,1.9611862268534703e-08,2.2508602430461754e-12,4.453924170615932e-10,7.0071691161769599e-16,9.7850204142839301e-18,1.0451596474151335e-14,7.1757846118581315e-13,4.8761929932115593e-10,1.7835247831357706e-11,1.9536438267742916e-21,3.6252706900064794e-19,1.4960388481065789e-23,1.9528132438121666e-21,4.12960154053301e-10,3.456908636973222e-23,1.9907441622099362e-24,1.0180259086020557e-26,1.8219678298657848e-28,6.677014612083083e-30,4.4285091259156931e-13,6.6349207397114158e-14,5.6620611143835503e-17,4.065940537613818e-17,9.0861369173942736e-16,3.6246155762709126e-21,4.2454367720967786e-16,1.771777537504929e-16,2.3407366123301706e-27
3.670877898507439e-10,0.0026896922510542287,-3.0836014510858745e-20,-2.0720160367063914e-15,-4.2281592292719191e-15,1.1281257212685799e-15,1.295521950611255e-12,5.328390726949783e-19,-1.3051732012989919e-30,-3.4808129471558567e-23,3.1468027813888088e-30,7.4689969206830678e-15,4.5832019239120161e-15,3.22653157723408e-18,1.5634238290263055e-19,-7.7082165708004589e-31,4.5618430838608158e-31,1.6501030731728466e-27,6.9903477702887979e-30,3.3566454991764951e-40,5.8254803133773766e-29,-5.9674482696317075e-15,6.3491808753285689e-26,-2.7759035290334471e-16,6.9618551999354894e-14,2.5066365721359419e-24,3.1228516666193973e-19,5.3242777311512007e-16,-7.6620728139620615e-40,-3.4875243189505054e-21,-5.0695969299554229e-25,-5.7711975333573991e-33,1.8539833319846319e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898806480042512,0.1088029794092243,9.9999999999997552e-05,8.7768246713473604e-09,5.4365295731621124e-08,3.4682073650492292e-08,6.7568886648901539e-14,2.0136163762199016e-08,2.2508597954994971e-12,4.5323493309299228e-10,7.1944983048750728e-16,9.9573161320561245e-18,1.1038405755257374e-14,7.4298046059652149e-13,4.961530186454387e-10,1.8463378432310617e-11,1.9910570346231082e-21,3.8101116613247476e-19,1.5629335203707115e-23,2.0707208731966632e-21,4.2018728015477749e-10,3.7209496355749106e-23,2.1769634203082394e-24,1.1134610123134984e-26,2.0262471279323581e-28,7.4152539430605394e-30,4.5540974903350502e-13,6.9516609860690706e-14,5.9326174261952626e-17,4.2612064813974385e-17,9.2654373497376385e-16,3.9021851676623956e-21,4.3647321151498388e-16,1.8338881263554183e-16,2.5611705463594282e-27
3.733865619496767e-10,0.0026896922496155167,-3.5171141330721248e-20,-2.3567676720380256e-15,-5.181976990366943e-15,1.1597053098937025e-15,1.3385141422134537e-12,5.6643503753670345e-19,-2.2897453410524735e-30,1.2555993517717235e-23,3.327085146846842e-30,8.0498182841671221e-15,5.0845083554061953e-15,3.2740426044475752e-18,1.6132062136153987e-19,-1.0360779247696829e-30,4.7762449602809431e-31,1.6939919422536574e-27,7.3907970875085526e-30,3.6556658833546807e-40,6.0340209807828765e-29,-6.5070693839437937e-15,6.5649978605830725e-26,-2.859984510848814e-16,7.2879668024059018e-14,2.6708897807181121e-24,3.2110199451860357e-19,5.4753133371139887e-16,-7.6446316612780916e-40,-3.639876257616696e-21,-5.2927917729482209e-25,-6.9766351899144175e-33,1.9597189239410207e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898785997921426,0.10880297887423017,9.9999999999997511e-05,8.9274136800632009e-09,5.5298046487700062e-08,3.5095553290535039e-08,6.872817352978483e-14,2.0663270534211081e-08,2.2508593479506919e-12,4.6107744085134245e-10,7.382829802117489e-16,1.0129611668073896e-17,1.1646943470935882e-14,7.6882962194716015e-13,5.046867361393965e-10,1.9102379059479282e-11,2.0285757176430144e-21,4.0008594804296636e-19,1.6318118568711542e-23,2.1938177559903917e-21,4.2741440471681146e-10,4.0005241463271254e-23,2.3771575808887575e-24,1.2160801322695259e-26,2.2495043025581705e-28,8.2211499985377058e-30,4.6806864817555801e-13,7.2772936168159211e-14,6.2107771510616452e-17,4.4619891435418119e-17,9.445635622666763e-16,4.1957192778221176e-21,4.5036364166806356e-16,1.8970531795865624e-16,2.7983056805291887e-27
3.7968533404860954e-10,0.002689692248169522,-3.810837031867406e-20,-2.5507940826688748e-15,-9.5765470191402153e-16,1.1869796227628371e-15,1.3816410636014903e-12,6.0154244366164108e-19,-2.8386108426962246e-30,9.3926053368115857e-23,3.4850475722074268e-30,6.2519759936123718e-15,3.2186631258180712e-15,3.3168984386512746e-18,1.6593271779735125e-19,-8.725406455320984e-32,4.9917689158882698e-31,1.7384652535625938e-27,7.7432513409428482e-30,3.8540615884153306e-40,6.2514440386503946e-29,-4.6740861751578117e-15,6.7843088323813883e-26,-2.9358977714341904e-16,7.6230539046050864e-14,2.8427253832452454e-24,3.2875478056315961e-19,5.6067681968989705e-16,-7.644783989237668e-40,-3.7787582390960075e-21,-5.5220512696136659e-25,-8.3577843334275149e-33,2.0527465604770819e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898765515704271,0.10880297833652579,9.9999999999997484e-05,9.0780023365991548e-09,5.6230796510630454e-08,3.5506321996804208e-08,6.9887459487726661e-14,2.1193087416197544e-08,2.2508589003997142e-12,4.6891994147954023e-10,7.57212960483503e-16,1.0301907047445405e-17,1.2277599552823263e-14,7.9512623699112965e-13,5.1322045180302114e-10,1.9752249698969242e-11,2.0661999500916695e-21,4.1975903023779578e-19,1.7027051675248826e-23,2.3222542827876265e-21,4.3464152773949944e-10,4.2962914444356055e-23,2.5921312821445609e-24,1.3262988456070706e-26,2.4931568939494716e-28,9.0996954306525641e-30,4.8082564716872555e-13,7.6118885219178629e-14,6.4966001314064187e-17,4.6683322659767643e-17,9.62682082817051e-16,4.5058403155503172e-21,4.6323219800438793e-16,1.9612719208981913e-16,3.0531177088670298e-27
3.812600270733427e-10,0.0026896922478069148,-3.8091668041732754e-20,-2.5505282638764818e-15,5.3702616393503598e-16,1.1913607094110045e-15,1.3924737561556644e-12,6.1055895498476769e-19,-2.7394590506617175e-30,4.2731057908537233e-23,3.5109274131148738e-30,5.5819057931819209e-15,2.5380680868998021e-15,3.3238378937608898e-18,1.6685893342966252e-19,2.6612456702566101e-31,5.0439830355113479e-31,1.7496725311009546e-27,7.8018922140915742e-30,3.8484818184747262e-40,6.2995156293412097e-29,-3.9986338442482678e-15,6.839682155112798e-26,-2.9500454401686024e-16,7.7082361698730728e-14,2.88689317640298e-24,3.3000655040340143e-19,5.6284822639886287e-16,-7.646808578158101e-40,-3.8049018251493185e-21,-5.5802751779640686e-25,-8.7676271721861031e-33,2.0682089128554569e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898760395134625,0.10880297820168702,9.999999999999747e-05,9.1156494457051048e-09,5.6463983936311609e-08,3.5608601423411494e-08,7.0177280875884249e-14,2.1325954258298688e-08,2.2508587885116226e-12,4.7088056574177159e-10,7.619601982653014e-16,1.0344980872629437e-17,1.2438765180412884e-14,8.0177033964148843e-13,5.1535388043293672e-10,1.991641579670595e-11,2.0756225090568879e-21,4.2477167112064457e-19,1.7207470064707984e-23,2.3552155729439022e-21,4.3644830825465986e-10,4.3728423375181501e-23,2.6482813646692823e-24,1.3550912532170269e-26,2.557430327082677e-28,9.3312941319082607e-30,4.84030000577457e-13,7.6969456595000366e-14,6.5692601579043893e-17,4.7207919102108625e-17,9.6722823399940455e-16,4.586036456995667e-21,4.6581645343892265e-16,1.977491154070464e-16,3.1197008668510141e-27
3.820473735857093e-10,0.002689692247625447,-3.7975162420420034e-20,-2.5433716147915296e-15,9.1751770527817719e-16,1.19319821072936e-15,1.3979412769542254e-12,6.1510362602900835e-19,-2.6671431440690303e-30,-4.2199344690878796e-25,3.5219248229243144e-30,5.4083617414188869e-15,2.36019949088241e-15,3.3265632587455854e-18,1.6728915751968832e-19,3.5842141531749004e-31,5.0698541285676818e-31,1.755288669814845e-27,7.8270063812866124e-30,3.8394808780818605e-40,6.321202200079397e-29,-3.822891568170782e-15,6.8674505320005588e-26,-2.9564192885622984e-16,7.7510396065518174e-14,2.9091606034854414e-24,3.3053663182092932e-19,5.6377243070047234e-16,-7.6481445094242016e-40,-3.8167263514761084e-21,-5.6095179885163923e-25,-8.9819797548628518e-33,2.0748279751909189e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898757834847504,0.10880297813420665,9.9999999999997484e-05,9.1344729920038811e-09,5.6580577636578039e-08,3.5659680195977821e-08,7.0322191554061405e-14,2.139244860085124e-08,2.2508587325675249e-12,4.7186087775757318e-10,7.6433599384365913e-16,1.0366517782688064e-17,1.2519877410922876e-14,8.051028864432469e-13,5.1642059470499578e-10,1.9998753611113582e-11,2.0803362642999206e-21,4.2729222788487969e-19,1.7298160393618324e-23,2.3718256914338645e-21,4.3735169847616438e-10,4.4115164940067802e-23,2.6767265339540856e-24,1.3696778334252599e-26,2.5900874870627778e-28,9.4489455694458054e-30,4.8563442262908423e-13,7.7396862194923062e-14,6.6057714379862477e-17,4.7471532684059226e-17,9.6950358270921777e-16,4.6265412905134234e-21,4.6701682338758411e-16,1.9856254445027291e-16,3.1534355524148422e-27
3.836220666104425e-10,0.0026896922472621826,-3.7803088409469904e-20,-2.5330206108534865e-15,-5.7551198441321575e-18,1.1970605838369672e-15,1.4090832477368796e-12,6.2426699458499254e-19,-2.5410081863745863e-30,-1.1774898993123047e-22,3.5451784482830393e-30,5.8168488361596003e-15,2.7595437399695933e-15,3.3315223802194755e-18,1.681689765643327e-19,1.3482361136597907e-31,5.1220166530333592e-31,1.76653810957256e-27,7.8799813549389585e-30,3.8256290837003442e-40,6.3589269818852067e-29,-4.2267232506767594e-15,6.9231504359988955e-26,-2.9695589913448138e-16,7.8370717482079502e-14,2.9540643797601926e-24,3.3164788030425095e-19,5.6570719326804848e-16,-7.6506090650362368e-40,-3.8411670200146266e-21,-5.6682224509897924e-25,-9.4111930479097717e-33,2.0887913598809071e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898752714268838,0.10880297799912479,9.9999999999997484e-05,9.1721200680930444e-09,5.6813764993200181e-08,3.5761716734241459e-08,7.0612012855297022e-14,2.1525558254295025e-08,2.2508586206792257e-12,4.7382150154101668e-10,7.6909190712404377e-16,1.0409591597353495e-17,1.2683164497937054e-14,8.1178897385853219e-13,5.1855402316331677e-10,2.0163938770927532e-11,2.0897687265331813e-21,4.32361887246306e-19,1.7480506380610358e-23,2.4053063837831627e-21,4.3915847884702294e-10,4.489668987671026e-23,2.7343655889989038e-24,1.3992361188611415e-26,2.6564580411660489e-28,9.6880066298145466e-30,4.8884773921698773e-13,7.8255919811107233e-14,6.6791570962652864e-17,4.8001394695016216e-17,9.7405764275673747e-16,4.7083707839435619e-21,4.6947159794093422e-16,2.0019433654885533e-16,3.2218014147826106e-27
