Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717)
2.7586505131195583e-12,0.0026571344597544934,3.320356444672773e-21,7.8312461324269995e-17,2.484746537623143e-15,3.3050174105979594e-21,1.9403202931376661e-14,9.5231415788792306e-23,-1.8385967140871351e-30,4.4760825316298522e-20,-6.5759449836495212e-36,-4.4754731610806512e-20,1.9806600585436529e-28,-1.5331936234403919e-19,3.0377564692644773e-26,-1.8435954264449405e-30,-1.7114701721294169e-36,7.726604158605525e-30,-2.6578765834494056e-38,1.4832565558545586e-43,-9.7558508054671377e-31,9.5809104597860195e-29,-3.9479865538426933e-41,-6.1225054101874876e-24,-4.101499774837067e-36,1.7561204509838716e-41,2.5745139331172322e-34,1.0736560214556797e-25,-1.7696141839266754e-41,-2.3362543832854815e-36,-4.9094289901204001e-33,3.0405531005679997e-39,2.3211132689141331e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899720133899961,0.10880299991129805,0.00010000000000000019,1.3169606383734702e-09,1.1594399920386716e-08,1.155096911563579e-08,5.6512620066130406e-15,6.6032152814099777e-11,7.282325268627623e-10,2.2644775166584727e-11,1.0020924212124361e-18,2.3002885338540638e-19,4.2066262315351057e-19,5.4560198569930633e-15,1.1598252561095753e-09,1.2882119744897187e-13,7.5521173031706466e-22,4.8304370018935838e-22,2.7642097821219301e-24,1.2520312595810531e-23,1.5473677528638098e-09,3.5577665908684675e-27,1.7375700917781367e-30,9.430412964754427e-32,1.2729000219111767e-35,2.4675845524772701e-36,3.7944107736119615e-14
2.7969312682794982e-12,0.002657134459748397,3.3892634165964247e-21,7.9929976258578669e-17,2.220620482577919e-15,3.3732790958235349e-21,1.9828990728208701e-14,9.8709804605402209e-23,-1.8540230748403204e-30,5.7505520623494936e-20,-4.5784109555107609e-36,-5.7501179139097247e-20,2.118060856932871e-28,-2.7436708701251821e-19,4.6305538546960305e-26,-1.8592330710376738e-30,-1.641272041647582e-36,7.3509365285274476e-30,-2.5441236367749161e-38,4.1029472035220326e-43,-6.9886064356882381e-31,9.5738335259709402e-29,-4.0166482392229895e-41,-4.3858585257588581e-24,-4.2607866675063252e-36,1.7568406383678508e-41,2.5969718776671233e-34,1.1289609605248649e-25,-1.8382810886221987e-41,-2.3224142235370065e-36,-4.9948992401055828e-33,2.1759358266721438e-39,2.2791536782361835e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899716252228934,0.10880299990900337,0.00010000000000000032,1.3352355428787054e-09,1.1755139939980913e-08,1.1710343128047652e-08,5.7296120953426189e-15,6.7861825180018695e-11,7.286374558135977e-10,2.3109280566119128e-11,1.0298597040877499e-18,2.3474739941325416e-19,4.388961729221531e-19,5.6084316530881775e-15,1.1799929389253783e-09,1.3241958716626566e-13,7.7076765372615665e-22,5.0340732491132172e-22,2.8462559204689652e-24,1.3081039841088209e-23,1.5742742430112518e-09,3.7711897014427462e-27,1.8684038531262879e-30,1.0140740724812311e-31,1.3884885821651889e-35,2.6729036974329188e-36,3.9002432778448663e-14
2.835212023439438e-12,0.002657134459742233,3.4551532795250557e-21,8.1475584457976015e-17,2.4351010217462441e-15,3.4385059927827153e-21,2.0254932534122659e-14,1.022728875522284e-22,-1.8639877003388662e-30,2.0233563936007291e-18,-5.0689547083981274e-36,-2.0233516520185602e-18,2.0116930594820437e-28,-2.0471262738352961e-19,3.7353638411967022e-26,-1.8693857941020119e-30,-1.5749424429255858e-36,6.8673799587113232e-30,-2.4377662062350995e-38,2.3511791454551173e-43,-7.6116388667718631e-31,1.1414318461028716e-28,-4.0696512949739298e-41,-4.7768566380802598e-24,-4.4216006635770996e-36,1.7589789452632471e-41,2.6201058532427861e-34,1.1853155346771866e-25,-1.907602864068253e-41,-2.3072407585296155e-36,-5.0609042991498791e-33,2.3699769201059759e-39,2.2233023662230979e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899712370558099,0.10880299990668253,0.00010000000000000024,1.353510445666822e-09,1.1915878836885276e-08,1.1869692537855227e-08,5.8079616362193876e-15,6.9716070904962615e-11,7.29016552570521e-10,2.3575366188451704e-11,1.0579999212739728e-18,2.3948199792661521e-19,4.5766199019895816e-19,5.7629421682772502e-15,1.2001714678802433e-09,1.3606751972212872e-13,7.863779178511032e-22,5.243347012058253e-22,2.9294926819262543e-24,1.3658283241189782e-23,1.6011952035594127e-09,3.9940980527622607e-27,2.0070231647791028e-30,1.0893360086543452e-31,1.5127193528719094e-35,2.8921747541231568e-36,4.0075258531406562e-14
2.873492778599378e-12,0.0026571344597359995,3.5216127667473113e-21,8.303426566181562e-17,2.2628687540256032e-15,3.5042845935857011e-21,2.0685945496912142e-14,1.059213244320511e-22,-1.8793971922597938e-30,-4.7744061216468027e-18,-4.706242463844775e-36,4.7744105107601922e-18,2.1783575071722297e-28,-2.8721919161705069e-19,4.8248311893386272e-26,-1.885001527363159e-30,-1.5135087842518765e-36,6.3704520106185426e-30,-2.3395735353187905e-38,3.4448246514297785e-43,-7.0670595786842299e-31,1.1119202672611817e-28,-4.1209321117636731e-41,-4.435093569277565e-24,-4.5835292107728557e-36,1.7632926542575483e-41,2.6436654048311068e-34,1.2427020246076513e-25,-1.9774013744201026e-41,-2.2909645485516174e-36,-5.1247695773170385e-33,2.1994075984951375e-39,2.1657600825123809e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899708488895694,0.1088029999043356,0.00010000000000000033,1.371785346737821e-09,1.207661581186971e-08,1.2029017362197825e-08,5.8863102426545658e-15,7.1594872852286827e-11,7.2937146217625649e-10,2.4042982091808157e-11,1.0865128126990986e-18,2.442321415989096e-19,4.7696842223663266e-19,5.9195513915688569e-15,1.2203601522166209e-09,1.3976499466808378e-13,8.0204086509240408e-22,5.4583349206098688e-22,3.0139193957466682e-24,1.4252280534311175e-23,1.6281297129421511e-09,4.2267687929561305e-27,2.1537708837347215e-30,1.1690135081475919e-31,1.6461022123069799e-35,3.1261384904467438e-36,4.116258275105806e-14
2.911773533759318e-12,0.0026571344597296877,3.5560716282212894e-21,8.3834280851182006e-17,-7.4596790225549599e-17,3.5380444295670231e-21,2.1133443177482529e-14,1.0965718626810815e-22,-1.9026543709306558e-30,-2.2200721996046285e-17,3.8958487552182947e-36,2.2200718799669134e-17,3.0964943683891235e-28,-1.2345647266034953e-18,1.7194022644363497e-25,-1.9085719025509202e-30,-1.4553553416854441e-36,5.0252527432207907e-30,-2.2549792981230419e-38,2.4953531774847184e-42,4.8231606068766529e-31,3.0304525058729821e-29,-4.1313015222747028e-41,3.0268834253222249e-24,-4.7469386650826016e-36,1.8017936265673618e-41,2.6725006367550107e-34,1.3009089284495033e-25,-2.0478342681895564e-41,-2.2800877755473895e-36,-5.1377747328231986e-33,-1.5140136839695154e-39,2.0034528352492211e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899704607259033,0.10880299990196263,0.00010000000000000128,1.3900602460917049e-09,1.2237349147345354e-08,1.2188317618200055e-08,5.9646570780240453e-15,7.3498213897400854e-11,7.2970372409846125e-10,2.4512079790908477e-11,1.1153981184740598e-18,2.4899733789956797e-19,4.9682384429444806e-19,6.0782592963389182e-15,1.2405583455081994e-09,1.4351201118654613e-13,8.1775486054924618e-22,5.6791135913110178e-22,3.0995353922461406e-24,1.4863269319327022e-23,1.6550769087373277e-09,4.4694830607796275e-27,2.3089999260692493e-30,1.2532984526528273e-31,1.7891697605861098e-35,3.3755649452098278e-36,4.226440319505974e-14
2.937410659219904e-12,0.0026571344597254246,3.5492156026524805e-21,8.3660559561976808e-17,-1.1332399701820193e-15,3.5307100223594235e-21,2.1433156796869213e-14,1.1220902552652619e-22,-1.8925296151893627e-30,-2.129880588041765e-18,8.0491763281285424e-36,2.1298736672087982e-18,1.0575532322769176e-27,-1.6785207667226762e-18,2.2991529046657091e-25,-1.8986352628339659e-30,-1.4206692804251486e-36,3.3324667991087416e-30,-2.2132323871932623e-38,3.583494684096842e-42,1.0666648771988106e-30,-7.1175927538150548e-28,-4.09816424872875e-41,6.6940967743978461e-24,-4.8569996851516393e-36,1.8656689374332258e-41,2.7358641766658766e-34,1.3400488804970613e-25,-2.0952703205301296e-41,-2.3303733053488525e-36,-5.0966546992855883e-33,-3.3390777930445858e-39,1.7963519226366397e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899702007673451,0.10880299990035892,0.00010000000000000173,1.4022991857052445e-09,1.2344994034972566e-08,1.2294989367851452e-08,6.0171268088820419e-15,7.4786618089803813e-11,7.2991430415590133e-10,2.4827045760639286e-11,1.1349510808596924e-18,2.5219683074249039e-19,5.1043240972035158e-19,6.1857214604294634e-15,1.2540903545451851e-09,1.4604913650385513e-13,8.2830655989843528e-22,5.8302477861272294e-22,3.1575381641036628e-24,1.5282074894071835e-23,1.6731304887482264e-09,4.6377891474589965e-27,2.4178810452456353e-30,1.3124192342659532e-31,1.890674267828112e-35,3.5516511066540937e-36,4.3010410778406233e-14
2.9630477846804898e-12,0.0026571344597211355,3.5331898006986614e-21,8.3269369905710128e-17,-1.0160961938979897e-15,3.51419761545965e-21,2.1727214479224618e-14,1.1480073148394514e-22,-2.1588120814128829e-30,1.5874338084096688e-17,6.0882903591500493e-36,-1.5874343467623048e-17,-2.6755149539240576e-26,-1.6502695387710306e-18,2.2628817327449904e-25,-2.1650577762486811e-30,-1.3945362852666267e-36,1.3841552291866643e-30,-2.1886010655900947e-38,4.4679636529080962e-42,8.177855022604349e-31,2.7064559682589869e-26,-4.0593030187315241e-41,5.1321980807746268e-24,-4.978141329585958e-36,1.9451236334456256e-41,1.3139021615982727e-34,1.3791023242560162e-25,-2.147488911803614e-41,-4.2146506074809371e-37,-5.0484181293410865e-33,-2.5622576680376239e-39,1.4004863807467702e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899699408077878,0.10880299989874359,0.0001000000000000017,1.4145381245486315e-09,1.2452639455409496e-08,1.2401650111030144e-08,6.0695967999231954e-15,7.6086015641327927e-11,7.3011578027727815e-10,2.5142641715512263e-11,1.1546708824960865e-18,2.5540272320621119e-19,5.2429350745379712e-19,6.2941249099854863e-15,1.2676261859602874e-09,1.4860848170788137e-13,8.3888002707377253e-22,5.9840365923098719e-22,3.2160738475561158e-24,1.5708679210431698e-23,1.6911891684079189e-09,4.8108146307789551e-27,2.5308411985143134e-30,1.3737560712330328e-31,1.9969460688568595e-35,3.7352808665432388e-36,4.3762918468572926e-14
2.9886849101410757e-12,0.002657134459716818,3.537110771572644e-21,8.335060864628788e-17,1.0045896445731112e-15,3.5176236366498453e-21,2.2012734994508587e-14,1.17431682049794e-22,-2.2056905030858995e-30,2.2454390277221334e-17,-2.0981272292747933e-36,-2.2454388069366341e-17,5.2812624784346287e-25,-8.5323960120131394e-19,1.2238823726046534e-25,-2.2119849923958426e-30,-1.3805539652328629e-36,-7.0629631199509369e-32,-2.1799539137106791e-38,8.4662372806142689e-43,-2.8690002237951944e-31,-5.2783597161693877e-25,-4.047275888178258e-41,-1.8005099862404532e-24,-5.0986622956864192e-36,1.9923406407428638e-41,2.9758748550017952e-33,1.4181775836829669e-25,-2.1994377318811355e-41,-3.792468472309491e-35,-5.033541231749034e-33,8.8694831056145086e-40,5.1277986347705674e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899696808464905,0.10880299989711664,0.0001000000000000009,1.4267770626218638e-09,1.2560286157364807e-08,1.2508299852874476e-08,6.1220674187419934e-15,7.7396401416479308e-11,7.3030855080112224e-10,2.5458854263334838e-11,1.1745574454451033e-18,2.5861487924757684e-19,5.3840967279051202e-19,6.4034696549448783e-15,1.2811656724901608e-09,1.5119004697634312e-13,8.4947478927075506e-22,6.1405030147424458e-22,3.2751422422046064e-24,1.6143153541384534e-23,1.7092527245639599e-09,4.988646718658535e-27,2.6479935271262213e-30,1.4373704859882993e-31,2.108161652389004e-35,3.9267066898175155e-36,4.4521925593112117e-14
3.008747958918051e-12,0.0026571344597134177,3.56104950978381e-21,8.3908553895038357e-17,2.2145242696757501e-15,3.5411691782758564e-21,2.2239719846866973e-14,1.1951793362063832e-22,-2.1689635598742119e-30,3.347003252093752e-18,-6.6945727767616743e-36,-3.3469967668753818e-18,8.3699090889990812e-25,-3.6850323579185961e-19,5.9220542951888328e-26,-2.1753162369365937e-30,-1.3778802037130419e-36,-6.7874481554723142e-31,-2.1821722983002071e-38,-1.5140879724815356e-42,-9.0920320462416941e-31,-8.3671448639397798e-25,-4.0678792841756604e-41,-5.7059202914100588e-24,-5.1945712677847816e-36,2.0028040254279362e-41,7.2162277979127773e-33,1.4488678157487714e-25,-2.2407779002883447e-41,-9.4161821331152784e-35,-5.0592141632945898e-33,2.8299160012553265e-39,7.8352583366564538e-61,0.88129999999999997,0.0,0.0,0.0,0.00988996947740697,0.10880299989583535,0.00010000000000000041,1.4363549850042801e-09,1.2644527321459464e-08,1.259175391778337e-08,6.1631293989866669e-15,7.8429541413115538e-11,7.3045358407379226e-10,2.5706736766346258e-11,1.1902364969987499e-18,2.6113292385139844e-19,5.4963622624234351e-19,6.4896969976958172e-15,1.291763821469275e-09,1.5322582155742069e-13,8.5778053301096284e-22,6.264832712149327e-22,3.3217393028652975e-24,1.6488699020832851e-23,1.7233921278146306e-09,5.1312236933443371e-27,2.7426728254667957e-30,1.4887828068210578e-31,2.1987618557316473e-35,4.0821170643031836e-36,4.5120440764154467e-14
3.0288110076950266e-12,0.0026571344597099943,3.5846564804173864e-21,8.4458514016706617e-17,1.1075100127299117e-15,3.5643777254397966e-21,2.2481714355699338e-14,1.2162905636585154e-22,-2.191902566668596e-30,-2.8576293717712671e-17,-2.3217245301247017e-36,2.8576296362474397e-17,8.4243949976022688e-25,-8.0802562489762302e-19,1.1661756816826074e-25,-2.1984286995710728e-30,-1.3785411489017388e-36,-1.2947684947353405e-30,-2.1902104431420377e-38,-6.4733317474676635e-43,-3.0543302847029563e-31,-8.4214771255053194e-25,-4.0887296126440841e-41,-1.9168304479217999e-24,-5.2926101154494971e-36,2.0039737187324013e-41,1.2137009133177872e-32,1.4797296854694536e-25,-2.2830363220795176e-41,-1.5961191838969852e-34,-5.0851943397704702e-33,9.4428178143743304e-40,2.2326433499888421e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899692739698349,0.10880299989454695,0.00010000000000000085,1.4459329069150331e-09,1.2728765828815756e-08,1.2675201250766833e-08,6.2041900878882867e-15,7.9469405305663848e-11,7.3059369193913599e-10,2.5954982591627713e-11,1.2060175928633136e-18,2.6365465921778397e-19,5.6102176725881079e-19,6.5765008076185064e-15,1.3023640384019872e-09,1.5527520406559902e-13,8.660988000792846e-22,6.3908273675642704e-22,3.3686623924875628e-24,1.6839142082031757e-23,1.7375342900428773e-09,5.2768408981871851e-27,2.8400465274360823e-30,1.541659040806926e-31,2.2925906350772633e-35,4.2425880067137021e-36,4.5722935638693528e-14
3.048874056472002e-12,0.002657134459706537,3.5424000048687908e-21,8.3447756182490913e-17,-6.475701579965453e-15,3.5217177345704285e-21,2.2763653020295745e-14,1.237676859912261e-22,-2.2587063199793862e-30,-1.2012389334625833e-16,2.7496987169063002e-35,1.2012387081804293e-16,1.7824977479676419e-24,-3.8219557889688541e-18,5.0980178159249385e-25,-2.2657246154695725e-30,-1.3767512911647717e-36,-3.5940241272072634e-30,-2.2106385287640163e-38,7.1503609853674568e-42,3.7930272199199934e-30,-1.7823337619925019e-24,-4.0165308192144214e-41,2.3803974313188061e-23,-5.3933757420207126e-36,2.1075835793552232e-41,2.0152413466336342e-32,1.5105307928187834e-25,-2.326469461337032e-41,-2.663510414006913e-34,-4.9954957844932485e-33,-1.1854048911007231e-38,6.0399367268848284e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899690705391632,0.10880299989325146,0.00010000000000000385,1.4555108283541274e-09,1.2812997596750695e-08,1.2758641854278196e-08,6.245247508449497e-15,8.0515990636336987e-11,7.30729040759407e-10,2.6203585458452077e-11,1.2219006957385118e-18,2.661800215465928e-19,5.7256751886015972e-19,6.6638810540147912e-15,1.312966253432377e-09,1.5733819374894339e-13,8.7442931021943083e-22,6.5184980024886682e-22,3.4159114153442212e-24,1.7194516843664318e-23,1.7516791180512354e-09,5.4255412937017658e-27,2.9401719362014204e-30,1.5960303505893619e-31,2.3897398651116237e-35,4.4082497684270592e-36,4.6329409894905472e-14
3.0498897483163364e-12,0.0026571344597063552,3.5374377974273217e-21,8.3329694432605417e-17,-6.6349915326886611e-15,3.5167349567087691e-21,2.2777341035837267e-14,1.2387673104794529e-22,-2.2592103444756533e-30,-9.603425024220613e-19,2.8606201296558176e-35,9.6031903845181936e-19,1.824564038302976e-24,-3.9341272448692702e-18,5.2443423293104285e-25,-2.2662487180009847e-30,-1.3765091111418726e-36,-3.7838855984060639e-30,-2.212137426981506e-38,7.4412056962164404e-42,3.9465090491201796e-30,-1.8244040542497033e-24,-4.0088017204657884e-41,2.4767183578361063e-23,-5.3985563313481225e-36,2.122875236121672e-41,2.0683346712286539e-32,1.5120835986056919e-25,-2.3287024306625491e-41,-2.7343220560565017e-34,-4.9858899450925298e-33,-1.2333332235871468e-38,6.3943244417304955e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899690602403858,0.10880299989318568,0.00010000000000000395,1.4559957106144381e-09,1.2817261920535153e-08,1.2762865855912352e-08,6.2473260556826112e-15,8.056915272358348e-11,7.3073576924895338e-10,2.6216180359924572e-11,1.2227074899124002e-18,2.6630796331355404e-19,5.7315630540131835e-19,6.6683200081814226e-15,1.3135030424386169e-09,1.5744299445719315e-13,8.7485139682102261e-22,6.5250060996369318e-22,3.4183120632369139e-24,1.721263946454298e-23,1.752395269172451e-09,5.4331520267252904e-27,2.9453150063845167e-30,1.5988232251126249e-31,2.3947480211961026e-35,4.4167768101581968e-36,4.6360218475734796e-14
3.0519211320050053e-12,0.0026571344597060053,3.5271568873894268e-21,8.3085123162009743e-17,-6.872069200749282e-15,3.5064128716441982e-21,2.2802798402408398e-14,1.240950304521171e-22,-2.2642225323070428e-30,1.3954129884814545e-18,2.9529741586462051e-35,-1.3954372424175378e-18,1.8634943385017614e-24,-4.0311325849133765e-18,5.3708838480684053e-25,-2.2712854028005446e-30,-1.3760948354608212e-36,-4.1741024936693162e-30,-2.215360861900163e-38,7.5723090431923977e-42,4.0765794874515708e-30,-1.8633483117438754e-24,-3.9927644243057851e-41,2.5583468608399063e-23,-5.408933187671734e-36,2.1599768509748618e-41,2.1768184977447625e-32,1.5151832567010489e-25,-2.3331751178166586e-41,-2.8791176758870338e-34,-4.9659583164418494e-33,-1.2739522576578157e-38,7.2106147597009189e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899690396425204,0.10880299989305409,0.00010000000000000407,1.4569654751314338e-09,1.2825790880778003e-08,1.277131380746014e-08,6.2514833491093529e-15,8.0675528556841939e-11,7.3074919096560587e-10,2.6241372859407358e-11,1.2243218622525524e-18,2.6656387423975457e-19,5.7433512034407533e-19,6.6772023485775364e-15,1.3145766352560604e-09,1.5765270049532746e-13,8.7569568319518452e-22,6.5380352704409937e-22,3.4231158642308244e-24,1.7248922904493557e-23,1.7538275911670687e-09,5.4483975529643071e-27,2.9556227792945178e-30,1.6044207279381645e-31,2.4047906299730886e-35,4.4338718894573838e-36,4.6421866230912749e-14
3.055152274239822e-12,0.0026571344597054484,3.5103021585715964e-21,8.2684206371697265e-17,-7.0306911781922294e-15,3.4894922637127644e-21,2.2841880421027311e-14,1.2444281339114407e-22,-2.1598543610171345e-30,-1.3702015738796329e-17,3.0530070289468682e-35,1.3701990187287614e-17,1.4714518724200309e-24,-4.090242009988554e-18,5.4479906104160391e-25,-2.1669510843965982e-30,-1.3757297950308018e-36,-4.8088531117512619e-30,-2.2211363465861164e-38,3.7734059054029642e-41,4.2195474484639032e-30,-1.4710518167670939e-24,-3.9687021703989758e-41,2.6480694359588995e-23,-5.429779829034914e-36,2.2261865427357461e-41,2.3293457223817869e-32,1.5200915333199557e-25,-2.3421638705684062e-41,-3.0829514217672866e-34,-4.9360535236804038e-33,-1.318600208283928e-38,8.4671523671297595e-60,0.88129999999999997,0.0,0.0,0.0,0.009889969006879086,0.10880299989284463,0.00010000000000000411,1.4585079937043318e-09,1.2839357371218295e-08,1.278475107417872e-08,6.2580961171575294e-15,8.0844873086034206e-11,7.3077044317348105e-10,2.6281451735373952e-11,1.2268918550718416e-18,2.6697100423898087e-19,5.7621357116285647e-19,6.6913428768598696e-15,1.3162843448542402e-09,1.5798654874151994e-13,8.7703885502316951e-22,6.5587952913168829e-22,3.4307637271436076e-24,1.7306740770498818e-23,1.7561059130588176e-09,5.4727134540427432e-27,2.9720779981390316e-30,1.6133565397852451e-31,2.4208369698375633e-35,4.4611764374791654e-36,4.652000790148077e-14
3.0583834164746385e-12,0.002657134459704892,3.4934686651113122e-21,8.2284288919215651e-17,-6.850312969999769e-15,3.472613818214986e-21,2.2879632060627292e-14,1.2479124939623071e-22,-1.2401243521381159e-29,1.0759241663402735e-16,-1.4057848781086114e-35,-1.0759240832957983e-16,-2.9201040167114141e-24,-4.0680974884374912e-18,5.419155028696231e-25,-1.240830428824515e-29,-1.3758350025459442e-36,-5.4435383929510991e-30,-2.2277255204867812e-38,1.2195285936023038e-40,-1.8688518570361139e-30,2.8996917743484309e-24,-3.9693242591968944e-41,-1.1728432865961856e-23,-5.498491480303904e-36,2.2972298365191982e-41,2.2058475446405584e-32,1.5249293276264873e-25,-2.3718209417402404e-41,-2.9197746808866856e-34,-4.9368361947028264e-33,5.8259076934043693e-39,7.2586618303823254e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899689741154487,0.10880299989263496,0.00010000000000000407,1.460050512264996e-09,1.2852924053658351e-08,1.279818816643937e-08,6.2647089583233962e-15,8.1014391864920775e-11,7.307915774206479e-10,2.6321539675374994e-11,1.229464492368412e-18,2.6737822631392631e-19,5.7809621908131724e-19,6.7054983568458108e-15,1.3179921039782631e-09,1.583207499319182e-13,8.7838231473589057e-22,6.57959915720096e-22,3.4384200405014463e-24,1.7364687711092273e-23,1.7583843010259651e-09,5.4971107965880006e-27,2.9886065663399809e-30,1.6223322053015688e-31,2.4369726264096149e-35,4.4886201395175233e-36,4.6618252773972065e-14
3.061614558709455e-12,0.002657134459704336,3.4773199334136116e-21,8.1900275366010232e-17,-6.5450882920865745e-15,3.456406509975434e-21,2.2915516176226548e-14,1.251403160661267e-22,-1.5922363713905285e-29,3.3435303510140668e-17,-3.0868588346699011e-35,-3.3435312842659989e-17,-3.4972049738343686e-23,-3.9174788719336802e-18,5.2227018304227163e-25,-1.592948752454039e-29,-1.3764961607325877e-36,-6.0623823583949823e-30,-2.2351204987766665e-38,1.2884277980838624e-40,-4.1606033344571126e-30,3.4944326851704444e-23,-3.9869678241369584e-41,-2.6110807971862831e-23,-5.5984790857575986e-36,2.3628678291510733e-41,-4.234822351687359e-34,1.5293836221428204e-25,-2.4149831937544767e-41,8.17575903543597e-36,-4.9587799121830537e-33,1.2982208045882855e-38,-4.9212765164974903e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899689413515009,0.10880299989242513,0.00010000000000000392,1.461593030813427e-09,1.2866491045260822e-08,1.2811625084254677e-08,6.271321969576851e-15,8.1184084880964532e-11,7.3081259450532279e-10,2.6361636651609448e-11,1.2320397739519966e-18,2.6778554018211547e-19,5.7998307036461137e-19,6.7196687888051187e-15,1.3196999122929555e-09,1.5865530407275104e-13,8.7972608868606889e-22,6.600446924343465e-22,3.4460848038164706e-24,1.7422763900332057e-23,1.7606627546213456e-09,5.5215898026345351e-27,3.0052087838539389e-30,1.6313478876173708e-31,2.4531980867770232e-35,4.5162036835610878e-36,4.671660084674504e-14
3.0648457009442717e-12,0.0026571344597037787,3.4616916469054372e-21,8.1528475762063997e-17,-6.3681757310783855e-15,3.4407144298844644e-21,2.2952541286221092e-14,1.2549001747926257e-22,-1.7122931987079592e-29,6.9145405910220984e-18,-3.6919200498441875e-35,-6.9146434253878582e-18,-1.3364106695423725e-22,-3.8374209953383257e-18,5.1182827681564545e-25,-1.7130174596723521e-29,-1.377687978898934e-36,-6.6674885951089887e-30,-2.2432988108381223e-38,1.4261884323724292e-40,-4.9817109557476481e-30,1.3361114161490858e-22,-4.0140947158426586e-41,-3.126373101834032e-23,-5.7153519938328343e-36,2.4250598945764619e-41,-9.2006676451492365e-32,1.532644286292015e-25,-2.4654364265462391e-41,1.2319904031221766e-33,-4.9925132107045117e-33,1.5546204631196723e-38,1.3015280302557792e-58,0.88129999999999997,0.0,0.0,0.0,0.0098899689085877249,0.10880299989221512,0.00010000000000000387,1.4631355493496241e-09,1.2880057853000761e-08,1.2825061827633368e-08,6.2779348952663058e-15,8.1353952125423718e-11,7.3083349498199435e-10,2.6401742642923777e-11,1.2346176996899258e-18,2.6819294562888757e-19,5.8187412938046071e-19,6.7338541726964398e-15,1.3214077695654865e-09,1.5899021116294535e-13,8.8107013741160809e-22,6.621338631968361e-22,3.4537580167485226e-24,1.7480969459585428e-23,1.7629412735343287e-09,5.5461506271322051e-27,3.0218848601850922e-30,1.6404037006710624e-31,2.4695136914365024e-35,4.5439275502317586e-36,4.6815052118655046e-14
3.0680768431790882e-12,0.0026571344597032197,3.4463379934627179e-21,8.1163151406414005e-17,-6.3044109510727673e-15,3.4252949368175349e-21,2.2990414492064248e-14,1.2584036410331382e-22,-1.777833449081886e-29,3.2676578816740771e-19,-4.007325490403228e-35,-3.2712988741708071e-19,-3.9757766809726337e-22,-3.8107382139588591e-18,5.0834860127965278e-25,-1.7785719134252288e-29,-1.3793661092566174e-36,-7.2652703490582478e-30,-2.2522475840886868e-38,1.5716777669218008e-40,-5.4069665205993625e-30,3.9754751792988495e-22,-4.0460556768593387e-41,-3.3932138166255576e-23,-5.840793141039706e-36,2.4856033370278403e-41,-3.7338246431393876e-31,1.5326662171864851e-25,-2.519589233500276e-41,4.9934330926868647e-33,-5.0322559138626362e-33,1.6874109108851557e-38,1.9068400457450462e-57,0.88129999999999997,0.0,0.0,0.0,0.0098899688758240841,0.10880299989200493,0.00010000000000000383,1.4646780678735877e-09,1.2893624519448527e-08,1.2838498396585321e-08,6.2845477469439989e-15,8.1523993588406131e-11,7.3085427947456986e-10,2.644185762489329e-11,1.2371982694320732e-18,2.6860044240610849e-19,5.837694010725827e-19,6.7480545084023552e-15,1.3231156755338758e-09,1.5932547119961965e-13,8.8241447881184719e-22,6.6422743244625763e-22,3.4614396789127123e-24,1.7539304526191783e-23,1.7652198574153969e-09,5.5707934456257705e-27,3.038635032949573e-30,1.6494997736902105e-31,2.4859198270019633e-35,4.5717922850474243e-36,4.6913606588406805e-14
