Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664)
2.2652046123808468e-08,0.002516009127922584,8.8572859524808419e-16,7.5172043832818822e-12,4.8270744295392365e-14,2.6005506723372251e-12,5.1304714478790677e-08,2.9783335514618292e-10,1.2500818223305826e-35,-1.5166590506117638e-27,2.0973582182983719e-28,-9.4206098444263205e-15,1.2033610652040587e-26,6.8010340924974794e-16,-4.1173781710180267e-17,-6.4897539603654632e-28,1.7530521670834041e-25,2.7273278347508533e-21,1.0173343021300103e-23,1.6998223640839957e-34,4.5355853558731199e-20,1.1289296857351724e-18,2.3768690876363804e-18,4.7311435545419818e-15,3.8798017778907599e-08,3.6481920222711356e-16,4.295522107845548e-16,4.7436428551649547e-13,2.496570682744773e-44,1.9304124298645249e-18,1.1371730438192218e-18,1.8493657559693602e-22,4.0882648037322299e-30,0.88129999999999997,0.0,0.0,0.0,0.0098515564056531248,0.10879512185554237,9.9999999999317825e-05,2.1985761349552732e-06,1.7063308156117461e-05,9.4318642933068218e-06,1.4417371881681103e-11,7.6708465106850445e-06,3.4628822109811095e-11,9.6269566937944453e-08,1.8176135194983017e-13,1.459173353398128e-15,5.9382164935351836e-08,7.7075468235254584e-08,5.1566350101178895e-07,7.500147208231274e-07,3.4242074440131597e-17,5.7558929485061507e-13,2.2250981078486934e-16,1.1988577433634416e-12,5.4019412874487062e-07,1.183840024335388e-12,6.4279521394741765e-13,2.6271400777705417e-14,2.3852556611015866e-14,4.2808953977399638e-15,1.5487973648289676e-09,3.8772694235361499e-08,2.532434374436419e-11
2.305500316564919e-08,0.002516008780252295,9.173140268936523e-16,7.7779665036333264e-12,4.9085827886459366e-14,2.7819599487160282e-12,5.3124365438804115e-08,3.1941739829731521e-10,1.4395004647901008e-36,2.672229785925002e-27,2.2803187610972506e-28,-9.4195956140554324e-15,1.325575155915196e-26,6.9904839792753745e-16,-4.1929513469365493e-17,-6.8050556566002248e-28,1.9121021798324755e-25,2.9441493454769334e-21,1.1358917837095686e-23,1.9740294137914711e-34,4.8934335853381534e-20,9.6914106945692734e-19,2.5175237420842402e-18,4.7312683926169588e-15,4.0205548769261152e-08,3.8081570471044015e-16,4.5721722351746784e-16,5.1720319084213974e-13,2.3968341655563239e-44,1.9308447734649071e-18,1.2259727117903049e-18,2.0637740080398177e-22,4.4579208189308845e-30,0.88129999999999997,0.0,0.0,0.0,0.0098508636426532809,0.1087949804112771,9.9999999999298892e-05,2.2373099824554654e-06,1.7363001812025651e-05,9.596031709505975e-06,1.4670576244396835e-11,7.8055532032328096e-06,3.4626500053754025e-11,9.7960446245396034e-08,1.8495323835835764e-13,1.4848022838377191e-15,6.2586168982368407e-08,8.0673543806827597e-08,5.2481773063067096e-07,7.7680169232471296e-07,3.5807414907781254e-17,6.028880519413042e-13,2.3453576055685054e-16,1.2714116136186364e-12,5.4978580986136198e-07,1.2777490247905784e-12,6.9527206552633802e-13,2.8604921954704367e-14,2.6323142360854233e-14,4.7887817532545736e-15,1.576307191361391e-09,4.0179306563316717e-08,2.6243050131960043e-11
2.345796020748991e-08,0.002516008432638007,9.4945985957216945e-16,8.0436051425977052e-12,5.0131492706165746e-14,2.9723808405336376e-12,5.4974740975938952e-08,3.421469637134214e-10,1.5696619593065342e-35,-5.9731236651736069e-27,2.4776468050825157e-28,-9.4185818344243995e-15,1.457995031213162e-26,7.1840758809994323e-16,-4.2683388871323687e-17,-7.1265489965065063e-28,2.0820358950249697e-25,3.1746431314568105e-21,1.2660187176507047e-23,2.2862015671005595e-34,5.2724001890892897e-20,8.3197127909800805e-19,2.6637517132103717e-18,4.7313755399373565e-15,4.1637850471908833e-08,3.9717571096307789e-16,4.8608098648022e-16,5.6301941303710166e-13,2.4029050632538606e-44,1.9312223249570968e-18,1.3199528826781534e-18,2.2986683978956122e-22,4.8543303934689862e-30,0.88129999999999997,0.0,0.0,0.0,0.0098501705981967214,0.10879483893261453,9.9999999999279525e-05,2.2760307101131773e-06,1.7662524666969767e-05,9.760067434932287e-06,1.4923635698380374e-11,7.9401511820386424e-06,3.4624177000227197e-11,9.9650357916366095e-08,1.8814254878563843e-13,1.5104165476550781e-15,6.5902350249978894e-08,8.4378378624598228e-08,5.3397128370867436e-07,8.0405303047557695e-07,3.7418572726735897e-17,6.310094106944574e-13,2.4698370736196206e-16,1.3468650057682778e-12,5.593768525557977e-07,1.3771674946380418e-12,7.5092059863623387e-13,3.109623790715134e-14,2.8994493601978302e-14,5.3460631120361717e-15,1.6037951601110607e-09,4.1610673438584203e-08,2.717792308020403e-11
2.386091724933063e-08,0.002516008085078029,9.8216616703202626e-16,8.3141318005816167e-12,5.0904489466094619e-14,3.1720813275524721e-12,5.6855777370100599e-08,3.6606119271487357e-10,3.2217151906328014e-35,-2.3656059341206807e-28,2.6903378957688333e-28,-9.4175669100072988e-15,1.6014567882377736e-26,7.3819474235933368e-16,-4.3435186641821006e-17,-7.4539790494742886e-28,2.2634211966339313e-25,3.4194911314532915e-21,1.4086440055587616e-23,2.6407482079491518e-34,5.6733249943339296e-20,7.142240709746658e-19,2.8156706607437578e-18,4.7314674977146857e-15,4.3094903088460033e-08,4.1389934272790157e-16,5.1617032165969423e-16,6.1196092081162214e-13,4.4182185878757483e-44,1.9315519158492218e-18,1.4193156047218161e-18,2.5555969903536461e-22,5.2790104148776857e-30,0.88129999999999997,0.0,0.0,0.0,0.0098494772737943992,0.10879469741892449,9.9999999999259752e-05,2.3147383203150913e-06,1.796187490042757e-05,9.9239700275470986e-06,1.5176548705584026e-11,8.0746392647979583e-06,3.4621852954537645e-11,1.0133929167987278e-07,1.9132925521686596e-13,1.5360159891712754e-15,6.9332555496558246e-08,8.8191420174116503e-08,5.4312415998731188e-07,8.3176840291676479e-07,3.9076168225814296e-17,6.5996470008839991e-13,2.5986062173585024e-16,1.4252743290163671e-12,5.6896725661881611e-07,1.4823065078972657e-12,8.0986621588133875e-13,3.3752740574318747e-14,3.1878487877408327e-14,5.9565140419037425e-15,1.6312610290335443e-09,4.3066775075781254e-08,2.8128949608686781e-11
2.4263874291171352e-08,0.0025160077375706606,1.0154164672621134e-15,8.5889025898441424e-12,5.1645244592815014e-14,3.3813316900663859e-12,5.8767409934326509e-08,3.9119982770693899e-10,3.1708988081467435e-35,-1.5498003046388039e-27,2.9194480752817067e-28,-9.4165494297182304e-15,1.7567877781118752e-26,7.5842369780504958e-16,-4.4184680743383603e-17,-7.7873175751203051e-28,2.456850286850993e-25,3.6794039419758252e-21,1.5647578543689223e-23,3.0425004207007041e-34,6.0970660380330693e-20,6.1314215468017895e-19,2.9733990093674247e-18,4.7315464235998855e-15,4.4576686602920132e-08,4.3098668873455103e-16,5.4751205307353099e-16,6.6418014474441729e-13,7.0042638869419863e-44,1.9318395623340357e-18,1.5242670869634821e-18,2.8361952482855243e-22,5.7335474799045963e-30,0.88129999999999997,0.0,0.0,0.0,0.0098487836709573919,0.10879455586957881,9.9999999999239518e-05,2.3534328154532815e-06,1.8261050695554214e-05,1.0087738049532673e-05,1.5429313731069686e-11,8.2090162726819228e-06,3.4619527921992937e-11,1.0302723728559301e-07,1.945133297195919e-13,1.5616004530205108e-15,7.287862635218683e-08,9.2114112546769902e-08,5.5227635920950173e-07,8.599474744797158e-07,4.0780820274439884e-17,6.8976522291104267e-13,2.7317345492346484e-16,1.5066958605509527e-12,5.7855702184233764e-07,1.593380890955121e-12,8.7223663315217099e-13,3.658201585562559e-14,3.4987441173107685e-14,6.6241218996343193e-15,1.6587045567854356e-09,4.4547591472063183e-08,2.9096116594969112e-11
2.4666831333012073e-08,0.0025160073901142176,1.0492020161065476e-15,8.8675796639528319e-12,5.2410974103828284e-14,3.6004044863402771e-12,6.0709572979992094e-08,4.1760320950066401e-10,1.7954868141142437e-35,-2.2758533109634303e-28,3.1660963378046752e-28,-9.4155281478665538e-15,1.9247892000029343e-26,7.7910848386680055e-16,-4.4931640360185567e-17,-8.1262986087909311e-28,2.6629404203147992e-25,3.9551216480724695e-21,1.7354143591565255e-23,3.4967349847502567e-34,6.5444996756550328e-20,5.2636300634019672e-19,3.1370559885826747e-18,4.7316141662288225e-15,4.6083180782181002e-08,4.4843780970115962e-16,5.8013300507611391e-16,7.1983400967977462e-13,7.6516307750552332e-44,1.9320905342368471e-18,1.6350177188842812e-18,3.1421885469180657e-22,6.2196000520693341e-30,0.88129999999999997,0.0,0.0,0.0,0.0098480897911959343,0.10879441428395142,9.9999999999218824e-05,2.3921141979252108e-06,1.8560050240176286e-05,1.0251370067328709e-05,1.5681929243848922e-11,8.3432810303664733e-06,3.4617201907897619e-11,1.0471418450960009e-07,1.9769474444441361e-13,1.587169784237078e-15,7.6542399276205972e-08,9.6147896408320016e-08,5.6142788111956713e-07,8.8858990719198835e-07,4.2533146269198525e-17,7.2042225551330808e-13,2.8692913871746941e-16,1.5911857437285216e-12,5.8814614801956078e-07,1.7106092078376735e-12,9.3816187071681859e-13,3.9591844290359897e-14,3.8334112178893961e-14,7.3530926945159731e-15,1.6861255027301771e-09,4.6053102407613425e-08,3.0079410774902756e-11
2.5069788374852794e-08,0.00251600704270701,1.0835270260204135e-15,9.1503381737241637e-12,5.3235030184576672e-14,3.8295744974310941e-12,6.2682199454278062e-08,4.4531227373488209e-10,6.9534887235070752e-36,-1.3818461913334879e-28,3.4314678246771951e-28,-9.4145019603933559e-15,2.1062308342394277e-26,8.0026333660111785e-16,-4.5675829877560279e-17,-8.4703591888101421e-28,2.8823348669606767e-25,4.2474149190758118e-21,1.9217348881115374e-23,4.009206441051308e-34,7.0165207236384821e-20,4.5186385964138565e-19,3.3067616593046504e-18,4.731672308318783e-15,4.7614365176653571e-08,4.6625274026260157e-16,6.1406000034572575e-16,7.7908397625591313e-13,5.8919313058982403e-44,1.9323094424675199e-18,1.7517820963699704e-18,3.4753954312394627e-22,6.7389013018730739e-30,0.88129999999999997,0.0,0.0,0.0,0.009847395636019142,0.10879427266141857,9.9999999999197682e-05,2.4307824701337302e-06,1.8858871727046675e-05,1.0414864651675514e-05,1.593439371709823e-11,8.4774323660691833e-06,3.4614874917552363e-11,1.0640012315578558e-07,2.0087347162584806e-13,1.6127238282769166e-15,8.0325705502891312e-08,1.0029420895861437e-07,5.7057872546323512e-07,9.1769536028548443e-07,4.4333762116567967e-17,7.5194704749284722e-13,3.0113458525144664e-16,1.6787999857622911e-12,5.9773463494496083e-07,1.8342137412344852e-12,1.00777424174466e-12,4.2790201918845298e-14,4.1931707717153297e-14,8.1478586688012747e-15,1.7135236269455358e-09,4.7583287446275811e-08,3.1078818743043116e-11
2.5472745416693515e-08,0.0025160066953473625,1.1183971335808855e-15,9.4374097659336353e-12,5.4048348473686539e-14,4.0691186517076404e-12,6.4685221481866437e-08,4.7436854701716349e-10,3.0851443020085581e-36,3.238796504479198e-28,3.7168173019846635e-28,-9.4134698821526463e-15,2.3019849281377355e-26,8.2190263305355743e-16,-4.6417008858042045e-17,-8.8188658555095978e-28,3.1157039680477409e-25,4.5570862043150932e-21,2.1249118184986793e-23,4.5861827041201853e-34,7.5140426144879561e-20,3.87909058623077e-19,3.4826369342181486e-18,4.7317222078789446e-15,4.9170219120947917e-08,4.8443148936397251e-16,6.4931985783871882e-16,8.4209608448650588e-13,3.4392656544839866e-44,1.9325003259705756e-18,1.8747790501774428e-18,3.8377311412618652e-22,7.293262215911522e-30,0.88129999999999997,0.0,0.0,0.0,0.0098467012069354473,0.10879413100135846,9.9999999999176038e-05,2.4694376344870697e-06,1.91575133534426e-05,1.057822037765896e-05,1.6186705627819444e-11,8.6114691115867642e-06,3.4612546956255439e-11,1.0808504305359878e-07,2.0404948358321991e-13,1.6382624309833481e-15,8.4230370983821316e-08,1.0455448388881731e-07,5.7972889198763662e-07,9.4726349020537101e-07,4.6183282214572967e-17,7.8435082135815556e-13,3.1579668678065576e-16,1.7695944553185578e-12,6.0732248241428553e-07,1.9644204721559387e-12,1.0812083399967979e-12,4.618526117244017e-14,4.5793888426493774e-14,9.0130864710274019e-15,1.7408986902313906e-09,4.9138125936234122e-08,3.209432695309343e-11
2.5875702458534236e-08,0.002516006348033593,1.1538165119260348e-15,9.728968245845599e-12,5.4897669792469459e-14,4.3193159605220471e-12,6.6718570266249777e-08,5.0481414317976331e-10,6.1020598784730749e-36,-5.6729422046528423e-28,4.0234726713095882e-28,-9.4124310283422518e-15,2.5129531288051025e-26,8.4404087168649512e-16,-4.7154932015090541e-17,-9.1710756730129595e-28,3.3637461986949966e-25,4.8849709199579563e-21,2.346212360286543e-23,5.2344814271221681e-34,8.0379975521561489e-20,3.3300704371374506e-19,3.6648036045099912e-18,4.7317650319023295e-15,5.0750721734544195e-08,5.029740416480269e-16,6.8593939088318251e-16,9.0904099515877037e-13,2.1130084524283467e-44,1.9326667248620627e-18,2.0042316745979021e-18,4.2312111223673442e-22,7.88457470681504e-30,0.88129999999999997,0.0,0.0,0.0,0.0098460065054526407,0.10879398930315134,9.9999999999153893e-05,2.5080796933988362e-06,1.9455973321102429e-05,1.0741435824755546e-05,1.6438863456786343e-11,8.7453901023310231e-06,3.4610218029302887e-11,1.0976893405765982e-07,2.0722275272151403e-13,1.6637854385812143e-15,8.8258216332026656e-08,1.089301513399172e-07,5.8887838044130513e-07,9.7729395061855811e-07,4.8082319435009504e-17,8.176447722028652e-13,3.3092231546975088e-16,1.8636248802579563e-12,6.1690969022455264e-07,2.101459059940965e-12,1.1586010277180494e-12,4.9785391701569374e-14,4.9934774156710192e-14,9.953685250938841e-15,1.7682504541172068e-09,5.0717597010682652e-08,3.3125921718342796e-11
2.6278659500374957e-08,0.0025160060007640315,1.1897838565250753e-15,1.0024970303268581e-11,5.5706836187654452e-14,4.5804474555919438e-12,6.8782176492848824e-08,5.366917597128605e-10,6.2128875960890125e-36,5.1145329604841069e-28,4.3528384747651778e-28,-9.4113845997369491e-15,2.7402176232696519e-26,8.6669265566226914e-16,-4.7889349184755426e-17,-9.5264434428572806e-28,3.6271892317609144e-25,5.2319386223549703e-21,2.5869824548577103e-23,5.9615071002232582e-34,8.5893366672787999e-20,2.8587617711214053e-19,3.8533843687117212e-18,4.7318017831110881e-15,5.2355851922450886e-08,5.2188035913159642e-16,7.2394540543984951e-16,9.8009402879161682e-13,1.9865386708721386e-44,1.9328117404586406e-18,2.1403673562516499e-18,4.6579545029191766e-22,8.5148147120306896e-30,0.88129999999999997,0.0,0.0,0.0,0.0098453115330780112,0.10879384756617906,9.9999999999131234e-05,2.5467086492880061e-06,1.9754249836115877e-05,1.0904509576875157e-05,1.6690865688451853e-11,8.8791941773639387e-06,3.4607888141989009e-11,1.1145178604717391e-07,2.1039325153220634e-13,1.6892926976679954e-15,9.241105676824055e-08,1.1342263786276526e-07,5.9802719057417525e-07,1.007786392421615e-06,5.0031485106293245e-17,8.5184006739203335e-13,3.4651832318866109e-16,1.9609468455273155e-12,6.264962581740472e-07,2.2455628227288007e-12,1.2400914238019654e-12,5.3599161137058694e-14,5.4368949043624096e-14,1.0974814631761997e-14,1.7955786808692258e-09,5.2321679588483913e-08,3.4173589212095902e-11
2.6681616542215678e-08,0.0025160056535370014,1.2263026732153723e-15,1.0325563440568531e-11,5.6613182666808377e-14,4.852796141833547e-12,7.0875969587757948e-08,5.7004467413872628e-10,8.874315983364049e-36,-1.1775241155861193e-27,4.7063995410414157e-28,-9.410329870309273e-15,2.9847536349583623e-26,8.8987273830674369e-16,-4.8620005295227719e-17,-9.8841723592195984e-28,3.9067910208693751e-25,5.5988942033790283e-21,2.848650824393671e-23,6.7752896968634258e-34,9.1690301757238036e-20,2.4541607456043444e-19,4.048502861026616e-18,4.7318333224265578e-15,5.398558837586453e-08,5.4115038268223945e-16,7.6336469849321245e-16,1.0554352033887044e-12,2.3542165786235622e-44,1.9329380871508867e-18,2.2834178037107298e-18,5.1201876130893526e-22,9.1860453646675538e-30,0.88129999999999997,0.0,0.0,0.0,0.0098446162913178956,0.10879370578982581,9.9999999999108072e-05,2.5853245045789254e-06,2.0052341109377612e-05,1.1067440222404517e-05,1.6942710811331382e-11,9.012880179432932e-06,3.4605557299604758e-11,1.1313358892844332e-07,2.1356095259409974e-13,1.7147840552518857e-15,9.6690702067947917e-08,1.1803336637864153e-07,6.0717532213758434e-07,1.0387404637488309e-06,5.2031388996614073e-17,8.869478462526056e-13,3.6259154131162829e-16,2.0616157911295129e-12,6.3608218606231823e-07,2.3969687179545644e-12,1.325820891965992e-12,5.7635335809697607e-14,5.9111466409174378e-14,1.2081892732385169e-14,1.8228831334976485e-09,5.395035237482807e-08,3.5237315468103842e-11
2.70845735840564e-08,0.0025160053063508483,1.2633627904218368e-15,1.0630352990744663e-11,5.7296773590576854e-14,5.1366469217498476e-12,7.299987912882621e-08,6.0491674042527389e-10,1.7519600885641123e-36,2.2029664665256878e-27,5.0857247463590583e-28,-9.4092661762656104e-15,3.2479054645058301e-26,9.1359593856260337e-16,-4.9346640334312045e-17,-1.0243781754499541e-27,4.2033409212114735e-25,5.9867791201056483e-21,3.1327332193188303e-23,7.6845256519500869e-34,9.7780675422812566e-20,2.1068240829900453e-19,4.2502836781550657e-18,4.7318603886077231e-15,5.563990957283994e-08,5.6078403308603981e-16,8.04224056530489e-16,1.1352492715292421e-12,2.2179959087261404e-44,1.9330481390856544e-18,2.4336190782581509e-18,5.6202475886744469e-22,9.9004202722980045e-30,0.88129999999999997,0.0,0.0,0.0,0.0098439207816783583,0.10879356397347696,9.9999999999084355e-05,2.6239272617013053e-06,2.0350245355906311e-05,1.1230226354247362e-05,1.719439731742738e-11,9.1464469550051537e-06,3.460322550744014e-11,1.1481433263112087e-07,2.1672582857413617e-13,1.7402593586950092e-15,1.0109895650844809e-07,1.2276375613982093e-07,6.1632277488426932e-07,1.0701558099801228e-06,5.4082639296948353e-17,9.2297921976361465e-13,3.7914878051638675e-16,2.165687010127962e-12,6.4566747369017682e-07,2.5559173226123847e-12,1.4159330287825236e-12,6.190288144263032e-14,6.4177853571845509e-14,1.3280604340020572e-14,1.8501635757637105e-09,5.5603593861902643e-08,3.6317086381001725e-11
2.748753062589712e-08,0.002516004959203893,1.3009624115952934e-15,1.0939276966898609e-11,5.8129004293497962e-14,5.4322865605677955e-12,7.5153832823624132e-08,6.4135238527453901e-10,-1.0761650325364106e-36,-2.0109603636423745e-28,5.4924709415516666e-28,-9.4081929065353606e-15,3.5306610108038467e-26,9.3787723893342995e-16,-5.0068989314996857e-17,-1.0604237422613695e-27,4.517660837603873e-25,6.3965726507789415e-21,3.4408368717638562e-23,8.6986207010552658e-34,1.0417457649187201e-19,1.8086472573545359e-19,4.4588524040619294e-18,4.7318836157353596e-15,5.7318793778970378e-08,5.80781211565678e-16,8.4655025407242646e-16,1.2197257569295716e-12,1.3030827462214287e-44,1.9331439717079264e-18,2.5912116256639417e-18,6.160586059763843e-22,1.0660186879512286e-29,0.88129999999999997,0.0,0.0,0.0,0.0098432250056642856,0.10879342211652084,9.9999999999060083e-05,2.6625169230902149e-06,2.0647960795762751e-05,1.1392866569869749e-05,1.7445923703005219e-11,9.2798933543025484e-06,3.4600892770781073e-11,1.1649400711322644e-07,2.1988785222822803e-13,1.7657184557894529e-15,1.0563761881595253e-07,1.2761522269009461e-07,6.2546954856836827e-07,1.1020320737493658e-06,5.618584260426847e-17,9.5994527024622136e-13,3.9619683058355605e-16,2.2732156466824849e-12,6.5525212085969319e-07,2.7226528132946442e-12,1.5105736515701152e-12,6.6410963816587499e-14,6.9584116566594987e-14,1.4576909229712229e-14,1.8774197721868798e-09,5.7281382329572213e-08,3.741288770675263e-11
2.789048766773784e-08,0.0025160046120944906,1.3391087911531312e-15,1.1252630989739148e-11,5.8989266788727205e-14,5.7400038717271064e-12,7.7337757558586484e-08,6.7939668149822328e-10,1.2790867428711548e-36,1.5233810121171458e-28,5.9283992566494555e-28,-9.4071094999771349e-15,3.8342181922412718e-26,9.6273180002996492e-16,-5.0786781554646189e-17,-1.0964544967168109e-27,4.8506110678064348e-25,6.8292985332994338e-21,3.7746783620769979e-23,9.827824939231636e-34,1.1088231645922229e-19,1.5528172216665478e-19,4.6743357822226135e-18,4.7319035368554004e-15,5.902221901931e-08,6.0114180207287315e-16,8.9037005048781196e-16,1.3090596464865559e-12,6.9844014143152217e-45,1.9332273682473188e-18,2.7564409127702446e-18,6.7437890713620017e-22,1.1467703245476121e-29,0.88129999999999997,0.0,0.0,0.0,0.0098425289647791799,0.10879328021834794,9.9999999999035214e-05,2.7010934911868043e-06,2.0945485654769482e-05,1.1555359471968392e-05,1.7697288469201316e-11,9.4132182318518819e-06,3.4598559094908626e-11,1.1817260236537581e-07,2.2304699641429049e-13,1.7911611948213659e-15,1.1030848135078421e-07,1.3258917731563055e-07,6.3461564294560791e-07,1.1343688945813512e-06,5.8341603686090135e-17,9.978570470994135e-13,4.1374245732736523e-16,2.3842566734723597e-12,6.648361273743632e-07,2.8974234320757675e-12,1.6098910858990561e-12,7.1168976755921983e-14,7.5346810840044923e-14,1.5977089292358941e-14,1.9046514881564682e-09,5.8983695817319309e-08,3.8524705044321606e-11
2.829344470957856e-08,0.0025160042650209822,1.3778041030519199e-15,1.1570509572475553e-11,5.9845106215820431e-14,6.0600890639543755e-12,7.9551579655277981e-08,7.1909516078946973e-10,5.5071072511520863e-36,-3.1543434508075954e-28,6.3953506494645201e-28,-9.4060154235432277e-15,4.1599005012777008e-26,9.8817484713633508e-16,-5.1499742244814925e-17,-1.132374574217465e-27,5.2030807771933009e-25,7.2860138905348815e-21,4.136058127941891e-23,1.1083054801928669e-33,1.1791436844071855e-19,1.3332698248502795e-19,4.8968614137776271e-18,4.731920626434406e-15,6.0750163147218158e-08,6.2186567494402872e-16,9.3571019296668058e-16,1.4034498827286994e-12,8.3670779567064256e-45,1.9332999364871637e-18,2.9295560439174228e-18,7.3725433594588065e-22,1.232541080728513e-29,0.88129999999999997,0.0,0.0,0.0,0.0098418326605259759,0.10879313827835038,9.9999999999009776e-05,2.7396569684365798e-06,2.1242818162479244e-05,1.1717703667035603e-05,1.794849012030637e-11,9.5464204453057884e-06,3.4596224485101854e-11,1.1985010839923744e-07,2.2620323406430683e-13,1.8165874243959951e-15,1.1511333184974956e-07,1.3768702820559981e-07,6.437610577728541e-07,1.1671659097813793e-06,6.0550525978008929e-17,1.036725575784741e-12,4.3179240915417414e-16,2.4988649381655384e-12,6.7441949303870278e-07,3.080480313352927e-12,1.7140354421796392e-12,7.6186478247102012e-14,8.1482890678240866e-14,1.7487667003644307e-14,1.9318584896931231e-09,6.0710512193043636e-08,3.9652523880611248e-11
2.8696401751419282e-08,0.0025160039179817173,1.4170465893398047e-15,1.1892851723333357e-11,6.0679450349809941e-14,6.3928340156358948e-12,8.1795224754386486e-08,7.6049391011264202e-10,8.8799518442676277e-36,-5.0039123633756702e-28,6.8952660381419059e-28,-9.4049101759339797e-15,4.509125363950523e-26,1.0142216975963071e-15,-5.2207591545024516e-17,-1.1680821430249092e-27,5.5759948413822192e-25,7.7678171556476201e-21,4.5268812719093217e-23,1.2476076000340729e-33,1.252814028042525e-19,1.1447957143561136e-19,5.1265579701303548e-18,4.7319352920705897e-15,6.2502603807872632e-08,6.4295268448114788e-16,9.8259741330051702e-16,1.5031002292462617e-12,1.5337864427523439e-44,1.9333630808346852e-18,3.1108105594310572e-18,8.0496601115879684e-22,1.3235854348535095e-29,0.88129999999999997,0.0,0.0,0.0,0.0098411360944068056,0.10879299629592223,9.9999999998983741e-05,2.7782073572903343e-06,2.1539956553089994e-05,1.1879897766197852e-05,1.8199527164538671e-11,9.6794988561322417e-06,3.4593888946637024e-11,1.2152651525270279e-07,2.2935653820066481e-13,1.8419969935160541e-15,1.200539524049722e-07,1.4291017976586092e-07,6.5290579280835475e-07,1.2004227539631656e-06,6.281321128953086e-17,1.0765618525282865e-12,4.5035341321736258e-16,2.6170951356959169e-12,6.8400221765846418e-07,3.2720780939412034e-12,1.8231589923463683e-12,8.1473225922716728e-14,8.8009796866724324e-14,1.911546181903696e-14,1.9590405435879573e-09,6.2461809116599196e-08,4.0796329566646564e-11
2.9099358793260003e-08,0.0025160035709750517,1.4568340694239944e-15,1.221957926984158e-11,6.1477638795271002e-14,6.7385323047215179e-12,8.4068617656920965e-08,8.0363959343823573e-10,9.278260061153786e-36,-3.3911470345576332e-29,7.4301950568556129e-28,-9.4037932841937754e-15,4.8833896094294065e-26,1.0408877812386868e-15,-5.2910044314416935e-17,-1.2034716306653997e-27,5.9703166561734676e-25,8.2758512259076254e-21,4.9491672293276412e-23,1.4019587012674569e-33,1.3299429791523805e-19,9.8296755778984944e-20,5.3635552737157854e-18,4.7319478802032653e-15,6.4279518429414975e-08,6.644026706056464e-16,1.0310584261866347e-15,1.6082195214617663e-12,2.3204339650811656e-44,1.9334180172879739e-18,3.300462671839549e-18,8.7780843082410326e-22,1.4201690180712501e-29,0.88129999999999997,0.0,0.0,0.0,0.0098404392679227598,0.10879285427045959,9.9999999998957057e-05,2.8167446602043817e-06,2.1836899065844616e-05,1.2041940385465987e-05,1.8450398114381823e-11,9.8124523298192103e-06,3.4591552484786767e-11,1.2320181299214547e-07,2.3250688194100641e-13,1.867389751615966e-15,1.2513211915908448e-07,1.4826003241087177e-07,6.6204984781180226e-07,1.2341390589338758e-06,6.5130259714797497e-17,1.1173768426980157e-12,4.6943217426859176e-16,2.7390017996083269e-12,6.9358430104068948e-07,3.4724750542368213e-12,1.9374162570676693e-12,8.7039186673601684e-14,9.4945482815931388e-14,2.0867611781769381e-14,1.986197417444268e-09,6.4237564030945465e-08,4.1956107311795474e-11
2.9502315835100724e-08,0.002516003223999335,1.497167227086665e-15,1.2550727913149383e-11,6.233052920241672e-14,7.0974790366462624e-12,8.6371682156540925e-08,8.4857940596518972e-10,1.0102539981451049e-35,-6.0234552567186071e-28,8.0022931324182263e-28,-9.4026642970631746e-15,5.2841570882919738e-26,1.0681886452517695e-15,-5.360681045637078e-17,-1.2384201853616952e-27,6.3870465833909922e-25,8.8113016139439386e-21,5.4050466309376827e-23,1.5727211769214535e-33,1.4106412684304943e-19,8.4397747158029572e-20,5.6079842435414665e-18,4.7319586888497839e-15,6.6080884239412629e-08,6.8621545943192969e-16,1.0811199294247063e-15,1.7190213291754406e-12,2.8462584802835758e-44,1.933465806883793e-18,3.4987749613765906e-18,9.5608888928505915e-22,1.5225681821223496e-29,0.88129999999999997,0.0,0.0,0.0,0.0098397421825738105,0.10879271220136094,9.9999999998929748e-05,2.8552688796401556e-06,2.2133643944839993e-05,1.2203830145421217e-05,1.8701101486423572e-11,9.9452797356166986e-06,3.458921510481979e-11,1.2487599171132943e-07,2.3565423849211543e-13,1.8927655485453123e-15,1.3034960268641142e-07,1.5373798281536081e-07,6.7119322254422852e-07,1.2683144539065334e-06,6.7502269740297435e-17,1.1591814827504729e-12,4.8903537609223748e-16,2.864639312073482e-12,7.0316574299361414e-07,3.6819328335600566e-12,2.0569638302731948e-12,9.2894521923036385e-14,1.0230838124632323e-13,2.2751558949080456e-14,2.0133288796253274e-09,6.6037754178598611e-08,4.3131842194512427e-11
