Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719)
4.029069440965252e-10,0.0029490950695132178,2.425503820318722e-20,1.2439716599688862e-15,8.022544928115861e-16,-7.4969280188005941e-16,2.1235157824939367e-12,1.1692978063082354e-18,-2.0103320110754675e-29,3.2119051933889168e-23,1.3939317825873425e-30,-4.6364815851807419e-15,-2.4263955383409815e-15,-3.9298205438272226e-18,-1.2118998795791199e-19,1.2087579465216764e-30,-5.0015770257368236e-31,-3.6898561928852163e-27,2.9680403344509214e-30,2.7121574785040043e-40,5.1440022226481563e-29,3.3347254639407666e-15,6.3394029583521226e-39,1.9718822929709065e-16,7.0660687651379806e-33,-1.3610756537109418e-33,-2.0783456794385172e-19,-3.549688636937578e-16,-2.5599999098697221e-39,3.0325980556468314e-21,5.418590576697304e-25,7.0086074252950953e-32,8.2058764133723557e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898328270560949,0.1088029727088678,0.00010000000000000354,1.2949623570743897e-08,7.5661351645926184e-08,4.9417152946045587e-08,7.7947054206168695e-14,2.6766719339096744e-08,7.3887287809687789e-12,5.2219302431872471e-10,8.7669890575068213e-16,1.0603644260815027e-17,1.8592025789169051e-14,1.2036527528557669e-12,1.8176514260250998e-09,2.9562154771541823e-11,2.6330391369335103e-21,8.8555441238731771e-19,6.0206651327953993e-21
4.03373783352412e-10,0.002949095069375876,2.4322005420558077e-20,1.2473639003821101e-15,7.8042926197229315e-16,-7.5074557408529096e-16,2.1282236984916407e-12,1.1742192594963626e-18,-2.0120939755371762e-29,3.9380605357468776e-24,1.3978990183158155e-30,-4.6235687761945332e-15,-2.4103540397630115e-15,-3.9307165296735952e-18,-1.2140887299885932e-19,1.1966495142734287e-30,-5.0159410217592083e-31,-3.6947434261268325e-27,2.9765314055164331e-30,2.7143065069693174e-40,5.1454482427742584e-29,3.3199302601917384e-15,6.3476331384601597e-39,1.975069896250007e-16,7.0732619684516679e-33,-1.3667360141563739e-33,-2.0813110709624285e-19,-3.5547989264061419e-16,-2.5642289502263127e-39,3.040018241270421e-21,5.4334107439667141e-25,7.033126127547084e-32,8.2292398565547779e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898326333278306,0.10880297266228796,0.00010000000000000354,1.296462670422426e-08,7.5749011649938094e-08,4.9459457369261138e-08,7.8037362428534787e-14,2.6812685031630353e-08,7.3887286484766623e-12,5.2280229248343862e-10,8.7820443625168081e-16,1.061601605480266e-17,1.8660833940987431e-14,1.2064597591867803e-12,1.8197656613075729e-09,2.9630696083037456e-11,2.6364484878416548e-21,8.8848020231264467e-19,6.0445009120058326e-21
4.043074618641857e-10,0.0029490950691010696,2.4453051372820104e-20,1.2539768376409922e-15,7.5998082228236681e-16,-7.5283742591880029e-16,2.1376645657822513e-12,1.1841076504586361e-18,-2.0154997703104686e-29,-4.6683244402009799e-24,1.4057992400900979e-30,-4.6143257427662474e-15,-2.3948933066296785e-15,-3.932536778607536e-18,-1.2184566741402148e-19,1.1867075455476829e-30,-5.0447537763811567e-31,-3.7045215956967398e-27,2.993444644104264e-30,2.7185085617287127e-40,5.1486723338385712e-29,3.306944762474489e-15,6.3640976931809907e-39,1.9814199318080652e-16,7.0872914995579691e-33,-1.3781730422219832e-33,-2.0872050954237943e-19,-3.5649578905110889e-16,-2.5726939280240016e-39,3.0548197296649481e-21,5.4631226559326906e-25,7.0823162449235339e-32,8.2757757507335667e-34,0.88129999999999997,0.0,0.0,0.0,0.009889832245871099,0.10880297256908675,0.00010000000000000354,1.2994632962120399e-08,7.5924331637552205e-08,4.9544024672110927e-08,7.8217978852007092e-14,2.6904657943892864e-08,7.3887283834922724e-12,5.2402082868296405e-10,8.8121685741131944e-16,1.0640759640140134e-17,1.8798964630132322e-14,1.2120837102597347e-12,1.8239941317477863e-09,2.9768016796674563e-11,2.6432695781609691e-21,8.9435012171311274e-19,6.0923841151191794e-21
4.052411403759594e-10,0.0029490950688261016,2.4581822957712949e-20,1.2604532325755668e-15,7.5232238526128023e-16,-7.5491783118221155e-16,2.1471304043350955e-12,1.1940568711746539e-18,-2.0188125708692544e-29,-7.9438382799402946e-25,1.4136791543191623e-30,-4.6139437147802607e-15,-2.3883266613363518e-15,-3.9343647626411966e-18,-1.2228187231313815e-19,1.1840144419846636e-30,-5.0736746963972218e-31,-3.7143047258735882e-27,3.010318612934605e-30,2.7226117848848867e-40,5.1520667644406252e-29,3.3028387113723435e-15,6.3805683725349797e-39,1.9877508417892068e-16,7.1010106362389431e-33,-1.3897372588767614e-33,-2.093068605938709e-19,-3.5750659247907535e-16,-2.5811676921253048e-39,3.0696029671193984e-21,5.4929297889079951e-25,7.1317275670706113e-32,8.3222019744570129e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898318584140932,0.10880297247583036,0.00010000000000000354,1.3024639207930422e-08,7.6099651598103984e-08,4.962853678261251e-08,7.8398595247288197e-14,2.6996686026656765e-08,7.388728118507679e-12,5.2523936470607461e-10,8.842310855935265e-16,1.0665503221895338e-17,1.8937782329920833e-14,1.2177209134251923e-12,1.8282226020216891e-09,2.9905654964455955e-11,2.6500938533345514e-21,9.0024452130781567e-19,6.1405502891920679e-21
4.0710849739950674e-10,0.002949095068275681,2.4836365055748073e-20,1.2732198103171174e-15,7.3993383918856325e-16,-7.5906099146240856e-16,2.1661231748864108e-12,1.2141390831498315e-18,-2.0253121107193274e-29,-3.2504620763910653e-25,1.4294391219147293e-30,-4.6152221926724214e-15,-2.3772864932146234e-15,-3.937994495479078e-18,-1.231542516470665e-19,1.1805309954776394e-30,-5.1318292643425462e-31,-3.7338858427318049e-27,3.0440754017112563e-30,2.730645529292726e-40,5.158875704809302e-29,3.2966966366562868e-15,6.4135293133434375e-39,2.0003906119696578e-16,7.1279241941379331e-33,-1.4131803776220608e-33,-2.1047494105001713e-19,-3.5952057067204941e-16,-2.5981397755097426e-39,3.0991962785602282e-21,5.5528288655890664e-25,7.2312596938713405e-32,8.4150745370059717e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898310834992769,0.10880297228915346,0.00010000000000000354,1.3084651663292149e-08,7.645029143835793e-08,4.9797396910933695e-08,7.8759827953624663e-14,2.7180906219333216e-08,7.3887275885378879e-12,5.2767643620716735e-10,8.9026491440792587e-16,1.0714990374336397e-17,1.9217487491371367e-14,1.2290350826251193e-12,1.836679542070561e-09,3.0181883662075641e-11,2.6637519597295122e-21,9.1210696685924867e-19,6.2377374090397305e-21
4.089758544230541e-10,0.002949095067724616,2.5088110047265732e-20,1.2858084954284366e-15,7.3374322165908342e-16,-7.6318590447543198e-16,2.1851982423490016e-12,1.2344676197661549e-18,-2.0316773719187778e-29,-6.7325737259473766e-25,1.4452187337088409e-30,-4.6208448414308882e-15,-2.3706425135458301e-15,-3.9416031994916146e-18,-1.2402713760730283e-19,1.1808517862818506e-30,-5.1903971806203219e-31,-3.7534867058167218e-27,3.0778843659401238e-30,2.7385206699978401e-40,5.1657593487715927e-29,3.2949265570201484e-15,6.44651671324394e-39,2.0130121394524341e-16,7.1542683236793691e-33,-1.437022294738081e-33,-2.1163829462630621e-19,-3.6152679959393618e-16,-2.6151434928260916e-39,3.1288514495079584e-21,5.6131073238198683e-25,7.3317554974902646e-32,8.5080851632940027e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898303085833764,0.10880297210225931,0.00010000000000000354,1.314466407030946e-08,7.6800931170878364e-08,4.9966039773916204e-08,7.9121060547727362e-14,2.7365343589977063e-08,7.3887270585672809e-12,5.3011350697212642e-10,8.9630585654336625e-16,1.0764477511829545e-17,1.9499961384079045e-14,1.2404022758210801e-12,1.8451364814541886e-09,3.0459382175381867e-11,2.6774228091163471e-21,9.2406782037367922e-19,6.3360703226431639e-21
4.1084321144660145e-10,0.002949095067172919,2.5337778002347009e-20,1.2982613651186041e-15,7.2700580194973956e-16,-7.6729556487053124e-16,2.204352482478589e-12,1.2550443384989227e-18,-2.0379355714321382e-29,2.871495590845282e-25,1.4610286654409674e-30,-4.6259049351203813e-15,-2.3634792592269337e-15,-3.9451805020471664e-18,-1.249008348874053e-19,1.1806296535569291e-30,-5.2493765065143933e-31,-3.773107194446466e-27,3.1117676658214136e-30,2.7462536004250412e-40,5.1726173566322965e-29,3.2926167519610104e-15,6.4795306863931262e-39,2.0256216908337048e-16,7.1801186462646622e-33,-1.4612526576295641e-33,-2.1279773383811784e-19,-3.6352664993902186e-16,-2.6321773775741259e-39,3.1585831567251342e-21,5.6737647062004235e-25,7.4332289142152024e-32,8.6012948773991359e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898295336663968,0.10880297191515007,0.00010000000000000354,1.3204676428982381e-08,7.7151570795726842e-08,5.0134467554371309e-08,7.9482293029659267e-14,2.7549995955785999e-08,7.3887265285958613e-12,5.3255057699125975e-10,9.0235384050560842e-16,1.0813964634177972e-17,1.9785217039223218e-14,1.251822502864352e-12,1.8535934201725709e-09,3.073815050381394e-11,2.6911064038039534e-21,9.3612738787418657e-19,6.4355578377032794e-21
4.127105684701488e-10,0.0029490950666205954,2.5585715617376107e-20,1.3105986699070938e-15,7.2081647727627312e-16,-7.7139122784899756e-16,2.2235862173500027e-12,1.2758711474702631e-18,-2.0440977989049431e-29,1.2047283335107478e-25,1.4768723178415792e-30,-4.6311375195966509e-15,-2.3565281196172829e-15,-3.9487307081309714e-18,-1.2577546676458075e-19,1.1803851335542461e-30,-5.3087667624685086e-31,-3.792747185596868e-27,3.1457323743609236e-30,2.7538704382288018e-40,5.1794681807271519e-29,3.290500182821442e-15,6.512571223616136e-39,2.0382218483590996e-16,7.2055075143991416e-33,-1.4858691948090867e-33,-2.139535987774515e-19,-3.6552069499297026e-16,-2.6492401351295822e-39,3.1883968396056616e-21,5.7348006713327287e-25,7.5356896642454899e-32,8.6947231618441138e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898287587483365,0.10880297172782798,0.00010000000000000354,1.3264688739310941e-08,7.7502210312914944e-08,5.0302682473888473e-08,7.98435253994319e-14,2.773486109517941e-08,7.3887259986236323e-12,5.3498764625899917e-10,9.0840879353029092e-16,1.0863451741268603e-17,2.0073267841261804e-14,1.2632957738806407e-12,1.8620503582257064e-09,3.1018188646795838e-11,2.704802746188072e-21,9.4828598298202261e-19,6.5362090406916556e-21
4.164452825172435e-10,0.0029490950655140995,2.6077009914032186e-20,1.3349621888012713e-15,7.0856079776866746e-16,-7.795432969742275e-16,2.262292311925316e-12,1.3182821345144758e-18,-2.0561538131096768e-29,-1.0246046390593883e-25,1.5086695900304455e-30,-4.6414986340458676e-15,-2.3426326857394627e-15,-3.955752699966738e-18,-1.2752779456448015e-19,1.1800065230147354e-30,-5.4287793567554317e-31,-3.8320852649429882e-27,3.2139243691747987e-30,2.7687871192050749e-40,5.1931446854067229e-29,3.2862206855417643e-15,6.5787319535154819e-39,2.063399519704377e-16,7.2549760911534643e-33,-1.5362569941392064e-33,-2.1625534599377923e-19,-3.694926160319077e-16,-2.6834481452835851e-39,3.2482835765278128e-21,5.8580075279297768e-25,7.7436048951751491e-32,8.8822858093433139e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898272089089738,0.10880297135255333,0.00010000000000000354,1.3384713214935092e-08,7.8203489024313858e-08,5.0638481827015856e-08,8.0565989802500841e-14,2.810522159784407e-08,7.388724938676738e-12,5.3986178253236434e-10,9.2053934156661513e-16,1.096242590951541e-17,2.0657804364210042e-14,1.2864014853062842e-12,1.8789642323362355e-09,3.1582074374278642e-11,2.7322336829691572e-21,9.7290141133961922e-19,6.7410363269943292e-21
4.2017999656433814e-10,0.0029490950644051562,2.6562071529452406e-20,1.3589035175643693e-15,6.9574377771229958e-16,-7.8764131911862077e-16,2.3013152720690558e-12,1.361715941635581e-18,-2.0678491335533142e-29,-7.3017036696967651e-25,1.5406009910615429e-30,-4.6507881896556475e-15,-2.3278185628789671e-15,-3.9626640289947955e-18,-1.2928397838964926e-19,1.1783237929916824e-30,-5.5504385094110013e-31,-3.8714999619149956e-27,3.2824406899935639e-30,2.7832674364118898e-40,5.2067580940873868e-29,3.2809494709691281e-15,6.6449980998601498e-39,2.0885428666065458e-16,7.3026718775669853e-33,-1.5882091188159558e-33,-2.1854331446643998e-19,-3.7344218232542529e-16,-2.7177583680163006e-39,3.3085046678858025e-21,5.9827258574546784e-25,7.9555525996393604e-32,9.070718636293139e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898256590652881,0.10880297097645274,0.00010000000000000354,1.3504737497182133e-08,7.8904767305006009e-08,5.0973455227960613e-08,8.1288453756859703e-14,2.8476407703374644e-08,7.3887238787265996e-12,5.4473591577882056e-10,9.3269693091982928e-16,1.1061400016297839e-17,2.1253677950263984e-14,1.3097194911778254e-12,1.8958781037857684e-09,3.2151039353221527e-11,2.7597156387818407e-21,9.9791659982197124e-19,6.950625542077601e-21
4.239147106114328e-10,0.00294909506329384,2.7040867541731772e-20,1.3824205986484335e-15,6.8473576230231031e-16,-7.9568303447367061e-16,2.3406568415670508e-12,1.4061888242198144e-18,-2.0791785833312421e-29,3.4934657536011079e-26,1.5726493584674391e-30,-4.6611723877201765e-15,-2.3142585814616785e-15,-3.9694685469344354e-18,-1.3104371609572565e-19,1.1779564915305603e-30,-5.6737489624053826e-31,-3.9109901921202424e-27,3.3512458887943109e-30,2.7973244181439199e-40,5.220356862062282e-29,3.27685659827388e-15,6.7113685741839188e-39,2.1136464333162823e-16,7.3485566725115896e-33,-1.6417576231184232e-33,-2.2081688331688691e-19,-3.7736833925666185e-16,-2.7521610995460743e-39,3.3690441965274601e-21,6.1089531956487655e-25,8.1715831674324772e-32,9.2599237495084665e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898241092172743,0.10880297059954419,0.00010000000000000354,1.3624761586052309e-08,7.9606045154884814e-08,5.1307620640627201e-08,8.2010917262395813e-14,2.884840144793199e-08,7.3887228187732154e-12,5.4961004599545078e-10,9.4488097321277518e-16,1.1160374061556631e-17,2.1861001113616327e-14,1.3332498768718683e-12,1.9127919725742972e-09,3.2725083578773071e-11,2.7872486340240933e-21,1.023334160118453e-18,7.1650545034063317e-21
4.276494246585275e-10,0.0029490950621801917,2.7514204396048893e-20,1.405560445975787e-15,6.742078017902269e-16,-8.0367098474462336e-16,2.3803152418868007e-12,1.4517170510845279e-18,-2.0901684518132796e-29,-1.2909821497078176e-25,1.6048196141505901e-30,-4.6712252414695627e-15,-2.3005193745740256e-15,-3.9761654241013577e-18,-1.3280720989441948e-19,1.1768619362863438e-30,-5.7987113021859777e-31,-3.9505549328925237e-27,3.4203503203474992e-30,2.8109929355216753e-40,5.2339087749328477e-29,3.272511918423949e-15,6.7778427840571147e-39,2.1387149678504662e-16,7.3927111626688095e-33,-1.6969098565522658e-33,-2.2307673603723225e-19,-3.8127223421394248e-16,-2.7866471223983186e-39,3.429913336016087e-21,6.2366871004213085e-25,8.3917591647173557e-32,9.449929294756018e-34,0.88129999999999997,0.0,0.0,0.0,0.009889822559364941,0.10880297022184504,0.00010000000000000354,1.374478548154585e-08,8.0307322573905965e-08,5.1640995431401921e-08,8.2733380319061648e-14,2.9221185465189615e-08,7.3887217588165856e-12,5.5448417318448157e-10,9.5709089963888292e-16,1.1259348045337042e-17,2.2479885256458104e-14,1.3569927270697368e-12,1.9297058387018141e-09,3.330420704612338e-11,2.8148326889478115e-21,1.04915666351092e-18,7.3844011401314162e-21
4.3138413870562214e-10,0.0029490950610642614,2.7982797659922805e-20,1.4283647676856288e-15,6.651618009770639e-16,-8.1160789039984527e-16,2.4202924247750252e-12,1.4983166026085234e-18,-2.1008409811710477e-29,8.306917595981715e-26,1.6371155220232023e-30,-4.6825508743585277e-15,-2.2881971574146883e-15,-3.9827651344791009e-18,-1.345746862762411e-19,1.17778127457653e-30,-5.9253265881258145e-31,-3.9901932489293264e-27,3.4897619430561364e-30,2.8243277238911221e-40,5.2474647340695527e-29,3.2695150835294209e-15,6.8444203038782591e-39,2.1637536516749866e-16,7.4352156792574126e-33,-1.75367418007168e-33,-2.2532360523365163e-19,-3.8515509804964024e-16,-2.8212082897113183e-39,3.4911224549781331e-21,6.3659255912379183e-25,8.6161422658213842e-32,9.6407569760869453e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898210095082813,0.10880296984337176,0.00010000000000000354,1.3864809183662982e-08,8.1008599562008963e-08,5.1973596076169977e-08,8.3455842926790555e-14,2.9594743279315489e-08,7.38872069885671e-12,5.5935829734681467e-10,9.6932617055830922e-16,1.1358321967657309e-17,2.3110438746831115e-14,1.3809481242948417e-12,1.9466197021683129e-09,3.3888409750587402e-11,2.8424678232860503e-21,1.0753865964308922e-18,7.6087421527892282e-21
4.351188527527168e-10,0.002949095059946091,2.8447279846297819e-20,1.4508704220796635e-15,6.5658170268975891e-16,-8.1949741010083987e-16,2.4605868519356692e-12,1.546003313950957e-18,-2.1112229503000031e-29,-4.216090590713009e-26,1.6695467705873098e-30,-4.6939869663271529e-15,-2.276118963030446e-15,-3.9892694196476253e-18,-1.3634647632148922e-19,1.1789680489131019e-30,-6.05359515976521e-31,-4.029904307023055e-27,3.5595010199600835e-30,2.8373581917776968e-40,5.2610008435700825e-29,3.26669772950101e-15,6.9111009926799739e-39,2.18876971539289e-16,7.4761729809107142e-33,-1.8120525702500192e-33,-2.2755847893096985e-19,-3.8901859339443033e-16,-2.8558374566318635e-39,3.5526884672203277e-21,6.4966672527951321e-25,8.8447961194541769e-32,9.8324623134351488e-34,0.88129999999999997,0.0,0.0,0.0,0.009889819459647297,0.10880296946414014,0.00010000000000000354,1.3984832692403936e-08,8.1709876119146217e-08,5.2305438329997913e-08,8.4178305085532587e-14,2.9969059135290356e-08,7.3887196388935871e-12,5.6423241848088141e-10,9.8158626994031155e-16,1.145729582848567e-17,2.3752767835666516e-14,1.4051161496021217e-12,1.9635335629737849e-09,3.4477691687565881e-11,2.8701540564070248e-21,1.10202638206882e-18,7.8381536219053382e-21
4.404137910458859e-10,0.002949095058357056,2.9099213711895652e-20,1.482292544175624e-15,6.4500019985504473e-16,-8.3060325989630683e-16,2.5182581088722305e-12,1.6155064612558061e-18,-2.1254625076082286e-29,-1.3067345331862525e-25,1.7157545506979006e-30,-4.7102785609333131e-15,-2.2592971888789012e-15,-3.9983298024200062e-18,-1.3886591165583269e-19,1.1810465015227378e-30,-6.2382880580832603e-31,-4.0863281420370891e-27,3.6589277341140019e-30,2.8553370552582296e-40,5.2801582939158146e-29,3.2628970807147233e-15,7.0058143501848126e-39,2.224200124421423e-16,7.5316536506616748e-33,-1.897615085111395e-33,-2.3070686307761529e-19,-3.9446362048755922e-16,-2.9050359872786264e-39,3.6405899366304666e-21,6.6846013987821919e-25,9.1764044139264209e-32,1.0105736713827151e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898172623047825,0.1088029689252106,0.00010000000000000354,1.4154997215499716e-08,8.2704119129588423e-08,5.2774642787055722e-08,8.5202584220934804e-14,3.0501018712557846e-08,7.3887181361118392e-12,5.7114276045632354e-10,9.9900972986564248e-16,1.1597617171788682e-17,2.4683830192067887e-14,1.4397452595341983e-12,1.9875133994757906e-09,3.5321858963627099e-11,2.9094941820446016e-21,1.1405024956801329e-18,8.172246186693283e-21
4.4570872933905496e-10,0.0029490950567637496,2.9743816835767999e-20,1.5131682966399726e-15,6.3374656175794263e-16,-8.4161587430003061e-16,2.5765646893763602e-12,1.6872733972450719e-18,-2.1391538255436235e-29,5.2794135277939109e-25,1.7622178024704046e-30,-4.7257912762383471e-15,-2.2419592692315232e-15,-4.007198409403078e-18,-1.413939816376424e-19,1.1818558808377046e-30,-6.4263184012331316e-31,-4.1428940882016632e-27,3.7589790893009099e-30,2.8727492120630729e-40,5.2992508208014141e-29,3.2584532489052359e-15,7.1007329309028074e-39,2.2595867990747694e-16,7.5841344085098358e-33,-1.9865033116007846e-33,-2.3383165515654313e-19,-3.9987056809312792e-16,-2.9543380913420391e-39,3.7292089686617672e-21,6.8755510335562364e-25,9.5168713351624461e-32,1.0380681478305552e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898150649535752,0.10880296838483204,0.00010000000000000354,1.4325161349900605e-08,8.3698361273375713e-08,5.3242398196309e-08,8.6226862453431239e-14,3.1034426636146184e-08,7.3887166333235644e-12,5.7805309634024034e-10,1.0164806280853835e-15,1.1737938391397143e-17,2.5639084161479357e-14,1.4748021617753362e-12,2.0114932306289606e-09,3.617623573391107e-11,2.9489371142086779e-21,1.1798142620840119e-18,8.516909222154397e-21
4.5100366763222404e-10,0.0029490950551662944,3.0381610373078469e-20,1.5435278265476057e-15,6.2310854469245444e-16,-8.5253690464427679e-16,2.6355068602952476e-12,1.7613510772406501e-18,-2.1523176591922564e-29,4.3320368326145849e-25,1.8089267777883236e-30,-4.7410787595804257e-15,-2.2246541181812986e-15,-4.0158794320183326e-18,-1.4393070983810863e-19,1.1823425197338733e-30,-6.6176939970828753e-31,-4.1995996762602503e-27,3.8596352875565409e-30,2.8896288466359974e-40,5.3182916475329421e-29,3.2539173188744335e-15,7.1958553710124475e-39,2.2949317147914085e-16,7.6336897102622307e-33,-2.0787642060888269e-33,-2.3693328726820318e-19,-4.0524015065749976e-16,-3.0037244302445157e-39,3.818546316061875e-21,7.0695120997953047e-25,9.866360644932246e-32,1.0657241460469006e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898128675936753,0.10880296784304747,0.00010000000000000354,1.4495325095607252e-08,8.4692602550268007e-08,5.3708747524513284e-08,8.7251139782772285e-14,3.1569239939404183e-08,7.3887151305287642e-12,5.8496342613173328e-10,1.0339975572948156e-15,1.1878259487292942e-17,2.661883775673496e-14,1.5102870922698091e-12,2.0354730564332756e-09,3.7040821985040838e-11,2.9884829092952262e-21,1.2199686026116947e-18,8.8723696266151634e-21
4.562986059253931e-10,0.0029490950535648233,3.1012202102061919e-20,1.5733478999187826e-15,6.1209242465503271e-16,-8.6336214294276455e-16,2.6950854888213077e-12,1.8377866918739627e-18,-2.1649394876260343e-29,-8.5104730816504256e-25,1.8558514008098364e-30,-4.7563102867334912e-15,-2.2075633751159382e-15,-4.0243680395027423e-18,-1.4647550893117073e-19,1.1840666048541161e-30,-6.8124263691955582e-31,-4.2564424329650572e-27,3.9608343438063103e-30,2.9059557152122057e-40,5.3372855909927355e-29,3.2494657891742511e-15,7.2911797841708751e-39,2.3302244381830894e-16,7.6802514057335746e-33,-2.1744668855112429e-33,-2.400106002813014e-19,-4.105703967776e-16,-3.053176750833153e-39,3.9085750034990652e-21,7.266480686611788e-25,1.0225021688312716e-31,1.093524516056221e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898106702250774,0.10880296729989813,0.00010000000000000354,1.4665488452620315e-08,8.5686842959971186e-08,5.417373204720502e-08,8.8275416208651698e-14,3.2105417346881987e-08,7.3887136277274386e-12,5.9187374982941333e-10,1.0515591655818299e-15,1.2018580459447982e-17,2.7623396912964197e-14,1.5462002858731088e-12,2.0594528768887144e-09,3.7915617703706697e-11,3.0281316234377334e-21,1.2609723376527096e-18,9.2388561252266969e-21
4.615935442185622e-10,0.0029490950519594408,3.1636161475008491e-20,1.6026615068819346e-15,6.0092273144726484e-16,-8.7409506124424067e-16,2.7552995671163451e-12,1.9166280597943613e-18,-2.1770485859304056e-29,-5.0364667669958918e-25,1.9029887255102636e-30,-4.7713568631318489e-15,-2.1905479930073039e-15,-4.0326692004342709e-18,-1.4902859682828169e-19,1.1864321158712245e-30,-7.0105218975786853e-31,-4.3134199549145509e-27,4.0625705209145248e-30,2.9217642182610333e-40,5.3562321889868023e-29,3.2449640518761126e-15,7.3867049938456385e-39,2.3654708460187497e-16,7.723934654155776e-33,-2.2736498044600522e-33,-2.4306452118997298e-19,-4.1586285668688694e-16,-3.1026772076459324e-39,3.9993043476555461e-21,7.4664528591841369e-25,1.0593024135656894e-31,1.1214676336526802e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898084728477904,0.10880296675542434,0.00010000000000000354,1.4835651420940442e-08,8.6681082502251813e-08,5.463739208442621e-08,8.9299691730817158e-14,3.2642918538611982e-08,7.3887121249195861e-12,5.9878406743132876e-10,1.0691641323295753e-15,1.2158901307822371e-17,2.8653068321518494e-14,1.582541978398291e-12,2.0834326919952547e-09,3.8800622876546895e-11,3.0678833130002056e-21,1.3028322621333623e-18,9.616600700165721e-21
4.668884825117312e-10,0.0029490950503502774,3.2253800456022234e-20,1.6314865966440554e-15,5.9197916528775334e-16,-8.8472837251899782e-16,2.816143141666856e-12,1.9979231486045822e-18,-2.1886337661126792e-29,1.6640421176496826e-24,1.9502947726082864e-30,-4.7846597959528674e-15,-2.1720706311525389e-15,-4.0407637227723354e-18,-1.5158905061000626e-19,1.1831073460195259e-30,-7.2119929551813332e-31,-4.3705295545514281e-27,4.1647528614954352e-30,2.9370402290155561e-40,5.3750495403709177e-29,3.2388657939244659e-15,7.4824282388564751e-39,2.400653855938369e-16,7.7645957080624102e-33,-2.376395604226946e-33,-2.4609305355663038e-19,-4.2111414428097862e-16,-3.1522074351530372e-39,4.090689884164029e-21,7.6694229947899897e-25,1.0970510082617614e-31,1.1495283854425975e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898062754618071,0.10880296620966488,0.00010000000000000354,1.5005814000568289e-08,8.7675321176869025e-08,5.509976641461762e-08,9.0323966349014701e-14,3.3181704736211753e-08,7.3887106221052082e-12,6.0569437893529455e-10,1.086811187413432e-15,1.2299222032371633e-17,2.9708156688422356e-14,1.6193124045930375e-12,2.1074125017528766e-09,3.9695837490264078e-11,3.1077380340892539e-21,1.3455550749294627e-18,1.0005837097393849e-20
4.721834208049002e-10,0.0029490950487374283,3.2866735514008142e-20,1.6599173826329373e-15,5.8578582866855066e-16,-8.9527230054032853e-16,2.877621082968742e-12,2.0817206329625767e-18,-2.1997555055379195e-29,6.1152972745779751e-25,1.9977901388784119e-30,-4.7992106085800985e-15,-2.1550930576746312e-15,-4.0486781015045914e-18,-1.5415780770460823e-19,1.1804192981646879e-30,-7.4168422228964765e-31,-4.4277690488652096e-27,4.2674244574393703e-30,2.9519061550134665e-40,5.3938371908128144e-29,3.2341456370654133e-15,7.5783491563563584e-39,2.4357937930558504e-16,7.8025055156399008e-33,-2.4827160367201751e-33,-2.4909895959482191e-19,-4.2632890900622214e-16,-3.2017520085761637e-39,4.1827721223690596e-21,7.8753882394793487e-25,1.1357667623823964e-31,1.1777186442895867e-33,0.88129999999999997,0.0,0.0,0.0,0.0098898040780671295,0.10880296566265771,0.00010000000000000354,1.5175976191504506e-08,8.8669558983636966e-08,5.5560892947188091e-08,9.1348240063059835e-14,3.3721738030319754e-08,7.3887091192843034e-12,6.1260468433996035e-10,1.1044990891722499e-15,1.2439542633068799e-17,3.0788967503630931e-14,1.6565118001535707e-12,2.1313923061615587e-09,4.0601261531509017e-11,3.1476958430344909e-21,1.3891474514398598e-18,1.0406802310976599e-20
