Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878)
2.824669423931576e-06,0.0034089557886063182,1.2806546524461389e-09,3.2628933460075761e-08,1.2369766456944622e-12,4.6035494495989379e-07,4.9901234588712293e-06,9.6956108345365812e-05,9.9615639005707429e-22,3.6451175488465539e-26,4.4037794970107037e-16,1.8580684217908117e-11,6.7987068682932199e-15,1.9107140721968379e-09,2.5268632075291802e-09,3.979418141366105e-14,1.3067205567551781e-14,1.0984810443056329e-11,6.5013037027602958e-11,1.2973408190690963e-19,1.017092051585173e-10,2.1185494026872552e-16,3.259779600997681e-11,1.3587289685390613e-10,0.00012832386284453772,2.905398494646454e-12,4.5185668935901161e-10,2.0195900778901294e-05,1.3647092587475152e-28,6.9286140976514154e-16,8.5879000847412105e-10,1.9852756736143123e-10,1.0081868862058989e-17,0.88129999999999997,0.0,0.0,0.0,0.0060382419836081556,0.10785860432480626,0.00010041227975889674,0.00011378975354097299,0.00015374638756249765,6.2767899979988012e-05,8.4464306020966071e-11,3.0024660788933871e-05,4.5602342829127031e-11,5.6204875344308718e-07,6.3947092042580464e-13,7.7387352820400519e-15,0.00078945102742534524,0.0009991952586403481,0.00010256759729603957,0.0013300804469402667,3.6229804460988526e-13,1.0020933164721026e-08,4.3724922807127914e-12,3.8815502124680929e-08,0.00011863330366932698,1.5729320210594336e-06,5.4936780193987567e-07,1.3104198627744555e-07,1.9598881483133386e-07,1.4201705373228089e-05,1.3508732674963673e-08,4.3063564067028198e-05,1.8850291392683899e-08,1.2708438054677356e-08,1.3925772287774727e-14,8.5233598891006423e-05,3.5643340540854081e-09,4.7852889348592321e-09,2.6881349913481112e-06,4.4137261929521714e-12,7.2237214734726101e-11,3.4125136321434246e-07,3.1138436438550905e-10,2.3471204518547149e-10,7.4523177181381926e-10,5.0271953022102364e-16,5.0265320700206883e-08,2.4065108199345603e-08,7.4648034532034566e-16,6.1824517755482616e-12,4.2251037467655847e-16,3.0149293020182748e-11,1.447765007212519e-07,1.3498709979030836e-09,3.9312327779998511e-15,1.4120476118867262e-07,1.5595610825453744e-12,8.8563675659533822e-15,1.272218027980125e-06,8.0467676949656113e-09,2.6614643212832186e-13,1.8244659094472982e-15,2.0350044512633038e-12,4.1422314393706078e-07,8.0566414654120401e-07
2.87427725984151e-06,0.003408933458711086,1.3379657863627195e-09,3.3023477049106537e-08,1.2194728507815282e-12,4.6735015571978757e-07,4.9923925696348058e-06,9.8467276259512043e-05,1.0655823597177764e-21,3.8152561984935304e-26,4.7427301248805158e-16,1.9285004804491459e-11,7.1570712687714453e-15,1.9811839167801962e-09,2.6664207054087924e-09,4.3989389441997756e-14,1.379854091368584e-14,1.1475638918404673e-11,6.8964056954391054e-11,1.3868171326994618e-19,1.0707573125050071e-10,2.2931488808088091e-16,3.367428535806541e-11,1.4380554033463623e-10,0.00013011625073981286,2.9457852163224062e-12,4.649153272311586e-10,2.0859714752517692e-05,1.479808009090644e-28,7.6016060686856408e-16,8.9508824410709048e-10,2.0995696829451148e-10,1.082046597268897e-17,0.88129999999999997,0.0,0.0,0.0,0.0059972603950799131,0.10784805837429814,0.00010043421402379834,0.00011360513231326239,0.00015256520961089146,6.2280057742181743e-05,8.3807751134300107e-11,2.9788803350750536e-05,4.5332927578057862e-11,5.5767985544120173e-07,6.3444758397092238e-13,7.6785808116246922e-15,0.00079798840763813583,0.0010123423549248216,0.00010393857628733986,0.0013458741081912994,3.6703133767411876e-13,1.0152809227769044e-08,4.4197991683703967e-12,3.9242982163870511e-08,0.00012031234856803676,1.6025190448458763e-06,5.5965260820913058e-07,1.3351880032477573e-07,1.9968496998512351e-07,1.4682571529937866e-05,1.34037593272252e-08,4.315508315799798e-05,1.8888628927596714e-08,1.2734284375089014e-08,1.387444970840756e-14,8.6934654835775385e-05,3.7723242887291809e-09,4.8530934672790202e-09,2.7885405736468382e-06,4.4120371546756503e-12,7.231424405457266e-11,3.4701463254197901e-07,3.1661433579352603e-10,2.3865423828929518e-10,7.5774867464321403e-10,5.111632006974776e-16,5.1753357522919858e-08,2.4775319963723635e-08,7.6851054434356649e-16,6.3654749718152852e-12,4.3497954108111839e-16,3.1048675671250414e-11,1.4909567609306207e-07,1.3674934892000461e-09,3.9821914924472475e-15,1.4669253232304283e-07,1.6201717470391572e-12,8.9711684774663536e-15,1.3150195390929529e-06,8.2890942847073174e-09,2.7413636117284071e-13,1.8794092878271801e-15,2.0960969181504762e-12,4.3622833407763944e-07,8.4962363217823569e-07
2.9238850957514435e-06,0.0034089115701967185,1.3964792324056451e-09,3.3409733974969323e-08,1.2018063892498376e-12,4.7428982040369651e-07,4.9947154397428246e-06,9.9967540070026054e-05,1.1382012247728126e-21,3.9901189742473276e-26,5.1007609790224393e-16,2.000091462065669e-11,7.5259686733286575e-15,2.0526801100864171e-09,2.8107628793986768e-09,4.8533547657722203e-14,1.4554103941849994e-14,1.1978220887075892e-11,7.3067008919642258e-11,1.4804593565583167e-19,1.1261179507906709e-10,2.4782669979181194e-16,3.4762964137704863e-11,1.5201622206357337e-10,0.00013189474257518292,2.9858491700556593e-12,4.780637182017862e-10,2.153083683753478e-05,1.601840330520667e-28,8.32387729024935e-16,9.3209013965179422e-10,2.2177353014659857e-10,1.1596578588883657e-17,0.88129999999999997,0.0,0.0,0.0,0.0059568383020382736,0.10783765865506126,0.00010045680167505702,0.00011339916738233549,0.00015140032672319022,6.1798962766230895e-05,8.3160366998577778e-11,2.9556245330155675e-05,4.5067343911116261e-11,5.533719821685229e-07,6.294945191376609e-13,7.6192665783277295e-15,0.00080637838990336682,0.0010253281325972314,0.00010529874592823016,0.0013614371809474778,3.7170573787772811e-13,1.0283067047691224e-08,4.4662899733885196e-12,3.9663324612194029e-08,0.00012198150801494554,1.6320350345413136e-06,5.6991141651038314e-07,1.3598966699341921e-07,2.0337177867388665e-07,1.5168639437380064e-05,1.3300237641552213e-08,4.324223175441113e-05,1.8925069587465753e-08,1.2758851864087424e-08,1.3823680576226498e-14,8.8626196450355781e-05,3.9880964495809652e-09,4.9204986076044191e-09,2.8905573863447125e-06,4.4104487235134148e-12,7.2392382804820783e-11,3.5275534115740448e-07,3.2182315965893689e-10,2.4258049101977599e-10,7.7021496489282734e-10,5.1957272886640913e-16,5.3247563182793248e-08,2.5488386763826605e-08,7.9062930428396991e-16,6.5492569142841855e-12,4.4749883326130746e-16,3.1951923175751881e-11,1.5343341890065524e-07,1.3849386278159645e-09,4.0326293741898741e-15,1.5226801884975151e-07,1.6817511998019802e-12,9.0847960456181163e-15,1.3583733797537878e-06,8.5324910054184525e-09,2.8216056169463557e-13,1.9345952999639707e-15,2.1574514310983538e-12,4.588878403252011e-07,8.9492325580832002e-07
2.968532148070384e-06,0.003408892239861525,1.450159679279855e-09,3.3750341366376651e-08,1.1858117457664339e-12,4.8048855007385499e-07,4.996851719206418e-06,0.00010130859063041549,1.2063457390148276e-21,4.1528606165592892e-26,5.4398402562321637e-16,2.0655052819503995e-11,7.8670130951911973e-15,2.117894613796865e-09,2.9448125326276259e-09,5.2939062457503086e-14,1.5254986488762039e-14,1.2440636136024932e-11,7.6891581195816767e-11,1.5683801680490638e-19,1.1774057499672656e-10,2.6540654187543041e-16,3.575301450782081e-11,1.5964584934267763e-10,0.00013348366202205585,3.0216342191157792e-12,4.8997184590781869e-10,2.2140994738046103e-05,1.717809278238829e-28,9.0180805754353991e-16,9.6598890507628619e-10,2.3274195774537191e-10,1.2328029172256045e-17,0.88129999999999997,0.0,0.0,0.0,0.0059209268325267324,0.10782842137810349,0.00010047769153019173,0.00011319655252632506,0.00015036559634211543,6.1371612318927745e-05,8.2585409338302539e-11,2.9349698207740166e-05,4.4831524979353091e-11,5.4954605472691454e-07,6.2509543934746289e-13,7.5665881594225066e-15,0.00081380593302314693,0.0010368800409547203,0.00010651377333859145,0.0013752506986152292,3.7586331944649211e-13,1.0398941930207318e-08,4.5074482541018775e-12,4.0035654771410479e-08,0.00012347541527682229,1.6585388468314905e-06,5.7912219456828884e-07,1.3820837470700577e-07,2.0668194291563028e-07,1.5610460716114989e-05,1.3208280490921279e-08,4.3317119453386817e-05,1.8956327961494775e-08,1.2779925570219816e-08,1.3778453114706333e-14,9.0140416283049252e-05,4.1890487357692155e-09,4.9808264351509443e-09,2.9837416824273147e-06,4.4091033086927362e-12,7.2463631986549789e-11,3.5790288377244108e-07,3.2649321076299482e-10,2.4610063325771795e-10,7.8139180894423115e-10,5.271124205475778e-16,5.4597273080330448e-08,2.6132421552323828e-08,8.1060674661894942e-16,6.7152663968231368e-12,4.5880613250766542e-16,3.2767937463016518e-11,1.5735223999594657e-07,1.4004911360503641e-09,4.0775885870637685e-15,1.5736023589656358e-07,1.7379930968381351e-12,9.1860811481708684e-15,1.397859513154308e-06,8.7524047440622316e-09,2.8940972782243322e-13,1.9844569505830306e-15,2.2128798885654511e-12,4.7984314406017487e-07,9.3684321076016624e-07
3.0087144951574302e-06,0.003408875135781967,1.49928946934404e-09,3.4051251134426692e-08,1.1713682647771128e-12,4.8602975330908806e-07,4.9988111790978496e-06,0.000102508195728964,1.2699741117264307e-21,4.3028826242028019e-26,5.7590704577650159e-16,2.1251662971997727e-11,8.181295062280723e-15,2.177283533105025e-09,3.0688499094821845e-09,5.7173428572726862e-14,1.5902806932994499e-14,1.2865015824429873e-11,8.0442059052515592e-11,1.6505206065003217e-19,1.2247601257247319e-10,2.8201132615425992e-16,3.6652217422511563e-11,1.6670860471514133e-10,0.00013490431062611967,3.0536228393861977e-12,5.0074797078083266e-10,2.2695042241437652e-05,1.8273034803371457e-28,9.6802020875347973e-16,9.9697791340562976e-10,2.4288549839032451e-10,1.3013686895993517e-17,0.88129999999999997,0.0,0.0,0.0,0.0058889785952180905,0.10782020514522821,0.0001004969484351018,0.00011300095626922935,0.00014944520622604246,6.0991463975708791e-05,8.2074060324043881e-11,2.9165989513368663e-05,4.4621833833604518e-11,5.461433968347204e-07,6.2118277672964433e-13,7.5197376530885962e-15,0.00082039263853854786,0.0010471691192483034,0.00010759999317746752,0.0013875292147975686,3.7956586593803763e-13,1.0502149559736836e-08,4.5439476570237009e-12,4.0366001494294907e-08,0.00012481326534287927,1.6823433385988775e-06,5.8739401697244801e-07,1.4020111369813163e-07,2.096546624666385e-07,1.6011566794463743e-05,1.312648013446138e-08,4.3381782176738401e-05,1.8983274175891914e-08,1.2798092113412032e-08,1.3738118462943738e-14,9.1496579133385365e-05,4.375457108092109e-09,5.0348521444088647e-09,3.0687102848094564e-06,4.4079592129802972e-12,7.2528486451732831e-11,3.6252034959368776e-07,3.3068190735605549e-10,2.4925794513086418e-10,7.9141662605939027e-10,5.3387497622615631e-16,5.5815745447349932e-08,2.6713773708843235e-08,8.2863982400951544e-16,6.8651341340988747e-12,4.6901291468572429e-16,3.3504698743681271e-11,1.6089046167510253e-07,1.4143710092907765e-09,4.1177072993589339e-15,1.6200286278710113e-07,1.7892694154248272e-12,9.2764614646696217e-15,1.4337724728900284e-06,8.9509784109133296e-09,2.9595475866321647e-13,2.0294801076617709e-15,2.2629243981519318e-12,4.9915957185621511e-07,9.7550604781180319e-07
3.0488968422444765e-06,0.003408858304397578,1.5491869030624511e-09,3.434686625490235e-08,1.1568673103507646e-12,4.9153562508308613e-07,5.0008053324905091e-06,0.00010370093398656257,1.3358174015414449e-21,4.4566124284512093e-26,6.0919816206704469e-16,2.1855683947090357e-11,8.5025526034786143e-15,2.2373254778628741e-09,3.1961343690741517e-09,6.1675394036828651e-14,1.6566855937960744e-14,1.3297197571661569e-11,8.4096517066326713e-11,1.7355678219879763e-19,1.2732557100682494e-10,2.9938064018590274e-16,3.7559029862493127e-11,1.7395856540471691e-10,0.00013631617481468187,3.0854075523478343e-12,5.1157843727307067e-10,2.3253672542614789e-05,1.9417887508008477e-28,1.0379113200900277e-15,1.0284186589384713e-09,2.5328819696365624e-10,1.3725843336315961e-17,0.88129999999999997,0.0,0.0,0.0,0.0058573765677222582,0.10781207948795656,0.00010051663873967095,0.00011279342854708683,0.0001485349365644801,6.0615464988284057e-05,8.1568402891589462e-11,2.89843089343118e-05,4.4414510592810428e-11,5.4277861231249326e-07,6.1731330929648238e-13,7.4734086175036547e-15,0.00082688805800295825,0.001057357899353323,0.00010867936757182097,0.0013996646451030265,3.8323182205239476e-13,1.0604351065696916e-08,4.5799416429894663e-12,4.0691926654999051e-08,0.00012614487401526646,1.7061015893903981e-06,5.9564896077557492e-07,1.4218998050464874e-07,2.1262131265448036e-07,1.6415901302785953e-05,1.3045572503647015e-08,4.3443966108266511e-05,1.9009146189246019e-08,1.2815534453917873e-08,1.3698128789805229e-14,9.2846443617750944e-05,4.567192634662948e-09,5.0886256931752089e-09,3.1547181265320196e-06,4.4068771457585638e-12,7.2594016380455309e-11,3.6712342455602043e-07,3.3485713254257206e-10,2.5240510266817358e-10,8.0140920195425326e-10,5.4061578257555647e-16,5.7037536800714924e-08,2.7296652462027357e-08,8.4672025520361411e-16,7.0154100956208811e-12,4.7924649927512418e-16,3.4243552055492004e-11,1.6443873446162003e-07,1.4281419064853832e-09,4.1575061727300211e-15,1.6670151879621878e-07,1.841164557587996e-12,9.3661212410126148e-15,1.4700381985823847e-06,9.1501327604277475e-09,3.0251828278883026e-13,2.0746349245281624e-15,2.313110310820437e-12,5.1890997539729445e-07,1.0150571238012538e-06
3.0890791893315228e-06,0.0034088417409127497,1.5998453765405112e-09,3.4637231901978312e-08,1.142341318107057e-12,4.9700648968134917e-07,5.0028340095041826e-06,0.00010488688798616642,1.4039106083429079e-21,4.6141997159390318e-26,6.4389242659062398e-16,2.2467057827342044e-11,8.8308010687588217e-15,2.2980145336650298e-09,3.3266972886117529e-09,6.6457232340393993e-14,1.7247224639521338e-14,1.3737208299327662e-11,8.7856219092833526e-11,1.82357327825903e-19,1.3229008017868116e-10,3.1753358912697183e-16,3.8473338665559969e-11,1.8139707521264015e-10,0.00013771934997393003,3.1169905587226765e-12,5.2246195118990053e-10,2.3816824610759715e-05,2.0613995844061827e-28,1.1116211359745206e-15,1.0603081142321651e-09,2.6395144973737393e-10,1.4465065173977219e-17,0.88129999999999997,0.0,0.0,0.0,0.0058261148291973751,0.10780404288179338,0.00010053676368387578,0.00011257453922254282,0.00014763462092219978,6.0243538385134406e-05,8.1068342305700167e-11,2.8804618569359143e-05,4.420951386827338e-11,5.3945107076566256e-07,6.1348622982080839e-13,7.4275923728927112e-15,0.00083329373072515327,0.0010674479622322728,0.00010975196752186663,0.001411659323932384,3.8686177190005406e-13,1.0705562307963907e-08,4.6154387336682442e-12,4.1013504481944469e-08,0.0001274703115628824,1.7298137247285374e-06,6.0388708441797063e-07,1.4417498547698964e-07,2.1558191414005042e-07,1.6823411158588368e-05,1.2965541038242847e-08,4.3503775061602226e-05,1.9033989471938707e-08,1.2832283246872346e-08,1.3658478725015631e-14,9.4190001282625351e-05,4.7643203668941996e-09,5.142149921652999e-09,3.2417600172096336e-06,4.4058559226772498e-12,7.2660206106760105e-11,3.7171222750488094e-07,3.3901900274620476e-10,2.5554219362625446e-10,8.1136981526731589e-10,5.4733502756013876e-16,5.8262443317116987e-08,2.78809608968401e-08,8.6484503397459447e-16,7.1660692118358757e-12,4.8950518474151574e-16,3.49843732213757e-11,1.6799646196010379e-07,1.4418059296448635e-09,4.1969914310025469e-15,1.7145576288534444e-07,1.8936736521985799e-12,9.4550744983707324e-15,1.5066539362955432e-06,9.3498338102903925e-09,3.0909918378371662e-13,2.1199136962778429e-15,2.3634290902515037e-12,5.390955845978092e-07,1.055498735484569e-06
3.129261536418569e-06,0.003408825440641227,1.6512581766227007e-09,3.4922394051765254e-08,1.1277716825885795e-12,5.0244266773254462e-07,5.0048970420309906e-06,0.00010606613885218159,1.4742885345284375e-21,4.7754108755415512e-26,6.8002499302075069e-16,2.3085726626877579e-11,9.1660574583306947e-15,2.3593448621222526e-09,3.4605696571480123e-09,7.1531548876674703e-14,1.7944000477181182e-14,1.4185074877229975e-11,9.1722419713197426e-11,1.9145882416044507e-19,1.373703552286895e-10,3.3648889369325741e-16,3.9395031937559117e-11,1.8902543958291418e-10,0.00013911392973309415,3.148373965980842e-12,5.3339724627864811e-10,2.4384438446118247e-05,2.1862678885478159e-28,1.1892915391841632e-15,1.0926432286076075e-09,2.7487659068841873e-10,1.523192041283731e-17,0.88129999999999997,0.0,0.0,0.0,0.0057951875971461982,0.10779609383675211,0.0001005573244346059,0.00011234483694141135,0.00014674409512289806,5.9875609640151307e-05,8.0573785169927048e-11,2.8626881720073876e-05,4.4006803247605435e-11,5.3616015070831142e-07,6.0970075669235376e-13,7.3822803621422327e-15,0.00083961116088313915,0.0010774408555915519,0.00011081786284513873,0.0014235155343748733,3.9045628714493294e-13,1.0805798812789969e-08,4.6504472562558711e-12,4.1330807513814721e-08,0.00012878964703007809,1.7534798767007462e-06,6.1210844830441811e-07,1.4615613952786662e-07,2.1853648831844615e-07,1.723404417664629e-05,1.2886369704288026e-08,4.3561307781737405e-05,1.9057847263567102e-08,1.2848367643464098e-08,1.3619162942820319e-14,9.5527246989355978e-05,4.9669048365265846e-09,5.195427620528565e-09,3.3298308357136943e-06,4.4048943674182987e-12,7.2727040052529757e-11,3.7628687544373376e-07,3.4316763250745498e-10,2.5866930434224764e-10,8.212987401300904e-10,5.5403289610393651e-16,5.9490267170677027e-08,2.84666049810903e-08,8.830112435193422e-16,7.3170871508531502e-12,4.9978732016457085e-16,3.5727041709578542e-11,1.7156306528239939e-07,1.4553651332969599e-09,4.2361691558998707e-15,1.7626516008498284e-07,1.9467918951585199e-12,9.5433349377839859e-15,1.543616985119019e-06,9.5500485764901176e-09,3.1569637838462731e-13,2.1653089443546679e-15,2.4138724536143478e-12,5.5971755632182176e-07,1.0968330126198137e-06
3.1694438835056153e-06,0.003408809399003892,1.703418488348129e-09,3.5202403114579867e-08,1.1131972813413122e-12,5.0784447620719486e-07,5.006994260428749e-06,0.00010723876627922527,1.5469858276260946e-21,4.9406499765174201e-26,7.1763110332471718e-16,2.3711632279141924e-11,9.5083347945913696e-15,2.4213106997164826e-09,3.597782078658156e-09,7.6911281954198338e-14,1.8657267249846952e-14,1.4640824128375237e-11,9.5696364330562942e-11,2.0086637685420641e-19,1.4256719677146926e-10,3.5627406757243412e-16,4.0323999036094825e-11,1.9684492629397182e-10,0.00014050000601921215,3.1795599883930588e-12,5.4438308327656829e-10,2.4956455056720969e-05,2.3165291655886353e-28,1.2710668818613644e-15,1.1254209298759002e-09,2.8606489259231679e-10,1.6026978291457297e-17,0.88129999999999997,0.0,0.0,0.0,0.0057645892235048748,0.10778823089636758,0.00010057832208780158,0.00011210484987432458,0.00014586319738490661,5.9511606538103841e-05,8.0084639498016863e-11,2.8451062825134769e-05,4.3806339267005825e-11,5.3290524003833011e-07,6.0595613251935415e-13,7.3374641573424293e-15,0.0008458418185695244,0.00108733809465899,0.00011187712220371312,0.0014352355095252178,3.9401592730089596e-13,1.0905075780602386e-08,4.6849753492613251e-12,4.1643906649662553e-08,0.00013010294826541939,1.7771001833972788e-06,6.2031311461598295e-07,1.4813345408558405e-07,2.2148505725290061e-07,1.7647749048950465e-05,1.2808042965133896e-08,4.3616658230967322e-05,1.9080760699143083e-08,1.286381537601628e-08,1.358017617781963e-14,9.6858178682773018e-05,5.1750100551393392e-09,5.2484615321350047e-09,3.4189255289291709e-06,4.4039913158958491e-12,7.2794502790378419e-11,3.8084748355305502e-07,3.4730313450712369e-10,2.6178651975150785e-10,8.3119624622324483e-10,5.6070957012852642e-16,6.0720816348470796e-08,2.9053493475864943e-08,9.0121605367999057e-16,7.4684402957548774e-12,5.1009130366546116e-16,3.6471440521981445e-11,1.7513798251123264e-07,1.4688215267742e-09,4.2750452937874742e-15,1.8112928140541903e-07,2.0005145484145033e-12,9.6309159553551916e-15,1.5809246960006818e-06,9.7507450425782242e-09,3.2230881544952047e-13,2.2108134095806059e-15,2.4644323636828626e-12,5.8077697652211178e-07,1.1390619229230571e-06
3.2096262305926616e-06,0.003408793611525536,1.7563194021137703e-09,3.547731165882264e-08,1.0986218077307648e-12,5.1321222842110519e-07,5.0091254964010635e-06,0.00010840484856077071,1.6220361079788803e-21,5.1096614282623227e-26,7.5674606984134916e-16,2.4344716653967757e-11,9.8576454915854822e-15,2.4839063566400898e-09,3.7383647751179214e-09,8.2609703619416092e-14,1.9387105173376336e-14,1.5104482829039104e-11,9.9779289264750761e-11,2.1058506979538749e-19,1.4788139110408403e-10,3.769173709409522e-16,4.1260130556559634e-11,2.0485676617899786e-10,0.00014187766910867648,3.2105508514725955e-12,5.5541824945677094e-10,2.553281643580983e-05,2.4523169314906032e-28,1.3570950071194922e-15,1.1586381259685858e-09,2.9751756810532017e-10,1.6850809227221508e-17,0.88129999999999997,0.0,0.0,0.0,0.005734314190861233,0.10778045263673898,0.00010059975767052223,0.00011185508643134158,0.000144991768421751,5.9151459052235579e-05,7.9600814766032287e-11,2.8277127400574188e-05,4.3608083384458366e-11,5.2968573638424656e-07,6.0225162285572592e-13,7.2931354645626847e-15,0.00085198714079451679,0.0010971411629508523,0.00011292981313061711,0.00144682143377274,3.9754124002385669e-13,1.1003408093697564e-08,4.7190309680585682e-12,4.1952871196992726e-08,0.00013141028194958113,1.8006747883836333e-06,6.2850114713386406e-07,1.5010694104813096e-07,2.2442764360720362e-07,1.8064475325282971e-05,1.2730545755091968e-08,4.3669915854611589e-05,1.9102768926347403e-08,1.2878652837036713e-08,1.354151322624593e-14,9.8182797176822237e-05,5.3886995137433871e-09,5.3012543515805385e-09,3.5090391105362756e-06,4.4031456167975064e-12,7.28625790533717e-11,3.8539416521246102e-07,3.5142561959241562e-10,2.6489392340728173e-10,8.4106259883907961e-10,5.6736522859517348e-16,6.1953904472019508e-08,2.9641537848896426e-08,9.1945671825664003e-16,7.6201057226400819e-12,5.2041558088584957e-16,3.7217456085888367e-11,1.7872066818051984e-07,1.4821770749115157e-09,4.3136256578959934e-15,1.8604770374838808e-07,2.0548369389823893e-12,9.717830647258061e-15,1.618574470591633e-06,9.951892130148006e-09,3.2893547496772291e-13,2.2564200454624804e-15,2.5151010212671337e-12,6.0227486230927631e-07,1.1821872768612768e-06
3.249808577679708e-06,0.003408778073831476,1.8099539203837692e-09,3.574717297009944e-08,1.0840344620515786e-12,5.1854623408292325e-07,5.0112905846070519e-06,0.00010956446261775111,1.6994740490862735e-21,5.2826337020748614e-26,7.9740527393976299e-16,2.4984921631300325e-11,1.0214003918327624e-14,2.5471262155403018e-09,3.8823475895764121e-09,8.8640420347099355e-14,2.0133590940988022e-14,1.5576077714908483e-11,1.0397242184442673e-10,2.2061996458197881e-19,1.533137104111381e-10,3.9842886431276435e-16,4.2203318324617851e-11,2.1306215363459465e-10,0.00014324700767662804,3.2413485759717301e-12,5.6650155805053948e-10,2.6113465539810171e-05,2.5937667814926261e-28,1.4475261513118064e-15,1.1922917064961378e-09,3.0923577083411919e-10,1.7703984727547828e-17,0.88129999999999997,0.0,0.0,0.0,0.0057043571087747802,0.10777275766560233,0.00010062163214295925,0.00011159603595510353,0.00014412965152690551,5.8795099229529679e-05,7.9122221955912653e-11,2.8105041983738225e-05,4.3411997953650813e-11,5.2650104739509116e-07,5.9858651500751895e-13,7.2492861278426467e-15,0.00085804853245648638,0.0011068515130261967,0.00011397600205558703,0.0014582754440628288,4.0103276139869165e-13,1.1100810323808186e-08,4.7526218902589057e-12,4.2257768918306282e-08,0.00013271171362254675,1.8242038402211171e-06,6.3667261107974047e-07,1.5207661274169142e-07,2.2736427058498962e-07,1.8484173394247644e-05,1.2653863454723222e-08,4.3721165832557657e-05,1.9123909216505271e-08,1.2892905154035221e-08,1.3503168955372193e-14,9.9501105952232808e-05,5.6080361827057392e-09,5.3538087278487151e-09,3.6001666598097962e-06,4.4023561339656794e-12,7.2931253769824755e-11,3.8992703202392029e-07,3.5553519680379538e-10,2.679915975009495e-10,8.5089805894579778e-10,5.7400004754818663e-16,6.318935062342154e-08,3.0230652190217894e-08,9.3773057239105718e-16,7.772061179239468e-12,5.3075864350705383e-16,3.7964978148240687e-11,1.823105927673097e-07,1.4954337005434407e-09,4.351915935733153e-15,1.9102000982514647e-07,2.1097544580423274e-12,9.8040918264349656e-15,1.6565637601343112e-06,1.0153459669929481e-08,3.3557536709121673e-13,2.302122011638203e-15,2.5658708578064782e-12,6.2421216396557115e-07,1.2262107323105792e-06
3.289990924766754e-06,0.0034087627816452087,1.8643149644894851e-09,3.6012043777055806e-08,1.0694937947443604e-12,5.2384679934205827e-07,5.0134893598149825e-06,0.00011071768402703619,1.7793324784526305e-21,5.4597174206515975e-26,8.3964413184850218e-16,2.5632188986728061e-11,1.0577416843598241e-14,2.6109647302110088e-09,4.0297599892322954e-09,9.5017373593009141e-14,2.0896797783033849e-14,1.605563548803379e-11,1.0827698049763517e-10,2.3097609959975696e-19,1.5886491296704354e-10,4.2084508126744203e-16,4.3153455386302056e-11,2.2146224736872916e-10,0.00014460810884416457,3.2719552054254887e-12,5.7763184745493573e-10,2.6698346266889494e-05,2.7410150366242404e-28,1.5425135540505716e-15,1.2263785442436623e-09,3.2122059639383518e-10,1.8587077288561661e-17,0.88129999999999997,0.0,0.0,0.0,0.0056747127101953593,0.10776514462143576,0.00010064394640039271,0.0001113281693923548,0.00014327669264612697,5.8442461083683699e-05,7.8648773592269103e-11,2.7934774080990391e-05,4.3218046198594029e-11,5.2335059098524581e-07,5.9496011691910002e-13,7.2059081325635139e-15,0.00086402736728008142,0.001116470567228514,0.00011501575433016734,0.0014695996311306957,4.0449101622103519e-13,1.1197296739542919e-08,4.7857557209037567e-12,4.2558666076093691e-08,0.00013400730771010464,1.8476874920156831e-06,6.4482757296593193e-07,1.540424818830275e-07,2.3029496187640818e-07,1.8906794464783536e-05,1.2577981867811113e-08,4.3770489316679761e-05,1.9144217069316179e-08,1.2906596260130233e-08,1.3465138312340417e-14,0.00010081311096613436,5.8330825115750814e-09,5.4061272648702306e-09,3.692303320439101e-06,4.4016217489158447e-12,7.3000512102408183e-11,3.9444619383689804e-07,3.5963197340344545e-10,2.7107962288347683e-10,8.6070288325561119e-10,5.8061420016086246e-16,6.4426979178243302e-08,3.0820753131118496e-08,9.5603503005273038e-16,7.9242850643615877e-12,5.4111902782714652e-16,3.871389967369399e-11,1.8590724220226295e-07,1.5085932839225872e-09,4.3899216874776494e-15,1.9604578807491324e-07,2.1652625600379735e-12,9.8897120189786404e-15,1.6948900643854608e-06,1.0355418373663772e-08,3.4222753119251921e-13,2.3479126674997711e-15,2.6167345281658206e-12,6.4658976690250494e-07,1.2711337990836302e-06
