Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878)
9.971200974831913e-11,0.003411319624294987,-4.9549714787744815e-20,-1.9566335858374722e-15,2.191411663347093e-15,4.4142811352833541e-16,1.2111033201941587e-12,2.0529418744166657e-19,1.5908475187861413e-28,6.3373510636607285e-21,4.3968990112354387e-31,5.5479614710614164e-15,4.4347395267413916e-15,3.9325944810324017e-18,7.7880397554402799e-20,-1.8181009920993136e-30,8.7225902240765832e-31,3.6613281890897866e-27,7.8071926697186657e-31,2.2655070811197876e-39,1.9676076209065303e-27,-4.9283122254733152e-15,2.2033668322528351e-23,-1.2612188052834548e-16,1.9222028759681964e-13,1.6858587875517569e-23,1.1549694271742206e-19,1.9610841364401655e-16,1.5842840384422086e-38,-1.9905840331416575e-21,-3.8863919723966457e-25,-4.6989359318005809e-33,2.5254263086674798e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898055307673118,0.10880298996815947,9.9999999999996413e-05,1.4182741269067585e-08,8.4785889361658448e-08,7.5367035899209367e-08,4.6954376704742135e-14,9.7236121135633967e-09,7.1432674231235999e-11,3.0696621878465081e-10,2.070949263038019e-16,4.2265540185944411e-18,2.1978224427416985e-15,6.0903391751940972e-13,4.7496881740151652e-09,1.4500608937506144e-11,3.6004805406669453e-21,5.4263262520052471e-19,7.0736436866048306e-23,6.9292382989460848e-21,5.2644376690383027e-09,5.6953671381286286e-23,7.8370235983901099e-25,2.1206360576202289e-26,8.5213717060804556e-29,4.6130034637090453e-30,2.0652946819747686e-12,1.9208073400147951e-13,8.4246915289436839e-17,5.5301696513643123e-17,1.2173213078049316e-17,5.0225813018950975e-21,1.2563283475940764e-16,3.7052486472664789e-15,8.8191148568367932e-28,1.344424887128694e-15,6.2652659218708192e-15,5.6012767836534256e-16,5.099157528030643e-19,3.842096339201487e-19,8.4409172235240848e-19,5.6941114809793673e-25,2.0916248652147523e-21,1.8550826841266528e-22,5.7543035613394129e-30,2.5412518474395903e-25,3.2569544510158072e-30,1.878869091572114e-26,2.0223539389592456e-23,8.7790256634853371e-16,2.5772173248216862e-21,3.9909517726217072e-27,4.4031638048268621e-32,5.8057311417563896e-21,1.834907922884078e-17,2.1410636091291652e-20,7.1367676414338164e-25,4.854359388627568e-27,5.4426738661811153e-24,3.4111434198917073e-23,1.9555437292804311e-33
9.999999999999999e-11,0.0034113196233365377,-4.9312160546491625e-20,-1.9500752434066367e-15,2.4529178402619038e-15,4.4264518808909769e-16,1.2179354659498351e-12,2.0744015597253023e-19,1.595184751783176e-28,6.1312809921757623e-21,4.4188874732559404e-31,5.4361342694381917e-15,4.3201675877020732e-15,3.9379404939077535e-18,7.8102661141400433e-20,-1.6750380472671953e-30,8.7780616092400787e-31,3.6734469133323555e-27,7.846453740357905e-31,2.2608177906981524e-39,1.9848332536681049e-27,-4.8149554677383189e-15,2.216120252956711e-23,-1.2645876000582777e-16,1.9382183775167975e-13,1.704910233146883e-23,1.1578717031117798e-19,1.9660348133428212e-16,1.5941169864908338e-38,-1.998808776939963e-21,-3.9096923772183093e-25,-4.8095092619307626e-33,2.5380994979137546e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898049690734364,0.10880298991853651,9.9999999999996386e-05,1.4223702120426851e-08,8.5030747315414884e-08,7.5564070266188842e-08,4.7089979125464227e-14,9.772325746937895e-09,7.1432670442049063e-11,3.0786855522839213e-10,2.0813243779567717e-16,4.2389781060615339e-18,2.2188503765739488e-15,6.1256173997704986e-13,4.7635018976942784e-09,1.4584485276849926e-11,3.6117028671689796e-21,5.4724244947369371e-19,7.1145915694445999e-23,6.9888439249042806e-21,5.2797484715903123e-09,5.7606503680438801e-23,7.9490748029592954e-25,2.151112978769959e-26,8.6689030716482194e-29,4.6916016206454426e-30,2.0762863156046198e-12,1.9368111445397254e-13,8.4950374554409821e-17,5.5767876641545125e-17,1.2190185972970602e-17,5.0858752184863619e-21,1.259910790907837e-16,3.7267046627276179e-15,8.9460996189878996e-28,1.347049258342223e-15,6.2895739867823865e-15,5.6396203960107474e-16,5.1342204374991134e-19,3.8685198498962318e-19,8.507490279337166e-19,5.739020546523453e-25,2.1033972209493625e-21,1.8701712842603594e-22,5.801107116945739e-30,2.5556464111398711e-25,3.2834454169963718e-30,1.8898908739963289e-26,2.0383130262625341e-23,8.8299517357178363e-16,2.5921677487933192e-21,4.0328881862812839e-27,4.4494440144402468e-32,5.8394109960208998e-21,1.8510095400187158e-17,2.1557135181087331e-20,7.1856053828404469e-25,4.8875750160926221e-27,5.4799609179420245e-24,3.444744818323512e-23,1.98221952620994e-33
1.0133662101381924e-10,0.0034113196233365377,-4.7891334463871874e-20,-1.9085908209649563e-15,3.446778839193696e-15,4.479260089783984e-16,1.2499111342264401e-12,2.1761705251663798e-19,1.6137466148225731e-28,1.1546005916931976e-21,4.5137097455268705e-31,5.0097761150285984e-15,3.8820773146767136e-15,3.959460013417299e-18,7.9072384563802075e-20,-1.1273756072742555e-30,9.0373280876719673e-31,3.7299147390873691e-27,8.0159644228539367e-31,2.2301097658327305e-39,2.066031254262872e-27,-4.3820564511913455e-15,2.2757870860969976e-23,-1.2791545437892833e-16,2.0136666326163523e-13,1.7954172156644639e-23,1.170309304119369e-19,1.9872655159955929e-16,1.6400705447117537e-38,-2.0345990766185536e-21,-4.0184475577240532e-25,-5.3435366588316022e-33,2.5927969488485858e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898023621363813,0.10880298968712225,9.9999999999996373e-05,1.4413809564239068e-08,8.6167182117440792e-08,7.6477441931743854e-08,4.7719337115780178e-14,9.999519347940264e-09,7.1432652855650332e-11,3.1205647938747363e-10,2.1297124692569714e-16,4.2966407843439798e-18,2.3182916695348747e-15,6.2906890590086338e-13,4.8276141725294739e-09,1.4976938743655979e-11,3.6638370729029621e-21,5.6897174228859541e-19,7.3063089675612572e-23,7.2699882699282683e-21,5.3508089919300745e-09,6.0709930889783485e-23,8.4859164320214456e-25,2.2971652042823878e-26,9.3817049758509633e-29,5.0710904107995038e-30,2.1276189649545155e-12,2.0122042903809708e-13,8.8264447826604442e-17,5.7964428796403671e-17,1.2267541853920915e-17,5.3877884728385376e-21,1.2755405462220306e-16,3.8270876161057645e-15,9.5546945495726397e-28,1.3592455020471145e-15,6.4027373839273109e-15,5.8195275489980847e-16,5.2987421811430184e-19,3.9925041297688306e-19,8.8204649979441779e-19,5.9501480310571778e-25,2.1584494394849537e-21,1.9412014813568532e-22,6.0214367562524279e-30,2.6229643874090794e-25,3.4081527156215236e-30,1.9415375350631803e-26,2.1134877188473268e-23,9.0681813514662218e-16,2.6621050945567235e-21,4.2318778914870751e-27,4.6690464644328067e-32,5.9969637243548591e-21,1.9269654764274427e-17,2.224449409403295e-20,7.4147473876432674e-25,5.0434193997936411e-27,5.6549102161869884e-24,3.6037151296773825e-23,2.1099246829451928e-33
1.0296123227931936e-10,0.003411319622369015,-4.5888132982252469e-20,-1.8487398385884377e-15,3.2907741895724568e-15,4.5404260306018709e-16,1.2894596479487626e-12,2.3047731482494671e-19,1.6341153788285132e-28,-4.3073068715527485e-21,4.6232770812831033e-31,5.0860694944893225e-15,3.9449894487947487e-15,3.9680076766607137e-18,8.0199188976404379e-20,-1.2527543450795251e-30,9.3564572263552303e-31,3.7988422309206892e-27,8.2120546386688386e-31,2.1794092159651012e-39,2.1673789842636993e-27,-4.4508885004829883e-15,2.3493630919489521e-23,-1.2959480144219344e-16,2.1078663596639988e-13,1.9101368782366292e-23,1.1845331784598912e-19,2.0115607921202922e-16,1.6965500493944489e-38,-2.076312573361121e-21,-4.1518566509875339e-25,-6.0268397421863621e-33,2.6560487586948932e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897991935002587,0.10880298940342585,9.9999999999996359e-05,1.464487748732489e-08,8.7548473640738304e-08,7.7585187331247738e-08,4.8484296839691241e-14,1.0278084995297172e-08,7.1432631480026693e-11,3.1714673553513516e-10,2.1890418699195112e-16,4.3667274887513432e-18,2.4433068822242072e-15,6.4942925755887444e-13,4.9055401441762879e-09,1.5460965838825072e-11,3.7273130208600488e-21,5.9613011705478101e-19,7.5430497946909483e-23,7.6217985705273965e-21,5.4371802870328608e-09,6.4648349776869778e-23,9.1768047584222672e-25,2.4852114703254891e-26,1.0313003708196901e-28,5.5662996515648489e-30,2.1907133202441347e-12,2.1063352002014092e-13,9.2402427417820984e-17,6.0707788317635934e-17,1.2361051783274282e-17,5.7732894421885122e-21,1.2937016060194252e-16,3.9508736654805034e-15,1.0338407044279551e-27,1.3740869684599818e-15,6.5410437974950972e-15,6.0425280663042294e-16,5.5026886780745058e-19,4.1461995435393277e-19,9.209767233417054e-19,6.212764764255916e-25,2.2262803895474344e-21,2.0297686506949957e-22,6.2961646008631502e-30,2.7059153992143179e-25,3.5636495771988779e-30,2.0054053032967447e-26,2.2073322675444287e-23,9.3618822828349809e-16,2.7483272433680588e-21,4.4835803506607048e-27,4.9468249229957905e-32,6.1912024319293779e-21,2.0220295911277115e-17,2.3096472635982428e-20,7.6987685358880926e-25,5.2365879134078878e-27,5.8717640559347134e-24,3.8037238426668851e-23,2.2740590722198905e-33
1.0458584354481948e-10,0.0034113196213925606,-4.4100879814216058e-20,-1.7967490597154808e-15,2.2830644079702065e-15,4.6045313027879325e-16,1.3296931818984734e-12,2.4389106439431353e-19,1.6548062304773844e-28,-2.6124650990040303e-21,4.739784062060919e-31,5.5415348034746908e-15,4.3863851745790551e-15,3.9660936480340307e-18,8.137310024916083e-20,-1.8754362181156939e-30,9.6801799698761319e-31,3.8678563792753155e-27,8.4204508736565832e-31,2.1307230352291353e-39,2.2718254865764579e-27,-4.898512598099976e-15,2.4240941519929113e-23,-1.3135153728895054e-16,2.2048355307215633e-13,2.0301703081963427e-23,1.1994756609898699e-19,2.03707549863849e-16,1.7536634964737144e-38,-2.1204638214384025e-21,-4.2865458473139868e-25,-6.732995536388388e-33,2.723276085031209e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897960248589527,0.10880298911711067,9.9999999999996386e-05,1.4875945038325415e-08,8.892976392442868e-08,7.8690312418175367e-08,4.9249255872493193e-14,1.0559268737867223e-08,7.1432610104365288e-11,3.2223698714362664e-10,2.2489288780620027e-16,4.4368141306598108e-18,2.5729630334452366e-15,6.7011503376020764e-13,4.9834660889555684e-09,1.5952690211295241e-11,3.7909084064562241e-21,6.2411911275884611e-19,7.7838928074738769e-23,7.9848590852837578e-21,5.5235515543478446e-09,6.8774731493998994e-23,9.9116743158392731e-25,2.6853268202260125e-26,1.1319860699196789e-28,6.1009886314589092e-30,2.2545719044598215e-12,2.2032335183004174e-13,9.6662331471368509e-17,6.3532775490763237e-17,1.2457567515304655e-17,6.1798761207174493e-21,1.3126213556533241e-16,4.0766056680620084e-15,1.1172570549696327e-27,1.3889578511958538e-15,6.6801806848262978e-15,6.2703070273274713e-16,5.7110234470883727e-19,4.3032025022525447e-19,9.6088913690588065e-19,6.482007173724016e-25,2.295116364858123e-21,2.1208088613350176e-22,6.5785636170848234e-30,2.790103203257483e-25,3.7234883474093512e-30,2.0704803676908421e-26,2.3039266870515241e-23,9.6601218527657828e-16,2.8358818322158907e-21,4.7463772667839333e-27,5.2368504388886465e-32,6.3884428961591505e-21,2.1201471252582544e-17,2.3966680059075003e-20,7.9888672102015223e-25,5.4338894942341898e-27,6.0932630170245693e-24,4.0113299128281881e-23,2.4484167607837279e-33
1.062104548103196e-10,0.003411319620407316,-4.2488341265117206e-20,-1.7511751167984481e-15,2.7856345726105812e-15,4.6712040298252759e-16,1.3703588499260683e-12,2.5787328616947251e-19,1.6772036105946926e-28,7.3862276366490842e-21,4.8626604802912684e-31,5.3483079024344523e-15,4.1785016515471164e-15,3.9830514934478521e-18,8.258797952549864e-20,-1.5638090708326859e-30,1.0008638642300991e-30,3.9369758844978173e-27,8.640138149934692e-31,2.0971849264069868e-39,2.3798572287436764e-27,-4.6971214525231588e-15,2.499979629784581e-23,-1.3317506182274736e-16,2.3046073631666278e-13,2.1556719116871123e-23,1.2150344400676026e-19,2.0636365630694077e-16,1.8114367054617594e-38,-2.1668211119208471e-21,-4.4225818372587469e-25,-7.463245264035244e-33,2.7941498530064263e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897928562124062,0.10880298882821667,9.9999999999996359e-05,1.5107012217240996e-08,9.0311053025090202e-08,7.9792856893672618e-08,5.001421424548308e-14,1.0843030877222625e-08,7.1432588728665922e-11,3.2732723422795106e-10,2.309365038628966e-16,4.506900710275901e-18,2.7073554037203449e-15,6.9112629612300163e-13,5.0613920068672723e-09,1.6452111849442236e-11,3.8546232530510795e-21,6.5295004236825682e-19,8.0288652031774259e-23,8.3593608684127639e-21,5.6099227938762104e-09,7.3094975789955349e-23,1.0692571078295595e-24,2.8980804027550832e-26,1.240708334772765e-28,6.6776228635547614e-30,2.3191889380952761e-12,2.3029324374591724e-13,1.0104562608151092e-16,6.6440383053587818e-17,1.2558081368217655e-17,6.6083586047240657e-21,1.3322008217546088e-16,4.2042824971794753e-15,1.2059576133527593e-27,1.403901857749638e-15,6.8201467848385036e-15,6.5028930127500067e-16,5.9237727999096306e-19,4.4635328397365131e-19,1.001790440748978e-18,6.7579204581589314e-25,2.3649560549362711e-21,2.2143464593504e-22,6.8687093245360811e-30,2.8755261687277291e-25,3.8877117706122754e-30,2.136774358314822e-26,2.4033101510037315e-23,9.9628934660355738e-16,2.9247669248794869e-21,5.0205913316369473e-27,5.5394793234204109e-32,6.5886807550741676e-21,2.2213648686054609e-17,2.485522426932694e-20,8.2850793883357295e-25,5.6353486081308165e-27,6.3194346129127056e-24,4.2266946512493402e-23,2.6334832819374989e-33
1.0739736489327315e-10,0.0034113196196820347,-4.1085281044335512e-20,-1.7101748221800026e-15,3.7370880381056623e-15,4.7175599746403251e-16,1.4003854162677811e-12,2.6845587242862138e-19,1.6929188219288636e-28,1.2299688826873849e-21,4.9479982806425931e-31,4.9499304229945865e-15,3.7700829835914385e-15,4.002416256743152e-18,8.3435175937793617e-20,-9.7625361923265514e-31,1.0251445660215195e-30,3.9876878514520675e-27,8.7928712704147278e-31,2.0719930878859796e-39,2.460999449846326e-27,-4.2931440473420368e-15,2.5561494739990612e-23,-1.3443647039528784e-16,2.3792894866158231e-13,2.2509076234013998e-23,1.2257089369939513e-19,2.081871385875718e-16,1.8540807793865836e-38,-2.1992639707187094e-21,-4.5228277419863169e-25,-8.0218481534346054e-33,2.8434061411353523e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897905412562003,0.10880298861554843,9.9999999999996346e-05,1.5275825266971402e-08,9.1320195819322402e-08,8.0596746056750396e-08,5.0573077864653898e-14,1.1051949554550853e-08,7.1432573111962422e-11,3.3104606910233835e-10,2.3538609073242632e-16,4.5581045933458259e-18,2.8085889773141948e-15,7.0668252119610476e-13,5.1183231829974054e-09,1.6821845730547601e-11,3.9012476397895433e-21,6.7455209453462732e-19,8.2104637675447775e-23,8.6403080835689343e-21,5.6730239607301083e-09,7.6377263689172445e-23,1.1293386126854078e-24,3.0618403941425287e-26,1.3255076190276794e-28,7.126895310755958e-30,2.3668730868944187e-12,2.3775599753300466e-13,1.0432681846899322e-16,6.8617422661452946e-17,1.2627019472019567e-17,6.9357174446630258e-21,1.3458541712136217e-16,4.2987895624229601e-15,1.274242586496827e-27,1.4148649388601938e-15,6.9229288371095277e-15,6.6758711754046511e-16,6.0820092854519737e-19,4.582781976336798e-19,1.0323011301321868e-18,6.9637404056889584e-25,2.4166133810850461e-21,2.2842758471379641e-22,7.0856243677875847e-30,2.9387144739822255e-25,4.0104863976069898e-30,2.1859823023009874e-26,2.4777035508330799e-23,1.0186953855054772e-15,2.9905446676486471e-21,5.2283325587416904e-27,5.7687493643430291e-32,6.7368630662550665e-21,2.2972993550275851e-17,2.5516031679909527e-20,8.5053717980307815e-25,5.7851731173680747e-27,6.4876409673134139e-24,4.3890341171057623e-23,2.7757470274869608e-33
1.085842749762267e-10,0.00341131961895218,-3.9711159938557683e-20,-1.6703464692238469e-15,3.1448574473525343e-15,4.7643708591474599e-16,1.4309607323545046e-12,2.7935622591805672e-19,1.7078209622162015e-28,-1.4205893699562216e-20,5.0344433712909045e-31,5.1934990885371173e-15,4.0035275721969566e-15,4.0037724081361628e-18,8.428894625508697e-20,-1.447377479386797e-30,1.0496773784016157e-30,4.0384936315009565e-27,8.9476061352097787e-31,2.0353446052774449e-39,2.5436690266627377e-27,-4.5310624579252566e-15,2.6129347213741632e-23,-1.3570743137649837e-16,2.4554978973843493e-13,2.3492068425838325e-23,1.2364623601689004e-19,2.1002415058633307e-16,1.8970847615237324e-38,-2.23214121721866e-21,-4.6238014643934909e-25,-8.5958856744201268e-33,2.8933056619270215e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897882262972518,0.10880298840153933,9.9999999999996346e-05,1.5444638118102334e-08,9.2329337931838492e-08,8.1399293745491409e-08,5.1131941103787472e-14,1.1262208526611905e-08,7.1432557495238683e-11,3.3476490157417708e-10,2.398642234838864e-16,4.6093084433355837e-18,2.912438895370004e-15,7.2241253136305071e-13,5.1752543447869713e-09,1.7195688005438307e-11,3.9479358086438531e-21,6.9661391562940547e-19,8.3942921735727718e-23,8.9275400326739463e-21,5.7361251127540276e-09,7.9768595194156704e-23,1.1920734267469569e-24,3.2328935423846879e-26,1.415068286849208e-28,7.6009733947862441e-30,2.4149567958946265e-12,2.4537126783346118e-13,1.0767521084100314e-16,7.0839468427850807e-17,1.2691600822944512e-17,7.2755341641921706e-21,1.3596132521850496e-16,4.3943336361509353e-15,1.345578107693774e-27,1.4258301434919215e-15,7.0261532937410089e-15,6.8514414595222076e-16,6.242626310086986e-19,4.7038253839998518e-19,1.0633457793067024e-18,7.1731623493455886e-25,2.4688052673247301e-21,2.3555603101246399e-22,7.3067427434779294e-30,3.0025605915639766e-25,4.1356401247412057e-30,2.2358439810109373e-26,2.5536217620689674e-23,1.0413427135682263e-15,3.057030779952188e-21,5.4424714056656367e-27,6.0050818142161942e-32,6.8866412113241325e-21,2.3749317083670929e-17,2.6186725903511711e-20,8.7289604827472537e-25,5.9372392817854611e-27,6.6583667197900875e-24,4.5556649429175185e-23,2.9241951178587457e-33
1.0977118505918024e-10,0.0034113196182177924,-3.9252287357715707e-20,-1.6627731179092327e-15,-1.8024289458464144e-15,4.8223583520457765e-16,1.4623040283836417e-12,2.9058246900852331e-19,1.7235425988765785e-28,-3.4094871770660673e-20,5.1466255974420819e-31,7.3555173943844421e-15,6.1524983092342085e-15,3.9504312637961403e-18,8.5328122586201169e-20,-4.5710306442508297e-30,1.0745407508494208e-30,4.0889946390197014e-27,9.1477645779580828e-31,2.0050335971711202e-39,2.6273757891566481e-27,-6.6858022912844607e-15,2.6703350416786221e-23,-1.3729269217312167e-16,2.5332452960430647e-13,2.4506315383123745e-23,1.250209585753631e-19,2.1236813680322111e-16,1.9404420424967945e-38,-2.2735865363573383e-21,-4.7256241356235549e-25,-9.1595232477911929e-33,2.9579085331994723e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897859113356579,0.10880298818620406,9.99999999999964e-05,1.5613450770633934e-08,9.333847925922394e-08,8.2200514837091646e-08,5.1690803905601344e-14,1.1473792917112576e-08,7.1432541878495246e-11,3.3848373149992229e-10,2.4437058527882428e-16,4.6605122582687982e-18,3.0189426185605663e-15,7.3831635096044822e-13,5.2321854922359534e-09,1.7573638669286814e-11,3.9946877665139133e-21,7.1913986688593608e-19,8.5803615634325154e-23,9.2211324565460155e-21,5.7992262499484299e-09,8.3271369300098546e-23,1.2575476171993288e-24,3.411479758628071e-26,1.509600952098591e-28,8.1009350469852116e-30,2.4634378739461471e-12,2.5314032376393337e-13,1.1109136374989062e-16,7.3106899906080831e-17,1.2752580981054819e-17,7.6281432681310021e-21,1.3763598426827613e-16,4.4909142796859713e-15,1.4200650430925549e-27,1.4367410778584341e-15,7.1298151736386876e-15,7.0296149393352673e-16,6.4056340855819871e-19,4.8266707603840104e-19,1.0949269639653536e-18,7.386203664266099e-25,2.5215312338710686e-21,2.4282090272443401e-22,7.5320929239431557e-30,3.067063925803389e-25,4.2631890674533258e-30,2.2863564778547113e-26,2.6310798221621325e-23,1.0642310745813229e-15,3.1242245096092357e-21,5.6631383147108367e-27,6.2486207072686304e-32,7.0380134957482561e-21,2.4542801051919829e-17,2.6867348736511433e-20,8.955859379431361e-25,6.0915565780982024e-27,6.8316225366666548e-24,4.726650992945084e-23,3.0790335137210221e-33
1.1051663015167165e-10,0.003411319617754269,-3.9868535466112756e-20,-1.6898159787363589e-15,-5.5550245083997626e-15,4.8697059390650605e-16,1.4822166504224389e-12,2.9780360883226852e-19,1.7362872080649857e-28,-2.3358682015160621e-20,5.2422412125920952e-31,9.0134293723562537e-15,7.7993628883934675e-15,3.9099846579048898e-18,8.6162664016245614e-20,-6.9296690906510975e-30,1.0903768063582649e-30,4.1203725709873435e-27,9.3178399302593854e-31,2.0202287656339505e-39,2.6808132301913587e-27,-8.3375664179474535e-15,2.7066999971722086e-23,-1.3859730943829185e-16,2.5828674323383086e-13,2.5159577118921921e-23,1.2617918799427129e-19,2.1433948429154585e-16,1.9678717701215865e-38,-2.3079040976231541e-21,-4.7901377194638017e-25,-9.4958701794477243e-33,3.0128463736308e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897844574105335,0.10880298805029036,9.9999999999996454e-05,1.5719474339457647e-08,9.3972275375057329e-08,8.2703054309703985e-08,5.2041800403460287e-14,1.1607350628559197e-08,7.1432532070307839e-11,3.4081936074103643e-10,2.4721512107794736e-16,4.6926710635389002e-18,3.087206417444137e-15,7.4839369988895385e-13,5.2679413901621755e-09,1.7813112992088882e-11,4.024083195419643e-21,7.335266449139677e-19,8.6983741769418961e-23,9.408810598000912e-21,5.8388572419917719e-09,8.5529365693704473e-23,1.3001087933589958e-24,3.5276025440576508e-26,1.5716116313462718e-28,8.4286678366016182e-30,2.4940888507986329e-12,2.5809890929583886e-13,1.132717892040101e-16,7.4554344943400874e-17,1.2799393374173922e-17,7.8562932960210101e-21,1.3898084842111845e-16,4.5521020129545882e-15,1.4685041575163378e-27,1.4435880113200962e-15,7.1951414413596595e-15,7.1428535441690998e-16,6.5092388046922479e-19,4.9047491370267941e-19,1.1150371484406172e-18,7.5218635545119956e-25,2.5549188957394605e-21,2.474537992964792e-22,7.6758014619768873e-30,3.1079113259795481e-25,4.3445285723373376e-30,2.3184170810776374e-26,2.6805217188588687e-23,1.0787293440516379e-15,3.1667873192029753e-21,5.8051257397537965e-27,6.4053259662174891e-32,7.1338979039582929e-21,2.5050007491681822e-17,2.7299912091986526e-20,9.100062974360645e-25,6.1896314770379353e-27,6.9417350091636962e-24,4.8362950111362859e-23,3.179641761007414e-33
1.1126207524416305e-10,0.0034113196172889985,-4.1091695716247989e-20,-1.7382056834100559e-15,-7.0296508386428792e-15,4.9244577389825439e-16,1.5020072503263266e-12,3.0515792106750045e-19,1.7522446078720826e-28,3.4322625656072242e-21,5.3554544806142724e-31,9.6949110557855345e-15,8.4678675056321858e-15,3.8991733381466693e-18,8.7120708847167912e-20,-7.8912391665030247e-30,1.1064111073736565e-30,4.1515400117717954e-27,9.5189387113786124e-31,2.0848336375775967e-39,2.7354494991662373e-27,-9.011833971928961e-15,2.7433075206087023e-23,-1.4011134791752663e-16,2.6331047255432908e-13,2.5825569847026068e-23,1.2753696029461413e-19,2.1664872677746348e-16,1.9955103298482473e-38,-2.347899181959015e-21,-4.8552536090987931e-25,-9.8213725979226947e-33,3.0778282741092083e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897830034842798,0.10880298791386338,9.999999999999644e-05,1.5825497829943271e-08,9.4606071267790644e-08,8.3205079917568589e-08,5.2392796776754383e-14,1.1741421740421231e-08,7.1432522262112534e-11,3.4315498894931275e-10,2.5007059138817661e-16,4.7248298545880087e-18,3.1565411427318502e-15,7.5853962424509369e-13,5.3036972824316973e-09,1.805420787970169e-11,4.05350379316534e-21,7.4809928966296968e-19,8.8172780306088407e-23,9.5990465969050479e-21,5.8784882281858575e-09,8.7832885194184355e-23,1.3438073322254051e-24,3.6468552418740108e-26,1.6357246210889153e-28,8.7673320767934647e-30,2.5248951784328128e-12,2.6311896528313752e-13,1.1547930044026934e-16,7.6019934528881532e-17,1.2854130578307045e-17,8.0897086321089719e-21,1.405247216891176e-16,4.6136983431273218e-15,1.5182530018384079e-27,1.4504825698441645e-15,7.2606381800922817e-15,7.2571260044634631e-16,6.613793045843218e-19,4.9835431933072033e-19,1.135360617046374e-18,7.6589622208845105e-25,2.5885169340777704e-21,2.5214109161687026e-22,7.8211973116698082e-30,3.1490175985768426e-25,4.4268231012335345e-30,2.3507429567210028e-26,2.7305806944980817e-23,1.0933225254691371e-15,3.2096287684594097e-21,5.9497730260872729e-27,6.5649675171764063e-32,7.2304100390746889e-21,2.5564099489384416e-17,2.7736418294111993e-20,9.2455811207241984e-25,6.2886003449299538e-27,7.0528522298733726e-24,4.9476982008420255e-23,3.2829070078186382e-33
