Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825)
1.7024257000727852e-12,0.0021353607029194243,2.6730588705812953e-21,5.240435751331346e-17,2.7058469375754574e-15,2.6361857074485912e-21,3.448495979153691e-14,1.8394920328499432e-22,-3.9377189982209243e-30,7.9102590910943831e-17,-1.5478709685016388e-35,-7.9102594337202267e-17,6.432892842280479e-30,-1.9845475753235951e-18,4.2350866070659625e-25,-3.9410255087886862e-30,-2.9389313726383252e-35,-1.879105315460981e-28,-4.9100341353422134e-37,-1.1159993946035871e-42,7.4792366352371856e-31,-4.3219351326191625e-28,8.4571002614176861e-41,2.9997306270853731e-24,-2.1661857104540157e-36,8.133061294181889e-41,2.0729673145485074e-36,1.4084456545704658e-25,-1.661377935595799e-41,-8.8880946143423153e-37,5.7836879040786129e-33,-5.1759090800377116e-39,-2.9477599786263925e-61,0.88129999999999997,0.0,0.0,0.0,0.009889958314082908,0.10880299989579832,0.00010000000000000206,1.4305846585409724e-09,1.6681634743303333e-08,1.6635095170581146e-08,8.5164696349611898e-15,7.5342751751609379e-11,2.0811025227714304e-09,2.8815818742069495e-11,9.808309881001616e-19,2.5526588923982845e-19,5.0207096248885681e-19,8.0320213756698088e-15,1.9352906826379658e-09,1.8986869045235268e-13,1.7830538341218285e-21,7.730265656845513e-22,8.0126855428861723e-24,2.8813117377730505e-23,2.8178443356704901e-09
1.7037636433845902e-12,0.0021353607029190964,2.6779707631380776e-21,5.2500276602798733e-17,2.8372540414975674e-15,2.6410110203816555e-21,3.4524120282484682e-14,1.8431270872429665e-22,-3.9239139490527522e-30,2.2412245415327757e-17,-1.7265818832645492e-35,-2.2412248385885742e-17,6.377647251512626e-30,-1.9202544901538545e-18,4.1083055160243674e-25,-3.9272158984442058e-30,-2.9488750811229586e-35,-1.8818743047839741e-28,-4.9265545862408295e-37,-1.2675654068250547e-42,6.3746762871978631e-31,-4.4037376398918907e-28,8.4616717216170821e-41,2.5567196937907153e-24,-2.1809677482442503e-36,8.1425242249850085e-41,2.0760742157735658e-36,1.4104755815126292e-25,-1.6727188892621755e-41,-8.9258691261569622e-37,5.7868192758747602e-33,-4.4097758845300158e-39,-2.9562899853416655e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899582813484054,0.10880299989564496,0.000100000000000002,1.4317089566884713e-09,1.6694732032272096e-08,1.6648110251628025e-08,8.5231565802214593e-15,7.5460410412439576e-11,2.0813257767882398e-09,2.8851464923585351e-11,9.8236272788550821e-19,2.5558166458575453e-19,5.0329035007308184e-19,8.0446511858761145e-15,1.9373757358204113e-09,1.9016723020725099e-13,1.7852695407906069e-21,7.7485022573370089e-22,8.0262811342216599e-24,2.8886206937949124e-23,2.8208802394650632e-09
1.7049392651368648e-12,0.002135360702918809,2.6822510186878174e-21,5.2583846399932247e-17,2.8248318466958899e-15,2.6452150885799352e-21,3.4559002737791107e-14,1.8463248026567395e-22,-3.9231637450714797e-30,5.2836554931510861e-19,-1.7332243949416212e-35,-5.2836851176177183e-19,6.3801995693994726e-30,-1.9189029155191912e-18,4.1058365403297477e-25,-3.9264810469755154e-30,-2.9576238494034801e-35,-1.8843101773713924e-28,-4.9410919886741295e-37,-1.2381002943892692e-42,6.3550586543791437e-31,-4.4065388108619216e-28,8.4657335999315769e-41,2.5488515622279529e-24,-2.193924631119911e-36,8.150947667080811e-41,2.0788072160268472e-36,1.4122620792445892e-25,-1.6826594853875957e-41,-8.9592677131083232e-37,5.7896015348697779e-33,-4.3961390781380063e-39,-2.963801970707756e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899582525854724,0.10880299989551015,0.000100000000000002,1.432696853066267e-09,1.6706240172247268e-08,1.6659546250623956e-08,8.5290321618473971e-15,7.5563864718094531e-11,2.0815215113689661e-09,2.888279467709161e-11,9.8370954822940595e-19,2.5585920241358366e-19,5.0436336952367632e-19,8.0557564215600304e-15,1.9392080000984545e-09,1.904297324878484e-13,1.7872169449643272e-21,7.7645485790729463e-22,8.0382362049874503e-24,2.8950525364016247e-23,2.8235480745702098e-09
1.7061148868891393e-12,0.0021353607029185205,2.686470333066232e-21,5.2666202565091404e-17,2.784390436338382e-15,2.6493581030289155e-21,3.4594028900668624e-14,1.8495262131892771e-22,-3.9453830247006894e-30,-6.0776885829819086e-18,-1.7071672078177456e-35,6.0776855426120749e-18,6.3962098730654696e-30,-1.9328736039567154e-18,4.1336362659863671e-25,-3.9487209929271516e-30,-2.9663824153876603e-35,-1.8867641064154348e-28,-4.9556508204702322e-37,-1.2130237871531297e-42,6.5423701301021331e-31,-4.336200702393674e-28,8.4699161132502598e-41,2.6239774088586353e-24,-2.2069587628921209e-36,8.159460719274951e-41,2.0815473958198918e-36,1.4140513997725717e-25,-1.6926593381540079e-41,-8.9921133476623083e-37,5.792466268205729e-33,-4.5260236994893489e-39,-2.9713774041885057e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899582238225914,0.10880299989537524,0.00010000000000000201,1.4336847494389544e-09,1.6717748260748032e-08,1.6670982179133501e-08,8.5349077126512535e-15,7.5667389434722128e-11,2.0817168116850085e-09,2.8914132673744878e-11,9.8505728523679975e-19,2.5613681326517973e-19,5.0543796519309698e-19,8.0668693768090839e-15,1.9410404378266843e-09,1.9069241721291296e-13,1.7891648742413803e-21,7.7806172023715606e-22,8.0502002231027804e-24,2.9014940378958037e-23,2.8262161622252387e-09
1.7072905086414139e-12,0.002135360702918232,2.6906416934490675e-21,5.2747603492569425e-17,2.7517042864909303e-15,2.6534530626660117e-21,3.4629067141137822e-14,1.8527312874990757e-22,-3.9549508472289639e-30,-5.912197601767027e-18,-1.6762397511256846e-35,5.9121944711372416e-18,6.4124196607822793e-30,-1.9464966155350723e-18,4.1607488622307241e-25,-3.9583095063445654e-30,-2.9751508641952986e-35,-1.8892351420138975e-28,-4.970231027292826e-37,-1.1582504697877999e-42,6.7606339789957819e-31,-4.3016036012783311e-28,8.4742374965501606e-41,2.7115174615057239e-24,-2.2200230307258416e-36,8.1681310968789151e-41,2.0842949188220221e-36,1.4158434854928478e-25,-1.7026822969242198e-41,-9.0247117008487191e-37,5.795425942313829e-33,-4.6773761789485881e-39,-2.979013964923227e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899581950597174,0.10880299989524025,0.00010000000000000202,1.4346726458065795e-09,1.6729256341992609e-08,1.6682418037790432e-08,8.5407832577001582e-15,7.5770983929222963e-11,2.0819116825739569e-09,2.8945478830088612e-11,9.8640593066552106e-19,2.5641449640120985e-19,5.0651412420067754e-19,8.0779899824406482e-15,1.9428730470729007e-09,1.9095528274734287e-13,1.7911133270158136e-21,7.7967079425161916e-22,8.0621731081599647e-24,2.9079451188094204e-23,2.8288844996167966e-09
1.7096417521459628e-12,0.0021353607029176557,2.6989989615307488e-21,5.2910689762491101e-17,2.751569616994008e-15,2.6616572899113319e-21,3.4699004777534348e-14,1.8591499740555938e-22,-3.9622730747428913e-30,7.3723709115597031e-19,-1.66806825030539e-35,-7.3724026205949934e-19,6.4261122092114664e-30,-1.9528923003894723e-18,4.1737843971788569e-25,-3.9656658453733194e-30,-2.9927148287784676e-35,-1.8941827988838966e-28,-4.9994414109550659e-37,-1.1542112463542942e-42,6.8577680642529668e-31,-4.2772670039626208e-28,8.4829310693533585e-41,2.7504754606631981e-24,-2.2461557545655625e-36,8.1855022577915957e-41,2.0897957685209821e-36,1.4194341188751007e-25,-1.7227313924498787e-41,-9.0898731751321688e-37,5.8013800306425352e-33,-4.7446852156467822e-39,-2.9943234775022772e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899581375339295,0.10880299989497011,0.00010000000000000202,1.4366484385300139e-09,1.6752272544015835e-08,1.6705289592073978e-08,8.5525343660788313e-15,7.5978335774114386e-11,2.0823004249474292e-09,2.9008190158606781e-11,9.8910534170457192e-19,2.5697003112921983e-19,5.0867009507728173e-19,8.1002490498196577e-15,1.9465386647386005e-09,1.9148143582802868e-13,1.7950114533353851e-21,7.828941090044085e-22,8.0861395731259214e-24,2.9208696607794257e-23,2.8342217556109567e-09
1.7119929956505116e-12,0.002135360702917079,2.7074810594461917e-21,5.3076249909983823e-17,2.8257397485729976e-15,2.6699859697178005e-21,3.4768772876716881e-14,1.8655821045674497e-22,-3.9498581771229192e-30,5.9274857950969692e-18,-1.7270351986655849e-35,-5.9274888306185823e-18,6.4155676467245803e-30,-1.9324763506840814e-18,4.1338541819529207e-25,-3.9532757150685916e-30,-3.0103249860683559e-35,-1.8991073431392008e-28,-5.0287303293408366e-37,-1.2301273829219176e-42,6.53016734693678e-31,-4.3248146501847069e-28,8.49143001299964e-41,2.6190831829092197e-24,-2.2722693126673589e-36,8.202711457922385e-41,2.0952952376841722e-36,1.4230350312963519e-25,-1.7427657112497932e-41,-9.1552633695097913e-37,5.8072010715282101e-33,-4.5174075554566731e-39,-3.0095909886424469e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899580800080947,0.1088029998946997,0.000100000000000002,1.4386242312348272e-09,1.677528879134547e-08,1.6728160889437412e-08,8.5642854977169231e-15,7.6185944264218233e-11,2.0826875955828138e-09,2.9070931422113211e-11,9.9180809394583707e-19,2.5752583104296149e-19,5.108318270780251e-19,8.1225362575546782e-15,1.9502049101739692e-09,1.9200825397835341e-13,1.7989114938858712e-21,7.8612557151428031e-22,8.1101386513339891e-24,2.9338294973643893e-23,2.8395599256609827e-09
1.7143442391550605e-12,0.002135360702916501,2.7162113050723899e-21,5.3246734573674747e-17,2.9269892240302099e-15,2.6785623855806327e-21,3.4838507821162384e-14,1.8720286281245105e-22,-3.9380120040727671e-30,6.7261847507838579e-18,-1.8178210509435919e-35,-6.7261875677990862e-18,6.3945311201922893e-30,-1.90092185479449e-18,4.0719208777745256e-25,-3.9414502793830198e-30,-3.0279885760868721e-35,-1.9039692282826588e-28,-5.0581027323282555e-37,-1.350351794834376e-42,6.000796954434747e-31,-4.3783527289459157e-28,8.4994031815207328e-41,2.4067662438515206e-24,-2.2983153148041148e-36,8.2194554676544622e-41,2.100780624785097e-36,1.4266471978907284e-25,-1.7627480933669962e-41,-9.2213499506812346e-37,5.8126626781813396e-33,-4.1501868734634989e-39,-3.0246941977254232e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899580224822616,0.10880299989442895,0.00010000000000000196,1.4406000239196938e-09,1.6798305037754522e-08,1.6751031911604931e-08,8.5760366301822965e-15,7.6393827655778385e-11,2.0830730888845414e-09,2.9133704687926301e-11,9.9451442506295799e-19,2.5808191445624942e-19,5.1299973870843751e-19,8.144853608961904e-15,1.9538718255549618e-09,1.9253578454447037e-13,1.8028135674284377e-21,7.8936577196402358e-22,8.13417266298391e-24,2.9468271886947762e-23,2.8448990711766431e-09
1.7190467261641583e-12,0.0021353607029153433,2.7340315288283458e-21,5.3594829389725406e-17,2.9924628216107565e-15,2.6960736770732533e-21,3.4978544607384164e-14,1.8849659038117648e-22,-3.9298690458826478e-30,-1.2440341300680561e-20,-1.8767624021669122e-35,1.2437641621061568e-20,6.3944404896701613e-30,-1.8833502073840467e-18,4.0380140795046747e-25,-3.9333646780978892e-30,-3.0634651512003617e-35,-1.9136066520477235e-28,-5.1171001609641332e-37,-1.4154523149164051e-42,5.7166651557644803e-31,-4.4120724572929454e-28,8.5146315971588501e-41,2.2928082381066459e-24,-2.3503192332984206e-36,8.2524141802481669e-41,2.111743575867298e-36,1.4339071488403802e-25,-1.8026449067378519e-41,-9.3544799715031212e-37,5.8230951155204952e-33,-3.9529969639405423e-39,-3.0547233267477563e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899579074308193,0.10880299989388655,0.00010000000000000196,1.4445516092283638e-09,1.6844337303883982e-08,1.6796773113570603e-08,8.5995387815888861e-15,7.6810435906813306e-11,2.0838389825866646e-09,2.9259348759697282e-11,9.9993804216533367e-19,2.5919494536395017e-19,5.173545358299769e-19,8.1895805910041276e-15,1.961207690477509e-09,1.9359302660304199e-13,1.8106238748289597e-21,7.9587299067950258e-22,8.1823476187637427e-24,2.9729387761271189e-23,2.8555803240211602e-09
1.7237492131732561e-12,0.002135360702914183,2.752090389782748e-21,5.3947634376190534e-17,3.0012534361438083e-15,2.7138219216448455e-21,3.5119013045513495e-14,1.8979619959105749e-22,-3.9278506889454126e-30,-1.6703170846873694e-18,-1.8753583442495435e-35,1.6703143451195667e-18,6.4149605294180271e-30,-1.8876321943824885e-18,4.0472795792251513e-25,-3.9314112958798712e-30,-3.0991304876098347e-35,-1.9232089021655686e-28,-5.1764325385871761e-37,-1.4014495125532888e-42,5.8137795784893314e-31,-4.4219819643640491e-28,8.529611192515057e-41,2.3317583505321719e-24,-2.4022534919249179e-36,8.28518663233303e-41,2.1227229068066165e-36,1.441214688406455e-25,-1.8424878364996239e-41,-9.4884181239144943e-37,5.8333574859286107e-33,-4.0202307572736146e-39,-3.0847646694431039e-61,0.88129999999999997,0.0,0.0,0.0,0.009889957792379566,0.10880299989334288,0.00010000000000000196,1.448503194456027e-09,1.6890369378263533e-08,1.6842513198129537e-08,8.6230408338618217e-15,7.7228160368701281e-11,2.0845981578824008e-09,2.9385121840014994e-11,1.0053761909479928e-18,2.6030911912259688e-19,5.2173455480751683e-19,8.2344299910124943e-15,1.9685462388046016e-09,1.9465316188506673e-13,1.8184423416191326e-21,8.0241584812420597e-22,8.2306644226797872e-24,2.9992048120591078e-23,2.8662654840022741e-09
1.7284517001823539e-12,0.0021353607029130197,2.7703322771169281e-21,5.430404404539301e-17,3.0270436508868912e-15,2.7317515058062401e-21,3.5259682341030236e-14,1.9110170554455536e-22,-3.9272161419447704e-30,2.5035777184229953e-19,-1.8888547338446909e-35,-2.5036051252551078e-19,6.4306015074681048e-30,-1.887164783410029e-18,4.0471627931898482e-25,-3.9308399797345307e-30,-3.1349815773155885e-35,-1.932797845474872e-28,-5.2360994475847737e-37,-1.4020819455608334e-42,5.8165550238086507e-31,-4.4250634714115825e-28,8.5445125486212214e-41,2.3328715095735993e-24,-2.4541589410026414e-36,8.3178686855513511e-41,2.1337252876619361e-36,1.4485703821015982e-25,-1.8823082599827321e-41,-9.6227460586516184e-37,5.8435664063684479e-33,-4.0220329095677489e-39,-3.1148847683754799e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899576773284256,0.10880299989279796,0.00010000000000000196,1.4524547796026843e-09,1.6936401336398922e-08,1.6888252165424313e-08,8.6465428257478825e-15,7.7647000898877667e-11,2.085350671199064e-09,2.951102334828132e-11,1.0108288695549207e-18,2.614244305888074e-19,5.2613987160172321e-19,8.2794018072015136e-15,1.975887447997755e-09,1.9571619034607047e-13,1.8262689343786523e-21,8.0899443659136609e-22,8.2791230592104048e-24,3.0256257287795427e-23,2.876954518303254e-09
1.7378566742005495e-12,0.0021353607029106856,2.8072347216024001e-21,5.5025084709324399e-17,3.0715337186484329e-15,2.7680242616312424e-21,3.5541762201775692e-14,1.9373048640190546e-22,-3.9261937848210272e-30,3.8467250195315157e-20,-1.9128172373252915e-35,-3.8470000995385197e-20,6.4629163882895053e-30,-1.8873020001704877e-18,4.0490471274564965e-25,-3.929944429861505e-30,-3.2072360781594012e-35,-1.951972225343966e-28,-5.3564376522882271e-37,-1.399446257729516e-42,5.8412350104757718e-31,-4.4295084725835412e-28,8.5743732941893262e-41,2.3427700193033243e-24,-2.5579422245118507e-36,8.3831455737425269e-41,2.1558106143719063e-36,1.4634284756329e-25,-1.9619267084949886e-41,-9.8919430272140125e-37,5.8640240352107148e-33,-4.0389040728481141e-39,-3.1754652123131013e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899574472265175,0.10880299989170442,0.00010000000000000196,1.4603579496529831e-09,1.7028464863956749e-08,1.6979726748949734e-08,8.6935466120878774e-15,7.8488029435774694e-11,2.0868360184353038e-09,2.9763208477740101e-11,1.0217778067597479e-18,2.6365843855363594e-19,5.3502681924489531e-19,8.369712684753677e-15,1.9905777265424231e-09,1.9785092671287462e-13,1.8419462794996351e-21,8.2225931744317948e-22,8.3764657518809585e-24,3.0789345964041031e-23,2.8983440315886265e-09
1.747261648218745e-12,0.0021353607029083407,2.8446896381643594e-21,5.5756972268916727e-17,3.1152957504846429e-15,2.8048426885921797e-21,3.5824824334096125e-14,1.9638303716695924e-22,-3.9275366797107328e-30,-8.2107395120052032e-20,-1.9361682622595903e-35,8.2104632604234697e-20,6.4957203666582437e-30,-1.8877243254828846e-18,4.0514949494292878e-25,-3.9314142358989446e-30,-3.2802267122124569e-35,-1.9711438597963575e-28,-5.4781169171880137e-37,-1.3958171076273121e-42,5.8697569896569621e-31,-4.4268227164862433e-28,8.6043245342745838e-41,2.3542094540628839e-24,-2.6617303585182255e-36,8.4483838886044548e-41,2.1780047246762339e-36,1.4784841428733756e-25,-2.0415472784617692e-41,-1.0161571508402581e-36,5.8845436821854694e-33,-4.0584390755195371e-39,-3.2365100378654648e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899572171251057,0.10880299989060591,0.00010000000000000196,1.468261119379261e-09,1.7120527879629068e-08,1.7071196865107188e-08,8.7405501370510892e-15,7.9333520557199448e-11,2.0882954312976289e-09,3.0015899915367483e-11,1.0327848412778361e-18,2.6589693176206976e-19,5.4401594524824918e-19,8.4605132212444487e-15,2.0052783635445964e-09,1.9999723562948826e-13,1.8576556376326539e-21,8.356683205567685e-22,8.4743755939989675e-24,3.1328685965236365e-23,2.9197486271748087e-09
1.7566666222369406e-12,0.0021353607029059854,2.8826992473761205e-21,5.6499750194204996e-17,3.1614017693287726e-15,2.8422089734668431e-21,3.6108852546410642e-14,1.99059469888593e-22,-3.9279265832797062e-30,-1.3493189561399297e-20,-1.9620049350957734e-35,1.3490421795903787e-20,6.527563006440581e-30,-1.8873818692297131e-18,4.0524319216346709e-25,-3.9319307835241219e-30,-3.3539533431968064e-35,-1.990312260499982e-28,-5.601139810420782e-37,-1.3935479612053264e-42,5.8825330517230722e-31,-4.4258441348339137e-28,8.6343494094318033e-41,2.3593336037916245e-24,-2.7655269785147055e-36,8.5135933683670241e-41,2.2003070463202793e-36,1.4937402617122672e-25,-2.1211727612045238e-41,-1.0431532803900634e-36,5.9051138216983206e-33,-4.0670521759081079e-39,-3.298017664284613e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899569870241743,0.10880299988950243,0.00010000000000000196,1.4761642887815192e-09,1.721259039093089e-08,1.7162662514934163e-08,8.7875534044272388e-15,8.0183473225685822e-11,2.0897293451584641e-09,3.0269093103178182e-11,1.0438499596026644e-18,2.6813986983618101e-19,5.5310786534178217e-19,8.5518034146014612e-15,2.0199891851056009e-09,2.0215511702863336e-13,1.8733967238339952e-21,8.4922219205139523e-22,8.5728524746369297e-24,3.1874312214219281e-23,2.9411680518599341e-09
1.7660715962551362e-12,0.002135360702903619,2.9212731928208349e-21,5.7253609473048419e-17,3.2086264019272512e-15,2.8801327241682268e-21,3.6393851126627761e-14,2.0175989958508932e-22,-3.9279066965912708e-30,-4.5472816179514535e-22,-1.989273956144269e-35,4.5195888476245514e-22,6.5588475393206078e-30,-1.8866210872375296e-18,4.0525425652445533e-25,-3.9320373906431557e-30,-3.4284160896344788e-35,-2.0094744325342711e-28,-5.7255089182388658e-37,-1.3928424162636054e-42,5.8861957640293329e-31,-4.4256551394332318e-28,8.6644111851568005e-41,2.3608026217870101e-24,-2.8693260768180852e-36,8.5787575097585609e-41,2.2227160610876665e-36,1.5091997994601701e-25,-2.2007985454469719e-41,-1.0701828306300161e-36,5.9257093405398857e-33,-4.0693435745582292e-39,-3.3599773521032173e-61,0.88129999999999997,0.0,0.0,0.0,0.009889956756923713,0.10880299988839398,0.00010000000000000196,1.4840674578597569e-09,1.7304652401523975e-08,1.7254123699493694e-08,8.8345564161510849e-15,8.1037886378218208e-11,2.0911381996793535e-09,3.0522783403826149e-11,1.0549731478950879e-18,2.7038721169500772e-19,5.623032122801674e-19,8.6435832628798583e-15,2.0347100156135778e-09,2.0432457084556794e-13,1.8891692497440626e-21,8.6292169761850228e-22,8.6718962801813455e-24,3.2426260544843859e-23,2.9626020499476894e-09
1.7848815442915275e-12,0.002135360702898856,3.0001430833801086e-21,5.8795145763476804e-17,3.3044910141097476e-15,2.9576814823753444e-21,3.6966769321262064e-14,2.072331769429683e-22,-3.9273218317349455e-30,-9.1509379632595586e-20,-2.0454963185041625e-35,9.1506611814985278e-20,6.6207722180239619e-30,-1.8845471528756213e-18,4.0516731567047736e-25,-3.931705310559201e-30,-3.5795496993394186e-35,-2.0477711162595346e-28,-5.9782946378862201e-37,-1.3925611111391304e-42,5.8826191320253677e-31,-4.4262304505927964e-28,8.7245645471946803e-41,2.3593681214274538e-24,-3.0769209701240651e-36,8.7088928221297229e-41,2.2678509428624137e-36,1.5407402963181473e-25,-2.360042776772435e-41,-1.1243445254568981e-36,5.9669212154880654e-33,-4.0663622925931159e-39,-3.4852218822597672e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899562967241887,0.10880299988616228,0.00010000000000000196,1.4998737950441749e-09,1.7488774935524341e-08,1.743703267673691e-08,8.9285616802593725e-15,8.2760090208995926e-11,2.0938823163690252e-09,3.103163842503142e-11,1.0773936832655393e-18,2.7489495688960251e-19,5.810065310572762e-19,8.8286119173683499e-15,2.0641810701149494e-09,2.0869819550191878e-13,1.920807571205414e-21,8.9076044153214719e-22,8.8716842464865127e-24,3.3549255891202554e-23,3.0055128441458368e-09
1.8036914923279188e-12,0.00213536070289405,3.0813310216778352e-21,6.0382205861088792e-17,3.4011286774836319e-15,3.0375203903854704e-21,3.7543592211008497e-14,2.1280379470430446e-22,-3.9269337949487007e-30,7.9036898154965552e-20,-2.1016023739332263e-35,-7.9039664608959489e-20,6.6827923863521979e-30,-1.8822767070651727e-18,4.0504165416224502e-25,-3.9315699726572865e-30,-3.7336257686579305e-35,-2.0860240002585853e-28,-6.2364929400254753e-37,-1.3923631927331355e-42,5.8793783826707878e-31,-4.4263046858793414e-28,8.784687781290237e-41,2.3580683350161849e-24,-3.2844924036101443e-36,8.8387298070859721e-41,2.3134054912614254e-36,1.5731298626276559e-25,-2.5192626003927061e-41,-1.1786471455697173e-36,6.0081131035692585e-33,-4.0636104301739338e-39,-3.6122060874702612e-61,0.88129999999999997,0.0,0.0,0.0,0.009889955836526465,0.10880299988391078,0.00010000000000000196,1.5156801309325176e-09,1.7672895515823737e-08,1.7619923805329224e-08,9.0225659467257454e-15,8.450012355728973e-11,2.0965311722967038e-09,3.154242860568597e-11,1.1000463368307261e-18,2.7941984512490489e-19,6.0013097775504737e-19,9.0155991700357158e-15,2.0936901726261158e-09,2.1311810910159916e-13,1.952568344703571e-21,9.1919067507233693e-22,9.0737385857075757e-24,3.4697958456679625e-23,3.0484790376879409e-09
1.82250144036431e-12,0.0021353607028892015,3.164804638927413e-21,6.2014140398585509e-17,3.4921572083364226e-15,3.1196167802303891e-21,3.8124325586806689e-14,2.1847273131620145e-22,-3.926582706211113e-30,-3.6757278361825396e-19,-2.1543141923195534e-35,3.6757000969952119e-19,6.7458552260439661e-30,-1.8817612018005924e-18,4.052627237753122e-25,-3.9314721399570323e-30,-3.8906400924149777e-35,-2.1242422834632343e-28,-6.500123524190295e-37,-1.3866571655723044e-42,5.8972847219585326e-31,-4.4264821160549456e-28,8.8448381887364875e-41,2.3652501055297179e-24,-3.4920379562605496e-36,8.9683330812961483e-41,2.3593818661889938e-36,1.6063940192333944e-25,-2.6784561562370956e-41,-1.2330900606597081e-36,6.0493241786951238e-33,-4.0755221766014267e-39,-3.7409505294230262e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899553763304865,0.10880299988163956,0.00010000000000000196,1.5314864655247891e-09,1.785701417456279e-08,1.7802797094204039e-08,9.1165692321816208e-15,8.6257977489856006e-11,2.0990882244590995e-09,3.205511630833573e-11,1.1229309922909004e-18,2.8396154298115249e-19,6.1968190819981445e-19,9.2045450058321088e-15,2.1232359423358045e-09,2.1758431113095384e-13,1.9844492343513415e-21,9.482188415718409e-22,9.2780583438689715e-24,3.5872669609231936e-23,3.0914986200699563e-09
1.848343979380475e-12,0.002135360702882473,3.282962295888648e-21,6.432437289352784e-17,3.6172316636617538e-15,3.2358357781725694e-21,3.8928552490046188e-14,2.2642325408792971e-22,-3.9261652865187242e-30,-1.379045583621721e-19,-2.2250688260700778e-35,1.3790176983264462e-19,6.8330803385335174e-30,-1.8813240081331902e-18,4.0562001240912284e-25,-3.9314027549383694e-30,-4.1111444725999974e-35,-2.1767693092800174e-28,-6.871228185968e-37,-1.3785013986553752e-42,5.9326004770066583e-31,-4.4266413391766471e-28,8.928153282112458e-41,2.3794143461380447e-24,-3.7771616835328717e-36,9.1465308966985888e-41,2.4232588795644332e-36,1.6535626820237553e-25,-2.897144005753596e-41,-1.3081095742807885e-36,6.1064061622637179e-33,-4.0993130463543369e-39,-3.9209672700616437e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899547440809334,0.10880299987848713,0.00010000000000000194,1.5532024095485632e-09,1.8109967348178869e-08,1.8054013269252122e-08,9.2457165412151216e-15,8.8702095149079068e-11,2.1024574395873473e-09,3.2762514460573282e-11,1.1547497923304232e-18,2.9022810415957086e-19,6.4724762382159075e-19,9.4673270308267654e-15,2.1638856286585031e-09,2.237958015083136e-13,2.0284414329854154e-21,9.8908659849348435e-22,9.5624609042404652e-24,3.7529531801090147e-23,3.1506858593226571e-09
1.8741865183966403e-12,0.0021353607028756646,3.404961596549551e-21,6.67098861876667e-17,3.7284805202859669e-15,3.3558418976466121e-21,3.9740180398648191e-14,2.3456365078547051e-22,-3.9272471383298177e-30,4.9874518313205722e-19,-2.284029411670233e-35,-4.9874801746126893e-19,6.9240718828741038e-30,-1.8859026043364301e-18,4.0696805951571318e-25,-3.9328344172394336e-30,-4.3371784859077312e-35,-2.2293726490906823e-28,-7.252694111421761e-37,-1.3544142433780897e-42,6.0431984936007401e-31,-4.4227968422259708e-28,9.0125133895865517e-41,2.4237723783177268e-24,-4.0623232967651822e-36,9.3252484362039498e-41,2.4879680010633456e-36,1.7024866611024196e-25,-3.1158488380960731e-41,-1.3833478480704709e-36,6.1642037301858438e-33,-4.175311246590042e-39,-4.1047862315070121e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899541118344144,0.10880299987529764,0.00010000000000000197,1.574918351125968e-09,1.8362917046926886e-08,1.830519580998506e-08,9.3748620758519602e-15,9.1179811009368482e-11,2.1056672766000177e-09,3.3473337300968615e-11,1.1870059992583173e-18,2.9652500370030437e-19,6.7564176699752143e-19,9.733805889791472e-15,2.2045989717136988e-09,2.3009466080683388e-13,2.0726506116872295e-21,1.0311109768804282e-21,9.8511353855647548e-24,3.9236794953853231e-23,3.2099657852460035e-09
