Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825)
3.413792340445357e-08,0.0021351986828025645,1.310152185727762e-12,7.8199287343460432e-09,1.838463102477666e-11,2.2124080318636777e-08,4.4273275780105767e-06,9.9315384452918864e-07,1.3922645844896753e-27,5.5500425273713232e-29,3.9282136597566219e-21,1.5137876121608064e-18,1.7495974281458718e-19,1.1944252105269742e-12,3.2607094011905211e-17,2.0845740512884836e-21,2.6441863311836077e-19,4.6469597002761158e-16,4.8364322866648605e-17,1.488613531356169e-39,7.6197421764916665e-30,-9.4626709633478673e-26,1.3098392927394394e-35,3.0388274322460792e-23,1.3619475935552919e-27,5.0989979585676866e-26,3.0892766246905123e-22,1.2406662985130638e-08,5.8385665042087065e-35,-7.2092785309689326e-27,1.5932017967849032e-27,6.1369559532948512e-29,7.1178507998747495e-37,0.88129999999999997,0.0,0.0,0.0,0.0090723530396864972,0.10872165516415615,9.9999998805027295e-05,2.6608736658298126e-05,0.00028307948347464497,0.00021933379902366323,1.4443143967475736e-10,5.8002972438641904e-05,1.9997887821967586e-09,9.4166484154568527e-07,7.5512609711137959e-13,8.3418549391971159e-15,1.6945042909045418e-05,1.6857615935669474e-05,5.2982574219139728e-05,6.5295908570606382e-05,1.9951153643144636e-14,5.4453448468491864e-10,6.7316639095758849e-13,3.4525306997019213e-08,7.7561946723949667e-05
3.436881172940176e-08,0.0021351974066499864,1.3265207792683767e-12,7.9181864572897186e-09,1.8490335814137165e-11,2.2619923233671319e-08,4.4710279840897346e-06,1.0165225645024233e-06,1.4902746382541035e-27,6.3254141605370845e-30,4.1240031860800264e-21,1.5974159474671704e-18,1.8320412862277052e-19,1.2223853159084409e-12,3.3914706963853936e-17,2.2056197062105148e-21,2.7567971414176848e-19,4.8339947813406472e-16,5.0969332904512405e-17,1.4765135464516526e-39,7.602043959919753e-30,-8.2933040144913166e-26,1.4121882001810329e-35,3.0306819891845262e-23,1.4442764083770954e-27,5.3592232222632818e-26,3.260184366383919e-22,1.2796711420452892e-08,6.2983294770151212e-35,-7.6766711602454377e-27,1.5978167021582534e-27,6.5407464672846884e-29,7.7156586377917438e-37,0.88129999999999997,0.0,0.0,0.0,0.0090670852479184626,0.1087209894264486,9.9999998777044457e-05,2.6775045863198778e-05,0.00028455894366433159,0.00022041400301399654,1.4518548042399098e-10,5.8288615568713307e-05,1.9986899940418795e-09,9.4658124459407377e-07,7.5884481312242693e-13,8.3854075061633351e-15,1.7252265378986517e-05,1.7151961781957535e-05,5.3324359575742011e-05,6.6099687383867848e-05,2.0298575491581977e-14,5.5410232628946973e-10,6.8623347249347672e-13,3.5411026717573769e-08,7.806517812786091e-05
3.459970005434995e-08,0.00213519612733446,1.3429699495469672e-12,8.0169494413788337e-09,1.8595741493466782e-11,2.3122607002687042e-08,4.5146917273940985e-06,1.0402403421518811e-06,1.5943072763720227e-27,-7.0886902424433044e-29,4.3278201440719214e-21,1.6849593253141712e-18,1.9176453788517022e-19,1.2507697751082785e-12,3.5267314651619907e-17,2.33267142599293e-21,2.8731981916869822e-19,5.026904488241834e-16,5.3692558042513227e-17,1.4712558397219296e-39,7.5433131976144008e-30,-7.5426181643376986e-26,1.5226566168548403e-35,3.006201908032853e-23,1.53091774523107e-27,5.6305016342766994e-26,3.4391162551721032e-22,1.3195917086549465e-08,6.7903748147606354e-35,-8.0909678607690542e-27,1.6024011765314836e-27,6.9741015692572566e-29,8.35853256614173e-37,0.88129999999999997,0.0,0.0,0.0,0.0090618223273356072,0.10872032187867137,9.9999998748636517e-05,2.6941179412167023e-05,0.00028603201728289633,0.00022148828999752823,1.4593625212743604e-10,5.8572686407645974e-05,1.9975922389447057e-09,9.5147633359187648e-07,7.6254305987091512e-13,8.4287712599655115e-15,1.7562563135998833e-05,1.7449193921971643e-05,5.3665930375551653e-05,6.6907181265224728e-05,2.0649395206367686e-14,5.6376473036796292e-10,6.9945501694164715e-13,3.6312740552708571e-08,7.8568133006957293e-05
3.483058837929814e-08,0.002135194844855809,1.3594993378644278e-12,8.1162155166678801e-09,1.8700849327612067e-11,2.3632154261343207e-08,4.5583153879106003e-06,1.0643087165487287e-06,1.7046771369710614e-27,2.0319498096447512e-29,4.5399179727771979e-21,1.7765664938960416e-18,2.0065011318842366e-19,1.2795808112537267e-12,3.6666179367149186e-17,2.4659746452425969e-21,2.9934791576675862e-19,5.2258146970557969e-16,5.6538298766862876e-17,1.4705868687855129e-39,7.5175793017314143e-30,-6.6788269369874716e-26,1.6417191016077012e-35,2.9950557406886555e-23,1.6220615785389792e-27,5.9132023641712441e-26,3.6263794197589338e-22,1.360441669269644e-08,7.3166950232230585e-35,-8.4630677896256595e-27,1.6069467698619211e-27,7.4391010302565592e-29,9.0494814707637678e-37,0.88129999999999997,0.0,0.0,0.0,0.0090565642926558991,0.10871965252218031,9.9999998719801225e-05,2.7107137477352381e-05,0.00028749870614484753,0.00022255666384321708,1.4668375573269333e-10,5.8855186025392625e-05,1.9964955201677636e-09,9.5635011471325865e-07,7.662208512862888e-13,8.4719462552982539e-15,1.7875935469697799e-05,1.7749313258971489e-05,5.4007286812971308e-05,6.7718367757831977e-05,2.1003613770796226e-14,5.7352173187955272e-10,7.1283152964691476e-13,3.7230607789964872e-08,7.9070811621772096e-05
3.506147670424633e-08,0.0021351935592131993,1.3761085881271924e-12,8.2159824941998029e-09,1.8805657190199023e-11,2.4148586992098609e-08,4.6018955886468117e-06,1.0887291892030096e-06,1.8217115099254386e-27,1.0045330771726605e-29,4.7605553405160471e-21,1.8723907626832352e-18,2.0987016284147455e-19,1.3088206124200167e-12,3.811258889746768e-17,2.6057824820022674e-21,3.1177306964833123e-19,5.4308523399528258e-16,5.9510968025820157e-17,1.4745377059467659e-39,7.522628961828617e-30,-5.720518025789489e-26,1.7699133496525112e-35,2.9963490664806048e-23,1.7179045345838833e-27,6.2077030776365785e-26,3.8222898333013933e-22,1.4022347558056455e-08,7.879384620902629e-35,-8.7939329934259984e-27,1.611458934787971e-27,7.9379524832483756e-29,9.7916867547095007e-37,0.88129999999999997,0.0,0.0,0.0,0.009051311158300818,0.10871898135847191,9.9999998690536413e-05,2.7272920231114087e-05,0.00028895901234872977,0.00022361912872548011,1.4742799233276342e-10,5.9136115572766029e-05,1.9953998409086104e-09,9.6120259508041646e-07,7.6987820235069051e-13,8.5149325552544227e-15,1.8192381441827835e-05,1.8052320503209268e-05,5.4348429082945406e-05,6.8533224449389605e-05,2.1361231940445403e-14,5.8337335941818339e-10,7.2636350829823142e-13,3.8164787673344606e-08,7.9573214233647741e-05
3.552325335414272e-08,0.0021351909784362265,1.4095652683630193e-12,8.4170104049787606e-09,1.9014367188090585e-11,2.520219365259379e-08,4.6889123126603832e-06,1.138632252548657e-06,2.0771505801809251e-27,1.448573368566151e-31,5.2285091198018209e-21,2.0773249957262334e-18,2.2935172420608792e-19,1.3685950921687437e-12,4.1153319193249141e-17,2.9059630721963936e-21,3.3785127632473658e-19,5.8598225656535217e-16,6.585530254121651e-17,1.4963579270011029e-39,7.6351999663009882e-30,-3.5301647192815078e-26,2.0561500414017419e-35,3.0403778397060096e-23,1.9245079953246744e-27,6.833657268159901e-26,4.2413605382155706e-22,1.4887055183597904e-08,9.1227877311954256e-35,-9.3075399822541204e-27,1.6205098338391022e-27,9.0467253971196442e-29,1.1443499732009472e-36,0.88129999999999997,0.0,0.0,0.0,0.0090408196468266915,0.10871763361605968,9.9999998630709405e-05,2.7603960494772801e-05,0.00029186048653480839,0.00022572634975475921,1.4890666958474922e-10,5.9693269445378511e-05,1.9932116134218683e-09,9.7084368657504067e-07,7.7713164837692036e-13,8.6003393615752146e-15,1.883448946100989e-05,1.8667000630468228e-05,5.5030071902871203e-05,7.0173859002291601e-05,2.2086669027594453e-14,6.0336057646848728e-10,7.538958173311256e-13,4.0082722046818012e-08,8.0577192497744183e-05
3.598503000403911e-08,0.0021351883850058186,1.4433372135482194e-12,8.6200156285429263e-09,1.9221870819676371e-11,2.6283590061050883e-08,4.7757157371655387e-06,1.1899608010752848e-06,2.3635195280533035e-27,-4.1112774070416004e-29,5.7338556806829604e-21,2.3010755731477573e-18,2.5028696912773884e-19,1.4301100279994099e-12,4.4400319670432947e-17,3.2353957908951244e-21,3.6562884501285454e-19,6.3148504585899906e-16,7.2763143013146203e-17,1.5401170159756986e-39,7.7708165141249717e-30,-1.7178930610554377e-26,2.3865067810282499e-35,3.0941170588267927e-23,2.1524388632329628e-27,7.5115573164931628e-26,4.6990367845634931e-22,1.5791150002629551e-08,1.0539555149531507e-34,-9.60922098364098e-27,1.6297068592570905e-27,1.0320892773560041e-28,1.3343157372894976e-36,0.88129999999999997,0.0,0.0,0.0,0.009030347902503965,0.10871627866612593,9.9999998569138526e-05,2.79343015859331e-05,0.00029473646214189553,0.00022780999239326738,1.5037229544938459e-10,6.0244158796914428e-05,1.991027580797964e-09,9.8039968345326065e-07,7.8430353818015282e-13,8.6849923466689334e-15,1.948887527594533e-05,1.9293236235737315e-05,5.5710860405150603e-05,7.1828906531836079e-05,2.2825708088234331e-14,6.237264865443815e-10,7.8205577581514781e-13,4.2067816324278283e-08,8.1580069905338532e-05
3.6446806653935495e-08,0.002135185778929369,1.4774217104849942e-12,8.8249806455117454e-09,1.9428161213218785e-11,2.7392929031830383e-08,4.8622803945214545e-06,1.2427255008873474e-06,2.6839529890999715e-27,2.4173592876270526e-29,6.2788552432954896e-21,2.5450285961122091e-18,2.7275633415773622e-19,1.493381674500437e-12,4.7864825720449516e-17,3.5963957848227075e-21,3.9518165636181061e-19,6.7969865563866063e-16,8.0273961195532603e-17,1.5994019869054807e-39,7.8108216060400547e-30,-1.0331023354885733e-26,2.7665042448918554e-35,3.1098416750873802e-23,2.4035246902286255e-27,8.2447384117256757e-26,5.1981782099735145e-22,1.6735750920234572e-08,1.2150618614638881e-34,-9.7597251067532596e-27,1.6390366364421499e-27,1.1783432065138503e-28,1.5523148982255798e-36,0.88129999999999997,0.0,0.0,0.0,0.00901989603029703,0.10871491652551911,9.9999998505807391e-05,2.8263944890381433e-05,0.00029758696586120028,0.00022987010064585208,1.5182488374027023e-10,6.0788795641877857e-05,1.9888477663364601e-09,9.898706757474643e-07,7.9139402817419102e-13,8.7688923080986677e-15,2.0155523463687333e-05,1.993102626080425e-05,5.6390796167585412e-05,7.3498189401266243e-05,2.3578347215318199e-14,6.4447109599131038e-10,8.1084709533022795e-13,4.4121341756746046e-08,8.2581848574471379e-05
3.690858330383188e-08,0.0021351831602181557,1.5118161140469098e-12,9.0318879966318679e-09,1.963323986069568e-11,2.8530353168534441e-08,4.9485815179029813e-06,1.2969364120112306e-06,3.0418395671712614e-27,-2.0367758856847614e-29,6.8658554745389808e-21,2.8106448196708281e-18,2.968429571416889e-19,1.5584257252539037e-12,5.155850309034442e-17,3.9914167281989796e-21,4.2658701886276693e-19,7.3072958137103436e-16,8.8429176527923242e-17,1.6650874569553112e-39,7.8115542665857764e-30,-7.8698730066263494e-27,3.202262642973355e-35,3.1099569615795313e-23,2.6797162352277577e-27,9.0366814137978219e-26,5.7418017698508505e-22,1.772198527990614e-08,1.3979054836255949e-34,-9.846749712566321e-27,1.6483929223298116e-27,1.3460095764072902e-28,1.8019600358143459e-36,0.88129999999999997,0.0,0.0,0.0,0.0090094641305817191,0.1087135472132072,9.9999998440700129e-05,2.8592891796728539e-05,0.00030041202871597562,0.00023190672313864785,1.5326445048874772e-10,6.1327193217717112e-05,1.9866721923312346e-09,9.9925676795018154e-07,7.984032906940408e-13,8.8520401715244596e-15,2.0834415151427461e-05,2.0580366693394809e-05,5.7069880775640029e-05,7.5181530755470197e-05,2.4344581017197261e-14,6.655943136492165e-10,8.4027336784465167e-13,4.6244567819841839e-08,8.3582530634672677e-05
3.737035995372827e-08,0.0021351805288888775,1.5465178475732937e-12,9.2407202429766137e-09,1.9837098060006058e-11,2.9695994969066087e-08,5.0345950436239109e-06,1.3526029885331789e-06,3.4408351626368294e-27,3.7009339757661671e-29,7.4972923716050836e-21,3.099463163927215e-18,3.2263269597714864e-19,1.6252573138297972e-12,5.5493454810769048e-17,4.423056296842156e-21,4.5992361212162008e-19,7.8468566798961079e-16,9.7272203979002991e-17,1.7329941103890659e-39,7.7695888196630554e-30,-9.1658447506461687e-27,3.700717930765569e-35,3.0929467240728055e-23,2.9830935121757158e-27,9.8910155987939975e-26,6.3330872121674915e-22,1.8750988395339446e-08,1.6050258557237364e-34,-9.9299821817415202e-27,1.6576701064741283e-27,1.5379694546225151e-28,2.0872615934018682e-36,0.88129999999999997,0.0,0.0,0.0,0.008999052299204861,0.10871217075023003,9.9999998373801466e-05,2.8921143696225898e-05,0.00030321168598264765,0.00023391991302176423,1.5469101390357151e-10,6.1859365958943764e-05,1.9845008800834883e-09,1.0085580787511545e-06,8.0533151365897427e-13,8.9344369883741362e-15,2.152552808806056e-05,2.1241250617359688e-05,5.7748115822091864e-05,7.6878754543407767e-05,2.5124400677076905e-14,6.8709595248921909e-10,8.7033806686924716e-13,4.8438761850842797e-08,8.4582118226454693e-05
3.783213660362466e-08,0.002135177884962353,1.5815244059685296e-12,9.4514599840188002e-09,2.0039738825466927e-11,3.0889976953432461e-08,5.1202976112715891e-06,1.4097340804790835e-06,3.8848774128435039e-27,-5.1231426583754442e-29,8.1756908837478859e-21,3.4131023938138023e-18,3.5021411189915797e-19,1.693891016329973e-12,5.9682226905045453e-17,4.8940613543353393e-21,4.9527142626773568e-19,8.4167601469544302e-16,1.0684849624804758e-16,1.8010418627818913e-39,7.7900997418838454e-30,-5.0470713488503666e-27,4.2698056740423367e-35,3.101004973193207e-23,3.3158716608801335e-27,1.0811520998712801e-25,6.9753821872376449e-22,1.9823903078002749e-08,1.8392117740546057e-34,-1.001032952541236e-26,1.666874565509312e-27,1.757440013907464e-28,2.4126633303185017e-36,0.88129999999999997,0.0,0.0,0.0,0.008988660627551345,0.10871078715964944,9.9999998305096632e-05,2.9248701982584056e-05,0.00030598597710561359,0.00023590972786559407,1.5610459432733988e-10,6.238532946957454e-05,1.9823338499164077e-09,1.0177747407532716e-06,8.1217890021375606e-13,9.0160839333268414e-15,2.2228836720453609e-05,2.1913668267455253e-05,5.8425502906681377e-05,7.8589685538100925e-05,2.5917794017838188e-14,7.0897573140007791e-10,9.0104454882811233e-13,5.0705188704260598e-08,8.5580613500803535e-05
3.8293913253521045e-08,0.002135175228463856,1.616833356481904e-12,9.6640898328380399e-09,2.0241152445957362e-11,3.2112411782314004e-08,5.2056665634164394e-06,1.4683379359229265e-06,4.3782005375302028e-27,-8.8917275501586848e-31,8.9036654445930261e-21,3.7532641963448167e-18,3.7967849105922479e-19,1.7643408539592362e-12,6.4137813370948827e-17,5.4073327164621264e-21,5.3271170577163359e-19,9.0181088743542976e-16,1.1720558123425238e-16,1.8730808643411577e-39,7.8643221685045752e-30,2.2349576174603196e-27,4.9184421016108042e-35,3.1307370556991455e-23,3.6804064126344915e-27,1.1802130529682707e-25,7.6722069275781131e-22,2.0941879213570197e-08,2.1035194709977375e-34,-1.0035608317604354e-26,1.6761092323648064e-27,2.008004583815018e-28,2.7830768152549991e-36,0.88129999999999997,0.0,0.0,0.0,0.0089782892026043139,0.10870939646650432,9.9999998234571449e-05,2.9575568051811749e-05,0.0003087349456209205,0.00023787622956802522,1.5750521419745871e-10,6.2905100498463252e-05,1.9801711211883184e-09,1.0269069002180622e-06,8.1894566840749703e-13,9.0969823020584956e-15,2.2944312261631492e-05,2.2597607078496892e-05,5.9102043635802678e-05,8.0314149354361117e-05,2.6724745560258137e-14,7.3123327679052961e-10,9.3239605429437912e-13,5.3045110447027446e-08,8.6578018618729764e-05
3.875568990341743e-08,0.0021351725594232927,1.6524423429134e-12,9.8785924475302441e-09,2.0441342773510248e-11,3.3363402408780689e-08,5.2906799448691491e-06,1.5284222038847467e-06,4.9253536591069762e-27,-7.1529972350001312e-29,9.6839206371689644e-21,4.1217350357169332e-18,4.1111982636509152e-19,1.8366202964980514e-12,6.8873662512739639e-17,5.9659313902840805e-21,5.7232687630386478e-19,9.6520160575737361e-16,1.2839311004280496e-16,1.9571751643532315e-39,8.1059171725084938e-30,2.1548820068591819e-26,5.6565540610533499e-35,3.2279302531680254e-23,4.0792013130313767e-27,1.2866932736116314e-25,8.427260361382878e-22,2.2106073224989417e-08,2.4012961467106578e-34,-9.9111414074917555e-27,1.6855664895794282e-27,2.293653730679217e-28,3.203928378046829e-36,0.88129999999999997,0.0,0.0,0.0,0.0089679381070203491,0.10870799869775462,9.9999998162212243e-05,2.9901743302013907e-05,0.00031145863906055824,0.00023981948423782722,1.5889289799719685e-10,6.341869690830794e-05,1.978012712309122e-09,1.0359547167465795e-06,8.2563205079016535e-13,9.1771335084148505e-15,2.3671922776382739e-05,2.3293051747090281e-05,5.9777739622116184e-05,8.2051972471437718e-05,2.754523659606631e-14,7.5386812460350279e-10,9.6439570953406249e-13,5.5459785973510262e-08,8.7574335750705923e-05
3.921746655331382e-08,0.0021351698778743593,1.6883490821038106e-12,1.0094950420983242e-08,2.0640291749328424e-11,3.4643042208233112e-08,5.3753165016846437e-06,1.5899939372204718e-06,5.5312160247036488e-27,1.0187842760591165e-28,1.0519251685251598e-20,4.5203913300473102e-18,4.4463486717921002e-19,1.9107422655474732e-12,7.3903681975570884e-17,6.5730838896868427e-21,6.1420048180002079e-19,1.0319604469651504e-15,1.4046289600607564e-16,2.0613343971758039e-39,8.0761709051878483e-30,1.3140071859860287e-26,6.4946261170390188e-35,3.2163984305872558e-23,4.5149139727373493e-27,1.4010174034340343e-25,9.2444253311519378e-22,2.3317647628232178e-08,2.7362017597045093e-34,-9.698853558335883e-27,1.695123629191046e-27,2.6188220384785297e-28,3.6812017080208616e-36,0.88129999999999997,0.0,0.0,0.0,0.0089576074191917605,0.1087065938822349,9.9999998088005936e-05,3.0227229133226719e-05,0.00031415710887330471,0.00024173956209841961,1.6026767221518802e-10,6.3926137650087249e-05,1.9758586407539085e-09,1.0449183630153613e-06,8.3223829407978073e-13,9.2565390820724509e-15,2.4411633251811635e-05,2.3999984282720973e-05,6.0452592484233099e-05,8.3802982251560913e-05,2.8379245248395602e-14,7.7687972198553901e-10,9.9704652778896716e-13,5.795047069140003e-08,8.8569567076208499e-05
3.967924320321021e-08,0.002135167183855199,1.7245513790196318e-12,1.0313146534684848e-08,2.0838026562490759e-11,3.5951415111601738e-08,5.4595556789168087e-06,1.6530595961116015e-06,6.2010122246385643e-27,-1.5707600554168404e-28,1.1412544818826597e-20,4.9511957926322085e-18,4.8032299836818507e-19,1.9867191382905631e-12,7.9242243216133449e-17,7.2321874472089984e-21,6.5841712099727221e-19,1.1022005511535254e-15,1.5346895084378335e-16,2.1490036997457667e-39,8.2345431491729222e-30,2.2425338661368519e-26,7.4445619266278152e-35,3.2804789147376658e-23,4.990362304913333e-27,1.5236260754904353e-25,1.0127773601506775e-21,2.4577770601424302e-08,3.112230263053615e-34,-9.4775757152341368e-27,1.704868397303016e-27,2.9884271885571795e-28,4.2214824721516289e-36,0.88129999999999997,0.0,0.0,0.0,0.0089472972133079302,0.10870518205060993,9.9999998011939965e-05,3.0552026947259895e-05,0.00031683041034730869,0.00024363653739364205,1.616295653058227e-10,6.4427442738013201e-05,1.9737089230763756e-09,1.0537980245181864e-06,8.3876465883633045e-13,9.3352006662509707e-15,2.5163405666379607e-05,2.4718384058135069e-05,6.1126603846413177e-05,8.5567006957296693e-05,2.9226746531465548e-14,8.0026742893286308e-10,1.030351410564943e-12,6.0518416224214081e-08,8.9563714783279043e-05
4.0141019853106595e-08,0.0021351644774077884,1.7610471121654971e-12,1.0533163425115809e-08,2.1034505980984892e-11,3.7288595746373885e-08,5.5433776183510046e-06,1.7176250522406282e-06,6.9403284094736726e-27,2.9703100481096903e-28,1.2366777543051371e-20,5.4162083789228821e-18,5.1828640672038683e-19,2.0645627515358751e-12,8.490418559753812e-17,7.9468152692583341e-21,7.0506238172148441e-19,1.1760358239102855e-15,1.6746751919692398e-16,2.2638988165396656e-39,7.8481053327122063e-30,-1.7123498153711031e-26,8.5186749709678975e-35,3.1254635066445331e-23,5.5085309113925414e-27,1.6549761100803703e-25,1.1081570992743763e-21,2.5887615549622047e-08,3.5337336776514228e-34,-9.3957492742757318e-27,1.7142237442763034e-27,3.407910906073113e-28,4.8320060892813459e-36,0.88129999999999997,0.0,0.0,0.0,0.0089370075594195787,0.10870376323532813,9.9999997934002309e-05,3.0876138147538914e-05,0.00031947860252997599,0.00024551048829135293,1.6297860764825635e-10,6.4922633223900858e-05,1.9715635749228704e-09,1.0625938992988205e-06,8.4521141912809515e-13,9.4131200153457153e-15,2.5927199060506645e-05,2.5448227861252769e-05,6.1799775338261946e-05,8.7343875768400338e-05,3.0087712412059534e-14,8.2403051998614828e-10,1.0643131489831966e-12,6.3164870117301108e-08,9.0556781068084374e-05
4.060279650300298e-08,0.0021351617585781075,1.7978342638560627e-12,1.0754984152485445e-08,2.1229793198668301e-11,3.8654649590080832e-08,5.6267631543446078e-06,1.7836955936598647e-06,7.7551329283712358e-27,-5.9281815276464435e-28,1.3385018846997e-20,5.9175741762360086e-18,5.5862979153923875e-19,2.144284406443791e-12,9.0904820386053948e-17,8.7207220846156064e-21,7.5422277033479801e-19,1.2535808326968464e-15,1.8251711359791403e-16,2.3168123225854341e-39,8.5109939553311141e-30,4.7273884987441499e-26,9.7324224830600681e-35,3.3918255822991226e-23,6.07257791065652e-27,1.795540713091129e-25,1.2110282558309028e-21,2.7248360645702853e-08,4.005448161097965e-34,-9.2988919464960068e-27,1.7239564011638297e-27,3.8832878666900438e-28,5.5207105360654668e-36,0.88129999999999997,0.0,0.0,0.0,0.008926738523506764,0.10870233747057366,9.9999997854181488e-05,3.1199564138939648e-05,0.00032210174814341569,0.00024736149678082105,1.6431483150313843e-10,6.5411731169915372e-05,1.9694226110472659e-09,1.0713061976688784e-06,8.5157886217684738e-13,9.4902989924282123e-15,2.670296961168196e-05,2.6189489950674002e-05,6.2472108594412889e-05,8.9133418799119762e-05,3.0962111875175535e-14,8.4816818604432696e-10,1.0989344252422112e-12,6.5891075532392565e-08,9.1548768134455021e-05
4.106457315289937e-08,0.002135159027415962,1.8349108928262899e-12,1.0978591601438316e-08,2.1423811544935199e-11,4.0049633128852177e-08,5.7096938106943205e-06,1.8512759301433587e-06,8.6517909786103746e-27,-1.1181064207922254e-28,1.4470429340412375e-20,6.4575425915376158e-18,6.014607267195842e-19,2.2258948734745928e-12,9.7259934451671426e-17,9.5578497676781507e-21,8.0598563932377518e-19,1.3349507016107487e-15,1.9867854820756206e-16,2.3917019228496753e-39,1.0087274912599025e-29,1.7696445013696059e-25,1.110332042246438e-34,4.0269882649427365e-23,6.6858419485110324e-27,1.9458096677673114e-25,1.3218578051181455e-21,2.8661188369486933e-08,4.5325225070536109e-34,-8.2819631942380048e-27,1.7355539198422962e-27,4.4212006436002968e-28,6.2962925943204548e-36,0.88129999999999997,0.0,0.0,0.0,0.0089164901675492202,0.1087009047922166,9.9999997772466472e-05,3.1522306327623871e-05,0.00032469991349772919,0.00024918964856912953,1.6563827096824469e-10,6.5894759621055798e-05,1.9672860453263395e-09,1.079935141918572e-06,8.5786728799962942e-13,9.5667395666839275e-15,2.749067071025803e-05,2.6942142111945886e-05,6.3143605254211118e-05,9.0935467115176139e-05,3.1849910990646269e-14,8.7267953620578338e-10,1.1342178141133145e-12,6.8698270945500379e-08,9.2539678193425534e-05
4.152634980279576e-08,0.0021351562839748922,1.8722751286905174e-12,1.1203968350013848e-08,2.1616574464851485e-11,4.147359401835455e-08,5.7921517959162118e-06,1.9203701990375505e-06,9.6370837999040597e-27,-1.8715340612730865e-29,1.5626261286023754e-20,7.0384679799212222e-18,6.468895045129553e-19,2.3094043978437223e-12,1.0398579346507375e-16,1.0462332915006125e-20,8.6043911437424075e-19,1.4202610069881797e-15,2.1601496994619823e-16,2.6481154806017183e-39,1.1165669753865314e-29,2.2473570721513456e-25,1.2648419732457635e-34,4.4648126734694418e-23,7.3518492820206197e-27,2.1062895111118397e-25,1.4411337394229782e-21,3.0127285057567433e-08,5.1205455285788334e-34,-5.9709500516372057e-27,1.749320377323328e-27,5.0289750322965378e-28,7.1682674023189869e-36,0.88129999999999997,0.0,0.0,0.0,0.008906262549595638,0.1086994652377648,9.9999997688846905e-05,3.1844366120880339e-05,0.00032727316840592841,0.00025099503297925632,1.6694896193493388e-10,6.6371742578069366e-05,1.9651538907749282e-09,1.0884809660327912e-06,8.640770090561265e-13,9.6424438108970586e-15,2.829025303397373e-05,2.7706153713225158e-05,6.3814266961407877e-05,9.2749852749846067e-05,3.2751072979023016e-14,8.9756359959005152e-10,1.1701657844377443e-12,7.1587689857889238e-08,9.3529513462790818e-05
4.1988126452692145e-08,0.0021351535283120455,1.9099251725881737e-12,1.1431096654881878e-08,2.1808029854941957e-11,4.2926571244895115e-08,5.8741199982553255e-06,1.9909819715029296e-06,1.0718229631460298e-26,1.8107426639949861e-27,1.6855858531934029e-20,7.6628162578005116e-18,6.9502916571293731e-19,2.3948227052642861e-12,1.1109914457040021e-16,1.1438504299519765e-20,9.1767202205393428e-19,1.5096276752430235e-15,2.3459188667659269e-16,2.9062062517185615e-39,8.0387442268203178e-30,-1.5124732291042908e-25,1.4381548347337705e-34,3.2127401347911094e-23,8.0743208362740695e-27,2.2775036938353748e-25,1.5693655986062687e-21,3.1647840468488618e-08,5.7755753585693958e-34,-4.995827712212284e-27,1.7617201017018914e-27,5.7146661133879202e-28,8.1470304811823052e-36,0.88129999999999997,0.0,0.0,0.0,0.0088960557238316005,0.10869801884631718,9.99999976033128e-05,3.2165744926973162e-05,0.00032982158610097548,0.00025277774285082413,1.6824694204568174e-10,6.6842704971093093e-05,1.9630261595607868e-09,1.0969439154142402e-06,8.7020834990551616e-13,9.7174138989979277e-15,2.9101664620469457e-05,2.8481491759768039e-05,6.4484095363868523e-05,9.4576408719003504e-05,3.3665558276038367e-14,9.2281932712080239e-10,1.206780700608976e-12,7.4560560522546927e-08,9.4518276166681637e-05
