Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093)
6.793121148005954e-11,0.0034687643843879083,9.7101887522208205e-17,1.388612652641589e-12,1.8641218915411669e-12,7.698284735318707e-16,3.8249356170585445e-11,4.1581637879508579e-17,-2.1677164863403084e-29,3.2408273927964263e-20,3.6682649260510323e-32,-3.0700482316766312e-20,5.9943930802303582e-27,1.8430937737439366e-17,2.6040690767971806e-21,-2.4809256853620141e-29,2.1457324341999255e-30,8.3693804569659423e-26,8.5565680177624698e-32,1.3916972563589878e-40,1.4415854769121186e-22,6.0756280646659838e-27,1.9290502816517342e-18,3.1616579643985782e-23,7.3695587404912956e-11,1.5584429684511447e-19,5.6851038078755193e-22,5.4473116738623253e-19,-4.540312383761266e-38,1.0665824299421903e-32,3.0229439760287811e-21,3.1551638214217812e-28,7.8086671129869518e-38,0.88129999999999997,0.0,0.0,0.0,0.0098864014086009651,0.10880293925894426,9.9999999999981506e-05,1.2864839511367254e-07,1.0070056674930424e-06,9.4907099442835565e-07,2.4850633040967777e-13,5.9121587845723059e-08,1.0237523573433618e-08,1.5808447194809674e-09,6.2175774596158701e-16,1.1586248229565488e-17,8.0529338352488628e-14,1.8209747177112446e-11,5.4360754878680672e-07,4.2890981326396728e-10,1.2546841901312919e-19,1.4103869839630557e-16,3.5956477158382303e-20,8.7342901158743471e-18,8.9847662538187334e-07,9.3590327989185797e-20,8.6677182506129811e-22,2.1087240590631126e-22,5.7690504364017358e-25,6.1800958336498805e-26,3.1466982922747419e-10,7.3667589890568846e-11,1.7560770909741324e-14,1.0427866948122308e-14,1.8808195318648598e-15,1.0967718220130144e-17,8.6113095628220792e-22,5.5771440366738595e-12,1.0291482003251991e-24,6.913092883035523e-14,6.1724875053916879e-13,1.1543812471843428e-13,4.539529691069535e-17,2.9289866576041158e-17,9.4545785198834373e-17,1.1498936677489498e-23,3.0125430264702467e-18,1.4518358030267557e-19,2.1488776285805939e-27,1.8295903551567013e-21,1.2346989593042702e-27,1.0685121451292655e-22,8.503036395466937e-20,1.5191439685879799e-14,3.9379735032979251e-20,1.1937068200699444e-23,2.6448222111600571e-28,7.9521584464743548e-20,6.8024817470027919e-16
6.888727209419487e-11,0.0034687643801531573,9.9548370415161811e-17,1.4222194939873628e-12,1.8794001624151247e-12,8.005964049214322e-16,3.9307684149366458e-11,4.3843155625342033e-17,-2.162430505915174e-29,2.0260668800943206e-19,3.7883630033266069e-32,-2.0076854313533154e-19,6.0817868995323692e-27,1.8845324933393187e-17,2.715895962376675e-21,-2.4823065657308971e-29,2.2571969260630131e-30,8.6453525722074384e-26,9.0822130706197538e-32,1.5429933899272061e-40,1.5035566220447798e-22,5.9948887251008813e-27,1.9837577810082148e-18,3.0559055478461774e-23,7.6660894807609877e-11,1.6445923051772643e-19,6.085672573614592e-22,5.7433944170116215e-19,-4.598153471336327e-38,1.1010367796556259e-32,3.1528616898423542e-21,3.3513984646897023e-28,8.5028019279873706e-38,0.88129999999999997,0.0,0.0,0.0,0.0098863507736484581,0.10880293803392981,9.9999999999981099e-05,1.3045847677970243e-07,1.021172474326787e-06,9.6204790450783117e-07,2.5200238057905959e-13,6.0323036193596886e-08,1.0237474577169938e-08,1.6033435970619606e-09,6.3439289492414325e-16,1.1751145896328963e-17,8.4323986641160789e-14,1.8727337140453898e-11,5.5131004625575867e-07,4.4106438726682433e-10,1.2751581111607964e-19,1.4686219178718034e-16,3.6850454650331175e-20,9.0748658547246782e-18,9.1120767586088241e-07,9.86149658440135e-20,9.2475679229048754e-22,2.2534099057235077e-22,6.2520431528711957e-25,6.6943051099763359e-26,3.2255945337578173e-10,7.663176579266432e-11,1.8268670875381172e-14,1.0850818815006779e-14,1.8983101757837379e-15,1.168009754671883e-17,8.436826135765315e-22,5.7331004933403218e-12,1.1002081189332754e-24,6.9966118619767051e-14,6.2944272148593021e-13,1.1933580795042735e-13,4.693236876359808e-17,3.0280933666724238e-17,9.8062126566701716e-17,1.1926603788264671e-23,3.0962263922889685e-18,1.5043601329300342e-19,2.2266194693030304e-27,1.8805851792643374e-21,1.2793677514692711e-27,1.1019352911624665e-22,8.8536752140056913e-20,1.5601292692465181e-14,4.0442193942729411e-20,1.2597657546681541e-23,2.7912264541176298e-28,8.1667116019039097e-20,7.0882832512553768e-16
6.984333270833019e-11,0.003468764375906624,1.0201819343454628e-16,1.4560992262347845e-12,1.8945446094136348e-12,8.3214870839800943e-16,4.0380026632624898e-11,4.6195543822817518e-17,-2.1586688589942545e-29,-3.0572791098439855e-19,3.9158028647826538e-32,3.0766893715048296e-19,6.1594174568242583e-27,1.9144638866341571e-17,2.8309138867654354e-21,-2.48138816794535e-29,2.3726443826561968e-30,8.9267431971352336e-26,9.6317780346163023e-32,1.7214039236087625e-40,1.5672735761182414e-22,6.0433295756589663e-27,2.0392202824961047e-18,3.1289196686718868e-23,7.9699974613345485e-11,1.734175624291901e-19,6.5082173887301351e-22,6.0512316730251961e-19,-4.6557849253396867e-38,1.1356590663611454e-32,3.2864374611463401e-21,3.5569948366423888e-28,9.2519175709937419e-38,0.88129999999999997,0.0,0.0,0.0,0.0098863001389435171,0.10880293680543453,9.9999999999980774e-05,1.322685443004489e-07,1.0353391283794768e-06,9.7502104737600258e-07,2.5549839296801135e-13,6.1527951477271674e-08,1.0237425581142865e-08,1.6258422320129226e-09,6.4706450428377335e-16,1.1916041784820375e-17,8.8239025892556195e-14,1.9252223889722264e-11,5.5901249990640094e-07,4.5338869672114138e-10,1.2957057355826167e-19,1.5283804636861097e-16,3.7755244330370142e-20,9.4237802614316051e-18,9.2393866332215577e-07,1.0383321584944505e-19,9.856997037743103e-22,2.4057692984585719e-22,6.767776772211632e-25,7.2432161603000624e-26,3.3052264427559328e-10,7.9669685807797238e-11,1.8994215952532802e-14,1.1284380976905395e-14,1.9156818478076475e-15,1.2428179180544102e-17,8.5502544055222574e-22,5.8911178637852582e-12,1.175072991813549e-24,7.0803209141421942e-14,6.4171458806189022e-13,1.2330997155990832e-13,4.849968231598121e-17,3.1291487120953663e-17,1.0165498408460926e-16,1.2363576989396594e-23,3.1810252389287014e-18,1.5579309210692447e-19,2.3059101848712555e-27,1.9322620311726784e-21,1.3249264938416169e-27,1.1359740810004732e-22,9.2137875560803535e-20,1.6015914707252684e-14,4.1517015827586318e-20,1.3285298027413128e-23,2.9436276449575738e-28,8.3837614065322961e-20,7.3817373447835028e-16
7.079939332246551e-11,0.003468764371648734,1.0451118161375972e-16,1.4902488672564602e-12,1.909495514292637e-12,8.6449407479671619e-16,4.1466876481067648e-11,4.8641185816436699e-17,-2.1547853647359076e-29,3.141032718055142e-20,4.045024285996824e-32,-2.9360471041434787e-20,6.2381715102886804e-27,1.945527936056112e-17,2.9491203412117751e-21,-2.4807211109331784e-29,2.4921614070716935e-30,9.2128405504573898e-26,1.0205927342320456e-31,1.9070700492712428e-40,1.6327602862855576e-22,6.0799769807676749e-27,2.0954373716997196e-18,3.1806273874053735e-23,8.2813507509787959e-11,1.8272774159364253e-19,6.9536095522183021e-22,6.3711215124443157e-19,-4.7132287457226336e-38,1.1709069412533054e-32,3.4237214089450875e-21,3.7722706826647603e-28,1.0054127446801899e-37,0.88129999999999997,0.0,0.0,0.0,0.0098862495044857203,0.10880293557358117,9.9999999999980476e-05,1.340785976759952e-07,1.0495056300737234e-06,9.8799054640223638e-07,2.589943676807138e-13,6.2736210367611473e-08,1.0237376585352428e-08,1.6483406242224909e-09,6.5977127703658113e-16,1.2080935894223494e-17,9.2276406705227339e-14,1.9784409265289186e-11,5.6671490973895111e-07,4.6588273806771959e-10,1.3163270810842451e-19,1.5896793312371682e-16,3.867093014178955e-20,9.7811314705627404e-18,9.3666958776958372e-07,1.0924974990100994e-19,1.0497056361797408e-21,2.5660940080835349e-22,7.3179687682750126e-25,7.8286494898432296e-26,3.3855867817250256e-10,8.27820303602539e-11,1.9737569335448521e-14,1.172865235506861e-14,1.9331913585345508e-15,1.3213237720735691e-17,8.6382831707073149e-22,6.0511925898133132e-12,1.2538898692539273e-24,7.1642410230032957e-14,6.5406382767687564e-13,1.2736110047055144e-13,5.0097429829624525e-17,3.2321650742627271e-17,1.0532489612527476e-16,1.2809921759064031e-23,3.2669387397790072e-18,1.6125506909605879e-19,2.38675351037346e-27,1.9846204043911541e-21,1.3713773325226225e-27,1.17063282384308e-22,9.5834965505009736e-20,1.643528067606657e-14,4.2604135737628458e-20,1.4000716293925463e-23,3.1021869200299271e-28,8.6032947440049363e-20,7.6829322807811575e-16
7.175545393660084e-11,0.0034687643673799408,1.070271373359931e-16,1.5246650905405263e-12,1.9242588145514263e-12,8.9764113227192367e-16,4.2568232589850793e-11,5.1182509509595434e-17,-2.1507413948253406e-29,-3.8864096430775334e-20,4.1761971376584946e-32,4.1028861065708496e-20,6.3174870110082794e-27,1.9777894571687695e-17,3.0705582078799067e-21,-2.4802409271540846e-29,2.6158323061925672e-30,9.503623969942625e-26,1.0805403654685746e-31,2.100345321449807e-40,1.7000406988506088e-22,6.1024055030237464e-27,2.1524086418809335e-18,3.2183323755544727e-23,8.600216819640986e-11,1.9239828471095204e-19,7.4227393814718635e-22,6.7033649373482818e-19,-4.7704863264152906e-38,1.2067770203584476e-32,3.5647636278133703e-21,3.9975496811102607e-28,1.0912885022581755e-37,0.88129999999999997,0.0,0.0,0.0,0.009886198870275073,0.10880293433848927,9.999999999998015e-05,1.3588863690642474e-07,1.0636719794062342e-06,1.0009565210633271e-06,2.6249030471638771e-13,6.3947693426838162e-08,1.0237327589798477e-08,1.6708387738335939e-09,6.7251195710254643e-16,1.2245828225585865e-17,9.6438078921529206e-14,2.03238951078816e-11,5.7441727575362696e-07,4.7854650774922359e-10,1.3370221670040916e-19,1.6525351390323966e-16,3.9597597955568597e-20,1.0147018289153747e-17,9.4940044920705064e-07,1.1486928788577254e-19,1.1168815764337648e-21,2.7346819536125848e-22,7.9043939221471466e-25,8.4524871479569281e-26,3.4666683853686938e-10,8.5969473888407476e-11,2.0498892782457852e-14,1.218373099985985e-14,1.9506702721670811e-15,1.4036572129470292e-17,8.6993144908925331e-22,6.2133211187117139e-12,1.3368090045014652e-24,7.2483877156162451e-14,6.6648997400657255e-13,1.3148967686133133e-13,5.1725802456981186e-17,3.3371547623730472e-17,1.0907239807981613e-16,1.3265703212816258e-23,3.35396608076673e-18,1.6682218699378253e-19,2.4691530385370076e-27,2.0376597991078415e-21,1.4187223318161345e-27,1.2059158345124302e-22,9.9629252544263853e-20,1.6859365662210705e-14,4.370348902748487e-20,1.4744647382580389e-23,3.2670672756671039e-28,8.8252985594698492e-20,7.9919558974190252e-16
7.271151455073616e-11,0.003468764363100626,1.0956586001743225e-16,1.5593445320633315e-12,1.9388301255177644e-12,9.31598462023718e-16,4.3684138938806519e-11,5.3821974648713774e-17,-2.1464435253087903e-29,2.8114109425608639e-20,4.3088525756777536e-32,-2.5825521510636208e-20,6.3987277585516939e-27,2.0122852697437046e-17,3.1952668701885964e-21,-2.4802335475880433e-29,2.7437417424620189e-30,9.7992812665938802e-26,1.1430954942888426e-31,2.2998438738109685e-40,1.7691387469317361e-22,6.1020644649030663e-27,2.2101336858264739e-18,3.2201803323876303e-23,8.926662482468092e-11,2.0243778254262012e-19,7.9165183230240491e-22,7.048266168309483e-19,-4.8275535779011606e-38,1.2432198016224792e-32,3.7096141855322788e-21,4.2331621019089959e-28,1.1831184440859296e-37,0.88129999999999997,0.0,0.0,0.0,0.0098861482363115476,0.10880293310027396,9.9999999999979812e-05,1.3769866199182085e-07,1.0778381764066161e-06,1.0139190866617838e-06,2.6598620408228323e-13,6.5162285390157338e-08,1.0237278594480942e-08,1.69333668095963e-09,6.85285332287273e-16,1.241071877973861e-17,1.0072599154513382e-13,2.087068325822855e-11,5.8211959795064577e-07,4.9138000220886724e-10,1.3577910117095123e-19,1.7169644053489336e-16,4.0535335706015198e-20,1.0521540281426956e-17,9.6213124763843374e-07,1.2069660296419116e-19,1.1873366299464105e-21,2.9118378956561034e-22,8.5288913831474123e-25,9.1166804122820014e-26,3.5484641671332387e-10,8.9232684285123868e-11,2.1278346481739034e-14,1.2649714009360107e-14,1.9681503073831912e-15,1.489950838018938e-17,8.7076394301508998e-22,6.3774999038079988e-12,1.4239842178744715e-24,7.332758056620154e-14,6.7899258225759564e-13,1.3569618005739179e-13,5.3384990203927107e-17,3.4441300120713879e-17,1.1289802206952919e-16,1.3730986068519063e-23,3.4421064597504634e-18,1.7249467822485862e-19,2.5531122095101925e-27,2.0913797232183933e-21,1.4669634683573477e-27,1.2418273484717084e-22,1.0352196625672899e-19,1.7288144858073565e-14,4.4815011386422052e-20,1.5517835575138511e-23,3.4384337589656136e-28,9.0497598656536552e-20,8.3088955769056992e-16
7.366757516487149e-11,0.0034687643588111813,1.1212714818587793e-16,1.5942838216491385e-12,1.9532211504825479e-12,9.6637460489025083e-16,4.4814542000847165e-11,5.6562071948067327e-17,-2.1420553585420278e-29,-9.9920682349520281e-26,4.4437009205956397e-32,2.4179107811659022e-21,6.4806263066146286e-27,2.0476716475236005e-17,3.3232942786561511e-21,-2.4803962413754406e-29,2.8759764555101488e-30,1.010007326850926e-25,1.208336985544331e-31,2.5080878386613214e-40,1.840078355147432e-22,6.093150417349536e-27,2.2686120980221751e-18,3.2084865496608259e-23,9.2607539700724315e-11,2.1285489200272223e-19,8.4358770077302323e-22,7.4061323120389674e-19,-4.884424543075027e-38,1.280110672665071e-32,3.8583231257747072e-21,4.4794442042048134e-28,1.281352522879296e-37,0.88129999999999997,0.0,0.0,0.0,0.0098860976025951959,0.10880293185904696,9.9999999999979446e-05,1.3950867293226687e-07,1.0920042210240166e-06,1.0268783548517879e-06,2.6948206576584084e-13,6.6379874639967083e-08,1.0237229599399821e-08,1.7158343456432151e-09,6.9809022875245033e-16,1.2575607556994074e-17,1.0514209277458666e-13,2.1424775557200679e-11,5.8982187633022469e-07,5.0438321789003983e-10,1.3786336339324541e-19,1.7829835586350905e-16,4.148423312640697e-20,1.0904797708453928e-17,9.7486198306760469e-07,1.2673651663161199e-19,1.2611818221442922e-21,3.097872817918762e-22,9.1933594285867243e-25,9.8232443147473201e-26,3.6309671105119911e-10,9.2572323600149688e-11,2.2076089219815182e-14,1.3126697631573956e-14,1.985619488375067e-15,1.5803396940596315e-17,8.6965618276459943e-22,6.543725403865521e-12,1.5155725771021418e-24,7.4173453123270363e-14,6.9157121128790873e-13,1.3998108690300935e-13,5.5075182089402347e-17,3.5531029955483711e-17,1.1680229729585752e-16,1.4205834688919071e-23,3.5313590854107501e-18,1.7827276620888845e-19,2.6386343301547927e-27,2.1457796912437546e-21,1.5161026421978927e-27,1.2783715871239836e-22,1.0751433524371215e-19,1.7721593571857709e-14,4.5938638803942158e-20,1.6321033479825591e-23,3.6164532639562593e-28,9.2766657359142661e-20,8.6338382923568415e-16
7.462363577900681e-11,0.003468764354511985,1.1471080532202246e-16,1.6294796757299031e-12,1.9674327945006143e-12,1.0019780562955306e-15,4.5959420907826428e-11,5.9405326104270623e-17,-2.1379089582659922e-29,8.3079327710820744e-21,4.5812205257715526e-32,-5.7573702375544721e-21,6.5623380788432926e-27,2.0832433047655621e-17,3.4546860476846593e-21,-2.480905610096105e-29,3.0126259603861997e-30,1.0406159094958596e-25,1.2763459485924871e-31,2.7265248934987989e-40,1.9128834342575937e-22,6.105696128496595e-27,2.3278434726878047e-18,3.1993912601314725e-23,9.6025567708727364e-11,2.2365835404861131e-19,8.9817708137987065e-22,7.7772741583404251e-19,-4.9410995405872647e-38,1.3174387277003167e-32,4.0109404613912906e-21,4.736739973081259e-28,1.386423348785499e-37,0.88129999999999997,0.0,0.0,0.0,0.0098860469691260527,0.10880293061491537,9.9999999999979107e-05,1.4131866972784611e-07,1.1061701132293424e-06,1.0398344327470182e-06,2.7297788975985512e-13,6.760035409775063e-08,1.0237180604555168e-08,1.7383317678364871e-09,7.1092552039553655e-16,1.2740494557001469e-17,1.0968832973930742e-13,2.1986173845855566e-11,5.9752411089258161e-07,5.1755615123582493e-10,1.399550052149015e-19,1.850608912859482e-16,4.2444382183675061e-20,1.1296891740961359e-17,9.875926554984285e-07,1.3299391270265906e-19,1.3385306513055872e-21,3.2931057459954483e-22,9.8997734422479201e-25,1.0574277078877501e-25,3.7141702876486807e-10,9.5989046464123211e-11,2.2892278003513357e-14,1.36147770351713e-14,2.0030915668991153e-15,1.6749619817473368e-17,8.6835640421068925e-22,6.7119940846020259e-12,1.6117353497556212e-24,7.502143579958875e-14,7.0422541058749673e-13,1.4434487106388782e-13,5.6796565877841256e-17,3.6640858041451645e-17,1.2078574925622998e-16,1.4690312986272079e-23,3.6217231795202597e-18,1.8415666316379094e-19,2.7257225415350892e-27,2.2008592258651975e-21,1.5661416581257244e-27,1.315552772385839e-22,1.11607586787546e-19,1.8159687259492227e-14,4.7074307652511665e-20,1.7155004364419588e-23,3.8012950491201157e-28,9.5060033209476012e-20,8.9668704949936749e-16
7.557969639314213e-11,0.003468764350203381,1.173166510297249e-16,1.6649290702495608e-12,1.9814877011955241e-12,1.0384172809683998e-15,4.7118728489184692e-11,6.235429150669536e-17,-2.1337229028552485e-29,-7.9787318964426887e-21,4.7216824063793784e-32,1.0663482891303588e-20,6.6432308522522694e-27,2.1181751498074841e-17,3.5894881689041185e-21,-2.4810114233443947e-29,3.1537814804662822e-30,1.0717527102501298e-25,1.3472043115050184e-31,2.9570670819443028e-40,1.9875778820101197e-22,6.1138634984818162e-27,2.3878274048053194e-18,3.2017057710056677e-23,9.952135688424093e-11,2.3485698725206723e-19,9.5551784978757886e-22,8.1620059239642118e-19,-4.9975807621350828e-38,1.3552450339328597e-32,4.1675161764582151e-21,5.005400690589345e-28,1.4987029528999314e-37,0.88129999999999997,0.0,0.0,0.0,0.0098859963359041476,0.10880292936798223,9.9999999999978782e-05,1.4312865237864196e-07,1.1203358529897041e-06,1.0527874233967518e-06,2.7647367605619658e-13,6.8823620748129098e-08,1.0237131609947034e-08,1.7608289474650999e-09,7.2379012384440875e-16,1.2905379779215896e-17,1.1436664853252677e-13,2.2554879965392736e-11,6.0522630163793381e-07,5.3089879868881794e-10,1.4205402849290902e-19,1.9198566757700269e-16,4.341587683821767e-20,1.169792442331076e-17,1.0003232649347626e-06,1.3947373383355474e-19,1.4194989466315585e-21,3.4978633233587146e-22,1.065018282260327e-24,1.1371956818843265e-25,3.7980668520945699e-10,9.9483500661654928e-11,2.372706819744632e-14,1.4114046392888952e-14,2.0205630312191976e-15,1.7739588723533236e-17,8.6891100080487393e-22,6.8823024182254789e-12,1.7126377864299835e-24,7.5871496585689569e-14,7.1695471857680935e-13,1.4878800318554567e-13,5.8549328144948882e-17,3.7770904525007841e-17,1.2484890002904278e-16,1.5184484457003068e-23,3.7131979757731416e-18,1.9014657128783027e-19,2.8143798364132044e-27,2.2566178570430409e-21,1.6170822357175662e-27,1.3533751355654396e-22,1.158029469394275e-19,1.8602401514164563e-14,4.8221954660423424e-20,1.8020521454207447e-23,3.993130581664707e-28,9.7377598433071889e-20,9.3080781510444679e-16
7.653575700727746e-11,0.0034687643458857333,1.1994451033234067e-16,1.7006290729098805e-12,1.9953741250676585e-12,1.0757007065444319e-15,4.8292503670429873e-11,6.541155162892028e-17,-2.129491364336036e-29,6.6140167910820154e-21,4.8647610965477494e-32,-3.7917453537099592e-21,6.7240233323294009e-27,2.1531686300336463e-17,3.7277411155695414e-21,-2.4810823103404862e-29,3.2995346078159781e-30,1.1034120006187364e-25,1.420994478871865e-31,3.1987472507523838e-40,2.0641855836152084e-22,6.1167800886833145e-27,2.4485634881459231e-18,3.2042612923833565e-23,1.0309554909404494e-10,2.4645968015309335e-19,1.0157100423855449e-21,8.5606449415710537e-19,-5.0538691303984803e-38,1.3935246879581195e-32,4.3281002287325106e-21,5.2857843837250967e-28,1.6185356906010098e-37,0.88129999999999997,0.0,0.0,0.0,0.00988594570292947,0.10880292811834695,9.9999999999978402e-05,1.4493862088473774e-07,1.1345014403238908e-06,1.065737426312108e-06,2.7996942465948683e-13,7.0049575112776907e-08,1.0237082615575423e-08,1.7833258845021436e-09,7.3668299292473989e-16,1.3070263223440129e-17,1.191789942579848e-13,2.3130895757150877e-11,6.1292844856649876e-07,5.4441115669147099e-10,1.4416043507958073e-19,1.990742958855885e-16,4.4398812779700165e-20,1.2107998620789191e-17,1.0130538113804583e-06,1.4618097705348471e-19,1.5042046869586905e-21,3.7124792567479802e-22,1.1446706580170781e-24,1.2218536862810623e-25,3.882650030340122e-10,1.0305632781093323e-10,2.4580613687045302e-14,1.4624598980425648e-14,2.0380410380402164e-15,1.8774742745647811e-17,8.6958212282001888e-22,7.0546468828633815e-12,1.8184488354532913e-24,7.6723646861277226e-14,7.2975867368895483e-13,1.5331095110441625e-13,6.0333654355712752e-17,3.8921288836610519e-17,1.2899226860164202e-16,1.5688412221596078e-23,3.8057827180089614e-18,1.9624268406396093e-19,2.9046090785548794e-27,2.3130551210324259e-21,1.6689260204315964e-27,1.3918429221913309e-22,1.2010164069627326e-19,1.9049712053656179e-14,4.9381516878966486e-20,1.8918367066083948e-23,4.1921333454515862e-28,9.9719225907742081e-20,9.6575467864727997e-16
7.749181762141278e-11,0.0034687643415593746,1.2259421142238683e-16,1.7365768077907574e-12,2.009103258126198e-12,1.1138367222255152e-15,4.948073389554655e-11,6.8579720586746296e-17,-2.1251898012651178e-29,-6.4830891504087351e-21,5.0104695582458738e-32,9.4459181889759859e-21,6.8046437416346081e-27,2.1880881361168888e-17,3.8694883504608148e-21,-2.4809493599947985e-29,3.4499768386461211e-30,1.1355905664301476e-25,1.4978000514788745e-31,3.4523263515462815e-40,2.142730413419169e-22,6.1125233571949415e-27,2.510051317585662e-18,3.2070646035885852e-23,1.0674878020587949e-10,2.5847538937380248e-19,1.0788558394319029e-21,8.973511595533157e-19,-5.1099632222445524e-38,1.4322540987474809e-32,4.4927425500756874e-21,5.5782557764381246e-28,1.746313028111828e-37,0.88129999999999997,0.0,0.0,0.0,0.0098858950702020217,0.10880292686610574,9.999999999997805e-05,1.4674857524621681e-07,1.1486668752223988e-06,1.0786845376535573e-06,2.8346513556737426e-13,7.127812106297371e-08,1.023703362144033e-08,1.8058225789543955e-09,7.4960311668867926e-16,1.3235144889723835e-17,1.2412731100332123e-13,2.3714223062476354e-11,6.2063055167849426e-07,5.5809322168628725e-10,1.4627422683817426e-19,2.0632837795546054e-16,4.5393287329741213e-20,1.2527218022589027e-17,1.0257842948393611e-06,1.5312069335580063e-19,1.5927679809361302e-21,3.9372942804784622e-22,1.2291533758774243e-24,1.3116346345943972e-25,3.9679131195239489e-10,1.0670816353339041e-10,2.5453066919266522e-14,1.5146527201144398e-14,2.0555159355816428e-15,1.9856548081652644e-17,8.7070696698531299e-22,7.2290239624565194e-12,1.9293411279030693e-24,7.7577882020969449e-14,7.426368215111784e-13,1.5791417989746286e-13,6.2149728878764098e-17,4.0092129701090397e-17,1.3321637093653085e-16,1.620215903264643e-23,3.8994766600749822e-18,2.0244518672712137e-19,2.9964130096459369e-27,2.3701705601778365e-21,1.7216745875814986e-27,1.4309603717758202e-22,1.2450489207138231e-19,1.9501594717661856e-14,5.055293167547665e-20,1.9849332453336069e-23,4.3984788065653153e-28,1.0208478914954118e-19,1.0015361496488928e-15
7.844787823554811e-11,0.003468764337224624,1.2526557728680945e-16,1.7727693248838455e-12,2.0226624126893593e-12,1.1528336695328148e-15,5.0683453136947211e-11,7.1861443988779318e-17,-2.1209153947519803e-29,7.8884161706649587e-21,5.1586562296973597e-32,-4.7805853580131937e-21,6.8855124567954691e-27,2.2234614304664716e-17,4.0147709391089717e-21,-2.481051603690762e-29,3.6051999746207293e-30,1.1682915576045749e-25,1.5777057233493819e-31,3.7172068564726864e-40,2.2232362338126964e-22,6.1097550128594948e-27,2.5722904874150576e-18,3.2045479695522227e-23,1.1048167999183758e-10,2.7091314074397245e-19,1.1450596335094222e-21,9.4009293853320806e-19,-5.1658622977384069e-38,1.4714057262301234e-32,4.6614930457937806e-21,5.8831865095716406e-28,1.8824332915833519e-37,0.88129999999999997,0.0,0.0,0.0,0.0098858444377218028,0.1088029256113513,9.9999999999977697e-05,1.4855851546316258e-07,1.1628321576980913e-06,1.0916288502446575e-06,2.8696080878302488e-13,7.2509165805870144e-08,1.0236984627541742e-08,1.8283190308356536e-09,7.6254951927041689e-16,1.3400024778168153e-17,1.2921354177898073e-13,2.4304863722719568e-11,6.2833261097413745e-07,5.7194499011592656e-10,1.483954056236505e-19,2.1374950593943309e-16,4.6399399430332364e-20,1.2955687174778478e-17,1.0385147153153106e-06,1.6029798945282287e-19,1.6853111330855547e-21,4.1726563980880572e-22,1.3186926471802311e-24,1.4067793651901785e-25,4.0538494883571245e-10,1.1043963735713182e-10,2.6344578879432418e-14,1.5679922572040366e-14,2.0729957799832429e-15,2.0986498872637945e-17,8.7097769502477529e-22,7.4054301468973848e-12,2.0454911072584457e-24,7.8434197187541894e-14,7.555887152948906e-13,1.6259815186007628e-13,6.3997734977087984e-17,4.1283545131835919e-17,1.3752171990528855e-16,1.6725787266823886e-23,3.9942790655586413e-18,2.087542563022375e-19,3.0897942498547885e-27,2.4279637228944134e-21,1.7753294426596652e-27,1.4707317214365108e-22,1.2901392408074623e-19,1.9958025470339899e-14,5.1736136739947567e-20,2.0814218025197832e-23,4.6123444620135919e-28,1.0447416232611707e-19,1.0381606936578748e-15
