Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093)
1.9101612443773572e-07,0.0034705062354244216,3.559071486173484e-09,6.5670977003671016e-07,4.6637223380654044e-10,2.056769824063196e-06,1.8023689068772809e-05,6.4060916412332107e-05,4.5739996898926538e-21,1.9485201931404145e-23,2.4403343623199981e-15,3.1832354281557866e-10,3.7337469779676199e-15,2.6080708107121277e-10,3.3653763012933985e-09,1.6408837957021401e-14,1.6200591958807646e-13,1.1059833118650898e-12,1.5105076235160887e-12,9.7911713092075343e-18,3.6574822870231283e-10,3.9685459738535548e-16,1.0991024763994511e-09,7.2702686994441681e-11,0.00065988827465723898,2.7891572544311097e-10,3.6747324886956585e-09,7.3074432621827094e-06,3.6231168558984339e-27,2.4891605431338718e-16,3.4445830620291403e-09,1.3851157017941918e-10,8.2019245801586886e-18,0.88129999999999997,0.0,0.0,0.0,0.0041660478473944983,0.10855312530128924,9.9999809820576702e-05,0.00017517296460048238,0.00059951997554335418,0.00021414292563154007,1.4753441267633163e-10,2.1534464508550304e-05,4.7331109612834052e-09,9.4945309420223152e-07,2.2646931346889398e-13,6.9586849105110576e-15,0.0001354352586269982,0.00045614779614914396,0.00093934550143686497,0.00079438905034451464,4.5938874533852101e-13,2.554811145617778e-08,1.0828274934043767e-11,1.8398285585536555e-07,0.0017160364231426041,2.8899878132524493e-06,1.8085687800574055e-07,4.6678648253834112e-07,6.2697984247411129e-08,4.9897450292533014e-06,2.6118733433487944e-07,0.00048975593805348659,1.1699277462094012e-07,7.0623863094719754e-08,7.6195050384265409e-13,0.00016995729988944513,3.2541244235510034e-09,1.8205433999974466e-07,4.8284195236332715e-07,6.3230192440840368e-11,1.5103016451739702e-09,1.2104071462810533e-06,4.7789927255693049e-10,3.0783887683386324e-10,1.2746193063762116e-09,1.5502235277313024e-16,3.6124374911966374e-08,3.6328107413195884e-09,5.3769650967658107e-17,2.2083146962363877e-11,3.089488607175282e-17,8.4445117687163074e-11,2.3124926463559776e-07,6.3507698106801387e-10,1.641731722842615e-15,6.3635818854291943e-08,1.411510787812687e-12,3.3153779323928682e-15,9.7476910198777428e-08
1.9208177104510864e-07,0.0034705145894931774,3.6320585081176733e-09,6.6063687361840944e-07,4.6689697304448183e-10,2.0715784773448393e-06,1.8029168036675614e-05,6.4494586314517278e-05,4.7306860135059241e-21,1.976665428625766e-23,2.5427875177228714e-15,3.2321591577620865e-10,3.8054293331813278e-15,2.6388740328511684e-10,3.4384478402299262e-09,1.7217378797351784e-14,1.6666160002213489e-13,1.1235029419863218e-12,1.5423476001377482e-12,1.0082682887454255e-17,3.7375043163731761e-10,4.1195209634727743e-16,1.1142852422288077e-09,7.4655291023070035e-11,0.0006625883756867033,2.8007846247491549e-10,3.7078866989496157e-09,7.4019236370769312e-06,3.7724554386284085e-27,2.5944774828187166e-16,3.5171249302155937e-09,1.4209198595654985e-10,8.3925127353035277e-18,0.88129999999999997,0.0,0.0,0.0,0.0041495169859816555,0.10855228106510345,9.9999809060212966e-05,0.00017549550823512132,0.0005979901862256631,0.00021270342510295526,1.4715645184317504e-10,2.1389542797097317e-05,4.7173407466714612e-09,9.4702074953956812e-07,2.2494523004039231e-13,6.9408578896671797e-15,0.00013587414732672544,0.00045928818424941008,0.0009423618748678487,0.00079775054317993371,4.6254593748438289e-13,2.5724238924039024e-08,1.08637191813668e-11,1.8467687585669995e-07,0.0017225817701631912,2.9138945353191027e-06,1.8235216566356734e-07,4.7068510038404813e-07,6.3223505699210784e-08,5.0595522882375635e-06,2.5943185633852826e-07,0.0004909367179469948,1.1727364516667591e-07,7.0793414448242421e-08,7.6013954269778836e-13,0.0001714763837657156,3.3289563219434255e-09,1.8275133774253764e-07,4.9033790157345871e-07,6.317926856523672e-11,1.5103813789164092e-09,1.2178814290457918e-06,4.8084541544405257e-10,3.0973663441863442e-10,1.2824775172411924e-09,1.5597808781479267e-16,3.6745900491981708e-08,3.6952905540593145e-09,5.4694421885601791e-17,2.2463091679616693e-11,3.1426239570202927e-17,8.5969610506677085e-11,2.3542609315653052e-07,6.3911141485911075e-10,1.652144274962171e-15,6.5196264304159011e-08,1.4461231485162705e-12,3.3364054519255189e-15,9.8795134061189887e-08
1.9314741765248156e-07,0.0034705228978669,3.7059719040656907e-09,6.6455276138496781e-07,4.6741193220008304e-10,2.08635868518765e-06,1.8034542355795081e-05,6.4926801742863676e-05,4.8920395047775055e-21,2.0050044734788195e-23,2.6487763998293673e-15,3.2814262473255346e-10,3.8779648703169694e-15,2.6698581346929405e-10,3.5125379817693472e-09,1.8059682012161857e-14,1.7141220632207986e-13,1.1411934758295764e-12,1.574607687844739e-12,1.0380346774335119e-17,3.8186190708245068e-10,4.2750035484375888e-16,1.1295438917952536e-09,7.6644115137207327e-11,0.00066527031833907139,2.8123296451300346e-10,3.7410462498931647e-09,7.4967883973309232e-06,3.9271637714060735e-27,2.7033460210619019e-16,3.5906197696787121e-09,1.4573419164715139e-10,8.5861456443879719e-18,0.88129999999999997,0.0,0.0,0.0,0.0041330789135011923,0.1085514430226291,9.9999808339538266e-05,0.00017581372580444731,0.00059645538062381889,0.00021127273028126293,1.4677727457159367e-10,2.1245510077464903e-05,4.7016593865458059e-09,9.4458057625880412e-07,2.2343049578178416e-13,6.922973491700616e-15,0.00013630714314015279,0.00046241912623545725,0.0009453620329938707,0.0008010900159112625,4.656935858350428e-13,2.5899837219280576e-08,1.0898694036972592e-11,1.8536337468685038e-07,0.0017291052990702016,2.9377877833224497e-06,1.838465933041109e-07,4.7458157147654263e-07,6.3748734627148222e-08,5.1296774897266079e-06,2.576871100682613e-07,0.00049210127360488755,1.1755064265968755e-07,7.0960627782756864e-08,7.5832167449960743e-13,0.00017299354207278979,3.404932717538884e-09,1.8344600932715797e-07,4.9788670583793431e-07,6.3127700171260776e-11,1.5104447892352401e-09,1.2253374494004263e-06,4.8378432190463048e-10,3.1162973065886252e-10,1.2903164272798353e-09,1.5693147544221642e-16,3.7372851047731579e-08,3.758315196815152e-09,5.5627256895483591e-17,2.2846352746246636e-11,3.1962226522603593e-17,8.7508416670152956e-11,2.3964216535613687e-07,6.4313246252461389e-10,1.6625221278467744e-15,6.6782087649474351e-08,1.4812984183727092e-12,3.3573628984510811e-15,1.001216917497383e-07
1.9421306425985448e-07,0.003470531160735211,3.7808148444334622e-09,6.6845740218636492e-07,4.6791744253736355e-10,2.101110380639831e-06,1.8039815352604116e-05,6.5357561399839869e-05,5.0581810104229188e-21,2.0335365891231509e-23,2.7583938174563704e-15,3.3310355308891017e-10,3.951358163114082e-15,2.701023753301294e-10,3.587652105006765e-09,1.8936891944723226e-14,1.7625880371212604e-13,1.1590560520594572e-12,1.6072901650496195e-12,1.068423379657775e-17,3.9008309794036424e-10,4.4350894873708322e-16,1.1448777531886652e-09,7.8669492189586994e-11,0.00066793421397424568,2.823792796501479e-10,3.7742098224246012e-09,7.5920329213937829e-06,4.0874091934766977e-27,2.8158534298278382e-16,3.6650715060250269e-09,1.4943863287629946e-10,8.7828495005659358e-18,0.88129999999999997,0.0,0.0,0.0,0.0041167329102060708,0.10855061112061244,9.9999807659432419e-05,0.00017612764909436752,0.0005949157982894016,0.0002098508476207743,1.4639693968766808e-10,2.1102366940484436e-05,4.6860661759330901e-09,9.4213295293917843e-07,2.2192511690660585e-13,6.9050344912757104e-15,0.00013673430077891407,0.00046554057313811609,0.00094834606626957401,0.00080440758392333583,4.6883164182395848e-13,2.6074903578395041e-08,1.0933203847917084e-11,1.8604241915478958e-07,0.0017356071325583904,2.961667300455054e-06,1.8534014502358591e-07,4.784758516019786e-07,6.4273664990168422e-08,5.2001164570390536e-06,2.5595310367417517e-07,0.00049324978497210193,1.1782381019570255e-07,7.1125529113538622e-08,7.5649719954969856e-13,0.00017450870616681863,3.4820615848706722e-09,1.8413836785069267e-07,5.0548813837184601e-07,6.3075507004131574e-11,1.5104922801996622e-09,1.2327751411251597e-06,4.8671596636796066e-10,3.1351814908321256e-10,1.2981359682678136e-09,1.5788250735779018e-16,3.800521293868091e-08,3.8218832924757412e-09,5.6568135614519345e-17,2.3232921823679661e-11,3.2502835217445015e-17,8.9061507658145231e-11,2.4389740323259568e-07,6.471401141167109e-10,1.6728652581121689e-15,6.8393456279359058e-08,1.5170403102548112e-12,3.378250224746479e-15,1.0145655555667337e-07
1.952787108672274e-07,0.0034705393782975616,3.8565904600194381e-09,6.7235076732337985e-07,4.6841261331232574e-10,2.1158335022886243e-06,1.8044990267138196e-05,6.5786864168132327e-05,5.2292348901003605e-21,2.0622710665545853e-23,2.8717338369012151e-15,3.380985845086359e-10,4.025613817853289e-15,2.7323715330424032e-10,3.663795558463848e-09,1.9850174761489012e-14,1.8120245691206981e-13,1.177091817192841e-12,1.6403973117670633e-12,1.0994414690502594e-17,3.9841444203186433e-10,4.5998756916908753e-16,1.1602861586126427e-09,8.0731754010760075e-11,0.00067058017401263595,2.8351745566533472e-10,3.8073761128875183e-09,7.6876526148672215e-06,4.2533641568124051e-27,2.9320878934104157e-16,3.7404840300636398e-09,1.5320575185601609e-10,8.9826505316168143e-18,0.88129999999999997,0.0,0.0,0.0,0.0041004782620915076,0.10854978530598478,9.9999807020778914e-05,0.00017643730970868499,0.00059337167449938471,0.00020843778159010409,1.4601550496857493e-10,2.0960113778835673e-05,4.6705604155774129e-09,9.3967825140960297e-07,2.2042909754451285e-13,6.887043613582634e-15,0.00013715567484903334,0.00046865247775843618,0.00095131406463688285,0.00080770336299838743,4.7196005864586884e-13,2.6249435337437176e-08,1.0967252953136733e-11,1.8671407601552439e-07,0.0017420873925882447,2.985532840270703e-06,1.8683280555656515e-07,4.8236789822496268e-07,6.4798290973689204e-08,5.2708650332832134e-06,2.5422984287904696e-07,0.00049438243084897566,1.1809319059321696e-07,7.1288144288509787e-08,7.5466641278304259e-13,0.00017602180860945712,3.5603508779586727e-09,1.8482842633173278e-07,5.1314197246440128e-07,6.302270846745325e-11,1.5105242490720915e-09,1.2401944402374123e-06,4.8964032413194672e-10,3.1540187377986201e-10,1.3059360742984693e-09,1.5883117554578327e-16,3.8642972377283392e-08,3.885993449314812e-09,5.7517037443607932e-17,2.3622790483464559e-11,3.3048053818926273e-17,9.0628854414217709e-11,2.481917273079668e-07,6.5113435767119757e-10,1.6831736370737233e-15,7.0030536273378188e-08,1.553352507988015e-12,3.3990673728849668e-15,1.0279969775402347e-07
1.9634435747460032e-07,0.0034705475507439787,3.9333018216638658e-09,6.7623282862686627e-07,4.688977910655148e-10,2.1305279959829091e-06,1.8050070212975819e-05,6.6214709196224872e-05,5.4053272898653905e-21,2.091203730495524e-23,2.9888923417507067e-15,3.431276030885433e-10,4.1007364539708271e-15,2.7639021289498539e-10,3.7409736440599656e-09,2.0800730514721692e-14,1.8624423046973325e-13,1.1953019293767981e-12,1.6739314115846779e-12,1.1310960141690666e-17,4.0685636949612013e-10,4.7694603123434093e-16,1.1757684449034605e-09,8.2831230872754412e-11,0.00067320830992893181,2.8464754039723829e-10,3.8405438411813957e-09,7.7836429260879461e-06,4.4252050890332231e-27,3.0521390301435217e-16,3.8168611796133885e-09,1.5703598558925879e-10,9.1855750177289784e-18,0.88129999999999997,0.0,0.0,0.0,0.0040843142638425775,0.1085489655259872,9.9999806424467028e-05,0.0001767427389746217,0.00059182323813362946,0.00020703353375647592,1.4563302660758227e-10,2.0818750692906589e-05,4.6551414148744393e-09,9.372168333059308e-07,2.1894243875124502e-13,6.8690035091050873e-15,0.00013757131976150559,0.00047175479554241673,0.00095426611725973854,0.00081097746944857186,4.7507879217018322e-13,2.6423429981267687e-08,1.1000845676519848e-11,1.87378411909406e-07,0.0017485462000065657,3.0093841703845562e-06,1.8832456053031741e-07,4.8625767124947289e-07,6.5322607098566298e-08,5.3419190937332368e-06,2.525173298542117e-07,0.00049549938825822553,1.1835882624268193e-07,7.1448498897197903e-08,7.5282960135011618e-13,0.00017753278379487261,3.6398085194655223e-09,1.8551619766981495e-07,5.2084798164340098e-07,6.2969323465042227e-11,1.5105410830908781e-09,1.2475952861044093e-06,4.9255737182159282e-10,3.1728088969184244e-10,1.3137166830032899e-09,1.5977747242078292e-16,3.9286115315832459e-08,3.9506442495353983e-09,5.8473941397772873e-17,2.4015950138123368e-11,3.3597870269530828e-17,9.2210427078646761e-11,2.5252505589889678e-07,6.5511518783717384e-10,1.6934472532089428e-15,7.1693491696624155e-08,1.5902386507145737e-12,3.419814319597385e-15,1.0415109059414879e-07
1.9741000408197323e-07,0.003470555678271401,4.0109519398400117e-09,6.8010355941528665e-07,4.6937356279746284e-10,2.1451938145957374e-06,1.8055058180295389e-05,6.6641095892667289e-05,5.5865868477018401e-21,2.1203311736789554e-23,3.1099670369889902e-15,3.4819049337216128e-10,4.1767307165351346e-15,2.7956162064384026e-10,3.8191916164135315e-09,2.1789794567867455e-14,1.9138518862986422e-13,1.213687558472455e-12,1.707894752152552e-12,1.1633940771440547e-17,4.154093027016745e-10,4.9439426617690686e-16,1.1913239535844526e-09,8.4968251424548999e-11,0.00067581873320625289,2.8576958193977031e-10,3.8737117509349304e-09,7.8799993473021326e-06,4.6031126721910532e-27,3.1760979308901264e-16,3.8942067388576808e-09,1.6092976571748906e-10,9.3916492939789273e-18,0.88129999999999997,0.0,0.0,0.0,0.0040682402188781013,0.10854815172819053,9.999980587139177e-05,0.00017704396793988511,0.00059027071171034078,0.00020563810286509596,1.4524955923411016e-10,2.0678277500440054e-05,4.6398084919134425e-09,9.3474905019954495e-07,2.1746513861007747e-13,6.8509167545627568e-15,0.00013798128970443358,0.00047484748455833408,0.00095720231251676582,0.0008142300200630428,4.7818780088943014e-13,2.6596885142240975e-08,1.1033986324670609e-11,1.8803549332206825e-07,0.0017549836745365702,3.0332210721990555e-06,1.8981539643188864e-07,4.9014513293613097e-07,6.5846608210843218e-08,5.4132745471150741e-06,2.5081556332078886e-07,0.00049660083239321125,1.1862075909383901e-07,7.1606618263092739e-08,7.5098704457438799e-13,0.00017904156795565043,3.7204424001141968e-09,1.8620169464436596e-07,5.2860593975782307e-07,6.2915370402885804e-11,1.5105431595804534e-09,1.2549776214187232e-06,4.9546708736275424e-10,3.1915518260012557e-10,1.3214777354855435e-09,1.60721390819623e-16,3.9934627453897431e-08,4.0158342500200677e-09,5.943882611726656e-17,2.4412392045677447e-11,3.4152272296406644e-17,9.3806194999248537e-11,2.5689730514607914e-07,6.5908260095473958e-10,1.7036860992827483e-15,7.3382484546755463e-08,1.6277023317188195e-12,3.4404910502729564e-15,1.0551070631737209e-07
1.9847565068934615e-07,0.0034705637610831686,4.0895437855284676e-09,6.8396293449749415e-07,4.6984012822765631e-10,2.1598309162120712e-06,1.8059957079593835e-05,6.7066023833171938e-05,5.7731459991901164e-21,2.1496525548869279e-23,3.2350569341324829e-15,3.5328714021325435e-10,4.2536012944052865e-15,2.8275144379236274e-10,3.8984546988753112e-09,2.2818626368778146e-14,1.9662639483086698e-13,1.2322498823317475e-12,1.7422896233613177e-12,1.1963427082434176e-17,4.2407365885822568e-10,5.1234231167733713e-16,1.2069520304460127e-09,8.7143143188654236e-11,0.00067841155530530344,2.8688362858279263e-10,3.9068786013435663e-09,7.9767173993800013e-06,4.7872731144050424e-27,3.3040566422467799e-16,3.9725244566605303e-09,1.6488752024819785e-10,9.6008997336523607e-18,0.88129999999999997,0.0,0.0,0.0,0.0040522554363397346,0.10854734386038299,9.9999805362451955e-05,0.00017734102746780694,0.0005887143136035928,0.00020425148585028759,1.4486515646114033e-10,2.0538693838507559e-05,4.6245609704789363e-09,9.3227524712044867e-07,2.1599719330423693e-13,6.832785878732573e-15,0.00013838563871562066,0.00047793050457549261,0.00096012273826913148,0.00081746113193300696,4.8128704498906998e-13,2.6769798548372104e-08,1.1066679192490674e-11,1.886853866217117e-07,0.001761399935161493,3.0570433369710112e-06,1.913053003546441e-07,4.9403024711996356e-07,6.6370289368559117e-08,5.4849273236602223e-06,2.4912453978714967e-07,0.00049768693723261563,1.1887903080313149e-07,7.1762527532631347e-08,7.4913901663498663e-13,0.00018054809851705895,3.802260389411779e-09,1.8688492995571127e-07,5.364156208686761e-07,6.2860867359678958e-11,1.5105308493463418e-09,1.262341391029801e-06,4.9836944951941544e-10,3.2102473882556216e-10,1.3292191750847486e-09,1.6166292385111566e-16,4.0588494356838475e-08,4.0815619943233688e-09,6.0411670045071715e-17,2.4812107382097793e-11,3.4711247513354865e-17,9.5416127022859742e-11,2.6130838981288014e-07,6.6303659046143487e-10,1.7138901604858976e-15,7.5097675438963814e-08,1.6657471136204731e-12,3.4610975350054197e-15,1.0687851715332251e-07
1.9954129729671907e-07,0.0034705717993752925,4.1690802760131948e-09,6.8781093076337643e-07,4.7029713705034455e-10,2.1744392648457234e-06,1.8064769717797399e-05,6.7489492812453853e-05,5.9651393495314455e-21,2.1791725424097224e-23,3.3642627242706786e-15,3.5841742889891881e-10,4.331352891569546e-15,2.8595975049661477e-10,3.9787680727326207e-09,2.3888518168506591e-14,2.0196891213981606e-13,1.2509900892137314e-12,1.7771183191721808e-12,1.2299489510245936e-17,4.3284984830043109e-10,5.3080032236136549e-16,1.2226520257625498e-09,8.9356232186695516e-11,0.00068098688763410604,2.8798972846356929e-10,3.9400431724853727e-09,8.073792642840326e-06,4.977877799743562e-27,3.436108531396896e-16,4.051818034372015e-09,1.689096723210844e-10,9.8133527611731763e-18,0.88129999999999997,0.0,0.0,0.0,0.0040363592330228274,0.10854654187066647,9.9999804898551512e-05,0.00017763394817439031,0.00058715425669954107,0.00020287367729757334,1.444798705444389e-10,2.0399999108030269e-05,4.6093981819716015e-09,9.2979576036438579e-07,2.1453859653345194e-13,6.8146133463767523e-15,0.00013878442060463964,0.00048100381761531413,0.00096302748168432717,0.00082067092249746255,4.8437648692498981e-13,2.6942168054391332e-08,1.1098928557103007e-11,1.8932815799580775e-07,0.0017677950998728981,3.0808507676128807e-06,1.9279426012909551e-07,4.9791297964452282e-07,6.6893645905468995e-08,5.5568733842974451e-06,2.4744425288575349e-07,0.00049875787509852756,1.1913368262736103e-07,7.1916251611003158e-08,7.4728578493266446e-13,0.00018205231450885181,3.8852703282811983e-09,1.8756591619817189e-07,5.4427679942650654e-07,6.2805831980854205e-11,1.5105045145339845e-09,1.2696865426501461e-06,5.0126443818496009e-10,3.2288954541650731e-10,1.3369409481520198e-09,1.626020649903507e-16,4.124770137968009e-08,4.1478260049336593e-09,6.1392451312368095e-17,2.5215087194781468e-11,3.5274783355021215e-17,9.7040191328058043e-11,2.6575822282755873e-07,6.6697715475210994e-10,1.7240594348781947e-15,7.683922311814436e-08,1.7043765175540524e-12,3.4816337698765695e-15,1.082544953271467e-07
2.00606943904092e-07,0.003470579793351519,4.2495642892733527e-09,6.916475260808709e-07,4.7074436908969569e-10,2.1890188291505662e-06,1.8069498827235065e-05,6.7911502782613741e-05,6.1627041228166276e-21,2.2088934960813621e-23,3.4976864132032657e-15,3.6358124504881261e-10,4.4099902353033317e-15,2.8918660960256397e-10,4.0601368883930333e-09,2.5000786863462214e-14,2.0741380298808833e-13,1.2699093751773505e-12,1.8123831363169195e-12,1.2642198398207346e-17,4.417382763077762e-10,5.4977855715388067e-16,1.2384232936509803e-09,9.1607843305381378e-11,0.00068354484154275314,2.8908792955235385e-10,3.97320425968505e-09,8.1712206671370308e-06,5.1751219448794892e-27,3.5723479268870614e-16,4.1320911385415934e-09,1.7299664144807781e-10,1.0029034839437352e-17,0.88129999999999997,0.0,0.0,0.0,0.0040205509313064134,0.10854574570737358,9.9999804480598053e-05,0.00017792276049429924,0.00058559074990027456,0.00020150467010881466,1.4409375275839593e-10,2.0262192541238473e-05,4.594319463347439e-09,9.2731091991134584e-07,2.1308934022339682e-13,6.7964015759684035e-15,0.00013917768901014889,0.00048406738732933741,0.00096591662942164386,0.00082385950943826883,4.8745609078609523e-13,2.7113991606736692e-08,1.1130738682290101e-11,1.8996387348918123e-07,0.001774169285936087,3.104643175935228e-06,1.9428226414283061e-07,5.0179329783939635e-07,6.7416673356789752e-08,5.6291087122409608e-06,2.4577469418919285e-07,0.00049981381709249457,1.1938475552881076e-07,7.2067815225608309e-08,7.4542761194696556e-13,0.00018355415612381716,3.9694800365851809e-09,1.8824466588843685e-07,5.5218925017658906e-07,6.2750281597252543e-11,1.5104645109993394e-09,1.2770130260654621e-06,5.0415203406453951e-10,3.2474958994421527e-10,1.3446430032041947e-09,1.6353880797581865e-16,4.1912233740345405e-08,4.2146247906827529e-09,6.2381147848203357e-17,2.5621322447313615e-11,3.5842867139910717e-17,9.8678355619079602e-11,2.7024671581495943e-07,6.7090429390604396e-10,1.7341939247711465e-15,7.8607284944885285e-08,1.7435940339486484e-12,3.5020997595542663e-15,1.0963861305983767e-07
2.0167259051146491e-07,0.0034705877432107224,4.3309986397018268e-09,6.9547269931529818e-07,4.7118234533979248e-10,2.2035695845697509e-06,1.8074147023126617e-05,6.8332053944042425e-05,6.3659799708736418e-21,2.2388107993980705e-23,3.6354320774111885e-15,3.6877847485548319e-10,4.4895180754781049e-15,2.9243209103755166e-10,4.1425662460515933e-09,2.6156790222804406e-14,2.1296212917612391e-13,1.289008948738663e-12,1.848086376830295e-12,1.2991623995619357e-17,4.5073933998815394e-10,5.6928741011405952e-16,1.2542651935676467e-09,9.3898299570904007e-11,0.00068608552825276663,2.9017827985248249e-10,4.0063606829223778e-09,8.2689971096684678e-06,5.3792054814406945e-27,3.712870755729548e-16,4.2133473792086351e-09,1.7714884121070025e-10,1.0247972494927583e-17,0.88129999999999997,0.0,0.0,0.0,0.004004829862588365,0.10854495531923058,9.9999804109505289e-05,0.00017820749456809172,0.00058402399573699896,0.0002001444545522297,1.4370685280961885e-10,2.0125273106349464e-05,4.579324160534265e-09,9.2482104565159875e-07,2.1164941352322732e-13,6.7781529120315545e-15,0.00013956549726742594,0.00048712117997051167,0.00096879026731686393,0.00082702701077143716,4.905258232691852e-13,2.7285267298183852e-08,1.1162113808129525e-11,1.9059259888656063e-07,0.0017805226094399836,3.1284203871187319e-06,1.9576930162076646e-07,5.0567117134197644e-07,6.7939367575803712e-08,5.7016293282878839e-06,2.441158520491073e-07,0.00050085493230783425,1.1963228998674257e-07,7.2217242812266144e-08,7.4356475234247213e-13,0.00018505356543509628,4.0548972998479535e-09,1.8892119141745164e-07,5.601527484393623e-07,6.2694233041044068e-11,1.5104111846426797e-09,1.2843207943767672e-06,5.0703221916383219e-10,3.2660486081767204e-10,1.3523252922283701e-09,1.644731469680716e-16,4.2582076418890736e-08,4.2819568365728141e-09,6.3377737228919593e-17,2.6030803957865328e-11,3.6415485983871451e-17,1.0033058684554483e-10,2.7477377832769911e-07,6.748180112063972e-10,1.74429364074246e-15,8.0402016010792059e-08,1.7834031029048568e-12,3.5224955253996148e-15,1.1103084257529138e-07
2.0273823711883783e-07,0.0034705956491598274,4.4133860974208312e-09,6.9928643008930123e-07,4.7161197770289123e-10,2.2180915116270926e-06,1.8078716839734499e-05,6.8751146668400643e-05,6.5751100404268455e-21,2.2689170824515364e-23,3.777605317551171e-15,3.7400900492050608e-10,4.569941205271126e-15,2.9569626549548018e-10,4.2260612103886248e-09,2.7357915597769568e-14,2.1861495160973204e-13,1.3082900273883476e-12,1.8842303463070798e-12,1.3347836430175133e-17,4.5985343066234502e-10,5.8933737948512588e-16,1.2701770894676017e-09,9.6227922654954361e-11,0.00068860905887100873,2.9126082777078538e-10,4.0395112795432343e-09,8.3671176415718377e-06,5.5903337807935166e-27,3.8577740644934629e-16,4.2955903265466017e-09,1.8136668093195877e-10,1.0470192300655419e-17,0.88129999999999997,0.0,0.0,0.0,0.0039891953646027691,0.10854417065524427,9.999980378619101e-05,0.00017848818032873223,0.00058245419229239657,0.00019879301908422477,1.4331921931173371e-10,1.998923959047105e-05,4.5644116257620629e-09,9.2232645044151366e-07,2.1021880367744349e-13,6.7598696475377237e-15,0.00013994789849175178,0.00049016516360170638,0.00097164848062500212,0.00083017354473196724,4.9358565287921713e-13,2.7455993323302138e-08,1.1193058157471462e-11,1.9121439977366748e-07,0.0017868551856442213,3.1521822361668426e-06,1.972553623955351e-07,5.0954657140768078e-07,6.846172463604682e-08,5.774431279564632e-06,2.4246771260276282e-07,0.00050188138841115429,1.1987632613690284e-07,7.2364558599429055e-08,7.4169745530777141e-13,0.0001865504858283755,4.1415298792268071e-09,1.8959550508752016e-07,5.6816706995290719e-07,6.2637702795448124e-11,1.5103448744054154e-09,1.2916098029924986e-06,5.0990497638962858e-10,3.2845534702631448e-10,1.3599877696154423e-09,1.6540507642001738e-16,4.3257214249142781e-08,4.3498206130254054e-09,6.4382196815050007e-17,2.6443522455211494e-11,3.6992626878752192e-17,1.0199685144054114e-10,2.7933931849883769e-07,6.7871830871581712e-10,1.7543585902241639e-15,8.2223569789519285e-08,1.8238071286353704e-12,3.5428210824212477e-15,1.1243115609952921e-07
