Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74)
5.512386860923739e-16,0.0021453895271728736,1.1859726231586218e-31,6.0951112985844473e-27,1.2313168319050489e-21,1.1859716147336348e-31,3.0339684927297424e-20,1.5939698897596078e-32,2.7114314203457319e-57,1.0867342559730465e-45,1.9392732003880429e-48,8.3283036105746665e-45,1.2623803326850341e-38,2.5191360941819571e-25,2.2329066427341886e-38,6.8376523554141875e-56,3.2973714537262725e-51,4.9127736684903356e-40,1.7812575963570229e-52,5.4707488534816473e-94,6.648693266366129e-66,2.1294583516828132e-66,1.7732775760587736e-81,2.5517932616634578e-58,2.5363350435681006e-66,1.3387834221331434e-58,1.671860620829028e-48,1.5811288261290778e-39,1.0461576634939903e-72,7.0777706312044959e-79,2.542554401194805e-72,5.1425003989723985e-75,4.0643776849011904e-89,0.88129999999999997,0.0,0.0,0.0,0.0098899999995385509,0.108803,0.0001,2.5556611337272285e-14,2.1515289379234393e-13,2.1515266351318848e-13,1.6413144101713324e-19,3.6283983446233588e-19,5.5844648988609534e-15
1.1029562937191458e-15,0.0021453895271728745,4.7469585626234692e-31,2.4396225494816723e-26,2.4636911888094952e-21,4.7469568877070254e-31,6.0726246212164484e-20,6.3819189376352237e-32,1.0852779388115588e-56,1.4370520850941687e-45,7.762145842650367e-48,3.6247611560310987e-44,2.5258555477109798e-38,5.0404606158818685e-25,8.9374453556550342e-38,5.4742789096037453e-55,2.6399016143778327e-50,1.9663896976521394e-39,1.4261003044987502e-51,6.1667844247078239e-93,3.675346738800196e-65,1.1771472777984398e-65,1.9988808188551156e-80,1.4106117798803193e-57,2.1412237564752496e-65,1.0721123905082193e-57,6.6917958022939397e-48,1.2658582712915538e-38,8.3756083989971636e-72,7.9782864656871013e-78,2.8660275941979598e-71,9.0185777443145104e-74,1.3011909763407482e-87,0.88129999999999997,0.0,0.0,0.0,0.0098899999990767033,0.108803,0.0001,5.1135426496845008e-14,4.3049262650672339e-13,4.304915274001596e-13,4.1638436163820376e-19,1.4523014432782119e-18,1.117366164506333e-14
2.2063915089726898e-15,0.0021453895271728736,1.8993850634403351e-30,9.7615847129731268e-26,4.9284031221425706e-21,1.8993848277920207e-30,1.215609460306743e-19,2.5551076708746542e-31,4.3425154020153702e-56,1.6659940023154354e-45,3.1058687225810539e-47,1.4912155412394355e-43,5.0528003173924725e-38,1.0083108991690761e-24,3.5761420279953734e-37,4.3810859764658456e-54,2.1127228246211145e-49,7.8681195275121786e-39,1.1413315057205734e-50,6.0107076111589016e-92,1.7638726003363206e-64,5.6493582874837091e-65,1.948290014614659e-79,6.7698087964749205e-57,1.8906765786387064e-64,8.5812420761024836e-57,2.6775870262992972e-47,1.0130627972644179e-37,6.7030098364864112e-71,7.7764664659056745e-77,2.7934884449632644e-70,1.4899480893087425e-72,4.1647529578222009e-86,0.88129999999999997,0.0,0.0,0.0,0.0098899999981530082,0.108803,0.0001,1.022930567850401e-13,8.6117206176676541e-13,8.6116707518712274e-13,9.5097850798404686e-19,5.8110696147031868e-18,2.2351695024088002e-14
4.413261939479778e-15,0.0021453895271728736,7.5986464974304505e-30,3.9052029197798052e-25,9.8576798712985146e-21,7.5986461217647796e-30,2.4347665246811707e-19,1.0234167295942902e-30,1.7372809326019656e-55,1.8015048690661665e-45,1.2425491863318934e-46,6.0144533032311052e-43,1.0106667215375305e-37,2.0168403072943194e-24,1.4306894591991227e-36,3.5055329869505242e-53,1.6904979969257623e-48,3.1477596686708569e-38,9.132671636832065e-50,5.3743061782589435e-91,7.8041875961828463e-64,2.4995299726484179e-64,1.7419807274567827e-78,2.9952762930782735e-56,1.7961561991055728e-63,6.8667284154047904e-56,1.0712068110334659e-46,8.1059103428336245e-37,5.363390442448687e-70,6.9531860808137016e-76,2.4976765629190354e-69,2.4074784268291685e-71,1.3328708448061086e-84,0.88129999999999997,0.0,0.0,0.0,0.0098899999963056196,0.10880299999999997,0.0001,2.046083172376289e-13,1.7225309186557877e-12,1.7225094509594897e-12,2.0334762158853242e-18,2.3247839417661403e-17,4.4706321421422596e-14
8.827002800493955e-15,0.0021453895271728736,3.0396021024535604e-29,1.5621550189455392e-24,1.9715644934711973e-20,3.0396018239981772e-29,4.8829327498784908e-19,4.1036597188523545e-30,6.9496253322175494e-55,1.8765727262967264e-45,4.9705968998385494e-46,2.4112948003812082e-42,2.0214310446631889e-37,4.0338980553974633e-24,5.7232218674541096e-36,2.8046903787676366e-52,1.3525247947853498e-47,1.2592059561493704e-37,7.3072878872389884e-49,4.5711004028276048e-90,3.2973592590646774e-63,1.0560740931269153e-63,1.4815840524266525e-77,1.2655387760371851e-55,1.8904276776788842e-62,5.4940721577162415e-55,4.2851571469555649e-46,6.4851361993989435e-36,4.2910624014552082e-69,5.9141222986886337e-75,2.1243116932595467e-68,3.8627981742733802e-70,4.2654218736160747e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999926108442,0.1088029999999999,0.0001,4.0923883764760086e-13,3.4452486280312786e-12,3.4451593244688057e-12,4.2015875994739943e-18,9.2997142062797291e-17,8.9409813515581271e-14
1.765448452252231e-14,0.0021453895271728728,1.2158073401004906e-28,6.2484481030346451e-24,3.9429221603050762e-20,1.215807009820311e-28,9.8186721816136101e-19,1.64925962463914e-29,2.7799120726167606e-54,1.9164047704580637e-45,1.988316178594916e-45,9.651063031398521e-42,4.042923465680092e-37,8.0680092790048043e-24,2.2893805176177901e-35,2.24385514989717e-51,1.0820679793047412e-46,5.037025688100614e-37,5.8468387975940051e-48,3.7796718765816579e-89,1.357909075593999e-62,4.3490435736331669e-63,1.2249786237081854e-76,5.2117056543733025e-55,2.2378319673167699e-61,4.395526215194567e-54,1.7141175436138412e-45,5.1880236473313137e-35,3.4329211105549449e-68,4.8903421903539246e-74,1.756379693191646e-67,6.1852488173182934e-69,1.3649696793886992e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999852213195,0.10880299999999964,0.0001,8.1849987648672369e-13,6.8906840412601968e-12,6.8903195687117078e-12,8.5381861080793571e-18,3.7198943372904998e-16,1.7879376083911548e-13
2.6481966244550665e-14,0.0021453895271728723,2.5834996887168965e-28,1.3277485130879774e-23,5.9140445093974318e-20,2.5834986326627279e-28,1.4793817190330098e-18,3.5161053118019111e-29,5.9073089319758387e-54,1.9173371073862745e-45,4.2252173842434362e-45,2.0510764282613554e-41,6.064379662111809e-37,1.2102116230003638e-23,4.8649897887485706e-35,6.4160955721185901e-51,3.0940705565264999e-46,1.0703803144012843e-36,1.6719902806232592e-47,1.0903796108799418e-88,2.9113674622923579e-62,9.3243057580206601e-63,3.5337123996710067e-76,1.1173936854754901e-54,7.739505782414511e-61,1.3049437015031053e-53,3.6425217929721435e-45,1.4834141595121261e-34,9.8159779926650749e-68,1.4108249152926741e-73,5.0666344063099807e-67,2.3584086190528556e-68,6.5302929604706226e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999778318173,0.10880299999999922,0.0001,1.2277609133450257e-12,1.0336119449331482e-11,1.0335340319544184e-11,1.2874795937860896e-17,7.9046604661915528e-16,2.681546772335954e-13
3.530944796657902e-14,0.002145389527172871,4.4069828420422443e-28,2.2648986449486287e-23,7.8849315688522001e-20,4.406980467812514e-28,1.9808366371763137e-18,6.016011978527068e-29,1.0077119772556956e-53,1.9554991699362967e-45,7.2077610780360092e-45,3.4990257559015967e-41,8.0857996346075543e-37,1.6136218908384404e-23,8.2991490911727293e-35,1.3533483717789217e-50,6.5263248044225338e-46,1.8259536294554783e-36,3.5270599398466127e-47,2.3114697123953569e-88,4.989714311427911e-62,1.5980560193394991e-62,7.4906372719503831e-76,1.9150709541576262e-54,1.9035416569436076e-60,2.8434280902441447e-53,6.213719121673838e-45,3.1288670610223126e-34,2.0704592502259906e-67,2.9908574834169597e-73,1.0740025773078253e-66,6.3458282526183722e-68,2.1613090582967966e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999704423411,0.10880299999999864,0.0001,1.6370219482225092e-12,1.3781554852256142e-11,1.378022158633092e-11,1.7211406102659204e-17,1.3484176162097122e-15,3.5749256863322041e-13
5.296441141063573e-14,0.002145389527172868,9.1234934926376007e-28,4.6888741993945193e-23,1.1826153564554481e-19,9.1234865673679999e-28,2.9929939559777154e-18,1.2517549796158231e-28,2.0863120634122676e-53,3.0719143013888792e-45,1.4922819013330064e-44,7.2443520448784355e-41,1.2128554566253026e-36,2.4204414237543302e-23,1.7182429235524395e-34,3.696434522702528e-50,1.7825494107881934e-45,3.7804259671088876e-36,9.6355346911024208e-47,6.3443561424316235e-88,1.0367885515439688e-61,3.3204933138686388e-62,2.0557403748567745e-75,3.9792331118382041e-54,6.5404618389049783e-60,8.2536590047333687e-53,1.2864682583596713e-44,8.545491709340437e-34,5.6549747292004703e-67,8.2096593068146893e-73,2.947477752286606e-66,2.5667931461312481e-67,1.261058483333501e-79,0.88129999999999997,0.0,0.0,0.0,0.009889999955663439,0.10880299999999719,0.0001,2.4555440133286162e-12,2.067242564602745e-11,2.0669656788436025e-11,2.5884626453342164e-17,2.7916308928132884e-15,5.3611433158137803e-13
7.061937485469244e-14,0.0021453895271728637,1.5515657564639364e-27,7.9740251566328357e-23,1.5766510549755599e-19,1.5515642505735766e-27,4.0196404280648102e-18,2.1389768417763606e-28,3.5482174154404243e-53,-1.0734013273586964e-44,2.5379852186939325e-44,1.232225700612005e-40,1.6171176294959464e-36,3.2272593854682393e-23,2.9222896501888469e-34,7.7341992978044517e-50,3.7296961649208549e-45,6.4295329999612142e-36,2.0164589669062281e-46,1.3348602499788977e-87,1.7829340771043544e-61,5.709925343265235e-62,4.3247119215781381e-75,6.8429674549086719e-54,1.6310935802347614e-59,1.8049886209272451e-52,2.1879351407267403e-44,1.7879220521748471e-33,1.183190433319031e-66,1.7273543355974343e-72,6.2006244303480808e-66,6.9528404173576703e-67,4.1956954419311075e-79,0.88129999999999997,0.0,0.0,0.0,0.009889999940884622,0.10880299999999521,0.0001,3.2740660711505528e-12,2.756329642087419e-11,2.7558579135741134e-11,3.4557846739703003e-17,4.7476655470510637e-15,7.1465147268522344e-13
8.827433829874915e-14,0.0021453895271728585,2.3702801021576586e-27,1.2181677195698902e-22,1.9705940925767178e-19,2.3702772860960082e-27,5.0618100545362786e-18,3.2836215710135537e-28,5.4207847155212304e-53,1.9301122805011201e-43,3.8774701115386321e-44,1.880452753662777e-40,2.0213655310570438e-36,4.0340756637450739e-23,4.4646058180410288e-34,1.4079836564652983e-49,6.7897726902807454e-45,9.8228901358234562e-36,3.6715982103556503e-46,2.3862923284714228e-87,2.5064684350877919e-61,8.0298837185970204e-62,7.7325946555344817e-75,9.6199192938831137e-54,3.4670647100640128e-59,3.386409556838823e-52,3.3426499633706713e-44,3.2546902408803272e-33,2.153914220816614e-66,3.0893574877996196e-72,1.1086607230414443e-65,1.5619444343106844e-66,1.1313119389758491e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999261058951,0.10880299999999268,0.0001,4.0925881211680262e-12,3.4454167175444629e-11,3.4446952058341462e-11,4.3231067045765337e-17,7.2530890974475047e-15,8.9309798715818352e-13
1.2358426518686257e-13,0.0021453895271728437,4.5572313318492429e-27,2.3421164881771829e-22,2.758196491808671e-19,4.5572236085894439e-27,7.1936874866553543e-18,6.3845357254888868e-28,1.0423549573101859e-52,1.9566215748745333e-45,7.456228180649505e-44,3.619657198047971e-40,2.8298176267503833e-36,5.647703064200591e-23,8.5852904802479207e-34,3.7174943639916768e-49,1.7926959905351888e-44,1.8889094992271389e-35,9.6987163098314522e-46,6.2074315761079521e-87,4.9559284323544611e-61,1.587492629137877e-61,2.0106857236456301e-74,1.9021038078153619e-53,1.2739990106711726e-58,9.2658262863586457e-52,6.4276887108017692e-44,8.5922035096048824e-33,5.686668290871047e-66,8.0369617687208112e-72,2.8827297614541242e-65,6.0569509316819805e-66,6.6694550760359324e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899998965487207,0.10880299999998599,0.0001,5.7296321972993984e-12,4.8235908622483832e-11,4.8222015541780866e-11,6.0577507530532117e-17,1.394618829140824e-14,1.2497137119282866e-12
1.942041189630894e-13,0.0021453895271728,1.1114376443129795e-26,5.7120568299783437e-22,4.3322742513726702e-19,1.1114345452734716e-26,1.1646395819875224e-17,1.5945450290196361e-27,2.5427971971178712e-52,1.9565868860967779e-45,1.8190827006943218e-43,8.8304517595110604e-40,4.4465480744715394e-36,8.8749373666145028e-23,2.0945499135264703e-33,1.4374906443534844e-48,6.9319975210356534e-44,4.6083648063659623e-35,3.7540300250019631e-45,2.4073809241028992e-86,1.2301906486260899e-60,3.9400669824750599e-61,7.7931627408452884e-74,4.7215175703759786e-53,8.0527040079060283e-58,3.6798788089029728e-51,1.5680986518411461e-43,3.3214432727809445e-32,2.1986667491817521e-65,3.1176058384289838e-71,1.1172165865011148e-64,3.8954562637362522e-65,7.3475606090114468e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899998374354717,0.10880299999996587,0.0001,9.0037202545328787e-12,7.579939126967859e-11,7.5765456637186765e-11,9.5270388208580254e-17,3.4017822203092957e-14,1.9618442569386475e-12
2.6482397273931624e-13,0.002145389527172739,2.0583108738670987e-26,1.0578361051611926e-21,5.9048489847243608e-19,2.0583030607381965e-26,1.6351209493228311e-17,3.0169245463631688e-27,4.7102145539503605e-52,-1.8261599423706949e-43,3.3698891867875794e-43,1.6359797141324463e-39,6.0630466875763915e-36,1.2102144313866515e-22,3.8802183416126365e-33,3.5674772176092277e-48,1.7203317888419636e-43,8.5371376427308102e-35,9.3241235551911077e-45,6.3266738768751531e-86,2.5320375246199725e-60,8.061968393680528e-61,2.0434156607337546e-73,9.7180544126956349e-53,2.6140065203527317e-57,9.2130128061030735e-51,2.904845151149779e-43,8.2409434312736621e-32,5.4559824093102078e-65,8.1551006832763355e-71,2.9292177292602843e-64,1.2855013001175259e-64,3.1311735942200173e-76,0.88129999999999997,0.0,0.0,0.0,0.009889999778323692,0.10880299999993685,0.0001,1.2277808184952066e-11,1.0336287358741751e-10,1.032999788558389e-10,1.2996326847184737e-16,6.300775115801555e-14,2.672507740399387e-12
4.060636802917699e-13,0.0021453895271725566,4.8238430431058911e-26,2.4791373344133451e-21,9.0454981029633124e-19,4.8238142075861727e-26,2.6516556055006522e-17,7.3955797150322233e-27,1.1044494796980925e-51,1.9601587896316082e-45,7.9030517289919998e-43,3.8359265110966913e-39,9.2953487903191648e-36,1.8556476165126869e-22,9.0999770269937242e-33,1.2956944928353887e-47,6.2480990036661689e-43,2.002148920300759e-34,3.3928748963171003e-44,2.3402408902712116e-85,5.7909023566733424e-60,1.8479678253517129e-60,7.5599866441594845e-73,2.2225699127073938e-52,1.4850915327810428e-56,3.3677090301256149e-50,6.8119706435928009e-43,2.991312377091173e-31,1.9811219677839085e-64,3.0208504225441284e-70,1.0834638967519533e-63,7.3484362044722045e-64,2.9006343056048173e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899996601045179,0.10880299999985205,0.0001,1.8825983665464734e-11,1.5848983723486603e-10,1.583422993259252e-10,1.9934902775488005e-16,1.477098320899582e-13,4.0894503515679288e-12
6.885430953966773e-13,0.0021453895271719647,1.3832816865288439e-25,7.1091559853076527e-21,1.5308842634113282e-18,1.3832671103183416e-25,4.9867701001391242e-17,2.3166568568924447e-26,3.1705053848477539e-51,1.9644668121745207e-45,2.2695100847332741e-42,1.1013568812476589e-38,1.5757173649125519e-35,3.1464811684260067e-22,2.6132917022363325e-32,6.4745973746869142e-47,3.1220912374141292e-42,5.7496829102083085e-34,1.7020550082693897e-43,1.1708660025182707e-84,1.6441112229446263e-59,5.2521255483097447e-60,3.7779627328740384e-72,6.3101601653465184e-52,1.3230213540099762e-55,1.6882158654050545e-49,1.9559085644716618e-42,1.4928368104572832e-30,9.8945532542265535e-64,1.5150315261367447e-69,5.4100390411131778e-63,6.4550253923005855e-63,4.5940244603175819e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899994236836212,0.10880299999957578,0.0001,3.1922333105228826e-11,2.687437605779697e-10,2.6832020453083545e-10,3.3812054134642208e-16,4.2384275518639746e-13,6.9058977673690438e-12
9.710225105015846e-13,0.002145389527171066,2.7466848380529508e-25,1.4116149368283988e-20,2.1548311669532661e-18,2.7466448267609862e-25,7.7242930396594287e-17,4.9458350529732053e-26,6.301401307465422e-51,2.0245231557498711e-43,4.5120852581344545e-42,2.1892683826643597e-38,2.2215294213193306e-35,4.437270961017558e-22,5.1956772836023578e-32,1.7705989463037632e-46,8.5377562890561317e-42,1.14313654366696e-33,4.6692092832230887e-43,2.8474859712758255e-84,2.5992554510209232e-59,8.5736304297193688e-60,9.2013127551311476e-72,9.976039319984624e-52,4.7980089276181895e-55,4.6204154856312301e-49,3.888117811929296e-42,4.0785289015733474e-30,2.7048055786898287e-63,3.7559604439205853e-69,1.3162290126437898e-62,2.3796359445481725e-62,2.1893435282310007e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899991872858622,0.10880299999915738,0.0001,4.5018680516691213e-11,3.7899767865242051e-10,3.7815600621214081e-10,4.7689204830537104e-16,8.4206990677746861e-13,9.6992256303650991e-12
