Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826)
6.414775369978903e-17,0.0023882024984940866,3.2890242196377185e-30,7.6160763106142613e-26,8.8556913706135406e-20,3.2888377825445911e-30,2.5174747113078179e-19,4.8184162478306594e-32,3.7105462081489109e-53,1.8206452358555513e-42,4.6013627513975069e-46,3.8384859233307649e-43,2.82611684044439e-35,2.322264488109229e-24,1.1370155340370787e-37,1.9154893554716219e-54,5.1960887056903515e-50,5.7539885976545233e-39,1.4872219841458302e-51,5.4691512352206066e-73,4.8981837321971329e-47,1.4619598232864105e-63,3.3478694116891205e-37,2.920358622702248e-57,6.715573467284646e-30,6.6601566132000931e-45,3.8997509839652761e-46,5.8695482445396426e-39,1.5901020738367556e-68,1.6537851301842542e-76,1.1286438522058455e-45,1.145760654375343e-58,1.8548166700140273e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999992206142,0.108803,0.0001,3.2949071111576547e-14,3.2601148125455271e-13,3.260112205800547e-13,4.9083901799494515e-20,6.5281280626829403e-20,9.4407071662657703e-14,4.1548399700109152e-20,4.4059968899918891e-28,2.9872394130303054e-28,1.991872914444981e-32,5.4976757770108411e-24,2.9344065910071019e-18,1.2966863884210951e-22,1.2243609070097564e-32,2.0945987608391102e-35,7.0262830517524078e-37,1.3005584285446866e-40,3.9593300439805356e-18,1.9099874214333437e-48,6.4921921300290979e-56,3.353478294461327e-57,3.727055265436178e-65,4.6858179038056255e-62,3.6110320730983282e-23,6.715573027793793e-30,6.8479064719827734e-37,8.948674915277306e-38,5.428047465598907e-20,4.0760951789836106e-43,4.2107777666863852e-51,7.5424998633233689e-30,6.8381542271283165e-59,2.133596854873266e-23,3.5820756283118494e-28,4.7491171318289219e-35,4.7880756801139759e-42,3.7613696807373619e-42,3.1282885017632606e-43,5.4757449775840927e-50,9.5763769828118065e-32,1.6440116701478785e-38,1.6933717189572945e-46,2.5311151728732598e-39,9.6271904884716584e-47,2.034447369099039e-37,2.9550641612157141e-40,2.1068822065892852e-31,1.6557082641523171e-38,1.0679997031694039e-49,2.2503888976177383e-57,1.6727678582406251e-38,7.9742097244246248e-39,3.6051356279865756e-39,5.6858910150600022e-46,8.5007876860754838e-47,3.6337700214961493e-46,1.9118886641480083e-47,1.6601954464659268e-61,4.3218955887584858e-66,5.1772606149138298e-66,1.552415059575317e-42,2.4821190727421787e-49,1.5832066430921931e-49,3.7558428854385111e-50,1.2944218034053922e-63,6.3490863771487974e-33,4.1971360261519417e-68
1.28351239592193e-16,0.0023882024984940866,1.3164291375257975e-29,3.0484135356987352e-25,1.7719064482609387e-19,1.3163914411862011e-29,5.0373561021301043e-19,1.9287039766373466e-31,1.4851854608459386e-52,6.131210217018248e-42,1.8916604772379521e-45,2.7053214076111545e-42,5.654689529184994e-35,4.6465468176832856e-24,4.5510256099796348e-37,1.5716199143602884e-53,4.1600305074573294e-49,2.3030950719549545e-38,1.1906860880628158e-50,1.7515088454026724e-71,7.8430231705345049e-46,1.9819751366347065e-62,2.6801713316428676e-36,5.8651226857835969e-56,5.3765403204534445e-29,1.066492455445528e-43,1.5609185276066342e-45,4.6989403350753696e-38,1.2730484106503703e-67,4.496771544645683e-75,1.807196374114852e-44,3.6693121044758733e-57,1.1885890061220128e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999984405507,0.108803,0.0001,6.5926768689104879e-14,6.5230606297875564e-13,6.5230555205321569e-13,1.5644494364238624e-19,2.6129506377967853e-19,1.8888208906630177e-13,1.662966227232564e-19,2.4486571764912843e-27,1.3957624603995298e-27,1.5947131259401053e-31,2.2005018024694655e-23,1.1744523452352266e-17,5.1901238263643378e-22,9.7334893511535289e-32,1.6769514755293225e-34,5.6242545841174925e-36,2.0822138668830989e-39,1.5846626265025429e-17,6.1160209532172935e-47,4.1578253190382024e-54,2.1476842471517601e-55,4.773907443370793e-63,3.001065247878957e-60,1.4453533701586131e-22,5.3765393488554045e-29,1.0963253992066518e-35,1.4328913810195458e-36,1.0856532995062623e-19,6.5270723455962421e-42,5.9602547337599926e-50,6.0382259040814667e-29,4.3793921986025655e-57,8.537010703073339e-23,1.9628778496513696e-27,5.1448206161003415e-34,1.0316305962035274e-40,8.1040657796956297e-41,6.7408952459499816e-42,1.4634907079125776e-48,3.8330450787704117e-31,1.3162080186772817e-37,1.8347362758060436e-45,2.0262474621366348e-38,1.0441709378310197e-45,1.6258969254196692e-36,4.7231647417755293e-39,1.6867367169252228e-30,2.6012661970461835e-37,3.4142003777848463e-48,1.4369211728708256e-55,2.6544127681076242e-37,1.2768757450610808e-37,3.9055204986719534e-38,1.219797174367073e-44,1.7729322948699448e-45,7.8272455281787015e-45,4.1197731463774001e-46,1.0614952877312914e-59,5.5191565354356174e-64,3.3101986282633082e-64,1.242478744333124e-41,3.9644815244549679e-48,2.5341693485075952e-48,5.8974858722522832e-49,3.6717195970312201e-62,2.5412892805063749e-32,2.8472482971247785e-66
2.5675821137700097e-16,0.0023882024984940866,5.2673529253588834e-29,1.2197610520015624e-24,3.5445774176993362e-19,5.2672743764498545e-29,1.0077777588391368e-18,7.7179824780483637e-31,5.9426765642452432e-52,1.8115743551574342e-41,8.2162838883491568e-45,1.7446927948252331e-41,1.131184010221618e-34,9.295112183577133e-24,1.8210034057826293e-36,1.3560087252744422e-52,3.3292888818948432e-48,9.2153810098361935e-38,9.5291747659072551e-50,5.6065955187243288e-70,1.2552495942528603e-44,2.3683230790647673e-61,2.1446958181899069e-35,1.3638705875668111e-54,4.3028634003675217e-28,1.7070813344065975e-42,6.2457649690496814e-45,3.7604704498283009e-37,1.0188255266246086e-66,1.0801267006681484e-73,2.8923572762636344e-43,1.1745411539561867e-55,7.6117903760134053e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899999968804254,0.108803,0.0001,1.3188216382121214e-13,1.3048949068508289e-12,1.3048938223472862e-12,4.4093716235065322e-19,1.0455191171616327e-18,3.7778988820035357e-13,6.6536110437900592e-19,1.2097174482272827e-26,6.0766469585118684e-27,1.276261012406418e-30,8.8048638567994705e-23,4.6987389311016221e-17,2.0767249260158192e-21,7.6817689552550923e-31,1.342069062070719e-33,4.4994426480551538e-35,3.3317011868384919e-38,6.3399047275749848e-17,1.9572576671525973e-45,2.6612108814697696e-52,1.3746229656021883e-53,6.1110974442006843e-61,1.9209621002043414e-58,5.7832919696505441e-22,4.3028616314073112e-28,1.7540928478152255e-34,2.2933592168971221e-35,2.1700682207818827e-19,1.0447596251588613e-40,7.7405829363847231e-49,4.8318395051881716e-28,2.8030254283774532e-55,3.4135681143176386e-22,1.2084280320926735e-26,6.2644544054394745e-33,2.4982894964943124e-39,1.9624970058134161e-39,1.6327926296761404e-40,4.0281335427465627e-47,1.5337163016999807e-30,1.0533649909167053e-36,1.7792424602120602e-44,1.6213199327180383e-37,1.0134508076989615e-44,1.2965935118971558e-35,7.5336574450519839e-38,1.3498218920826132e-29,4.0121724529957364e-36,1.0892320547591174e-46,9.1441694430908787e-54,4.1733570186165751e-36,2.0437151950587199e-36,4.7554526016485973e-37,2.9288184536147537e-43,4.0356629000616854e-44,1.8945447531498561e-43,9.9790204104807446e-45,6.7732017642521752e-58,7.0227987932373982e-62,2.1121287663395574e-62,9.9372537490188545e-41,6.3134993068949078e-47,4.0530462392692531e-47,9.0863888994449433e-48,9.5679353647014851e-61,1.0168468184763958e-31,1.824882538888861e-64
5.135721549466168e-16,0.0023882024984940866,2.1072661169585045e-28,4.8798269729082645e-24,7.0899047409650144e-19,2.1072480016515821e-28,2.0161255377515013e-18,3.0882191107408112e-30,2.3774582528065994e-51,4.4456025435203662e-41,4.2004273746847349e-44,1.0109815543455443e-40,2.2626188033489128e-34,1.8592245742333391e-23,7.2852039354765795e-36,1.3613785343462563e-51,2.6639371934316684e-47,3.6867531150207272e-37,7.624895365213589e-49,1.7941101620892493e-68,2.0083444485955901e-43,2.3672630866205436e-60,1.7156732833014176e-34,3.6912124412979896e-53,3.442939840656537e-27,2.731882250795671e-41,2.4988939026282143e-44,3.0088990375334266e-36,8.1521520613966872e-66,2.1774680893175742e-72,4.6276451284265219e-42,3.7584736270347219e-54,4.8730849467887014e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899999937601801,0.108803,0.0001,2.6379295399362933e-13,2.6100715101586771e-12,2.6100687923342399e-12,1.0953533444815157e-18,4.1827453557914843e-18,7.5543661928551748e-13,2.6615419728910137e-18,5.4607577622608258e-26,2.5396112045374575e-26,1.021212076239253e-29,3.5225113657012143e-22,1.8793214336092674e-16,8.3082476453975501e-21,5.9805328237608597e-30,1.0738563684517637e-32,3.5975675612507512e-34,5.3279793774238902e-37,2.5357269293887133e-16,6.2601151671191922e-44,1.7023436028264151e-50,8.7932972237578388e-52,7.8184248007754367e-59,1.2289871379431295e-56,2.3136900359458563e-21,3.442936840525687e-27,2.8047484506695438e-33,3.6694809274222968e-34,4.3337814467218395e-19,1.6719650716833848e-39,9.0540441232095271e-48,3.8652837004110441e-27,1.7930618171179485e-53,1.3637742404803656e-21,8.2127058195511827e-26,8.442019777083287e-32,6.7022653395658592e-38,5.2645700393980106e-38,4.3822723439023883e-39,1.1602429134700193e-45,6.13585648171994e-30,8.4284979280919019e-36,1.5895939981373399e-43,1.2968323986913571e-36,9.059432283740243e-44,1.0301459568255143e-34,1.1973490920464757e-36,1.0799345674743466e-28,5.9843646201947985e-35,3.4627019428010162e-45,5.7832797665536312e-52,6.4494971874410483e-35,3.270233965494456e-35,6.4084768938185477e-36,7.7259536076590739e-42,9.6666647607819051e-43,5.0773811147286346e-42,2.6783054144504981e-43,4.3066940027487532e-56,8.8785327193716379e-60,1.3429232893681957e-60,7.9411658679465197e-40,1.0001796121654199e-45,6.4757315407054399e-46,1.3524887117251105e-46,2.2481027853992518e-59,4.0680501090293634e-31,1.1681654890837872e-62
7.703860985162327e-16,0.0023882024984940866,4.478140931566223e-28,1.0370111869655886e-23,1.0635217444860744e-18,4.4781095755428187e-28,3.0247367981404863e-18,6.5635624329755961e-30,5.0523423655568212e-51,6.805384428595638e-41,1.0745942481082952e-43,2.4806669116196021e-40,3.394060869047643e-34,2.7889382128044071e-23,1.5481808171553435e-35,4.4972823512142905e-51,7.6175673308376119e-47,7.8347263767672402e-37,2.1803703579498919e-48,8.1909045862275566e-68,7.3915565121965842e-43,7.3251054984898509e-60,4.9053205368905636e-34,1.6402090025564741e-52,9.8451286338981008e-27,1.0055590836987799e-40,5.310906319109027e-44,8.6039490728481861e-36,2.3311198865855059e-65,8.5811785551255455e-72,1.70316901963826e-41,1.7158974862451146e-53,2.7177495555636637e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999906399381,0.108803,0.0001,3.9570374407424931e-13,3.9152470885301196e-12,3.9152421917278233e-12,1.7759215178734987e-18,8.8887419104671521e-18,1.1329145586639962e-12,5.6555546032923769e-18,1.2043508436706182e-25,5.4671794002758712e-26,2.9201894266204923e-29,7.4856840917132243e-22,3.9930442761400824e-16,1.7655865548431759e-20,1.68368668719551e-29,3.0707032672442267e-32,1.0282914012319381e-33,1.960462363232194e-36,5.3877265061119552e-16,2.8574402631338932e-43,9.3512466673293057e-50,4.8303001865135812e-51,5.0430601528943713e-58,6.7513707799899632e-56,4.9168218038084592e-21,9.8451174542511476e-27,1.031961235725601e-32,1.3505606331938071e-33,6.4923901492577161e-19,6.154240804007304e-39,2.9370821207609208e-47,1.1051320488008188e-26,9.8495786916174006e-53,2.8954089075956947e-21,2.240682415122139e-25,2.9765335806606557e-31,2.9447492938821171e-37,2.3130188655076709e-37,1.9257742973545019e-38,5.1732507320251622e-45,1.3039308684134338e-29,2.4101375136588329e-35,4.6825761160537249e-43,3.7075395434653529e-36,2.6691314571297263e-43,2.9337647734160406e-34,4.3927128268002627e-36,3.0878783472583175e-28,2.1311649636087442e-34,1.5766704491452431e-44,3.1643184054898546e-51,2.3348779906449077e-34,1.2036514526996383e-34,2.2595355334061567e-35,3.3708055178080103e-41,4.0581146742171725e-42,2.2298761245497387e-41,1.1769768417496048e-42,2.3608014603786709e-55,5.7063785776742198e-59,7.3613743251325547e-60,2.2691234769047985e-39,3.6636390864686748e-45,2.381758328108252e-45,4.8117699209563713e-46,9.2304949156363513e-59,8.6450213715130721e-31,6.3509808975551393e-62
1.2840139856554643e-15,0.0023882024984940866,1.2381249894726284e-27,2.8671497152305493e-23,1.772578434524693e-18,1.2381174621452152e-27,5.0430132433662022e-18,1.8152688441730501e-29,1.3968899713173047e-50,1.0446278754455975e-40,5.0079275401203762e-43,8.4886981727848753e-40,5.6569947435946758e-34,4.6483666207171017e-23,4.2804691892369475e-35,3.3725763894476925e-50,3.5009482970769969e-46,2.1661709259532817e-36,1.0021032815121415e-47,1.0659726072638042e-66,5.6852352266620533e-42,3.2357517454766299e-59,2.253497108602287e-33,2.0531662762019229e-51,4.5246991082464895e-26,7.7373300312226257e-40,1.4693332728933369e-43,3.9542476300208148e-35,1.0713572389892829e-64,6.516015445344636e-71,1.3099969482562053e-40,2.2330034175917664e-52,7.065287764434486e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999843994647,0.10880299999999996,0.0001,6.5952532386830034e-13,6.5255942329924245e-12,6.5255827082040533e-12,3.1559609991906739e-18,2.4575753758826155e-17,1.8871958738647426e-12,1.5633146672921688e-17,3.4542584775006844e-25,1.5303062916745168e-25,1.3421132560817465e-28,2.0696582122797451e-21,1.1035074050066504e-15,4.881546291887801e-20,7.3941913962820233e-29,1.4112542016458391e-31,4.7198361934218514e-33,1.506636110345986e-35,1.4889381846676009e-15,3.715496466378418e-42,2.082666313768901e-48,1.0757830319324319e-49,1.9485093757454057e-56,1.5041685114729493e-54,1.3594151531917631e-20,4.5246903656965552e-26,7.9290074545120644e-32,1.0388875588795822e-32,1.078928575012791e-18,4.7354918679857686e-38,1.6841648485957273e-46,5.0769603627371324e-26,2.1936550678449968e-51,7.9857792344313792e-21,9.7148302400741868e-25,2.1466625990099256e-30,3.5726720521626603e-36,2.8059595129039607e-36,2.3381588731162301e-37,6.4380334836120439e-44,3.6051424983893375e-29,1.1076668450845202e-34,2.2305586637074646e-42,1.7028729381715637e-35,1.2717092392193944e-42,1.3319742834917887e-33,3.3407245778537218e-35,1.4188623825210121e-27,1.4722246852053673e-33,2.0291428039396672e-43,6.9120097888562711e-50,1.6977401054389081e-33,9.2597606278585908e-34,1.6295660539376693e-34,3.9767665647889265e-40,4.1874216501675755e-41,2.7006531650407904e-40,1.429040187489502e-41,5.2043256292688396e-54,2.1604370418184469e-57,1.6226261070282967e-58,1.0405594412706364e-38,2.7710448277510198e-44,1.8275987185379469e-44,3.3133144873330467e-45,8.9308813648648225e-58,2.3902039482000983e-30,1.7251479478029183e-60
1.746279084080773e-15,0.0023882024984940866,2.2047643720793455e-27,5.1056134847226064e-23,2.4107247274477306e-18,2.2047511888787445e-27,6.8603133570647711e-18,3.2331704484526921e-29,2.4874913319746552e-50,1.2838335831619384e-40,1.1964777794721857e-42,1.6897083989792357e-39,7.6936901776138358e-34,6.3218531012174951e-23,7.6223857421373183e-35,9.6162676812165897e-50,7.880739936168166e-46,3.8573725366375443e-36,2.2558092295387774e-47,3.4845886608299134e-66,1.5654794446991471e-41,6.9897046181823635e-59,5.0715247011281628e-33,6.6651492726864479e-51,1.0185219671117554e-25,2.1309255097423643e-39,2.6182942456274486e-43,8.9011015457228407e-35,2.4116588761998492e-64,1.7468011013401319e-70,3.6071916272018852e-40,7.2993616042958467e-52,3.0225244968940925e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999787830511,0.10880299999999991,0.0001,8.9696474538634729e-13,8.8749034355870378e-12,8.8748840985017491e-12,4.4010058088859712e-18,4.3762705026023666e-17,2.5655046074414329e-12,2.7834313634334108e-17,6.2331389021676775e-25,2.7369571210421933e-25,3.0211798190604273e-28,3.685499323447552e-21,1.9644592794402473e-15,8.6927252581659299e-20,1.6233850463906042e-28,3.1767675774269177e-31,1.0616913432065949e-32,4.1470707192101711e-35,2.650601545732658e-15,1.2141680807180243e-41,7.859186338072098e-48,4.0595949073581788e-49,8.2799725091188469e-56,5.6774049400162005e-54,2.4207511058223353e-20,1.0185195494750798e-25,2.1822712037720463e-31,2.8607944313066386e-32,1.4640145577763315e-18,1.3042077763155973e-37,4.1658506185124522e-46,1.1425765451205243e-25,8.278018354743798e-51,1.4197531509627385e-20,2.1443715338669299e-24,5.802797893178076e-30,1.1481558191031062e-35,9.0172249128361015e-36,7.516309717887283e-37,2.0816044417379554e-43,6.4197871024190982e-29,2.4933848004665606e-34,5.0787779031125113e-42,3.8318817595539139e-35,2.8957574388839454e-42,2.9780959299264277e-33,9.1516165544886903e-35,3.1935376234657072e-27,3.8635100667093753e-33,6.605640983522989e-43,2.5932801811939461e-49,4.5574387152036746e-33,2.5499887401390432e-33,4.4049961584597622e-34,1.2645709458293533e-39,1.2676832349950187e-40,8.6733965719068879e-40,4.593864230049181e-41,1.9579808035566127e-53,9.1369986744928555e-57,6.1043685774959645e-58,2.3394584386346566e-38,7.5720914907152457e-44,5.0269999579827783e-44,8.6819997485970856e-45,2.6640931178552892e-57,4.2563155779220163e-30,7.5081980950939026e-60
2.2085441825060816e-15,0.0023882024984940866,3.4416951909078251e-27,7.9699923224671029e-23,3.0488660131826585e-18,3.441674336767964e-27,8.678514566878081e-18,5.0481193153867304e-29,3.8830549717350494e-50,1.4513069380846963e-40,2.4570356337908227e-42,2.928511291786404e-39,9.7304615689123613e-34,7.9953405485011908e-23,1.1898797204821389e-34,2.3046762925221936e-49,1.4895286832817949e-45,6.0214746764390512e-36,4.2637543212506302e-47,9.2260208100460469e-66,3.5252596722374044e-41,1.2567512068717264e-58,9.5833151514553241e-33,1.7570129370278814e-50,1.9250926779792716e-25,4.7995354186098158e-39,4.0915350603570251e-43,1.6823811974595791e-34,4.5582500807590442e-64,3.7879859499807959e-70,8.122934603333026e-40,1.9326014845461469e-51,9.042644466820666e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999731666497,0.10880299999999989,0.0001,1.1344041665904506e-12,1.1224209226159318e-11,1.122418011756673e-11,5.6466281784443934e-18,6.8314654251713719e-17,3.2432375754882995e-12,4.3443667260043121e-17,9.8100705564640689e-25,4.2836732161936956e-25,5.7103659549645291e-28,5.7531600042529419e-21,3.0656465597351753e-15,1.3569595851005052e-19,2.9907341753799467e-28,6.0043522066957918e-31,2.0051882482578998e-32,9.3347010258613049e-35,4.136409237443319e-15,3.2134765310723202e-41,2.4179488794839057e-47,1.2489710858750912e-48,2.9329139078389979e-55,1.7468393704934427e-53,3.7788580852182102e-20,1.9250872180015599e-25,4.9115619363830818e-31,6.4424605371041236e-32,1.8473786261263594e-18,2.9375216672315401e-37,8.614003221884645e-46,2.159049112122209e-25,2.5468074796249097e-50,2.2126630324277632e-20,3.998337229909069e-24,1.2888035024340857e-29,2.9971851667464805e-35,2.3537822727349446e-35,1.9627484025784942e-36,5.4608736217091103e-43,1.0021465409506103e-28,4.7127019268547769e-34,9.672736610209535e-42,7.2399426627258526e-35,5.5153329070513513e-42,5.5892108844396421e-33,2.0490563353516253e-34,6.0353430209331251e-27,8.2702299218811048e-33,1.7402437873994332e-42,7.9166949043898195e-49,9.9840572501780457e-33,5.74283223188352e-33,9.7835102821215488e-34,3.2601681397250694e-39,3.0990149646245467e-40,2.2623431391294628e-39,1.1996148656476118e-40,5.9991965485403322e-53,3.212966879031965e-56,1.8703146944891139e-57,4.4160982839404769e-38,1.6907430807998199e-43,1.1306499212385516e-43,1.8555097867590399e-44,6.5004205221925414e-57,6.6442367687625235e-30,2.2275274117019049e-59
2.67080928093139e-15,0.0023882024984940866,4.9339437317457477e-27,1.1425609970795391e-22,3.687002566994658e-18,4.9339132425853702e-27,1.0497566956441584e-17,7.2383277010191505e-29,5.5666903529926014e-50,1.5958403582539043e-40,4.4535013183420524e-42,4.6214568381785986e-39,1.1767319224958981e-33,9.6688289090063338e-23,1.7057946900566883e-34,4.7190524693139542e-49,2.4897105151938077e-45,8.6322817289741257e-36,7.1268972450442175e-47,2.015062352037654e-65,6.7742649957561125e-41,1.9863290461391535e-58,1.6014679185984452e-32,3.8276284585642946e-50,3.2177406390659061e-25,9.2246503083166507e-39,5.873408431353236e-43,2.8120521271174729e-34,7.6190107456555782e-64,6.9872783966509979e-70,1.5609321456054177e-39,4.220929035625752e-51,2.3189403420217015e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999675502552,0.10880299999999983,0.0001,1.3718435874980015e-12,1.3573511795369122e-11,1.3573471062977684e-11,6.8923947075154548e-18,9.7934368126395074e-17,3.9204271007960665e-12,6.2271161550106539e-17,1.4140839873168561e-24,6.1514919880118565e-25,9.544866284952808e-28,8.2476094605995809e-21,4.3935827163517891e-15,1.945312377943239e-19,4.8826643769500597e-28,1.003610199248902e-30,3.3492871760627908e-32,1.7930927890418639e-34,5.9281641831818836e-15,7.0161043754313893e-41,5.9413560722086643e-47,3.0689583093045953e-48,8.0426398554769561e-55,4.293026750260878e-53,5.4172955055485966e-20,3.2177301275313559e-25,9.4336139288872622e-31,1.238061891070785e-31,2.2291229327323695e-18,5.6459353676350498e-37,1.5590610721627852e-45,3.607987184258563e-25,6.2579885319790972e-50,3.1671078345238749e-20,6.6193026785414163e-24,2.4527279446524451e-29,6.4808404061420103e-35,5.0894010572844614e-35,4.2453595392008128e-36,1.1849151261615442e-42,1.436657790457143e-28,7.8771446764068642e-34,1.6251532649405583e-41,1.2097262649019801e-34,9.2668032178455393e-42,9.2810237753853944e-33,3.9170363722151958e-34,1.008680303643067e-26,1.5196114745467177e-32,3.7838971662685349e-42,1.9320093112534774e-48,1.8717159488074756e-32,1.103665607622551e-32,1.8619040626526541e-33,6.9716858478821824e-39,6.3345250626457649e-40,4.8884173742276691e-39,2.5947471416102595e-40,1.4688141706779526e-52,8.755293632911543e-56,4.5790167198775656e-57,7.3725651643344076e-38,3.2240198836609936e-43,2.1703027808155197e-43,3.4045114725763507e-44,1.3384987995812133e-56,9.5250626602638205e-30,5.7614691501682612e-59
3.595339477782007e-15,0.0023882024984940866,8.5006847589933584e-27,1.9685142061072634e-22,4.9632648775101373e-18,8.5006306785329203e-27,1.4137612832370742e-17,1.2475137477968798e-28,9.590912363633829e-50,1.8127886269082992e-40,1.081385526246152e-41,9.3282944874706374e-39,1.5841272986291945e-33,1.3015807712578798e-22,2.9389344327255442e-34,1.3537940578006662e-48,5.315297297748669e-45,1.4872598883015702e-35,1.5215839251176453e-46,6.2042353670576975e-65,1.751309492043445e-40,3.8718446724577936e-58,3.4177390727198838e-32,1.1755354766901175e-49,6.8695578799144944e-25,2.3854874355010522e-38,1.0150294132318193e-42,6.0034456023877574e-34,1.6265904071952041e-63,1.6865270705340951e-69,4.0353828394553657e-39,1.2995271245200238e-50,9.998125321405528e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999563174974,0.10880299999999971,0.0001,1.846722428636821e-12,1.8272109591452767e-11,1.8272041383553447e-11,9.3839517303612018e-18,1.6873061143722965e-16,5.2735680777731971e-12,1.0726144354516708e-16,2.4521472473896639e-24,1.0619037361467316e-24,2.0377967323131044e-27,1.4209784602069897e-20,7.5660353165202764e-15,3.3515839291254773e-19,1.0040282718321793e-27,2.1426045987667343e-30,7.1423405334437314e-32,4.6327154004747154e-34,1.0208684453922947e-14,2.1589621277539652e-40,2.1484420907254184e-46,1.1097605333238903e-47,3.3805733032793322e-54,1.5531938425962466e-52,9.3334551654245414e-20,6.869530651556739e-25,2.4369202856237105e-30,3.2009145265689837e-31,2.9889371681699421e-18,1.4600669295013622e-36,3.7732973151533325e-45,7.6999097309659942e-25,2.2629404144578509e-49,5.4424008624902947e-20,1.3965798160492046e-23,6.266999814305671e-29,1.9709975565618905e-34,1.5477263763379963e-34,1.291744437554799e-35,3.6188364224379399e-42,2.4752183526320488e-28,1.6816889982584123e-33,3.4905458232367491e-41,2.5812255557155309e-34,1.9904189016693492e-41,1.9604653715076737e-32,1.00430789024341e-33,2.1530484958336574e-26,3.6690527573866421e-32,1.1568629582587613e-41,6.912164048324584e-48,4.6563441048513418e-32,2.8536602900228603e-32,4.7573761291191235e-33,2.0840390537434239e-38,1.7723454059421467e-39,1.4850465126859812e-38,7.8951879491975241e-40,5.281790077342777e-52,3.6444258776708749e-55,1.6464469630142317e-56,1.5709230093459555e-37,8.233807468989528e-43,5.6009375982609521e-43,8.2016705428084852e-44,3.8467069103249179e-56,1.6410775327707779e-29,2.546565873497213e-58
