Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826)
3.5200215843070394e-10,0.0023882016049596314,4.1225645974912395e-17,5.6747850113183588e-13,1.164834989525488e-13,1.6398252876876556e-14,2.369521459462655e-10,2.852364821358859e-15,3.2342070036449423e-28,2.1477997375823695e-23,5.4730804113048836e-26,2.8330804436662143e-16,1.2697165083902195e-16,2.5013609537756493e-17,2.5616606219069221e-20,6.4217557670390844e-28,1.4581196178414747e-29,2.1588972645460157e-25,2.8833903485450566e-30,-8.4535383176987116e-38,5.5907188124667818e-23,-1.8959127192452396e-16,1.0952194595476936e-19,-2.8374684593846224e-17,2.72429436699875e-10,7.4686351912330727e-19,3.2820316813893668e-20,1.0180481087722432e-16,5.7371747046110509e-37,-4.812538194637623e-21,1.2840202159852239e-21,8.5436270955797552e-28,1.1064013146454823e-35,0.88129999999999997,0.0,0.0,0.0,0.009885732392432062,0.1088026253099386,9.9999999999975312e-05,1.8071746257174427e-07,1.7818619797856975e-06,1.4191176878336733e-06,9.4487871575313673e-13,3.682658820108201e-07,8.4496337724739419e-10,6.1802490749222816e-09,5.4780054655245594e-15,6.1665052950496636e-17,5.679451487821907e-12,1.2768249882777908e-10,2.1576577113537595e-07,2.915192602432211e-09,3.5205934347683178e-19,1.0932387656771221e-15,1.3354428977408081e-19,6.6016151046724844e-17,2.9113377062146331e-07,2.1334171078656608e-18,1.1287595301994339e-19,7.1301128378155301e-21,1.3323966580232534e-22,1.5212918839901912e-23,3.9420361061347658e-10,2.722210823535657e-10,1.2715448396614824e-13,8.0805993666014683e-14,6.072699341254491e-16,3.9474332542945408e-16,2.5572165201570133e-17,2.4257406644820278e-12,1.5485674949476718e-22,5.4583234603011408e-14,6.8035086812708556e-13,3.6391991206895224e-13,3.1525611322515534e-16,2.1953205547808268e-16,7.4276020567653217e-16,2.1210309791327064e-22,1.9824319996771091e-18,4.305385372482079e-19,9.1675759777926833e-27,5.4036179040582026e-22,5.2284404907555734e-27,5.8217968540516641e-23,1.2215446839688185e-19,1.1950020462756481e-13,4.7377948595071827e-19,1.1819715335412689e-22,1.8383385699932806e-27,1.0110487834576981e-18,1.6332922105618894e-14,2.7274709230091361e-17,9.3884426127498521e-22,1.8787306938233524e-23,7.1984051854909522e-21,4.4139344709318382e-19,1.3273230002776346e-27,3.0301193958012041e-27,2.5275375794904867e-33,7.5046733820417187e-26,5.1652553756473708e-30,7.8066793411647643e-29,9.0281476271647143e-32,3.8896934600170683e-22,2.2999751524191295e-19,2.7438196184623263e-29
3.5734005827064496e-10,0.0023882015891662305,4.234788912474667e-17,5.7998273802632172e-13,1.1673002543485011e-13,1.7113308297323079e-14,2.4412225595913727e-10,3.0252477829165797e-15,3.2613398519225334e-28,5.5652191801097269e-23,5.6747018682702984e-26,2.8366158695226101e-16,1.25533445593166e-16,2.5615241815630628e-17,2.6137671662196807e-20,6.7596794378852441e-28,1.5191794941119822e-29,2.2422934577325039e-25,3.0844842441347429e-30,-8.6162106825884567e-38,5.8447082054314769e-23,-1.8884319992476544e-16,1.1275373108534626e-19,-2.8822215257468386e-17,2.8321914208659093e-10,7.8863961165162251e-19,3.4179070618915805e-20,1.0653390363932543e-16,5.8856300297056931e-37,-4.947501829412515e-21,1.342345624853146e-21,9.1479487809518466e-28,1.1719204214049438e-35,0.88129999999999997,0.0,0.0,0.0,0.009885667660763162,0.10880261867825097,9.9999999999974729e-05,1.8345660785659857e-07,1.8088685865268411e-06,1.4396685699277137e-06,9.5919962473958187e-13,3.7479611592927237e-07,8.4495814698217751e-10,6.2742311014766395e-09,5.5751436047957705e-15,6.2602783263383509e-17,5.9541268436277637e-12,1.3166003580778154e-10,2.1904230438427693e-07,3.0042478793067609e-09,3.5918608766765534e-19,1.1389578744773091e-15,1.3939600601979904e-19,6.9787193102691293e-17,2.9555490496343547e-07,2.2841438815586034e-18,1.2212115680297598e-19,7.7332652907885056e-21,1.4646832656743873e-22,1.6756350450163933e-23,4.0314425153007095e-10,2.8300251367109773e-10,1.3219296208784659e-13,8.4014031999807221e-14,6.1522353916614555e-16,4.2234231922352308e-16,2.605471124170255e-17,2.4966103410297012e-12,1.6809532294024752e-22,5.5507660345993295e-14,6.9513637318570568e-13,3.7747388807242769e-13,3.2700745157039544e-16,2.277144501539961e-16,7.7130889548026138e-16,2.2025547729766319e-22,2.0455804004920974e-18,4.4642190783775575e-19,9.5057850114994663e-27,5.5759125529332208e-22,5.4213274449108438e-27,6.0546262319963586e-23,1.2780150908319685e-19,1.2276503377340067e-13,4.8672351585008274e-19,1.2547122609460467e-22,1.9514809749410303e-27,1.0386716033154537e-18,1.7047673927471917e-14,2.8283842355517979e-17,9.7358111443788184e-22,1.9482417784722245e-23,7.4648058912718321e-21,4.6462395821465718e-19,1.4446834945538226e-27,3.2864513180828384e-27,2.7393031559673043e-33,7.7718298676254915e-26,5.3491388530438826e-30,8.0848553903827146e-29,9.3495392731290926e-32,4.0818261414540841e-22,2.3862681210877885e-19,3.0025828300582653e-29
3.62677958110586e-10,0.0023882015733721926,4.3484092417271968e-17,5.9257323918429757e-13,1.1784437021973473e-13,1.7847693927870727e-14,2.5139801157017436e-10,3.2058614374912978e-15,3.2876567245436169e-28,2.0579182503895126e-22,5.8805545596094871e-26,2.841103814504728e-16,1.2421703472555232e-16,2.6224246438172018e-17,2.6661237625883695e-20,7.1101473303232273e-28,1.5819162220278854e-29,2.3278419891463925e-25,3.2967767383498147e-30,-8.7787116728018031e-38,6.1061411979451069e-23,-1.8820565046790042e-16,1.1602915480830134e-19,-2.9268159479055564e-17,2.9425137453015491e-10,8.320374182242093e-19,3.5598808329451817e-20,1.1144781899897517e-16,6.0343699098003495e-37,-5.0838501394368167e-21,1.4023793589174662e-21,9.785511602922116e-28,1.2413094580533066e-35,0.88129999999999997,0.0,0.0,0.0,0.0098856029286126836,0.10880261204595765,9.9999999999974147e-05,1.8619571353815082e-07,1.8358747733349341e-06,1.4602182574895987e-06,9.7352030948399736e-13,3.8132684246751022e-07,8.4495291667367705e-10,6.3682116565007223e-09,5.6722890718637295e-15,6.3540498893691238e-17,6.2375047285047569e-12,1.3570089667948517e-10,2.2231881454564569e-07,3.0946421656734532e-09,3.6636790930277971e-19,1.1858142746107579e-15,1.4542214726666348e-19,7.3720153885092519e-17,2.9997601102180183e-07,2.4433237874716016e-18,1.3198115649106069e-19,8.3783097263871709e-21,1.6080247198510619e-22,1.8432302584882525e-23,4.1212584567027035e-10,2.9402628497505374e-10,1.3734475186246805e-13,8.7294364129293908e-14,6.2317814633526999e-16,4.5140802060741041e-16,2.6537979891637286e-17,2.5684026977740467e-12,1.8226661479102627e-22,5.643499469154122e-14,7.1000436864334429e-13,3.9132003578300101e-13,3.3901232319080671e-16,2.3607336123851985e-16,8.0049410037878534e-16,2.2858962019881313e-22,2.1098612612699507e-18,4.6263672823834615e-19,9.8510516990355596e-27,5.7512994294798858e-22,5.6182395113953139e-27,6.2936700613225793e-23,1.3362491811249616e-19,1.2606317084734e-13,4.9979960103991455e-19,1.3307911719105424e-22,2.069815996070327e-27,1.0665762339741565e-18,1.7781788922970239e-14,2.9314379386093353e-17,1.0090547565663283e-21,2.0192272107004728e-23,7.7368585067824087e-21,4.8870736007618072e-19,1.5705655095242272e-27,3.5605872765053963e-27,2.9657325262880951e-33,8.0444682784278584e-26,5.5367956778536794e-30,8.3687452059868527e-29,9.6775257559031735e-32,4.280247737991736e-22,2.4746237737567624e-19,3.2814551807179484e-29
3.6748206796653293e-10,0.002388201559157156,4.4519303662582344e-17,6.0399443806031982e-13,1.188054902366929e-13,1.8525330859276248e-14,2.5803728211137148e-10,3.375210024735453e-15,3.3106662441413145e-28,2.0442140752756275e-23,6.0694554595035945e-26,2.8450530661605519e-16,1.2304539896297389e-16,2.6777866757168006e-17,2.7134582819565586e-20,7.4363390701607597e-28,1.639835785741645e-29,2.4067033254029449e-25,3.4978068519327216e-30,-8.925039568493168e-38,6.3478778640039499e-23,-1.8763542163997952e-16,1.1901424054169244e-19,-2.966814563399133e-17,3.0438865165243286e-10,8.7251098317258443e-19,3.6930731706258879e-20,1.1603256760700168e-16,6.1684351984002156e-37,-5.2078217733542732e-21,1.4578892629833903e-21,1.0388829842475245e-27,1.3073011360910479e-35,0.88129999999999997,0.0,0.0,0.0,0.0098855446692656217,0.10880260607642973,9.9999999999973604e-05,1.8866087479087307e-07,1.8601799823092416e-06,1.4787120096794839e-06,9.8640873396886786e-13,3.8720486267349944e-07,8.4494820935902896e-10,6.4527928975062011e-09,5.759725441316161e-15,6.4384430403792877e-17,6.5000963115408958e-12,1.3939189832958706e-10,2.2526765395091507e-07,3.177141844958116e-09,3.7287871352908058e-19,1.228964350676408e-15,1.5099703252738308e-19,7.7402109958941072e-17,3.0395498229496222e-07,2.5941048945980594e-18,1.4140686296079336e-19,8.9965565034609401e-21,1.747104914917306e-22,2.0061662300761552e-23,4.2024337283343725e-10,3.0415578638629598e-10,1.42078668388131e-13,9.0308745923376155e-14,6.3033781452305421e-16,4.7886544617417554e-16,2.6973512357409724e-17,2.6338014697347009e-12,1.9586117999556442e-22,5.7272035267594605e-14,7.2345479901265579e-13,4.0403270939587888e-13,3.5003463759950982e-16,2.4374810954581152e-16,8.2730807179713073e-16,2.3624663231670088e-22,2.1686887901443788e-18,4.7751533114200009e-19,1.0167865935777883e-26,5.9118092217503756e-22,5.79892461164206e-27,6.5142001594243497e-23,1.3901932183881001e-19,1.2905967038049746e-13,5.1167978717645905e-19,1.4022017015051806e-22,2.1808899935973277e-27,1.0919287936366579e-18,1.8459209742808037e-14,3.0260249898542425e-17,1.0416139785897924e-21,2.0843806490599648e-23,7.9865611861877701e-21,5.1112646343810374e-19,1.6915473103992044e-27,3.8233349936329417e-27,3.1827224299342539e-33,8.2945529368275968e-26,5.7089288936703449e-30,8.6291553650280118e-29,9.9783798966887743e-32,4.4642908186018615e-22,2.5559276828302051e-19,3.5506500894399262e-29
3.718057668368852e-10,0.0023882015463634093,4.5461349938656531e-17,6.1434914383063649e-13,1.1960883055981029e-13,1.9148844476382775e-14,2.6408643050416734e-10,3.5332722783218293e-15,3.3308520127958126e-28,-3.1474361464273761e-26,6.242421001642536e-26,2.84893510528083e-16,1.2204104356835858e-16,2.7280043255905989e-17,2.7562402829267183e-20,7.738785732272141e-28,1.6931607393716995e-29,2.479209627191979e-25,3.6871130350901146e-30,-9.056840456257469e-38,6.5707253309520609e-23,-1.8716498979353218e-16,1.2173087339623848e-19,-3.0027146178861855e-17,3.1368156549989605e-10,9.1010578225826476e-19,3.8174982212468628e-20,1.2029360797683422e-16,6.2892242396067579e-37,-5.3204214953764886e-21,1.5090608880891731e-21,1.095656758408093e-27,1.3697096403495676e-35,0.88129999999999997,0.0,0.0,0.0,0.0098854922355199448,0.10880260070351591,9.9999999999973103e-05,1.9087949249128894e-07,1.8820543793797619e-06,1.495355640761645e-06,9.9800816061051961e-13,3.924953403881631e-07,8.4494397274588569e-10,6.5289149947085648e-09,5.838422034362465e-15,6.5143958588534593e-17,6.7426293026888814e-12,1.4275778785451963e-10,2.2792159342619532e-07,3.2523188378796081e-09,3.7877669640965283e-19,1.2685978224749881e-15,1.5613871323622851e-19,8.083408388925471e-17,3.0753603685786251e-07,2.7361255933885413e-18,1.5035734670828276e-19,9.5850105491857047e-21,1.8809320378695283e-22,2.1632257492192948e-23,4.2757608378686753e-10,3.1344157139254106e-10,1.4641832299776915e-13,9.3072176522473597e-14,6.3678209964009403e-16,5.046629422763432e-16,2.7366039247477941e-17,2.6932942994646613e-12,2.0881090502255978e-22,5.8027312907872624e-14,7.3561530416260908e-13,4.1567852941844447e-13,3.6013210389122189e-16,2.5077888167746771e-16,8.5188622424061105e-16,2.432651827096547e-22,2.2224280791233828e-18,4.9113856905414758e-19,1.0457949336480778e-26,6.0584374820332892e-22,5.9643646148293381e-27,6.7171025859591627e-23,1.4400042301554327e-19,1.3177911655607818e-13,5.2246154293270882e-19,1.4689179480201454e-22,2.2846626072246661e-27,1.1149372818868604e-18,1.908255060698088e-14,3.1126491150407737e-17,1.0714321721206458e-21,2.1440490688116925e-23,8.2152433636761021e-21,5.3191760432068285e-19,1.8069759118687998e-27,4.0734215085167023e-27,3.3892338098072638e-33,8.523461398166036e-26,5.8664866361605921e-30,8.8675189095768245e-29,1.0253758899529905e-31,4.6344204805703684e-22,2.6305582282389823e-19,3.8084817839712098e-29
3.7612946570723743e-10,0.002388201533569524,4.6413147070565767e-17,6.2477409660819368e-13,1.2040063298488972e-13,1.9785386296530954e-14,2.7020545294532437e-10,3.6968140719592862e-15,3.3505683280794409e-28,-4.7119008687486711e-24,6.4181957340291884e-26,2.8530384554703842e-16,1.21074479712538e-16,2.778618152211778e-17,2.7991987402023031e-20,8.04979403304146e-28,1.7476357283329854e-29,2.5531828365984487e-25,3.8846327580313229e-30,-9.1887457727230435e-38,6.7986339741782884e-23,-1.8672566418673272e-16,1.2447591025135318e-19,-3.0385285520372149e-17,3.2313550226939534e-10,9.4882710964315304e-19,3.9463816310370935e-20,1.2468527604140259e-16,6.4101105945316554e-37,-5.4340021911399236e-21,1.5613939427613412e-21,1.1548517944314408e-27,1.4351139945005935e-35,0.88129999999999997,0.0,0.0,0.0,0.0098854398014585846,0.10880259533031074,9.9999999999972615e-05,1.9309808420829783e-07,1.9039285006765097e-06,1.5119985946700465e-06,1.0096074399919589e-12,3.9778603440780002e-07,8.4493973610436681e-10,6.6050361255862682e-09,5.9171218449797427e-15,6.5903477131518657e-17,6.9911103749114298e-12,1.4616540687535113e-10,2.3057551775348248e-07,3.3283742870204562e-09,3.8471097374447758e-19,1.3089921474075059e-15,1.6139961999224439e-19,8.4380690158143785e-17,3.111170728705565e-07,2.884336910960058e-18,1.5976924085681627e-19,1.0205173578045233e-20,2.023417842202305e-22,2.3307256817976759e-23,4.3493373194736761e-10,3.2288825502880749e-10,1.508332102847397e-13,9.5883608296853128e-14,6.4322689707280467e-16,5.3151980369393402e-16,2.7759125002477199e-17,2.7533855565114447e-12,2.2246868510609291e-22,5.8784400544576412e-14,7.4782719432329943e-13,4.2751886047725384e-13,3.7039836122425687e-16,2.5792717022592621e-16,8.7688847113570758e-16,2.5040483769038943e-22,2.2769244702046953e-18,5.0498333622097835e-19,1.0752749821762633e-26,6.2071330367245831e-22,6.1324948598102554e-27,6.9242496728035497e-23,1.4910273947331049e-19,1.345197729657099e-13,5.3332739042392947e-19,1.5380110882210592e-22,2.3921325478064617e-27,1.1381252249632202e-18,1.9718940079697666e-14,3.2006958200274008e-17,1.1017400619125549e-21,2.204697392560625e-23,8.4476820230114355e-21,5.5330035743677104e-19,1.9288963645319911e-27,4.3369843489844732e-27,3.6068566638657645e-33,8.7560152126904972e-26,6.0265535685272504e-30,9.1096820559784929e-29,1.0533523316410698e-31,4.8088627691026971e-22,2.7065801463441829e-19,4.0817916130998832e-29
3.8477686344794187e-10,0.0023882015079815435,4.8345680307016388e-17,6.4582746526305541e-13,1.2193772924054412e-13,2.1097955902648956e-14,2.826531356537377e-10,4.0408403689908682e-15,3.3886399260865973e-28,4.1668633251470605e-27,6.7782098824116253e-26,2.8612486530302949e-16,1.1918770263057582e-16,2.8811222010375738e-17,2.8856498729676102e-20,8.6980567030900888e-28,1.8600975486591715e-29,2.7055979445721626e-25,4.3054168222865821e-30,-9.4527656473260467e-38,7.2698455183457789e-23,-1.8587371338307062e-16,1.3005092934759614e-19,-3.1099048766899892e-17,3.4252857383456695e-10,1.0297246305186281e-18,4.2180855759473571e-20,1.3387176060303643e-16,6.6520811764781998e-37,-5.6641210343244332e-21,1.6695925406665324e-21,1.2808099932619432e-27,1.5754799805617793e-35,0.88129999999999997,0.0,0.0,0.0,0.0098853349323891632,0.10880258458312608,9.9999999999971612e-05,1.9753518969247678e-07,1.9476759156244407e-06,1.5452825704508167e-06,1.0328055568028068e-12,4.0836797146122209e-07,8.4493126273623295e-10,6.7572754872352514e-09,6.0745296328880014e-15,6.7422485280914542e-17,7.5062015691817721e-12,1.5310605173364231e-10,2.3588332096376308e-07,3.4831204727348627e-09,3.9668860076191728e-19,1.3920802336275087e-15,1.722848327750409e-19,9.1828171010961478e-17,3.1827908925320763e-07,3.2001525153841718e-18,1.800526923355546e-19,1.1546164465226324e-20,2.3362633681671878e-22,2.6994144547653116e-23,4.4972167724031518e-10,3.4226644569682339e-10,1.5988967855862228e-13,1.0165111295442278e-13,6.5611792748085807e-16,5.8853309799321315e-16,2.8546973447641022e-17,2.8753551345727698e-12,2.520347977907076e-22,6.0303895404295977e-14,7.724020014811444e-13,4.5178627441445781e-13,3.9144004576241419e-16,2.7257824344221586e-16,9.281726485118476e-16,2.6504957462686796e-22,2.3882057333283022e-18,5.3334241212562692e-19,1.1356607528863427e-26,6.5107729218163649e-22,6.4768862339720426e-27,7.3514811091313873e-23,1.5967769613962112e-19,1.400639673606297e-13,5.5530839048880817e-19,1.6835604003660379e-22,2.6185258591493641e-27,1.1850331372449178e-18,2.1031266035221414e-14,3.381077631830093e-17,1.163832042985671e-21,2.328947984853753e-23,8.9238833725087548e-21,5.9787941642339714e-19,2.1933999317307636e-27,4.9068926702608475e-27,4.0773965171465508e-33,9.2321144920372876e-26,6.3542532688310994e-30,9.6054651868812123e-29,1.1106275269279002e-31,5.1709111352269441e-22,2.8628449111341e-19,4.6778721009729523e-29
3.934242611886463e-10,0.0023882014823937213,5.0316610930043986e-17,6.6714773587826389e-13,1.2346687604496337e-13,2.2463837479252134e-14,2.9538027734866841e-10,4.4083054586415682e-15,3.4249622980963771e-28,5.9991087308385237e-25,7.1495709323779077e-26,2.8692099514401199e-16,1.1733574603660455e-16,2.9853748253971952e-17,2.9728215864541959e-20,9.3822555879175782e-28,1.9773457167780352e-29,2.864086018234127e-25,4.7624085003611284e-30,-9.7169675774553062e-38,7.7619332399250872e-23,-1.8503106794748924e-16,1.3573876717352888e-19,-3.1809576302489506e-17,3.6257205569337368e-10,1.1153543566226651e-18,4.5093230639509093e-20,1.4361468371607188e-16,6.8941624508052625e-37,-5.8981781240877291e-21,1.7825812860822166e-21,1.4173753123179967e-27,1.7295540706353455e-35,0.88129999999999997,0.0,0.0,0.0,0.0098852300620580532,0.10880257383506384,9.9999999999970623e-05,2.0197219124417446e-07,1.9914222265097813e-06,1.5785641248224479e-06,1.056003084061418e-12,4.1895048520044155e-07,8.4492278925468632e-10,6.9095109802167787e-09,6.2319459990914608e-15,6.8941454829666529e-17,8.0459394344183964e-12,1.602142695201608e-10,2.4119106358112823e-07,3.6413802396315604e-09,4.0881197251843417e-19,1.4782620368157155e-15,1.8366411281702831e-19,9.9765465156413745e-17,3.25441031458634e-07,3.5432208213237425e-18,2.024113539019236e-19,1.303087268544087e-20,2.6895601489496707e-22,3.1171284242528622e-23,4.6460295421693914e-10,3.6229454427672369e-10,1.6925003219364976e-13,1.0761251434467135e-13,6.6901079846039393e-16,6.5015110430424728e-16,2.9337062814708205e-17,2.9996938103775179e-12,2.848186237863227e-22,6.183030039821298e-14,7.9717303422339336e-13,4.7684131498940628e-13,4.1316522072241218e-16,2.8770517838939928e-16,9.8117523515894203e-16,2.8018502122445364e-22,2.5025670945445662e-18,5.6260251564827683e-19,1.1979651069851353e-26,6.8228231152316728e-22,6.8322196489865905e-27,7.7963027053417295e-23,1.7075760147180986e-19,1.4569076523184222e-13,5.7761688645585565e-19,1.8393191225425561e-22,2.8608002674892357e-27,1.2326399377137976e-18,2.2396984649027337e-14,3.5672111687586454e-17,1.2279039470879192e-21,2.4571604910901439e-23,9.4152728694676558e-21,6.4494127772434984e-19,2.4874933691718708e-27,5.5378810890096678e-27,4.5983596565031376e-33,9.7229606804282835e-26,6.6921036481402454e-30,1.0116619491001914e-28,1.1696767974308273e-31,5.5508879291267155e-22,3.0248159520768511e-19,5.3451106492588948e-29
4.0207165892935076e-10,0.0023882014568064277,5.2325823615607319e-17,6.887322046749747e-13,1.2498892503310143e-13,2.3883815147179082e-14,3.0838686886067665e-10,4.8002476779798687e-15,3.4595777835985317e-28,5.0078393444271165e-25,7.532348834645933e-26,2.8768078059968869e-16,1.1550612537674287e-16,3.0913891542539454e-17,3.0607155715448498e-20,1.0103510018368519e-27,2.0995072625676001e-29,3.0287890184927267e-25,5.2579606967712908e-30,-9.9811986355956289e-38,8.2753160392389994e-23,-1.8418570059200819e-16,1.4153889956526959e-19,-3.2516887972933714e-17,3.8326995984551062e-10,1.2058677321693731e-18,4.8212585487621296e-20,1.5393688308662605e-16,7.1361790608540195e-37,-6.1361390588810372e-21,1.9004559696409516e-21,1.56518887157561e-27,1.8985618086827164e-35,0.88129999999999997,0.0,0.0,0.0,0.0098851251904659501,0.10880256308628385,9.9999999999969579e-05,2.0640908886415562e-07,2.0351674326918853e-06,1.6118434173527725e-06,1.0792000214290729e-12,4.2953341522081065e-07,8.4491431565978482e-10,7.061742602307822e-09,6.389368557546511e-15,7.0460385755593773e-17,8.6108933265783505e-12,1.6749049674471278e-10,2.4649874560494944e-07,3.803153425191828e-09,4.2108146686010715e-19,1.5675701467661047e-15,1.9554890129220218e-19,1.0821392384249047e-16,3.3260289950243732e-07,3.9152805633606598e-18,2.2700785302311685e-19,1.4671337468087113e-20,3.0875473592032819e-22,3.5891813136630209e-23,4.7957348984863356e-10,3.8297655943792543e-10,1.7891614723204971e-13,1.1376901380265355e-13,6.8190543022443271e-16,7.1662688598368218e-16,3.0129313541168158e-17,3.1263852997662032e-12,3.2109572607513459e-22,6.3363401914549085e-14,8.2213428764814924e-13,5.0269015681040572e-13,4.35579251234229e-16,3.0331170983508609e-16,1.0359104275788662e-15,2.9581523143943239e-22,2.620043495782736e-18,5.9277373064026663e-19,1.2622095163000639e-26,7.1433790217985899e-22,7.1986175627122377e-27,8.2591270262177566e-23,1.8235600430689793e-19,1.5139870377795358e-13,6.0024707863923374e-19,2.0057691070360659e-22,3.1197053529836934e-27,1.2809332496291364e-18,2.3816879243758783e-14,3.7591356809086746e-17,1.2939692853987246e-21,2.5893619477292537e-23,9.9219542035755413e-21,6.9456410522947491e-19,2.8137707215399045e-27,6.2350664293415414e-27,5.1740192383234935e-33,1.0228660406990165e-25,7.0401781045748678e-30,1.0643256281214428e-28,1.2305129708885713e-31,5.9492465333875854e-22,3.1925898047068296e-19,6.0901555789077985e-29
4.107190566700552e-10,0.0023882014312199417,5.4373265534460708e-17,7.1057962238160336e-13,1.2650291422849676e-13,2.5358659022690183e-14,3.2167290105363478e-10,5.217728321496126e-15,3.4925166059759888e-28,-1.1792792623181658e-25,7.9266103971884361e-26,2.8840686002988832e-16,1.1370070267379991e-16,3.1991582139913595e-17,3.1493312446718993e-20,1.0862943699259614e-27,2.2267118518040755e-29,3.199851683651396e-25,5.7945367016045338e-30,-1.0245299606924484e-37,8.8104109045773889e-23,-1.8333982457050154e-16,1.4745080916446991e-19,-3.3220969752610057e-17,4.0462611926397393e-10,1.301416824538372e-18,5.1550911765145951e-20,1.6486149140613976e-16,7.3779626085709844e-37,-6.3779559787475467e-21,2.0233119268242551e-21,1.7249167082073932e-27,2.0838082005712175e-35,0.88129999999999997,0.0,0.0,0.0,0.0098850203176135635,0.10880255233692028,9.9999999999968536e-05,2.1084588255318544e-07,2.0789115335311446e-06,1.6451205819360139e-06,1.1023963685674842e-12,4.4011662678749965e-07,8.4490584195158832e-10,7.2139703512888257e-09,6.5467953040520052e-15,7.1979278036550088e-17,9.2016324229299119e-12,1.7493516981396944e-10,2.5180636703459911e-07,3.9684398668457854e-09,4.334974615438052e-19,1.660036302561524e-15,2.0795063863874131e-19,1.1719535708778932e-16,3.3976469340009686e-07,4.3181448223414295e-18,2.5401398063290578e-19,1.6480354107485406e-20,3.5348187055064171e-22,4.1213507185149923e-23,4.9462939391566421e-10,4.043163209528203e-10,1.8888981598829964e-13,1.2012175904685873e-13,6.9480174450816243e-16,7.8822117841703986e-16,3.0923623338990778e-17,3.2554134327060999e-12,3.6115959654672112e-22,6.490299338549448e-14,8.4727994213055653e-13,5.2933878115297889e-13,4.5868733443565547e-16,3.1940145560416614e-16,1.0923919779936007e-15,3.119441323594225e-22,2.7406703243446093e-18,6.2386627521834684e-19,1.3284157385536635e-26,7.4725372633371227e-22,7.576204063520765e-27,8.7403712217472261e-23,1.9448660125791739e-19,1.5718634658417333e-13,6.2319327197060774e-19,2.183405310040408e-22,3.3960110814228635e-27,1.3299009195077712e-18,2.5291718965917411e-14,3.9568888925156436e-17,1.3620410438244576e-21,2.725578340180328e-23,1.0444027033674977e-20,7.4682659725089634e-19,3.1749993764781704e-27,7.0038868609420391e-27,5.808927542030619e-33,1.0749316952459309e-25,7.3985477312830338e-30,1.1185483374786948e-28,1.2931484722205164e-31,6.3664409444381535e-22,3.3662635826154784e-19,6.9201245708392581e-29
