Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107)
6.153555341737369e-07,0.002836258568112481,1.5227468114383534e-11,6.8226586985028822e-09,1.3035135676505514e-12,9.6011483797938167e-08,4.9143741408789904e-06,2.0074761009719672e-05,1.3232245522634736e-25,8.0396348604899747e-28,1.4149309829336607e-19,4.8623648740947214e-13,4.4395321647287432e-18,6.023323214080966e-12,1.7399748569020493e-11,2.2365452870996968e-18,3.4734555421443187e-17,2.403421280507883e-14,4.518551577229891e-14,2.0699370877672472e-22,7.9374380712678225e-13,1.0773718852996143e-19,1.2288616936796047e-12,4.8156263646529422e-13,2.7943495910794461e-05,6.2982749871173216e-13,2.666452281525856e-11,9.4066898883508322e-07,5.5655786394363887e-33,8.8801523130856276e-20,1.2239443080354405e-11,6.6941469304781136e-13,1.8565643062162155e-21,0.88129999999999997,0.0,0.0,0.0,0.0085143237694918685,0.10847460236832751,9.9999993929121816e-05,6.3811275303116285e-05,0.00020773704781433362,8.7623064889951144e-05,1.3800090490693149e-10,5.0669090576296828e-05,6.1894055702463865e-11,9.1830557874821244e-07,1.0794980521827643e-12,1.2647529345048827e-14,0.00025062156089165552,0.00025733809701045004,2.7205772374538274e-05,0.00037023596439544215,1.1275914477201794e-13,2.5771569164316402e-09,1.385952197822954e-12,1.2094754884532e-08,3.0427871357405157e-05,2.4019098141047947e-07,1.0135414726187331e-07,1.9371211438051406e-08,3.4492441646266929e-08,4.7291391124642159e-07,1.8841569279342763e-08,2.0262299499496679e-05,1.0724024597122998e-08,7.2302235558730561e-09,1.6432501827012803e-14,7.6633036370140907e-06,1.9625294227841589e-11,1.2226185117101434e-09,8.2541466934583193e-08,4.5101856051324041e-12,6.8771721500203125e-11,6.5442537268943933e-08,7.220824099379024e-11,5.4432149390382558e-11,1.7280025156899395e-10,1.1665465024302845e-16,2.2358282764082944e-09,1.29389482249156e-09,4.0148757627122271e-17,2.7480904537508605e-13,2.2724180735569279e-17,1.2532788176324816e-12,6.0152092254154197e-09,4.6049756734439438e-10,1.6211916331179799e-15,6.8935097898104265e-09,7.6114410495739067e-14,3.6524252175311061e-15,7.3557579157225088e-08,2.5466790137655967e-09,1.0184626532746235e-13,5.7686527465480463e-16
6.19381691674088e-07,0.002836253548338674,1.5590632931458675e-11,6.8804343622395034e-09,1.3045675641440392e-12,9.6887135147428837e-08,4.9153859623859227e-06,2.0273436540502193e-05,1.3614314367024037e-25,8.1771726904964946e-28,1.4558382363574004e-19,4.9530368655911621e-13,4.525532453691143e-18,6.0842189676891725e-12,1.7849841435442987e-11,2.3291261070877949e-18,3.5799527827943107e-17,2.4335845129001667e-14,4.619989762247774e-14,2.1426294988806401e-22,8.1407342546698621e-13,1.1230069815593645e-19,1.2496907545045376e-12,4.9694665767853032e-13,2.814695697155438e-05,6.3446175271438642e-13,2.7053873127432116e-11,9.5710381347552713e-07,5.7564028554611379e-33,9.332771151913535e-20,1.2527347860769155e-11,6.9090277019490338e-13,1.9050479398393363e-21,0.88129999999999997,0.0,0.0,0.0,0.0085063281777251528,0.10847241231247487,9.9999993868029097e-05,6.4099208076180008e-05,0.00020772930416249451,8.7496022175498231e-05,1.3799321890682264e-10,5.0594725884470313e-05,6.1839606606485046e-11,9.1825444023208594e-07,1.0779137225832268e-12,1.2646825030606507e-14,0.00025266713936051611,0.00025966853632241238,2.7369943621145674e-05,0.0003732053937550483,1.1377799844662146e-13,2.600515345028105e-09,1.397267692633762e-12,1.2194672763546977e-08,3.0613308055402306e-05,2.4294869486214752e-07,1.0251743415991601e-07,1.9600946522715047e-08,3.4907699703615324e-08,4.8267697261571635e-07,1.8814254061170569e-08,2.0358750260127747e-05,1.0774873685948213e-08,7.26450652027106e-09,1.6435958246962003e-14,7.7702300596382508e-06,2.0154270679927699e-11,1.2301059721744775e-09,8.4238335799871887e-08,4.5122682486519944e-12,6.8812879592341097e-11,6.6000557570166032e-08,7.2822610759319912e-11,5.4895274755847249e-11,1.7427053895789973e-10,1.1764721743835257e-16,2.2804688958507791e-09,1.3197140584493152e-09,4.0949912580970436e-17,2.8029589990951867e-13,2.3177634118556098e-17,1.2790357871210147e-12,6.1388721204297466e-09,4.6420153450624025e-10,1.6342014274126034e-15,7.0933312718646119e-09,7.832073147798929e-14,3.6817353250090181e-15,7.4739105579793618e-08,2.6213256204861461e-09,1.0482958623635659e-13,5.937739762079306e-16
6.234078491744392e-07,0.002836248538665931,1.5959390878184788e-11,6.9382007490825021e-09,1.3054313952282213e-12,9.7762238018298031e-08,4.9163561534452544e-06,2.0472060838074219e-05,1.4003732134317534e-25,8.3056429598149805e-28,1.4978034288788065e-19,5.0446082053477336e-13,4.6123855874968327e-18,6.1451860013987302e-12,1.8307747042434683e-11,2.4251492053335139e-18,3.6888391802827738e-17,2.4638165788370078e-14,4.7226738703227168e-14,2.2171878092512016e-22,8.3474664811150298e-13,1.1701363694728322e-19,1.2706839746655416e-12,5.1268200868332125e-13,2.8350123306169482e-05,6.3908914076118104e-13,2.7445708740819806e-11,9.7367963013078602e-07,5.9520047632354778e-33,9.8042010795255685e-20,1.2819373839531205e-11,7.1288405412747576e-13,1.9543784734328687e-21,0.88129999999999997,0.0,0.0,0.0,0.0084983460724689635,0.10847022606558707,9.9999993806893322e-05,6.4385761044508758e-05,0.00020771806583627146,8.7369390908328666e-05,1.3798321599737194e-10,5.0520603852517947e-05,6.178525150930108e-11,9.1818788404974258e-07,1.0763345628191485e-12,1.2645908373573123e-14,0.00025470862868027535,0.00026199721432904852,2.7533949309928327e-05,0.00037617189817589348,1.1479604602952641e-13,2.6238561599402303e-09,1.4085605825140844e-12,1.2294396312271907e-08,3.0798581529618607e-05,2.457094141744829e-07,1.0368195727323432e-07,1.9830965463955867e-08,3.5323488219118723e-08,4.9254701882418003e-07,1.8787027073751208e-08,2.0454450442166789e-05,1.0825323998233164e-08,7.2985206254869483e-09,1.6439193280923987e-14,7.8776130191751906e-06,2.0693058883309566e-11,1.2375868381905123e-09,8.5954311224259073e-08,4.514292052052375e-12,6.8853156523706541e-11,6.6558683627070345e-08,7.3437076839825683e-11,5.5358472725672898e-11,1.7574105692551742e-10,1.1863994029362899e-16,2.3255725268011852e-09,1.3458005498261777e-09,4.1759360305501741e-17,2.8583966408898682e-13,2.3635781206428222e-17,1.3050711959575254e-12,6.2638724449894409e-09,4.6789980079315262e-10,1.6471907239188116e-15,7.2971481583016384e-09,8.057116756271723e-14,3.7109992524807773e-15,7.5930090120749339e-08,2.6974990240235182e-09,1.0787385767223587e-13,6.1102852270851187e-16
6.274340066747903e-07,0.002836243539105229,1.6333774419015055e-11,6.9959564363372746e-09,1.3064491335660197e-12,9.8636783804665966e-08,4.9172864720607818e-06,2.0670630199569887e-05,1.4400622455576814e-25,8.4726653820549072e-28,1.5408523733844607e-19,5.1370794639270692e-13,4.7000902371296002e-18,6.2062236801179029e-12,1.8773531609541813e-11,2.5247289193644801e-18,3.8001461761523884e-17,2.4941172491135651e-14,4.8266052157715235e-14,2.2936797963033535e-22,8.5576611462976811e-13,1.2188125530185577e-19,1.2918410049916546e-12,5.2877328961966441e-13,2.8552995886567853e-05,6.437096905481849e-13,2.7840020719435533e-11,9.9039617048295103e-07,6.1524936562162372e-33,1.0295043654627245e-19,1.3115537170098728e-11,7.3536501897359249e-13,2.0045631022185645e-21,0.88129999999999997,0.0,0.0,0.0,0.0084903774469287496,0.108468043630989,9.9999993745716117e-05,6.4670939385045502e-05,0.0002077034110572338,8.7243182368946379e-05,1.3797094826495835e-10,5.0446730976457238e-05,6.1730990367215555e-11,9.1810625680594876e-07,1.0747607112872936e-12,1.2644784147625477e-14,0.00025674602092376996,0.00026432408716392741,2.7697789713554284e-05,0.00037913543342677348,1.1581326846013679e-13,2.6471789202851636e-09,1.4198308233631001e-12,1.2393925053091086e-08,3.0983692062041949e-05,2.4847303218334773e-07,1.0484767120372452e-07,2.0061258404226062e-08,3.5739788504550494e-08,5.0252396308803717e-07,1.8759890757469432e-08,2.0549406506468927e-05,1.0875378980020384e-08,7.332268194875249e-09,1.6442212038971243e-14,7.9854470210310489e-06,2.1241755467674429e-11,1.2450611211397185e-09,8.7689399170585372e-08,4.5162583609161154e-12,6.8892572339913877e-11,6.7116908001561891e-08,7.4051631083521716e-11,5.5821737154864323e-11,1.7721178596109163e-10,1.19632805637462e-16,2.3711383953857368e-09,1.3721538366576187e-09,4.2577086528301192e-17,2.9144024279570762e-13,2.4098613921004275e-17,1.3313846616612358e-12,6.3902083661669414e-09,4.7159237479300049e-10,1.660159555235942e-15,7.5050004708083795e-09,8.2866160647868479e-14,3.7402170733901664e-15,7.7130518231126416e-08,2.7752156326091829e-09,1.1097973268493871e-13,6.2863263089469936e-16
6.314601641751415e-07,0.0028362385496601677,1.6713815811765318e-11,7.053700439964507e-09,1.3075078927677359e-12,9.9510764285337065e-08,4.9181786081397114e-06,2.0869141039911303e-05,1.4805043115500171e-25,8.6322910974564405e-28,1.5850113184245986e-19,5.2304512030694424e-13,4.7886461840549895e-18,6.2673313914225051e-12,1.9247261287205798e-11,2.6279825773110992e-18,3.913905252972684e-17,2.5244863180311313e-14,4.9317850951710208e-14,2.3721506072517408e-22,8.7713445776375422e-13,1.2690772891724922e-19,1.313161499364415e-12,5.4522510721983957e-13,2.8755575706938246e-05,6.4832343654876792e-13,2.8236800165850978e-11,1.0072531654515519e-06,6.3579713527098983e-33,1.0805916209676025e-19,1.3415853797128882e-11,7.5835214686135639e-13,2.0556090158894486e-21,0.88129999999999997,0.0,0.0,0.0,0.0084824222940002789,0.10846586501154348,9.9999993684499162e-05,6.4954748258908558e-05,0.00020768541628386761,8.7117407093562405e-05,1.3795646662607271e-10,5.037311331987938e-05,6.1676823134296594e-11,9.1800989732009009e-07,1.0731922971716499e-12,1.2643457019214666e-14,0.0002587793090152994,0.00026664911222780294,2.7861465104543769e-05,0.00038209595640949348,1.1682964723210723e-13,2.6704831979150179e-09,1.4310783757964829e-12,1.249325855231852e-08,3.1168639934558195e-05,2.5123944450435376e-07,1.0601453173452343e-07,2.0291815738091584e-08,3.6156582348013277e-08,5.1260771421527321e-07,1.8732847391859299e-08,2.0643624883653555e-05,1.0925042061532206e-08,7.3657515411246058e-09,1.6445019485740496e-14,8.0937266231347035e-06,2.1800457115433207e-11,1.2525288323996958e-09,8.944360487741186e-08,4.5181684866056294e-12,6.8931146606102006e-11,6.7675223412774895e-08,7.466626551164791e-11,5.6285062028857281e-11,1.7868270696846528e-10,1.2062580057834612e-16,2.4171657111140038e-09,1.3987734493117704e-09,4.3403076676981653e-17,2.9709753886944396e-13,2.4566124014319059e-17,1.3579757905156657e-12,6.5178779970025489e-09,4.7527926705606853e-10,1.6731079608412654e-15,7.7169281104774559e-09,8.5206151299851561e-14,3.7693888766765413e-15,7.834037538346269e-08,2.8544918324639587e-09,1.1414786346925406e-13,6.4659001251885794e-16
6.354863216754926e-07,0.0028362335703321895,1.7099547091458799e-11,7.1114321967848569e-09,1.3083771869921775e-12,1.0038417156270419e-07,4.9190341953421017e-06,2.1067589870587417e-05,1.5217041963318818e-25,8.7711598413639406e-28,1.6303069996204579e-19,5.3247239817227994e-13,4.8780544908750997e-18,6.3285085423403948e-12,1.9729002170206701e-11,2.7350299326395233e-18,4.0301479389712153e-17,2.55492359869913e-14,5.0382147900154551e-14,2.4525702100044366e-22,8.9885430471022481e-13,1.320944723542427e-19,1.334645116629161e-12,5.620420734579987e-13,2.8957863779989322e-05,6.5293038692877711e-13,2.8636038206167263e-11,1.0242503453072568e-06,6.5684940366003792e-33,1.1337441516807668e-19,1.3720339496174935e-11,7.8185192629242977e-13,2.1075233993277195e-21,0.88129999999999997,0.0,0.0,0.0,0.0084744806063291808,0.1084636902097323,9.999999362324407e-05,6.523719281439501e-05,0.00020766415653337308,8.6992075002677676e-05,1.3793982103796509e-10,5.0299756591248942e-05,6.1622749762807252e-11,9.1789913802833249e-07,1.0716294420902773e-12,1.2641931566877731e-14,0.00026080848658038559,0.00026897224795812715,2.8024975755298776e-05,0.00038505342495160564,1.1784516429137224e-13,2.6937685751015119e-09,1.4423032043141189e-12,1.2592396412422425e-08,3.1353425428972977e-05,2.5400854904615007e-07,1.0718249561898736e-07,2.0522628066297059e-08,3.6573851926017045e-08,5.2279817737587336e-07,1.8705899123635265e-08,2.0737111980408973e-05,1.0974316659796309e-08,7.3989729680279071e-09,1.644762048199905e-14,8.2024464258879495e-06,2.236926055199927e-11,1.2599899833449999e-09,9.1216932988650153e-08,4.5200237129376881e-12,6.8968898476618825e-11,6.8233622708325299e-08,7.5280972286706012e-11,5.6748441439573713e-11,1.8015380118960568e-10,1.2161891245303789e-16,2.4636536704297682e-09,1.4256589106720438e-09,4.4237315946909651e-17,3.0281145354396272e-13,2.5038303106956079e-17,1.3848441796387214e-12,6.6468794064443205e-09,4.7896048630593523e-10,1.6860359737885199e-15,7.9329708812320739e-09,8.7591579012182949e-14,3.7985147368076119e-15,7.9559647063991336e-08,2.9353439921691183e-09,1.1737890146132961e-13,6.6490437533769905e-16
6.395124791758438e-07,0.0028362286011260093,1.7491000023543739e-11,7.1691506392205698e-09,1.3091839006612448e-12,1.0125699816528935e-07,4.9198547912577675e-06,2.1265973335579914e-05,1.563670614204364e-25,8.9256479252761195e-28,1.6767666946077234e-19,5.4198983477947102e-13,4.9683145458029195e-18,6.3897545644508935e-12,2.0218820273162726e-11,2.845994269314882e-18,4.1489058183371979e-17,2.5854289306137211e-14,5.1458955628290939e-14,2.5349847711221619e-22,9.209282747959247e-13,1.3744549130974143e-19,1.3562915184330953e-12,5.7922880781054011e-13,2.9159861142598917e-05,6.575305563843139e-13,2.9037726012325479e-11,1.0413874395152135e-06,6.7841297835392268e-33,1.1890260489863756e-19,1.402900980274155e-11,8.058708547757866e-13,2.1603134285196583e-21,0.88129999999999997,0.0,0.0,0.0,0.0084665523762022504,0.10846151922751815,9.9999993561952454e-05,6.5518278181446809e-05,0.0002076397048256263,8.6867195187788045e-05,1.3792106012089851e-10,5.0226666019674419e-05,6.1568770202421695e-11,9.1777430247032762e-07,1.0700722574486124e-12,1.2640212246622991e-14,0.0002628335481942964,0.00027129345422467207,2.8188321938043283e-05,0.00038800779816711031,1.1885980221384081e-13,2.7170346485118573e-09,1.4535052786769931e-12,1.2691338284931343e-08,3.153804882696446e-05,2.5678024685441409e-07,1.0835152094624259e-07,2.0753686275541394e-08,3.6991579956273542e-08,5.3309525279751112e-07,1.8679047920670984e-08,2.0829874166861219e-05,1.1023206171752608e-08,7.4319347658348474e-09,1.6450019759689288e-14,8.3116010904574669e-06,2.2948262562705232e-11,1.2674445853453258e-09,9.3009387331244036e-08,4.5218252865470032e-12,6.9005846528618671e-11,6.8792098914181335e-08,7.5895743769263206e-11,5.7211869628241363e-11,1.8162505034015698e-10,1.2261212891806422e-16,2.5106014505690226e-09,1.4528097326364373e-09,4.5079789192581602e-17,3.0858188569220845e-13,2.5515142626566248e-17,1.4119894134487893e-12,6.7772106023817874e-09,4.8263604317493306e-10,1.6989436339123481e-15,8.1531684451684565e-09,9.0022881712402117e-14,3.8275947435278833e-15,8.0788318790114792e-08,3.0177884540566196e-09,1.2067349696949496e-13,6.83579421162033e-16
6.435386366761949e-07,0.0028362236420421414,1.7888206162141666e-11,7.2268545485566326e-09,1.3101219621201011e-12,1.0212923699910909e-07,4.9206418871030593e-06,2.146428819496109e-05,1.6064118085842255e-25,9.0904185005265174e-28,1.7244182106160242e-19,5.5159748420192867e-13,5.0594250571196805e-18,6.451068911565019e-12,2.0716781539496069e-11,2.9610021152104001e-18,4.2702105191394634e-17,2.6160021755349651e-14,5.2548286595945356e-14,2.6194546906004195e-22,9.4335898030841214e-13,1.4296610986262932e-19,1.3781003699740417e-12,5.9678993614031984e-13,2.9361568852139173e-05,6.6212398364475309e-13,2.9441854793135495e-11,1.0586641768577562e-06,7.0049835354142723e-33,1.2465024884783126e-19,1.4341880039324039e-11,8.3041543740598333e-13,2.2139862745737815e-21,0.88129999999999997,0.0,0.0,0.0,0.0084586375955825466,0.10845935206641048,9.9999993500625968e-05,6.5798009473479722e-05,0.00020761213242006193,8.6742776020471804e-05,1.3790023132124776e-10,5.015384641666147e-05,6.151488440047743e-11,9.1763570637410337e-07,1.0685208457551271e-12,1.2638303406871737e-14,0.00026485448925995061,0.00027361269215785995,2.8351503924835925e-05,0.00039095903630806568,1.1987354412918706e-13,2.7402810274827734e-09,1.4646845732308701e-12,1.2790083864141116e-08,3.1722510410089247e-05,2.5955444177373726e-07,1.0952156699613398e-07,2.0984981506378358e-08,3.7409749635992688e-08,5.434988363349222e-07,1.8652295595341238e-08,2.0921917779338654e-05,1.1071713976322036e-08,7.4646392126464485e-09,1.6452221926196391e-14,8.4211853323319781e-06,2.3537559986642339e-11,1.2748926497657139e-09,9.4820971010318608e-08,4.5235744216516121e-12,6.9042008857961112e-11,6.9350645213906821e-08,7.6510572494389266e-11,5.7675340967631958e-11,1.8309643655347516e-10,1.2360543791194293e-16,2.558008212723802e-09,1.480225417850487e-09,4.5930480981395624e-17,3.1440873221513221e-13,2.5996633838303046e-17,1.4394110653659409e-12,6.9088695398071122e-09,4.8630594893716897e-10,1.7118309832320725e-15,8.3775603352442579e-09,9.2500495902169998e-14,3.8566289915037226e-15,8.2026376103112679e-08,3.1018415362884591e-09,1.2403229932251198e-13,7.0261884632776934e-16
6.475647941765461e-07,0.0028362186930808585,1.8291196864068517e-11,7.2845431736723296e-09,1.3110317022225627e-12,1.0300088126853282e-07,4.9213969209680416e-06,2.166253130193598e-05,1.6499337125804931e-25,9.2404435661655205e-28,1.7732898176667761e-19,5.6129539977727658e-13,5.1513867283041528e-18,6.5124510551296782e-12,2.1222951853577774e-11,3.0801827296766296e-18,4.3940937090268409e-17,2.6466432129412188e-14,5.3650153137250382e-14,2.7059906490748503e-22,9.6614902773481493e-13,1.4865922785907748e-19,1.4000713398081006e-12,6.1473008943861287e-13,2.9562987981753015e-05,6.6671069784561081e-13,2.9848415789963684e-11,1.0760802856086028e-06,7.2311395685056676e-33,1.3062399168848633e-19,1.4658965353550404e-11,8.5549218533081898e-13,2.2685491040092011e-21,0.88129999999999997,0.0,0.0,0.0,0.0084507362561641666,0.10845718872755672,9.9999993439266169e-05,6.6076391790223239e-05,0.00020758150915431068,8.6618825301837683e-05,1.3787738114175679e-10,5.0081302263241052e-05,6.146109230237039e-11,9.1748365918799189e-07,1.0669753024775771e-12,1.2636209309556915e-14,0.00026687130583808241,0.00027592992390468101,2.8514521987593545e-05,0.00039390710054868855,1.2088637361075918e-13,2.7635073315676028e-09,1.4758410659655589e-12,1.2888632878364726e-08,3.1906810459796506e-05,2.623310399075461e-07,1.1069259400655365e-07,2.1216505104819479e-08,3.7828344551276812e-08,5.5400882034449458e-07,1.8625643836780874e-08,2.1013249125095936e-05,1.1119843436951064e-08,7.4970885761307366e-09,1.6454231476223048e-14,8.5311939118703952e-06,2.4137249706564446e-11,1.2823341879670782e-09,9.6651686550042057e-08,4.5252723053565e-12,6.9077403174559319e-11,6.9909254918660809e-08,7.7125451137322412e-11,5.813884993617954e-11,1.8456794229875955e-10,1.2459882759991523e-16,2.6058731049584254e-09,1.5079054613791961e-09,4.6789375645530259e-17,3.2029188840006199e-13,2.6482767874185892e-17,1.4671086999210057e-12,7.0418541309637784e-09,4.8997021455724697e-10,1.7246980626238144e-15,8.606185976064567e-09,9.5024856886776724e-14,3.8856175728260522e-15,8.3273804568273808e-08,3.1875195364905715e-09,1.2745595702160273e-13,7.2202634251905315e-16
6.515909516768972e-07,0.0028362137542438082,1.8700003138894125e-11,7.3422158955531546e-09,1.3117523079178254e-12,1.0387192464209549e-07,4.9221212475817655e-06,2.1860699657021458e-05,1.6942432744339629e-25,9.3901895963543858e-28,1.8234104213525225e-19,5.7108363345933671e-13,5.244200136175537e-18,6.5739004933935451e-12,2.1737397003092923e-11,3.2036699676903714e-18,4.5205871037068344e-17,2.6773519499603695e-14,5.4764567398764041e-14,2.7946270885982114e-22,9.8930101409421818e-13,1.5452759487511687e-19,1.4222040994340007e-12,6.3305390681639773e-13,2.9764119628168901e-05,6.7129071021645267e-13,3.0257400296508014e-11,1.0936354933105372e-06,7.4626592563438875e-33,1.3683064732360312e-19,1.4980280609052274e-11,8.8110761914630646e-13,2.3240090746791824e-21,0.88129999999999997,0.0,0.0,0.0,0.0084428483491985166,0.10845502921153413,9.9999993377874726e-05,6.6353430208862708e-05,0.00020754790259560837,8.6495349944441837e-05,1.3785255457014334e-10,5.0009037526232178e-05,6.140739385030155e-11,9.173184602788724e-07,1.0654357121284995e-12,1.2633934077762897e-14,0.00026888399501826118,0.0002782451132310589,2.867737639798899e-05,0.00039685195354130607,1.2189827494217133e-13,2.7867131965896485e-09,1.4869747405704215e-12,1.2986985109185321e-08,3.2090949257344427e-05,2.6510995096813044e-07,1.1186456374992546e-07,2.1448248746243664e-08,3.8247348912202746e-08,5.6462509164814932e-07,1.8599094142370433e-08,2.1103874461531517e-05,1.1167597890149379e-08,7.5292851057951602e-09,1.6456052743693649e-14,8.6416216629182756e-06,2.4747428675936738e-11,1.289769211302959e-09,9.850153555047202e-08,4.5269200813970484e-12,6.9112046535968369e-11,7.0467921543829812e-08,7.7740372599262759e-11,5.8602391182653047e-11,1.8603955058588194e-10,1.2559228651222111e-16,2.6541952541734988e-09,1.5358493461157522e-09,4.7656457139480228e-17,3.2623124693305751e-13,2.6973535652465276e-17,1.4950818676132957e-12,7.176162220630799e-09,4.9362885305800786e-10,1.7375449202774646e-15,8.8390846109195694e-09,9.7596397969531138e-14,3.9145605960631803e-15,8.4530589793067084e-08,3.2748387174088178e-09,1.3094511711901536e-13,7.4180559351911227e-16
6.556171091772484e-07,0.0028362088255264838,1.9114655804151831e-11,7.3998715190247641e-09,1.3125435441416268e-12,1.0474236108208089e-07,4.9228161711578675e-06,2.2058790350988331e-05,1.7393492038076317e-25,9.5680573284503731e-28,1.8748094316790598e-19,5.809622367599214e-13,5.3378636386644847e-18,6.635416742437875e-12,2.2260182715537109e-11,3.3316006641264169e-18,4.6497224486092888e-17,2.7081283095503479e-14,5.5891541410714784e-14,2.8854142439620728e-22,1.0128175304497671e-12,1.6057652297529364e-19,1.4444983252397885e-12,6.5176603215588221e-13,2.99649649018795e-05,6.7586404605605295e-13,3.0668799644590878e-11,1.1113295270756802e-06,7.699627029696265e-33,1.4327716616868958e-19,1.5305840492954133e-11,9.0726826482610805e-13,2.3803733385890997e-21,0.88129999999999997,0.0,0.0,0.0,0.0084349738656574174,0.10845287351857054,9.9999993316453114e-05,6.662912979231191e-05,0.0002075113789089984,8.6372356320762629e-05,1.3782579565516048e-10,4.9937055861019911e-05,6.1353788984454326e-11,9.1714040276582186e-07,1.0639021525853683e-12,1.2631481748525171e-14,0.00027089255451640161,0.00028055822490039251,2.8840067427535491e-05,0.00039979355885507264,1.2290923284527536e-13,2.8098982683968639e-09,1.4980855842046484e-12,1.3085140370614178e-08,3.2274927083863315e-05,2.6789108694344914e-07,1.1303743896342275e-07,2.1680204311357028e-08,3.8666747316140053e-08,5.7534753361778017e-07,1.8572647893033242e-08,2.1193800013824608e-05,1.1214980654702852e-08,7.5612310391978524e-09,1.6457689978874749e-14,8.7524634653341583e-06,2.536819389263647e-11,1.2971977311219498e-09,1.00370519038412e-07,4.5285188682886603e-12,6.9145955601767704e-11,7.1026638731247277e-08,7.8355329921715065e-11,5.9065959461585726e-11,1.8751124476008407e-10,1.2658580340550167e-16,2.7029737755688796e-09,1.5640565482915823e-09,4.8531709211030389e-17,3.3222669906204984e-13,2.7468927974393746e-17,1.5233301105001035e-12,7.3117916129656063e-09,4.9728187547372576e-10,1.7503715973850643e-15,9.0762953669689026e-09,1.0021555117149131e-13,3.9434581540176906e-15,8.5796717406020111e-08,3.3638153192027401e-09,1.345004256907253e-13,7.6196027799500155e-16
6.596432666775995e-07,0.0028362039069295296,1.9535185415721874e-11,7.4575088900609405e-09,1.3136123500129667e-12,1.0561218493984378e-07,4.9234829266140613e-06,2.2256800599273452e-05,1.7852581300191233e-25,9.7349658182482912e-28,1.9275167742757069e-19,5.9093125977258328e-13,5.432376497174373e-18,6.6969993414154872e-12,2.279137463000414e-11,3.4641160579580011e-18,4.7815315229205667e-17,2.7389722370864947e-14,5.7031087062615056e-14,2.9783738277245044e-22,1.0367011592738695e-12,1.6681054772345168e-19,1.4669536973751619e-12,6.7087111610171976e-13,3.0165524930850178e-05,6.8043075517178884e-13,3.1082605212344613e-11,1.129162113524623e-06,7.9421554053393822e-33,1.4997064120069968e-19,1.5635659438133423e-11,9.3398065598501867e-13,2.4376490424061803e-21,0.88129999999999997,0.0,0.0,0.0,0.0084271127961055119,0.10845072164841661,9.9999993255003028e-05,6.690349558273119e-05,0.00020747200229970702,8.6249850076840266e-05,1.3779714714264527e-10,4.9865360501783852e-05,6.1300277642072244e-11,9.1694977109732332e-07,1.0623746927519403e-12,1.2628856239461821e-14,0.0002728969828984992,0.00028286922506628835,2.9002595347501909e-05,0.00040273188134625838,1.2391923265056577e-13,2.8330622068080873e-09,1.5091735887369353e-12,1.3183098520762719e-08,3.2458744220281145e-05,2.7067436296516606e-07,1.1421118371869055e-07,2.1912363967582826e-08,3.9086524903759774e-08,5.861760249189965e-07,1.8546306312728192e-08,2.1283031957985577e-05,1.1261995023354239e-08,7.5929285963379053e-09,1.6459147293026768e-14,8.8637142656615276e-06,2.5999642416806143e-11,1.3046197587647829e-09,1.0225863724778498e-07,4.5300697496138353e-12,6.9179146520470932e-11,7.1585400300013773e-08,7.8970316341626396e-11,5.9529549674839927e-11,1.8898300863474563e-10,1.2757936735243209e-16,2.7522077669075312e-09,1.5925265340490186e-09,4.9415115294906857e-17,3.3827813389169709e-13,2.7968935464032928e-17,1.5518529587737779e-12,7.4487400550640792e-09,5.0092929288852699e-10,1.7631781352208078e-15,9.3178571993491646e-09,1.0288274661432938e-13,3.972310339677266e-15,8.7072173080256034e-08,3.4544655480170895e-09,1.3812252745169875e-13,7.8249406690885513e-16
