Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393)
1.1459214255891116e-12,0.0029666049414874525,6.9150682515465914e-23,1.9911563099044016e-18,2.4962224780441427e-16,8.9621588904773889e-23,1.5848219486308089e-15,2.0876931705555338e-24,1.2023256498593461e-46,5.6265959266109792e-34,4.0242116431141352e-39,4.7676752085523201e-31,2.9942641299562075e-32,9.2221424686592822e-21,3.4997689742781469e-30,1.3574190094208442e-43,5.5947196046370534e-39,1.205076327294722e-31,2.0308102626369913e-40,1.7220590195368421e-55,2.0033048971332061e-32,-1.7173895986408665e-50,1.9977356352821769e-26,1.8630010334353274e-39,1.9912026262116317e-18,5.141626929048084e-30,2.2680118608816277e-34,1.1330625492114335e-27,2.1609906760876096e-58,-2.1184205913645664e-60,4.827887597165645e-31,1.9956208094869218e-40,2.7023140247235731e-53,0.88129999999999997,0.0,0.0,0.0,0.0098899949409175219,0.10880299999312945,0.0001,2.9566290348636138e-10,2.1785020649653435e-09,2.1763363614199257e-09,1.1506127806347574e-15,4.5160862005334986e-12,1.880899651542934e-10,2.3517335487402166e-12,8.1279461413218855e-20,2.7834941124142075e-20,8.2027663836738772e-21,2.7914101638183813e-16,9.6490927251187578e-11,6.6109356925374729e-15,4.5069102046574598e-23,5.5588944869242071e-24,4.9517499316188229e-26,6.3954960571464394e-26,1.1712271843127738e-10,6.129950822281024e-30,1.0386665804713667e-33,3.8357421075069872e-35,1.839831759707122e-39,6.4186227847305757e-40,1.4456739625993083e-15,1.9904922553684968e-18,5.707580845826535e-22,1.3963220926228552e-22,2.1908718650363177e-17,5.3276836855457492e-28,2.9530095637116899e-35,1.3194488308376207e-18,1.1131508322387699e-36,1.9196663980368551e-16,1.2391961365796152e-17,1.2117185196332839e-20,4.7700457611176982e-24,3.538916872324808e-24,4.8881520080965944e-25,2.2085487319718513e-31,2.1664011225322799e-24,2.9991528624015562e-27,7.7980800051705744e-35,1.8197956102185671e-28,4.4294339710398725e-35,4.5378369346270156e-28,9.2917841363748442e-27,8.4365656380056938e-20,2.7610023202540367e-25,2.7288014311068306e-32,3.2706380553633281e-37,6.0336637795061823e-25,2.0585326782603545e-23,6.3614007317979916e-25,2.0425247265086783e-29,2.4086568301657411e-31,1.2161317913603659e-28,1.5103320039157328e-29,1.990900135037926e-40,1.3047633243331864e-41
1.2086410926946286e-12,0.002966604941485262,7.6914787694365548e-23,2.2145205246249434e-18,2.6318405538591167e-16,1.0205778306465995e-22,1.7037361372438013e-15,2.3611888894486758e-24,1.3375172273871337e-46,-3.280976799257317e-33,4.476864858440098e-39,5.8486579473296406e-31,3.15800370843341e-32,9.727088018365125e-21,3.9439799625207944e-30,1.5927469204509922e-43,6.5645873248427261e-39,1.3406181941780685e-31,2.3860075990749891e-40,2.2225396927319401e-55,2.4408708940975753e-32,8.3704612863102005e-50,2.3002576701720348e-26,2.3999359326701151e-39,2.3361088813172193e-18,6.3624899801350692e-30,2.960021767889828e-34,1.3508927271609682e-27,2.5354970211918499e-58,6.2432524626646725e-60,5.8824040975580151e-31,2.5706979134870093e-40,3.7195039271847044e-53,0.88129999999999997,0.0,0.0,0.0,0.0098899946641608037,0.10880299999239108,0.0001,3.1184539348725341e-10,2.2976348960116171e-09,2.295194176443088e-09,1.2135427938482791e-15,5.0226085771756087e-12,1.9157406208026591e-10,2.5833973537296004e-12,9.0396342895772005e-20,3.0576963250422778e-20,9.634496070051926e-21,3.1052215360040325e-16,1.0478441019380229e-10,7.3541599616589796e-15,4.9534952428314951e-23,6.5219545428931394e-24,5.6208992065342548e-26,7.6911968529156528e-26,1.2718952270948129e-10,7.8007902842757801e-30,1.3974830895050154e-33,5.1609561250225364e-35,2.6153066058836587e-39,8.7464698907987094e-40,1.608013088934039e-15,2.3352550430090161e-18,6.8300949987852771e-22,1.7085115862303716e-22,2.1925515299569445e-17,6.5983546971130009e-28,3.8080907801929434e-35,1.5192551383595692e-18,1.4977456375201128e-36,2.0291006219323632e-16,1.3887538847137154e-17,1.4380678061302744e-20,5.851351347960107e-24,4.3386791281512976e-24,6.1333226274668703e-25,2.7711404574278813e-31,2.4097941799561022e-24,3.518262499660309e-27,9.1478867414167805e-35,2.087721158744597e-28,5.196147601990203e-35,4.814837028906326e-28,1.0456745404727519e-26,9.8040526881123717e-20,3.2093169631152937e-25,3.2545969856513558e-32,3.9174492711967114e-37,7.0154146691437762e-25,2.5277238923382099e-23,7.54987013568749e-25,2.4275345784141518e-29,2.859128425369176e-31,1.464249343043319e-28,1.8967504772914894e-29,2.5152742999862296e-40,1.7604397170535886e-41
1.2713607598001457e-12,0.0029666049414829704,8.5090499756045736e-23,2.4496944521473637e-18,2.7673545111156627e-16,1.1564114907307612e-22,1.8259869313606132e-15,2.6556003069711998e-24,1.4799084451532991e-46,2.0568692860062639e-32,4.9536477189197919e-39,6.8056896392479426e-31,3.3217282111974864e-32,1.0232054007827949e-20,4.4216083688072371e-30,1.8538165596370962e-43,7.6405294446442674e-39,1.4833838514372274e-31,2.7807400788061763e-40,2.8304931259347418e-55,2.9426469067033963e-32,-5.5058863469222307e-49,2.6279322512093191e-26,3.0473597106707052e-39,2.718676960088705e-18,7.788789543714221e-30,3.8115416003260302e-34,1.5983099346968445e-27,2.9509392419765272e-58,-4.8059759003739858e-59,7.0916639780532106e-31,3.267640104538989e-40,5.0378820657790424e-53,0.88129999999999997,0.0,0.0,0.0,0.0098899943874108907,0.10880299999161813,0.0001,3.2802788196030454e-10,2.4167599014786435e-09,2.414025206565507e-09,1.2764686729095216e-15,5.5558988582962458e-12,1.947306044131025e-10,2.8228783939170035e-12,9.9995049859310405e-20,3.3411514654845129e-20,1.1224935221853246e-20,3.4357365083838142e-16,1.1322276608145483e-10,8.1369448631187679e-15,5.4152854647289379e-23,7.590220204244415e-24,6.3348487315250551e-26,9.1565031877708366e-26,1.3743217683828652e-10,9.7995134958579836e-30,1.8510160614359574e-33,6.8360339596489913e-35,3.6503472887094373e-39,1.1731505245917714e-39,1.7789620653572972e-15,2.7176607869964156e-18,8.0937217615276146e-22,2.0682639624573686e-22,2.1942211676200141e-17,8.0844249270392573e-28,4.8113057480523155e-35,1.7356736883724913e-18,1.9838800291967298e-36,2.1377901360197782e-16,1.5465344894186964e-17,1.6908966737433119e-20,7.0934459413148882e-24,5.2568062392332158e-24,7.6023046550970433e-25,3.4348530814116187e-31,2.6661172074361932e-24,4.0939730604688961e-27,1.0644876673222673e-34,2.3767000918063818e-28,6.0464640313997149e-35,5.0913921715193479e-28,1.1690290890936349e-26,1.1302098040107978e-19,3.7005086986973727e-25,3.8442894047460758e-32,4.6449060134367072e-37,8.0912578349266077e-25,3.0706882506013153e-23,8.8774029311851192e-25,2.857987939330774e-29,3.3623636875979617e-31,1.744271816970457e-28,2.3531350492976774e-29,3.1376967643458657e-40,2.3376828820935951e-41
1.3340804269056627e-12,0.0029666049414805765,9.3677614523183154e-23,2.6966690255234384e-18,2.9027644399401628e-16,1.3043976866878757e-22,1.9515740059712893e-15,2.9716025339475097e-24,1.629499311768234e-46,-1.3945612300248705e-31,5.4545619146865743e-39,9.7667515882249296e-31,3.4854376396373567e-32,1.0737040547898486e-20,4.9338879293297362e-30,2.1419586700897187e-43,8.8280517418715531e-39,1.6333735922771491e-31,3.2171665719319259e-40,3.5615943355382873e-55,3.5138076743626131e-32,3.7962450367224532e-48,2.9811707894992098e-26,3.8454264057971125e-39,3.140852260979102e-18,9.4423550963585122e-30,4.8485883063241553e-34,1.8779980516809725e-27,3.4094438324143288e-58,3.1776696239822468e-58,8.4681381027077406e-31,4.1038105456151719e-40,6.7244424057630168e-53,0.88129999999999997,0.0,0.0,0.0,0.00988999411066715,0.10880299999081096,0.0001,3.4421036890552552e-10,2.5358774132362953e-09,2.5328294736304466e-09,1.3393905931493591e-15,6.1159352029481048e-12,1.9759019949212431e-10,3.069844799461489e-12,1.1007518916417201e-19,3.633466713568024e-20,1.2982649668650759e-20,3.7829540802351471e-16,1.2179245767619119e-10,8.9592878544058427e-15,5.8916392065494926e-23,8.7691339223540393e-24,7.0936532403836165e-26,1.0802412963138338e-25,1.4783424903397894e-10,1.2167725961761363e-29,2.417200431220975e-33,8.9272382138091491e-35,5.0105926420106989e-39,1.5511026520589858e-39,1.9585169903348559e-15,3.1396536137808915e-18,9.5070464312342469e-22,2.4797139704654035e-22,2.1958848496156687e-17,9.8091158197319885e-28,6.2286182330072327e-35,1.9689761680286114e-18,2.5907864717332874e-36,2.245740422306771e-16,1.712477706469024e-17,1.9716160094581355e-20,8.5085106125017945e-24,6.3021821656782813e-24,9.3201471484543696e-25,4.2110035740605014e-31,2.9353668532317937e-24,4.7291958015367979e-27,1.2296620507335016e-34,2.6869655992543628e-28,6.9846835712114744e-35,5.3675141924947468e-28,1.2992270076757348e-26,1.2934929060640319e-19,4.2359689327724307e-25,4.5015287236706923e-32,5.4577350174326006e-37,9.2642548029652385e-25,3.6942655898630008e-23,1.0351412025693144e-24,3.3363287222924954e-29,3.9211781297254508e-31,2.0580919656879754e-28,2.8874320435357683e-29,3.8697683397050225e-40,3.0597507494027584e-41
1.3968000940111798e-12,0.0029666049414780815,1.0267592800101834e-22,2.9554351856661905e-18,3.0380704304256703e-16,1.4652380318821515e-22,2.0804970406859259e-15,3.3098754557554442e-24,1.7862898925482999e-46,-8.4578151158961039e-31,5.9796091686189802e-39,1.8368482241851822e-30,3.6491319951418085e-32,1.1242047750461767e-20,5.4820702307935947e-30,2.4584787638106245e-43,1.0132660135702731e-38,1.7905877115471018e-31,3.6974565317342121e-40,4.4328390079445297e-55,4.1596028047358877e-32,4.495668991526399e-47,3.3603483267874906e-26,4.9455275283853569e-39,3.6045792993493515e-18,1.1346114780256245e-29,6.0999451185785956e-34,2.1928009823934889e-27,3.9131587588402168e-58,5.5262055592634905e-57,1.0024477759190907e-30,5.09794969853435e-40,8.8572475662641895e-53,0.88129999999999997,0.0,0.0,0.0,0.0098899938339290002,0.10880299998996985,0.0001,3.6039285432292608e-10,2.6549877493851772e-09,2.6516069994633252e-09,1.4023087225951657e-15,6.7026957880174702e-12,2.001807547345115e-10,3.3239784697802953e-12,1.2063636799169887e-19,3.9342655472035042e-20,1.4916237439486186e-20,4.1468732947637181e-16,1.3048114188137413e-10,9.8211864982923311e-15,6.3819408631728298e-23,1.0064136639523039e-23,7.8973536879120285e-26,1.2639930692000822e-25,1.5838075698665222e-10,1.4949650352371332e-29,3.116254813134711e-33,1.1509272703990746e-34,6.7744812509600401e-39,2.0243042098458584e-39,2.1466739650995419e-15,3.6031767577322663e-18,1.1078651611741967e-21,2.9470889309142635e-22,2.1975459304937931e-17,1.1796871140175426e-27,9.36721007467953e-35,2.219410242631912e-18,3.3401478173205915e-36,2.3529569892547667e-16,1.8865237545596265e-17,2.2816263696568206e-20,1.0108724302843846e-23,7.4836836398642059e-24,1.13131260807579e-24,5.1114631386569871e-31,3.2175398052692909e-24,5.4268395173013849e-27,1.4110682547356199e-34,3.0187249471302544e-28,8.0151028962545782e-35,5.6432150044208841e-28,1.4362535675289151e-26,1.4706596946610637e-19,4.8170310864133463e-25,5.2299571127529086e-32,6.3606527493766154e-37,1.0537339518782019e-24,4.4055036933570298e-23,1.1979256152269454e-24,3.864982980493193e-29,4.5383666884159079e-31,2.4075886273588084e-28,3.5079972738239458e-29,4.723739890537015e-40,3.9528953360698529e-41
1.4595197611166968e-12,0.0029666049414754877,1.1208523637726681e-22,3.225983881347092e-18,3.1732725726767329e-16,1.6396543154597781e-22,2.2127557196028887e-15,3.6711037314132195e-24,1.9502803115169025e-46,2.3023652312144016e-30,6.5287912364062387e-39,-1.1383647021515444e-30,3.8128112790995192e-32,1.1747075729047948e-20,6.0674236518120593e-30,2.8048413839588963e-43,1.1559860685801791e-38,1.9550265057578613e-31,4.2237899940568154e-40,5.4625636399384316e-55,4.8853525685069739e-32,-9.6960902742529331e-48,3.7658055720337524e-26,5.8078690035149002e-39,4.1118017071022041e-18,1.3524095021164203e-29,7.5972634350932775e-34,2.545725889879273e-27,4.4640954794802655e-58,4.6869104758531236e-57,1.1773504524298147e-30,6.2701871941859981e-40,1.1526383726711317e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899935571959054,0.10880299998909519,0.0001,3.7657533821251489e-10,2.7740912146650229e-09,2.7703578058717123e-09,1.4652232222315208e-15,7.3161588082224042e-12,2.0252762882258022e-10,3.5849746651527631e-12,1.3167819384420872e-19,4.2431872589841262e-20,1.7034328724564861e-20,4.5274932378396838e-16,1.3927760287346812e-10,1.0722638459710542e-14,6.8856012107257495e-23,1.1480667796727747e-23,8.7459774213166067e-26,1.4680067334483126e-25,1.69058086694164e-10,1.8192125278797882e-29,3.9707856246565719e-33,1.466566796116488e-34,9.034545917641523e-39,2.6107777326480155e-39,2.3434290936353401e-15,4.110172561117428e-18,1.2817117789733811e-21,3.474704724407456e-22,2.1992046286083662e-17,1.4073360322143252e-27,9.0144547359729989e-35,2.4872009007885632e-18,4.256209269659513e-36,2.4594456165653185e-16,2.0686132799266797e-17,2.6223180516477706e-20,1.1906258423325124e-23,8.8101767031817068e-24,1.3608732782911237e-24,6.148651989698163e-31,3.5126327899443454e-24,6.1898105457055301e-27,1.6094620708769235e-34,3.3721611253333129e-28,9.142015052778867e-35,5.9185073402854142e-28,1.580094329042571e-26,1.6620981950419001e-19,5.44497231594116e-25,6.03320903909632e-32,7.3583656278632624e-37,1.1913322125567948e-24,5.2116520891190093e-23,1.3768240239646136e-24,4.4463590284652731e-29,5.216703864851115e-31,2.7946270097634832e-28,4.2235937705498974e-29,5.7125118704925225e-40,5.0465009199160309e-41
1.5222394282222139e-12,0.0029666049414727954,1.2190533602193547e-22,3.5083060691870128e-18,3.3083709566825862e-16,1.8283875678717698e-22,2.3483497311097534e-15,4.0559767927165956e-24,2.1214707537707368e-46,-2.3277529256180659e-29,7.1021099064836653e-39,2.4634474589270778e-29,3.976475492898926e-32,1.2252124594454805e-20,6.6912318680954047e-30,3.1815128693205691e-43,1.3115159597045688e-38,2.1266902730534251e-31,4.7983575776160379e-40,6.6704763731180918e-55,5.6964401329763038e-32,7.8115859719448588e-46,4.197852666315463e-26,1.0423521580725803e-38,4.6644622342889873e-18,1.6001419970883568e-29,9.3751978097177764e-34,2.9399480605243306e-27,5.0651258565602246e-58,8.0577325247620296e-56,1.3728191547109118e-30,7.6420632089539654e-40,1.4835053935458006e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899932804673938,0.10880299998818731,0.0001,3.9275782057430018e-10,2.8931881010709191e-09,2.8890819146453567e-09,1.5281342463720193e-15,7.9563024760869296e-12,2.0465391119566857e-10,3.8525413904982628e-12,1.4320027454453424e-19,4.5598862267895609e-20,1.9345585830128125e-20,4.9248130360120647e-16,1.481716284863237e-10,1.1663641501041443e-14,7.4020566172844201e-23,1.3024165351434463e-23,9.6395422580801276e-26,1.6933836240815804e-25,1.7985384241478399e-10,2.1944607260924862e-29,5.0059244520657961e-33,1.8489289597409956e-34,1.1898887636911918e-38,3.3309453323320285e-39,2.548778482643905e-15,4.6625824764381386e-18,1.4731022548409159e-21,4.0669592677682839e-22,2.2008605850010177e-17,1.6665482861826176e-27,4.0924600328369538e-34,2.7725529411145822e-18,5.3659260137570984e-36,2.565212096901169e-16,2.258687386995568e-17,2.9950711705304108e-20,1.391326016583794e-23,1.0290505188059655e-23,1.623565819552431e-24,7.3355322363790411e-31,3.8206425702202096e-24,7.0210127802231255e-27,1.825598655021072e-34,3.7474363253473712e-28,1.0369709476218939e-34,6.1934040501524346e-28,1.7307351722408455e-26,1.868180126423311e-19,6.1210161080973702e-25,6.914911417837587e-32,8.455570206509075e-37,1.3394894672291096e-24,6.1201527057248285e-23,1.5725615800203438e-24,5.0828475669335948e-29,5.9589438718895751e-31,3.2210587229177951e-28,5.0433886950223765e-29,6.8496336200670842e-40,6.373266206971694e-41
1.584959095327731e-12,0.0029666049414700047,1.3213602348836419e-22,3.8023927136775421e-18,3.4433656730612187e-16,2.0321981844146666e-22,2.4872787679085387e-15,4.4651888443597129e-24,2.2998614466415445e-46,2.0341064748326203e-28,7.699567001088339e-39,-2.0183635182395352e-28,4.140124637929274e-32,1.2757194489396711e-20,7.3547917545437264e-30,3.5973703503745461e-43,1.4804063232804915e-38,2.3055793135496355e-31,5.4233604868789847e-40,8.077652580326546e-55,6.5983148946054223e-32,-5.9934014825630386e-45,4.6567675750388983e-26,-1.6715821019261055e-38,5.2645027541229952e-18,1.8804311189158619e-29,1.1471418960635219e-33,3.3788101918653241e-27,5.7118450695815589e-58,-4.5987568658193947e-55,1.5901671580353523e-30,9.2365195497955075e-40,1.8900196301875143e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899930037430264,0.10880299998724643,0.0001,4.0894030140828898e-10,3.0122786877738142e-09,3.0077793475562487e-09,1.5910419424858498e-15,8.6231050218825339e-12,2.0658030269417354e-10,4.1263994748658364e-12,1.5520221823495823e-19,4.8840320078748255e-20,2.1858703186346764e-20,5.3388318567522286e-16,1.5715406300080559e-10,1.2644193482724296e-14,7.930766781130863e-23,1.4700065789284221e-23,1.0578051583057022e-25,1.9412258085195424e-25,1.9075691074435355e-10,2.6259165136383485e-29,6.2493421673536753e-33,2.3082390992140726e-34,1.5491830117933152e-38,4.2077096387095157e-39,2.7627182415466844e-15,5.2623470711447183e-18,1.6828941891798005e-21,4.7283341867178008e-22,2.202513234781503e-17,1.960136844850067e-27,-2.0427536019627071e-33,3.0756499102959235e-18,6.6989785574881137e-36,2.6702621984003421e-16,2.4566876428733629e-17,3.4012556666031233e-20,1.6141866952476761e-23,1.1933501133658621e-23,1.9223791802369611e-24,8.6856074032429559e-31,4.1415659460211086e-24,7.9233476763863026e-27,2.060232529044544e-34,4.1446899551663884e-28,1.1702472000835402e-34,6.4679179715416509e-28,1.8881623015640742e-26,2.0892608002919535e-19,6.8463319449776469e-25,7.878683629550869e-32,9.6569531955284633e-37,1.4984630390471641e-24,7.1386411075522604e-23,1.7858580981813607e-24,5.7768217043513204e-29,6.7678206537287372e-31,3.6887218251346781e-28,5.9769530575323497e-29,8.1493032954391773e-40,7.9692232827364568e-41
1.647678762433248e-12,0.002966604941467117,1.4277709549982779e-22,4.1082347867960508e-18,3.5782568063448164e-16,2.251864226526808e-22,2.6295425266546599e-15,4.8994388620778664e-24,2.4854512377484778e-46,-1.8848243386144939e-27,8.3211643665058082e-39,1.8866137086728159e-27,4.3037587155709982e-32,1.3262285278982847e-20,8.0594357808697397e-30,3.9855877493221209e-43,1.6632078109728247e-38,2.4916939263547266e-31,6.1010105096482641e-40,9.7065914125667348e-55,7.5964779662654482e-32,5.8088905512458571e-44,5.1428031162142705e-26,2.5611265131500961e-37,5.9138642610200755e-18,2.1960086891101052e-29,1.3926857208670424e-33,3.8658312943919551e-27,6.4655735160725484e-58,4.7575964893999158e-54,1.8307202005035591e-30,1.107793986843755e-39,2.3854219666694232e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899927270224113,0.10880299998627291,0.0001,4.2512278071448806e-10,3.1313632422387347e-09,3.1264501263586096e-09,1.653946451735876e-15,9.3165446936371964e-12,2.0832563731139708e-10,4.4062814532224757e-12,1.6768363337737118e-19,5.2153080152910607e-20,2.4582407254334714e-20,5.7695489048909805e-16,1.6621657638056932e-10,1.3664292354705234e-14,8.4712126912458332e-23,1.6513804143143191e-23,1.1561503152312508e-25,2.2126352071106416e-25,2.0175718050982523e-10,3.1190485648249047e-29,7.7314962491125991e-33,2.8557528550089121e-34,1.9956534473264897e-38,5.2667449028229343e-39,2.9852444824323678e-15,5.9114060270742796e-18,1.9119448250399885e-21,5.463382834293725e-22,2.2041633857155021e-17,2.2910385159455507e-27,2.0705050884651202e-32,3.396658745242901e-18,8.2880385185910483e-36,2.7746015057440049e-16,2.6625560919748099e-17,3.8422314505660067e-20,1.8604173169968747e-23,1.3747961659733191e-23,2.2604193499400014e-24,1.0212909717180904e-30,4.4753997507538768e-24,8.8997142660911121e-27,2.3141175845570558e-34,4.5640452489561767e-28,1.3144584880847182e-34,6.7420613937805939e-28,2.0523622627144459e-26,2.3256805511066408e-19,7.6220400128736198e-25,8.9281378190240089e-32,1.0967191842130047e-36,1.6684994053813774e-24,8.2749295099539573e-23,2.0174281299185232e-24,6.5306371979385421e-29,7.6460481635584486e-31,4.1994408683331471e-28,7.0342562454486487e-29,9.6263667394393421e-40,9.8740655595126421e-41
1.710398429538765e-12,0.0029666049414641335,1.5382834907831557e-22,4.4258232717144239e-18,3.713044498405919e-16,2.4881815910243439e-22,2.7751407079946929e-15,5.3594305926175351e-24,2.6781179503540728e-46,1.8422702903698704e-26,8.966903966261379e-39,-1.8420431163121666e-26,4.4673777272896679e-32,1.376739948168644e-20,8.8062878489745689e-30,5.0007122734759437e-43,1.8604710912938573e-38,2.6850344378607276e-31,6.8335300241966528e-40,1.1581209502648308e-54,8.6964856631180131e-32,-5.8120718274306253e-43,5.6561852756152236e-26,-2.4497898073792015e-36,6.6144868737123785e-18,2.5497161710767436e-29,1.6785714507380355e-33,4.4047057650380328e-27,6.7591296550005541e-58,-4.6903680598836955e-53,2.0958173231414597e-30,1.3192140422965761e-39,2.9845782948237608e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899924503052031,0.10880299998526699,0.0001,4.4130525849290322e-10,3.2504420201152913e-09,3.2450942727889273e-09,1.7168479092697726e-15,1.0036599757098585e-11,2.0990675711755429e-10,4.6919316759500855e-12,1.8064412875264128e-19,5.5534116474914447e-20,2.7525456530030829e-20,6.2169634229833904e-16,1.7535171959158576e-10,1.4723936157275739e-14,9.022901685523288e-23,1.8470813998873776e-23,1.2589885661654521e-25,2.50871393825031e-25,2.1284560991726333e-10,3.6795869495994965e-29,9.4856434662900353e-33,3.5037609208114662e-34,2.5455780243355349e-38,6.5365975734791287e-39,3.2163533200637101e-15,6.6116981432903876e-18,2.1611111253428243e-21,6.2767322594199581e-22,2.2058116322770981e-17,2.6623139627866096e-27,-1.9939026691505348e-31,3.7357286602580767e-18,1.0168782473972105e-35,2.8782355805491825e-16,2.8762352342979689e-17,4.3193484154678964e-20,2.131224232506733e-23,1.5742657574774569e-23,2.6409092937724844e-24,1.1931999812648766e-30,4.8221408517698637e-24,9.9530091608169414e-27,2.5880070837385142e-34,5.005607351886538e-28,1.4700326795187397e-34,7.0158465670260957e-28,2.2233219211284998e-26,2.5777645961999469e-19,8.4492107419480542e-25,1.0066878929359737e-31,1.2390953981820715e-36,1.8498340935751373e-24,9.537008458665672e-23,2.267980970736076e-24,7.3466324702169222e-29,8.5963203915992689e-31,4.7550269701931694e-28,8.2256658257689379e-29,1.1296317494607248e-39,1.2131164851094913e-40
1.773118096644282e-12,0.002966604941461055,1.6528958025867018e-22,4.7551491257197042e-18,3.8477283146341594e-16,2.7419615805030274e-22,2.9240730160256305e-15,5.8458725507652272e-24,2.8664604851859772e-46,-1.8914601018803112e-25,9.6367869535297307e-39,1.8914632536030376e-25,4.6309816736690017e-32,1.4272512970865831e-20,9.5987075620073433e-30,5.0891652943461681e-45,2.0727468411119281e-38,2.8856009201134771e-31,7.6231519439272464e-40,1.3726938338529989e-54,9.9039295779348276e-32,6.1201747895116806e-42,6.1971228515756691e-26,2.5970026513786655e-35,7.3683098294483933e-18,2.9445045753082283e-29,2.0095819152128196e-33,4.9993160856014713e-27,1.2358161881817022e-57,4.9305416208279187e-52,2.3868060680068279e-30,1.5606425714159086e-39,3.7042150772042674e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899921735910688,0.10880299998422895,0.0001,4.5748773474353992e-10,3.3695152668274464e-09,3.3637118085659171e-09,1.7797464450353635e-15,1.0783248495780715e-11,2.1133922825198851e-10,4.9831047190160348e-12,1.9408331346145172e-19,5.898052406517602e-20,3.0696641401431037e-20,6.6810746862677528e-16,1.845526079278666e-10,1.5823123008913499e-14,9.5853622215908468e-23,2.0576527514146441e-23,1.3663189094049141e-25,2.8305632832912646e-25,2.2401384216595874e-10,4.3135237448405319e-29,1.1548200606709115e-32,4.2657225462243752e-34,3.2175872932824931e-38,8.0490880710633835e-39,3.4560408718111559e-15,7.3651613321595081e-18,2.4312495786817792e-21,7.1730663857486588e-22,2.2074585430535372e-17,3.0771489148494691e-27,2.0431729091212767e-30,4.092997517395417e-18,1.2380279652256879e-35,2.9811699427888721e-16,3.0976680185077147e-17,4.8339466511762718e-20,2.4278064468652292e-23,1.7926303991362209e-23,3.0671848903623027e-24,1.3857948375551962e-30,5.1817861454727493e-24,1.1086126567278864e-26,2.8826536634096541e-34,5.4694721961105863e-28,1.6373972870625757e-34,7.2892857015502409e-28,2.4010284572670176e-26,2.8458250698965615e-19,9.3288715014223171e-25,1.1298505155097717e-31,1.3932898625085094e-36,2.042693155546428e-24,1.0933022663633984e-22,2.5382207687740767e-24,8.227128968506251e-29,9.6213117775769049e-31,5.357278055034004e-28,9.5619396587823472e-29,1.3175295283190735e-39,1.4788049753652969e-40
