Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989)
8.886026017677764e-16,0.002294828627533339,1.14699852958006e-31,6.5181621123841822e-27,9.2377948846310923e-22,1.1469981654633664e-31,2.7313965472287636e-20,1.8781705811126345e-32,1.2244737953179102e-57,3.6719258376608619e-46,1.3486564335613644e-48,6.7022858686937199e-45,6.2897257809358339e-39,2.2334526559865071e-25,2.4470098875184254e-38,7.062150440476205e-56,3.9536247671913107e-51,4.8754899036368142e-40,2.3169547968156266e-52,2.5109289845425692e-94,4.6940294134534049e-66,1.1790127226198688e-66,1.2773530798631616e-81,2.2421818072967054e-58,1.8458056323635414e-66,1.4279561934590848e-58,1.2561240848417385e-48,2.2478185405234011e-39,5.437041014335236e-73,5.2142072895843868e-79,2.4679377363321937e-72,5.5582017509838711e-75,5.794760352669186e-89,0.88129999999999997,0.0,0.0,0.0,0.009889999999492154,0.108803,0.0001,3.0940662511250939e-14,2.3596660884690765e-13,2.3596664514373429e-13,2.1265478182441095e-19,5.9076056266785641e-19,4.9694212744622161e-15,4.4261083342772685e-19,1.2036804524435564e-26,7.524395906572285e-27,5.6642007473926092e-31,1.4656596757227729e-23,1.8141865585736722e-18,3.6197183382830761e-22,1.6526833551501074e-31,5.2437384891720331e-35
1.7779772301226665e-15,0.0022948286275333396,4.5909578333843658e-31,2.6089497262918383e-26,1.8483501587283626e-21,4.5909574507487017e-31,5.4710335301578415e-20,7.5246062011386122e-32,4.9010784811655624e-57,4.3320497752281652e-46,5.3981401837271319e-48,2.786310513362768e-44,1.25849019755537e-38,4.468845940163934e-25,9.7944169854203083e-38,5.6540141970992541e-55,3.1653031769460928e-50,1.9514666176179738e-39,1.855009435696699e-51,2.5035200192204559e-93,2.3010046087499736e-65,5.7794924890528192e-66,1.2735836283091181e-80,1.0991134093574689e-57,1.6489700382655893e-65,1.1435230741716776e-57,5.0277657721619645e-48,1.7996118364099055e-38,4.3529284286429155e-72,5.1989181756512272e-78,2.4606546106205084e-71,9.2903221559295519e-74,1.8563326451462929e-87,0.88129999999999997,0.0,0.0,0.0,0.0098899999989838661,0.108803,0.0001,6.1908206554195138e-14,4.7213725974801249e-13,4.7213711780380978e-13,5.0780444380881211e-19,2.3645737313119744e-18,9.9393621964896126e-15,1.771266073285445e-18,5.9228968575739227e-26,3.2510793634473558e-26,4.5348347037240601e-30,5.86644796471049e-23,7.2590967844960521e-18,1.4488280598480412e-21,1.2511343546675426e-30,4.1981686194870415e-34
3.556726486832446e-15,0.002294828627533339,1.8369614663265719e-30,1.0439086779554004e-25,3.697457264777836e-21,1.8369614744949841e-30,1.0967917131050179e-19,3.0164480525842343e-31,1.961063568940181e-56,4.7238564093356636e-46,2.1599590144320436e-47,1.1274949405419113e-43,2.5175211862664642e-38,8.9396330581928702e-25,3.9190428513520715e-37,4.5249293380217869e-54,2.5332035657831209e-49,7.8084089089765858e-39,1.4846302107899932e-50,2.2652823262637675e-92,1.0291773784420192e-64,2.5850052340282652e-65,1.1523739360246439e-79,4.9160382076222042e-57,1.5937050317735627e-64,9.1528192885598586e-57,2.011757907784735e-47,1.4402217960619588e-37,3.4836491423606335e-71,4.7043016731564695e-77,2.2264681731957199e-70,1.5069942566431865e-72,5.9434813586702315e-86,0.88129999999999997,0.0,0.0,0.0,0.0098899999979672904,0.108803,0.0001,1.2384329458915187e-13,9.4447588889126476e-13,9.444745138284881e-13,1.1144262319373239e-18,9.4613102769766123e-18,1.9867860506036889e-14,7.084727876126336e-18,2.6662059509156529e-25,1.3528680390198756e-25,3.6292940784993594e-29,2.3473355698516461e-22,2.9026834934574715e-17,5.7971800649952015e-21,9.0251122355212026e-30,3.359794618404472e-33
7.114225000252007e-15,0.0022948286275333396,7.3488860637911484e-30,4.1762261008355675e-25,7.3955345445520545e-21,7.3488859895153092e-30,2.2032122006041991e-19,1.2112771100767029e-30,7.845481490155311e-56,4.9420854740795255e-46,8.6412409621799028e-47,4.5246528841748442e-43,5.0355661629535288e-38,1.7881209500404023e-24,1.5678725541526413e-36,3.6206303484458137e-53,2.0269461735811639e-48,3.1238724463304297e-38,1.1880239721914861e-49,1.9390794652172646e-91,4.3735090703853482e-64,1.0984977581477806e-64,9.8640452527000548e-79,2.0890798944632085e-56,1.7137334425184807e-63,7.3241096929998721e-56,8.0483152218977429e-47,1.1523732819632003e-36,2.7874221271187523e-70,4.0270695577323925e-76,1.9058022120870282e-69,2.420852830611268e-71,1.9024290837037288e-84,0.88129999999999997,0.0,0.0,0.0,0.0098899999959341459,0.10880299999999993,0.0001,2.477134704553389e-13,1.8891425305392267e-12,1.8891351090353097e-12,2.3328194469023754e-18,3.7850884851648823e-17,3.9679427162674765e-14,2.8322399712196403e-17,1.1354280042712939e-24,5.5178584567874821e-25,2.9040636432582362e-28,9.3908103412744056e-22,1.159744335601327e-16,2.3192344527456159e-20,6.0222159218979812e-29,2.6883207463726436e-32
1.4229222027091125e-14,0.0022948286275333387,2.9396691792082808e-29,1.6705557057178894e-24,1.4791141419598652e-20,2.9396687845098762e-29,4.4442275523156296e-19,4.8815235375441786e-30,3.1384082050875045e-55,5.0582849426649587e-46,3.4567764700506737e-46,1.8114656398251307e-42,1.0071588114305463e-37,3.5764371269096214e-24,6.2720024151644256e-36,2.8967783417680813e-52,1.6217084121095746e-47,1.2496510220945806e-37,9.506602114342827e-49,1.608842384825802e-90,1.8066114108959811e-63,4.5376374135103404e-64,8.183690928681569e-78,8.6295821384400295e-56,2.0728269629995538e-62,5.8600294575053973e-55,3.2195669908721301e-46,9.2194956321828785e-36,2.2301070773637999e-69,3.3415485692393321e-75,1.5811434222679044e-68,3.8777492397040565e-70,6.0885986460115395e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999918678604,0.10880299999999973,0.0001,4.9545382137280682e-13,3.7784334776513571e-12,3.7783995147935071e-12,4.7704013499925041e-18,1.5141172527822213e-16,7.9121670225995091e-14,1.1313016904340029e-16,4.6897215825590695e-24,2.2263749077275785e-24,2.3235946615235324e-27,3.7565820338912205e-21,4.6272536809628297e-16,9.277573557982464e-20,3.6041107459685673e-28,2.1508204447188122e-31
2.1344219053930247e-14,0.002294828627533338,6.2467637727923516e-29,3.5499120222440104e-24,2.2186200654941595e-20,6.2467623194048409e-29,6.7134165890160501e-19,1.0426525062949979e-29,6.6692191644444472e-55,5.0611010342984078e-46,7.3458242909568301e-46,3.8500048909170795e-42,1.5107542064553515e-37,5.3647541981715768e-24,1.332832677615515e-35,8.2831761703743783e-52,4.6371814697299222e-47,2.6555724952487815e-37,2.7186477106648113e-48,4.6454892753012608e-90,3.8770304753835126e-63,9.7378108558422701e-64,2.3629318122769797e-77,1.8519285740569058e-55,7.2239232392395358e-62,1.7397588429612666e-54,6.8417134265052203e-46,2.6362037545317657e-35,6.3767986858073708e-69,9.6492300535815705e-75,4.5653348862263126e-68,1.4786602850926618e-69,2.9129761383823502e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999878015836,0.10880299999999944,0.0001,7.4319417147536894e-13,5.6676821996739103e-12,5.6676071386108271e-12,7.2079637576426609e-18,3.2175154245629698e-16,1.1838384885188545e-13,2.4016008482549463e-16,1.0060634961133669e-23,4.7403625530560664e-24,6.6444408904912937e-27,7.9828579920955457e-21,9.8154290702655708e-16,1.9715141111740885e-19,8.8700753484466252e-28,6.1500860770367607e-31
2.845921608076937e-14,0.0022948286275333374,1.0656090761227841e-28,6.0556451732903482e-24,2.9580712295380012e-20,1.0656087277118964e-28,9.0107786198197601e-19,1.7870067095763228e-29,1.1376955462443993e-54,5.1719482983079679e-46,1.25312670728743e-45,6.5680517248939794e-42,2.0143428014615988e-37,7.1530721697920741e-24,2.2736846821973717e-35,1.7471850861941626e-51,9.7812828906686265e-47,4.5301518950003735e-37,5.7351608107795156e-48,9.8527423527849623e-90,6.6479202509908361e-63,1.6697265671122238e-63,5.0114014058992057e-77,3.175490507240078e-55,1.7859402118746992e-61,3.7909177508831742e-54,1.1671257790406746e-45,5.5604773659196152e-35,1.3450564644023836e-68,2.0466738020425988e-74,9.6823302856410373e-68,3.9788002462832576e-69,9.6411535769530394e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999837353154,0.10880299999999903,0.0001,9.9093452076302549e-13,7.5568888066322516e-12,7.5567579832017004e-12,9.6454732613992662e-18,5.488676219899407e-16,1.574667850828154e-13,4.09302155136661e-16,1.7248082456737254e-23,8.091562084316737e-24,1.4015861549397744e-26,1.3617877917178941e-20,1.6716415200634221e-15,3.3631859552419918e-19,1.654689967329955e-27,1.2972361497985641e-30
4.2689210134447605e-14,0.0022948286275333344,2.2061363504481839e-28,1.2537035678432727e-23,4.4368450543514882e-20,2.2061352745200853e-28,1.3671620833828871e-18,3.7287172195400343e-29,2.3554522271397635e-54,8.3986871377834864e-46,2.594471178048967e-45,1.3598604475390221e-41,3.0215040325317282e-37,1.0729710244625878e-23,4.7074349880118187e-35,4.7721693236606461e-51,2.6716050458238803e-46,9.3792228781813393e-37,1.5668779006538123e-47,2.7054261753562201e-89,1.3816782092517569e-62,3.4702713861250337e-63,1.3759381866168082e-76,6.5998174946293895e-55,6.1754577530918958e-61,1.1004091544884112e-53,2.4163997753046977e-45,1.5187075467754355e-34,3.6737572378133835e-68,5.6207850932629651e-74,2.6583842954426013e-67,1.6094216136127908e-68,5.625471086804054e-81,0.88129999999999997,0.0,0.0,0.0,0.009889999975602793,0.10880299999999801,0.0001,1.4864152174258057e-12,1.133520351915186e-11,1.1334926423435053e-11,1.4520365342679198e-17,1.1363417730495307e-15,2.3521452193598382e-13,8.4608086686135653e-16,3.5886002533029848e-23,1.6752085269174399e-23,3.8286260597860283e-26,2.8194057973810301e-20,3.4514022319684876e-15,6.9630410745849478e-19,3.7756237707078247e-27,3.5431458403716712e-30
5.691920418812585e-14,0.0022948286275333313,3.7519259905175269e-28,2.1321451923969595e-23,5.915417546204694e-20,3.7519235799308316e-28,1.8436059468099073e-18,6.3884482327435559e-29,4.0059854563952254e-54,-3.1421051082295101e-45,4.4125461412076423e-45,2.3132217115218336e-41,4.0286402582711851e-37,1.430635167995861e-23,8.0061725354708934e-35,9.9850538631095798e-51,5.5899300441139106e-46,1.5951718150262116e-36,3.2792298492468107e-47,5.696517911569004e-89,2.3807069479403073e-62,5.9792580336459372e-63,2.8968512356426044e-76,1.1371845672452053e-54,1.5461489194993308e-60,2.4064982724882892e-53,4.1096667532107381e-45,3.1775729567110408e-34,7.686680456202013e-68,1.1836341353480449e-73,5.5968446751493703e-67,4.359615132050402e-68,1.8716845970198108e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999674703001,0.10880299999999661,0.0001,1.9818959110918885e-12,1.511336426912993e-11,1.5112886088749254e-11,1.9395058602223294e-17,1.9325799435770779e-15,3.1230989509448767e-13,1.4368114247626336e-15,6.1203245250531852e-23,2.8473252510884277e-23,8.0116068158821808e-26,4.7950436159752237e-20,5.8545509221962821e-15,1.1842239922224588e-18,6.823817742409518e-27,7.41340001548311e-30
7.114919824180409e-14,0.0022948286275333274,5.7318707630820049e-28,3.2573085779567333e-23,7.3937743541183846e-20,5.7318661664429874e-28,2.3311489667622196e-18,9.8334197212913528e-29,6.1201908034304196e-54,5.5505157789032777e-44,6.7414035748073384e-45,3.5280376950580507e-41,5.0357496931987011e-37,1.7882996755703684e-23,1.2231682937108006e-34,1.8177509316958628e-50,1.0176299330381058e-45,2.4370741025269007e-36,5.9711889948575419e-47,1.0144784910210416e-88,3.2887516524689296e-62,8.2625217356796145e-63,5.1596671022502203e-76,1.570927336489261e-54,3.2961815346152158e-60,4.514952157130684e-53,6.2786318388819111e-45,5.7845033264746899e-34,1.3993182300489483e-67,2.1089194166664425e-73,9.968654377825412e-67,9.7939247703932028e-68,5.0467885848069694e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999593378418,0.10880299999999483,0.0001,2.4773766015472257e-12,1.8891360788043449e-11,1.8890622084790907e-11,2.4269540120265892e-17,2.9524757087019016e-15,3.8871171818181128e-13,2.1917615868577198e-15,9.367632467202037e-23,4.3459192264759039e-23,1.4586361539380254e-25,7.3256821414272044e-20,8.9204446118201579e-15,1.8092112800914797e-18,1.0873771185775679e-26,1.349569121453484e-29
9.960918634916056e-14,0.0022948286275333166,1.1021127252784611e-27,6.2630882484245955e-23,1.0349827573076291e-19,1.1021114315305347e-27,3.3402265559064432e-18,1.9236421599732831e-28,1.1768627377941515e-53,5.1787275158898845e-46,1.2963549208632304e-44,6.7948256799318403e-41,7.0498865119342179e-37,2.5036298327361453e-23,2.3521242389207585e-34,4.7994355486622162e-50,2.6868558738972689e-45,4.6864368648839938e-36,1.5775241344347604e-46,2.629772166176046e-88,6.5413848591312454e-62,1.6432227215192519e-62,1.337091550048351e-75,3.1246020921008137e-54,1.2171829579745524e-59,1.2353853920339101e-52,1.2073477905458209e-44,1.5271623060554056e-33,3.6944947553506996e-67,5.4684650820889878e-73,2.5832682169150909e-66,3.797985369657769e-67,2.9753081162711355e-79,0.88129999999999997,0.0,0.0,0.0,0.0098899999430730086,0.10880299999999009,0.0001,3.4683379726239929e-12,2.6446855714216919e-11,2.6445409142374388e-11,3.4017860213789434e-17,5.677165973187726e-15,5.3942728152598197e-13,4.1997384597201005e-15,1.8053554895575655e-22,8.3333096765459348e-23,3.8521899618306558e-25,1.4086685322942063e-19,1.7047569472088772e-14,3.4789633070854545e-18,2.202608711852416e-26,3.5631478197784443e-29
1.565291625638735e-13,0.002294828627533284,2.6882478996961638e-27,1.5276780204691185e-22,1.6259309737558658e-19,2.6882425840457698e-27,5.4934987728292767e-18,4.865050750136283e-28,2.8710204731103372e-53,5.1741366559276975e-46,3.1627290366374269e-44,1.6576819446645743e-40,1.1077833975988054e-36,3.9342948413551625e-23,5.7385105765514703e-34,1.8558795126509389e-49,1.0389650559659261e-44,1.1433565548638543e-35,6.1076506726775058e-46,1.019759441051147e-87,1.6288767584285856e-61,4.0913493872268928e-62,5.1822434298534694e-75,7.7806027878845168e-54,7.7310848006837084e-59,4.9063576549111712e-52,2.9454854207026236e-44,5.9041952345489878e-33,1.4284829999503424e-66,2.1219041677165048e-72,1.0011708662788967e-65,2.4426942513688367e-66,3.2779076350221901e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999105437082,0.10880299999997592,0.0001,5.450260675682528e-12,4.155589277197011e-11,4.1552260977011773e-11,5.3511980639079047e-17,1.3848684854712153e-14,8.3275724114298854e-13,1.0168347211309656e-14,4.4134774270986561e-22,2.0190071915143554e-22,1.4903220455033293e-24,3.4365239972984215e-19,4.1043160687155707e-14,8.4871138465578481e-18,5.6295070528002109e-26,1.377699365795767e-28
