Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338)
1.2960489716110117e-13,0.002690379311734621,1.2068700360568794e-21,1.7592664289639066e-17,1.0605769238198985e-14,1.206536772971447e-21,7.8972898639159468e-15,4.5714651779159764e-24,7.5295990886195919e-43,-5.6336881811883454e-24,6.3860651006479104e-37,5.6336881777376318e-24,3.0341315809408606e-29,7.4096424848427394e-20,1.4067258543106815e-29,-3.4676535298231952e-41,6.2685507556112387e-38,1.2086062601887763e-30,3.7638059434511143e-40,-3.0483444289740718e-62,1.1953591307093601e-41,2.9365852743074344e-40,5.9404934508339216e-54,2.0865898365466876e-35,7.3944316119935469e-50,5.3663516129256295e-45,5.6290195384452456e-37,2.7175604382546614e-27,6.3885797954587957e-53,5.3752486417283859e-51,1.3463450692499881e-46,-3.5590597674121686e-49,3.8357257193944391e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899888522942982,0.10880299999855488,0.0001,3.0751203939696692e-10,3.181018735313461e-09,3.1805814949158492e-09,9.4736079625252231e-16,9.2814859950891668e-13,3.9036695676673664e-09,5.0818339572128974e-13,9.2137482068067042e-21,3.5398599538602531e-21,6.0343977940145694e-22,1.5781185549052513e-16,2.1144430437777928e-10,3.7518348358606946e-15,4.9466127418993256e-23,3.2706535513948961e-24,2.3941412111953734e-25,9.1079792316905718e-26,3.6203837094461803e-10,1.5532164152043959e-30,3.320182282888161e-35,6.6958830294128094e-36,3.862398673300289e-41,6.7224059435317528e-41
1.3924873842241755e-13,0.002690379311734034,1.3930829773702399e-21,2.0306694354191936e-17,1.1393680544845492e-14,1.3926697191644086e-21,8.5098602674815392e-15,5.2942225371352709e-24,8.6519567480737963e-43,1.1714760366202786e-22,7.3719131213805645e-37,-1.171476035190657e-22,3.2598744841933279e-29,7.9611539834157422e-20,1.6092315632134391e-29,7.9531039699240517e-40,7.7745780713575742e-38,1.3951769157643552e-30,4.6763393046241075e-40,-1.1893923890816674e-59,-2.5105663883256373e-40,-6.1665464684352113e-39,-1.2408606698733399e-52,-4.3823836496289596e-34,9.1757258541409752e-50,6.6557370841352119e-45,6.4978581743105129e-37,3.3702482643678977e-27,-1.3045763788581109e-51,-1.1217559611078341e-49,-2.8122688904134264e-45,7.4749578760832847e-48,5.4331227445903545e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899880235309955,0.10880299999833513,0.0001,3.3039385106920241e-10,3.4176784644012298e-09,3.4171727634510951e-09,1.0178788833313729e-15,1.0712619021924458e-12,4.1520051578658736e-09,5.8412281743476561e-13,1.0634618216626194e-20,4.0688565652595693e-21,7.4896496140014388e-22,1.8216977883474225e-16,2.4244300310986194e-10,4.3309183856085676e-15,5.7081971584431057e-23,4.0563109364833189e-24,2.9061232294543469e-25,1.1923842681605275e-25,4.1511484799287873e-10,2.1904838274390177e-30,5.0409913332512408e-35,1.0166456363289826e-35,6.3117624860626773e-41,1.0282558665902981e-40
1.4889257968373392e-13,0.002690379311733406,1.5926387973392733e-21,2.3215106162827549e-17,1.2181386215199084e-14,1.5921336746361255e-21,9.1258846194435208e-15,6.0725443524914213e-24,-7.0632749026116696e-43,-2.6244513599115237e-21,8.4284878506088634e-37,2.6244513567526807e-21,3.4856138481713979e-29,8.5118850587731775e-20,2.1710448067333937e-29,-1.7972406918900802e-38,9.504384090377025e-38,1.5951300786080572e-30,5.7269026063105623e-40,-5.0111567461805331e-57,5.7001472203429134e-39,1.4002113680323655e-37,2.8590142802485884e-51,9.9500384037140475e-33,1.0020433097818459e-49,8.1367280467705503e-45,7.4290206306196815e-37,4.1198465612731789e-27,2.9635657764980861e-50,2.5850694850410761e-48,6.4796295692566381e-44,-1.6971617589731285e-46,7.5226685640592788e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899871948584205,0.10880299999810022,0.0001,3.5327566012929841e-10,3.6543332233924613e-09,3.6537537561473206e-09,1.0883925335451319e-15,1.2246096431808751e-12,4.3951216472765638e-09,6.649910850931932e-13,1.215711078857759e-20,4.6321892541572352e-21,9.1627365488805817e-22,2.0827489370853058e-16,2.7533255977604535e-10,4.9515386574470026e-15,6.5207556368067975e-23,4.9586609246057403e-24,3.4781962184180433e-25,1.5316507426814531e-25,4.7142888318707414e-10,3.0163720273882509e-30,7.4366986567406978e-35,1.4998283657517256e-35,9.9724663771363504e-41,1.5281305987304129e-40
1.585364209450503e-13,0.0026903793117327374,1.8055390936382401e-21,2.6317911121109075e-17,1.296967174542141e-14,1.8049294174100138e-21,9.7453629072506869e-15,6.9069371596879058e-24,-8.3656072023775981e-40,6.3002369679881339e-20,9.556417104184268e-37,-6.3002369603075518e-20,3.7113500565495339e-29,9.0819134537263209e-20,-5.5519811398615842e-29,4.3563088642207487e-37,1.1472930396433635e-37,1.8086032211067224e-30,6.9255968825051615e-40,-2.4694981465871563e-54,-1.3765297947901438e-37,-3.3620793685039818e-36,-6.9733759845086113e-50,-2.4028369430771269e-31,-5.8171918264384307e-48,9.8225302743117557e-45,8.4225059911896148e-37,4.9730594622351487e-27,-7.1893079160457535e-49,-6.2621122005886367e-47,-1.5804361414248013e-42,4.0985245417277444e-45,1.0209696509679996e-67,0.88129999999999997,0.0,0.0,0.0,0.009889986366274665,0.10880299999785022,0.0001,3.7615746657746279e-10,3.8909830777781033e-09,3.8903244773640053e-09,1.1589117257758295e-15,1.3881874672754582e-12,4.6331287998616571e-09,7.5072341619488686e-13,1.378118267793129e-20,5.2294067228387224e-21,1.1069091706247281e-21,2.3612716825577541e-16,3.1007320712933175e-10,5.6136947773028166e-15,7.3836222963809974e-23,5.9857836263086364e-24,4.11200982984473e-25,1.9350824052307493e-25,5.3091238644460544e-10,4.0679590084142446e-30,1.0699347751613993e-34,2.1578757533205129e-35,1.5301648178718116e-40,2.2146747001232511e-40
1.6818026220636668e-13,0.002690379311732028,2.0316848839995014e-21,2.9613654081249631e-17,1.3738379251736401e-14,2.0309571464775495e-21,1.0368295023765191e-14,7.7979088443367025e-24,-4.7512401828737861e-37,-1.6141357285745794e-18,1.0739746678871936e-36,1.6141357265863268e-18,3.9370732859406894e-29,9.1554848367374961e-20,2.0048986290876472e-27,-1.1770061511521314e-35,1.3709873133951378e-37,2.0320415188683183e-30,8.2818726869443817e-40,-1.4039729111109228e-51,3.9775976311603852e-36,1.0896289993254275e-34,2.0692993655490998e-48,6.9431977201325367e-30,-3.3730041963036857e-45,1.1728642724063933e-44,9.4783125457664625e-37,5.9365705864879975e-27,1.8509204088028088e-47,2.122144930116405e-45,4.6898315572171791e-41,-1.1840541121235337e-43,1.3629365800915131e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899855377778817,0.10880299999758521,0.0001,3.9903927041389895e-10,4.1276280731146047e-09,4.1268849314556463e-09,1.2294130483367831e-15,1.5619910241662143e-12,4.8661339541913118e-09,8.4125593734057131e-13,1.5506790688187943e-20,5.8600640066576064e-21,1.322418182787849e-21,2.6572657106932098e-16,3.4662605663704464e-10,6.3173858822237151e-15,8.2961399103702895e-23,7.1457528232215738e-24,4.8090320921101407e-25,2.4093369177206554e-25,5.9349877223084425e-10,5.3862933469450305e-30,1.5056625358881787e-34,3.0367185982027099e-35,2.2879347046725873e-40,3.1392655193263649e-40
1.7782410346768306e-13,0.0026903793117312776,2.2737055590786108e-21,3.3140662598079063e-17,1.503134196267335e-14,2.2728454351353076e-21,1.0994683601356962e-14,8.7459688311081404e-24,-3.0755405760682982e-34,4.3491848110261187e-17,1.2585730054376747e-36,-4.3491848056774174e-17,4.1630673509594156e-29,2.2656400390036103e-19,-5.3743699453004881e-26,-1.0315326700682159e-36,1.5845944997063565e-37,2.3621118871309902e-30,9.8246535691058484e-40,-8.6092730021110886e-49,1.6289818258144732e-34,1.1920721093212176e-32,1.0440293207948748e-46,2.8435110708801941e-28,-2.1817785514364655e-42,1.3881236691282439e-44,1.0596462001551118e-36,7.0174516398413671e-27,-5.5291358509713389e-46,2.7085542522215763e-43,2.3661755974560056e-39,-4.8346397056912518e-42,1.7450612078486375e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899847093657529,0.10880299999730522,9.9999999999999856e-05,4.2192107163880541e-10,4.3642687675969257e-09,4.3634351227730016e-09,1.2999514688396539e-15,1.7460159672871016e-12,5.0942421317024772e-09,9.3652565025384546e-13,1.7333891660774618e-20,6.5237222374780828e-21,1.5643510945618171e-21,2.9707307229770451e-16,3.849530592588705e-10,7.0626111466500521e-15,9.25765952104095e-23,8.4466380965135866e-24,5.5705789281324581e-25,2.9612171893812109e-25,6.5912289240269927e-10,7.016525189090561e-30,2.0775660412169858e-34,4.1902460835059767e-35,3.3430377040246408e-40,4.3629166205634335e-40
1.8746794472899944e-13,0.002690379311730493,2.538014138190745e-21,3.6992433537312645e-17,1.646371699629791e-14,2.5370064868102457e-21,1.1624512844730318e-14,9.7516281203485683e-24,3.1556492229796097e-32,7.4217212817027393e-18,-1.0678604330514131e-37,-7.4217210984748951e-18,4.387179990224776e-29,4.2365987112282198e-19,-1.3622005235585307e-25,3.233544582236096e-32,1.7006287891398318e-37,3.0624656313690505e-30,1.1716518547254672e-39,-7.9563302659275547e-44,-2.690474974200188e-32,-2.1873595696990175e-30,-2.0998654689104278e-44,-4.6964277035279578e-26,2.9246972164813819e-40,2.4857202784935787e-44,1.1776790116583939e-36,8.2251435971285657e-27,5.3768075372385789e-45,-6.6056845960577877e-41,-4.7591143080960236e-37,7.9947434240199066e-40,3.5913912418264409e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899838810367468,0.10880299999701032,9.9999999999999666e-05,4.4480287025237644e-10,4.6009049668958858e-09,4.5999750556680675e-09,1.3704438263792802e-15,1.9402579488795957e-12,5.3175562672060888e-09,1.0364703313178473e-12,1.9262442423925382e-20,7.219947943523221e-21,1.8342637014150253e-21,3.301666443147122e-16,4.2501692193460431e-10,7.8493697981832557e-15,1.0267540822703676e-22,9.8965139363201667e-24,6.3978428363559723e-25,3.5976519011808447e-25,7.2772089321767104e-10,9.0080148122462803e-30,2.8167854538392257e-34,5.6812808654959409e-35,4.785253582709287e-40,5.957628968035037e-40
1.8987890504432854e-13,0.002690379311730289,2.6082215610419573e-21,3.8015564511264089e-17,1.6720684120025932e-14,2.607174565503785e-21,1.1782509022628601e-14,1.0012102858904872e-23,4.028026030816465e-32,-8.6134440776268217e-20,-4.4271497655630857e-37,8.6134645124104102e-20,4.443111836597848e-29,4.4409920517519878e-19,-1.4442376938283292e-25,4.1106728227314154e-32,1.7078816722410103e-37,3.3241731350358415e-30,1.2280604233243128e-39,-1.0112275812294102e-43,-3.4301249618488303e-32,-2.7872392594522965e-30,-3.4166143438849383e-44,-5.9875427395947277e-26,4.7695682911584698e-40,3.2677212974647757e-44,1.2081550237899871e-36,8.5482905396959103e-27,9.444825632710722e-45,-1.0741140231575026e-40,-7.7433846122723193e-37,1.0192581006039466e-39,4.571792992118586e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899836739674129,0.10880299999693428,9.9999999999999639e-05,4.5052331949777043e-10,4.6600631845143959e-09,4.6591084365235002e-09,1.3880694681042872e-15,1.9904143468771152e-12,5.3726475996768285e-09,1.0621797453624192e-12,1.9760426583928389e-20,7.3990427410463439e-21,1.906296529434581e-21,3.3871301390832343e-16,4.3529997235985148e-10,8.05254896269221e-15,1.0527493428670868e-22,1.0283209452332509e-23,6.6150557005089639e-25,3.770795623485743e-25,7.4532770038524514e-10,9.5685227348838724e-30,3.0318274065723024e-34,6.1150345625740629e-35,5.2186132288550557e-40,6.4238360941099513e-40
1.9470082567498672e-13,0.0026903793117298742,2.7519731864467085e-21,4.0110436197027967e-17,1.7153762922459712e-14,2.7508444564913031e-21,1.209915219660528e-14,1.0543980442489782e-23,4.9417327752481743e-32,-2.2153341586542967e-20,-6.4410889073974706e-37,2.2153564307776557e-20,4.5554369917521474e-29,4.5802471175514465e-19,-1.4922616347224724e-25,5.0272321078739345e-32,1.7306263185202191e-37,3.8857225355919803e-30,1.3554933880924134e-39,-1.2372381363830319e-43,-4.2070799509732344e-32,-3.4152926161901269e-30,-6.8168516346835391e-44,-7.3437764797284828e-26,9.5371610083679011e-40,5.3175030477476908e-44,1.2702688042573658e-36,9.2213866229282001e-27,2.0077422017704351e-44,-2.1420695721988558e-40,-1.5449673033665428e-36,1.2501264444961445e-39,7.5181481246865698e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899832598440349,0.10880299999677942,9.9999999999999639e-05,4.619642174989806e-10,4.7783786549557761e-09,4.7773732758679108e-09,1.4233244046456908e-15,2.0926417508117769e-12,5.4819565261409282e-09,1.1144597916719579e-12,2.0775405948669932e-20,7.7632318856718242e-21,2.055998663436735e-21,3.5613332103008754e-16,4.5618262470886399e-10,8.4666945866279552e-15,1.1056308666369496e-22,1.1086555283189433e-23,7.0620677272256655e-25,4.1347026908510349e-25,7.8108331946921315e-10,1.0770800663281964e-29,3.5024169928822538e-34,7.0642522558135641e-35,6.1860080188313204e-40,7.4472291032313133e-40
1.995227463056449e-13,0.0026903793117294497,2.8990642871684014e-21,4.2253940995693858e-17,1.7520964071374611e-14,2.8978496757759776e-21,1.241666247174997e-14,1.1090482558620606e-23,5.1203601389583338e-32,-1.1426610587138586e-18,-3.3568376900581935e-37,1.1426612781717823e-18,4.6682806339323226e-29,4.5377880253422079e-19,-1.4620473494348135e-25,5.2042070274232309e-32,1.7861965784017115e-37,4.4521800711477728e-30,1.5036821387062284e-39,-1.2622533812987023e-43,-4.1929211024444074e-32,-3.5234131499627779e-30,-1.0677397776257775e-43,-7.3190611388493872e-26,1.5053012727177525e-39,7.6580331613003548e-44,1.3339360059664459e-36,9.9311011531363443e-27,3.2453163812760763e-44,-3.3751728162759342e-40,-2.4199231314600521e-36,1.2459188417705747e-39,1.2014586736914164e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899828457407954,0.10880299999662085,9.9999999999999625e-05,4.7340511484744016e-10,4.8966929084849239e-09,4.8956355525097397e-09,1.4585784533826034e-15,2.1974215130026841e-12,5.5901107225636554e-09,1.1678818226809748e-12,2.1815728881646547e-20,8.1353764980922628e-21,2.2133790484206888e-21,3.7399038182219347e-16,4.7748363050484749e-10,8.8912231734813106e-15,1.1596939010899749e-22,1.193068148025265e-23,7.5259592302989647e-25,4.5228497729808435e-25,8.175552502995601e-10,1.2087487777799264e-29,4.0313206045430197e-34,8.1311055234749123e-35,7.3015564318635374e-40,8.6021275486008909e-40
2.0434466693630307e-13,0.002690379311729015,3.0491537627857618e-21,4.4441103813468463e-17,1.7923259516718598e-14,3.0478490203765795e-21,1.2735037289922341e-14,1.1651673761986591e-23,3.9050192729240599e-32,3.186146633227666e-18,-7.6208743124184713e-39,-3.1861464141284768e-18,4.7812466033278931e-29,4.5787710547288486e-19,-1.4677587420926967e-25,3.989252537067305e-32,1.8810876916914767e-37,5.0079999112398382e-30,1.6725379097824987e-39,-1.2366764980475075e-43,-4.1393671174656411e-32,-2.8072669227190274e-30,-1.4528371402405822e-43,-7.2255786054983794e-26,2.0054434419688865e-39,1.0010229963105216e-43,1.3991613395744651e-36,1.0678221488607968e-26,4.3640751440044506e-44,-4.5129896090286134e-40,-3.2927127480969593e-36,1.23000555294297e-39,1.8171785760642592e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899824316573889,0.10880299999645864,9.9999999999999598e-05,4.8484601154317217e-10,5.0150060469243638e-09,5.0138952669921956e-09,1.493831998943527e-15,2.3047530907074409e-12,5.6971223823294334e-09,1.2224383150716496e-12,2.2881389993714965e-20,8.5154241682154659e-21,2.3786334751295095e-21,3.9228419244505936e-16,4.9919857211089806e-10,9.3261346176300267e-15,1.2149307012458026e-22,1.2816596852937065e-23,8.0068422231225173e-25,4.9361386790667448e-25,8.5473592893147192e-10,1.3526095219695206e-29,4.6240001918849509e-34,9.3266143188544111e-35,8.5833061150843241e-40,9.9015330806087878e-40
2.0916658756696125e-13,0.0026903793117285715,3.2023222001539796e-21,4.6673098223229791e-17,1.8289518799890303e-14,3.2009229760475081e-21,1.3054275489587817e-14,1.2227618649162887e-23,2.7411701027534559e-32,-4.7852306675203382e-18,3.6271429507934601e-37,4.7852308821522697e-18,4.8942329189961093e-29,4.5531466725978202e-19,-1.444793189451311e-25,2.8241344759368242e-32,2.0123091279300564e-37,5.5574596980546096e-30,1.8614063581625549e-39,-1.2517589733343238e-43,-4.0146404863404614e-32,-2.1063345348427786e-30,-1.8207177278568213e-43,-7.0078588312203902e-26,2.3774540808399935e-39,1.2332771048861855e-43,1.4659469222793272e-36,1.1463440924227405e-26,5.1996833345667282e-44,-5.3991954600082739e-40,-4.1264856809120657e-36,1.1929433729222028e-39,2.6173542341743989e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899820175936595,0.1088029999962927,9.9999999999999639e-05,4.9628690758619974e-10,5.1333180243842811e-09,5.1321524198584623e-09,1.5290852939875884e-15,2.4146359412149368e-12,5.8030035736419678e-09,1.2781217941228434e-12,2.3972383896040829e-20,8.9033228245057136e-21,2.5519580352391405e-21,4.1101474929948282e-16,5.2132307724281851e-10,9.7714288191846639e-15,1.2713335778347457e-22,1.3745310321265272e-23,8.5048231726610264e-25,5.3754767136214408e-25,8.9261786907372676e-10,1.5094410689987739e-29,5.286274609132978e-34,1.0662518884128947e-34,1.0050991159459372e-39,1.1359379653878772e-39
2.1398850819761942e-13,0.0026903793117281157,3.3588865468217547e-21,4.8954544179713755e-17,1.8712925983871988e-14,3.3573883880580642e-21,1.3374378737051875e-14,1.2818381907309029e-23,9.7816986823197813e-33,5.0539417361346908e-18,8.3885125643539543e-37,-5.0539415240119779e-18,5.0073821015179744e-29,4.6382260544245674e-19,-1.4694887973007047e-25,1.0625502889353585e-32,2.1744152525056442e-37,6.1121457397921428e-30,2.0700570146406669e-39,-1.2916004221560144e-43,-3.7292031418588599e-32,-1.067392458570562e-30,-2.1664412436501866e-43,-6.5096063427150945e-26,2.5763110839616942e-39,1.4625838530045753e-43,1.5342937787497037e-36,1.2287530241804903e-26,5.6417079847426429e-44,-5.9520166585486173e-40,-4.9100450987317025e-36,1.1081273864384777e-39,3.5366837397319287e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899816035493398,0.10880299999612311,9.9999999999999612e-05,5.0772780297654511e-10,5.2516289113578545e-09,5.2504070116516559e-09,1.5643382468607476e-15,2.5270695218866374e-12,5.9077662392692918e-09,1.33492483373286e-12,2.5088705200510271e-20,9.2990207341156767e-21,2.7335491076429521e-21,4.3018204889149408e-16,5.4385281906148448e-10,1.0227105680776927e-14,1.3288948845771634e-22,1.4717830840165636e-23,9.0200030827519313e-25,5.8417765155899744e-25,9.3119366224684437e-10,1.6800499833856769e-29,6.02433454753501e-34,1.2151309909234299e-34,1.1726155821108306e-39,1.2990580725761992e-39
2.188104288282776e-13,0.002690379311727653,3.518436781168403e-21,5.1279461634873406e-17,1.8983958212131465e-14,3.5168351325067482e-21,1.369534565239535e-14,1.3424028319926455e-23,-1.2922266825081951e-32,-1.5269868762799698e-17,1.5165307282281437e-36,1.5269868952038641e-17,5.1206725893762834e-29,4.3798871089175128e-19,-1.3463285288908176e-25,-1.2149073552531475e-32,2.3731294359389639e-37,6.6586191746827628e-30,2.29849269301525e-39,-1.4143690022654931e-43,-3.12265349993789e-32,3.9170768600788187e-31,-2.4743984085295855e-43,-5.4508280344820323e-26,2.559129226552335e-39,1.6910305157271069e-43,1.6042033203606619e-36,1.3151292192533217e-26,5.6158087305111739e-44,-6.0689856790935916e-40,-5.6080141174164893e-36,9.2789305143092945e-40,4.6582515214242535e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899811895243814,0.10880299999594986,9.9999999999999639e-05,5.1916869771423101e-10,5.3699385537064182e-09,5.3686590429147436e-09,1.599590824965499e-15,2.6420532901998536e-12,6.0114221959090722e-09,1.3928400558031605e-12,2.6230348520159805e-20,9.7024664986276896e-21,2.9236033438741984e-21,4.4978608748290338e-16,5.6678351640279309e-10,1.0693165099252937e-14,1.3876070364737011e-22,1.5735167319505305e-23,9.5524775283714519e-25,6.3359559432468067e-25,9.7045597817680817e-10,1.8652706996726156e-29,6.8447524737265947e-34,1.3806248608550487e-34,1.3632249777157387e-39,1.4811062622801833e-39
2.2363234945893578e-13,0.002690379311727178,3.680693507279623e-21,5.3643775235086848e-17,1.9300031950206709e-14,3.6789837124207953e-21,1.4017174616889159e-14,1.4044622758456854e-23,-2.5227652321600759e-32,-4.2182156912682125e-18,2.0189080222614916e-36,4.2182158637324595e-18,5.233769437875806e-29,4.1600563411763965e-19,-1.2397504042598331e-25,-2.4515688419043384e-32,2.6138202427793838e-37,7.1830273952301188e-30,2.5463760907107327e-39,-1.4952896284836513e-43,-2.7713359002399487e-32,1.2066987464209843e-30,-2.7390443659180437e-43,-4.8375765735351111e-26,2.3409448693093775e-39,1.9007249916286945e-43,1.6756753180477917e-36,1.4055471862483254e-26,5.1352434560637323e-44,-5.7643191367638892e-40,-6.2078254792116157e-36,8.2349965808046679e-40,5.8903331163933282e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899807755184477,0.10880299999577296,9.9999999999999666e-05,5.3060959179927926e-10,5.4882470945832593e-09,5.4869085141905493e-09,1.6348430753239798e-15,2.7595867037767048e-12,6.1139831184507191e-09,1.4518601375100444e-12,2.7397308469463785e-20,1.0113609104657977e-20,3.1223176991751131e-21,4.6982686136091272e-16,5.9011093947946785e-10,1.1169606972086071e-14,1.4474624907505441e-22,1.6798328592562393e-23,1.0102336187523006e-24,6.858938489273343e-25,1.0103975745577816e-09,2.0659693331740656e-29,7.754545688367483e-34,1.5641494013247083e-34,1.5795000400394033e-39,1.6837939910026515e-39
2.2845427008959395e-13,0.0026903793117266945,3.8450894874488686e-21,5.6039212551713506e-17,1.949474274887529e-14,3.8432667873942009e-21,1.433986342218253e-14,1.468023005660719e-23,-3.6254596939032908e-32,-2.3594097139045655e-17,2.2052129988698149e-36,2.359409729172283e-17,5.3465038595389574e-29,3.6846789862216145e-19,-1.0231543763939576e-25,-3.5666424506663274e-32,2.9037057948561332e-37,7.6644994812178354e-30,2.8126439638719307e-39,-1.5924056296030972e-43,-2.877606791078497e-32,2.0269550337464845e-30,-2.9914169579986056e-43,-5.0230804563746579e-26,1.9971100658234853e-39,2.0760895572811568e-43,1.7487054000552511e-36,1.5000685183518141e-26,4.3859297061536835e-44,-5.1746208828989021e-40,-6.7798226676691861e-36,8.5507493882815159e-40,7.1876459660715349e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899803615314433,0.1088029999955924,9.999999999999972e-05,5.4205048523171221e-10,5.6065544366838509e-09,5.6051554260217929e-09,1.6700949694815397e-15,2.8796692203313086e-12,6.2154605865965797e-09,1.5119777930493557e-12,2.8589579663810076e-20,1.0532397796738226e-20,3.3298893382206658e-21,4.9030436675695308e-16,6.1383089299030028e-10,1.1656431195439388e-14,1.5084537543600835e-22,1.7908323452656137e-23,1.0669665020690899e-24,7.4116511975250349e-25,1.0510112681314963e-09,2.2830337709035116e-29,8.76104765421159e-34,1.7671843291055721e-34,1.8241805289842132e-39,1.908918054273066e-39
2.3327619072025215e-13,0.002690379311726199,4.0122763998086758e-21,5.8475274256525138e-17,1.9989951602199749e-14,4.0103359315399264e-21,1.4663427676059601e-14,1.5330915450934637e-23,-8.820760336613961e-32,2.8005347343431852e-17,3.2865620739594484e-36,-2.8005347207465291e-17,5.4605142646415311e-29,3.8546055438883653e-19,-1.0843856272476375e-25,-8.7586204317033849e-32,3.2321428656845177e-37,8.1232022610594595e-30,3.0961204305053663e-39,-1.5032697130150121e-43,-1.569110430276107e-32,5.28797749306892e-30,-3.1919024851069942e-43,-2.7390010206195594e-26,1.3307831456205691e-39,2.241179444094864e-43,1.8232998285464078e-36,1.5987544312400349e-26,2.8835147275869088e-44,-3.9003502117025061e-40,-7.2342259388607776e-36,4.6626296948960914e-40,8.3547582346434653e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899799475628426,0.10880299999540818,9.9999999999999707e-05,5.5349137801155145e-10,5.7248609076455612e-09,5.7233997789511083e-09,1.7053466009178947e-15,3.0023002976975456e-12,6.3158660527085107e-09,1.5731857880942958e-12,2.9807156719775708e-20,1.0958782177966495e-20,3.546515709248834e-21,5.1121860037334815e-16,6.3793922776926744e-10,1.2153637676691658e-14,1.5705733586670847e-22,1.9066160647593685e-23,1.1254545136373614e-24,7.9950257474880412e-25,1.0922899546330466e-09,2.5173813196025553e-29,9.8720257045022714e-34,1.9912969339660546e-34,2.1002385413202526e-39,2.1583929123276761e-39
2.3809811135091036e-13,0.0026903793117256975,4.1829895833313713e-21,6.0962680939895974e-17,2.0388748194671806e-14,4.1809263859734872e-21,1.498785172258516e-14,1.5996744301198414e-23,-1.1967252324868959e-31,-4.8163177309288436e-18,4.0804080590177234e-36,4.8163178567279837e-18,5.5740762011011965e-29,3.9909463488345246e-19,-1.131157166692774e-25,-1.190263332614651e-31,3.5840302523824413e-37,8.5934126072194759e-30,3.3966670832544556e-39,-1.4491596212271196e-43,-7.1851785641765063e-33,7.2577918628801623e-30,-3.3024515515426042e-43,-1.2542273019672641e-26,2.46601802176618e-40,2.4117112964696473e-43,1.8994639503480555e-36,1.7016841282719478e-26,4.5557079873203929e-45,-1.7554514402222892e-40,-7.4847996119178099e-36,2.1351439919958079e-40,9.6945038725499271e-66,0.88129999999999997,0.0,0.0,0.0,0.009889979533612701,0.10880299999522036,9.9999999999999693e-05,5.6493227013881808e-10,5.8431662732088234e-09,5.8416415735210025e-09,1.7405979071989077e-15,3.1274793938378938e-12,6.4152108327887671e-09,1.6354769425428889e-12,3.1050034255214644e-20,1.139271222924689e-20,3.7723945678607428e-21,5.3256955909416046e-16,6.6243184405313442e-10,1.2661226327563788e-14,1.6338139450274295e-22,2.0272848878637451e-23,1.1857052661858859e-24,8.6099985675943513e-25,1.1342266143857295e-09,2.7699612805595137e-29,1.1095731621908931e-33,2.2381522900965459e-34,2.4109118107969527e-39,2.434265326248209e-39
