Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962)
4.4224230094466913e-10,0.0021868534556219858,-4.0579906140315857e-20,-3.2178718298696076e-15,-2.2830429887168392e-15,2.926537735815031e-16,1.1624115278880601e-12,5.5936192849202099e-19,-4.9836434010221337e-30,1.7488421437919346e-23,2.0970565672919374e-31,2.2286574590363542e-15,1.4757985635057759e-15,5.1681200189432181e-19,3.2944320209991707e-20,-2.9293292829739998e-31,3.4982964317079921e-32,8.9828617019833045e-29,5.0368585597927551e-31,6.4787775328253302e-41,6.5726667531211205e-30,-1.8422915890742105e-15,7.7237304326548664e-27,-6.3769681937210268e-17,3.2163657538719887e-14,8.4801081854198083e-25,8.0774252483368269e-20,1.3724229786572473e-16,-2.9058812208158509e-40,-8.1942480007669948e-22,-5.3835343900179058e-26,-1.3593980440756018e-33,1.238703009977156e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899019963609915,0.10880297771704502,9.999999999999991e-05,6.2860699287580903e-09,4.5111163893692884e-08,2.3930164517647827e-08,8.163182640917906e-14,2.1731374142260723e-08,8.1686356138726027e-13,5.5031954809418701e-10,9.0546939869065736e-16,1.3897847945184439e-17,1.4015731144768185e-14,7.0383577006787455e-13,2.1016907010656563e-10,1.7820865507740399e-11,2.0601795265998821e-21,2.5764790989443607e-19,9.8886324487589361e-24,1.1806326902152139e-21,1.6468559779652883e-10,2.1621912591429166e-23,1.8243518812682334e-24,4.9663564568432374e-27,1.3193014257335672e-28,4.8764599671000245e-30,2.186902697765054e-13,3.2097386739042844e-14,3.8203045552601955e-17,2.806569012629165e-17,8.3066304543611929e-19,2.0648658597183228e-21,1.0730802223299159e-16,5.1586542645803168e-17,2.16063537750095e-27,2.8100989609102296e-16,1.2134727033311283e-15,1.5364767971266665e-16,4.6960463259007368e-19,4.1066167262465924e-19,8.091415061789479e-19,2.6658140296134132e-24,5.0134388137838761e-23,2.6758933720178056e-23,1.6763418546204031e-30,1.429442343247674e-27,9.3538603714258536e-31,1.6854870107398566e-28,5.0353798684415234e-25,1.619965874571499e-15,8.2865155775172177e-21,5.7977442136881978e-28,3.5012566965573026e-33
4.431838362106364e-10,0.002186853455472318,-4.0849550362748353e-20,-3.2392117220502421e-15,-2.0300756465738718e-15,2.9436502555879337e-16,1.1669983057979208e-12,5.6357671066776111e-19,-4.998524539643042e-30,1.3040384788411854e-23,2.1219300451176514e-31,2.1437942716113562e-15,1.3866008936349736e-15,5.198504638264662e-19,3.3164050988614011e-20,-2.7185083869611906e-31,3.5336729167670835e-32,9.0582075916309232e-29,5.0966216550293278e-31,6.5104213709798231e-41,6.6156254264284155e-30,-1.7552161055950349e-15,7.756153171056131e-27,-6.4173570805119293e-17,3.2343241964740014e-14,8.5464383688983385e-25,8.1250427100512413e-20,1.3805493341453847e-16,-2.9196667598093466e-40,-8.2561888492138693e-22,-5.4352033172755578e-26,-1.3844087644293862e-33,1.2533389936724986e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899017876764566,0.10880297764859394,9.999999999999991e-05,6.2994521403444176e-09,4.5207193534384339e-08,2.3960111075739449e-08,8.1805598925693289e-14,2.1798639057548262e-08,8.1686354466569827e-13,5.5150085432744136e-10,9.0827209406693816e-16,1.3927680832527386e-17,1.41078092943844e-14,7.0685598206148718e-13,2.1061746889903857e-10,1.7896819194911405e-11,2.0649632994532917e-21,2.5922656855266681e-19,9.944295462900566e-24,1.1894942660526324e-21,1.6503695692475854e-10,2.182348087515078e-23,1.8449568035595711e-24,5.022427440690473e-27,1.3369196762345757e-28,4.9405962317633478e-30,2.1940081048855143e-13,3.2276600048845676e-14,3.8416537508804068e-17,2.8223295894140153e-17,8.325386363996564e-19,2.0833658825092915e-21,1.0802355900033877e-16,5.1805533326048074e-17,2.1851669758671437e-27,2.818024079878321e-16,1.2182655463995929e-15,1.5454930662644866e-16,4.7236548453457048e-19,4.1307772556606202e-19,8.1419196778610797e-19,2.6824534130720845e-24,5.0360334778396947e-23,2.6924437598100901e-23,1.6867100300415612e-30,1.4359027138098701e-27,9.411714014800768e-31,1.6939360288279136e-28,5.0664947175672496e-25,1.6269151496221432e-15,8.3220629848626704e-21,5.8448298434144505e-28,3.5296941935981704e-33
4.450669067425709e-10,0.0021868534551727705,-4.1323393040308042e-20,-3.2767615888734614e-15,-1.6599301160215424e-15,2.9756772611114528e-16,1.176230854860398e-12,5.7207474038958514e-19,-5.0139696280628174e-30,2.9732893979277354e-25,2.1689081280372013e-31,2.0224947267455833e-15,1.2572182225439899e-15,5.2549170978243826e-19,3.3586804510818609e-20,-2.4147166168135092e-31,3.6045501329335895e-32,9.2101739752734302e-29,5.2096614451039636e-31,6.5611969336941002e-41,6.6974764208186608e-30,-1.6297963341946594e-15,7.8212022598880675e-27,-6.4942565220198721e-17,3.2704159420388733e-14,8.680201558990616e-25,8.2143227181651886e-20,1.395800575338273e-16,-2.9472924101292751e-40,-8.3743939802419074e-22,-5.5394946473712577e-26,-1.4359654881313688e-33,1.2810198382115276e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899013703069374,0.1088029775115948,9.999999999999991e-05,6.3262165526660522e-09,4.5399252789364201e-08,2.4019907265768482e-08,8.2153143910294901e-14,2.1933265790391557e-08,8.1686351122253771e-13,5.5386346634675366e-10,9.138815224149528e-16,1.398734659591956e-17,1.4293162563562717e-14,7.129161031862225e-13,2.1151426645489624e-10,1.8049211104275391e-11,2.0745355585086008e-21,2.6240237701451039e-19,1.0056249256050842e-23,1.2073658062484786e-21,1.6573967515833903e-10,2.2231049789342546e-23,1.886739289417081e-24,5.1361268833391434e-27,1.3727536602571226e-28,5.0710098150537913e-30,2.2082347565090799e-13,3.263677164682811e-14,3.8845602136234009e-17,2.8540051569873681e-17,8.3628288935222467e-19,2.1207426831653263e-21,1.0940021884246014e-16,5.2244888800517494e-17,2.2349170504652323e-27,2.8339027556929163e-16,1.2278810819016878e-15,1.5636323582483797e-16,4.7791993684402139e-19,4.1793851009703439e-19,8.2435659588428723e-19,2.7159420641379492e-24,5.0814119804084219e-23,2.7257508213020137e-23,1.7075756110953235e-30,1.448877629375468e-27,9.528142396586996e-31,1.7109208902663435e-28,5.129127060412167e-25,1.640858160090473e-15,8.3933852274288496e-21,5.9398741585730289e-28,3.5870965165506498e-33
4.46761670221312e-10,0.0021868534549029377,-4.1689252024797829e-20,-3.3058068199673693e-15,-1.5162880918911439e-15,3.0024711795299507e-16,1.184616862746535e-12,5.7980154692710524e-19,-5.015553677067148e-30,5.9261856654830802e-25,2.2086521835021219e-31,1.9817261356935593e-15,1.2097164573506784e-15,5.3012994851896089e-19,3.3952036570826298e-20,-2.3084904153368152e-31,3.6685601327707899e-32,9.3483048756530828e-29,5.3054623088571924e-31,6.5961852294778054e-41,6.7667802558239279e-30,-1.585601028579893e-15,7.879978620535085e-27,-6.5599051409443094e-17,3.3030980951080071e-14,8.8018521373584771e-25,8.2891766927830539e-20,1.4086023165416649e-16,-2.9721342615610656e-40,-8.4756061334492073e-22,-5.6343943286126951e-26,-1.4839951267885766e-33,1.3044763936508549e-34,0.88129999999999997,0.0,0.0,0.0,0.009889900994673859,0.10880297738818596,9.999999999999991e-05,6.3503045113853603e-09,4.5572106087565035e-08,2.407361428941798e-08,8.2465934339091571e-14,2.2054539370104472e-08,8.1686348112365089e-13,5.5598981670152878e-10,9.1893457126898028e-16,1.4041045771289706e-17,1.4461349579379778e-14,7.1839267066336585e-13,2.1232138422200757e-10,1.8186916192506268e-11,2.0831559659067373e-21,2.652817397292888e-19,1.0157725537770537e-23,1.2236203746926322e-21,1.6637212154247977e-10,2.2602958860392765e-23,1.9250040450343645e-24,5.2402528489010286e-27,1.4056956401362579e-28,5.190859057671356e-30,2.2210567064399157e-13,3.2962917767826678e-14,3.9234135190891908e-17,2.8826894148600861e-17,8.3965364743412924e-19,2.1548145254236433e-21,1.1058955923528719e-16,5.2641875013968198e-17,2.2804845086150687e-27,2.8482251436024046e-16,1.2365690971557134e-15,1.5800798319140818e-16,4.8295640364305285e-19,4.2234602071657647e-19,8.3357765042905365e-19,2.7463219933751297e-24,5.1224689111500681e-23,2.75596325019744e-23,1.7265025250730575e-30,1.4606169965061405e-27,9.6337531612171118e-31,1.7263065757960277e-28,5.1859571775933544e-25,1.6534575523918753e-15,8.4578345035992516e-21,6.0264163230293729e-28,3.6393639888354082e-33
4.4845643370005306e-10,0.00218685345463288,-4.2002721826518375e-20,-3.3307460762039148e-15,-1.3049393937385753e-15,3.0274892758043209e-16,1.1930125968039446e-12,5.8760330770079287e-19,-5.0058744723099993e-30,9.9303661561114714e-24,2.2461596483344218e-31,1.9139006917899645e-15,1.1356315669741627e-15,5.3450684435970908e-19,3.4303935341592694e-20,-2.134214724146271e-31,3.7327800461670086e-32,9.4876351252704422e-29,5.3960297018635717e-31,6.6206507564494603e-41,6.8350517150207616e-30,-1.5145950634943037e-15,7.938975260210336e-27,-6.6224396895759852e-17,3.3359695890298434e-14,8.9247070683058209e-25,8.3592220373411852e-20,1.4205955990320607e-16,-2.9968687156885085e-40,-8.5723066805458893e-22,-5.7302256781701112e-26,-1.5335492676380386e-33,1.3266486513335733e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899006190403017,0.1088029772646744,9.999999999999991e-05,6.3743924583855731e-09,4.5744959355846125e-08,2.4127218561427736e-08,8.2778724713043665e-14,2.2175915675678704e-08,8.168634510247245e-13,5.5811616664669865e-10,9.2399190036822854e-16,1.4094744936315577e-17,1.4630838575774287e-14,7.2389051867170093e-13,2.1312850195770348e-10,1.8325144578310851e-11,2.0917814659088421e-21,2.681811855947306e-19,1.0259884335256776e-23,1.2400372906102505e-21,1.6700456790191186e-10,2.297974549165711e-23,1.9639030952946713e-24,5.3461039403102537e-27,1.439304040579241e-28,5.3130952198835834e-30,2.2338955752920492e-13,3.329095337185304e-14,3.9624921276654943e-17,2.9115408782068934e-17,8.4303705538148114e-19,2.1892998643658925e-21,1.1173547554585659e-16,5.3040344854487267e-17,2.326813015972392e-27,2.8625779533235833e-16,1.2452893585281884e-15,1.5966434412708983e-16,4.8802849743307066e-19,4.2678473099416478e-19,8.4286804942809269e-19,2.7769303870735143e-24,5.1637314237901476e-23,2.7864003262087797e-23,1.7455701718558463e-30,1.472415244155842e-27,9.7401492045070989e-31,1.741786765301132e-28,5.2432262335781475e-25,1.6661049579276031e-15,8.5225293816060648e-21,6.1139157323344292e-28,3.6922096411900954e-33
4.5015119717879414e-10,0.002186853454362601,-4.2247197617691222e-20,-3.3502773396879102e-15,-9.1708418243699776e-16,3.0501030275221105e-16,1.2013891579811472e-12,5.954803467198962e-19,-4.9894789128215974e-30,1.69108008082315e-23,2.2803182006474104e-31,1.7783827911410863e-15,9.9449422682029609e-16,5.3858058314327369e-19,3.4637236216522517e-20,-1.7907664776203305e-31,3.7969917530722823e-32,9.6280808618929774e-29,5.4787393303889775e-31,6.6366146155853411e-41,6.9037774656477245e-30,-1.3762290043239301e-15,7.9981923943557735e-27,-6.6806958091748305e-17,3.3690306741217848e-14,9.0487732788861748e-25,8.4227491549965311e-20,1.4314922670423228e-16,-3.0214385553407859e-40,-8.6626099175891341e-22,-5.8269327465390548e-26,-1.584898916592654e-33,1.3468940106416357e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899002434062622,0.1088029771410611,9.999999999999991e-05,6.3984803936666939e-09,4.5917812595567918e-08,2.4180721057869318e-08,8.3091515034612049e-14,2.2297393731061005e-08,8.1686342092575852e-13,5.6024251620017078e-10,9.2905346904380389e-16,1.414844409144941e-17,1.4801634298191268e-14,7.2940965112595066e-13,2.1393561966198409e-10,1.84638962615619e-11,2.1004120595720843e-21,2.7110077230828783e-19,1.0362727973244508e-23,1.2566176312003088e-21,1.6763701423663559e-10,2.3361456643604767e-23,2.0034446898835737e-24,5.4537025767464858e-27,1.4735899277155736e-28,5.4377573316892773e-30,2.2467512690592593e-13,3.362088095686328e-14,4.0017963376402813e-17,2.9405597701948291e-17,8.4643067846272292e-19,2.2242021115357881e-21,1.1282082552723026e-16,5.3440298108522274e-17,2.37391258461e-27,2.8769619745124121e-16,1.2540418716525169e-15,1.6133236185661946e-16,4.9313635107067439e-19,4.3125475736206569e-19,8.5222807175257127e-19,2.807768164012795e-24,5.2052001855963619e-23,2.81706300723638e-23,1.7647791515317558e-30,1.4842725614343915e-27,9.8473338749043304e-31,1.7573618780106019e-28,5.3009363346715354e-25,1.6788003746646443e-15,8.5874698510490013e-21,6.202379804603853e-28,3.7456379545193705e-33
4.518459606575352e-10,0.0021868534540921015,-4.2419124557184798e-20,-3.3641218692834709e-15,-5.8510479664731148e-16,3.0701519823367302e-16,1.2098059900908995e-12,6.0343308391680998e-19,-4.9709651029776386e-30,8.1379598944344525e-24,2.3107711944256485e-31,1.6614138088181858e-15,8.7258801753072279e-16,5.4220394780952966e-19,3.4950504233588407e-20,-1.4933115772151436e-31,3.8611021749232011e-32,9.7695426524527088e-29,5.5527474553173217e-31,6.647893114824503e-41,6.9705480644555428e-30,-1.2567660509518648e-15,8.0576299394574828e-27,-6.7343660981846809e-17,3.4022815982962984e-14,9.174057635603032e-25,8.4793203733208009e-20,1.4412184348097077e-16,-3.0458110767465879e-40,-8.7459764799977838e-22,-5.924454343799373e-26,-1.6381447074771457e-33,1.3650061442209809e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898998677717388,0.10880297701734699,9.999999999999991e-05,6.4225683172287266e-09,4.6090665806861902e-08,2.4234122741470811e-08,8.3404305304036539e-14,2.2418972573536803e-08,8.1686339082675276e-13,5.6236886537386889e-10,9.3411923718258902e-16,1.4202143236992331e-17,1.4973741469965421e-14,7.3495007192618468e-13,2.1474273733484922e-10,1.8603171242133592e-11,2.1090477477269221e-21,2.7404055722472639e-19,1.0466258766749944e-23,1.2733624730284381e-21,1.6826946054665123e-10,2.3748139388705993e-23,2.0436371261113703e-24,5.5630713065201057e-27,1.5085644717024396e-28,5.5648847816640047e-30,2.25962369491795e-13,3.3952702996814254e-14,4.0413264444346473e-17,2.9697463118417364e-17,8.4981322035246495e-19,2.2595246799557481e-21,1.1384093738614232e-16,5.3841734563386861e-17,2.4217932863080525e-27,2.8913764548504605e-16,1.262826641340245e-15,1.6301207944237602e-16,4.9828009691363876e-19,4.3575621581636272e-19,8.6165799518109977e-19,2.8388362393730851e-24,5.2468758571220156e-23,2.8479522500398814e-23,1.7841300634742486e-30,1.4961891376090837e-27,9.955310516868748e-31,1.7730322717099513e-28,5.3590895853671514e-25,1.6915438005784007e-15,8.6526559015707768e-21,6.2918159654724878e-28,3.7996534142708419e-33
4.535407241362763e-10,0.002186853453821382,-4.2592830918077451e-20,-3.3781079029333489e-15,-8.4551584575498085e-16,3.090286508543345e-16,1.2184039764383292e-12,6.1146253318651584e-19,-4.9543684017728372e-30,-2.3573230654310039e-23,2.3415404241643141e-31,1.7638279585071382e-15,9.7004462342063168e-16,5.455314575249441e-19,3.5265429028293348e-20,-1.7501492894093382e-31,3.9257798731188755e-32,9.9119354281086521e-29,5.6275312203898356e-31,6.6624978348401365e-41,7.0307158412623004e-30,-1.3566760910755297e-15,8.1172874933835733e-27,-6.7883033996298104e-17,3.4357226077316869e-14,9.3005667561989029e-25,8.5361378406832007e-20,1.450987393054439e-16,-3.0699825019344931e-40,-8.8299607357223647e-22,-6.0227667518154961e-26,-1.6923907714921406e-33,1.3833068427407653e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898994921367382,0.10880297689353285,9.999999999999991e-05,6.4466562290716756e-09,4.6263518983539045e-08,2.4287424564326619e-08,8.3717095510121973e-14,2.2540651250997734e-08,8.1686336072770762e-13,5.6449521416024081e-10,9.3918916511339317e-16,1.4255842372753722e-17,1.5147164804382737e-14,7.4051178496708367e-13,2.1554985497629894e-10,1.8742969519889874e-11,2.1176885309586544e-21,2.7700059750431004e-19,1.0570479026951008e-23,1.2902728946820027e-21,1.6890190683195914e-10,2.4139841025544056e-23,2.0844887688100861e-24,5.6742328611435755e-27,1.544238973478564e-28,5.6945174120370083e-30,2.2725127609669891e-13,3.4286421948357358e-14,4.0810827414021868e-17,2.9991007226144353e-17,8.5315357073554603e-19,2.2952709915055049e-21,1.148664400457104e-16,5.4244654006720614e-17,2.4704652767048996e-27,2.9058173061473713e-16,1.2716436602107121e-15,1.6470353988393879e-16,5.0345986714048491e-19,4.4028922219854136e-19,8.7115809710500061e-19,2.8701355270585236e-24,5.2887590703458708e-23,2.8790690124987123e-23,1.8036235077583237e-30,1.5081651591437531e-27,1.0064082478774856e-30,1.7887981653796062e-28,5.4176880886805714e-25,1.7043352336471882e-15,8.7180875228290364e-21,6.3822316662487056e-28,3.8542605214023677e-33
4.555283533828324e-10,0.0021868534535036043,-4.2894650357250229e-20,-3.4022052071888454e-15,-1.4789874404839343e-15,3.1174658784857718e-16,1.228610399057958e-12,6.2097862152087972e-19,-4.9404111682176347e-30,-2.1217859967778644e-23,2.3834735924408904e-31,2.0084035183988165e-15,1.2078643247958987e-15,5.4984759225644554e-19,3.566532173435175e-20,-2.3661666773471182e-31,4.0033057587326753e-32,1.0080138538333043e-28,5.7290591353723926e-31,6.6891648439848794e-41,7.1004633625903735e-30,-1.5978271121805172e-15,8.1875350265399575e-27,-6.8582470070715423e-17,3.475184958530258e-14,9.4505068940267528e-25,8.6124820987577877e-20,1.4640818394436954e-16,-3.0981017589159873e-40,-8.9392593806820089e-22,-6.1391243417738232e-26,-1.7560620687930854e-33,1.4081530115328554e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898990515890496,0.10880297674819681,9.999999999999991e-05,6.474906668358512e-09,4.6466242222802367e-08,2.4349811309712332e-08,8.4083937733401344e-14,2.2683482701963944e-08,8.1686332542730858e-13,5.669890088344912e-10,9.4514045567676133e-16,1.4318821042872262e-17,1.5352240101001705e-14,7.4706173148645283e-13,2.1649644757275431e-10,1.8907592571502153e-11,2.127828988993508e-21,2.8049803635049527e-19,1.0693590792736092e-23,1.3103179735674154e-21,1.6964364377399844e-10,2.460569008459368e-23,2.1332511382087016e-24,5.8069190786713065e-27,1.586985536672672e-28,5.8497977476505126e-30,2.2876502177899318e-13,3.4680229851434936e-14,4.1279977669685583e-17,3.0337419425918161e-17,8.5708193418819004e-19,2.3377390300947476e-21,1.1616861978045042e-16,5.4719089708622924e-17,2.5285701303866756e-27,2.9227853362020532e-16,1.2820253812678984e-15,1.6670231526729576e-16,5.0958081235134343e-19,4.4564591307909051e-19,8.8238966726377312e-19,2.9071393564049229e-24,5.3381452646695265e-23,2.9158541328950192e-23,1.8266679584816174e-30,1.5222867029400374e-27,1.0192668791329737e-30,1.8074106161974268e-28,5.48698293216099e-25,1.7193982717794909e-15,8.7951390166453316e-21,6.4895299303361013e-28,3.9190640168953853e-33
4.573172197047329e-10,0.0021868534532173555,-4.3254577717205677e-20,-3.4308181033417047e-15,-1.6627053187574715e-15,3.1451937727974613e-16,1.2377283755312263e-12,6.2963514298016919e-19,-4.938280553182071e-30,6.8833561017035705e-24,2.4266435452604537e-31,2.0894083122270712e-15,1.2819265897127978e-15,5.5447486260587501e-19,3.6053369286498287e-20,-2.5576738520809059e-31,4.0746728137844359e-32,1.023276436111095e-28,5.8332748345829236e-31,6.7235521527391889e-41,7.1717762140770698e-30,-1.6753032913740561e-15,8.2510177227495346e-27,-6.9273389976440936e-17,3.510925232785519e-14,9.586910306138307e-25,8.6900883053969724e-20,1.4773674490382157e-16,-3.123258198713887e-40,-9.0475738909783349e-22,-6.2449035100768975e-26,-1.8134095728875126e-33,1.433657589290239e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898986550955779,0.10880297661727936,9.999999999999991e-05,6.5003320499346704e-09,4.6648693091300088e-08,2.4405844295128686e-08,8.4414095648764009e-14,2.2812146062968581e-08,8.1686329365690391e-13,5.6923342351688301e-10,9.5050141114887287e-16,1.4375501832734896e-17,1.5538367528801207e-14,7.529817334567678e-13,2.173483808726185e-10,1.9056368731148388e-11,2.136961395924302e-21,2.8366969522524898e-19,1.080520801266179e-23,1.3285559913318889e-21,1.7031120699277743e-10,2.5030976409813132e-23,2.1779338121456758e-24,5.9285029581957168e-27,1.6263095400560185e-28,5.9925981679141781e-30,2.3012932707188732e-13,3.5036893902047519e-14,4.1704880263573677e-17,3.0651170057801294e-17,8.6065971174006042e-19,2.376467244165212e-21,1.1743222118548319e-16,5.5147825347657401e-17,2.5818209392120204e-27,2.9380882867414309e-16,1.2914068125477515e-15,1.6851513089572475e-16,5.1513236034042595e-19,4.5050432676541177e-19,8.9258130846359476e-19,2.9407170086510176e-24,5.3828385614893818e-23,2.9492307242300454e-23,1.8475770981187022e-30,1.5350664687977291e-27,1.0309340227783866e-30,1.8242751180785507e-28,5.5498772124546732e-25,1.7330114589151207e-15,8.8647741338604083e-21,6.5872691717900477e-28,3.9780943354597885e-33
4.591060860266334e-10,0.00218685345293087,-4.3547283006400567e-20,-3.4541621839533304e-15,-9.3719683328245644e-16,3.1705599905626726e-16,1.2466476444244345e-12,6.3837831791838261e-19,-4.9276811123099198e-30,3.9500269488323878e-23,2.4664309948521206e-31,1.8279538329555003e-15,1.0141586892838864e-15,5.5916725018036188e-19,3.6423329625957039e-20,-1.9110502324031109e-31,4.1461083432787193e-32,1.0386655988835582e-28,5.9295601414226247e-31,6.7459263264827385e-41,7.2520979723505959e-30,-1.4106469812996394e-15,8.3147473515049006e-27,-6.9922492218131721e-17,3.5468781627371559e-14,9.7247031704982471e-25,8.7612945626837834e-20,1.4895765891419808e-16,-3.1482649143033073e-40,-9.1495957448964236e-22,-6.3516876297233377e-26,-1.872734233360135e-33,1.457217742919873e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898982586015649,0.10880297648625427,9.999999999999991e-05,6.5257574184542096e-09,4.6831143927631818e-08,2.4461769378363894e-08,8.4744253505129674e-14,2.2940917297520141e-08,8.1686326188645532e-13,5.7147783771262151e-10,9.5586686135315625e-16,1.4432182610307409e-17,1.5725978266046793e-14,7.589254718569767e-13,2.182003141374815e-10,1.9205727913650587e-11,2.1460994835175902e-21,2.8686412603349785e-19,1.0917601699528634e-23,1.346982393242741e-21,1.7097877018402974e-10,2.5462026785354817e-23,2.223381619182788e-24,6.0521676795951835e-27,1.6664551585249737e-28,6.1383368992707815e-30,2.3149545383720445e-13,3.5395680100558858e-14,4.2132313348688526e-17,3.0966798779076597e-17,8.6428749009280821e-19,2.4156799899986777e-21,1.1863691973227829e-16,5.5578212471554696e-17,2.6359906231467476e-27,2.9534274945507977e-16,1.3008241340683424e-15,1.7034118418250562e-16,5.2072451946432945e-19,4.5539830551892251e-19,9.0285213561874658e-19,2.9745555494956526e-24,5.4277655263007145e-23,2.9828642673914156e-23,1.8686472082249348e-30,1.5479131472766747e-27,1.0426909867571014e-30,1.8412476895982262e-28,5.6132751709842705e-25,1.7466781251992252e-15,8.9346828126669749e-21,6.686126825485908e-28,4.0378001822409345e-33
4.608949523485339e-10,0.0021868534526441534,-4.3516515027743987e-20,-3.4521442557152217e-15,1.0970450876603431e-15,3.1844047415475074e-16,1.2552336255026136e-12,6.4720664788844427e-19,-4.9046079013245632e-30,8.7164012205122626e-23,2.4883005225304187e-31,1.0807483344092757e-15,2.6369551860222884e-16,5.6267780594943352e-19,3.6699722654426866e-20,5.4317561029301988e-33,4.2150513714642415e-32,1.0541668952785091e-28,5.9836483484040269e-31,6.7399552388397455e-41,7.3418737876256714e-30,-6.6182462679538858e-16,8.3787246666456452e-27,-7.0361480599520437e-17,3.5830440313148566e-14,9.8638944129737581e-25,8.8012027808134446e-20,1.4965142119039741e-16,-3.1730816048577274e-40,-9.2187254947727617e-22,-6.4592916549368326e-26,-1.9373580063831886e-33,1.4704417712793351e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898978621069951,0.1088029763551227,9.999999999999991e-05,6.5511827739171339e-09,4.7013594752273998e-08,2.4517587635269022e-08,8.5074411339548458e-14,2.3069795329870802e-08,8.168632301159616e-13,5.7372225149992335e-10,9.6123676146677543e-16,1.4488863377564882e-17,1.5915077840434365e-14,7.648929512738462e-13,2.1905224736734325e-10,1.9355670118892081e-11,2.1552432533566827e-21,2.9008139545403722e-19,1.1030774569014459e-23,1.3655984652224853e-21,1.7164633334775572e-10,2.5898898284740957e-23,2.2696047919012953e-24,6.1779410485257798e-27,1.7074364197060396e-28,6.287063362903834e-30,2.3286339164336684e-13,3.5756591270368228e-14,4.2562280296458363e-17,3.1284308111810672e-17,8.6798896196893631e-19,2.4553813709430583e-21,1.1953693246286464e-16,5.6010250830665358e-17,2.6910916151101155e-27,2.96881186709247e-16,1.3102773852690445e-15,1.7218052567951435e-16,5.2635744507025276e-19,4.603279854868631e-19,9.1320247497626263e-19,3.008656053804882e-24,5.4729270452894987e-23,3.0167559023688817e-23,1.8898790029603539e-30,1.5608269820996491e-27,1.0545381695651669e-30,1.8583291677809567e-28,5.6771793344538487e-25,1.7603982682537186e-15,9.0048650408994196e-21,6.7861118338946411e-28,4.0981869589319262e-33
