Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400),S(4225)
1.0223243567153169e-12,0.0030117112750799556,3.1871829342482609e-20,4.9776190986282456e-16,4.818520791951887e-14,3.2679981845518843e-20,4.4743143780660787e-14,1.6642129734497471e-22,-1.2958244891725401e-30,9.1867835011295832e-19,5.5694623834634416e-30,-9.1835083041212522e-19,3.362978445737382e-28,1.6697889080045991e-18,-4.7555325188970599e-25,-1.2938358475972101e-30,1.3294002961485697e-35,6.546717485586885e-29,1.622657048484678e-37,3.2743031824359969e-42,2.021272029251979e-28,2.8052194611405234e-28,1.895277576785543e-22,2.6087341944875476e-24,3.3649461607731315e-16,1.1689027209402134e-26,7.181267543677505e-31,4.9185907244489814e-25,-1.1639280513691777e-42,4.7933808805380511e-38,4.2220904013275238e-27,4.5185310284012751e-36,5.5727475487026888e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899423845536238,0.10880299995153439,9.9999999999998378e-05,1.9067901475845588e-09,1.7177741018413659e-08,1.7156976404964303e-08,4.9043051385877208e-15,3.4503378528505787e-11,8.8046991424042148e-09,1.3912565389279059e-11,3.6429477194330466e-19,1.0232666635294203e-19,1.6750735451395195e-19,5.3184750833880713e-15,4.7269801915952331e-09,1.2583070434183214e-13,1.0726335475377325e-21,6.8298748525458261e-22,1.4016368320515887e-23,4.348489369602522e-23,7.7935974203369443e-09,6.1543634539584175e-27,1.0003456345215054e-30,1.8572910318367745e-31,8.0813912352788881e-36,2.7327440163814302e-36,1.0210891429016207e-13,3.3640775528037757e-16,6.742738830538826e-20,1.9622664889052972e-20,7.4067671556821674e-16,2.912494944918044e-25,-3.296450326562387e-22,5.7675112711636969e-16,1.026247819004671e-33,5.4527546867993247e-15,8.2893849833260422e-16,1.7237018728207642e-18,4.6313425425645353e-22,3.3439179173580015e-22,6.5084583330536416e-23,7.9976246286572743e-30,7.9536650935782697e-22,1.0693170698283366e-24,1.5892704284611996e-32,3.1418113340339836e-25,9.1308402867634792e-33,2.1299537228820619e-25,4.6434410678379386e-24,1.659767103241966e-18,4.9386698339093378e-24,1.3135749839288302e-29,2.7238269066643271e-34,9.9391655230812024e-24,8.6608700908989135e-22,2.6271358220764015e-22,5.1590271160038262e-27,5.4897623910607539e-28,3.3107857988898071e-26,2.8715372943427566e-26,2.2058067745031185e-37,1.0386654222226813e-37,6.3924609363559328e-41,2.4339217533179003e-28,9.5068693364684567e-33,8.8454419030631202e-32,8.9825156885964623e-34,-7.9755349782449743e-31,2.2802565679679114e-23,1.9888563989202065e-41,9.5438222767830847e-32,8.7925959559805279e-35,1.2201727082595409e-37,2.5252558787020138e-38,1.0087546555758388e-41,1.6976232675204678e-42
1.0449638754054147e-12,0.003011711275073797,3.3400529097143659e-20,5.2161876450142424e-16,4.9414136341071422e-14,3.4279450206468794e-20,4.5972158170230063e-14,1.7490104492257296e-22,-1.4529513484439421e-30,-8.836200827293838e-19,5.9730524757862026e-30,8.8396734310518766e-19,3.5052592693521473e-28,1.7587632038860843e-18,-5.044437587331665e-25,-1.4509168781123199e-30,1.4574134541646721e-35,7.23609443044471e-29,1.7901226637783822e-37,3.1923064509363088e-42,2.1912109321937374e-28,3.1502537405541681e-28,2.0063779508130201e-22,3.0083762969019417e-24,3.5932068755499797e-16,1.2758542872633634e-26,8.0119826678796333e-31,5.2618132227139501e-25,-2.291268487078164e-42,9.3514002549944681e-38,4.5752744954047316e-27,5.0097599946643311e-36,6.907940012690386e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899411111683273,0.10880299994948679,9.9999999999998284e-05,1.9490161001109141e-09,1.7557939020434105e-08,1.7536144638176902e-08,5.0128606218957352e-15,3.6038217494802147e-11,8.8580330998130336e-09,1.4423985013872931e-11,3.8050026586523834e-19,1.0608817677433336e-19,1.7907526852450815e-19,5.5563808355551297e-15,4.884187346082209e-09,1.3146421375250592e-13,1.1122856800072843e-21,7.2930640701115919e-22,1.4701723831187735e-23,4.6692355729027174e-23,8.052792401730984e-09,6.7630994662400073e-27,1.1247749215793912e-30,2.0883927741221737e-31,9.2965626091204931e-36,3.0996720338012695e-36,1.066704363776704e-13,3.5922714892089423e-16,7.2465914913236308e-20,2.1273060347166583e-20,7.4099936918411491e-16,3.1813291200309641e-25,-3.4975582554586274e-22,6.105554474495153e-16,1.1539549898125695e-33,5.571059500955415e-15,8.680055835956135e-16,1.848600213003649e-18,5.0194290167601734e-22,3.6176008779557054e-22,7.141431801525868e-23,8.7753920653660649e-30,8.3094553030440042e-22,1.1416833432834583e-24,1.6968264169237703e-32,3.3102939808532776e-25,9.7487813985452647e-33,2.1821359905594793e-25,4.8741317763289593e-24,1.7619336202702544e-18,5.2431600269620664e-24,1.4123134903844097e-29,2.9329008375201435e-34,1.0552965826782095e-23,9.4077746858072744e-22,2.8175027791089757e-22,5.53489898224492e-27,5.8879033835860332e-28,3.5665325485180954e-26,3.1526571716293996e-26,2.4290381356950112e-37,1.1692741217945432e-37,7.0246869278450112e-41,2.550333403744344e-28,9.9666060168246688e-33,9.3682458686762807e-32,9.4128000838524374e-34,-9.2309896761148671e-31,2.5203700891921935e-23,2.4160778733810218e-41,1.0585793806366997e-31,9.9753995360272636e-35,1.4157068503774756e-37,2.9273515012024033e-38,1.1875603063700085e-41,2.0142023787079616e-42
1.0676033940955124e-12,0.0030117112750675194,3.4909940751646719e-20,5.451711602749854e-16,4.6799343015033725e-14,3.5863999707433006e-20,4.720957010562928e-14,1.8363700979150869e-22,-1.1100727358037659e-30,-4.7450260233925031e-17,6.3953496395792229e-30,4.7450352648693425e-17,3.5444934391810112e-28,7.2140167552619561e-19,-1.2928805789464555e-25,-1.109596914488749e-30,1.6038973728746843e-35,7.7484112629181327e-29,1.9727221289024316e-37,1.597834975913796e-42,2.3553079434714144e-28,2.9254295119552811e-28,2.1211229516599422e-22,1.0770970775608598e-25,3.831551163638619e-16,1.3899788383354833e-26,8.9178352895470971e-31,5.6213656310508481e-25,-3.4304724299164373e-42,1.4373330988794446e-37,4.9489052762319838e-27,5.5750836076546781e-36,8.2576867118155669e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899398378313394,0.10880299994740092,9.9999999999999327e-05,1.9912420445293207e-09,1.7938127802111781e-08,1.7915279719567659e-08,5.1214134756913134e-15,3.7606004885836055e-11,8.9088673837355112e-09,1.494072503639114e-11,3.9705364997617168e-19,1.0988881936830971e-19,1.9117227191065597e-19,5.7994885762076121e-15,5.0423214469035044e-09,1.3722104365831116e-13,1.1523562661866851e-21,7.776717785916434e-22,1.5403443795086743e-23,5.0054736352355849e-23,8.313515687580934e-09,7.4161895659922149e-27,1.2613553020074759e-30,2.3420743797472454e-31,1.0661082367048789e-35,3.5063514654598072e-36,1.1133114950330296e-13,3.8305455625430664e-16,7.7752084278235602e-20,2.3019814075835144e-20,7.3790959129404148e-16,3.4684560354493439e-25,-9.2384323481554031e-23,6.4546832685119999e-16,1.2941415318055585e-33,5.6882446042416091e-15,9.0789998987987169e-16,1.9793100764444536e-18,5.4290941186149242e-22,3.9059955198667937e-22,7.819204516088387e-23,9.608203569255676e-30,8.6730151610782921e-22,1.2172315684952732e-24,1.8091117278874517e-32,3.4834382358790231e-25,1.0393893845700006e-32,2.2342386781115745e-25,5.1103552079101113e-24,1.8678021893678918e-18,5.5587024578864288e-24,1.515896374047849e-29,3.1524535432211798e-34,1.1189084480217857e-23,1.0200096899870533e-21,3.0167278002984638e-22,5.9283579561867778e-27,6.3045866873782977e-28,3.8350396054860161e-26,3.453896419194297e-26,2.6689234018978998e-37,1.3127785273024907e-37,7.7023115837766664e-41,2.6693331284388827e-28,1.0436690557769045e-32,9.9069400766689663e-32,9.8526678779791958e-34,-1.0090836141083299e-30,2.6988119526119049e-23,2.8613281735389341e-41,1.1714311077647643e-31,1.1285721851213715e-34,1.6372146996984129e-37,3.3823972476942344e-38,1.3929067216951571e-41,2.3808947732376066e-42
1.0838603950188945e-12,0.0030117112750629297,3.5938077765713895e-20,5.6120986096947833e-16,4.5381001496568585e-14,3.6948875644036547e-20,4.8104230239043472e-14,1.9006974513058454e-22,-8.9790554076803384e-31,1.8692147609933385e-19,6.7103782598877898e-30,-1.8698370782107157e-19,3.5743390055523522e-28,8.8229664885420918e-20,9.9988434188632796e-26,-8.983356734603231e-31,1.7219491529766597e-35,7.8375742396705873e-29,2.108756403161346e-37,1.2980938334138786e-42,2.4756015252954001e-28,2.8576772339302278e-28,2.205779048519896e-22,-2.7634013849734668e-24,4.0090429607793946e-16,1.4765290754341392e-26,9.6174358621514458e-31,5.8893117755156858e-25,-3.9100679161564865e-42,1.7260848756609367e-37,5.2301847031061147e-27,6.0155550567783659e-36,8.887037897841452e-48,0.88129999999999997,0.0,0.0,0.0,0.009889938923498565,0.10880299994587958,9.9999999999999964e-05,2.0215636743116961e-09,1.8211131134931497e-08,1.8187508861510698e-08,5.1993623527128703e-15,3.8752111490565433e-11,8.9438942349261644e-09,1.53149831746105e-11,4.0915474804847858e-19,1.1264150252926676e-19,2.0019227986874807e-19,5.9772679928205262e-15,5.1564219277152403e-09,1.4143098203570765e-13,1.18138164098824e-21,8.1368903768632554e-22,1.5917422672928215e-23,5.2566801675464189e-23,8.5016386317706073e-09,7.9137020494249121e-27,1.3674133465301367e-30,2.5390722080610803e-31,1.1741059756678894e-35,3.8247513235065517e-36,1.1473908749818799e-13,4.0079847687617516e-16,8.1704100814709334e-20,2.4335334968429832e-20,7.3654155978143815e-16,3.6863791216357922e-25,6.4904336748462093e-23,6.7122596395574281e-16,1.4030052849973569e-33,5.7714740187166992e-15,9.3705221902404013e-16,2.0768229191340153e-18,5.7369031713668644e-22,4.1223699449741376e-22,8.334657621556768e-23,1.0241563299380102e-29,8.9388727252224284e-22,1.2734818315279608e-24,1.8927150391591362e-32,3.6106476055426113e-25,1.0874219672451486e-32,2.2715222134130444e-25,5.2833857460017774e-24,1.9461289774873258e-18,5.7921678228988396e-24,1.5933296404194641e-29,3.3167158346773162e-34,1.1659763365563555e-23,1.0797971912603867e-21,3.1653548398994313e-22,6.2219484116386878e-27,6.6154532327367658e-28,4.0358825318897082e-26,3.6831373049573396e-26,2.851908205581458e-37,1.424303604364857e-37,8.2180532252812296e-41,2.7563678703987297e-28,1.078059063210951e-32,1.0303554666725284e-31,1.0174392641449182e-33,-1.0080894104779683e-30,2.7298665255395888e-23,3.1082981138731446e-41,1.2580845497837832e-31,1.2311120621119446e-34,1.8138335020394559e-37,3.7449125936314001e-38,1.5585100724370677e-41,2.6787692174166684e-42
1.1001173959422765e-12,0.003011711275058291,3.6940216282996843e-20,5.7684036179034009e-16,4.5498395069180394e-14,3.8010147232782433e-20,4.9004925563755214e-14,1.9663737513006973e-22,-8.7116344387675672e-31,-1.8052014872825841e-19,7.0354610946271089e-30,1.8041789178486211e-19,3.6472299782099082e-28,-7.5572223281270403e-20,1.6087788856925028e-25,-8.7181744645375129e-31,1.8449380016082967e-35,7.7694462334189496e-29,2.2449024470082513e-37,1.5428864199263566e-42,2.6067521384916375e-28,2.9747365088021264e-28,2.2923326602168312e-22,-4.4558890863124637e-24,4.1919263641737536e-16,1.5670575821798184e-26,1.0360258592890789e-30,6.1651235109427971e-25,-4.2797403652875654e-42,2.0077969618419209e-37,5.5225946271966605e-27,6.4674916989754669e-36,9.1534741841471004e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899380091853444,0.10880299994433866,0.00010000000000000013,2.0518852999134548e-09,1.8484133385449081e-08,1.8459720934101695e-08,5.2773109240435121e-15,3.9915182577655862e-11,8.9777343049178955e-09,1.5691851893449265e-11,4.2143496779418495e-19,1.1541338682719359e-19,2.0949623425766711e-19,6.157729702121871e-15,5.2709624979724638e-09,1.4570450764342724e-13,1.2106124978681005e-21,8.5080059331535773e-22,1.6439828220111602e-23,5.5161984386188507e-23,8.6904871744326647e-09,8.4359747445056971e-27,1.4805234124177938e-30,2.7491758101510362e-31,1.291112195340328e-35,4.1666534787434848e-36,1.1819814531705043e-13,4.1908137279245958e-16,8.5789136385465677e-20,2.5703356564887043e-20,7.3695968034289713e-16,3.9144686457532603e-25,1.0656160718198306e-22,6.9756073365079e-16,1.519112486796705e-33,5.8541306800157885e-15,9.6662236509629436e-16,2.1774392370321218e-18,6.0563537330203052e-22,4.3466603085629103e-22,8.875004340852969e-23,1.0905509210686847e-29,9.2087358214948686e-22,1.331432609003401e-24,1.9788458198341166e-32,3.7402641219252809e-25,1.1369066546636555e-32,2.3086762163650713e-25,5.4592498569963278e-24,2.0263975354748098e-18,6.0314304751052092e-24,1.6733622938491703e-29,3.4866059272336424e-34,1.2142149545334134e-23,1.1420710202432788e-21,3.3187122658428836e-22,6.5249330879335e-27,6.936222140742758e-28,4.2435609625245015e-26,3.9235772220402934e-26,3.0442082250052069e-37,1.54332253105461e-37,8.7590374796423991e-41,2.8447164441216144e-28,1.1129752621776709e-32,1.0708338168264213e-31,1.0500982644960313e-33,-9.7104013161289412e-31,2.706135442401908e-23,3.2746457964106683e-41,1.3496473315769879e-31,1.3411713554469564e-34,2.0063611865350517e-37,4.1397933496119397e-38,1.7407223141905302e-41,3.0085148595420669e-42
1.1163743968656585e-12,0.0030117112750536004,3.7992165820674641e-20,5.9324873827076222e-16,4.8969288996616879e-14,3.9123683421596284e-20,4.9913531847068737e-14,2.0334147611546678e-22,-2.3331568644914171e-30,-3.1194552382452516e-18,7.3708212207857387e-30,3.1195537606593064e-18,3.842859674730322e-28,7.5604831076120773e-19,-1.3527315289156805e-25,-2.3327067215110432e-30,1.9652123107859755e-35,7.8272184268628603e-29,2.3825743455685699e-37,2.4852627307583615e-42,2.7658867845887154e-28,6.4282269983453642e-28,2.3807909506079932e-22,-1.3645754509466881e-24,4.3802816381654163e-16,1.6616842814278723e-26,1.1148275702795699e-30,6.4491099446816931e-25,-5.2257751489808137e-42,2.5430559240960502e-37,5.8263823660665108e-27,6.8956985469333946e-36,9.4005593520479333e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899370948891882,0.10880299994277823,9.9999999999999287e-05,2.0822069213346513e-09,1.8757136381374716e-08,1.8731915947801937e-08,5.3552597084890444e-15,4.1095207693175251e-11,9.0104278153932108e-09,1.6071277768366491e-11,4.3389419883410177e-19,1.1820407931791074e-19,2.1908880631674247e-19,6.3408745595984871e-15,5.3859282419868488e-09,1.5004162063635965e-13,1.240044655853471e-21,8.8902277531261476e-22,1.6970655629662354e-23,5.784163529062499e-23,8.8800367233768298e-09,8.9838200109892282e-27,1.6010332916380734e-30,2.9730321106378884e-31,1.4177214851750571e-35,4.5334074126181708e-36,1.2170831167020593e-13,4.3791126702846571e-16,9.0009415623221355e-20,2.7125063985545115e-20,7.4045016551917392e-16,4.1530401143774502e-25,-9.7011857079327024e-23,7.2447480652872096e-16,1.6428207701257332e-33,5.936699646893598e-15,9.9660939408530271e-16,2.2812032671555178e-18,6.3876594058789542e-22,4.5790034034857203e-22,9.4410115946786408e-23,1.160098352714942e-29,9.4826041563196978e-22,1.3911088561530012e-24,2.0675411613643568e-32,3.8722890317900721e-25,1.1878647569236354e-32,2.3457756629970421e-25,5.6379425429870515e-24,2.1086210999398138e-18,6.2765300355524288e-24,1.756036562973891e-29,3.6622173373375712e-34,1.2636323243798573e-23,1.2068922667969915e-21,3.4768675022431561e-22,6.8374466458916662e-27,7.2670346703115514e-28,4.4581807940003642e-26,4.175569543986522e-26,3.2461366638991262e-37,1.6702089470646077e-37,9.326048092388888e-41,2.9343776166980903e-28,1.1484159322568788e-32,1.1121278364448886e-31,1.0832431141646434e-33,-9.6106755468698096e-31,2.7262564321114653e-23,3.4423574404032331e-41,1.4463136053068686e-31,1.4591723554068781e-34,2.2159547420823629e-37,4.5693633146602583e-38,1.9409069397235293e-41,3.3729819183954527e-42
1.128862788972217e-12,0.003011711275049966,3.8860961822563611e-20,6.0680217175173814e-16,5.1564221495942337e-14,4.0041493659575309e-20,5.0615239647398274e-14,2.0858506603877437e-22,-3.4227127616388663e-30,7.0810561621143379e-19,7.6354450730779168e-30,-7.0785876948139038e-19,3.9950523811246867e-28,1.3722424162805633e-18,-3.5461599911292476e-25,-3.4214977323021818e-30,2.0535645849927021e-35,8.0619967186071549e-29,2.4907072330687218e-37,3.0674373410787488e-42,2.8934212032624563e-28,8.9809535579302742e-28,2.4500412273501329e-22,1.3362617131237077e-24,4.5287399196088967e-16,1.7372346124433537e-26,1.1785582877676467e-30,6.6730457304239959e-25,-6.538189146399239e-42,3.2043365633466443e-37,6.0676304178368857e-27,7.2383891965752821e-36,9.9545664867412331e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899363925536669,0.10880299994156631,9.999999999999869e-05,2.1054995478924374e-09,1.8966851504303941e-08,1.8941000626926149e-08,5.4151383142088847e-15,4.2013193590252407e-11,9.0347881932466558e-09,1.6364451048823023e-11,4.4358670513833323e-19,1.2036038066396493e-19,2.2665662916942249e-19,6.4833863164114241e-15,5.4745229719927269e-09,1.5341651297532764e-13,1.2627882554611459e-21,9.1914901236597533e-22,1.738414621109408e-23,5.99583165971045e-23,9.0261071150652026e-09,9.4225511407424788e-27,1.6988573331828908e-30,3.154753061959844e-31,1.5218921856009562e-35,4.8328986553876123e-36,1.244394736516594e-13,4.5275263753737438e-16,9.3344617061360626e-20,2.8254405171849837e-20,7.426978760556375e-16,4.3436267420347309e-25,-2.4781681515262739e-22,7.4554455406629363e-16,1.7432448381107887e-33,6.0002311804599247e-15,1.0199277894488925e-15,2.3630785596073514e-18,6.6503482617140512e-22,4.7630402791557425e-22,9.8937239029360514e-23,1.215724689854244e-29,9.695705820734314e-22,1.4381387601950497e-24,2.1374405797523484e-32,3.9753450248027894e-25,1.2280240433502212e-32,2.3743014224246787e-25,5.7771296502743507e-24,2.173119915185573e-18,6.4688004136251866e-24,1.8213661524615206e-29,3.8010635310302577e-34,1.3023995036602596e-23,1.2584556082562566e-21,3.6016604091379623e-22,7.0840702487089632e-27,7.5280689931413158e-28,4.627828821924358e-26,4.3772165611039943e-26,3.4079936172584913e-37,1.7732657435983189e-37,9.779790217510124e-41,3.0041456055150167e-28,1.1759962954420302e-32,1.144402370430769e-31,1.1090344271465717e-33,-9.959664040086559e-31,2.8080303586696327e-23,3.6605265753765226e-41,1.5241614766052158e-31,1.5554868371351099e-34,2.38931367555942e-37,4.9244407949044675e-38,2.1077960020198471e-41,3.6784438015634692e-42
1.1413511810787755e-12,0.0030117112750462777,3.9766365605987686e-20,6.2092748557105905e-16,5.2693753548597628e-14,4.0997422820992187e-20,5.1319240828917571e-14,2.1391054196991543e-22,-3.8214579931126797e-30,-5.4906749211864202e-18,7.9061898717464503e-30,5.4909650468294354e-18,4.1024146225974903e-28,1.5571044136973055e-18,-4.1921163111183736e-25,-3.8201118530987523e-30,2.1415059763259437e-35,8.4034958561998996e-29,2.6024057005005364e-37,2.8965500526132065e-42,3.0178072979929633e-28,9.9209903060410768e-28,2.5204226026427959e-22,2.666522548203711e-24,4.6805109251339603e-16,1.8153309763539751e-26,1.2451700796882225e-30,6.9022269523889756e-25,-8.1744895822118942e-42,4.0086674067750241e-37,6.3158518726480835e-27,7.6100698452017167e-36,1.0841351313263476e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899356902309426,0.10880299994034294,9.9999999999998514e-05,2.1287921719832979e-09,1.917656368788388e-08,1.9150075250349948e-08,5.4750160813824719e-15,4.2941173312317622e-11,9.0585119909893431e-09,1.6659079036817249e-11,4.5338473253171021e-19,1.2252738156059542e-19,2.3439965891451113e-19,6.6274814257459184e-15,5.5633537618243179e-09,1.5682892825261862e-13,1.2856464580533063e-21,9.4994767745373527e-22,1.7802601592408002e-23,6.2126251682279232e-23,9.1725667110614178e-09,9.8772391435338178e-27,1.8014269992785249e-30,3.3452944975347607e-31,1.6323913391239218e-35,5.1485427783698364e-36,1.2720078346192958e-13,4.6792516551386841e-16,9.676194756570515e-20,2.9416670361428953e-20,7.4331288475455472e-16,4.540735272872628e-25,-2.9236076220491402e-22,7.6695831211636378e-16,1.8485440594135622e-33,6.0637211995180064e-15,1.043491739347812e-15,2.4468571354568705e-18,6.9202544218626495e-22,4.9519708529843065e-22,1.0362393043792309e-22,1.2733115921230983e-29,9.911170715142858e-22,1.486212895875598e-24,2.2088920373508177e-32,4.0798233918393943e-25,1.2690750214471313e-32,2.4028757406434074e-25,5.917983880889334e-24,2.2387858139266415e-18,6.6645553636845058e-24,1.8882984732806175e-29,3.9433831288409886e-34,1.3418704065965353e-23,1.3115865332306817e-21,3.7293543377944518e-22,7.3364562134068303e-27,7.79517635240779e-28,4.8016825905709458e-26,4.5860565544299563e-26,3.5758665806056125e-37,1.8813725119346908e-37,1.0249722718872848e-40,3.0746886648614781e-28,1.2038854862241792e-32,1.1771568053353869e-31,1.1351126010180101e-33,-1.0550232441647304e-30,2.9269759255592677e-23,3.961254940981021e-41,1.6052297159241877e-31,1.6569518670043592e-34,2.5740415406302654e-37,5.302592500994401e-38,2.2868365995901223e-41,4.0076586856498638e-42
1.153839573185334e-12,0.0030117112750425675,4.068315268957597e-20,6.3523001194828475e-16,5.2848554134023131e-14,4.1966273895203435e-20,5.2025856523098098e-14,2.1931836756961033e-22,-3.8194239083912009e-30,-6.3539629671938386e-18,8.1831314220475849e-30,6.354225530420469e-18,4.1819528381167049e-28,1.451454812699535e-18,-3.7958551946554425e-25,-3.8183660766971033e-30,2.2329918616739609e-35,8.7559415034887703e-29,2.7187524816905388e-37,1.9713132694501028e-42,3.141637157793231e-28,9.9668065637472041e-28,2.5919380391625882e-22,3.1641972166178134e-24,4.8356310183155895e-16,1.8960298641888641e-26,1.3147594792587311e-30,7.1368272905792744e-25,-9.8888946613474957e-42,4.8537244639214456e-37,6.5711598181584765e-27,8.0057921543689928e-36,1.1850285059969616e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899349879202469,0.10880299993910815,9.9999999999998609e-05,2.1520847936072638e-09,1.9386273429355191e-08,1.9359139822805432e-08,5.5348931508807882e-15,4.3879142128203286e-11,9.0816158452290694e-09,1.6955138713319437e-11,4.6328823105958932e-19,1.2470491269999253e-19,2.4232002735713263e-19,6.7731595436078237e-15,5.6524144420118255e-09,1.6027886593511887e-13,1.3086174393519126e-21,9.8142617085102433e-22,1.82260195947586e-23,6.4346051940213916e-23,9.319405339473182e-09,1.0348267998258549e-26,1.9089136891026194e-30,3.5449752823963454e-31,1.7495243085896284e-35,5.4810203379075882e-36,1.2999223598823079e-13,4.8343248576492844e-16,1.0026241502919132e-19,3.0612402461194055e-20,7.429589874029095e-16,4.7445148215725708e-25,-2.6533515534728768e-22,7.8871697774507037e-16,1.9588947158385455e-33,6.1269827924624967e-15,1.067300795488118e-15,2.5325589184743195e-18,7.1974736003419733e-22,5.1458563239096292e-22,1.0847378528715369e-22,1.3329032282017099e-29,1.0128998674824307e-21,1.5353425569119722e-24,2.2819123202345737e-32,4.1857245863350675e-25,1.311027335293576e-32,2.4314844500510881e-25,6.060507850103089e-24,2.3056244696440433e-18,6.8638118682881694e-24,1.9568526201894286e-29,4.08921828982311e-34,1.3820484718339713e-23,1.3663132205447772e-21,3.8599796545655864e-22,7.5946651268477985e-27,8.0684203661124028e-28,4.9797894199593867e-26,4.8022556809533772e-26,3.7499037649775357e-37,1.9947135693218737e-37,1.0736212777999481e-40,3.1460062891587313e-28,1.232083784437067e-32,1.2103906353592769e-31,1.1614775394001484e-33,-1.1165858478539301e-30,3.0497341786269339e-23,4.2966587228229648e-41,1.6896115631278648e-31,1.7637790835923744e-34,2.7707424218124371e-37,5.7050283585853257e-38,2.478755293597292e-41,4.3621757296626556e-42
1.1663279652918925e-12,0.003011711275038825,4.1599375644707162e-20,6.4952281350899199e-16,5.3036341199479209e-14,4.2936127084316048e-20,5.2735346901404948e-14,2.2480904759559528e-22,-3.7147234791474101e-30,2.9988379207778267e-18,8.4663384979117407e-30,-2.9986006574093691e-18,4.2543310885510532e-28,1.3524697552605568e-18,-3.4235475173788841e-25,-3.7139230151199077e-30,2.3296497398246671e-35,9.0727947216134107e-29,2.8399188145016105e-37,1.6312351248326462e-42,3.2659734504898592e-28,9.7417649555746327e-28,2.6645904219529087e-22,3.0430821439132221e-24,4.9941365565622883e-16,1.9793883837688093e-26,1.3874251583721126e-30,7.3769236192704943e-25,-1.1546434132493137e-41,5.6807236076049949e-37,6.8336676473018705e-27,8.4238624145659804e-36,1.2849793518480973e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899342856202856,0.10880299993786197,9.9999999999998717e-05,2.1753774127643622e-09,1.9595981752775306e-08,1.9568194349022982e-08,5.5947698147132554e-15,4.4827095308980166e-11,9.104115958581226e-09,1.7252607444440422e-11,4.7329715079096198e-19,1.2689280760704278e-19,2.5041987045392519e-19,6.9204205141152101e-15,5.7416990040258874e-09,1.6376632562948176e-13,1.3316994738856777e-21,1.0135918910514414e-21,1.8654398039718815e-23,6.6618328491605818e-23,9.4666130937582014e-09,1.083602623347242e-26,2.0214928952852573e-30,3.7541219109477937e-31,1.8736074383588628e-35,5.8310327798928391e-36,1.3281382611921177e-13,4.9927823247949733e-16,1.0384702717999025e-19,3.1842145924123696e-20,7.4272150308313495e-16,4.9551162772027623e-25,-2.3995094740386623e-22,8.1082142439653873e-16,2.0744773090577834e-33,6.1899345135164816e-15,1.0913539912639797e-15,2.6202037944791027e-18,7.4821012383266254e-22,5.3447577024671555e-22,1.1349043293131034e-22,1.3945441873752886e-29,1.0349189543372625e-21,1.5855390314452092e-24,2.3565182061902014e-32,4.2930490325062608e-25,1.3538906242069456e-32,2.4600948662149386e-25,6.2047031755298369e-24,2.3736414645468711e-18,7.0665866367636461e-24,2.0270477196342436e-29,4.2386112000976097e-34,1.4229370826938349e-23,1.42266398444686e-21,3.9935666677990388e-22,7.858757520286895e-27,8.3478645396580451e-28,5.1621965105646604e-26,5.0259818276941115e-26,3.9302551953420597e-37,2.1134776862115562e-37,1.1239630989777016e-40,3.2180964878798264e-28,1.2605909177817308e-32,1.2441033616968965e-31,1.1881285502980703e-33,-1.1700202869289034e-30,3.1600952522894329e-23,4.636152619310047e-41,1.7774017828209477e-31,1.8761862108912627e-34,2.9800450755717681e-37,6.1330066817192399e-38,2.6843126726514532e-41,4.7436260140625309e-42
