Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400),S(4225)
7.888637010656047e-07,0.0030144415818058774,6.9809697260836602e-07,1.8516525260455379e-06,7.5632057202878152e-10,8.8742478402666269e-06,2.079981954897407e-05,0.00019089914538255923,2.5476584959197846e-16,3.745121610824577e-22,5.1701245339824738e-11,1.0920362918605245e-08,3.1961762113548816e-11,5.1429750585829144e-07,2.456213276671962e-06,1.9966399437302359e-09,5.4555106323696837e-10,2.0955382692174131e-07,2.1020846453939997e-07,3.959372782539149e-15,3.2342468283917718e-08,3.823416436856293e-12,1.4885021451228416e-08,1.9657949836392758e-08,0.0010692534232499512,4.1990920454314213e-10,1.6827341214676423e-08,9.5867527530532544e-05,8.4475209781907866e-22,2.4298889143831151e-12,3.2459605284583858e-07,1.8951694573226339e-08,1.3497250457108237e-13,0.88129999999999997,0.0,0.0,0.0,0.00076563797040323975,0.10830516166972795,0.00011049120697191836,0.00011188986405578758,8.9734862494351037e-05,8.6813478144357004e-06,2.5481081935565832e-11,1.0125420670750887e-06,1.3537164249784098e-09,1.6402883563498246e-07,1.0691048278132681e-14,1.2064418959922281e-15,0.00017044137725410306,0.0013306682079761165,0.0013305800271174639,0.0014107683552415226,1.5293720459328448e-12,7.3837730582772633e-08,1.3729788445207475e-11,3.1524306236955142e-07,0.0034724491991320887,1.9136051165339168e-05,1.3903543048499871e-06,3.1020061256805221e-06,4.8724224134310498e-07,6.224531183608538e-05,1.0493906555825486e-08,0.00047584220856184117,1.3102043235347007e-07,7.9144639601031563e-08,1.3868523344667206e-13,0.00059349165327065776,3.474011628230881e-07,3.6689065654748136e-07,1.3792375784417944e-05,3.8831830717570011e-11,1.2794448134187559e-09,3.0881264683630036e-06,1.4073137040265669e-09,9.073441415090493e-10,3.751784938133776e-09,4.6089677636907879e-16,4.0791016871425156e-07,4.7572910543605208e-08,7.0708509592036393e-16,2.4698764150936047e-10,4.0624059106537003e-16,9.6193916731793543e-10,2.6434900206416812e-06,2.2831192853465269e-09,6.7834007835187602e-15,2.073048609081681e-06,4.5786899950210983e-11,1.3707659125842805e-14,2.1179406394988404e-06,8.1892692300039636e-08,1.6245745199238826e-12,1.7154875083105943e-13,1.2506929788166398e-11,1.4222399621215134e-05,1.6684851735482943e-06,1.8281377544785831e-12,1.2680480673085334e-11,4.0005325046277981e-07,1.586959370911755e-11,2.4080046558912567e-10,1.4807247301990013e-12,3.3502267179805231e-07,1.2360240873573727e-06,2.4790734862629383e-08,9.2752868042194857e-10,4.6638629761506048e-08,2.8873146413887354e-08,2.8533057292239358e-10,6.4801817276449962e-12,6.4333834089775445e-07
7.919600937280735e-07,0.003014443919174406,7.0602852686195717e-07,1.8555494599490848e-06,7.5476399522865505e-10,8.8930882413937514e-06,2.0830779644028121e-05,0.00019110387920289482,2.595670575451281e-16,3.7830246024829587e-22,5.2769326834534217e-11,1.1010897268880594e-08,3.233623048410387e-11,5.1924934979152255e-07,2.4832051544262935e-06,2.0476457260233593e-09,5.5254756578437984e-10,2.1226787314073306e-07,2.1249318363084483e-07,4.0024863550365542e-15,3.2622560939227606e-08,3.9058236456143462e-12,1.4942232094524768e-08,1.9889924540244897e-08,0.0010695534743102566,4.1977539217887243e-10,1.6860498722621714e-08,9.626827318698228e-05,8.6248743221423588e-22,2.4695409731264401e-12,3.2760952736706912e-07,1.909283458380317e-08,1.3688214815160976e-13,0.88129999999999997,0.0,0.0,0.0,0.00076036498968676432,0.10830481914361559,0.00011058064558518206,0.00011136959583500775,8.8921690040486324e-05,8.5608073616621707e-06,2.5250074319053751e-11,9.9848002436355375e-07,1.3481952245580207e-09,1.6254177485950281e-07,1.054257249385885e-14,1.195504475053507e-15,0.00017006927853895475,0.001331905672286146,0.0013300613244505272,0.0014108890049199911,1.5307880537270616e-12,7.3906428941222446e-08,1.3702193810824282e-11,3.1521263089951769e-07,0.0034778459315246172,1.9211934336635109e-05,1.3958630304726075e-06,3.1143328142737541e-06,4.8917849157701909e-07,6.243640232139256e-05,1.0348414459199719e-08,0.00047553295738371308,1.3093476617329831e-07,7.9092891772749555e-08,1.3764293037946893e-13,0.00059410159983009421,3.5237333524346268e-07,3.6746144841707896e-07,1.3889973268191214e-05,3.8794694014977706e-11,1.2792103998835296e-09,3.0917024820111663e-06,1.4089378091145233e-09,9.0839125844860087e-10,3.7561147709746964e-09,4.6142868478890321e-16,4.0932160845194562e-07,4.773734570775303e-08,7.0952912661956809e-16,2.4784226195654414e-10,4.0764475653506e-16,9.6541325883933855e-10,2.6530412747822394e-06,2.2885386770452372e-09,6.7994756213556951e-15,2.0886899085028286e-06,4.6132365386262005e-11,1.3740142596074849e-14,2.1315905508821364e-06,8.2190227207538411e-08,1.6304705505155431e-12,1.7217202673491644e-13,1.2552320905118786e-11,1.4353990108266955e-05,1.6733268876652836e-06,1.8354023710837035e-12,1.2717278666040785e-11,4.0185747072569173e-07,1.5941102014871426e-11,2.4188551255054166e-10,1.4874027251341231e-12,3.3858876692294863e-07,1.2487312171293716e-06,2.5031854383248939e-08,9.3665535403156676e-10,4.7108738594473416e-08,2.9164097442712189e-08,2.8820553109036769e-10,6.5454817187172291e-12,6.5288509165631263e-07
7.950564863905423e-07,0.0030144462419638045,7.1401186965699404e-07,1.8594115399650526e-06,7.5308099042630367e-10,8.9117850324129649e-06,2.086197586282632e-05,0.00019130702045103053,2.6443622229212263e-16,3.8217560191038647e-22,5.3854095200538668e-11,1.1101784152997756e-08,3.2713034176096299e-11,5.242275032179164e-07,2.5103374768721876e-06,2.0997055571242839e-09,5.5959781773348554e-10,2.1500347530504387e-07,2.1478796360102816e-07,4.0457976849239791e-15,3.2903558253394161e-08,3.9899950459967416e-12,1.4999148918916936e-08,2.0123746177960964e-08,0.0010698491351389869,4.1963570203552924e-10,1.6893501962659365e-08,9.6668433992708528e-05,8.8050115739561663e-22,2.509678715564959e-12,3.3063509693289355e-07,1.9234012397413561e-08,1.3880958013366115e-13,0.88129999999999997,0.0,0.0,0.0,0.00075513515374957079,0.10830447763769439,0.0001106703223829596,0.0001108507562722546,8.8116465188451122e-05,8.4420766669968763e-06,2.5021325658645219e-11,9.8462915139046402e-07,1.3427121889110701e-09,1.6106925561870619e-07,1.0396326370891958e-14,1.1846740079720501e-15,0.00016969773041004577,0.0013331321440433717,0.0013295307282510942,0.0014110043549434555,1.5321914400045001e-12,7.3974516998873877e-08,1.367463996109734e-11,3.1518223157754093e-07,0.0034832205405833957,1.92877025708289e-05,1.4013633845759428e-06,3.1266409565546751e-06,4.9111182701245664e-07,6.2626500832338119e-05,1.0205106601589282e-08,0.00047522524301961525,1.3084952567963124e-07,7.904140108613368e-08,1.3661023348262754e-13,0.00059470558864922773,3.573972927355167e-07,3.6802989918978969e-07,1.3987868156378868e-05,3.8757926140651428e-11,1.278979125150899e-09,3.0952482909901299e-06,1.4105481567837614e-09,9.09429505502743e-10,3.7604079267377874e-09,4.6195608752751027e-16,4.1072652590759709e-07,4.7901019590815621e-08,7.1196184225515739e-16,2.4869293319190048e-10,4.0904242117739974e-16,9.6887249751383893e-10,2.6625517271250361e-06,2.2939720812540809e-09,6.8155920619764788e-15,2.1043457927501794e-06,4.6478152953797475e-11,1.3772710135757412e-14,2.1452728562511176e-06,8.2486497847295969e-08,1.6363414778077793e-12,1.7279265425165087e-13,1.2597518762111819e-11,1.4486069713430254e-05,1.6780923570027219e-06,1.8426560575968028e-12,1.2753497202604401e-11,4.0364231939021614e-07,1.6011841545158376e-11,2.4295889434216941e-10,1.4940090196024274e-12,3.4217365815432314e-07,1.2615121278479153e-06,2.5274230265995486e-08,9.4583023581007094e-10,4.7581399337191196e-08,2.9456626775132959e-08,2.9109608311832571e-10,6.6111359386431455e-12,6.6252779598351075e-07
7.98152879053011e-07,0.0030144485503551923,7.2204706138825371e-07,1.863238454800023e-06,7.5127037206660873e-10,8.9303381536549925e-06,2.0893408709085091e-05,0.00019150858589090647,2.6937390696126422e-16,3.8613472336339479e-22,5.4955719665710796e-11,1.1193022995567338e-08,3.3092164389296769e-11,5.292319608769429e-07,2.5376099801754763e-06,2.1528358713994727e-09,5.6670188028061298e-10,2.1776067110329372e-07,2.1709274596467097e-07,4.0893051586634356e-15,3.3185454948156427e-08,4.0759757168519952e-12,1.5055770738220867e-08,2.0359425267775626e-08,0.0010701404703727193,4.1949009005022858e-10,1.6926353394548756e-08,9.7068010680622673e-05,8.9879572466809689e-22,2.5503084955927346e-12,3.3367271307574686e-07,1.9375223535395535e-08,1.4075485961666456e-13,0.88129999999999997,0.0,0.0,0.0,0.00074994801521363814,0.10830413713207467,0.00011076023514738762,0.0001103333580142397,8.7319108250134194e-05,8.3251260618465363e-06,2.4794813284005027e-11,9.7098598546666707e-07,1.337266923504999e-09,1.596111319772413e-07,1.0252273348008459e-14,1.1739494213846203e-15,0.00016932673804117223,0.0013343477384134008,0.0013289883648112501,0.0014111144907796907,1.5335823369503954e-12,7.404200115020721e-08,1.3647127264496903e-11,3.1515186062098001e-07,0.0034885731788678663,1.9363354038442217e-05,1.4068552342217524e-06,3.1389302557323302e-06,4.9304220101142369e-07,6.2815611009617211e-05,1.0063947172084909e-08,0.00047491906175064829,1.3076470980801003e-07,7.8990166898188299e-08,1.3558704914941826e-13,0.00059530368771798612,3.6247334946101405e-07,3.6859602501961695e-07,1.4086060366669519e-05,3.8721523345958685e-11,1.2787509529410792e-09,3.0987641735366863e-06,1.412144873717037e-09,9.1045896434824725e-10,3.7646647431578779e-09,4.6247902607472107e-16,4.1212490423278579e-07,4.8063930231932348e-08,7.1438321368249155e-16,2.4953964501378752e-10,4.1043356824795984e-16,9.7231683523360539e-10,2.672021245226549e-06,2.2994197282977005e-09,6.831750788228069e-15,2.1200155206505543e-06,4.6824246282712466e-11,1.3805363124763751e-14,2.158987639879502e-06,8.2781500094850888e-08,1.6421872201273388e-12,1.7341062474134356e-13,1.2642522730376706e-11,1.4618635917067903e-05,1.682781714380952e-06,1.8498986391069575e-12,1.2789137292113463e-11,4.0540772956192123e-07,1.6081809654546159e-11,2.4402057082281166e-10,1.5005433660062757e-12,3.4577730487401384e-07,1.2743668505797954e-06,2.5517862670232223e-08,9.5505333741408753e-10,4.8056613182836572e-08,2.9750735138260924e-08,2.9400223617484509e-10,6.6771445506140444e-12,6.7226697244610742e-07
8.012492717154798e-07,0.0030144508445269875,7.3013416138494158e-07,1.867029902608538e-06,7.4933134163975354e-10,8.9487475513438824e-06,2.0925078666698627e-05,0.00019170859209249872,2.7438067008979112e-16,3.9018260444962889e-22,5.6074370014895309e-11,1.1284613214750904e-08,3.3473611646836975e-11,5.3426271641525968e-07,2.5650224029371561e-06,2.207053269228602e-09,5.7385981185540903e-10,2.2053949717349703e-07,2.1940747233896516e-07,4.1330071470295587e-15,3.3468245736431204e-08,4.1638137297311964e-12,1.5112096391525645e-08,2.0596972398711604e-08,0.0010704275435901929,4.1933851203700909e-10,1.6959055474555977e-08,9.7467003992712106e-05,9.1737353401470487e-22,2.5914368203623221e-12,3.3672232715315953e-07,1.95164635803123e-08,1.4271804460022308e-13,0.88129999999999997,0.0,0.0,0.0,0.00074480313254600688,0.10830379760716247,0.00011085038165861725,0.00010981741334142601,8.65295404164081e-05,8.2099264116938557e-06,2.4570514775240228e-11,9.5754712625441736e-07,1.3318590391102381e-09,1.5816725961192471e-07,1.0110377522329671e-14,1.1633296537855723e-15,0.00016895630644135008,0.0013355525691509931,0.0013284343591122617,0.0014112194964404808,1.5349608751297969e-12,7.410888771135642e-08,1.3619656076512744e-11,3.1512151402348792e-07,0.003493903997366881,1.943888690665418e-05,1.412338446229577e-06,3.151200414457887e-06,4.9496956684751317e-07,6.3003736515725341e-05,9.9249010047278594e-09,0.00047461440962926372,1.3068031743163472e-07,7.8939188528259797e-08,1.345732848235788e-13,0.0005958959641969413,3.6760181939556329e-07,3.6915984189416346e-07,1.4184549810833907e-05,3.8685481927292931e-11,1.2785258474914541e-09,3.1022504051846603e-06,1.4137280853658813e-09,9.1147971586806992e-10,3.7688855546873402e-09,4.6299754151711834e-16,4.1351672668069674e-07,4.8226075682066305e-08,7.1679321193266925e-16,2.5038238728208434e-10,4.1181818110327896e-16,9.7574622409306357e-10,2.6814496971979969e-06,2.3048818441399318e-09,6.8479524700031806e-15,2.1356983499090374e-06,4.7170628978126377e-11,1.3838102916789655e-14,2.1727349873989541e-06,8.3075229842173339e-08,1.6480076961264738e-12,1.7402592959849676e-13,1.2687332183650557e-11,1.4751686191368102e-05,1.6873951022346029e-06,1.8571299403744661e-12,1.2824200016974092e-11,4.0715363816449555e-07,1.6151003849028163e-11,2.4507050414896033e-10,1.5070055308801054e-12,3.4939966619535338e-07,1.2872954134961704e-06,2.5762751703449173e-08,9.6432466856239458e-10,4.8534381227543055e-08,3.0046423199078871e-08,2.9692399683427038e-10,6.7435077043262052e-12,6.821031398223403e-07
8.043456643779486e-07,0.00301445312465478,7.3827322790190868e-07,1.8707855893155618e-06,7.4726482172320481e-10,8.9670131776589143e-06,2.0956986200192301e-05,0.00019190705543407254,2.794570770047367e-16,3.9432077415594004e-22,5.7210216582705655e-11,1.1376554226797682e-08,3.3857367641647709e-11,5.393197623887413e-07,2.5925744862653949e-06,2.262374517493037e-09,5.8107166811742795e-10,2.2333998909788379e-07,2.2173208445288994e-07,4.1769020054248278e-15,3.37519253225298e-08,4.2535579123766514e-12,1.5168124743256916e-08,2.083639823054734e-08,0.0010707104173295855,4.1918092441714179e-10,1.6991610655513268e-08,9.7865414679715627e-05,9.3623703530234212e-22,2.6330703998457333e-12,3.3978389035246001e-07,1.9657728175972864e-08,1.4469919197041239e-13,0.88129999999999997,0.0,0.0,0.0,0.00073970006997677506,0.10830345904365472,0.00011094075969486139,0.00010930293417393743,8.5747683744708724e-05,8.0964491064719059e-06,2.4348407959359854e-11,9.443092346435707e-07,1.3264881517243106e-09,1.5673749578895137e-07,9.9706036374559323e-15,1.1528136553592339e-15,0.00016858644045873012,0.0013367467486192031,0.001327868834839543,0.0014113194545067101,1.5363271835095466e-12,7.4175182921172404e-08,1.3592226739965507e-11,3.1509118756113457e-07,0.0034992131455178197,1.9514299339535994e-05,1.4178128871937169e-06,3.1634511348614946e-06,4.9689387771162645e-07,6.319088103441255e-05,9.7879335680105187e-09,0.00047431128248639869,1.3059634736331898e-07,7.8888465259217166e-08,1.3356884905481367e-13,0.00059648248442747325,3.7278301631022033e-07,3.6972136563665927e-07,1.4283336394638667e-05,3.8649798231200338e-11,1.2783037736836413e-09,3.1057072587918814e-06,1.4152979159628765e-09,9.1249184015926757e-10,3.7730706925288206e-09,4.6351167454206477e-16,4.1490197661319432e-07,4.8387454004829644e-08,7.1919180822479497e-16,2.5122114992247373e-10,4.1319624320791078e-16,9.7916061640079119e-10,2.690836951737897e-06,2.3103586504447794e-09,6.8641977644214488e-15,2.1513935371848527e-06,4.7517284622058927e-11,1.3870930839719525e-14,2.1865149857749384e-06,8.3367682998682133e-08,1.6538028248030956e-12,1.7463856025416425e-13,1.2731946498331572e-11,1.4885218000489833e-05,1.6919326724765143e-06,1.8643497858525689e-12,1.2858686531627114e-11,4.0887998590680879e-07,1.6219421784715259e-11,2.4610865875494818e-10,1.5133952947685147e-12,3.5304070097719506e-07,1.3002978418625749e-06,2.6008897420992297e-08,9.7364423702336371e-10,4.9014704469568872e-08,3.0343691563925143e-08,2.9986137107162002e-10,6.8102255358650937e-12,6.9203681708369473e-07
8.074420570404173e-07,0.0030144553909113524,7.4646431811267298e-07,1.8745052301257837e-06,7.4507114929856423e-10,8.9851349907912429e-06,2.0989131755507416e-05,0.00019210399210440598,2.8460369313261266e-16,3.9855167515792214e-22,5.836343024557989e-11,1.1468845447983279e-08,3.4243423676238531e-11,5.444030902646472e-07,2.6202659738441516e-06,2.3188165500419461e-09,5.8833750195122589e-10,2.2616218139818082e-07,2.2406652415604047e-07,4.2209880741762962e-15,3.4036488402371717e-08,4.3452573455241755e-12,1.5223854683202717e-08,2.10777134933454e-08,0.0010709891531050428,4.1901728575655378e-10,1.7024021387152149e-08,9.8263243500823079e-05,9.5538868842028395e-22,2.6752161349428052e-12,3.4285735369538495e-07,1.9799013027429198e-08,1.466983574867444e-13,0.88129999999999997,0.0,0.0,0.0,0.00073463839741767583,0.10830312142253368,0.00011103136703244159,0.000108789932077232,8.4973461150262834e-05,7.984666051339726e-06,2.4128470907766817e-11,9.3126903167353072e-07,1.3211538824962781e-09,1.5532169934774817e-07,9.8329170720839348e-15,1.1424003878611469e-15,0.00016821714478428785,0.0013379303878076534,0.0013272919143970611,0.0014114144461521625,1.5376813894792766e-12,7.4240892942237229e-08,1.3564839585300366e-11,3.1506087679825758e-07,0.0035045007712249721,1.9589589498276939e-05,1.4232784234999014e-06,3.1756821185893233e-06,4.9881508671775992e-07,6.3377048270158988e-05,9.653010951774562e-09,0.00047400967593825628,1.3051279835734995e-07,7.8837996338575354e-08,1.325736513708772e-13,0.00059706331394153986,3.7801725375721583e-07,3.7028061190790851e-07,1.4382420017763985e-05,3.8614468646791046e-11,1.2780846969024893e-09,3.109135004567097e-06,1.4168544885339128e-09,9.1349541654090249e-10,3.7772204846679415e-09,4.6402146544171884e-16,4.1628063750526802e-07,4.8548063277017774e-08,7.2157897397391735e-16,2.5205592292913648e-10,4.1456773813898351e-16,9.8255996469220208e-10,2.7001828781670026e-06,2.3158503646699846e-09,6.8804873161084888e-15,2.1671003381685224e-06,4.7864196775134456e-11,1.3903848196190273e-14,2.2003277232841722e-06,8.3658855492270414e-08,1.6595725255212433e-12,1.752485081780994e-13,1.2776365053636619e-11,1.5019228800705417e-05,1.6963945863627321e-06,1.8715579997092757e-12,1.2892598061521993e-11,4.105867172503502e-07,1.6287061266542505e-11,2.4713500133332431e-10,1.5197124521057504e-12,3.5670036783759077e-07,1.3133741580304704e-06,2.6256299825833532e-08,9.8301204860509238e-10,4.9497583808527505e-08,3.0642540778021564e-08,3.0281436425792466e-10,6.8772981675994121e-12,7.0206852337691185e-07
8.105384497028861e-07,0.003014457643466688,7.5470748809690407e-07,1.8781885509843802e-06,7.4274966275752794e-10,9.0031129550154921e-06,2.1021515758982652e-05,0.00019229941810575488,2.8982107576529023e-16,4.0287863421342592e-22,5.9534182409915554e-11,1.1561486289371701e-08,3.4631769384080413e-11,5.4951269041815165e-07,2.6480966120229051e-06,2.3763964683085802e-09,5.9565736345444274e-10,2.2900610752906218e-07,2.2641073343071431e-07,4.2652636787744024e-15,3.4321929663771137e-08,4.438963860378174e-12,1.5279285126478009e-08,2.1320928987859669e-08,0.0010712638114283156,4.1884755625429379e-10,1.705629011671541e-08,9.86604912232786e-05,9.7483089110873471e-22,2.7178810880957534e-12,3.4594266804420483e-07,1.9940313900949561e-08,1.4871559576572528e-13,0.88129999999999997,0.0,0.0,0.0,0.00072961769035549164,0.10830278472506215,0.00011112220144585637,0.00010827841826955527,8.4206796393956844e-05,7.8745496546575649e-06,2.3910681932790739e-11,9.1842329712908283e-07,1.3158558576278725e-09,1.539197306786547e-07,9.6972838251805937e-15,1.1320888244539103e-15,0.00016784842395664825,0.001339103596356656,0.0013267037189262751,0.0014115045511748255,1.5390236188791532e-12,7.4306023862203792e-08,1.3537494930971174e-11,3.1503057709513203e-07,0.0035097670208836971,1.9664755541481013e-05,1.428734921346815e-06,3.1878930668524337e-06,5.0073314691075946e-07,6.3562241947489562e-05,9.5200998523639397e-09,0.00047370958539514577,1.3042966911191081e-07,7.8787780979959072e-08,1.315876022407932e-13,0.00059763851747450937,3.8330484505012285e-07,3.7083759620885113e-07,1.4481800573695928e-05,3.8579489602386093e-11,1.2778685829538809e-09,3.112533910104209e-06,1.4183979249138236e-09,9.1449052356412072e-10,3.7813352559149711e-09,4.6452695411815599e-16,4.1765269294975211e-07,4.8707901589156261e-08,7.2395468079916067e-16,2.528866963676078e-10,4.1593264959087282e-16,9.8594422174572807e-10,2.7094873464729016e-06,2.3213572000025683e-09,6.8968217570041425e-15,2.1828180076800631e-06,4.8211348978750632e-11,1.3936856263203845e-14,2.214173289485501e-06,8.3948743270710274e-08,1.6653167180389962e-12,1.7585576488169815e-13,1.28205872318161e-11,1.51537160405909e-05,1.7007810143184213e-06,1.8787544058561729e-12,1.2925935901793772e-11,4.1227378036557696e-07,1.6353920246536831e-11,2.4814950080856813e-10,1.5259568110541287e-12,3.6037862517259756e-07,1.3265243814264302e-06,2.6504958868159863e-08,9.9242810713848273e-10,4.9983020044386986e-08,3.0942971324853813e-08,3.0578298115410756e-10,6.9447257080420308e-12,7.121987779998353e-07
8.136348423653549e-07,0.0030144598824882974,7.6300279283442032e-07,1.8818352879597514e-06,7.4030040158930403e-10,9.0209470407049938e-06,2.1054138616380742e-05,0.00019249334925494792,2.9510977762741358e-16,4.0730421868212694e-22,6.072264500344732e-11,1.1654476157878118e-08,3.5022394288623547e-11,5.5464855213670211e-07,2.6760661498514109e-06,2.4351315415443481e-09,6.030312999374808e-10,2.3187179987601991e-07,2.2876465439620682e-07,4.3097271301417453e-15,3.460824378654814e-08,4.5347313043122439e-12,1.5334415013440312e-08,2.1566055585534603e-08,0.001071534451817156,4.1867169693122495e-10,1.7088419288945079e-08,9.9057158622235054e-05,9.9456599281880278e-22,2.7610724908990022e-12,3.4903978410416056e-07,2.0081626623966586e-08,1.5075096027564074e-13,0.88129999999999997,0.0,0.0,0.0,0.00072463752981217567,0.10830244893278222,0.00011121326070780222,0.00010776840362483084,8.3447614076507121e-05,7.766072823265557e-06,2.3695019586015588e-11,9.0576886898931861e-07,1.3105937083366077e-09,1.5253145171216233e-07,9.5636705101644406e-15,1.1218779496280298e-15,0.00016748028236393769,0.0013402664825664628,0.0013261043683134791,0.001411589848008897,1.5403539960105773e-12,7.4370581694310723e-08,1.3510193083587981e-11,3.1500028361092502e-07,0.0035150120393898031,1.9739795625281656e-05,1.4341822467543006e-06,3.2000836804453197e-06,5.0264801126926844e-07,6.3746465810708496e-05,9.3891675683942024e-09,0.00047341100606493715,1.3034695827002524e-07,7.873781836367279e-08,1.3061061314164066e-13,0.00059820815897010675,3.8864610325484837e-07,3.713923338815562e-07,1.4581477949684624e-05,3.8544857569320275e-11,1.27765539813301e-09,3.1159042403950602e-06,1.4199283457522991e-09,9.1547723901596334e-10,3.7854153279205763e-09,4.6502818008530359e-16,4.1901812665939284e-07,4.8866967045732708e-08,7.2631890052716728e-16,2.5371346037602685e-10,4.1729096137718074e-16,9.8931334058829432e-10,2.7187502273250769e-06,2.3268793652659147e-09,6.9132017060861117e-15,2.1985457997116004e-06,4.8558724756019536e-11,1.3969956291568769e-14,2.2280517752073791e-06,8.4237342302163756e-08,1.6710353225185923e-12,1.7646032191906955e-13,1.2864612418231889e-11,1.5288677161099932e-05,1.7050921358656704e-06,1.8859388279593433e-12,1.295870141671447e-11,4.139411271148804e-07,1.6419996823141406e-11,2.4915212832683757e-10,1.5321281934409929e-12,3.6407543116308488e-07,1.3397485285481196e-06,2.6754874445299762e-08,1.001892414472257e-09,5.0471013877088121e-08,3.1244983625932047e-08,3.0876722590862389e-10,7.0125082517962532e-12,7.2242810039204881e-07
8.167312350278236e-07,0.0030144621081400025,7.713502860502819e-07,1.8854451879087851e-06,7.3772459748073473e-10,9.0386372250684089e-06,2.108700071057434e-05,0.0001926858011644796,3.0047036056078304e-16,4.1183041004527408e-22,6.192899050892813e-11,1.1747814458079038e-08,3.5415288966058867e-11,5.5981066341934754e-07,2.7041743395451496e-06,2.4950392286329614e-09,6.1045935557288978e-10,2.3475928960744537e-07,2.3112822934839491e-07,4.3543767239610924e-15,3.4895425441959368e-08,4.6326145334565661e-12,1.5389243311271146e-08,2.1813104237759311e-08,0.0010718011327023129,4.1848967065815856e-10,1.7120411346220309e-08,9.9453246481305091e-05,1.0145964100112783e-21,2.8047978225743509e-12,3.5214865241200304e-07,2.0222947092967582e-08,1.5280450317432593e-13,0.88129999999999997,0.0,0.0,0.0,0.00071969750288774961,0.10830211402754172,0.00011130454258912511,0.00010725989864042368,8.2695839723141031e-05,7.6592090068651587e-06,2.3481462682318165e-11,8.9330264860219432e-07,1.30536707134503e-09,1.5115672607365433e-07,9.4320444095418991e-15,1.1117667603400443e-15,0.00016711272423165587,0.0013414191532643133,0.0013254939810604716,0.0014116704135981356,1.5416726434840287e-12,7.4434572370000549e-08,1.3482934336967061e-11,3.1496999128875543e-07,0.0035202359699871991,1.9814707903244731e-05,1.4396202655578937e-06,3.212253659742373e-06,5.0455963270608349e-07,6.3929723625629772e-05,9.2601820547407202e-09,0.00047311393294046023,1.3026466441613525e-07,7.8688107634633917e-08,1.2964259671592757e-13,0.00059877230150004598,3.9404134111794245e-07,3.7194484009308512e-07,1.4681452025823731e-05,3.8510569072222493e-11,1.277445109429388e-09,3.1192462575546839e-06,1.4214458703892173e-09,9.1645563983899299e-10,3.7894610188434777e-09,4.6552518242811177e-16,4.2037692248819195e-07,4.9025257767728339e-08,7.2867160522972928e-16,2.545362051780656e-10,4.1864265745235315e-16,9.9266727454621513e-10,2.727971392214805e-06,2.332417064418479e-09,6.9296277678839384e-15,2.2142829674310833e-06,4.8906307611850089e-11,1.4003149502897197e-14,2.2419632726608412e-06,8.4524648579593681e-08,1.6767282596148541e-12,1.7706217089627491e-13,1.2908440002038045e-11,1.5424109594893995e-05,1.7093281405425342e-06,1.8931110894372877e-12,1.2990896046677483e-11,4.1558871344842503e-07,1.6485289256921888e-11,2.501428574942928e-10,1.5382264362238408e-12,3.6779074378271221e-07,1.3530466125727532e-06,2.7006046393932176e-08,1.0114049701877262e-09,5.0961565892538582e-08,3.1548578032143462e-08,3.1176710197199941e-10,7.0806458776150396e-12,7.3275701011656604e-07
