Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725)
1.3542535861197232e-10,0.002562008838673125,6.8855624081169218e-18,1.2631130303514351e-13,8.0230760482560293e-14,6.0997599674350152e-18,3.1113355643867813e-11,5.349491762440012e-17,-1.1038360624357062e-29,-3.0104715304128101e-21,1.1324367738844507e-33,3.0915470870566939e-21,1.9111238214963915e-22,4.505061838685889e-18,6.4978458554580352e-23,-1.6157418788922181e-29,3.9971963242512299e-32,9.3885058380325747e-27,8.4916542965935623e-33,-5.5860694979657139e-41,2.9667253166501825e-24,-2.0240556700819998e-22,1.6455788401969538e-20,2.1636209807036493e-23,1.9424703531721181e-11,1.834746788536677e-20,1.3339606300496985e-22,1.3120297614563931e-20,-1.7208295625707223e-38,-3.8915456161806995e-28,6.8344999657268073e-23,1.0119727385056676e-29,5.8698071356515207e-39,0.88129999999999997,0.0,0.0,0.0,0.0098884625511442888,0.10880290419437037,9.9999999999995519e-05,6.9153041737128067e-08,6.3535920459342654e-07,5.4358139746361505e-07,3.1460880915019174e-13,9.3727041823759876e-08,8.3600254704831837e-10,2.046944809048486e-09,1.3963758646787736e-15,2.0452391012402351e-17,1.9965429255556845e-13,1.5891529958610859e-11,8.1878137732868584e-08,3.7174291328231046e-10,8.6926133488939641e-20,6.41151990989326e-17,8.986017071975816e-21,2.0680849352435941e-18,1.1038017977046326e-07,2.9972748759161963e-20,7.1346700945680291e-22,4.2985885802923818e-23,3.1090514981042044e-25,3.0881755373604957e-26,7.8747771057981275e-11,1.9410928546850551e-11,8.4453476796614393e-15,5.3253719915801819e-15,2.6201614350752922e-16,4.3002719896203669e-18,1.7949729145337921e-22,3.7100787516293498e-13,8.425245063024992e-25,1.8720067965298629e-14,1.5907476215168433e-13,3.3411413157795832e-14,2.6945397231931351e-17,1.8776781816413735e-17,5.6648772791925416e-17,1.62377999113479e-23,2.7195731108936356e-19,3.503192478369265e-20,7.4716353729158086e-28
1.3789836979831567e-10,0.0025620088322516788,7.1147299253607887e-18,1.300479054373745e-13,8.1384165685307668e-14,6.3147006192238656e-18,3.2241229403133259e-11,5.7326337578056461e-17,-1.0960757425674074e-29,2.4494050561697943e-22,1.2103189755803867e-33,-1.6104500166788371e-22,1.9159431456745182e-22,4.6248827838080511e-18,6.858803633877546e-23,-1.615695302124413e-29,4.6186743868786178e-32,9.9998500451752357e-27,9.7226182045581009e-33,-5.5418090561341637e-41,3.1318155467036866e-24,-2.0344216008063074e-22,1.7056451696579722e-20,2.2111139690074516e-23,2.0424804726342417e-11,1.9654757893335447e-20,1.455816244052952e-22,1.381675815127132e-20,-1.7428562387264964e-38,-4.1317561797415849e-28,7.2147457595503104e-23,1.0946160982901716e-29,6.6043423494352822e-39,0.88129999999999997,0.0,0.0,0.0,0.0098884344735503272,0.10880290168559362,9.9999999999995383e-05,7.0415621307629927e-08,6.4695907746142872e-07,5.5274557953934227e-07,3.203526797666329e-13,9.6196974637896075e-08,8.3600031092582608e-10,2.0846420354278786e-09,1.4331737402209168e-15,2.0829049190727864e-17,2.11979729725405e-13,1.6480788113819678e-11,8.3379565118305204e-08,3.8544177002030883e-10,8.8767240701371114e-20,6.7535378017935702e-17,9.3633821741102682e-21,2.1879898130739763e-18,1.1240427426710837e-07,3.2231720489395713e-20,7.7925199287510586e-22,4.7019978962615332e-23,3.460973797805442e-25,3.4376807772921484e-26,8.1231834530864767e-11,2.0410318171605481e-11,8.8807061607022312e-15,5.6012189904168886e-15,2.6533056426212797e-16,4.6665861213583379e-18,1.8159500076339522e-22,3.8449290297305193e-13,9.2200900679738556e-25,1.9034029536199551e-14,1.6317369106637248e-13,3.4879535746432842e-14,2.8131903881466514e-17,1.960339628843541e-17,5.9333340796250964e-17,1.7007303424671616e-23,2.8188798237171839e-19,3.671829214856049e-20,7.8313051881095013e-28
1.4037138098465902e-10,0.0025620088258070293,7.3478220813034164e-18,1.3383438450779925e-13,8.2170267473226475e-14,6.5351017083573181e-18,3.3389387588814175e-11,6.1358780328098527e-17,-1.0883708370029746e-29,-3.6318737853457635e-22,1.2904233609022727e-33,4.5089300616456052e-22,1.9126936718416828e-22,4.754278326340047e-18,7.2326818436187772e-23,-1.6156777363214709e-29,5.2791115191885576e-32,1.0627540566671867e-26,1.105220546173082e-32,-5.5162186736079214e-41,3.3028777887127879e-24,-2.036722606773563e-22,1.7667579872596728e-20,2.2147087460198526e-23,2.1456133655868493e-11,2.1028451054120742e-20,1.5862694751781745e-22,1.4537639704042607e-20,-1.764583129391902e-38,-4.3769602060209748e-28,7.6087412611017566e-23,1.1824255549396057e-29,7.4120722739798833e-39,0.88129999999999997,0.0,0.0,0.0,0.0098884063958687655,0.10880289916770891,9.9999999999995261e-05,7.1678192680198688e-08,6.5855887347065706e-07,5.6190053969416184e-07,3.2609651206469277e-13,9.8675994856056741e-08,8.3599807479551725e-10,2.1223390102994144e-09,1.4701070030410184e-15,2.120570485607031e-17,2.2481456652112182e-13,1.708091843958428e-11,8.4880987896806638e-08,3.9938842694956763e-10,9.0617143035729745e-20,7.1069740445842119e-17,9.7513623949022627e-21,2.312857922088683e-18,1.1442836311798743e-07,3.4619567270158086e-20,8.4980372381989372e-22,5.1353907513355174e-23,3.845540536518658e-25,3.8197532683454257e-26,8.3742858755577566e-11,2.1440913228592451e-11,9.3296759880203706e-15,5.8857334858841408e-15,2.6864507558100724e-16,5.0568081501986386e-18,1.8246687506565144e-22,3.9820975473663327e-13,1.0074460758242449e-24,1.9349300905836372e-14,1.6730727955021563e-13,3.6385159128452131e-14,2.9348778811373985e-17,2.0451162900181808e-17,6.2092036302256505e-17,1.7798054793195034e-23,2.9200009767520885e-19,3.8450782652157399e-20,8.2008121873153317e-28
1.4284439217100237e-10,0.0025620088193402547,7.5841190057669441e-18,1.3765389484755722e-13,8.269955584095506e-14,6.7603728292516363e-18,3.4557727676840518e-11,6.5599143992699888e-17,-1.0807207275325624e-29,-7.0335746613787168e-24,1.3731422858960277e-33,9.9340680875270187e-23,1.9036125429074072e-22,4.891272856421098e-18,7.6197343332853915e-23,-1.6156813660558239e-29,5.9795588133907833e-32,1.127301296058009e-26,1.2484997494972742e-32,-5.5045681781063053e-41,3.4800152531862725e-24,-2.0331712344538376e-22,1.8289157521068167e-20,2.187574412897241e-23,2.2519024962595432e-11,2.2470582679521488e-20,1.7257527645664393e-22,1.5283532598960088e-20,-1.7860129218408657e-38,-4.6262294096415305e-28,8.0167237437846472e-23,1.2756301606417896e-29,8.2999348496693393e-39,0.88129999999999997,0.0,0.0,0.0,0.0098883783180996349,0.1088028966411354,9.9999999999995099e-05,7.2940755854853036e-08,6.7015859258775975e-07,5.7104669705026199e-07,3.3184030602771112e-13,1.0116368340109586e-07,8.35995838657393e-10,2.1600357336515017e-09,1.5071694095833029e-15,2.1582358008313887e-17,2.3816946568119535e-13,1.769192892632853e-11,8.6382406068360657e-08,4.1358288103559398e-10,9.2475846926086699e-20,7.4719817668973777e-17,1.0150147503357761e-20,2.4428263498947588e-18,1.1645244632355256e-07,3.7141521949519986e-20,9.2537962324704412e-22,5.6004507709088324e-23,4.2651488907748006e-25,4.2368167038387774e-26,8.6280451077920459e-11,2.2503048119291634e-11,9.7924032583737898e-15,6.1790091008967214e-15,2.7196040730571373e-16,5.4720363029062719e-18,1.8240023455191271e-22,4.1215797561728714e-13,1.0991738568395343e-24,1.9665852236196951e-14,1.7147525674753299e-13,3.7928597737262185e-14,3.059627713853184e-17,2.1320259307273604e-17,6.4925531626733165e-17,1.8610246729140572e-23,3.0229405784823721e-19,4.0229678396043916e-20,8.5802165374295049e-28
1.4531740335734572e-10,0.0025620088128523767,7.8231363641452987e-18,1.4149506135279723e-13,8.3195037222527822e-14,6.9901622888016647e-18,3.5746017457588451e-11,7.0054429423087559e-17,-1.0731248231935387e-29,-5.6340853997142882e-22,1.4589946969210045e-33,6.6041347662855309e-22,1.8941086020985526e-22,5.0291913940489097e-18,8.0202780260817426e-23,-1.6156870649504233e-29,6.7211462738303379e-32,1.1937280247491794e-26,1.4025848187790475e-32,-5.4927813578444009e-41,3.6633310242809917e-24,-2.0291595319401953e-22,1.8921169305196201e-20,2.1555760653821241e-23,2.3613808416281568e-11,2.3983208775778036e-20,1.8747116604594005e-22,1.6054971031156591e-20,-1.8071483000084597e-38,-4.8788798278385546e-28,8.4389301306519347e-23,1.3744652087230991e-29,9.2750436682335643e-39,0.88129999999999997,0.0,0.0,0.0,0.0098883502402429737,0.10880289410627304,9.9999999999994963e-05,7.4203310831611792e-08,6.817582347731255e-07,5.8018445136966709e-07,3.3758406163595435e-13,1.0365964055324629e-07,8.3599360251145686e-10,2.1977322053509448e-09,1.5443550046848966e-15,2.1959008646127754e-17,2.5205508354876262e-13,1.8313827567505969e-11,8.7883819632955031e-08,4.2802512924316938e-10,9.4343358805133923e-20,7.8487126469817355e-17,1.0559928193897108e-20,2.5780345623751199e-18,1.1847652388425484e-07,3.9802958180526075e-20,1.0062466979403048e-21,6.0989284112952954e-23,4.7223283093904035e-25,4.6914326046753612e-26,8.8844226343728774e-11,2.3597052376109033e-11,1.0269031940622403e-14,6.4811380931850541e-15,2.7527691675487396e-16,5.9133984363994042e-18,1.823703215626834e-22,4.2633711166982967e-13,1.1975441719192678e-24,1.9983650764980747e-14,1.7567734633719351e-13,3.9510163519856834e-14,3.1874651968511302e-17,2.2210861764314739e-17,6.7834493708851599e-17,1.9444070403295117e-23,3.1277027304203098e-19,4.2055255699812511e-20,8.9695771721638113e-28
1.4779041454368907e-10,0.002562008806344376,8.064817186950605e-18,1.453564282666614e-13,8.3711600671157828e-14,7.2245488929151577e-18,3.6954198148362041e-11,7.4731725036711078e-17,-1.0655820248623929e-29,1.1955792363292731e-22,1.5481687652989088e-33,-1.7811239630850293e-23,1.8854735964009761e-22,5.1673609086680214e-18,8.4345460673949202e-23,-1.6156909813283914e-29,7.5050566090756463e-32,1.2620548018830106e-26,1.5679832976039879e-32,-5.4786459649374279e-41,3.8529280099081248e-24,-2.0259779422701234e-22,1.9563599874190931e-20,2.1271843069603964e-23,2.4740809012179522e-11,2.5568405698447491e-20,2.0336049592824999e-22,1.6852461629819344e-20,-1.8279919451283167e-38,-5.1348152325102095e-28,8.8755969958991273e-23,1.479172310833649e-29,1.0344214911301912e-38,0.88129999999999997,0.0,0.0,0.0,0.0098883221622987957,0.10880289156350316,9.9999999999994828e-05,7.5465857610493709e-08,6.9335780001209629e-07,5.8931418400104768e-07,3.4332777888206751e-13,1.0616348500346276e-07,8.3599136635771028e-10,2.2354284252860009e-09,1.5816581074722075e-15,2.2335656768395392e-17,2.6648206961733237e-13,1.8946622358994067e-11,8.9385228590577519e-08,4.4271516853632132e-10,9.6219685108077894e-20,8.2373169293145627e-17,1.0980896026189834e-20,2.7186244136043773e-18,1.2050059580054427e-07,4.2609392913867797e-20,1.0926817775700413e-21,6.6326428037706195e-23,5.2197459610953139e-25,5.1863063653255336e-26,9.1433806672630951e-11,2.4723250760337739e-11,1.0759703918565667e-14,6.7922113828445052e-15,2.7859514290431445e-16,6.3820522859856003e-18,1.8247579416855414e-22,4.4074670983844266e-13,1.3029229115868687e-24,2.0302685040490872e-14,1.7991326628620804e-13,4.1130165893865952e-14,3.3184154362570315e-17,2.3123145101613732e-17,7.0819584158526718e-17,2.0299715458872701e-23,3.2342916234207788e-19,4.3927785423244776e-20,9.3689518607556702e-28
1.5026342573003242e-10,0.0025620087998171836,8.3093414906318776e-18,1.4924204295026422e-13,8.4295387244143333e-14,7.4638515053845833e-18,3.8182216945765067e-11,7.9638217680449059e-17,-1.0580920564990669e-29,-1.3139132164305256e-22,1.6407885449558876e-33,2.3794993559110927e-22,1.8780415708880524e-22,5.3061440481504148e-18,8.8627565525081949e-23,-1.6156888139072806e-29,8.3324810516430425e-32,1.3322699033873803e-26,1.7452154848037461e-32,-5.4621709888442827e-41,4.0489089674040911e-24,-2.0239668286108359e-22,2.021643391579055e-20,2.108702500014442e-23,2.5900347067360063e-11,2.7228269797219595e-20,2.2029048422699594e-22,1.7676528697498512e-20,-1.848546525648295e-38,-5.3942307226519542e-28,9.3269605651669004e-23,1.5899994747814031e-29,1.1514619219883214e-38,0.88129999999999997,0.0,0.0,0.0,0.0098882940842671043,0.10880288901318964,9.9999999999994706e-05,7.6728396191517529e-08,7.0495728829801773e-07,5.9843625879229427e-07,3.4907145776268199e-13,1.0867485294096676e-07,8.3598913019615304e-10,2.2731243934247449e-09,1.6190732977668528e-15,2.2712302374797823e-17,2.8146106612897236e-13,1.9590321298548258e-11,9.0886632941215944e-08,4.5765299587871414e-10,9.8104832274451824e-20,8.6379434412164594e-17,1.1413243367912302e-20,2.8647401550490008e-18,1.2252466207286978e-07,4.5566488928881775e-20,1.1849717579543934e-21,7.2034836521049687e-23,5.7602123943495588e-25,5.7242935507788578e-26,9.4048821238143539e-11,2.5881963358412433e-11,1.1264559033033029e-14,7.112318579402048e-15,2.8191418665918863e-16,6.8791857117945943e-18,1.826643543866025e-22,4.5538631795481219e-13,1.4156904363201722e-24,2.06229488346348e-14,1.8418273513748374e-13,4.2788911711636573e-14,3.4525033302463386e-17,2.4057282701173421e-17,7.3881459276319677e-17,2.1177370017218848e-23,3.3427115347580403e-19,4.5847533276507977e-20,9.7783972741271781e-28
1.5273643691637577e-10,0.0025620087932716933,8.5568154290562889e-18,1.5315424524320899e-13,8.4844256990866384e-14,7.7083181640680196e-18,3.9430173596798103e-11,8.4781209150817168e-17,-1.0506545615392162e-29,2.1056277557258485e-22,1.7367438279751735e-33,-9.8963460373805932e-23,1.8702416403347046e-22,5.4468539219779972e-18,9.3051149783067563e-23,-1.6156895432939482e-29,9.2046017715976571e-32,1.4043770856976856e-26,1.9348108555591716e-32,-5.4467621362289719e-41,4.251376476185974e-24,-2.0215592733059433e-22,2.0879656111957587e-20,2.088068300877907e-23,2.7092738308620328e-11,2.8964917087967604e-20,2.3830970014471116e-22,1.8527733666762563e-20,-1.8688146798052537e-38,-5.6572789672200485e-28,9.7932567153958851e-23,1.7072011780729878e-29,1.2793636697313769e-38,0.88129999999999997,0.0,0.0,0.0,0.0098882660061479031,0.1088028864556795,9.999999999999457e-05,7.7990926574702084e-08,7.1655669962488521e-07,6.0755102290342884e-07,3.5481509827476932e-13,1.1119339724043061e-07,8.3598689402678494e-10,2.3108201097649922e-09,1.6565954039760491e-15,2.3088945465313227e-17,2.970027077538822e-13,2.0244932385337503e-11,9.2388032684858077e-08,4.7283860823392576e-10,9.9998806745223043e-20,9.0507396083452115e-17,1.1857163344479649e-20,3.0165284433602805e-18,1.2454872270167917e-07,4.8680057236627059e-20,1.2834138350621222e-21,7.8134130641063363e-23,6.346687064512068e-25,6.3084060619049657e-26,9.6688906069672292e-11,2.7073505669754274e-11,1.1783735120295945e-14,7.4415480065151959e-15,2.8523450004727311e-16,7.4060169271922614e-18,1.8274447209607034e-22,4.7025548473637148e-13,1.5362419645343158e-24,2.0944433968723653e-14,1.8848547577395595e-13,4.4486705270445419e-14,3.5897535694750312e-17,2.5013446500077089e-17,7.7020770058449652e-17,2.2077220679247109e-23,3.4529668250143934e-19,4.7814760096252408e-20,1.0197969043771442e-27
1.5520944810271912e-10,0.0025620087867087487,8.8072625018211115e-18,1.5709346359389004e-13,8.5418114684375485e-14,7.9581172815841469e-18,4.0698002967619236e-11,9.0168121853080032e-17,-1.043269420305991e-29,-9.9067676750055364e-23,1.8361901835049616e-33,2.1584168840632523e-22,1.8626256221087247e-22,5.5888574346983534e-18,9.7618530647215849e-23,-1.6156872056937789e-29,1.0122600672392112e-31,1.4783975635659453e-26,2.1373100742123769e-32,-5.4307906156428887e-41,4.4604329991666735e-24,-2.0193075804112705e-22,2.1553251227963602e-20,2.0711985434029643e-23,2.8318293955077934e-11,3.0780482937199997e-20,2.5746807616892341e-22,1.9406668739296919e-20,-1.8887990236773439e-38,-5.9239578023736035e-28,1.0274720975632355e-22,1.8310384390657276e-29,1.4189275879242475e-38,0.88129999999999997,0.0,0.0,0.0,0.0098882379279412059,0.10880288389130396,9.9999999999994435e-05,7.9253448760066101e-08,7.2815603397990779e-07,6.1665880755350716e-07,3.6055870041196001e-13,1.1371878671518257e-07,8.359846578496066e-10,2.3485155742788655e-09,1.6942194919665999e-15,2.3465586039663057e-17,3.1311762132957973e-13,2.0910463619520847e-11,9.3889427821491729e-08,4.8827200256542346e-10,1.0190161496221992e-19,9.4758514695355582e-17,1.2312849793521468e-20,3.1741383471922366e-18,1.2657277768741921e-07,5.19560594182602e-20,1.3883157354932208e-21,8.4644673613506473e-23,6.9822838542698784e-25,6.9418183107698123e-26,9.935370386876568e-11,2.8298188689305459e-11,1.2317368048157174e-14,7.7799867251753632e-15,2.8855569081730066e-16,7.963794715975805e-18,1.8280895184249536e-22,4.8535375978459819e-13,1.6649879563496847e-24,2.1267126895582389e-14,1.9282121447014431e-13,4.6223848350268207e-14,3.730190640219648e-17,2.5991807012302143e-17,8.0238162208239889e-17,2.2999452528720238e-23,3.565061935959252e-19,4.9829722099396106e-20,1.0627721815880047e-27
1.5768245928906247e-10,0.0025620087801291654,9.0606239255667519e-18,1.6105822299181445e-13,8.5940746317252646e-14,8.2133380189474675e-18,4.1985779873520694e-11,9.5806492467312354e-17,-1.035936181233327e-29,1.2748870616644069e-22,1.9390829943040274e-33,-5.3664300325760171e-24,1.8545588792739751e-22,5.7322267791567812e-18,1.023319301087196e-22,-1.6156887828926166e-29,1.108767259027009e-31,1.5543570194300186e-26,2.3532675654182844e-32,-5.4152348169124611e-41,4.6761808276679645e-24,-2.0165756301586346e-22,2.2237204024588677e-20,2.0490052870604303e-23,2.9577320798978969e-11,3.2677121769761848e-20,2.7781692020882248e-22,2.0313942024363789e-20,-1.9085021462694097e-38,-6.1942325737966739e-28,1.0771588527825558e-22,1.9617788886092332e-29,1.5709789373280831e-38,0.88129999999999997,0.0,0.0,0.0,0.0098882098496470196,0.10880288132037888,9.9999999999994299e-05,8.0515962747628362e-08,7.3975529135018144e-07,6.2575992873828547e-07,3.6630226416784442e-13,1.1625070539964568e-07,8.3598242166461885e-10,2.3862107869166844e-09,1.7319408543744291e-15,2.3842224097350928e-17,3.298164256385121e-13,2.1586923001849932e-11,9.5390818351104645e-08,5.0395317583644781e-10,1.0381326336588801e-19,9.9134236915387383e-17,1.2780497221706633e-20,3.3377213534886049e-18,1.285968270305356e-07,5.5400609976790769e-20,1.4999959506468334e-21,9.1587589228675077e-23,7.6702767488555361e-25,7.6278735875155545e-26,1.0204286383111118e-10,2.9556318988279052e-11,1.2865591751258992e-14,8.127720556407511e-15,2.9187808757247021e-16,8.5537986477651259e-18,1.828473452316342e-22,5.0068069358330992e-13,1.8023545049139357e-24,2.159101503017368e-14,1.9718967899237163e-13,4.8000640245429517e-14,3.873838827137636e-17,2.6992533347763499e-17,8.353427616192689e-17,2.3944249139648283e-23,3.6790013876500589e-19,5.1892671126934466e-20,1.1067709303343043e-27
1.6015547047540583e-10,0.002562008773533711,9.3168771859465799e-18,1.6504789522514168e-13,8.649356360880526e-14,8.4741088304066864e-18,4.3293419240814425e-11,1.0170397491951536e-16,-1.0286545372348647e-29,-9.9111534319309746e-23,2.0456233566739312e-33,2.2667062291439899e-22,1.8468868322217174e-22,5.8764223259695455e-18,1.0719364463817135e-22,-1.6156867828150723e-29,1.2101028921152428e-31,1.6322747894886779e-26,2.5832524216928963e-32,-5.3982645285787676e-41,4.898722138004213e-24,-2.0142082826263575e-22,2.2931499344037567e-20,2.0307543069566195e-23,3.0870121285570068e-11,3.4657006752313119e-20,2.9940892774217996e-22,2.1250171685661588e-20,-1.9279266221804586e-38,-6.4680365033114635e-28,1.1284094208021842e-22,2.0996968420746595e-29,1.7364188318330951e-38,0.88129999999999997,0.0,0.0,0.0,0.0098881817712653565,0.10880287874320585,9.9999999999994137e-05,8.1778468537407633e-08,7.5135447172209689e-07,6.3485468792762591e-07,3.7204578953567948e-13,1.1878885185204081e-07,8.3598018547182169e-10,2.4239057476299456e-09,1.7697550002160042e-15,2.4218859637892206e-17,3.4710973121902997e-13,2.2274318533303167e-11,9.6892204273684621e-08,5.1988212500993829e-10,1.0573375839777448e-19,1.0363599583794095e-16,1.326030076332496e-20,3.5074313733512278e-18,1.3062087073147284e-07,5.9019978721003192e-20,1.6187839763768265e-21,9.8984780769415786e-23,8.4141057095108226e-25,8.3700906676332053e-26,1.0475604147220976e-10,3.0848198793973462e-11,1.3428538265981841e-14,8.4848341037050583e-15,2.9520134781624201e-16,9.1773392914515431e-18,1.8293873915532027e-22,5.1623583749693871e-13,1.9487837382832408e-24,2.1916086111670983e-14,2.0159059785228269e-13,4.9817377778558762e-14,4.0207222144667397e-17,2.8015793220607917e-17,8.6909747122063877e-17,2.4911792585863277e-23,3.794789776418092e-19,5.4003854880917356e-20,1.1517984336291663e-27
1.6262848166174918e-10,0.0025620087669231276,9.5759924009830485e-18,1.6906168568254672e-13,8.6999803765228613e-14,8.7405538138199983e-18,4.4620996971192295e-11,1.0786833097439312e-16,-1.0214240279537402e-29,1.1565847901485465e-22,2.1557663681204386e-33,1.7510813705669421e-23,1.8389228544225291e-22,6.0218992514379866e-18,1.1220583509906425e-22,-1.6156885923530772e-29,1.3163894135697983e-31,1.7121668726416767e-26,2.8278478947061466e-32,-5.3814267616256986e-41,5.1281589311099997e-24,-2.0115188266357026e-22,2.3636122018662332e-20,2.0079764704644608e-23,3.2196993591385307e-11,3.6722329514454481e-20,3.2229819376717886e-22,2.2215987233706879e-20,-1.947074999514933e-38,-6.7453747769256122e-28,1.1812472507029964e-22,2.2450733722050263e-29,1.9161701516037281e-38,0.88129999999999997,0.0,0.0,0.0,0.0098881536927962303,0.10880287616007228,9.9999999999993987e-05,8.3040966129422735e-08,7.6295357508436161e-07,6.4394337273637771e-07,3.7778927650988314e-13,1.2133293848360066e-07,8.3597794927121646e-10,2.4616004563807612e-09,1.8076576448947398e-15,2.4595492660908328e-17,3.6500814020782108e-13,2.2972658214746364e-11,9.8393585589219482e-08,5.3605884704855335e-10,1.0766310649899552e-19,1.0826521113123131e-16,1.3752456140936901e-20,3.6834247474276431e-18,1.3264490879067462e-07,6.2820593165561042e-20,1.7450205567259973e-21,1.0685895030427234e-22,9.2173827176126417e-25,9.1721706286935882e-26,1.0749289845822355e-10,3.2174126068002913e-11,1.4006337764649904e-14,8.8514107750176995e-15,2.9852572023881548e-16,9.8357584279825036e-18,1.8301677345359842e-22,5.3201874376880056e-13,2.1047342296455888e-24,2.2242329949168292e-14,2.0602370089317107e-13,5.1674355307327947e-14,4.1708646865198342e-17,2.9061752952705453e-17,9.0365205089338019e-17,2.5902263450139263e-23,3.9124317721672383e-19,5.6163517152287034e-20,1.1978598910691843e-27
1.6510149284809253e-10,0.002562008760298114,9.8379830373112459e-18,1.7309981038904266e-13,8.754192141944503e-14,9.0128434091365556e-18,4.5968426957763079e-11,1.1430744051289443e-16,-1.0142443630170094e-29,-8.6266879971425637e-23,2.2697103920664218e-33,2.2515530484841694e-22,1.8313701721023695e-22,6.1683605094131816e-18,1.1737075732012898e-22,-1.6156864497170134e-29,1.427750202691834e-31,1.794048359937818e-26,3.0876510267040901e-32,-5.363307862004995e-41,5.3645930926926012e-24,-2.0092111283268925e-22,2.4351056964110477e-20,1.9900068142477991e-23,3.3558231700370598e-11,3.8875299832988913e-20,3.4654022456809884e-22,2.3212034504989478e-20,-1.9659498123192183e-38,-7.0262168041207314e-28,1.2356957571424788e-22,2.3981963811508336e-29,2.1112286490337854e-38,0.88129999999999997,0.0,0.0,0.0,0.0098881256142396533,0.10880287357125268,9.9999999999993838e-05,8.4303455523692407e-08,7.7455260142479112e-07,6.5302625756347098e-07,3.8353272508444375e-13,1.2388269091957172e-07,8.3597571306280389e-10,2.4992949131336957e-09,1.8456447006809819e-15,2.4972123166045239e-17,3.8352224621700847e-13,2.3681950046633487e-11,9.9894962297696972e-08,5.524833389146975e-10,1.0960131411086513e-19,1.1302328918244286e-16,1.4257159628416701e-20,3.865860250771087e-18,1.3466894120858329e-07,6.6809040931929246e-20,1.8790579303570405e-21,1.1523361825132553e-22,1.0083897961808672e-24,1.0038003845507751e-25,1.1025310244328864e-10,3.3534394582367104e-11,1.4599118588790981e-14,9.2275328041298397e-15,3.0185089494092975e-16,1.0530429257298244e-17,1.8312510000058313e-22,5.4802896551937054e-13,2.2706814137004609e-24,2.2569735262168508e-14,2.1048871975136889e-13,5.3571864735036627e-14,4.3242899284945195e-17,3.0130577479330233e-17,9.3901274890103812e-17,2.6915840832084425e-23,4.0319321165302364e-19,5.8371898037931886e-20,1.2449604234637666e-27
1.6757450403443588e-10,0.0025620087536593478,1.0102829194207916e-17,1.7716171528887024e-13,8.8034969841773946e-14,9.2911176702360352e-18,4.7335793130158591e-11,1.2102929022926492e-16,-1.0071151274136619e-29,1.1382433543256473e-22,2.3873972061850539e-33,3.0972632586966459e-23,1.8234758857595797e-22,6.3162013855884619e-18,1.2269057445374369e-22,-1.6156884946417833e-29,1.5443095193321394e-31,1.8779368075371429e-26,3.3632725460570257e-32,-5.3454514245412719e-41,5.6081263317289016e-24,-2.006532383601181e-22,2.5076289083517236e-20,1.9672481845297375e-23,3.4954125477793483e-11,4.1118145371436071e-20,3.7219194923059156e-22,2.4238977204531181e-20,-1.9845535660760973e-38,-7.3105908503065159e-28,1.2917783204123314e-22,2.5593606729722894e-29,2.3226051302935896e-38,0.88129999999999997,0.0,0.0,0.0,0.0098880975355956271,0.10880287097700871,9.9999999999993689e-05,8.5565936720235403e-08,7.8615155073216934e-07,6.6210360419939222e-07,3.8927613525384136e-13,1.2643784739182202e-07,8.3597347684658418e-10,2.5369891178513679e-09,1.8837122676628698e-15,2.5348751152929431e-17,4.0266263423965992e-13,2.4402202028726014e-11,1.0139633439910489e-07,5.6915559757054301e-10,1.1154838767375735e-19,1.1791162324088996e-16,1.4774608016284559e-20,4.0548990971906668e-18,1.3669296798564036e-07,7.0992072146291956e-20,2.0212600793407036e-21,1.2413314318835636e-22,1.1017626163131841e-24,1.0971677158853698e-25,1.1303632691332119e-10,3.4929293993307607e-11,1.5207007281428461e-14,9.6132812714151964e-15,3.0517710612720067e-16,1.1262756603586395e-17,1.8320607911192042e-22,5.6426605674456235e-13,2.4471180086935721e-24,2.2898291572823168e-14,2.1498538802465194e-13,5.5510195527104056e-14,4.4810214277985047e-17,3.1222430358398539e-17,9.7518576202528757e-17,2.7952702355635435e-23,4.1532956204128541e-19,6.062923414689243e-20,1.2931050772331218e-27
