Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871)
1.8811311920409772e-07,0.0018478072762151134,6.9678385484097861e-16,6.9259068955151161e-12,5.2989090584973424e-15,1.5126681161045028e-10,3.4374636833276817e-07,3.4423976681657391e-08,4.1144914142131673e-34,-2.2495256843412076e-30,1.3786601696180196e-25,2.113283613750432e-18,1.049039075680947e-23,8.6929964775631571e-15,3.7095292295224323e-17,7.9002385695329259e-25,3.6298256377120205e-23,2.3387887016687156e-18,1.4456065456509458e-19,1.4703431685524455e-31,1.196434411221181e-18,7.5675673972419318e-25,5.7609447103415541e-18,1.8260893272661617e-15,4.4197376873082912e-08,9.4152414083303367e-17,1.0807607509557481e-15,5.3483663557131203e-10,1.3314411879664675e-42,1.6529048507962571e-19,2.9356679106327002e-17,7.9855377730179466e-20,1.6832662095512334e-28,0.88129999999999997,0.0,0.0,0.0,0.009812835291234695,0.10877709746610041,9.9999999998269998e-05,3.6608810704899231e-06,2.9785053197743198e-05,7.5488481824382414e-06,5.6974555676244065e-11,2.2163250831641574e-05,1.595213962282105e-12,3.8604345686367447e-07,8.332970864527405e-13,8.8820930091266184e-15,2.9741189914473571e-06,2.9732244515082012e-06,1.7938248997312432e-07,7.2997046971014984e-06,9.5362383359543099e-16,7.8945221247100605e-12,2.2079424774083514e-15,1.0949002092267187e-11,1.4808512737737748e-07,3.186795709003466e-11,7.3466921273427737e-11,3.7069608394656587e-13,3.2508209519880283e-12,2.0441088279699758e-12,4.3025026832083241e-10,4.3543041317219448e-08,5.6507319577761648e-11,4.1387571678737881e-11,8.9965607747783994e-16,5.5644191602214227e-10,-3.6103203698359096e-15,2.7254268105467323e-12,2.0583956727436719e-12,6.7034028064187655e-13,7.6617116403074807e-12,6.9181292799330154e-10,2.2402512296822782e-12,1.917938114456892e-12,4.8014568134038614e-12,1.2413846680836615e-17,3.0085882595942553e-13,8.7666624028146275e-13,4.9318489368977534e-20,1.0782706783408191e-17,2.7579801438185485e-20,3.9877647681495335e-17,2.9284652317477223e-13,2.177776142767984e-11,1.295369778875509e-16,1.2342590136390349e-13,8.1607507689228985e-19,3.1672718994627313e-16,5.6209300535390387e-10,1.3140708106948599e-14,1.3543244990794848e-18,5.4476806287041019e-22,1.0289178844480644e-17,6.966578234235552e-15,6.6614513404926389e-15,7.2196927546716256e-20,8.2765576767558334e-19
1.9013546288351917e-07,0.001847806769275501,7.1159710738323813e-16,7.0683977929523642e-12,5.3488913165761502e-15,1.5385176850668628e-10,3.5006477506643021e-07,3.5797130098563819e-08,4.3303093444850384e-34,2.5075209989517634e-30,1.4271529685847063e-25,2.1862883364691851e-18,1.0856130334676377e-23,8.8444354599525893e-15,3.8807491517923502e-17,8.2532551412189672e-25,3.795084518892917e-23,2.4443809846320007e-18,1.5411858786391651e-19,1.5625883147024317e-31,1.2498484365470564e-18,7.690537526344759e-25,5.950015256172965e-18,1.8260963350169081e-15,4.5098031933590699e-08,9.6131593240949875e-17,1.1161448238486214e-15,5.49495677896081e-10,1.4123278349542546e-42,1.6529046618005868e-19,3.0624577272832521e-17,8.4991286947231759e-20,1.7666599402979139e-28,0.88129999999999997,0.0,0.0,0.0,0.0098119628720696964,0.10877681449139424,9.9999999998413329e-05,3.6989208833104332e-06,3.0042229680135792e-05,7.6112327866414837e-06,5.7466363854070067e-11,2.2346984420368399e-05,1.5950755507583166e-12,3.8937589123887158e-07,8.4020512832304556e-13,8.9587657037985832e-15,3.0623126971594413e-06,3.0592174842312817e-06,1.8130302268088849e-07,7.4488265778515755e-06,9.8115344983340081e-16,8.1237594052469736e-12,2.2734378009091481e-15,1.1282946259935013e-11,1.4967126729101533e-07,3.3188291833580799e-11,7.6545600383174012e-11,3.8794660294618307e-13,3.4226115563214307e-12,2.1727844819650002e-12,4.3383092233356978e-10,4.4418850860726056e-08,5.7643756217941823e-11,4.2219939191669252e-11,9.0715256279323823e-16,5.7931866953752207e-10,-3.6085289309428841e-15,2.7561829513470404e-12,2.1712527753009238e-12,6.7596548885673677e-13,7.7261965849275321e-12,7.0597480789431033e-10,2.2861055955388689e-12,1.9571953078736308e-12,4.8997523605453118e-12,1.2667983269395139e-17,3.1269977009972146e-13,9.1128659662196069e-13,5.1266121889739073e-20,1.1207086657547549e-17,2.8668953172252027e-20,4.1588437630013743e-17,3.0542802665309361e-13,2.2007678452293364e-11,1.3090424985899241e-16,1.3013252430280679e-13,8.6041835614445747e-19,3.200702679052829e-16,5.7417328001603585e-10,1.3629659452372726e-14,1.4047141626752436e-18,5.6503828545330187e-22,1.0672003249004361e-17,7.2614708260775776e-15,7.1695681362803487e-15,7.5556646225214326e-20,9.0135842257991591e-19
1.9215780656294061e-07,0.0018478062622805922,7.26538170235998e-16,7.2104718788603392e-12,5.2798767532237155e-15,1.5646204540063186e-10,3.5641015116489187e-07,3.7207218605544423e-08,4.5558855159164247e-34,-9.7335220630881524e-30,1.4769991855736338e-25,2.260987047300022e-18,1.1231937422437752e-23,8.9975392469159065e-15,4.0576340663637129e-17,8.6186448023632225e-25,3.9659003373101427e-23,2.5534872794535024e-18,1.6418866117421488e-19,1.6596801420073179e-31,1.3050259701412517e-18,7.8161952391519988e-25,6.1431247351039017e-18,1.8261037035903387e-15,4.6006122608256657e-08,9.8127857081762645e-17,1.1522651571890004e-15,5.6440854605239206e-10,1.4974332798302115e-42,1.6529044733673745e-19,3.1932090472410957e-17,9.0392829681608457e-20,1.8532743769484646e-28,0.88129999999999997,0.0,0.0,0.0,0.0098110898809253607,0.10877653141513516,9.9999999998565944e-05,3.7369331278166119e-06,3.0297763389328976e-05,7.673135105230127e-06,5.7955027313838132e-11,2.2529296105656634e-05,1.5949370459689661e-12,3.9268701764273938e-07,8.4705970926365289e-13,9.0349481443814969e-15,3.151986871841985e-06,3.146625536362439e-06,1.8322338099733249e-07,7.5992132808264508e-06,1.0091353917812214e-15,8.3567873856199846e-12,2.3400330438155397e-15,1.1622700898108397e-11,1.5125727964474758e-07,3.4546595217724295e-11,7.9713928573346833e-11,4.0579068638890638e-13,3.6012931950573229e-12,2.30789649904379e-12,4.3738397038549527e-10,4.5301425518752315e-08,5.8788966841580634e-11,4.3058733188604117e-11,9.1459278593113417e-16,6.0285072308299897e-10,-3.606675952673779e-15,2.7869366274386346e-12,2.2889145381476234e-12,6.815487583255204e-13,7.7902021628571575e-12,7.2025476790863442e-10,2.332342119274611e-12,1.9967796779291561e-12,4.9988673106342301e-12,1.2924238369691655e-17,3.2485863770549139e-13,9.4683988570187027e-13,5.3266238276608067e-20,1.1642861016225781e-17,2.9787454844356625e-20,4.3350162466778337e-17,3.1838470353125523e-13,2.2238030017142736e-11,1.3227410003589128e-16,1.3711510031106583e-13,9.0658620006940186e-19,3.2341964976069643e-16,5.8638054028169307e-10,1.413446294722288e-14,1.4567373575601591e-18,5.8596568303388858e-22,1.1067238057722546e-17,7.5673106301593666e-15,7.7096301263044799e-15,7.903196778455246e-20,9.806473202096298e-19
1.9418015024236206e-07,0.0018478057552297068,7.4155040792120027e-16,7.3482532053187945e-12,4.9999327731083363e-15,1.5909787146539042e-10,3.6278158308609777e-07,3.8654693870586269e-08,4.7914314331727465e-34,6.3241374396798427e-30,1.5282310355062599e-25,2.3374012514714676e-18,1.1618522832233908e-23,9.1523287053429419e-15,4.2403076722937462e-17,8.9967517572591343e-25,4.1423959560809009e-23,2.6661840965072342e-18,1.7479189549833775e-19,1.7618505107113497e-31,1.3620052201776463e-18,7.9356170029264252e-25,6.3403152330829857e-18,1.8261114461392167e-15,4.6921591321535897e-08,1.0014105605304487e-16,1.1891279496999463e-15,5.7957779309636756e-10,1.5869165297171036e-42,1.6529042854987965e-19,3.3279986709890295e-17,9.6070371809608702e-20,1.9432020614714438e-28,0.88129999999999997,0.0,0.0,0.0,0.009810216326749676,0.10877624823748697,9.9999999998728154e-05,3.7749178190536981e-06,3.0551652201166784e-05,7.7345547271697007e-06,5.8440542013097316e-11,2.2710184691747022e-05,1.5947984493681961e-12,3.9597680867857884e-07,8.5386078431623222e-13,9.1106397005317365e-15,3.2431430325082352e-06,3.2354503686045636e-06,1.8514356481169422e-07,7.7508563794784906e-06,1.0375702168951253e-15,8.5936110029672987e-12,2.4077293393892981e-15,1.1968274608337154e-11,1.5284316435064149e-07,3.5943439465290014e-11,8.2973280385465615e-11,4.2424129502997693e-13,3.7870513511101261e-12,2.4496808963577192e-12,4.4090938745660573e-10,4.6190697893861831e-08,5.9942863920698532e-11,4.3903889560454648e-11,9.2197670089350197e-16,6.2704805019544967e-10,-3.6047600146895223e-15,2.8176878371586299e-12,2.4115253715377544e-12,6.8709005067413663e-13,7.8537279181070231e-12,7.3465192195580653e-10,2.3789579287605527e-12,2.0366887657118514e-12,5.0987955061664908e-12,1.3182596061909437e-17,3.3733970136445631e-13,9.8333870459950264e-13,5.5319547201652064e-20,1.2090182992125604e-17,3.0935702756883717e-20,4.5163621030491686e-17,3.3172244996679517e-13,2.2468845622497342e-11,1.3364670386696814e-16,1.4438117208298312e-13,9.5462847996535011e-19,3.267757644972078e-16,5.9871503406175642e-10,1.4655498725718996e-14,1.5104332498031184e-18,6.0756601465539865e-22,1.147518082685959e-17,7.8844511051880167e-15,8.2832077766148531e-15,8.2625416467529996e-20,1.0658713687508216e-18
1.9550803753077333e-07,0.001847805422265243,7.5149582346278674e-16,7.4397710860007526e-12,5.4417366858837993e-15,1.6084258063830715e-10,3.6697884430679857e-07,3.9625666624379875e-08,4.9519999178256018e-34,3.0957086935885608e-33,1.5626396907600313e-25,2.3885176398511321e-18,1.1877847678026255e-23,9.2548919020851405e-15,4.3634611324792884e-17,9.2521061575243226e-25,4.2614332625572787e-23,2.7421717296945164e-18,1.8205442110770557e-19,1.8317541746533722e-31,1.4004167435138025e-18,8.0166118717058691e-25,6.4720320301084508e-18,1.8261167412090969e-15,4.752668046673272e-08,1.0147210791942077e-16,1.2137391251645791e-15,5.8967872043469268e-10,1.648193591256393e-42,1.6529041624496328e-19,3.4187361958985942e-17,9.9953510466609556e-20,2.0040966878377447e-28,0.88129999999999997,0.0,0.0,0.0,0.0098096424420291949,0.1087760622456925,9.9999999998840044e-05,3.7998438977176774e-06,3.071746214968992e-05,7.7746206653092364e-06,5.8757620685622618e-11,2.2828183160764203e-05,1.5947073964736211e-12,3.981252969631778e-07,8.5829730771016497e-13,9.1600721477177987e-15,3.3038035267243486e-06,3.2945447595376434e-06,1.8640427814358321e-07,7.8511057253281232e-06,1.0564872976865114e-15,8.7511777351682786e-12,2.4527785633249519e-15,1.2198349590573721e-11,1.5388439966493462e-07,3.6881854742240741e-11,8.5163562461878119e-11,4.3669227051685948e-13,3.9129607001394105e-12,2.5465225613383935e-12,4.4320916739447525e-10,4.6778211584691532e-08,6.0705204261451616e-11,4.4462255526707614e-11,9.2679444840366759e-16,6.4330282656727173e-10,-3.6034670606219867e-15,2.8378779890749709e-12,2.4947948984082207e-12,6.9070568326872633e-13,7.8951784522991536e-12,7.4416852170851503e-10,2.4097711464585264e-12,2.0630688166121694e-12,5.1648485045354964e-12,1.3353371688669785e-17,3.4571215269320382e-13,1.0078244164581622e-12,5.6697036452431573e-20,1.2390252139070181e-17,3.1706019944647321e-20,4.638287301427983e-17,3.4069020877781145e-13,2.2620667654090842e-11,1.3454954908603677e-16,1.4930999029075854e-13,9.8721715694425632e-19,3.2898328576107907e-16,6.0688328808872139e-10,1.5006627820090027e-14,1.5466191498824683e-18,6.2212260595804059e-22,1.1750095274557961e-17,8.0990081533826547e-15,8.6788319430822731e-15,8.5050373953876747e-20,1.1252336001475502e-18
1.9584000935287614e-07,0.0018478053390202972,7.5400530661857608e-16,7.4636140155818854e-12,5.5355446489427228e-15,1.6128050168479192e-10,3.6802982198596968e-07,3.9870973116375777e-08,4.9928954988057362e-34,5.9458110872479753e-33,1.5713385158780029e-25,2.401414181349331e-18,1.1943321641408507e-23,9.2806484529503233e-15,4.3946520547112153e-17,9.3168371596934737e-25,4.2915877235452812e-23,2.761418302826405e-18,1.8390815392018726e-19,1.8495832238922264e-31,1.4101448876972707e-18,8.0383924897764681e-25,6.5052404048801067e-18,1.8261180919012003e-15,4.7678443978224253e-08,1.018060060429503e-16,1.219942552339395e-15,5.9222148252814636e-10,1.6638432455744071e-42,1.6529041317261268e-19,3.4417004084061618e-17,1.0094396232678335e-19,2.019553073130121e-28,0.88129999999999997,0.0,0.0,0.0,0.0098094989338075884,0.108776015740934,9.9999999998868694e-05,3.8060735627812366e-06,3.0758803650291753e-05,7.7846046022389221e-06,5.8836677899073621e-11,2.2857586821883171e-05,1.5946846272092676e-12,3.9866097948354935e-07,8.5940283078609049e-13,9.1723971383107753e-15,3.3190686031456679e-06,3.3094139453752747e-06,1.8671944471034554e-07,7.8762518503837744e-06,1.0612471227171462e-15,8.7908255261462173e-12,2.4641151306582551e-15,1.2256261066653895e-11,1.541446998856522e-07,3.7119112147462381e-11,8.5717402420140493e-11,4.3984718738785319e-13,3.9449336638788171e-12,2.571206818676401e-12,4.4378224911039035e-10,4.692553441871286e-08,6.0896365704219962e-11,4.4602269170150765e-11,9.2799508949108866e-16,6.4741233608845853e-10,-3.6031394359888519e-15,2.8429253607393679e-12,2.515960479690415e-12,6.916067639806047e-13,7.9055087706356541e-12,7.4655547724708924e-10,2.4174997124182589e-12,2.0696854564835233e-12,5.1814159187093666e-12,1.3396205634277599e-17,3.4782739768880366e-13,1.0140108001171671e-12,5.70450629685014e-20,1.246606265032271e-17,3.1900642738963498e-20,4.669125111407482e-17,3.4295841017015278e-13,2.2658657399223093e-11,1.3477546359668749e-16,1.5056206134092157e-13,9.9549568081257218e-19,3.2953566292994726e-16,6.0893394953896386e-10,1.5095542182209358e-14,1.555782283245713e-18,6.258086862378027e-22,1.1819710173336399e-17,8.1534452333430332e-15,8.7801602167914339e-15,8.566482695801514e-20,1.1405111082908174e-18
1.9650395299708177e-07,0.001847805172525792,7.5904620140739163e-16,7.5120573011486456e-12,5.5498177340795929e-15,1.6215844313059013e-10,3.7013374470582077e-07,4.0364675675752671e-08,5.0754564338293146e-34,3.4020360632802195e-34,1.5888532028866611e-25,2.4273490788821402e-18,1.2075229542110844e-23,9.3323010314469685e-15,4.4575208905947997e-17,9.4473812585195811e-25,4.3523747013322751e-23,2.8002134700970968e-18,1.8766203240146969e-19,1.8856773801038107e-31,1.4297527027423717e-18,8.0826187178615405e-25,6.571993462629469e-18,1.8261208259152065e-15,4.7982558686312997e-08,1.0247515738869576e-16,1.2324103565571335e-15,5.973281235355593e-10,1.695522959192341e-42,1.6529040703290541e-19,3.487967047973719e-17,1.0294880577663744e-19,2.0507481147533003e-28,0.88129999999999997,0.0,0.0,0.0,0.009809211873185824,0.10877592272325085,9.9999999998926848e-05,3.8185306678530506e-06,3.0841353419890079e-05,7.8045334119393847e-06,5.8994537289627414e-11,2.2916278976515065e-05,1.5946390814757874e-12,3.9973061644849151e-07,8.6160954684974882e-13,9.1970073599056085e-15,3.3497187282743748e-06,3.3392670609572907e-06,1.8734976372110383e-07,7.9266443854722243e-06,1.0708034506165007e-15,8.8704285465309477e-12,2.4868774005612319e-15,1.2372555488347625e-11,1.5466528999490873e-07,3.7596828836516841e-11,8.6832647902368146e-11,4.4620803624293023e-13,4.0094802338318031e-12,2.621151599481725e-12,4.4492617617271846e-10,4.7220711293067941e-08,6.1279377508208268e-11,4.4882801053904936e-11,9.3039180588660924e-16,6.5568664048014749e-10,-3.6024788783206062e-15,2.8530199044384668e-12,2.558714112014752e-12,6.9340552630838487e-13,7.9261305858323455e-12,7.5133872760620232e-10,2.4329870692429664e-12,2.0829446126602362e-12,5.214615553889342e-12,1.3482041079241016e-17,3.5208457722940459e-13,1.026461900727554e-12,5.7745522785670296e-20,1.2618640235694071e-17,3.2292352682399552e-20,4.7312310030061186e-17,3.4752650850185244e-13,2.2734678891876009e-11,1.3522754192288233e-16,1.5309028251871744e-13,1.0122119361826793e-18,3.3064102683595715e-16,6.1304559873987886e-10,1.5274741389892599e-14,1.5742497740042312e-18,6.3323766227584838e-22,1.1960012890333464e-17,8.2632882851408619e-15,8.9857757704297271e-15,8.6903668692965579e-20,1.1716024443201681e-18
1.971678966412874e-07,0.0018478050060251141,7.6410446630486115e-16,7.5606988096803659e-12,5.5048700461332569e-15,1.6303919019148166e-10,3.7224026456638135e-07,4.0862510574953421e-08,5.1591199283475903e-34,-5.825908750651791e-31,1.6065249353360715e-25,2.4534738502876521e-18,1.2208438731913615e-23,9.3841401192745835e-15,4.5210427992849099e-17,9.5793789021258918e-25,4.4138028105236762e-23,2.8394136483475543e-18,1.9147845937432961e-19,1.9223610630314221e-31,1.4495637108119659e-18,8.126650334639014e-25,6.6391961668325009e-18,1.8261236037226665e-15,4.8287455273854193e-08,1.0314610677284259e-16,1.2449596069276709e-15,6.0246299722252854e-10,1.7276970123646248e-42,1.6529040089999307e-19,3.5346869484329164e-17,1.0498589472090854e-19,2.0823223902737666e-28,0.88129999999999997,0.0,0.0,0.0,0.0098089247539170834,0.10877582969468509,9.9999999998986113e-05,3.8309848066301124e-06,3.0923725504457335e-05,7.8244101303451991e-06,5.9152056550289278e-11,2.297481755784366e-05,1.5945935261778301e-12,4.0079794876036042e-07,8.6381048884229281e-13,9.2215645560117337e-15,3.3805288409114351e-06,3.369273202068763e-06,1.8798006389836943e-07,7.9771703848785068e-06,1.080408692899434e-15,8.9504415812620522e-12,2.5097585357955337e-15,1.2489478707634032e-11,1.5518586632530169e-07,3.8078831414665392e-11,8.795802098613626e-11,4.5263729440751355e-13,4.0748332951085743e-12,2.671872083946569e-12,4.4606712103741398e-10,4.7516594454350873e-08,6.1663305288205065e-11,4.5164003842372721e-11,9.3278244494637333e-16,6.6403495061108532e-10,-3.6018111996022112e-15,2.8631141819149483e-12,2.6020354731119969e-12,6.9519975699130031e-13,7.9467006006867013e-12,7.5613440417612535e-10,2.4485146411320554e-12,2.0962381981413297e-12,5.2479014163634475e-12,1.3568099459129578e-17,3.5637746745512135e-13,1.039017813037136e-12,5.8451878979882569e-20,1.2772497704660361e-17,3.2687359987743397e-20,4.7939129300889407e-17,3.5213704028268471e-13,2.2810757263530176e-11,1.3567995786428145e-16,1.5565083797534431e-13,1.0291419814718668e-18,3.3174721623526026e-16,6.1717102486888801e-10,1.5455779350660755e-14,1.5929067423276629e-18,6.4074286662356352e-22,1.210175512269947e-17,8.3744342462123064e-15,9.1953870893105342e-15,8.8155833856216812e-20,1.2034204652175302e-18
1.9783184028549303e-07,0.0018478048395182446,7.6917777245308961e-16,7.6093788906336047e-12,5.5648634492023587e-15,1.639227506181077e-10,3.7434934963661862e-07,4.1364493245681801e-08,5.2440340007353479e-34,3.8722417901971112e-31,1.6243549138692866e-25,2.4797892107995972e-18,1.2342860855421367e-23,9.4361664510734609e-15,4.5852222958845336e-17,9.712843101352934e-25,4.4758765331320852e-23,2.8790216251018188e-18,1.9535823859032238e-19,1.9596413454561398e-31,1.4695793050193486e-18,8.1702786871670309e-25,6.7068500154504994e-18,1.8261264258613503e-15,4.8593131699644181e-08,1.0381884888229458e-16,1.2575905180146178e-15,6.0762619611337612e-10,1.7603873433544368e-42,1.6529039477387971e-19,3.58186288539113e-17,1.0705562294592405e-19,2.1142793645650686e-28,0.88129999999999997,0.0,0.0,0.0,0.0098086375763089366,0.10877573665524432,9.9999999999046503e-05,3.8434359796474742e-06,3.1005919856109684e-05,7.8442347514257244e-06,5.9309235590204512e-11,2.3033202548630352e-05,1.594547961365381e-12,4.0186297580324872e-07,8.6600565611558273e-13,9.2460687124583519e-15,3.4114989676500881e-06,3.3994324066084759e-06,1.8861034523839483e-07,8.0278295497531046e-06,1.0900628614908212e-15,9.0308647393809575e-12,2.5327585563298968e-15,1.260703091920073e-11,1.5570642887367613e-07,3.8565139921531574e-11,8.909356983962111e-11,4.5913542981823496e-13,4.1409996318020241e-12,2.7233771437381265e-12,4.4720508330837095e-10,4.7813181516696306e-08,6.204814594580399e-11,4.5445875266153019e-11,9.3516701681826928e-16,6.7245761651109199e-10,-3.6011363477968612e-15,2.8732081931090986e-12,2.6459299100733043e-12,6.9698945871430083e-13,7.9672188162332561e-12,7.6094247553889672e-10,2.4640823262504744e-12,2.1095661257428971e-12,5.2812732878068126e-12,1.3654380209478871e-17,3.6070621779518409e-13,1.0516789773483769e-12,5.9164156321172175e-20,1.2927640412882815e-17,3.3085678506851127e-20,4.8571736984654946e-17,3.5679021261781801e-13,2.2886893566366947e-11,1.3613271767843039e-16,1.582440031946718e-13,1.0462876381431164e-18,3.3285424642800395e-16,6.2131023832494595e-10,1.5638669826014727e-14,1.6117546060657103e-18,6.4832486978493446e-22,1.2244947642259332e-17,8.4868964668227591e-15,9.4090552449238544e-15,8.9421413583328113e-20,1.2359792605561421e-18
1.9849578392969866e-07,0.0018478046730051687,7.7426818183135587e-16,7.6582381915876879e-12,5.5918672698128132e-15,1.6480913212314146e-10,3.7646096805232148e-07,4.1870639053452979e-08,5.3302025994683545e-34,-9.3781862158905329e-32,1.6423443468100575e-25,2.5062958791239593e-18,1.2478455654835595e-23,9.4883807875656924e-15,4.6500639116510594e-17,9.8477869782719631e-25,4.5386003666769125e-23,2.9190401971812631e-18,1.9930218094861831e-19,1.997524814751612e-31,1.4898008832822667e-18,8.2136787103452678e-25,6.7749565115054425e-18,1.8261292928663502e-15,4.8899585922214683e-08,1.0449338018316636e-16,1.270303303642906e-15,6.1281781298052719e-10,1.7936252164408321e-42,1.6529038865450962e-19,3.6294976411732828e-17,1.0915838744209963e-19,2.1466225246357053e-28,0.88129999999999997,0.0,0.0,0.0,0.00980835034066759,0.10877564360493634,9.9999999999108032e-05,3.8558841874404954e-06,3.1087936430385514e-05,7.8640072701219616e-06,5.9466074325065112e-11,2.3091433934505221e-05,1.5945023870882011e-12,4.0292569700577732e-07,8.6819504812933654e-13,9.2705198160991623e-15,3.4426291319867343e-06,3.4297447096814192e-06,1.8924060773745242e-07,8.0786215811927274e-06,1.0997659674223894e-15,9.1116981224098586e-12,2.5558774798313069e-15,1.2725212305177554e-11,1.5622697763687214e-07,3.9055774369973669e-11,9.0239342570193456e-11,4.6570291145626517e-13,4.2079860532347325e-12,2.7756757114531388e-12,4.4834006264545826e-10,4.8110470094351321e-08,6.243389638275367e-11,4.5728413055958091e-11,9.3754551254026744e-16,6.8095498783263212e-10,-3.6004542706571515e-15,2.8833019379611059e-12,2.6904027975626214e-12,6.9877463056227193e-13,7.9876852483904289e-12,7.657629102754349e-10,2.4796900227598034e-12,2.1229283082781384e-12,5.3147309498834245e-12,1.3740882765795691e-17,3.6507097738604063e-13,1.0644458334281077e-12,5.988237954944002e-20,1.30840737055341e-17,3.3487322074727965e-20,4.9210161112445971e-17,3.6148623241560073e-13,2.2963088853254783e-11,1.3658582762694249e-16,1.6087005463704323e-13,1.0636507341157282e-18,3.3396213272428151e-16,6.2546324969759159e-10,1.5823426611942743e-14,1.630794786617969e-18,6.5598424369367174e-22,1.2389601247807631e-17,8.6006883968204267e-15,9.626841968202222e-15,9.0700499213293763e-20,1.2692931341364242e-18
1.991597275739043e-07,0.0018478045064858571,7.7937241313418623e-16,7.7070523935827438e-12,5.5412246002578113e-15,1.656983423695701e-10,3.7857508829123678e-07,4.2380963296131644e-08,5.4175568640416691e-34,-7.6571525902655987e-31,1.6604944504408158e-25,2.5329946552783339e-18,1.2615261586733662e-23,9.5407838519466852e-15,4.7155721940653403e-17,9.9842237510931986e-25,4.6019788241398871e-23,2.9594721707697631e-18,2.0331110458005257e-19,2.0360191019450123e-31,1.5102298483404e-18,8.2567868184748716e-25,6.8435171522086802e-18,1.8261322052060615e-15,4.9206815899932176e-08,1.0516969472484526e-16,1.2830981770895695e-15,6.1803794084124454e-10,1.8274123317291684e-42,1.6529038254184539e-19,3.6775940048401794e-17,1.1129458843353337e-19,2.1793553804071832e-28,0.88129999999999997,0.0,0.0,0.0,0.0098080630472985528,0.1087755505437689,9.9999999999170712e-05,3.8683294305448312e-06,3.1169775185556912e-05,7.8837276823359263e-06,5.9622572675792674e-11,2.3149511703931853e-05,1.5944568033959383e-12,4.0398611183195378e-07,8.7037866444980628e-13,9.2949178546020429e-15,3.4739193543552223e-06,3.4602101436275641e-06,1.8987085139183414e-07,8.1295461802541066e-06,1.1095180208420462e-15,9.1929418244284558e-12,2.5791153216904544e-15,1.2844023035264091e-11,1.5674751261172523e-07,3.9550754744787469e-11,9.1395387221261038e-11,4.7234020932504363e-13,4.2757993936875049e-12,2.828776780763024e-12,4.4947205876386147e-10,4.8408457801796295e-08,6.2820553501114557e-11,4.6011614942728489e-11,9.3991792897653627e-16,6.895274138290922e-10,-3.5997649157376976e-15,2.8933954164110569e-12,2.7354595377750588e-12,7.00555271127092e-13,8.0080998914198269e-12,7.7059567697322599e-10,2.495337628843237e-12,2.1363246585787699e-12,5.3482741843078597e-12,1.3827606563717606e-17,3.6947189508168957e-13,1.0773188203414436e-12,6.0606573365110718e-20,1.3241802917643703e-17,3.3892304504303186e-20,4.9854429686868544e-17,3.6622530637636634e-13,2.303934417746102e-11,1.3703929397378456e-16,1.6352926972618648e-13,1.0812331036787773e-18,3.350708904399409e-16,6.296300697674322e-10,1.6010063538067462e-14,1.6500287088460084e-18,6.6372156167785293e-22,1.2535726764440728e-17,8.7158235863057981e-15,9.8488096590133307e-15,9.1993182284205565e-20,1.3033766096631924e-18
