Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726)
3.609006990842021e-07,0.0020909460686419543,2.9410346386477465e-14,1.8240262645980022e-10,6.1535126526295056e-14,2.3502457082376308e-09,2.0144736704391996e-06,1.465992425453263e-06,1.5687145778490337e-30,2.346398294073193e-31,3.869215680322133e-23,4.7280954890025785e-16,2.4125303495127031e-21,1.305893096906385e-13,1.2726844103706692e-14,2.7919784766908605e-22,1.052121615352237e-20,2.5478021799411795e-16,8.7425833121940202e-17,1.3277058425854376e-27,4.5565089742679278e-16,2.5323782474745966e-23,1.2278681816414861e-15,4.3214120109569859e-15,1.0430928122848887e-06,5.9982201872305182e-15,1.4855349303003003e-13,1.1635168176254158e-08,1.4675174817474555e-38,9.956872325190304e-19,9.3358715948716623e-15,1.3584398313401843e-16,2.4510704330650806e-25,0.88129999999999997,0.0,0.0,0.0,0.0095632810543734795,0.10870852164727604,9.9999999869015765e-05,1.4715507059054723e-05,8.6045576397035238e-05,2.8983049417506576e-05,1.1210677417391664e-10,4.5902584455030273e-05,7.4440402010553225e-12,7.5401240689476612e-07,1.3626947173789984e-12,1.4008283198691824e-14,4.4319105311604896e-05,4.1415048689327888e-05,1.7073120829279262e-06,6.0217899554606967e-05,1.5854976049666932e-14,1.9086038482451462e-10,7.5129930548957478e-14,4.8084304822815597e-10,1.592177943172574e-06,4.3942093236925596e-09,5.3816793128064203e-09,1.6844415669403926e-10,1.0355899459577405e-09,1.8323213255689602e-09,2.8639935609959067e-09,9.6235454785881694e-07,9.0926942731167557e-10,6.4366535147581551e-10,3.3246212953170023e-15,7.9185508951180764e-08,5.4018548831206264e-15,4.1092511835244699e-11,6.9136908355142282e-10,1.6317831423167161e-12,2.0939706488302855e-11,6.2012376934645379e-09,1.3571820126544565e-11,1.1015733724700762e-11,3.0514781447545528e-11,4.5177882523363854e-17,3.8339636535415609e-11,6.0639801355676075e-11,2.6636606019397165e-18,2.2888590057244355e-15,1.4970755878473826e-18
3.654812963208373e-07,0.002090943562246924,3.0354489542745672e-14,1.8615458042657645e-10,6.1843904254349868e-14,2.4144608922311336e-09,2.0342217508202217e-06,1.5152850377645238e-06,1.7014418122226919e-30,1.7281389852868646e-31,4.0881037425521968e-23,4.9363802672708841e-16,2.5471440734491318e-21,1.3419278592716302e-13,1.3451132916742779e-14,3.0015651904371211e-22,1.1060442135618377e-20,2.6722697228528006e-16,9.3818904387757855e-17,1.5046716641553019e-27,4.8154893212282864e-16,2.6075399857315948e-23,1.278716566644637e-15,4.3321716882351549e-15,1.063137231021325e-06,6.1159116153155192e-15,1.5367148546767365e-13,1.2154672577971568e-08,1.5978020536589877e-38,9.9568713467353276e-19,9.8393919325496059e-15,1.4588944216014893e-16,2.6103441596920843e-25,0.88129999999999997,0.0,0.0,0.0,0.0095590822468816176,0.10870723328155389,9.9999999865390017e-05,1.4883726548710302e-05,8.6440787431995265e-05,2.9042308786717029e-05,1.1262048566683877e-10,4.5996083801914895e-05,7.4408763513375486e-12,7.5746760937334182e-07,1.3654704013207829e-12,1.4072475053378931e-14,4.5440609039074136e-05,4.2485150601151203e-05,1.7285968356556218e-06,6.1443523548450972e-05,1.626427817695881e-14,1.9580209620065508e-10,7.7031633175479613e-14,4.9322128772087891e-10,1.6120579156513238e-06,4.5594249204706095e-09,5.5848406354369904e-09,1.7579347394852783e-10,1.0838057609953869e-09,1.9412884075127417e-09,2.8698985889009722e-09,9.7927731316075781e-07,9.2524886545056093e-10,6.5497714583700643e-10,3.3353057005253641e-15,8.2279877763511313e-08,6.2073139250304622e-15,4.1614067459880633e-11,7.2975396381959979e-10,1.6371604248421789e-12,2.1009551395229481e-11,6.324249595819417e-09,1.38408930048461e-11,1.1234130114691533e-11,3.1119814093248569e-11,4.6073648197932334e-17,4.0093043688576303e-11,6.3415386659344269e-11,2.7855808104468372e-18,2.3935369411661439e-15,1.5655992457430251e-18
3.7006189355747246e-07,0.002090941054818337,3.1323126513504663e-14,1.8992335942582134e-10,6.2143358993008567e-14,2.4791507149707981e-09,2.0535383960125563e-06,1.5652464110112988e-06,1.8425589049586894e-30,2.3923666848717893e-31,4.3148698552796838e-23,5.1504755437149825e-16,2.6865103900986184e-21,1.3782579062790359e-13,1.4205708203684761e-14,3.2229186517338091e-22,1.1615941033655516e-20,2.8000050358495952e-16,1.0054698729724925e-16,1.653644356615127e-27,5.0852227952605445e-16,2.6839604431202585e-23,1.3308165538774786e-15,4.3435419010954675e-15,1.0832216236888653e-06,6.2338609220085595e-15,1.5888678773827121e-13,1.2688332533133192e-08,1.7367634147761309e-38,9.9568705745786368e-19,1.0362072242146625e-14,1.5651349600603872e-16,2.7771538227641673e-25,0.88129999999999997,0.0,0.0,0.0,0.0095548850111107572,0.10870594412958279,9.9999999861733938e-05,1.5051506882173959e-05,8.6825506437764497e-05,2.9097814815387538e-05,1.1312051589518009e-10,4.60836283197961e-05,7.4377136781707771e-12,7.6083079224716557e-07,1.3680693062393362e-12,1.4134957338472599e-14,4.6568688642398062e-05,4.3562795172878959e-05,1.749871950450268e-06,6.2674151879624915e-05,1.6676455633390379e-14,2.0077879050424136e-10,7.8944494804849299e-14,5.0567550301113054e-10,1.6319295267286251e-06,4.7278015624362203e-09,5.7919090514071821e-09,1.8332751954033371e-10,1.1333489805904165e-09,2.05475435758231e-09,2.8754309437529221e-09,9.9617398273159988e-07,9.4120330095587858e-10,6.6627124142495391e-10,3.3455776313665061e-15,8.5440359092644356e-08,7.0479689045981079e-15,4.2135403885811431e-11,7.6961238917381613e-10,1.642335588619274e-12,2.1076805340492146e-11,6.4476508255015155e-09,1.4110812109244689e-11,1.1453213355554253e-11,3.1726749964636938e-11,4.6972231644816995e-17,4.1900168280553438e-11,6.6276065006931838e-11,2.9112388113576886e-18,2.5014218042214629e-15,1.6362236809512992e-18
3.7464249079410763e-07,0.0020909385464427895,3.2316781766889463e-14,1.9370852814238278e-10,6.2437311999579759e-14,2.5442990342030102e-09,2.0724287230663252e-06,1.6158635950308507e-06,1.9924005509860244e-30,2.0979017895668069e-31,4.5496048330578397e-23,5.3704315211919492e-16,2.8306803308265006e-21,1.4148746792470295e-13,1.499133723223161e-14,3.4564603550836171e-22,1.2187776123988905e-20,2.9309860859400411e-16,1.0761968114252053e-16,1.7945041376748079e-27,5.3659742306556698e-16,2.7616822704143945e-23,1.3841724269938522e-15,4.3555465736548314e-15,1.1033434327610922e-06,6.3520522254925245e-15,1.6419952481900355e-13,1.3236247992504346e-08,1.884769743389932e-38,9.9568700127138668e-19,1.0904292886617265e-14,1.6773938929793773e-16,2.9517120932181987e-25,0.88129999999999997,0.0,0.0,0.0,0.0095506893686565265,0.10870465424309338,9.9999999858048328e-05,1.5218849010757515e-05,8.7200009150807138e-05,2.9149704621120852e-05,1.1360722457439026e-10,4.6165435723829233e-05,7.434552198359169e-12,7.6410437494026343e-07,1.3704978953718837e-12,1.419577500280475e-14,4.7703080026417053e-05,4.4647745128326724e-05,1.7711374309672486e-06,6.390963285540949e-05,1.7091417580848114e-14,2.0578936843310196e-10,8.0868067426535729e-14,5.1820270248213447e-10,1.6517927752484811e-06,4.8993208730531534e-09,6.0028619830034136e-09,1.9104652896187507e-10,1.1842239477273565e-09,2.1728137524033737e-09,2.8806042251644512e-09,1.0130420624607548e-06,9.5713037824353576e-10,6.7754597070750189e-10,3.3554504431844666e-15,8.866689354730501e-08,7.924791891058987e-15,4.2656521076818499e-11,8.109729389278145e-10,1.6473151693724877e-12,2.1141552053804107e-11,6.5714262942385001e-09,1.4381544392391996e-11,1.167295662396607e-11,3.2335514738334226e-11,4.7873522826435773e-17,4.3761777462784531e-11,6.922305179090244e-11,3.0406879919353571e-18,2.612559394020053e-15,1.7089788990848704e-18
3.792230880307428e-07,0.002090936037205152,3.3335981097664865e-14,1.97509608588509e-10,6.2723582296279137e-14,2.6098900824919038e-09,2.0908980773581292e-06,1.6671236617654144e-06,2.1513034830605006e-30,2.1922560631901377e-31,4.7923959820309684e-23,5.5962968986034721e-16,2.9797032357145579e-21,1.4517698084043846e-13,1.5808791051291882e-14,3.7026168139580993e-22,1.277600398177246e-20,3.0651884021880291e-16,1.1504652813620653e-16,1.9721279842561415e-27,5.6580093082773072e-16,2.8406493442412604e-23,1.4387880883820281e-15,4.3682100803577161e-15,1.1235001942548123e-06,6.4704702155750626e-15,1.696098083346946e-13,1.3798515150744636e-08,2.0421938153184944e-38,9.95686966508382e-19,1.1466431555200966e-14,1.7959083418810973e-16,3.1342327042379371e-25,0.88129999999999997,0.0,0.0,0.0,0.0095464953404032753,0.10870336367261844,9.9999999854334055e-05,1.538575388422475e-05,8.7564565376657292e-05,2.9198111599872275e-05,1.1408096367785345e-10,4.6241717813967262e-05,7.4313919281541837e-12,7.6729072480473452e-07,1.3727624563530101e-12,1.4254972027798436e-14,4.8843526015637074e-05,4.5739768452653883e-05,1.7923932809090296e-06,6.5149818844241459e-05,1.7509075198190162e-14,2.1083275499325068e-10,8.2801914764002895e-14,5.3079997109296123e-10,1.6716476602290238e-06,5.0739636549857464e-09,6.2176758240352223e-09,1.9895065681468782e-10,1.2364343569770228e-09,2.295560487063227e-09,2.8854316644205971e-09,1.0298791685020681e-06,9.7302784602607693e-10,6.8879973998439319e-10,3.3649371488711723e-15,9.1959404836870358e-08,8.8387631407711245e-15,4.3177419001335363e-11,8.5386399503225446e-10,1.652105535914692e-12,2.1203873130508571e-11,6.6955614021806971e-09,1.4653057877539035e-11,1.1893333965570264e-11,3.2946036498652526e-11,4.8777415269848495e-17,4.5678631620905629e-11,7.2257551631648395e-11,3.1739812662695098e-18,2.7269951057745407e-15,1.7838946398154768e-18
3.83803685267378e-07,0.002090933527188394,3.4381255105285708e-14,2.0132627711903654e-10,6.3004163494092184e-14,2.6759084684042033e-09,2.1089520091618586e-06,1.7190137215405509e-06,2.3196075342021052e-30,2.1537253850695989e-31,5.0433271700075079e-23,5.828118896754469e-16,3.1336255455385245e-21,1.4889351143135363e-13,1.6658844279682558e-14,3.9618194100716734e-22,1.3380674921586294e-20,3.2025851998533702e-16,1.2283700519567208e-16,2.1445102198859962e-27,5.9615944759934659e-16,2.9211361547637586e-23,1.4946670736207749e-15,4.3815572414841146e-15,1.1436895352589306e-06,6.589100119716704e-15,1.7511773703022886e-13,1.4375226531617808e-08,2.209411209581615e-38,9.9568695358883217e-19,1.2048863119730914e-14,1.9209200592317016e-16,3.3249303777691113e-25,0.88129999999999997,0.0,0.0,0.0,0.0095423029465925308,0.10870207246749562,9.9999999850591877e-05,1.5552222450780462e-05,8.7919438974141633e-05,2.92431654499278e-05,1.1454207741666402e-10,4.6312680513444322e-05,7.428232883307781e-12,7.7039215698464922e-07,1.3748691023571064e-12,1.4312591424939293e-14,4.9989776320120579e-05,4.6838638401477191e-05,1.8136395040237117e-06,6.6394566188134139e-05,1.7929341684576088e-14,2.1590789954689273e-10,8.4745612217216334e-14,5.4346447014007348e-10,1.6914941808598954e-06,5.251709938751648e-09,6.4363260004784555e-09,2.0703997896211054e-10,1.289983268499658e-09,2.4230877439623796e-09,2.8899261267915104e-09,1.0466830240473882e-06,9.8889355425940793e-10,7.0003102722585899e-10,3.3740504213122886e-15,9.5317800531890113e-08,9.7908708576434795e-15,4.3698097632381234e-11,8.9831373440025297e-10,1.656712891145954e-12,2.1263848043289471e-11,6.8200420257609819e-09,1.4925321631914865e-11,1.211432027336873e-11,3.3558245677729523e-11,4.9683805978128469e-17,4.7651484251146705e-11,7.5380758181388392e-11,3.3111710666624208e-18,2.8447739234011927e-15,1.8610003720325521e-18
3.8838428250401315e-07,0.002090931016473747,3.5453133445183725e-14,2.051580703899004e-10,6.3277089235335191e-14,2.7423391765813816e-09,2.1265962527489525e-06,1.7715209376113432e-06,2.4976565781033088e-30,2.4305235526960098e-31,5.3024789025783876e-23,6.0659433055960902e-16,3.292493059205501e-21,1.5263626083305338e-13,1.7542274908758992e-14,4.2345042335749414e-22,1.4001833434306913e-20,3.3431475018707071e-16,1.3100051641069616e-16,2.2966680829040295e-27,6.2769968748256379e-16,3.0029920846283627e-23,1.5518125650555539e-15,4.3956133163036335e-15,1.1639091715450207e-06,6.7079277265819948e-15,1.8072339722999402e-13,1.4966471071593453e-08,2.386803060474947e-38,9.9568696293882435e-19,1.265195950498769e-14,2.0526753830884498e-16,3.5240207556978182e-25,0.88129999999999997,0.0,0.0,0.0,0.0095381122068832914,0.10870078067587208,9.9999999846822634e-05,1.5718255657061565e-05,8.8264887855182502e-05,2.9284992202682783e-05,1.1499090223968467e-10,4.6378523918065577e-05,7.4250750791192917e-12,7.7341093441638058e-07,1.376823773561626e-12,1.4368675235781653e-14,5.114158748766277e-05,4.7944133496264824e-05,1.834876104103792e-06,6.7643735117254669e-05,1.8352132257555045e-14,2.2101377579683002e-10,8.6698746781851956e-14,5.5619343685035011e-10,1.7113323364996298e-06,5.4325390282866653e-09,6.6587870273088553e-09,2.1531449465649319e-10,1.3448731221897826e-09,2.5554879650702642e-09,2.8941001145209453e-09,1.0634514562241482e-06,1.0047254512047266e-09,7.1123837999276376e-10,3.3828025950833301e-15,9.8741972782095738e-08,1.0782110966160921e-14,4.4218556947494301e-11,9.4435012206547875e-10,1.661143272771552e-12,2.1321554150713044e-11,6.944854505915752e-09,1.5198305740878071e-11,1.2335891266741699e-11,3.4172074997404927e-11,5.0592595344308869e-17,4.9681081850658332e-11,7.8593853949514232e-11,3.4523093359571549e-18,2.9659404129722304e-15,1.9403252895313907e-18
3.929648797406483e-07,0.0020909285051405684,3.6552148552336839e-14,2.090045981451466e-10,6.3544057850369887e-14,2.8091675670427125e-09,2.1438367057665752e-06,1.8246325398775842e-06,2.6857984825492722e-30,2.3233853005631245e-31,5.5699284008193099e-23,6.309814511261856e-16,3.4563483157849089e-21,1.5640444930327243e-13,1.8459864108635395e-14,4.5211119431283654e-22,1.463951862746515e-20,3.4868442620576869e-16,1.3954638580992532e-16,2.4648600323755897e-27,6.6044842669306432e-16,3.086228082707013e-23,1.6102274065763729e-15,4.4104039983615281e-15,1.1841569051512958e-06,6.8269393339723791e-15,1.8642686328100915e-13,1.5572334205270847e-08,2.5747561379794247e-38,9.9568699498697732e-19,1.3276089565821375e-14,2.1914251887935143e-16,3.7317203335902102e-25,0.88129999999999997,0.0,0.0,0.0,0.0095339231404073972,0.10869948834471194,9.9999999843027046e-05,1.5883854448129431e-05,8.8601163997818663e-05,2.9323714259892897e-05,1.1542776685083018e-10,4.6439442355767143e-05,7.4219185304784757e-12,7.763492679447927e-07,1.3786322389152134e-12,1.4423264534107202e-14,5.2298722843433289e-05,4.9056037508708744e-05,1.85610308498501e-06,6.8897189662940871e-05,1.8777364146942353e-14,2.2614938172018848e-10,8.866091694725434e-14,5.6898418383768051e-10,1.7311621266729072e-06,5.6164295457709482e-09,6.8850325644455163e-09,2.2377412871809071e-10,1.4011057523913434e-09,2.6928528259539911e-09,2.8979657704475598e-09,1.0801823929736994e-06,1.0205215804728027e-09,7.2242041334424907e-10,3.3912056700624732e-15,1.0223179902707912e-07,1.1813486884962447e-14,4.4738796928661801e-11,9.9200090475517324e-10,1.6654025551109677e-12,2.1377066720539794e-11,7.0699856361646012e-09,1.5471981281763804e-11,1.2558023470220344e-11,3.4787459410407603e-11,5.1503687064309053e-17,5.1768163814245103e-11,8.1898010138743144e-11,3.5974475203404053e-18,3.0905387165507153e-15,2.0218983069680703e-18
3.975454769772835e-07,0.002090925993266429,3.7678833172092719e-14,2.1286541809458442e-10,6.3805001719407577e-14,2.8763793738953133e-09,2.1606794085713438e-06,1.878335838664111e-06,2.8843792784955318e-30,2.5985761717298634e-31,5.8457496890621204e-23,6.5597755333756834e-16,3.6252319127244893e-21,1.6019731621659262e-13,1.9412396028227753e-14,4.8220876084634746e-22,1.5293764690027776e-20,3.6336424953274336e-16,1.4848385001388866e-16,2.67248680137687e-27,6.9443249616494518e-16,3.170886021097495e-23,1.6699141189915151e-15,4.425955408689373e-15,1.2044306218358378e-06,6.9461217630279541e-15,1.9222819803250025e-13,1.6192897956058451e-08,2.7736571254952343e-38,9.9568705015399854e-19,1.3921618963739724e-14,2.3374248362952543e-16,3.9482463905929715e-25,0.88129999999999997,0.0,0.0,0.0,0.0095297357658249739,0.10869819551980536,9.9999999839205911e-05,1.6049019767462662e-05,8.8928513468004727e-05,2.9359450436994678e-05,1.1585299223782057e-10,4.6495624455752381e-05,7.4187632519086422e-12,7.7920931651657777e-07,1.3803000981901364e-12,1.4476399429516818e-14,5.3460952418456343e-05,5.0174139436986118e-05,1.8773204505451981e-06,7.0154797565557996e-05,1.9204956585590244e-14,2.3131373946341273e-10,9.0631732575457526e-14,5.8183409843185634e-10,1.7509835510675926e-06,5.8033594780441396e-09,7.1150354746421919e-09,2.3241873385371398e-10,1.458682403714416e-09,2.8352732098271345e-09,2.901534882242003e-09,1.0968738597710744e-06,1.0362800779204793e-09,7.3357580764076706e-10,3.3992713144836383e-15,1.057871427350681e-07,1.2886009291592559e-14,4.5258817562244462e-11,1.0412936044591044e-09,1.6694964506257127e-12,2.1430458949580877e-11,7.1954226500209822e-09,1.5746320296284517e-11,1.2780694191085475e-11,3.5404336038291649e-11,5.2416988045047459e-17,5.3913462332764549e-11,8.5294386483746514e-11,3.7466365622541143e-18,3.2186125461248285e-15,2.1057480558755213e-18
4.0212607421391866e-07,0.0020909234809270644,3.8833722923907842e-14,2.1674018885825355e-10,6.4060345672550384e-14,2.9439607033707499e-09,2.1771305241302496e-06,1.9326182376927056e-06,3.0937519260010044e-30,2.3973699627552791e-31,6.1300136789098258e-23,6.8158680591640066e-16,3.7991828835231266e-21,1.6401412001910355e-13,2.0400657600161674e-14,5.1378805662473952e-22,1.5964601358187584e-20,3.7835074080554432e-16,1.578220512025723e-16,2.8689361330312139e-27,7.2967877437212892e-16,3.2571684504051159e-23,1.7308749137954871e-15,4.4422940902148312e-15,1.2247282885328896e-06,7.0654623144070115e-15,1.9812745328390724e-13,1.6828241027515747e-08,2.9838971675382822e-38,9.9568712888552471e-19,1.4588910049953877e-14,2.4909341157182128e-16,4.173816923278225e-25,0.88129999999999997,0.0,0.0,0.0,0.0095255501013756568,0.10869690224577912,9.9999999835359934e-05,1.6213752556950755e-05,8.9247176451296602e-05,2.9392316011014502e-05,1.1626689171379469e-10,4.6547253224915442e-05,7.4156092576064271e-12,7.8199318746009246e-07,1.3818327842510446e-12,1.4528119072629436e-14,5.4628052869094783e-05,5.1298233473729271e-05,1.8985282047032211e-06,7.1416430181984105e-05,1.9634830796992833e-14,2.3650589519830332e-10,9.2610814764906255e-14,5.9474064188997185e-10,1.7707966095317211e-06,5.9933062220058972e-09,7.3487678801176823e-09,2.4124809300395472e-10,1.5176037472369537e-09,2.9828391831829286e-09,2.904818887110023e-09,1.1135239763602888e-06,1.0519991685598342e-09,7.4470330635607986e-10,3.4070108690060534e-15,1.0940785412918897e-07,1.4000695889417394e-14,4.577861883889875e-11,1.0922555123791966e-09,1.6734305117320801e-12,2.1481801985908125e-11,7.3211532084134921e-09,1.602129576293567e-11,1.3003881496970288e-11,3.60226441093866e-11,5.3332408312575069e-17,5.6117702296297169e-11,8.8784131097256293e-11,3.8999268936355471e-18,3.3502051778269455e-15,2.1919028808642003e-18
4.0670667145055383e-07,0.0020909209681964137,4.0017352920983217e-14,2.2062850135646862e-10,6.4308153241687358e-14,3.0118980311252312e-09,2.1931963198568e-06,1.9874672457133069e-06,3.314272372287452e-30,2.9048572771746001e-31,6.4227882600503702e-23,7.0781324850869126e-16,3.978238979313904e-21,1.6785413812806755e-13,2.1425438356964616e-14,5.4689442718666635e-22,1.6652054367590732e-20,3.9364025244528271e-16,1.6757003066678451e-16,3.0758525451769496e-27,7.6621418060727392e-16,3.3449712560925473e-23,1.7931117064120884e-15,4.4594470005906455e-15,1.2450479508908411e-06,7.1849487744534444e-15,2.0412467022721087e-13,1.74784388926692e-08,3.2058758951082294e-38,9.9568723164148196e-19,1.5278321759203832e-14,2.6522171925877474e-16,4.4086505809859467e-25,0.88129999999999997,0.0,0.0,0.0,0.0095213661649240777,0.10869560856610867,9.9999999831489834e-05,1.6378053756888977e-05,8.9557387294343849e-05,2.9422422772290409e-05,1.1666977097169365e-10,4.6594506130326087e-05,7.412456561477205e-12,7.8470293685109398e-07,1.3832355655036658e-12,1.457846166187686e-14,5.5799807388633326e-05,5.2428118965408359e-05,1.919726351418073e-06,7.2681962395488705e-05,2.0066909979613235e-14,2.4172491893876291e-10,9.4597795700737072e-14,6.0770134850345532e-10,1.7906013020705167e-06,6.1862466274178783e-09,7.5862012159885233e-09,2.5026192165311678e-10,1.5778698966762572e-09,3.1356399740078106e-09,2.9078288768660747e-09,1.1301309536080103e-06,1.0676771635794232e-09,7.5580171396859036e-10,3.4144353508341644e-15,1.1309377087687362e-07,1.5158571185868917e-14,4.6298200753499602e-11,1.1449136835089351e-09,1.6772101328008877e-12,2.1531164954228519e-11,7.447165387475393e-09,1.6296881570210125e-11,1.322756419411948e-11,3.6642324898561245e-11,5.4249860922894438e-17,5.8381601207432802e-11,9.2368380332301919e-11,4.057368429865908e-18,3.4853594467567368e-15,2.2803908362209925e-18
4.11287268687189e-07,0.0020909184551466064,4.1230260945935281e-14,2.2453005441526903e-10,6.4552978992188258e-14,3.0801781988862892e-09,2.2088831507196758e-06,2.0428704867879099e-06,3.5462930800150633e-30,2.3900974882173917e-31,6.7241383892195222e-23,7.346607942351851e-16,4.1624341817032761e-21,1.7171666681932452e-13,2.2487530258717862e-14,5.8157361747985633e-22,1.7356145885879186e-20,4.0922898084264079e-16,1.7773672296520449e-16,3.3096141179675929e-27,8.0406566872616305e-16,3.4344727570086389e-23,1.8566261298611974e-15,4.4774415069122242e-15,1.2653877308982479e-06,7.30456939625024e-15,2.1021987985347767e-13,1.8143563881003021e-08,3.4399901852823144e-38,9.9568735890247839e-19,1.5990209514433561e-14,2.8215425527818532e-16,4.6529666078794674e-25,0.88129999999999997,0.0,0.0,0.0,0.0095171839739990015,0.10869431452313184,9.9999999827596315e-05,1.6541924305974383e-05,8.9859374556337939e-05,2.9449879079672143e-05,1.1706192815165481e-10,4.6637555187174954e-05,7.4093051771654931e-12,7.8734056996597507e-07,1.3845135485056115e-12,1.4627464451924089e-14,5.697600561162149e-05,5.356360036358174e-05,1.9409148946881024e-06,7.3951272528253691e-05,2.0501119288095387e-14,2.4696990431922577e-10,9.6592318492762401e-14,6.2071382461732422e-10,1.8103976288434476e-06,6.3821570370417542e-09,7.8273062803780744e-09,2.5945987009189624e-10,1.639480424450234e-09,3.2937639526078089e-09,2.9105756033553253e-09,1.1466930904836383e-06,1.0833124574877239e-09,7.6686989393918699e-10,3.4215554590767858e-15,1.1684471874067876e-07,1.6360666281026758e-14,4.6817563305063837e-11,1.1992949318472454e-09,1.6808405527790197e-12,2.1578614989561375e-11,7.5734476667586865e-09,1.6573052490765681e-11,1.3451721806421996e-11,3.7263321669129442e-11,5.5169261875950055e-17,6.0705869103792325e-11,9.6048258659429725e-11,4.2190105643771095e-18,3.6241177423556174e-15,2.3712396828780069e-18
4.158678659238242e-07,0.002090915941847993,4.2472982631601207e-14,2.2844440905455589e-10,6.4789302636042903e-14,3.1487884105657324e-09,2.2241974439038819e-06,2.0988157096212413e-06,3.7901699313407824e-30,3.3811273404418437e-31,7.0341261876932249e-23,7.6213323400882017e-16,4.3518030678880222e-21,1.7560102106004096e-13,2.3587727528239923e-14,6.1787175800522291e-22,1.8076894933921618e-20,4.251129782917274e-16,1.8833095051972533e-16,3.5635611286685558e-27,8.4326022120864365e-16,3.5254952935184769e-23,1.92141954843051e-15,4.4963053779793098e-15,1.2857458245529895e-06,7.4243129067420183e-15,2.1641310336759839e-13,1.8823685264549005e-08,3.6866366376454472e-38,9.9568751114185579e-19,1.6724925139622735e-14,2.9991829464751591e-16,4.9069847861002063e-25,0.88129999999999997,0.0,0.0,0.0,0.0095130035458287198,0.1086930201580634,9.9999999823680014e-05,1.6705365141302662e-05,9.0153361068129757e-05,2.9474789918978853e-05,1.1744365391837029e-10,4.6676567051887323e-05,7.4061551180824562e-12,7.8990804180203781e-07,1.3856716807306134e-12,1.4675163763335105e-14,5.8156443511579659e-05,5.4704487169252059e-05,1.9620938385503225e-06,7.5224242254987551e-05,2.093738581184546e-14,2.5223996834033429e-10,9.85940370021897e-14,6.337757475716543e-10,1.8301855901612701e-06,6.5810133251063068e-09,8.0720532824337773e-09,2.6884152566594253e-10,1.7024343778123819e-09,3.4572986143319712e-09,2.9130694842123642e-09,1.1632087711060306e-06,1.098903525317167e-09,7.7790676673197767e-10,3.4283815784753981e-15,1.2066051220549051e-07,1.7608018663168088e-14,4.7336706496673238e-11,1.2554258260692716e-09,1.6843268571108581e-12,2.1624217262467782e-11,7.6999889176369755e-09,1.6849784155984405e-11,1.3676334554761741e-11,3.7885579615644033e-11,5.6090530030932832e-17,6.3091208488969619e-11,9.9824878556842151e-11,4.3849021638260139e-18,3.766522004283775e-15,2.4644768857003341e-18
