Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018)
1.1156148187231792e-11,0.0020213598521940383,3.2776892048044529e-20,8.3679657453247896e-16,6.3313230009293357e-15,3.4496094790972776e-19,2.1568909764333969e-13,6.3255296220352502e-21,-4.5022334180829573e-30,-5.9567198365350839e-24,2.3603900501326562e-30,1.8222731847961708e-22,6.2247154519851156e-23,8.0392477548794444e-19,-4.6380257386116372e-26,-4.6549829301309144e-30,1.2362316984366568e-34,2.3693587813953222e-28,7.8986670014578738e-36,-2.6548294338940447e-40,3.203635274899049e-28,-6.3104831487442324e-23,1.878045389779075e-23,-4.0861691012463347e-23,6.3771680570076295e-15,3.6721492148525671e-25,4.5589707094796485e-28,5.0950417104455255e-23,-4.0030537543100266e-40,-3.2094124416327076e-30,7.6850249075449797e-27,6.3742232462419239e-35,2.7500382410985064e-45,0.88129999999999997,0.0,0.0,0.0,0.0098898996537928555,0.10880299855602646,9.99999999999993e-05,3.9608520461589635e-09,4.4257607368319236e-08,4.3174960492255237e-08,3.1069389004520227e-14,1.2629841676111736e-09,4.1599859979078553e-10,1.8074245658728638e-10,2.0798309914801321e-17,1.9752716290174525e-18,5.3397470069908627e-17,9.5272142502020667e-14,3.1169860150323437e-09,2.2514612315105028e-12,6.4867845518014138e-21,2.5169824746697903e-20,3.5833923075042178e-23,5.9922611501401527e-22,3.9732820085693454e-09,6.7061808828467421e-25,1.7887172389677878e-27,5.8429196141953219e-29,4.3435854507336715e-32,6.187626151201703e-33,4.0278124083918852e-13,6.3715075883100695e-15,3.664206687241124e-18,1.9962439099622269e-18,6.4469924836342465e-17,3.7263729069444629e-23,-7.1116024415953796e-23,7.5319849249615131e-16,1.9149949429632484e-30,3.1421566622001819e-15,2.8567385918482591e-15,3.6719191769527312e-17,3.9153392034473816e-20,2.8040070394405462e-20,2.0658179467834632e-20,7.5395702137665049e-27,7.9948841679439668e-22,1.5673079179666826e-23,3.7128005664489576e-31,1.6070565977628791e-25,2.1129176209109745e-31,2.0546842083389104e-26,4.3220381367647276e-24,9.8015067303414767e-17,4.6620569636898239e-22,2.0115383855046868e-28,2.814574570699966e-33,1.0101288484363232e-21,3.1285183944485155e-19,2.2899297124160027e-21,1.0191899200058688e-25,1.1459873869404296e-27,7.6442058226440427e-25,7.7750961972595288e-25,2.8256972353432794e-35,2.2545550171672199e-35,2.2773305145371381e-40,1.6191668360094046e-29,1.4400319273485078e-33,2.0525660917511927e-32,1.4104143337429594e-35,-5.7011316454415256e-30,3.6440174521203366e-22,6.0999602075091802e-38,3.5527831885554477e-30,2.4390332653673493e-32
1.1708944470702247e-11,0.002021359851922806,3.5863236494324199e-20,9.1462266264947097e-16,6.5462257890234303e-15,4.0187174723593277e-19,2.3616222309259411e-13,7.4018668260288163e-21,-4.4932451014381673e-30,3.1869198363627369e-23,2.6931435333646062e-30,1.4443334663353984e-22,6.2172411790556642e-23,8.1576370132351378e-19,-4.465830774877768e-26,-4.654799069967759e-30,1.4657565061034251e-34,2.5781350359257215e-28,9.4673242349142919e-36,-2.6536017974807317e-40,3.738779835784061e-28,-6.3083655864384236e-23,2.0790723799246537e-23,-4.0878475035671628e-23,7.3634002933959007e-15,4.4511148665011549e-25,5.3686055518223456e-28,6.2337213847956347e-23,-4.234426638220141e-40,-3.4740663812203779e-30,8.9485392758695081e-27,7.8223820672414102e-35,3.5454006469006447e-45,0.88129999999999997,0.0,0.0,0.0,0.0098898946819148716,0.10880299842180889,9.9999999999999287e-05,4.1571130440918286e-09,4.6449395287992299e-08,4.5252792663398482e-08,3.2608069106566986e-14,1.3870394081119971e-09,4.1599844713183832e-10,1.9088272689639234e-10,2.2841212694060022e-17,2.0860913487083443e-18,6.2433855224703634e-17,1.0494600330528319e-13,3.2803117296038122e-09,2.4800129016820525e-12,6.8547564648412305e-21,2.9083413100422393e-20,3.9476806875130121e-23,6.9366188257844765e-22,4.1814765080341448e-09,8.1554474286064104e-25,2.2845595594165289e-27,7.4646599932566995e-29,5.8292799440801091e-32,8.2263670983202991e-33,4.4292963116630214e-13,7.3568324096908947e-15,4.2398822974921851e-18,2.327977033297771e-18,6.4873102947121495e-17,4.5628359200864035e-23,-7.1080800433524377e-23,8.3383669497548266e-16,2.446752032154516e-30,3.2237116282296054e-15,3.0920052934278053e-15,4.1896207419709718e-17,4.4854028555383973e-20,3.2113416328637675e-20,2.4604983896404551e-20,8.9800068551239699e-27,8.8005717298048587e-22,1.8081640671543749e-23,4.2833680220896621e-31,1.7755596071883531e-25,2.4376218851737267e-31,2.1778395525688771e-26,4.7759644135477363e-24,1.0909777104211471e-16,5.1892959122873672e-22,2.3297915501964863e-28,3.2609147663538674e-33,1.1243894770268334e-21,3.6678183496432571e-19,2.6128208822055267e-21,1.1630211078548619e-25,1.3075937956922012e-27,8.7326631081974827e-25,9.3384479764653462e-25,3.4450978786192183e-35,2.8809991566038352e-35,2.7141658094848177e-40,1.7690110392443071e-29,1.5735097483038286e-33,2.2495858851937942e-32,1.54096187555691e-35,-6.2212665213795977e-30,3.9650952617753393e-22,7.9216606877934832e-38,4.3583401304172042e-30,3.1475126873568734e-32
1.2261740754172703e-11,0.002021359851640639,3.9058051251319819e-20,9.9503225796809557e-16,6.7587785103115401e-15,4.6481100045583155e-19,2.5755316955249324e-13,8.605711389131649e-21,-4.4842747288555482e-30,-1.7984438257523898e-22,3.0524879622356467e-30,3.5617358309459959e-22,6.2102196215303754e-23,8.2753878865074819e-19,-4.2793470714179546e-26,-4.6545900144699706e-30,1.7148104000038056e-34,2.7899598932241539e-28,1.1199866728785944e-35,-2.6523690135021711e-40,4.3297038052037295e-28,-6.3066926625657027e-23,2.2903213887269805e-23,-4.0895695203016195e-23,8.4454473008486791e-15,5.3473867191422412e-25,6.3182015869369396e-28,7.5549389298656556e-23,-4.4650440824681082e-40,-3.7457303462052133e-30,1.0343751275529703e-26,9.5068479101776872e-35,4.5190510105318875e-45,0.88129999999999997,0.0,0.0,0.0,0.0098898897100311387,0.10880299828218047,9.9999999999999273e-05,4.3533738091523666e-09,4.864118002000984e-08,4.7325210779689642e-08,3.4146746966934148e-14,1.5165041065388217e-09,4.1599827100747384e-10,2.0102350283238101e-10,2.4973197239984469e-17,2.1969165943787088e-18,7.2498243203906493e-17,1.1508777232844423e-13,3.4436373671878287e-09,2.7196096067376443e-12,7.2231629557196429e-21,3.3381428892433613e-20,4.3290458627815388e-23,7.9744325506953785e-22,4.3896709164235901e-09,9.826798397962632e-25,2.8844061150184441e-27,9.4272131725596048e-29,7.7158461509142676e-32,1.0794674860213907e-32,4.8491267313546425e-13,8.4378804755881704e-15,4.8723522987025137e-18,2.6944410528996404e-18,6.5275806750356502e-17,5.5368052794817568e-23,-7.1035370728405688e-23,9.1857762536112343e-16,3.0903344897412147e-30,3.3016436803926301e-15,3.3324122258766541e-15,4.748709701177162e-17,5.102612210633177e-20,3.6522809905846777e-20,2.9045182781984924e-20,1.0600511380414756e-26,9.6443809978647623e-22,2.0721302096654441e-23,4.9086812989036781e-31,1.9523590977013994e-25,2.7934814553828657e-31,2.304230440026818e-26,5.255508721550938e-24,1.2078024425606112e-16,5.7450727541524601e-22,2.6807099654909345e-28,3.7531618710516585e-33,1.2448359581309382e-21,4.2664251879158838e-19,2.9615291288541781e-21,1.3183623040360754e-25,1.4821229598494054e-27,9.9090298606333751e-25,1.1116106924453303e-24,4.1628978761773488e-35,3.6392280342177089e-35,3.2075971715923884e-40,1.9244350676837778e-29,1.711965502183026e-33,2.4542151598918489e-32,1.6763714708041167e-35,-6.7491175886111307e-30,4.2908586005350812e-22,1.0155425475727031e-37,5.2936648013253092e-30,4.0121221836436615e-32
1.3062424055321589e-11,0.002021359851212762,4.3876485291735411e-20,1.1160246056855167e-15,7.0628673495153436e-15,5.6729739394479421e-19,2.9016228904471487e-13,1.0594400586321001e-20,-4.47131357157421e-30,-6.9451076908424952e-23,3.621245901519074e-30,2.4582040192743033e-22,6.1999511919728349e-23,8.4464594372719261e-19,-3.9843440787743512e-26,-4.6542385344448904e-30,2.1107407494031195e-34,3.1021622635283612e-28,1.4013715812467959e-35,-2.6505859404479553e-40,5.2901568863799885e-28,-6.3041574880556863e-23,2.614416493016949e-23,-4.0920504495546935e-23,1.0191304266904125e-14,6.8763212336760726e-25,7.9842001473647598e-28,9.8309239574093545e-23,-4.7977403657223466e-40,-4.1516487243612362e-30,1.2611440276698114e-26,1.2416808272087396e-34,6.3064268148217336e-45,0.88129999999999997,0.0,0.0,0.0,0.0098898825086261456,0.10880299807044815,9.9999999999999259e-05,4.6376421620532408e-09,5.1815807895733537e-08,5.031745341195486e-08,3.6375400873237058e-14,1.7135128386774367e-09,4.1599798759224852e-10,2.1571221350280595e-10,2.8217476866338262e-17,2.3574447412594165e-18,8.9033878443084759e-17,1.3060712504413778e-13,3.6802019678269796e-09,3.0862319357237663e-12,7.7575301692193155e-21,4.0324560199983688e-20,4.9115901363213994e-23,9.6520241815430208e-22,4.6912244866423575e-09,1.2685191205901848e-24,3.9695354575717317e-27,1.2978953406738804e-28,1.1329584220424093e-31,1.5669851397563352e-32,5.4895614871664767e-13,1.0182119605144713e-14,5.8943791503003127e-18,3.2902372408225536e-18,6.5858663615789313e-17,7.222598928315619e-23,-7.0972247841007357e-23,1.048590349977515e-15,4.2552304587478583e-30,3.4086832503088937e-15,3.6891413697011878e-15,5.63365091220709e-17,6.0822925874668585e-20,4.3520279438205803e-20,3.6413187519211308e-20,1.3289549197629397e-26,1.0934032374383201e-21,2.4974608879182288e-23,5.9162538243600946e-31,2.2231203862547428e-25,3.3668809708297467e-31,2.4932626084950316e-26,5.9967393409689075e-24,1.3876388002290354e-16,6.6006267027732502e-22,3.2506173339420838e-28,4.5527634696987543e-33,1.4302514571869209e-21,5.2449893969680046e-19,3.5134804122943773e-21,1.5642605604105179e-25,1.7583780284366081e-27,1.1772571209559152e-24,1.4104925646346049e-24,5.3984622252031219e-35,5.0117106808724678e-35,4.0312920093317134e-40,2.1593045993897852e-29,1.9212057563484596e-33,2.7638885293565424e-32,1.880997418654033e-35,-7.527205659859831e-30,4.7709859854993959e-22,1.4259974789428362e-37,6.9054353821060176e-30,5.5917795795482445e-32
1.3863107356470475e-11,0.0020213598507624678,4.8919009955748725e-20,1.2422946526903061e-15,7.3621347500045757e-15,6.840282815267828e-19,3.2469301575145617e-13,1.2899257915805432e-20,-4.4583899238893031e-30,5.2699186247978566e-22,4.2485178101593328e-30,-3.5059532466798607e-22,6.1909088371599177e-23,8.6158482078933624e-19,-3.6557469944583715e-26,-4.6538240423928665e-30,2.5490690011127845e-34,3.420687006754889e-28,1.7206488209468808e-35,-2.6487894532363604e-40,6.3818332325930525e-28,-6.302833346897462e-23,2.9599354130815002e-23,-4.0946218609570272e-23,1.2160021573801167e-14,8.7102917036242111e-25,1.0057081192489299e-27,1.2590376909190552e-22,-5.1288618856122132e-40,-4.5723038997030383e-30,1.5188949716143653e-26,1.5955840673372322e-34,8.6330995471957257e-45,0.88129999999999997,0.0,0.0,0.0,0.0098898753072090909,0.10880299784762265,9.9999999999999246e-05,4.9219100264041507e-09,5.4990429692916347e-08,5.3298595632198333e-08,3.8604050498555823e-14,1.9216123677859286e-09,4.1599767679391264e-10,2.3040137549112406e-10,3.1644397304281142e-17,2.517977820381776e-18,1.0807184290753453e-16,1.4710834328663999e-13,3.9167663975430358e-09,3.4760258591757575e-12,8.2927867817701944e-21,4.8165112709058384e-20,5.5296832638331355e-23,1.154751458463824e-21,4.9927778538063154e-09,1.6122962565189943e-24,5.3580253353823896e-27,1.7525803891033326e-28,1.6254050129253352e-31,2.2249786335120322e-32,6.1680113088926282e-13,1.2149005324156006e-14,7.0487081098090675e-18,3.9674792486658039e-18,6.6441149583944236e-17,9.2788340425447825e-23,-7.0883064350275476e-23,1.187202953271255e-15,5.7467549840031702e-30,3.5095210252346862e-15,4.0552275398439837e-15,6.6096821450293704e-17,7.1659798474270213e-20,5.1258961181959418e-20,4.4971281177226075e-20,1.64129174887973e-26,1.2303314093946077e-21,2.9763319051637712e-23,7.0506594044985044e-31,2.5112110613065687e-25,4.0124599254893159e-31,2.6896313269404557e-26,6.7948646125344086e-24,1.5800315496969574e-16,7.5159257721947528e-22,3.8985397662078397e-28,5.462024930439599e-33,1.6286172655713202e-21,6.3640102469271098e-19,4.1222530820181245e-21,1.8354928649402223e-25,2.0630752750201084e-27,1.3829723433512281e-24,1.7630172519870534e-24,6.89656591338218e-35,6.7690944164008397e-35,4.995945179152463e-40,2.4055396973725025e-29,2.1405847746966374e-33,3.0890313729813152e-32,2.0955268172559735e-35,-8.3210176996611345e-30,5.2608293641826418e-22,1.9602214560449974e-37,8.8593174573465594e-30,7.6343248671186804e-32
1.466379065761936e-11,0.0020213598502900596,5.4184242257982031e-20,1.3737762261987963e-15,7.6574291077735865e-15,8.1594760491995991e-19,3.6114327942741328e-13,1.5550790008288498e-20,-4.4455036012545094e-30,2.1447322060372156e-23,4.9357477032497966e-30,1.5498967705216656e-22,6.1806472815668544e-23,8.7877098378218729e-19,-3.2959652626827742e-26,-4.6533401983302114e-30,3.0306458934342164e-34,3.7456706021763251e-28,2.0799576970749296e-35,-2.6470089606309177e-40,7.613130218657206e-28,-6.3002726537863622e-23,3.3268655711705517e-23,-4.0970991862545089e-23,1.4364399165758405e-14,1.0886945950959051e-24,1.2615291419532362e-27,1.5898261116266229e-22,-5.4584145805286762e-40,-5.0075645998372063e-30,1.809609836298359e-26,2.0210660452635878e-34,1.1617762802409724e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898681057799729,0.10880299761385404,9.9999999999999232e-05,5.2061774022052303e-09,5.8165045626739738e-08,5.6268787292882216e-08,4.0832695999959492e-14,2.1406528582257546e-09,4.1599737580837259e-10,2.4509077433566252e-10,3.5251491093896601e-17,2.6785134883129922e-18,1.2982460558050811e-16,1.6459156584315377e-13,4.1533306403166858e-09,3.888991300378683e-12,8.8289264331047237e-21,5.6956661573898907e-20,6.1831802496919405e-23,1.367373978800422e-21,5.2943309975003584e-09,2.0212688058833342e-24,7.1089927203694125e-27,2.326239781812598e-28,2.2843199192065443e-31,3.0977940321546085e-32,6.8841993344326563e-13,1.4351324843018578e-14,8.3430441992538396e-18,4.7311953383038898e-18,6.7023153995007774e-17,1.175969714444851e-22,-7.082028552434661e-23,1.3344110823161293e-15,7.6288761659367416e-30,3.6048654172135553e-15,4.4299495909530499e-15,7.6790616990673151e-17,8.3563710455904045e-20,5.9758010985251568e-20,5.4809360249381927e-20,2.0003423959753409e-26,1.3752026341428892e-21,3.5116870326086458e-23,8.3188716409770224e-31,2.8165872416723806e-25,4.7341869275202331e-31,2.8936236614380997e-26,7.6518603502558357e-24,1.7849649157377022e-16,8.4908949028095961e-22,4.6303444935591722e-28,6.4892038343639608e-33,1.8399171139265028e-21,7.6329577689658308e-19,4.7892557486484139e-21,2.1326879400133935e-25,2.3969198801320513e-27,1.6085348999421479e-24,2.1745043602045905e-24,8.6942662489872489e-35,8.9867291906868705e-35,6.1154998376759888e-40,2.6629763228041087e-29,2.3699557820563907e-33,3.4294045210414291e-32,2.3198166837662145e-35,-9.1308855398716463e-30,5.7605979814118478e-22,2.6447465208309788e-37,1.1200133109887942e-29,1.0234509682822126e-31
1.5464473958768247e-11,0.002021359849795838,5.9670369094444759e-20,1.5103923662879776e-15,7.9494740007472487e-15,9.6399766462205451e-19,3.9951124320786544e-13,1.8580796933585704e-20,-4.4326545109655849e-30,-3.3860182001622683e-22,5.6842678334250247e-30,5.1512258726913294e-22,6.1667938027817791e-23,8.966480107254424e-19,-2.9077271643340089e-26,-4.6527806119048596e-30,3.5563160448989572e-34,4.077137399911095e-28,2.4814808615212493e-35,-2.6452760766565073e-40,8.992440938575608e-28,-6.2941026650863723e-23,3.7151943960698703e-23,-4.0992544118790967e-23,1.6817143880871102e-14,1.3446021493340217e-24,1.574668292696793e-27,1.9823702384912275e-22,-5.786404368419089e-40,-5.4573299822241492e-30,2.1352693326919262e-26,2.5274018697391624e-34,1.5400659588583632e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898609043387847,0.10880299736929024,9.9999999999999219e-05,5.4904442894566195e-09,6.1339655820023711e-08,5.922817622109785e-08,4.3061337461490238e-14,2.3704864994886914e-09,4.1599708997694448e-10,2.5978028798522388e-10,3.9036324124028973e-17,2.8390504110785627e-18,1.5451051894875176e-16,1.8305693521619063e-13,4.3898946938473291e-09,4.3251281837094799e-12,9.3659446259350048e-21,6.6752623705348985e-20,6.8719501042083657e-23,1.6043480952319073e-21,5.5958839147968677e-09,2.5031049498389402e-24,9.288631400787425e-27,3.0406841219879904e-28,3.1517482301317822e-31,4.2377834413787027e-32,7.6378516419175182e-13,1.6801772358752834e-14,9.7850363544739152e-18,5.5863770660155085e-18,6.7605229322377529e-17,1.4723852113041071e-22,-7.0839905662266137e-23,1.4902103860029476e-15,9.9732969426130783e-30,3.6953450449000834e-15,4.8126671756986388e-15,8.8438747956630463e-17,9.6559533228384148e-20,6.9035095465849699e-20,6.6015677528467088e-20,2.4093276429807258e-26,1.5279973110288139e-21,4.1064343405829983e-23,9.7277795622440708e-31,3.13920587962579e-25,5.5359824554433014e-31,3.1054981468943925e-26,8.5697755575762103e-24,2.0024230122115218e-16,9.5254585066294695e-22,5.4521021628759281e-28,7.6428440275635672e-33,2.0641346181313763e-21,9.0612900350719068e-19,5.5157888570501735e-21,2.4564262107427372e-25,2.7605628716961851e-27,1.8543935312048228e-24,2.6503994472848531e-24,1.083171600934698e-34,1.174905987574553e-34,7.4045375273454489e-40,2.9314750061317336e-29,2.6091939844479713e-33,3.7848039728469398e-32,2.5537454513265933e-35,-9.9569160710804868e-30,6.270328565574338e-22,3.509999212266692e-37,1.397531667335298e-29,1.3499036732163443e-31
1.6265157259917133e-11,0.0020213598492800967,6.5375527026605267e-20,1.6520652051733805e-15,8.2358450049935179e-15,1.129119491010917e-18,4.3979357183103753e-13,2.2022362131818021e-20,-4.4198425842384865e-30,1.2318133656258422e-22,6.4953129818350882e-30,5.3362738991705662e-23,6.1581729198947432e-23,9.1364234984475359e-19,-2.4725643389306961e-26,-4.6521388272657964e-30,4.1269430750822424e-34,4.4150193128967613e-28,2.9274534787268379e-35,-2.6434784864068545e-40,1.0528141290555604e-27,-6.2931493675139143e-23,4.1249093253595667e-23,-4.1018385940300211e-23,1.9530870498628153e-14,1.6429328805360668e-24,1.9549051301809719e-27,2.4439987647621606e-22,-6.1128371319440593e-40,-5.9216386170778363e-30,2.497853004485235e-26,3.1244784395385698e-34,2.0138813225102363e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898537028855264,0.10880299711407715,9.9999999999999205e-05,5.7747106881584538e-09,6.4514260351405562e-08,6.2176908247955024e-08,4.5289974928209966e-14,2.6109674768111278e-09,4.1599680716415356e-10,2.7446983389532699e-10,4.299649514838312e-17,2.9995876859983112e-18,1.8235366664582674e-16,2.0250459752364405e-13,4.6264585633610308e-09,4.7844364340087987e-12,9.9038368917242066e-21,7.7606258446270741e-20,7.5958755483760708e-23,1.8669469940763839e-21,5.8974366123626039e-09,3.065881229867341e-24,1.1970629925581932e-26,3.920213100999728e-28,4.2772223965855738e-31,5.7062746246374167e-32,8.4286972100867579e-13,1.9512950101473689e-14,1.1382278056413596e-17,6.5379796960741192e-18,6.8187030584439395e-17,1.8234584432548177e-22,-7.0742543144177853e-23,1.6545965152148476e-15,1.2859926086704496e-29,3.7815162339995799e-15,5.202810452225901e-15,1.0106055785162098e-16,1.1067030827393163e-19,7.9106583010934027e-20,7.8676612870278326e-20,2.8713999175838431e-26,1.688696215439307e-21,4.7634467276130744e-23,1.1284188876880889e-30,3.4790247499772681e-25,6.4217195714025202e-31,3.3254873814831732e-26,9.5507223737949704e-24,2.2323899173160618e-16,1.0619540825813063e-21,6.3700949844721373e-28,8.9317871467413851e-33,2.3012533571382411e-21,1.0658453070204836e-18,6.3030585320358674e-21,2.8072459871988327e-25,3.1546080568017795e-27,2.1209642718817677e-24,3.1962631682536844e-24,1.3352318829259983e-34,1.5150176157407415e-34,8.8783104721267459e-40,3.2109177261146865e-29,2.8581937816950621e-33,4.1550564480393102e-32,2.7972102491724715e-35,-1.079874469102576e-29,6.7899156957650227e-22,4.5902374548455743e-37,1.723488614834165e-29,1.7547306957089113e-31
1.7866523862214905e-11,0.0020213598481852134,7.7436212430864909e-20,1.9502904787727852e-15,8.7993693684478098e-15,1.5143372156221268e-18,5.2609633928626105e-13,3.0278896662219761e-20,-4.3943296726371498e-30,6.7119651133737836e-22,8.3095058796693099e-30,-4.9447304305895601e-22,6.1293803552400687e-23,9.4979018922048273e-19,-1.5042750001246906e-26,-4.6505817014540549e-30,5.4064086954511309e-34,5.1102097358947074e-28,3.9618158737298981e-35,-2.6400317158004439e-40,1.4102255944455238e-27,-6.2796421602790078e-23,5.0084472794202444e-23,-4.1060961818580399e-23,2.579127565143642e-14,2.3846127269924249e-24,2.96109757266277e-27,3.6058968392767008e-22,-6.7610550310155056e-40,-6.8940845933100215e-30,3.3417052246322963e-26,4.6335140454808958e-34,3.3181013373047401e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898392999427938,0.10880299657227671,9.9999999999999165e-05,6.3432420199140088e-09,7.086345255661795e-08,6.8042975145261834e-08,4.9747237989440902e-14,3.1232979561917884e-09,4.1599624209815584e-10,3.0384890441694466e-10,5.1433407182121825e-17,3.3206620032511489e-18,2.4843563531015733e-16,2.4434740300926952e-13,5.0995857539955831e-09,5.7725667374069216e-12,1.0982244158460376e-20,1.0269880077824913e-19,9.148790646603514e-23,2.4740909221707125e-21,6.5005413529845942e-09,4.4685880820539018e-24,1.9176727052611139e-26,6.2851220440922706e-28,7.5442386971016714e-31,9.9261505771967131e-32,1.0120898271165517e-12,2.5767452730876737e-14,1.5072611199845538e-17,8.750090168849139e-18,6.9351697422969062e-17,2.7172984851104714e-22,-7.0804840123613597e-23,2.0091118652081462e-15,2.0623644849106297e-29,3.9428857896755798e-15,6.0033924675120592e-15,1.2929622040865575e-16,1.4232115782351161e-19,1.0169276157061999e-19,1.0869764171254187e-19,3.9670424421640794e-26,2.0337316548170671e-21,6.2755861329164866e-23,1.4866326591156733e-30,4.2100983270670122e-25,8.4602786662478363e-31,3.7906636773798371e-26,1.1710421394742847e-23,2.7297862669350628e-16,1.2985957626944453e-21,8.5210142192774195e-28,1.1952496351055767e-32,2.814128648674033e-21,1.4396995493449868e-18,8.0642337949364412e-21,3.5921054574201259e-25,4.036120836128266e-27,2.7177681156796524e-24,4.5206569037132883e-24,1.9733982913079966e-34,2.4297043334100902e-34,1.2444644794215707e-39,3.8022537793921184e-29,3.3851365913604238e-33,4.9395567362026326e-32,3.3124153835796225e-35,-1.2528896930877091e-29,7.8589357364134654e-22,7.5532218462024445e-37,2.5419974137731041e-29,2.8541146275038907e-31
1.9467890464512677e-11,0.00202135984700769,9.0369495390700805e-20,2.268308160379502e-15,9.367867944184919e-15,1.9791227668441272e-18,6.2004511007690321e-13,4.0610736178981181e-20,-4.3689639611107171e-30,8.2886496759472534e-21,1.0386614999078627e-29,-8.1108484715548158e-21,6.0175894317761668e-23,1.0002219155063612e-18,-5.1119179011398793e-27,-4.6486138586462546e-30,6.8764448451219144e-34,5.8374574338697715e-28,5.2023235298158338e-35,-2.6375956444752669e-40,1.8402526357669239e-27,-6.1829532873982794e-23,5.9773790722534864e-23,-4.1046162386577177e-23,3.3244727503377672e-14,3.3512710611972215e-24,4.3796709497653671e-27,5.1424442819903425e-22,-7.4031149506056215e-40,-7.9156052438816641e-30,4.3569795467937503e-26,6.6397683667862683e-34,5.2749436043198953e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898248969517301,0.10880299598958039,9.9999999999999097e-05,6.9117713974729873e-09,7.7212622341746331e-08,7.3868115701262247e-08,5.4204485230835259e-14,3.6765167060619069e-09,4.1599565745920868e-10,3.3322791495412153e-10,6.0543658283846388e-17,3.6417356636237787e-18,3.2997285896136556e-16,2.9012122107639451e-13,5.5727122221885589e-09,6.8533816165700785e-12,1.2064143674403726e-20,1.3265723818802915e-19,1.0841251831792738e-22,3.1989106104251579e-21,7.1036452321128402e-09,6.3021025487457051e-24,2.9480369052138261e-26,9.6698181084584531e-28,1.2663113774214024e-30,1.6463559620579167e-31,1.1958691022495259e-12,3.3213847013713242e-14,1.9473703962740333e-17,1.1406457135548698e-17,7.0518940015313051e-17,3.9178275414949779e-22,-7.2653696966448094e-23,2.3979223841865224e-15,3.1738972979233201e-29,4.092340725472211e-15,6.8282903423420471e-15,1.6162776078677356e-16,1.7867076118458686e-19,1.2762633125235037e-19,1.4552219784568408e-19,5.3109825745421575e-26,2.4101625129522477e-21,8.0704027863227202e-23,1.911810619243841e-30,5.0094862665960568e-25,1.0879924357726686e-30,4.2906673495826981e-26,1.4148866831862725e-23,3.2770261615215892e-16,1.5589537196394818e-21,1.1137787975542974e-27,1.5628298824602708e-32,3.3784111752009052e-21,1.892391262877327e-18,1.0080892301708402e-20,4.4908859873767444e-25,5.0455185655967769e-27,3.401741305915926e-24,6.1941992784699821e-24,2.8257118668023034e-34,3.739106231778711e-34,1.6951006258752213e-39,4.4363918076532833e-29,3.9502534481079946e-33,5.7820209341085373e-32,3.8649154435683245e-35,-1.4350034809493599e-29,8.977208696906648e-22,1.1913267378223356e-36,3.6206246310018157e-29,4.4449545777197544e-31
